Speaker 1:          00:00:13       Joe rogan experience podcast.

Speaker 6:          01:26:23       That the life. Yeah, and then that seemed so silly. That's going to happen, right? Well, it will definitely have ruin the environment, right? If we ruin the environment and it seems like we're kind of on that path. I mean there's a lot of concern about the environment now and there's a lot of people that are making all these big efforts so generation is going to get good at saving the environment. Well actually that's not true because Norway has zero, zero garbage now. I believe it's Norway. They figured out how to completely recycle all their trash so they have like, I think it's Norway. Let me find out Norway and have to figure this out. Yeah. Right. Years ago, I think they use all of us. I believe it's Norway, Sweden, Sweden runs out of garbage. 90 nine percent. Sweden, Norway. I'm going to stockholm there in january for a 99 percent of sweden's garbage is now recycled.

Speaker 6:          01:27:19       That's fucking incredible. That's incredible. I mean that is like almost zero trash. One percent trash. It's amazing. I saw something on water. I think it was a documentary about los angeles or California running out of water and they had some plant that had sewage, like literally it was sewage water and an hour and a half later it was as clean as bottled water drinking. They have that drinking straw where you can just drink and it filters anything and they have like a guy, like a video of a guy drinking straight p out of it, filtering it. How dare he. Have you seen ian candidate? The moving? Yeah. Yeah. The new one or the original one? I think I've seen both. Yeah. That's an interesting movie about how they had implants put in and how they can control. Um, and yeah, I think I fell asleep during the new one for some reason I was probably tired when I was washing it, but the first one was pretty interesting.

Speaker 6:          01:28:19       The idea is pretty interesting. That's like an, an idea that always gets bandied about and conspiracy theory circles like they believe that someone could be in a manchurian candidate and like the guy who took out, martin luther king didn't even know what he was doing, you know, that kind of shit. Yeah. Jack ruby technology, a cool story. My brother in law was a hit, was blown up in Afghanistan. He blew off. So. So his quad got blown off, right? Yeah. so it is that you've topped muscle of your lake. Kind of dumb about this. Yeah. So the, the, the quad got blown up. So he's been in a wheelchair for four years so far. This is one that happened, rIght? Um, gained a bunch of weight and then the created this almost

Speaker 2:          01:29:02       iron man bionic leg that he can put around his leg. And then there's like a computer where your knee would be and it, it moves his legs, 100 percent paralyzed in this bionic leg, moves his leg for him. And then it also has a, uh, like a, a fall feature where it senses if he's going to fall, then it locks up so it acts like a kickstand. And then he was talking about that they're doing stuff like you were saying where you could have thoughts and eventually control it to say move forward or kick hard. Like you can start to give it more now, which is kind of like, you know, stabilizes them so we can stand up and he, you know, he walks with that. But I mean you got to like walk and hold his wife's hand for the first time in four years, like standing because he's a big dude. And that's the biggest thing is, is he just said hates being in a wheelchair, like going out because people, because he's always talking to people like looking. You used to be in a big. But the technology is pretty bad ass.

Speaker 6:          01:30:02       It's getting better all the time. We, uh, we talked about that on the show yesterday that there's now a soft exoskeleton suit. They used to be like, they had these big hard exoskeletons with like, you know, like metal pipes are rods down the sides of it and joints and hinges. The new ones are like way sleek. They almost look like, just like pants, you know, and there are those things that make you like live like strong way stronger. They make us stronger. You can, you can do things, you can go longer, you can go up hills. Like for soldiers, they're gonna enable soldiers to carry much larger packs and they're gonna be able to walk for much longer because it's going to barely take any effort. There'll be like 50 percent effort. Yeah, pretty crazy, right? Yeah. Yeah. I mean there, there's just an endLess amount of super smart people out there that are constantly coming up with new inventions that we're just like every now and then one pops up on your google news feed and you're like, what the fuck?

Speaker 6:          01:30:56       Man? It's like, it's constant. It's every day, there's some new thing every day there's some new breakthrough, new technology, new discovery that now they're saying there was something that I tweeted today. They're saying there might. The big bang might have caused a parallel universe where time moves backwards. So we mIght have a mirror universe like this universe is going this way, right? There's another universe that's going on. Exactly. Taken his sat, hating it. No, the opposite. It's like the fucking earth has ended and it's slowly forming back to the big bang. oh, okay. So who knows what time it is in this other one? If it's backwards, I mean, who knows where we are in the life of the universe. We know that we're like 14 point 7 billion years, so if we're for or whatever the hell it is, if the universe is 14 billion years old that this other one is 14 billion years and the total opposite direction is right when we die, we get reborn in the new world and we never die maybe.

Speaker 6:          01:31:55       Right? Maybe qmap. I mean, we, we assume that this is how time goes, that you know, you do this aNd you do thAt and you move forward and you cloSe your laptop to get in your CAR and you say goodbye, but it's only because that's how we've always lived. Like the idea of everything going backwards is incomprehensible. But if everything can go forwards, why can't it go backwards? I meAn, who's to say that things can't go back to their source? Who's to say that like you can't like start off in some sort of a neutral position and have everything instantaneously be you when you're 90 and then slowly go benjamin button style back to zero again and crawling your mom's pussy. I mean, why not? If you can come out of a person's pussy, that's just as ridiculous as you going back in it and, and, and reentering the hive of the universe is just as bizarre to come out of a pussy than it is for you to become an old man. And then a child in, you have this other organism that you recognize as your mother that is going to take you into its body and it's going to absorb your soul, and then you pass into the next dimension. Then you're born on earth in our time. Start over and start all over again.

Speaker 6:          01:33:05       Would you be happy if you knew you were going to live your life as john heffron over and over and over again? Would you be willing to do this again? If you knew that life really is like some kind of a bizarre video game where you're going to play the same character ad nauseum to the end of the time until you get it right? Yeah. Right? Because so it is like a video game. If you don't make it past level one, then you go back and eventually I would love that. If there's a way you could talk to your future or your past self to let you know that what you want to know. I don't know. Sometimes I think that's what days you have a movement. Like if you haven't deja vu, it's because you've done this a billion times. No, no, I don't think they. I think they have a scientific explanation for vu. I forgot what it is. It's something about your eyes. It just. It's like a half secoNd. Taking the info. Are we guessing? It's a backfire against. Why are we guessing? Explanation idiots, because we're all had passed at 70. At a bar date. Your watch is going to go. That's not what it is.

Speaker 6:          01:34:13       How stuff works. What is deja vu? Here we go. The term dejA vu. It's french and it means literally already seen those who have experienced the feeling. Describe it as an overwhelming sense of familiarity. That's what we all feel. Right? Right. okay. Let's see what the reason is. The phenomenon is rather complex. There are many different theories. Okay, so no one really knows. Swiss scholar arthur hottest guys name ready for this swiss scholar, arthur funkhouser. That's his fucking name. Phone call. He's my new favorite person. Yeah, arthur funkhouser. Oh, that would be the greatest character in a movie ever. The funkhouser a classic rock dj arthur funkhouser was going to tell you about deja vu. how crazy is that? Get them on your podcast. He says, have that guy on. I know he will. He lives in Switzerland. Maybe I can. Yeah, we won them over there.

Speaker 6:          01:35:10       He asserts that in order to better study the phenomenon, the nuances between the experiences need to be noted. The examples mentioned above. funkhouser would describe the first. Oh, so there's a bunch of. Okay. They believe there are several different deja experiences. There's deja visit tei, which means already visited. There's deja vec who, ecu. I don't know if I'm saying it right, already experienced or lived through as much as 70 percent of the population reports. Having experienced some form of deja vu. A higher number of incidents occur and people 15 to 25 years of age. Huh? That's bizarre. It's been firmly associated with temporal lobe epilepsy. Reportedly, deja vu can occur just prior to a temporal lobe seizure, so it doesn't mean that it's exclusively connected to temporal lobe epilepsy, but that it's connected to to. I mean, for some people have temporal lobe epilepsy, they experienced age. I will not necessarily the other way. Just because you have deja vu, it doesn't mean. I think that's what they're saying. Well, what the fuck dude? So they don't really know. Not as romantic when people go. I just feel like we've been here before together. It's instead of night, go ahead. Kind of feels like a temporal lobe. I think our software is just bugged. Yeah.

Speaker 6:          01:36:34       I always associated with, um, with, with simulation theory, like, uh, the idea. First of all, just the idea that you could have dreams, you know, you can have dreams. Like I wrote about this dream. I'm an instagram because I was in vegas and I passed by this thing and they had this wall, this hotel, and they would write down famous quotes everyday on the wall and one of them said, if you can dream it, you can do it. Well, I went to sleep. I took four alpha brain that day kind. I went to sleep and I had this dream of a sex dream with mermaids. So I put it on my instagram. I had a dream that I could breathe underwater and I dove into the ocean and found a civilization of beautiful mermaids. They all sang gloria songs and surrounded me with loving hugs. One of them reached into my pants and start jerking me off under the day long continuous streams of beautiful flowers came out of my dick and filled the water around us, and then I wrote, so yeah, walt disney didn't know what the fuck you're talking about it.

Speaker 6:          01:37:35       It's like those dreams. That's a real dream. Just think about that dream like that was a very realistic, vivid dream, a dream like that. What is what's going on there? Okay. Obviously it's not really happening, but when you're having a really vivid dream that's completely ridiculous, like you're in a fucking avatar dragon. You're flying around while that's happening, you're, you're, you're essentially thinks, yeah. While you. While it's. I mean, it just shows you how slippery regular reality really is. If you can have these experiences that are totally ridiculous, but yet while they're happening, you buy them. You know you, you buy that. You and your friend really are running away from godzilla. God's oh really is coming and the whole city knows and you're running into people that you knew from high school and you're saying sorry, and you know dudes, you got in fights with your hugging them.

Speaker 6:          01:38:23       We're all Together on this now we're going to get the fuck away from godzilla. And then you hear and you hear that fucking thing coming over the hill. You, you're there, you're there. And then you wake up and you gotta pay, you know, like what the fuck is wrong with me? I really thought god godzilla's is real. I had my, I don't, I'm not stressed about anything but I had my reoccurring dream that I've had since I was like a little kid. It was basically somebody shows up at my window suddenly like a appear in the window like that and I start running from him. So I'll run up the stairs and then there'll be a ceiling panel and then I'll push it and then I'll pull myself up and then I'm in like an attic and then I'll run and there'll be another little door and I'll slide that.

Speaker 6:          01:39:04       So I'm consTantly running from somebody who's below, but I have all these secret passages. Then I was watching the discovery channel and they had a thing about ninjas. This ninja house. This guy got out, he would move a sliding panel and he went through and I go, that's it. That's why I enjoy fighting. That's why I'm having this dream. I was in ninja. Not kidding you. The thing they showed in thing was the exact dream that I've had. I think that that happens in almost every ninja movie. I know you've seen ninja movies. that is a much better explanation than you used to be. A japanese dude back in the days where there really were ninjas. That seems like a bunch of generations ago, man. What happened last life? You know? How come you remember that shit was probably what? The forties. It was kind of boring.

Speaker 6:          01:39:53       I think they have a photo. There's a photo that was just going around recently. Brian, see if you can pull this up. It's the last known photo of a samurai and actual samurai before they somehow or another, the culture was abolished. I don't know how they did that. I mean they made it illegal to walk around with swords or I don't know what they did, but this is a. I think photographS were discovered or were figured out in the late 18 hundreds, I believe. Right? was that right? Does that make sense? So this guy existed with swords. You know, I'm walking around with a sword in the 18 hundreds. I'm pretty sure this is the google episode john had put them on. I'm wondering, you're dumber guests so I can't drop a lot of those. So not true. That's not the photo that I saw, but it might be another one that's similar.

Speaker 6:          01:40:40       This last known photo of a samurai. See if you google that will look at that. Dude, that's what I googled. You ever see those ninja classes like that ain't the one I saw, but it's still pretty dope in martial arts, like magazines or even online. There's like guys that teach you how to be a ninja. They teach you how to send you a ninja black belt and then you have to promise you're going to watch the videos. I'm serious. I saw like a native american martial art, it was like indian martial art, but that's what the guy did. Oh yeah. He sent you a black belt and then just through the honor system in to watch the dvds. That's so. Well that's just people trying to make money. That's the one thing about martial arts is a. You can. You can definitely learn some things from a dvd as long as you get one on one instruction as well.

Speaker 6:          01:41:29       Like the originally get one on one instruction like it. It's way quicker path. If you have someone showing you where to put your weight, especially jujitsu, right. It's hard to see what's going on. like if you're watching the guys strike like you're seeing things in real life like you're seeing. Whereas his chin is his placement. It seems like there's less variables, but when you're seeing jujitsu like you don't know understand like where he's his holding his balance and and how he, how he passes the garden a certain way. There's so many different things that go along with like setting up a submission has all these steps along the way that are super critical because you've got to know the defense of those steps and you got to know the counter to that defense and you've got to have two different paths out of there. You can't just have one.

Speaker 6:          01:42:10       So like while you're teaching someone like a jujitsu, like a setup for a submission, you're also teaching them the defense of that submission and you're also teaching them like usually you're teaching them what the counter is, you know, especially if they're like bluebell, bluebell, leverage, something like that. So there's just so many lIke to teach that with a dvd, it's so hard to do. You can kind of teach basics like real simple stuff and if you paid really close attention, you can kind of learn that, but way harder. it's way better to have somebody move you like show you like here, like not turn it like there and you're like, ooh. Because it was like some like subtle variations just in the way you hold a choke, right? Because this guy who one in Brazil, one of the last, uh, cars that we did. No, no, no.

Speaker 6:          01:42:52       Mexico city. He caught this dude in a good team and he did this new thing that a lot of guys are doing called the pretzel grip. And like, if someone doesn't show you how to do that grip, it seems. It seems real weird. Cavan mimic you doing that. Yeah. My friend was watching you on video. My friend denny showed it to me, but it seems goofy as hell, but when you actually do it, it really works. It's awesome. It's like this crazy new grip that guys are doing. That's one of those things like someone's gotta like put your hands there. You got to show it to you. You got it done to you. Yeah, exactly. Exactly. Getting it done to you is another big one. I've always been kind of like a workout equipment or video whore. I'm not so much lately, but I would buy a lot of stuff. And uh, this was years ago, I actually bought a, it was a russian martial arts video of how to fight and water. I'm not kidding. Whoa. Yeah. Oh, you told me about this. we actually talked about it on the podcast, I believe way back in the day. oh, good. Mike, I know you've told me this story though, how to fight in a shallow pool and then like

Speaker 4:          01:43:52       there's different techniques. If you're treading water, look at this. This is a photo of a japanese dude about to commit a ritual suicide. Are that wonderfest real? I want to pretend it's real, so I don't want to even research it. Find out if it's not real, but this is all these different photos from samurais 19th century. So the 18 sixties, the photos were taken in the late 18 sixties. Literally those guys. Well, they weren't very tall. You know what I mean? Japanese folks back then. Especially. Is that guy doing it to himself or is that a movie? It looks like a movie, but supposedly through. Oh boy, this chick was the same. Right? That's pretty hot. I bet they did take photos. Oh, that chick samurais damn powerful chick, samara. I bet they did take photos of them killing themselves. Oh dude, this one though. This guy's bleeding and this one, look at this. This guy's fucking bleeding, man. He's actually doing it. She's, oh, two data is dark.

Speaker 4:          01:45:00       So there's a photo of them sitting around while this guy actually kills himself and the blood's coming out of his, uh, the top of his kimono and down into it's like leaking down into his crotch area. You see it and I'm still looking for it. There's a lot of photos. Yeah. Go to the daily mail article. Just it says, end of the samurai stunning portraits of japan's warrior class just ended the samurai daily mail have ever taken a martial arts weapons training stuff. No, I think we burned like on paper. It's not like. It seems like it'd be cool like David Lee roth does the samurai swords. Yeah, that will be awesome. And then you scroll down, scroll down to one there, right there. That guy's killing himself. We're hugging and they're all sitting around just chilling. It doesn't seem real. Teenagers might not be posed like it's like, look at us, we're, but it might be real.

Speaker 4:          01:45:52       You know what I mean? When you're dealing with someone that's going to do a ritual suicide, like the kind of willpower and then they had to be as gangster as possible when that guy is stabbing himself in the stomach and cutting his guts open with a sword, it's probably. That can be a real picture because it's probably colorized whoever, colored eggs, like, you know what? Add this little. Yeah. Well I think that the whole photos got to be colorized, but they didn't have photos back then. So this is all colorized. The, uh, the photos that are black and white. I kind of prefer a test. I don't want to. A shirley temple fakeness. Yeah. I don't want to see that, that fake color. I'd rather see a black and white and know that that's what it looked like to the person that was holding that camera, that made that photograph and then developed it. It's really amazing when you think about the fact that everything past like the 18 hundreds, whenever it was, when they invented

Speaker 6:          01:46:50       cameras, everything past that is accelerated. Like our visual understanding of the world is accelerated in a, in a way that we don't really think about that much. Like no one knew what the fuck africa looked like back then. Like if you were, if you were living in Wyoming in 18, 20, you have no idea what africa looked like. You had no idea. No it United States look like somebody tried to tell you. Somebody trying to tell you about the animals that were over in africa. They might as well be talking about like people that live on the moon, what? There's black people and there's other plane and elephant. Yeah. You know, they didn't even know gorillas were real until the beginning of the 19th or the 20th century. The 19 hundreds.

Speaker 6:          01:47:32       No, they didn't go marry. Well, they were in the jungle and then like one or two dudes that african people knew they were real. But I mean when we, I mean us goofy white people to black people. We didn't know him. Yeah, yeah, yeah. The discovery of the gorilla. I'm pretty sure it was the early 19 hundreds. Hold on a second. This is the google show gorilla. Great babe. Okay. Discovery of the gorilla. Uh, they had to have known before. Right? Because has no to discovered in 19. Oh, two nuts discovered on October 7th, 19. Oh, two on the ridges of the volcanic. I don't know how to say this. Virunga mountains by german explorer. Captain Robert Vaughn, burying b e r I n g dot the mountain gorilla was named gorilla gorilla. Been in gay. In honor of the captain. Yeah. How fucking crazy is that?

Speaker 6:          01:48:39       So weird. Yeah. That was a conversation at work, like the day after that were people are like, hey, did you see that there's a thing like us has hair all over it? Well, how about those dudes? Those explorer dudes from the early 19 hundreds, you know, that would show up and you know, they have like fucking their wives would be with them and they tried to like make camps in the Congo, you know, like that was, that was the subject of so many movies. Like that was the subject of king kong. Remember this is an explorer. They brought the actress and they showed up with his island like and these like the ghost in the darkness. I remember that. Yeah, like the white people and all the black people working for them. They're making a railroad and africa crazy. Yeah. This is a. They have his, uh, this is pretty cool, man.

Speaker 6:          01:49:26       They have is actual account of like, of, of meeting a girl for the first time from our campsite, we were able to watch a herd of big black monkeys which tried to climb the crest of the volcano. We succeeded in killing two of these animals and with a rumbling noise, they tumbled into a ravine which had its opening and a north easterly direction. After five hours of strenuous work, we succeeded in retrieving one of these animals using a rope. It was a big human like male monkey of one and a half meters in height and a weight of over 200 pounds. His chest had no hair and his hands and feet were of enormous size. Unfortunately, I was unable to determine its type because of its size. It could not very well be a chimpanzee or a gorilla. So they did know some gorillas. In any case, the presence of gorilla had not been established in the area around the lakes, so they didn't know what it was. This is so confusing. Look at the photo brion pull. Pull that up because it's a crazy picture of this. These people standing over this dead gorilla. This is one of the first gorilla. So that's a mountain gorilla. So, but he said gorilla. So that's kinda weird. So what does that mean? Like when did they discover the actual gorilla? So there's other kinds of gorillas other than mountain gorillas. Then that's the only thing that makes sense to me, right? A physical characteristics, discovery, communications, intelligence tool use interaction with humans. Here we go.

Speaker 6:          01:50:57       Okay. Five hundred bc and implore explorer on an expedition in the west african coast encountered a savage people, the greater part of whom were women whose bodies were harry and who are interpreters, called gorilla. The word was then later used as a species name. And although it's unknown whether these ancient carthy gains encountered were truly gorillas, another species of apes or monkeys or even humans. Wow. Okay. So that was the first account of gorillas. It's written down. That was 500 years before christ. So the first westerner to see a live gorilla was in 1856. He brought dead specimens to the uk in 18, 61.

Speaker 6:          01:51:44       The first systematic study was not conducted until the 19 twenties. So yeah, I mean they kind of knew about gorillas back then that it seems like it wasn't. Look at that thing. Isn't that weird? Fake god, that face looks fake. Yeah. But they couldn't do fake back then to fake that. They had actually looks pretty real dude, if you will look at that face that face, like get close up on it. Like that thing that's a dead monkey. But those mountain gorillas, they have those chest plates, you know, plus you gotta, you gotta realize that's like the worst cell phone picture ever know. That's what like the best pictures were back then. The best pictures. I mean this is 18, what? It was at 18, 60. What? Yeah, the dude had to set up that thing that they didn't have flashback. Now he's in 19, 19.

Speaker 6:          01:52:27       Oh, two nine. Oh, that's the 19. Oh, two picture. Fuck man. Yeah, so that's the mountain gorilla. So I guess like they had some different species of gorillas, but it wasn't really until the 1800 that us white people started figuring out that they were even real. I think the first thing he does when he sees him as he tries to kill him, I know felt like the first like, oh, what's this? I kill it. Don't you think that's what happened? If, if aliens landed here, I do think we shoot first. They'll be like, hey, that's just what they. Are there certain people that would definitely shoot for. Yeah, there's, there's people out there, man. Like it goes back to what we're saying about cops. Like there's some cops, they're just getting out of the car shooting right there. They're looking to shoot. Right. And I think there's probably like some human beings that have aliens showed up, would do the same thing.

Speaker 6:          01:53:14       They would see the alien and they just start shooting. They wouldn't even think about if they had a gun on them and they were worried about their life off the alien. Went like put, put his hand out, you know, you, you'd weird out if it was trying to communicate with you, like the, you would have to be so vulnerable to like allow an alien close enough to you to communicate with it. You'd have to assume that it's not going to eat you. Like, how would you know? Like, could you imagine how stupid you would feel if you came up to an alien? You're like, hello friend. And it's like throws a net on your cinches it uptight, holds you up and take some selfies. Yeah. Fucking throws you in the back of its spaceship. And you'd be like, fuck, I should have shot him. You know? So who knows, if they're like us, maybe we should fucking shoot them.

Speaker 6:          01:53:59       They're. Or maybe that brain thing where you can. Your thoughts. Good thing. Maybe that's the piece of eQuipment we need to actually talk to them. Did you see a europa report is pretty interesting. Uh, it's um, it's a movie about these people. It was a scifi movie about theSe people that go to europa. Europa is one of jupiter's moons And it apparently has water on it. I think it's jupiter's moon, right? So julie's mom. apparently it's frozen solid. It's a ball of ice. And under the surface there's cracks on the surface. It indicate there's some sort of flowing water underneath. And so they, they're trying to, in this movie, they go there. I don't want to spoiler alert for anybody but they go there and have encounters. But the way, uh, it, like, you think about like someone coming from another planet and landing on your fucking planet, you're going to automatically assume they're hostile is fuck yeah.

Speaker 6:          01:54:57       Like you're going to automatically. Yeah, yeah. Aliens are dead. They're dead or were dead. That word that one of the other figure there knows, maybe they dIdn't. Maybe they have really low testosterone. Maybe they breed. How about this? What if aliens evolve to breed with no sex? So there's no competition for breeding and the competition is all about surviving against their elements and the predators and their area. So they don't have, they don't have like this, this male conquer thing like we do. they're all androgynous. That's why they don't have decks. They don't have a giant, they don't have big titties. No aliens don't have beauty videos. There's no twerking in the alien world. They don't care about sex. It doesn't mean anything. The number one thing to us is sex. It's like we need. We have this crazy desire to procreate. We have this crazy desire to be with other people of the opposite or in some cases the same sex.

Speaker 6:          01:55:49       It's a big factor for why people become successful. It's a big factor for why people sell items that use beautiful women to sell things and dudes with fucking six packs of cell genes and jimmy dean sausage isn't shit. You know, that's just a reality of being a human being. So it's really hard for us to separate that idea from living organisms. But like there's a lot of organisms that don't have sex at all. You know, there's plants and some, some fucking slugs and shit. I guess they fucked, but there they are, the male and the female. The male could fuck them. They, they're both like, I think a slug is like one of those things is by its bisexual in a weird way, not like you're in the chicks, but the way you have both sexes. They're hermaphrodites. I got it. Yeah, and I mean we could have.

Speaker 6:          01:56:37       that could easily be the case with some being from another planet and if that's the case, they might not understand aggression. They might not understand how locked out we are and then they just show up. You know, like if the aliens land and they show up very hippyish were just, they might not understand violence. They might have somehow another grown up in this goldilocks zone that's like way better than our goldilocks zone where there's no predators. Everyone eats plants. All procreation is all procreation is done through like this mutual experience of the entire tribe gets together and has, has babies together and that there's no sex involved and it's all just community, friendship and love. And then a child is born out of that love. That's just as look. How weird is it? You shoot a load in someone's pussy and that's what makes a person that's fucking ridiculous.

Speaker 6:          01:57:27       IT's so ridiculous. It's not just as ridiculous to think of a community of evolved beings and all get together and hug, you know, and then out of that hug, a tiny child appears and they all care for it together. That's just as possible. And then they get lost, show up on earth and we waste them within 15 minutes. Crazy. Craziest pollen. how crazy is the fact that plants need bees to take pollen and pollinate their fucking plants? You know, polly take flowers and distribute like literally genetic material from those plants distributed all around. If that's a part of the whole ecosystem. You have these bees that are responsible for these plants growing and if these bees die off, everybody's freaking out. Like what kind of lose the bees were gonna lose society. People are going to starve. Like what? Hold on. we got workers. We got these little worker bees that they work for us.

Speaker 6:          01:58:15       We don't even know about It. Like we need them to feel like they're. They're important for almonds. Like what would be the other day, I didn't feel mother fucker, you terrible person, terrible person, but think about that. That's an actual reality of nature is that bees pollinate plants. It's a reality of nature. It's so bizarre, but it's responsible for like the progression of plant life. That's like a big part of how it goes down. Like I think there could be an infinite number of different styles of life out there in the universe. And that's one of the things is europa report thing was about, wasn't the best movie, but it held my attention. It was interesting and it was about like an alternative type of life that could exist on a predictive aliens land. It probably began to be skinny. I would think they would be so slick that they would be right here. Right now. We'd have no idea.

Speaker 6:          01:59:09       I think they're hiding in the asians. There's so many asians in China and stuff, a lot of places to hide. Well, that's because they had a landmass over there. I think, um, that was one of my more stupid theories when I was into the idea that human beings are genetically engineered from aliens. They took people and they added alien dna to people and that's why we're so different from all the other monkeys that exists. All the other apes. My big thing was that like they had like different, different levels. Like they'll put like a little less alien, some people and there'd be like a little less, a little hairier like doing it. A lot of back hair with the. Yeah. You ever go to the beach and see some. Some fucking dudes are just. Harry is iranian dude. Get everyday the fucking iron sheik or see an asian guy.

Speaker 6:          01:59:54       No hair at all. You know, the different, complete different features. Smart, very, very little body hair. Notoriously good at mathematics. That was my stupid theory that they were more alien. So dumb. I, I'm, I'm forward. So you know who's for it? Dennis mckenna. Really? Dennis mckenna thinks it's very possible that some sort of other advanced life form has visited earth in the past and subtly or actively re-engineered or engineered human beings that they had some hand. He said it's possible and he bases that on like a bunch of things like what we would do if we could do it like if and and the idea that we're a fairly young planet lIke earth is only like four and a half billion years old. So the universe was around for 10 billion years before earth was or somewhere abouts roughly. That's a long time. If something just had a 100,000 year headstart, that's it.

Speaker 6:          02:00:52       That's all it needs. 100,000 year head start from where we are now without blowing yourself up. Could you even imagine what kind of freaky shit we're going to be able to do and 100,000 years is a blink of an eye. So if we could show up, see if the Congo was a planet instead of like the Congo with these guys show up and they start lighting these gorillas up. What if there was a planet and we found this planet and it was all apes. There was no people and we did like an accurate survey. The planet like tom cruise style, we land in this fucking little white outfits. We've taken like biological for a guy in a hot chick, hot chick, right? And uh, that he tries to keep me, saved her life. She gets an injury. I mean, that's just a scout parties. You've got to do your own scale party.

Speaker 6:          02:01:35       Yeah. You know, maybe like you guys scale part of it likes to tAke naps and he saw something but you didn't, you file for sure. False reports, travel. And then there'll be like, there'll be like a protagonist who's, who's the, they would have to be a woman that's like a powerful woman, like sort of balances it out. Will you guys get that job done? You're down on planet Congo, get the job done and get back up here. And maybe there's like cylons moving in and we got to get back to the planet and fucking. But point being, if we landed on planet Congo and there was only monkeys, if we thought that they were just like the chimpanzees here, for sure, we'd steal a few. RiGht? Fuck yeah. Are you kidding me? If they knew that they could land on a planet, say if they found a planet, you know, whatever, a light year away, you know, they figured out how to get somewhere in a year and on that plan that they knew there was live primates that were exactly like chimps.

Speaker 6:          02:02:31       they're like, oh, this is what it is, man. These animals, if you Give them enough time at this temperature, this is what you get. if the temperature's higher, you get dinosaurs. If the temperature is lower, you get woolly mammoths and you know what I mean? Like what if it's like a universal thing in, in, in the cosmos said, all you need is water and carbon and all the building blocks and the same life forms exist everywhere. If we find that out and we show up someplace and we find monkeys were stealing them. Yeah, for sure. And we find that we go there, there's parrots and anaconda is what this is exactly like the rain forest, and they're like, exactly, exactly. But pretty sure we'll fucking steal one of those monkeys. Let's find out. So there's the monkeys are the little monkey community and monkey school system and teaching each other what sounds for anaconda.

Speaker 6:          02:03:15       What's the sound for, for eagle that comes to steal you from the trees. They try to teach and we just go along and go, oh, you're not smart enough for us to care about your community. And so getting the cage hooker clink, shut that fucking box. Push it into our space. But. And for the rest of their lives, those chimps have to freak out. Thinking about the time that this thing came, this metal disk and stole their mommy. Go. Yeah. Some people wouldn't believe him. We would do it. Don't you think of it in a second, but in a. Do you think we would do it? Yeah. Yeah, right. If we were, we knew, oh, they have bass, large mouth bass on this lake. We're steAling some of those bass.

Speaker 6:          02:03:57       They'd be like a guy in Texas, they would have like a special leG you have to pay just to catch bass motherfucker and portraits of mars bass that can totally be real. Somebody tried to steal my dog out of my backyard. That's just here in America. Yeah. so of course we were doing so many different. You catch him? Yeah. That was a huge. Um, my wife said margaret's gone and my other shepherd wasn't, which is, you know, if you're a person, you know, it's weird that they're. Do hooligans always are with each other. One not going to go. I'm not going to leave. So I was in New York, thought we lost it. I'm cutting off too. Sorry. but I thouGht we lost our dog. So it's day three

Speaker 2:          02:04:38       and I'm just beyond bombed. I'm like, my doG got out and where I live up in the hills, I'm like coyotes to doug. She's kind of uh, so uh, you know, she's probably dead. So then before I go perform, I just go to craigslist just for, I just type in craig's list. Then I go found or lost shepherd. This ad pops up saying free dog and it's a picture of my dog, a super friendly, well trained, um, you know, had a list of all of her things. And then a phone number. Oh my god. So then I called the guy and go, hey bud, like I'm excited. Like, yes, you know, you found my dog. Thank you. And the guy goes, well, she didn't have a tag on her. I'm like, she always has a tag. She must've got out and then the tay got got taken off or her collar, which is in pot like that doesn't happen unless she hits a picket fence and rips it off.

Speaker 2:          02:05:32       So I go, but you have my dog. And he goes, well, it doesn't have a tag, so I don't know if it's your dog. And I go, it is my dog. And then I even sent the guy a picture of her that you would match up and go, those are my dogs. And then the guy says, uh, well In a dog owner that lets their dog get out, probably doesn't deserve to have that dog. So now I'm like, motherfucker, are you not going to give me my dog? He goes, I gave the dog away. I already, somebody already called the door thing and I go, you had my had my fucking dog, do we do, can I have the number to the person that you gave the dog to? And he's like, no. So now I'm going crazy. Like, now I'm like, motherfucker, blah blah blah blah.

Speaker 2:          02:06:16       So then I called my wife, I go, I found the person who has a dog but they're not going to give it to her. So then I even posted it on my fan page and there's some cops in, in this area is like, if you have his phone number, we'll, we can, we can go to a guy's house and say, I mean, that's because somebody said that still, you know, he has stolen property so you have a little bit of recourse. So, uh, I'm uh, at gotham in New York, you know, the door guys that work there, they're all old tops, like great, great guy. So he goes to one of the guys, goes put the guy on the phone with me, get me on the phone because I'm going to tell him I would hate it. It's too bad you committed suicide over the last doc.

