Speaker 1:          00:00:00       Four three, two, one. Boom.
Speaker 3:          01:11:14       recordings or films. They don't want to watch themselves cause you watch yourself and you like Yuck cost the worst. You Watch an edit of your special I have, cause you already know the jokes. They're not funny to you. They don't hit you. I have a special coming out February 5th called find it a lot. Finally live in Portland. And what's it coming out on? Ah, it's coming. It's going to be like Gaffigan's like everywhere. So Amazon prime, Google play and Itunes, all that jazz. And it seems to be the trend. Yeah. I mean people who are doing that, I was just tired of waiting where I had, I had netflix and comedy central. They both have good relationships with them but they're like, our is full for this year. We'll try for next year. And I'm like, man, it's, it's the first part of the year now you can't, I'm just going to do it and, and, and Hinchcliffe is going to do the same thing.

Speaker 3:          01:12:00       Smart. Yeah. Yeah, yeah. It's an callen to count. Just did the same thing. It's like you get to a point where you're like, look, I got to go. I get it. That you guys have. Yeah. Five Hannah Gadsby specials on the best burner ready to rock and roll about to wake people up. But I gotta make my thing. But to the point, besides my obvious sneaking in a plug there, I like watching the cut of it with a, with an editor. I'm, oh, death, death, death. People are like, what's your favorite joke on it? None of them hate tomorrow. He'd all those jokes, but that's cause you're good. Any banks who suck, they love everything. They do.

Speaker 3:          01:12:36       This late two minutes, I'm going to shit on Bobby Lee real quick. Even though we've only loved bobby. I love him, but, and it's not even shitting on him. I admired him when we were on, when we were on mad TV together. Eric Price and I were both on there. We got hired the last season and then they canceled it. Make of that what you will. But uh, uh, when we worked with bobby when he didn't have his dick and balls out eating a salad, he would watch playback and we'll just watch himself and be like, to the point where Keegan Michael Key, me and Eric would just point, pointed him and go like, she, me, I'm me. He would literally laugh at his own shit and I admired that about him. I'm just like, I could never, it's a mental delusion. He's got something wrong with his brain. He, uh, he needs to put on a special, I've been telling him forever, dude, you are one of the best standup comedians alive and you don't have a special.

Speaker 3:          01:13:26       And he, he still goes to clubs. There's like, can I just do 20 minutes? No one was like, fuck no. What we're paying you. You Doing Howard? Yeah. He asked if he could do 20 minutes to over an hour, but he's all, he's just so down on himself. He's like, I don't think I got it. Can I just do like 20 can you let this guy do 45 really says that when he goes to a club and last were there to see last I checked. Yeah. Cause he's just so down on himself and he just get up and just crush you. So funny. I talked to him about it. I was like, why aren't you doing something? I, I'm going to, I'm going to, I'm like, you're not going to know. You've been telling me you're going to for years. I've known bobby leaf for 20 plus years. He's never put out a comedy special. That's insane. Yeah. Bobby Lee almost got me killed at a strip club in San Diego. First Time I met him. I already believe it be continue. We were in our twenties

Speaker 2:          01:14:12       and uh, and uh, uh, I met Bobby Lee down there at the La Jolla comedy store and then we went out after the show, this is probably like 90 [inaudible], late 90 [inaudible] somewhere. And we went out afterwards, went out to the Strip club and there was this Mexican gentleman with a tattoo on his face in the 90s, which is rare. And he had long, straight black hair. Wow. And he had a look in his eyes like he's killed people. I'm a good, I'm a, I'm a good at sniffing out danger. I'm like, that's real danger. And Bobby was hitting on, his girl was trying to get a lap dance from his girlfriend. I mean, in Bobby's defense, it's at a strip club. But this girl was apparently his girlfriend at a strip club and Bob and uh, the guy stood up and he stood up and he said something to bobby and bobby comes out and he's like, fuck that guy.

Speaker 2:          01:15:00       And I looked at the guy, looked at Bobby, I'm getting out of here right now. And he's like, either I go, either come with me or you're going to walk home. I'm like, fuck you. I'm not getting killed for, you know, we all ran out into the car and I had a Toyota super at the time and I got in my car and bobby was like, that guy ain't gonna do shit. I'm like, cat in the fucking car. I'm like, dude, you don't understand danger. You're going to get everyone killed. It's guys like you, Bobby Lee's one of those guys that has no spidey sense. None, none, zero. You know I have very strong where it's tangling, where I'm like, oh, I'm about to get jumped. I needed just abandoned my pride and run down the streets. It was a was a real one. I was like, oh, this guy's like a gang banger like this.

Speaker 2:          01:15:39       He had tattooed tears. He was legitimately scary looking. Even if he was bluffing. W what is it? This is a video, like what would happen in this big guy right here. He just, he gets pissed off and he basically knocked everyone out here in the bar and like nothing. Nobody can do anything about it. Oh God. You just start one guy. One guy's like, hey, you need to stop this guy. Alex, that guy out. He starts beating up a guy over here. He's just beating people up for no reason. Yeah. Someone must have pissed him off. He was dancing at the beginning of the video. He's like, he's not doing anything now. Fight. Just telegraphing every punch. I'm not even a fighter, but he's letting him punch him. He's just because they're all drunk as shit to, they're bumping into him. Oh Man. Oh, he's guiding nudge in the morning or something like that. He's a Dick. Yeah, that's, that's what could have happened in that situation.

Speaker 2:          01:16:24       You have to send this to me because that looks like my friend Vince Averil, who's a comedian from the Midwest. He's got that same kind of balding, same size. He's like punching little kits. Yeah. Look, a giant punching little kids. One of my favorite videos of a bar is a girl and a guy and the guy had gotten this girl's face and she grabs his, his collar and headbutts some unconscious. She grabs and goes, wow. Wow. Drops. It's fucking hilarious. Like that bitch must've grown up in a hard family. This too. Cause this guy is way bigger than her and it was a dangerous thing to try and she just grabs his collar and fuck it slams her forehead right into his nose. I think you can, you can get away with that if you're a lady. You know what I mean? Cause it's cause it's guy, well not that it's excused but don't do it. But like you're giving bad advice. I'm not saying do it. I'm saying shit, this is it. Yeah, watch this.

Speaker 2:          01:17:16       They get closer to us. Look at this back home. Kod, go to sleep bitch. Holy Shit. I look at her just strolling away that Carl's done that before and that guy's like, Sheila, you killed again. Yeah. Whatever gets you help, whatever. Who's going to resume you don't. You don't tell he's moving. He's like, we didn't give you a bionic limbs to let you do this. There's just going to play the head plate stall and when she was six, yeah, saying like put your hands on your chest. That guy had to be like, what are you going to really, he didn't see it coming Tux. You never let people touch know, even if it's a girl girl grabbing like very careful. That's a red flag. If someone does that you you feel tension. Yes. Feel like they're about to do something. If you're a dumb dude and you think you're invulnerable and then wake up with a shattered nose, get headbutted into oblivion.

Speaker 2:          01:18:08       That was insane. The real scary thing is falling out. Did the, the, the thing about getting hit is that you fall in your head bounces. Aha. That's the most dangerous thing. Yeah. I mean I'm so tall I would probably, I would have permanent brain damage. Right. All the falling. Yeah. Cause you kind of just, you're just a sack. The sack of Jelly. Maybe that's why bobby so cocky because he's not falling very far. That's it. He's just woken up on the ground rules like tucks and roles. He's like, I was talking to that guy and I must've bumped my head on something cause I woke up in the alleyway. But I'm fine. I'm fine. Yeah. Yeah. Have you ever done his podcast? No. I gotta reach out. He's a good dude. I love, I love hanging out with a hobby. Really does do a comedy special this year.

Speaker 2:          01:18:50       I really do. Cause he's so funny. I mean, he, he's a no brainer for Netflix. Yeah, no brainer. Right. Diversity. How should we go? Yeah. And he's a nut. He has great stories. Yeah. Yeah, yeah. He told me a story once about a, he, he's, he's at mad TV. They had a table read and uh, he hadn't slept in a couple of days. He'd just gotten back from Mexico. He had a giant bowie knife, like tucked into a shirt and it was fucked up on pills and he was just sweating. He picked up for days and he's at the table read. And that was before he decided to clean his act up. I was lucky enough to come across like, well, after those days, uh, and we, they wrote, they wrote a script to fuck with him. They gave him the wrong script with like extra lines with a monologue that took up like the whole page so that he would have to remember it.

Speaker 2:          01:19:39       We, no, no. He'd had to read it. And everyone's like jen cheap. They tell everybody like, don't worry about that part where he thinks he's a bird. And so bobby's like, I'm a burden. It's supposed to. And like the writer was coaching. I'm just like, do the wackiest bird boy. And he's like, God, God's supposed to fly and I'm a burden I, and he looks up and we're crying, laughing and you see someone screaming, fuck you got any through the script across the room. And I remember just taking pictures of yeah, just to, they just did it. I like on his birthday or something to Mesh that was like the best prank. Wasn't mad tv like the longest running sketch show ever outside of center line? It was. Yeah. That's crazy. Nobody watched it. It 10 people watch that show. It costs too much. I think that what it was, yeah, because they do a lot of like, um, song parodies and things like that.

Speaker 2:          01:20:21       And, and uh, it, it just, I mean, I wish it would've kept going. It was one, of course you were working on it, but it was one of those things where it was like, you'd see here it was still on. You're like, Whoa, that show's still on. Oh yeah. Cause I was on it with Brian Callen in 1994 Brian Cowen and Artie Lange like 94 95 95 that's crazy. Long fucking time ago. Yeah. And then all those years later, I'm like, what? It's still on dude. When I got the call to audition or was that still on the television? This was 2008 that is shocking. Crazy. Yeah. 2009 it ended 1995 to 2009 that's insane. We shot the last, they cancelled it, I want to say January of 2009 and it was, they canceled it on my, they told everyone in my day on my day off. Oh, so it was original network.

Speaker 2:          01:21:12       He was on Fox. And why does it say the CW to try to bring it back. Tried to bring it back. Yeah. With like what Adam Ray was on it and a couple people, I don't know. But what is the CW, is that a real, oh look there I am set up like a drug dealers money laundering operation. The CW network. What is that? Is it like those, damn, I live south of Glendale and there's a, there's a banquet hall every two blocks. I'm like there is some laundering. Come on. That's got to be some Geek, some easy laundering. Right. Banquet Hall. But just trying to figure out a way to get rid of money. Yeah. Cause you got to move it around. Justify the race to say there isn't a a wedding, two weddings a day. Couple of weddings. Yeah, sure. Yeah. Well, well that you got to think that if you're a person in this day and age that you selling drugs and you're trying to launder money, you have to be super sophisticated about it.

Speaker 2:          01:22:01       That's the hardest part. If you are making millions of dollars selling drugs, how do you, you know, you have to own like laundromats or something. Like you can't be like a Pablo Escobar moving the money from the bottom of the top. It'll rot like fruit. Like there's so many rats in there. I was at a, uh, oh, this is the best way to describe this up. Giving anybody up. I was at a luxury automobile place. Ah, and uh, this one gentleman came in who is in the rap game. Sure. And He, they had a large bag of money. They were looking at Lamborghini's. I'm, I wasn't looking at Lamborghinis when you do, she bought a Lamborghini. No, but they sell them at this place and uh, this guy had a bet and they were bringing out the, the money counter, uh, money counting machine. Like scarface. Scarface. Yeah.

Speaker 2:          01:22:49       Like this is how they were going to buy a car. That's fantastic. I guess if you're in the rap game, that's how they like to buy a car. Sure. Till like to just like throw a duffle bag full of cash and buy a car and then you're done. You're done. It's like, no, wait my wire to come through. No, here you go. I, uh, my, my, uh, my, I used to work with a business manager who used to work with high end sports as high on the athletes and she's like, oh, like I was just like, can you eat, set this up or some transfer? She's like, listen, you'll never make my job as hard as trying to get a Lamborghini dealer to open at midnight in Las Vegas where a client wants to buy one. So many wins. Yeah, there's something, I want to buy a lambo right now.

Speaker 2:          01:23:32       Coked out of their fucking mind how to get married. I'm going to buy a loom bright purple. Who is that picture is his future either rappers to him older than a million dollar future. His future is very, very popular. There's future and it looks like he's got some stray hundreds in that a ring finger. You're slipping through his fingers. Do you think he has a fuck hole cut in the, in the money, right? He's fucking that really well, his pants are down very low and see notice. Good, good point. Okay. It might be a, might have a fleshlight paled into that stack of cash. So he's got $1 million in cash. How much you have that Mike Tyson back in the height of his, his of his is heavyweight rain. He used to carry like something like $20,000 on a middle time. Just something insane. That's normal, isn't it? Yeah. Well it's for a rapper.

Speaker 2:          01:24:15       It 20 grand is, that's not funny, but I'm talking the eighties but I remember reading that article as a kid, it'd be like Christ and I, I went through two thoughts. Isn't he afraid of getting robbed? Of course not. Of course. Not Going to rob Mike Tyson. He's going to find you unless you kill him. He's gonna. He's gonna find he's going to sit on you and punch your head until it's jelly. It says broke. Yeah. That was after 50 cent file for bankruptcy. Right, because like women were coming after him for child support. So he said he was bankrupt, but he also made hundreds of millions of dollars off of vitamin water. Yeah. He made a killing with that vitamin water deal. Yeah. He's got some weird bankruptcy thing. It was, it was child support. Is that what got him in the end because no, I don't think it got him cause he was avoiding it.

Speaker 2:          01:25:01       He never should have wrapped, have a baby by me baby be a millionaire. I'll write the check for the baby comes, who the fuck cares. So like he said that since, I mean you're setting yourself up there. I guess he cares. Yeah. Well the thing is after a while when you don't have a hit record out in like a decade, right. You're like hey this shit could dry up. Yeah. Like maybe I need to go bankrupt and stop paying these ladies and he's, it's a cash only business. He probably has it all hidden. I don't know what he did. Like he bought the vitamin water thing isn't cash only. I don't know how, I don't know how that guy is a dollar spent. So you're bankrupt. That's really is I think, I think your theory is probably sound of him just being like, ah. I think it was literally because of that.

Speaker 2:          01:25:46       Like someone was trying to hit him up either for alimony or child support and he was like, I got an idea, I'm just going to hire some financial wizards. Work there. Sorcery. Yeah. Dig a hole buried in the ground. It is weird that people give people money. Like, like you break up and go, okay, well now you got to give them money. Like I get it if you have a child to sport. Totally makes sense. Right. But like if you dated someone for a couple of years and then you married him and then why you're married, you made $1 million that didn't make anything and you're like, Hey, I want to have that money. Like what? Three strange, not together anymore. Yay. Yeah. But, uh, I want money. I want money from you. Are you going to do half of my set on the road for now on? No, no, no, no.

Speaker 2:          01:26:28       But I want you to support my lifestyle. Oh, I'm used to a certain lifestyle. That's another thing that gets me, that people used to a certain lifestyle. That guy, the guy who, uh, Joan Collins, I dunno, 16th husband or something. I remember he, that was his thing in court. Like your honor, my client has grown accustomed to a certain lifestyle and that was all over the news and it was just like, ah, come on. Custom. Like you can't change, you cannot change. Right. There's no way you could live a middle class life anymore. It's that those days are done. Okay. It's upward. It's only upward will you probably can't you, you can't fly anything less than first class now can you probably I've flow. Yeah. Fly southwest sometimes. Good for you. Yeah. It's just a fucking plane. Yeah, it's good. But I, I know people that if they have to sit and like, I remember when, when, uh, during the whatever recession or something, there's some video of, of puff daddy getting on a plane and he was like, he's like, your boy isn't flying private.

Speaker 2:          01:27:24       We've got to fix these problems, man. I've got to fly first class. And you just like, why would I give a shit? You're boy isn't flying private. Oh my God. Yeah. It was amazing. Thank you. Thank you for tweeting about this. I was worried about the government shutdown and yelling at yelling at it, and this was like 10 years ago, but like yelling at the, at the, whoever's filming them on Tmz and, and I think about the person that's in like group D for that plane where they call you and it's just like you and like a stray dog that gets left on the plane. Was he saying he wasn't flying private because the money wasn't flowing because the economy was low? Yeah, that was his point. Yeah. Yeah. And there's someone that's like, ah, I use my last check to get on this plane to see about a job offer and Tulsa.

Speaker 2:          01:28:02       Oh Jesus. He's one of those guys. Like he had some fucking billboard on sunset. There was like, can't stop. Won't stop. And it was like, all right, I thought you stopped. I didn't know he didn't stop. He keeps the line. I thought I told you that we don't stop. Can't stop, won't stop. It's like, yeah, we had told you that. We don't stop. We, you told us to stop you. I haven't seen you in awhile. You didn't stop. Yeah. Well what's he been doing while he wasn't around? He didn't stop. What does he do? It was 2008 because the gas prices were too high so he stopped flying private. That's what it was. Thank you. Gas prices. It wasn't okay [inaudible] got to fix this problem for puff daddy or ptsd or whatever. Like if I was playing stadiums or something like that in 2008 and I got on a plane and yelled at it like a tmz thing and someone just creased my brow with a brick, like just hit me in the face earned.

Speaker 2:          01:28:49       Completely earned. You know, I don't think violence is the answer. That's true. I'm, I'm, I'm, I'm I speaking dramatically. But you know, it's almost like that guy. You ever been in line waiting to plane and someone just starts playing music and you're like c'mon man. Like those rolling speakers on like a DJ or something. This is the thing that guys do at the gym. They bring their own small speaker and overpower the music that's playing over the, no, like what the fuck is that? That happened to Tony and I in Toronto. We were like, what the fuck is this? This guy just playing this shitty music like really loud, like techno brutal brings his own music and you got to listen to him because you're right next to the lat pull down machine. Fuck you man. Well earbuds just to get by some ear buds.

Speaker 2:          01:29:34       People are weird. They're weird with their lack of appreciation for other people. Yeah. Well the people that like watch their ipads or like a phone and they watch something with the volume on and I've twice, I'm not a very confrontational person, but I'm just like, Hey, can you put some ear buds in? And they're like, I don't have any like can turn the sound off. And they're like, oh, they gave me a look like, like I said, something like, you know, take your pants off. It makes you feel more calm if you would take your pants off. You know, like I said, somebody that insane, but they like, they just look at me like I got it. People listen to your stupid shit. It's, it's just, it's, it's distracting. It's grading. Well, it's weird as a, you'll go to a restaurant and you'll see two kids sitting opposite of each other with ipads.

Speaker 2:          01:30:18       They basically bring a portable television and they're both watching a different thing. Yeah. And it's like this sound, these conflicting sound of two child's programs going back and forth and kids are the opposite side of the table and the loud, I was at a restaurant the other day and there was two children and two parents and no one was talking to each other. The Dad was looking at his phone, the wife was looking at her phone to kids. We're looking at IPADS and no one was communicating. They just sit in there like everyone looked depressed. There were all fat. They don't have game rooms anymore though. Like when I was growing up, we would go to a restaurant, get a dollar game room for an hour until the food came. Yeah. Dollar for what? An hour. We'll put that water back, the quarterback, then you can play four games and an hour.

Speaker 2:          01:31:03       I didn't lose share. He was amazing. Kaylin and asteroids, you get free games. A Donkey Kong, you a pinball wizard. Now we as the pinball is a little too old for me. Pull position. You know. Ever since you were a young boy, you played the several ball. Yeah, it's coming back for sure. There's like leagues and all sorts of, it's like made a retro. Pinball is hard. I know a dude who goes, yeah, he plays in pin ball league. That's so impressive. He's got pinball machines at his restaurant. That's amazing shit out of him. But did you have to be good at something like that? It's just, it's fruitless. It's fruitless, but it's impressive. You know? It's like someone who's really good at like, um, like lawn darts. Yeah. Dick. Fuck Bro. There was a guy, there was a guy, king of [inaudible]. King of long darts, Bro. Yeah. Like, Hey, this is the world's strongest man. That's great and all. But I'm the king of lawn darts. I fucking rule. I've given my life to lawn dark brown who used to be these big ass weaponized

Speaker 3:          01:32:00       lawn darts. Oh, you could kill someone with them. Lawn darts used to be like a small football when the throat dagger would just come straight. Yeah. Those are like hatchet throwing or like axe throwing places. I've made like a little bit of a resurgence, but I've seen it. They becoming popular now in all the major cities. You know why? Cause girls in their underwear on instagram with throwing hatchets yeah, like Aubrey and his girlfriend when throwing hatchets at targets and their underwear and the man cave men need it. Need a new way to be violent during drinking. You know, like it's just throwing an ax or it's also very retro. Yes. Yeah. It's very biking. Yes. Sam does acts as always land the right way. That's what always Fripp freaks me out. But like it would, my handle would bounce off the wall and it would just fly somewhere weird in a movie.

Speaker 3:          01:32:45       The guy grabs the knife by the blade like this and it always lands with the blade in the body. Imagine someone threw a knife at you and the handle hit like this, you're like, oh bitch, you just gave him a knife. This knife, and I'm going to hold off after your death grip and slide in your rib cage. As you mentioned this yesterday, but did someone duals that were in a lot of duals? I heard a stat. I didn't, I never knew about it that Andrew Jackson was in something like a hundred tools, but he only killed one person. I thought he killed a lot of, usually get shot in the arm or like, you know, like a musket ball would go your leg, or the one where he killed the guy. He actually, it was a, I forget the guy's name, but he was known as being a really good doula.

Speaker 3:          01:33:26       He killed a lots of p like 26 people or something like that. So he challenged this guy and he thought the only way to win would be to let him take the first shot. So he let him take the first shot, got hit in the chest, was bleeding, covered the hole, and then shot the guy and he died. Whoa. You shot him in the head of the city, fell immediately and then died like a couple hours later I think. I don't know if he was the president at the time, but the doctor said like, I don't know how you stood and took that shot and he said if he shot me in the brain I wasn't going to stand and take that shot to kill this guy. I don't know if you said like motherfucker or whatever, but like Andrew Jackson was crazy guy. He's a crazy dude. Like where his, where he is, where the statue of him is and I'm in Jackson Square in New Orleans.

Speaker 3:          01:34:09       There's that church, this behind it and that, this is why New Orleans is supposedly the most haunted city is because they'd had the most duals because once Andrew Jackson contacted John Laffite and was like, I need an army. And John the feet was basically a gangster, which is basically someone that can get you anything. Like that's what a connected guy does. And so he got him freed slaves, native Americans, creoles cajuns and just, you know, angry men and they repelled the British. But then they stayed and they just lived in the bars and they were dual happy because their egos were so big and I've looked for these and I can't find him. What they had was dueling cards where if you had one it would say Joe Rogan have your face, you know probably that image and it would say you know dueling card and someone bumped into you and you were like, you just give them your card and be like, see you in the morning and mother fucker and that means we're, we're shooting it out. Whoa. You would do over. And

Speaker 5:          01:34:58       the guy I went in this go this ghost tour and the guy taught me, they told me this story and he said, imagine the amount of guys who are hung over. I woke up like, Oh fuck, what did I do? I've got a dual now. And you'd go behind that cemetery. That's where they'd have their dual. And imagine laying there with a bullet or a piece of round led and your liver and calling like, I'm dead over this shit. I stepped on my foot. They'd keep cards like, dude, no, this is just like a picture of one. They also said that lot, a lot of times the uh, the dual wouldn't actually happen. Like they might not actually shoot. It was more of a test of will of like, yeah, will you just go through with it? Yeah, it was all honor and they'd have to bring a second guy to make to like verify that the dual actually went down and said one was a pussy or whatever.

Speaker 5:          01:35:40       You serious? He's like the judge, he's laying odds. It's like, he's like, ah, there's certain states were duals or legal. I think there's still legal in Arizona or they used to be because there was a cop who shot someone in a dual like years back. Really? Yeah. It was a, it was a weird thing. Like a cop was off duty and he shot someone in a dual, oh man. I want to say this is more than 10 years ago. So maybe they changed the law, but I remember reading that going, what you can you do all that shit. Same Texas, but well yeah, this only, what's that fist fucking dude, what is that? Well, kill combat. How do you take 10 paces in Washington state as mutual combat law? I just, cause I know I watched a video of this dude who was a mma fighter.

Speaker 5:          01:36:31       He used to dress up like a superhero and fuck people up in, he would like stop people from committing crimes and then fight them. And then one video, Carlos Photo photo or I think his name was, he was fighting someone in Seattle, in front of cops. Like some guy agreed to fight him and then you see right away what a terrible idea it is. And he laid, kicks the guy and the guy's got this look on his face like, oh my God, you actually know how to fight. He beats the shit out of Phoenix Jones. Yeah, that's what he's called himself. Phoenix dressed. But watch this video of it here. You can see it on that one too. This is exactly, yeah, yeah, yeah. So the guys like, fuck you all. Fuck fucking kick your ass and this is in front of the cops. It's like, fuck you. And he's like, you know, you think you're going to get, and he's wearing this superhero costume on and he's like, give me some,

Speaker 7:          01:37:20       he's telling the backup. You guys walking towards

Speaker 5:          01:37:28       see you see him wearing that outfit? Yes. And you think, oh, I could kick this guy's ass for sure. This guy's a clown fucking cosplay Dork. But watch that. Skip ahead. He's like, okay. So the guy wouldn't stop badgering them. And then finally in front of the cops, they agreed to let these dudes duke it out. Holy Shit. That's it right there. Let it go there. Watch this. Oh,

Speaker 2:          01:37:56       that's when you know you made a mistake. The first leg moving around.

Speaker 8:          01:38:00       Yeah.

Speaker 2:          01:38:01       And again, you got to useless and he's turning to kick too. He jabbed him to the body. Yeah. You fucked up. Wow. God, this guy's life. That third leg done, that third leg kicks a real problem.

Speaker 8:          01:38:22       Yeah.

Speaker 2:          01:38:24       Oh, the fourth leg kick. Yup.

Speaker 8:          01:38:26       Wow.

Speaker 2:          01:38:28       That guy is basically hopping around on one leg now. Now. Now it's a beating. That's it. That's rap. Yup. That's right.

Speaker 2:          01:38:37       Mutual combat. You're right. Yeah. It's a mutual that law and cops are standing by watching this Guy Gabe brained. That's what's crazy is like it's very irresponsible for the cops cause that's not a good fighting surface. Yeah, we'll have a, you have a padded area they set aside. There's a, there's a great line from a buck Koski novel where these guys are all gathering after like a night out or something and his guys hung over and he's just like, he's like, Hey, I heard you got in a fight and he's just like, Oh man, that guy had to be a pro. Beat me so bad. I shit myself. Like that always gets me because it's that thing where it's like when you fight someone who's whatever, what, okay. It's a fight but like when you fight a pro, it's just done. Well it's like playing basketball if you don't know how to play basketball. Yes. What a terrible thing. Y'all place one on one and you don't even know how to dribble this guys dunking on him. Like Shit. Like why did I agree to this? Is there a state where it's legal to dual but there's no firearm? When, what, how long ago was it still legal? The late 18 hundreds I believe so. So maybe this guy did it. He was a cop. He, he had a dual with a guy who was fucking his wife. Whoa. Yeah, that's what's up.

Speaker 8:          01:39:49       Yeah.

Speaker 2:          01:39:50       And he just killed the guy. I Dunno. I don't remember the story entirely. And he definitely killed somebody. Jesus, when was he was a cop. I remember the whole story being that it was very controversial, but, but it was legal. Maybe I'm remembering it all fucked up. Hmm. It might've been more than 10 years ago.

Speaker 2:          01:40:11       Five places where it's okay to shoot someone states. Oh, okay. Yeah. It's like international waters. You get to a duel and unlike a cruise ship. So how does that work? Like if you're on one of them, carnival cruises and some guy in salts, your name and throws Jello at you. The laws of the ship or whichever country. I know about the international waters, but like a cruise ship would be out and that's nuts. You know what, I'm worried about cruise ships that I would be on the deck when some guy throws his wife off off the side of the boat and you got to do something like that does happen. Yeah. Husband and wife went on a cruise. The wife can went missing. I don't know what happened. I went to bed early. I mean Trisha kept partying. We, yeah, we had an argument but we are a deeply in love. And uh, we had a couple of, I know people saw us

Speaker 5:          01:40:54       screaming and a, and a, and I might have slapped her a couple times, but uh, boy I love her and her disappearing and what's fucked up.

Speaker 3:          01:41:01       I learned from a buddy of mine who was on, he was with did second city Tour Cup touring company or Turco and they were on a cruise ship and he was telling me that they found out that like all the foods you don't eat, they grind it all up and just shoot it out in the water. It's that attracts game fish and the game fish attract sharks. So anytime there's a, there's a cruise ship, there's just sharks all the time.

Speaker 5:          01:41:21       Really? Yeah. So, so if you went overboard, yeah. Debts not, there's not a lot of hope. Oh, good Christ. Yeah. Did you see that video of that woman in Hawaii swimming around with the largest known great white shark? No, it's amazing. It's a more than 20 foot long, great white shark. And it's not like, guess where she's just swimming around women with it. Yeah. In the water swimming with it. Yeah. She's got a, an instagram page is filled with photos of her and this shark fuck off. Awahoo it's so big. It's so big. It doesn't even look real. And she's just swimming alongside this thing. It's a female shark. It's like 20, 20 feet long at least. So she just saw it and to swim up. I think she's like a, an expert. Oh, okay. See if you can find that.

Speaker 3:          01:42:10       I got stuck in another article about the dual, sorry to go back. Sorry. S uh, Oregon has a law that they were trying to get rid of two years ago. I don't know. I'm trying to find out where they currently are. This gun, where is Dick is? That's a stat, that whole stressor, but it's still that, uh, here Republicans and opposed to scrap 172 year old ban on duals for public officials.

Speaker 5:          01:42:32       Ooh. I think their tech to highlight how many arcane logs are still upheld, but that's where I'm from. I never knew I could have been dueling. All this public official. Well, no, they're, they're, they're trying to scrap the band so they're trying to reinstate bands to let people know how stupid these old laws are. They're still on the books. She's a state decided it would not be very civil of two members of the legislature. Legislature disagreed and then shot each other on the front steps of the provisional combat. It's a bad look. It's a bad, yeah. It gotta be cool though to see like Ted Cruz and Paul Ryan standing on back to back. They have to use the muskets. One coq one shot. That's it. I like in the upper right hand corner Amaga hat board refuses to apologize and infuriating interview. That kid looked drugged and coached, like he was just, we both, yeah, it probably put them on some PROZAC. Get out there. A little fellow. Apparently that native American guy though, they did an interview with him and it was a disaster because he said a bunch of things that just absolutely weren't true. And they're questioning whether or not he actually was in Vietnam. He definitely didn't serve in Vietnam, but he wasn't in combat. Right. But you know, he had some, some conflicting stories and none of these people were prepared for this kind of attention.

Speaker 3:          01:43:52       You know, it's like I was offended as as hell by those kids and I'm a fucking big old bleeding heart lefty for sure. And I hate those, those fucking hats. But like I, I in the state at the same time, every teenage boy is a fucking idiot. Everyone, you know, and like it's, but those boys were standing there doing their school chance while these, there's a long video and the video is two hours long. I haven't watched it, but I've watched segments of it. And in the segments of it, you see those native American guys walk up to those boys and chance with their drums. So they're all there for different reasons. Yeah. So the boys were there for the march for life, which is a pro life march there from a Catholic school and they were in their stupid red hats and then the native American guy was there is for for different reasons.

Speaker 3:          01:44:36       Yeah, there were a couple, there was, there was a, it was a native American celebration. That's their yearly and you think they coordinate these things but it's just, there's all these different, so a sort of marches going on and that's all that's our right as citizens. But it's just that they were all in the Lincoln memorial together. Well not only that, these boys did not have like a good chaperon. Like these boys were wild. They yelled, they said something like it's not rape. If they enjoy it, enjoy it. Yeah. One kid yelled at again, by the way, there's 40 kids want, if you have one asshole kid doesn't mean everybody should be beat up because one of your stupid fucking classmates has something really dumb because he thinks he's funny. And he was 15. I sat in an in an assembly once where a friend of mine was in like, uh, in Chicago to Freeman.

Speaker 3:          01:45:22       I was doing a play and they were doing like a scene from the play on stage and a woman would come on stage and they would, these kids, these boys, I'm behind him and they're saying the worst shit I can imagine. And it just like Jesus Christ. And it was, it's that, it's that it's the race to the bottom like boys or it's like, who can say the worst thing I can write, I can, yeah. Can Yell The n word. You know, it's staying where it shows your tits. Yeah. Or just trying to make a lot of, because what's the worst thing? Rape. And so this kid is gonna yell something about race and it's, it's uh, their children. Yeah. Yeah. I do feel they need better supervision, but here's the thing they do for sure. But there shouldn't be judged publicly on a global scale like this shop fair.

Speaker 3:          01:46:05       Yeah. I mean I disagree with uh, pretty much everything them and their parents stand for and stuff, but it's their right to demonstrate, you know what I mean? So not, I mean they look, they are too young to know what the fuck they're even demonstrating about to really have a good argument about it. Like to bring kids to a pro life demonstration, have them chant and yelder schools songs and, and put on magna hats. Like the whole thing is so fucked up. It's really, well we're, I mean, back to what I said about anxiety, it's just we're at each other's fucking throat. I mean, I have a bit of my act about how like, um, I, I feel like the Internet was built for us to tear each other apart because we're just throwing darts and running away. And if you put us in a room together and talk it out, we, I think we, I think we would mano a mano.

