Speaker 1:          00:00:06       The yes
Speaker 3:          01:12:38       I'm never going to ask them, hey, go jog and hour, but if you did, I'm like, what if someone has knee problems and you want to get them to do cardio 45 minutes, something like that. Maybe in the pool. A lot of pool work can be really helpful if they have access. If they can't, um, no one has ever not love the Airdyne or our assault bikes. Those are fantastic. Versa. Climates are great and I got no problem with those things. What is a, is there a one machine that is like your standby or go to when it comes to cardio machine? Well, those would probably. Those are the rower diverse climber, the rower and the Airdyne. Yeah. Aerosault, any of those things. Anything that allowed them to move, that minimizes the amount of technical teaching you have to do. So that's. Most people run horribly. Um, this is like a real, real, real problem.

Speaker 3:          01:13:27       Especially wrestlers, if you ever watch the rest of the run, it's like you're, you're a, you're a knee pain, you're busted ankle waiting to happen, so I'm not going to throw that on them. And they try to teach them a new movement skill. It's just not needed. There's a thousand ways we can get there if they already run, well never running background. And we could go there if they want, if they want. Some of them do like it. Okay, fine. We can get there. But if they don't run well, I mean technically well, um, if they're landing in bad positions that their fear out everywhere and they don't want to take time to go to a running coach like Brian Mackenzie or something, then we're not going to add that. We're not going to add a new skill. They know a lot of, uh, Greg Jackson's work. A lot of his camp, they do these uh, hill runs in Albuquerque.

Speaker 3:          01:14:10       Yeah. Good. That stuff going up a hill is a little different though. Yeah. Because generally the foot position of the hill as much easier to get to. And it's harder to run bat uphill than it is on flat ground generally. So it is something you'd go to. But that's also probably something where you don't have as much teaching and you're an altitude. So that by itself is going to reduce how hard you work, which is going to reduce the stress on your joints and bones and ligaments. So that helps. So all that can be integrated where you have you reduced the likelihood of them getting a sore back or knees because you added some 45 minute running on there. That didn't really have to happen. Well, he'll seem to reduce that anyway because you're really almost like doing squats. It's almost like doing or a lunch or something like that because you just kind of running and pushing your body up instead of like the pounding, the East centric pounding is gone.

Speaker 3:          01:14:58       Yeah. This is a very good. One of the most important things we stress during fight camp is you want to minimize the Essentra contractions because that leads to more soreness and if you got really sore legs and you've got to go to movie tie practice and somebody in the leg like that, that's a problem. And so you have to be able to get work in without getting extremely sore. So hills are great example. Aerodyne is like the same thing, right? It's pushing the whole time. It's not landing and impacts running, rowing, all these versaclimber, that's why they're so good at. Or one of the reasons you can do a lot of work

Speaker 4:          01:15:29       is air dine or reverse Karma. Those things limited in the fact that like the movement is very specific and that law is in terms of doing that versus like maybe like a Kettlebell cardio workout.

Speaker 3:          01:15:42       Yep. You should do. That's why you need to do a combination. Okay. So it's a bunch of different stuff. Just like we talked with nutrition, it's variability that gets this is what we're looking for, especially when the goal is not that modality. So for example, if you're competing in a kettle bell swinging competition, like you should be focusing on that, but when you're using that for another modality that doesn't transfer over, then you need to have a wide range of stresses. How do you know like what to tell them to do though? So that's the thing is I, I don't, I don't think that stress is necessary. Like who cares? What do you mean? So the stress of worrying about which one to do is not important. You shouldn't focus on being like, ah, should we pick versaclimber today or should we add, it should be, what's the training outcome we're looking for? Right? Oh, we're trying to improve your ability to repeat maximal, sustained 15 second intervals with short rest and all at the same time, keeping your breathing mechanics. Okay, that's the goal. Now what modality do we want to use today to introduce that insult?

Speaker 4:          01:16:43       And so you think the good move would be to introduce a bunch of different things like wild day. Yeah. One day, do the Kettlebell cardio workout another day do the aerosol, was that air assault bike puts across salt air assault, punch another day. Do a verse climate climber

Speaker 3:          01:16:59       as a general quick statement. Yeah, absolutely. But I would say that the smarter approach would be to step back and say, well, wait a minute. What's the goal of that workout? What's the goal of this week, this camp, this fight? That's where you then that guides you to make that exercise choice. So don't like. You should never choose the exercises because you love the exercise. That's a stupid reason you're getting angry. Yeah, it really irritates me.

Speaker 4:          01:17:23       No. Do you measure a resting heart rates, body fat, all that jazz?

Speaker 3:          01:17:27       Not really, no. No. Some folks do it. Um, it's not super important for me that you don't feel like it's important in terms of finding out whether or not a fighter's overtrained oh, that's a little bit different question. So you can use things like hrv to track those things. What's that? A heart rate variability. So it'll effectively think of it like a heart rate monitor, but it's going to look at how so your, your heart doesn't disco beat, beat, beat, right? It has variability.

Speaker 5:          01:17:54       Beebee Beebee, Beebee, beebee.

Speaker 3:          01:17:57       Well, that actually is, has some relationship with your autonomic nervous system. So if it's really variable, you're in a good spot. If you lose your variability and it becomes

Speaker 5:          01:18:08       beat, beat, beat, beat,

Speaker 3:          01:18:10       you're actually potentially being overtrained. So your, your nervous system is a little bit shot there. So you can use those in Joel. Jamison again has done a ton of this work. Um, and you can look at that to, to have an idea of whether or not the overtrained so you can use that. I don't particularly use those things for a couple of reasons. Number one, I know what's going to happen for the most part over the six weeks, like as camps going on, like it's based on performance, the coach, the athlete when I've been around them, like we planned it out so that this is a, this is the volume this week, this is the volume this week, this is the volume this week, so that we don't get ourselves in those situations.

Speaker 4:          01:18:47       And how do you know how to plan the volume out? Like say if you got a gun like, you know, fill in the blank. Chris Weidman comes to you and he wants, uh, wants to train with you. He's getting, preparing for a five round championship fight. How do you know how much work to give him? Like how do you, how do you schedule?

Speaker 3:          01:19:03       So I would never have the arrogance to step in and go, okay, this is the volume you're at. Chris, I've never met you. Great to meet you, but here's your volume. Like that'd be stupid. Would you have him come and do a test workout for you? And I wouldn't have a conversation with as many as coaches and honestly the first time I worked with them for something like volume, I generally would just shut up and watch and go, okay, like here's, here's what you're going to tell me you did. So write on a piece of paper what you did for the camp, what's your plan for the camp? What have you done in the past? Then I look and we can assess some volume and then I can generally tell, okay, this is normal for a person of your caliber of your aid and your experience or like you're way over what's normal, but I don't know how that lands on you and then I watch and as we go along and it's conversations continuing going, this is happening. Your other coach told me this, you're telling me this is going on blood working back here, [inaudible]. I don't know if we're in the right spot here and then the second or third camp around. Then I can have a feel and I can go back at the previous notes and go, well, this is 10 percent higher this year for three more times here I think, and then I'll always almost always matches up with, yeah, I'm feeling terrible, etc. Etc. What arE your thoughts

Speaker 2:          01:20:08       on like plyometrics? Box jumps, things on those lines? Yeah, box jumps are generally misused so people don't understand, especially in and crossfit or an mma or in wrestling. People use crossfit for conditioning for the most part, which is fine, but they don't get the biggest benefit out of it, which is strength, speed, powertrain, the reactive part of the system, training muscle spindles, so absolutely fine as a modality that they don't get that out, like how do they. So for example, someone does a box jump in, they're like, okay, box jumps, I Want to get better power my legs, so they'll go and do like a bar for five rounds and then I'll go do 100 box jumps as fast as I can. You're not getting any faster like that. You just getting more tired. That will not improve your power at all. It won't know because you're not jumping halfassed, you're actually jumping at a very sub max speed the whole time because you're already fatigued.

Speaker 2:          01:21:01       Oh, I see what you're saying. So if you want to use those for power now, if you're using it for conditioning, fine, no problem, but if you're using it for the sake of improving your foot speed or your power, your strength, or your explosiveness, you should be west rep. Well rested. Yes, yes. One to three reps take a break, etc. What do you think of like that strong first protocol? Do you know the pavel tatsu lean idea that you know he. He feels that strength is. It's along the same sort of lines. What you're talking about. The strength is essentially a skill. Oh, absolutely. You should not be doing things to failure. That the best way to do it in his estimation, is to do more sets with more, more break in between them. That is very strength one-on-one. Like you'd have a hard time for a true strength person disagreeing with a lot of that.

Speaker 2:          01:21:51       It's hard to get stronger when you're tired, so going to failure is not as now I've talked to a bunch of people about this that have started doing this recently, like within the last year or two and they've all experienced great results and that the idea being that you used to go to failure and then he'd be wrecked for like three or four days instead of that, like say if you could do 10 reps or something, you do five and then you take a big rest and then you do five again and he took a big risk and then you wind up. Instead of doing 15 reps, you wind up doing like 30 over the course of an hour and a half and then you're fine the next day. Well, I mean you had lujan simmons, right? Yeah. This is classic fucking maniac. That guy. He was awesome. I love that guy.

Speaker 2:          01:22:36       I always tell my kids, my students to google him Because you're not going to get like an. I could get bored. Oh, listen to my podcast with him. It's one of the most entertaining things I've ever heard in my life. He's such a character. The basic idea. Um, well we'll have to back up for a quick second. It depends on the goal, right? Strength. If gold pure strength is the goal, failure also has to be defined. So what do you mean by failure? Now? My family because of fatigue, right? Then he's totally right. Right? Am I failing though? Because the two heavy. Well you do want to go to that failure for strength. I also though, so need to at some

Speaker 3:          01:23:05       point pick up something that you can't pick up or really close to camp. Pick up to get stronger. Really close to it. Like you can do, right? But you can't do a second one. Put it down. Or maybe you could do two, but you can do three or something like that. The, the very textbook answer is anything below five repetitions ish is going to be good for strength to the maximum. Anything more than five is bodybuilding. That's what paul says. He, that's the. That's pretty dead on. I mean he's not too wrong there. And we're like, well, a reason I brought louie up his, his, his classic. We're saying first reps, so if you did three sets of 10, right? Well you had three first repetitions, right? So you had three reps that you did after rest, but if you did 10 sets at three, now you have 10 for strips. Oh, interesting. That's right. So now you did the same total repetitions, but 10 of them were done after full rest, which means you're gonna have more power and more force. Does that make sense? That it seemed smarter. That's basically it.

Speaker 4:          01:24:05       So you're better off doing 10 threes, then three, 10 for strength for strength or power or speed. And then taking a big break in between them is sort of counterintuitive to a lot of people. They feel like, oh, I don't want to be a pussy and then let myself get fully recovered. I want to push while I'm still at. Come on, come on, broke. Right? And they'll help you up. Come on, come on, come on. Yeah, I see that all the time. Meat heads in the gym and they think that's the way to go. And I'm like, man, I don't know.

Speaker 3:          01:24:32       And they're gonna. Well, they're gonna. It's the way to go if they want to get sore, if they want to maybe prove awesome. Do that though. They love to walk around sore. You know what's funny? This is like the number one reason I got into mma was that that question, like right there, people kept coming to me with this and I'm like, you don't know basics of speed training or strength training and the mma guys were so wrong, and then I. That's how I got into this for the most part is people are like, oh my god, this is changing like everything. I'm like,

Speaker 4:          01:24:58       well, mma training is. It's weird. It's really strange because mma training is essentially. It's still in its infancy, right? It really didn't even exist until 1993 and then it didn't even really exist even then until like. I feel like frank shamrock was the first real professional mma fighter because he was the first guy to figure out that you have to be an insane cardio and he was the first guy to be able to strike and also be able to grappled, be able to fight off of his back and piece it all together and the cardio is was. It was a huge factor, you know, he, he was like, when he beat tito ortiz, it was way smaller than tito, but he beat them because of cardio. But one of the things that I used to see early on that was so confusing to me because I came from a striking background was how many of these guys were willing to beat the fuck out of each other in the gym and like that they were just going to war but not even going to war with like good skills, like going to war while they were learning for the sake of war.

Speaker 4:          01:26:01       Yeah. I mean, I mean I'm watching them getting and they're

Speaker 2:          01:26:04       beating the shit. I'm like, you guys are professionals. Like this isn't like, this isn't like some idiots. At the y like you guys are, you're supposed to be pros like you could have damage yourself. The takes years off of your career. The vast majority of you know me working with athletes is doing these very, very basic things like I'm not. I'm asking not. The guru was like, oh, I know the, the 18 point blood tests and we're going to get these. The vast majority of what I do is go, oh, okay. I see the problem here. Oh, we need to do this basic thing. Right. You haven't eaten a vegetable in a week. Got it. Like that as not as much anymore, but I used to really? Yeah. We get a lot of the pro athlete that doesn't eat vegetables we get is honestly it's because probably [inaudible] assholes like you and they want your show or something.

Speaker 2:          01:26:51       I tell people to eat vegetables all the time. No, they. When they watched this and then like, okay, they'll come at me with a thousand really weird nutrition questions or something. A really weird advanced training ones because I went to a seminar or something and I'm like back the train up like you're sparring six times a week. We've got a whole nother conversation, like, oh, we don't do that. No, that's not normal. Really? No. Okay. Or you're doing that or you're running 35 miles a week. Got it. That's the vast majority of what I do is, is bring this guy's back to life and go like, let me help you sift through all this internet stuff that's really complicated and let's take what's actually good and bad and dial in a very usable system. So I think people just get overwhelmed with options for me internet.

Speaker 2:          01:27:32       absolutely. Because too many people get on exposure and get on shows or platforms and they try to make sure that, that they are known as the guy that knows something different. Right, right, right. Well, it's like it's not very exciting if I come up here and tell you like, oh, joel has pros and cons to everything. Great. Like, well that's not fun, but it's good. I mean, I think what you're saying is very important for people to hear, like the no wait, they get bogged down in the details, way too much if things that really don't matter, your body's not that sensitive or sensitive enough where it can't convert something from from something to something else and if it needs it, it will do that for the most part. So there are some real small things at the end, but a lot of what we can do is just get you on a reasonable program that's actually possible for you to implement and that doesn't drive you so crazy or so is so difficult and so confusing for you that you get halfway into it.

Speaker 2:          01:28:21       You abandoned it and then you want to start over. Well, you know, I always think about dan gable and when dan gable was young, I pretty much outworked anybody and he was just an unbelievable savage when it came to his training and then that manifested itself in the competition. He was just like, the momentum behind him because of his roof was training was so intense, but now he can't even walk right. When these hips are gone, his knees or guns got artificial, everything, you know, he's just fucked up because of it. And soMe guys were willing to MAke that sacrifice. But is that, here's the question, is that sacrifice necessary? Like can you be too tough versus smart in your training? It's impossible to say, right?

Speaker 3:          01:29:02       Because like you said, that here's where it gets so tricky is physiology versus psychology. So if that gave him that extra mental confidence that he needed to perform better, well then it's hard to say that it wasn't necessary. Yeah. Like he was always talking about guys on steroids that he liked competing against guys on steroids because he knew they were mentally weak and they would break. Right? So who the hell knows? Right. Like you've got, you have all this conflicting stuff and, and you try to do this dance, which is why again, you need People, you need a team to do this stuff and say, okay, this is what I think. So people have a really hard time with physiological truth or scientific truth and implementation. so a very easy one. Sugar, right now, like I don't know anyone in the world who advocates adding sugar to your diet.

Speaker 3:          01:29:47       It's a good thing like no one's gonna say that. Right, but what you tell somebody a scientific truth versus what the message you spread it spread to either your athletes are a bunch of people that can be very, very different because because of unintended applications are consequences. So for example, there is no physiological harm with sugar. It's not bad for you in any way, but as a message to the general public, that's not the worst thing to say. And so most of the fighting that goes back and forth between any conversation like this is people saying, yeah, yeah, yeah. But the actual effect of it is good. Yeah, but the science is wrong and they're not conceding that they're actually talking past each other far more than they're talking to. You don't think that sugar is bad for you? No, it can't be. It can't be unless implementation.

Speaker 3:          01:30:35       No, no, no, no, no, no. what he's saying. So now we've. Okay, so sugar in your diet. No. Sugars is where it gets confusing. Exactly. Because you want to break down sugar, having sugar in your diet, like eating sugary foods and snacks, having an excess of sugar has dire health consequence. Totally correct, absolutely. But there's a key word you said there which was excess excess. Okay, so like meaning a piece of fruit, like a nectarine not bad for you at all. No, of course. Good for you. And plus fiber. Absolutely. Yeah. But processed sugar, whether it's removed from that fiber and put into a cocacola dot becomes an issue because of concentration issue because now you can consume that a concentration that probably wouldn't happen normally. And quantities that would never happen. Normally thing go. So now you could have a person in the corner of left who that says like, no, you're an idiot.

Speaker 3:          01:31:23       Look at the science says sugar is not bad for you for a thousand reasons. And they're technically right. But when we have conversations to $350, million americans, they don't want all that detail in between. They want do, do I do it or do I not? And so if I have to take a hard line and I go, you know what? Sugar is bad, don't eat it. It actually causes a generally good effect on people. They go, oh, okay. I didn't know this. Adding sugar to my stuff is not good. Don't do it right. Which is a net good thing. Although technically individually it's not true. I see what you're saying. So sugar in and of itself is not bad. excess sugar and processed sugar

Speaker 4:          01:32:00       and added sugar in mass quantities is bad and that's what you're dealing with with the average american diet, whether it's through breads or pastas or actually sugar and soda itself,

Speaker 3:          01:32:10       right? or sucrose or are or any of those things and added to it. And so when people go, the poor souls go on the internet and they're trying to figure out like, wow, god, are carbs bad for me or not? It's like, well, you're fighting over stuff that's not important and we're missing the message because people want real answers and you're not helping them give it to them anyway. I don't care if it makes you look right on the internet. We need to come together and say, okay, well here's good, here's bad and bad and here are the pros and cons, etc. now here's the information for you folks and it doesn't matter whose book it is or who wrote it, like that's not the important part.

Speaker 4:          01:32:43       Well even having this conversation though is going to be really confusing to a lot of people because you're, you're talking about so many different variables in by your being intellectually honest about all this stuff and saying, well it's, you know, there's no real good answer. Yeah. You know, and it's different for one person is for another person. Some, some people might get over really well on like macadamia nuts and almonds and get their protein from, you know, and other people they might actually had an allergy to those things.

Speaker 3:          01:33:11       Yeah. And you know, trust me and tried to be my students. They get irritated this shit when I do this to him, but it's probably

Speaker 4:          01:33:16       good thing. But when a fighter in particular is thinking about their career, they sort of exist in these six week to eight week lifespans like their whole life. Unfortunately, or fortunately when it works out well that they go through these, ruth was training camps

Speaker 3:          01:33:34       and to have any variability had to have any unknown to have any. So this is bringing up a good point. This is not a kind of conversation I would have with a fighter, right? Not during, not specially 10 weeks out from a fight overload their brain with possibility. No, no, no, no. It is very clear. Like what do you do? What do you like to do? What do you hate to do? What have you done before, what's worked well, et cetera. Okay. Uh, so, uh, I have an analogy called the cook, the baker and the chef. I give you the very quick story of it. You can listen to the whole episode on my podcast if you want. What's the podcast called? The body of knowledge. Okay. So it's on itunes, all that stuff, all that stuff. Body knowledge.com. It's, it's actually a not to talk about that too much is only nine episodes.

Speaker 3:          01:34:19       It's not like going on running podcasts. it's like radio lab dan carlin, but for physiology and finishing. So not to that extent, but you get that here. Yeah. Okay. So I like to look at people as either the easy one is either a baker or a cook, right? So do you know what the difference between baking and cooking is? No. Cool. most people don't. Baking is chemistry basically, right? You can't. Like I'm a little tablespoon here. Maybe a teaspoon. Baking soda, baking powder house, same thing. That does not work. You can't bake like that. Right? You will not make anything. You would have a mesh of crap. And an oven baking is chemistry. You can do this in this order and, and then you add this and you cannot do these. And other orders. It's very specific. like roughly cooking is like, well all right, well what's left?

Speaker 3:          01:35:04       I get some oil. It gets some hot. Kind of dicey. Yeah. Throat throw some whatever you give them mishmash, right? So people generally I find work well with nutrition information, either one of two approaches. So if I said, joe, I'm going to do a nutrition program for you for the next six months, whatever you want. And I said, you can either do this one of two ways, uh, we can work together every morning, weigh every single thing you eat on the scale, text it to me, I'll tell you exactly how many slices of avocado to have, how many jalapenos, and I'd tell you exact weights and volumes for everything. Or we can maybe text once a day or once a week and we would just go over concepts and ideas. Here's what we're trying to get to do what you want. Which would you like, man, I don't know.

Speaker 3:          01:35:47       What should I look? It's not a should. It's a personal preference. So some people would. I cook, just wants ideas, give me the concepts, like one or two things to work through. Cool. I don't, I get anxiety with all those rules. All the information like I can implemented. Like it's too complicated. I don't have that much time, et cetera. I called these people, cooks, other people get anxiety. Like my wife natasha, when I don't give her exact numbers, she's like, well, is six grams for the eight almonds or is it nine? Almost like, what is it? Right? So giving people the information in the way that they absorb it is important. So if you talk to a baker, so chemistry details, weighing everything out and I go are just, here's what I want to do, a little bit of fat, a little bit of protein, some grains, and it's not going to work for them.

Speaker 3:          01:36:35       You have to give them a very, very specific system. Having a cup of this tablespoon of that, even if that system isn't perfect. What about chef? So chef is someone who knows the chemistry of baking, but has the years of experience of mixing it in different ways. Now you can go ahead and break those rules, right? Chefs break camp, cooking result of time. Baking roles. So a chef was like anderson silva. well, a fighting. Yeah. Yeah. But a chef would be maybe where you're at in nutrition, where you like, I can do that. I could follow a very Specific diet, but I know the concept and I know these rules. Let me experiment here. And you have room to maneuver. The problem is most people want to jump in and be chefs. People want to fight like anderson silva their first day and you get overwhelmed.

Speaker 3:          01:37:19       I see what you're saying, so get a detailed understanding about how your body functions under very specific protocols and then start fucking around with it. Or the opposite. Start off with a cook approach was to say, let's give me. Let me give you one or two concepts this week. I want you to eat one fresh green every day and I want you to do make sure you have protein every time you eat. That's it. My only role. Okay, next week we had a rule. maybe we got another concept, and as you get better and you get more confidence and you get more comfortable, you can go, okay, well how much protein? Exactly. Well, let's just try a hundred grams. All right, well that's a that unless they're 150 and we've slowly pushed you,

Speaker 2:          01:37:56       but generally being a baker, all those rules weighing everything generally that's not sustainable for most people. now when you coach, do you coach them as far as their diet goes? Do do you actually tell them what they shouldn't need? Depends on if they're a cook or a baker. So a cook. I do not. I tell them basic concepts. Right? So I talked to them how, what's going to be helpful for them? They go, what you think I should do. Should I add more carbs or shit out? Here's what I'm feeling when I'm. I'll go. All right. Where were you at? Like here's our diet. Yeah, let's add more carbs. How should I do this or this? Uh, this one. Do you generally tell people to avoid any specific foods or are there any things that interrupt training or get into the way outside of the obvious?

Speaker 2:          01:38:38       No, no, I mean the basics. Candy, pizza, right? Not really, unless we have some very specific history with them that hey, remember you don't react well when this happens. Um, but generally, I don't know. When you say like protein, do you specify fish or chicken or meat or fits a cook? No. No? If it's a baker, absolutely. Absolutely. And whether it's important that I chose fish or chicken almost doesn't matter as much as telling them that the fact that they all go, he's got it dialed for me. Credit, I got a sense that you have here eight ounces of halibut. There it is. Bam, right? Because you'd be like, the vast majority of the ones I work with are already pretty good with their nutrition and it's really more concepts. Um, some of them would want the stress relief telling them what to eat and they want someone to come in and hey, like, do you know anyone that would come in and food prep, meal prep for me and yeah, okay, we can do that.

Speaker 2:          01:39:28       Um, but some of them like it, some of it is their distress. Some of them like that control. So I try to help them. Again, it's not about me. I don't care if my system worked. I don't have a system. My system is what do you want to do? How can I help you and your team? What can we do? That's the approach. Wow. God, that seems so. It's, there's so many variables and it's so complex, which is why I get so irritated you, you're teasing me earlier, bucketing all fired up about it. I could understand, but I appreciate this intellectual honesty about these variables and about how there is not one approach because again, there's so many dickheads out there that are teaching their method in air quotes, so here we go. Let's take those dickheads. Right? If you're a baker, landing on one of those systems is going to be fantastic for you and you're going to five star review and you're going to try it out everybody because you're a baker and you needed a system.

Speaker 2:          01:40:23       Yeah, and if, if you're a cook though, you're going like, well, who cares? And if a scientist could step in and go like, well those are all the problems and this and this and this and this, and then everyone's fighting back and forth. They were like, well fuck. Do. I guess though he felt like I'm so confused. Well, it's not the right question. I think what irritates a lot of people's at some people are finding like this insecurity that people have and they're exploiting it by telling them exactly what they think is right. It's human, right? We

Speaker 3:          01:40:54       want the next solution. We want all this stuff. We want it all dialed into one. It's a, I call it fallacy of unicorn. Like I'm just gonna keep searching because there's. There's this one thing and if I fix that one thing, everything else align up. It doesn't work like that. Yeah. Now what about vegetables? Like do you specify the type of vegetables you like? Do you prefer a dark, leafy green vegetables, general statement beats or the more color, the more texture. The bedroom. Right, and like you said actually earlier, it's the variety that matters. What these folks as sustainable. Now having said that, here's what I'll do outside of camp. These are conversations we're having, like I want as many different vegetables as you possibly can, different colors, different countries, different seasons, all this stuff, right? Let's, let's cook them sometimes. Let's steam them. Let's eat them fresh, let's eat them raw.

Speaker 3:          01:41:40       There's pros and cons. Exactly. Oh, now you got to fight in four weeks and we're 25 pounds overweight. Sometimes I will take those options away because it's easy. Then to control numbers. If I say, okay, here's the approach, you're going to have a, b and c at these three meals every day. Every other day we'll rotate. Then I've just removed a bunch of variables from there and they can just refocus and go, okay, boom, and we can watch the weight. We're down to half a pound, we're down half a pound down a quarter, pound were great. Let's maybe exchange out kale for spanish this time or something, but the hard part about extreme variability is lack of control and so sometimes if you're like, why am I mean not anything you're telling me, I'm meeting a bunch of different stuff and I'm not losing weight. Well, maybe they don't understand yet, but this type of vegetable has a lot more calories in this type of vegetable, so we're getting really high up in your numbers or when you eat this, the way you prep it, the way you like it is glaringly dense, so I will reduce options for them.

Speaker 3:          01:42:37       So it was funny because if you looked at one of mine nutrition programs for my athlete, you could look at it and be like, oh, this guy's an idiot. He doesn't have this, this, this, and this. You stupid. He doesn't have any of this. And you're like, dummy. You think that that three day plan is what we did the whole year round. Your argument is someone who's not even real. They're real you of all people know the real. What about water? No, I've always wanted to ask somebody this. I hope you know the answer. This is all these, these ways to treat water, alkaline water on bullshit, right? Mostly. Yeah, I would assume so, yeah. We actually did a study on that six weeks alkaline. What does it mean? Like what the fuck is alkaline water? That's ph right? So it's the opposite of acid or alkaline is the base, but I mean, how do they make the water that way?

Speaker 3:          01:43:23       Like what are they doing to it? Oh, so generally water comes a probably a little bit acidic, especially our tap water. Uh, and so I would imagine they just do some sort of combination of salt or d salting pretty easy chemistry wise. So to get it a little bit technical, but just, I think it's salt to your water. I think somebody did, um, actually did a study of a bunch of those alkaline waters and tested them in the store, like bonding different brands and they were all over the place. I said, eddie wise. Yeah, I would imagine that we're not even close to alkaline, but just remember it's going to change and it sits on the shelf when it's exposed to sunlight and all that crap. I call it holy water. Yeah. It's kind of silly. I always feel like, oh yeah, that's the blessed water.

Speaker 3:          01:44:02       Like, come on man, it's fucking water. I mean, dude, look, I'm open. If studies came out and we kept doing it, we're like, oh shit. There's something here, but there no studies currently before with friends. I'd be like, that's not a sense that stupid. I mean a punch of things. The training mask is training masks. Yeah, absolutely is good. Well, it's not good or bad. It depends on what you use it for. How dare you. Yeah. I needed an answer. I'll give you an answer. Okay. So what I'd like to do is give examples of, of when good one bed. Right. And this is a brian mackenzie. I keep bringing him up, but he taught me this lesson. This is a great lesson in humility. Uh, so he's, uh, if you don't know him, he's a, he was really disruptive in the running community and the movement.

Speaker 3:          01:44:41       He's, he came up, kelly started at like, that came up together. Okay. Um, so I wasn't interested in him. People kept getting at me like, hey, go look at his stuff. And I'm like, well, he's a crossfit coach out like nonchalant, like crossfit coach. I have nothing against that. but at the time I was like, what does crossfit coach? No, right. Again, arrogance on my part, mistake and second, I'm like, you're running coach, like I'm doubling on uninterrupted. Yeah. Again, this is me highlighting my mistakes. And so, but then I actually, funny enough, paid attention to what he was saying and it turns out there was something there. So it's funny how much you hated someone when you don't actually listen or read their stuff. So, uh, he was promoting the training mask and I'm like, you know, like everyone else, I'm like, does it work evidence so it doesn't work, et cetera, et cetera, et cetera.

Speaker 3:          01:45:23       And then I listened to what he was, how he was actually using it, so he wasn't using it to simulate altitude because that's not really effective, but he was using it to teach people how to use their diaphragm. And that's when I was like, oh, I get it here. So I'll come back and I'll finish this in. But the quick analogy here would be if I handed you a pen and said, you know, like does this pen work? Well, it may not work as a dagger, but it worked pretty good as a pen. So the problem with the mask was it's flipped, it didn't work for what it was told you to work for, but it worked because in this case, the active restricting people's breathing sometime can help them learn to use their diaphragm. People who breathe with their shoulders up and they don't use their stomach and their diaphragm a lot when you put one in front of their face, they don't have that option.

Speaker 3:          01:46:13       And so they learned to breathe their belly and user diaphragm. Interesting. And so I just didn't give him the time of day because I'm like, training mass doesn't work, elevation, et cetera, et cetera, et cetera. Right? Oh, that's not how you were using it. What's the benefit of breathing through the diaphragm with a mask on? It's not the mask that's important is the fact that it would use. It's a quick way to identify if you're bringing this. So you figured out it's like a white belt boss route and has some sort of a breathing device. And he, um, he was telling me about some studies that they did with it was showed. Was it you? That was mine. Oh, beautiful. My lab, well, what he was saying is that what makes his better is that it's easy to breathe out the valve open so you can exhale really good dump your carbon dioxide.

Speaker 3:          01:46:58       Whereas other ones that have just smaller holes are not as good. So we did that study. Oh, okay. And this is actually what turned me on to brian initially because I'm like, my boss came to me with the o two trainer. I was like, like this stuff doesn't work bro. It turns out it does. But here's a good example. Um, so his device restricts airflow in, but you can change the setting so it can be a lot of restriction or a little bit of restriction. He has lIke filters that you put on it. So right there boss route and yeah, the o two trainer. Exactly. Uh, so all those little valves on the left and right hand side, they're thick. TheY have increased airflow or decrease airflow. So what we did is we had people come in four times and they either got the height restriction, low restriction, medium restriction or no restriction.

Speaker 3:          01:47:44       And what we saw is in every person under one of those, sorry, let me back up. They came in and either they did some breathing drills like blowing it out, inhaling as hard as they can, blowing it out. And they did that 30 times and then they did basically a vo two max test. So they ran to exhaustion which took them five to eight minutes kind of thing. So we want to see like I was interested in performance, like does this actually make me perform better? And so they either got a lot of restriction, a little restriction medium or none. Every single person got substantially better, like 20 to 30 percent better under one of the conditions, but they also got worse under one of the conditions as well. So what that told us was this, if for example, you went under the high restriction, so you're like you can't get any aaron.

Speaker 3:          01:48:34       It actually fatigued your intercostals, which are the muscles between your ribs that open up your ribs and allow airflow in the diaphragm. and those got fatigued. So when you did your performance, you got slower because you were already gassed. But if you had really strong intercostals the lower, so the real open valve wasn't enough resistance to actually caused those muscles to warm up. So that didn't help your performance. So what we found is my point here basically is the individualization of the approach here is really, really important. So there's something there for all of us, but you're going to have to titrate out. You might need heavy, you might need light, you might need middle and one of those situations might actually make it worse for you. So the, the individual variability is the important point there. How would You figure out which one you needed a performance test and what kind of performance sets would use in this project?

Speaker 3:          01:49:26       You can do anything. You can say I'm going to run a mile and a half and recording my time and put that thing in your mouth as you're running or as your. As your warmup as your warm. Yeah. So you sit there and you put it in your mouth and you do you just. So you only use it to do drills. You don'T necessarily use it to actually work out the vast majority of the time. That's what I recommend. You could do it in your workout, um, but it would be for different reasons. So when you do it, what would you recommend doing? Like say, say if I got an o two trainer, I've put it in like what kind of workouts am I doing with this thing in my mouth? What am I? Or breathing exercises. And again, you're going to hate this, probably some of your fans getting irritated by now, but it depends on the goal of the workout.

