Speaker 1:          00:00:02       Five, four, three, two, one for sure. Live.
Speaker 3:          01:22:05       And so now I got somebody eating a full chicken parmesan, but they'll only eat half of it and I'm not going to let that go to waste. And so I'll start digging into that and then there's pasta. They're like, let me just try one of those raviolis and then all of a sudden I eat like fucking three dinners. So I weigh more than i ever have weighed in my entire life right now. Wow. One 93, five, 10. Yeah. Wow. I think again, I go to the gym on a regular basis and I left and said like that. But yeah, I fucking 193 pounds. Yeah, it's the pasta and bread man. If you just cut all that stuff out, you'll drop a shitload of weight right away. I could be in the family goat. That'll help. That was one of the things when we were talking about that I think is kind of reporting like when you're talking about um, immigration and bad apples and stuff like that. I look at immigration that same way. I look at gun control, like most people that have guns are laW abiding citizens. And it's not going to be a problem. The vast, vast majority. And I think that's the same case with immigration and the same case with people coming to America, even illegally, they want to do Better.

Speaker 2:          01:23:06       That's why they're coming here. They're not coming here because they want to start crying and they, most of them are coming here because they want opportunities with guns. I totally agree. I want a shotgun so badly when I needed a double barrel. Like I want a shotgun and uM, I've shot a lot of guns should, especially with the daily show. I've done chuck jones for the daily shot. Got tori.

Speaker 5:          01:23:26       Yeah. I was going to be telling jokes, going to have to learn how to fucking clear room and defend yourself. Okay. All right. Now this is a thompson machine gun discipline. Very important for the dailies. Cheryl,

Speaker 2:          01:23:38       a 50 caliber sniper busters. 50 calibers are ridiculous. Dude, I will show you a video after this. Actually, maybe this hasn't really even aired because it was part of a pilot that I did that did. I did a pilot for comedy central when I left the daily show. It was an anti travel show called displaced. Sucks.

Speaker 5:          01:24:00       Didn't go through. I'll send it to you. Great idea. Just the con

Speaker 2:          01:24:04       dude. It's the fucking funny. You know what they said? Well, I mean, everybody said it was too mean. It's fucking hilarious. I go, we stayed in Kansas city. I go, hey everybody. My name's al madrigal. I'm in Kansas city. I'm going to tell you why this place sucks.

Speaker 5:          01:24:18       Just shit all over it and it to just do that online. Oh yeah. I should just put them out. Soy diet is a great idea for all things comedy. why don't you just like buy our main idea? I totally just, you own the idea, my idea. Oh my god, that's a great idea. so the idea, like as soon as you set it up, you know, someone says an idea in a light bulb goes off a real idea, and I do it in san francisco when I do it at san francisco is fucking filthy.

Speaker 2:          01:24:41       It is one of the dirtiest cities I've ever been in my entire life. And also it's like filled with rich douche bags now because of the internet. Boom. And then all this tech boom and the poor people are getting moved out. There's so much stuff to make fun of. So anyway, I'm paid fun of aI. went to this place, omb, guns and I shot machine guns, handguns, like a shot, everything. And then for the daily show I went and I drove a tank. I got to drive tanks. I was doing this chieftain tanks that I was driving. I got to run over to saturn's in a tank. Really fucking awesome. How do you drive a tank? Like What do you, what do you, you know? Yeah, it's levers and there's a. So um, yeah, you could watch and there was this hot chick that they had that was working there that was on it with me and at the same place I got to fire machine guns.

Speaker 2:          01:25:33       But I feel like when it comes to automatic weapons and a 50 caliber sniper buster and all that shit, I don't understand why you need to own that. I liked shooting it. I'll go shoot that stuff again. I really enjoyed it. And you can see me shoot that 50 caliber thing, like there was a shockwave, like your, your head flies, but you couldn't watch my arms and the skin on my arms ripple after I fucking. Because I wore a sleeveless shirt. Shoot It. Boom. Wow. And uh, I enjoyed it. I liked shooting that shit. I want the shotgun to defend my house when everything goes to hell. I'll be approximate zombie apocalypse and nice shotgun. I want just somebody to here get the fuck away from the door. You know, I have by my bed right now. Hammers, hammer. I have a hammer like bill makes it thinks it's the craziest thing.

Speaker 2:          01:26:31       Like you keep it by your bed. I keep a hammer under my bed. Like I'm going to fucking get up and close contact. Like hammering somebody with death. Yeah. It seems like you've thought it through, like really, really like on a surface level. I have a magnum flashlight and high flat magnum flashlight. Yeah. Peter, that always kIlls me. That people think they're going to club somebody with flashlight. No, no. I want to. I'm a flashlight in one hand. So lined him and then fucking run in and my hammer. why not a real weapon? I want a real one. I got knives. I have all closed. Contacted me. Never got a gun on my wife second. Oh, one of them. Yup. I'll get one. I'm working on her. She's good. She gets it. Yeah. We've got to do as a false flag in the house. Hire some friends of brick in. Oh yeah, that's a good idea.

Speaker 2:          01:27:21       Not false flag. The dick cheney of households. Oh zero. Um, yeah. I want the gun badly. But I feel like with an ak 47 and maybe people can write like only bad things have happened with people. You know a district is responsible gun owners. But you look at dylan roof and you look at columbine, you look at all these people getting shot up everywhere and seeing the hook. Like I don't want that to happen. I don't want my kids. I was walking away. I was safe. You put your guns in a safe. Why do you need an ak 47? Don't you don't need an ak 47. I'm saying to have all the handgun, but the thing is like, who should be able to decide who gets what. That's where it gets weird. yeah. And what about silencers to. Well, here's the thing in, in europe, silencers are thought of as a polite thing because we're over in America worried about shooting people.

Speaker 2:          01:28:16       They're worrying about noise. So like if you have a, what they call suppressor, that suppressor, like if you're hunting, you would hunt with a suppressor on because you don't want to blow your fucking ears. Man. I'll put the links out to these two pieces that I did a daily show spots. I'll do the one. If you go to my thing that twitter, uh, I'll, uh, I'll put it on. I'll send them to you. That when I drove a tank and fired all those guns. And then I did a silencer piece as well. And the guy was saying he wanted to protect kids ears with the silencers. And that's what Donald Trump is saying. Kids. And I'm worried. the reality is though, and this is true, I know a lot of friends that are hunters that shot guns as kids and they're fucked up now. They're ears are a mess. They the. They should,

Speaker 3:          01:29:02       but they didn't when they were younger because they didn't know any better. See, 20 years ago people didn't know that you were going to do permanent damage to your ears. They didn't. You didn't need. Never heard about it. Like these people just shotguns, but I think also the uNfortunate reality now is that you Could have somebody walking around undetected shooting, shooting people in a college and you could call it why I did, I was on kcrw and walking around the Santa monica campus and I really did think I'm like, okay, who's the shooter Coast water? And then it shouldn't be a thought that. No, it shouldn't. Yeah. I mean it's a mental health issue when he was like the only person that's capable of doing that as a person who's sick. Yeah. You know, and that's the other thing that doesn't come up when you're talking about mass shootings is whenever you hear about it, the news, nobody makes the correlation, the inescapable correlation between psychoactive drugs and mass shootings because there's a lot of fucking mass shooters, like almost all of them that are either on pharmaceutical drugs like ssri disassociative drugs or they're getting off of um, anti psychotic drugs.

Speaker 3:          01:30:11       There's what can be done is you're like, there is no common ground. We started having people make. We live in this country where you should be able to do whatever you want and hAve whatever you want. But then who gets to decide who gets crushed in what guns? Well, Texas has sort of taken the idea that just everyBody has a gun, a well armed society is a polite society. Well, my ron white all of a sudden, and then teachers should have guns in the classroom. And bulletproof helmets, full vests. Jesus, ak, 47 is right there, right there. Put down the truck. I don't know man. It sucks yet. Think about it. There's no easy solution. Yeah, well it just, every time. one of those things happens, everybody buckles down and wants to take away guns and try to figure out legislation and I just feel like the root of the problem is not the tools that people are using.

Speaker 3:          01:31:04       It's the fact that someone's willing to use those tools, the fact that someone is willing to do that, the fact that those guns are more accessible is a genuine issue. But I think we can all agree that no one came for the guns. Uh, obama, every single obama's coming for the guns will. Do you know why he knows deanna, right? Because the nra is too strong. The lobbies too strong, they, they've spent a shitload of money and continue to spend a shitload of money to make sure they protect the second amendment rights. So you're saying if they will, if not for the nra, dash a hundred percent have taken all the guns, they would have definitely done something similar to what Australia did. Australia essentially made gun ownership very, very, very difficult. They took away guns. They, they enact a very strict laws and they had like one mass shooting at a long time ago.

Speaker 3:          01:31:50       Had a big mass shooting a long time ago. That's the thing. That's the only habit is like these big mass shootings, you know, when you see. But Australia has the same amount of people's California and it's the size of the United States. Yeah. They just, I just saw the thing. There was a map comparisons until your mind is like, it's the exact same says yeah, it's crazy and people are spread way spread out and it's the same amount of people's los angeles and it's in this giant ass fucking country. So when you think about being able to take people's guns in Australia, it's different. The culture is different. The, the idea of independence is different over there. we have a different attitude over here. yeah. I just don't want to. um, yeah. When you have little kids again. Yeah. Your changes, you know, or just like, I don't want ever.

Speaker 3:          01:32:35       Why worry about them growing up in a society where a teacher does have to think about wearing a fucking helmet. Of course, of course. I mean nobody wants to think that. I don't know what the solution is, but the solution. Look, getting the guns away from the people. There's more guns than there are human beings in America and they're not. They're not going to stop making guns. No good business guns of the problem. I really don't. I mean, I support gun ownership. I really do. I don't think that's the issue. I think the issue is that we saw in France and nice that some crazy fucking take a car and kill 100 people by plowing over pizza and just started stabbing people to get out of the car and just fucking start stabbing folks. There's, there's ways that people lose their fucking minds and do horrible things to people and the ways are not things you have to take away.

Speaker 3:          01:33:24       You have to figure out a way and not take away all hammers. No, I don't know what the solution is, but I don't think anybody does. But I think what you're getting at with the mental health stuff is there. I'm not opposed to there being a screening process and seeing if you have a history of violence. Of course. Yeah. And, uh, if you are show up on a terrorist watch list and that's where I think the nra goes overboard, like if you're on a fucking terrorist watch list, who doesn't agree with that? Well, the only problem with thAt is who gets to decide who's on the terrorist watch list because there was people that were um, from uh, the green party that were put on terrorist watch list after nine slash 11 because they were anti war protesters and they were put on no fly list.

Speaker 3:          01:34:06       There was a lot of weird shit that happened where people were put on lists because they pissed off the wrong people. And you know, in 2001 it was way easier to do something like that, but it is to go to buy a gun and then they say, I'm sure he can purchase his weapon because you're on that list. And then you go to a gun show that's part of the problem. You go to a gun show and you can buy a gun far easier in Kansas city trying to tighten that down though. Kansas, Kansas, you can go and correct me If I'm wrong, it didn't choke up. This place sucks. What am I still go to Kansas and then you can get a gun with. No, you don't. You can just an id Kansas id and get it in maybe like five minutes. Zero traIn. It's nothing.

Speaker 3:          01:34:51       Just you get it right away. You don't have to have a background check. Nothing. So is that true? Yes. Was that like when you did in 2014? I did this Piece yet. But you can look at it. Can we, can we check the gun laws? Kansas? No background check. No background check. I'm pretty certain. So why wouldn't you have to disclose in Kansas? Listening to this guy he does with his grandma, he walks into this place and he goes, uh, I can't. The guy says I caN't buy the gun, but she can like that he buys these four guns or something. Kills a bunch of people. So federal law requires federallY licensed firearms dealers but not private sellers to initiate a background check on the purchase purchaser prior to sale a firearm. As a result, concealed weapons license holders in Kansas are exempt from the federal background check requirement.

Speaker 3:          01:35:41       Yeah, that's crazy. No training, no background check hold on. A second. Concealed weapons license holders like you have to have a concealed weapons license, which is difficult to acquire and it's not easy to get a concealed weapons license unless they have a different law, theIr background checks and cans, concealed weapon, but I think concealed weapons is like the hardest thing to get is a concealed carry. Federal law provides states with the options of serving as state. Kansas has no law requiring firearms dealers to initiate background checks prior to transferring a firearm. As a result in Kansas, firearms dealers must initiate the backgrouNd check required by federal law, bY contacting the fbi directly. Kansas is not a point of contact state, huh? So they have to contact the fbi. A federal law does not require dealers to conduct a background check of a firearm. Purchaser presents a state permit to purchase or possess firearms.

Speaker 3:          01:36:35       It meets certain conditions. So it seems like tHere's definitely some wiggle room. Yeah, yeah, for sure. And then you know, that's an area is talking about these gun shows where you can just go gobble up a bunch of firearms and that he can bring them into. That's what they just transport them across state lines and it's one of those things like many human issues where there's not a whole lot of like clear paths. It's like there's so many guns. You're never going to take them all away from people. And should you take them all away from him? Like if a guy like you as a gun, I don't feel like danger a threat unless you get in one of your god damn tirade. He might maybe have another best example

Speaker 5:          01:37:11       that hack fucking stealing. So

Speaker 3:          01:37:19       did you hear that? Bit like a. Not a bid. The video. Carlos min sia was on joey diaz a show saying that he thought about bringing a gun around, going to the comedy store and shooting people and he was carrying a gun in his car. Like, no way, I'm crazy while there maybe you shouldn't have a gun. That'S where I started thinking about Ohio, which brings me back and then started thinking about, you know, I look at redfin, trulia. I would go to, oh, I'm living out there and you live in Ohio was weird. Checking out. I was in Ohio recently. It's weird. Really? Yeah. Everybody talks about how great it is. I think the resort is great. Oh yeah. We did an airbnb out there in Ohio

Speaker 2:          01:37:56       was like, eh, that's true. Not feeling would have been nice restaurants. What about when you get out to like cdot? Oh, that's fucking beautiful. That's like one percent or that's like $12,000,000 house territory. That's really a saudi arabian. Sheik has a beautiful rich people found a good spot. Yeah, they really did have. I liked that. Santa barbara. I liked it. See any as I like to go up the coast to verbally looks this. You want to go look at deck kane? Bria, where's that? That's in the middle of California. It's Just a coastal town. There's a place called avalon beach. It's all. It gets into like san louis obispo county, a random middle of people haven't. It's a little bit too far to drive. It'll take like three and a half hours at la. Little town. Walked to the coffee place with the dogs. My buddy john hackleman lives in san luis obispo, who's a chocolate.

Speaker 2:          01:38:49       So I'm a karate training. I would say accounts probably with a chocolate down. Did you really didn't know him or anything? I just knew that fuckIng guy. What is this? Tambria is pretty. Yeah, just the one. Oh, yep. Yeah, that's pretty. It looks quiet. But uh, san luis obispo for fucking great. There's no one there. It's just the college and it's real quiet. morro bay is also another big rock and then you can just go fish. You can do a bunch of shit like that. So that's again, I'm, I am so high strung and I do feel like I'm prone to like I can't be walking around telling dads at my school to fuck off and do that. I told one guy to go find go, you're a fucking asshole. You know what happened? You're just re. He's a fucking dick to my son. The dad was, dad was, he was a basketball coach and I saw him.

Speaker 2:          01:39:45       I go, hey, real asshole, you know that. Well, and uh, because no dad's talked to each other like that, and I call this guy an asshole and I felt bad. I can feel fucking band. I don't want to do it, but I did it. And he's a dick and everybody knows he's a fucking dick in your coach. Hey, coach at a school. Yeah. Is it still there or is it done and he's done. He's done. Yeah. well, it's a lot of people that can't let the stress of being a comic. Right. It's one kras trust. Imagine the stress of dealing with hormonally active seventeen-year-old every fucking year. New ones coming in. Just chaos younger team now. Not even that. Just being an asshole to an 11 year old. Oh, well, he's a piece of shit. Yeah, exactly. Yeah. Well there's a lot of fucking stress and raIsing people and teaching kids and dealing with the problems that kids present. You know, a lot of people that just. Here's another thing that's going on today. People think that they can have a kid and then have careers too, and everyone's having a career at the mom has a career that data as a career, but he has a career and when you're watching the kid who's paying attention to the kid. I went to a party and I've talked

Speaker 7:          01:40:54       about this in the podcast before. This one little kid was just running around hitting everybody and do it. The parents are inside drinking there in the party drinking and the kids out there with the other kids and then finally the guy comes down to apologize. I'm sorry. He's a good kid. He's not a good kid. like he's hit three kids. Yeah, yeah, yeah. I told them when he, what the kid did, he goes, he never did that. I go, I saw him do that. Watch your son being and the guys, like I said, I'm sorry. I'm like, oh my god, I want to kill you. Do you understand? I want to grab your neck and choke the life out of you. I'm containing mySelf. You fucking cunt. Yes. So I get into putting those seeds. Yeah, but I keep it cool. I keep it called magic.

Speaker 7:          01:41:27       How do you do it? I don't know if i. Because I practice murder on a daily basis. oh my god. I just murdered a punching bag or run up hills. I get it out of my system. Birch just told me this story about you exercising sets come a un tate and that guy with his shirt off that was trying to get into your hotel room. Oh yeah. And I would've fucking. I don't know what I would've done if I'm not going to, you know, that's the other thIng. It's like I would just put it, that guy wound up being unconscious tape, put them to sleep to choke them unconscious. But it was nice to him. He could have taken his life. That guy was a real piece of shit. He was a big giant dude. He was like six foot six and he was a bully and he thought because he was so tall, he thought that people were scared of him, but you know he fucked with the wrong guy in tate.

Speaker 7:          01:42:20       First of all, a guy who's been arrested, been around bad people his whole life, been in numerous treat. fights was a professIonal fighter, was on the ultimate fighter, was a black belt In jujitsu, mean everything was wrong and tate was trying to be calm with the guy and the way tate handled it like he it. They fought in a hotel lobby right in front of the elevator and the guy was pounded on his door saying, you're in my fucking room. I think I was just a cunt. And a tape was like, no, look, my key works here. It's definitely my room. And he shuts the door and he was, hey, fucking faggot. you think you can get away with shutting this fucking door? Who was open this fucking door? Told you in my room and then we all went outside. It was me and eddie, bravo and tate.

Speaker 7:          01:43:03       We're looking at this guy and we're lookIng at his friend and we're trying to figure out how we're going to do this like this. This has to be dealt with. Like, this is not a guy that's going to go away. He was a big drunk dumb guy and tate decides the way to handle it is, um, you know, there's a bunch of words being exchanged. So tate decides he, uh, he kicks the guy in a legs in the leg and then he grabs them and pulls him on top of him. So the guy like literally has no idea, like why? So he kicks his leg, grabs them and pulls them on top of them and pulls them into what's called the guard, you know, like in jujitsu and then wraps them up and something called an omoplata, which is a shoulder lock. So he throws, I mean, this is all instantaneous kick pole throws his shoulder over them.

Speaker 7:          01:43:50       Then the security guard show up, the security guard show up and they go, hey, hey, hey, what the fuck is going on? And I go, relax. I go, everything's gonna. Be fine. He's just going to choke him to sleep and they got the security guard goes. Joe rogan, joe rogan. Holy shit, man. What are you doing here while I said this, like he's just gonna choke him asleep. Take goes. All right. I guess I'm going to choke them asleep now. I mean this is all happening. Within seconds. Tate sinks in a rear naked choke on this guy and just squeezes them unconscious, gets off of them. Doesn't hurt the guy at all. It doesn't hit him all. He does kick his leg out from under him. Take them down, choke them unconscious. The guy, his friend picks his friend up. I and I go get your fucking friend and get sober him up and get him out of here.

Speaker 7:          01:44:34       And he's lucky. Nothing happened and he's like, sorry man, my friends, piece of shit. I'm sorry. his friend picks his friend up. the guys like delirious. They push them in an elevator elevator door closes. He disappears from life. Never seen him again. That's it. The end of it. I'd take pictures with the fucking security guards there smiling like it was fine. It goes a drunk asshole. Just think we should call the cops. I go, no, I go, that guy's humiliated. Like unless he comes back, he comes back, he's going to get fucked up, but right now everything's fine. Don't call the cops. So they laughing and everyone's laughing. We took a couple pictures together, went back in the room, went and got some dinner and we were laughing.

Speaker 2:          01:45:10       Yeah. But when that dad is in your face at the party, that exercise that come, uh, is, is, that's again, that's the thing that I struggled with when mike costa is onstage and I'm being completely honest. Like again, this is how I feel and it's just somebody that takes over and I'm like, I can't help but say, hey, your son is hitting that guy. Like, this is not cool. This is not okay. Parents don't want their kids and their kids are just compLete asshole. Well, they go to parties and they drink and they leave the kIds outside and this parents, these particular parents, they don't watch the kid ever. They. This is like what they're famous for apparently in their group that just don't watch this kid. They just, they don't want to be parents. They became parents in their forties. They didn't

Speaker 7:          01:45:56       really planned it out that I don't know if the parents get along. I dunno. I dunno how we put the whole thing looks like a disaster and the kids a little monster and they just are not. They're not disciplining him, paying attention and like he literally went out and talked to the kid and there was some commotion going on. Were people complaining about the kid hitting somebody? He talked to the kid and then he high fived him and then the kid went back to doing it again. I mean literally he went back inside to drink. The kid went back outside again. So at the end of the night when this guy apologized to me like it, if the kid was doing it all, now I go, hey man, your kid is really aggressive. And he's like, I'm sorry. I'm sorry about the kid I go, your kid is really aggressive with no, he's a good kid. I go, don't look. He hit, he hit three people. I saw him hit people, I saw them push a kid and call him a loser. I go, he's fucking six and he's doing this. He goes, that never happened.

Speaker 7:          01:46:45       You know, I had to understand consequences. This is why I bite my tongue. I understand like the, the actual consequences of, of smacking this guy and his fucking mouth, which is what I wanted to do, you know? Of course, if there was no consequences to doing anything and I didn't think of him as a person. I didn't think of him as a guy who just never raised the kid before, hasn't really thought about it. Well, has a big career, probably busy all the time. Wife's busy all the time. Just not doing a good job raising a little monster, you know, drinking to try to drown out the facts. Who knows why, you know, drinking because he doesn't like being married, drinking because he doesn't like being a dad. Drinking because he doesn't like being sober. Who knows? I don't know. I don't know the guy, but in that moment when he's looking at me and going, that never happened. I just did just to the fucking sheer ignorance and incompetence and irresponsibility was just so infuriating because I've watched my kids, like I've watched them, I talk to them, I communicate with them. I know I didn't have a good childhood, so for me it's important to be a good dad and spend as much time as I can. Communicate, explaining shit, talk to them, treating them like I'm not just their dad, but also I'm their friend and I care about them.

Speaker 2:          01:47:53       My wife is a first grade teacher and she's become a educational therapists right now, so I'm like living with just the master at consequences. Like if you don't eat in our house or decide you don't like broccoli, nothing else is coming. Good kitchen is closed and that's when people create monsters. When they cater to them so much. That's okay. Let me in and that's where you like your kid only eats fucking rice. I have a friend who and he keeps feeding this fucking kid sugar. This kid just eats nothing but sugar all day because he doesn't need. He doesn't eat. I go, what do you mean he doesn't eat? He's always eating cookies because he won't eat his food.

Speaker 7:          01:48:30       I got to feed him something. I go, no, dude, you got to tell them you can't eat the cookies. You've got food. You've got actual food. This fucking kid is just eating nothing but candy. I mean it's. It's bananas. He's always got a soda in his hand. Oh

Speaker 2:          01:48:43       good. He's six. He's fucking six and he's drinking a full coke or you go over the house. The kid has a root beer. We sell these kids. We were on a flight and a saudis to parents sit in first class and then come back and check. We didn't know what was going on and coach. They put three next to each other and coach some motherfuckers I know. Crazy. Right? And then everybody else has to do with their kid. They gave each of them my pants. Right. And then they waitress, the waitress or the stewardess comes by and she looks at these three kids and looks around for who they're with and the one that will have the kids. I'm telling eight is the oldest one, a maybe six and four. Three just in a row. Jesus christ, the oldest one goes three sprites, sprites. This is a red eye, is an overnight flight.

Speaker 2:          01:49:38       They're on ipads, like just animals just don't stop trying to win something. And then, um, my wife were sort of laughing at first, but everybody in our family wants to go to sleep. They already exhausted from being out all day. I've never is a while ago. I'll never be on this flight again. No red eyes for me. This horrible, horrible, ruined for days, two days afterwards. You're fucked. Yeah. Tried to do anything in your power to avoid a read. I also try to do everything in your power to avoid. I'm looking at if you can fly nonstop, that's 100 percent. Yep. So they get in a fight after a while, start fighting because they're all hopped up on sugar and they were staring at the screen and fucking so then they started fighting and I think the mom or the dad hears or somebody has to tap them to get up and me and my wife was like, this is not okay.

Speaker 2:          01:50:39       Nothing was said because again, we just want to monitor on business. Ideally, again, ideally everyone minds their own business. This is a new world though. This world of electronic babysitters and the world of putting the kids and coach and you go into first class, like ignoring kids and it's these career people. There's a lot of people that look, they their career requires all their time. They justified by go look, someone's gotta make the money in this household so we can keep up this lifestyle. And so they're out there fucking grinding all day and then the kids are just, what do I do? It be me full circle to my dad passing away. He's at every single weekend and this is why I bought that fj 62 lane cruiser because every single weekend we went on a little family trip and I looked at myself and we'd go on family vacations and stuff, but the amount of time that my family really spent together like a mom and a dad, like he would take us to yosemite.

Speaker 2:          01:51:35       He would take us up the coast of mendocino, we'd go to marin or stinson beach and all these places, even in golden gate park. Like he would just take us places, little adventures, you know. And so I feel like we need to, I get caught up in work working because it just nonstop and I got to take a step back and really spend as much time as I possibly can. So after that happened, and this is june, so almost a year ago, just really tried trim back. I go to every single volleyball game. I go to every practice I possibly can, you know, and just force yourself to say this is not, it doesn't matter that much because you look at all these deathbed. That's what I started looking at all these deathbed regrets. Those are a bunch of lists that are out there. Jesus, too much time spent at work.

Speaker 2:          01:52:26       yeah. not enough time spent with people that I love, you know, and look at all these things and it's like, fuck it, I'm not having any of these regrets. So that's What I'm thinking. I started looking at the real estate and trying to look at getting away, you know, just really check it out. And that's what I'm trying to hustle and make as much money as I and kids who are in a house. Where are you going to go? That's what I'm checking into. That's what I know a lot about cambridge. That's a big sur or one of those places I could go up there and you're, you're away and just live on the coast and then be able to come back. Like if I get an acting gig, I love acting. I like, I really enjoy it. I love writing too. I was luckily had some success recently as a comedy writer and um, it's one of the cbs people I was trying to match up with the latino show runner and two years ago they go, no, no, that's, that's you, you're going to be that guy.

Speaker 2:          01:53:23       There aren't really any, but we're grooming you to be that. And I wrote too big scripts and then that business background, I have the ability to do that. I like, I like working with people and I think I could staff up and do all that shit so I could see myself splitting my time, keeping my little house in la and then having a place in cambria or santa barbara and just fucking go back and forth. Santa barbara is easy. It's only an hour, hour and 10 just living on the beach and have a blue heeler be able to sit back and watch the ocean. Just calm yourself, calm yourself, you know. And that's what, again, fucking ari shaffir said that when he was walking on a beach and he needed to walk to a restaurant, 40 minutes, that he had this feeling in his head that oh, I need to be doing something right now and that he needed to curb that and he needed to just watch the waves.

Speaker 2:          01:54:21       Yeah. That was it. Not think about. And that's what I have is the problem I have is I have a. When you try to meditate, people have said there's a river of 20,000 thoughts that you get just nonstop. And I've been waking up every single night at 2:00 in the morning every night, almost. Not every night, but four or five nights a week. Why different reasons to think about thoughts just and then just thinking about stuff nonstop. Well, let's just see what you're saying to me. Two different contradictory things. You're saying that you want peace and you want calm and then you're saying you want to start running shows and then you're saying you want to start having multiple careers. I want to be able to work on coming into town. Do a gig, right? You caN't be a show runner. Work on a thing for like you sAid, the show that I'm on is 10 episodes and we worked on that for five months and then I wanted to do nothing else.

Speaker 2:          01:55:23       Right. But you know that when you work on a show, you're working 16 hour days. Like if you want to be a show runner for a successful show that the amount of time that's required to actually make something take off sure was massive. We you have to manage a bunch of different people and expectations and. but it's a. It's a portion of your year, so it'd be like working seasonal work almost secret. You just. That's It for me. That's the ideal version. Has to act on a show that has a episode order and then go back to santa barbara and then do nothing, saw a bad idea and then come back and be able to just control your own work is really what I want to do. You need to financial freedom to be able to do that and then those shows pay really well. So I'm just trying to map out and I don't have the answer. I'm thinking, and this is certainly not something I'm doing right now, but again, when you work seasonally and then you can really take some time to just hang out and read on a deck and make dinner and that's your go shop for an individual meal every day. Go and fish and do shit like that.

Speaker 7:          01:56:32       yeah. You seem like you're longing for this. I'm idealistic view of peace and quiet while pursuing chaos. Yeah, they're very contradictory. You understand what I'm saying?

Speaker 2:          01:56:44       Totally will. ThiS is something that I promised myself I was going to bust my ass until I was 50 and I'm 48. I'm about to turn 46 and then just take it as it comes when realistically as she just take it as it comes right now and not now. I hustle really hard. You know? I have 10 things going on.

Speaker 7:          01:57:06       Yeah. It's a weird balancing act trying to figure out, figure out how to manage your life for ultimate happiness and then sometimes like that the real ultimate happiness comes after you've had struggle. Like you only really appreciate sunlight if you get a lot of rain, like we don't have. Like I went to prince of wales island in Alaska for six days once and we were up there camping. It's fuckiNg miserable pouring rain every day. But when I came back to la, God damn, I was happy. The sunlight felt so good. I mean it felt like the sunlight's out there right now. It doesn't feel like shit. I get mY car, god, it's hot. I drive off. I don't appreciate it, but when I came back from Alaska I really fucking appreciate it and I feel like some amount of the peace and quiet that we seek and we enjoy. You're only gonna. Appreciate it. If you struggle like you're only going to appreciate like real relaxation feet up out the beach if you've been busting your ass.

Speaker 2:          01:58:02       For me, What I think a tremendous amount of calm comes from is, and this is, I don't know, you can tell me is just financial freedom. like I don't have a house payment hanging over my head and I don't have all this stuff that I'm just worried about and I, I tend to worry a lot about that stuff. That's why I worked my ass off. Like I really want to just. And I'm over complicating my life, but I am and, and david really big. You see me? I'm Like, I'm a happy guy, but I just, when we waken up in the middle of the night at 2:00 in the morning thinking about all the shit that you have to do, you had to pare some stuff. Yeah, there's that for sure. When you're a financially free,

Speaker 7:          01:58:45       it removes a gigantic burden. I remember my first development deal. That was the first thing I felt. I got a development deal way back in the nineties and the first thing that happened, they sent me thIs big fat check and all of a sudden I felt lighter. Like, like something. Like I took a backpack off, filled with rocks. Like ugh. Now I knew that I could paY my bills for the foreseeable future. I was going to be able to pay my bills for the next, like more than a year if I wanted to do nothing, sit back for a year and live the way I'm living, I'd have no problem paying my bills. And uh, it was a very tangible feeling like, okay, now that I have this momentum, I've got to keep this going because I don't ever want to go back to that feeling of not being able to pay my bills because that's the real struggle. The real struggle is like financial independence. Once You become financially independent, then there's levels to it, you know, like you want to have one of those monosito houses or have a fucking private jet or you want to get crazier and crazier and crazier. You're just so overly confident.

Speaker 2:          01:59:43       That's like the assistant thing. Exactly. That's kind of. So I feel like this level right here. So I'm living in the house that I want to live in. I'm not, I'm never moving and we're good to, in terms of the la sort of raising my kids house like a, we're in a great little place. I love it. I live in pasadena second. There's the wildlife in your yard. You send me pictures of deer in your yard. Exactly. There's deer, coyotes, bobcats jumped out behind me the other day. Jesus. Yeah. It was running as bears and in the past dean happened to people's pools only in the black neighborhooD. So yes. Black bears too weird. It totally. And so what they. I'm, I'm, I'm cool. I don't want, I don't need to fly private. I don't need to. I'm sure that's nice. I have no aspirations.

Speaker 2:          02:00:36       I again, I just want to live comfortably, but once you fly in first class, it's difficult to go sit by the bathroom in between two other people like, you know, so there's certain luxuries that I want to be able to afford. But again, I just want to chill out, hang out in the backyard and have a drink with my wife and fucking have people over and barbecue. That's it. That's all after you totally do that. That's, that's very peaceful and that's a great tHing. And then also getting satisfaction out of creating stuff and making stuff and working at the same time. And even if it's shit that I'm this guy that I bought this house from the left knee as table saw and all a bunch of wood furniture. What are you doing? Are you making furniture? I'm not doing anything with it. Are you thinking about doing something like thinking about like, I got, use this stuff. We know how to use a table. Saw. No, we'll learn. Don't cut your fucking face. Never know.

Speaker 7:          02:01:34       Sure.

Speaker 2:          02:01:36       Now I'm gonna make. Um,

