Speaker 1:          00:00:02       Three, two, one.

Speaker 3:          01:33:45       I was driving down the New Jersey turnpike in college. I was working for like a fireplace company. We're on the turnpike in the summer, like August. No air conditioning in the truck sitting there. The whole area air was orange. It was

Speaker 5:          01:34:01       orange. Just coming out of those smokes. I was like, if I ever get cancer, this is the day. This is the day it happened. Oh, I remember these places you would go by where it just stunk. Here's the thing. My parents, and this is not just factories, it's also farms. They say like one of the biggest producers of methane pollution and the country is the, the cattle industry. And when I used to, my parents used to live in Pennsylvania. They used to live. Where the fuck were they? Outside of Wilksberry? I forget the name of the town. It was in nowhere. Pennsylvania. Right. So you have to drive through what, when you think of Pennsylvania, think of Philadelphia or Pittsburgh, but there's a lot between where you're just going 30 miles an hour. So you know, slam into a deer. Some method of deers darden onto the highway and like what in the fuck kind of places this, it might be. My parents had deer in the yard every day. They hated deer. Deer like roses and like

Speaker 4:          01:34:58       get those county fucking animals. Yeah. And um, anyway, uh, when you would drive down there, you would go past these farms and the smell was so bad you could not believe that people could live there. The smell, because it was in the summer when I was visiting them. It would smell like shit all the time I'm sure. But it was hot too. Yeah. So it was hot, funky shit smell. And it was everywhere. It was just the air you are breathing was shit. Particle air 100 percent. I drove past a, the Hormel factory in the summer ones. Oh my God. First of all, there's a whole bunch of pigs and stuff. You're behind these trucks on the way there. And then it was like, where are they going? And then you just see in the next giant Hormel plant, the smell in the summertime. All. But we have so many faces to feed.

Speaker 4:          01:35:48       Yeah, there are so many mouths. There's so many beings walking around right now getting hungry. Right? They're all getting hungry and they've all got to be fed. So it's like, what's the, what's the solution to a good question. They're all hungry, they're going to get hungry and another three hours going to crap it out, and then they're going to eat again. We are the zombies, the zombies running around needing to feed constantly and if you want to be able to pull into that Wendy's, drive through and get that double cheeseburger at 1:00 in the morning, someone's got to pay. I mean you can go to the Wendy's drive through at 1:00 AM and almost instantly get a cheeseburger beef right away. Yeah, ground animal sandwich. You don't have to feed in, have to shoot him. You don't have to cut it up, you have to grind it, you don't have to cook it, you don't have to find a button right in your face, right in your face.

Speaker 4:          01:36:37       And it cost like what? Four bucks or something. It's nothing. And then boom, you're full and then you're on your merry way. So weird and it's millions. Billions of people are doing that belief and that's the only way you can have a city. You can't have a city where everybody's growing things. None of food. No Way. How could you feel like if if people were eating meat in particular candidate vegetables, could you imagine if New York City had to be self sustaining? Oh, please. I was looking just for a, a, a farm to table steakhouse in New York. They don't have, they don't have that. Nobody can provide the grass fed beef to one rest in one New York restaurant is going to go through so much meat in one night. You can't do it. God Damn just one restaurant when you go there. Like I only go there once or twice a year, but every time I go there and go, oh yeah, I forgot. Oh crazy. This place is like, this doesn't make any sense. I was looking at the map yesterday. It was looking at um, lyme disease centers as lyme disease is God damn scary. And there's a lyme disease map. And the lyme disease map is fascinating because it's like a giant percentage of it is like Massachusetts, New York, the east coast, east coast, just overwhelmed with wellmed. I know so many people that got it. Another thing was weird. It's like shape of New York. I was looking at it. How is on

Speaker 2:          01:37:56       that up there? New York and long island is this thing like, well, how come you guys don't have more than one state? This is a bunch of different states. You gotta yeah. You put a lot of stuff together. Like New York State is definitely not New York. Yeah. New York state might as well be Kentucky. Absolutely. Might as well. Totally different. It's like going in Alabama. There's some spots like when you drive into buffalo or something like that. We like, okay, where the fuck am I? Right. Like Buffalo, good luck. You might as well be in West Virginia as wellbeing. Rural, North Carolina. Oh, mile away from how people are in the West village. There's like you have your cities, you know you have Albany, Buffalo, you have syracuse, but you don't. Those are so different. Do you live in New York? I lived in new Rochelle in new Rochelle, like right outside the city.

Speaker 2:          01:38:46       It's like I know where it is. Or the bronx rather. Yeah. I lived in New York for a long time. It's um, it's just a weird shape that it's all that stuff up there as New York to Long Island and Manhattan and Brooklyn and New York state. When I was a kid, uh, when I was coming up as a standup, I would uh, like the first Gig I ever got in New York. I was so nervous. I couldn't believe I was doing a show in New York and it was a New York state room so I had to drive up through western Massachusetts to get into New York. But I was like so proud of myself that I did a show in New York. Not even the city, not even close just, but it was like, it made me feel like, okay, I can do comedy in New York. Look at that big deal, look at that.

Speaker 2:          01:39:34       Crazy. So white plains, he see that in the lower right hand corner. That's where I used to live. Right outside of that because I used to play pool in white plains. I'd executive billiards if you go like see where the Y is in New Jersey on yonkers. Yeah, that why right there, that's about, that's about where I grew up. Dude. Look at that. Fucking look at the size of that thing. It's a beautiful state. The adirondacks. You ever gone through the adirondacks goes all the way through to the top of Vermont? Yeah. Well it's New York. What do you want? But isn't that insane? Like what? An enormous, enormous state. Yeah, it takes Vermont, Massachusetts, Connecticut. Wow. Look at the catskill mountains were custom motto used to train Mike Tyson. That's right. And there's Ithaca. There's roam a Rome, New York. Because where it worked, that's where I worked. I worked in UTICA. In utica. Yep. What'd you do there? I did stand up there and I had to drive from Massachusetts that Massachusetts Ninety, I think them 90 was the Massachusetts turnpike and then it turned into New York state. Yeah. Look at the, uh, I've done gigs in Rochester, Buffalo, Saratoga Springs. There's a new club there. I hear, you know what I used to hear all the time when I was a kid to the Capsi. No, I'm not the catskills, but what was one that's in Pennsylvania?

Speaker 4:          01:40:55       The poconos. Poconos. The mount airy lodge. Yeah. You always heard about people going to the poison that were dirty dancing took place? No, that was cat skills. Poconos is like the champagne tub for the mount airy lodge. They had that ad on TV and the catskills was like where the comics would go. Yeah. Yeah. That's where like those Roman type do. That's right. Wow. Yeah. She'll manage. If you can go back in time and watch some of that. They used to play Buddy Hackett hotels, little bungalows, little trailer home like it was. Everybody from New York dumped up there for the weekends and then the entertainers would come and they would just. You do it was like Manhattan to do a whole bunch of gigs a night. That is the Poconos. This is an Arrow through a heart. Also the mount airy lodge couples resorts. All couples resorts in the catskills.

Speaker 4:          01:41:47       Poconos, Poconos. A sexy. That's where you go. Well, yeah. That one hit that one up. Yeah, that was in the ad. That was in the ad when I was a kid. We didn't for a kiss. He's got a girl floating in a pool. You that. Oh, heart-shaped baths. I with one of those weird roof's destroyed. You pretend like you're fucking. Oh, it's all destroyed. The abandoned Poconos. There was so much banging their. Yeah. That's the champagne one. Look, it's a champagne glass and you make love to you lady. How do you get in there? You got to take an elevator. You get them having sex with each other to get the champagne glass. Let's go through. The broker knows and we'll go to Egypt room. Oh, you serious?

Speaker 4:          01:42:38       Can you really get the Egypt? There's a waiting list, but I know a guy. She's got her shoes off to take her from behind. He sneaking up behind her. I got you a new coat from Lord and Taylor and that's a. that's a fuck position. You only going to stay like that with someone you're banging. See? Because if you were a that was a buddy of yours and you were sitting in his lap like that. People walked in, they'd be like, Hey, what the fuck's going on? We're just watching the game. It's just how we caught her. Stay warm and preserved body. Why your feet off a while you have your shoes off. My bare feet on. Are you going to climb me up to that glass or just look at it? You have to throw her up there. If you want to bang her way.

Speaker 4:          01:43:18       She lets you mount airy law. You gotta thrower over your arm, like throw over your shoulder and then you have to climb stuff gently. Layer down champaign. Oh, it's so terrible that there's another, a couple of different couples in the Egypt, Rome. So I'll let you know. You are not the first people to fuck in this room. This, this African American couples been fucking in this room before you. Oh yeah, that's what. What do you think happens there? What do you think happens there? That's where people go to get there. Fuck off. Fucking basically naked pants on. That's like playgirl 1975. Gave

Speaker 2:          01:43:52       Handy and he said thanks. And she just is really sensitive because she's on her period and they got some room service. Look at this. This guy's hanging from the edge that's going to break. It's going to be like when I'm rob, dry deck videos with a champagne glass going to come down, crushed his skull. She's going to fall. She's going to be paralyzed from the neck down. He's going to be dead and it'll all be on security camera that the Russians have captured through wikileaks. There's no part of looking at the two people in the champagne glass. That makes you think that would be a good idea. How about this old guy to get my fuck on down here.

Speaker 2:          01:44:26       Who needs a lady? I'm by myself. I'm in the glass. I had to make a decision. I can only follow one pair of glasses. So I went with the prescription sunglasses. I don't give a fuck. I don't like to look at it. The daytime to those some fluorescent lights at bad for your brain. Louis, trust me that bad for your brain. My guy's a good guy. Nobody knew what was good for you, buddy did it really did to go to school to find out whether or not you should eat cigarettes. A toast to pride. Gay dudes getting that bathtub. Gay dudes have been banging. Everyone bangs in that glass smell. Bleach bleach. Looking at her puts. Why you have clothes on hooker? I'm by myself in a full full one bottle babies. It's like more like a so depressing. People are so bored.

Speaker 2:          01:45:14       Oh God. Can't you stay home and read a book or just take a nap. Do you get your daughter was taking dancing lessons for Patrick swayze. He's got that fucking Silky mullet and he's dancing and moving across the floor and you know guy does that unless he wants to. Fuck. Fucking guys are. He's fucking your daughter. That's why dance is so good. Hips around wants to let you know. This is how it fuck you. Fuck you to the spinning around. Also style type polyester pants. Do you remember Saturday night fever? You remember when it came out where everybody wanted to go dancing? Yeah, I was a little kid, but I remember all of a sudden everyone was dressing like them. What year did Saturday night fever? [inaudible]? Seventy seven. Was it? Yeah, so it was 10 years ago and I remember people just would go dancing all the time.

Speaker 2:          01:46:08       It's true. And they were wearing like old open shirts. My aunts were living with us at the time. I moved from New Jersey or Florida where the fuck they were at the time. I think they, uh, they, they move with us around that same time. When I was 10 I went dancing where they finance. Yeah, they were nice looking at this. Here it is, yeah. Oh Jesus. Oh Yeah, look at that shirt. Open shirt hair because it never had hair like that. What a great album. It's amazing. The bgs, the beaches were incredible. Credible. We should, we could play some of it on the podcast who can sing like that. You had to cigarettes on cigarette smoking. They were playing records and it was all about going out and everybody would go dancing

Speaker 4:          01:46:50       and occasionally knife fights and that girl accidentally got their product in. She was cute, but she wasn't as hot as the other girl when she dropped the condoms and it was like, what were those? Yeah, I didn't know what happened and he's looking at A. I can't believe how good she is. You want to give me lessons. Next thing you know, they're bang and she's not from his side of the tracks. She shouldn't be with them and you know, he's kind of flawed, but he's got this special something and he could dance. He could really dance. Tony, you can really. You think so? Yeah. You could really dance time. They just wanted to dance. No one does that anymore. I don't know, just hadn't love songs. There were so many love songs. The Seventies. Just life in general was different. Yeah. Came out of the Vietnam War and stuff.

Speaker 4:          01:47:39       He just want it to just chill out and love a little bit. Whereas we're getting overwhelmed with data and information. This becomes more and more ridiculous. You look at like making a movie exactly like this today and you could make one of those like step on up dance movies, but those movies are stupid. La La land, but I don't know what that is. That's the one that almost won the award. It was a big hit this year and it was a musical and there's a lot of dancing. Well, did you see it? I did. How dare you live with girls? The theater queens. We weren't in the theater. We were watching it at home. I've got the screener and my kids wanted to see it. I didn't really enjoy it. Will you listen? It's an anomaly. I was fighting a raccoon and while they were watching it I was fighting a raccoon in the face.

Speaker 4:          01:48:28       Oh Wow. That's a rough night. But it was this, but it was kind of this. It was kind of dancing and la, la, la. What I'm saying is this is a dumb movie and if you want to make this dumb, Louis today wouldn't be so interesting. It will be silly. You'd be like, this is so silly, but now the people we know more about how people are, you know, it's just different and we've seen a lot of stuff so things can't be so a shitty. Yeah. I was watching everything. I saw someone had a thing for a speed buggy. Remember that cartoon speed buggy? No, I don't. It was like a. It was like a cartoon when we were in the buggy speed button, remember? Yeah, and it had the guy with the goggles and they would do this little theme song and who would go speed buggy, look at this and they'd go speed buggy, and then speed buggy goes, that's me. Wait a minute. Does that have anything to do with scooby doo or they just thieves. Probably the same people. Exactly like the Scooby Doo people. Yeah. That's that Scooby Doo. Instead of the car is Scooby Doo. Shaggy, redheaded guy and those. That's the other two people that really hanging out with scooby Doo and the cheerleader. We're in the same clothes. Yeah. Look, that's a fight crimes and they find out who the bad guys are.

Speaker 2:          01:49:48       Oh, the gorilla almost gets it. Like see that guy in the back? That's the jock and the girl in the front. Yep. That's like Veronica. It was so simple. Like, you wouldn't make this now because I'll Gilligan's island speed buggy. That's me. Could you make Gilligan's island without people banging a fuck with believe that he's telling me the only one that's banging his Thurston Howell and his wife. They're the only ones who are banging. The only ones that are married, lovey. Nobody else has even kissing. Nobody. The sailor, the fucking. The skipper and Gilligan. Don't. They have bunk beds? They have a bunk hammocks. Is that the most obvious gay couple ever get over here. Little Buddy. Look at this. We'll get have to fucking smoking hot girls and then there's the two camps. Like which camp are you? You kept ginger or you can't marry in like a regular girl. Look, I could take fishing like the girl next door. Yeah, she looks sexy. Girl. That looks good on the red carpet. I'm more ginger type. I'd rather live in penalty hills and the professor was like the intelligent one and he wasn't that smart. We didn't get to bang either. Nobody gets to bang. Nobody. Bang. The professor wasn't intelligent. Not really. It was like 70 science. Well, what did they know back then? Right now he's like, look, I found a bird. You can tell by its wings.

Speaker 2:          01:51:13       He's not concerned that stupid and bold it like birds or pray like they get eaten constantly. Does that burden have any instincts? If you eat it, it's probably poisoned. This was a hit, a hit. He's runaway hit. He's rehabbing this bird. I think if I remember correctly, Gilligan's island was on for far less time than we think. Oh really? Yeah. I believe that. I don't think it did a few seasons. How many seasons if you. Yes, I loved it when I was a child. Where are we seeing it in reruns for sure. 60 seven. 60 four slash 67. See, it's only a three year. A show for years. How many episodes? 30 episodes. That's crazy. I guess it's four years. If they did a full season for each year. That is pretty short. That's crazy. How many episodes was it? Say I'm trying to find out. Might have been 30 per season.

Speaker 2:          01:52:06       Really? That's a lot. That's a lot. It's a lot of storylines usual. Usually. Usually it's 22 because you would get 13. That would be your big order and then you would get the back nine. This was the olden times. Well, this is real old and times where they didn't get paid. So Gilgamesh skipper and everybody, they got fucked, played these things. They're playing them somewhere now, so whoever owns them, they own it forever and you don't get. You don't get residuals. Wow. Poor Gilligan. They paved the way though. A lot of shitty shows, but they're still make like goofy shows. You know? It's interesting like the other kids shows that the kids get raised on like these Disney shows and stuff there. As

Speaker 4:          01:52:46       goofy as all this stuff in the seventies. Some of them are funny man. Yeah, Dude. I watch dog with a blog with my kids. It's called dog with a blog and I think it's canceled. It's canceled now and they're all bummed out for new episodes to watch a funny show. Good writing. Like it makes me laugh. I've laughed. It's silly. You know, there's, there's something to that classic rhythm of giving you jokes. Yeah. Yeah. They're, they're, they're traditional sitcoms is what's it comes worse. Multi camera and just joke, joke, joke, joke, joke. Yeah. Which is good. If their jokes are good. Yeah, it is good. If the jokes are good. Yeah. I don't watch them anymore now. Well they don't really. The only ones are the ones on a cbs like big bang and they're the only ones who still do it. Yeah. They're the only ones that really doesn't do it anymore.

Speaker 4:          01:53:35       Now they're all single. Cam NBC like the Carmichael show. Is that one? How's that? True. How do they do, do they do okay. They're still on and it got renewed for another season. So I mean that's at least what they're looking for. Probably. It's. Well, I'm sure some people still enjoy it if we're talking about it right now, you know they do work if they're funny. And there's funny characters. That's a pure. It's more jokes than the single cameras. A lot of work. You have done one. You did one right now. I ended up. Well you didn't have a sitcom. You had six episodes. Yeah. What was it? It's called come to papa, come to papa. And uh, it was just like a little song. NBC. Yeah, man, they kill them. It was really quick. I'm glad I did it, but I would never do it again.

Speaker 4:          01:54:19       You wouldn't know why work. Yeah. It's so much work. It's a great thing to do if you want to be an actor, but if you want to do standup as well, no way. Not especially not in the beginning because in the beginning it's ruthless. It's like 12 hour days every day. You're always tired and you're not even writing on it. You're just acting in. But you. The only good thing is sometimes you have time during the day, like you might have a couple hours break during the day. You might even be able to go to the gym. You might be able to, like, if you know you're not in like four scenes in a row, they'll tell you like, hey, you know, we don't need you until noon. You can bust out of that. Sometimes you can bust out. Right. But that's not often. But you'd be able to write a little bit.

Speaker 4:          01:54:57       Maybe it's, yeah. You know, and the guys who are in it and write on it, then forget it, and then you're when all the actors go home, then you go start going to work in the writer's room. I never forget. I had lunch with Ray Romano when ray was, when he was just starting to do. Everybody loves Raymond and I was me and him and Kevin James and we're at Jerry's Deli and all Ray Romano. He's obsessed with his show. He's like, well, how about if I had the guy? He comes in here, he walks in the door and that's a. that's how we set up the scene. Like he just feels like the reason why that show had become that monster hit, that it was like he was a great comic who is obsessed with every fiber of his being making this a really good show. Yeah. That's probably a really, really to this day, underrated show.

Speaker 2:          01:55:44       Everybody loves Raymond. A great family show. Great show. So funny. He's a funny dude too. He is funny. I worked with him in Queens, New York at Jimmy's comedy. Allie, do you ever know that place is? Never heard of it? I never, never there. It was an old bowling alley that they converted to a comedy club. Great spot. Was it? It was a great spot. It was a great spot and I. I was the Middle Act and he was the headliner x Ray Romano and I remember like sitting back after the show was after I did my car wash and go, God damn, this guy's a good joke. Right? So smooth and it's timing. And I ran into him at stand up New York, same thing. I thought I did well and then ray walked in and went on and I was like, oh boy. So good. He was freely so smooth.

Speaker 2:          01:56:30       He was talking theater. He was talking about somebody actually saw another guy steal his joke and I was so upset. I just joke about a movie theaters as you go with your guy friends and there's always the. I'm not a homo seat going off about the insecurity of men. They don't want to sit next to each other, but everyone's a hard schedule though. Well, how long were you doing it? That was five years. Five years? Yeah. I did it for five seasons. That's, that's good. That's a good run. Uh, yeah, I guess. Yeah. Yeah. I mean it was good. It was an interesting thing to do. We did 90, I think 98 or 99 episodes. It was weird, man. It's a lot of work. Yeah. Yeah. But no, it was an awesome thing to do. Yeah. But I think that today, like as back then, that's all there was.

Speaker 2:          01:57:22       There was no reality shows. There was no anything else. There was a few dramas like cop shows and shit. There were multiple nights of all comedies. Thursday night was like all sitcoms on NBC. That was like the big lineup. Yeah, right. Yeah. What do they have on Thursday night tv? So I don't know. I have no idea they have. And uh, I know is not watch any of that stuff as law and order NBC. Yes. What the fuck is with people? Why are we so obsessed with people getting caught murdering people? I don't know. I know someone was saying that, uh, like there's another podcast that just came out that's really probably all about murders. It's just people love murder. I'm sure. I know. I don't get that. They love mysteries. Mystery. What's going to happen? Is it going to get caught? Willie Mack, you know, there's a podcast. It's out now specifically about the mystery of where's Richard Simmons? Oh, that's my podcast. It's called come to papa, but it's really about Richard Simmons and back to come to papa. I'll be in Syracuse, May 14th, 15th, and now Richard Seguin of where I am. Whereas Richard Simmons. Is that a real thing? Oh yeah. It's a real pocket. Like they can talk to multiple days about that forever. They can talk to the end of the time. They're gay. If you're gay and you're on adderall and you talk about Richard Simmons, you could probably keep going, keep going, keep going. And he was amazing. Pioneer. Okay.

Speaker 5:          01:58:42       Give him some fucking respect to the left. He's a goddamn pioneer, but do something about that here. Sarah. Sir. That's why people love murder. I was not, I don't like murder. I don't like hospital shows, I don't like. My wife was addicted to a autopsy shows when she was pregnant, what it kicked in and she couldn't stop watching autopsy shows on Hbo Guy. Yeah, I think that was it. Michael Baton would catch people in the weirdest ways. Yeah. Ooh, weird. There was one guy who had. He had a. He was a doctor and you have this woman and he kept her body in his house and you bring in crates and crates a perfume and you had douse her decaying body with perfume and he had fast and some sort of a hole near where her abdomen was. When it rotted away, he put something. He put something there, said he manufacturer where he could stick his dick into it.

Speaker 5:          01:59:36       It put a put a mask on her and you know, they. They were trying to figure out where the body had gone. This guy had taken the body and brought it to his house. It was so intense. It was so intense. I'm like, ah, because I remember thinking like, wow, this guy wanted this woman so bad that once she died he couldn't help himself. He had to like keep her body. Now I have her, now she's with me. This is what I've always needed. Let me just keep covering her up with perfume and he would get rock hard and climb on top of her rotting bag of bones and meat and stick his dick anywhere. She's just, he's probably at like a surgical mask on. She's like stinking of rotten meat and perfume. I would much rather watch Bob's burgers. Yeah. I got a little graphic folks.

Speaker 5:          02:00:19       You got really into it and it was disturbing. Well, I just see this is why these shows are popular because it like, you know, man, I don't even watch that anymore. Me Describing that and putting that visual image to everybody's mind is nothing like watching and getting that visual image. It's so much more innocent and less guilty. It's worse because now you made us a part of it because we had to picture painted ourselves. You've got to know those people were real though. You know, you do have to know those nurse one's always freaked me out. Find some nurses, killed 50 people. You're like, what? Had just quietly quietly poisoning people. These people are doing so good. Tom. Papa. I just have a tooth. Big. We're going to have to amputate. What? Wait. Hold on. This nurse crap. I mean that power rush must get from doing crazy shit like that. There was an autopsy. Shows are fucking weird. Man was a weird compelling fascination that had happened to her while she was pregnant was like this weird, like definitely like something physical and mental was happening. We start getting nervous about your environment. How safe are we? What's cool, what? What are people capable of? You want to know what everything is and you see ice tea kicking in the door to some house and it's a woman gagged special victims unit. I'm here.

Speaker 2:          02:01:41       Body check out. My new album dropped Monday. Bombbomb. She'd never done it. Bombbomb, take them away. They get them in the end always because it's law and order. Bomb bomb. It's not law and hopefully we have order. We enforce the law with ice t bomp, bomp and Richard Belzer Belzer what a weird career battles or two calls ago, and a rapper they just go from. It's important comic of his time, New York and then palm palm for them for the last 30, just reading stale lines. Thirty years. Like how many years was he on that show? Yeah, I think. I think maybe you think that's where the body is so weird. Probably like. I bet he was on that show for 15 years. The Bom Bom. That's crazy, but I guess that paycheck is just want to go to giggles and Saugus no guy. I'm not going to have a weekend. Some drunk asshole is going to heckle you over there.

Speaker 2:          02:02:45       Pizza? No, I'm done with that. You'd have the sunglasses on and just that attitude. Harris? No. Do you remember that? Yeah. When you live in New York and you work in New York, you can live in Paris. That's like a far away. It's five hours flight. It's like it's coming here. Yeah, it isn't coming here. Just kind of go through customs. New York's in the middle and so like Johnny Depp lived in Paris for awhile. I wouldn't work. I did it. No is he started hammering people, hammering them. I don't know. I go on vacations and I'm like, go to like some foreign country and you're like, this is so great. And it's like after a couple of days, like I got to get back to the states. Yeah. I don't understand people like I'm moving to Costa Rica. Fuck it. No, you're doing what right? No, no, no, no, no, no, no.

Speaker 2:          02:03:30       You visit their vacation. Yeah. What are you doing? Why would you move there? I want to go live. Their coastal work is amazing, Bro. It is amazing. It's amazing. When you visit, what if you live there? You would go, oh, you have to bribe the cops. You've got, oh, this is a toll. I wasn't. I was in Costa Rica on vacation with my fucking kids. Dude. I'm walking my kids on the beach and this guy goes, hey man, do you want weed? Do you want coke? What do you want? No girls. I'm like, Hey, listen buddy. Come on man. I'm here, I want all those things, but I don't want to right now they don't ever real police force fire forest running waters. Intermittent, no Gimme convenience. One time it was in Mexico and I was at this resort and they had these like electric golf carts.

Speaker 2:          02:04:12       You can take the carts out of the resort to go to a like a the local town and so we left the resort and went to the local town and maybe a block outside of the resort. There was a full on military compound. I mean full on with dudes standing there fully armed in a jeep, an armored jeep with a like a bulletproof face to face. They like ducked down while they're driving so they don't get shot. And I'm watching this and I'm like, what in the hell on the street realized, Oh, this is to protect the resort. Oh my God. Oh course. It changed my entire feeling of what I was doing before. I was like, Hey, we're relaxing on the beach or Jamaica. We're going to have some Mai Tai's and kick back and look sad and it's so beautiful. I love Mexico. I don't want everybody thinks is dangerous. Then there's guys with machine guns and if they're not there, we're all dead. Oh, you're fucked. You're fucked. Because of the people from the town. We'll just go, why do they have so much? And we don't. There's so

Speaker 4:          02:05:23       they're so poor and then you're bringing in all these people with a lot of money. Yeah. Scary. Yeah, it was, it was in A. I just went to Dominican Republic and they're like, uh. I said, where do you stay in Puntacana? That's where I was doing the show and they're like, that's the only place to stay. And I was like, isn't that bad? And as I'm landing I'm like, just look up to make it. Like someone was doing a live, a facebook live thing, like in a studio and some guy walked in and just shot him in the middle of it. That was like happening as I'm like nervously trying to find my guide to bring me to the resort. It's always just on the outskirts of these places. Yeah. Well that was going on. Acapulco. Remember our member during the drug war when it was at its worst.

Speaker 4:          02:06:10       Oh yeah. Mexican drug war was going on down there and Aco Poco. A bunch of people got shot like tourists and shit. She's now. It's serious stuff. My parents went to Mexico when I was a boy and brought back a shirt that's was a Mexican guy and his sombreros said Aco Poco and his bow tie said gold. Oh, that was my cool shirt. Tim. Tom. Papa knows where the good weed. My. Yeah. They would grow weed and Aco Poco. They're called Acapulco gold. Acapulco gold. That was the shit. Yeah, man. Remember that? I got the shirt. I never had any of that stuff mean I didn't smoke weed. I bet it wasn't that great. Now, compared to this science we had no, no way. No Way. God Damn Wizards. Yeah. I get uncomfortable in those places. I uh, I always wanted to be like the cool photo journalists who kind of hangs out with the people and there's doesn't worry and just goes to their house and has a meal.

Speaker 4:          02:07:02       But I'm totally on guard and nervous when I'm in places like that, especially with my family. Well, if you're in a real poor area and you, you know, you're a bunch of wealthy white people that are fucking vacation. Yeah. It's weird because the area needs it because it provides, you know, like your revenue comes in and it helps them and it gives people that live their jobs. It's again, like we were talking about going outside of Albany, you just drive two hours outside of Albany, like where the fuck am I? It's the same thing. Yeah. But probably more extreme. Right, exactly. Because there's not as many cops. Yeah. Right. Yeah. Yeah. And being a cop is a different thing. If everybody's corrupt right now. Narcos. Yeah. Woo Hoo. God down 10 sat down. That's a good show. Narcos is scared. Pablo Escobar lived a fucking crazy life.

Speaker 4:          02:07:54       Crazy late with his pot belly. How did he do that? It's amazing how far some people get with insane behavior. It really is amazing, isn't it? Whoa. That guy was just completely like, no, I'm going to make this work. This is how my head works, man. He was blown up government buildings and airplanes. Scary. Built his own jail, put himself in a jail and partying. They're bringing them bitches and playing pool and handing out cash to the people. He was a hero. Then afterwards he's like, you know what? I'm tired of being this fucking place. Murdered a guy in the jail. Lead them to hit in the head with a bat. Yeah, and then he's like, ah, fuck this place it just getting out. I'm believing was a little sneakers so crazy running down the path, but this is all real things. It's insane when you think how far that is from how you live your life.

Speaker 4:          02:08:45       You know what I mean so far away and it just happened. Yeah, it's happening right now. Some. Some new guy's on his way working up the ladder. How about when Sean Penn went down and met El Chapo? Took that fucking picture with him. Yeah, it was like, how crazy is Sean Penn? Was there ever. Was there ever an article about that? Like was there ever like an interview with him and he wrote it? Sean Penn wrote it. I never read it. I read it. I remember the. I remember the thing going down, but I'm just my weird. It was weird. It was like, I don't understand like what he was trying to do, like why he decided to do that. Look at that fucking picture. That picture is insane. Dude. Why did he do it? Because he's crazy. So wild man. Sean Penn is a wild man. I mean he really is.

Speaker 4:          02:09:28       You have to be to do this. I had one opinion of him before that I had a different opinion of him after this. This guy, he actually did that. He actually went there into the woods. Right? Then they put a hood over him or a blindfold and remember how it all happened. But there was some girl who was friends with El Chapo. El Chapo was probably Dick Dicker way the same way. Same Way. Pablo Escobar quarter shorter. So El Chapo was probably stuff in that girl too and he's like, I want you to give me Sean Penn. Right? You're exactly right. That's exactly what happened. I don't know. I don't know if he'll do it. He'll do it. He'll do it. He'll do it. Give me jump back. I went that boyfRiend colors get get healed from fast times at ridgemont high. He'll understand the good part of drugs and that's right.

Speaker 4:          02:10:17       He was in colors using colors. Ama nightmare. Walked in. Psychopaths talking ice tea. It goes full circle. We're back to it again. I did a show last night for a charity show and a common was on the show. The rapper turned. Now he's a big time actor, writer and poet. What a ppo. Yeah, he's a poet. Slow your roll son. He's a is because you make shit, ryan. I'm published. He's a. He's a. He's a positive force. That guy. He is a. He's a good one for sure. That's nice. Yeah, it was really. I was impressed. The world needs more poets. Tom. Papa it. Sure. It does not really. Let me count the ways. Poetry. Boy, that's one thing. You better be good. You better be good. You're right, and even if you are half the people are gonna hate it. It's like a comic. It's like, oh yeah, you're bad.

Speaker 4:          02:11:03       It's really bad. Even if you're good, have you going to hate it? You're just going to be a certain amount of people that hate you no matter what. You can do your best shit ever and some people could say like, you'll get like four tweets in a row about a special fucking amazing, amazing, very disappointed. I was going to be people that hate everything in your audience of people who are coming to see who's coming to see you. There's going to be a couple of people like and there's also people that you're never going to make happy no matter what. No. Is it just twats? It's just they just suck. It's such a fun word. Great word. God is a good one. They let us say it on the tv. You can say on tv, right? You could say twat. I bet you think you could say if a girl says it, my mom's a twat or mom's a twat.

Speaker 4:          02:11:47       My swat swat. If a girl said, looking at twat, you should really think about not doing it. I know one girl says, look, my twat, you go, whoa. It's a twat your, what do you call it? Dang it. Dang it. I was banging. This girl wants, you know, back in the design when I was 20 and she was the first girl to ever call her pussy cunt. I want you to fuck me in my car. I was like, whoa. Hello. This girl is crazy. She was one of those nether regions girls. She was like the wildings, you know how the wild were in the game? A game of thrones, you know those people that lived out in the land between the kingdoms, right. She lived in Connecticut, which is my mat. That's where the wild things live and those weird New York and Massachusetts, Connecticut or some shit like that.

