Speaker 1:          00:00:01       Here we go, four, three, two, one.

Speaker 2:          01:30:42       Discipline. It's important or this nonsense, but I think my point is that if you give people flexibility, it usually improves adherence. Right? And you're talking about from your point of view, coaching people. Right? And what I would like to see is I would like to see a diet that's protein and calorie controlled study, protein calorie controlled. If anybody knows of one that has done this, let me know. Protein and calorie controlled and then let people self select higher carb, higher fat. What do you prefer? Let them self select and see how well they do. And I bet you would see improvements in adherence in both groups.

Speaker 3:          01:31:17       Dom, you were going to. Well, I think a diet strategy that controls your appetite and does not have your appetite controlling you. Uh, which I think is accomplished with a ketogenetic diet. That's also one that's a well formulated. One that's controls, you know, that has fiber and adequate protein. A is a strategy that allows you to be far less fixated on food, uh, because you're not as hungry and you can decrease your meal frequency. So if there's, I know there's people out there that are busy people, ceos of companies, uh, students or whatever, uh, that simply do not have time to prepare and eat a meals too when they get hungry. So by reducing meal frequency you can increase your productivity and I think you're kind of coaching your body to be a better fat burning. I think there's definitely benefits. So when you are on a ketogenic diet, you are storing more fat but you are burning more fat.

Speaker 3:          01:32:17       So think about your adipose tissue as little bags which have fat coming into them and fat leaving them and the fat oxidation pathways or elevated. And when I eat a ton of fat at night before I go to bed, I am like some people carb load. I'm like fat loading at night and I'm pulling off those fat stores during the day through my adolescence. Uh, I think about it like that. So instead of just, you know, carbing up at nighttime and I tend to, I would wake up hungry, I would probably dump insulin and then wake up with a hypoglycemic cravings in the middle of the night if I did that time restricted eating a, yeah. Like today, like I'm fasting and, and most days that I want to be as productive as possible. I will not have my first meal which will be typically a ketogenic meal around 4:00 PM.

Speaker 3:          01:33:03       And what time to eat at night? Uh, I will start, I'll do a small meal like at work and then I'll eat my big meal at about 7:00, maybe 7:00 and then snack throughout the night and maybe eat within, you know, I started eating at 4:00 PM and I finished eating and about 10:00 PM. So you basically start eating at the end of your day. Yeah. So, and that's very liberating for me. So. And I didn't even know this was possible, but that's like back 10 years ago, I didn't know it was possible to have that amount of control over my appetite and actually feel as lucid and as energetic and be able to, you know, uh, get with lane and do deadlifts with him and actually maintain my, my performance and my strength in the gym. I don't feel like I'm an outlier either.

Speaker 2:          01:33:48       I think it's possible. So I think that anecdotes are good because anecdotes calls us to look at things. But I can tell you like, um, so for example, I usually four times a day, uh, and I protein right now I'm in a gaining phase, so I'm trying to purposely gain weight. Hopefully some lean body mass. I'm coming back from an injury. So trying to regain some weight, lean body mass. I'm eating about 400 to 450 grams of carbohydrate today. Um, there were times when I'll go seven, eight hours, I won't eat and I don't really get hungry. So, I mean, there's 16 hours. Uh, I don't. Uh, I dunno, I dunno, but I don't think I would. I go some some nights I'll sleep and I'll wake up and I'll go 12 slash 13 hours, like I'll go in sometimes and, and I don't usually get hungry now, but again, that's just think that is just a, well, if you look at some of the things that all disagree with or are the idea that insulin has these big fluctuations and you become hypoglycemic and that causes over feeding. In some people that's the case, but most people, if they're eating a, especially with a higher protein diet, that doesn't usually happen. I want

Speaker 3:          01:34:55       to add that the population, most people are

Speaker 4:          01:34:57       not bodybuilders and the population of, of people that lean mostly communicates with our on the border of being metabolically elite and also have a very high carb tolerance. If you're a bodybuilder with a large amount of lean body mass, you are pretty much metabolically set up to be a very, have a high carb tolerance so that the general population is not like that. So let's talk about Clark polaroids because I, that's one thing that will disagree on. I don't think that people are more, uh, less carb tolerant. I think that people have sought slower and faster metabolic rates. So if you have a faster metabolic rate, you'll be more tolerant by default because you could just tolerate more calories. I agree with. But in a bodybuilder that's 220 pounds on average, on average. Yep. Now, if you look at somebody who's on a ketogenic diet, they're actually by definition of carb tolerance, there are carbohydrate intolerant because if you challenge them with a Bolus of glucose, when they click, they can't clear it.

Speaker 4:          01:35:55       So, but that, that doesn't, that's just because what they're adapted to. Right. But there are fat adapted. Yeah. Great. Great. So I actually, uh, the first experimental biology we ever went to, this is why, you know, even scientists get this shit so wrong sometimes because again, they get so in their echo chamber, they don't bother to look outside of it going to the gym when we first met and went lane stopped and had a huge meal, which to me, I was like, you feel like doing or we're going to stop and eat pizza for I go squat. It's a real heavy fatty meal. Visit the bathroom about five times. But you know, I didn't, I forgot, I think I did eat, but it was very abnormal for me to go eat a meal heavy meal on the way that Jim, holly's like you, she, she hates training, fed.

Speaker 4:          01:36:36       She wants to be fast and she feels better that way. But that's the individual differences, right? That's the individual differences. Part of it. Part of it may be you're just adapted to that as well and what you're used to. So maybe a psychological thing, but some people may just do better that we're blood is diverted to your digestive system and processes and that's less blood for the muscle. So you're, you're expending energy to digest breakdown. Then similarly is that there has been pretty debunked. Really? Yeah. But something happened. I mean it's just a fundamental. You've got a logical concept that you are diverting blood resource to, to a particular job of a scientist is to question even those theories we hold most to be true. Neil degrasse Tyson says, yeah, but it, it's. So I think a small meal actually it can be beneficial, but it's not like you're using Mongo hydrates during the meal.

Speaker 4:          01:37:28       You're not using the product. And how has it been debunked that they see that performance isn't worse and that you don't like is the performance specifically. There's not a limitation of blood flow because you've eaten something to the muscle. There's not a limitation of blood flow to the muscle. Um, but again, some people just do better if they're faster or have small meals. Again, it may be a psychological thing, but I like to feel like I've had a lot of food and I'm fully fueled for a long training session, but some people will feel kind of training. No, like if you're doing something like squats in a very controlled, but if you were doing something like it might be different. Yeah, if you were doing Jujitsu, but I don't know, you would probably throw up. Maybe. I don't know. I, I did it very briefly.

Speaker 4:          01:38:13       Awesome sport. Like I did it very briefly, informally. Also really can't have a big meal and then go train and get fucked up. I'd probably have gone to the bathroom every few minutes. I can't work on a grant. I can't. I'm not supposed to talk about guns, but mean if I go to the range and it's supposed to have guns. My. Let's talk about guns. When you talk. We talked a lot before. My groups are tighter, I can better control and if I go in in a fed state, I'm just not as focused as that. My vision, my vision is not as acute in the right after a big meal as if I'm fast at 16 hours, but this is, this is the hard thing with anecdote because we can't tease out whether or not that's. That is an actual physiological thing or whether you just feel better and you think you'll do better so you do better because the brain is unbelievably powerful.

Speaker 4:          01:38:57       There was a study and um, I may butcher it because I can't remember it exactly, but they took people who had legit allergy problems and they gave them a sugar pill and they said this will improve your allergies. It should not have done anything. Over half the people reported their symptoms got better and 30 percent actually physiologically got better because their brain was telling them get better. Like it's pretty crazy. So that's part of probably the best diet for you might be the Diet you can stick to and just feel real positive about. Right. Because you feel like this might be someone what's going on with a lot of this low carb stuff that people say they feel so fantastic because there's some sort of a placebo effect that's possible. I think part of it is too is that's why animals studies are given me more confidence when I can look at rats or mice on a ketogenic diet and see and objectable, you know, objective increase or decrease in a parameter.

Speaker 4:          01:39:53       Then I gained confidence. But here's the thing. I'm not saying that that's a bad thing. If you feel good about it, that's great, but just don't try to get on twitter and tell everybody all you're going to gain fat in a deficit because you're eating carbs right up. If you go to a witch doctor and you really believe it might actually help you, yes. One of the, one of the number one characteristics of cancer survivors is that they're actually. They have a belief in God. They believe that they're going to make it through that. Now, some people cause or effect. Some people will argue religious people will argue, well, they believe in God and so God is helping them. The other argument to that is they believe that they are going to make it through there and so they have a moral, a better likelihood of doing it, so your brain is believe in the ketogenic diet and believe in God and I think that's a great thing and that day they have remarkable. I believe that you know, well, I, I, I'm a person of faith, but I also believe that if you have faith in the methodology to the patients

Speaker 3:          01:40:54       that have communicated with me that actually believed that this approach is gonna work and then they reached that actual therapeutic state of ketogenetic diet have results that kind of defy what you would expect scientifically. So I believe it's working physiologically and also psychologically there is immuno psycho therapy, right? Or immunology. So our brain can actually control many different physiological processes including our immune system and that that is something that's under appreciated and under studied and that really needs to be studied in terms of eating a large meal before training. Surely your body has to use up some of the resources to digest. You don't think that it's blood flow to the muscle.

Speaker 2:          01:41:39       Well, it's been debunked. They show that the blood flow to the muscle is not limiting. If you've had a meal before you train. Okay. Now the thing is, but some people don't like that. It's a very individual thing. It probably, it may be a psychological thing with me. I'm not, I'm not. I understand that I'm an idiot like everybody else out there, right? So I'm subject to bias and a psychological influence like anybody else, but I just used that to my advantage. If I feel good about it, why would I not do it? Now, if you train in the morning, do you do that? Like heading to the gym first thing in the morning? Holly tries to stop me because then I usually end up going to the bathroom for like five times, but um, I'll eat a little bit less in the morning if I'm, if I'm going to go straight in and train.

Speaker 2:          01:42:26       Uh, but one of the things that, that going back that so many scientists miss is that context, like most people miss context, but scientists, even ms dot context. So the first experimental biology study or first experimental biology symposium we ever went to, there was a poster where they fed people a ketogenic diet or they fed them a high carb diet and then at the end of six weeks they challenged them with 100 grams of glucose and looked how long it took for them to clear that glucose. The ketogenic diet people would have been worse than type two diabetics at clearing glucose. Okay? Whereas people eating a high carb diet cleared it just fine. Right now if you, if you just looked at these numbers as Dr. Oh my God, you're diabetic. No, that's what they were adapted to and I challenged the person with the poster I said, and he, for all you kidogenic diet people who hate me on twitter, I defend the Akita, didn't it? When it is time to be defended, I said to the girl, if you had fed a high fat meal to these people, you would have seen the same thing in reverse. If you would have fed a high fat meals, people who are out of the ketogenic diet and then a high carb diet, you would have seen really elevated triglycerides, ldl cholesterol, ldl cholesterol, Calabar, Crohn's, and people who were carpet acted because it wasn't being cleared because that's not what you're adapted to. But people miss that whole context is a

Speaker 3:          01:43:48       good analogy in his book. That book where if you have a, a, a factory, military factory that's making planes and then it has to switch over to making a ship's right, so you, it takes a lot of time to change sort of all the processes that take place. Uh, and the same thing as sort of happening. I mean, you're giving your body a different fuel source. So it has to ramp up the enzymatic machinery, the pathways, the regulatory pathways and the transporters even to basically use those fuels. Yeah. And the misunderstanding of that, or at least an ignorance as one of the more frustrating things online when I hear like nonsense people, these Internet air quote experts talking about the negative aspects of the key to genic dye that they tried it and they felt weak. Like, what do you mean you tried it, you tried it for a day.

Speaker 3:          01:44:36       Do you try it for three days? You got it for a month. Like, get the fuck Outta here. You can. Yeah. It's important. Like when, when you review a study and um, I think you have a study in your book actually that shows in the gym. You basically say the key to genic diet can hurt your performance in the gym. So, and you reference a race walking study where I think they did the key to genic diet for like three weeks or something like that. So, uh, I think we came back around and said that it's probably fine once you're adapted to it, once you're adapted to it, what's the time period we're talking about? For me, I did not feel myself after it took me about three to four months. But then you've got to realize that there's a learning curve to doing the Ketogenic Diet.

Speaker 3:          01:45:17       Right. So if I go back to my notes, uh, I mean my performance in the gym and just general wellbeing took about three to four months. Do you use an app to a child or anything? I did a my fitness pal and stuff, but I just know I'm a creature of habit so we basically just buy the same food all the time and I can, I measure things on scales and stuff just as a scientist so I can look at some powder on a scale and do 250 milligrams or minus, you know, 10, 10 milligram. So I, I've measured things out to where I can look at a plate and basically give you. The macro is pretty tight and that's, I don't know if you do that or have you ever done Quito for long periods of time? I've done it before. Yeah. And he hasn't been Keto adapted though.

Speaker 3:          01:46:00       I would argue that the ketones in my life, but I just wanted to do it for about eight weeks. So you could argue that I didn't do it long enough, but my thing is like, all my blood markers are healthy. Um, I didn't see. So I did Quito at maintenance and I didn't see really much improvement in anything. Everything kind of stayed the same. Now. What, what different energy when, when was this, what year was this? Would've been probably after my bodybuilding show before I got back into powerlifting. So it would have been some in like 2012. Did you like post about it? And so I want to go back because I didn't, I didn't want to really like get the wrath of anybody on me at the time trying it. Now I'm old and can take a rest. I just don't care that much anymore. But um, I didn't live performance. Didn't go down that in the first few weeks it did. But then it was fine.

Speaker 2:          01:46:50       I just like the flexibility of having some carbs. Yeah. I liked having that flexibility because if you it popcorn, I remember. Yes I do. If you know popcorn is great though because they see as higher protein and higher fiber. But you know, if, if I was going to commit to it as a lifestyle, then that will be fine, but unless you're willing to, again, if that's not something you're willing to stick to for life, you have to rethink if you're wanting to do it or not benefiting going on and off ketogenic diets. Correct.

Speaker 3:          01:47:22       I, so if you do a key to genic diet and you want to stay in a state of Ketosis, the days that I do intermittent fasting now, which I didn't do like five years ago, I don't necessarily do the key. I do a high higher protein, low carb, but my macros or not key to genic typically not all the time. Sometimes they are, but there are different. Like you could do intermittent fasting with a car based diet and still get ketones. You know, by the end of your fast. You could do low carb ketogenic. I actually think it's a little bit better to be metabolically flexible. So I'll throw in. I tend to eat a lot of vegetables and then throw in some fruits to have a few days a week where a, it may kick me out of Ketosis, but during the middle of the day when I need to be at my best, I pretty much always I'm running low to moderate ketones during the day and I can do that with different strategies now you know, with my body, because as much as I kick you out ptosis though, I kind of. That's at nighttime, a lady and a half of a dark chocolate. One or two things of dark chocolate and a which is maybe 15, 20 grams of carbs and maybe a half cup of blueberries and then a big salad and some vegetables. Typically

Speaker 2:          01:48:34       green vegetables. When you say kicked you out of Ketosis, so if you measure your blood, your ketones dropped below what level?

Speaker 3:          01:48:40       A point five and I typically don't even measure at night, but I wake up in the morning and I might be about point five and then that goes up throughout the day. So the middle part of the day, I'm typically running one between one to two, sometimes three milli moles. The urine strips are only effective in the early stages of Ketosis. Is that correct? Yak because in the beginning you spill out a lot of ketones in your urine, but as you increase ketone transport and utilization over time, less of them end up in your urine. How much time does that, uh, depends on the person. But after about two or three weeks, you may see less of a color change on the urine strips, even if you didn't change your diet. Is there another effective method other than the pricking the finger? Yeah. Well, uh, I think the blood, uh, you know, Abbott Labs makes the uh, precision Xtra.

Speaker 3:          01:49:31       There's the Quito Mojo, which I also use. We use in the lab with a Quito Mojo is a blood measurement and glucose measurement device. That's essentially a because Abbott cornered the market, they, uh, they basically allow you to check your ketones for a dollar a strip instead of, you know, three or $4 or $5, but it's still pricking your finger, pricking your finger. I don't use the dove, I actually use a syringe and just take a running, start in, jab my finger now because it doesn't get calluses like you do on your fingers. So knowing a, yeah, I'm Kinda used to it, but uh, the, the urine strip is actually pretty good relative marker and the uh, Siemens a multistage sg, we'll measure ketones and then nine other things like that measure kidney function and, and you know, your blood glucose and things like that. So I recommend that it's twenty five cents a strip and then there's the breath, a key tonics meter.

Speaker 3:          01:50:25       You blow into it and it measures breath acetone and uh, the level is also another breath acetone measurement system. Ask about that. So yeah, and you know, breath, acetone highly correlates the fat oxidation. So if your breath, acetone is high, you are burning a lot of fat. So I sit there an issue with people that are key in the state of Ketosis and they get pulled over for drunk driving. A couple of lawyers contacted me. There's some cases going on right now and they wanted me to weigh in on that breathalyzers because of the, what'd you say? Acetone breath is. It uses the same technology, a breath acetone, and if you, I know that if you drink alcohol and do a breath ketone meter, you can kind of pin it depending on what meter you're using. If you're using a breath for breath, ketone meter, if you're using, if you have a breath, uh, alcohol measurement and you're in a state of Ketosis, I have not seen that. Depending on the device that you'll have a false positive. If that's your question, uh, some devices can, it depends on the device.

Speaker 2:          01:51:31       So one thing I'll bring up because you said, well, you work with these kinds of metabolically elite people. So one of the problems I say what you're doing, where you kind of take yourself up to the point where you're sort of getting out of ketosis and then going back in, that's probably fine, but most people aren't going to do it that way. They're going to be like, oh, I had a cheesecake, or oh, I couldn't take it anymore. And I had pizza, whatever, that's really bad. So you see progress,

Speaker 3:          01:51:57       really, people who intermittent fast decrease that window time and overconsume on. Yeah. So that, that's a big problem. So

Speaker 2:          01:52:04       actually I wanted to bring up intermittent fasting too because I think again, like if you. So the studies on intermittent fasting show that um, you lose the same amount of calories are the same, you lose same amount of weight, same by the fat, maybe might be at risk for a little bit more lean body mass loss just because you're attributing protein synthesis left less often. But uh, you do have a little bit lower insulin levels it seems like now whether or not that's again beneficial based on the research that we talked about, unlikely insulin sensitivity, insulin sensitivity was a little bit better again. So there are some techniques you can do, but people bring up things like a typology and inflammation. And again, I kind of get um, the soil, if you, if you just calorically restrict, you increase autophagy and you increase, you decrease inflammation. Yeah,

Speaker 3:          01:52:55       you don't get an autophagy is dependent upon the decrease in certain amino acids. Glucose and insulin and you achieve those biomarkers states at a more significant level doing intermittent fasting and then you would and they are the autophagy regulate. Can you send me the, the the reason I am amp amp kinase leucine, so if you're eating various meals throughout the day three times a day, like you know your blood leucine levels will be

Speaker 2:          01:53:26       you gotta keep it in context of 24 hours. So people, people do this with fat storage and oxidation as well. They say, well, if you're, if you're fasting all this time, you're burning so much body fat. Well yeah, but then by definition if you're eating less at these times, you have to eat more at this time. If you're keeping calories the same and so during that time post-meal you're going to store a lot more fat. You're going to have much higher insulin now, maybe not. Maybe lower overall

Speaker 3:          01:53:53       metabolism. You're overshooting and those calories have to go.

Speaker 2:          01:53:57       So point being over 24 hours. You don't see differences in fat loss or fat gain. Intermittent fasting versus non. I would be interested in the inflammation stuff and the autophagy stuff because again, caloric restriction in of itself increases or decreases inflammation increases a tough to. Interestingly enough, one of the sugar studies they did with with higher sugar, with still calorically restricted, they showed decreases in inflammation. So inflammation is largely an issue of caloric restriction or excess. As you guys think that that's what's going on with this carnivore diet. Yeah, the people, it's hard now. I think it's a calorie restriction. In fact, it's hard to look at. If I give you a plate of French fries, like 200 grams of French fries, you can get a lot of calories from that. If I gave you 200 grams of meat, even a real fatty meat, it's not nearly the same like you, you're going to be much more satiated from the protein.

Speaker 2:          01:54:53       Like you can only eat so much meat, you know. And uh, again, like if you, I don't want to go too far down the carnivore diet whole, but the stuff I see with people yet, do I think you can eat meat and improve your blood markers? Absolutely. Absolutely. Of course you could eat pop tarts and now, but, but the point is, is like when we get into this kind of it have only eat meat. You don't need vegetables, you know, this, I mean again, it's epidemiology, but there's some really tight men analyses that have been done looking at colorectal cancer and low fiber intake. And I would not be comfortable recommending people not eat enough vegetables and fiber.

Speaker 3:          01:55:36       I feel uncomfortable eating a steak or a burger without something like Broccoli or a salad. I think you negate

Speaker 4:          01:55:44       many of the potentially carcinogenic compounds that are in red meat. Uh, and that's a whole nother debate. But I think eventually, yeah, he admired and, and uh, polyaromatic hydrocarbons. Chris Kresser actually brought that up yesterday talking about meat consumption with vegetables, like, with brought cruciferous vegetables, Broccolis in Salads. Like I don't personally would not eat red meat. So full disclosure, I mean I was, cause I get accused on twitter of being a car guy and I'm not. I was live research was funded by the egg board, the beef beef, a national beef something or another. Sorry guys. And then the national dairy council, so you know, full disclosure, by the way all you guys out there who again, you're just taking my word for it, but who think that like industry is this evil thing that comes in and controls everything. I met one person in my entire phd from the funding sources and I met them for literally 30 seconds.

Speaker 4:          01:56:44       They were at a uh, it was an experimental biology and they said hi, thanks for. Thank you for the grant. Oh Great. Great. Great job. Thank you. That was it. Now I'm not saying that there isn't nefarious things that can happen, but like when I heard when I like the show would Nina, everything was about who funded it and this and that and, but that's why they have to disclose those things on papers. And also this is why scientists, science is self regulating because somebody is going to repeat your study and if they don't find the same thing you found you're gonna be in trouble. So I get criticized for conflict of interest. I've seen it on social media and things. So I should probably say I am not a medical doctor or even a registered Dietitian and a phd scientists, so don't take my word is medical or nutrition advice.

Speaker 4:          01:57:29       Uh, we do. Our research is funded not only by the Department of Defense and Office of navy research, but also by companies that actually develop ketone food products and also exogenous ketone supplements. And our university owns the rights to those patents. I don't have any products myself or come. We have a company, ketone technologies and Quito nutrition has the information website, but at this time we have no products but the university licenses our intellectual property and products are made out of that. And I get patent royalties and I put the patent royalties back into our research. So buying various exogenous ketones, uh, products that are on the market can come back and help support the science and the application of this for him. I don't, I, you know, I tend not to state that, but I get called out for not stating that. So I think it's important to vouch for him because he's actually writing a chapter in my new book.

Speaker 4:          01:58:26       So we're going to have a chapter about the ketogenic diet if you're going to do it, this is how to do it right. So the new book, fat loss forever, shameless plug, 'em, and he said, I just want all the money that I make from the book to go back into the lab. So Nice. Like that's Walter Longo has a similar with prolon with his line too. I know his profits. He, you know, the profits that he takes, he puts back into research is unbiased. Anybody that says there are is full of crap. We all have our biases. We all have things that we think work better. Another. Sure. But I think the fundamental, if you, if you meet a scientist, and hopefully I equip myself well in this and I think dom does as well, is that one, you have an open mind but not so open that your brain falls out and to you care more about getting the right answer than being right.

Speaker 4:          01:59:14       When I went to do my phd, I was eating eight meals a day. I was eating 300 grams of protein a day. I was looking for more reasons to eat more protein and eat it more frequently when I left my phd, four meals a day and a little bit less protein and less frequently. And your fractory to the phenomenon. We're always eating 500 grams of protein a day. I was eating like two or three, two pound London broils and washing it down with a product metrics with hmb and it like in between meals back in the mid [inaudible] 90 [inaudible] and that was the coolest thing. It. Well actually that was the coolest thing about my research was it changed the way I actually changed the way I responded, but I was, I. That was my bias coming in, but I said, I looked at the research data.

Speaker 4:          01:59:59       I'm like, either I believe this or I don't, and if I believe this I can't justify x, Y, Z. can I get. Can I go back to the epidemiology studies in regards to colon and rectal cancer? There really haven't been any studies on people that just eat meat though, right? You're talking about people who eat meat on a regular basis and that usually is the standard American diet, a lot of other bullshit and their sugar bonds and there's tons of the co founders. Absolutely right. I would be fascinated to see some sort of long term studies on someone who's on a very strict carnivore diet. I'm really fascinated by this because I'm seeing all these people have all these benefits, but I am skeptical. Hippo face every step of the way. I'm like, I'm not know. Again, if it's allowing them to create a caloric restriction.

Speaker 4:          02:00:45       Right, and somebody says, you know what? I've tried every other diet out there. I've tried to eat high fiber and I've tried enough vegetables. I kept, but I can stick to this and I can create and I can lose some fat. Then I want to say, okay, well maybe that's the best diet for you. Well, I just know so many people that are benefiting from it, like a, you know, and, and not just a part of that on the podcast. So far I know a lot of other people and if the members followed by a doctor and collecting blood work along the way, I mean those doctors can write case reports so I'd be glad to assist in a, in a case report of people are tracking all their blood markers and doing there, but most of the people aren't though. That's what's going on.

Speaker 4:          02:01:20       Most of these knuckleheads are just eating meat and saying they feel great and well there's a war on vegetables. Like fucking very strange. Remember that people don't discount psychology. People are feeling very positively about it because it's the flavor of the month. Yeah. Like, and I have no hate towards carnivore. I don't know who the. I think Dr Baker Zombie one big guy. Um, but you know, like if I eat hot dogs, eat grass. I mean my dogs go out and eat around the grant, you know, to get some cat cats are obligate carnivores. Yeah. So cats interestingly are one thing that yeah, they don't. There is a carb tolerance within. They don't tolerate them well. They'll become obese. But the Vegan cat. So the, the. I think the thing is that I'm not, I don't believe in any one diet. I'm not trying to sell anyone dot, I would like to sell you on a ketogenic diet.

Speaker 4:          02:02:16       I really want to see you do it for like four or five months just to see if you're experiencing the same benefits as him. Pretty obvious that you really haven't done it like whole hog. I agree with that. Totally. And I think I could probably put together a meal plan, Quito, cookies and things like that. Where you thinking cookies. My cookies. I did. I technically like, hang on, hang on. See? I did a ketogenetic diet and it was fine. I felt fine about two months. Didn't stuff suffer that much? What was your blood markers? They didn't really change a whole lot like I had. I think some, I would consider them insignificant changes. I maintained um, about your millimoles. My melanoma. Do Urine Ketones, blood ketones or did you look at my blood? I didn't. I didn't measure those. Oh, okay. I just am your instincts.

Speaker 4:          02:03:04       And what stage were you in from moderate to high in terms of would have been the modified ketogenic diet. So I would have been not super, but I would have been barely ketosis. Yeah, I would have been above point Tom Wednesday. So he's eight weeks into it and that's about the point I was kinda feeling crummy and stuff. But. So, uh, so I actually ended up three, well not crummy, but I cognitively, it was kicking in. Yeah. But I was a political flag and the gym and then it started to fill out and then it's a learning curve too. Right. Let's see. My thing was, if I can get the same, if I can get the same benefits just by restricting my calories and keeping higher protein, same fence in terms of cognitive function, in terms of. Okay, well that's science. I would say. I mean we study, you could look at pub med, everything from polycystic ovary syndrome to acne, you know, type two diabetes, type one diabetes.

Speaker 4:          02:03:58       Now that's a little bit controversial, a genetic metabolic Migraines, you know, a whole host of neurological disorders simply because Beta hydroxybutyrate is, I believe sort of from there is an objective truth that it's a superior metabolic fuel and if, how do you define nearly molar levels in your blood, that's a significant amount of energy in your blood that your tissues can use. How are you defining severe metabolic fuel? The objective of the Delta g of ATP hydrolysis in the heart is enhanced. So essentially you're making more ATP for a given amount of oxygen, just protecting your metabolic rate could be slower. Uh, maybe you are

Speaker 3:          02:04:39       efficient. Yeah, so you're more metabolically efficient potentially, but I don't think in the context of fat loss, but it's also enhancing insulin sensitivity and simply feeding ketones. A independent of carbohydrate restriction increases fat oxidation in the muscle. Those had been published. There's bits, there's been studies to look at like a ketogenetic diet versus a knowledge eugenic higher carb diet, and they show that basically by going kidogenic you reduce overall insulin area under the curve by 20 percent. That was the number they got. Now, if I was type one diabetic, I would 100 percent do the kidogenic diet. One hundred percent. Absolutely. Okay. That this is not controversial. This is not medical, this is not medical advice. And me personally, I actually, when I used to give talks, I would say for these things, but if you're a type one diabetic, you want to avoid the ketogenic diet as much as possible because there's diabetic, something called Diabetic Ketoacidosis, but that's like my student Andrew Cute neck at USF as if you've also got a lot of insulin.

Speaker 3:          02:05:37       He has a blog on Keto nutrition.org. Go to it and it's a very detailed description about carbohydrate restriction and managing your blood glucose and it goes into really into the weeds if you want to reset it. So can I stop you there though? Could you elaborate on that? So you used to say that if you are type one diabetic, you wouldn't. I did because it was very controversial territory. Describe what a diabetic ketoacidosis. Yeah. So if you're type one diabetic you make little or no insulin at all. Right. And, uh, I guess maybe just going back to a normal person, when they fast or they do the kidogenic diet, it increases fat oxidation in the liver and that fat oxidation actually accumulates Acetol Coa Aa and that creates ketones, acetoacetate and Beta hydroxybutyrate, and it curves in the context of insulin suppression. But you're still abnormal insulin, but it's very low, right?

Speaker 3:          02:06:28       Uh, and then when your ketones get elevated, you spill some out in the urine and that's how you eliminate them. Your muscles, your brain burns them. And if they get really high, you have a, an increase in. It's a small increase in insulin release when your ketones get real high and that insulin ramps down fat oxidation in the liver and decreases ketone production. So, and there's other things too, but I don't want to get too much into the weeds, but you're a very, a normal person is finely tuned to create, to maintain physiological ketones within a certain range with nutritional ketosis, with diabetic, a type one diabetes that's completely thrown out the window. So without insulin being there, uh, the absence of insulin essentially creates runaway ketogenesis. And your ketones become very, very high in the context of very high glucose. Exactly. So you have high glucose and high ketones.

Speaker 3:          02:07:19       It creates a metabolic, a disruption. It creates an acidotic state and electrolyte imbalances and coma and death, which is not going to happen in people who are healthy, who are just doing a ketogenic diet. Right? But, but is the type one diabetes, if you, for example, my student, uh, using his own example because I think maybe he was using 20 or 30, I use of insulin a day, right? And then starts carbohydrate restriction and even a modified ketogenic diet and can reduce that insulin requirement to four, five, six. I use a day. So literally knocking it down to 20 percent of what he would have changed in your perception when you did not recommend it a beat. Well, there's a Harvard study that basically looked at a group called type one grit on facebook. There was a group called type one grit and it's got thousands of people who use a low carbohydrate approach, not necessarily a ketogenic diet approach.

Speaker 3:          02:08:18       Some are, uh, but it's very carbohydrate restricted in terms of what a doctor, an endocrinologist would prescribe for a type one diabetic. It would almost make it look like suicide to some people and low carbohydrate dramatically decreases your insulin requirements. And if you look at your continuous blood glucose recordings over the course of a week, those numbers are much, much tighter and that's going to pay huge dividends in the long run when it comes to a longevity and health span. And you know the potential for going blind or decreasing your kidney function, you know, buy these huge post prandial spikes. Essentially. If you're type one day, you're always chasing your glucose with insulin injections, right? Or an insulin pump. If you're carbohydrate restricted, you're basically not it. It's very liberating because you're not. Your dependence on insulin is far, far less, you know, some controversially, some people have gotten completely off of insulin. I would not recommend that, but some people are actually doing that.

Speaker 2:          02:09:18       So the, the, I think, highly not recommended. I hear this from critics, critics of the kidogenic diet, and this is a BS criticism. The again, here's me defending the ketogenic diet is well, you'll, you'll be, you'll become a people who are healthy, you'll have diabetic ketoacidosis. That is not going to happen because by definition, if your ketones are high and your health and you're relatively healthy, not type one diabetic, your blood glucose is low. It's when both are elevated that it's dangerous. Okay, and if you're a type one diabetic, like Andrew who are just using a little bit of insulin to get that baseline, so get your glucose levels down to a baseline level and then you're using a carb restricted diet that creates ketones while your blood glucose. Is that a normal basal level that again, not a Dr Medical Advice, that should not be dangerous

Speaker 3:          02:10:09       right now over the years because he's a power lifter and he's a super big dude. He's like 250 pounds. Like when he goes to the gym, he has learned that he can pulse a little bit of insulin and maybe ramp up is protein or maybe even take it a little bit of carbohydrates, but you know, the next day he's still doing low carb throughout the day. But he's learned to leverage, you know, as a type one diabetic, you, uh, you have that advantage, right? Because you can manipulate for body composition alterations or things like that. So he, uh, he has learned to adjust his protein to maximize his sort of gains and performance in the gym. And uh, but nonetheless he goes from, he went from a strategy, he transitioned to a strategy that would be a, we'd look to be almost suicidal from the perspective of an endocrinologist, doctor managing type one to do that level of carbohydrate restriction would be a.

