Speaker 1:          00:00:00       Nodoz

Speaker 5:          01:35:43       He not planning your future, you just, just red lining every day. I've never been to coachella ever. I don't even know. He never done it. I did two lines ever. Your two lines ahead of me. I did both of them. I was just like, I stopped. It was like immediate guilt of both. Just being like, I don't want it. Like, this is like so out of my range of like wanting to get involved in like, what if it's great. Now I've got a whole fucking thing with this now. If it's great, like I don't want to get into that shit. Dude. You're exactly like me in that regard. I took us, I drank some tea once that was made out of coca leaves and uh, it's a real pick me up. But the problem is for some. I mean I was on mushrooms at the time as well, but I couldn't shut the fuck up.

Speaker 5:          01:36:25       I like couldn't shut the. I was with Stan hope and I was talking to him. I was like, dude, I'm really sorry but I can't shut the fuck up. I don't know what's going on. I want to be annoying. I don't know what it's going out with my mouth, my mouth. I was just diarrhea. Just wouldn't stop. I haven't, I haven't taken a whole lot of shit. That some weird stuff. I've tried. I tried adderall. How is that? Um, I was just awake for like, that's how it affected me. A girl out here, actually, when I came to visit one time a friend. This girl kept me awake for three days. Tell me what you know Rick Shapiro? Yes, it was Rick Shapiro's ex-girlfriend. Oh, good Lord. Who is a comic also. It was a friend of mine. She just let me crash at her apartment. It was just doing that are all together. She was just like, you want to try to add A. I'm like, I never have. I'm sure I'll give it a whirl and three days she kept me awake and talking to me about the genius of Rick Shapiro and making me watch video clips of him and everything.

Speaker 5:          01:37:17       Like clockwork orange eyes up my eyes and she was like, just adderall be with that and maybe watch Rick Shapiro, which is not what other. I mean I love Rick, but that's not what another comic wants to do is sit there and watch Rick Shapiro mapped doubt check. She is also an adderall math adderalls meth visit. Really? Oh yeah, it's math. Oh Wow. Yeah. I mean I don't know how much she was really gone by the time I saw her. She was a, well that's one of the reasons my gals like it. Yeah. It keeps showing skinny, but uh, yeah, I did adderall. I've done, uh, I did ecstasy once. I did it once to Jamie. Pull that up.

Speaker 2:          01:37:56       Whether or not adderall, like what's the division? Adderall in math, it's like a very minor difference means. And it depends which one you take. I'm pretty sure. But look it up at there's more than one kind of adderall, different kinds of outer or adderall. Like things. Yeah, because generic form is and it's very similar things. It's fucking pill pill head kick in at once or twice and I got a different one each time I took it, so that's good. I'd hate to say that I enjoy from time to time a, a like a Vicodin or percocet? Yeah, like vary from time to time. I tried one or the other. I don't remember which one it was. I think it was Vicodin, but didn't agree with me. Yeah. Yeah, just like just, I just was really out of it. Okay. Chemically adderalls and mixture of several amphetamine salts specifically.

Speaker 2:          01:38:38       It's a con. It's composed of equal parts of amphetamine, aspartate monohydrate, amphetamine sulfate, Dextro, amphetamine sulfate, and Dextro Amphetamine, Saturate. I'm don't know what that means. Sounds like, what's the difference between adderall and Meth? Because, uh, just what's the difference? What's the difference between were so folks shouldn't be. You guys want to take adderall? I guess we're getting is metro. Let's organize. Let's, uh, let's build a fort the. I have a 13 year old daughter now too, so that's always the thing, you know, got a buy to go try out a bunch of new drugs now. Seems like a bad idea. Okay. Chemically the are very closely related. Adderall contains dextroamphetamine salts that psychoactive chemical is amphetamines, meth is methamphetamine. The difference between the two is the molecules is one methyl group. So they're both amphetamines, but one is a different kind of amphetamine, but they're very close.

Speaker 2:          01:39:47       Hmm. Interesting. Okay. For taking it for those three days, I'd never felt like a itch to go back ever. Some people love it, man. No, some people fucking love it. I absolutely think you got a lot of energy. You're, you're uh, you're always like a, like a fucking upbeat sort of a dude. Some people I don't think have that kind of energy and maybe whether it's health related or not a little pick me up like an adderall gives you a little feeling of getting shit done and apparently it's great for school. Kids that are in school are cramming, you know, keep you up and stuff like that. Those things that like, you know, any of the. But I know it's the like it calms you down or ramps you up. Freaks you out. Yeah. It doesn't make sense to me. I don't get how that it is like how different could it with chemical B and people. Obviously you have queer retarded. Clearly not scientists. I wasted one of these lab coats. I'm not convinced it's even, I mean I know it has some sort of an effect on people, but the way it's been distributed

Speaker 5:          01:40:53       like that, when they're giving it to kids, like it's one of the most controversial things of giving these psychoactive compounds to kids. Not Knowing the longterm effects of it. And so many doctors are just so willing to jump into it and give them, give these kids pills the as long as their parents are into it, they'll just fucking order it away to keep asking about documentaries. Did you watch the thalidomide one yet? No, that's gotta be terrible. They gave it to the moms. Right. And then they say, I'll see I see it on Netflix but I keep getting nervous to watch it because I'm like it's gonna that's gonna be a bum out. There's some crazy drugs that they gave people that they had an idea of some risks but they didn't know either. I don't think they really know until you give it to like a million people and then you find out like oh this can happen too and this can happen too.

Speaker 5:          01:41:39       And then by the time it's too late you're dealing with these horrible birth defects with thalidomide. It's also funny how much like the stuff like, you know, they just keep adding for legal reasons, stuff to those warnings on ship. But they don't really like that. If you ask like specific things to the pharmacist, because I remember like Lexapro the first time I went on tour with like corn and Rob Zombie so and like a bunch of bands, so I was like, I wanted to smoke weed, maybe drink a little bit. I'm not a big huge drinker but I'll drink on this a little bit and smoke weed. And I'd asked the pharmacist and I was like, it says here do not drink with us at all. And they were like, no, it's just because like that's just part of the thing is like, you know, so you don't. If you're taking some of the antidepressant of sorts, like why would you take a depressant to bring it back down? And I was like, but I was like, but it's not for like in my mind I was going to be like take a pill, drink a beer, like explode like a seagull with an episode. But my fear was is that work a seagull with Alka Seltzer. I video ever video of that, but that was the thing when I was younger. If you give Alka Seltzer with seagull, they'll explode.

Speaker 5:          01:42:49       I remember vaguely hearing that. I don't know if it's an actual thing. Yeah. I don't know either. Exploding seagulls. So what we want to know the Lexapro. Did we talk about this before? I'm not sure I got super like a physical reaction to anxiety that I've never had before in my life. I never, I never really thought I had anxiety. Um, and then right before I was going on tour with those bands, I got very nervous on top of like having a crazy, a landlord dispute out of nowhere. I think they just read, they get charged more for our place and so they were like, Hey, you've been great tenants for a year, but, you know, get out. And um, my daughter was in school still and we just kinda like. So we sent a letter just sort of asking like, Hey, can we hang in there for, you know, gives like three more months.

Speaker 5:          01:43:36       Just like she finished the school year and they just served us with court papers. Whoa. So we ended up winning that, which was fine, but it was very tense. I mean, like they called the cops on us a bunch just making shit up. Oh God. This old Asian lady bit. My ex wife's. This was one of the landlords. Yeah. Oh Jesus. Shake bitter. It was because she was just like trying to film us, like going into the house or something. So my ex wife to women's getting shitty with each other and one doesn't speak English. She's filled, they're filming each other. And then the lady I bit her hand while she was telling it got like that volatile in one day. Uh, I was on the computer watching something and I'm just like, it popped back on whatever it was, like my hands went numb and I've never had it in my life.

Speaker 5:          01:44:21       And I just, uh, wigged out and like try to go to bed. I'm like, I'll sleep it off or whatever it is is, you know, I'm sure I'm okay. Woke up in the morning, didn't feel better. And then after like a month or two I ended up doing on what's going on Lexapro. Wow. So it was just a combined anxiety thing. All tests. Yeah. Apart in that. But I've never been right since that day. Oh no shit. Yeah, like anxiety is like a major issue in my life. It wasn't before then now. And it always manifests into my new one now is that I smoke. So I know it doesn't help at all, like cigarettes. I mean it doesn't help it at all, but I feel like, uh, if I pay attention to my breathing, I have to like extra fill my lungs. Were they, it's all just like, it's involuntary, like mental shit.

Speaker 5:          01:45:02       Wow. Yeah, it sucks. But uh, what have you tried to do to get, get over it? And exercise helps always. Um, and just trying to like distract, you know, it is like, it kind of all the symptoms that I feel the fake whatever they are [inaudible] the little pings and pangs it. It's a, if they happened long enough and I don't die from whatever it is I think I have or whatever thing, I'm like convincing my body that I have, it just goes away because I'm like, well, it's not a real thing. Right? Like I used to get like at its worst when I got it really bad then and I was going to the hospital a bunch. Like it was like all limbs going, like tingly, numb. It was just scary, you know what I mean? And your heart starts beating fast. Just panic attacks.

Speaker 5:          01:45:46       Really? Wow. But I've never, I've always been someone who would laugh at somebody would have panic attacks, I guess. Not a real thing like get your shit together. And uh, and then I had it. I was asked to make some apologies. I was like, man, this sucks because, you know, you walk into a hospital knowing you're like, just tell me, you know, we have to the machine and tell me that I haven't had a heart attack and everything again. I know I haven't, but like I have to come here like compulsively I have to come here to make sure. Wow. It's crazy that those things like blew a fuse almost in your head. Yeah. I asked a, a psychologist, that is why I said I go is can someone just pop one day, like, just hit a level and pop. And he was like, absolutely.

Speaker 5:          01:46:26       Yeah. Wow. Nobody thinks that. Yeah, I don't usually think that they think that you can just bring it back down. You'll be fine. Get it back. You'll be fine. Yeah. But it's a, it's a constant thing. Sure. What kind of exercise you're doing at the DDP Yoga? I've been doing a lot. A fucking great. Yeah. A diamond page for like if you don't like what's DDP? The double penetration would have fucking these guys doing. DDP Yoga is a former pro wrestler. Dallas diamond page is put together a yoga program. Yep. Fucking really difficult program. Gets a lot of people in shape, man. Easy. It's nice. Long sessions. He does and he has a couple of short ones you can combine, but it's doable. It's a good sweat for sure. I want to start like now it's like warm again and hopefully I have a few weeks at home now. Like I want to like I miss like lifting any weights of any kind.

Speaker 5:          01:47:16       It's good for the body. It's really good for you. And as an yeah. As a man. Especially as you get older, you're going to lose muscle tissue, your bones going to get weaker. That's the best way to keep that. One of the only ways. I mean your body's supposed to be doing stuff, you know, we have these weird lives we live where you can just all day long have very minimal movement. It's not natural for a person. I think we did talk this before by the crossfit for a little while and that's just like a lot of injuries, not an advocate. Well, some people love it. It's good for them. Some people push each other and they love it. I get it. Yeah. Well I'm going to you. You kind of already have to have A. I don't think it's. I don't think it's a good idea to jump into like fat person who has not worked out at all, but I'll go try crossfit.

Speaker 5:          01:48:00       It's Sorta what I did. It worked in every sense of like I lost weight. I lost a bunch of weight and so that was my major weight loss was like 70 pounds and I've kind of like always plateaued around there since then. But it was like a definitely like dense muscle growth, you know what I mean? Like I felt better. I looked good, I felt better about myself, looks wise when I did that over the yoga or anything like that that I do. So what's the problem? Speed. Weightlifting. Men destroyed. Like I am just starting to get to a point now where I don't wake up and still if it's cold out or if I sleep with air conditioning, like in the morning, like my back and just be shut off for like 15 minutes. I have to really work on it to like. So you hurt your back.

Speaker 5:          01:48:43       Wipe my ass. Yeah. I'm just, you know, they go, hey, for 15 minutes, let's go over with a pvc pipe. Had a do proper snatched lifts and then they go, all right, now do it as fast as many as you can in eight minutes, you know. And uh, and this is the guy who was the fastest and don't be the slowest, and then it's like, you know, you're rushing through it. You're going to lose form every time. Yeah. This has been some pretty unfortunate accidents because of the. Oh hell yeah. I mean, but it is. If you are in great shape and you stick the form and do it, it's one of the most amazing workouts of all time either. Well, you could definitely get a good workout in. You're definitely gonna burn off a lot of energy and things along those lines. And some people love it. I don't do it, but I do similar exercises. I understand what they're doing. Kettlebell stuff. I love Kettlebells, but I'm more of the proponent of um, especially now I've been listening to this guy, pavel tattooing, you know, he is, he's the guy that brought kettle bells to America and uh, between him and I learned a lot from this guy, Steve Maxwell's on my podcast

Speaker 2:          01:49:48       a bunch of times and they are more proponents of lifting heavy weights for lower repetitions. And then there's this other guy named Keith Weber who's got a totally different approach, but it's just an endurance workout. He's got this thing called extreme kettlebell cardio workout. You could do that with a 35 pound kettlebell man. A little light kettlebell. Yeah. But it's so much work and there's so much body weight involved. You just fall and he does it with you. And he's a stud. He's in incredible shape and handling other workouts. There's a bunch of different ones. Um, he's got a bunch of different ones that work your upper body lower body, if I remember correctly, the ones I usually do is off the first video. He's got three videos now. The ones I usually do off the first video I think are about 40 minutes. Someone like your dad by the time that was 40 minutes is up 42 minutes maybe.

Speaker 2:          01:50:36       Or they can do those in the house. Yeah. Yeah. I just need one kettlebell you need. That's a big thing. So I was like hot potatoes, being standing rose, switch the hands and you just keep going and going. It gives you like little breaks. But then you just keep going and so that, wait, that 35 pound weight just feels like an eternity. It feels like. I just fuck it. It feels like you lifted 75 pounds by the end. Yeah, I got into doing like as much. So you'll go on the road a lot too. It's like trying to find out like hotel room. I don't like going to the hotel gyms. Okay. I don't know. It just never enjoyed guys weird. I don't know. The equipment is always kind of like junk. Anyway, Jamie and I were in San Francisco. They had an equinox. It was the shit.

Speaker 2:          01:51:17       It was great. Oh my God, it was amazing. So go on the road to the hotel gyms I don't like. So I've found a bunch of like, there's some great like just hotel room workout so you can give yourself a good beating for sure. Oh for sure. Yeah, you can do one that's like the middle of the workout is 70 burpees. Oh really? That's like, that's a motherfucker. Oh fuck. Yeah. I mean, you definitely get a lot of work done in a small space and like you know, the whole workout, it's a 100 squats, 90 sit ups, 80 lunges, 70 burpees, and for a big guy like you, 100 squats, bodyweight squats is a lot of work. Yeah. Yeah. That's jacked. I'm sure my calves are shredded from kettering. My body, my whole life has probably kick a hole through a wall about how much weight he carries all the time and he's still, you know, he's got a big ass legs.

Speaker 2:          01:52:04       You got to assume that your body has to carry around that much when he gets a certain kind of a fat person because there's definitely people who get fat where it's like their limbs or doe, but I wasn't necessarily that kind of fat and I'm not that kind of fat now, but it's always my legs for some reason. I've always been like just jack from just carrying around the body weight of course. But I mean there's obviously just get those big crazy legs, but my legs have always been oddly muscular can then my body's weird. The human body's very strange in that you could change it, you can move it around, you see a rhino, it's built like a fucking rhino, but a human being can through weightlifting and diet and you know, just concentrating on stuffing your face with calories and constantly hitting

Speaker 5:          01:52:46       like heavy cleans and snatches and dead lifts. You can get way bigger. Oh yeah. You just gotTa keep doing it. You just got to keep doing it. Going backwards. This is the hardest thing. That's why that a gay pride parade was Sunday, right. That was the day I got here and I went over to the comedy store and just walking when I went to eat dinner at the rainbow bar and grill and it's right next to that one oak place which was having I guess a big gay blow out and they were all outside and like cutoff shorts and shirtless and just fantastic bodies. Every one of them and I was just like at sucks. I'm just passed an age and the damage I've done to my body just from being a fat kid growing up, it's just like there's just no, I'll never look like that ever.

Speaker 5:          01:53:31       It's always a bummer. How come you never looked like that? I'm just the morning of the body over the years had to separate game of thrones. I've modeled myself the fourth emulate stretchmarks, stretchmarks, uh, just loose skin. They would be like, we keep referencing. Lewis was funny. He said, I never referenced on the show before. Now I've said it 50 times. Louis j Gomez was 300 pounds at one point. Low. Got into a great shape, like really great. She a few years ago was like abs and everything, but still like A. I have a friend rob who, same thing was a heavyset guy. Now he's in really good shape. They put on a bathing suit still on both of them. You see like ecological, just the jiggling the body. You know what I mean? Louis will always have stretchmarks no matter what. But here's the thing. You could, I could look a thousand times better than I look, but I'll never.

Speaker 5:          01:54:28       My point just being, I'm never going to be like this fucking these statues that these guys are, you know what I mean? Just like jacked fucking Tan ad guys. I'm like, I just bummed out that I never knew what that was like ever or being, or being a thin kid or a kid in high school that could, uh, you know, just where all the clothes that were the coolest clothes that just having to get like big and tall ship. Um, what do they do? They cut your skin, right? That's one way they deal with that. When they do, you're always going to be. I've seen all that stuff, man. And I would get it. I would get it. But you're always going to be frankensteinish [inaudible], you know what I mean? You're always gonna have like, I've never seen that car. To me that's the decision of fake tits.

Speaker 5:          01:55:09       Really. It has to be. It's like you are like a part fake and there is marks to show how fake it is. You know what I mean? There's always going to be like, the nipples are always weird. You're just stretching the body and you put it into something else. It's not supposed to be, but those don't seem to mind even a little bit. Um, no, not the. Some. Some guys hate fake tits. Yeah. Yeah. I'm not a big fan of those crazy like softball ones where there's a big split in the middle and that's all with that shit. Yeah, that's an awkward look. It's like the, the canyon between titties. Yeah. That's unnecessary. I just rib cage in between it. It's weird. It's a long stretch with one going like northeast and one going northwest and they're just like perfect circles. Yeah, let's just odd.

Speaker 5:          01:55:54       Well it's, they went too hard, you know, like if you try to go to many cup sizes over like some of these girls like really lean and small girls and tits or just like fat bags golf at. Yeah, I mean they're beautiful fat bags. This doesn't say you have to like, you know, forget to put your foot in the middle of their chest and like stretch their tits skin health or wrap around this thing. It's so gross. Men, have you ever see an operation when they go in through the armpit and they got like this hook and they're digging underneath the armpit and they're creating a cavity and then they have to stuff that cavity with his bag and then fill it up with water and they just squeeze her tit for half hour. I guess they're hard. Not Hard, but solid bags now. They're not like a bag that they fill up with water now.

Speaker 5:          01:56:36       I guess the more popular one is like a softer fully formed thing that sits in your body and you have to always worry about your body rejecting it to. Oh, and the real issue. There's a. We were looking at Dick Enhancement surgery's not too long ago and they actually have where they put a fucking piece of plastic in your Dick. Like make it like try to actually lengthen, lengthen the hang, which advised to pick a Dick Surgery. That's the one I'd pick, but uh, it just seems like the risk versus reward on that one man. Well, they, they have to experiment on Dick's in order to perfect that surgery. It's not like there's a lot of donating their dicks Dick lengthening science. They've got a practice that shit on live people. I don't know how they get approval. I've never seen that go like, uh, the only videos to like any kind of dicks surgery go well.

Speaker 5:          01:57:25       It's always fucking crazy looking. Yeah, because nobody wants to admit it. Nobody wants to hear, hey, I had a four inch deck, but now I got a six look, check it out. This is what he did, but it never even ended up being like a forced it to become six. That'd be great for people. I'm just saying it's like you had like a five inch or four inch like regular Dick and now it looks like this weird, like fucking, it looks like a wiggly worm or whatever. He used to grab it and it scored out of your hands. That's what it looks like. It's just like big fat, doughy thing. It doesn't get really hard because it looks like it looks like it got stung by a bee or like, it's like there's a problem with off with poison ivy. The best surgery ever was at bucket where they put out that Baba Guy's Dick back together, remember?

Speaker 5:          01:58:06       Yeah. And really just had the Frankenstein staples across it. Yeah. He's making a face like across your for this doing for people listening. Yeah. That guy fucked after that. Like he got his dick to almost work. He did porn. It's so weird looking those still. Huh? What a crazy story. That was that guy recently who just got a. He just got Dick Transplant, right? Yeah. First ever effective. Dick's plant transplant, the United States and he worked at the bone and everything. That's a good question. So one question. No one's followed up. It's an older fella to. Yeah, he was in his fifties. And why do you need. He just lost his Dick and stepping back. Why didn't need it? Why do you need yard as well? No, it wasn't. No, that wasn't getting his dick back. He goes, oh no, he got a new Dick. Yeah, it was a transplant, but what happened to his old Dick, I want to say a car accident with his Dick, who's was driving with his foot.

Speaker 5:          01:58:58       He had a boner in two cars just because he was getting his dick sucked while he was driving. Hit the brakes and the car accident and that has happened and guys before, you know, bitten off, I don't know about bitten off, but definitely bitten. Oh yeah. Because we've gone to the hospital with their dick all fucked up because the girl hit down on it when they were driving their car. Where you ever seen those videos when the dicks like break when the girl is like riding a dicon and comes down to hard with tape. It's my. That's what I'm talking about. Anxieties I live with. That one freaks me out when the girls rotting your Dick and she's vigorously going up. I literally have to be like, you are going to hurt me if this goes haywire, like please settle down with him.

Speaker 8:          01:59:36       It's actually a his penises amputated after he had penile cancer. Oh Jesus. You got. That's a pretty good reason to get. You know, I think the first guy that ever got it wasn't an American guy. That guy may be the one that I was thinking of that had the car accident. There was a, there's one in South Africa to 21 year old who had. I'm seeing this lost it. It said he had complications after he had to have his penis for complicated.

Speaker 5:          02:00:03       Yeah. Circumcision complications that happens. People lose their dicks every year from circumcision, probably more than die rollercoaster rides. When I was in DC, uh, recently we went down by the White House and there was a big rally. Anti circumcision rally. Yeah. Yelling out facts and I don't know if they're facts. It says circumcision confirmed makes the penis smaller. I don't know if that's true. I don't know if it makes smaller, but definitely makes it less sensitive. It could probably make it smaller. Who knows about all that? Are you circumcised and you wish you weren't? Um, no. I'm okay. And you don't give a shit either way, but I don't think we should keep doing it. It's definitely barbaric. It's pointless. It doesn't do anything good. There's nothing healthy about it. It's. It's an ancient tribal ritual that people are trying to justify. The only thing that has done for the aesthetic aesthetic.

Speaker 5:          02:00:51       Yeah, but that's ridiculous. I've seen porn. We're dudes of uncircumcised dicks. Look Fun. Just like a dick with some extra skin. It looks foreign. Yeah. Did he ever got bombed out of the girl's pussy with extra skin? Does that bother you at even? A little bit? No, but I've definitely talked about those more than others. Like them. I'm. I'm in the Norton camp. A real beef. You want like a meaty one? I don't mind at all. I don't mind the meeting when I don't mind it, but I'm always like. It's interesting how it looks like real, real flappy. I don't give a fuck. It doesn't bother me at all, but the idea that they trim those is horrendous. Like that's crazy. Flips trimmed to get them cut off. It's their lobbyists. Surgery lab, a deck tummy or maybe plasty. Oh, it's awful. It's terrifying. At one point started putting like frozen in whatever plastic and Houston mafia Houston, but meanwhile that was her pussy.

Speaker 5:          02:01:39       Part of her appeal, that's what a lot of guys liked about her shadow a pussy, like a moose mouth, like probably in the eighties through the nineties. I could tell you five picture. Who's porn stars like matched up to the pussy. Really? I'm pretty sure at a time. Tara. Patrick, Jenna Jamison. Pretty Telltale. Pussies, yeah. There's. I guess there's some iconic pussies out there that that's where the flashlight came in. Remember of Vanessa del Rio had that big fucking donkey dick have a clit. Yeah, I think it was huge. Yeah. There was some gals that have a very, very endowed. I liked that in porn. I don't know if I would show a dig that in person. Yeah, and porn is dirty and real life. You'd be like, Ooh, I don't know if these are the genetics. I want my seed to swallow up.

Speaker 5:          02:02:30       There's never posted. You've seen that. You were like, ah, this one's pretty awful looking. I'm not saying you don't fuck it, but you're just like, that's pretty. Oh, in porns I have, yeah. I'm going to spend some money. Whoa, whoa. What's going on down there? What is that disaster? What the fuck is that? Something happening here and it's not good. Well, you know, you've got to think by the time you get to do porn, a lot of things have happened or haven't, but very possibly a lot of things have happened to you in this life. The northern Leslie. Yeah. Those things have an effect on everything. I mean, if your face looks all stressed out when you like had a hard life, I bet you push it looks. Look was stressed out. I mean it only stands to reason. Old Miner. He's got fucking hands that are made out of.

Speaker 5:          02:03:14       It's made out a clay. He's getting card calluses and furrowed brow. The girls 23 plus. He's a hard 52 are pussies. Yeah, exactly. Her Pussy comes up with black lung. She's smoking cigarettes. Get worried about our bills. I dated a girl one time. I had one of her pussy lips, like ran all the way down there where bud hall was weird. That's definitely weird. Not. It wasn't like Pussy Lips, the wrong word for it, but like the line that her pussy lips was on where it is geometry fan came around the hole and then it continued. The wrinkle continued all the way to where bud. Hold on. That was weird. That's definitely weird. Yeah. Otherwise we would all be going, oh, I've seen that. Someone out there. Someone out there. It's close up to the butthole. Yeah. That's a weird thing, huh? The butthole and the pussy are so close together. Yeah, but bizarre design of nature, nature, such a bizarre fucking creator. Who's the total nutrient? It's the Lord. Hello. Could you keep saying nature created? You won't evidence you have a neutral. Created the same proof you have that you know God created it. Well, this is a different type of vagina for every guy out there. I think we could safely say that testimonies of people leaving a chick because I just didn't like to wear pussy. Look, I've definitely

Speaker 2:          02:04:37       heard of that before. Yeah. I have a friend and her ex boyfriend told her a story about getting together with some girl going down on her, pulling her panties off and she has a clit that's like a pinky. Any panic had a male. He panicked and he made up some story about picking up his brother, the airport, and he ran away and he said that he knew that the girl knew that he was bullshitting and they both just sort of agreed to go along with the charade. She'd probably had seen other guys like look at her Dick, her vagina or whatever. Her clit clit Dick Freak out. She just unfortunately had an enormous. According to him. I mean he might've been a baby. You. I might've been like a little tiny little baby thumb. I'm like, come on, get over the baby thumb. Does it really bother you? That wouldn't shake me as much as like really awful tits. Isn't it funny though that like there's a line, the cross as far as like inches wise, like here like this, like let's, let's go with this finger. Like this is no big deal. Somebody deals with big clip. Hey, what's going on there?

Speaker 2:          02:05:41       Everything. Okay. I have to move it like not even a whole finger joint. Not a whole lot of like, this is okay. What the fuck is that? What is this? What is that? And then that's insane. Yeah. If you got up to the next knuckle you're doing like. I mean what is that? Like an inch. If it's an inch clit, fuck that better than she was a runaway and if it's a whole finger, you're. It's a dick. You got to go look at pictures of huge cliffs. See that's why they show will never be on a network. So curious how big they get a of all things. I have google. I've never googled that. Bodybuilders when girls take testosterone, get enormous. I used to be so Jamie's freaked out. I'm not gonna. Share it on Youtube. Okay. Don't know Jesus Christ. Seed. Those are dicks or Dick.

Speaker 2:          02:06:31       Those are dicks. That one with the girl's tongue on it down on the bottom left hand side. That might as well be a dick. Yeah. Well this is. Oh, what was the one up top? Those ones up top are dicks. That's addicted. We'll get that one that the girls spreading it out. Okay. What? What? Okay. Now did they say, is this a bodybuilder? Because that we're looking at what? It looks like a two inch Dick, but I'm talking about a train wreck. My stepfather. Jesus Christ. That's a dick. Okay. That's a deck. That is 100 percent of the Dick Ball's coming off of it. Yeah. What is going on below that monster? What is that? Very big clits. See? How do we know that this is real? We just might be. Well, that's fake, but I mean there's some. It's fake. I think there's some genetic differences. Dominations. Yeah. What's that one? The upper right hand corner where it's a snail laying on a table. Go large with that police. What the fuck is happening? That is not real, is it? She get her pussy eaten by a frog. Oh, that's a rubber Dick that's attached to a table and she's rubbing on her clit. That's what that is, but it looks like she's

Speaker 5:          02:07:36       giving birth to a snail. That's hard to explain. Yeah, there's. Okay. That's a hermaphrodite fake. It's a fake picture. Might not be, man. That's what's weird because some of these clips are like, what? That. What was that one? The upper. Just feel like we would know who that person's name is. If it was a real thing where you have a. I wish my Dick had that Kinda hang it's rod number. Thigh on the upper upper level. Okay. What is that? Real? It's hard to say. What's real. The problem is with the Internet, you just don't know what's real. Did you? Did you look up doing. Did you google the word real big? Hey. No, just huge. Clits. Real huge clits. Oh Jeez. We're going to hit another. Oh God. Those are dicks. There's a lot of dixon there. Well, what you got to wonder how many of these people are hermaphrodites? No, wait, you said you don't mind med pussy, but go pick your five on the top row. Oh, that's not meaty. That's a. it's like a butcher shop. See? But that again, is that for real? Is it 100 percent? Couldn't be real. It's got that, that inside Pussy feel to it. Just that a gritty skin feel like she got dragged by a truck on her pussy postseason on her way here. You know like tripe.

Speaker 5:          02:08:59       It's got a texture. What is that thing that's got three levels of Pussy Lips, like aliens mouth to the movie. Aliens with the little mouth comes out. It's got eyebrows. Look. Follow the eyebrows down to the. I mean that is like a. that's an orangutan orangutan. It does, right? It looks like a duck bill. It's really a wow. Pussies can be ugly. Huh? Fuck. Look at that thing. We all thought, man, there's no pussy. I'm running away from. Listens, diseased. Turns out I could just be misshapen. Well, if you look at like WC fields knows and you fly. That sort of morphing possibility and potential to a vagina. You got a Lotta of it. Could be ugly. CanNot be our secret code. If we had a girl say she had a nice chat. Chat, chat, chat, chat, chat. That was Jimmy Durante though. Same thing. Yeah. That's actually better.

Speaker 5:          02:09:58       We'll go with Jimmy Durante. WC fields that a fucked up knows, but I think Jimmy Duranti probably had a more fucked up, knows what is that knows come from alcoholism. Not always. My Dad's not a drinker at all. My Dad started to get a little bit of a bulb that will get that note. I mean not like, oof. That's a big one at church. He used to call themselves, got a clip. Like that guy made a career of having a big giant nose look. This girls kissing his knows. How strange is that? Like he became a celebrity for having a giant. Well talented comedian as well, but that was his thing is that he had a giant. No, that's not real, is it? No. That's added onto it. Yeah. It seems like it wasn't that big. Do you think he was. He didn't get famously was like older.

Speaker 5:          02:10:46       I don't know. I'm just not. Not totally aware of the history because you always got to wonder what that thing like that did it. How much did it affect is like getting an ass as a performer. He was famous. You probably stuck that right up there as well. He's got a choice 69 and it's going in your ass in your ass. He's the person who's really upset. The pussy is so close to the Esol, my leg, it might be one of those guys that likes it. When you got to knows that big, who knows what you're smelling. You might be smelling things like a dog dog. Dog seemed to enjoy really fucking stinky. Smells might be because their sense of smell is so much more potent. Let's just start that room. Or Jimmy Duranti. As Wolf powers, wolf smell senses. Smell was it explained to me in a real weird way like the differences between a person who dog, but this way is a good way.

Speaker 5:          02:11:33       If you ever want to like pictured in your head. You know how when a skunk sprays in the air, it's only a certain amount of parts per million and you could smell it. You can be nowhere near it. Well, for a dog, everything's like that. So like a skunk can spray something and he could spray something in a block somewhere and it can be. You'll be a block away like, oh, fucking skunk. And you smell it for a dog. Could smell person like that. Just always. Everything could just smell things. It's just a matter of picking these things out. So just trying to like, uh, like you hear a sound to your right and you know, instinctively your ears telling you it's in that direction. What were the dog? It's similar to that. Especially like a bloodhound or something like that. Do you know they have those long ass ears to make the smell come to their face.

Speaker 5:          02:12:15       Know when dogs are like bloodhounds, they have these crazy long ass ears that so that the smells waft up into their face when dogs, dogs, like intelligent dogs doing anything. I'm impressed when they find drugs or any of that shit or fucking in the cars as my favorite on cops when they brought the canine unit and he's like, that's cool. We don't have to search your car. You went the dog smell around the car. The dog starts like they opened the gas thing and there's always some crystal meth pipe or something in there. They tried different ways of hiding it too. That just never worked. Like you gotta you gotta put it in coffee. A good luck with that. Try getting that passed for those fucking dogs. They could smell it. You know? It's terrifying. They were bringing weed on those cruise ships. You bring pens?

