Speaker 1:          00:00:04       Experience.
Speaker 3:          01:16:40       and thinking about this stuff when I'm out there in Joshua tree in the middle, that doesn't it. I just took one of those trips a few weeks ago and I'm looking around at these rocks. I'm like sort of by myself, these crazy beautiful mountain ranges that don't even look real and I'm thinking like, Oh fuck, have you been doing all this time? Like yeah, I'm like taught, you know, not talking to them but literally like wondering like, so they just, it's like everything's always changing. It is just as like I see new and temporary to those mountains. Like you watched that video of the history of the world and all of a sudden you realize those mountains are just as temporary as a blurb of lava, but it just doesn't seem temporary to us because our timeframe is messed up. But that all that shit used to be underground like that Salsa will stall molten rock from before and it's amazing. Like the perspective switch on everything, everything is something else entirely. That shit was all under water and it was all in the Mantel. It was on the center of the earth. Now it's high up above. It's all fucking like the crazy, I mean obviously I was deep on mushrooms as well, having these thoughts, but like that's what it took to get it out.

Speaker 4:          01:17:57       Yeah, it sometimes takes them like that. Just to give you a new perspective on it. You, have you ever been Hawaii? Not yet. Oh, you gotta go

Speaker 3:          01:18:05       on the planning on it. Castillo just went super jealous. He took his gross battle winnings and took this girl to Hawaii and the pictures just send me that looks so fun,

Speaker 4:          01:18:17       Dude. It's amazing there. It's amazing. It's a volcano. It's a series of volcanoes in the middle of the ocean. They're popping up and there's more of them that are building up around it. It's like a a museum that you can go to his show you the history of Hawaii, how it was created, and then they also show you the surrounding islands and, Gee, I guess it would be like a laba. Vents are lava, like volcanoes that are underwater right now. They're building up and eventually break the surface of the water, but they've actually spot and I think, I can't remember what part, I think it was in the South Pacific where they actually watched islands get born. They saw volcanic activity and we're there while islands will, we're breaking the surface of the water. Like you can actually see it in some places and I'm pretty sure they have video of it. You know, it's basically just breaching the surface of the water. But that's how an island is born and that's what Hawaii is.

Speaker 3:          01:19:13       Yeah. And then like once you go above that water, you're probably never going back. No, I don't. I don't

Speaker 4:          01:19:19       think so. I mean who knows? I mean maybe millions of years later it flattens out again or it becomes like yellow stone and it blows up and the whole top pops off of it. That's the nuttiest shit dude. Super Volcanoes. Do they think that a super volcano, I'm want to say, I'm trying to think of how many thousands of years ago, I forget how many thousands of years ago, it might've been like 60,000 years ago. It think that the human race might have gotten down to as few as a few thousand people. Yeah. That these super volcanoes, when they below, they kill enormous amounts of things. People, animals. But we're so weak, bro. When we have to live in the natural world, we have to try to put it out there with the bears and the Moose and shit. We don't make it now. We're only doing like we have been living with clothes on and with fire for so long we're such bitches.

Speaker 4:          01:20:15       Cause even cave people were bitches compared to animals. You know you still need a cave by figuring out caves and by figuring out fire and how to stay warm, we fucked ourselves. It's probably what made us smarter. Yeah. But we, when we first manipulated our environment, we first figured out how to manipulate our environment. This has been like a bunch of desserts day, different stages of it, but one different states. If it was shelter so you could be safe. So the, the animals weren't picking off the soft ones. So people didn't get as hard as they were before they had shelter. If they had some people that survived that maybe wouldn't have survived a few decades ago or a few generations ago or before they figured out caves. So those people get to fuck and those soft bitches make more soft pitches. And then they figured out weapons and then people survive even further and they, you know, and like they don't ever get a chance to beat.

Speaker 4:          01:21:06       Like if imagine if people would be people with the brains of people with the bodies of gorillas, we'd probably be covered in hair and arguing. Yeah. Well it's a compromise because in becoming softer and softer will become smarter and smarter. Right? Like you don't associate Elan Musk with being the most shredded barbarian on earth. Right? No. You associated with a been a gentleman in a nice suit and a tie. It was a reasonable human body. Right. But when you think about someone who's like just a super conquer like some Brock Lesnar type dude, you don't think of Brock Lesnar inventing some new way to manipulate traffic in Los Angeles to cut down commute time from Santa Monica to lax to three minutes, go on 130 miles an hour and a fucking sled underground do this. Right. I'm not taking Brock Lesnar's rocket to the moon.

Speaker 4:          01:22:08       That's a perfect way to describe it as the perfect way to describe it. The brocket. Yeah. So it's like as as we become more and more civilized, we all, and more and more like innovative, figuring out new ways to like stockpile food. We just get softer and softer and softer. So when something goes wrong, like boom, fucking volcano blows up and you lose everything and it's like it's, there's no sun anymore. You can't grow food anymore. You got to go find things to eat in the woods. Everybody dies like you're almost nobody left. They got down on a few thousand people and they say that it happens in North America every six to 800,000 years. The Yellowstone just Bolos. You don't, they didn't even know about this until satellites, when they had satellites, when as soon as they started looking at images, the Yellowstone region, they, there was a theory of if being a Caldera volcano and then they confirmed it that the whole yellow stone, I guess they would call it a base in the Yellowstone basin is really one giant crater from a volcano that was so big. The top blows off and flava shoots like a mile into the sky or some shit and it just blocks out everything. It's like the ultimate super earths zit. It just, did you ever seen that website on Instagram? Instagram page rather Dr Pimple Popper? Never seen it. It's hilarious. Is it just this chick is this chick, she's a doctor but she's a dermatologist and all she does is like lance assists in, squeeze them out. You can't look away. You can't look away.

Speaker 3:          01:23:45       I know I've watched those videos but not like that. I been followed that person yet, but I bought, I've gone off on like youtube tangents of that. It's just deep Pershing and just watching it scored out. I'm like, Hey, I don't know why I can't stop watching. But it is interesting like whatever it goes on deep in our bodies. It's fucking disgusting.

Speaker 4:          01:24:06       Well she's amazing at it because she's a doctor and she has fun with it so it's hilarious. She has funny captions that are a little Instagram account. It's fucking hilarious dude. And she has exploders. She's, she's, she's cutting the holes on people's heads and squeeze out like a banana of pus and I'm not even exaggerating, it's just costing. Some people's bodies are just nasty. They just have these like literal softballs on the side of their face and she caught someone squeezes out all this yellow shit and blackheads the size of your fist. It's so nasty. I watch it if you insist upon it, but the get it, get it, get it says that's like what the super volcano is in the earth. It's just like this giant exploding pos of Laba and it happens all the time, man. And in terms of like the, the history of the earth, it happens every six to 800,000 years. They have thousands of oak or thousands of earthquakes in Yellowstone every year. Thousands. Like little rumbles.

Speaker 3:          01:25:16       The comedian earthquake was at the comedy store last week. It's funny, Dude. So funny dude. He's a good dude too. Yeah, it's a really friendly guy. One of the coolest stories like that. I mean, he's one of the coolest, not completely mainstream famous comedians I know of. And I remember working the door at the comedy store. He was pretty famous 10 years ago. I guess you're just white. I mean I guess I don't, black community earthquake is a monster in the black community. That's different and people are laying, let's just face it. Exactly. Mandy white people laugh at earthquake. Yeah. In the point is it's like I didn't know about him until I was a door guy at the store and then all of a sudden somebody is like earthquakes popping in and popping of the comedy store. If you don't know like there's already a set lineup so you have to be like Onstar, like a Dave Chappelle comes in or Seinfeld or like the pop and in it's somebody who's like earthquakes popping in. I'm like, what the fuck is an earthquake? That man though, the guy literally got that name from because like they said that when he used to perform in Atlanta and he hit the ground

Speaker 4:          01:26:17       shape.

Speaker 3:          01:26:19       Gee, what a beast. He's like a black Joey Diaz sort of laser.

Speaker 4:          01:26:23       He's a very wise, he's a very, very funny dude and you know, earthquake is, he's been around man. He's been killing for a long time.

Speaker 3:          01:26:31       I couldn't, I just, there's nothing more fun than finding out those three kids.

Speaker 4:          01:26:36       No. About, you know, what else is cool meeting him. He's a nice guy. Yeah. That's nice. When you run into someone like an earthquake or someone that you respect to think they're really funny and they're cool as fuck too. That's, you know, one of the nicest things. And that's one thing, like comedians that don't have other comedian friends are always so weird to me because I only know a few of them, but they're so weird.

Speaker 3:          01:26:59       A handful of non comedian friends and I see them very rarely and it's fun. I mean, we have fun, but I mean, I really can't let her rip on us. It's a comedian, the one that's having fun and fucking working a lot, you know what I mean?

Speaker 4:          01:27:17       No, I do know what you mean. But I, I have a lot of friends that are comedians because I feel like it balances me out a little bit.

Speaker 3:          01:27:23       Yeah. You're like a real super human that you have like hunting buddies and shit and I don't have that pro wrestling,

Speaker 4:          01:27:31       my hunting buddies or some of my favorite friends. Yeah, they uh, they experience hunting buddies or some of my favorite friends. That's how small bite my, like John Dudley. Yeah. Rebuts yeah, the rivets. Yeah. They're really good people. Man. My friend Adam Green tree from Australia. Fun with him when I was there. Yeah. Yeah. We had a good time up there, man in Melbourne. God Damn, that was fun. Adam Green trees, the salt of the earth, but it's like all those guys are, um, they've experienced like intense form of life and adversity. They're hunters and their bow hunters, which is even more intense. Like guys like Dudley and guys like Cam, like they're not, they don't have like a chip on their shoulder. They don't have to prove themselves to anybody. They're out there. They're trying to do better for themselves and better at this really difficult thing.

Speaker 4:          01:28:21       I was thinking about that man was like, I'm wearing this shirt today. She was sure tomorrow. This is a Eastman's bowhunting shirt they sent me. It's a bowhunting magazine and I'm a podcast Eastman's elevators as podcasts that I listen to on bow hunting. And I was thinking about it like these people that pursue it the way this guy from the Eastman elevated podcast name is Bryan Barney, or the way Cam Haynes does it, or the way John Dudley does it, or Adam Green tree, they're like, it's, it's not just like they're hunters. They're also like athletes. Like there's, this is a very difficult pursuit. It's not what everybody thinks is like, it's not just simple as finding an animal shooting with an Arrow, like getting to the position where you can shoot an animal with an arrow. You have to be physically fit. It's hard to do. You've got to get up a giant fucking hill.

Speaker 4:          01:29:11       You got to be able to get there in time. You gotta be patient, you've got to be knowledgeable. You gotta be quiet, you got to be stealthy. You gotta be skillful. You gotta be able to handle pressure. You gotta be able to handle your nerves when you're ready to make this shot. On an animal's life with a bow and arrow. There's a lot of shit going on, man. You gotta be safe. You're up in the mountains by yourself. You've gotta be aware of, there's predators out there like real mountain lions, bears. You're running into grizzlies knew what I was thinking the other day. How do you guys eat when you're out there and bring food? They bring food. Like sandwiches. No, you bring, well there's one company that I actually had the owner on my podcast.

Speaker 2:          01:29:45       Uh, God damn it. What the fuck is Chris's last name? I got to, I got to Google his last name now because if I don't, I'm going to feel mad at myself. But he's got this company called green belly meals.

Speaker 5:          01:30:00       Was this the smell? Is the smell of the food? Make more animals?

Speaker 2:          01:30:10       No, I mean it can shit. Now I feel like I have to log on and find his name. Maybe I'll have it on this. Um,

Speaker 4:          01:30:23       anyway, I forget his last name. I Apologize Dude. You're a good guy. I don't mean to diss you life. Forgetting your name. He wrote a book too on the Appalachian Trail. I just had a mom such a fucking space cadet. The problem is in the morning. Tell me if you feel like this when you have to get up early in the morning and like take a flight. My brain literally works on like 30% of its capacity. Yeah.

Speaker 5:          01:30:49       We're built like our brains are supposed to turn on and we have something. I'm going to find him in my little podcast list here. You got a in here? Yeah, no, I'm just fucking stupid dude. Yeah, I remember when I said that Rumble Johnson knocks airplanes out of the hair. Yeah.

Speaker 4:          01:31:14       Okay. Chris cage. That's his name. Sorry Chris. Um, yeah, it happens. You fuck up. But my point being he makes us, uh, he makes these meal bars called green belly meal bars and uh, they're super dense. You have one packet, it's one third of your nutritional requirements. Really heavy in calories and like you want to take stuff like that, stuff that's dance, like take people, take a lot of almond butter and peanut butter, like healthy fats. Um, there's a company that I really liked called phat fudge and they make uh, this, this woman, she makes a Mary, she makes these little packets and they're like Paleo Fudge. It's got MCT oil in it and raw cocoa and it's really good for you. It's Matt again, like real healthy. You want to take things that are like real calorie dense cheese is good. I'm like Salamis good.

Speaker 4:          01:32:06       Some people like to take candy bars. They like, like some simple sugar, like if they're really crashing to pick them back up because the demands are like pretty extreme and the demands of on your body. And I think that's one of the things that people underestimate when you're going like 12,000 feet elevation, 13,000 feet elevation, the air's super thin. You're carrying a pack. If you have a rifle, the rifles having you're in, you're hiking and you're going up these steep, steep hills and you're doing it for many, many miles to try to get into position where if the animals are, and if your bow hunting, you know you, you've got to do that and then you have to draw your bow back and steady yourself and execute a shot. When you're holding your boasts like it's difficult, you're holding it freehand, it a rifle, at least you could rest on something, you know, you can rest it on the raw log and all you have to do is just squeeze slowly and evenly and pull the trigger.

Speaker 3:          01:32:55       You're so much more of a man than I am. I use all the cheat codes on grand theft auto. I don't even know who my way through the missions on that. I just,

Speaker 4:          01:33:05       well did you do stand up and stand up as one of the hardest things for your brain that you could do as far as like dealing with pressure and this is coming from someone who is now I know you, you wrestled in high school so he had some one on one competition that was nerve wracking when you were young and you know, and I did a little bit of wrestling in high school and then I, I fought in martial arts tournaments for a long time and all those things are scary and nerve wracking. But comedy is almost ask area at least was like doing it the first time. I was so scared the first time I did it. And you do that,

Speaker 3:          01:33:38       you push yourself. I mean, you know what I mean? Like we do, it never ends. I mean there's nights probably tonight when the lineup ends up falling, how it falls. I'm going to be run at one 15 whatever ends up happening. I'm going to be, it is a fight. Last week, you know, last week I remember I had my best Tuesday spot in my life and it was like, you know, 11:00 PM or something like that. Kevin Hart pops and doesn't hour. I end up judging gross battles to be popped in and doing an hour an hour on a pop band, which is just a devastating blow. That means that everybody, including myself, is going on an hour later, plus audiences drained extra dream from watching one person do an hour when the rest of the show was fundamentally cut up for 15 minutes. That alone makes it a drag, like,

Speaker 4:          01:34:30       yeah, that's interesting. I didn't know guys. We're doing that now. I didn't know they're allowing guys to do a whole hour.

Speaker 3:          01:34:35       It's on that weird, you know,

Speaker 4:          01:34:38       really shouldn't do that though. Oh, I agree. That fucks with the lot. If it's a regular night, was it a regular? Is Tuesdays? I was just saying. Yeah. Yeah, that's, that's not really that cool because like it's cool that he comes in, that's for sure. Cool. But a whole hour.

Speaker 3:          01:34:50       Well that's a part of the word Tommy. People Thought Tommy was insane back in the day because he would literally go, oh, thank you. What are you crazy?

Speaker 2:          01:34:58       You think he's been with an hour here? This is Mitsis club. You know when he was nuts with that shit, I think he was probably the only one that would, uh, talk to people like that. Dude, I'm going to paint, so we're going to pause this. I know folks. I never pee during podcasts by surprise. She been drinking a lot of water. I'm trying to hydrate myself more and it's right now it's a problem. So we were looking right back. All right, we're back, ladies and gentlemen. You know what technology where they really been slacking is in the innovation of make an airline. Bathrooms not smell like poop. Yeah. It always smells like poop. Specifically poop. Yeah, because someone's pooping into a hole in the ground and it's not even really a toilet bowl. It's not wishy washy water. Here's you plop in a log, write down on the aluminum siding.

Speaker 3:          01:35:46       It's like if you were doing like, like it's like those Koala daycare things where you pull the table down.

Speaker 2:          01:35:52       Oh yeah. Eating breakfast stuff. Morning airport restaurants. Like in people love pooping on flights by the way. It's like, it's like, well, they get nervous. It's people get nervous, they have to poop.

Speaker 3:          01:36:06       There's people like, you know the seatbelt sign goes off and a guy just goes and takes a dump.

Speaker 2:          01:36:10       It's like going to Vegas, Bro. It's like a 35 minutes. You can't hold on where people were already making our descent and you have to go take a shit right now. Some people can't, man. Some people can't.

Speaker 3:          01:36:27       These virgin stewardesses are always like very flirtatious

Speaker 2:          01:36:32       by the flirting with you. Well not this one, but the one on the flight out here you liked or didn't you loved her? You did. Didn't you heard some ladies that are not urgent, urgent at all? Beat up. How dare you? She went home and have a good way. You stumbled on the word virgin and you tried to recover like something extra hard. Turn off. The TV is upset that I'm talking about this. She's like returned DRC time. Stop Talking Shit About, Oh, you're done like me. What? You like to go from the other flights. Yeah. Um, anyway, Texas is a bad ass place, isn't it? Yeah. I love doing chosen Dallas.

Speaker 3:          01:37:17       I'd been having so much fun this year in Texas. I've already been here a few times back and forth. Austin, Houston, Dallas,

Speaker 2:          01:37:24       one of the best comedies, dates in the country. No doubt. I never been to San Antonio. I heard. That's great too. A lot of guys like work.

Speaker 3:          01:37:30       I was just there in January. You got to take all my buddies. We went to the royal rumble because a lot of fun. We ran into Ron White, some lady showed up on a Saturday night at the club. We had just gotten to the club. Some lady comes up to me, he goes, you're Tony Hinchcliffe, Huh? And I'm like, uh, yeah. She's like, I have a message from Mr Rod wipe and I'm just like, you gotta be fucking kidding me. This mother fucker sent a human being. That's how big of a baller Ron white is. He sent a real life human being, not a text, not a memo, not a letter. A lady, Ron White ones to invite you to hang out with him. You and your friends. Come on over. We're all gonna meet at this bar after he's done with his show and after you're done with yours. And I'm like it for that isn't some Texas powerful son a human being like that's like sending a raven,

Speaker 2:          01:38:17       right? Yeah. Better than a raven. Yeah. It's better than a raven. Raven. Yeah. Ron White's a bad mother fuckers. Guys on tour bus. Yeah. He's got his own Tequila. Yeah. Ron White's man. It's got its own Tequila son. That's crazy. My Mom's comedian. It's mother's Day. That's awesome. It is mother's Day, right? Shout out to the moms hollow and all the ladies out there getting knocked up. Oh yeah. Holla. Making babies strong. Thank you to all the chicks out there. Loved Dick. That's how you make people. Yeah.

Speaker 3:          01:38:55       Even if you're a woman that loves vagina, shout out to you too.

Speaker 2:          01:38:58       Shout out. Shout out to all lesbians. It's an amazing that that's like that. People are so jealous that we don't like a girl likes Dick. I like you should like a girl likes Dick Cause this isn't that like like you want, but no really you really what you want is her to like you're a Dick, right? No other decks don't want her to just like Dick and general, those girls are problematic, but it's, it's commonly understood that all guys love sex. Like they were all guys love Pussy, right? Yeah. You only supposed to love like one kind of guy or one girl. Yeah. But guys are disgusting. Whereas girls, it's thought of like to be virtuous. You're like one day maybe try one out and you don't like it anymore and you get a new one but one on death can't just love deck. Yeah. Yeah. That's just too many people as it is.

Speaker 5:          01:39:56       Yeah. You got love that.

Speaker 2:          01:39:57       Do you know how bad people must've loved Dick back on people, Diane? Like all the time, like nobody lived

Speaker 3:          01:40:03       and when there was nothing else going on. Oh, nothing to do other than this one fun stick attached to you in the front of your body.

Speaker 2:          01:40:10       And no one would tell you that you're not supposed to fuck cause it was wasn't even a language yet. Yeah, you would just fuck everybody is fuck. And then you wash your friends get eaten by Jaguars in front of you.

Speaker 5:          01:40:24       Yeah. Make

Speaker 2:          01:40:25       babies together. Your month intense. A baby must have been before they new language. It's just you and you're smart and you have a, do you think, here's the question, how smart where Hillman's or modern humans, when they came up with the first noises that meant things like ditch chimps. Do that now, do you think, do you think they have noises for shit? Like they must right, like certain noises for stuff. I think it all comes to like animalistic

Speaker 3:          01:40:54       stuff. Right? So like if

Speaker 4:          01:40:56       yeah. Oh yeah. And then like you hear that noise, it's like, oh that always means snake. I'm sure I'm almost positive I read something like that, that they uh, they did that with certain monkeys. They had certain sounds they interpreted after a while. Like they do this sound always when an eagle's nearby. Like, have you ever seen those Harpy Eagles in Venezuela? You know what that is? It's a monkey. Neagle Bro. A monkey, a monkey. Eaton Eagle. I love to eat monkeys and ego that Oh yes they do. It's one of the things they found about some of the early humans. Um, when they found fossils and skulls and shit, they found that the inside of the skull had been scraped, which there was some speculation that maybe it was tools and sometimes they looked at the scraping on. This one looks like a raptors claw and they think it was people that had gotten killed by Egos make that early human beings were prey to a larger birds.

Speaker 4:          01:42:00       Yeah. Particularly this one in New Zealand that they know existed, you know. So there's all this speculation about like how many different birds existed and you know, we have like a pretty good fossil record of really big eagles and these things called terror birds at eight people and shit like that. But they think back on when we were like smaller monkey, like things that we probably got jacked by eagles man. Especially, there was a Haast eagle that lived in New Zealand alongside people for sure. Because I think they made it extinct just thousands of years ago, like 14,000 years ago or something. I might be wrong about the number, but it was a huge eagle that had like a 10 foot 11 foot wingspan and they aid people.

Speaker 3:          01:42:40       If births could talk, if Burt's could talk, they would just take shit over. Oh God. You realize that if bird's somehow like learn how to talk today. Two are big. Yeah. They would just take everything over. Fuck your computer. Mine. Now we have guns. You, I'm still have guns. They're birds,

Speaker 4:          01:42:58       but guns change everything and you're in one of those tanks with a slot and you got the machine gun out there and you're just blasting them out of the sky. A gun only has one barrel. Birds can attack from multiple angles at once. Yeah, that's true. At least 60 attack, but you hide in a tank and you shoot him out of the sky.

Speaker 3:          01:43:22       They don't play that dude tanks. Yeah. They don't feel like that. They'll stay above and they'll let you run out of your artillery. If they were smart enough to talk, then they'd be smart enough to let you run out of bullets.

Speaker 4:          01:43:34       Right? Like what if they had hands along with the wings and the grab gravity tank, the flag out of the tank. It's me talking bird. They would do what they do with like goats. How Eagles, Greg goats and they throw him off cliffs. Yeah. That's cold blooded shit early is they drag them off,

Speaker 2:          01:43:52       thrown them to their death. Like they know what they're doing. Yeah. That's mean to ruthless animal, man. It's a fascinating animal. But so you think that uh, those things preyed on people like early humans, they found these skulls. The inside of them were all scraped out. Scary. Ooh, dog. Just, there's something about birds, man. They just so they don't give a fuck about you. Like if you look at a dog or even a cat, a cat at least per hours and looks at you and like likes that you petting it and it's like an interaction between you and the cat.

Speaker 5:          01:44:29       Right? The affects us. We're on the same level. Yeah, man. You look in the Eagle's eye, you're like, why am, why am I keeping you alive? Right. Crazy comp. But I didn't know I was looking at us salsa. Yeah, exactly. And they're looking at us like, why do you guys just stay on this floor? Why don't you guys, when you guys flap your arms, you fucking idiot.

Speaker 2:          01:44:47       You guys can move them around. You just down here like prey,

Speaker 3:          01:44:50       right? Can you just sit here on this level?

Speaker 2:          01:44:53       I think about what an eagle can do. It's, it's swoops down and scoops of fish out of a fucking river, a big one and carries it away. Grabs a fish. No fucking strong. You have to be to grab a salmon with your hands. Talons. It's sink into it. He just carries it off flying.

Speaker 3:          01:45:16       That's, that's an Sushi.

Speaker 2:          01:45:20       Oh my God. What a ruthless bird. Crazy. It's kind of nuts. That's our national bird too.

Speaker 3:          01:45:28       Somebody didn't want it to be, uh, was it Ben Franklin? I think thought it was like a punk ass bird.

Speaker 5:          01:45:37       You said? That's a fungus ass bird. He had like reasons for it. I read it last. Why he has an eagle whiny. Can't remember whether it was him, John Adams,

Speaker 3:          01:45:46       Jefferson, one of those weird old guys. But like they're like fuck the eagle. How could use fuck the Eagle? They are so hungry for it. They're gangster, but it's like they're also a, I wish I could remember what it was. I think it was like he didn't like, like how they like squawk cause like they caught him like squat the or something. You don't want that. You don't need that squawky bird. Then you really should it be an eagle though. We're America, which are really, really, what's the truly the most truly

Speaker 2:          01:46:20       angels are pretty bad ass word. A brass bird rather. Yeah, but it's still a bird. Well there's no, what about the shark? We should be a puppy. Yeah. So, well sneaky. We don't have to be some killer murderous thing. Right.

Speaker 5:          01:46:33       I love that. I can be, it'd be something cute to the fucks you up some of the youtube, like a snapchat filter that's, we are one of those puppies. It's cartoon ones. Little dog ears and nose. What happened instead of having like a mascot that's an actual animal, have a fake

Speaker 2:          01:46:50       one. Like a, like a team. Teams have a gopher that wears a tie. That's telling me US three. Your College football team. Yeah. Yeah, exactly. We'd be a mascot. Yeah. You know, I mean the whole idea of having a mass guys kind of crazy, isn't it? Yeah. A national animal. We have a were the blues, Merck Eagle. Just colds doing run bro. Yeah. The whole thing is weird. It's like we have a birth weight but we're a bird where bird. Okay. And Russia is a bear. Okay, we're, we'll, we'll, we're fucked. I have news for you. Bears and eagles. I'll fucking blow my money on the bear all day long. Yeah. That's a lot of good. But that's not a good deal

Speaker 3:          01:47:32       for sure. The, I wonder if the other countries look at us like we're morons for that. Like is Afghanistan here that we have like represent this eagle and they're just like, what are they doing?

Speaker 2:          01:47:46       Don't you think that other countries have an animal too?

Speaker 3:          01:47:49       No, I think other countries, some people just like there, they don't even have anything. There's comprehending of our silly shit that we do.

Speaker 2:          01:48:01       Oh, cool. Yeah. Do you know that the Mississippi state flag still has confederate flag?

Speaker 3:          01:48:09       Yes. I wanted to do this this last night when the guy from Jackson, Mississippi within the two white trash guys spot

Speaker 2:          01:48:17       like trash guys and you know who I'm talking about. They literally listen to own it. First of all, how dare you, Jason Knight and Chaz Kelly, I was with the guy

Speaker 3:          01:48:30       from Jackson, Mississippi. His whole family was in the audience, her family and friends and they were all wearing the same shirt. Yeah. And I just thought it was the confederate flag. I didn't realize that it was the Mississippi state flag and they were going fucking crazy. Like they were the craziest patch of people in the whole arena last night. Literally they had a whole section that was insane. And I, he ended up saying to, uh, the sound guy who I was sitting next to, I'm like, look at these crazy people. They have the confederate flag on their shirt. And he's like, oh no, that's just a the Mississippi state flag, and I'm like, oh wow. I didn't know that I'm a complete idiot. I thought they were just going to fucking burn a cross in victory up there. Like they seemed like they were the [inaudible]

Speaker 2:          01:49:21       party. Do you think that people know that Mississippi has a confederate flag it state flag? I didn't know how many people do think like outside of Mississippi are even aware of that.

Speaker 3:          01:49:31       I would probably guess if you and I don't know, then I would guess somewhere in like the 10% I would say three to 5%. I think 10% is very giving.

Speaker 2:          01:49:39       Wow. How did they not know that people right now are screaming, you're idiots. Everybody knows.

Speaker 3:          01:49:45       Yeah. If you know that, then I'm, you live in one of the two really lit, one interlocking, stayed away from Mississippi.

Speaker 2:          01:49:53       If you know that or you're one of those people that really got into the confederate flags origins when they pulled it off the general lead or are you memorized overall? Just state flags. In which case, Whoa, this is the wiser. Your hobbies are out of control, but when they pulled that state flag or they pull the confederate flag rather off the general Lee, they pulled generally off if they don't have the Dukes of Hazzard on TV land anymore because of that flag, which I found fascinating man, like for years and years and years. And I'm not saying I'm not against the idea of pulling the show, I understand the sentiment behind it that in their eyes that's a racist symbol. But it's just fascinating to me just purely from like just an observers point of view. Like, oh look at how the culture is shifting. Like we used to be able to have this on TV and no one said a word about it.

Speaker 2:          01:50:40       It was on the roof of a car that was on television and the, the car was arguably one of the big stars of the show because like you got cards from Bach, it's hot as fuck. You got the daisy dukes. Yeah. You got the doors. Yeah. And then you got a Bo and Luke Duke, right? They're the stars. And then you've got the fucking car, man. Wait, what was the cops theme? Uh, well there was Roscoe p Coltrane, boss Hog, right. Boss Hog and Roscoe p Coltrane. Right. That's all I remember. Ross boss Hog and Roscoe was a sheriff. Right? I guess I said No. Who was the sheriff? But he, he was the mayor. Mayor boss Hog, right. Wasn't he? There was a sheriff Roscoe p Coltrane, I of don't remember. And then there was Cletus who was in love with daisy Duke. I remember when they made the movie with Johnny Knoxville and Jessica Simpson. And of course I don't remember that. Nobody saw, I don't remember that. I literally don't remember that. That movie was so bad. It got the TV show canceled. Two Jessica Simpson was hot as the sun at one point in time

Speaker 3:          01:51:46       at one point. Now Lisa Simpson,

Speaker 2:          01:51:50       uh, why I'm on it. Don't homer Simpson might be the greatest character and the history of television probably. Cause cause he's so card too. It was right up there with a cart. Ma'Am. Carbon might be as well. Yeah. They're almost like, but homer, he's like the ultimate buffoons and he's immortal. And you didn't do anything to them.

Speaker 3:          01:52:19       All right. It's interesting him in Cartman both don't edge and sorta troublemakers. Very stubborn. It's very much the American way. I mean it's just like imagine that and imagine that homer Simpson adopted Cartman like that's a movie. Wow, that's another great idea. Another one, homer Simpson adopts carbon. He dated

Speaker 4:          01:52:46       two totally different styles, but in, you know, it's like you got your king of the hill style of a animated comedy. You've got F F is for family is coming out soon to season two. I bet that's going to be killer as a funny show, man. That's a really funny show.

Speaker 3:          01:53:02       You don't really watch comedy shows. I'm looking forward to the return of house of cards and the return of game of Thrones.

Speaker 4:          01:53:09       Uh, I watched, uh, efforts for family. It's legitimately funny, Dude. It's a legitimately funny show. But uh, yeah, I'm looking forward to that. I gave up on game of Thrones. I mean that game of Thrones walking dead. So when I gave up on walking dead, I created some space that house of cards filled feel much better about myself. I can't deal with zombies anymore.

Speaker 3:          01:53:34       I'm with you buddy. I'm going to do, zombies are dead to me. Literally

Speaker 4:          01:53:39       you just, after awhile I was like, okay, this isn't, this can't go anywhere. Yeah. Like when the sales nation rebuild, when do you dummies kill all these armies. What are these zombies eating? How this thing alive? How they here for so long or you just, how come they're not just skeletons now they stopped riding. They brought for years. Oh, they just rot fears. How about fuck you. Yeah. What? Are you not making any sense anymore? Yeah. You should all be dead. It should be gone.

Speaker 3:          01:54:03       I never got into the walking dead. I'm not in any of that stuff. I can't.

Speaker 4:          01:54:07       They violate physics. Yeah, did violate nature. It's not just that it's a Zombie. It doesn't rot away. We talk to them. It doesn't rot away. It's dead. Come on. You told me that the dead. Right. So how come it doesn't like in the beginning of the show, like at the beginning seasons they had like more shit going on. You know, like I remember when they had to blow up that building that had the anti Zombie Shit in it where they created the Zombie in the first place and there was a guy and his wife turned the whole deal. That was, that was the walking dead. Right. It just was, I don't remember in the beginning it was just better. Yeah. It was just, it seemed like it was interesting. And then after a while, like, oh, I get it, it's always going to suck. Look, your life always gonna suck. It's gonna suck here that it's gonna suck there. And then this guy is going to get killed, the baseball bat and this person's going to turn into a Zombie. You're going to have to watch this person get torn apart. Okay, I get it. You just fucking with me. It doesn't really.

Speaker 3:          01:55:05       Meanwhile, those game of Thrones guys are taking literally just blowing our minds. Yeah. And as his house of cards. Yeah. How's the cards is crazy because they were like, they were really giving us an, even though it's obviously fiction, I feel like they're giving us a real window on sort of house stuff does work in a weird way, even though again, it's fiction. Like did they just show you how people communicate with one another to get what they want? They show you what politics is, how you can use that in your everyday life. But it's just that business, I mean, they are in the business of like being shady to one another.

