Speaker 1:          00:00:00       The Gay folks took over the rainbow for three to, will it work today, Jamie?
Speaker 3:          01:20:52       We were wrong. So that's the way you uncover truth, right? It's the way you get to bore perfection. It's the kind of ying and Yang actually. So, uh, so, so yes, I think that, um, I think that this, this, this, this, the simplification of the world, um, to think of, you know, I'm good and your evil is, um, really misunderstands that in many, not all, but in many circumstances and misunderstands what's happening. And also it brings back this problem that human beings have always had with ego and this need to be right. And that identifying yourself in each individual discussion and debate and battle and needing to triumph. And even though you desire to be correct, you have to understand when you are not. And you have to appreciate someone who shows you that you are incorrect because they are allowing you to grow your nest, a finished product. There's no way you can be. Yes. I think that's why I like arguing with people I disagree with because that's when I learned more stuff. Right. If I talk to people I agree with, I don't learn as much. So you get together with our private roads do that dude. And some other dudes I have saw is I just came from his house and uh, he also, he's crazy. But anyway,

Speaker 5:          01:22:04       he'll laugh. He will listen to this and this and he'll be laughing right now. Does he do for a living? He's a financier. No fucking way. God Damn. That's cliche. Yes, exactly. That's hilarious. Is

Speaker 3:          01:22:18       So, um, it is hilarious. Anyway, pro gun mercenary.

Speaker 5:          01:22:23       Yeah.

Speaker 3:          01:22:25       Fries. Yeah, we saw that coming. That's really funny. The um, oh, what was the hold on I was going to say something to you about you arguing with people you disagree with. Um, hold on. I lost the train of thought. I had said before we talked about my friend. Uh, you learn from them. Anyway. I lost the train there, but no worries. Yeah. Um, so, uh, yeah, I mean that's, that's another issue that I've faced with this podcast where people get upset at me for having people on that have opinions that they disagree with. That's nuts. Yeah. They think that you, you're, you're doing a disservice by providing a platform that's not that, that's phrase they keep saying platform, giving them a platform. I think you have power, uh, which you should use wisely. I have power. I should use, like we all have some power and some parts of our lives and I think it is okay to say you have some power.

Speaker 3:          01:23:16       You do. You know, you have lots of millions of listeners, people respect you. Um, lots of people are both presidents, CEOs, they're people of power. But the idea that by talking to someone, you are somehow abusing that power. That's, that's crazy to me. In fact, quite the opposite. I think that you are shining bright light of day onto a ideas. Let people discuss them. Look, let's, it's also quite schizophrenia. I mean, have you ever seen one, the schizophrenia person draws these, uh, connections where they have one person and that person met this other person and that person used to work with this other person and that person met Hitler. Yeah. So, you know, Hitler, yes. Know you've ever seen those. And yes, it's really similar in the same sort of a way. It's this weird sort of a thing where you're not allowed to even communicate or be in contact with someone who is in this apoe. And it's a myth. It's, it's very childlike. Yes. This, this perspective. And it's very by an area and my friend in your Susie's friend. Exactly. So fucking stupid. Yes. I would agree with that. And it's a, it's a really common thing today that you, you're seeing people are trying to reinforce this idea in and push it on other folks. Well, I think one thing, you know, like I think,

Speaker 2:          01:24:29       um, I think that, um, like we were talking about, I think that exposing ourselves to a breadth of ideas to people we disagree with. I, you know, I think and, and creating an environment in which people can express themselves. Um, you know, it is good. You're not going to get any arguments from me against on that, on that point.

Speaker 3:          01:24:49       No. Um, and I, I just think it's better for everybody. Like we were talking about before, when you meet someone who can give you a lesson and, and express something in a way that makes you reconsider your own ideas that you hold sacred. I mean, I'll give you an example. Apple,

Speaker 2:          01:25:05       when I, when I, I met my wife 30 years ago, I, I wasn't pro death penalty, but I was, I would say I would say have neutral to the death penalty. I would be like, you know, ted Bundy, the state can put him to death and I had all the kind of conventional reasons or I didn't really care. He's a vile person. He killed all these people. He tortured them. If the families will get any relief or whatever, that's fine. I had some concerns because I was this statistician about a conviction of the innocent and I support the innocence project and I am very concerned with police brutality. I have for years been advocating the racializing, the police brutality is vile and, and uh, uh, port and must be firmly resisted. Uh, I think that, um, I think the, the, the prosecutorial misconduct way people are prosecutors lie and put people in prison.

Speaker 2:          01:25:56       Uh, you know, there've been many, many cases of people on death row who were innocent that should offend our conscience. So even back then I had some concerns about the death penalty because I, um, because I, I recognize that, you know, we can't be perfect. We're going to convict some innocent people and also let some guilty people go free. That's not as bad as killing the putting to death. He innocent, but they're both bad. So I had that concern about the death penalty, but otherwise I was like, it's okay. My opinions have totally changed. I'm completely opposed to the death penalty now for many reasons. Not just the statistical reason, but also I think it's immoral. I don't think the state should put into, I think we can rip deprive you of liberty. I think we can make sure you're not a threat to society.

Speaker 2:          01:26:37       We can block you up for the rest of your life. But I think we, the state should not be taking people's lives in that way. There's something extraordinarily strange about locking someone up. It's very strange. Well, we have a carceral state. I mean, you know, we lock up a higher we have is, we are fraction of people incarcerated I think is the same as Stalinist Russia and we have very long prison sentences, which are nuts. You don't need them for deterrence, for nonviolent drug, especially for non all nonviolent offenses should have much shorter prison doesn't, we should have more. We should have higher certainty of punishment. Higher fraction of people who have actually committed crimes should be punished. But I think we should, we could cut in half or less the, the duration of the census. I think you'll be able to, uh, deter criminals from doing things with a three month sentence if they are very confident that they will be convicted if they're caught.

Speaker 2:          01:27:27       Whereas now we have a system where most are not convicted like this Jesse smallest thing, which is just ridiculous in the news. And, uh, uh, and which therefore the, and only a tiny fraction are convicted and, but they're giving huge lung sentences. It's like they're paying the sentence for everyone that didn't, it doesn't make any sense. And it, it's expensive at ties up our prison system. Actually, can I go to tell you the story? True. So it was a situation a few years ago when there's a very famous, um, uh, director and writer by the name of David Simon, who I consider a friend. He did the wire, he was a show runner for a bunch of other very famous, uh, wonderful, uh, TV programs. Now he started his career actually as a reporter in a, in Baltimore. He was a beat reporter and then went on to become a writer, did the wire and so forth.

Speaker 2:          01:28:16       And he told the story, uh, actually at Yale to students about how he had just come back from a summit. President Obama was still president where he was trying to help the students to see that you could find common ground with your political opponents and that you need to listen to them and talk to them in order to, to find that ground, uh, if, and so he told the following story, he said, I had, I just came back from Camp David where, uh, there was a meeting about how to reduce incarceration in our society. And he said the Koch brothers were there and the students all hissed and Newt Gingrich was there and the students, all hissed and a bunch of liberal people were there. And the students were really happy about that. And then they said, well, why did you go, how could you associate yourself with those evil people? And he said, look, you said

Speaker 3:          01:29:02       the, the conservatives want to reduce incarceration because it's expensive. The liberals want to reduce incarceration because it's unjust. And the libertarians want to reduce incarceration because the state shouldn't be depriving people of Liberty. And I can find common ground with these people and reduce incarceration. Why would I not talk to them? And the students didn't seem to understand that. They were like, they couldn't get it. That's why they shouldn't be able to vote to be 33, 25. I mean, and so I don't know how we got onto this, you know, like talking to you is so much fun because it's like we're all over the place. But, um, how did I get it? Come up with this example we were talking about talking to her political enemies. Was it or something else? We're talking about people telling you that you shouldn't associate yes. People that have varying opinions.

Speaker 3:          01:29:49       Yes, yes. And you know, Oh and no. We were talking about an incarceration and prison sensors and so forth. So we have a horrible problem in our society with, with incarceration. A larger fraction of our populace is incarcerated. We deprive after you paid your debt to society, we often have these, these, uh, we deprive you of your right to vote, which I think is wrong. You've paid your debt to society. You should be able to reenter society. That's exactly, yes. Exactly. You were in prison for 10 years. That's enough. You don't, now you, we want you to feel a part of society. Can we want to welcome you back if we have that vision of justice? How about the registered sex offender? That's a serious problem. Especially for, uh, crimes. You know, the, these crazy cases which offend my conscience. I know a guy who got charged as a registered sex offender because he urinated outside.

Speaker 3:          01:30:37       Yeah. That's not caught in the south urinating outside. That's nuts. That's just a prosecutorial abuse. Or you know, you have these Romeo and Juliet laws, which are not in every state now. Thank God, alas, last, they are not in every state. Uh, you know, you have a 16 year old boy and a 14 year old girl. There have to be exceptions for that kind of sexual practice. You know, they're exchanging a sexually explicit images. They should not be considered sex offenders for the rest of their lives. That's nuts. So, um, so yeah, so all of those things. So the, but the problem is not only do we have a huge fraction of people in prison, we have extremely long prison sentences compared to any many European countries for the same crime and a, it's costly. It's unjust, it's ineffective. I think. I think we should change the policies on this and maybe we will.

Speaker 3:          01:31:24       There's also the idea of reforming them. It's, it's, they're not using all the tools within their disposal. They're not really giving a good attempted it. And I just don't think it does anything other than make their life hell for a short period of time, which we're hoping we hope deters them from doing future crime. Well, they're different. There's the justice, there's deterrent there. Safety, right? Like so violent criminals that we put in jail. Uh, we need to do that. I mean, I'm not interested in being killed by somebody who, you know, could it killed someone else. She should have busy in jail, uh, for a while, 20 years. So I'm at a time from larder.

Speaker 2:          01:32:00       Yeah, for murder. I think 20 years is enough. Well, a European, a European standards are about 20 years actually. And there are different things like if you want to deprive them, if your, if your vision is they're being punished for the killing of a life, therefore they've surrendered their life. It's sort of eye for an eye kind of justice. You would, they would be the rest of their lives. And you know, I, we can debate whether that's reasonable or not. If you, if you want to provide a public safety reason, people often age out of their violence. So a lot of men, typically these were talking mostly about men who do these things. Uh, you know, by the time they're in their forties or 50s, they're much less violent to stoss declines. They get older and wiser. Uh, they're not interested in, in criminal, in that kind of criminal behavior.

Speaker 2:          01:32:44       Many of them are not. So that does, that suggests you don't need life sentences for murder. And I think it also depends and we have gradations of murder. You know, we have like the impulsive stuff that intent matters of planfulness matters, that depravity matters. All of these things are, are factors. And I don't think we should have a one size fits all incarceration for murder. Yes. That's my opinion. What do you think? I think it depends entirely on the circumstances. If two men are engaged in some sort of a dispute and one winds up killing the other one, that's a big difference between that and someone breaking into your house and killing your daughter. Yes. A correct. And I also think even in that, like I, I really am opposed to these stand your ground laws. I think those are, if you have the opportunity to avoid conflict and to avoid you or not, uh, it, I would prefer as a state to require that you walk away, even if it makes you feel embarrassed, uh, then give you the right to kill someone for offending you in those, those videos of the, of the guys in that shot, the guy on his knees in the parking lot in the, I forgot what state it was like, uh, not long.

Speaker 2:          01:33:48       A year or two ago. They got into an altercation and the parking lot. Like, if I have words with someone, an apartment shot guy on his knee. Yes. There was no threat to him. And he was, he was not prosecuted on the stand your ground argument, which is nuts. Why was the guy on his knees? He was, I forgot, I said, don't shoot me or something. Oh, Jesus. So it was, it was crazy. He didn't get prosecuted. I don't think so. We can look up the facts. There were several cases. There were several cases like this, but you know, like, I remember when I was doing, showed a con karate, my Sensei Kazumi Tabata, this was years ago, uh, the 30 years ago now. And he told us the following story. He, he said there was a Sensei in this village in Japan, and the students were coming to the Dojo.

Speaker 2:          01:34:30       And, uh, there was the, the, the best student that, you know, and then all the other students, and they were walking through the village and they passed the approach to horse that was on the street from the rear, and it startled the horse. And as the horse reared up and kicked its leg, the, the, uh, the best student instantly did a kind of a avoidance, kind of twisted his body and avoided the kick and the, and the, and the, uh, the horse, his leg went right in front of him and all the other students were amazed at his ability and they get to the Dojo and they tell the Sensei, this is my sensei telling me this story, telling all of us this story. And they, those students get to this, the Dojo. And they tell that the Sensei, the story marveling at the, at the ability of this master student to definitely avoid the strike and the Sensei's very angry and he don't understand why, why is he so angry?

Speaker 2:          01:35:19       He said, if he were a really good student of mine, he would have walked on the other side of the street. He would have avoided the horse altogether. So the real wisdom is to avoid avoidance of conflict in the first place. There's no reason to seek out conflict. And so on the stand your ground laws, you know, if the choices ether you just avoid the conflict, you know, someone, someone swore at you or called you an asshole or was an unreasonable jerk that doesn't give you the right to kill them. Right. Um, so anyway, I don't know how we got onto this as well.

Speaker 3:          01:35:52       How are we going to the penalty for, for murder. Exactly. Exactly. So, so, so different gradations. Yeah. Yeah. I just don't know how much of a deterrent it is locking people up. I just, I, I'm not sure, I'm not really sure if that actually stops people from doing things. I think it stops some people. I think there've been academic research on this. I just don't think there's any real rehabilitation other than personal choice. I mean, I think the, the, the real rehabilitation comes from someone making a personal choice to never be that person. That Dan again. Yes. For most of them you're, you're, you're being locked up with a bunch of hardened criminals and you, your, that's your, your community. But you're not suggesting we have a society in which when you commit violent acts, we do nothing. No, I'm not. No, I'm not. No, I'm, I'm suggesting you're struggling with this is what you're saying.

Speaker 3:          01:36:41       Yeah. The, yeah. The concept of nuances. Yes. This is, this is a applied here better than anywhere else. I think I got the impression looking at your face a moment ago when I told my sort of sweet Sensei, Japanese karate story, that you didn't agree necessarily. We know that's a very wise way of looking at it. Yeah. Don't, don't be near a fucking horse that wants a kick. You very smart. Yeah. Get out of there. I'm a big believer in avoiding conflict. Yeah. I'm, I'm, I'm the first guy to conflict, not intellectual conflict. Right, exactly. Physical words and violence are different access routes and very, extremely different. Yeah. I mean, intellectual conflict at that is actually important and you learn from it. Yes. Very rarely do you learn too much. Right. I mean, you learned don't do that again, that's going to learn from physical conflicts. This don't do that again. Yes. I was just, it's just, you know what, what happens in nature with animals happens with people. If you let them get to that level and it's scratched down to the, you know, remove that thin film of society with rocks. Yes, there we are violent. But I keep coming back to what I argue in blueprint. You know, we, I have those, those

Speaker 2:          01:37:44       tendencies, but equally we have tendencies to be kind and friendly and uh, and it's, we have to create the environment to, uh, to foster those. I have a, there's sense in which, and I talk about this in the book, there's a sense in which as we create those environments, we actually change ourselves as a species. There's this a set of ideas that's known as gene culture coevolution. And the idea is that we create certain kinds of cultural environments, those kind of cultural environments advantage certain ones of us making those of us that are born with certain abilities better off, which then leads to those environments being created even more. Let me give you some, an example of that. The most famous example of this is something known as lactase persistence. So many people, not about half the world can adults can drink milk. The other half cannot.

Speaker 2:          01:38:36       They get lactose intolerant. Well, why can you drink milk as an adult? Have you ever thought about that? Like why? Why are you capable of drinking milk as an adult? In our ancestral state, actually up until about 10,000 years ago, only babies could address to digest milk because only babies had milk. Babies would suckle at their mother's breasts and have milk and then they'd be weaned and then they would never drink milk again. There'd be no milk to drink. There was therefore no reason for any adult to be able to digest lactose, which is the principle sugar in milk because there was no lactose in your diet. You didn't encounter milk, so human beings were able to digest lactose when they were babies. They lost that capacity. All human beings, when they got to about two or three or four or five, when they wean, they no longer were able to just melt.

Speaker 2:          01:39:19       So the enzymes in their body, we're programmed as it were to only work when they were infants. Well about between three and 9,000 years ago in multiple places in Africa and in Europe, human beings suddenly domesticate animals. We domesticate milk producing animals like cattle and sheep and goats and camels, and now all of a sudden there's a supply of milk around us because of our cultural innovation, because of the thing we invented, we created the domestic breeds. Now we have milk. Now therefore those among us who are mutants who were born with the ability to have our lactase, the enzyme that digest lactose persist into adulthood. This is known as lactase persistence. Those of us who had that would have a survival advantage because we could have another source of calories that the rest of the people in our group couldn't consume. They couldn't drink milk like we could and we had a source of unspoiled water during times of drought.

Speaker 2:          01:40:14       We could drink milk. Everyone else had to drink this filthy water that they didn't have access to, so those among us who had these qualities could reproduce better, survive headed, have survival advantage. It turns out that this has happened several times. This is when well documented. The genetics of this has all been worked out several times and last three to 9,000 years because of Acumen, cultural product. We have evolved to be a slightly different genetically and it doesn't stop with cows. I think that when we invent cities about over 5,000 years ago, we, so we, we, we invent agriculture about 10,000 years ago. It's debated exactly when we invent cities, but between five and 10,000 years ago we start having fixed settlements. Earlier you and I were talking about population density and having to live with other people, which is not our ancestral state, not packed, not with other people.

Speaker 2:          01:41:01       We always lived as a group, as socially. I think that as we invent cities, people with different kinds of brains are better able to survive in cities. So now that we've invented cities where advantaging people with certain kinds of brains and therefore I think in a thousand or 2000 or 5,000 years, just like the milk example, there'll be different people as a result of something we humans manufactured that we made. And I could keep giving you examples of this. There's a, in the book, I have an example, another example of a, they're called the sea nomads. They, they live in the Philippines. These are people who don't live on land. They live on houseboats that sail around the Pacific for thousands of years. They've had this lifestyle and they die for their food dive. So they forage on the seabed. They are the world's best free divers.

Speaker 2:          01:41:48       They spend hours per day underwater. They can hold their breath longer than anyone else. Uh, and they, they do do it. Nothing except with weights and wooden goggles. They dive down into the seabed and forage and they hunt. They hunt underwater with spears. Okay. They hunt underwater would spirits. It's mind boggling. Wow. And uh, but they, uh, have evolved, have different spleens and different oxygen metabolism than you and I. So those, among them that could survive the dives, fed their families, made more babies. And now we think this happened 2000 years ago. There are different, the ones that couldn't died. So their invention of a seafaring way of life, their invention of a way of living at sea, the boats technology, the, the spear fishing technology, the intervention of those technologies creates an environment, cultural environment around them, which modifies natural selection and changes the kind of genes that those people have.

Speaker 2:          01:42:49       These are, these are discussed in blueprint and there are many examples of how I want to see an image of these goggles. Yeah. If you Google, if you Google, um, that's our little slit goggles. If you Google see nomad Goggle, you may come up with it and let me give you, what are they using for a lens? There's no lens. Yeah, they're little slits. So what's the point? Uh, I didn't look at the technology at that level, but let me just find lens than it doesn't protect your eyes. I think it, I think it, uh, it may reduce glare underwater, you know, by having you look through slits, it's got some something on, I can see it, Huh? Uh, well, no, because they didn't have glass or maybe they might take a piece of it. Well, the one this kids holding up, it's got something. Let me see.

Speaker 2:          01:43:35       That's a lots of actual, no, that's a modern scuba diving mask. Yeah. He may have made it from wood, but the ancient one. Yeah. This is the Zhao. But uh, so if you look at, so look at that. Can you find what's I'm looking Goggle, I mean it'll be hard to find. Maybe no one's put it on and now of course they have modern technology so they can uh, they can, uh, that's, those are totally monitored plastic. Yes. But they used to have these wooden goggles anyway. They adopted or adapted rather to this new lifestyle. Sort of like genetically adapt. Yes. Like the [inaudible] have developed disability to not get frostbite and to not get numb fingers and cold weather. I did not know that example, but that would be an example of that. Yeah. This is an example from a, believe they were talking about it from Alaska that they, they did genetic testing on these people and they did different facets.

Speaker 2:          01:44:27       Yes, yes, yes, yes, yes. That would be another example of just exactly that example. I didn't put that one in the book, but yes. Yeah, we're incredibly flexible, right? Yes. Well we have flex two kinds of flexibility, so, so think about, think about like when we settled the Tibetan plateau, when human being settled, the Tibetan plateau, there were different challenges up there. It's cold up there and there's not a lot of oxygen up there. Now we could, genetic evolution is not fast in us. We didn't become furry, you know, like one way to cope with a cold is to become furry again. We didn't do that. Why? Because we had clothing. We had cultural means of coping with this situation. So for the coal to cope with a cold, we used culture. There was no cultural means to cope with the low oxygen up there. They didn't have bottled oxygen 5,000 years ago.

Speaker 2:          01:45:15       There was no way to produce oxygen. They couldn't, they didn't have the chemistry to produce auction. So the auction to cope with the low oxygen tent pressure up there, low oxygen tension up there. They've evolved genetically so that the people who live in the, in the Himalayas, they actually have different kinds of hemoglobin compared to you and me, better able to extract oxygen from the environment. So they're two different challenges that are coped with in different ways. One is cope with culturally by cultural evolution. One is coped with genetically, which is much slower, which genetic evolution and it's the cultural evolution is the cultural traits that natural. So natural selection equips us with a capacity to accumulate knowledge and to teach each other stuff. And given that rare ability, as we discussed earlier, we're able to spread out across the planet and live in all these dissimilar environments.

Speaker 2:          01:46:04       We use our cultural ability to dominate the planet basically. Now, when you were, when you were creating this, will you actually thinking of it as a blueprint that someone would follow? Uh, yes and no. I wasn't thinking of it that way, but having finished the book, I do think that there are, like I don't, in the book I talk a little bit in the book about implications for, uh, of these ideas for, for artificial intelligence. Like, as we create robots, uh, as we, even as we create sex robots or autonomous vehicles or, uh, forms of bots online, how should those bots be programs so as not to injure our society. So there are some policy implications I discuss in the book, but I, I wasn't thinking of this as a, as a, as a, as a a prescription. Like this is the way to live a good life.

Speaker 2:          01:46:54       But partly because as I, as I argue in the book, you know, we don't need to affirmatively seek a good life. We have been endowed by natural selection with the capacity to make a good life, uh, full of these qualities. So this blueprint is, I want to use the word God given it doesn't come from God, but it's God given, you know, it comes from somewhere else. It comes from natural selection that we, um, that we do this. So I, yeah. How much time have you put into artificial intelligence and a lot, and we do a lot of work in my lab on Ai. What about sex robots? Like what rules should they give for sex robots? And how much could that damage interpersonal relations? Yes, that's a great question. That's exactly the right question in my view. So our concern with sex robots from a liberty point of view should not in the slightest.

Speaker 2:          01:47:43       B, whether you enjoy a sex robot, it's your business you'd buyer bought, do what you want. I really don't. I see. I find it would be hard pressed to to object. The problem is with set. Well let's, let's back up from the less provocative, but let's come back at six but I looked like a simpler example. First let's talk. Let's talk about your children talking to Alexa. Okay, so the person who designs Alexa wants to make your child's experience easy and pleasant and as part of the programming of Alexa because they want to make Alexa the obedient servant of your child, it doesn't require a child to say, please Alexa, would you play the music for me? Your child can be as rude as she wants to. Alexa and Alexa will do what she wants. What you should be concerned about, however, is not your child's interaction with Alexa.

Speaker 2:          01:48:26       When you should be concerned about is what your child is learning from interacting with Alexa, that then she takes to the playground. So now she's rude to other children. So Alexa is corroding our social fabric. Alexa, in this example is making children rude to each other. So our concern is not so much do we make and do we make, you know, like Asimov's laws of robotics, do we we, it's not that we want to program the robot so that their don't harm you. It's true. The first law, we don't want the robot to through an act of commission or omission harmer allow human to come to be harmed. It's that we're concerned about how the robot and interacting with you might cause you to harm others. The robot, the robotic intelligence creates these externalities, these cascade effects. So in the Alexa example, we might want to regulate the programming of devices that speak to children, not because we want to deprive your daughter, have the right to speak how she wants, but because we recognize that that robot is going to cause your daughter to be rude to other people.

Speaker 2:          01:49:29       Is it really? Do you really think, yes, the Alexa, what's the weather that that would make your attorney? But surely I think it will contribute. So that's a, it's an example. It's not like, I'm not arguing that Alexis should become, or nately think it's so novel to kids that they know it's not a person. I don't think it really, all right. But we're using these examples to build the thing. So let's talk about the sex robot. Okay. So some people believe that actually the emergence of sex robots, which will surely appear in the next 10 or 20 years, um, will, um, will be a fantastic boon. They think that, um, you will people be able to experiment, uh, you'll be able to experiment with same sex relationships. For example, a group sex. Uh, you might learn to be a, a better lover so he could practice with the robots and therefore you'd be more experienced when you were having sex with a real human.

Speaker 2:          01:50:21       So they, you can't get venereal diseases from a sex robots. You can't hurt their feelings. Uh, so people think that the argument based on ethical grounds is that this would be terrific. Uh, that this will be a benefit. Other people have the opposite opinion. Other people think that actually having sex with robots first of all is symbolically and, and, um, conceptually vile. They think that, you know, it, it, it, it takes sex and converts it into a kind of a machine, literally a machine like a, you know, function. Uh, and they furthermore think that it would result in, you ha in one having a kind of anonymous or impersonal interactions with human subsequently that you'll be in trained, you know, to let's say want an obedient, uh, you know, partner, uh, for example, I don't have a stand on this. Like I don't know which way it's going out.

Speaker 2:          01:51:07       And in a way I don't have to get, make a stand on it. Because what I'm interested in recognizing is that when we talk about having, allowing people to have sex with sex robots not allowing there, it's going to happen. The focus of our concern should be not what is your experience in your bedroom when you have sex with a sex robot? Our concern is a state like my interest, I have no stake or control over what you're doing over there, but my interest is in, in once you have had that experience, how does that change how you interact with other people? Right. And there I think just like anything else like you can, you can make all the garbage you want in your house, but if you start polluting the environment, you're harming me. So now I have a reason for intervening in your activities on your land. You can't pollute your own land if that pollution runs off onto my land. And so the similar argument can be made or look at autonomous vehicles. Here's an example.

Speaker 2:          01:52:01       Right now we have all roads, almost all roads have just human drivers and in 20 or 30 years almost all roads will probably have only nonhuman drivers. Machines will drive and those autonomous vehicles probably can be yoked together. They can communicate with each other so that you'll have like, like trains of cars moving and synchrony. Like each of them will be communicating with the other nearby cars and you'll have laminar flow where all these vehicles are smoothly moving and joining the highway and leaving the highway and communicating on a citywide scale, slowing traffic down miles away because they anticipate with AI that there'll be a jam here if they don't do that. And, and I think that'll be actually great. I'm actually looking forward to autonomous. I mean I still like to take my car to the speedway but you know, dried it itself with stick, which I like, but you know, but in between we're going to have a world of what I call hybrid systems of human driven cars and autonomous vehicles coexisting in an on a plane, on an even plane.

Speaker 2:          01:53:00       And we need to be worried about that because these autonomous vehicles when we interact with them are going to change how we interact with each other. For example, do we program the autonomous vehicle to drive at a constant steady speed? If you're the designer of the car, you might say, Gee, I don't want this car to crash a, I want the car to drive in a very predictable fashion and that that's what's best for the occupants of the car. That's what's gonna allow me to sell more vehicles. But it may be the case that actually when people are in contact with such a vehicle, they get lulled into a false sense of security. Oh, that'd vehicle never does anything new. I don't need to pay so much attention to the car in front of me. I just miss drive, you know, at a steady clip.

Speaker 2:          01:53:43       And then they veer off and they go to a part of the highway where they're just human drivers and now having been lulled into a false sense of security, they cause more collisions is not paying attention. So that autonomous vehicle has changed how I drive in a way that harms other people. So maybe the programming of the vehicle should be to occasionally do erratic things too. Like suddenly slow down or speed up a little bit, obliging me to stay vigilant and pay attention as I'm interacting with that car. So that then when I go to another part of the highway, when I interact with just humans, I have retained that vigilance. Once again, the lesson here is, is that it's not just about the one on one interaction between the robotic artificial intelligence and the human being. It's about how the robot's affect us. And in my lab, we do many experiments in social systems where we take a group of people and we drop online, we drop a Bot or in the laboratory we have a physical robot and we watch how the presence of the robot doesn't just modify how the human interacts with the robot, but how the humans interact with each other.

Speaker 2:          01:54:45       So if we put a robot right, they're looking at us with its third, I would, we, uh, you know, would it change how you and I talked to each other, make us different. That's the experiments we're doing. Well, clearly in the sex robot realm, that's going to be a problem. I mean we, we see the difference between humans that have porn addictions. Yeah, that's a good example. Yeah. Porn addictions when people do they developed is very impersonal way of communicating with people and they, they think about sex and the objectification of the opposite sex in a very different reasons. Very different way. It flavors the way you, it flavors your expectations. Yes. Yes. And it makes it difficult. It can make it difficult for you to have normal sexual relationships if you come to see if your expectations are, are, uh, guided by porn and that is going to be radically magnified by some sort of artificial life form that you create

Speaker 3:          01:55:44       that's indistinguishable. Yes. Have, you can have an indistinguishable sex partner that is, you know, some incredibly beautiful woman. Yes. That is a robot. And then you are, man, let's go, man, women would be quite happy to change their spouses for robots. I wonder if women are going to be as intuit as men because I think women divine desire, more emotional intimacy and I think, I mean, uh, on a, on a scale than men do. I, I think, um, I think the jury is still out on, you know, what, what the relative balance between men and women, we might be surprised that uh, that will be repeated nails, especially given x societal expectations and women can form those and, and I'll be giving her a chance to not a lot of men can be sure. So it could go both ways. I don't, I'm not prepared to make a prediction who's going to be better off in the gender debate with the emergence of sex robots, but they'll maybe you way you suggest, I don't know what we're also in this weird transition genetically where they're doing genetic expert experiments on humans and with the advent of Crispr and emerging technologies, I was talking about that in the book too.

Speaker 3:          01:56:50       Entirely possible that there's not going to be any frumpy bodies anymore. That that's hundreds of years away. But yes, I think so. I wonder, I mean, I don't know if it is, I think if they start cracking them out in China and they start giving birth to eight foot tall superman, yes. 12 inch dicks. Yes. We're going to have a real issue. Yes. Uh, we will, uh, yes, that's the least of it. Uh, yes. Uh, like God, I mean it's a million tiredly possible in the future they're going to have that and then we're going to have likely cumins yes. I think that is likely the debate is how far in the future. So I don't think we're going to start by using these technologies to cure a monogenic diseases. So, you know, like thalassemia for example, so a diseases or certain immune deficiencies, disease where a single gene is defective and uh, and those will be the initial targets.

Speaker 3:          01:57:41       But once we start with that, eventually I think there will be people who will want to genetically engineer other people, uh, their offspring for example, and a modified them in the ways that you suggest, maybe not 12 inch Dick's but maybe you know, ability to run fast or something else. Far Smarter. I mean, yes. Isn't that one of these side effects that they showed with the, um, genetic manipulation of these Chinese babies to eliminate HIV there? That they made them smarter? No, I don't know if they made them smarter there. What's clear from the most recent findings I've seen from that case is that a, unsurprisingly, as anyone could predict, the technology is not good enough to restrict the mutations to one particular region of the genome. So there were other changes in the genome and these children that occurred elsewhere rather than the targeted region, which was to increase their immunity to HIV.

Speaker 3:          01:58:29       And we don't know what those are, but those could kill those kids quickly. We could make them better in some ways, we have no way of knowing yet, but I think the conclusion was that it increased their intelligence. I don't, I think it's, I have not seen results and I think it would be premature find that it would because every mature to come to that because they're [inaudible]. Yeah. There the problem is also sensational Click Bait, which is, that's what you want to click, you know, not just that they did the HIV and they made them smarter is going to get like 40% more clicks versus, yeah, wolf 40% yeah. That mean that's, that's just the nature of humans, right? Yes. Um, just declare clear. I talk about the crisper example in, in uh, in blueprint. I actually talk about these, how these technologies, again, my lens on it is how these technologies are going to change how we interact with each other.

Speaker 3:          01:59:16       And it goes back to the example we were talking about at the beginning when we invented cities. That was a technology that changed how we interacted with each other. So human beings for a very long time, they've been inventing when we invented weapons, that was a technology that changed how we interact with each other. So we have previously done this kind of thing. We've invented a technology that changed how we interact with each other and I'm very interested in in the and discuss some of those implications. Yeah. I'm incredibly interested in this because I, I love to study history and I love to study like how crazy the world was four thousand five thousand years ago, a thousand years ago, what it's going to be like in the future. I just think our understanding of the consequences of our actions are so different than anybody has ever had before. We have just such a, a broader, first of all, we have examples from all over the world now that we can study very closely, which I don't think really was available to that many people up until recently.

