Speaker 1:          00:00:19       Oh, strange
Speaker 2:          01:11:16       So somebody like, can you guys talk about something worthwhile? Wikileaks, perhaps you missed it already. Stupid know about you. Twats I like, I like, I read the trade, the twitters now because people are like sound looking into it. Like we're going to be the fucking reason that there's a change in the world. George, see Scott, ah, George T. Scott Patton and she and he played pattern, right?

Speaker 12:         01:11:40       Yes. Yes. Piper. Laurie says he already Roman Burt. You know it's her way of saying you're a Nazi, like you piece of shit. He was pimping her. I think he bone or two as well.

Speaker 2:          01:11:51       It's pretty disappointing with these early reviews of Ciaran. Oh man, no one's gonna see it tonight. And somebody made a great point though. It's like if Disney was going to have a rave, would you go to it? What'd you think? It was good. I would go to it. Hi Izzy. Right. But Jesus, if Disney Henry. Oh, come on man. Ray would be fun. Even if you were, if it was a Disney rate, it'll be fun. I don't know. Disney rave. If you were super baked it. One thing to note though is I don't think I was a huge fan of tron growing up. I think I was fan of the video game. I don't think I'd like the movie was, I didn't know what the video game did. You didn't, you can just like the way it looked. Yeah. I'd go into the arcade, look at the game, and I go, cool. Yeah, the fuck does it do. How do you play this game? And that's kind of like the movie kind of was a trick back then. It was like computers were mysterious and weird and that's why I think I remember like that movie. But if you really try to watch that movie, it's suck. Yeah. I ever wanted to see trial. I'm not a shy guy, so I never wanted to see tron now or then.

Speaker 12:         01:12:47       Altered states is one of the most influential movies on my life because of the fact that it got me in a sensory deprivation tanks and I started, you know, tripping in those things. But I tried watching it a few years back. Right. It's terrible.

Speaker 2:          01:12:59       Yeah. I remember the commercial for that. It was the guy with the movie things on them. Yeah. Well he's uh, he was looking at the, what happened

Speaker 12:         01:13:08       was he went to like Peru or South America or something. He takes this Iowasca, he drinks it and then he gets in his isolation tank and he starts tripping and having these fucking incredible experiences and it starts turning them back into a cave man, turning them back into some wild monkey man. And he wants up, you know, running around killing people. It looks so stupid. Oh my God. It's like unbearably thumb. You know, you just, you just forget, you know, you forget. Yeah. Or the also like he start realizing special effects and and dom were a lot smarter now back then. It's still the total evidence of evolution really. I mean, no one wants to think about it that way, but it, it, it shows there's, there's an ethic. The ethic in the world is things become evermore complicated always. And if you look at old television shows or old music, that stuff is bunk.

Speaker 12:         01:13:57       You know, old comedy, it doesn't work. You know, old comedy is broken. Go back and listen to some old comedy. It very rarely do you laugh. You appreciate the craft. You appreciate. Well in this time period, this was material and this was, you know, it was amazing what this guy is saying and wow, listen to them. They're really enjoying it. I get it, but it's not going to get you. Yeah. That's why out of all the old old stand up, maybe like three albums will stand up still prior. Still does. But you know it doesn't like it did when I was a kid. Delirious still holds up real well does it? Yeah. I watched it again recently and I was like, fuck me, this shit is still laugh out loud. Funny. That was a powerful performance ground. Someone Carlin's old stuff still makes me laugh. Some kinisons old stuff's still makes me laugh too.

Speaker 12:         01:14:42       It's a, but that's only 80 years you go back. I mean in 1980 rather go back like 1950 go back to that stuff. Well Marx Brothers makes me laugh. Still really does. Yeah. Groucho still makes me laugh. Oh Groucho was brilliant guy. Man. Always had some funny shit when he used to do you bet your life. It was a talk show game show. Some guy, you know had like 10 kids or something like that and he goes, he goes, Whoa, 10 kids. And the guy goes, yeah, I love my wife. He goes, I love my cigar too, but I take it out of my mouth every now and then. He did always come up with those kinds of lines. It Bill Maher actually kind of hack that. He did something about loving his bong, but I'd taken out of my mouth every now and now when he was talking about the people who are the, uh, the, the families that have joking kids tribute.

Speaker 12:         01:15:26       Yeah. Yeah. Attribute. You would say that. Yeah. He would say that it was a tribute. You shouldn't, everybody knows that line that maybe it is a tribute, but it's still like, or maybe just someone wrote it for him, but you know, Groucho Marx was a, a guy like that was like to say that back then he was sharp than his, his sharpness still holds up. Yeah. That's, that's like some 2010 standup shit. You know? I mean, this is just to say that Bill Maher has said that, you know, look, it works. It works. Now, you know, there's not a lot of jokes that work now that would work back then. You know, I wonder how, how, how much

Speaker 2:          01:16:02       business like trench coats sales have gone down since the invention of the Webcam. [inaudible] no, kids are getting better. Thrill though is to see it's not the real thrill isn't, you know those, what is that called? Chat Chat Roulette where you just, you know, stand in front of a Webcam hoping someone looks at your Dick. All right. The real thrill is being right in front of them and pulling your dick out and like jerking off on them most if though, is it that or you could do it to like a hundred people at once. Like man, I'm doing a hundred like I'm, I'm really down to earth science. It's just more accurate this way. I guess that would work, but I don't even have to run away. Right. To potentially take a sidestep. What level of perversity he was here and then he sidestepped yeah, you don't have to do much to get away. Just pull your head out of the Webcam. That's right. But then who do you throw your piss on or you're here. Come on. Yeah, that's a problem. You just have like this big wall of like a picture of a woman that you to trick yourself. You

Speaker 12:         01:17:10       take, you take, you take a picture of your screen, put it on the wall. For a lot of dudes that's like what they really liked. You take a picture of your screen, you take us

Speaker 2:          01:17:21       screenshot, take a screenshot, print it out. Once you're jerking off and as you're about to cum, you grab it. Fuckers.

Speaker 12:         01:17:29       That's hilarious. You have to, how much do you, just enough for a hundred people. Who was the guy that got busted? Oh, it was Christie Brinkley's husband. He was in debate and Billy Joel. No, no, no, no. The Guy who uh, took over on that guy, there was more than one guy. There was a few guys, there was one guy who was a, uh, a guy that she got in a helicopter crash with. Oh yeah, that guy died or by, oh hey. They both survived. No, they both survived. But because of the fact that it got through this thing, then they had this like crazy romance. It really didn't make any sense. And then wound up, the guy was a loser and she got rid of him. But then there was another guy afterwards who was, uh, it was a crazy beat off guy and he would spend thousands every month just fucking whacking off online.

Speaker 12:         01:18:19       Just joined every fucking thing that you can join. It was it 25 a month and I just beat off on people and they had like video this guy and it was, there was an interview. It was a fucking fascinating interview where they're bringing up whether or not he had masturbated in front of a Webcam. There's been allegations, have you mastered this? And he was like, there was this one time he admits to tried the Abby tried to play it off this one time and it was a completely consensual thing and it was not that he's just getting on the webcams consensual, don't you just have to look away like, well, it's literally unconsensual that you get the initial image in the first place. I mean, if someone, if you're just having a little iPhone chat with somebody a little facetime, they pull their deck and start beating off. Yeah, man, you should ask me first. That's fucking hot, man. Not Man. I think just the shock they loan is worth it.

Speaker 2:          01:19:08       Like, well Joe, why are you wiping out your tick, Joe? What are you getting so mad at worth it to you? You got one too. That would be better. You know how uncomfortable that be? If Brian and my pull out my Dick and start masturbating, that would be more uncomfortable than you. Just like, hey look Brian, about, oh, come on and be like, please don't, don't do that. Why are you doing that? Why do don't do it? No, don't do too much buildup, you know? That makes it worse. Come on, don't, don't come. Come on. I have had friends that have told me, come off. You know, if you touch your focus.

Speaker 12:         01:19:36       I had a friend that told me crazy story about his friend getting a hooker and he stayed in the room and beat off all his friend. Fuck the hooker. I'm like, Yo, I'm not willing to go that far. I am not willing to go that far. You're gonna beat off in the room with your friend having sex. Oh yeah. What? That's the same people that, that didn't care in the locker rooms in high school. They were just walking around with their Dick Everywhere. Same people either die. I was hiding in the bathroom, shower. I don't think I started not caring until I was in my twenties yeah. Lean your 20s you're like, you want to look at my, you fucking Weirdo.

Speaker 5:          01:20:08       Go ahead. Yeah. But when you're, you know, I did go to hedonism and get naked though. Really? What's hedonism in Jamaica in Jamaica just went around naked. Yeah. There was the prude side in the nude side and everybody was having way more fun on the nude side. Wow. And then they were like, come on over. And I go, I go over in my town. No one's got a fucking iPhone on them. Oh No, this is, you know, like a five, six years ago. Do they still do it now? Yeah. I'm going to make sure that camera's there though. Really? But nowadays you can get fucking spy cams and crazy. Right. There's all sorts of shit. He can get hats that have video cameras on them. It's pretty nutty. What they can do now there's the glasses member, Stan [inaudible], Stan Opeb, that show he was doing for Fox was a hidden camera show and he had glasses that were like a little camera on them.

Speaker 5:          01:20:49       There's a button you can buy. It looks like a shirt. Yeah, that's all my video camera. I'm always checking up on like, like just recently, the guy that's small enough HD that goes into a button I saw. Yup. Shit about getting a couple of those. You know when you're going to need it. You never know. Just stayed at the right girls. Get the right button, cameras hang your shirt the right way. It's eventually wearing your shirt. It's I'm cold. Weird button. Nothing. Yeah, your buttons white and that one's black. Here's a question that wasn't glass. The bigger button. I have a question for you gentlemen. When you have sex, do you guys make a lot of noises? Like do you, are you loud? Yes. You will still make some noise. Really? Yeah man. If I can, cause I'm not, I'm very quiet, very quiet. And it's not like I'm not like sad man.

Speaker 5:          01:21:40       I don't know why. But now I'm being told that I need to be louder. Oh, I like how old are you, Brad? 36 you're told. Now listen man, we're not within the last year or so. Lately. Lately people have been telling me, let me give you some more very, very strong advice. Fake it and just be, we'll switch you up to do, if a girl ever gets to a point where she's saying you need to make some noise. All right, this is what you need to do. You need to make some noise. Cause if you don't, she's going to find someone who makes noise. Right? So do you understand that? I know, but when I make, then I make the noise and I, I to think I about it. I know, but it's like, it's not me and my personality. So when I go, you take that can, you know, I think that's a shyness because it took me a long time to come out of my show with that stuff too.

Speaker 5:          01:22:27       So yeah. Listen, dude tried choking myself and masturbating everything. No, I know. I got to learn how to take the potion. How are you going to catch the combined? If you don't learn how to take the pussy, there's, there's girls that need that. They need you to take the poster. They need you to fuck the shit out of him. Dude, I get it. I need you to talk to them or I need you to grab them. You need to fucking start pulling their hair. Choke them bit. You gotta start doing squats. I liked the live smack and squats and eat a lot of buffalo. If you can get some bison in you, maybe some ostrich, some meaty red shit. Steady. Right? If you could find on elk Cyrex, sorry, I should go to fid. Rutgers. Kill a deer with your fucking hands is what you need to do. You need to go on one of those Indian

Speaker 3:          01:23:06       vision quests where you go running down a a d or until it dies of exhaustion and then you eat it's heart while it's still beating. And then then he'd go back and fuck the shit out of her with the blood all over your chest but not at night until you finish fucking the deer. Yeah. Fuck the deer first just for a warmup just to get your kinks worked out of your Dick and then you'd go back home. No sense in going in gold. Yeah. How do you make noises when you're making love? I can understand chick open the fucking door. Knowing the background you're making brother dead animal on the ground and youth howl through a conch shell.

Speaker 3:          01:23:37       That's what you do. Do. You step in and you fucking take care of business so that, but when you do that, that kills the making love aspect of your fighting. Here's the deal. Only fosters a deal buddy. Here's the deal. Fucking the last thing you would ever want, right is a girl who is like, like acting like a dude and talking shit to you. And you know, and being all manly with you and you know, you don't want to be the sub aggressive with you or getting weird with you rank that would be grossed. Right. Well, with some girls, some girls are very girly, they're very sexual, they're very bright. And with those girls they want a lot of man. They want a lot of shit happening. Right. They don't want you to just be like whimpering on top of them and shooting loads. Yeah.

Speaker 3:          01:24:18       They don't want you cuddling up. They don't want you and twitching every now and then. You've got to give them what their DNA needs, cut, talked, and you don't want to lean and go to them. I'm sorry. That hurt. Yeah. Just when date after, after it's done and you're gonna apologize. Exactly. Sorry about calling you. They make a crazy moment as it normal also, that girls always say that they must be like starting their period again. But you think it's because you, you rip them what's going on in your life. It's like every time I have sex with a girl, they're like, oh my God, it started again. Or, ah, but I think I'm ripping them. What would be a huge, I didn't think so many girls at this happened to it. Like they're always saying that it hurts them. I'm going too deep and it's hurting.

Speaker 3:          01:24:59       I've never had a problem with her. You measure your deck or you had, do you have some crazy dick? All right, and here's an, here's another truth. How big is your do not that big. Like six, seven inches. That's terrible, right? That's a sad deck. I gotta say it like, but it's, it's girthy. Normal's like six inches, right? This isn't that normal. I don't know. Oh, look and think that that might, you're being a dick that's making me, I don't even want to look at your fingers right now. I just see a dick for some reasons. Get your finger Dixon. Well, maybe you're just, you're just lucky and you dated a bunch of shallow vagina girls. That's what I'm thinking. I think that's a shallow vagina. Goes. Now here's another question. Do you get, have you ever had sex in the shower? Is it, does it make you dizzy? No reason. No, but this always makes me like the other day I you pass out in the shower while you're fucking two months ago I'm having sex and I'm like, like, like within like a minute. I'm like, all right, I'm getting lightheaded. And I had to go lay down. I had to go lay down on the bathroom floor. And then the substitute nick walked in the talk. Was this after she had told you she wanted you to talk to her? No, this is somebody else's,

Speaker 12:         01:26:04       uh, Asian, black girl and said, but, but like, like, like within a minute like that happens. But if like it was outside of the shower. Oh no problem at all. Good as long as you want. But, but immediately when I'm in a shower, it's like, what is that about? Take it back to the same standard can kill an elk with a Bowie knife. You need to jump on his fucking back and hold on to his horns and cut his throat as you, you get your, your guard wrapped around his neck and trips to the ground as he runs out of blood. That's what you need to do. You need to fucking kill something. Sign when you get them from behind, stretch the body so your DNA is getting watered down by technology in the universe. You need to take a log and run up a hill with it. Okay? You're losing your fucking cells. They're going away. And why did fading? Is it normal for them? Put the phone next to the pill and they have their parents listen to you have sex on her wedding night. Just kidding. I forgot to get coconut water.

Speaker 12:         01:27:01       What are you talking about? You just had one. I know I'm thirsty. Stuff. Oh, okay. I get a lot. Another one. You Freak. I'm going to cut him off. No more marijuana. No more coconut water. I don't think marijuana's the problems. Coconut water. Coconut water is delicious. The marijuana gets some crazy. We've got to get you on some elks blood. That's where you're going to do. You're going to start drinking elks blood just a couple of days a week. Small glass of eligibilities. Yeah, no edit Nami. That's shit. Mommies. That edamame may shit makes you grow tits that makes she estrogen. Yeah. Soy, especially that genetic genetically modified soy. That shit will fuck you eight ways to Sunday. Who knows what's going on with that? He does that also. I don't know. I'm talking out of my ass. I know nothing about vegetable growth. Benched a little girl. I don't think you're an agricultural knowledge is disappointing.

Speaker 12:         01:27:55       Joe Soc. Sprout socks. I don't even know what a silo is for. I think they keep grain in it. Yes. They keep grain. And if you ever hear about people dying in silos, like they fall off and they just drowned by going right down the middle of the silos. Grain drown. Yeah. Grain drown captain that corn so much. Oh my God. How do they get you out? Uh, I don't know. I did. They asked. They start from the bottom. So somebody has a lot of starch in the Diet. You can't swim either. Right? Right. You're just fucking corn everywhere in your mind. God, that must be horrifying. I'm always, I'm, I was always fearful of those, uh, those ball things that you throw kids in the little balls. Yeah. Yeah. There's one thing that my, uh, my two year old has this gymnastics class she goes to and there's a pit they jump into and it's all filled with these little spongy foam things. And I jumped into it. I'm like, I don't like this at all. Like this feels like you can't get outta here. Like it might be fun if you're 25 pounds, you know, if you're a two year old, but when you're a grown man and you fall all these balls, like this is stupid. Like why would anybody think this is fun? And they're dirty, dirty mother fuckers. I do miss like laser tag though. Do you guys ever

Speaker 2:          01:29:01       played laser tag but at once was pretty dope. I should say the bomb. They need to bring that back. Yeah. Well they stopped it. Yeah. Well I don't know the place. There's a place out here, man fog and everything. There's a place yet. It's not out here. It's about 45 minutes away north. But, uh, I'll take you, we can go something like, yeah, that's you and me and Ari and Julie to watch on the sidelines and then we'll wait in line for a cabbage patch. Kid Joel, join into man. What the fuck are you asking me? Don't you know what my real name is? If he goes to the couple laser tag champion has for you bro. Uh, you know my wife's last name is Diaz.

Speaker 12:         01:29:36       Really? If you're related a wonderful wonder, he is holy Shit. But you could also be related to Nick Diaz if you had to choose between being related to Nick Diaz and being related to Joey Diaz, Nate Diaz, you'd go names that the neck. But Nate and nick are the same. That's the same lineage to saint brothers. What the fuck? Cock sucker stopped doing. My voice shitty. He's Puerto Rican, right? Joey? Joey is Cuban always a Cuban. Does your wife Puerto Rican? No, she's Ecuadorian. Oh Damn. She Ran Honduran. Cause you've got yourself a job. I got myself on as I watched this crazy fucking, yeah. I don't like those ancient ancient aliens show. You know, you've watched those. A lot of them were kind of Hokey, but I watched one last night that was dope. Which one? The one all about unexplained structures.

Speaker 2:          01:30:24       Yeah, but this, uh, about the masons and the Menotti and everything and the,

Speaker 12:         01:30:28       Oh, no, no, no, no, no, no, no, no. It wasn't about that. It was about structures like a, in Peru, these gigantic stone walls that they built, these are like hundred ton stones and they were carved into place. So they fit like a puzzle and they fit perfectly and they fit to the point where you can't even get a piece of paper in between the rocks and they have no idea how they did this, how they quarried them, how they moved them thousands and thousands of years ago. These just massive walls. I've been watching a lot of lately. Incredible Shit, man.

Speaker 2:          01:31:01       Big Alien. Shitted out Joe. Well, that's what these guys are. Everyone's always claiming it's aliens. You know that the Lizard Aliens, right? Yes. The reptilian aliens.

Speaker 12:         01:31:09       It's really silly thinking, but it's sexy thinking. You know, people love the idea of everything being aliens. Man. There was aliens. Aliens did this, don't you see? But we're aliens. If you look at the regular primates and you look at us, we are fucking aliens. We know that. We come up with crazy shit now, isn't it a much more likely scenario that we have been us, we have been this thing for a long ass time and that we have been this thing for maybe hundreds of thousands of years and then we've been wiped out a few times. That's much more likely.

Speaker 2:          01:31:42       We had to, yeah, the much, much more like there's no way that we were around for this long and then all of a sudden in 100 years made fucking strides letter.

Speaker 12:         01:31:49       Well, there's so much evidence that we, that things get wiped out all the time on earth. We know that there was at least two mass extinctions, one to 50 million years ago, one 65 million years ago where everything's dead except like a couple of, you know, some bugs and some rats and shit and they figured out how to become everything there is now. If you believe in all that, you take God. It's got, have happened in smaller ways and just fucked up everyone. It's must've happened. This shit that killed off the dinosaurs. It doesn't mean that it just kills everybody. It doesn't mean that they're the mass extinctions. That's the only way they happen. It also could mean they killed almost everybody and there weren't as bad as the dinosaur one, but a lot of people fucking died and they left behind a lot of crazy shit that they had already accomplished.

Speaker 12:         01:32:33       And then everybody else basically started with scratch. We started with whatever knowledge we had been passed on to by our forefathers. Whatever was in our head. That's what we got. And then we figured out how to rebuild houses and hunt for food and we go through the whole thing all over again. That's more likely. That's more likely. Where are you with 2012? I am about a year and a half away, man. Come on buddy. It was, you fucking left yourself that not even a year and a half year. Two years a day. Well two December 21st. Yeah. Um, I think here they a miscalculated the date though. That's a lot of, they don't know. The speculation is one scarred like a hundred years off. Wow. I've heard it's more safe than I've heard. It's not, there's a lot of problems with um, interpreting what the Mayans said and what they really meant.

Speaker 12:         01:33:20       You know, what a, a myon, Myon, alphabet. The way it works is each image, uh, depicts a sound or a word and like a word, you know, like the, like the way like things were like they would show you like a heard someone describe it this way. Um, it would say, uh, I saw aunt rose would be an eyeball, uh, saw an aunt and a rose. That's how you would say I saw at rose. You'd have to say it like that though. That's the other language. I think Mckenna said that or explain that that way. Um, and um, so when they tried to like decipher a lot of the old Maya and shit, like it's really tricky. I watched this documentary on breaking the mind code. Like their language was so different than ours. Like so alien. It's so hard to say like in English what these guys wrote down in these images and drawings.

Speaker 12:         01:34:13       It's like, man, there's a lot of like filling in the blanks and guesswork and just just in the translation, you know, just, just trying to translate it. It's like you might be getting the same feeling and what they're, they're saying but might not. So there's so much speculation of what does it mean? What is the end of the count, what is this? And then what a lot of people believe is all it is is there's a procession of the equinoxes and it's a 26,000 something year cycle. And what it is is that the earth wobbles on its access, doesn't spin perfectly and it create a completes this wobble every in 26,000 years or something like that. I think it's that much, isn't it? Um, whatever the number is, but that, this is what it was all based. And this is, these are these cycles based on, but it doesn't necessarily mean that anything happens, you know, I mean in, in just because they wrote it down and made a cycle and a calendar and there's counts in the calendar and that this is the end of the long count.

Speaker 12:         01:35:08       December 21st, 2012 unit. That is the day. It doesn't mean that anything happens, you know, there's all these people like there's going to be a great awakening and we are all going to come join in one consciousness and experience mother Gaia. She will speak to us again as she has not in thousands of years since the Mayans last saw her, her, her society in our lights, in our electricity, in our sis sis prescription medicine is a ruined our connection to the great mother maybe or maybe you're a crazy con and you believe in palm reading and you just need your life to be more interesting. That being some fat fucking cheese doodle, Eaton Weirdo that sitting at home, you know, watching ancient aliens on TV. Maybe. Maybe that's not the answer. Maybe 2012 nothing happens. Most likely it's likely, but maybe it's some sort of a technological thing. Maybe it's nothing.

Speaker 12:         01:35:59       Maybe. Maybe it is what mostly singularity. I mean like seriously like what are the odds are hundreds that other planet, they said he was going to hit us and can't Brian, but you can't say that we are, we aren't on a very clear path. Yeah, but do you really think that this day is going to happen and then like everything's going to, something crazy is going to happen for real. Look, if something crazy happens, okay, and if it happens a a decade from now or if it happens tomorrow, what's going to happen is going to be so fucking nuts. You are going to completely be over the fact that someone called the day that he nailed it December 21st he was right. What are the odds? You're not going to care what the odds were because what's going to happen is going to be so fucking world blowing or what's going to happen is something like a time machine or a portal to another dimension or some sort of experience interdimensional experiences that people be able to go through or wormholes or it's something fucking completely crazy that we can't even wrap our heads around now because it's beyond our comprehension.

Speaker 12:         01:36:59       That's what's going to happen and when that does happen, you're not going to give a fuck if it was in December or July, I was there. They're going to say, look man, we've connected all time together in one grouping. You can dive in but you can't dive out who's with me. If you go and you have to realize that your identity dissolves, you no longer exist and you become one of the great mind, do you do it or do not do it? I called the day. I knew it was going to be July 13th look, I wrote it down. No one's going to give a fuck if you wrote it down. You dumped con you in, are you not in? Yeah, but that simple. So you're thinking that that's gonna happen in your lifetime though. Something crazy, you know, dig it that absolutely. Absolutely. The singularity will happen within our lifetime.

Speaker 12:         01:37:38       There's, it's inevitable unless some sort of a natural disaster occurs before that. If something occurs before then and knocks us back, you know, to, who knows? Man, maybe that's the earth's and knock culation system. Maybe the earth is like, listen bitch, we're not ready for you to make the black hole machine yet. So the Earth fucking an asteroid our way. Boom. I mean maybe the, we don't think of the sky being a natural system, but maybe it isn't natural system. You know, maybe just like, you know, bacteria is here to kill off the old people, you know, and, and strong colds in one of those. Therefore, what does that, that battle with the, these invisible forces that kill our loved ones. What is that about? Well, that's a system, man. It's a whole system in place. I mean, you can call it, you know, you could call it bacteria, you can call it germs.

Speaker 12:         01:38:19       You can call it, there's a system. Okay? The system is when you get weak, someone gets you. Okay. And it might be a the flu and might be leukemia, whatever the fuck it might be. There's some crazy biological system. Well, the main that might exist in the software system as well. The dinosaurs might've just got to fucking crazy. It might've just been too nuts and the hole geological system was so fucking off balance like no one's ever going to invent anything. Okay? Here's why. Every time you go outside a 90 foot lizard eats your asshole, okay? No one is going to ever invent shit. We've got to kill these motherfuckers. And progress comes to a screeching halt because there's these super predators. I mean they are the epitome of Super Predator. Look at the t rex giant fucking thick skin lizard monster with huge teeth at each all day.

Speaker 12:         01:39:06       Nothing ever gets done like that. So you've got to come up with a child and 500 mile wide chunk of iron from space go and 45,000 miles and hour slamming into the cross and just fucking everything up. Just fucks the whole Party man, and when that happens, then everything gets to start again and maybe we're just going to, they've rebooted. Yeah. Maybe we're going to get to some point where we're just so retarded and out of control and overpopulated that were piled on top of each other and then maybe the universe reboots us. I think people were waiting 20s thought the same thing probably though. Yeah, but they were right. They were just wrong by the day. The, but the difference between 1920 2010 in your life is a long time in the life of the universe. That ain't shit. Okay. They recognize an ethic and they sought an advance.

Speaker 12:         01:39:56       That's what it is. They just were wrong about the date when they thought the apocalypse was coming 10,000 years ago. They were right. Okay. They were just off by 10,000 years and 10,000 years isn't shit, but everybody was paying attention. If you look at the direction that human beings are going, we all recognize it's going to some crazy point. That's not a fucking bright future. There's no way. There's no way. If population keeps increasing and increasing and increasing, and we keep polluting and polluting and fighting and war in Iran gets nuclear weapons, we got issues, some shit's going to go down. It's inevitable. And everybody recognized that back in the biblical days. They recognize that 500 years ago they recognized that in the 1920s and they were right. They were right. It's just, that's the way it's moving. It just takes time. So that's what all this 2012 shit is, you know, whether it's 2012 or when Jesus comes back, I've got these fucking videos that are awesome.

Speaker 12:         01:40:49       Okay? They are all, it's Kirk Cameron series, their VHS. You gotta get, I gotta buy them on Vhs, man. That's awesome. They are. And it's uh, it's, I forget what they're fucking calls like a crazy Christian though. Right beyond, he believes the rapture that is going to happen when Jesus is going to come back. All the beautiful people that love Jesus is going to disappear and they're going to leave us stranded in hell. The hell of earth, the God like God is going to come and take away. He believes basically that God is like an alien who's going to take all his, his brother's back to the mothership. He's fucked. How nutty is that concept? And people who know it's not an alien moon. It's the rupture. It's going to take us to heaven. We're going to live forever with love. It's not like aliens. You're going to heaven.

Speaker 12:         01:41:36       You're going to space. You're leaving this planet. You're going to disappear. We're not. No little God is going to remove us from no you dude, you might as well be beaming a board. Okay, you're, you're using magic and you're going to go to some special place and you don't think that's nuts. These videos are awesome. They're awesome, and he really sells them in the videos. Oh yeah, man, these people are believe in this man. It's a window into madness and it's all based. Like there's a, there's a, um, there's a whole book series that's written by these two dudes that right, these apocalyptic, you know, rapture books and they sell like crazy. God, I'm going to have to Google this now because I don't remember the name of this guy. It's kind of important. Um, because uh, the whole idea is pretty fucking interesting. What's your religion man?

Speaker 12:         01:42:23       Are you religious or nonreligious? Left behind. That's what it's about. These are the books that I was raised Catholic though, where I was two. That's good enough. Right? Catholic like inoculates you, cause it's so silly, you know? Ridiculous. Yeah. And everybody's fucking everybody and hitting their money and shit. You know, you don't really such a ridiculous, when I look at it now, I'm like, really? You're going to believe some of this shit, any of this shit. Really? Yeah. It's like, it's so ridiculous. Who wrote this book? Yeah, the left behind series. You've got to check it out. They may, I think they made two videos. I'm pretty sure how both of them, if I don't, I'm going to buy them. If they come out with new ones, I'm buying them to Blu ray there. Awesome. Ingredia Unintentional Kirk Cameron on Ray, three day can occur. Came as curly hair will come.

Speaker 12:         01:43:09       So if you, if you were raised Catholic, you know, I have all this Indian art around my house and you were very aware of what all this shit is and you are very aware of, you know, what the names for them and everything like that. How do you know all that stuff? That's still, my parents are from India. Right? So you used to know things you go when you go to visit family and stuff you would see not in their houses, but like you would see it around India. And I'd ask what is that? What does that, it needs a pretty fascinating fucking country when you think about the history of all these weird fucking really thoughtful things have come out of India. You know, just uh, the, the, the history of Yoga, you know, in the Yogis and the sod dues and you know, all those dudes sitting around smoking chillums and trying to figure out the universe and you know, the hot vogue Eda and, or Mahabharata

Speaker 3:          01:43:52       and um, you know, what is, um, what is the fucking, there was another one, another ancient texts. It's really fascinating. She stayed in my hot Parada's. What are those like little breads, their breads, little Paratas and mom would make them, when was the first time you saw a chicken that wasn't red? Huh? Chicken. It wasn't reg. Reg Chicken. Red Chicken. The Indian chicken. Yeah. Oh, turn dirty red chicken. The BHAGAVAD Gita, right. That's what it's called. The new book. The ancient Hindu book. What Oppenheimer quoted after you fucking blew up the atomic bomb, which is very nice. So you got fucking wild. That was never a religion though. You know, it was just a way of life. Really. Yeah. And then somebody wrote it down and became a religion. It's almost like if somebody said, uh, wrote down the rules to yoga and then people started following it, like a religious will.

Speaker 3:          01:44:42       They do. Yeah. Right. So look, I know people that are younger people, you know, they classify themselves as yoga people. They might as well be in a cult. I mean they really might as well be. I mean it's very beneficial and it's helping them a lot. Certainly helps. Like, they all, they all have great energy and they're all like really friendly people. But it's, um, it's, it's, might as well be a cult, you know, it's like sort of the same sort of thing. They start talking and there's one chick, you fucking ring your phone again, dude. No, that's wrong with you. What was that? Zoom and sound like a song. Huh? This one. Any religion though, the minute it gets written down, it becomes a religion I guess. But I mean the yoga thing is a fascinating thing because it really, but it really is, is some sort of a body maintenance thing, you know, they figured out how to maintain your body in maintaining like your health and maintain like a certain certain sense of clarity.

Speaker 3:          01:45:31       And a lot of that shit came out of India. Man. A lot of that shit, you know, came out of the, uh, you know, the, the, like a lot of the ancient India way of way of life, like with, with the saw do's and with these, uh, these yogis. And I always wonder like, why this one area, you know, if you look at all these different areas of Europe, all these different areas like India especially has a lot of like really trippy shit that came from India. Like all your artwork, the Indian artwork and not your artwork. I'll yet people, you know, you people, the Canadian Indian artwork is all so fascinating, man. It's all really trippy. Like, you know, she Eva's with, you know, they're fucking six arms and shit and like, it's all really, really bizarre. Like psychedelic heady stuff I talked about.

Speaker 3:          01:46:14       It's a, it's a very state of mind country. Yeah. When you go there, I talk about it and funny enough in my act, but um, no, I'm good. Thanks. Did you happen to see that Yogi bear parody where Yogi kills a booboo? No. Did you see that? So talk about nonsequitors. You mother fucker ever talking about India? Well, trippy MD. We're talking about yoga. Yoga. This is yoga. That is not what we're talking about. I'm not talking about Yogi bear. I, he's brought that up because no one was saying anything. So, oh, I see. Oh, why was

Speaker 2:          01:46:50       it saved us clever things to say about those index. Good. Safe. Why don't you try yoga, Brian? Maybe that'll bring it job fucking hard, dude. I done it a few times. It's great. Especially if you're single. It's the best place ever to go to meet girls and see they're buttholes and stuff. See their bottles. Just see him move around. They're barely wearing anything. Especially you get the hot sweaty one. They're like, it's, it's just amazing. It's just naked chicks pretty much. And it's naked chicks that looking out for their health. Yeah. Right. So they're healthy, naked, good bronze. Yeah. Especially the eat like good stuff. Eat good food. Right.

