Speaker 1:          00:00:00       And
Speaker 5:          01:12:05       Like, that's the dumbest thing ever. Like you, you, you, you can't be from another country. You, you know, your family can't be from an Arab country and you can't be considered an American just because we have issues with Arabs and other parts of the world. Like, guess what? Fuck it. Those aren't the same people like w, W, W, how dumb are people that becomes an issue and that these, these are people that are actually debating whether or not she got this job. She became Miss Usa because of political correctness and the open border Nazis like, look at some of this shit that these people have said. Like this shell, this chick right wing pundit. What? Right wing pundit and Fox contributor, Michelle Malkin ranted that the girl's name is fucky Fucky, f a, k, h. I don't know how to say any of fuckees cheerleaders are too busy touting the identity politics horn to care what comes out of her mouth and that the Miss USA pageant didn't want to risk the wrath of the open borders mob.

Speaker 5:          01:13:09       What the fuck are you? You're saying that one of the other checks should've won the who? I'd most like to fuck contest. And you're upset that this chick one, because of the reason why she won is because everybody's super sensitive and wants to support Arabs. Like really? Like how dumb is it that even Miss Usa becomes like a topic of debate with these fuckheads shit. I got political correction, topic of hair. She's fucking high. She can be a terrorist. She's hot as fuck. And she, she grew up going to Catholic school man. I mean the whole thing is so fucking poorly researched and you, you're not even making any sense. So you're saying that anybody, even someone who grows up and goes to Catholic school, they can't be on the team because somewhere in their past there's someone who lives in some other part of the world and those people are still there and it really. Is that, what is that how we're rolling in 2010. I mean America is a gigantic group of immigrants and this chick and her family, wherever they lived

Speaker 2:          01:14:12       sucked. And that's why they came here. And the fact that they would actually argue that she doesn't deserve the window. Who I'd most like to fuck contest because of that. I mean if she was fat, disgusting, you know, she was like some Susan Boyle can chicken. It was totally ridiculous. Then I could see the argument, but how the, how the fuck could you argue that that check's not hot. You can't. What else do you have to do to win Miss USA? What is, what are the, what is the. Do you have to dance? Do you have to talk?

Speaker 6:          01:14:38       Yeah, I think you have like a bathing suit contest. I think you have to do like some kind of like. We definitely have to talk.

Speaker 2:          01:14:44       That's how Perez Hilton busted that Kerry [inaudible] check sheet. He asked her about gay marriage. Right? So you have to talk. I think you're only allowed to have like small nipples. You can't have that big aerial as a like. You have to have like a certain breed look. Kind of like a dog. This other chick, Gretchen Carlson, bunch of hate and bitches, bunch of hate and bitches

Speaker 6:          01:15:03       and all on Fox News. Fox News is awesome because they're awesome. They're awesome and they're stupidity. We already talked about why. How is, how is it? It's hard news. How is it that they're allowed to call it news, but how is it that they're so like, like that, but yet they have some of the most edgy cartoons and TV shows on their shows, you know, like simpsons and family guy and get their news is so like, you know, right wing Rupert Murdoch doc

Speaker 2:          01:15:28       is super, super, super fucking rich and when you get that rich, there's only one way to be that rich. The way to be that rich is, you know, you've got to be a ruthless motherfucker businessman and that's what he is. He's a ruthless motherfucker businessman and when you're like that and super shrewd and ruthless, you want conservative politics, you want people that are protecting your money. You want to be able to do things that are going to earn you money. You don't want to have to hear about liberals and windingness and fucking environmental freaks and all, even assholes. They're going to stop you from making a good return this quarter. You know, and that's what it is when you get to be that super rich and very few guys like Ted Turner that are, that rich, you know, ted Turner's like this, you know, humanitarian and you know, it's always like giving the charities and you know, very liberal in his network is thought of as like a liberal network.

Speaker 2:          01:16:13       CNN is like the only. I mean that's the one that I guess Msnbc is pretty liberal too, right? But you know, you don't watch any of those new shows. Cartoon network and that's it. I like Fox News sometimes. Man. I like it just to know that there's people out there like that. When I hear bill o'reilly and his fucking dumb smugness, I'm like, there's really a guy out there like that that is that satisfied with himself and he says, fucking Dildo that got busted. Leaving a message on his assistance machine about how hot she is. He's a total hypocrite. He's a fucking creep and, you know, and yet he's somehow or another, he's found this, this, this niche on tv where people enjoy watching them. This niche. Does that mean and, and these people enjoy watching this fucking buffoon rant and rave and yell at people who go on a show and have dissenting opinions, you know? Did you ever see that one where he went on about, uh, some kid whose parents died in nine slash 11. And he was saying that it was, the kid was saying that this is Bush's fault

Speaker 5:          01:17:10       and the reason why they're attacking us. And he just fucking went off on the kid and it was just, the whole thing was just so dumb. He was, he kicked him out of there. And it's like the whole, the whole, the way he has conversations, he just fucking infant tile and you got to wonder whether or not it's like, is he doing an act or is he that much of a Douche bag? Is it a combination of both? And why the fuck is it so entertaining, you know, like listening to Christian radio when you're driving, you know, it's, it's, it's sued a lot of people like that Bill O'reilly Guy. I think this because there's a lot of Douche bags out there and douchebags want to hear from other Douche bags, you know, when you, you know, like one of the things he had Richard Dawkins on who's this renowned intellectual and atheist and he wrote the God delusion and a couple of other books about religion and he thinks that religion is bad.

Speaker 5:          01:17:57       And so he was saying to Richard Dawkins, now you can't prove that God doesn't exist. So I'm throwing in with God. Like he literally said it like that. Like, you know, if, if, if it's true and there is a god I'm throwing in with God, you can't prove that there is no god, which is like how you can't prove. There's no cheshire cat. You can't prove there's nothing, there's nothing that you can't, you can't prove anything. You can never not prove. You know, especially when you, when it comes to things like, people like science has never disproven, you know, the existence of Christ. Well, you can't disprove someone's existence. It's impossible. Like, how the fuck do you know who, who existed and who didn't. You know, science isn't there to disprove sciences there to show me some evidence. If science finds evidence and they examine the evidence, that's what it's all about.

Speaker 5:          01:18:45       When there is no evidence and there's no way to determine one way or another, you can't disprove, you know, you could take something like the shroud of Turin and you know, they say, oh, this is Jesus's burial cloth. It's sacred. And then you could do well, okay, let's take a little bit of this cloth and find out how old it is. Oh look, it's only 500 years old. How could it be? Jesus was cloth. You disprove it that way, but he's fucking dummy. So this guy has a huge presence on that network and he's got. He's got the number one show on cable and it comes to those kind of stupid new shows. It's a huge show and it's retarded. It's so bad. Don't watch it. Is Nancy Grace on that? She on CNN or is she? She's on CNN, right? She's brutal. You know you fucked up.

Speaker 5:          01:19:29       If Nancy grace was talking about you, if Nancy grace was talking about you, there's a dead baby or you know you drowned your wife or something. Right? It's something serious. There's some serious shit and she will hawk on the same subjects for weeks waiting for the next disaster to pop up the news so she could switch gears. She talked about tiger woods for two weeks. Can you imagine being poor fucking tiger woods, just trying to tune into some CNN, find out what's going on in the world and you've got that hatchet face, old con just talking shit about you for two weeks. Like he would've figured, well, she talked about me yesterday. She's done. No chance dude. She's not

Speaker 4:          01:20:07       done. She's not done for weeks. He's going to keep going. Tiger. She the blonde haired girl. Sang girl. Shannon girl. She's a woman. Blonde hair whole. She's a woman. She's an older woman. I don't know what I mean. Not, not that much older, but she's older. She's not. That's one thing that Fox News does well. They put on a bunch of hot chicks. There are some hot bitches. Hot angry, mean bitches. Fox local news. No, I'm talking about Fox News period. All Fox News. Like local news. They're straight up. Hookers really talk to me. Telling me what's going on. I have collected a bunch of clips about the local Fox news channel and not only does the weatherman dance, like every time he's given the weather, he does like a straight up dance. Like he's dancing. Yeah, it's pretty hilarious. I guess they're on my facebook. I can. Yeah.

Speaker 4:          01:20:53       You've sent when you put one of those on the message on the message board. And it's funny because I have danced when every time he does the weather, right? And then like that, uh, why not, right? Why not let them fucking dance? But it's so funny how bad it is. Like there was the other day something like, Eh, it's going to be wet outside there. You know a lot about wet, don't you, Tina? And she's like, oh, that's disgusting. And like to go there, it was just like, are you really serious? Have you seen that video clip where the a black guy is sitting with these three white chicks and they're talking about some new graft and Berg spot shot. It's like a shot of Collagen. They shoot inside a chick's pussy. They live with a needle. They jab her fucking snatch and stuff this liquid up there.

Speaker 4:          01:21:33       And apparently it makes sex feel better. It like in it, in it makes the, enhances that g spot. Wow. And so they do this, this whole thing and I'm, the black guy goes, well, so I guess she's enjoying penis now. More like he said that and all three chicks were like, oh yeah, okay. Yes. She's enjoying sexual relations again, like you know, she tried to somehow under that, cleaned it up. Even though he used, he used the right terminology. I mean he used the medical terminology and he didn't say anything really inappropriate. I mean that's what sexual intercourse is, right? And she's enjoying his penis, but somehow the fact that he mentioned it, it was like he said, fucking candyman three times or something, you know. So in shooting joe his penis and he was black too. And so there's this black dude would probably a half a heart on three white chicks talking about their spot getting pumped up.

Speaker 4:          01:22:24       I bet he fucks him. Anyway, that's probably what's going on. It's probably trying to keep it together, but really fucks all three of them. Ladies, let's talk about what happened on the air today. I want you to meet in my locker room. Go in. His dresser just got candles, lit and Shit and pulls out that big black fucking snake. They all just go ask them mouth with them. I don't like when you talk about cock and you're staring at me if you weren't looking away comfortably, I'm watching it on the web camera like, oh my God, he's to really close to me. That is that not the worst thing that could ever happen when chick breaks up with you. So it's getting drilled by a black guy. There could be a lot of good scenarios, you know,

Speaker 5:          01:23:08       use for a lot of dudes, man dead, black male equals just sexual prowess that you will not reach, you know, they, they equal big black Dick and athleticism and just just gorilla fucking your woman just doing it right. Doing things to her that you can't do. She's Kinda like it just got to love it. It's going to get addicted to that. Just getting stuffed. Just you're just going to stick your little fucking three quarter hard, sad, a little depressed boner in there and thinking about getting, going to therapy and maybe I should take antidepressants. Maybe I just need to start yoga and jogging. He's not thinking about that. He's got a big giant black hard monster Dick. And they just. And she's so fucking wet, she can't believe how well she is. She's just, she's leaving a big puddle under her DNA is crying for that big giant Dick and he's fucking the shit out of him.

Speaker 5:          01:24:01       And he, he doesn't, he ignores her and doesn't call her. And so she gets sad and so she calls you up and I'm sorry, what happened? It was a lot of it was my fault and you know, I just, we don't have to look. I know it can ever be together again, but can we just talk? Can we just get together and talk? And you're like, hey, what's the harm? I ain't got shit to do tonight. And you go over house and next thing you know you're on the couch together. You start making out and she grabbed your Dick and she starts kissing you and she squeezes your deck a little bit. Like she's looking for more. Where's that? Where's the ass? And she stops and then she goes, we shouldn't do this because we shouldn't do this. And then you look over on a nightstand, there's just fucking hulking black guy and a picture frame that God has been delivering the Dick to her for the past few weeks. And you just go, who? Who's that?

Speaker 4:          01:24:53       It's nothing. Can't they take nothing fixed that now technology to fix that. Like a gas pump they haven't fixed. That can take like an ankle out of your foot or grow your Dick. Yeah. They cannot fix dicks. They can't extend it. They can take something out of your butt and put it in there. And so they can make a fake dick if you're a chick.

Speaker 5:          01:25:10       Apparently chastity Bono who used to be shit and when she is still shares daughter, but now she's a boy because she went through a sexual reassignment and they give her a bunch of hormones and they make her a dick. But I don't think it's. It feels the same. I don't think it shoots loads. That's grossest. When they take the Deq and make it a pussy where they split it out like an apple. I've seen that or what's that? China really have a man. Wow. How fucked up is your wiring that you. You don't even like your part. You want to switch to a girl part, you're embarrassed, you really wish you were a woman. Do you think that they really are women trapped in men's or did you do. I do believe that, but what about the possibility that throughout their life they've just experienced so much sorrow and so much stress and so many fucked situations

Speaker 2:          01:26:04       and so much trauma in their life and on top of that they're probably gay and they're probably, you know, more at the very least bisexual, you know their orientation naturally. So it's like this natural sexual orientation that leans towards homosexuality and massive depression and craziness and they just decided that they want to be a girl. That's possible too, right? Yeah. Too much. I have Nami at a mom makes you A. I think there's an either or. I think. I don't think it's either or rather. I don't think there's any one scenario, but I think with some people they become. It's a man who becomes a woman just because they're fucked up and whether they're getting late either and there's full. I'll just get dixon me trick people and then from others I think others are just, you know, that's just, I mean, look, there's a broad spectrum of human behavior.

Speaker 2:          01:26:54       It's very, very, very, very, very likely to me that somehow or another just someone gets a wacky gene and they just, shit, why don't I have a vagina? You know, what the fuck? They just, they have this feeling like they're missing something because they have a penis, but that's a goddamn commitment. That is a God damn. I don't remember what the movie was, but there was some movie where there's this guy in a tranny were yelling at each other, you know, and, and you know, and she's like in the train, he was yelling at the guy and the guy goes, you don't even have an addict anymore. You're so fucking stupid. You chopped off your Dick. Just like, I didn't chop up my dick. I fucking turned into a pussy. And the guy's like, that's not a pussy. That's a dick. That's addicted. It's been cut in half. What movie was that? I don't remember. But there were paraphrasing obviously because I don't remember where it came from, but some movie or something, but God damn, that's got a burn. Those words, you don't even have a date. You chopped your Dick off.

Speaker 2:          01:27:48       There was a guy who was a ladyboy in Thailand and was kicking a lot of ass. It was a Thai boxer and he would go out a lot of lady boys and Thailand apparently. And this guy was a Thai box or go out there and fuck dudes up, you know. And it was a lady boy, we were fucking dresses and shit, but it was a dude. So we'd get in there and throw down, fuck guys up. He was a bad ass Muay Thai fighter. But then he went to the operation and he got his balls removed and when he got his bowels removed, that's a wrap son. No more testosterone. A baby. The, the, the flow stops completely. And he shriveled up and got a woman like and started getting fucked up and had a. yeah. I don't know how many fights you had as a woman at an actual woman after they took his balls off, once they took his balls off, he was useless. They beat the shit out of that full. Well, that's what makes you a man with cancer and stuff like that. You automatically start getting more woman like a wonder. That's a good question. Um, you know, I think with, with some guys, they, they wind up supplementing the testosterone because their balls don't work. You know, I've heard of bodybuilders having to do that. Like bodybuilders get to a point where they, they shoot so much testing to their by their bowels just shut down for life. Their balls won't come back. Right. So they have to like

Speaker 4:          01:29:02       give themselves testosterone shots. I was watching that China porn the other day. I was looking for a video and it just happened to come up and I was like, oh, I forgot about the video that you do that. But that's like the Mexican drug dealer getting his head cut off. Did you see that? Same thing to me. She has a huge Dick Dick. It's a dick. Yeah. Well, that's what I was saying, what they can, they can grow you a dick and when they give you testosterone, your clit grows to the size of a thumb. It grows big. Like how big would you say her? Her dic is to treat long. Yeah. It was pretty bad. It was like a thumb, like two inches long. Right? It appears to have. I remember it. No, she didn't really. She did have. I remember dude, she was on fear factor and she completed this, this stunt and after she completed this done, she flexed and she goes, who's the man?

Speaker 4:          01:29:50       No way she did in town right there. Yeah. She said, who's the man? What pitch are you crazy? How crazy are you? Would you. Would you have sex with her if I had to? Yeah. Yeah, if I lived in Michigan or some shit standards lower though. You lived at Ohio, you had lower standards, right? It happens. Lived in Portland. Your standards would drop. Know Dude, Portland be impossible. Really? If you want to talk a trick with hairy legs, sure, I'd shave him, but that was even gave them first 40 fucking. That was even the problem though. There wasn't even like hot chicks with hairy legs. It was no chicks. It was fucking weird. There was no Mexicans or black. She refused to let you shave her legs. She was like, listen, you have to accept me as I am. Can you think you could fuck a chick or would you go live in Newton? John on her leg work. I guess I don't mind too much if it's like light hair, but like dark hair. Like what's that? That precious chick, her legs just make me want to fucking throw shit at her. Like what the Fuck's wrong with you? Splatter of Shit. It looks like tree trunks to her fucking husband. That's just like. I like to show you. Do you just like not working?

Speaker 4:          01:31:07       You're ridiculous. Whew. That was what we were talking shit to people. Everybody likes everything. There's people that like things, but man, if you. If your grill doesn't shave her legs, what does she do with her pussy in her butthole? That's the question. What kind of a fucking environmental hazard is that thing? What kind of a wasteland? What kind of odiferous reaction are you going to get when you get near her panties? Oh, the funk of the 19 seventies of fucking just just animal hair, just for butthole and the inability to completely clean everything because there's hair all around your bottle, so every time you're fucking had just a slight smell of shit every single time, especially when sweat starts dripping down there and those big fat and bd thighs start heating up and body wants to cool them down. That perspiration drips down to her butthole and it just wafts up some fresh new fumes and it's pussy, funk and old butthole hairs and fucking toilet papered thing.

Speaker 4:          01:32:07       Go berries and you're nuts. Slapping against it all and just like you're fanning the fires and then right when you're about to bust it night, you look down or hairy feet. Oh, you didn't go soft and her China Dick and you've got to close your eyes and plug your nose at the same time. Try to regain your boat club people. She's got to be so gross. Ever talking about that. When we're at the Strip club and I thought the young chick was behind me and I was so drunk. That Strip club member. Oh my goodness, this is like 2001 and Brian's defense. This is a long, long time ago. We were at a strip club and Brian was hammered and there was a woman who sat next to Brian and Brian started making out with this woman. Let's first talk about there was a cute waitress that Brian was flirting with.

Speaker 4:          01:33:00       This is what happened. First there was just cute waitress at blind. Brian was flirting with and she was come and talking to him and she. She gave him a drink and she said, I'll be back to talk to you in a minute, and Brian was so shit faced that he leaned back and closed his eyes and this haggard old wizard woman, this which, this, this, this bitch just appeared out of nowhere and the whole deal is attacked me or something like, yeah, like in her fifties. Okay. And not well kept like ragged, ragged in her fifties with bad tattoos and a cutoff shirt like where her stomach was exposed and there's stretch marks from the 19 thirties on that fucking weathered old leather saddle of a stomach. And her voice was cigarette. Oh, just stinky breath. And she didn't have all her teeth either. Man.

Speaker 4:          01:33:51       She was missing a couple of teams. I mean it was ridiculous. So she sat down next to Brian and Brian Leans up against her like this and when Brian Leans up against her, she grabs his head and he turns towards her and they start making out. I thought it was the way chin. I'm like, I gotta get this fucking kid out of here. How drunk is he? This is ridiculous. Like this bitch just saw him hammered, and by the way, we're at a table, we're at a private little table, so we didn't know her. She just came over and sat down at our table and no one knew her and she just came over, sat down like she's like a monster. And she saw a victim and she saw that he was weak. She saw he was like so sloshed. He couldn't keep his shit together and he was leaning back and when he closed his eyes and leaned his head back, she just moved in for the kill. She made the physical contact and he didn't know. He thought it was the girl and she had an arm on him like this. So he just responded to the physical contact thinking that it was this hot waitress. Next thing you know their tongue in each other and you have it on video until I got it on video somewhere, don't fuck around. We both have shit on each other. So He's, he's tongue in this chick. And then he looks at her and he looks at her and he goes like this

Speaker 7:          01:35:08       in the middle of it, the middle of it. He goes, he looks at her and then he just turns away and she's like touching his face and everything and he just goes like this. I got to go to the bathroom and you get up and go to the bathroom. And she got up and walk away and you came back and go, did I make out what? That old lady. What the fuck was that about? Dude? I thought it was the waitress. I totally thought it was the waitress. Like, oh, why didn't you stop me? We couldn't stop you. How the fuck are going to stop you? She, she sat down next to you. You lean towards her and that pitches planned it perfectly. How many times does she

Speaker 4:          01:35:45       done that? I don't know. But the next morning when I was driving her back to her hotel, did she. She never moved in again. Right. She realized that you realized that she, she took off right after that was her thing. Freaked her out. Yeah. Because you freaked out and she was like, what the fuck did I do? She realized that she had tricks, some poor young man. It just how gross it was that that chair I was on at a strip club was a cloth chair now wanted to scrape the, the taste off my tongue. So I started licking and dragging my tongue on the chair of a strip club. You get the taste of her mouth off of my tongue. Is that bad? Why don't you just use liquor? I don't wash it. It's like, Oh, you were so horrified. It was hilarious. It didn't even seem real. It seemed like you were punk at us like you were. You were doing a sketch list. You had hired this actress to come in to make out with you. Just to freak us out. I remember looking at your guys' faces and you were recording me for one. I'm like, why are they recording me? That's kind of rude.

Speaker 4:          01:36:48       But then you guys were all freaking out and I'm like, I just remember then looking at her like backing up a little and look at it and just,

Speaker 7:          01:36:55       ah, what, what an awesome strategy and

Speaker 4:          01:37:00       her part, she recognized that you were ripe for the taking, you know, she like, she just, she smelled blood in the water and she just plopped herself right next to you. Took Great God damn story actually deleted it. You did. You tell her. I told you I will delete it. You're freaking out. Do whatever you have that in your private. No, no, no. I don't have the flashlight and the next day or you likely please delete that. I said I'll, I'll do it. I'll do it. Don't worry. I showed it to you though. Remember I showed it to you. Really Watch it. You watch it for a couple of seconds. Got To hate that in depth and look too late. That's the worst feeling. The next day when you wake up for being drunk and you're like, oh, it is the worst feeling. Slap on the forehead. Well, how about like Eddie Bravo when he, you know, he gets really hammered. He, there's a couple times a year, like two or three times a year. Well, he will not remember the night. He really does not know what happened. He's talking about was like every week at least.

Speaker 5:          01:37:56       I don't know. I don't think it's every week. Did he get a lot? Dude? I don't know how many times he blacks out when you asked him. He says a few times a year. I believe him. Maybe sometimes you forget to blacks keep blacks out about the black and out for the Best Eddie Bravo blackout story. I told this in my blog, this is a totally true story. It was like 8:00 in the morning or our car was picking us up at nine. We were in Germany and I get up, cause I'm gonna get some breakfast. So I call Eddie to see if he wants to get some breakfast. And he goes, what's up? That's how I answered the phone. I go, what's I go, are you drunk? He goes, he's hammered. So I go, okay dude, I go, our car is gonna. Get us in like an hour.

Speaker 5:          01:38:41       Are you going to be ready? Who's dude? I'm ready. I'm just going to power to. I'm fine. I'm ready. All right. All right. I'll see you in an hour. I'm going to get some breakfast. So I go and get some breakfast. Hour goes by. I call him Santa answering. I call his hotel room, not answering. I have someone go knock on his door not answering. He's not in this fucking room shit. And I'm like, did he never come home? Did he get lost? What the fuck is happening? God dammit. So I'm calling him. He's not answering. I go outside and I said, well let me just throw my luggage in the car. So I say it to the Valet Guy. I go, there's a car here for Rogan. And he goes, Joe Rogan. And I go, okay, that's my worst German accent ever. What is that? What was the Indian or something?

Speaker 5:          01:39:23       Now I'm Colonel Klink. Anyway, this fucking guy. He goes, Joe Rogan. He goes, Joe Rogan just left. I go, no, no, I'm Joe Rogan. He goes, no, a guy said he was Joe Rogan and gotten your limo and left. I said, what does he look like? He goes, long hair and tattoos. I'm like, that motherfucker, because I knew it was eddie. Right. There's not that many long haired tattooed dudes in Germany. Right. It's like, oh fuck. So I call him up and he answers the phone. I go, what are you doing? What's up? I go, what are you doing? You're in my fucking car.

Speaker 5:          01:39:57       And he was looking at his watch and he goes, sir, we're, where are we right now in the driver says, we're on our way to the airport. He goes to, I guess what I'm wondering here probably will come back and get me. He goes, how close are we to the airport? He goes, five minutes. He goes to. I go, how long you been in the car? He had been in the car for an hour. Wow. It's like an hour ride. Was he sleeping when he got like when I got the phone with them at eight in the morning, he went down there. The car was already there. Just told the guy he was me, got in the car and woke up like an hour into the drive on the way to the airport, woke up without any memory of the night whatsoever. Woke up in the car with his phone ringing it literally. That's like an old man. He literally had no idea what happened. He doesn't remember a fucking thing about the night. Wow. That's crazy. How terrifying must be to have like some like just like litter of behavior around you and you don't even know what you did. Like you created all this problems and caused all these people. Get all fucking angry at you and shed. You don't even know what happened. You were just shit faced. Blacked out, gone.

Speaker 6:          01:41:07       And then he had to get on a flight like I really long asked flight back home with that hangover fucking 11 hours in Germany. Being drunk and hungover on a plane is probably the worst thing ever and I hate it so much.

Speaker 5:          01:41:20       Is it though, because you just sleep well? What's the big deal? Is it harder? Is it really like. Do you feel like you're at high altitude when you're on a plane? Obviously you're at high altitude, but the cabinets pressurized, is there the same amount of oxygen there is if you're at high altitude, obviously not because like when you're at 30,000 feet, that's like Mount Everest. Like you could fucking die up there. There's no oxygen. So that's a stupid question. Alright, so this is obviously way more oxygen than at 30,000 feet. That was a dumb question. I can't believe I asked it. I believe in the weed, but when you're, when you're in a plane, does your hangover feeling any worse?

Speaker 6:          01:41:53       To me it always does and it's usually, well of course I have acid reflux and all this shit that's fucking with me and so maybe it's worse for the Gremlin in your asshole. So criminal in my Bailey Bailey.

Speaker 5:          01:42:04       Yeah. There's something about planes, man. Even if you sleep on a plane, even if you, you know, you go and you come back. There's something about just getting up there, traveling and coming back. That leaves you feeling fucked up. You just definitely feel a little off. What is that? What is a plane?

Speaker 6:          01:42:20       I think it's the change of pressure.

Speaker 5:          01:42:23       The pressure or is it just getting in this tube with recycled oxygen and everybody's bringing their own Ehr? Is that what it is?

Speaker 6:          01:42:31       I think it's that because I actually saw a report saying that those, that recycled air summit, the best air and it's actually just like an old wives tale that, that it's bad for you and it's actually the filtering system in those planes are so amazing. That's pretty well. What the fuck is it that makes you so tired from flying?

Speaker 5:          01:42:48       Cause that Shit Jacks you do. There's no getting around it. It checks. You know what I always like to do when I land somewhere, if I have the time, I always have a hard workout. One hard workout seems to reset everything, but if you don't have that hard workout, man, you're gonna. You're gonna be fucked up for a couple of days. It takes a couple days to feel normal again. What is it?

Speaker 6:          01:43:09       It's not good. You know, I was talking to thinking about this the other day and it's kind of on subject, but about workouts where you say, I like how you know how you can even imagine. To me when I forget who it. Jimmy Kimmel was talking about this the other day where he, when he gets done working out, he does not feel great. He feels awful. He wants to go sleep. He feels sad. He's. He hates it and stuff like that. But when you work out, you have the exact opposite feeling. You feel like, fuck yeah. Yeah. You know, you're fired up and feel great and you feel great and like a natural. I am like Jimmy Kimmel though. Like when I work out, I'm not happy. I'm miserable after I work out. Well, why do you think that is?

Speaker 5:          01:43:45       It'll be two reasons for that. One, because you're out of shape and working out as painful and then the recovery is even more painful. No, but even when I was in her shape, better in shape and that would work out I never have. Were you ever in really good shape? Yeah. Really? Yeah. I've been in shape a couple times in my life, like pretty good shift. Were you working out and you feel I was working out every day, six days a week, five days a week. When you're working on what kind of exercise you're doing, how much exercise are you doing? Like 45 minutes to an hour of cardio and then like 10, 10, 15 minutes of that was my prime was 43. You like really fucking sweating and he even in Hawaii? Yeah, yeah. Yeah. But I never, never enjoyed it and always hated it after it was done.

Speaker 5:          01:44:24       Just a runner's high when it's over. Oh Wow. That's the. I was just wondering like, because like I've heard you talk about it before and then Kim was talking about it, how is the exact opposite for him? And I'm like, yeah, that's same. I tell you how your body works. Everybody's body has its own different thing. You know, everybody's body works differently at different levels of efficiency and some people's bodies need extreme amounts of exertion. They need exercise. And mine could be because I grew up doing it because you know, my whole life I've, I've, I mean there's never been a time in my life except like in between surgeries. There's never been a time in my life where I didn't have some sort of extreme exertion, whether it's kickboxing or Jujitsu or lifting weights or something, or boxing for a while. Everything was always just explosion.

Speaker 5:          01:45:11       Always. There's, my body's always been forced to behave a certain way. And when your body's forced to behave like that for over 20 years, you know, it becomes accustomed to it. And when I take a few days off, I take three or four days off. I have this buildup of energy where when my body is used to producing a certain amount of money, I don't get any of that energy. Zero. That energy. I actually have the opposite. Like I think it's because hired 99. I've never really been in the kind of shape that kinda shape. Yeah. I think for me, and it's different. Bio mechanics are not biomechanics. Bio, I'm a bio. Rhythms rather biochemistry. Different people need different things out of life. You know, some people need extreme exertion, you know, some people just need a walk, some people feel great when they just walk up a hill, you know, they just go for a little walk around their neighborhood and they feel refreshed.

Speaker 5:          01:45:59       They don't need that extreme physical exertion. It me, I need to hit the bag, I need to do Jujitsu, I need to do some kettle bells, I need to do it. And when I do it it's like, like I can be myself again. It's like I blow it all out and then I'm on myself, but if I don't, it builds up and builds up for one day. It's tolerable. Two days it's a little less tolerable, three days a little less and then by the time four or five days go by where no workouts at all, I start getting very edgy, you know, I feel like people were talking to me and they're not, they're not talking quick enough and I'm a rude. I'm like, okay, okay, okay. I get it. I get it. I get it because my patients has gone. I just have no patience. It's weird. It's caveman jeans. I've got way too much caveman in me, you know, there was some sort of a study recently that about people that have neanderthal genetics and they have a certain

Speaker 2:          01:46:50       percent fucking for sure. I do for sure if there's people out there that have neanderthal jeanette genetics and their system. I've got some of that shit for sure. Somewhere in my life. Somebody fucked an eight man, you know, somewhere way, way back in my family's ancestry. Someone fucked one of those little crazy eight men where I'm like a lesbian trapped in a man's body. You are very feminine. You're very feminine, but you liked girls. What's that all about? I'm a lesbian trapped in a man's body, but you like fuck them. I know that lesbians like fucking chicks to do. They do. They put strap ons on and just get sad. I would get fucking sad. It was chicken. I want it to be a dude and I'm putting this rubber Dick on a girl group with a paper. Really fucking add one. I could really just fucked the shit out of you with my real dick to those rubber thing.

Speaker 2:          01:47:46       I got up. Tie on and strap in place and it wiggles and doesn't, but yet says scissoring probably feel good because you open sores rubbing against each other. The most sensitive part, they want to get stuffed. They're missing a whole. They're missing something in the middle that want to get stuff, dude. Yeah, but I mean you could throw a fucking dildo and you're probably feels the same or better. I don't think so. I don't think so. Flashlights, they feel pretty fucking good. I mean, I don't know how Lesbians Vagina feels, but I think heterosexual woman desperately need to get stuffed. That's why dudes desperately need to stuffing in them and it just makes sense. What feels the best to you? The magical fucking promise land to get your hard supersensitive Dick inside the word pussy. And that's nature. That's the. That's the great reward. The great reward is this intense pleasure because that's the way you make babies.

Speaker 2:          01:48:36       So for a woman, the intense pleasure has got to come from getting stuffed. It's the owning that makes sense from getting a big fat dick to shoot goo inside you. You know? That's what it is. I mean, it's, and it's a, it's a staple of our life and it's this big important part of our desires and our motivation to do things, but really it's just a trick to make people you know, and that, that trick is got to be set up correctly. I mean, people have been around for a fucking million years in this form. That trick is good. They got it down and if it's, if it's down, they got a good, then that means chicks must love big fucking dicks inside them. And if they do, then scissoring is not going to be enough. It's gonna feel good, it'll feel good. But the reality is that actually wants to get filled up and once you get fucking stretched out with Cox on you and looking at me and talking about coffee all day long, try to make it uncomfortable.

Speaker 2:          01:49:28       So I try to make you uncomfortable. I'm damn well is that, that's me laugh. It was an earthquake. We have much better sound now, so when I'm laughing and what used to not be annoying now it will be annoying. This week we're using these microphones, but next week we're going to have some clip on jammies because this is ridiculous. You don't want to be standing here like a standup comedian. I do kind of like it though for the fact if I need to like drink water or do something, I could go like this. Yeah. Yeah. Maybe we should just leave it like this because maybe getting a mic stand. It goes right here though, so we can. Yeah, we could totally do that, but I just don't want anything that knocks around it. As long as we have the headphones on, that's the move because for the longest time we were doing this and I just look, we're, we're a couple of retards and we shoe string this shit together, but now it looks pretty killer.

