Speaker 1:          00:00:05       He,
Speaker 4:          01:15:46       No suffocation. The way I would have hung his body. He would have suffocated in a couple of hours instead of days because the way the honey, yeah, the way your body would have hung the weight on your diaphragm or something like that. I was too much in Catholic religion class to have all this stuff explained it. Now I've learned extra stuff. No,

Speaker 2:          01:16:02       what uh, you know, there was a story that Danieli Bolelli uh, of history on fire. He's got an awesome podcast history on fire and the opening podcast. He has a pilot like episode zero zero and then he says episode one in episode one, he tells a story that he told on this podcast about this. Uh, I believe it was the Romans had hung up some insane, like a hundred miles of bodies, something crazy like that. Like what was the, the actual number I remember your till is saying that right now it was like the hymn sing. Yeah. It's a whole pathway or the whole road to wherever it was a hundred miles or whatever the fuck it was was just like every x amount of meters. They had a body that was crucified all, all along the road. The like that was how people used to roll back then. They used to scare the shit out of people. There was no like hiding the photos of the caskets. No, they, they hung people on sticks, stuffed them into the ground. Spartacus road, 6,000 spartacus, 6,000. I think it's the same thing. They crucified 6,000 people. Jesus Christ. People were Baroud back then. I mean, I guess they're brutal today. Um, there was an article that I tweeted earlier today are retweeted that. Um,

Speaker 9:          01:17:26       okay.

Speaker 2:          01:17:27       What's her name? Jen briny. How do you Sara last name? Um, she's the one who has that a political podcast. It's supposed to be good. What is her name?

Speaker 2:          01:17:38       But anyway, the, the articles about a guy, he, she retweeted something from, I think it was from the Guardian where a guy wrote what it feels like to be a on the drone kill list and that he made his way into Europe specifically because he was worried that they were going to kill him with a drone. And then he used to hide and sleep under trees so that his family, Eric, Jen Briny, how you spelled? B. R. I. N. E. Y. Um, that this guy would, would sleep under trees. It was in the independent sleep under trees to protect his family because no one wanted to be near him because he was on the fucking kill list for drones. Wow.

Speaker 5:          01:18:17       You see that journey with a chainsaw? That's scary. They made a drone that has a chain store attached to it and it's like doom. Did you see the [inaudible] video? I actually haven't seen it, but I saw the billboard on sunset. It's a movie or is it a video game?

Speaker 2:          01:18:31       There's a video, but the, the video, the video looks insane, but the, the doom billboard makes me want to play doom.

Speaker 5:          01:18:38       What is it? Supply chain supplying chain saw drone. They attach a chain saw to the bottom of a drone, turn it on and destroy it. I think this is the video where they'd destroy a snowmen with. But how scary is that?

Speaker 2:          01:18:52       It's a matter of time before we have to go to war with drones, right? Yeah. Oh my God, this is letters. There's flying over and Jack and snow man in the head cutting off, icicles

Speaker 5:          01:19:07       released. It's really popular. That's doing some cool things. It's like a Dji Phantom, something France. Him for it can follow you. You just like tap it, tap the screen and it'll follow you around. [inaudible] do you, do you have to register drones? Yeah. Yeah. Jeff. And now, now you do all of them? Yeah. Is it like this year I believe. Oh Wow. That's good. All of those programs, they have things built into them. They won't, they won't even let you fly into like non fly zones. Things cut, cutting

Speaker 2:          01:19:31       limbs off trees and then there you have another drone flying around taking video of it, which is hilarious. What a weird world we're living in today, man. I've thought about getting one just to try it. Do you told us you don't have one? It seems right up your alley. Yeah. Pull up the drone. I'm not the drone. The doom footage show Bryan. It doom. Go full screen please and don't, don't play a shit until it's ready. Multiplier one, right? Yeah. Dude. Wait. Do you see this? The multiplayer looks so bad ass. Yeah. It's like quake three on crack. I shouldn't say that on steroids from Hell. No. Those hacks hangs from Cra on crack from how watch this. Look at this. Look at the graphics. First of all,

Speaker 2:          01:20:19       how wild is this? Look, this looks, reminds me totally click right. Totally. Well it's in software. It's the same guys. All right. Oh this looks so fun. All right. Should we brian, should we get a land party in here? Fuck yeah, we should. We should such it should be, yeah. Wow. Okay. What is the company that, oh my God, what is the company that we should, uh, by our pcs from a couple of them. We get them Falcon or alien. We should get alien ware cause alienware used to sponsor us. Yeah. So just out of loyalty and respect, we should get alienware. So we'll should contact alienware and let them know we're going to set up a fucking land party up or you're going deep on this. I can tell. We'll have some fun. But I want to do though, Brian is you and me do this and we'll go on twitch.

Speaker 2:          01:21:04       Yeah. Oh yeah, yeah. We just gotta be really pc sockets that's shitting happening. What are you talking about? Take off your shirt as a guy on twitch or you'll get banned. Everybody that's on twitch who keep their fucking shirt on. How about that? Except Demetrius Mighty Mouse Johnson and I think John Dodson's on twitch to [inaudible] James. Now all those guys could take their shirt off. Everybody else. Keep your fucking disgusting man. Boobs away from my Chris Screen. I've never seen this. I have two pounds. Well, you're lying to. Don't lie to me. So alienware if you're listening and hook us up or Falcon northwest, do you want to bring us over? Yeah, I like alienware man. I, I had that old laptop that they gave us back in the day and I will turn it on the other day. I'm pretty sure they both sponsored fighters, I'm pretty sure. Did they?

Speaker 2:          01:21:56       Sure. Yeah. Yeah. So are you, I'm touting down with all but loyalty to alienware for two reasons. One, because we used to use them. I used to run the podcast, uh, my, my version of it and you know, when I used to research stuff that was all from the alienware back then. That was cool. I liked it was big ass fucking screen. Who did I give that to? Okay. Uh, you remember I remembered you telling me you gave it to somebody. Somebody who plays games. Don't care trainer, didn't you? You have to. Justin was the, Justin probably was justin. I think you sold it. They make bad ass laptop. So I like, I like how the ones that we had, you could change all the colors of the keywords. So like half of it's purple, half of it's blue. Yeah Dude, I'm infatuated with the Lenovo thinkpads.

Speaker 2:          01:22:35       I read this review of a Lenovo thinkpad. It has 15 hours of battery life that's supposed to have them the most tactile feeling keyboard. Like this guy was, di did a review of it and he said that the keyboard itself I saved at home. Second, he said that the keyboard itself was so good that it actually upped his words per minute faster than his, uh, his average wedge, which I was like, what? How is that even possible? Yeah, but it seems like bullshit. Who does that? What we say that Lenovo thinkpad t 50 review and it's on Laptop magazine.

Speaker 2:          01:23:13       I would do it except for the having to deal with windows. I'm just, I'm top mag.com. Yeah, but I mean have you tried the newest windows? Like what is like windows, what do we all know when those 10 for real. That's hilarious. Um, but it's supposed to keyboards supposed to be amazing and the battery life's supposed to be crazy. I'm just bored. I just want to try something else. I know that apple and also you can take the battery out. You'd have a separate battery. You remember when you could do that? Yeah, something like that. I like the fact that you keep a fucking full battery with you on that came up that there, that's their kind of pitch. I think it's lg or slide in slide out battery. And it comes with the next one. Well, my galaxy until the recent one, my Samsung Galaxy had that and it was waterproof and you can take the battery out.

Speaker 2:          01:23:56       It was still waterproof, goddammit keys to be able to carry an extra battery it in your laptop bag and your, your laptop was running out of battery. Close it, pop that bitch out, pop the new end. You're back in action. Fully loaded. But now you have those like portable charger, battery chargers and things like that. So it's kind of unnecessary. What's really interesting is as good, oh yeah, I have one that can charge up your a iphone, I think two or three times. Your iphone. Well, what about your laptop? Laptop, that mean they have big battery pack. So you've had one before. But I had, when I went hunting, I brought one with me that I didn't even want abusing cause it was so tired at the end I was like, I am going to document this like William Shakespeare. I'm going to be like hemingway out there in the field.

Speaker 2:          01:24:37       Fuck that. The end of the day, you've walked 14 miles up mountains. You're exhausted. You don't want to do shit. You take a shit in the woods, dig a hole, go back to your tent, pass out. But um, I carried it around. It was probably like at least 10 pounds. It was huge, but it worked. Worked when you need it. IPAD, I'm sure. No, fuck I pads. Yeah, I like a button, man. I'm a, I'm a tactile person. I like to feel buttons. Like even I, it took me a long time to get used to the iphone, but the iphone is benefits of touching the screen. You know, having the full screen real estate for videos and photographs and email. It's so worth it. It's so worth it because I know that blackberry came out with a new one with a giant ass screen and then the, the thing slides out the bottom and then you have a keyboard, not pioneer.

Speaker 2:          01:25:25       No enough is enough. You could just get the ipad pro with a keyboard, like a real keyboard. My snap. You can't save files. I can, no, you can't. You can't like put like Microsoft word files in a folder on your desktop. Yeah, they have Microsoft word now on your desktop, but you can put it in the cloud equivalent thing. You can nowadays it close to you. What do you mean close to that? Oh, does it go in the cloud or is it uh, uh, it probably is saved on your ipad but I bet you could use like the docs app for Google or something like that. Yeah. Pages for that's on that and you can save it on something. So offline use, it's cached and the new force speaker system on the ipad pro is bad ass. There's four different speakers and it detects if you're holding it.

Speaker 2:          01:26:09       So like it, if you're holding it on the left side it will make a, the bottom left louder, you know to, you know, it knows where your hands are. Tom Or whatever. Use that though is in a hotel room. In a hotel room. I have one of those little bluetooth speakers. Those tubes. It is so good. Bad. It sounds so good. I bring that fucker with me to green rooms now because I sometimes you're in a green room and you'll listen to some CNC music factory and shit. Dat, Dat, Dat, Dat, dat, Dat, dat. Come on. I don't, this is not what I want to hear. When I get ready for a show, I want to hear my shit. It's like put on some cool music. It's great man. It's great having one was little things because it's so small. Why did they have, has anyone ever asked you or have you ever thought of like, uh, having your own playlist before you go on?

Speaker 2:          01:26:50       I guess for the theater when people, I don't want to infringe on the creative rights of the guy. Who's the sound guy in that situation you just said, right now you've got someone picking a C and c music factory to warm up your crowd like that. I'm totally making that part up but it can happen. But no, there've been some bad fucking music. There've been some bad music way. Where the fuck did you get CNC music factors and that's a randomly allocating something really shitty from a long time ago. That's hilarious. I haven't thought about that. I want to go, I mean you could have like a nice little like just even like if you just put it in your warmup or your workout playlist and just have those like rock songs with a couple of a hip hop songs. Like that'd be good to play for 30 minutes while someone's warming up instead of a anything random love shack or be 50 Tuesdays.

Speaker 2:          01:27:37       Yeah, they do that a lot but sometimes they get good songs. Like there was a place where at the other day in um, Santa Barbara, we did the Arlington Theater, which was fucking awesome. Hinchcliffe Diaz and I did this theater in Santa Barbara is great fuck and I loves it above. That's my spot, dude. That is the spot and I want to talk about it anymore. I don't want to talk anymore. I don't want anybody to know about it. So it's such a nice city and how much land you could get out there. Also, if you bring up just winning a little gross from cattle. Whoo. Um, but anyway, my point being they had a, they were playing some music. I saved it on my shoulders, lamb, and it was, uh, it was some sort of, um, Spanish music, like some Spanish rock that I'd never heard of before and they're singing it in Spanish. I was like, God damn, this is awesome. Like whatever it is. I love it. I don't remember what it was. One direction. No, no. Spark up my cute it. Would you say Jamie was given another shitty band? It's called middle. It says dj snake featuring bipolar sunshine.

Speaker 2:          01:28:51       What's that even mean? I don't know man. I Dunno, but uh, see if you could find that. I got it. Listen to this. We'll fuck us up. That's fine. It'll fuck us up on youtube. 50 million views on youtube. Oh, bipolar sunshine, a snippet of it. I can get it for the audio. Okay. For us, for the audio listening. Youtube people won't hear this part. Okay. Youtube people should I sing along? So it's like there's this, is this definitely the one that I, this is not sound like it. How do you know what you've seen now that ain't that Jamie, oh, this is it. I'm sorry. I'm sorry. Try this. Uh, it is a l e, g r e two zero zero three. Yeah. Alegria and then it's like a little space. Two zero zero three truby trio. This is what it was. Um, that would, that one was that I just, um, said was one that, um, was it showed up at the front of Shizam and I mistakenly thought it was the last one that I shazammed is that a verb?

Speaker 2:          01:30:02       Shizam she's doing this now. I fucking love Shizam that's such a great application. You know, you don't even have to use it anymore. You could just use Siri. She doesn't know I'm done. I'm like that bitch. Yeah. What? Yeah, this is it. This definitely it. Does this have any hits online? So the youtube people hear this or no, you don't even hear anything? Youtube people for you, like what is happening over there? You're going to have to go to it. It sounds like jumps not good, dude. It gets going, but it's what I like about Spanish. Music is a, I don't know what the fuck they're saying. So it's cool. Like I get the emotions and I get the Vibe, but it's rusted, rusted root. That sounds like your Dick. Now after you bang a chick was on the period.

Speaker 2:          01:30:52       Oh God, no. I have so big an 18 inch root. Keep this going. If the youtube people don't hear it, do you think it will get us pulled off itunes? That won't happen, right? Yeah. Um, but Joey Diaz, his cousin has a ban from Cuba. It's awesome. That is. They're fucking amazing. And they're on my playlist here. Oh really? Yeah. With Alfonso X. X. Alfonso X. It's x a. L. P. H. O. N. S. O. There are fucking bat. What is that? That's the thing. That was the route that was poured out of a dude's ass. Come on son. Yeah, he used it for sexual play. Come on from the anal cavity. Oh my God. Well, it takes about 35 years of ass fucking to take so much dick in your acid wides it up to take that route. We're looking at a route that is about the size of Jamie's whole leg.

Speaker 2:          01:31:49       Right. If you had to guess. Yeah your arm. No, go back to that. Let me say that photo that looks like more like a leg dude. It's like a baby, you know that's like, that's like tate Fletcher's forearm. It's like a big giant man's forearm. That's like my Dick on the opponent pill. Right there isn't the same color too ready to explode like an Oscar Meyer Wiener. Did I tell you I use Suntan lotion on my dick and I actually made my Dick Black Brown and mean tanner self. Tanner Tanner. Cause I did have any lotion and I was like, who's tanneries was like an ex girlfriends. I'm like well this is lotion. And so you turned your Dick to block, turned it to like a orange, just brownish. And it was so weird cause it, it actually changed the color of my Dick. Wow. So between that and the boner pills, what kind of birth defects you think your children would have adopting an Asian girl.

Speaker 2:          01:32:41       And I'm like, you're going to go with y'all and style. Yeah, I mean, look, don't do it. Raise her to be awesome girlfriend or was Russian and took this shot. I was listening to this woody Allen thing the other day. It's woody Allen on comedy. It's really interesting because it's woody allen. Uh, there was, uh, two things that I bought. One of them is woody Allen doing stand up in like the 1960s. It's good. He's good. He was a very good stand up man. He was a good comic. Why shaking your head? I just hit, he, he, he's a whiner to me. It wasn't that windy back then. It wasn't that one you back then. It was, um, it was a different style. I mean it was, it was different. He was a different guy. He was a young guy and he was known more of as a comic.

Speaker 2:          01:33:19       And then there's also, uh, an interview where it's just woody allen talking about the process of creating comedy and what he did. And that's kind of after he hits stuff. Yeah, that's it right there. Those are the two of them. Woody Allen on comedy and then Woody Allen standup comic. Those are the two that I was listening to back to back. It just, you know, I'm not, certainly not sympathetic to like what he's done. I mean, he's such a fucking Weirdo and what he's done, just this, the fact that that girl was his daughter and I guess it's so creepy to me write to everybody, but looking past that and just trying to, uh, examine him as a human being. What a, a, a complex and weird human being he is. He's, he's pretty fascinating. And I don't think he's victimizing anybody else, at least as far as I know.

Speaker 2:          01:34:05       So I don't, I don't have any judgment. I'll just, whatever. He's not in jail, so no one's, no one's going after him. So whatever. I'm, so, I'm, I'm just watching his life. I'm just looking at his life and he's such a fascinating character, man. You know, he is a jazz musician and for awhile he did, he did a documentary before everything got real ugly right where he was going around. Was it before everything got real ugly or was it in the middle of it all? But he went around playing jazz concerts. Like that was always like sort of like a, a dream that he had. So he went around and doing a bunch of jazz concerts and um, he writes all of his scripts. Yeah, there it is. Wild Man Blues. 1997 wonder who named it. Maybe it was ironic, ironic calling him the wild wild man blues or is building a wild man. I wonder when was, if some of it's, that's 97. When did, um, all this controversy take place? I think before this, right? Well, I don't think so because that's 20 years ago. So 20 years ago that that girl was like 10. You know what I'm saying? It's just weird how we still celebrate woody Allen, but yet fucking Cosby, forget about it.

Speaker 2:          01:35:20       We celebrate woody Allen macaws. We forget about it. Well, woody Allen seems to have fallen in love with a girl that he adopted, which is this crazy. It was in 1992 when it started as just a quote filling 23 she responded to someone paternal. Woody Allen reveals secret to his 23 year relationship with Mia Farrow's adopted daughter, which at first he thought it was just a fling. What do y'all and went to [inaudible] rare details about his relationship with Sunni. They got together while he was dating her adopted mother Mia Farrow. Now married Sunni 44 and Alan 79 had been together for 23 years. Whoa. I see what she looks like. So she was 21 when they started getting it on. Alan said, well, he's 80 there, dude. I mean, she is. She's half his age and she's 44 she likes that Daddy Dick. I mean, what the fuck man? Yeah, she's 44 and he's 79 that is crazy. She's almost half his age.

Speaker 2:          01:36:16       Wow. They'd been together for 23 years. Oh, I'm sorry. Go back. Go down. No, go down. No, no where it was. Yeah. Thanks. Um, Alan says it worked because he was paternal, which helped her flourish. And these are in quotes, paternal and flourish or in quotes. He also reveals that he thought it would be just a flame when they started lang. That mean he just flame raped her or something. Oh, he just got away with fucking his daughter is when it was weird man. So where he looks so odd and that photo too. And that's 92. How, wait, how old was she when they adopted her? Like 17 cause then I can get into that. Was this article from 90 to Jamie?

Speaker 9:          01:37:01       Nope.

Speaker 2:          01:37:02       Oh, published 2015 oh, why just say 92 now? The fling started in 1992 oh, okay. That makes sense. Cause how the fuck was she? Yeah. Okay. Then I'm retarded because in 1992 that makes sense. Wow. That's so weird though, Dude. So he talks about it now and they've been married forever. See that's what's fucked up about it. What's fucked up about it is it worked. They've been together for 23 years. They have children. Look at that photo of him, let's scroll down and look at their photo. They're smiling there, arm in arm, they leave, they're happy together. It's fucked up, but it works. So I get a certain point in time. I mean, it's not, they're not genetically related, which is always the big concern. Right. The big concern was that your genes would be, if you had sex with someone who's your actual daughter, your genes be all fucked up and you'd uh, oh, she's kissing him on the cheek. She seems to love them. Shovel head. But you know what I'm saying? I mean, it's like, uh, we have these ideas of what's, uh, what's okay and not okay and it's certainly seems fucked up. But if she was 21 when it happened, she was a grown woman and she decided, you know what, I want to fuck my dad, my sort of dad, the guy who lives across the lives across the city, they live in like

Speaker 5:          01:38:17       opposite sides of the parking or so in this picture, I mean, yeah, I could see what he was doing. He was probably fucking her though at this age. That's what the problem is as it's parental, you know, he should not be, he might have like raised her to want that Dick. Ooh. I mean if, if you can adopt a girl at 17 maybe find like, I mean that's not bad. Right. Cause it's like if you were like a parent to a kid for like six months.

Speaker 2:          01:38:42       Yeah, I'm well I'm sure that's been done. Wasn't it like a Ted nugent? I just, it wasn't, it jokingly hinted out for a long time before they actually came out and said like, oh, I don't know actually, I don't know. But Ted nugent did that. Ted nugent adopted a girl. So like Google that there was like some crazy controversy

Speaker 5:          01:39:02       cause I mean that might not be a bad deal checking out some of these like orphanage websites and just finding the 17 year old ones.

Speaker 2:          01:39:08       Yeah. It's fun to it. See if, uh, but good. Just Google that, you know, he, well he wrote songs about like having sex with young young ladies that were very young under age. Ted nugent pick, Ooh, yeah. Legal Guardian. He became her legal guardian. That's what it is. He didn't adopt her. She was 17 that's exactly head of his time. But back then. Okay. What year was this when this happened? All right, get rid of these photos. Gross me out. Um, what year was that? [inaudible] 78 78 how much different with things back then do you take that into consideration? You have to almost all the time. It's hard to consider the con. That's like the context of what's going on. Right. What was the context in the culture at the time? Because we were talking about that with the socrates. Socrates was, you know, they were all pederasts, they all liked to bang young boys. It was real common back then. And, but yet no one, no one has a little asterisk next to everything soccer. He said you don't say, but remember he used to bang little boys, you know, but if that was today you would, so as far as like woody Allen did, it's creepy, but is it bad?

Speaker 5:          01:40:23       It just depends when it started and if it started when she was 12 or something like that, then he could have like totally fucking, yeah. Brainwashed her to the point where now she just thinks she has to be with him

Speaker 2:          01:40:33       and there was a mia frowns. Other daughter was saying that he did something to her too. But Woody Allen was saying that. What do be US magazine? I like, I'm going to stop right here and talking about it all day. Yeah. Jamie's Colby Bryant's new sneakers road last day. Shut your mouth. How do you even know that 20,000 bucks to go to that game if you want to go. What? He would pay that much money for a baseball game. It's basketball. Yeah. Who would man crazy

Speaker 4:          01:41:03       kids from? They're American but they flew, they like left Italy to follow them around all year and it's been a bunch of money. They haven't said how much in debt there, but they've gone to like 30 plus games all over the country.

Speaker 2:          01:41:14       Um, that's not crazy

Speaker 4:          01:41:15       fans. Yes. A lot of, a lot of them are Asian though. He did a really good job marketing himself in Asia. Did he, how did he do that? Nike. They took him over there every year in the off season. He would go play and do like a exhibitions and whatnot and they were doing it to get the Asian market into the MBA and it worked. The devil, they make a lot of money off the Asian market way more than I would sit and make the United States. Obviously there's more people there, but they love basketball there. Stephon Marbury left the United States, went and made a lot of money there. He's going to retire as like one of the most famous hall of famers and Chinese basket.

Speaker 2:          01:41:47       Well, what happened to Lynn Sanity? Obviously I'm on the outside. I don't hear about that dude anymore. He's in Charlotte right now. That's why I'm, but what's happening? Is he doing well? He's okay. He's just an average, really good point guard. What the fuck happened during that one time where he's just New York and what was he doing? He's just kept hitting three pointers or something. I'm really good street. Yeah.

Speaker 4:          01:42:04       Give like 10 games where he played extremely well and they needed some hyped of weight and he was playing into the hike and it worked out

Speaker 2:          01:42:11       and now it's over. It's not that it's over, it's just there's other things to talk about. Yeah. But how come like me on the outside, I find out about athletes when they're in trouble or they do something crazy. They have to do something like really good. Like that's the only time I, and I remember thinking, well this guy, I remember thinking, well look in there finally. You know the Asian people have some super fucking bad ass basketball player other than the giant guy. This is what he was doing. He was like doing the crazy hairstyles like dragon ball z out his hair this year. Crazy spiky hair. Right.

Speaker 4:          01:42:40       But like, like I said, he's playing in Charlotte, which is a smaller market. So there's lot of people talking about it. When he was playing in La, which you did a couple of years ago after the whole thing happened, which was a part of getting the Asian market into play in the NBA and like the Lakers and there's a lot of Asian people in la that they could get money off of. So he was in New York, he went to La, played in Houston for a little while, but now he's stuck in Charlotte, which is why you don't hear about them.

Speaker 2:          01:43:00       Okay. Well also he hasn't been set in the world on fire. Right. And they're not, they're not one of the top teams, but they play against the top teams. Right? Yeah. So if he was like super awesome, you would hear about it. Right. And you still do it. If you tuned into sports center and see the top 10 or something like that, you would hear about his name here and there. Right. He's just kind of like four k four k. What does that mean? He's okay. And that was that fun. And that was a hinchcliffe I okay. Wow. Why foe soup? That's Vietnamese. He's not Vietnamese. He was racist. And not only that, I don't think it's pho. I think it's really, you say Fafa. Yeah. Which hey listen, spell it different. And why do you think you can get away with using our words different? You know you were over here using all language. Huh? What'd you get your own fucking way to say an r? So wait, if it's, it's

Speaker 5:          01:43:52       far. Yeah. So then why do so many of the pho restaurants always use it as it's like pho. Like cause I know that we're stupid and we don't bother researching what the actual word. It's like how many people called the hoists? Gracie Royce Gracie? Because they were unaware that you have to pronounce the r like an h when he's speaking Portuguese. Yeah. I like how joey has always hundred percent says Gyros and I hasta no gyro. I've been having these fucking gyros lately. Dog.

Speaker 2:          01:44:22       Yeah. Joey Diaz do whatever he wants. I liked when he screws up people the names, it's half the fun half the fun. Where the fuck's dom? Irrera plus beer. I'm was going to text me.

Speaker 4:          01:44:35       I was trying to ask you yesterday, Joe, about this facebook camera. What you thought about it. Whoa. It's 17 cameras put together in one to make, it's called the facebook camera. They announced it. They don't, they're not selling it or anything like that. It's going to cost 30,000 bucks to put it all together, but supposedly it's going to make seamless three 60 video. Holy Shit. Uh, so people can watch it. The guy that,

Speaker 2:          01:44:56       how long before that flies around?

Speaker 4:          01:44:59       Yeah. So if you could put it on a drone, that'd be pretty, yeah

Speaker 2:          01:45:01       dude, that looks like a Ufo. I mean this thing that you showing me right now looks exactly like a classic Ufo, doesn't it? Like if they could figure out how to, a way to make that like put some sort of a inside fan makes that thing hover and move around.

Speaker 6:          01:45:20       Okay.

Speaker 5:          01:45:20       They'll, they'll looks like a Ufo. They, they sell one that's like that one that they sell. Kind of like at best buy or Amazon though. Like it's the same idea where it just records it, like write it records like a three 60 thing. But you can't really do anything with the video other than the vr.

Speaker 4:          01:45:35       Yeah. There's a lot of trouble right now going into a lot. When we brought this up the other day, a lot of people were asking us, hey, you guys should do it. It'd be totally awesome, which it would be cool for us, but there's a lot of hurdles to get to.

Speaker 2:          01:45:44       Well, you had a real good point too. We said, remember when people are going, how come everything, is it on three D tv? What about three d TV while you're doing your show on three d tv now try to find a three D tv. Nobody has one.

Speaker 4:          01:45:53       The Three d broadcasting was still probably only did twice.

Speaker 2:          01:45:56       It's not ready. Yeah, none of that stuff's ready. But I think it's going to be like oculus rift. Like it wasn't ready until it's ready. You know, like for the longest time when we were kids, virtual reality was a thing like there was even a movie. Where was it? Lawnmower man. Oh Man. Yeah. I mean it was based on like we thought, oh my God, any day now we're going to be in virtual reality. And it never took place because the computing power and the graphics and everything just wasn't ready. But now that it is ready, like that invidia demonstration that they did with all the crazy shit that you can do with a, um, with virtual reality and those a oculus rift goggles. What is that dude from of iron man that his lawnmower man really? Was it that cheesy looking? Yeah. Yeah. No, it used the same animators from beyond the mind's eye.

Speaker 2:          01:46:43       If you ever watched that, that guy that was in lawnmower man, the guy on the right, that dude was in a bunch of movies. He was one of those movie stars and I don't remember his name. Yeah, I don't know who he is, but that guy was in some big ass movies. He was always like the creepy guy. He's one of those dudes like the dude, where's my car guy? I like after he's not doing that, those movies anymore, it becomes like, hey, or American pie. The American Pie. Yeah. What's l? Jeff Leahy. Well, he's actually pretty famous. I remember his name. It's just me. I forgot his name. That guy has been in everything though. Talking about stiffler. Yeah. Stiffer. Yeah. What happened and stuff. Like I just saw the video on him yesterday and why he hasn't been marketed. He just had a couple quote unquote bad roles, if you will over the movies failed where he was like a leading man, but he's been in all the ice age movies. He's still doing pretty well for himself, I'm sure. Oh, nice feel good moment, Jamie. Beautiful. All right. Dom Arrera is going to be here next. We're going to pause this bitch for a moment and then bring in the Great Dom Arrera uh, these death squad.tv mugs that Brian brought in. How long are they for sale for

Speaker 3:          01:47:48       there? They've just got a new shipment in, so they're on, the big ones are on sale and this shirt, which is the original death squad shirt, but it's remixed and hat sent to you via stamps.com. That's right. I'm go to death squad.tv for more info. Brian is tonight at the Irvine Improv and tomorrow at the La Jolla comedy store with George Perez tonight. Dean Delray, Joe Hart. Nick and tomorrow's Sean helping. Excellent, excellent comedians. Excellent show. Go check that shit out. Desk squad died. TV. Brian is red ban on twitter. Young Jamie for some reason has not taken the young Jamie twitter name. I have it. It's just I decided not to use it there. Nonsense seems silly. It is your name. You are young. Jamie. Someday you're going to be bag. Bertrand Russell, they called me young Jamie, and for the first 50 years I resisted. The mom gets stuck with the young for my whole life and it will be you are young, Jamie. That's who you are, bro. Take it. I'll take, okay. It's a good name. You're a handsome fella. All right, fuckers. We'll be back in a little bit with the Great Dom Irrera

Speaker 10:         01:48:56       okay.

Speaker 2:          01:48:57       Hmm.

Speaker 11:         01:49:01       Okay.
