Speaker 1:          00:00:01       Hmm. Hmm. Hmm. Hmm. Hmm. Hello
Speaker 4:          01:12:37       Well people were put all their thing on things, on, you know, and those are the, they have these beliefs. And like definitely when I was in my whole like, you know, when I was extra angry and feeling, you know, you, you have this whole system around you and you, you know, you can't hear the other side and you have to like, yes, everyone has to be a villain in that are they? They're either with you or against you. And I dunno, it's just to me is just unhealthy. I had to tap out, I stopped paying attention to a lot of stuff and I don't know if that makes me ignorant. I just got to live a happy life.

Speaker 3:          01:13:07       No, I don't think it does make you angry. I don't think it's an effective way to communicate. I think it's a really piss, poor way to communicate. And I think it, it fosters rage more than anything. Yeah. There's something about being able to talk to people where you don't have social cues, you don't have empathy, you're not looking at them and people say the meanest, nasty shit each other and it's insulting people. And dunking on people is more important than actual,

Speaker 4:          01:13:30       well, it's attention to, so it's, you know, they're maybe trying to impress their other buddies that are on there. They're trying to get those extra little likes right there. Like the, the main point would be they want to get your attention. Holy Shit, they got Joe Rogan's attention. That's so cool. You know, they just want to feel alive or whatever. And that's, you know, people have their own processes. I tried to not take anything personally. It's like you don't know me if you don't like me. Like that's weird. You don't know me. You shouldn't really have that much of an opinion. It's like not finding your validation. You can't find the good stuff or the bad stuff in the comments. You can't, what's, if you're looking at the comments for good things, it's just as bad as looking for bad things.

Speaker 3:          01:14:05       Yeah. I mean, some people think it's a good idea to gauge like whether or not the conversation was effective or not. You could have done something better than navigate it more efficiently or more. Um, more entertaining for the, make it more entertaining for the people that are listening, looking for the constructive criticism. Yeah. I mean there can be some of that from some people. The problem is you're trying to manage all this data at scale, right. You're dealing with thousands and thousands of humans that are charming in and a lot of them are deeply unhappy. Yeah. A lot of people that are commenting on things that are just really frustrated with their lives. Like imagine if someone saw or listened to you when you were like, fuck man. [inaudible] and they're like, oh, that's who she is. Exactly. Then you see, they see you on here laughing and being silly. Like, wait a minute. Who is this bitch? Yeah. Like that doesn't make any sense. That's not the same person. Yeah. Well, you're not the same person. You're not the same person who you were six months ago.

Speaker 4:          01:14:59       I know we grow in. Yeah, I would fully, yeah, I hope so. I mean, I do. I tried to do a lot of work on myself. Um, I stopped watching, watching this was huge for me. I was watching a lot of true crime. Oh Jesus. I was watching like dateline, stuff like that. All these things and I mean that is fucking toxic. People are obsessed with it. They're obsessed with it. And I just started to realize, I know a friend of mine had, there was one about her sister and once I saw that and I just realized like this is not good. This is finding entertainment out of these really real things that have happened to people in this pain and I have had fucked up. Things happen. I've had friends have fucked up, things happen. I've seen these things. I don't need to bring awareness to this. I know that. And I'm not a women get into those true crime shows. It's like traumatic and everything, but it's not, it's, it's real. These are real things that happened. Right?

Speaker 3:          01:15:48       But is it because you want to know that that's out there so you can prepare yourself or so you can be aware like what is, what is the appeal cause a apparently c f find out this is true, but I remember reading this, that true crime shows sort of skew in their demographics, um, more female than male. Like the more females are into true crime shows than male.

Speaker 4:          01:16:10       Yeah, I dunno. I just, I think it's like a beginning, middle and end to a story. Like there's a whole plot line and then they catch the person and the way the editing is, and they don't have the interviews and well, for a lot, a lot of the episodes they will, sometimes they catch them before they kill them and that's disappointing. But, um, it's just very

Speaker 3:          01:16:28       young women are the biggest true crime buffs. And here's why. If you're even remotely interested in true crime story O in true crime, boy [inaudible] have the last couple of years been good to you. First there was the mega hit podcast serial, which launched October, 2014, several months later, the HB HBO re released the Genx six episode documentary, Blah, blah, blah, blah, blah, blah, blah, captivating. Um, as captivating as the programs were for the general public, one group in particular has become particularly enthusiastic about the genre. Young women. Hmm.

Speaker 4:          01:17:03       It's weird and a lot of the victims are young women. It's like, well, I don't know what it is. Hmm. I don't know what sort of,

Speaker 3:          01:17:09       we'll get it. According to Dr. Howard Foreman, a forensic psychiatrist at Montefiore Medical Center, the trend is rooted in empathy. By the time you get to adulthood, women are able to empathize with a greater degree than men. On average. Foreman tells tech inside of this may lead to true crime being more interesting to women than men, simply because if you empathize more with the victim, it may be more relevant to you and more gripping.

Speaker 4:          01:17:36       Hmm. And then if you empathize with the murderer or you're in some trouble. Yeah. Like, Oh, you did a good job. It just was too, I don't know. It just got so dark and weird and yeah, I had a guy in my, when I was living with my ex boyfriend in this hood, in this a apartment building, there was this really weird kid who was so overly familiar and just really weird with me and I felt, I really felt threatened by him. I felt really uncomfortable with him. I told the landlord, you know, my boyfriend was traveling a lot for work and stuff, so I was alone a lot. I had a bat, he was like maybe 18. And he was young written by, he just was weird. He was off Asperger's. He very weird, like very, just the way he looked at me was weird.

Speaker 4:          01:18:19       He overly complimented me in an inappropriate way. I would set up boundaries. He would keep coming. He tried to, I was bringing my laundry up to my apartment and, um, my boyfriend was out of town and he, the kid lived at on a different floor than me. And he goes, Oh, let me take your laundry. I go, no, no. And he goes, Oh, let me take it. I go, no, I'm, I don't need your help. Very clear. And then he, the door opens to the elevator. He tries to take my laundry. I go, no. And then I get off the elevator and I start walking and he starts following me and I go, you don't live on this floor. And he goes, oh, sometimes I get off here and walk up. I go, no you don't. You're not supposed to be on this floor. And then I pretended to go into someone else's apartment cause I couldn't let him know where I lived. And then he left. So that's when I called Tate again and he sat me up with Scott Epstein, a 10th planet. And that's when I'd been started doing Jujitsu. Cause I'm like, nobody's fucking with me anymore. There's no, I can not control my surroundings. I cannot control that. All I can do is control my ability.

Speaker 3:          01:19:16       Same building, Ma. Jesus Christ. Yeah. That's the thing that women have to deal with. And I have experienced it to a far lesser degree with creepy dudes who want to follow me in hotels.

Speaker 4:          01:19:26       Oh yeah, you have. I've seen people. People are so weird with you. Yeah, it's weird. They want to follow you in hotels though. Yeah. Look, guys follow me into the elevator and want to come to my room like, hey, yeah, they want to watch you jerk off. I'll do me. Please leave me alone. Once I'm near them. They just to stay close people. People come up to you and they're so, I'm excited. This is their moment. They're, they're shivering. They're shaking. I watch it all the time. It's, I told you I want to do a reaction or they just should have our faces. Your friends faces when people are approaching you, we're just all like, oh my God. I mean they do it on a, a smaller scale with other people too, but I'm hitting you really have it there. Unfolding a paper.

Speaker 2:          01:20:08       They've always got something they need to share with you. Like this is their big chance to tell you whatever the thing is that they need to tell you. I mean, it is really their moment. You're a part of people's biggest moment of their life all day long. The biggest one is when they have a business pitch, the most frustrated Sienna. And I'm like, listen, we are not going into business together. How do you know if you don't hear it? Cause I don't have time to do what I'm doing already. And I have a friend party selling fanny packs. I can't do more super busy with fanny pack business higher primate.com so they brought your fanny pack. I died when you told me you sell at Vandy packs out so funny. Every month I have to keep restocking. I'm really king, I don't even get it. I sell a lot of fucking fanny packs. They sell like crazy but they're really high quality. I was living out of my car when you told me that. It's a company called roots from Canada. They make them super high quality leather and I just get them to print it with the high higher primate logo on them. But you know how I found out about this company and they're excellent fanny packs that involve anal sex. No dice clay. Oh my God guys. Clay. How to say, John. And I said, where did you get that glorious fanny baggers? Like, oh, you like it. [inaudible]

Speaker 2:          01:21:17       and uh, he showed it to me and I said, this is fucking excellent. It's roots. There's nothing in there, but you know, they're showing good. His keys. Chapstick. Yeah, it's a CVD. Chopstick. [inaudible] that's the only one I fuck with. I took some before I came, so I didn't freak the fuck out. Just to help you. Oh, there's something in here. Okay. So rich show yourself ranch. I was living in my car next to parking next to one of your cars. That's it right there. See that roots fanny pack? That's where I learned about it. Oh my God. Got The fucking beautiful fanny pack. What makes yours yours? Well, I bought it from the roots company. I had them produce them for me and it's hard to see because it's Kinda, this is an older one. That's why I've had this one for a few years. But there's the higher primate logo that's in Boston.

Speaker 2:          01:22:01       The M can you get one that says Annie Fanny? No, but you can make it gel. Bring it somewhere. [inaudible] some money, some money to make my fanny bag glitter on it. It's a, yeah, she'd do it like a craft thing. Like that'd be fun. Should we have a cra? Yeah, we'll do a little craft show that's not hard to puffy paints. Just do it with glue. You paint it with glue and then you sprinkles, you know, a glitter all over it. The glue will stick to Glidden. Very glittery. Yeah. There you go. I don't think so. I try very hard though, Dude. That's a good look for you. I'm trying to Elton John and I watched this video of Elton John Live all the time at, what are you showing me, Jamie guys? The trend of wearing them on up here. Those people are cowards. No, no, no, no, no, no, no, no, no, no, no, no. They are cowards. They don't want to wear it as a fanny pack. So they wear it over their shoulder because they're cowards and if a hot girl comes, it doesn't like fanny packs. They can throw their elbow into it and pretend they're injured. No, that's not what they're doing. So sling. They're doing it because they don't want, they want

Speaker 3:          01:23:06       the functionality of a fanny pack, but they don't want the social stigma. They're counting,

Speaker 4:          01:23:10       well, it's a new, yeah, it's like the Jaden Smith. Jaden, I don't know. It's like he would wear that wedding. It's the younger, this is the younger generation. They're re they've taken our fanny packs and they've made them into something else.

Speaker 3:          01:23:20       Non-Binary maybe. What is it saying at the bottom of that picture with any pack and see through Iridescent Zip. Okay. Fuck.

Speaker 4:          01:23:31       Don't have a see-through bag, by the way. Nobody wants to see your tampons. Hers maybe. I don't know. You never know what these young boys, these days, they're very woke. Whoa, they're so polite. But there's all these women that want to get choked by bigfoot. So

Speaker 3:          01:23:47       I was reading this thing about Yale and that Yale put tampons in the men's room because they said, not everyone who menstruates is a woman. And I'm like, yeah,

Speaker 4:          01:23:57       yes they are. I thought maybe they worked for diarrhea. Yes. Everyone who bends straight is a woman. Scientifically, we're getting [inaudible] women right now. Can you tell them wacky? Yeah, it is. It is a weird thing that's happening. Oh my, Oh, anyone. Whatever they want. It's just a weird, yeah, I will too. I have no problem. I wa I would, I would love to make you happy. It's as long as it doesn't, it's so wacky. We'll Chappelle said that thing on his special where he said, uh, um, to what degree do I have to partake in your self esteem?

Speaker 3:          01:24:31       Right. That's a good way of looking at it. Yeah. Yeah. I mean it's, but it's not just that, it's, it's an enforcement. There's like an authoritarian enforcement of certain language and certain ways of communicating with people. You know, there is a Goddamn hilarious thing that Tim Poole posted up of a communist meeting where this woman is calling everyone comrades and this guy is like, it could everyone please stop moving because could you guys please stop moving because I have severe ADHD and all this moving is really distracting me. And the woman goes, all right, thank you comrade. Duly noted. And then the guy goes, please, can you stop using gendered language? When you say that, in my view it's very offensive and like it is woke.

Speaker 4:          01:25:19       God, this is what I was saying before about how it's like if you're expecting the world to accommodate to you, like your safe spaces inside yourself, you fall, it's inside you. You don't have control of the outside world. This is people trying to control the language of everyone around them and then saying it's unsafe. If they don't follow your new vocabulary, that's an unfair thing to find it and you're unfulfilled.

Speaker 3:          01:25:40       I'm looking an Asian lady and he said, this can't be real. I'm going to find it. It's like two days ago he put it me, Sam Harris reminded me of it as we were fucking howling laughing about it. It's just done. It's like parody. It's like the onion is not ridiculous enough. Like these people are more ridiculous than the most ridiculous parody. Like you can even mock it,

Speaker 4:          01:26:02       but do you think that it is them trying to see

Speaker 2:          01:26:04       what they can get away with? Yes. They're a little kid. How far can I go? They're playing, make believe they're there. I'm, I'm a chicken. You know, I'm someone who is, someone said this to me, I can't remember what it was, but that all of the words, the keywords that people are using now like triggered safe spaces, they're autistic terms, they're terms that people use with autistic children here. This play this.

Speaker 5:          01:26:27       If we want to defeat capitalism, we are going to need a party that will organize working people to fight for the demands that we want and to win socialism. Thank you so much. Great.

Speaker 6:          01:26:37       Yeah, it's quite a privilege. Quick credit, personal privilege guys. First of all, James Jackson's Sacramento, he him. I just want to say, can we please keep the chatter to a minimum? I'm one of the people who's very, very prone to sensory overload. There's a lot of whispering and chatter going on. It's making it very difficult for me to focus. I know it's, we're all fresh and ready to go by. Can we please just keep the chatter to a minimum? It's affecting my ability to focus. Thank you.

Speaker 5:          01:27:01       Thank you, comrade. What is this? Okay. Is there a speaker against name, Chapter Pronouns? Point of personal privilege? Yes.

Speaker 2:          01:27:08       Please do not use gendered language to, to address everyone. Okay, what did you a red headed monster. Where is he? Right in the lower right hand corner with the Halter top whatever tank top thing. See that? That would the redhead red hair crazy right here. That's the one that jumped up. That's the he him. She her red. So he's wearing that red. So when he gets his period, do not use gendered language. This is, this is where we're at. We're at, we're in nonsense land and people are acting like this is normal. You're a bunch of babies. What are you give a fuck if someone says, guys, who cares? The Bible said about saying girls say girls, I could be there. Say Girls, I don't care. This is your, you're crazy. Please do not use gendered language. What? How does that change anything? And by the way, you can, if you can't deal with a bunch of people moving around and distract and making noises and shit, just stop.

Speaker 2:          01:28:05       Get the fuck out of there. You guys force everybody else to deal with your fucking weak mind. Go home. Just watch this on youtube. Eat a steak, do some squats, steak, eat some elk, get your fucking life in Norfolk. Pipsqueak go fuck a Goddamn bigfoot. Go right a big foot fuck book and make millions. What is this seminar about? About being an asshole? Communism. Socialism. So it's like playing on this thing to where it's like, I want people to feel good. I was a special ed teacher. I've done all these things. Special Ed kids wouldn't have been talking like this, asking for all these things and thought this is what the with these kids are calling socialism, right? Like this is what I mean. Everyone has to be like super, super sensitive and aware of every single fucking thing they do. And every single fucking thing that everybody around them does.

Speaker 2:          01:28:51       Everybody seems to comply. And it makes you a victim too because it's impossible for that to happen. So no one's ever going to comply to everything you say. There's always going to be one person, even if they don't even, they want to. Maybe they were listening to something else and they didn't know that that's what they were supposed to do or whatever. So then there's always going to be, you're always gonna be a victim of something. Someone's always said the wrong thing. They've always done the wrong thing. And all of your worth is from something outside of yourself and you now don't have to deal with your own. It ramps up. What used to be acceptable year ago now is unacceptable. A year from now, it'll be something else. After a while, you won't even be able to say colored. You're going to have to say the C-word, right?

Speaker 2:          01:29:27       Yeah. You have to say you can't say people of Color, which is PSE. Just that people of color. That is a weird one. Yeah. Like the NCAA or um, NAACP, brother National Association for the advancement of Colored People, which is bananas. Like you can't say that. You can't even say that anymore. It's like so dumb. It's a jewelry thing. And also people, I feel like if people stopped having attachment towards you could stop having them mean anything. Like they wouldn't hurt you. While the winter news talked about that in the 60s it was one of his bits in the 60s he would, he would call people by a bunch of ethnic slurs and then say, you know, the problem with not saying these words is that if you say these words enough time, they lose all their meaning and there's not going to hurt some feelings. I'm paraphrasing, but this is the opposite and you know what?

Speaker 2:          01:30:15       This is nothing. They turn him into a woman and Ms. May is a, Oh they rerouted that. They rebooted him. I've watched a little bit. I think it's good. I haven't watched 'em but it is Marshall that Mrs Maizel has him. Yeah, she's the mother audition for that. And then when I saw her tits in the front, I'm like my tits audition for her. Ted's, that's like amazing show, you know. But in the first scene she showed her tits. I was like, all right, thank you. Thank you for getting me that audition. I don't understand what you're saying. She showed her tits in the first scene and I didn't realize that that was going to be in the scene. They didn't make me go topless or whatever, but I was honored to have been in the same audition pool is, oh, okay. This is Rachel Brosnahan juice. Sheila's great.

Speaker 2:          01:30:59       She looks great. She's got it. She's a great actress. She is hilarious. But I was talking to a male comic. It was really funny and he was like, ah, I don't like that fucking show. Because there was no woman like that back then. Yeah. There was no superman either, man. Like with the [inaudible] talk about there's no walking dead. Rick didn't kill any zombies. Guess what? It's all fake. Yeah, he's a really freak you out. There was a woman comic like they're about comedy. So funny show about comedy. You should be excited that there's a show about standup comedy in the 1950s and sixties it's fucking great. Like so what do you care if they made up a woman? Like why? Well, they're not getting represented. The white men. It's not even that. It's like, it's like a historical thing. Yeah, it would. [inaudible] was bothering him historically.

Speaker 2:          01:31:44       They are, they are intersecting with real things that happened, so I can see where that's a little annoying. I don't wanna bring up Elton John Again, but I did see rocket man in it. It is. It was weird when they were not, if there are things that happened in your, why do you say bring up Elton John Again? Yeah. You just didn't even bring him up earlier. I've just been talking about him the whole time. Did she know, I listen to Elton John a lot. Did you? Yeah, I watched this one live video of him a lot. I don't think you said they were, it did. Did you? Yeah, I forgot. That's okay. I can only be expected to be listened to 20% of the time. What was wrong with rocket mare? Well, it's just, he didn't write the lyrics, which they said, but then the whole movie was like trying to force these life events into the lyrics.

Speaker 2:          01:32:26       So it was like, but he didn't write it so he didn't write it. So it just wasn't, it didn't feel real. I would have rather have heard more shit about when he married that woman and stuff. You know, married a woman. Yeah. He married a woman. Whoa. Yeah. How frustrated was she? She must've been a really horny, just sliding around in there. Just probably didn't know. She's probably rich, but I think, I think probably maybe it was just a beard situation. She knows. But also it's got gotta be a lot of those pos long drives. I want to believe that they can be straight. You know? That's why they buy the Whitney Cummings Dick Doll. But that's where like that all pray the gay away stuff is, Oh yeah. You ever heard of those? Pray the gay away camps guys are sitting around holding men with boners.

Speaker 2:          01:33:08       They really get hard ons holding you and telling you you're not gay. Yeah. What the fuck's going on back down? It's fucking crazy. It's like, it's so wild to not be like, just lean into what you are, your happiness, your joy and yeah, but think about yourself. You were raised a Quaker would've. If you raise some wildly, you've been told that [inaudible], you know anybody who does that is Satan worshiper and you're going to go burn in hell and you live with all this guilt and sin feeling like that. Shame that you're rotten or whatever. I mean, I definitely have my own shame and I know probably everyone carries some with them. I can't imagine on that scale. That sucks. That is probably one of the biggest ones. If you're raised Christian though, if you're raised like serious Christian, especially fundamental, it's one of the worst sins to lay with another man and just dealing with it.

Speaker 2:          01:33:58       The deck that they must get at those camps. I mean they must just be pounding each other out. They probably come so quick cause you can't believe they're actually, they're just like, and then they have that comradery in the fact that they both are trying to not be this thing. Oh my God, I'm getting horny just talking about it. Honestly, I have a new genre. It's not big foot. We have to, we have to work through this. I mean, I'm not getting, you're not gay, even though we're just fucked. I know. Just crying in each other's gay arms. What a sneaky trick. If you believe in God that God did, God said, listen, you cannot have sex with men, but you're gonna want and you're nothing really gonna want it. They're going to want that all day. You're going to see them all. Your mostly assholes all day more than food.

Speaker 2:          01:34:39       You want them more than water and you just want to Duke and bought, do deck bought, ah, firemen and fo Indians and cowboys, and then a band's going to come out and they're all going to play. It's each part and you're going to have to try knock some damn, and then you can't even go to the YMC anymore. I mean, if you really believe in Jesus and you really believe that you shouldn't be gay, but you are a gay, what a dirty trick God is. It must be terrible. I just feel like there's nothing more dangerous than we're oppressed. That's gotta be aware of cancer, not just homosexuality, but repressing any sort of feelings like that. It's gotta be what cancer is. Will repress sexualities. Always strange. Like when I was in high school, there was always these girls from Catholic school and girls from Catholic school that went to all girls, Catholic schools with the biggest homes, county.

Speaker 2:          01:35:33       They couldn't wait to get some deck because it was so forbidden. It was a forbidden fruit. They just would get so excited and they couldn't believe it was real. Just fighting off these hormones. It just has such a terrible trick to play on a young person to tell them that their body is dirty and awful and that these thoughts that are just prevalent, omnipresent in their mind or their wicked ways of the devil and that which you resist persists. You know? You're just thinking about that fucking bud hole all day. Fucking suck in a deck, fat, juicy hog. He just can't have it. Yeah, I mean it's terrible. It's really bad. You guys. Also, if you're out there, listen, let's just say, let's God, let God give you a hall pass. Go fucking asshole. Go fucking asshole. Go second. Just move to boys town and realize like you're going to be fine.

Speaker 2:          01:36:24       There's a group of them, they get together and they have a great old time. There's a parade. They're so happy if you go down that street [inaudible] so happy free. They don't even, their shoulders are exposed like there's just a tank tops everywhere. Just hair shaved. Anything you want. Just every time. I love going. I feel invisible. It's amazing your level. I could just walk, I could walk bottomless and they would just, I've talked to gay guys or they get mad that straight guys are and straight girls are going to gay clubs now to hang out that it's like a weird thing. Talk to Martindale. Well, I could see where you'd be like, Hey, this was like our place to fuck and now you're here. Like you're wearing glitter. Yeah. Get the fuck away. Rainbows. Member Demitri Martin had that joke about where he's like, um, gays just get, I can't, I'm paraphrasing, but gays just get rainbows.

Speaker 2:          01:37:19       That's not fair. You just get fractured light, like greedy, greedy gaze. I mean this is what, back in the day when you could say stuff like that, that was pretty similar about that they w there was because of duck dynasty, one of the guys from duck dynasty was given, I don't get it, I don't understand why g and my bit was like, listen, you should shut the fuck up or the game people will take over Cammo the same way they took the rainbow. That's so funny. They own the rainbow. The rainbow used to be leprechauns used to be lucky charms guy who now is gay people to the point where if I came on stage with a fucking rainbow tee shirt on and people would be like, I know I knew it. We've been waiting for this moment. Fucking knew it. But um, the idea was that if a, like what all the gay cop guys would have to do is start every gay porn in a duck blind.

Speaker 2:          01:38:05       Oh my God. Every gay porn would start with that. So they're wearing cammo and the duck hunting and then someone would come in, a black eye would come in and go, somebody [inaudible] make me home. That like duck whistle thing. Oh my God. My friend worked on my friend Mike, who I stayed with worked on duck dynasty. So he knows all those guys. And what'd he say? That seemed like a trip or the bud fucking all the time when no one, I don't think so. But you know, it is funny when you take just a family and then you make them stars and then you know the cross between reality and yeah, all that stuff. And then they go crazy and then they all of a sudden they're on their own and they get interviewed and then they say something really crazy. Trinity Man. Hello? Not, yeah, some TMZ guy puts a camera in their face. Yeah. Are they still doing that show? I don't think so. How could they stop? It seems like it was just printing money. Yeah. I wonder, I mean maybe they are. I know my friend doesn't work for them anymore, but yeah, you ain't still doing duck dynasty.

Speaker 7:          01:39:02       I don't think so.

Speaker 2:          01:39:05       Yeah, I don't, I give him the credit for duck dynasty whether he wants it or not. I don't know how that show final episode, March 29th, 2017 how does that show end ever? It feels like a smart producer should step in and go, hey guys, it's been a couple of years. I'm on a lot of wacky stories. Falls asleep with a cigarette in their mouth. I don't know. It's gone. Yeah. All that Cammo gone. It's just, it's weird. I mean if you watch that show it's like there's nothing compelling about it at all. But it was an enormous hit. Yeah. Just a bunch of people doing duck stuff. There is something about reality TV that where you're just like, it's so thoughtless. You just don't have, you're just being taken on this dumb dumb ride. There's like this. It's just there's nothing happening. It's like, all right. Yeah. Next thing you know you're watching people dissect a storage container.

Speaker 2:          01:39:58       Yeah. But you know what I'd really like is survivor. That one. I still like survivors still like survivor I think is the number one reality show cause it's making people, it's taking away all of their comforts and they still have to communicate with each other like games with each other. They have to, they're starving. They have to do these physical, it's still, you're watching people be like tested and put, what season is that on? Oh my God, it's, there's so many seasons. Like season 1 million. I've seen all of them. It's so good. I don't, I don't pay attention to them fully so I can rewatch them at some point. I've watched them a couple of times. That show was on before fear factor. So I, we started fear factor in 2001 so that show was probably on in 2019 years later. It's in the thirties now. 30 seasons or something. 33rd yeah. Yeah. I'm embarrassed. I don't know cause that's how much it was still a hit. Yeah. It's amazing. Listen, people either are on to or they're not yet.

Speaker 3:          01:40:53       Well, they've actually done 38 episodes or seasons somehow it says, but this is the 30th. Yeah, they do several a year now. Is it still Jeff probe?

Speaker 2:          01:41:01       It's still Jeff probes. He's still the host. It's still under the radar. Like Jeff probes. Just like catch those checks and stays home. Yeah, but here's the deal. I've seen him driving around. He had his little summer for Dora. He was riding in his Prius. I was like drugs ics. This was like three years ago. I saw him driving around stockpile and all the cheese. Yeah. Maybe he's rich dad. Poor Dad. No, I mean he must have all his money just stocked away. He's driving around in a Prius. He's the, he's, I love the show. Maybe no good. They could take this away from him at any moment. Somebody replaced him. Would you notice this part of the show? I think people would be upset. There'd would be upset. What would be upset? I think people would be very upset. I think they'd be extra upset.

Speaker 2:          01:41:44       But if Adam Carolla took a spot, um, they would get canceled. People be like Trump now, is he a Trump supporter? I think so. I think so, but I don't know for listen, I don't know for sure. I don't want to call anyone anything. I think he's conservative. I think he is a Trump supporter though. Some people get conservative when they start making money though. I listen, I everyone has the right to be whatever the fuck they are. Or you think? I think so. What about Nazis? They have the more of a right. A third, right? I don't think that's right. Something that's a different word.

Speaker 3:          01:42:19       What does that even mean? What does Third Reich? I don't know. I don't even literally don't. I mean I've know what the Third Reich is, but I don't even know what it means to you. Guess. I've literally have no idea what that means. I know it means the Nazis, right? There's like, but what does it mean in German? But isn't that a funny thing? Like that's like Third Reich is like everyone knows not that, but no one knows what the fuck that means. Atomology yeah, you with the big words. I know a few. What does it mean third regime or empire or third realm? Huh. So the third version of the Nazi party was the holy Roman Empire, which lasted until 1806. The second would be 1871 to 1918 and this was the third. Interesting. So they were just, they were considering themselves to be the third rulers of the world, like the Romans. Interesting. Yeah. What a mess in the past. The thing is that that was not that long.

Speaker 2:          01:43:15       It was not that long ago. It was not that long ago at all.

Speaker 3:          01:43:18       If you're see the video of Hitler tweaking at the 1936 Olympics tweak like speed, he was on serious speed. We were um, um, with Brian Moses, Brian Moses was saying that Hitler was into bull semen and I was like, what? He's like, yeah. And then we found out that Taurine, which is in a red bull actually is from bull semen. That's why like red bull do this. That's Hitler tweaking. Oh my God, look at him. Go straight up tweaking at the Olympics. So he was on all kinds of crazy speed. And then we read

Speaker 2:          01:43:51       this thing about how he was like incredibly fatigued and almost dying. And He, um, got injected with testosterone and cocaine and [inaudible] and then went in and talked Mussolini out of leaving the war. Cause Mussolini wanted to get the fuck out of World War II. And Hitler went and just talked at him for five hours, just raw. They were all coked up and oxycodone doubt bull come dripping down his throat. Oh my God. How did he get, how did he extract the bull? Come, I don't know. But bull semen apparently has this taurine stuff in it and they extract taurine from some other method to make the torrents and the guys at the gay pride, the gay away camp to that's there to take your job from the tap. They're extracting his dick. You deserve all that. Well, do you remember, I was thinking about that horse and zoo, the documentary.

Speaker 2:          01:44:48       That documentary is amazing. That video of the, Whoa, I'm so trying and the part that I'm traumatized by is not the fucking part. Okay. And do you remember this scene? Okay. So he gets up on the bucket, right. And then you know, they need like several people to grab this giant Horse Cock and put in his ass. And then the horse rams them only once and then he goes, this is the part that got me. Yes. He looks back and he goes, did he come like he was so concerned if the horse came, I was like, oh my God. Yeah. And the guy made a noise like noise where you're dying because you fought. He was, he died so soon after. And then his friend goes too much. Too much. Like did you get too much worse? Got Too much. Of course. Like, and he did.

Speaker 2:          01:45:30       He died. If you look at the math, the size of a Horse, Dick, oh, I have a body cavity. It's like, where's it going? Yeah. What's getting out of the way to make room for that Dick? Oh boy. They dropped him off at the, at the hospital. They rolled him out. He was bleeding. He bled out. He had bled out from his asshole. And that's how it happened. I don't think he did. You don't think he was like, maybe this was where the hell did you. If the horse had come, do you think you would have been worth it? He would've thought it was worth it, but do you know that this whole thing, they had hundreds and hundreds of hours of footage of him getting fucked by donkeys and horses and a bunch of other people that these people had met online and the zoophilia right is the, the medical terminology for someone who is sexually attracted to farm animals and so or animals period.

Speaker 2:          01:46:17       And so these people all met online in some chat room and then decided to get together in Washington state where it was still legal to fuck animals. There's like only a few states where it's okay. So funny that you had, there has to be a law. Yeah. There has to be a lot of tape. So happy. That's not what you're into. I'm just like, I just wake up so grateful and blessed. I go, thank God. Right. Could you imagine if that was your, your oh trick God, thank you. You can't control that, right? If he gets something like some people are in the feet, some people are in the getting fucked with hours. I was segwaying into feet, huh? Yes. People are in the fee. Have you heard? I've heard they're in the fee. I can't believe it. Well, I was reading up on it that it's the part of the brain that handles your genitals and your feet are right next to their adjacent. So sometimes the why they think that the wires get crossed because, and the guy that studied it was a guy who studied a phantom limb syndrome and he was so he was falling when these people's brains where they would feel that they still had a foot or whatever and some guys would get horny, it would get their brain. So it was just like crossed, Huh? We get horny thinking of their own, not foot.

Speaker 2:          01:47:26       It's hilarious how you pixelate your feet and all those pictures, how they get started. They just, people were, they started a Wiki fee account for me. I just didn't know my feet were a thing. I just didn't know. I thought I was just walking around and you know, in slides didn't know I was walking around him as well. Just have been bottomless. I may as well have just been wearing like Pajama bottoms with the ass flap backwards open. Just put, I mean, my little feet pussy is just walking around. So then, um, once people, I noticed the Wiki feed thing and then people were damning me all the time to see my feet and I just was like, you don't get this was pixelated them [inaudible] Whitney shares dms with us sometimes. So it's funny. Group chat, I'm in with the Nick Swardson Bristolian Whitney and she'll post pictures of her dms.

Speaker 2:          01:48:11       It's like, what in the fuck? Yeah, they're wild. I do a thing on my podcast and on my live stream some times where I sage my pussy at the end of the night. So I get sage and I just, yeah, I just to break the, the negative Dick Cores that were sent to me, the unwanted Dick Cords from all these dudes, I'm like, Yo, put your Dick cords away. Right. But you know, people are pervs. What are you going to do? I just make fun of them, but it's more guys that are pervs and girls that are pervs with stuff like feet and stat. I think they're a thing that girls are into. That's kind of gross. The money. It's so gross. But that makes sense. Like money can keep you like your job. Some people are into like the money fat guy. Some people are into, I don't know, people are into all different things but, but not in the same way.

