Speaker 1:          00:00:02       Yes. Is it good? Yeah, go ahead.

Speaker 3:          01:27:47       concern is with children. My concern is not with young adults deciding to take steps to confirm their gender identity, who they feel they really are. I'm all for you doing whenever you want to do when you're an adult, when your mind is formed. But people change their mind. They change their opinion, they changed their thoughts. There's nothing wrong with just deciding to be a gay man. There's nothing wrong with your body. Uh, you know, as you grow and mature and develop, you growing out of these ideas, some wheel in some world and the ones who won't, they always have the option to do something later on in life. But if you do something to hormonally block a child valley very early on, there's no turning back from that.

Speaker 5:          01:28:24       Well let me say it, let me say a few things of that. First of all, it's not wrong to be concerned about children and there's a reason this is the most intense part of this conversation and I think it's correct, right? Because we're all very concerned about children. Right? But I do want to say, first of all, I don't think it's correct that trans people, if they don't receive four months from an, from a young age, they simply become gay men. Because I know it happens very often. I know trans people, if you

Speaker 3:          01:28:47       can find that, cause it was a big article that was written about that recently where they were talking about whether or not gender confirmation surgery and hormone blockers on young children is ethical because of this fact. And this was what they were talking about, where people at one point in time wanted to be trans and they listed several famous examples and then as they became older, just decided to be gang, including women who wanted to be men who just became gay women. And I think, what's that girl's name that was in John Wick? Ruby rose. She was one of those, she was a trans when she was younger and now she's just a gay woman.

Speaker 5:          01:29:20       So look, I, I, I know, I know quite a few, uh, trans folks. Right? Um, and I have to be honest, none of the ones that I know, we're, I don't know any trans women personally who are gay men up until they transitioned. Right. I know quite a few trans women who are straight men. Right. Um, or who, you know, lived their lives as to present it as straight men. Right. And then transitioned. Right. Um, as an order come lesbians. Uh, yeah, I mean that's, that's one of the ways that people can be, I really recommend that. Um, oh, the other thing I was going to say is that I do know also among the Trans folks that I know where the Trans people who speak about this, that I've heard so many of them say, I wish I had access. I knew this about myself at a very young age and I wish to God that I had, that we had, I had had the ability to receive these hormones at a young age. My life would be so much better. And I'm not gonna Argue with those folks. You know, I wouldn't know

Speaker 3:          01:30:15       these folks either. But you have to address the fact that there are people that have gone through transition surgery and said, I wish to God that I never did this. There's a lot of those people too. So if you're looking for anecdotal evidence and you want to be objective, you kind of have,

Speaker 5:          01:30:26       I'm sure we can. I'm sure we can find the anecdotes. Um, I'm very curious and this is what I'd go consult my friend, uh, or my recent interview, such a brand hit Tana hills, uh, work on this to see how many, uh, how many are in each group. Right. And uh, which, which, which sets of these folks are the outliers. I think the folks that you're talking about are probably the outliers, but I can't confirm that. All sir,

Speaker 3:          01:30:47       juries have potential costs. However, according to a Swedish study of 324 patients, three 40, 1% of whom were born female surgery was associated with considerably higher risk for mortality, suicidal behavior and psychiatric morbidity than the general population. So that's people who got the surgery.

Speaker 5:          01:31:06       I am curious, wait, 3.4, 1% of them. I mean the d the devil of this is in the details, right? Because how much is the, is the higher risk, what does it mean? 3.1% of those who were born female,

Speaker 3:          01:31:18       well, some of them were born female and the other ones were born male. The males that transition to females is what it's saying. It's only saying a small percentage of them were born female that transitioned to male, but the larger percentage was males who transitioned to female. And that the surgery that they received was associated with considerably higher risks for mortality, suicidal behavior and psychiatric morbidity than the general population that's not healing them. That's saying that having that surgeries associated with higher risk of mortality, suicidal behavior and psychiatric morbidity.

Speaker 5:          01:31:50       But it also says above following surgery, patients report lower gender dysphoria and improved sexual relationships right before they killed themselves. Everything's awesome. Well, this isn't saying that people are killing themselves. You know, you're looking for, you're looking for something that confirms established opinion you and as are you, you know, I mean we're, we're, we're looking at this and just look, it should be, we should be, we should always be careful of drawing too much from, you know, a single study and like look at it widely. Right. Um, but, uh, uh, what was the point I was about to make? Um, it flipped my head. Uh, I, I'm sort of at the, Oh, here's what it was. Um, surgery. Another thing I know from, from speaking to the Trans folks is that surgery is overemphasized, right? And then, and that surgery for those folks is not the, you know, we as sort of straight CIS people tend to put too much emphasis on like, oh, did you get the surgery yet?

Speaker 5:          01:32:41       Or not? You know, and really it's more about what are you living as and what is, you know, what sort of set of hormones do you have? Right. Um, but I, I would really, uh, one of the, I've sort of reached the limit of like my facility with this topic. I really want to shout out, um, uh, videos made by a friend of mine. Her videos are called Contra points. Her name's Natalie when, and she does these increase. She's a former, a philosopher, former philosophy phd, and she does these incredibly funny videos about, is not just about transitions, about all types of things. Um, uh, she had a really great one about comedy recently, um, but she really breaks down like a lot of these, uh, a lot of misconceptions, right. And has really changed every time I watch. One of her videos. I'm like learning new things and new ideas are like pop, pop, pop in my head, you know. Um, and I, I think you should check them out and you might enjoy talking to her on the, on the show. She's like a really fascinating person. Contra points. It's an incredibly complex subject really. It had a really is fuck

Speaker 3:          01:33:35       angel on the podcast before who transitioned from female to male, which is also a different and interesting thing. Um, you know, and he said that his whole life just felt like he was a boy and he didn't understand why he didn't have a penis. He didn't understand like the whole, it didn't make sense. And then once he transitioned to being a male, then he felt complete. I don't deny that. My entire concern is that you're making decisions for children and that this is a completely new thing with no historical precedent. We've never done this before. There's not like a history of hundreds of years of hormone blocker is being used on young children and whether or not that is healthy and promotes a positive life. I feel like if a child thinks there are girl, let them live as a girl, but you don't have to hormonally engage with their body with chemicals.

Speaker 3:          01:34:26       It just seems crazy. It seems ill advised. It does. It seems like this movement of acceptance and progressive thinking in in in many ways is a fantastic thing. It's a fantastic movement, but this seems to me to be a leap and that you're making this leap to confirm your ideology and to confirm that you know, you're 100% cool with trans people and you're 100% cool and you, you're going to recognize this child is trans, but you're doing something. You're, you're doing something to this child's body that you can't turn around. And if this child decides at whatever age we decide that you can make rational decisions to transition as trans, let them fully develop first. Let them be a person, let them make these decisions. But if you want identify as a woman you and you want to keep your penis, that should be fine too.

Speaker 3:          01:35:16       There's nothing wrong with that. If you want to keep a functional penis, you want to identify as a woman and not even take hormones. Who Cares? Do that, do that. But when you're stepping in to a developing baby that's only been alive for six years and you're shooting chemicals into its body to change the way it develops, show me the research. Show me the decades of peer reviewed studies on one of the most important things that we know of the development of a human being where you're going to home more hormonally, interact with their body in some sort of a random doctor, Frankenstein sort of way, like how much but what evidence do we know? What evidence do we have that this is a a powerful, absolute like intelligent, smart way to handle a child's life over the long term. Like when these kids grow to be 60 as opposed to kids who don't get the hormone shots when they're six, these people are 15% more happy. There's nothing like that, but yet people are jumping into it because it seems like the thing to do because it seems like the tide of society is moving in that

Speaker 6:          01:36:17       direction. Well, I, I don't jump into it for that reason. Um, I do think that when we're talking about an issue that affects those people, right? The first thing we should do is listen to those people, right? So the children listen to the children and listen to the adults, right. Who said, I used to be that child. Okay. But they are

Speaker 3:          01:36:38       that child. And you know, to you said, look, everyone's different. So for them to say, I was that child, that's nonsense. You were a similar child in a similar situation.

Speaker 6:          01:36:48       We're not that China. They're not literally,

Speaker 3:          01:36:50       but they don't know how that child is feeling. They don't know how much that child is being influenced by its environment. They don't know how much their thoughts and their expressions are being encouraged by their parents. They don't know that child.

Speaker 6:          01:37:00       Sure. So my point is, when we're taught, when you and I are talking about this right now, we're speaking pretty hypothetically, right? We're, we're talking about a child that is not in the room that we don't have. We're talking about a fictional child. Right. So what we really care about are the actual people. Right. Um, and when we talk to the actual trans folks, right. And, uh, talk to, you know, say, Hey, what do you think? You know, how do you feel? And, uh, you know, include them in the conversation. I think we have a different conversation about it. You know, we do have an conversation, but we also have a different conversation. We talked to people that have regret from transition surgery cause there's a lot of those. Sure. But we're not, we don't have either of those folks in the room. Right. You know, we have to acknowledge that they're real as well. Yeah. I don't, uh, I'm not, I'm not dismissing that those people are real.

Speaker 3:          01:37:46       Say if you talk to Trans folks, you get this impression. That's not necessarily true. Um, a wide range of impressions.

Speaker 5:          01:37:56       I wasn't just, I wasn't talking about specifically the impression that I wasn't saying we should reason from anecdotal evidence. Right. I'm saying that, um, look, the last conversation I had with a person about this was a, uh, was a trans military veteran who is a researcher who wrote a book on, uh, on these issues, right. Comprehensively looked at the research and told me that the research shows that the evidence that you're asking for exists maybe not on a 30 year timeline, but there have been studies of this in here's what we know about them, right. About Children's. Uh, uh, yeah. I mean that's, that is my understanding of the reason I have not looked at the research myself. And you know, I have not done the topic on my shows, the positive benefits of children transitioning. I don't think that exists. Well, we can't solve that in this conversation right here.

Speaker 5:          01:38:44       Um, but, uh, so my point is, look, I'm not going to go out on a limb and tell you more than I can. I can say off the top of my head, right, because I'm not an expert on the subject. Uh, this is something that, you know, if I, if this were something we had done on our show and I had doubt dive into the research more, I could tell you more. I know it exists, but I can tell you what I have been told exists by people who have made it their business to know, you know. Um, so, uh, so, you know, that would be my next step in the conversation. Um, uh, but, you know, that's what I'm saying is, uh, those are including those folks in this conversation is a really critical part of it for me. Um, so yeah. Uh, what's a conversation in the world needs to have for sure.

Speaker 5:          01:39:27       Yeah. And I think it's one that we will have and you know, again, just to bring it back to athletics, right? Um, I think that the, uh, undeniable existence of trans children to teenagers to adults, right. Who want to compete. Right. Um, and who make a compelling case to that, that they should be able to compete, right. Um, is going to be selling that we're going to have to grapple with. You know, I think there's going to be easy answers to it. Um, and yeah, I mean, I think the real, the legitimate solution is a trans leak or a trans division to have a male division of female division of Trans Division if you want to compete athletically. That's fair to me. That makes sense. Well, I hope that there's, you know, like say with the, you've got the pair Olympics and the Paralympics is really like, it's divided you, you know how they do it, where they do like all the different levels for you've got this much amputated or you're this mobile and you can compete in this way, you know?

Speaker 5:          01:40:21       And so that's really great to make a way that, you know, those folks can compete on a level as a playing fields. We can be given the, the manifold variations in human bodies. Right. But the fact that I, Oscar Pistorius, which by the way, we should bring up the gun. He killed his girlfriend, which is a very weird part of the story. And he said he thought she was a robber bazaar. Completely bizarre. But the fact that he was able to compete in the Olympics, right, not just in the Paralympics. I think it's such a wonderful thing, you know, and so I would hope that whatever organization we come up with, you know, allows for the, uh, uh, allows for humans and all their variations to compete in the Maine League as well. Right.

Speaker 3:          01:41:00       Because it's fair as possible. They come up with bionic legs like Steve Austin from the $6 million man. There's some people out there that will cut their fucking legs off to run faster. And that's real. There are people that want to win so bad they would cut the bottom of their legs off to get bionic prosthesis. They wasn't really for sure. 100% would, would you? No, I wouldn't, but I'm not crazy. Look this people that raise their hands just cause they, they, they're, they are a bit, do you know that people have that feeling that they're supposed to be disabled so they amputated their hands? Yes. This people with all sorts of psychological disorders, but the need to win is so insanely strong in some people. And if they found out that, hey man, well who gives a fuck about your feet and your calves, man, they're going to look just like feet and calves, except they allow you to run 45 miles an hour. But don't think people would do it. Isn't that a little similar to the idea

Speaker 5:          01:41:47       where people say, oh, trans bathrooms, it's just so men are just going to lie about us. They can go in the bathroom and peep at women. And then when you actually expand that, right, and you're like, hold on a second, you're telling me a dude is going to tell the entire world I am. I am not an aunt. I'm a woman. They're gonna start dressing differently. They're going to take hormones. They're going to like live with the stigma, right? They're going to one of the most stigmatized type of people you can be in America today was a trans person and they're going to live with that stigma. They're gonna change our whole lives. And they're going to do all of that just so they can peep at women in the bathroom. It doesn't make any sense.

Speaker 3:          01:42:18       Highly Unlikely. And it doesn't make any sense, but it also, that's not entirely what could happen. The, what also could happen is you could get some creep who dresses up like a woman and goes to the mail to the women's bathroom. You can get that. I mean, I'm all for Trans People. Listen, but you can't have it now. I'm all for it. But if you have a bathroom that allows trans people and you get some creep who says, I'm just going to pretend to be trans. If you don't think that's real, then you're crazy. Of course people do that. Of course there's, and people if arrested, no, no, there is, there's people who have been arrested, men who were sex offenders who dressed up as women and went into the women's room and harassed women. There's already been a wrists. This is, but it's not. But at least when they happen to be trans, but here's the thing, they're not trans people and people that are taking advantage of a loophole and their creeps and they, they probably want it to go into the female bathroom anyway, but they just couldn't do it before. And now that there's trans exclusive inclusive bathrooms, some creeps have been arrested doing that. They're not trans people. The real problem is the creeps. The real problem is not the Trans people using the women's room. They should of course be able to use the women's room,

Speaker 5:          01:43:21       but the creeps can go like you don't need a law firm like it. So if they're not trans people, right, they are not supposed to be in the bathroom right there from the same way trans people and this is what people were worried about, but they have arrested people doing that, but so they could also do that even if it was not a gender inclusive bathroom because there would be breaking the rules of the bathroom and exactly the same way

Speaker 3:          01:43:43       making the bathroom man and address versus them being trans. See, if you see a trans person, oftentimes tramps. People look very masculine.

Speaker 5:          01:43:52       There's no need. If you're just going to pretend to be trans, there's no need to hide what you have to ask address. All you have to ask ourselves is if the hypothetical or if the extremely, extremely rare situation that you're discussing right, is so horrifying to us and such a, uh, such a big problem that it's worth disenfranchising millions of people from the ability to simply go to the bathroom when they need to, you know, if, if that extreme edge case or hypothetical case, right, are we really going to, uh, are we really going to, you know, uh, hurt all, all of these actual people who actually exist and say, hey, I just need to Goddamn go to the bathroom, you know, um, in a, in a place that is, uh, you know, safe for me. Right. Um, and I don't think, I don't think it is, you know, like we, we can talk about that one edge case all day long, but the end of the day, it's been more than one case.

Speaker 5:          01:44:51       But I think, here's the question, what were, what are there more of, are there more trans people or they're more sexual predators? 100% more trans people than sexual predators who are specifically going to put on a dress. And in order to go into a bathroom specifically. Yeah, 100%. There's more trans people like by a factor of a million. Well I don't know how many people are trans. Uh, what's the numbers on that? You know, I don't know. But I would, I would consult my, a consultant, my friend Brian's book to find out, because I'm sure it's in, I guess she, she wrote a book that breaks down all of these statistics called everything you need to know about trading mine field of a subject. You know, as soon as you start bringing this shit up, people go crazy cause it's, uh, it's complicated and people, they dig their heels in the ground, in both sides, you know, and, you know, I, I tried to have, I'm happy we're able to have a conversation about it.

Speaker 5:          01:45:44       I try to have a conversation that's based on, you know, what, I try not to say more than I than I think I can say, uh, with, you know, with surety. Um, and, uh, you know, but my basic principle is, man, I just want to defer to the humanity of the people that I'm talking about. You know what I mean? And rather than say, oh, well here's my idea, here's my concern. What about though? What if, uh, you know, what, what if a, a space alien were to come down to x, Y, z? You know what I mean? Rather than trying to come up with thought experiments about it, you know, it was like, hey, there's some people in America, they're making a polite request. Can we use the bathroom? Please go ahead. You know, that's, that's my, that's what I default to write. Or just killed it forever.

Speaker 5:          01:46:23       And if they kill the performance and you don't have any issues, I think there's a way with sports again, right? I genuinely think, hey my, my default is I understand his problem. I understand you're going to have female athletes who, who are, who say, Hey, wait a second, is this fair? Right. I think we can go forward with good faith and find a way. Let's find a model that works for everybody. You know, I think we can do it in a way that respects the humanity of the trans athletes and assists athletes. I think that we can do that. Um, and that's the, that will always be mine.

Speaker 3:          01:46:51       It's easy to say as an outsider, if you're a female athletes, it's been forced to compete with trans women who used to be men for most of their lives. I think you'd have a different opinion because I think they have a distinct physiological advantage that's been expressed many times. I mean, it's, there's just a lot of records have been broken by Trans women who are now weightlifters and there's that one who's the fucking dirt biker, who's was a professional dirt bike professional rider before as a man and then transitioned over to a woman. It's just dominating these things. It's just, I don't necessarily think it's fair. I think just like, it's not fair for a man to compete as a woman. I don't think that all those disadvantages or those advantages rather go away when you transition, especially in a short time period. I just don't think they do.

Speaker 3:          01:47:36       And I don't think there's any evidence that shows they do, there's a diminishing amount, but how much so, and in fact, there's a doctor, a board certified endocrinologist, Dr Ramona Crut sick I think is her name. We did a whole article on this about fighters, about male fighters, uh, transitioning to becoming female and competing as female, which has happened. And they're saying that not only does the estrogen therapy, uh, it actually preserves bone density. It doesn't just turn them into a woman or turn them into female or so their hormonal profiles similar to females, but also preserves their masculine bone density. Because one of the reasons why women lose bone density as they get older is a lack of estrogen. That's part of the reason why I asked her. A process kicks in that that stops it in its tracks when you're, you're injecting, um, female hormones into a male's frame. So they maintain this male bone density. Now there's also arguments that African American female bone density is on, in many cases, similar to a white European male bone density. So that's the, um, the argument about the outliers and about whether or not it's a level playing field because it most certainly is.

Speaker 5:          01:48:42       Yeah. I mean, so that, that's where I get back to the idea that, look, could someone show that a athlete who a trans athlete who wants to compete is going to have a physiological advantage because of their history of transition. Right? Could that be the case? Sometimes. Probably so. You know, I'm not gonna, I'm not gonna argue that. Well, let's, how about this, because I actually don't want to know one way or the other because I have not looked at any research on this, so I don't wanna make any claim. Um, so let's just, let's just grant that for the sake of this thought experiment. Right. Okay. Um, so that being said, let's compare that against every single other advantage that every other competitor could have. Socioeconomic advantage, right. Country of origin. Um, you know, whether or not they live in Denver, if they live below sea level, you know, like all those different things.

Speaker 5:          01:49:30       Right. Um, do is it humane to draw a line around that one unearned advantage, right? Uh, against all those other honor and advantages, you know, at what point does our, uh, fantasy of having a level of having a true level playing field end up hurting, you know, end up, end up excluding people. And that's the conversation that I think we could have. You know, I, I heard a really great, I, this is just the beginning of a thought, right? Um, but, um, it came up, so just somewhere I was talking to, um, uh, uh, uh, some people about this, uh, and in sports, one of the things, our assumption that men have an advantage over women, right? In sports, in sports. Yeah. Our assumption. Yeah. Well, yeah, let me, let me expand on our assumption that men have an advantage over women in sports, um, is partially based on the fact that so many of the sports were designed for male bodies, right? They're optimized for male bodies, right? Basketball for example. Right. Um, uh, you know, was an optimized for mailbox. It's like the, uh, the, uh, the height of the basket. You know, the, um, uh, the way that the ball moves around, you know, like, like if we were at ball moves, if we're going to say that, if we're going to say that men and women have physiological differences, right? And then we're creating sports and the sports are sort of tuned to the physiological differences.

Speaker 3:          01:50:56       We're splitting hairs here. We're talking about power, speed, athleticism, all those. There's an advantage of that

Speaker 5:          01:51:03       when you look at say gymnastics, right? Yeah. Um, I would say that like women for the events that are in a women's gymnastic competition, right? Having an advantage over men, right? Women don't, women don't compete on the ring hold thing. You know what I'm in. Right? Uh, men don't compete at, at some of that crazy, uh, you know, bar shit. You know what I mean? Like it larger there, it's its height, its flexibility. It's like there's a lot going on, right? So that's a rare case where Ge women's gymnastics, we've actually created events in that and like competitions that like only women can do. Right. Um, and so we sort of optimize that sport more for a female body. Right. What if we did that with a lot more sports. Right. Um, and how about this? What if we were able to develop, cause again the rules of the game, right, are not absolute. The rules of the game are things that humans create. Right. And so why do we like maybe part of our assumption that men are better at sports than women or men have an advantage of sports and women are that we have constructed, most of the Games that we've constructed are actually sort of biased towards a male type of body.

Speaker 3:          01:52:08       That sounds ridiculous. First of all. And reason why gymnastics is like why women are good at gymnastics, first of all, their, their flexibility, their lightness, all those things. Also they're not competing against men in a one on one type of situation. Like one's trying to defend the other one's trying to attack like a game of basketball or a game of football or any other sort of team sport with any male gymnast and trying to have them compete against the jets. That's not going to be a little those things. It's a physical event as opposed to a sport. So a physical event is you have to do this thing. It's very athletic. It's an athletic endeavor. Sure do it as a balance. You land. No one's trying to stop you from doing it again. When you're shooting basketballs, you're not just shooting basketballs. You're trying to shoot a basketball, what people were trying to defend.

Speaker 3:          01:52:54       You're trying to Juke left and then go right. You're trying to be sneaky. You're trying to shoot from the outside. There's all this shit going on in. A lot of, it involves your ability to move fast, to close distance, to have the physical strength, the leap up in the air, and there's a huge physical advantage that men enjoy and this is not because the sports designed this way. It's because the support is very simple. There's a basket on one side of basket on the other side. You got to get it in here. They got to get it in there. Ready, go. If you're faster and your stronger, you'll be able to accomplish that better. Males are faster and stronger. There's a reason why there's a male and a female division. It's not that these sports were designed for males is that men are physically bigger and stronger and faster than this. These are physiological advantages. Yeah. You can have a thing like a gymnastics balance beam event where women are going to shine because they're lighter and more flexible and they can do things with their body that men can't because of the shape of them. All the mass, all the different things. But that's rare. That's the outlier. I, yeah, I don't, I don't think we actually disagree that much. Um, the reason it's rare

Speaker 5:          01:53:59       is because historically we've created most of our sports around things that men have the advantage, and you're, you're not wrong.

Speaker 3:          01:54:06       Boards are, most sports involves speed and power, most ports, but why men have an advantage in speed and power. I know, but we created those sports, right? Like what would we possibly be able to create where women would have an advantage that is an athletic event where a man speed and power does not give him an advantage. I'm in La,

Speaker 5:          01:54:28       look, man, this, this is not, again, like I said, this is the beginning of a thought, right? I'm trying to, I'm trying to use this as a thought experiment as sort of like a, a possibility opening device. Right? Right. But so you, you postulate, hey, now you, you make a fair point that there's a difference between individual athletic events like gymnastics and competitive one-on-one or events like, you know, grappling or, or basketball or something like that. Right? And so, um, and again, I'm thinking this through myself as I'm talking about it, right? But, um, like I don't think it's impossible that you could come up with a one on one competition that, uh, privileges that that is, that is designed around the same athletic qualities that make a women make a woman, uh, give her an advantage in a certain gymnastics event. I don't think there's any reason you couldn't do the same thing for a find a one on one competition that did the same thing. Right? Um, there's also, uh, what could it be a, I mean, well, here's an example. Uh, for instance, uh, I believe, I'm not sure, I'm not 100% sure, but I believe in like shooting events, right? Uh, for example, that women and men are on a level playing field. Correct. Or, or that, uh, like, you know, sort of air rifle sort of thing. Um, that like there are events, right? Uh, there, there do exist athletic where, uh,

Speaker 6:          01:55:44       you can have men and women in direct competition with each other, right. Where that, where that event is not designed around a particular facet of a, you know, male or female body. Right. Um, so, uh, my point is, look, men, have we you, do you agree that men have run the country in the world for like most of civilization? Like most every country. Okay, great. So men have been the ones setting up the sports. So the fact that as you say, it's rare that we have sports that are sort of more designed around a female, you know, the differences between women as opposed to men. Right. I think that might be because men had been setting up all the sports. Right. And so my, so my point is sports that women gravitate towards. How do you mean there's sports that women gravitate towards that they really enjoy this, like women's volleyball.

Speaker 6:          01:56:32       She a witch, right? Oh No, there's many women have traditionally gravitated towards gymnastics as you said earlier, is the example. But those are way more women involved in gymnastics and men. Oh, absolutely. Um, but there, those are the sports that get the less attention. Right now we have less huge amounts. It sure does. It's one of the rare examples of like ones where, you know, that is a real female forward, you know, female first sport, right? No one bothers me the most is the volleyball. Why's that? Because the girls have to dress like hoes, like even in the Olympics that were thongs. I fucking basketball players and address like that. Yeah, that's fucked up man. They can choose what they're wearing. I think. What's her name? The Muslim Egyptian team. They dress in national guard. What's the name of the volleyball player who has a, has the black tape on?

Speaker 6:          01:57:18       Um, very famous. You know, the, the, the two, the two women, the two women from the u s they're very famous volleyball players. Whose names I can't remember. They probably aren't complaining about what they're wearing. They're probably choosing what they're wearing. I don't know. Um, I don't think anyone is forced them to wear that stuff, but I mean, when I tune into a Olympic volleyball, my Tim like these girls in their underwear pretending they're at the beach, they're not even at the beach. It's a choice. Apparently they want it to where they want to wear it. Good move. But is that a choice for the men? Basketball players? Can they wear thongs? They can wear short shorts. If they decided where they, they could wear it like a, a cut off with a midriff showing and a and a little booty shorts. They might be allowed to, if they wanted to speak it back to CBS in their masculinity, they might get shit in the locker room, you know what I mean?

Speaker 6:          01:57:58       But maybe they make a point. I like the short shorts that they used to wear a couple of decades ago, so, okay, look, yeah, Larry Bird style. You know, one of the things I love about baseball and I started watching baseball is a, you get to choose your own baseball pants. He ever noticed that, like they get to choose. When you look at them. Some of them were really tight baseball pants and then someone wear really baggy baseball pants and I just love imagining, I like clothes. I imagine them going to like the baseball Taylor and being like, dude I want to like sag my pants. I want to, you know, show a little swag. But you don't want to impede your performance. So I think the tight would be better as you're running swimmers shape their bodies to be more aerodynamic. I mean how much really if you're just running to first base, how much does like baggy pants? The wind, the baggy pants.

Speaker 3:          01:58:42       Okay.

Speaker 7:          01:58:42       That is a real will you look at like Manny Ramirez had like the baggy his pants. I remember and like you had to imagine that guy was like a little bit suboptimal with his baseball pants. You know, maybe cause he was at like

Speaker 3:          01:58:52       and stuff. Yeah. Maybe had big ass thighs and the only feel good with the baggy pants.

Speaker 7:          01:58:56       Let me just put a bow on on what I was trying to get earlier. Right. Cause I know I was, I was sort of like getting to a pretty spacey place. Um, my point is just what our show is about so much is about showing how the things that we take for granted in our world, like the way the world is so much of the time is just something that we built. Right, right. And we can question it. And so when we say men are men have evangelists in women over sports, I'm like, well, hold on a second. Let's look at how we set the sports up and is it possible that we could set up, set it up in a different way, right. That would allow more people to compete in sports. Right? It might not be the same sports. I'm not going to say that women should play in the NFL against men.

Speaker 7:          01:59:31       Right. I don't think it would be safe. I don't think anyone should play in the NFL. Frankly. I think it's way too dangerous. Uh, it's very bad for people. But um, uh, is it like, is our assumption just based on, Hey, these are the sports that we invented. We happened to invent sports that were men have the advantage. Can we imagine a world where 90% of sports are ones where women have an advantage of would we be having a different conversation? And if that's the case, could we come up with some sports that like everybody, you know that where there's no, uh, does it

Speaker 3:          01:59:58       nonphysical sports? I think. Um, but I think yeah, you could come out with competitions were women and female, traditional female characteristics would have an advantage for sure. You could, I mean, it could definitely be done, you know, it's just the ones that exist now when that involve running and lifting things and moving fast physical lot physiologically males have an advantage. Yeah. That's why we have these distinctions and went to, while we have men's divisions and women's divisions over hundreds and hundreds of years ago. You know what, that's just not fair. It's not fair, you know? But you know, I mean, it, is, it the like that's the, that's the notion of fairness we have now. And you know, I think the interesting thing about the question trans athletes is it's going to challenge that notion. It's going to lead to conversations like this one. You know, I think that's really cool and that's what I think we're sort of, we should be down to have as a society, right?

Speaker 3:          02:00:46       You're talking about things, especially when there's a disagreement is the only way to solve them. But you know, I think these conversations oftentimes become these shouting matches and I, you know, everybody digs their heels in and as you were talking about before about how people's identities get really locked into ideas that they've held strong to, whether it's, um, I did an identities about religion or identities about politics, right? I mean, that's why when you were talking about Alphas and Betas, people like, why is this show getting political? This is how Dorky people get. There's nothing political about that. But you think it's political because it, it represents these rigid ideology.

Speaker 7:          02:01:23       Exactly. It did, it, it was, we stumbled across something that was like a really deep, this men's rights activist types. And then they connect that to their, to their national politics and their sex, gender, politics and everything. And, and it was just like, just the idea of questioning that really them off. Right. But what I'm about is questioning all these things, you know, this conversation that we had, this disagreement to the extent that we were disagreeing, um, I think is a really good one to have. You know, and I'm always testing what I think I know and trying to sort of undermine it and say like, do I know this for sure. I mean, dude, on our show, we have done more than one segment. We have another one coming out later this year where we like go back and we correct our own mistakes. We correct the things that we've done wrong on our show.

Speaker 7:          02:02:05       What was a big one? Um, let's see. A really big one, uh, that we have a coming out. Um, I'll give you a preview. Um, we did one about, uh, uh, there was, uh, uh, we did a topic about sugar and fat about how, you know, Americans are like obsessed with, uh, uh, cutting fat, the low fat craze. Right? Um, and a lot of that was, uh, uh, there, there was an early research, there's early research, uh, by this one researcher who showed that a sugar costs a lot of heart disease, you know, and obesity and stuff like that. Um, and the, uh, basically the sugar lobby shut him down, you know, um, and uh, you know, uh, we're sort of funding research that really showed that that was the problem and that research, uh, sort of took over and that really led to the sort of anti-fat craze.

Speaker 7:          02:02:57       Right. We did a story on that topic. Um, we later found out that like, sort of the way that we had characterized the story of that happening was not a accurate, you know, was or, or does that make sense? Like the, the narrative part of it, like it's true this guy's research existed. Right? Right. Um, it's true that the sugar lobby hated it, you know, but the research that showed that fat is bad, you know, that fat causes heart disease as well. It wasn't like totally shitty research and like this sort of narrative isn't the only reason that that other research fell out of favor. Does that make sense? And so, uh, we talked about that as a way that leg, the story of there was this good guy researcher who is sort of like stifled by the bad guy researcher in the lobby, a sort of misled us down that down that path. It's more complicated than that. Exactly. And that's what happens when you're doing a show that has, you know, six minute segments, right? Yeah, yeah.

Speaker 4:          02:03:45       That's what I was getting at. It's like, well, when we were talking about earlier, like the times constraints on some subjects, like think about how much time we spent just talked about Trans people and Trans athletes, maybe an hour at least to cis males talking about something. You have no personal experience. And that's one of the reasons we've wanted to do that topic on the show. But we're like, man, we really want to do justice to it and it's really hard to do in six minutes. I'm looking to go longer in my, in my career. I'm looking to find ways to go longer. Well, why can't you do it online? Like, like say it, that NCAA thing doesn't pay as well contract, but do you have a clause in your contract to take some issues that you would like to talk about and like that the, the network wouldn't let you talk about, look, Ncaa couldn't you do like your own version of it? Yeah, totally. I mean, I, I'd have to find a way to fund it, you know, definitely not. Adam ruins everything. I totally, totally get that show. I mean, so far I've talked about it here. Right? Um, and uh,

Speaker 7:          02:04:38       I I do want to say, by the way we talk about the, the thing that we have a very cool network. They, that was the one time they ever called the topic. And what they did allow us to do was in an episode we have coming out later this year, we talk about on the show the fact that they killed that topic and we, we talked about how as you know, we're on advertising supported TV and occasionally we, we tear into advertisers, you know, and occasionally we have to have a conversation with the network or the network says, ah, actually Gatorade kind of sponsors the network and you're talking about Gatorade and then we have to have a conversation. We still didn't get it did our Gatorade topic, but we had to like have a talker too and know sugary sports drinks, we talk, we said okay, all of the sports drinks overemphasize, hydration as a problem, you know.

