Speaker 1:          00:00:02       Me,

Speaker 2:          01:29:02       then they asked me to do a breathalyzer test and um, I was like, really? Do I really have to do that? You know, I'm not drunk like this is silly. LiKe I could do that with. And then they sat, they got together and they huddled in the nygaard we're going to let you go. Thank you. Thank you. Because I really wasn't drunk. I told the truth, I drop my shit, but there was that weird moment where I was like, I wasn't guilty. Are you going to fuck me just because you can? Yeah. But I was like, is this going to be some weird thing where I'm gonna wind up handcuffed in the back of a car? Because I'm making sense, you know, I just did all your shit. I just touched my nose. I'm perfect. I got good balance. Everything's, there's no fuck ups. I'm following your pan fucking sober, right? I mean I think I might've had one beer like three hours ago. It was like ridiculously sober, but it was a weird thing. Were like, whoa, what if I blow pop? I mean, what is, what is legal? I don't know what the fuck legal is. Is it

Speaker 5:          01:29:53       one beer an hour or something like that? You say that, but I don't know. I don't know what that is. Like when if you had a beer an hour ago, you are noT fucking drunk. Will you test drunk? No, no, it's that you can oxidize one drink per hour. So if you're one, if you drink the effect of that serving of alcohol is gone an hour. If you have three drinks, it's three hours for it to be gone. Is that three hours that you can be tested for, or three hours that you're impaired by? I don't know. I don't drink anymore. You don't drink at all? No. I mean, occasionally I'll have a glass of wine, but no, I quit drinking the cops that I ran into a cool,

Speaker 2:          01:30:25       but they didn't have to be, you know, it could have been, could have been coming off with some terrible people and I'm always very polite if anything happens, but uh, it's a weird feeling like you could just lock me up right now when you, when you watch like the videos of those guys slamming you on the ground and arresting everybody for hugging you, you just want to go in and you just want to rest them. You want to just pull them out of society when it makes them, make them, watch this, make them sit in the theater with people, sit on the stage and I want you to sit in behind you. We're going to play that video. And then I want you to respond to all these people, the citizens, the tax payers. They're going to have some questions for you. they don't even have any vested interest and they have no emotional connection to you or, or adam. And guess what? Fuck face. That's going to be a real uncomfortable feeling and people need to understand that, that that's what this whole thing called internet video and that's called the free market. yeah, absolutely. Yeah. It's basically the same

Speaker 5:          01:31:16       and the government is out in front of that. When you say government is going to run public safety, that's what you get. Yeah. Well, it doesn't have to be that way. You know? First it will be much more of it. I always say, so you're on board. I can sign you up for a tour with revolution, but this podcast and I like to play pool. Very busy doing comedy in the revolution. If I'm amanda know you absolutely know what you absolutely are to be fair because you are, you are spreading important information and you are sharing a very important perspective that is about challenging authority, but you know there are lots about challenging yourself. Next level. It's challenging yourself as well. You know what I've always said is that what's going to change this world is the youth, the people that are growing up right now, the people that are listening to this in their dorm rooms and people that are listening to this and that are high school bedroom where trying to keep it down

Speaker 2:          01:32:00       because her dad would yell at them because he disagrees with all the shit we're talking about. Those Are the people that are going to be involved and exposed to information that our generation and the previous generations, that rumsfeld's of the world, they never thought that this was going to be an option. They never thought that information would be so freely distributed between anyone everywhere, all over the world. That was never in the plan. They thought they're going to be able to run shit. Business as usual. So what we're seeing now with world dominanCe and the craziness and the chaos of foreign policy, we're seeing like the the last ripples of this, this emerging creature, this emerging new human technology, symbiotic. So right now it's pushing all the old things out. It's pushing all the old paradigms away and it's going to dissolve standard forms of government and law enforcement to dissolve all that shit because you're going to be a part of everybody.

Speaker 2:          01:32:54       It's going to happen. That's where it's going. It's going to be technological or it'll be the next stage of, of our physical evolution if you you know, if you're allowed to use that term when it comes to something that's technologically driven, because I think it may be. I mean, I think it may be something that someone creates and they create an ability to enhance the human body and if you look at what they're doing now with genetic engineering and they're creating fucking bladders and petri dishes, they're. They're working on developing artificial organs there. The workup. Eventually they're going to look at the. Once they figure out more and more and more about the human body, they're going to figure out parts of it and got to go. We're gonna fix everything. We're just going to turn this into. We're just going to remove all the greed. There's no more greed and we're going to install community. This is the newest formula. We've developed a new brain simpler

Speaker 4:          01:33:41       than that. it's simpler than that therapy man therapy. Everybody just gets therapy and government goes away. What do you think that therapy iS good enough to work on everybody? Well, eventually as we have greater prosperity in general, we have more leisure time to address these issues. We have more time that we're not spending scrambling to maintain our quality of life. Yeah, I think that's one of one of the next phases we're going to be coming to. Well, if we got an issue, you have to start with the poorest part of the country. Right? If you have, if you're allowed to use your resources here, only because otherwise we should start at the poorest part of the world. You know, that's what you really should be trying to balance this whole motherfucker out. I mean, that should be the ultimate goal because it could have been no real peace.

Speaker 4:          01:34:20       Well, the answer is some sort of every human being equitably into the market so then means anybody can move to America. Yeah, that's a problem. No, it's. The highway is so fucking crowded right now. Do you know? Crazy, it would be if indians could just come here on their own free will. There's a billion of them. You ready to apply austrian economics in a way that's going to bake your noodle just a little bit when you talk about roads and the government monopoly and subsidization, subsidization of the auto industry and the oil and gas industry. If we didn't have the government doing that, eisenhower who built the interstate highway system to serve the needs of the military and like where I live in New Mexico or where I'm from in New Mexico where the

Speaker 5:          01:34:58       speaker of the state house can have an intersection move to where he wants it to make his land worth more and we didn't have all that methane being forced into that. We would. We would be. You were already at the point where we should have cars that are self driving, but if it wasn't for government keeping all this research and development stifled with intellectual property, you know, who killed the electric car? Have you seen that documentary? You can imagine how much you see. There's just that one government policy of intellectual property of so that oh, you invented a battery and you bought a piece of paper that describes it from someone you can keep that from humanity. Do you know? I mean, do you see how much that holds us back? You see how much the exploitation by government keeps us from evolving into that state of greater technology.

Speaker 5:          01:35:36       I mean even even like, why do we not have self driving cars right now? Because why do we not have twenties of the technological era? This is the last, but it's still holding us back. No, it's still going. It's still holding us know, incredible romantic. To be able to hear the rumble of a v eight step on the gas when you want to instead of just being trapped in a fucking grid, like your own little trolley car. Maybe you want to have a little passion. Man. I fucking car. I can't fucking believe there are so many god damn liberal status here in southern California when all around them they are wasting hours and hours and hours of their day. Well, I get. I guess it's because they sit there and they listened to propaganda, npr and their communities in their cars and they don't do about it.

Speaker 5:          01:36:19       Geez. maybe having the government managed transportation resources isn't a good idea. Well, I don't think that's what they're thinking. They're thinking, how the fuck did I get to work? Well, it's because their propaganda is the whole time they're in the car to begin with. Well, I don't know if that's necessarily what their problem is. Their problem is they have to work. The problem is that they have to have a job and if you have to be in fucking santa monica at 9:00 in the morning, there's only one way to do it. Another way of looking at what we're doing, you know, but that's not necessarily designed by the government to keep you stupid. That's just we have the resource. We have too many god damn. People know this is a side effect of government though. What's a side effect of them being incompetent race and that you have the, the through the system of concentrations of wealth and power, you have unnatural incentives to live in concentrated population areas and if anything la is still relatively spread out.

Speaker 5:          01:37:03       I mean compared to certain cities or in asia, I think they said vancouver is the most densely populated city in the, in this continent, which I thought was really fascinating. I would've never thought that it was that crowded, but I guess it's smaller and it's got a high population, but like there's areas of vancouver that are most densely I would've thought in New York for sure when you have thought that it was New York would be more densely populated. Central park In the middle still. Yeah, that's true. Yeah. It's a great place though. I mean, fascinating place. It's certainly a hive of, of instant energy. I never want to live there, but it is a fun place to vIsit. I agree with you. I've thought about spending time there. I've thought about like maybe living there for like a couple months just for a goof just to see what it was. I think it's good to mix a mix your brain up and I almost moved there to bergen girlfriend told you need to. You need a friend. Hey joe. He's

Speaker 7:          01:37:56       someone who's going to talk to you when it comes to shit like this. Can't get too crazy son. I have an awesome app. I have an awesome new app that's going to blow your mind. It's gonna. Make it kind of freak out a little. But what does that. It's a program called crime map and you could download on your iphone. I'm not sure if android or not and it uses gps to tell you where you're out on that, you know, uses the map, but that tells you all the crimes around that that had, has happened within the one day. Like they're just where I live. There's like burger lee. There's, there's been like assaults. There's been, you know, home invasions. There's like in it, it will freak you the fuck. It was all just andy dick, but like, look at it. Here's, here's an example of where we're at right now at the ice house and you can see that there's been car accIdents and crimes. There's been one mugging, it looks like a. And it will show it if you just zoom out, like, just like, look at this. This is going to freak you out though, like just for a pasadena, uh, yesterday. Just like, look how much fucking crying in my car. Accidents and, and shit like that. It will. And it's cool to do it at your house though because then you're like, what the fuck happened?

Speaker 2:          01:39:04       See, I think something like this goes back to this problem that I have with the human body in this technological society. It's not capable of keeping up with everything. There's too much shit coming at you and it's too much shit coming at you that you really don't need to know about. I mean, maybe you should know that there'd been a 150 different car accidents in pasedena, but that is going to fuck with your head man. You know, when, when there's such a thing as rational. Again, you should be dealing with your life and your reality right now, but instead you're dealing with realities hundreds of yards away, a mile away, but all six miles away and all these realities are interfering into your reality, but also wouldn't you like to know just for safety reasons, like be able to check your house and be like, holy shit, there's been seven home invasions in the last two weeks.

Speaker 2:          01:39:47       I need to up my shit here. Alright, get the most. Certainly. Yeah. No, you got a good point. No doubt about it. All I'm saying is it's just weird that we have this ancient brain, certainly a good quad. I certainly prefer to be able to access information than not, but it's. It's a weird brain that we have where we essentially have the same mind of people that lived in the past. When you write things down on animal skins, those dudes we find like their parchments, their brands are exactly the same as ours, but when they find like 2000 year old documents or thousand year old, holy shit, they. Their brains were exactly like ours. But think of how much more shit is in our, but we're also not

Speaker 7:          01:40:24       remember. We don't know how to fucking skin a fucking go and use the skin as a brawl or. THat's true too. So it took stuff away that we don't have to use it.

Speaker 2:          01:40:32       Yeah, but no, the access to information, access to information, you're finding out about things that are happening in Pakistan and Syria and Japan is a nuclear problem and what's going on in Russia and chechen and the Philippines and there's an earthquake and Thailand and this shit is coming at you all day every day. If you get twitter, if you get on cnn.com, if you go and access the new sites, you are constantly inundated by actions and things that are happening that literally have nothing to do with you, but it's a constant barrage of them because you were in contact with essentially billions of people and all the information that they project out there and to the internet and it's our little shitty brains are not meant to have that much information coming at us. We still hAve this tribal body that wants to move around and find animals and grow vegetables and this is the same fucking body and this body is getting youtube videos and fucking all kinds of crazy information coming out at all day, 24 hours a day.

Speaker 2:          01:41:35       It's almost like we're standing in the middle of a river and we just trying to hold out of the water. It's almost like it's too much. It's almost like for every one person there's way too much information that you have to absorb about everything. It's like to even focus on one thing. It's like you could give your whole life to politics. You have your whole life to observing politics and still barely have a grasp on everything that's going on. All the sneaky little fucking underhanded deals that are taking place all over the place. How could you possibly manage them? How could you possibly even researched them? How can you possibly even read all the documents that have been transcribed, but every different case? You can't do it. It's insanity to people passing the laws. don't even read them. Let's wait. While and I was talking about before about we're all apart of something, we all have our, a part of this weird fucking machine of humanity and some people, their part is to figure out how to make an alienware computer. Your part is to rile people up on the internet and I don't know what the fuck my part is, but everybody has a piece that, dude, we're making cars. They have art. Are

Speaker 5:          01:42:39       you get people passIonate because you are passionate because you care and you, you, you understand what the silver. Let me go back to what brian said because he said something really profound about possible. You just woke up the dry. We'll go up the drag. No, because what you said about every development like taking away a part of, of what it is to be human being. Right, and I remember just well what it used to be to be a human being like hunting and trapping and fishing and living off the land. Growing your own vegetables, knowing what to eat when you're sick. Yeah, I mean that's, by the way, it's almost impossible to do that now. Try try to fucking living off the land. Good luck is that some way evolutionary and you can't hold a job and live off the land the same time, but I can explain this actually through my last dmt experience. Oh, I know. Which is really interesting because I. I've been posting my dmt experiences on my youtube channel and I've good way to get arrested. I've had three sessions of interested enough times that they're not going to come after me for that. I've had. I've had three sessions and every time I've smoked twice and this last time has been exponentially more complex. The first

Speaker 4:          01:43:52       time started with a blob of psychedelic colors. The second time it had a bit of a female personality and a bit of a form to it, but not much more. The third time I saw building structures and scenery type stuff and the fourth time I saw what I described as my face being raped with the truth of the universe and it was this complex vision and the last time, the third time in the first launch I saw a pattern of like colored bricks moving at me, unfolding in different ways and going through different color shifts and showing different shapes. And it was like, wow, now it's really complex and trying to show me something. And then I did another rip. Right. Then as soon as I came out of that one and I spent half the time laughing. It was just a beautiful experience, but I couldn't even describe the whole thing and I was videotaping it.

Speaker 4:          01:44:45       So I tried afterwards to talk to the camera and describe everything I did and this one we actually as we speak and versus the dmt part two and two point one or uploading with disclaimers on them. And then part three is, is in the can and I'm going to be editing and it soon. But that, that second trip and the third time was just overwhelming. I couldn't even describe it and it was so much coming at me and and and in different forms and in different colors and different shapes, but what I experienced in the middle of that, that was the just had me laughing with joy the entire time was inexperience of the pure human will and at first it was like a vision of a brain floating in a psychedelic space, whatever. I don't even know how to describe it and I'm sure you.

Speaker 4:          01:45:32       You know what I'm talking about though, where you're in that space space listening this experience, and then I. Then it wasn't the brain and then it was my consciousness and you. You realize that your consciousness is separate from your brain and that it's still a product of your biology, but that there was something in the middle of it that is the human will that is distinct. That is who we are. Because if you think about it, we're not. PartIcles were waves. You know what defines us is not our matter that is recycled every seven years or whatever it is that all your cells are replaced in your body. You are a wave of energy. Everything that gives you identity as a human being, as as an entity is a wave and and what I experienced and what do you mean by a wave? Well, what gives you form?

Speaker 4:          01:46:16       It's not. It's not your body, it's not the material of your body. it's the course of your life, the the person that you were as a baby, the body that you were seven years later did not have a single molecule in it that was in it when you were born and every seven years your, your entire body is replaced and all matter can be analyzed. Your neurons, right? Well, we even then they're there. The molecules are cycled out. It doesn't matter. I'm not a physicist. I don't care about the details of that. Thinking about life. That's why neurodegenerative the cell. So the cell structures, you do absolutely heal from them, but all of the matter

Speaker 5:          01:46:50       is, is recycled. Although if you go down to the son, the son molecular level, you know, everything can be analyzed as a particle or a wave and anything. I just was trying to figure out like if you know how to, what's the, you know, w w what's the best way for someone to try to wrap their head around? What, what you mean by that? Because when I, I kind of don't understand what you're saying, but when you say you're not a particle, your wave, what exactly do you mean by that? Well, what are you, what defines you? What devices? And this isn't a question of physics, this is a question of philosophy. What defInes you, joe rogan, who are you? I'm just this dude that gets to say what joe rogan does. So what are you the matter in your body? Um, I'm certainly in my consciousness, my choices.

Speaker 5:          01:47:30       So are you the thoughts in your brain? I would imagine that you are wherever the thoughts resonate from whether or not it really is in your brain or whether it's in every aspect of your body. It's just your Brain projects it, whether or not it's even the brain that projection with him to the brain tunes it in, whether it's like a frequency and use. Use this body as a vehicle. There's people that believe that I don't know, but that's what I experienced what I experienced in my last dmt. But you were high as fuck. That's right. That's. You got to always remember you were high as fuck. Whenever someone tells me like they had a psychedelic experience, I said, look, I've had a lot of them. They've changed my life. They're beautiful. They're amazing with whatever that comes out of it, but you always have to open the door to the possibility that you were just high as fuck and this is some shit that you might've already known anyway, so I don't know whether or not you're really communicating with somebody.

Speaker 5:          01:48:19       When you do damn tay, it seems. Oh, I don't believe. No. I don't believe in any of that shit. I don't know my baby man. It might be lifeforms. It does something to your brain and learn something to yourself and things are exposed to your consciousness that wouldn't be otherwise. I think that's really important that, but it also could be some sort of a chemical doorway to another dementia. Communication by the evidence is that dimethyltryptamine is something they believe your body produces when you're in periods of extreme stress or when your body thinks it's going to die and if you follow all the different myths and different cultures, beliefs in the afterlife, I mean so many of them involve going towards the light and these crazy visions and what those are probably or near death experiences because your brain is tripping out on dmp and that's a much more rational, very well be real that we think of.

Speaker 5:          01:49:11       We oNly think of ourselves as real because we can make noise, can hit you. You can feel away from physics that 99 percent of this is empty space. Yeah, we don't. Yeah, yeah. Well that's certainly a part of the problem. We don't necessarily know what the fuck is really going on here. You know, this thing really might be a simulation, but this is the science behind that. This is what I experienced and this is what was profound about it to me was that it was. I could only describe it as pure human will and I, and, and I don't. I don't want to say it was an out of body experience because that describes it wrong, but it was an experience where my consciousness was separated from the rest

Speaker 4:          01:49:48       of my being. That was what you took out of it. You felt like that was what the experience was for me. Right. And that was a very empowering experience. to get back to what, brian, when you say lou, when you say like, by your being, do you mean by like your, your, your culture or your language? Like you were free of all that. He would just, uh, being. Did you feel that? Yeah, yeah, yeah. You with no context, right? No. Comes, like a singularity, you know, and this is, you know, it's funny. This is how I think of the effect of marijuana when I smoke weed usually, and it's the. If your consciousness is, and this is a crude metaphor, but a point moving around in your brain point of light say than marijuana makes it a more diffuse light. And sometimes that means exploring different things.

Speaker 4:          01:50:32       And I think that explains the creative legendary benefits of marijuana. I agree, but it also means it's sometimes harder to put sentences together. Yes. And sometimes it's hard to really get the idea and, and hold it doWn. You know, it's like these new doors present themselves and you have to stop and look at it all and go. But I'm inspired, man. I'm like, this is, this is a really exciting thing for me to get to be on your podcast. Well, I'm inspired to have you on man. It's cool to hear that you enjoy the show. So anyway, so to what brian was saying though, to what brian was saying about brian, what were you saying? Um, something about fucking a Jack Daniels bottle or something. Yeah, that's what it was. But no, It was about people forget how to kill goats and shit and make bikinis out of them, but I don't think they ever really did.

Speaker 4:          01:51:20       Historically we can see the technological singularity coming, right? We see that coming and we can see if we don't fuck it up. Right. And see sooner or later we're going to have taco copters and food's going to drop out of the sky for us on our cars will drive themselves or whatever the case is going to be. But I think that there's someone else coming, you know, when every surface in the, around us as a touch screen and, and, and we just get to that level of prosperity and that's coming within our lifetimes because it's happening so exponentially. I see this as, you know, who knows how long it's gonna take, but again, an urgency for me to help humanity evolve past status, um, but will, we're coming to is a state of greater experience in our day to day lives of that pure human will that we're evolving to that.

Speaker 4:          01:52:00       And you know, I know this is silly, but the first time I heard the term technological singularity, which describes that point at which we have computer smarter than human brains, is I thought, oh, that's when all of our brains are plugged into the matrix. And we're all this hive mind. And we've all replaced every individual brain cell in our, in our skulls with computer chips, you know, like the, the, that, that, but who knows what that's gonna look like, but what, but what we're going to experience as human beings and who knows if our waves are going to ride that long, you know, if they're, if they're going to last that long, but I think most people alive today are, you know, especially young people are going to live to experience this and we have a special motivation than to make sure that the world that experiences this technology is one that is evolved past statism, the, the design, this thing of government, of, of imposing our will on others by of saying, well, if it's

Speaker 2:          01:52:45       51 percent, then it's okay. You know, of, of saying they engaging in, in this, this truly pathological behavior. But I'm obviously very optimistic. Yeah, no, you are very optimistic and I hope you're right. Um, you might be. Who the fuck knows? I would love it if the story turned out that we all pulled it together in the long run. I'm constantly disappointed by people. I'm constantly disappointed by stories when I hear about the collapse of Greece and all, I'm constantly disappointed like real. Can anybody fucking keep it together anywhere? I'm constantly disappointed. Currency on that note. Hold on a second, but then I also look at all the shit that people have accomplished. What the fuck ever would've figured out how to build a bridge? Who the fuck ever figured out how to make airplanes? Who, how? How was there a dude who really figured out, I put satellites up in the air so I can watch direct tv?

Speaker 2:          01:53:28       How is that how? How did all that happen? If and if all that happened, I hold out hope for the possibility that people could, as much as they have achieved creatively and technologically with ingenuity, could also reach the same level of excellence with their social engineering and the way they treat each other and the way they develop a community and the way they project the idea that it's way better to have a world where everyone is happy. Then to have a world where a few people dominate people and we have to figure out how to do it from the ground up and it's got to be, you got to figure out how to raise children better. You've got to figure out how to raise children better and you've got to deal with children that are at that are, you know, in foster homes and that's got to be handled way better.

Speaker 2:          01:54:12       You have to look at human beings as resources and potential problems if they're not, you know, the last thing anybody wants to do is grow up through life. Just constantly dealing with a fucked up childhood. I have so many friends That were abused as children and they are constantly in battle with this well into their thirties, constantly at battle with their childhood. You know, and that's because people raising kids, they just, they just do it their way. It's the Most important resource that we have as human beings. And we used to have a whole fucking community. We used to have tribes of us 50, 60 monkey people and we all fucked each other. So nobody knew who the real daddy was anyway and they are raising these babies and you know, the, the whole community and the tribe raised each other. They all stayed together.

Speaker 2:          01:54:58       When that shit slowly start expanding into cities and people slowly lost there, you know, you get that diffusion of responsibility feeling where things are happening. It Doesn't feel like it belongs to you. It's all those people over there. You, you can't be living with those people over there. It should be a giant community or not. This is some halfassed way we're doing it today. The way we're treating our society. It's like, it's like you're in my tribe, but you're not really. I don't know. You do. You know, you just lived down the hall from me. But still we're all in the same fucking tribe. That's the weirdest thing ever. It's like your enemy could be inside your tribe. That should be impossible. We should figure out a way where we are treating everybody the same way. this is one of the specific benefits of technology I'm looking forward to in the immediate. And it's scary when

Speaker 5:          01:55:44       government control shit like the laser that can read your chemistry from, from starbucks really like that. And. But if you think about it, you know what we have with what we're about to have a head mounted iphone, right? We've got google glasses. That shit's getting smaller, faster, better that laser thing. Eventually that's going to be embedded in your contact lens with the rest of your smartphone and you're in your ass and have an injection son eventually going to be an injection. It's going to be an intramuscular you get in the ass because it's a big muscle. It's not going to hurt. It's going to be deep inside the tissue. Boom, you're hooked up for wifi, but you got information coming in google. The only problem is if you, if, if the early chips fuck up, they have to go in your ass and pull them out and sometimes you keep a scar.

Speaker 5:          01:56:26       People would do it. Start rusting. The inevitable symbiotic connection between humans and machines is no clearly more easily proven than with phones. Oh yeah, absolutely. I fucking panic if I leave my phone, if I drive in my car and I hold the house and I'm like, I don't have my phone. Oh yeah, I'll be 10 minutes late and it rather than not be there or you'll be getting the shakes. Right. Have you, have you tried to help yourself away from that? like I like it. I've been slowly melting myself away from facebook and twitter and my phone. Like I used to be like every time somebody texts me I have to text them back and have to do the call. Now I just don't even like I'll throw my phone and just not look at it for two hours just because it is so like two hours.

Speaker 5:          01:57:09       It a long time know exactly. But before I was like 10 minutes, I was checking my twitter or replying to her text. I can't, I'm trying not to do. I don't want you to bother my how crazy benson that doug benson gets all of his tweets on his phone. So if you really want to fuck with doug benson, just tweet him a lot of shit all day and constantly get fucking vibrations in his bucket that his phone doesn't. He can't, you, you don't get any of his message. I don't get any of his tweets and texts. Rather he sent me like four or five texts. I didn't get a single one of them, you know, he did it again, like uh, like uh, the following day he's just been like, doing this, you get this and it doesn't say delivered like how it does, but then you text him and it worked fine.

Speaker 5:          01:57:52       That's so strange. But then he texts me back and it was okay. Yeah, he texts me back. It doesn't make any sense now. Yeah. He was showing me all the texts he'd been since June 20th, probably the cia, the cia and the dea are looking at him as a potential source of all the marijuana in California, if you can imagine, found out the dog was a drug dealer and that he was being wired. That's why he's following us around. The cia had already compromised him. We were in vegas after the show, we went to go play some slot machines and we were both smoking out of apples and just like getting a. By the way I should say, I don't really believe that. I shouldn't even say that on the internet because somebody fox go to lock onto that and thank you. I was being serious, sorry, but we were smoking some kind of butter or something out of an apple like weed butter and smoking weed butter or something. I forget what it was called, something

Speaker 7:          01:58:42       weird, but we got so stone we're going to go play slots and we found the wizard of oz slot machine and if you ever have a chance get really fucking baked and play that it trips that we were blown away. We both almost having panic attacks playing this slot. It's just really intense and it has like this really good sound system like that's all around you and then like this humongous screen and it's just a trip. It's like wizard of oz slots. You're freaking out and you're constantly checking your little truck crime tracker.

Speaker 8:          01:59:10       Right? It's a small group.

Speaker 7:          01:59:13       That's what they need. A hooker tracker where hookers or two at mandalay bay. Let's go. It's common.

Speaker 4:          01:59:20       I guarantee it's coming and they should have like. People should have like yellow lights over. They had like, well she's not really a hooker, but she has

Speaker 7:          01:59:28       thinking about it. Does have some bills. Have you ever stayed at the wynn? That's amazing. Amazing. Like all tens. Everywhere. There's so much security though that you're not like, like the nightclubs, you know? How about to stop and just stare at the nightclub for a second or you have this guy coming out of nowhere that goes. Please continue to walk. We just found the next location from adam coachella versus the man coming to you live. Civil disobedience. Body slammed in vegas.

Speaker 4:          01:59:59       Silly, silly people. That wind is where. That's the dj ts doe guy, right? Yeah. What kind of music do you listen to? The dude like all rage against the machine all day. I'm gLad you would say that, but no

Speaker 8:          02:00:09       fish.

Speaker 4:          02:00:14       I'm kind of embarrassed to answer that. I like, I don't have time for music anymore. Oh, you guys were in dora for, you know, for, for what do you do with your time that you don't, that you don't know? All I do is this. I read the news, I make youtube videos. I, you know, I'm getting better about my daily routine and get enough sleep. I used to be really manic and stay up all night editing videos. That always makes you look a little less crazy. Yeah, exactly. Exactly. now people think about the government like he's stoned. Say no, you know what? I'm stone, so you're just stayIng up making these videos and putting them out. Well now I'm getting better about my routine. I'm getting some interns that are really helpful and are able to handle my productivity yet. Well. I've actually been operating as an llc for the last couple of years, but you are the man dude.

Speaker 4:          02:00:59       You're a part of the machine. You're an llc now. This is how I don't pay as many taxes. Oh, so you stick it to the give them man. less weapons. Exactly. I'm not going to fund new. You can protest all you want as long as you keep paying your taxes. Pretty ridiculous that the government doesn't give you a receipt. Like, tell me what you spent my money on. Can you at least give me a breakdown? They don't even have the courtesy to give you a breakdown. You know Mr. Koch cash you spend $40,000 in taxes last year. This is what went to. You have to dig for it. But no, I, I like 90 percent of my time. You know that I'm outside of the house. If it's not for work, like going to a political events but it's not working. I love what I

Speaker 5:          02:01:40       do. Consider it. If it works, you're driven. You're absolutely love it. Yeah. And it, you know, there are parts of it that our work, but it's, it's as a whole. It's not work. I mean I love, I love doing. I mean we can say it's not work. It's there. There's always work involved. Even in not work, even athletics, it's fucking work involved and all and everything, but you want to do it is you want the exact different feeling than working for somebody that's working for an intrinsic goal or for an extrinsic goal. I'm, I'm enjoying the experience, I'm loving my life. And then you're doing it with the right frame of mind. With the right spirit. you're doing it in the spirit of trying to change things and help things. You're not doing it in the spirit of self randomization or you know, you're not trying to pump yourself up.

Speaker 5:          02:02:19       And so I go to wholefoods, I go to target, I go to the gym to go to gold's gym, self grandization. How do you say it? Brian is what sells grandization. is that what it is? That's what it is, right? So alpha grandization right? Sounds so sexy. Doesn't it sound sexy? So you just go to the gym. You just throw on pandora. Yeah. And I go, I go to the mma gym. I'm training with a team. Lloyd irvin in northern beautiful. Couldn't do any better. That's a beautiful place to train. I wish he's created a lot of really high level guys, a lot of high level jujitsu guys. I wish I had more like mentorship, but I've only been there since february and I, you know, I travel a lot on mentorship after february son. I'm onlY, I've only, I'm only going like two or three days a week, so on average to get in whatever you can get in and if you're on a load, you know, if you're on the road, dude, hindu squats, hindu pushups, you can get a ferocious workout and you're fucking hotel room, you know, that's like half the battle, especially when it comes to grappling, half the battle's being in shape.

Speaker 5:          02:03:26       If you're not in shape, it's fucking. People just outlast you. And the other half is knowing. The other half is knowing this is like the more you know on nbc, do you have a goal? What you're trying to realize with your show and with the, you know, your idea of, of a revolution. Do you have a goal? Try enlightened people. Are you trying to change things? Like what is your, what's your idea?

Speaker 4:          02:03:50       You see it as part of a larger goal of evolving past statism and getting past this particular phase of human evolution where we institutionalize all of our desires to dominate and control others by force into government and you know, you understand this, you've supported ron paul, you've come out and and and you see when a candidate speaks from this philosophy, and this is what we have in common is this idea of volunteerism, of, of all human interactions being voluntary, free of force, fraud and coercion and understanding that government is what George Washington described it as. It is not eloquence or reason. It is like four or it is like fire. It is forced like fire, a dangerous servant, a fearful master, and when you understand that government is forced and 99 percent of what it does or doesn't qualify as a morally justified use of force, whether it's starting wars are collecting or beating people up for a plant or locking them in cages because we don't like what they're doing.

Speaker 4:          02:04:43       It's all immoral and we can find ways to do these things peacefully. We can find ways without democracy, without the majority imposing its will by forcing the minority and using this. Well we have 51 percent is a cover so we can, you know, we're justified in doing that and, and that's part of the bigger goal, you know, and, and really this is what, what I think a lot of people want me to inspire you to be a part of and to really see yourself as someone who was part of the struggle and, and someone who can see past someone who has your wisdom to see past the current paradigm and see that there is something better on the other side. Well I think, like I said, there's certainly a potential for something better, but it's going to have to come through the youth. They're going to have to grow up into the system and change it because it's changed from the time where people were wearing white fucking powdered wigs and they thought the world was flat and it's going to change. Is that an hour as well? What do you mean? How is it a cop out? Because I heard, I heard a review of your podcast saying that you were like a big brother to a lot of people that, that you really serve that role. I think it's a really powerful one. I've tried it,

Speaker 2:          02:05:52       that statement about the evolution of people figuring out things through the youth and the youth. Learning from the mistakes of the what, what part of that is a cop out because you're in a position to be a leader.

Speaker 4:          02:06:04       You don't have. You don't have to wait for the youth. I mean, it's happened. This sounds like. What is it? What is that

Speaker 2:          02:06:08       dude's name? Not my. Not charlie sheen. What's his brother? His emilio estevez plot from like 1994. Um, what does a leader do? What I do, if it inspires people and they may choose to act, that's my job to do anything else. It's not my job to do any thing else is not what I do best. It's not what I have in mind when I get up every day and I wouldn't want to do it because I wouldn't be happy. I don't think that everybody has to be involved in government.

Speaker 4:          02:06:36       No, it's inside government is. Even antigovernment is the evolution of humanity. It's what ron paul talks about it and getting into a voluntary society. Well, I would certainly,

Speaker 2:          02:06:47       and that's why I talk about it as much as possible on the podcast. It's my job to inspire and communicate information and ideas but not delete. I don't have any desire to do that. I don't have any desire to be a part of that, uh, have any desire to tell the people what to do. I love the idea of being a leader is disgusting for me, which is probably what you need in a leader.
