Speaker 1:          00:00:00       Hmm,

Speaker 2:          01:23:48       You know, you, you can do things with gold, uh, that you can't do with other metals and gold is not going to tarnish. It's not, it's like, you know, rust, you know, so it's, you know, you can make something out of it and it's not going anywhere. Yeah. You can also plate things with it. Rallies. You can take a small piece of gold. You could play this entire table. Exactly. Yeah. I mean, I've never seen that happen, but I've had it explained to me it seems very strange. Yeah. The property is that it has, you know, no other metal can replicate and that's what are the reasons that it's been so desirable for so many years, but it also makes it, you know, ideally suited to be money and that's, you know, one of the things that we know Bitcoin, bitcoin is trying to digitally replicate the properties of gold.

Speaker 2:          01:24:27       I mean, that's the whole selling point of bitcoin. They say it's digital gold, right? Um, and it does have a lot of golds properties that helped it succeed as money, but it doesn't have any of gold physical properties that gave it so much value in the first place. And so you can't separate the intrinsic value of money from money. Money has to be a commodity. It has to have value. And, and that that's where bitcoin fails. You know, I just had it. I had a debate. I'm in New York and Soho last last week, uh, on bit coin a bit, you know, whether it was going to succeed and a replace if he at currencies and basically, you know, candidly, I lost a debate, but I think it was rigged. Was it really well because, you know, the way, the way they, they, they decide to written the winter is um, before the debate they have a poll and they ask everybody where they stand and then after the debate they asked them where they stand now to see if people changed their opinion and since everybody in there was, it was a whole bitcoin audience and I had a confirmed to me from several sources that basically everybody was saying, Hey, make sure you vote this way before the debate.

Speaker 2:          01:25:39       So you can change your mind after the debate so that the pro bitcoin guy is going to win. Why? Yeah, yeah. Yeah. So did you, did the initially vote neutral or anti bitcoin? No. No. So the proposition, the proposition is we'll bitcoin replace the dollar or other Fiat currencies right in the future. But they wanted to propose it initially before the debate, right. Get your thoughts, but they rigged it by having these people have contrary thoughts. Before the debate was if bitcoin was evangelize to them, like, oh, now I get it. The idea is to have as like a bunch of people were in this debate that didn't believe bitcoin was the future, but now after this hour debate, they were convinced by my opponent that it was the future. Because then, you know, when I read all the stories and if you go online, you read the stories about the debate.

Speaker 2:          01:26:30       It's always like Peter Shift last. Peter gets bested shift loses. So it's all. It's almost like I got. I got caught up in the bitcoin propaganda, but this is so much like you want to talk about tribalism, bitcoin and crypto currency. Those people are all in. Oh yeah. As I said, my giant group of them that are just. Yeah, they're all in. I said they're all in Puerto Rico now, so I'm hanging around more of the crypto guys than I used to. And what is your take look? You know, I feel badly in that. Well, first of all, some of them got very rich, so I don't feel bad for these guys that, I mean that, that got rich. They put, you know, a few thousand dollars in and not millions of dollars, you know, I mean, obviously I, I, you know, I've missed out on that myself. Right? I mean there's a lot of bubbles that I missed out.

Speaker 2:          01:27:14       I didn't make anything on the DOTCOM bubble. I mean I made money when it came down. I didn't make any money on the housing bubble until it went down. Um, and you know, I missed out on the bitcoin bubble butt, but this bubble was tailor made for me. If there was ever a bubble that I should have been part of, it was this one, this was all, it was all for the Libertarians, right? Free market guys, anti a Fiat currency. So, you know, I knew about it early on. I mean, not at the very beginning when it was like pennies, but I knew about it before it was $10. I knew about it when it was pretty low. How much do you have invested in Bitcoin? Oh, zero. Zero. Yeah. I mean, I, you know. Oh actually no. I got 50 bucks worth because no big spender.

Speaker 2:          01:27:50       Well, you know, what happened is, you know, after, after, after the, uh, the debate, I went out to dinner with Eric [inaudible], who is my opponent, his wife, my wife was there, we had a group of people and so they gave me to show me how it works. They gave me $100 with the bitcoin and then I gave somebody back 50, but I kept 50 of it. So I just in case. Yeah. Although now it's only worth 40 acres and it's gone down. It moves all over the place. Yeah. But, but, you know, so I mean, I don't feel badly that, you know, some of these guys looked into having a lot of money or you know, it's luck or they took a shot and it paid off. Right. They, they, they got in and you know, and the, the market exploded and they have an opportunity to cash out at a profit, but a lot of them are not cashing out.

Speaker 2:          01:28:28       They're gonna I think they're going to go down with the ship. But um, when, when you say that you think it's going down. Oh yeah. Cause it's, it's look, it's not going to succeed as money. It's not going to work. It's just a highly speculative asset, you know. And the last time I did your show, I mean, a lot of people are, you know, what Peter Shift got wrong on Joe Rogan about bitcoin. I mean everybody thinks I don't understand it and that's why I don't believe in it. It's because I do understand it, but I don't believe that the people who think it's going to work, they may understand the technology but they don't understand money. Uh, and so, but what I talked to these people, to me, you know, it's very much like a cult. I mean, they're, they, they, they, they believe so strongly in this.

Speaker 2:          01:29:10       They're so caught up in the hype and the hysteria and maybe they're blinded by the money they think they're gonna make, you know, when this, you know, these things are a million dollars a piece or wherever they, they believed they're going. So the thing that's going to think it's going to go to a million, well there was an article last week, some guy was saying 100 million, $100, million of Bitcoin, you know, that's why nobody wants to sell. Right. But the smart people are selling the people that got in early. You're trying to con people into holding on so that they can get out of $100 million. They're talking about $100 million and it's basically some numbers on. Did they ever figure out who. That's a Toshi, Toshi. Dr Laura Nakamura. Yeah. I Dunno. I mean I've been at the. I don't know why the guy hasn't come forward if it's a guy at all.

Speaker 2:          01:29:54       Someone said that they think it's the Elon Musk. I don't know what. Whoever you, whoever it is, you figure they've got a lot of bitcoin. If they're real person. I mean it might have been a group of people. I bet. Of course now it's not just bitcoin, right? There's 1500 to 2000 of these other cryptocurrencies will not just that there's a bunch of different ones, right? There's different variants. Yeah. And that's part of the problem because they think, oh, there's 21 million bitcoin and they think that that means they're scarce. Well, they're not scarce. There's so many other currencies out there and it's only scarce because it's coded to be scarce. Gold is scarce because it really is scarce. You know, bitcoin is scarce because they decided to make it scarce, but it's not scarce in that bit. There's nothing that any other cryptocurrency can't do that bitcoin is doing.

Speaker 2:          01:30:38       I mean, but they're looking at it as an alternative not to gold, but to the currency that we currently use. Well no, they literally, they look at it as an alternative to both. I think a lot of them, although some people think it's maybe a compliment of goal, but you know, it doesn't have any actual value. And that's where I get into a lot of arguments with these crypto guys because they say, well, gold doesn't have any actual value either, which is laughable because of course gold has actual value. There are lots of things that I can do with gold and that shows that it has value. There's nothing that I can do with bitcoin other than give it to somebody else. I mean, that's the whole purpose of it is to give it to somebody else, but our whole economy's kind of screw. It's entirely possible that it could shift over to, as a Crypto, coin based economy, cryptocurrency based economy, governments could certainly issue crypto Fiat currency the same way they issue paper Fiat currency.

Speaker 2:          01:31:25       In fact, most of our paper currency transactions are digital anyway. I mean, how much cash do you use on a daily basis? You use your credit card and uh, and so banks are transferring. They're not, they're not shipping bills back and forth. Mostly it's just numbers on a computer. Uh, so the government could certainly do that. And I, you know, that that would probably give them even more control over the economy, which is a negative thing because at least if you have cash, I can, I can give you $100 and the government doesn't see that transaction. They're not spying on us. But if they eliminated all cash and all transactions were, then they would know everything I did. I mean, every dollar I spent would be recorded on some government computer and you know, that's something that I, that I don't want. And I think, you know, Libertarians certainly don't want that, which is one way cryptocurrencies could backfire is if the governments end up monopolizing a crypto currency, um, and you know, and an issue cryptocurrency alongside or instead of the paper currencies that they issue now.

Speaker 2:          01:32:23       But I think part of the biggest damage that's ultimately going to come from it is when the cryptocurrency currencies collapsed and people lose a lot of money, which is going to happen. Um, the government is going to be able to say, you see, we told you to free enterprise capitalism is no good. I mean, look what happens when you trust, you know, uh, you know, the bit coin, uh, it's gonna, it's gonna, it's gonna help make the dollar and the euro and the yen look good by comparison. Even though these are fatally fraud currencies, they're still going to look better than the cryptocurrencies to the people who have lost a lot of money. See Right now people, there are a lot of people that like bitcoin because they bought it real cheap and even though it's gone down 70 percent from its high, it got up to 20,000 and now it's about 6,400.

Speaker 2:          01:33:05       You know, there's a lot of people that bought it and still have big profits. But what about the people that bought it at 20,000, 18,000, 15,000, $10,000, they're losing money and if it keeps falling and it goes down to 1000 or lower, where I think it's going, you have a lot of people that have lost a lot of money and so that's going to create a lot of problems. And I think the government's gonna come in with all sorts of new rules and new regulations on transactions to try to protect us from ourselves is again, it's just gonna, you know, try to make government look good in the free market, look bad. But you know, people get caught up in frenzies all the time. It doesn't mean that the free market needs to be shut down just because every once in awhile you know, people get greedy and get nuts and it's not a reason to expand the power of government because government will do much more damage to an economy then small bubbles will do. When you know, when you have a boom and a bust because you have a mania. Do you think that

Speaker 4:          01:34:00       there's any cryptocurrencies that are compelling? Is there, is there anyone other than bitcoin that you go, well, this one has a different set of parameters or different set of rules?

Speaker 2:          01:34:08       No, because to me, I mean, you know, you, you just can't have a, a, a, a digital token that you just create that's going to have going to be a store value. I mean, money. Money has to be a store of value. It has to be a medium of deferred payment. So what that means is, you know, I have to be able to take my money and save it for a year, five years, 10 years. I have to be able to make a loan. Like, I can loan you money, I can't loan you a bitcoin and you say, I'll pay the bitcoin back in 10 years because none of us know what the bitcoin is going to be worth. So how do you know what kind of interest rate to charge a, you need to have stable money. Uh, and I don't think any of these cryptocurrencies can ever be stable because there's no real value to stabilize. People say it's a store of value, but there's no value to store. So the only cryptocurrencies that would work would be crypto currencies that were backed by

Speaker 3:          01:34:58       a real commodity like gold. And that can work. But you know, what gold money does is actually something better because you don't have to have a crypto currency, you just have actual goal. See the reason that currency existed in the first place because currency was always backed by real money. So let's say I had gold, uh, that I was storing at, at a blacksmith. I had a bar gold and I had a piece of paper that said, you know, you know, pay to the bear on demand. You know this bar gold, right, and it was written from a reputable blacksmith. I could negotiate that piece of paper. I can give you that piece of paper and say, Hey, I own some goal that this blacksmith take this piece of paper and now you own the gold. Right? And and so that piece of paper is functioning as a money substitute as currency, but the real money is in a vault.

Speaker 3:          01:35:43       It's gold, but it's. I can't. It's hard for me to. I can't break up that bar. I can't just give you a small portion of it, but what gold money is doing is taking that old blacksmith concept and bring it into the modern era because I can store my gold in a vault at breaks through gold money and now I can transfer any portion. I can give you a gram of my goal, that tiny amount of goal, I can just send it to you for free and now you own that goal because now the ownership register is going to be changed. And instead of being in Peter Schiff's name, it's going to be in Joe Rogan's name. And so once you can do that, once I can take a bar of gold and and turn it into liquid money that can be used to buy a cup of coffee and you're doing all these without having physical control of the Gold Nano, some physically holding it in your hands.

Speaker 3:          01:36:33       It's in a vault somewhere. Yeah. Well somebody has to have physical control and that's what a lot of the bitcoin advocates don't like about something like a gold mine. I said, well, you have to trust a third party to store your goal. Yes you do. I mean, but people have been trusting third parties with gold for thousands of years and you know, you have reliable third parties that can hold onto something of real value because you have to have stability. I mean that's the big problem that we have in the world today is we have no real money. We just have these Fiat currencies that governments create out of thin air and there's no real stability in the monetary system. If we had real money, if we were on a gold standard, which I believe we will be on again eventually, because that is the norm throughout history, is to be on a gold standard.

Speaker 3:          01:37:17       All these experiments with Fiat currency, they don't work. They haven't done in a gold standard since when the seventies. Yeah. We, well, we went off at 1971. Of course, you know, w w we were on a pure gold standard, uh, you know, in the 19th century and certainly the latter part of it. Uh, and even think we're going to go back to that. I think so because that's what works. I mean, what we have now works for government, but it doesn't work for the people. It doesn't work for prosperity. You know, when, when trump is out there trying to say we have the greatest economy in history. I mean, it isn't, it isn't even close. I mean, forget about the fact that it's not even better than it was when Obama was president and he said that was an economic wasteland. But go back to

Speaker 2:          01:37:56       the period of time, let's say 18, 70 through 1910 are in there. I mean, that was the golden age of America. I mean, that is what created the middle class. The middle class was, was a byproduct of the economic growth that took place in America. I mean, we, we, we basically had tremendous economic growth. We absorbed tens of millions of immigrants that were coming from all over the world and they weren't coming here for welfare and food stamps because they didn't exist. There was no minimum wage, uh, you know, there was just freedom here and people came here from all around the world because they can be freer in America than they could be any place else. And it was those free Americans working with a gold standard with a solid sound money that created the greatest amount of economic growth that the world has ever seen in the shortest amount of time.

Speaker 2:          01:38:47       I mean, people talk about, oh, how great the Chinese economy is, but, you know, look back at the American economy during that period. And that was tremendous growth. And I think, you know, we could have great growth again, you know, to the extent that we do substantially diminished the size of government, but part of that would be to return to sound money and that would be gold. But the cult of personality, you know, it's, it's one of those things, man, I don't know this, this is such a fascinating conversation because I would love to have a person who's equally educated on this stuff that opposes your viewpoint. And I'd love to see. Yeah, well they're, they're, they're, you know, there's certainly people that have posed my viewpoint. There's no shortage of them. But, um, you know, you know, I'd be happy to come on to show you don't think they're correct.

Speaker 2:          01:39:33       No, no, they're not. They're not correct at all. Oh, you know, before I forget too, I forgot to bring this up because you mentioned it on the other podcast and you're like, I wish somebody would come in and talk to me about it. Like, yeah, that's. Got It. I got to talk about it. Which is the act 20, 22 in Puerto Rico and whether or not Puerto Rico is in trouble because you have a bunch of rich people who were there who are not paying taxes. Yeah. That was the, the charge, right? The reason why it was so difficult to rebuild the infrastructure post Maria was that all you rich guys come there and soaked up the economy and that's why you're there because you weren't paying any taxes. Yeah. And so first of all, the, the, the, the tax breaks didn't start until 2012. And before that, what was going on in the same, it changed.

Speaker 2:          01:40:17       Well, if you were rich in Puerto Rico, you paid the same 30 percent tax, federal tax. Everybody else, nobody in Puerto Rico has to pay federal income taxes. That is one of the big benefits that Puerto Rico has. You don't have to pay the federal income tax if you live there when you're working there on the money you earned. So if I had moved to Puerto Rico in 2010 or 2011, which I did not do, but how do I move there? Then I would have had to pay the same high Puerto Rican income tax that everybody else in Puerto Rico's pain. But what enticed a lot of people to move to Puerto Rico was the fact that they reduced the taxes. Now the taxes are in zero, right? You, if you come there, you're still gonna pay taxes. I'm on some of the money that you weren't like my, my business pays a four percent corporate tax.

Speaker 2:          01:41:05       So it's not zero pay four percent. I can give myself a dividend that's tax free, but the corporations are required to pay out a certain amount of taxable salary to the owners. So some of my salary is taxed as high as 30 percent. The majority of it is taxed basically at the four percent, but four percent of something is better than 30 percent of nothing. Plus they're getting 30 percent of something. So a lot of the people who have moved to Puerto Rico over the last, you know, five, six, seven years that didn't live there before, are paying a lot of taxes now to the Puerto Rican government, even though the rate is very low, the dollar amount is very high and each individual person who was moved there is paying a lot more taxes than the average Puerto Rican who's already living there, paying the higher rate.

Speaker 2:          01:41:53       So the people who moved there bought, brought significant tax revenue that Puerto Rico never was going to get. Because remember, if they were taxing people at 30 percent, people from California wouldn't have moved their people from New York. People from New Jersey wouldn't have moved there. It was the low taxes that brought all these people to Puerto Rico who never would have been there. And they're now paying taxes. But more importantly, they're hiring people who are also paying taxes. They're spending a lot of money locally in the economy generating revenue and jobs. Uh, so they've been a big plus. And I can tell you the people who have moved their, myself included, we donated a lot of money to the relief efforts. I mean as soon as that hurricane was over, a lot of the acts 20, 22 people, which is what they'd be called because they went there to participate.

Speaker 2:          01:42:41       They were raising money. They were helping out. I mean, so there's a lot of charity that came to Puerto Rico that a lot of these people, they wouldn't have thought of it that they didn't already live there. But by bringing a lot of wealthy people down there to Puerto Rico and they're, they're living it, you know, they're more inclined to help out their neighbors then when they were still living in the US. So Puerto Rico has derive significant benefit from an influx of wealthy entrepreneurs who have taken advantage of them and that you move in there and just exploiting that place by getting paid and low taxes and that it's, it's a, it's a bad thing for the people that live there. That's a false still. It's a great thing for the people that lived there because people are coming to the island, bringing capital, bringing businesses, bringing employment opportunities, paying taxes that they never would have paid.

Speaker 2:          01:43:30       And let me ask you, is key you ever anticipated. I mean it seems, what is Puerto Rico as big as any state is as big as Rhode Island? Like how big? It's small. I mean, I mean geographically it may be about the size is like 30 miles maybe and that's the length. It's skinnier than that. So it's, it's a small place but you know, relative to the Caribbean. I mean if you compare it to other Caribbean islands, it's pretty big. How long is the flight from New York to Puerto Rico? Actually in the air it's about three hours, but I think the airlines, you know, they leave about four. You know, if you look at the flight time, but actually from wheels up to wheels down, it's about a three hour flight. So it's not far and there, you know, there are a lot of places that you can fly direct to go to the west coast.

Speaker 2:          01:44:11       No, you gotTa, you know you got it. Would there be a way that all these people coming in, they could somehow or another fix this, the whole electrical system that they have their, their power grid and. Yeah, look, the power grid, this just shows you all the people that think socialism is so great. Look at Puerto Rico. That's why they're broke, right? The socialist destroyed Puerto Rico, the socialist in Puerto Rico, and of course the ones that we have in Washington because all their problems aren't self inflicted, but we created a problem for Puerto Rico a number, a number of ways. First of all, right? We have the minimum wage that, you know, the average income in Puerto Rico is half of the poorest state in the United States, which I forget. I forget, which is the poorest states like Kentucky, Kentucky maybe, but it's, it's half of half of that. Right?

Speaker 2:          01:45:02       But now you've got a minimum wage that's the same as Kentucky, so it is basically keeping a lot more people unemployed. But then you have, you still have welfare, you still have food stamps, so you have all these people. Now that are not working because they're getting paid by the government, but then you have the Puerto Rican government, which is a major employer of gay people work for the government and a lot of them are just doing nonsense, right? I mean there's so many people that are working for the government. They're not productive, but they're draining resources from the Puerto Rican economy. I mean, part of it was a power company. You know, you mean it's a disaster, but the government is running everything there and so everything is inefficient and meanwhile a lot of the productive people, people who want jobs have left the island. Like if you think a high minimum wages, great.

Speaker 2:          01:45:47       All the people who are leaving Puerto Rico to go to Florida are effectively, even though it's the same minimum wage, they're actually going to a state that has a much lower minimum wage relative to the medium wage because they can get jobs in Florida. They can't get them in in Puerto Rico. So you have that situation where you know very few people are actually employees so you don't have a real tax space. And then what America did, but really screwed them over was we made all their bonds triple tax free. We said, if you're, if you live in New York and you buy Puerto Rican government bonds, you're not going to pay any local income taxes. You're not going to pay any federal income taxes. It's all tax free. Now, if you loan money to a poor Puerto Rican company, right? If you loan money to a private business in Puerto Rico, you got to pay taxes on whatever. They pay you an interest. But if you loan money to the Puerto Rican government, the interest is tax free. So America subsidized invest in loaning money to the government in Puerto Rico, but not to the private. And so they

Speaker 3:          01:46:50       made it very easy for Puerto Rican politicians to go into debt because all these Muni bond funds all over the country needed Puerto Rican paper to increase the yield on their fund. So you have everybody wants Puerto Rican government bonds. So the Puerto Rican government is creating these bonds and they can now buy votes. They can promise all sorts of goodies to people who vote for them. They can overpay government workers, give them all sorts of holidays, right? Lots of time off and they can keep borrowing money so they got deeper and deeper into debt because we created a, an incentive for them to do that and and now they have a debt crisis because all of a sudden Puerto Rican bondholders realize that Puerto Rico is never going to pay back their money. And then the other thing that we did to them and I talked about, I think on the show is the Jones Act, which if you remember trump suspended it for like a week or two after Maria, but the Jones act should be completely repealed.

Speaker 3:          01:47:43       And especially if donald trump's going to be talking about, well, there's a number of aspects of it, but the most significant to Puerto Rico is that the Jones Act says that if you want to transport goods from one US port to another us port, it has to be an American ship, right? So trump is out there talking about free trade. We need free trade. The Jones Act is the opposite of free trade. It's complete protectionism. It's saying that if you want to take something from Florida, uh, to, you know, if you want to take something, no, if you want to take something a between the US and Puerto Rico, you've got to use a US ship. You can't use a foreign ship, right? So there's no competition. But what this has done is this has dramatically increased the cost of living. So even though the average person in Puerto Rico earns half of what the average person in Kentucky earns, groceries in Puerto Rico are more expensive than groceries in Kentucky.

Speaker 3:          01:48:39       So you have lower income but a higher cost of living that's thanks to the Jones Act. And if they repealed the Jones Act, the cost of living in Puerto Rico and punch. And that's one of the reasons too that the tourism industry, Puerto Rico is a beautiful island. I mean, if you haven't been there, you should come. It's a, it's a magnificent island. And what's also great about it is it has a real culture as a real vibe to it. It's a, it's a city. It's like it's a Latin American city on an island. It's not just like a remote little island, so it's a really nice place to be and it's one of the only places that I think you can really live in the Caribbean and, and not feel like you're just, you know, on Gilligan's island or not, but just, you know, like on vacation all the time. It's a real city with real stuff going on.

Speaker 3:          01:49:20       And I've been there now long enough that, you know, you know, I would go there. You know, you even without the tax breaks, I like being there. Right. I look forward to going about crime and poverty and there's crime there in the big city in San Juan and certain areas just like there are in New York and just like all major US cities. You've got crime problems and again, that's there. There's, there's a lot of reasons for that. Again, it has to do with government, it has to do with the drug laws and all the other things. Although they medical marijuana

Speaker 2:          01:49:48       in, in Puerto Rico, I think eventually they'll probably have recreational, but at least they have a, they have medical. But um, what was I, what was, I just lost my train of thought. What was I, what we're talking about. Oh, the Jones Act Jones Act, right. And so. Oh yeah. So how it hurts the tourism industry. So the Jones Act makes a Puerto Rican hotels, uh, you know, unable to compete on the low end with hotels and other Caribbean islands because everything is so expensive because of the Jones Act and because they have the US minimum wage specifically is the Jones Act. How does it, what does it, it's on the shipping imports, right. So all the food in Puerto Rico is more expensive. All the supply. So hotels have a lot of things. Were you going to a hotel? There's all kinds of products. You got bath products in there has to be shipped and all the food that you eat, all the drinks, all this stuff is shipped in.

Speaker 2:          01:50:39       And to bring it to Puerto Rico is a lot more expensive than the bring it to the Bahamas or bring it to Barbados or someplace else. So all these other Caribbean islands can get a lot of American tourists to go there. On for bargain vacations, but Puerto Rico can't compete on the low end, on the real high end. Oh, they can compete because their people are not as concerned about the cost. But on the lower end, the budget traveler, a lot more people would be going to Puerto Rico if it wasn't for the Jones Act because they're, the hotels would be able to cater to, you know, a lower price point because they could hire the chamber maid for less money. They could, they could, they could have lower prices at, at the restaurant. So this is really destroying the tourism industry in, in Puerto Rico, which could be thriving, uh, but for the Jones Act, but also it is diminishing the standard of living of Puerto Rican who are forced to pay higher prices.

Speaker 2:          01:51:36       I mean, what's, what happens is, let's say there's a big ship coming in from China with all sorts of goods and it's gonna. It's, it's, it's headed for a US port. If it could stop off at Puerto Rico, drop a few things off and then continue on, you know, its destination. That would be great. It would be inexpensive for, they can't. What it has to do is it has to bring all this stuff that's going to Puerto Rico to the u s unloaded and then load it back on a US flag ship and then send it back to Puerto Rico, which costs a fortune. And then the same thing with Puerto Rican exports. So their whole. The whole Puerto Rican international commerce is being limited by the Jones Act. Now this also affects Hawaii. Hawaii suffers from the Jones Act two, but Hawaii is much richer than Puerto Rico. They have a much higher average income and so even though it, you know, it affects them, it's not as. It's not as big a deal. It's the same thing with Hawaii even though Hawaii is a state. Yeah. Because yeah, because Hawaii is a US port, so you know, Hawaii has to have all these Jones act ships as well, but so the. If something gets delivered to Hawaii, it has to get delivered to somewhere first and then shipped

Speaker 3:          01:52:46       to Hawaii to go to California. For us, most stuff that's going to Hawaii, this coming from the Pacific, they don't stop off at Hawaii. They made.

Speaker 4:          01:52:54       Seems so crazy of Hawaii is actually a state like Puerto Rican. No, because that was a strange thing. It's right. It's a territory, right?

Speaker 3:          01:53:01       That's. That's the best thing that Puerto Rico's got going for it. If it was a state, they'd have to pay the state income tax. They'd have to pay the obamacare tax, they'd have to pay the federal gas tax. They're exempt from all that stuff, but the Jones Act has to do with. You can't take a ship between two US ports. They have. It has to be a foreign port to a US port, so Puerto Rico is not considered a foreign port. It's a domestic port. Hawaii of course is the mess they pick us for. Why is the state and so Hawaii things are very expensive in Hawaii for the same reason that they're expensive in Puerto Rico, but Hawaiians can afford it more because Hawaiians on average have more money and so if your average income is higher than you know, your, you know, your food budget is not as important to you.

Speaker 3:          01:53:46       So if we got rid of the Jones Act, that would be a big benefit for Puerto Rico. But you know, the worst thing that can happen to Puerto Rico is it becomes a state and I get tired of it. I keep hearing these politicians say Puerto Rico needs to be a state and all the problems will be solved. Their problems will go through the roof. The only thing that will happen if Puerto Rico becomes a state is the welfare checks will get bigger to people in Puerto Rico, but that's the last thing they need is more welfare. They need more freedom. They need more opportunity. They need more free enterprise and all that will go away if they become a state. Because if you imagine all the problems a Puerto Rican has now imagine leveling the income tax on top of that. Imagine sending the irs to Puerto Rico. They've mapped their, not even down there. Now imagine have an irs agent

Speaker 4:          01:54:30       with this real support for socialism. Is there any place where socialism has worked where there's like some extreme benefits to the people that lived there where they can show you? Because there are guys like you, the free market capitalist guys. You're always saying like, this is, this is the solution. You know, capitalism is solution. Give people freedom. Solution deregulation. That's the solution. Let businesses thrive. More people to make money. Businesses will grow. People have more opportunity. Yeah.

Speaker 3:          01:54:57       You know, people think it's worked in Scandinavia. You know, they always want to talk about Sweden as an example of where socialism works well, poc to a suite, right? And they'll tell you that it doesn't work, but if you want to look at the history of Swedish socialism, Sweden became a very wealthy country before they had that socialism, right? They were very much of a free market economy and it was the freedom that produced all the wealth, but then whenever you have wealth and you have freedom, you're always going to have any quality, right? Because people are smarter than other people, more ambitious, harder working. So whenever you have freedom, you're not going to have equality and outcome. Even if everybody has an equal opportunity. And of course even that's not true, equal opposite. Every. Everybody is equal in the eyes of the, but there's always going to be

Speaker 2:          01:55:43       some people that will have an advantage. You know, maybe they have better connections. They were born to parents that are, you know, have more money and they can give them, you know, give them a leg up. So you're always gonna have unequal outcomes. Some people are going to be rich relative to other people, but the beauty of, of capitalism is that everybody is better off. When you end up with socialism, you, you equalize everybody, but you equalize them at a lower level. You redistribute the poverty, the people who end up wealthy or the people who have political connections. So the wealthy people in socialist countries are, are, are the people who have political connections. What happened with Sweden? So let me go up. Yeah, I'm going to go back to Sweden. So Sweden was very rich and then of course you have the demographics to politicians who will get votes by appealing to envy.

Speaker 2:          01:56:28       Hey, this guy has more than you. It's not fair. And of course, politicians always promised something for nothing, right? Vote for me and I'll give you this that you don't have to work for, right? I mean that is the problem with a democracy. I mean, people vote for crazy things. That's why the founding fathers, when they created America, they created a republic, right? People don't understand the distinction, but we're not supposed to be a democracy. The word democracy does not appear in the constitution. It does not appear in the, in the declaration of independence, you know, just read the pledge of allegiance. I pledge allegiance to the flag of United States of America and to the republic, right? So we're a republic. We're not a democracy because the founding fathers knew the dangers of democracy. Well, democracy is what brought socialism into Sweden and it's screwed them up.

Speaker 2:          01:57:16       Right? It screwed the economy up so much that in the last 10 years they've gone the other way in. They've lowered income taxes. They've abolish the inheritance tax in Sweden. I mean, you know, when they got rid of, does that sound socialists the last 10 years? So previous to that, socialism had a stronghold. Yeah, it was. Yeah. If it was getting bigger and bigger, you know, probably going from the seventies, eighties, you know, the sweetest mixed economy, just like it bankrupted New Zealand. I mean New Zealand used to be the poster boy for mixed economy socialism until they got bankrupt. So. And then is the only successful? No, they're not sick. Not Know, but we're just going to say that that's the only example that someone can say they'll cite Norway, a lot of the Scandinavian countries, Denmark, but you have to look at how successful they were before they became socialist.

Speaker 2:          01:58:05       And then you also have to look at what the government is doing there because the taxes on business are not extreme. The taxes are on the average guy. They have, I think in Sweden, I think the, um, the VAT is about 30 percent sales tax that you have to pay. I mean this is a high sales tax and the income taxes impact average people. So because they know the Swedes know, if they really jack up taxes on businesses, the businesses will just leave and they'll destroy their economy. So at least they're trying to redistribute the wealth from the middle class to the middle class, you know. But the, you know, this stuff doesn't work and you create a generations of people who now don't want to work who just want to live off of other people. You destroy the initiatives, you destroy the incentives. And so the success that Sweden enjoyed is a byproduct of freedom and capitalism.

Speaker 2:          01:58:57       And since they moved in that direction, they have slowed down that progress. But the Swedish people have recognized that and that's why the reforms that have been made over the last decade or two had been to turn back the clock, to move away from those socialist policies and to try to dismantle. And now they haven't gone completely the other way. Just like New Zealand, I mean New Zealand went so far. They became, they went from like a totally socialist type economy one that was like, you know, this was the example, if you believed in socialism, you would point to New Zealand as see this shows you. Right? And then they went bankrupt. They went through a huge economic crisis in the eighties bank. Previous to being socialists were the successful with capitalism. Yeah, of course. Because if you're always socialist than you never have any wealth to redistribute it's capitalism that creates the wealth that the socialist want to redistribute.

Speaker 2:          01:59:51       So let me ask you this though, because we're going to keep going around in circles with this year ago, studied this for a long period of time. What is it about socialism that's so appealing to p two people? If there's no examples of it being effective? Well, you know, as I keep coming up, well again, when is it a lack of education or lack of understanding of economics? Like what is it about it that keeps like when this woman who just won and she seems like a very nice person when she talks about being a democratic socialist and nobody gets fired up. And is it ignorance like. Yeah, look, it certainly, it's a lack of understanding of economics. Most people don't understand it, but look, I mean there are a lot of reasons that socialism is appealing to people, especially when they're young, right? There's an old saying that if you're not a socialist or if you're not a liberal by the time you're 21, you don't have a heart.

Speaker 2:          02:00:44       If you're not a conservative, by the time you're 28, you don't have a headache. Right? So liberals are just people that never grew up. Right? It's like, it's like, it's like, it's like they still believe in Santa Claus. That's what it is. You, you just never socialists and particularly not necessarily liberal even. Well, even people believing in big garbage because usually what happens is, you know when you're a kid, right? And when you're in high school, you've never had a job and all this stuff sounds great until you're out in the real world paying taxes, you know, that's why it was a mistake to lower the voting age down to 18. I mean I don't even think 21. It should be higher. If you think about the original voting age when it was 21 100 years ago, 150 years ago, think about a guy who was 21 back in 18. 50 different person. I think about. I mean the guy probably got out of school when he was 10. He probably already has been working. He has got a family. He's in the real world and I know people are gonna say, look, women were in voting fine, you know, whatever. Like I, I'm, I don't think that. How old do you think it should be? I think maybe 28, 30.

