Speaker 1:          00:00:03       Three, two, one,

Speaker 3:          01:31:04       saying things that are dishonest and that there might be some sort of a way to mitigate that in the future. There might be some. I don't think we should act like dishonesty and bluff and bluster to use a phrase you used before is started somehow knew to the human repertoire. I get that. The acceptance of it seems to be though I think we're in a period where that is true and I think it is aided and abetted by technology and social networks. I agree with your diagnosis on many levels. But I, you know, I was having an interesting conversation with a guy that you introduced me to Joseph Goldstein, who was a, uh, eminent meditation teacher, become my meditation teacher, old friend of Sam's. And he was saying, we were talking about the current political situation. He used a phrase that I like when I was asking him what he thought about it, he said, I'm kind of slotting into geological time. And I think that actually makes some sense not to say that. What does that mean? Meaning that I'm just viewing it from a

Speaker 2:          01:32:00       far. I'm widening the Lens to look at the broad scope of human history to see that, you know, over time we've got these ups and downs. He's getting to the top of the mountain near Denver with a big bucket of Margarita. So that's exactly right. That's exactly right. I just lucked out with binoculars, watch the bombs go off, learn how to get water out of the ground, get a solar powered generator and make good Margarita. I mean, it just doesn't seem to me that this is sustainable. It feels like this is just going to be some spectacular moment in history where people were Rah Rah Nixon and now they look back and go, my God, Nixon was a fucking liar and a buffoon. I mean, take

Speaker 4:          01:32:44       this. This is a point I've made before and I don't think it's original with me. I think other people have made it, but my, my claim is that if trump were one 10th as bad, he would appear much worse. Because like everything he does now is as appearing against a background of so many lies and so much craziness that you can barely even weight its value. But yeah, I mean just so I just, uh, this is one of the things I find useful about twitter because I follow some very interesting people. And so Anne Applebom, The Washington Post columnist, it was just awesome on twitter. Everyone should follow her. She just keeps hammering trump with, with her own points and other stuff that she finds. And um, she just pointed out that. Did anyone notice that trumped trump threatened a war with North Korea two days ago? It was in the financial times and yet no one can talk about it because no one believes him, right?

Speaker 4:          01:33:43       Like, it's like, it's like we have a president whose speech has now become so denuded of truth value, right? Perceived truth value that he can say, you know, where if China doesn't handle North Korea, we're going to. And no one even feels like they have to ask a followup question on that topic because it just, everyone assumes as an empty bluff. I mean, images imagined, like you've just stepped back into the previous presidency of Obama had said, if China doesn't handle North Korea, we will write. That would be top of the fold. This is all we're talking about today, right? Like it's just comes out of a blizzard of, of inanity and craziness that, that, that, that, you know, he's, he's, he's going after Meryl Streep is, he's lying about Obama wiretapping him now his, he's threatening war with North Korea and you know, nobody knows what to talk about.

Speaker 4:          01:34:42       So it's like the, the, the consequence of this is we have a president who not only can he not be trusted to tell the truth, he can be trusted to lie when ever he thinks that suits his purpose. And now so, so, so the, the, the, the state of mind that everyone's in, including the press in listening to him is just his to take potentially the most serious things in the world. Not seriously and the least serious things in the world. Like, you know, Meryl Streep or what he thinks of her acting, you know, that becomes a, that dominates a whole new cycle. It's very upside down, it seems to be to be quite new as opposed to the or are perennial, but I feel like we're in a very different space now with the consequences of of misinformation and we certainly are. Do you think that they're connected to what we're talking about before we said that people would rather be electrocuted than to be alone with their thoughts that we have gotten to this weird place with our society, with our civilization where we've made things so easy and made people so soft, so dependent upon technology.

Speaker 4:          01:35:51       We've slotted out these paths, these predetermined patterns of behavior to people for people to follow where they can just sort of plug into a philosophy, whether it's a right wing or left wing, one with very little room for personal thought at all. Very little room for objective reasoning. We've sort of made it easy. We baby.

Speaker 3:          01:36:09       I do think that it's imperative if you want to be a good citizen to have a varied media diet, you're not going to have a clear view of the world. If all you're reading it well for the New York Times, you know, I think you have nothing against the New York Times or bright part, but I think you need to read many things and follow up many different sorts of people on twitter, not just because you want to troll them, but because you actually want to listen to what they have to say and take it serious. Well, the New York Times really fucked up where they're really fucked up is well, they said that they're going to

Speaker 4:          01:36:40       the election. They're going to rededicate themselves to reporting the truth and read like, what? Why'd she say that? Like, I wish I was there. I wish I was in the office. Why? That just sends the wrong message. We weren't into the truth that says they are biased. They fucked up. I mean, as they were by saying, you're right, the enemy is, is was so grotesque in this case that it was impossible to not have been biased. Seemed an abdication of responsibility and I feel it myself like people. Everything I say against trump from a trump person sounds like mirror partisan bias. There's zero connection to the Democratic Party or two. I mean it's like, uh, there's, there's no partisan bias and that every 100 percent of what I want to say about trump does not apply to some other Republican who, who, uh, is just a stands for things that I don't know, policies I might not like. It's completely, completely unique circumstance and um, yeah, so I mean it's true that you went to read the New York Times for the longest time it was, it was reading like just the thing had become

Speaker 5:          01:37:56       the opinion page on the Huffington post or something. Yeah. I just feel like at this stage of our, our society, there's real consequences to the infant tylenol if that's actually a word of, of human beings in our culture. We've made it very easy to just go to work and just get home and watch television and just not pay attention to anything and not read anything and not really think and, and then be manipulated. I mean, I think it's incredibly easy to manipulate people, especially people that are aware that they don't have a varied media diet. People that are aware that they don't have a real sense of the word and there seems daunting to try to take into consideration like what is, what is involved in foreign policy, what is involved in dealing with Russia, what is involved? How do you negotiate with North Korea? Fuck, it's too much. Put it in the hands of the strong man.

Speaker 3:          01:38:49       This is true on both sides of the spectrum though because I think we've got folks um, who, who slot into just a, a, a media diet where they're just hearing things on the left and they're not, they're not curious about or uh, um, I guess just just not curious enough to hear things from a different perspective unless it's just some right wing political who comes on and they beat them up. Um, so I, I, I, I really do think and I think it put places, and this is going to be a self serving argument, but I do think it places increasing important sun media outlets like the one for which I work to be really vigilant about being seen as fair arbiters or fax.

Speaker 5:          01:39:32       Yeah. I think the consequences have never been greater for that. Absolutely. The reason that so many people on the right, somebody trump's support supporters fear, feel like they're right is because it has been proven that the media was biased and that they did get it all wrong and they were absolutely wrong when it came to who was going win. The huffington post has some ridiculous thing where it was the night of the election and they said that Hillary had like a 98 percent chance of winning or something crazy like that. Well, I think there were some polls that were bad, but the pole like the, because I remember this because I sent out a tweet which said like by, by Donald or something like that, the day of. But when I did that, I mean that wasn't a prediction and the, the, the polls that I was going by that most people were going by that point, it was like 80 slash 20, you know, or at best 75 slash 25 that she was going to win. Now that's not. I mean, you roll dice for a few minutes, you realize 20 percent chance comes up a lot, so I guess that's infinite test. Melodic plus Florida. Yeah, but, but, so, but. Well, you should, you should tell the story about what it was like to anchor. Yeah,

Speaker 3:          01:40:39       well I guess. Yeah. So I was anchoring the ABC News digital coverage that night. Um, and uh, you know, they, they give you the exit polling, well you're not supposed to report it publicly, but the exit polling that we were seeing before we went on the air late in the day really made it seem like it's going to be a Clinton landslide. And now you have all these folks who say, look at the crest fallen faces of the journalists because they're so upset that trump won. Certainly that was not the case for the folks on my set was that it was, that we didn't see it coming. We weren't prepared for it. Everything that we're seeing in terms of the math made it look like this was a Clinton victory. A shoe in. It was just about just tying a ribbon around it. So when the night became long, there was just confusion about what was going on, how do they get it so wrong. You know, I think it actually goes back to what Sam was saying before that people think when you see numbers like 70 percent is that Clinton's going to win 80 percent odds that Clinton's going to win that, that she's definitely going to win. But there's room there for trump to a lot of room there for whatever

Speaker 5:          01:41:46       present comes up all the time. It's Russian roulette bills or bad. If it's Russian roulette, those are bad odds. Right? You're not going to take that one single bullet, right? Yeah. No, you're a hunter. Yeah. That's really good. Awesome.

Speaker 3:          01:42:01       I don't think so. It's so much about blaming the polls as it was blaming the overall tenor of the coverage, which made it seem like Clinton was inevitable. Yeah. Yeah. It just, it was. It was so shocking. That's a hit. That's a hit. I think that we, we can and should take. Yeah, we definitely know. I think we, we weren't giving the 20 or 30 percent chance a serious enough look.

Speaker 5:          01:42:25       What is your thought as being someone who covers these things? What is your thought about the electoral college? Do you think that that's an antiquated idea and then, I mean, it was kind of established back when you really needed a representative because otherwise you would have to get on a fucking horse and ride into Washington and it would take six months.

Speaker 3:          01:42:41       I can see the, you can make very powerful arguments that it's deeply problematic institution. I can see the, I can see the power of those arguments for sure. Um, there are people who argue make similar arguments about the United States Senate. Yeah. Um, uh, there was, uh, there was a piece that ran in the New York Times, uh, in their Sunday we can review not long after the election making the case that the angriest people in America actually should be those live on the coast because it's taxation without representation that we, that the people who live on the coast are paying more in taxes, but they have less representation actually in Washington. Um, again, this, I, that's not research that I've done, but it's an interesting idea.

Speaker 5:          01:43:26       Have you ever seen anybody present any sort of a logical argument that there really shouldn't be a president anymore, that the idea of having one alpha champ run this whole thing seems pretty outdated and just not sure that he runs the whole thing, but he's got a lot of info.

Speaker 3:          01:43:42       It's an enormous amount of influence, but, but we're seeing Donald Trump is seeing right now the limits of presidential power. He couldn't get his, uh, the healthcare bill that they, that didn't even make it wasn't even close to what he promised on the, or in some ways wasn't even close to what he promised in the campaign trail. In other words, he couldn't get the bill that he wanted and then he couldn't get that passed. And now he's looking at having to watch his party employed the nuclear option in order to get a, his supreme court nominee a seated. So I, I don't know. I think that the founders designed in many ways a really ingenious system and we put a lot of attention on the president because it's one person who get who's in our on our TV screens or our phones all the time, but I'm not sure how much power is vested in that person. Now when it comes to foreign policy, it's a different kettle of fish.

Speaker 5:          01:44:38       Well, it's enough that the EPA has been sort of hobbled. I mean what they've done with the environmental protection agency standards, especially when it regards to emissions. He's rolled back emission standards. I mean there's anything that we should be concerned about. It's the air that we breathe and we are moving in a direction we. We're clearly moving in a direction to get away from things like coal and he's going the opposite way. Not only that, but what I've heard is that that's not even going to be effective because most places have moved away from coal to the point where restarting coal production is not even gonna recharge the economy in the way that would make it a viable option in the first place.

Speaker 3:          01:45:20       The issue of climate change is just, um, I'll say as a member of the media and area where I feel, I'm just speaking for myself, I'm really one of our biggest failures, um, and I don't think history is going to go just kindly and I get off, I'll put the blame on myself. It's become, it's a hard story to get people just interested in, um, and especially for television because it's a lot of sort of graphs and science. Um, and you, there's only so many pictures of polar bears you can show. Um, and so I've, I anguish about that because I do think it's, it's, uh, there isn't a debate. Climate change is real, almost certainly caused by humans. I don't think we. And for too long we fell for that in the media where we presented it as a debate when it wasn't a. Now I think we're past that, but I still don't think we're covering it enough and as robustly as we should.

Speaker 5:          01:46:18       Climate change I think is very sort of almost abstract to people. It's very difficult for them to wrap their head around, especially when they look at the ice core samples and there's plenty of stuff online where you could sort of convince yourself that there's always been this rise and fall of the temperature on the earth. In many ways that is true, but pollution is another thing. I think. I think actually I just walked in so I might have missed what you said there, but I think that's a crucial shift of emphasis. There is no

Speaker 4:          01:46:51       argument about air pollution runs consequences. It's undesirability. I mean like you don't want particulates in your lungs that you don't need to have there. And the idea that we could see, you could completely justify a green economy on that basis alone. Maybe it just imagine if we had no pollution coming from the exhaust of all the cars out there and there was no coal fired power plants. We just had solar and wind and and you know, safe nuclear technology powering the grid. It will be fantastic from just a pure. I mean forget about the health. It just taught me the, obviously cancers is, is a lung cancer and, and cardiovascular diseases is a huge issue there. But just aesthetically it's, it's so desirable. I mean, there's no argument against it and that's, I feel like people don't make that connection

Speaker 3:          01:47:45       because climate change is slow moving, you know, and it could be way out in the future before pollution isn't. I know, you know, but it pollution is a much less controversial than climate change. Well, that's why this coal thing, so disturbing. Reigniting this production of coal. Yeah, it's unbelievable. It's ridiculous. I mean, I guess I have questions about whether it's even going to happen. In other words, you can roll it back. But the coal industry, there are many, many, uh, they, they are many factors to their decision making about, for example, will, if they go and do the mining is, is what they, uh, a mine going to actually even be consumed. So I uh, you know, and I, I think that even though they're doing some pretty radical, making some pretty radical noises at the EPA, I'm not sure how far pruitt can, can take some of this stuff given the existing body of law case law that has formed around a Obama's decisions. So I think it gets, it gets pretty more complicated the closer you look at it, from what I can tell and I won't claim to have studied it too too closely, but it seems to get more complicated. The more you look at it, the headlines maybe scarier, I guess is my point. Well, what's pretty clear though is emission standards rolling

Speaker 5:          01:49:02       back emission standard sends a very clear message that it's okay to pollute the air. I mean it's, we were moving in a direction of going towards electric cars, going towards cars that pollute the environment less. I mean even cars that use gas, you know, for a Porsche, porsche has a nine slash 11 turbo and the standards of emissions are so strong. What they've developed as a car that you drive it through La, the exhaust that comes out is cleaner than the air. It sucks in.

Speaker 4:          01:49:30       Hmm.

Speaker 5:          01:49:31       Imagine that you're driving through. It's an air filter. Yeah. It really is bad air filter. It can be done very expensive hair filming. It can be done. I mean that's. I mean, and we can move further and further away. I mean obviously the problem with that is it's taking in polluted air. That's the issue in the first place. I mean it's not clean. You don't want to breathe the exhaust of a Porsche, but what they've done is managed to make something so efficient that it actually does emit clean air coming out of it or cleaner than the polluted air that it's sucking in. Now, if these environmental protection agency standards keep getting rolled back, I mean we're going to go back to. I mean I don't know how far the rolling it back, but what you said is so clear. There's nothing good about polluting the air. I mean it's what we need to breathe and there's options. The idea that business should take precedent over the actual environment that we need to sustain ourselves.

Speaker 3:          01:50:27       So let's not forget there are a real human beings in coal country who have generations of, I've done, have spent generations working in the industry, take great pride in it, and we've got to think about what we do.

Speaker 4:          01:50:42       It's only the numbers here as uprising and also little reported. It's only 75,000 coal jobs we're talking about in the country and there's something like 500,000 clean tech jobs just in California alone. I mean, the numbers are completely out of it.

Speaker 3:          01:50:59       No, I think. I think the cleantech to, um, uh, industry offers an enormous amount of promise, but 75,000 families is not nothing.

Speaker 4:          01:51:07       And when we're talking about and give them money, they don't want to end up going to work. This goes to the question of meaning and you know, like what are we going to do? Because we're on the precipice. We're getting to is everyone. Virtually everyone is going to be in the position of these coal miners. When, when you were talking about and that that's a good thing. That's the thing, I mean, that's, that's why can't they figure out that they just want to learn new languages and spend more time with their kids and play Frisbee and, and uh, have fun. We need a new ethic that and politics that decouples a person's claim on existence from doing profitable work that someone will pay you for. It says a lot of that work is going on.

Speaker 3:          01:51:51       We could, I mean, we could view it as an opportunity and it is actually something that it does dovetail with this hobby horse that you and I have been on for awhile about, about, um, kind of about the power of meditation and what it can do to a human mind and the way you view the world and your role in it. For sure.

Speaker 5:          01:52:08       What are you thoughts on universal basic income? Because bring, bring it back to that with this rise of the machines. If we do have things automated, I mean some ridiculous number of people make their living driving cars and driving trucks now when that, when those jobs are gone, I think it's millions of people.

Speaker 4:          01:52:24       It's, I think it is in the states, it's the most common job for white men. I think something like 9 million white men are driving trucks and cars, and the problem with that is most people like fuck white men, white men, patriarchy. This is trump's. Yeah, no, it's these, um, I think universal basic income. There, there reasons to worry that it's not a perfect solution because you do want, you want to incentivize the things you want to incentivize you to. You need to just understand the consequences of, of any system you would put in place, but there's just no question that in the viewed as an opportunity, this is, this is the greatest opportunity in human history. We're talking about canceling the need for dangerous, boring, repetitive work and freeing up humanity to do interesting, creative, fun things. Now, how could that be bad? Well, give us a little time and we'll show you how we can make it bad, but it'll, it'll be bad if it leads to just extraordinary wealth inequality that we have.

Speaker 4:          01:53:41       We don't have the political or ethical will to, to fix. And because if we have a culture of people who think I don't want any handouts and I certainly don't want my neighbor to get any handouts and I don't want to pay any taxes so that he gets, he can be a lazy bum if that's the, if we have this, you know, hangover from, from, uh, uh, calvinism, you know, that makes it impossible to talk creatively and reasonably about what has changed. Yeah. That it could be a very painful bottleneck we have to pass through until we get to something that is, that is, um, much better or a hell of a lot worse depending on, on where the technology goes. And I think at a certain point the, the wealth inequality will be obviously unsustainable. I mean, you can't have multiple trillionaires walking around living in compounds with razor wire and just moving everywhere by private jet.

Speaker 4:          01:54:39       Um, and then, you know, massive levels of unemployment in a society like ours. I mean, at a certain point where the richest people will realize that enough is enough. We have to spread this wealth because otherwise people are just going to show up at our compounds with, with their ar fifteens or their pitchforks and you know, that the society will not sustain it, mean you can't use the, there has to be some level of wealth inequality that is unsustainable that people, people will not tolerate. Um, and you begin to look more and more like a banana republic until you become a banana republic. But now we were talking about, you know, the US or, or the developed world where all the wealth is a. So redistribution is the end game. We and that's that. But that's a toxic concept for half of the country right now where the idea of the welfare state in perpetuating that and spreading it across the board.

Speaker 4:          01:55:41       Yeah. But these are so, yeah, I mean, whatever the solution is for coal mining, we should not be hostage for the coal miners. We should not be hostage to the idea that they need jobs so that whatever job they were doing and are still qualified to do that job has to continue to exist no matter what. No matter what the environmental consequences, no matter what the health consequences, no matter well how it closes the door to good things that we, we want, we don't do that with any that we didn't do that with the people who are making buggy whips or, or anything. Slavery. Yeah. Or Yeah. I mean that's just, there's no, I'm at a certain point we move on and we make progress and we don't let that progress get rolled back. And when you're talking about a developing technology that produces energy that doesn't have any of these negative effects, um, you know, whether it's global climate change or just pollution, of course we have to move in that direction.

Speaker 4:          01:56:47       And the other thing that's crazy is that we're not talking honestly about how the dirty tech is subsidized. I mean, you have the oil. People say, well, solar is all subsidized, right? This is, is this a government handout that's given us the solar industry? Well, one, that's not even that you have to produce an argument as to why that's a bad thing. We, this is something we should want the government to do. The government needs to incentivize new industries that the market can't incentivize. Now, if there are industries that are just intrinsically good and are going to lead to the betterment of humanity, but carbon is massively subsidized. We Ha, we don't have, I mean if we actually had the, the, the coal producers, um, and the, and the petroleum producers pay for the consequences of, of carbon and pollution. It would be, it would be much more expensive than it is, right?

Speaker 4:          01:57:44       So it's already subsidized, you know, we do it. So we should, I mean, we, we, we need a carbon tax. Clearly we need to the tax code to incentivize what we want to incentivize. Well, there's a ton of industries in this country that you could make that argument for. The corn industry is one subsidizing the corn industry and when you find out the corn and corn syrup is responsible for. I'm just a huge epidemic of obesity in this country. And the amount of corn syrup that's in foods. If you have USA, USA polluter had to pay the, the consequences of your pollution all the way down the line, right? Um, you had to compensate everyone who got emphysema or lung cancer because of what you were putting into the air, your industry, it would be less profitable, right. And it might not be profitable at all and that's, and we don't have, we haven't priced all of that in to any of things, whether you're talking about, you know, the, the chemical industry or, or, or the industry. I mean, we're, we're, we're addicted to the use of these fossil fuels the same way we're addicted to some people are addicted to the use of cigarettes when the health consequences of those things are there, they're almost parallel and a lot of ways. Yeah. Well and amazingly, as you have the same, I mean, I think you turned me onto this documentary. What was it, merchants of doubt that the same phds you got like 10 guys who moved from India, you know, just toxic industry to toxic industry defending whether it's big tobacco or the.

Speaker 3:          01:59:17       I'm in the document a, I interviewed a guy named Fred Singer who was one of these people. Uh, and uh, he's a climate change denier and there's just some, um, it's been awhile that it was, there were some key moments where I was like listening, listening for him, all the major scientific organizations that say that climate change is real and that humans are our major contributors to it and he basically just refused to accept it.

Speaker 4:          01:59:47       Those shows where you have the three heads, you and then the two experts and they yell over each other and then we'll, we'll be right back. And then you go to commercial fucking things on solving anything, those weird moments where people are yelling at each other and you can't figure out who's right or who's wrong.

Speaker 3:          02:00:02       I'm not a big fan of that personally. And I think that especially it was a failure to do that with climate change because it, it, it created the doubt, it created the doubt. Um, and I think that was a very successful. It was a very successful strategy.

Speaker 4:          02:00:20       But, but that's intention intention with what we just said about the New York Times. Because if you, if you take a position as a journalist, if you say, okay, actually one side of this conversation is full of Shit, then you seem like you're not an

Speaker 3:          02:00:33       information. I think it's different to take us a, a position. I don't know. It's not controversial for me to sit here and say, if you smoke cigarettes, uh, the science strongly suggest you have a higher odds of lung cancer. Same thing with climate change, but it became politicized. So I don't feel. I don't, you'll notice I've stepped out of some of the discussions that have been taking place because it's not my role as journalists to come down on one side or another. But with climate change, I feel absolutely comfortable saying this. The, the, the, the vast majority of scientists believe this is real and a big, big problem. So I don't what, what you're talking about with the New York Times and I don't really. I'm not going to step out and take a view on it, but what, what I believe you're saying with the times is that they were pro Clinton and anti trump. That's different from having a position on climate change.

Speaker 4:          02:01:25       Well, it's not. Well no, because they have a position on just just take the Lens as climate change. You have one candidate who's denying the reality of climate change. Where? Who's, who's just claiming that the, the Chinese trump? Well, no, because it was. Because when trump says climate change is a Chinese hoax, you have to call him. Here we go. He said it's a Chinese hoax, so he should go to China and see those people that are walking around with gas masks on because they can't breathe in Beijing. Okay. But that's, I mean, that's, that's the pollution argument, which I think is actually much stronger because just you can't go to Beijing and say this is how we want the air to be. Right? Uh, but I think something like 20, I think something like 25 percent of the air pollution in California on some days is coming from China.

Speaker 4:          02:02:18       Maybe there's some amazing. I could have that slightly wrong. Jamie can check that out, but please do. There's some, there's some extraordinary amount of air air pollution that we get from China. That's insane. I did not know that yet. Just makes its way across the ocean. There's no wall build that wall. Um, but no, but at a certain point, I mean there's some, there's some level of dishonesty and misinformation that's so egregious that if you're a journalist, commit at all committed to being an unbiased or disinterested broker of information and a conversation. If you set up a conversation between, you know, the Sean Spicer's of the world or, or the Kellyanne Conway's who have their alternative facts and someone who's honestly talking about whatever it is, climate change, um, it's very, you know, you can't split that baby,

Speaker 3:          02:03:09       but I don't think you have to create mock unnecessary debates around climate change. What I do think is that, uh, with the trump administration, uh, that it is imperative for journal that journalists a call out, uh, when things are said that aren't true, but that I don't think it's constructive for mainstream journalistic organizations to have an openly hostile anti trump attitude or pro somebody else attitude because then you lead. That just leads to further polarization. But when it's exactly what we don't need,

Speaker 4:          02:03:43       but you call him out on all the times that he said things that were just absolutely not true. Absolutely. It was like you're anti trump. Yes it can.

Speaker 3:          02:03:49       There's no question. There's no question. And I think that's a issue we're dealing with and I, but I think this is a time of real soul searching in my industry because I, I firmly believe there is a very powerful place in a functioning democracy for a press, for, for media that people generally view as fair.

Speaker 4:          02:04:10       Well, it's also really highlights the responsibility of getting accurate and unbiased information to people because there's not a lot of sources of that left. Mean when you look at Fox News and sometimes you look at CNN, sometimes you look at him and Msnbc and you're like, boy, how much of this is editorialized? How much of this is opinion? You know it. You need unbiased facts and you almost need it not delivered by people. You know, the

Speaker 5:          02:04:38       problem is when, when people are delivering the news, like I, I, when you talk to someone, you know, they're educated in an ivy league university and they speak a certain way, they act a certain way. You almost kinda assume that these intellectual people, these well read people are going to sort of lean towards one way or another.

Speaker 3:          02:04:58       I think that there, there is that issue. I, I, I would argue, and again I know this is self serving, but I still believe it, that the three broadcast networks have actually fared quite well in what is a incredibly difficult environment, right? So you don't Count Fox as a broadcast network. Fox News as a cable network, but Fox, uh, but they don't have. Fox broadcast does not have a news division. ABC, CBS and NBC do

Speaker 5:          02:05:25       so just broadcast meaning traditional old school signaling the air that nobody uses anymore.

Speaker 3:          02:05:31       Nobody uses them. But we will refer to them within the industry as the three broadcast. And that bizarre though it is, it is. Well, some people, you know, they put up their rabbit ears and get the signal. Fuck those cord cutters, extreme cord cutters. Jv He got was 20 bucks if I get like 30 channels and it's way better and it works. There's no lagging, there's no buffering. You do that. And then you get like Netflix for Hulu and I have sling. But when I wanna watch a basketball game like this, the Ncaa basketball tournament last night, I had to walk through the air at work. Really good. Wow. Interesting. It's like a collection tool. What's the, what's the viewer benefits on a, um, an evening news broadcast. And I was like 5 million now it's around eight or nine. Yeah. So this is a really big number.

Speaker 3:          02:06:16       I don't know, I don't follow all of the, uh, ticks, um, when it comes to the numbers, so I can't answer that accurately, but people have been predicting the demise of network news for decades now. Every, you know, I've been at ABC news for 17 years. I've been reading obituaries all throughout that time. Eight dollars million a night on each of the networks is still out. That is a gigantic number, especially in an age of complete, you know, of micro, uh, information of niche broadcasting and uh, the Internet. It's all that. Here are the numbers right there,

Speaker 5:          02:06:52       NBC. So ABC's in the lead

Speaker 3:          02:06:55       ABC is the lead in total viewers. Uh, so and ABC and NBC and this is just one week, March 27th right around eight. And then CBS is six point five. So gets a lot of people excuse super old though because it does because that demographic, absolutely as soon as excused. Very, very old.

Speaker 5:          02:07:09       Well, it's all people. That's the majority is people over 54 or under 25, but I don't think that's the case at 25 to 54. ABC as one point. 6 million as opposed to a 8 million total viewers. NBC, seven, eight, seven point 8 million total viewers. One point 7 million. Twenty five to 54. And then CBS, six point $4 million total. One point $3. Twenty five to 54. It's funny. Like after 54. Fuck you put before 25. Fuck. You concentrate on this one.

Speaker 3:          02:07:43       It is what advertisers want. It's funny, the vitality.

Speaker 5:          02:07:48       Yeah, it's gonna be the ads, the ads you run. It's like, you know,

Speaker 3:          02:07:53       that are anti inflammatory in, on the morning because in the morning shows where we're also, it's more, it's closer to four or $5 million for ABC and NBC and a little less for CPS. Uh, the percentage of that audience that falls within the demo as we call it, 25 to 54 is higher. And so the ads are kind of different. But I guess my point is that you still have a really significant number of people if you take the mornings and evenings on these broadcast networks that are getting their news from these places, which just gets back to the polarization, the polarized media atmosphere you were talking about before. I think in this atmosphere that the, that having the networks be seen to a certain extent. To the extent possible as above. The fright actually is important for democracy is Alex Jones get was I think 40 million a week, but they include like a website hits and they're big number. So it's a skewed number. I've spent some time with him to have you know him very well. I went down to Boston and I went down to Austin and sent. Yeah, yeah, yeah, yeah. How long a basically spent a day at hanging around his operation. This was, and I would say 2009. It was a while ago before the monolithic. Pretty big back then, but not what it is now

Speaker 5:          02:09:14       in 1999. Alex Jones and I put on George Bush, senior and junior masks and we smoked pot out of a bong and then danced around the white, not the White House, the capital building in in Texas for a standup video that I did. Yeah. I've been friends with that guy since 99. I listened. I listened to your recent podcast with, which was just it'll dimensional child molesters that are infiltrating our airwaves. Yeah, he, he went deep. We got them high and drunk and he went. It's amazing. He went as deep as he's ever gotten before.

Speaker 3:          02:09:48       Do you find that he is different when he's not being recorded? Uh, yeah. Are there, is there, is screaming and yelling.

Speaker 9:          02:10:02       That's him singing, by the way.

Speaker 5:          02:10:14       No, it's the. He made up these lyrics. This song is all him. I believe he might've ad libbed it to give us. Give me some volume on this.

Speaker 9:          02:10:22       Oh, that was the name of my dvds, belly of the beast from Austin, Texas. Strap yourselves. That's Alex.

Speaker 5:          02:10:39       he's so crazy. I mean, he's definitely different when he's not being recorded, but he is that guy, you know, he believes it's sincere. People leaves all this stuff. He believes a lot of it. I mean, whether it's correct or not, that's a different argument whether or not he believes it.

Speaker 3:          02:10:58       I was struck and we had, I spent a full day with them and then we had dinner with him afterwards who were not recorded. And uh, I was struck by the difference in demeanor, uh, off camera and not being rent.

Speaker 5:          02:11:11       Yeah, there's definitely that. I mean, not saying that,

Speaker 3:          02:11:13       leave it. I don't know. I'm not gonna. I can't, I'm not sure.

Speaker 5:          02:11:17       He's a showman for sure. What's really disturbing is when he gets stuff right. You know, like the World Trade Organization is a perfect example. He was one of the ones that highlighted the use of a agent provocateurs now what agency, who hires these people, but what they do is they take something like the WTO, which was a big embarrassment that people were protesting the WTO and they hire people to turn this peaceful protest into a violent protest, so these people come in, they were ski masks, they break windows and they light things on fire or do whatever they do that makes it violent and then they have the cops come in and break it up because now it's no longer a peaceful protest and so it got to the point where people were trying to show up for work. They had WTO Pinzon that aligned through it well.

Speaker 5:          02:12:01       They had created a no protest zone and they were taking his on footage on the news. They were telling people, you have to take the pin off. You can't go through this area where you work with a WTO pin on your backpack or on your jacket. I mean, that's crazy, and he highlighted that and made a in that use of agent provocateurs has been documented. This is a real thing and it's a real tactic that again, what agency, what, what faction of the military would fashion the government hires these people to do that I don't know, but it is a real thing and I did not know about that until Alex highlighted it on one of his V, one in one of his videos. It's been proven. It's been proven that it's real and so that alone is disturbing when you stop and think about all the different things that he's informed.

Speaker 5:          02:12:48       People of that turned out were real like operation northwoods when the freedom of Information Act came out with the operation northwoods document where the Joint Chiefs of staff at sign this and this was something that they were really trying to implement. They were going to arm Cuban friendlies and have them attack, wanted them obey. They were going to blow up a drone jetliner. They're going to blame it on the Cubans and they were trying to use this as impetus to get us to go to war with Cuba. You have, but how do you feel about the things that he's talking about that are well, okay, but let's talk about that first. I mean, there are things that are true. That's what gets really squirrely. What gets really squirrel. He's like when when you find out that there have been things like the Gulf of Tonkin incident, like there's many things that have happened where there have been false where the government

Speaker 4:          02:13:32       has conspired to lie to the American people and people have died because of it I think will. I don't know a lot about Gulf of Tonkin, but although I know more about it than than those other examples. I mean there are definitely cases where it's an additional interpretation to say that the government lied to take even something that's closer to hand. Like we have weapons of mass destruction as a pretext to go into Iraq right now. It's one thing to say that people knowingly lied about that Bush and Cheney knowingly lied to the American people about that or they were misled by people who are knowingly lying or just everyone got it wrong. Yeah. Like it was just. It was. It was totally plausible to everyone who was informed that he had a WMD program and they misinterpreted whatever evidence they thought they had and they were just wrong.

