Speaker 1:          00:00:00       Right, too.
Speaker 2:          01:16:56       I know what I represent, I know what I stand for, you know, and, uh, that meant a lot to me just to see him just specially in those times and days to be so strong and just paved the way, you know, just like Jack Johnson paid the way from home line of eating, you know, and in Mohammad, Ali paid away for us and so forth and so on with all the other great fighters. Um, but you know, we have tried to add certain moves, you know, uh, Evander Holyfield used to do this year step, step back, like a counter punch. He had tried to come in on you and then when he gets you to react, he has stepped back and tried to come and punch. We got certain codes that we will, it's just like baseball or whatever. We got certain things that we can say, you know, um, and then I'll know what they saying just so it won't be like, it's just regular boxing. Do the one, two, or staying like this because they understand what you're saying. But if you lose it in terms like give it nicknames or whatever, uh, we tried to do that or whatever, but how bad, how beneficial would it be for you to work with different people? I don't know. I don't know. I don't, um, I love my team, you know what I mean?

Speaker 3:          01:18:05       Say Ever. Not have your team, right. I mean, but I feel like a guy like you, you have so much talent. It would be fascinating to see you just, you know, take a day with Virgil Hill, take your day with this guy. Would you get together with different people to see, it just seems like you have so much possibility. There's so much.

Speaker 2:          01:18:23       My only thing is my own thing with it is that will, would they egos, you know, be able to handle mines, you know a lot of these trainings. How Big Egos, not saying that the the, you know, not saying that the guys you name have, I'm just saying in general, you know, I never worked with none of them but you know when the egos coming together, when the train to feel like they, you need him, you know what I'm saying and stuff like that then that's when things go wrong. You know what I'm saying? Cause some trying to do you need me, you know, they feel like if you don't have them then you know you're not going to be successful. You know, cause I didn't have guys coming, you know, and with, because I'm very dominant, you know, if if I don't see it that way, you know what I'm saying?

Speaker 2:          01:19:08       Not saying that, not saying that I would not do it, but I would put my input into, I'm not a type of person that just, if I see it some way you see it a certain way. If I see it some way then you know I'm not gonna Express, Eh, I'm not that type of part that just going to be quiet and just go along. I'm going to suppress my opinion. I'm going to tell you like, Nah, this is how I see it as well too. That's why my team is so great. Like they can see it and I could see a whole nother way, but we put it in together. We kind of make it mix where it can work. Like all right, I'm trying this and I see it. I could see, I could see one thing as well too in the ring, you know? And then we just make it work together.

Speaker 3:          01:19:46       The things is that you don't have any conflict in your team. You know how giant that is. Like, Hey, Jake is a fucking distraction. When you see fighters that aren't getting along with their coaches or I can along with their strength and conditioning trainer or whoever the fuck it is, man. As soon as you have issues with management, you hate your manager. I want to get out of my contracts. That fucks up so many fighters, careers it puts on the sideline for a long time. Andre Ward, I know so many of them on the sideline for awhile.

Speaker 2:          01:20:12       Brother Malique, Scott, you know there's a cro closest one of my does. He was a great fighter but because of management and stuff like that, he wasted so

Speaker 3:          01:20:22       many years. Yeah, it's very common. It's very common. So that's the beautiful thing about your arrangement. You seem to have everything in order.

Speaker 2:          01:20:29       Right? Most definitely. You know, I've got a great team man. You know, uh, Mark Jay, you know, no got, because you know, I've got to, I've got a great team of guys and um, they, they understand, you know, Jay never been in situation like this, you know, my long time trainer and I'm the first to come out of Alabama to do certain things that I've done. So we both have learned on the way, you know, especially being in the spotlight where you got more breathing, you know, two times welterweight champion, 84 Olympic gold medalists talks off. It's amazing how I can hear him though.

Speaker 3:          01:21:02       Yeah. Well it's amazing too that you got mark because mark when he was a welter weight was a phenomenal knockout artist and similar to you and that he was long and tall and Mark's always been like a very like even keeled intelligent guy, you know. So it's really interesting to see him make that transition to a trainer and with you. I think that's like a perfect fit.

Speaker 2:          01:21:24       Yeah, most definitely. Most w w when you can understand him, you know, he talks so soft, but you know, I'd been with him for a very long time so I could like, I could, you can be a thousand people in the, in the audience. I can, I can.

Speaker 3:          01:21:36       Oh, I remember back in the day, man, when, when mark was in the Olympics, man, I remember watching him fight on ABC wide world of sports. I remember when he fought Marlin's starling. I remember those days. You know,

Speaker 2:          01:21:49       he's a great guy. You know, the one thing about it is just everybody got positive energy, you know, that's big for me. It was just like you said, like when you get management and stuff you hate, you hate them or you know, don't want to work with them, you know, it'd be it, it brings a voice or some type of avoidance in the, in the group. Like when you, you know, want to do something, you don't love you like you love going to train. But because of this certain person, you don't want to be there, you know, it just knock your energy level down. Like I said, I've never dealt with it, but I've had friends that have dealt with it before. I've had my brother, he'd dealt with it before, you know, and I, so I, I've seen you know, firsthand. You don't have to go to court and

Speaker 3:          01:22:32       can't do nothing. You are on the shelf because of this and like, uh, over and over and over again. Parts the crazy, oh my goodness. Lawsuits. Yes. Trying to figure out how you get out of your promotional content outlines a lot of guys. Yeah. There's a lot of distractions. Make you not want to train because you'll feel like your career's not going nowhere. Well, there's somebody that needs guys because that becomes their primary focus instead of just getting better and preparing for the next challenge and always thinking about this legal issue you're going through. Exactly. Yeah. No, no. You're fortunate in that regard. You know, most definitely, no matter what people you look up on the mass,

Speaker 2:          01:23:06       because a lot of people like, well you need another trainer's it. But the thing about it, you got to look at it and we didn't made it thus far. Now, what other, what other guys in this sport is knocking every guy out, you know? Yeah, definitely making them hit the hit the canvas like me, you know, 40 and over 39 k. Oh, that's just not, I know, I know I got power, but it still, it still takes more than that. You know what I mean? Just you still gotta be able to throw the JAB and set it up to throw the right hand and throw the hook behind that and stuff like that. I got great trainers, especially in mark, you know, he's a great trainer. He teaches me as ways to throw the jab in different ways, you know? Although when I get in there and I, I, I look at it and I take my own judgment, but I also listened to him as well too.

Speaker 2:          01:23:54       And at this point in time, you know, it's gonna be, it's gonna be a lot more listening. Like I see certain things because one thing I never want to do is if I hear you, I see what you're saying, but it's not right there at that moment in time. And then I started taking what you see and then I wouldn't been getting hit in the head or get knocked out. Now I just never want to say, well, I'll listen to you when you, you got me put on the ground, but still listening to myself and getting, putting on the ground, you know what I mean? Um, but you know, I love my guys. I love my guys and um, I can't wait for this. I can't wait for the, for the get back into the gym. It's going to be a new, a new me.

Speaker 3:          01:24:33       I can't wait to watch the rematch, man. It was a phenomenal and, uh, I really appreciate you coming in here. I'm a big fan. I was a big fan before that fight and I think the world's a big fan now. So, uh, best of luck to you, sir. Blessing. Thank you so much. Thank you so much. These Deontay wilder, ladies and gentlemen, the broad bomber.
