Speaker 1:          00:00:02       Four, three, two, one.

Speaker 3:          01:27:44       And also the impeach thing doesn't necessarily get you out of the office and just, you know. So I think that a Clinton was impeached. Yeah. Yeah. I forget. Yeah. No, it's like it doesn't impeach. Doesn't mean you're fired as much as we'd like to believe it does. So I think it's way. If I'm in Vegas, it's way more likely. It's like the floyd mayweather, Mcgregor odds. It's like it's way more the bet. The bet that he makes it through. Yeah. I don't think that there's. Things are already off the rails, so I don't think we can go. Well, clearly he's spooky. Thing is a second term. I think it's. I think the reality is that after four years I visited, think if he does leslie for years that he gets to the end of four years, I felt like this is really hurting. It's also if it's because it's hurting his business brands, you know, like he's like, you know, people are canceling hotel reservations and like I think of the pcs is bottom line going down instead of going up, is it. I mean I've, I've, I've heard that like a bunch of people pulled out reservations from Mar Lago and things like that. So they take the name off of one of his buildings in downtown New York. That makes, I mean I can you do that? Is it a condo? So I think they decided to take the name off one of the war. It does not say. Yeah, people weren't buying condos. Didn't want to. Yeah. It's like that story made off business management. That's a good idea, right? Yeah. But I do

Speaker 2:          01:29:01       think that like if it's effect really [inaudible] like you know, it certainly has. There's reports that have like Ivanka is brands are down, you know, like the thing are not. They thought this is going to help that stuff and if it's not helping that stuff and at the end of four years and it's Kinda, I think he could leave because he's annoyed by it all, but he'll have some big speech about I have done what I came to do and I think I've really drained this. We'll just say he did and his people will be like, Yay. You know, talk about how unemployment was at his lowest rate in 15 years. Even though the arc that unemployment is on as the same like arc that it's been on anime arcs, let's all go to the same path that it was always there. It's always been on.

Speaker 2:          01:29:37       I think there was some initial speculation that he was going to be good for business and then there was some sort of a rise and that is, is that all. It's important. It's good for business trump name to be removed from three Manhattan apartment buildings. He doesn't own. Oh, he doesn't own them. Well, I think he sells. He sells his name a lot. He people think he owns more than young. Oh, okay. There've been owned by a Chicago based real estate equity from a, from Ra residential, uh, equity residential since 2005 now trump place. So they'll remain on the condominium buildings 200 to 20 to 40 Riverside Boulevard, which neither equity, residential nor trump on how weird for now. Yeah, they're going to remove it though, Huh? Well, a lot of it was he was selling his name to stuff or licensed because name of this stuff.

Speaker 2:          01:30:23       So it wasn't. People thought he had more than he had, which is why he doesn't show his tax returns because it's like, it's not as a it, you know, how weird is that? Does he doesn't show his tax return. The rules are different. The rules are different for, uh, for, for, for rich white men. The rules are different. But is that, is that like a mandatory thing? Because now it's obviously not, it's not a legal thing, it's just what has been done. And the problem is again, there may, they may make it after trump that it's illegal thing. All these things were sort of like that the president, just what had been done. And what people assumed would always be done. And then trump, the one shining grace of trump is that it proved it, that it exposes how that stuff isn't. That's we think there's more that it's more complicated to become the president and more complicated to be the president and that there's more restraints on the president than there actually are.

Speaker 2:          01:31:09       So now that we know that maybe, but when trump leaves, eventually I think it's forgetting Republicans, Democrats. It's on the benefit of humanity for the benefit for the entire world that the president doesn't have the, they can't launch nukes. That's just, I'm not making this a Republican, a democrat. It's just, uh, it, it should be a couple more people than just one guy. Or what about pardoning people that are criminals? Like how again, is that the case? Like you have laws, but then you have a president who apparently can't be charged with laws or can't be charged with crimes. Right. Which is why these women that were trying to sue him, they can't do anything about it now that he's the president has that would happen because I was like, man, he can't really do what I'm saying because it gets in the way. That's the way the unemployment line is going up. We can't really deal with women who say you were harassed is. Yeah. I think that's what when these women were trying to sue him when he was running for president,

Speaker 3:          01:32:00       I think he got rid of all that shit. Wow. I did. Was. I did. I was like, I should google that, but yeah, that would happen. Okay. I mean, can you pardon himself? How does that work? That's the thing. People don't. There's like this weird. There's all this stuff that happens in the law where they're like, we've never actually asked that question because nobody thought that was a question that you'd be asked. Like nobody ever thought that a president would think to do that. You know? So there's all these sorts of things where it's like there's no, you know, he would, he could sign a thing and then the supreme court would have to be like, is this okay? Is this okay? You get a number of pardons too, right? Don't they get like 20 or something like that? No, I don't think. Yeah, they, I think they have a limited number though.

Speaker 3:          01:32:35       I think there's a limited number of senior. All right. You got 50 letters. It's like you're playing a game. All right. Where do I go? Where do I go with these pardons? And now after he did a pile, it's like the, you know, it's, it's even mccain freaked out about our pile canes from Arizona and he knows, he knows our piles of criminal, you know. Now the question is why didn't you do something about it before mccain? Again, you don't have any jurisdiction in that way, but you could have been used or bully pulpit more effectively if you thought he was a criminal before this, you know, Mccain's defense. He had a brain tumor. I don't mean now. I mean I didn't even ago. I don't know how many do Obama. This is a list. I'm just scrolling down. It goes forever. Hundreds. Hundreds. Yeah.

Speaker 3:          01:33:19       And Obama didn't do the most. I want to be clear but. But yeah, I think there. Is there a limit? Does it say how many confer limit? This is justice dot Gov website. I don't think there's a limit. That's crazy. He pardons are so weird. Yeah, I know you're a criminal, but magic there is. I mean the part of it that should be good is there are many people who are in prison again, like we talked about earlier for things where you like the rest of your life. You know what I mean? Like, so there is a good side to this, but we thought that they would only be. A lot of times it's like friends and colleagues and you know, the way I would pardon people like Bradley Manning, Chelsea manning thing pardoned her. Right. That wasn't. Yeah. That was an example of you have served.

Speaker 3:          01:33:59       Obama was like you have served more than enough time. Yeah. Two hundred and 12 people, but that's not the most. I think that's the. Oh my God, and, and commuted the convictions of a further 1,715 people hillbillies. She had the thing where he went, he actually went to federal prison and talk to inmates and it was all nonviolent people. Again, the same thing. People who have been convicted of nonviolent crimes who were just languishing in prison for. No, you know, he smoked a lot of weed and sold a lot of weed. But you've been here for 30 years, you know. Wow. Yeah. Most of, uh, most granted clemency by Obama had been convicted on drug charges. I never receive lengthy and sometimes mandatory sentences at the height of the war on drugs. That's the scariest thing about that jeff sessions asshole. He wanted to bring that stuff back and bring back. Just say no and start arresting people for pot. Like, come on man. It's 2017. We got to catch up. Well, yeah, we got and we were about to catch up and we were, we were getting close. That will now we're getting, we're getting close. But like, because I feel like

Speaker 2:          01:34:58       even if you had a 45 year old republican president, they would be, they would be more open to things than the 71 year old trump, you know, are they are any 71 year old republican or Democrat just by the nature of the fact that like for the most part, 45 year old Republicans don't care about where people go to the bathroom as long as they, you know, old people shouldn't be running shit. I used to, I did this job briefly but it didn't, I didn't stick. But it was eddie like you can be too young to vote and you can also be too old to vote. The idea. Yeah. That like there's a point at which there's a part of life where you were in the world doing things and you're in the mix and there's a part where you're sort of like, you know, where, you know, I think well at least we should.

Speaker 2:          01:35:39       We should do some checks first. Like, yeah, for sure. Can you do a cartwheel? Yeah. Can you? Yeah. Can you walk a straight line? But I like how, how well does your body doesn't. It doesn't make sense that it would be the oldest person to be the. It doesn't make. It doesn't make any sense. It does. It does. If it's an incredibly wise old person who's like learned a bunch of things and has control of their ego and as a person who really wants to make the world a better place, but it's also awesome hgh so they can actually do this live up to the rigors of the job. You know what I mean? Like, well that was. What did you read about Obama? Not Obama, about people thinking that trump's on stimulants. I couldn't remember where I saw it from because when I looked back up, like that said, there is no real history of him using drugs.

Speaker 2:          01:36:23       People. I've had rumors that maybe he was doing like phen phen and whatnot in the eighties or something like that. I don't. I wonder where the guy gets the energy. Like when he was, when he was doing that whole thing with Hillary and then it was revealed that a hillary, when they were running for president was on new vigil or provigil, which is, um, a narcolepsy drug say give it to a fighter pilots to keep them awake. I've taken it before. It's interesting because she actually on it. Yeah, for sure. And a lot of people take that stuff. And what it does is it kind of keeps you awake and it keeps you alert. Even if you start getting tired, it keeps you from falling asleep, but it doesn't change it from up. Not, not at a press conference or it doesn't speed you up. Which is interesting because it doesn't like, it's not like tweaking. Yeah, exactly. It's not like a, an amphetamine. It's some weird thing. Yeah. It was essentially originally created as a performance enhancing drug, but they needed some sort of a, a reason to medically prescribed it to people. So they want a narcolepsy.

Speaker 2:          01:37:23       Narcolepsy is found it. Yeah. What do you got here? But is it legitimate? Is actual truth. But MSNBC, fun fact. In 1982, trump started taking an amphetamine derivatives, abused them only supposed to take two for 25 days. Stayed on for eight years. Really? How the fuck does he know when you're saying something like that, man, you gotta you gotTa have something other than fun fact. It's a tweet storm. Is there something at the end where he's got like a tweet storm? I love that fucking fashion. I just, I just texted it to like, what is happening to my life? Look at. Check out this tweet. Storm. Tweet, storm, Dr Joseph. What does it say up there? It said the doctor wrote the prescriptions. Dr Joseph Greenberg diagnosed him with metabolic imbalance, which we have never heard about again. Greenberg was later publicly shamed sham. Oh, slammed rather sorry.

Speaker 2:          01:38:15       As someone who provides uppers to rich people in Manhattan and medical metabolic imbalance of true could be a or electrolyte info. Insufficiencies anaerobic and balances, acid imbalances and assortment of related disorders that can have serious health consequences. Yet his other doctor, Dr Harold Bernstein Bernstein said he had been trump's dr since 1980 and never mentioned the metabolic imbalance found by Greenberg. How's he know this though? Like you have to Kinda like reading a book and doing research. So you've got to have. I mean he's a, he's a, he's a, he's a, he's a legit journalist, but I, yes you do have to eat. But he also certainly opening himself with being sued if it's not true. So you always kind of be sued if it is true. Right. But that would make sense because if you, if you see like how much energy he had when he was running, doing the campaign against Hillary.

Speaker 2:          01:39:08       God Damn. The guy never got tired. Yeah. And he would go up there to the White House, admitted it to me, said only for a short time for diet when he was not overweight. I countered with Med records. They cut me off people misreading drug was di Etho got. He's got the Duane Reed in Manhattan where it was filled at seven milligrams a day. Prescription filled at Duane reed on 57th street in Manhattan. Seventy 5 million other things? Seventy five milligrams a day, Huh? Yeah. I don't know what that is though. But he's, I mean he certainly is right in the book. He's apparently. Yeah. Yeah. He's interesting. He's certainly. Well that would make sense. That would make sense why he has this kind of energy. I know so many journalists that are on adderall and I have a friend who told me that they're all on it. I mean, I don't know what that means.

Speaker 2:          01:40:00       I mean 80 percent 60, what does it mean? But he's like, listen man, they're all on adderall. And that was one of the things that when I, what is it? What was his name? That uh, that guy that I'm crashed his car under suspicious. Suspicious. Michael Hastings. Remember that? Crashed his car under suspicious circumstances. And they said, oh, well this guy had meth in his died yet amphetamines in his blood. He was probably fucked up on pills. No, he's probably a fucking journalist. Yeah, they're all on amphetamines. Yeah. Yeah. Yeah. And that's what adderall is, a prescription amphetamine that you can get if he's like, man, I've been kind of dragging ass lately when Dr says never had that doctor. I've had the. I've been dragging ass lately. You should probably exercise and get more arrests. This motherfucker's real. You're right. But isn't there other things you could do? What I

Speaker 3:          01:40:54       needed to ask about these things, bro. I got back pain, I'm always tired, stressed, suited my back pain and I want to float through life with not a care in the world so I can take care of my family business. Yeah, I'm really stressed out. You need to organize your day better or that's not what I was looking for. Like to talk to a therapist. We got to get someone like Elon Musk. We got to get like some super genius. She seems to be able to do everything. Well that's the thing. The other sort of good side of this is that it is certainly opened up the possibilities of who can be the president. Like it is completely blown now will some person who's not a Republican, you know, like step through like Lilla liberal step through that will the Democratic Party support that person because you know, you hear like the rocket might run for president.

Speaker 3:          01:41:44       He was gonna probably do it while he's working out on a talking. He live streaming has run for president. Yeah, I mean, but, but the Democratic Party might be like, you know, are they going to get behind that kind of person? You know, they don't have a fucking choice. This is a rock to rock decides to run for president. I'll fucking help them out of the finding is people are like, we don't even know that the rock is a democrat. You don't know what. He's not a guy who has declared his political affiliation. That's true. And he's a, he's a, he's a rich guy. You know? That's true too. Yeah. But he's so rich. He probably doesn't even notice his taxes. That's what I mean. The Moroccans hit that elite stratosphere, but like feel like $3, million more for taxis. Like you just thought, fuck I gotta lift weights or you father trying to get to my pump on over here too.

Speaker 3:          01:42:33       Let's move on. Less depressing shed because I want to talk about some. I want to talk about your show and what, what, what has this been like for you? Because you know, your show is a very unique show on CNN and it seems like, correct me if I'm wrong, but it seems like you have a lot of creative leeway. Absolutely. Yeah. I mean it seems like you. Yes. That's the thing about the show that has been such a, it's been so cool because, you know, I've had a career where I was like a sort of in the trenches, you know, uh, for a long time just trying to figure it out and didn't think I'd ever get this opportunity in the way that I got. There was not some way that made any sense. But now I sit in a room. I just had a kickoff meeting yesterday and it's a room full of people, like what do you want to do?

Speaker 3:          01:43:11       Come out and, you know, and it's like I feel super a Hashtag blessed to be in that position because it's like, it was not something that five years ago it wasn't like, oh, probably end up seeing it and also to be at CNN that wasn't. None of these things were on my, like how did it happen? Uh, so after my show totally biased that Chris had executive produced. I was, didn't have a job, didn't know what I was going to do. We in New York and that was on fx and fx and fx x and then get the Fx Outta here. So yeah, it was on, it was on, it was on Fx. Now fx is legit channel, but we might show helped launch fx and didn't do a good job. So that's why the show got canceled. But uh, so I'd started to take meetings, like general meetings and I ended up at a.

Speaker 3:          01:43:54       and it was always sort of news organizations like little online, like I found it wasn't like entertainment channels. It was all these news things that thought like you could do something here with your thing. And nobody had a real idea and I went to CNN and met Jeff Zucker had the like a 15 minute meeting with Jeff Zucker where he was like, had 18,000 tvs on and gave me a news quiz. He's like, you pay attention to the news? I go, yeah. And he gave me a news quiz to see if I paid attention to the news. Like he was like, let's see, I'm give you a quiz. Like what did he ask you? It was all the kind of shit that if you have like at the scene in app on your phone, you would know all of it. It's like it was really like he was just the big news stories of the day.

Speaker 3:          01:44:27       Like it was like a. do you know what whatsapp is? WHATSAPP, which just been bought by facebook. I was like, yeah. So after it was bought by facebook, like it was like a game show and it was just like. I mean it was funny, but he just wanted to see. I don't know, people have, don't have much respect for community. I don't mean Jeff as, as people who are paying attention all the time. I think he wanted to see if I was for real and I was like, yeah, so and then so they didn't want to see your mindset. Well you know, are you concentrating on being the next Kevin Hart or Ashley, do you have any actual interests? Are you going to, can you come into this new space and be well, can you, because I'm seeing it and you can't. You have to sort of be paying attention to the news.

Speaker 3:          01:45:02       So can you pay attention to what's going on here? The bridge gate thing happening. It's like, what do you think Christie says, you and I sort of riff some things out. And he was like, all right, it's the same shit trumps on weight. So He. So then they had been pitched the show by this company, all three media now, main event media called black man white America where a black man travels around to all to white spaces in America. That was the premise and they told me that and I was like, bad, don't want to do like, you know, like I wouldn't want to do that. I would want to do it if I could travel more than just white spaces. And they liked that idea. And then the Guy Jimmy Fox, he hates when I tell the story because he's like, it was such, he does.

Speaker 3:          01:45:38       He's like, he realizes that it wasn't the best idea, but it was like, so then we changed it. He changed it to united shades of America. And then we pitched the Klan episode. That was my idea to talk to the pilot episode was me with the Klan. What the fuck was that like? I mean, it was, it's funny people ask me that. I feel like it's exactly what you think it was. It was. I mean, you know, it was a, I like because it was different versions of the clan. The big one was where they went to the, where I went to the cross burning what they call a cross lighting. A got to be politically correct. Uh, so it, I mean we drove, I drove into this place, I had the camera crew, there was one security guy. There we go. Uh, that was the first day of my first day at work on the United States of America.

Speaker 3:          01:46:17       That was the last thing we did that day. The trailer? Yeah, no it was, it was off in the woods and Kentucky and that was my first day on the job. This was the last thing we did was watch across burn and we and also when we got there we got there during daylight so we had to be there for several, like two or three hours while they did all their rights while I talked to them and interview them. They did rites and rituals and then it ended with them setting the crossword and they were more than willing to do all this on television, which is even more shocked. They mostly there, you can see up there. They mostly kept their hoods on, but one guy kept, took his hood off so you could see his face. But yeah, they were all there. I mean, people ask me like, why would they want to be on tv because everybody wants to be on TV.

Speaker 3:          01:46:56       Like we talked to a bunch of different clan groups and are they the producers? Did, most of them didn't want to be on tv, but there was like three or four that did because they were. They thought they were spreading the word. Maybe they were, you know, you know, what was their message like when you were talking to them? Like what? What was the reason for doing this? They believe America is a white country ordained by God that way they believe the Bible says that's true. They believe the Bible talks about America. It's like I'm not telling you what I believe, but they believe that the Bible doesn't think that the racist should mix. The Bible doesn't, you know, all these things that people quite of the Bible, the Bible's talking about donkeys. And they were like, you know, so the data. And they believed that America is a white country founded by white people.

Speaker 3:          01:47:35       And that, that the, that the people who like the black people in the Mexican people and eventually the Catholics and the Jews only they can say cooler with Catholics now that you state the Catholics should get to leave, go back home. And because America is a and end, the whole America is for white people is the whole white is just a different way of saying the white ethno state thing that a lot of the people rather than outright in the national white nationalist movement say. And so you know, they, they think that this is, that they, they think America's, they think this whole idea of America is that it's for whites only and that the rest of us need to go home. How does it feel for you? I mean, I'd be standing there with these people in the woods in Kentucky looking into the eyes of madness.

Speaker 3:          01:48:18       Why they're wearing satin sheets over their head with holes poked out for eyes, sort of. It was a lot of it. That was fun. I mean, it was like we got there, I got out of the car and there's a line in the, in the show where you can hear me before you see that I'm going like, oh, this wasn't a good idea, and that was really me saying this was not a good idea. That was not me making a joke because I see a phalanx of them and they're all standing there at attention and right when we got there, the guy who was an all blue was like immediately goes into a rant about Ferguson. It was in 2014, so it was all about Ferguson and how black people and police themselves and the white man is going to Dah, Dah, Dah, Dah, Dah. While at the same time they don't advocate violence because it's clear that at some point they were told if you talk about violence, the FBI will be here every weekend, you know, so they're like, we don't advocate violence.

Speaker 3:          01:48:58       We advocate self defense. We don't hate black people. We just love our people. But also black people can't look what they're doing in Ferguson that shows that black people aren't whatever, blah blah, blah are the equivalent of the white man. And uh, and so I had to. So when we first started shooting, there was just like, this guy was just going off and I just sorta was like having to take it and wondering is this going to be the next three hours of just like yelling? And the producer stepped in and said, all right, everybody, let's just, Oh, we got to check the camera for a second. And we slowed it down. And then we set up chairs. When we sat down and started talking. And from that point forward they were so excited to talk about their clan thing because they don't get asked that a lot that they sort of like eventually you would, if you weren't thinking that it was the Klan, you'd be like, yeah, this is just people talking about their lives.

Speaker 3:          01:49:39       I don't agree with them, but they're not. They didn't stay angry by the end they were like, oh brother, get good sleep as a good time. Man. They, they certainly hug it out. No, no. I said to the, I like, do not take any pictures of me hanging out. Like, cause I'm doing it as a way like, yeah, thanks man. But you know, try to reason with them. Yeah, no, I talked to like, because you know, because you go, well you know, like there was one point they said the Bible says that uh, that, you know, managed not to Dah, Dah, Dah, Dah, Dah, Dah. I was like, you put the Bible also says you shouldn't eat lobster, you know, what do you think? Well I just went to red lobster last night brother and you know, so they recognize the hypocrisy but they can't see why it doesn't make sense.

Speaker 3:          01:50:21       Like, you know, they, they don't see why like, well if you, you're just saying these things, these aren't, the Bible should not be the reason this is happening, you know? So it's just a convenient way to justify wearing their goofy clothes. Yeah. And so they, I mean they're, they said they don't. This was called the new clan. They don't hate black people, they just really love white people. But I feel like you can really love white people, but it shouldn't come with at the expense of black people feeling safe or anybody feeling safe. It's the same thing with the all right, you can think what you want to think, but nobody should feel like their safety is being violated in that process. So, you know, the funny thing was is that, so we would film it and we'd have to stop down because we were changing cameras whenever we stopped and they pull off the hoods off and they'd be like, man, it's hot under here.

Speaker 3:          01:51:00       And I was like, yeah, maybe you guys should have designed the hoods more breathable fabric. Maybe get under armour in here. But they didn't, we didn't use it on camera because we can show their faces. But yeah. So it was like they were like, there were some, there was like two different groups. There was one group who like was okay talking to me. And then there was another group where every time we stopped down, they would go away. They would walk away and one of them was this blonde was the one who was in red when she took her hood off. She was like, I mean she looked like the Brittany spears at 18, like this blonde, you know, as we sound earlier, maybe I don't know what a pretty white woman looks like. She was, but she was abroad. She had red fingernails but, and she was wearing a red, a red thing because she's fourth generation clan.

Speaker 3:          01:51:41       So her thing is all red and she looked like, because she's fourth generation, she was ready. You get to wear the blue belt system. I didn't get the whole fourth generation. So she. But she's like, so she like, every time she took her hood off she looked like she was like, she wanted to kill me, you know, it never. I never thought, well yeah or that they had never, never. And I was like kind of a couple of drinks. Dinner. You guys started dancing. I just feel like if I could just take you to la, there's a whole life for you at away from Kentucky where that you would have. You know, I can make a lot of money off your kid. Isn't it so funny though that it's just what you're exposed to. If you're a young child and you just don't understand your clan and your pr and there's black people, there's not enough black people in the community for you to go.

Speaker 3:          01:52:24       Well that's weird because he's black people are fine because in this part of Kentucky there's not a lot of black people. There are, there are some because that's black people everywhere, but there's not enough to like sort of for these people to interact with and you're told to avoid that black guy who works at the home depot. Then you ended up, you know, and you just see that it's like it's about circumstance. It's not necessarily about, you know, if we could get the. If you get people out of these circumstances, I think they would change, but I want to have the input of the environment that you're in. It just kits so people get so wrapped up in, in, caught up in it and it becomes how they think and it's. You don't want to stand out from the group, you don't want to be ostracized and there's a fucking cross.

Speaker 3:          01:53:03       It's not gonna light itself was okay. We're really excited. Like this one guy I talked to, we sort of built a rapport in that moment and he was excited to talk about how they were like, where'd you get the wood from? Why do you do like, he was excited. It was like, you know, it was like this old, this old cross, you know, like he was excited. He was excited to talk about this stuff and so we sort of talked on that level and I still asked all the. And I was like, obviously I don't agree with you guys. And I said it as like in a, hopefully at the angel let me leave, which I was kind of joking and also at the whole time I was like, I don't know what's, what if this is a setup, what if I'm here to talk to these 15 guys?

Speaker 3:          01:53:39       And then a hundred Klans members run out of the woods to take down CNN. You know, this is before fake news trump. But I was like, I don't know, so the whole time I was there I also felt like this could go bad at any time because when we pulled in there was a guy holding a, like a, like a rifle and we told them no guns and he was like, well I don't believe I'm gonna bring my gun. And so it just felt like this could turn. I'm, I'm not gonna do anything to turn it badly, but this could turn bad. And so it felt like it felt the whole time when I was making jokes with the client and people go, how could you make to the clan? I was actually using self defense. Like I was like, because if you're making people laugh, they generally.

Speaker 3:          01:54:13       And I wasn't making them laugh at my expense. I was just making them laugh about, well that's weird. Why do you burn this? That it actually felt to me like I could gain control of the situation. Did you have any sort of reasonable debate with them or report any back and forth with them? We like did. Was there anybody that you kind of felt like they saw how ridiculous it is? No, I mean I think we like, I would like uh, like I would make them laugh about ridiculous things that were happening. Like they were having a hard time, uh, like, like getting the car, getting care, seen rags to wrap the cross in like, and he was like, I need to. Clans went over here and I was like, what do we have to do to get a went over here? And they're laughing, but I'm like, it's.

Speaker 3:          01:54:55       But there's not a sense of like, here's what I felt like by the end I knew some of those guys liked me in that moment. I felt like they laughed when I said they were certainly trying to cheer me up, give me their business card. You if you need any help, find another class. Because there's some when we're out here that are full of Shit and you need to go to the real. Like there's. So there's that level of rapport. Oh. So there's like, there's factions that disagree with other faculty. Like it's like, I feel like it's very similar to martial arts school. This is the real, the real karate. So like, uh, even though did you guys start at the same school but he didn't get the real stuff, so. Oh boy, uh, yeah. So, but they were very chummy at the end, but also I was like, I don't get the fuck out of here. But I did feel like some of these guys went to bed that night going a lot of fun.

Speaker 3:          01:55:40       Now I'm not saying that like they dropped the clan thing because I didn't come back the next day, but they were like, you know, I, I left there feeling like I wonder if I came back like in it, you know, six months to stroll through and was like, hey guys, or are you wonder if you guys are on some sort of reality show where it's talking on an island for six months? Yeah, I mean I think a lot. I mean the reason why big cities are more generally more liberal than the surrounding areas is because everybody's on top of each other. Right? It just because everybody's on it. I don't have time to hate you because you make it. I like your Bodega, you know, I don't have time to become accustomed to each other and you realize it's just people. And then you also see the benefits of that thing.

Speaker 3:          01:56:14       Like, Hey, the Puerto Rican day parade is fun. You know what I mean? Like it's like the, your life experiences, your are benefited by the fact that you're surrounded by lots of different. That is really interesting when you put it that way. I mean you do find that the bigger cities tend to be way more liberal like New York and La in particular. Certainly more liberal than the surrounding areas. Like Houston is a blue dot, but it's not as blue as like Berkeley is the surrounding areas. Much different sugar land out there. Yeah. You get. Yeah, you go out there, the ranches crisp enough or run or are you a. You know, so I think that to me that's what the whole thing is, is that just not. You don't have enough. You don't get the benefit of having a diverse community because you're like, which Chinese restaurant do I want to go to and you want to go to the Chinese restaurant that's run by the Chinese family who was like, this was a bad idea.

Speaker 3:          01:57:04       Well, it's also the fear. Know the fear of the other when you're not around them. I think if you were around people all the time that are all sorts of different people, it just, you find assholes that are white and cool people that are brown and just sort of go, oh, they're just humans. We just were terrified and so we lump off into groups. So we somehow or another, I have people that we relate to. Well, I mean, I think it's a whole thing about like we are, we are, we have fear of the unknown and somehow I fear of the unknown is the fear that somehow that unknown thing is going to hurt us or affect us in some negative way. It's, I mean, you know, when Obama first went into the White House, I would have lost money on get out of marriage equality, gay marriage.

Speaker 3:          01:57:42       I lost month, like I was like, that's not going to happen. That's, you know, I, I, there was no, I didn't have a, I would have put 50 years, you know what I mean? Really? Why? Just because I thought that ball was moving in that direction anyway, but I still wouldn't have thought that it was going to happen in his, within his pr. I first I just did. First of all, I'm not the issue he came in campaigning on, so it wasn't like something that was. I didn't think it was on his, on anybody's agenda. I knew it was on some people's agenda. There were people working on it, but I didn't think it wasn't something that was like, we didn't, the combination didn't set that as a goal. It wasn't like a thing, like obamacare was like we need to fix this. So it sort of happened in a way that like the people worked behind the scenes to make it happen and then it just sort of woke up one day and opened our phones up and it was like, it's legal weight.

Speaker 3:          01:58:18       What? Federally? Yeah, federal. Yeah, yeah, yeah. Like you just sort happened. You're like, wait, wait. I thought nothing. That's it. That was one of the most disappointing things about hillary is that she didn't up until 2013, she didn't support marriage equality. Yeah. And I mean Obama was, you know, he had the thing that he sort of stopped talking about it for a series of years and then eventually it was like Joe Biden was like, I'm with it. And Obama had to be like, God dammit show. Yeah. I'm with it too. I wasn't ready to say it yet. Touchy subject amongst some people, but it. Yeah. But I think, and it still is among some people, there's certainly people's country, but it's, there's a critical mass of people who are like, it doesn't actually affect me. Right. And right now we're going through that with trans people in bathrooms.

Speaker 3:          01:58:54       Like it doesn't, it doesn't actually affect you, you know, people transmit, we go into the bathroom for the entire existence that there've been bathrooms. You just didn't know. It doesn't actually affect you. You know, and I think you think it, you were sort of saying, this is weird to me, this is scary to me, so it's wrong, but it's like, no, it's just weird and scary to you. Those feelings are just feelings of the unknown down now. The assess the threat that that woman goes to the bathroom. She have gone to the bathroom. Like there's not a threat that's coming after you. Well, I think people are scared of people taking their clothes off, but that's what it is with the generals are going to be exposed and they just kinda go crazy. Yeah. But they're. The generals already were like, it's cool. We just need bodies.

Speaker 3:          01:59:35       Like, you know, like the military was already had already accepted trans people. They're like, we just need bodies. We need people here who are good soldiers or the military ones. Real weird because he's a. He apparently did that while the hurricane was hitting. Yeah, he see pardoned. Our Pio did that and there was one other thing that he did that I'm not exactly sure what it was. He started bringing up again recently. Controversial things. Yeah. Yeah. Trying to get Mexico to pay for the wall. I could, don't do think the Mexicans would be paying for an education, take care of the poor people. So a lot of issues they have to take care of. Didn't have time for your father and there's just no way you can make them pay for the wall. There's not, it's not a thing you can't, you know. I mean, unless we're talking about invading Mexico instead of going into the banks, you know, like it's that we're talking about you.

Speaker 3:          02:00:15       Have you heard about the wall being a gigantic solar panel? One of the ideas to pay for the wall. The wall would be a gigantic solar power to generate electricity and pay for it. Oh that's, that's. But then he'd have to accept solar panels. Try to run into problems with the coal folks. Yeah. Yeah. Some people just want to burn trees, chop trees down. Mike Cole. Yeah. Yeah. So, so for me, the back, the whole thing with the show is like, it's for me, it's not about me coming to agreement with people. Sometimes it's people like I do agree with, but I don't know your issue a lot, so I'd like to talk to you about it. It's just about the fact to me it's like it's about we're going to have this conversation. People are gonna Watch this conversation and that will create more conversation.

Speaker 3:          02:00:56       Well, you're getting this weird opportunity. Be Key to be again, like I'm saying that you're you like I know you, so when I see you on tv, I'm like, oh, that's, that's, you know, that's, that's, that's normal for a television show. Do you notice when people take on the host of whether it's the tonight show or one of those kinds of shows, they automatically become this different thing than they usually are. They become like the host of a show, and for me that the reason that is is because there wasn't a. like, we're not, there's not a ton of these shows out there, right? So there's not like. It's like, oh, come on, I've got that show. It's like talk shows the minute I got totally biased. Suddenly I'm seeing articles about the tonight show, the late, late, late show and totally biased, wait what? And then I'm being compared to those people and I'm being judged against like, well last night fallon lip sync with Justin timberlake about talked to Laverne Cox.

Speaker 3:          02:01:46       That's not the same thing. So I, I read, that's why I didn't like about that is that people were suddenly defining me against that thing and I was not. And I would look at that show and be like, that's not me. And I had friends who watch the show and be like, that's not me. And then we'd write things for the show and I'd say things like this, I don't believe this, you know, or I don't feel as passionately about this as the show makes me think, I feel about this because we just have to get the show done. Whereas with this show I can go, no, I'm not saying that or I or I really want to say this and I can rewrite things and I can go, yeah. So totally biased. You did in front of an audience and it was more of A.

Speaker 3:          02:02:14       I don't think that that form works. I don't think that's a good way. I don't think for anybody. I don't think it's a good way to have meaningful conversations. No giant groups of people and yeah, everybody's clapping. Yeah. So you're trying to like play to them to make a good point. So you're not necessarily expressing yourself like what would this, what are the, what are the real thoughts going on in my mind as much as you're just trying to get those points, get laughs and I. Yeah, and the thing that I, and I give credit to Chris rock for this because he's the one who made me do the man on the street segments on totally biased. He was like, you need to get out there and people don't know who you are. You need to mix it up with the people. And I was like, I don't like.

