Speaker 1:          00:00:00       Young Jamie [inaudible].

Speaker 3:          01:52:40       Did you see in Dubai? They're already, they're building it now that we're those tubes so you can get from Dubai to wherever in like 30 minutes. Hyperloops uh, Elon Musk is the one that came up with it, but uh, in Dubai, the the first ones to actually fund it and raise the money and they're building it now. That's scary. That's a plane on the ground on now, son jumping a tube and just imagine the feeling of going 500 miles an hour, 500 mile an hour, a hyperloop train. That's not that fast. It takes you from Abu Dhabi to Dubai in 12 minutes with Smith's son. That's amazing. They're saying if they do it right in America, you can be able to live in la, work in New York every day. Oh my God. Fuck all that. Jumping in that first. You're going to be in that too. For what? At least 500 miles an hour.

Speaker 3:          01:53:28       It's going to five hours. No, no. That star that's just started to fuck you on must saying like 1200 miles an hour is what there is. What they're planning 500 miles an hour aside to think what like a plane flies. I don't think it's any faster than a plane. I can go underground. That's true. Yeah, so 500 miles an hour in a plane, but it takes you five hours. This is across the country for five hours. It's, it's inevitable. They're going to do it. It's going to be five hours now it's 12 miles, 1200 miles an hour. That's probably two and a half, two and a half hours to get tenured. A long time to do a long time. Go. Going to fast. Comfortable too. When you can walk around this tube, maybe it's uh, how big is this tube? Is it worse? Is it worse?

Speaker 3:          01:54:17       This smell, people's farts in a tube going 500 miles now on the ground or in a tube going 500 miles an hour in the sky. The Sky, the plan. How often do you just say fuck it, I cannot hold these motherfuckers. You let him so fucking, that shit is so rude. Cause most of the time you hold it in right most of the time and try to time it. You got a bathroom, you gotta do right? He's got damn good. Nailed it man. You ever just said, fuck it, I'm just going to go for it and whatever. I'm just gonna keep my eyes closed. Put your eye shades on the tender asleep. They just let them go. Dudes do that to me all the time. This guy decided to just go for it. I'm like, I don't know. It could either be this guy or that guy that recycled air, just fucking your world up. It's gotta be like a suction thing in your and the seat. So like a little button you press and it soaks. It does help. That shit does help a lot. They say, oh it's pretty good. It was probably for the farts. For the fights. Probably broad. You have a fucking fat wherever in a restaurant. Do you have a fan blowing on you? It blows. That's hard. Yeah. They need to fix that problem and claim for the farts and they never talked about it. Mark fans for 500% or you know what? Back when people used to smoke on planes, that's when they had them remember that these to smoke

Speaker 4:          01:55:44       on planes and then it got to the point where you could only smoke in the back. So they had a smoking section. Yeah, I used to fly back then. He was crazy. You would? I would be in those sections man. Cause I was, I would be, that's where he could buy tickets. People just like, they would say the only tickets that are available, the smoking section and it would cost less. You go into that fucking smoking section, just sit down people around your light and home in a two. Meanwhile you come on the whole craze smoking cessation point though. Yeah. Dice clay used to have a little bit about it. We're in a fucking toe. Don't have to go back to everybody's breathing the same fucking hell bit about a man. It was fucking hilarious. Yeah, it has a weird time when people used to go to smoke everywhere in restaurants, in Bar, everywhere you went, you would see people smoking movie theaters.

Speaker 4:          01:56:35       Now I love that. We tell you not to smoke in movie theaters where people would do it all the time. People get mad at him. Hey man, put it out. That was one of those laws that was at, that's what I mean. The government work. Totally Shit. Well, you know what was a good law? You know why? Because people were filing lawsuits. A lot of people that worked inside restaurants and bars, they were getting cancer, lung cancer from secondhand smoke. Imagine if your job was to be a waitress and you got to go to this fucking bar everyday people go, oh, gives you shoot booger. Well, it's a good job. Why should you be subject to being poisoned at a good job? Like you have to like, it's a crazy, it's not like drinking. If you're drinking and I'm not drinking, I'm right next to you.

Speaker 4:          01:57:14       I don't suffer anything. Yeah. But if you're smoking right next to me, and especially if you work in a place where everybody's smoking, man, you're going to die. Strip club baby. I never got him to cigarettes. You guys are flipped with cigarettes. No, but I've had them before. Go on stage before with Tony Hinchcliffe. I've taken a smacks snacks. He does. Yeah. They fire you up dude. It's like a, it gives you, it's a stimulant. It's, it's a, it's very much like a nootropic really very, very bad for your body for sure. But stimulant in itself, like tobacco is a stimulant for sure. 100%. I'll give you, um, if you could chew, I think it would probably be the better move. Like Donald gave me some of those chew when I was here and I was like, whoa. Like this stuff fires you up, gets you kind of like buzz.

Speaker 4:          01:57:56       Yeah, yeah, yeah, for sure. That's what that was. Smoked cigars, Bro. Bro. Bro. Bro. I don't know me from trying to load so that down and trying to cut way back on the Bros. But occasionally they sneak through the broan is if they ruined bro by con con. Anybody who's an asshole, bro. Come on Bro. He's a bro, you know. But um, yeah man, for sure. Like there's a, there's no doubt about it. It's, it's a definite stimulant. Like if you smoke a cigar, you get a buzz. You don't see a lot of smokers these days though. They're smart. People are smartening up. Well, you hang out with athletes. I hang out with zero athletes. There you hang out with comedians that don't smoke. Yeah. Comedians don't smoke these days way less. Way less. It used to be almost everybody. Swiss deleah doesn't even drink. Yeah. Well he never

Speaker 2:          01:58:42       drank, drank or smoked. There's a lot of guys who don't drink. Um, but back in the day, man, most guys smoked like are used to smoke dunkin used to smog. Joe Use a small red bands still smokes now. No, I never smoked. No, no athlete. Yeah, I was, well, I was healthy. I was still working out. Yeah. Like all the time I was doing standup in the beginning, I was kickboxing then like got to Jujitsu. I did Jujitsu straight through. Like I never, I never didn't actually say you can't smoke cigarettes and do Jujitsu, but you're going to get taught, you're going to miss a lot. And it's tough. I mean, you're, you're not just working out, you're playing a game of death and if you tap out because you fucking gas out that you got tapped out and then never feels that good. That's what Jujitsu is.

Speaker 2:          01:59:20       So, uh, people get obsessed with it. So, so much. You guys, why Joe Schilling is a crazy example. He's crazy. He smokes. Joe Schilling is a worldclass kickboxer and he smoked smoking all the time. Hello? Pack a day. Wow. That's amazing. They say smokes a pack a day. Not In Kansas coming back, but I think he was up to that. Yeah. Yeah. Not In quippy. Little while did it again. It needs to get on them. Robot dicks suck on one of them. Robot decks, those, uh, those vaporizers. Bill strawberry clouds. They do smell nice too. I don't mind if people do that. I don't think it gives you the buzz that a cigarette though though. I think cigarette gives you a very specific buzz. I think it was just chemicals, all that thick smoke. There's a fucking, if Eddie wants to come back and talk more theories on conspiracies, which is always wonderful.

Speaker 2:          02:00:07       Those fantastic. He's so mad. We barely talked about the UFC. Everybody's so mad right now. Zero option. They're a shit what we do and it's what we do. We're all like, yeah, UFC capacity. So much fun. So much fun. We saw the time but um, they did the FDA approved like 500 plus chemicals and to put them in a cigarette. So all designed to make you more and more addicted to. But did you know, cigarettes a never been less popular and uh, my generation they think is going to be the final kind of strongly get rid of smoking. Cause now it's just, it's more of a healthier kind of vibe now with millennials and stuff like that. So smoking is, you're fucked. Like really? No one's doing it. I wonder if too, we'll carry on. They need more of those dudes that get their jar removed.

Speaker 2:          02:00:54       See Lung cancer, because we're up here, we're in California. If we're down south in Georgia or some shit like that it, but that she went left and right to the point he had like a hidden camera and you put it on the chew section of a store on a fucking choose locked Pelican calm. Chewies shoot. People who Chew Chewies I dunno. You could, you could do, do what? Do Your chewy like have a club. Yeah. Yeah. You don't think they called tooheys? That's going to work? No. Oh well, um, we were talking about the smoke. You can chew and like Donald has fantastic cardio and he chews or dips. Was it a different, she'll dip, dip, dip paired the same thing. But the shoe was like, remember those old school baseball players look like? Yeah, they have

Speaker 4:          02:01:40       that shit like Lenny Dykstra. Yeah. You know, it's really crazy, man. That is probably very similar to what it feels like when you're chewing cocoa leaves. But the coca leaves are illegal. Like when those guys in Peru, they take those coca leaves and they put them in the side of their mouth and they chew on them and they showed them all the time. And you get, you also get actual vitamins from the flavonoids, I guess. God Damn Cell. Look at that guy. That many. Yeah, that's cat Jamie. That's the wrong stuff. You want to coca leaves that, that's God. That's a stimulant or a, a narcotic rather. That cat stuff is very much like a, not a narcotic. It's like meth. Dan's us. Yeah. It makes it crazy. They do a lot of crazy shit on it, but this stuff is a coca leaves. They take it and they pack their mouth with it and they chew on it and it has an effect, a stimulant effect.

Speaker 4:          02:02:32       It's similar to a cup of coffee. I've never done it, but I have had, um, a tea that was made out of it as a Matteto [inaudible] tea. Crunk no, but I couldn't shut the fuck up, which is always a problem already. It was like, are awesome depending on what your job is. No, it wasn't. Coke was, I wasn't jacked. I don't know. I've never done cuts. Work coat comes from, right? Yes, exactly. But it's chewing the leaves versus the processed soup. It's like the difference between getting your sugar from eating an orange versus eating like a couple of tablespoons of like real processed sugar. What? Like your body's like, what the fuck is this? Like where the hell is this shit coming from body doesn't know what the fuck you do with like a spoon of sugar. It's like Whoa, why is this alone? Where's, where's all the fiber?

Speaker 4:          02:03:18       Where's the fucking vitamins? This is just shit. What did you do? You crazy assholes. That's what cocaine is and that's why I can fuck with fruit. Cause the fiber, right? Cause they breaks down different and that's why I think these people that chew these cocoa leaves, they get a totally different experience than someone who does coke. I need to try it though. I never chewed the leaves. You'd be done with two popular to those should be legal bro. It should be 100% legal. It's illegal. The pride. You can't even have those leaves. The problem is you could take those leaves, you can process it into cocaine, which by the way is an actual ingredient and cocacola still cocaine is still, yes. Yes it is. They take coca leaves, they processed the coca leaves and they make medical cocaine with it. And the same plant that does this, the same processing place it does this ships the flavors of it to Coca Cola.

Speaker 4:          02:04:06       So it's one of the main flavors they use. Got Coca Cola and Pepsi Cola are two totally different tasting things I've enclosed. And one of the reasons why they taste different is coca cola used to have cocaine in it and now it's flavored by coca leaves. Google that coke is so much better than Pepsi Cooler that they still look at this, look at this. To this day dude, coca extractions is, it's got cocaine free leaves are sold to Coca Cola. Exactly. So they take these cocoa leaves, the factory processes them, turns him into medical cocaine and the rest of the shit that's processed

Speaker 2:          02:04:38       without cocaine in it is shipped to Coca Cola flavor knowledge. Hey, the medical cocaine when it's medical lidacain um, which is uh, one of the things that they use. It's like the gay cousin of cocaine they use it for, doesn't get you high but it numbs you up. Damn. Um, yeah. It's um, we took a lot of Coca Cola. They must be making a lot of medical cocaine man. Oh yeah. They must be making ridiculous amounts of it. I wonder how much the actual flavor they get out of the leaves versus actual cocaine. It's probably taken a lot of leaves to get cocaine's last time you had like a nice ice cold Coke Cola. I don't drink. It's terrible. It's terrible. I had a diet coke last night though. Well that's even worse. That's even worse. That shit is rarely do. But it said fuck it. It's Christmas dude. I did too.

Speaker 2:          02:05:26       And I had a regular coke, regular coke. That shit is delicious. So good barbecue. Come on. I'd wake up in the middle of the night and run down to the 24 hour liquor store and get a couple cans of coke and just like down in one drink. I had a drink hold cans in one drink. How was obsessed with sodas? Man, think about how much sugar, how much sugar in my throat. I'm addicted to that one. I just want the constant burn when it's cold too. Ooh, that's nice. That's nice. Pace the same. It does not taste the same out of those fucking fountains. You better stop calling that call. Look at that show your Goddamn Liar. That is not the same formula. You get to be out of Pfoa at 100% gotta be out of a can or a bottle or a bottle or that Mexican bottle with that cane sugar. But that green bottle, no, the ones that you get at certain stores, Coca Cola Green cause that's how you know having a pure cane sugar. Oh, green green's a different kind of is. They don't know what the fuck you're talking about. Again, Nicola [inaudible] worlds are attacking people.

Speaker 2:          02:06:37       Speaking to Paige vanzant, Michelle waterson. Not to be confused with Michelle Waterman. Ron Waterman, a coca cola life cane sugar and Stevia bullshit. Is this a new one? To put Stevia? Stevia is a good move. But cane sugar and Stevia, they put like a little, a little dab of Stevia and a bucket of sugar. Get that poison on my fucking face. People know Z. Do you, have you ever tried that? Oh, look at that. Oh yeah. Yeah. We have some here. We have saw. I love that stuff. They sent me a bunch of it. Not even paying me to say it. And we drag it on air, didn't we? I Dunno. What is it? It's soda flavored with Stevia. They make an energy drink. It's good. Stevie's good man. I like it. It doesn't fuck with you. I like to put it in coffee. Doesn't, doesn't fuck with your blood sugar levels. Tastes better. I agree. He's, no, it doesn't seem to have any negatives. I mean, I don't know what it's like if you abuse it, but I think he had a hundred oranges. Your body's going to feel like shit. I'll let you know. Cause I abuse the shit out.

Speaker 6:          02:07:36       Yeah. According to Dan Quinn now it's a, yeah, that guy is on the ball. So let's talk about I'm dominick Cruz and cody garbrandt man. Uh, yeah, two hours into the podcast people are like, fuck, fuck, it's, it's a boxing. It's a Coke Cola. But this is what happens when you have a producer or like, you know, engineer or a rather, uh, executive. Uh, you look at the, we'll get the money line code. He's not that big of an underdog. Well, cody's fucking dangerous. Super Dangerous. Here's the question. Like, is he ever faced anybody that moves the way dominic does? And we've seen with so many guys that they have a really hard time hitting dominic. He's a really hard time to hit. Okay, so dominic is a two to one favorite, correct? You know, which is a, I'd say that's, well, cody's one 75, so the real, the real spread is only 35 cents on a dollar a dollar bet.

Speaker 6:          02:08:28       Not, not crazy. No. That's swear. She got good. Dominic is what they're banking on. I think. You know, cody hasn't Mizzou. [inaudible] is best win, which was his last fight. So that's what got him this title shot. Here's something bank on him landing on Dominic. Here's something that people aren't talking about. Linacre and Tj dillashaw is on the same card. That's a crazy fucking fight. Linacre scary. Lineker super scary. He's terrifying. Building that little monkey. He's built like a chimpanzee dude. He like like a a pounder. And when I say a little racist, ladies and gentlemen, I call myself a month 35. Just want to specify Linacre wasn't any one 25. Yes, he was one 25. You wouldn't make the way that he has. He has a real talent and he has real power at that was scary. Scary guy. Hemmer cody's the hardest hitters. That latter one fight. [inaudible]

Speaker 6:          02:09:19       a different kind of hit her though. I think cody is lightning fast and like beautiful combinations and beautiful footwork, better technique. The angles that he cut when he knocked out. Um, uh, Thomas, uh, I made up when he knocked out Thomas Almeda like Amanda was undefeated, very scary and he cut some serious fucking angles and drop some bombs on him. I was like, whoa. Cody's back speed of entry. His uncle was alternative Olympic boxer. His Dad was a boxer and they just put this little ball of hate and to him, but he's a ridiculous wrestler to his kind of knockout power is a different kind of knockout power. Then Linacre Linacre is almost like a guy that is 20 or 30 pounds bigger than him. It's weird like he hits guides and you see them like, oh, like he's hitting you on the arms with these bombs and he takes a shot extremely well.

Speaker 6:          02:10:08       Like when he fought a Francisco, um, when you, when you watched the, the combination of those two guys unloaded in the first round, you're like, Jesus Christ. Francisco Rivera is a bad motherfucker, a very good striker. And he just decided to go to war with Linacre and Leonard who was just dropping bombs on them and you go, Jesus, he can do this even at one 35 maybe be even better at one 35. I and I, and I love to watch linacre fight. I don't think in for right now, I don't think could be championed with his, with that style of fighting. Don't and only boxing watch what happens. Watch what happens when Tj, cause it's easy to game plan for Tj and Dwayne lug width and go, all right, this is what we do and you're gonna see him. Angles makes it it up. I'm excited about it because I think tj spectacularly talented, no doubt, and Tj has amazing footwork and all that, the Duane system.

Speaker 6:          02:11:00       But Leonard has got something special. Man, I'm, I've, I've very rarely seen a guy at his weight class that hits people the way he does. It's a very, it's an almost like good, he's doing a different thing. Yeah. It's different kind of months or those fights are very similar where cody garbrandt just needs one to win the fight. Linacre needs one to win the fight. Dominic Cruz footwork's ridiculous. Tj dillashaw is footwork. Ridiculous. But you've got to think, you know, Tj Kol Hanan Barao twice dropped him in the first round with a straight right hand. It's not like Tj doesn't have power and Tj hooker power, he doesn't have the same kind of power, but he's got way more options as far as movement, you know? So it's going to be very interesting to see how you have this movement came and remember that fight only three routes, which hurts.

Speaker 6:          02:11:40       I finished Tj, tj because he's got to survive the storm. Yeah, Tj because tj moves so good man is hard. Like in the brow fight you saw it like right away, browse. Got that like linear style presses for five rounds though, right of that footwork's gonna that's gonna be hard to follow. If you're that straight forward pressure fighter for championship rounds, you're like Jesus Christ and starts wearing on you and then tj takes over. That's interesting. That's a good point. I think Tj uh, is, is definitely in a tricky situation because he wanted that rematch, wanted that title fight. He was really close in the first fight with dominick Cruz. It was a real close person. You just told me they were like, you won that fight. I think Dana even agreed was like, you won that fight man. It's a very close fight, no doubt about it.

Speaker 6:          02:12:23       Well, whoever you believe won that fight and then dominic goes on and beat Shariah and beat them handily. And now dominick is stepping in to fight him and he's got a, he's, he's a fighting cody and he's got a really tough fight on that, on that same card and a really tough fight where if he loses that fight, fuck man back in the line. This is, and this is a guy with that is missed wait a couple of times and Linacre is like kind of tricky in that situation where he's Ms. Wade if at featherweight or I miss wait rather at a flyweight yeah a couple of times. And it hasn't he Ms. Wade at Bantam weight to one. Yeah. So this is a guy that's going to come and biggest fuck is very dangerous. Hit super hard. Like in a creepy way. Creepy hard almost. So almost like a, it's almost like a heavyweight fight for Tj cause you make one mistake in lineker lands, it's over.

Speaker 6:          02:13:11       You're fighting dom, you make some mistakes and get lit up. He's not going to end your night show, pull up linacre versus Macdonald. Macdonald is a fucking straight killer. That kid's a bad motherfuckers. Yet the patient has had some injuries. Yeah. I had some injuries lost to Uriah. Uriah mauled him. That was the big one. When you're I in Merch, dumb cause that he finally came back and then you at Merck dumb, he went away. It was one over your eyes. Finest performances. You're right. Cracked him with a right hand, got ahold of that neck and just put the full uriah on them as far as his, uh, his key, a teen that mounted guillotine just fucking, but it's almost like the one 35 tournament cause you have, you know, you have a cody and dom, they have Tj Linacre. The loser's going to fight the loser winner's gonna fight the way.

Speaker 6:          02:13:52       Yeah, let's watch, check out that if you could to find that fine. Linacre versus Michael McDonald. Kao I had it but it didn't pull up it wrong. Fifer oh these sons of bitches areas. So like Michael McDonald, like real classical style, real good at punching power. Not built like a scary guy, but a vicious knockout artists like one of those guys where the body really sort of, uh, is uh, is very deceptive. And remember he was like top, top prospect. He was a big, big prospect to see Uriah or Hanan Barao first he lost a hand and Barao. Right, and then he came back and fought uriah. Wasn't that the case? How tall is linker? He's short. He's short, but he's about the same height as dwight cow. Five says. I don't know. I don't, they don't think he is. Honestly. I think he's five four. He's a small little dude.

Speaker 6:          02:14:40       He's a small guy but hits like a fucking mack truck. Almost creepy in his power man. Like and in so confident in it too. But again, to the point where I don't think he's going to be champ. You look at a guy like John Dotson who just outworked them and I thought he lost that fight. Granted they gave it to Lynika. Yeah, well it was close enough. I mean, oh look, look, he heard him there. Look, he heard him there. You could see Mike McDowell steps back and it's like, oh Jesus. There's a feeling that guys get when he connects on them when you see it in their eyes. So like, Holy Shit, this is a different thing here. It's a, it's a, that's not snowflake. That's not snowflake move. Yeah, no. And he's, he's also got a ridiculous Chin when he foot, when he stood in front of Rivera, it's going like this, like, come on.

Speaker 6:          02:15:24       They were just banging it out. And Rivera fun but rare flattens people. So as you watch like Linacre walk them down here, you're looking at this kid who's just got unique power. Well, like really unique. And even a guy like, oh, look at that. Boom. Michael McDonald recognize he goes down there, I look, he goes down again, boom, boom, boom, boom. And linacre just stands in front of them, bites on his mouthpiece and fucking malls on Mcdonald. Landed one deal and Linacre ate it like a tic TAC. And he's moving forward. Boom, take home. And he rocks him again. And he's just undeniably confidence in his ability to walk you down and smash. You. See what you can't do as loan back yet and get your back against the kids. You gotta move, man. See I've heard him again times more, 10 times more, 100% but the question is, is there going to be exchanges were dillashaw is inside of his range and we'll one of these things land and once one of those things do land, we'll dillashaw continue to engage the same way like boom, boom, boom.

Speaker 6:          02:16:20       Or will it be over right lands. But tj takes a good shot and has never been a guy to stand in front of you like this and Oh look at that. And we see his head gets snapped out. What [inaudible] talking about. It's very rare that anybody has that kind of destroying power. Remember that? Remember Tj can wrestle too, so if they're getting close he'll take his ass down. The difference between him and Dotson at one 35 and I liked Dotson at 35 I think he's better at 35 then 25 I just think he just kills himself too much to make that weight. Like when you fought GAM Berrien is dotson can sneak in on you and your son too. And when they fought, did they fight at 35 or 25 when it came bands and, and uh, and Linacre fought does at 25. Is it 100% of the 25?

Speaker 6:          02:17:05       Yeah. Is it, you might be right. I don't think that's the right weight class for dots. And I think Dodson we'd be at both guys. I think both guys were way better off without destroying themselves. Those are fun fights man. And then on the pre the fs one prelims are stacked. You got Neil magni versa. What's that catch weight? One 36 and a half wait or no? So it must've been like a last minute decision to, to have that fight. So That's interesting that Dodson and him went to war and linear one that decision. Yes, I 35, but I thought, um, you talked about some one. Yeah. Um, here's the other thing about Tj. You got to think how long has tj really been with Duane Ludwig and he continues to get better with Duane Ludwig? It's only been a few years. So in the last couple of years, like we, you know, we will do, we've seen, we've seen the two big fights with Hana barrao where he marked him, right, which are the all time career highlight performances.

Speaker 6:          02:17:55       Right. Joe especially the second one that Joe Soto fight, which was an interesting fight because taking a real tough guy on a real short notice today, none day, one day during the way in trying to make weight falls asleep and bangs his head on the wall because he cut too much weight. Joe Soto steps in. And so tj makes that adjustment, wins that fight coming back, beats the shit out of Barao and the rematch like really dominated him in the rematch. Those are like, you know, real highlight reel finishes, all three of those fights. So then, uh, he goes from that, the really close lost to Dominick Cruz and then beats a sun sal. Like he took a chance with a sun sal. A sense. Yeah. He beat us on site, look better in the sun south fight. Then he did in the first time they fought. So he's showing improvement just in that fight.

Speaker 6:          02:18:38       You just got to wonder what this is going to look like, what linacre versus him is going to look like. Very, very interesting fight. Great. Matchups fuck yeah. That one particular, what do you think about cody and Dominic? Do you think the code he's going to be able to, like when you look at cody move and you see his success against guys like to Gawky against guys like Thomas Almeda and then you see what dominic does to people. He's in front of you. He's not. He's, he's shuffling stances. He's off to the side. He's got his hands down. He's moving in this really fucking weird way. That's real tough to emulate. I love cody, but the x factor, here's, we haven't really seen them. Faith top competition. Mizzou [inaudible]. He's older. He got merck before from Dominic. Ben. He gets murked by cody. We saw promise in Almeda. We saw him fight a really promising God. Again, young guy, not level of dominick Cruz

Speaker 2:          02:19:28       or we haven't seen with the movement. Right? The thing that I like about cody, so damn game, I was talking to a lance palmer at team alpha male and they're like, we've never seen theme like it, like fight week. If he sees someone and he needs to work on this, but he's just young and hungry. He goes, if he sees someone from the other camp, he tries to fight them in the hallway. He's just like this pit bull man and he's just so god competitive. They're like, wait, we have to have a coach with them at all times, author. He won't leave. He won't leave the gym. If you see someone else from the camp tries and fight some, but don't think that that's a waste of energy. 100% he's young. He's young. It could be an exaggeration though. Could be for sure. You have had a problem with one dude once.

Speaker 2:          02:20:06       We're sure Friday bravo now a sudden talking. Reasonable now taught now. Now talking common sense. That sounds like fake news. Let's go over the rest of the car and popped the whole card. Jamie. The big thing on this is, um, can cody Land Kenny? But Kenny, keep up for again, five. It's five rounds. It's five fucking rounds, man. Do you think about anything about these guys? They're both real good man. They're both real good, good ground fighters to Louis Mocha and Ray Borg. That should be a very interesting fight. Fun Fight. This card. It sucks. Cause how about Canaan? Verdo [inaudible] the guy that pulled out on a, he was supposed to be fighting, um, uh, Ian and pull down on real short notice. Remember that smoke? It was fun to watch or got hurt. He's really both fun to watch as small. Got For an American Russian or actually from the eastern bloc? No, he's American American. He's like, yeah. Where's Louis [inaudible]?

Speaker 2:          02:21:03       I Dunno where Louis is from. It. What sucks is cane for doom off. That'd be fun. Hawaii. Oh, he's Hawaiian. That's right. Dot. Last Samurai. That's why it's Da. That's right. His Dad's probably rushing them. Sao Dare you come on. Small gun. Is that a, is that a Russian name? Hell yeah. You go back to that on man. I don't know anything. Smoker, smoker. What is that? Uh, when you say it like that, that on slide done it smoke a bro. Um, whereas where's, what's his ethnicity? It just might be Hawaiian dude. He might just be straight Hawaiian. Get on Brazil. And his nickname is a wiki page. Does he have a weed smoke? You might be a mad stoner and he's Hawaiian is fuck yeah, he looks pretty fucking Hawaiians are killing it, huh? Holloway. Oh yeah, man. Well that's a crazy island. When you're stuck on an island with dudes and you got a problem with them, you can't just fucking drive away.

Speaker 2:          02:21:52       Like that's a completely different mindset. You can't drive way. Got It. I'll live in an island. You're hanging out together on a volcano. It doesn't say anything about his ethnicity. He's Hawaiian, Bro. That's why this shit, man. Let's go to the uh, Amanda Nunez. Ronda rousey fight. If you got to put some money down, what do you, what do you think, man? Who the fuck knows? I love saying who the fuck knows because you, we haven't seen Ronda fight in over a year. We don't need your head. They're looking at her body. She's in insane shape. There's a pictures of her online throwing punches and you look at her back, you're like, yeah, oh, leash and seen him. She's down. She's down to fight. Wake. Wait already apparently you know, I think losing to someone like Holly Holm the way she did and to be tired and get beat up and the whole deal like look at her back there, which was punching the speed bag.

Speaker 2:          02:22:41       Jesus, that's, that's ridiculous. Damn. So if you think about the way she lost that fight and how she looked physically, she didn't look nothing like this. Like not even close. Like she's got all these videos of her running up hills and all this different stuff. She looks like way more fit. She got tired in the fight with holly and that was a big factor is also getting hit was a big factor. Getting stunned right away and but really solid conditioning will allow you to recover better than not being in such good shape. Especially when you get hit in the Ed. It's a, a big factor with the guys that are super, super fit is how they bounce back. You know, like, um, Neil Magni is a good example. You can stun that guy in the first round, but he's so fit. He bounces back for her to that, that holly fight.

Speaker 2:          02:23:26       You should, the one thing that Ron, she always comes to fight. She's always in shape. She takes that, you know, personal, it takes it, it Kinda upon herself. She did not have the same sort of dedication towards that fight with holly that she's got towards this fight. Physically it doesn't let us think. We know physically. You can say that, but we don't know cause she'd been shooting movies. She won't do Prescott. Right. You know what I'm saying? So we don't know. She could take her down her judo and not try to strike with, they're just clinch up. Do that judo trip. Take her down. Anybody's in danger of that arm bar. That's what she's so god, she's going to mandan and this could easily get caught in that arm bar. Wouldn't shock. Here's a question for age. He's got to drag her down. Here's a question.

Speaker 2:          02:24:03       Where do you guys, do you think she has the coaching to make changes where she just doesn't pull forward on a man Nunez and get punched in the face course she's going to become, of course she's going to take her time. Of course she's not going to go out there reckless. She's going to take your time. That's how she came round around Shit anyways, and it seems like common sense. Don't fucking get crazy. Get in there. Just fucking get the blood going. That's not her. That's not her. Eddie. She didn't get to man. That's a guy named Mike Tyson. Gay Sound Outside and Jab and do. She might try to overwhelm arm, but she's not stupid. She's going to learn from mistakes. They just fight a cleaner fight. More movement, more head movement. The surgery, she's had knee surgery since then. She could take Amanda down. I think she can take cat cat cats in Ghana had a real hard first round and the first round Amanda Nunez is beaten the shit out of her cat Nunez. [inaudible]

Speaker 2:          02:24:51       Nunez. Cat Cat came back and stop new needs. That's either I got her on the back for a cardio. If, if Rhonda, again, it's tough because what makes Rhonda great is there's this flurry, there's the exchange. Next thing you know you're f she fucking hip toss you and you're an armbar. Right. And that's the thing. She's not really going to sit on outside. Be patient. That's not her. But if she can like if it's a dog fight, I think Rhonda, I ended up catching a fourth or fifth round cause Amanda, she starts off like a tidal wave and we've seen it in her losses. She kind of slows down. She just does. Yeah. Well it's going to be interesting to see if American top team has been able to do something to mitigate that. If they've, who knows what kind of strength conditioning program she's under now.

Speaker 2:          02:25:31       The only problem, I see it quite as quick. If Rhonda takes her down and ends up on top, she might have a hard time passing Amanda Nunez Guard and we'll see. Like Rhonda is not, she's not known for guard passing, so that could be a problem. Maybe she'd shake Craig scrambles Eddie. That's her thing, but it's a letter to him to get up. If she can get her on her back, how will she, she deal with passing the guard. She really doesn't. She goes to it and then she's going to transition from there. You got to deal with it. With a black belt in Jujitsu, you're going to have to deal with the guard pass. It's nine to really does submit anybody. It's not a fee. Rhonda could get on top of her that well. She is a black male shape. She submitted me. She tape.

Speaker 2:          02:26:10       She's a black belt in Jujitsu and a chair after mcmahon too. She battered both of them and submit both their asses and then different submission that she submits. Her Mcmahon. She submitted a cat. Definitely have submitted Misha. I got beat her up. No, not cat. I'm sorry. She submitted me Hsa. She submitted Nisha, that whole thing. She did the same thing to Sarah McMahon. I think she cracked her and then and then put her away with a choke. The one pretty sure the one thing she has over Rhonda in this fight, it's power. She has vicious power. Striking. And I say that's it. I'd say that if Rhonda does come at her full clip like that, it's a very risky proposition. She can crack so fucking hard. But if Rhonda feels like she can get closer to that, here we go. He's not shocking, man. Punch.

Speaker 2:          02:26:54       Right? She's not scary. Oh yeah. No, she's talking about Amanda. Amanda Nunez. So she's working girls. Only one shot. She's dropping them. And Shanna Blazer. No, she's marking girls. Yeah, she needed, Amanda does clench a punch as hard as any fucking woman in that division. She might be the hardest women puncher in the 135 she's the hardest one. And punched her outside of Cyborg. We'll sidewalks. Not One 35 just saying females in general. She's the hardest punch outs. Sideboards of difference. You want to see her fight. Watch this in my mind. Stays the same. Do you see the fight with me? I agree. Did you see her fight with me Sha Amanda Nunez? Nisha? I, yes, but I forgot all about, uh, Amanda knew this. Stopping Misha. She beat her up. She wanted to know. Okay. What about the Sarah McMahon fight? I don't know. 200 go before that. Because before that is when she was beat her up on the feet.

