Speaker 1:          00:00:01       That's very cool.
Speaker 3:          01:27:15       But why? But then you have to answer what we know, what we're made of. So we know how those particles behave and interact. So. So why did the particles not a in any way interact with that stuff? Because we interact, we don't know if that's true. We don't only just interact with it, so we interact extremely strongly with it. We're interacting with it now. Yeah. Every movement I make is the interaction between that. Every man have. Yeah. Yes. When everything. If I moved my fingers or everything that I'm doing is an interaction between that stuff and me, so it's a very strong interaction with matter, but we don't see it in all our precision measurements. Well, the answer for that, the answer is because it's not there. The answer is Jesus and you can't measure God. That may be an answer, but the point is you as we'd sell it for earlier with absolute space, if you can't measure it, it's not there. Right? It's,

Speaker 4:          01:28:17       but for, for whatever reason, for people, there is some incredible motivation to find a divine something or another that's there's something greater than this physical being that there's something. What do you think that is? Like what is that compulsion?

Speaker 3:          01:28:36       We. We've already talked a bit of balance it. I think it goes to the the heart of this question of what it means to be human. So I would say that being human, the answer to that, I don't know the answer to the meaning grid, but the answer would be, uh, we are small finite beings, right? Which are just clusters of atoms as we said before, a very rare, but we understand roughly how they, how they came to be, and we have a limited amount of time, not actually unfortunately, but because of the laws of nature, the laws of nature for bidders to be immortal, they, they, they, they a mortalities ruled out by the laws of physics, but also actually what is it? What's interesting about if you look at the basic physics of the universe going from the Big Bang to where we are today, then the physics is driven by the fact that the universe began in extremely old state because it was a very highly ordered system and it is tending towards a more disordered system at the moment and that's called the second law of thermodynamics.

Speaker 3:          01:29:51       And it's that basic common sense thing that things go to shit. Basically it's the second law of thermodynamics. What we strongly suspect, and I would say no, is that in that process of going from order to disorder, complexity emerges naturally for a brief period of time, so it's a natural part of the evolution of the universe that you get a period in time when there's complexity in the universe, stars and planets and galaxies and life and civilizations, but they are. They exist because the universe is decaying, not in spite of the fact the universe is decaying, so our existence in that sort of picture is necessarily finite, unnecessarily time limited, and it is a remarkable thing that that complexity has got so far that there are things in the universe that can think and feel and explore it, and I think that is the answer. If you want an answer to the meaning of it all, it's that, that you are part of the universe because of the way the laws of nature work. You are allowed to exist, but you're allowed to exist for temporary for a small amount of time in a possibly infinite universe.

Speaker 4:          01:31:07       One of the biggest mind blowing moments, I think, of my limited comprehension of what it means to be a living being was when I found out that carbon and all the stuff that makes us has to come out of a dying star, like that alone, that there's this very strange cycle of these enormous fireballs that forge the material that makes Brian Cox like what? That, that one alone that there is some strange loop of of, of biological life that comes from stars, which is like the most elemental thing that we can observe. We see these things in the school. You see the sun in the sky. It's this all powerful ball fire and

Speaker 2:          01:32:00       that that is where the building blocks for a person come from and they will be from the carbon atoms in our body that you're right. They all got made in stars because there was just none of it at the big bang. There's only hydrogen and helium tiny bit lithium to be precise but nothing else, and so it was all made in stars and it's probably from different styles. You know the acids in your body. They're not all from one star that cooked it and then died. There'll be a mixture of stuff for many styles in your body now, and I agree with you. The what more do you want? You know, when, when I see people go, I want more than that. I wouldn't. Yeah, it must. There must be more to it. What do you mean the, the, the we, we had, we were the ingredients now voltage were assembled in the hearts of long dead stars over billions of years and they've assembled themselves spontaneously into temporary structures that can think and feel and explore and then their structures will decay away again at some point, and in the very far future there'll be no structures left.

Speaker 2:          01:33:01       So. So there we are. We exist in this little window when we can observe this magnificent universe. Why do you want any more? I think too, people will. I think a lot of people aren't aware of all the, all the information, right? And then I think on top of it, for some people it's just, it's so overwhelming this, this concept of 13 point 8 billion years of everything to get to this point that we're at right now. It's so overwhelming that they want to simplify it and want to put it into some sort of a fable structure. Something where it's something that's very common and similar and familiar. Yeah. I, I, I agree. Um, and, but I think that's the, the is the, the, the journey that we go on, the real treasure. I think it is in that journey of trying to face the incomprehensible.

Speaker 2:          01:33:57       It's in that realization that it's almost, it's almost impossible to believe that we exist. Right. That's, that's, that's a wonderful thing. Yeah. And I think that that's what I think you miss out. I think if you decide to simplify it because you don't want to face that, you don't want to face the infinity that's out there in front of us and you don't want to face those stories as you said, that you look at your finger and it's ingredients cooked in multiple styles over billions of years. That that's a. to me, it's a joyous and powerful thing to think about. Yes, and I think you're missing out if you don't want to face that. Why I think the distribution of information has changed so radically over the last couple of hundred years and particularly over the last 20 that you're seeing these trends now or more people are inclined to abandon a lot of the.

Speaker 2:          01:34:54       Even if you remain religious remain you. You keep a a thought or a belief in a higher power. People are more inclined to entertain these concepts of science and to take in the understanding of what has been observed and documented and written about amongst scholars and academics and there's more. There's more people accepting that. Have you looked at the number of agnostic people now as opposed to 20, 30 years ago? It's, it's, it's rising, it's changing and I think there's also because of you and because of Neil degrasse Tyson and Sean Carroll and all these other people that are public intellectuals that are discussing this kind of stuff, people like myself have a far greater understanding of this than I think people did 30, 40 years ago and that trend is continuing, I think in a very good direction. Yeah, I mean, you know, well we should say is that science, we don't know all the emphasis, so we don't know where the laws of nature came from.

Speaker 2:          01:35:57       We don't know why the universe began and the way that it did if indeed at the beginning, so it doesn't know why the Big Bang was very, very highly olded, which is ultimately a show. And Carol actually you mentioned him often points out it means right, that they. The whole difference. The only difference between the past and the future so-called called Arrow of time is that in the past the universe was really old and it's getting more disordered and that's that, that, that necessary state of older, at the start of the universe, which is really the reason that we exist. That's the reason cause the universe began in a particular form. We don't know why that was so we, we, we will probably find out at some point and it'll be something to do with the laws of nature, but so I'm always careful. I don't want to. Science can sometimes sound arrogant, right?

Speaker 2:          01:36:51       It can sometimes sound like it's the, it's the discipline of saying to people where you're not. Right, and it's not the discipline of saying you are not right. It's saying this is what we found out. Yeah. So it. I, I liked to say that it provides a framework within which if you want to philosophize or you want to do theology or you want to, you want to ask these deep questions about why we're here. You have to operate within that framework because it's just an observational framework. So everything we've said is stuff we've discovered, it's not stuff that someone made up, right? We, we, we, you know, we understand nuclear physics, we can build nuclear reactors for example, so we understand the physics of stars. So we understand that the styles built the carbon and oxygen and we know how they did it and we can see it because as I said before, we can, if you look far out into the universe, you're looking way back in time and as you look back in time, you see less carbon and less oxygen. So we have a direct observation that in the earliest universe there wasn't any because we can see it and now we see that there is some and we

Speaker 3:          01:37:56       know how it was made. So I think it's so. It's important to be humble when you're talking about science and you're not saying this is the way that it is. I mean you are in a sense, but it's not. It's not able to answer ultimate questions at the moment is not able to answer even whether the universe had a beginning or not. We don't even know that. And I gave it to, um, I was asked to give a talk to some bishops in the UK about cosmology and I said, yeah, that'd be great fun. And so I went and I gave him this talk and, and, and at the end I said, I've got some questions. So if the universe is eternal and it might be, it might not have had the beginning. If it's eternal, what place is there for a creator? You know, that's, that's a good question.

Speaker 3:          01:38:44       We didn't, they didn't have an answer of course and eternal creator, but yet. But I think that these, it might be eternal and we might discover that. So we don't, we don't know at the moment, but we might. So I think my point is that these other human, a decisive, very natural to religions and natural thing, right? People you see all across the world and all different cultures. But I think that in the 21st century it religion needs to operate within that framework. If it's going, it's going to operate. There are still great mysteries and it is appropriate to think about what it means to be human and are giving you my view of what it means, but, but I don't think the problem comes when you, when you're your theology or your philosophy forces you to deny some facts, some measurement. Now these things that measurements, we were not saying, it's not my opinion.

Speaker 3:          01:39:39       The Universe is 13 point 8 billion years old. We measured it. It's like having an opinion between the distance from La to New York that you can't have an opinion on that. What it is and it's the same decided that the three things you notice is that people say the earth is flat or whatever that is, or it isn't, and we've measured it so it's just stop it, you know, so, but that doesn't mean you can't be spiritual and you can't be really just, I would say it doesn't mean you can't believe in God or gods or a date that's not ruled out by signs, but some stuff's ruled out.

Speaker 4:          01:40:13       I love the way you communicate this because it takes into consideration human nature. And like, I love Dawkins, he's fantastic, I think he's very, very, very valuable, but he likes to call people idiots. And the problem with that is people go, fuck you. You're an idiot. Like is a natural inclination when you insult people to argue back and to sort of dig their heels in and uh, you don't do that. And I think that's very important and I think that a guy like doc has just gets frustrated from all these years of debates with people who are uneducated or saying ridiculous things and he's a bit of a curmudgeon, you know, when he seems to be softening as he's getting older. He's an evolutionary

Speaker 2:          01:40:54       biologist. That's the, the front line in some sense, isn't it? Yes, it is. To think about particle physics is that you don't get a lot of shit because people don't understand what you're talking about. Evolutionary biology is right there. So I understand his frustration. Oh, I do too. Having said that, you know, I've kind of softened a bit over the years actually because now I think at this point, both in the US actually and in Britain and in some of the countries we are a, an a point you've sort of alluded to it where everybody's angry with a lot of anger and a lot of it's justified by the way you maybe we could talk about that, you know, income inequality and all those things, so it's justified anger. But it seems to me that there are people of goodwill who need to band together to diffuse the anger.

Speaker 2:          01:41:40       Now Society's otherwise we won't have countries like the United States is the United States because it's united and everybody and you've got the United States, the American flag there. You know, that there's a sense of belonging and identity and togetherness in a country in which you've got to preserve. And so I've stopped. Actually I'm picking. I used to, for example, quite enjoy picking fights with Deepak Chopra on twitter and it's just fun to laugh, you know, I need to do some crazy stuff and he's not. But I've almost, I've stopped doing it going well, but relative to some of the other people, it is a, he's a, he's, he's someone who means he means well, I don't agree with virtually anything he says. However, he's a well meaning person and so I've started trying to seek common ground now. That's why I get, for example, gave a talk to the Bishop, asked me to come here.

Speaker 2:          01:42:32       I don't agree with them on the framework, their theological framework, but they mean well, most of them. Yeah. So I think seeking consensus and defeating anger as you said, is it, it is incumbent on all of us, especially people like us who have a public voice. We need to diffuse some of this anger because otherwise it will consume everyone. Yes. I've, I've tried very hard to evolve in that respect and just get better at communicating ideas and get better at understanding how people receive those ideas. And I think that's why it's easy to get lazy and consult and to. Yeah, it's fine. It's fun. Especially me. I mean I'm a comedian as well. What I do is insult people, but for humor, I want to entertain people. That's the whole idea behind it, but I think in terms of like discussing ideas especially that are so personal to people like religion. I've, I've, uh, I've reexamined the way I interpret these ideas and the way I talk about these things. Yeah, there's a, it's interesting. There's A. I did a BBC program at age 10. I was asked to do it on the single reith lectures at the BBC. The BBC had done it is 9:52, I think it was. Then Robert Oppenheimer did them in 53, I think it was.

Speaker 3:          01:43:51       It's fascinating. You can get the transcripts online. They're free and you can get one recording of the five they taped over the other four. Can you believe it? Why they raised them? Because they wanted to tape something believable, but one of them existed oftentimes are giving these lectures. Oh my God. But you can read it just from Katie and bedroom. Wrestled him. The types over them. Don't read Bertrand Russell's [inaudible] tape is so expensive, but he talks crazy, but he's brilliant. It's called science in the common understanding and they weren't very well received because he thought he was going to talk about the Manhattan project, so they thought he was going to talk about the atom bomb, you know, because he was. He ran it basically, but he didn't. He talks about how thinking like a scientist, which means thinking in the way that nature forces you to think can be valuable in other areas.

Speaker 3:          01:44:48       And it's a. that's an insight in itself. The great thing, the unique thing about science, there's nature forces you to think like that. You can't have an opinion. Can I have an opinion about gravity region with building. You can hit the ground. That's it. It doesn't matter what your opinion is. And, and he said, so if you think about, for example, quantum mechanics, so sometimes you think of as particles electron, sometimes it has to. It's a point like object may behave like a little billy, a ball thing. The pool ball bands is around, but sometimes it behaves like an extended thing, like a wavy thing and nature forces you to hold both ideas in your head at the same time in order to get a complete picture of the object, the description of an electron. And he said that's the valuable thing about quantum mechanics.

Speaker 3:          01:45:35       You know, unless you're doing electronics or inventing lasers and you don't need to know this stuff, but if you want to learn how to think you, it's valuable to be forced to hold different ideas in your head. At the same time. It's really teaching you not to be an absolutist straight teaching you the example he uses his because he was. I think he was, had problems with mccarthy and all those things. Didn't he say you think he's still. He's writing in the fifties. So he said you can either be, you can be a communist, which in his definition would be that you think the needs of the many outweigh the needs of the few. Right. So say societies, all that matters. Or it could be a libertarian or right on the far conservative and where you think that the individual is the only thing that matters and that's it, but actually of course, to have a functioning society, you need a mixture of the two and we can wait it one way or the other, but you need to hold both ideas in your head at the same time. And that's he said that one of the most valuable things about science because it forces you into modes of thought that are valuable. And that's what we're talking about here is I'm an absolute. Physicians are always, uh, uh, uh, just a, a blinkered sort of subsets of what's actually happening. You can't understand the world by being an extremist. You've got to hold

Speaker 2:          01:46:50       all these views in your head. Well that I find that so often on this podcast because I talk with people I agree with and disagree with and I always try to put myself in the head of the person that I disagree with. I will always try to figure out how they're coming to those conclusions are, where they're coming from. And I think it's so, it's so important to not be married to ideas. I got a conversation with someone about this and they said sometimes you change your opinions a lot. I go, yeah, I do. I do. Because if it's a bad thing, like I'm flip flopping. I'm not a politician, I'm not flip flopping. I'm thinking, yeah, I'm not sure. I'm not sure. Like I, I will have one opinion on a thing, whether it's a controversial thing like universal basic income and I'll change my mind 100 percent, two weeks, I'll go there and now I think it's probably a good idea.

Speaker 2:          01:47:42       And then I'll go back and forth. No, no, no, no, no. People need eight is cruel as it seems. They need motivation. They need. And I don't know, I bounced around with these things. Yeah. But I've tried really hard as I've gotten older to have less absolute opinions. Yeah. Yeah. If Richard fineman another great physicist or a similar, a similar time to open timer. And he also went to the Manhattan project and it's called the value of science. I think that was 1955. And they both shared, actually a, a, a surprise, I think, that they were still alive because I thought that the power they'd given to the politicians, the atom bomb would destroy everything they didn't think that political system would control it. And it did. So that's an emergency. Malcolm will thing. We're still here. But in, in, in that essay, he said the, um, the, the, the most valuable thing about science is the realization that we don't know.

Speaker 2:          01:48:35       And he said, he said in that statement equals science. Satisfactory philosophy of ignorance. By the way, you said in that statement is the open door, the open channel. He called it. So if we want to make progress, we have to understand that we don't know everything and we have to leave things to future generations and we can be uncertain and we can change our minds. And he said that, that, that is a great last line. I can't exactly what he says, but he said something like, it's our duty as scientists to communicate the value of uncertainty and the value of freedom of thought to all future generations. That's the point. That's what freedom means. Freedom, it means the freedom to change your mind. In fact said, that's what democracy is. If you think about it, democracy is a trial and error system, so it's the.

Speaker 2:          01:49:21       It's the admission that we don't know how to do. It therefore will change. Every four years will change. The president over the eight years will change the president. Why? Because the president doesn't know how to do it. Someone better. There will be someone better that comes along and then someone worse and someone better, but it's a trial and error system and he's right and it is right that that is the open door. That's that. That's the road to progress is certainly better than humility. Yeah. One of the things that I love so much about Bertrand Russell and about five was how human they were. They were very human means fireman, like to play the Bongos and chasing girls and Bertrand Russell was addicted to tobacco. He would talk about how he wouldn't fly unless he could smoke. Like he had to get us back when they had smoking sections on airplanes and he had his pipe and he just refused to fly without tobacco and couldn't imagine being without tobacco and like that's so strange because just a brilliant guy to be addicted to such a gross thing.

Speaker 2:          01:50:19       Yeah, you're right. Because I think these. These are people that found existence. Joyous, right? Yeah. We'll need to know. They just wanted to know stuff. Yeah. I didn't want to know everything because you can't know everything. Right. And I suppose that's what you think about what the job of a scientist is. It's to. It's to stand on the edge of the known because you're a research scientist, so if there's nothing to note, then you've got no job. Right? So you have to be naturally comfortable with not knowing. And I, if there's one thing I really do think we. How do we begin to patch our countries back up again? One of the reasons I think in education is to teach people the value of uncertainty, of not knowing it is not weak to not know. It's actually natural not to know. And that's one of them is with religion, is to say that you know, when you do not hard to say that you have absolute truth and absolute knowledge of something.

Speaker 2:          01:51:16       Yeah. When it can't really exist. Yeah. I mean, history tells us, doesn't it, that anyone who thinks they've got absolute knowledge is a causes trouble. Yeah. Did you see x marketer? Yeah. Did you enjoy it? Yes. Yes. I know. I'm Alex Garland. Sunshine over. That was right in 28 days later. And the new movie, the Weird One, the alien movie, he wrote that as well. Right? Um, dilation and. Great. Sandra. Yeah. Yeah. Um, do you, are you scared of artificial life? Artificial intelligence. And Elan Musk scare the shit out of me. Yeah. When he talked about it. Like he, he talks about it like we're in the opening scene of a science fiction movie where he's trying to warn people and then they don't listen to the genius. And it goes south, sort of depends. I chaired a debate on this society in London a few weeks ago and uh, they.

Speaker 2:          01:52:15       So it's true now at the moment what people tend to be frightened of a general ai's or Agi, they called artificial general intelligence, which is like what we talked about earlier, a human like capability thing. Yes. Um, and we're miles away from that. We don't know how to do it. We haven't got them and we miles away. So at the moment artificial intelligence is expert systems and very focused systems that do particular things. You can be scared of them in a limited economic sense because they're going to displace people's jobs. And actually, interestingly in this panel discussion we had, it's going to be like what you might call middle class jobs in the UK, so white collar jobs because people are interested in universal basic income to sort of replace money that it's going to be lost because there will be no jobs for all these people.

Speaker 2:          01:53:01       Otherwise we have just a mask attached. Yeah, they're very good. Someone said that these systems, artificial intelligence systems at the moment are very good at doing things like law lawyers work. So they're very good at reading contracts and things like that. There's interesting. It's a revolution, it's not like the industrial revolution. Where is manual labor that gets hit necessarily? This is kind of interesting because it hits that kind of intermediate level that usually escapes. And so you're right, one of the answers is to tax. There was an example was a robot tax. So in a car factory you say to the manufacturer, well, okay, you can have a robot, what you pay the robot the same as you pay a person and then that money goes into funding universal basic income or something like that. So I think there's got to be an economic change because these systems will be there, but all the experts I spoke to agreed that the idea of a terminator style, General Intelligence taking over the world is miles away.

Speaker 2:          01:53:58       And um, so whilst we might start thinking about the regulation, it's not going to happen soon, is the general point. I think. So I would disagree with him on that. I think. I think it's too far in the future at the moment. I think it might be one of those people that's an ad. It's going to be all right. And then then, you know, my iphone takes me out on the way to the. Yeah, that's the thing. It's not like choice at the moment, isn't it? I mean, don't, don't give your phone a laser, for example. And it doesn't matter if it goes crazy and tries to take over the world. I know, I know that's a bit facetious because they can see. He would say they could take other power grids and all that kind of stuff. Well, it's these concepts that are really hard to visualize, like Sora Kurzweil's idea of the exponential increase of technology leading us to a point in the near future.

Speaker 2:          01:54:50       Where are you going to be able to download your consciousness into a computer? You talked to computer experts. It like this. No Way. We're miles away from that. Neuroscientists, scientists. So you knew one brain cell, probably we can't, but Kurzweil's convinced that what's going to happen is that as technology increases and increases in this wildly exponential way where we really can't visualize it, we can't even imagine how much advancement will take place over 50 years. But in those 50 years, something's going to happen that radically changes our idea of what's possible and I think Elon shares this idea as well that it's going to sneak up on us so quickly that when it does go live, it'll be too late. Yeah, I mean it's worth putting the framework in place. I think the regulatory framework, even as you said, for the more realistic problem, which is people's jobs are going to get displaced and that there's a great, um, was at a thing in some segments that I come in and it was, but they said that the, it was a politician that the job of the innovation system is to create jobs faster than it destroys them.

Speaker 2:          01:55:53       So you've always got to remember that as a government and as regulators, if you're going to allow technologies into the marketplace that destroy people's jobs, it is your responsibility to find a way of replacing those jobs or compensate in those people, as you said, for the breakdown, social, human being, those that people need some meaning, like they just giving them income I think is just gonna mean. It's just my speculation. But it's going to create massive spare even if provide them, you provide them with food and shelter, they need people need things to do, so there's going to be some sort of a demand to find meaning for people, give them occupations, give them something, some task, let's say. It seems to be one of the critical parts of being a person. So we need things to do that we find meaning in, you know, like you were talking about were the only things that we know of that have meaning, that find meaning and sharing meaning and believe in that we're gonna need something like that.

Speaker 2:          01:56:57       If universal basic income comes along, I don't think it's going to be enough to just feed people and house them. They're gonna want something to do. If a, you know, a person is a, you're, you're doing something for an occupation and this is your identity. And then all of a sudden that occupation becomes irrelevant because computer does it faster, cheaper, quicker. These people are going to have this incredible feeling of despair and just not being valuable. Yeah, I mean, uh, what? Well, the utopian. So the version of this is to everybody gets to do what we're doing, now she's make a living. So thinking and creating that kind of, you know, so that that's the Utopian ideal is you don't need to do the stuff. The job that you don't really want to do in the factory, right? You can do the thing that humans are best at that, but I agree.

Speaker 2:          01:57:45       That's a very utopian view. Does everybody want to do that? Or does everybody have their mindset will maybe goes to education if everybody had an interest like that, if everybody went on to make pottery and painting and doing all these different things they've always really wanted to do and their needs are met by the universal basic income money that they receive every month. But boy, there's a lot of people I don't think have those desires or needs and to sort of force them onto them at age 55 or whatever it's going to be. It seems to be very, very difficult. Yeah. Yeah. I agree. It's a big challenge, but I think that in concept at least it's inevitable that we do have some sort of an artificial intelligence that resembles us or that resembles something like x mark and if people choose to create that, we could choose create it in our own image.

Speaker 3:          01:58:42       But that's very godlike, isn't it? God created us in his own image. Yeah. And, and again, yeah. I don't know that when I talk to people in the field as you probably are, most of them say don't have to do it. Yes. It's really, it's going to be miles away, so maybe I'm hiding my head in the sand a bit, but I don't think so. I think it's. I think we'll know it when I don't think anyone's going to do it accidentally, so I don't think it's just suddenly going to be upon us. I, I, I think we will see it will, we will see ourselves getting, acquiring that capability. We'll see ourselves getting close. We'll see their systems beginning to emerge and then we will think about it. I think 200 years ago, if you wanted a photograph or something, you want a picture of something you had to draw. I mean,

Speaker 4:          01:59:34       there was no photography 200 years ago. Yeah, I mean just think of that is almost inconceivable. No automobiles, no photography. What was automobile? Maybe there was some sort of machines that drove people around. Right? Something close. There was earlier than that, right? You go back 500 years, you have almost nothing. Yeah, it's crazy. How are we being quick? So fast. It's so fast. I mean, and then this, what we're doing right now, there's people right now in their car that are streaming this, so they're in their car and they're listening as they're driving on the road. Maybe they have a tesla, maybe they have an electric car. They're driving down the road streaming to people talking where it's ones and Zeros that are broken down and there's some audible form and you can listen to it in your car. That is

Speaker 3:          02:00:24       bananas. Yeah, I agree. We've been quick so quick. Well, I think that they will, you know, the Internet. I mean, it's uh, it's uh, not long. I mean I remember it being invented. Well certainly the web, so the web, while it was very early for me because I was in the, in particle physics and of course the web comes from certain, the www bit, right. So it certainly in the early nineties I was involved in that, um, you know, in, in the university environment with email and all that kind of stuff. So I don't, I don't know when it kind of didn't really. You could have, you could have a web browser that just the only sites that were there and Nasa and uh, I think NASA edited one of the early sites and cern. It was very loud. When did you become involved with siren?

Speaker 3:          02:01:11       So that would be. I started doing particle physics in 95. And when was, when did the large Hadron collider go live? That was, um, I remember it was 2000 and 2007. I think he was 2008 is so long ago. That was about 10 years ago. But he started out, we started off and then we had a problem with it and then it took a while to fix. Um, so hasn't been taking data that long, but it's a tremendously successful thing now and it's, it's operating beyond this design capabilities. It's quite incredible. And so stunning is an incredible thing that this, I mean, how large is it? How long has the largest is 27 kilometers. So I'd say about 16 miles. Sixteen miles. And it's a circular. Yeah, sort of a building. Yeah. Well, I say it's a big tube and mean you think basically it's mainly under France and partly into Switzerland and he accelerates protons around in a circle both ways that won't.

Speaker 3:          02:02:08       One beam goes well. My one goes either way and they go round 11,000 times a second because that's the very close. The speed of light. 90 nine point nine, nine, nine, nine, nine, nine percent. The speed of light. And then we crossed the beams and collide the particles. And in those collisions you're recreating the conditions that were present or less than a billionth of a second after the big bang. So we know that physics, so going back, reset about the carbon and the oxygen, we can trace that story back way beyond the time when they were protons and neutrons to when they were quarks and gluons around and go all the way back and the Higgs on doing its thing back then and so we can see all that physics in the lab. So that's why we have some, a lot of confidence in that story.

Speaker 3:          02:02:54       It's so fascinating that they were able to talk someone into funding that, that they got a bunch of people together and that you, you were able to explain to politicians and, and you know, regular people, what, what you're trying to do. He a great example of how you get something done. So it was the night in the fifties when certain was established, I think it was 53 or 54, can't quite remember it. Something like that. And um, it was bill from the Second World War, so at the end of the war and it was realized that the only way forward for Europe was collaboration to rebuild the scientific base and in, for peace for peaceful purposes. And so certain was set up as an international collaboration in Europe initially with that political ideal that it would, it would explore nature, uh, just for, for the, for freely and for peace, for peaceful means, peaceful reasons.

Speaker 3:          02:03:55       And so that was, uh, the, the politics was right. So we set it by international treaty so that the member states are bound together by a treaty and they pay a small amount, relatively small amount each into certain every year, which is a percentage of their GDP. And that's the money they used to build the experiments and build the accelerators. So it's very hard to get out of it. And you wouldn't really want to because it's a small amount of money per country and stern doesn't get extra money to build things. It just takes his money and basically saved up and plans itself. But because it's got a regular stream of money, it can do it so you can say we're going to build this machine and it will take eight years because that's how much money we've got now, mobility in eight years and we know how much money we've got so we can do it you.

Speaker 3:          02:04:40       It's less than. I mean the reason that the US collider, the SSC failed is because it's the problem you have in the us with the funding system as you've seen in the last few weeks, is that it's very arbitrary and it's open to political maneuvering and things can be shut down and take an uncertain is not like that. Cerner has got a guaranteed stream of funding small from each country and so you can do these projects. And the one in the US that was during the Clinton administration is. I would. It was a. yeah, it was. It was it Clinton. It was closed down by Congress and a very slim vote and it was in Texas, so it was. It was one of those things where you've got states vying for money and he was half built and everyone was there, you know, the thing, it was bigger than the LHC and it was Thursday.

Speaker 3:          02:05:31       So you waste a lot of money. Is that a huge disappointment for scientific community? Like where people very hopeful that this was going to go live. It was being built. So it doug, half the tunnel. What would it be able to do that? The LHC could. It was a higher energy accelerated in the LHC. So it would have discovered the higgs particle first. Uh, had it been running, but the, the half bill part, is it useless now or can they charge it up again now? I think they filled in. I think so. I mean it was just half a tunnel, you know, that's the thing. You can do these wonderful things for not a lot of money if you just do it over many years now. Stable funding. Yeah. Commit to doing it. The filling in, in part slurry. And you look at cern as well, and people.

Speaker 3:          02:06:16       Yeah. People ask me now, I think the UK pays about $100,000,000 a year. That's what the UK pays in and it's about St Germany, same two friends and so on. And so people say, what do we get for that? I mean, first of all, it's not the whole budget seven is about the same as a budget of a medium sized university. So it's not a lot. It's about a billion dollars a year or something, which is what a university has. So there's not a lot in the scheme of things. Um, what has it done though? Well, we invented the World Wide Web, as we've just said, a lot of the medical imaging technology that we use comes from cern, is pioneered the use of these very high field magnet switch is what it needed. So it's engineering at the edge and engineering at the edge generates spinoffs and expertise to get used in other fields.

Speaker 3:          02:07:02       So it's cancer treatment, so called Hadron beam therapy. So if you got a brain tumor now, it's quite likely that you'll have one of these targeted particle beam therapies, which is like very highly targeted sort of chemotherapy. It's not chemotherapy radiation you can target in a beam into your head and attack the tumor and those, those are particle accelerators. So most pathway accelerators today here in hospitals and in medicine, but they came from doing particle physics that. So the, the, the of these big experiments at the edge of our capability are always immense, which is why they're worth funding at these very low levels. But it's not just the knowledge, it's the engineering expertise that there is a practical application for every everyday. They're always, it's just finding out how to do hard things is usually useful. The moral, and it wasn't just the Higgs Boson particle that you guys had discovered.

Speaker 3:          02:08:00       What is cork glue on plasma? Yeah. So that, that's um, shortly after the billionth of a second, after the big bang. So you end up with a soup of quarks and gluons quarks are the building blocks of protons and neutrons and glue onto the things that stick them together. And so a proton as to up quarks and down quark and in each and stu down quarks and up quark and so on, so that the constituents, the protons and neutrons, which are their constituents of our atomic nuclei and savy go if you get to very high temperatures, are high energies, then the protons and neutrons falter bits. Then you end up with a soup of quarks and gluons that's acquired gluon plasma. And it's insanely dense, right? Yeah. Well, very high energy. So, um, so you get that. So we've been exploring that bite. Could we.

Speaker 3:          02:08:48       We don't only collide protons together, we can collide a lead nuclei together or silver nuclei together at the LHC and that's when you make these kind of suit, civil nuclear matter, if you like, very hot nuclear matter to explore that physics to that and that nuclear physics. And I was reading something about the weight of that stuff that like a sugar cube. Like what, what is the, what is the actual weight, where defends our density is. So don't they? I mean, the, the thing I remember is the sugar cube of a neutron star material, which is, I don't know how many hundred million tons I can, you know, it depends, but. So I don't know where the quite glum plasma. I don't know what number you're. There was something that was one of the things after the discovery they were talking about the massive weight of court gluon plasma in like almost incomprehensible.

Speaker 3:          02:09:46       Yeah. Yeah. I don't know the number but, but something crazy. Yeah. Yeah. Now one, once these, you got something. Oh, here it is. Forty billion million. Oh my God. A cubic centimeter would weigh 40 billion tons. Oh, good Lord. I didn't know that. I don't know David actually. Yeah. The dentist matter. Creating the big bang machine. What are they doing right now? It's clothes for engineering and upgrades and upgrades. Yeah. I mean, one thing we trying to do is one of the things in particle physics is that you want as many collisions per second as you can generate and um, they have a collision wherever. What's got a bunch crossing Lhc, we can vary, but it's something like 25 Nano seconds depending on what it's really. We get a lot of collisions per second and the more collisions per second you can get, the more chance you have a make an interest in things like higgs particles or whatever else may be out there waiting to be discovered.

Speaker 3:          02:10:49       I mean, it's possible there are other particles out there that we haven't yet discovered that could be within the reach of the LHC and if this one that was in Texas had gotten built and it was more powerful than the Lhc, you'd have even more opportunity to do something like that. Yeah. Now when these things are created by these collisions, how long do they last? Oh, fractions of a second. So that the general rule in physics and particle physics is that the more massive it is and the more things it can decay into, the faster it'll do that. And so basically the, the heavy things decay into light things and so the only. The stable particles, things like electrons and some of the quarks and the up quarks and down quarks is stable things. But uh, so, so everything tends to decay very fast. So we're talking fractioned billions of a second fractions.

