Speaker 1:          00:00:00       Yeah.
Speaker 6:          01:20:08       if I have three big wins on the fourth, which is our class size or when, because it was a Bullock's poaching Osceola. Yeah, that was totally horse shit. So, um, but the um, the Superfight league is in India. You enjoying that over there? I'm not with them anymore. You're not with them anymore. What happened? They cut my, well, they said to me, we can get you a fight. Um, it was um, we've got you, we want you to find what's his face, Todd Duffy. And it's like, okay. And then like we want to cut half your money. Well, and then where we want to charge you 20% tax Indian tech. So they changed how they do business with you and they didn't charge Indian tax before that 10%. Are they outsourcing? Is that what's called the outsourcing heavyweights? India's outsourcing as well. We outsourced to India.

Speaker 6:          01:20:55       They had sorts heavyweights. They, they, they just, I think it did. I think a guy has a lot of money and the CMA, I think I'd like to do that. Right. And you don't have it. I like it. And then the call to do it and uh, he's not quite as simple as that. They start bleeding money. Well, but people don't know what the fuck it is. Like me and Bob sat there and it's like, you know, it's wrestling, right. Really? Cause we both La and were, they both walked through this crazy thing at the fucking press Konza or I to get you. And he's like, ah. And then the guys in the middle where the Bollywood guys, you know what I mean? Right. So it looks like bullshit. And then when Bob Sapp got injured, it really looked like bullshit. Right? Yeah. I tried to fall out, boy.

Speaker 6:          01:21:36       Yeah. But the first fight, it's been like the first ever UFC, it's fucking tooth comes out. That song gets fucking smacked. Oh, it's really, it was like that, right? This guy comes out Kinda, uh, professor acts. Yeah. Al bought someone me and I'm straight away. It's fun. They had some good fights, but is it that the guys running out of cash, it's costing a lot of [inaudible] capture. Think he don't like losing it. Oh, so he's losing that. So he's trying to like minimize your mouth. He's losing basically. Yes. Yeah. It's not easy to fucking put together a gigantic organization. Know a lot of people don't realize that the UFC was $44 million in the hole before it started to turn around and kind of profitable and that all became a, because of the ultimate fighter, they, they bank rolled that show. They essentially put together a show, produced it, and then bought time on spike to air it.

Speaker 6:          01:22:33       You know, it's really crazy, crazy fucking gamble. But the one that turned out incredibly well to get that level of recognition for your organization, you got to have something like via common behind you. You're like what Bellah tours doing. You've got to have something big behind you. You have to have a push where they have, okay, look, we have determined that we have x amount of talent. We have this amount of budget, we can go after new talent. We can offer people a commensurate, you know, a cash reward for wins that you would get in the UFC. We can their money. So let's, let's get crazy here. Let's see what we can do. But you have to be willing to lose a lot of fucking to do that because until they start doing paper views, man, until they started doing paper views, where's all that money coming from? You can have some swirled championship fights. Indians on the most athletic of people either didn't know what they were great wrestlers at one point in time as a spot.

Speaker 5:          01:23:27       The Indian physique as a whole, not so good. What about the women though? No, often not. But the Bollywood, once you've gotten the kind of thing where they all want to be English, right? I mean, so get as white as we can be and do like the Japanese or the Chinese. I've seen it a few hot Indian porn stars. Yeah, I mean, absolutely. I mean these hot everyone.

Speaker 6:          01:23:53       That's true. You know what I mean? Right. But on, on the average, not so much,

Speaker 5:          01:23:57       which, no, I'm into self fucking Paul. Either women are thinking about fucking eating mean. Nevermind. It's flat for, Huh. When I went, um, first time doing a press conference, I could not fucking believe it. I mean you see it on the, but that there was chaos. It, do you know what you were saying earlier? Like over here there's that different countries, different worlds. Fucking India. I mean I've been to a few places, but that I was worried for my message and Mylene I grants and uh, she, she, she said suicide. I'm surprised we haven't got this kid, like a little kid in the middle of the world eating a banana, just sat there and it was busy as fuck. And the, the um, oh shit. The thing, what fucking separates the world was about that much and this little kid was eating and Brianna just chilled out and the song and the car going past wow.

Speaker 5:          01:24:50       And I was like a strip of road on the street in the middle and no one gives a fuck. No one gives a fuck. And I was like, and then grant says to us, fucking, I'm surprised you not seen any wild dogs or anything like that. I'm literally turned my head and there's this massive big fucking bull. Yeah. Just fuck. I forget. It was a bull walking down the road and I was like, fuck. They said mad, just chaos. And I walked on the road, I won't know. So no one walks on the pavement. Everyone walks on the fucking road and a ball was just walking down the street. Yeah. Jesus Christ just, okay. I watch out for the kid. A fucking ball and a kid on the same street. Yeah. I mean, I think he just madness everywhere. Just madness. Everyone in your life. And then when we went to our hotel, the apocalypse,

Speaker 6:          01:25:42       I mean if you, if, if you can, you know, if that came to England, it would be the apocalypse, right canal. They all came to London. Yeah. There'll be the apocalypse that, that big fucking game over. But it is the apocalypse, right? It's just there.

Speaker 5:          01:25:53       Yeah. So she can go visit the apocalypse, but they will all, they will for him. On the beach going in the going into the, uh,

Speaker 6:          01:26:04       with the whole cloves on. Wow. I've, which I know that's sort the little thing, but it just seemed soul nor some baby knows lying on the beach. Everyone was just standing on the beach and in the water with the whole clause on it. And I have hope and that fight is that they're washing the clothes. I, I don't, I fucking don't know while they fired. Fuck. But your problem to some parts can be is huge. But Cindy bands have a real tiger problem over the last 200 years. I think 300,000 people have been killed there signing some insane number like that. Like they have a real problem. They have brackish water where it means the water is not fresh and it's not salt. It's a combination. It's not quite the solidity of salt of seawater, but it's, it's more salty than regular freshwater. And because of that, the Tigers have nothing else to drink.

Speaker 6:          01:26:54       And they drink that shit and they get really agitated or they get really aggressive, don't die well, they die, they become monsters. And he said, well, it doesn't work that way. You can imagine all you do is add salt to tie forever. That'd be fuck no, they um, they get, they, they, it's just only in theory that that's why they're so aggressive. But the, also the other theories that the typhoons come and I guess a, these crazy storms that come, a lot of people die. You know, a lot of people that are like near the water or wind up in the water. So the Tigers wind up eating the bodies that washed down the shore and there's so many of them in the water. Apparently they will just, a bunch of tigers will jump in and they have no other meat. They'll just eat these bodies.

Speaker 6:          01:27:40       They don't mind doing that. So then they develop a taste for human flesh. So if the monsoons come or typhoons or whatever they are and you know, kill a bunch of villagers in, a few of them wind up in the water and tigers eat him. Those tigers now know what people tastes like and they go looking for it. That's where it should get spooky. We'll watch. Talk me about India. Like when we went, when I went to hospital, I was still half an extra week because, uh, obviously I was having my face. Um, so what happened when the guy, this is from when the guy sucker punched him? No, no, no, no. This is from Bobby. Last rites. Bobby last night he put my, up until he broke it, he brought me out. The what happens when you have an orbital break? Do you have to mash apartment? You've got some, apparently these are collapsible and they obviously designed to be that the I'd flops down. He protects your eyes. So it broke on the Po God in that like a titanium God and now it's fucking good as gene. So they put a titanium guardian your face.

Speaker 6:          01:28:46       Do you think you have dudes will ever get titanium guards putting their face without it breaking? Just to push tactic? Just show you don't get broken. Orbitals yeah, I mean it would work, right? Well, I don't know because it's meant to be collapsible. So much not, I said to the doctor, oh, I said to him, oh, he

Speaker 5:          01:29:02       just wanted to be collapsible. And he says, yeah, I stuck with the titanium plate. Won't be cops, will. He said, no, no, no, it won't. If that's all, if it won't collapse, does that mean my eyes in more danger on? And he said, wow, I would have fired if I was you. I know folks like that.

Speaker 2:          01:29:19       Well he wouldn't fight if he was you anyway. That's how I fall off. Well, what fucking stupid thing to say. If you were, if it was you, you would not know. So I said to him,

Speaker 5:          01:29:27       is it safe? And he said, if I would do, I would have, I wouldn't fight. And I fought. That's what an answer.

Speaker 2:          01:29:34       But that's it. First of all, he's being honest, cause he's not a fighter. He's a doctor. Yeah. But I don't need his opinion on fucking everything. Meniscus surgery. And The lady was telling me never to do Jujitsu again. You need to stop just some meniscus surgery. What are you talking about? Oh, you need to stop. You're going to be crippled by the time you get old, your knees won't work. You're like, Whoa, I have so many arguments. We doctors about storage and things like that because they don't know. You tried to get prescriptions and that's like a little mark right here in my back. I go to Mexico, man. Super easy. No, no,

Speaker 5:          01:30:09       the Boba tea. So many arguments because the event, like I said, they don't actually, they see a lot of the negative effects and they don't actually know what they're talking about.

Speaker 2:          01:30:19       Well, there's, there's an issue with a lot of doctors when it comes to two areas and one of a big one is nutrition is a real issue with a lot of doctors that are really not that much more informed than the lay person when it comes to nutrition. If you're the average person that reads an article or two here and there about the benefits of vitamin C or you know, Alpha lipoic acid or whatever the fuck you read about, you probably know as much as your average general practitioner. They don't really know that much about nutrition on average. I mean there's the course, there's exceptions to the rule and when you're dealing with something, uh, like nutrition, which is, you know, an integral part of your health in the first place. It's a weird thing when the doctors are only like their, their idea of wellness, there's only taking care of you but actually are broken.

Speaker 2:          01:31:14       It's not like completely stopping all this shit from happening in the first place and like stepping in and giving you nutrition and picks up. But then again, they have to understand that the body is a finite proposition. And if a man wants to be a fighter, then you've got to patch them back up and send them out there and it says decisions. I wouldn't fight it if I was you, but he's an and you, yeah. You wouldn't be a doctor if you are him when Alpha. I was like, Oh yeah, there's, um, is there, uh, a point where you think, like, if you look at like your career, like if you look at your future, if you, we, we, you say,

Speaker 4:          01:32:00       well, okay, well if I get to this point,

Speaker 5:          01:32:02       no, no, you just can do it and to enjoy it while I stopped enjoying it for years. I fucking hate it for four years, four, five years when I start gambling. Um, and then I've met, I hate it. I'd have like little spells where I would be like, oh, I can't do it anymore. I don't want to the pressure, the fucking head fuck of it all the best. And then when I get my money and money gambling it all, I've just, uh, you know, I mean, I can't do it anymore and I can't keep bringing myself back up like Kimball, who was meant to be a big comeback, uh, the put genetically, you know, keep it going. Does that, you know, bought a bean that bollock just a lot of bad decisions and so by me as well, but not just so, not just bad decisions, just bad results. Well, but results are some caused by me and some, some just bad decisions. I mean, it's not just the Kimball was seen by how many people, they must say there was a huge audience. Right. 8 million people, I think six or eight. I can't remember.

Speaker 4:          01:33:12       I most people, what they remember is that you came into the cage with a fucking mouse living in your hair. You had a like a whole mouse family and it blew up, right? Yeah. It popped in the middle of the fight. It was so hard to watch. That was the most fucked up ear ever seen on national TV. No one had a more fucked up. Your Mri. My is from a famous, I'm man, I'm jealous. I'm jealous on my, Eh. We'll talk about that fight when we were that guy that fuck Kimbo what? The crazy fucking ear.

Speaker 5:          01:33:39       Oh Shit. Yeah. Colossus. I'm not going to be remembered. Fall out though for that. No. Wow.

Speaker 4:          01:33:45       You'll, you'll be remembered for your entire career of sure. No, what I'm saying, don't know what I'm saying is the moment, the moment.

Speaker 5:          01:33:54       And people would say, I'm the Kimball.

Speaker 4:          01:33:58       You know what I remember, I remember you had Kimbo in side control and they stood you up. Yeah. Yeah. You know, I remember that, right. Nobody had the point side. I always say this, I, I take a lot of mold not changing the fucking paper. You don't stand as a guy up when the guy, yeah. Yeah. [inaudible] was a corrupt organization. Corrupt one of them. They changed the rules. They told guys to stand up and bang. They told guys stand up and bang. They gave them instructions and they made, they made the referee stand guys up much earlier. Big country was fighting Andrea [inaudible] and had him in a fucking side control position working a Komora and they stood in backup. I'm like, you gotta be fucking kidding me. Jake shields is, they did that same shit when he was fighting Paul. Um, uh, Semtex when he's fighting Paul Daley, same shit. They tried to stand them up. Rarely, but Jake just attack, attack, attack and got him in an arm bar. He just went Jake's high level black

Speaker 2:          01:34:57       belt. So he just went after it really quickly. But you had Kimbo in fucking side control. You work to get it. You got it. You are a dominant position. He was tired and they stood you back up bitches.

Speaker 5:          01:35:10       We did a um, a video interview, you know, everyone's on the other line and I've just finished training so I'm on the phone, I want to, no one was asking me fucking any questions. Um, and I thought, yeah, I'm just the Guy Kimbo to be so, and then the someone else go short question. They said this is how he was holding the phone. Um, the Afghan show of the questions that I had it ever since. So just in case you can visualize it, they said to him, what would you do with James Thomson One? And he said, I'd hung myself. And I thought, wow,

Speaker 2:          01:35:45       that's the dumbest motherfucker in the history of MMA productions. The idea that you have one guy that's the most important thing and banking everything on him winning. So stupid eggs, culturally domino. If you kicked that guy's ass, it would have been awesome if they left you in side control. It have been awesome. Just like it was awesome for him when he won, it would have been awesome for you. Then. You know, you got to let the guy who's supposed to win win when you're trying to just be the most marketable. You're like looking for the most marketable guy. You'd never going to have a legit organization. His organization, his whole organization was, it was essentially a corrupt organization. That's, that's what that is.

Speaker 5:          01:36:28       Uh, um, I'm writing a book at the moment because the blogs, I've gone so well, I felt to himself, I've got a fucking a lot beside looking back at the different stories, can I take the federal drinking water and everyone loved it. And a few more. So I started thinking, I've got fucking

Speaker 2:          01:36:44       that, that [inaudible] stories are very important story from martial arts because that made me angry. I was watching that at home and I was angry. I was like, this is crazy. And I love Kimbo. I think he's an awesome guy. Yeah, he's a great character. I like watching him fight. He won a boxing match recently. He's been winning a lot of boxing matches. I love that dude. It's not that I wanted him to win or you to win, but I wanted fairness. And you worked hard to get to that position and you were in a dominant position and they stood you back up and you were fucking tired and you've got cracked. And they did the same thing with big country when big country had our Lawsky down. He was working for a fucking Komora and they stood him up. I'm like, are you crazy? It was quite have on it.

Speaker 5:          01:37:23       Well, um, I watched 'em big country and he was almost in exactly the same position as me when he beat Kimball on the, with the, yeah. And I felt, uh, you know, kind of not mentioned or no,

Speaker 2:          01:37:35       I'm very close to the same position, you know what I mean? The only difference is he went with the mountain. He had a full amount of crucifix on by, which I'm sure you could have worked towards. You had them on his back. He was only going to get more tired. There was a couple minutes to go right. The thing without

Speaker 5:          01:37:47       fine. It's not that I think they should have stopped the fight for because he came back and yet, and he was Adam. He rocked in the third round. He didn't fucking up, but I'm punches. Um, and I was, I was walked. So it's not bad, but they should have sent you might not me out. I don't know. I know man. I took him down. Right. I don't know who the warm right. That's the fucking, the point of the fight. You've got to let the fight you include. He could've knocked me out. Make Cause I was, I was about one more take down and he, and he was mine.

Speaker 2:          01:38:18       Will you take such a good shot and you take so many shots that sometimes people don't know what the fuck to do. And I think a fight like that, like you took some bombs from Kimbo and you were still there. And it's like the referees, like, man, do I rescue this fucking guy? It's a weird judgment call and it's very important to have the right referee in a situation like that. Like a guy like herb dean, he'll, he'll let you fight, he'll let you fight if he, but he will save you if he knows you're fucked, you know? And that, that I think there's a lot of fights where the referee errs on the side of caution and protects the fighter. And in a case like yours, you feel like you were denied an opportunity because of that. Right, right.

Speaker 5:          01:38:55       Well, yeah. Well what I was saying before, so I was, I take van Berlin, but the, I was backstage and it, it just happened and I'm Gary Shaw Son, um, that fucking Scala Skala what seems like a nice guy with a fucking dollar sign fucking is a chain of dark side chain. Yeah. It's clever. Yeah. Well he grew up with the rich dad and he both, you know, it's an interesting way to live your life, but he came up to me and he said, you've got to go to the hospital. You've got to do it well to the hospital. Now I know you've got to go to the hospital. Yeah. I turned to him and I said, yeah. I said, yeah, but it turned her away or you know, cause there was a lot going on, so didn't hit me. Then he turned back and went, you have to go to the hospital now I'm taking you now and I, you really want me to go to the hospital right. Too much. So then I went to the press conference instead and as I walked into the patch conference, Garrett, y'all was going, we've just have to take James Thompson to the hospital. The breathing to the, I'm someone caught into it and I was drinking their drink and I think out some old man then that sums it all up there. Correct. You know what I mean?

Speaker 2:          01:40:17       Yeah. That's a corrupt organization. That's horse shit. They're pretending you were hurt more than you were to pump Kimbo up. Yeah. Wow. That's interesting. Yeah. So it was hauling ass stupid organization that was, you know, I don't make predictions man. A very rarely make predictions, but one of the predictions that I made was when a lead XC mixed Seth purchase Ellie up with Kimbo. Okay. I'm like, well, come south. Petrocelli has been around a long time. He's a seriously seasoned guy. I'm like, this is a terrible fight. I bands heavy hands and he's very aggressive and especially in the first round, like he's gonna come after you, man. You know, he's had a bunch of injuries

Speaker 6:          01:40:54       and he's had a long career. He's fought a long time. But in that fight I was like, boy, I could see that as a mismatch. That's a bad fight for Kimbo last minute. They are so stupid. The way they designed that organization around one guy who was basically a really exciting prospect. He was a really fun guy. He had a cool look, you know, I'm glad that he made some money. I'm glad that he did well, but the, that you would bank at all and this one guy based on, no, you made have him fight guys too and pump them up to an exam. I May. It's almost unpredictable sport ever. And now he's fighting boxers and you know, I'm, I mean he's, he's got a bunch of knee problems as well. So I mean, he looks, I mean the guy who fault, I felt the guy was gonna win in the end.

Speaker 6:          01:41:40       I mean Kimbo did 12 to get the petitioner shot and finish him. Oh, that was the last boxer. Yeah. That guy seemed a bit out of shape about dangerous man following him, following him. And they were both gassed in the first round. We both fucked about sacramental. He teed off on Kimbo one combination and Timbo stiffened up towards the end of the first. He got tagged for clean ones to covered away. Thought he went for it too. I'm the guy, Ken both did well. I got that under is finished. It will kill. Recovered. Really Nice and a fight that was a, that was impressive. It was obvious that he's shaped, it was a, that was a crazy fight. He's an, he's an exciting guy. It's not that I didn't want him to win or wanted you to win, but when they said you guys up, I was like, you guys are ruining the sport because that's not the sport though.

Speaker 6:          01:42:23       I took it to the bank. Yeah, you don't know the individual people have promoters, man. The arrogance of those boxing guys to think that they could just come in and just sort of work it the way they've worked by it shows you how they've worked box, how they build up contenders and they're not concerned as much about what you can do as they are about how much money they can make off you. So it's not about we need to test them against some strong competition. It's about let's get him some setup fights and let's avoid that guy because that guy will explore. It's possible. Yeah, I keep it going as long as possible. Promoted all yourself. Do it all internally. This is don king's fighter. I'm don king, the promoter, and you, you know, you get it to a point where the guy's a champion, then you fucking Rican into cash while avoiding the dangerous guy that nobody knows that will knock them out.

Speaker 6:          01:43:09       It's a fucking rocky movie. Uh, you can give them money. The money you do make you put to good use because you fund sucks up career. Yes. Who's free? Who's rap career? Oh yeah. Scholar. So Scott, a rap crews. You're good rapper. Oh my gosh, I'm tired. I just think it's, it's, it's, it's very lucky. We're all very lucky that that organization doesn't operate the way it did. And then up Sydney's a, if you're not saying these video, no, those are real rap video. Yeah. I said I don't make fun of the guy. He's a young guy, but he grew up with a wacky dude for a dad. I mean, if that's your dad, what the fuck? I'd be a Douche bag

Speaker 2:          01:43:52       too. That was my dad's. How the fuck am I going to turn out? This is my role model here. Well, yeah, I mean you don't have to tonight like, yeah. In a young guy, right? Yeah.

Speaker 5:          01:44:01       Cause I mean like my mom had a terrible upbringing and cheap, the best ever. Jeremy. It sometimes works the opposite. It's how to say his name. I know what you mean. Playing the odds. Generally.

Speaker 2:          01:44:15       Gary Shaw's your dad. Yeah. I'm going to be an asshole. Jen Yama Gemini. I am. Yeah. I'm a Jew. Harbor resentment from them after that, when you knew that they had stood there fighting.

Speaker 5:          01:44:26       I, I did. Um, I did, I used that in the wrong way, the wrong way. I act and I thought fuck it. And then the blockhead dumb Merkley I to, he fucked up from my mate most in, uh, he was roughing him. I'm co poked most of the eye and most, well, uh, and then who was it? Um, most of took, he, he, he uh, he got poked in the eye by call cop and then he didn't stop the fight and I was like, you fucking prick. You know why?

Speaker 2:          01:45:00       Merga layout is the same one that stood you up on with Kimbo. Yeah. Yes. The same one. We're all laughing. They instructed them all to do that, right? Didn't they instruct the reference? I don't. That's a really tricky situation and that's where, you know, it was a very famous clip of Dana White, like yelling at the camera going, that's fucking illegal because that kind of shit, you can alter the course of a fight. And one of the reasons why it's illegal because people bet on fights, you know? So you're essentially the Vegas, it's legal. Okay, so you're, you're fixing that fight. If you're telling a guy that he asked to go to the ground, you know, or you're telling you the guy that he has to stand up, you're, you're altering what, what he would or wouldn't have done independently on his own. You're essentially fixing the fine. You believe if interviewed, even if you're wrong, you're attempting it. And it should be illegal to have any influence whatsoever on how the guy performs in any other way other than just saying, hey man, this is your best bet to win this fight or clothes. Anything else you tell them like, what are you doing the fuck are you doing? You're, you're influencing the possible result, especially if you're a promoter. So for, is it promoted? It tells a referee they've got to stand people up early. That guy should be in jail.

Speaker 5:          01:46:13       Yeah, the the out. Um, I mean, I don't want to go into too much. Well, the judge who's I found out the second round, all the treasury, Scottish ten nine to me, the first phone, the sacrament, it was 10, eight, ten eight and then gallery shawls mate who lives down the volt phone who go shell was on the New Jersey Athletic Commission. That Guy Scott, ten eight Kimball that second round. Whoa. Yeah. Wow. So you know,

Speaker 2:          01:46:40       just corrupt. Yeah. Light. He's hates corruption and the aids and he bought by the override it ten nine to me. I, I think

Speaker 6:          01:46:50       there's a lot of salt though. Just like, just flip a coin at the end of a round two though, there's a lot of bad refereeing and MMA or bad judging may more bad judging. I think then referee, there's a lot of really good referees, but there's some standout bad judges that keep turning in to like bad decision after bad decision. They're like, you're crazy. Like how do you see that fight like that? Like that's nuts. It's fucking nuts. So many of them, there's so fucking many of them. There's a lot, a lot of bad, bad judging going on. It's just doesn't make any sense to me that you're talking about a sport that's one of the most popular sports at this point in the world. Okay. One of the most dangerous and one of the sports that requires the most commitment out of the athlete because you're not just putting your physical body on the line.

Speaker 6:          01:47:38       You're putting your emotional wellbeing, how you feel about life. You're putting a lot of shit on the line and you are not partying. You're not you. You are. You got to fine tune your weapon over the course of eight weeks of long, hard, grueling fucking train and to have all that judged by someone who's just totally incompetent and is completely add the loop as far as like transitions, techniques, the benefit of being in certain places, the benefit of holding certain positions. How do you, how do you score round subjectively when you're looking at like all the different things that happen in the round. If you don't know which ones are good, how do you score that round? What do you, you just, it's like you said it before, but the system and that is an everything you see that I went to a wrestling show vastly show.

Speaker 6:          01:48:31       I went to like some, uh, my mate was wrestling Greco. I'm freestyle asking like papa wrestling. So he went not on the people. Um, I had a mate who's freestyle wrestler. He wanted the Commonwealth Goldfinger and he slapped the prospect. Now we at the Olympics, didn't wear the vessel. Veselin bold them old fuckers who battled a day in their life had free wildcards. One of them. They're used for a woman who's a Russian and the overtake Russian woman wrestler. Yeah, but the color, but the color all of a sudden I'm hard. I'm sure the bed she had to to bed as well. Of course she had a period Russian woman. I heard you. But the um, the two of us, the two of a wildcard, she was saying use thinking about any bridge people. My Main Leon Volvo's, it'd be like you say after that point reminded me when you said it'd be investing since he was a kid. All the way you get the Olympics, he's going to go and they don't use one of the wildcards just don't use him. Why? He said unbelievable. Well, there's a lot of corruption in sports. Think not even pop the Olympic town. Yeah, that's crazy. That's the newest thing to happen is that the Olympic Committee,

Speaker 2:          01:49:48       which has um, figure skating, right. Isn't that in there you might eat synchronized swimming, synchronized swimming, ping pong, fucking no rumble, humble, all which are fine to Prac. Yeah, of course. You enjoy doing the decathlon good at home. The idea that you can't have wrestling in the Olympics. The Olympics is based on, it's one of the most important sports in MMA. You see on the most important, the most important weapon in Mia. The is the ability to control whether or not a fight stays up or on the ground that you, if you're the better wrestler, you can dictate one of the most important aspects of fighting the fight takes. And if you can enforce your game plan, you're very likely to win. Forget about MMA, forget about MMA. Wrestling for kids is one of the best tools for character development of young athletes because it is fucking brutal and it's really about heart and determination and it becomes about, it becomes about your will to push forward.

Speaker 2:          01:50:53       You're will to to make sure that you put in the miles in the morning so that in that second period you're the one who has more energy and you get to take out to Bolton. Yeah, there's so it's setting goals and achieving goals. Competition without worrying about like getting knocked unconscious like boxing competition or martial arts competition. It's one of the most grueling ways to test yourself, but that they're doing that. And Th th th the, and I find that crazy building a world full of posters. We are building a world full of pussies. We really are. And the crazy thing is when a guy like you says that they look at you and go, this is fucking, meathead wants everybody to be a fight in the streets and not us. No. But there's a benefit to character development that a lot of people are missing.

Speaker 2:          01:51:38       And it's one of the reasons our world is so conti is because men don't have to be men anymore. You don't have to develop character. You don't have any like real good feel like the, the, the, the way you carry yourself and the way you live your life and the way you stand up for things and the way you sort of carve out your own destiny. That's, that's a part that's a whole part of being a man. And you benefit from any test that your will gets. You benefit from any new experiences you can take on the situation. Fucking bullet ants. I think they're just don't have the Internet yet. They have the Internet. They would cut that shit. Right. I'd just be jerking off all the, if you gave the Amazon people the Internet, they'd be like, oh, get all those bitches suck in fall, fall apart. You mind with the fucking glove off? No, no la be painful. Yeah. You'd be really gangster if you jerk off with a bulletproof bullet ant glove, the next pass and that, no, not been a fan for season for Adam Carolla.

Speaker 4:          01:52:47       The new hook. Yeah. The um, the, the note, there's no way you could survive more than a hundred bullet ants on your Dick. I think you would just die even before just knowing you have to do that task is dying. The transplant. Maybe it was just, if you don't know folks, bullet ant is one of the most poisonous ants in the world and Brian Cowen described it to me. That's one of my favorite ways anybody's ever described it. They say it feels like getting your, if you get stuck in your arm, like getting your arms slammed in a car door for a day, slam slam, slam. It's just insane pain that brings you to your knees and it lasts like a day. He's matching one in your Dick Hole, rolling inside your Dick off and then stings the root of your ball bag and you're the VP of balls swell up like grapefruits.

Speaker 4:          01:53:41       You can't walk to the grocery store. You have to, if to have people go food shopping for you can't walk around, but you could get one of those little scooters and as long as you didn't fall off, you got disabled patch. Yeah. Get a one of those, those fucking gyroscope things. What are those things called? Segues. Segues. Yeah. Those are supposed to be the shit. At one point in time, people thought that they were going to take over the world. They thought they were, we weren't going to be walking down city streets anymore. Just be segwaying back and forth, back and forth at the same thing in England, the Sinclairs thing, c five, which is now, uh, it was, uh, like uh, you never heard of this in class? He five of it? No, no, no. Not many people have, what is it like in the 1976, six little fucking car?

Speaker 4:          01:54:24       Uh, which uh, I think that might have a pedal wasn't in front of be solar powered on, but there were for fault fortune. Now solar powered in the 70s. Yeah, I think so. That's something they have solar power in his seventies. Still talking about a sunroof. They have a sunroof warm. So would you say that's it? And a magnifying glass and a, it would come down. Yeah. Burn. You know, I'm the African can't be pedals, but Sinclair's he pipe. But there were a lot of money now. Really? Well there were, cause there's such a failure. They know like a collector though. It's a weird thing that we love. Like a lot of old shit is that you go, wow. There we go. So it looks like it's a panel. Yeah. Yeah. Okay. How do you steer? So am I missing choir to ask him if you asked six times, so suck your Dick.

Speaker 4:          01:55:11       No, no, no, no. So who gets to never sex if you're oh seven. And he guy that wears socks like that will suck your Dick. You just have to be persistent. Well, I'm sure all the other pictures, the guys like Trump normal asking him, nope. Nope. It's a gay pickup site disguise as a bike car. Wow. There's a forum. And on that forum they talk about where they parked their bikes. I parked mine by the big oak tree, you know, it would be near the highway goes, all right, I'll be dressed like a wizard if I get dogging thing. This guy's dressed like a wizard. He's out riding his little bike. Look at this guy. I'm working for Harry Potter and he's going to meet him in the woods and suck his dick.

Speaker 4:          01:56:00       I can see it and I want to go there. And they uh, they changed the oil. That's what it's called. Changing the oil. They have like their own little fucking, maybe that's why it wasn't successful. CMO change my oil. He wrote that at the end of that little posts, you know, lol, CMO change my oil. Okay, where are we changing it right behind the oak tree over here. Oh boy, I've got a leak in my old phone. I said, come on. That's what that guy's doing. It says kids, a victim doesn't even know what the fuck he's doing. He goes, I think those things would be cool to drive. Little did he know that he was getting involved with some sort of a rest stop cult car accident with a templates? A girl. Actually I think that's a girl is a girl. Did she know that she was getting involved?

Speaker 2:          01:56:41       Some rest area called. Did you hear that the pope is seeking immunity from prosecution? Boy, I started looking in on some of this a pope. Shit, because so many people are so upset about uh, what he did when he was a cardinal apparently or whatever the fuck he was. Whatever magical title he, he shielded people from child molester, from child molestation charges. One of them was a guy who molested 200 deaf kids. So they take this guy, they take these people, they put him into psychiatric care, then gets out. Well that's more kids, Stryker, it's fucking co Raese and the pope shielded this guy too. Took these people in many, many cases, there's been many cases of it took these people and kept them away from prosecution. It's a terrifying, terrifying story of how someone who, the people, the the, I mean, I think most people who are Catholic probably have no idea.

Speaker 2:          01:57:42       Like how deep the organization goes with its willingness to protect pedophiles. They want to know. I don't think they want to know either, but they like to think of it as it's part of being Catholic. And the idea of being, I, I have a friend and like I'm not a religious guy. I don't, I don't believe in religion. I th I believe it's very possible that there's a higher power. But I believe that whenever you let people write shit down and tell you what the fuck is supposed to be done and not supposed to be done, you lost it all. It's like people are corrupt. They've always been corrupt. Yeah. And, and you're talking about people that lived a long time ago when we really didn't understand the distribution of information. We didn't understand writing things down. We didn't understand what you were just telling each other stories for a thousand years for anybody even wrote that down on paper.

Speaker 2:          01:58:27       That's, I can't, I can't, I can't go with you on that. Okay? You can believe it if you like and I see where you're coming from. I, it would be nicer. It was true. But that doesn't mean that the people that choose to agree with that also choose to agree with and child molestation and all the shit that's going on that they, they, they are connected to the idea of God. They're connected to the idea of, of, of sin, religion. They're not connected to the reality of what these priests are doing. So it's the fact that in this day question it though, don't they? They do lock them away, but DEMEC it's an epidemic. Okay. If it was NASCAR, race drivers, fucking kids, the shit would be closed down a long time ago. They've spent hundreds of millions of dollars paying people off, hundreds of millions of dollars paying people off because they fuck their kids.

