Speaker 1:          00:00:04       Ah,
Speaker 4:          01:11:56       But, uh, I take it before I play pool, I would take Roman Asca Shit. We're going to ask you stuff. It tastes good too. It's um, and when we got caught taking pictures with a BB John With who? We be Jones, who's BB Jones Horn store. Really like, oh that was Grand Koski sorry. Chron. Koski yeah, I thought there were about, I don't know what you're talking about. Bill Romanowski is a different guy. Yeah, he's a, he's a famous football player. I think you said you got Kyle Clark House cause I just got mixed up. Yeah, I see what you're saying. Yeah. Gronkowski Romanowski I hear you don't like white people. It's like, yeah, you gotta have got the worst of the white stallion. Tend not to do that anymore. Just tell them not to tell them not to do black on black. On Black Bud. Yeah. No Bud never wears anything but black and he won't listen to you.

Speaker 4:          01:12:41       He's, he's a dangerous man. You don't understand. He's the man in black. You don't get to cast it as a black American Express card. I Shit you not because he loves it that much. It drives a black Cadillac, blacked out windows or has it gone? He's I'm Douche bag either. He's a nice guy, believe it or not. And why did you have to do that? He knows people who are in black ops. So what I told your life over it. I Dunno. It's just a thing man. I Dunno. Yeah, it's odd. He's an odd dude. He just decided at one point in time to wear all black and they never switched because some people don't like looking silly man. They don't like looking silly. Too easy. Yeah. What is it that does a specific type of black and white? It's come to you easy. I can't do it all black all the time. That would be, it shows come too easy.

Speaker 4:          01:13:29       What are you just coming all over yourself? You know you come a little [inaudible] it will definitely get on your pants or, that's a good point man. I see what you're saying. Where a lot of white trying to like hide come essentially. Have you ever, yeah, you've done it. You think you're a bit about it. What? Come on myself where you look down and you're like, dude, this shirt Scott. So much come on it a bit about how it would just wear that shirt outside the house to door guys. It happens a lot. Yeah. If anybody would say what's on your shirt? I don't even fuck do you think it is bitch? It's white and it's crusty and it's right near my shop. It happens more. You like

Speaker 3:          01:14:12       more than like, I think most people are. I mean did you feel like it happens more with you? Like I, I feel like I have. How often do you jerk it off? I'm out and I see it more than that. I was like, you had sex in like a shirt and everybody. Do you have sex with your clothes on? No. No, but I definitely once you take you to, you should definitely like it's at night. I'm just like, oh I gotta wipe this off and I grabbed a shirt and then forget and then like two weeks later I pick what you pick up teachers off the floor. Where though? No, they float in the air.

Speaker 3:          01:14:41       Why would you put shoes on the floor where? I don't know. See, I think she's one of them. I think shirts have an hour life kind of. I think somebody else talked about this to me once and I totally agree with him for an hour throw right Jarvis right jars. Oh, so like if I have a shirt, like I wear the shirt right now. If I take it off like in an hour or so and put it on the floor or whatever, I think I could still wear it again. They've only one or two hours. I wore the same shirt Friday and Saturday night. T shirt? Yes, but not really. It was a tee shirt over a flannel or over a thermal morale though. Yeah. The reason I did it was because Saturday night was Fitzsimmons Irish show and I'm like, I got to wear green. The green shirt, you're changed none of the tee shirt I, I kept on looking at more the thermal underneath. So the t shirt. Oh no, that's okay. I just did it. [inaudible] though. I only had one in a plus. It's a dope shirt. Which one?

Speaker 2:          01:15:31       It's a Brazilian Jujitsu with Gracie academy and kind of be a degree. You have, you seen it like in Portuguese and with that green sign on if the Brazil yeah, yeah, yeah, yeah. It's like real faded. It's this roots of fight line. They have a whole line of like you seen Eddie with that, um, the Bruce Lee Kung Fu tshirt? I think so. Yeah. I always loved it because it was like the name of Bruce Lee's first Kung Fu school that he had when he came to America. Oh really? Yeah, it's really bad ass. And, and so, uh, I uh, I went to their website and they had a bunch of fucking cool shit. And so I bought this, uh, this old school Gracie academy one and then I got this one on right now. All the one I'm wearing right now. So this was a Hixon versus uh, Kimora or excuse me, not Hixon Helio Hickson Hickson at the main guy that the originator, excuse me, helio a versus a Kimora from 1951. That's cool. Gear Gracie, close zero, zero. Yeah. You had some tap out shit you used to.

Speaker 3:          01:16:26       Every now and then. And then I, when I, when I saw a homeless guy wearing a tap out shirt might be too mainstream now. I saw a homeless guy in the Ed hardy shirt. Yeah. Yeah. Some old guy today cheer me on. I went through a red light. They just did this great space coaster. No, I thought it was going to look like I'm taking them out to another dimension I was going to go through. It's like yellow. I'm like, Nah, I'll just run this. When you wearing that sweater that was wearing this way and he like, he starts doing this pump and as I go through he goes, gets hit the fingers and I was like, yeah man, here's your text.

Speaker 2:          01:17:00       It makes you think that they saw a homeless guys probably could have been kind of cool in any other era. Maybe they might not have been homeless, you know, maybe if they grew up in the 60s they would have

Speaker 4:          01:17:10       skated through and actually doing that are okay. It'd be a hundred percent homeless. There's a lot of people becoming homeless now though. Man, this is a tricky time. Is it? There's more homeless people now. I bet. Yeah. Well there's actually people that I know that our homeless like comics and it kind of creeps me out. I don't want to say like couch surfing. Yeah. That's not really homeless. Not having a house is a little and it sucks when you have one of those guys that lives in your house, you'd never going to get them out. It makes me sad, especially since a couple of them are girls and was like, Oh you poor girls. [inaudible]

Speaker 4:          01:17:45       oh Brian getting dark on it. You put that up there on purpose to hopefully go track cause that's, that's scary. That's scary because this couch surfers, they must have stinky ass pussy. It's don't you think because they probably don't want to use the shower as much cause they don't want to like get him people's hair and there's, you know what I mean? They wake up early and probably go out for the day. You girls, you're talking. Yeah. Yeah. People that couch. I've never had a couch surfer. I would just imagine that they would want to leave and get out of your hair and not really buggy. Okay. So someone was only crashing couch. They don't have a bedroom in your house. You know, like I've only had people stay at my house. Well I kind of had my friend John, he stayed on my couch for a little bit back in New York.

Speaker 4:          01:18:19       But the most of the people that have stayed with me, they had, they stayed in that extra room. I was there for a week. Yeah. Dunkin and Tate lived here. Tate lived here for months. But it's great. It's great to, you know, if you have a friend who stayed with you and it's only for a short period of time, it's cool. You know? Like I loved having both those guys here. It was fun. It was cool. You know, just have a buddy, you come home, your buddies watching TV at your house. Well you have a good house for it. It's nice. It's segmented those with me when it comes to town. Yeah. He's a great guy. Smart. Like excited about it. Yeah, it's fun. Yeah, it'd be quite a little bit. Bert and Tom Segura except they have frame release. You're fucked. I know. Like they'd be the Mommy and the mom and dad and you'd stay out.

Speaker 4:          01:19:02       So mean, just live with them. Live with them roommate, if you could bring to a marriage, it's up to make it happen. Get to go on. I have to do is break them up. They're happily married and shit, but whatever. They don't even know what's best for them. I did a podcast with Christina because it's going to, I thought I lost, I thought deleted it by accident before he marked up. Oh, she's funny as fuck man. That's Thompson girl, his wife for the, uh, did you guys kiss? We got an apartment. We did not kiss. Did you ask her? Smell it. I did ask her to smell it. So don't want to talk real quick. No, no. My finger. Good. If you do, do you still do that bit about the doctor, but uh, getting you checked out. Never made it. It never made it, you know, that's why I need to record an album.

Speaker 4:          01:19:44       I forgot about that. I forgot about that. Are you, can I tell you, yeah, go for our, we had this bit where he would, uh, did you have, was she an attractive woman? Doctor was an Asian doctor. Attractive woman. Doctor was looking at his dick because he had like some sort of lesion on it. Something, yeah, something going on. And he just thought for a second about grabbing the back of her head while she was down on our knees looking at us and he, and then he goes like, oh, you like, she would be like, oh, finally a real man.

Speaker 4:          01:20:14       I like, but I was like, I don't want to cause you're going to be mad. But like what if she'd be into it? We got the opportunity. The problem. That's what kept Clinton alive during those fucking leg. The lower house. Yeah. Just whipping it out. Yeah. How many of the presidents you think would like that? You know, there's a, Oh, there's a book coming out that says Nixon's gay. Not only is it gay, really did, they'd name the guy he was gay with. He had a longterm relationship with this one man. And he, he took it with this guy with him everywhere. There's a really cute Latino guy. He took the guy with them everywhere. That's possible. I totally see that. She playing him. I barely remember when Liberace sort of like it was like he's got aids or no, no, no, not Liberace. That other guy rock Hudson.

Speaker 4:          01:20:58       Yeah, and people are like, what? That's how I remember it. Was he super good beforehand? If he's just real handsome. It was a real handsome movie star, like the, you know, the early days and I think people just never believe no. So there must be God's like that, like an office to of course. Just so you just don't want to think about it because of the times. It's like, yeah, they're pretty short nursing. This guy's pretty sure he's going on a limb on this Nixon thing, but George Washington got a lot of photos of George Washington's leave that spread it, spread it can shared a bed with a man was common back then. The rusty trombone common, now it's called homosexuality. They were cold as fuck in the Lincoln was living in a fucking house made out of sticks. No, that's right. Built his own fucking house. Does that much with weather proofing.

Speaker 4:          01:21:41       Yeah. Well, if you had a lot to sleep at one president, who would it be? Clinton. I bet he knows how to slide deck. That's good. He might be willing to bring some girls in the equation, you know? Listen man, you could fuck me, but can we get some girls too? Shit. I was always attracted growing up to Andrew Jackson just because of his hair and yeah, on the $20 bill, it was kind of cool. Well, Washington, Tony White teeth, like these crazy fake teeth. What do they call it? Black and we'll have them cops. No, he had dentures. Oh really? Yeah, they were, you know, like one of the first early dentures he had, you know, they, they didn't take care of their mouths back then and the people's mouths, their teeth would run out of their fucking head. They didn't know anything then. No, ain't no shit.

Speaker 4:          01:22:20       If you had appendicitis, you would just die in bed dead. No one else in the list. It comes on within a week. You're dead. You're not. They, you know, was witchcraft. Oh, all these people are allergic to peanuts and all that, but with, you know, they just die off. Oh, to our, our art, our technologies overcome nature's way of getting rid of those people. I mean, look, do the meek shall inherit the earth. I mean that as a quote is, it sounds silly. It sounds biblical, it sounds like, oh yeah, sure they will, but what do you mean physically meek, but mentally strong, physically weak, but able to manifest all sorts of incredible things out of technology. That's really what's going on and in manifesting all these incredible things out of technology, they've, the body has less, less requirements

Speaker 2:          01:23:06       physically. So they become meek, they become meek and their computers and technology becomes strong and they inherit the there. It's that simple. But that's really what's happening and it's what's going to happen. And along the way, they're going to figure it out. Cures to every fucking disease as people are alive or, or the strong people would just start bashing the fuck out of the smart people. That's possible too. That's possible too. But then eventually they would breed smart people. We're going to have a middle state right now because I wouldn't say it's the smartest people controlling the world right now. It's just the comments as far as people that ever been the smartest cunts. Oh yeah. But they're cuts the really smart people like Bill Gates and you know, they're not really controlling the world. I mean, they have a massive business and everything like that, but they're not directing, you know, overseas campaigns to get these minerals and fuck off curing malaria.

Speaker 2:          01:23:54       Yeah. Fucking great things. Great things. Just donating billions of dollars. It's an amazing how it, like Steve Jobs always got the reputation as being like the cool guy. He was like green and great for the world. Meanwhile, Bill Gates was, he got out there donating money for schools and don't feel like he was crazy humanitarian shit. Malaria research institute or whatever it's called. Go like we're done without him. As soon as he stopped giving, we're out. It's amazing. Have you seen his house? Oh No. The battle. What's it like? Ooh. Oh my God. What's it like? There's a desire for it online. It's fucking incredible. It's built. First of all, he has a submarine. That's what I said. He's got a door underneath his fucking house where he can like open up and bring the fucking submarine.

Speaker 3:          01:24:41       Sure. It's just not crazy like it opens, he can bring it in a bucket and those old Nazi lab shows or whatever. When they came in, hope I didn't make the site. It's crazy. Yeah. I got a door. It's incredible. State of the garage

Speaker 2:          01:24:55       for submarine. Yeah. It's on like a sad, it's not a sound, it's all like the ocean or something like that and it's this amazing fucking house, like the top of the lung technology in every room you walk in, you wear a pendant and the Pender gives your, your particular id out to all these different sensors. So as you enter a room, your particular lighting comes on, 10 was to your temperature, your mood, your music starts playing. So wow, that's pretty cool. That's what I'm saying. So you leave one romantic tailgates, his house. Oh

Speaker 3:          01:25:33       yeah, you are such a case. I was thinking about which President Bill Gates is like that we were talking about. I know, but I was talking, I was thinking, I was still thinking about which president did that happen. The Pot. Sometimes if I'm talking to somebody and they'll be yapping in my mind we'll just go elsewhere and I'll be like, hey, can you back up a second? I didn't hear any of it. I see. I was thinking like JFK because, but I don't know if it was just like the Instagram colored look of all the film that you see JFK and it's kind of cool. But I think I would see Lincoln just for that cause that's

Speaker 4:          01:26:04       of course meet with Lincoln. JFK would probably the most likely to fuck you. Who was living in Korea you time. We're allowed to fuck any of them. They want to care. Apparently it was like the biggest freak of all time. I already had a couple thoughts down. Physically fuck them. Fuck them. Fuck you. I thought, Oh, you got to fuck them. Fuck them. Oh. Then Grover Cleveland, one of those fat guys. I'm going to fuck my Nigga Nixon, Nixon, Nixon. Well I tried to get the secrets. Fuck them. Now. Which one would you want to make love with a Lincoln freed the slaves and he probably had already had experience with men. Right? Ra, what about you? I mean like we're trying to last as long as we can. Right. What you made when you want to fuck you and everyone will enjoy this moment. Going condom or no condom.

Speaker 4:          01:26:52       We find spread out. This is love, Bro. Love plus there were barely any ears back then. There were letters, diseases, but get a scrape yourself free if you have something, what did you do? I don't know. You'd to reach up there with the guides isn't it? Didn't uh, Al Capone, didn't he die? Syphilis? Yeah, yeah, yeah, yeah. Syphilis would kill people. If you ever seen like pictures of people who have like really like a longterm, like advanced syphilis. Horrible. Disgusting. Yeah. It's an evil disease. It's crazy. We give each other diseases by fucking, it really is. It's like it just attacks that area. Like a lot of them. That's the only way to get it. You don't get herpes by shaking hands, you know? But you can get it flew by shaking hands, shook a hand. You've product code. You should [inaudible].

Speaker 4:          01:27:37       You actually touched a herpes dick or her pedic peanuts. You be fine if you had a cut on your finger. No, you don't hand herpes. Yeah, you're right. There's no hand herb. You sure you can? No, you wouldn't get it in your hand. Lipson Dick Lipson deck. It's weird. It has to be like an open, why would that cause those areas, the genital herpes, that's all over the place sometimes, right? No, just in your genitals. Really. Just general like in your legs too and there's actually in your eyeball. Yeah, there's, there's a type of it and got a forehead to shingles too, which is like another, like an advance of herpes. Yeah. It's different kinds of her thinking is shingles cordon off. Yeah. They cook those. But then you have that juice inside you forever. You had fucking bomb bomb that Obama, I think I just see Ra being wanting it.

Speaker 4:          01:28:23       Oh, [inaudible] off my back so much. Did you see the video of the guy who claimed that he was Obama's lover and that they had shared oral sex and no real, is he in Chicago? Yeah. You ever heard this guy? Pull it up, pull it up. I could see Obama's gay lover just pull up, uh, confessions. Obama's gay or Gay Obama lover. Yeah. The guy was so ridiculous and he's got a nice house. Does he? Confession of the Obamas k lover? He was, uh, they were interviewing him about it and he, uh, it's just so ridiculous. He's, yeah, that's the guy is Larry Sinclair.

Speaker 7:          01:29:02       You can have, first of all, you got to see Obama instead. This is a giant Apatow movie. Springs Colorado to Chicago on November 2nd, 1999 arriving in our hair early in the morning of November 3rd, I went to the Chicago area to attend the graduation. Of My Godson, my best friends, and from basic training from the Great Lakes naval training facility. I made reservations at the Comfort Inn and suites in Gurnee, Illinois based solely on the location to the training center. On November 5th, 1999 I hired the services of Fivestar limousine, Wiener, and guides me a lot of details and this guy still hired, hired them both for November 5th or November 6th and November 6th, 1999 I asked the limo driver whose name I now really have for the first time, Jack Pepper, me who? Connie. Anyone who would like to socialize and show me Chicago. Most of them are totally understood that I was looking for someone who knew Chicago and would enjoy socializing. Tiny said he knew someone who was a friend of his on November six 1999 after picking me up at the hotel and Gurney, and this is significant, Mr he used his cell phone to make a call. That call was me to then Illinois state Senator Barack Obama. Go set up an introduction between myself and Senator Obama. So on a sailing at the bar and setting the limits in it or is he claiming and I was just,

Speaker 5:          01:30:31       can you just hit the space bar? It doesn't work. Yeah. Um, well hold on. Yeah, which has happened. The guy saying that he fucked up Obama and so we gave all those details in order to do like an idiot be corroborative or like say like, well you can give all those details cause he's a moron. But yeah, it was such a long, it's part of the storage. Hell Buddy. Well I'm also doing a press conference. You have 20 minutes to kill you think so. This guy called this, he got his limo driver to call. Hey, show me some good. Okay, good. Dick and Obama was like, man, you, you let me know when someone's looking for Dick. Oh you tried to limo. And I'm a senator and I'm thinking about being a president, but if you see some of this, I don't abandon all that shit.

Speaker 5:          01:31:08       It just takes the guy's nuts. [inaudible] the guy he reeks of being foolish and he's not just like we had a relationship in college. It's like, these are crazy. He's a random like, call me up and I'll just fuck somebody that's maybe, yeah. I mean, the story is so preposterous. What if it was around, do you think he took a Abe Lincoln? Was the vampire sounding lessons from the Republican convention like us act like us? That's what everyone, Obama, I don't believe that it's real, but I wouldn't be surprised if it was real. Yeah, because look at what happened with Clinton, who would have ever believed that there was a president and he was, you know, in his 50s and he was, you know, in the White House and he was having a 20 year old girl, blonde. They shooting loads on her dress and want to believe that nobody poppers starts talking a cigar in and out of her. I'm going to believe that he would have thought she would've kept her mouth shut. I mean, come on,

Speaker 2:          01:32:00       dude. It was the other one dragged her in, right? Yeah, yeah, yeah. Wow. Yeah. There'll be front. Think about that position that he was at. The president of the United States is literally at the top of the food chain of human beings on the planet as far as the most prestigious position in the world, in the world, period. I mean it just is how much you love being from Ireland or England or wherever you're from. Top 10 that guy, the president of, even if you don't respect president, put pub capture orders and the president of bombs, president, president, and in control the military. This is no, no comparison. Pope's a joke compared to some religious nuts though. It gets those chicks, they could them with bombs. Oh yeah. If there was a war between though, it's more between the president of public president wins every time.

Speaker 2:          01:32:42       He just sends all those pictures saved up for years of all those guys getting their dick sucked by little boys. They just release those all over the Internet and there's a massive campaign against the Vatican would immediately, if there was ever a position where the United States went to war with the Vatican, we wouldn't use bombs who'd use pictures of them blowing his horn and more of those. Over the five year period. They didn't have to be real man. You mean how many fucking Photoshop artists are there that worked for the military? Luckily there's plenty that they can find that are real, that was her constantly doing. I'm sure all you have to do a sit and hidden cameras up or fall, these fox, wherever they go, and you've got to find a certain percentage of a, really, all you have to do is give them all flip phones and I'm sure someone will just record themselves.

Speaker 2:          01:33:21       Well, you know, I've heard it argued on the online especially, and it's really a fucking potent argument, that worry argument that the entire Catholic religion at its highest levels exists for all these gay guys. I believe that coming up at the highest level, not just covered it up and sent the guy in the way covered up and sent him to, to write more kids and it's, yeah, it's a culture that's from the vedic. A lot of them accepted a lot of the boys except the position. So a lot of the boys like it and so they think that it's good. They think that they're doing a good thing they did. There's literally things that Ratzinger saw Ratzinger. Who is the guy who was the pope right now? Pope Benedict is real. You might hit the Hitler youth. No big deal, but there's, there's letters by this fucking guy that this guy had under his review where um, these cardinals or bishops or what are the fuck they were, we're actually specifically targeting boys that had come from broken families.

Speaker 2:          01:34:18       He was, they were asking for boys from broken cars and wanting people to, couldn't fight back as much, anywhere to go. They didn't have a family that they can call him from beat your ass. Those are the people choosing how you act in your religion. Lent, how long that lasts and what you have to do this year, whether or not condoms are legal, those are the people chosen. You can't be Catholic anymore. Dirty, silly bitches. You just can't, you're not a Christian. It's so dumb. It's all dumb. But Catholicism is one of the worst. That's, it's a cult of people who are dressed up like fucking Jeanie's. They're dressed up like these crazy wizard outfits with giant fish head hats and, and they're waving golden warns. It's 2012 and these assholes are dressed up like they're like a fucking Harry Potter character. I mean, it's preposterous. The idea that that still exists, then we still take that seriously.

Speaker 2:          01:35:13       My God, that's incredible. I mean it's, it's really incredible. And you know, people go, oh, you're so ignorant. You know, you hate religion, you hate I, I hate everything that stinks like shit. And that shit up. It goes against them. If he's a guy, you want to have to give people fucking birth control. If we're Christian, it's like, Oh, if I'm Jewish, I don't have to let people get Bacon with the money I give them. What are you arguing about? What all the fucking Christians don't let anyone do anything. They think they run. Everything can get birth control to art, to, to, to girls. Because there's a lot of Catholics don't want to have to offer that to people. Well, Catholics think did birth control is actually bad. So then don't take it. The pope tells you that you're not supposed to be using condoms, you're not supposed to be using birth control.

Speaker 2:          01:35:57       You're supposed to be having sex for procreation only. Yeah, so that's why they should do. And he said nothing to do with what your employees need. That's why boys have a boy pussy. If you're a Christian scientist, you can't deny all healthcare to your, to your workers because you don't believe in healthcare. Yeah, well there's just don't do it himself. There's certainly that. That's certainly a problem if you're an employer, but I think overall the real problem is that it's an ideology and it's an ideology that's based on just some shit that's written down. And the idea that there's a god is not a preposterous idea. If you look at the underlying code of the universe, it's really the whole Fibonacci sequence. That's it. Reoccurs in nature over and over again. This, this constant drive towards going to flexing. It may be very well be complete coincidence or it may be that there's some sort of an impossible to decipher grand plan to it all and it might not be a deity and it's in it as far as how we look at it, like, uh, being a person, we, you know, we, we anthropomorphize size.

Speaker 2:          01:36:53       That's what it was to be doing. We didn't have an animal and you put it in a human context. I mean, whatever, however you would describe that. Putting a God a deity into a human context, I think that's ridiculous. I think the idea of it even being remotely like our consciousness is ridiculous, but it's not ridiculous that there's some sort of a higher order. It doesn't, it doesn't seem to me, but what's ridiculous is all these stupid old stories that everybody's based in their life on circumcise and kids and not, and pork. And you know, what are you talking about? No water during the day crews for this. You can do it if you want, but don't fucking tell anyone else to oh, cares what anyone else does. They don't have to do your shit. Yeah, it's stupid. That's what it is. It's dumped. But the problem is the EU. There's a lot of people out there that really have a hard time thinking for themselves and they are happier when someone comes along and they offer them a predetermined pattern they can follow. That's why religion works for a lot of people. All right, so do it yourself. Don't force on it. Anybody else. It's stupid. But do it yourself if you want to do it. And then I think the problem with data is that when someone's doing something,

Speaker 4:          01:37:56       they want other people to do it too. It's like when dudes go vegan and they get douchey with you, how many times a year for that APP, but they're happy that you're not vegan. Sometimes they're happy that they can look down on you. And some where I've had guys like, come on, man, you really need to try this. You really need to come on, man. I'm like, so you didn't need to get the fuck away from me. Well, if I don't eat these animals, so they're going to live forever, so I'm going to happen. They're going to cure cancer. You stupid. Fuck. What are you saying? You're not going to kill animals. What if, what if plants would scream when you cut them down, would you still eat them? What if they made like a, as you cut the lettuce off the out of the ground, what if it every freaking, yeah, would you be upset? What if they loved it?

Speaker 4:          01:38:38       But there's a something when someone becomes something, when they become a Republican, when they become a windows user, when they switched over to sprint, they want you to do it to everybody is a lot of people that are weak like that man, they feel better when everybody else is doing the same shit they're doing. If they're dressing like Johnny Cash, they want everybody else address like Johnny Cash to it. You could tell them like, like literally this is the only car that fits into my car port, but you need to buy American Bro. Why you or they're like, it's a cohort over Chevy Ford guy, Bro. That was for a lot of side to side when you were saying earlier, I'm a Ford Guy. Brow always bail for guide till I die. You know it's funny, as Ford escorts, remember how gross that car he used to be and it was a whole, it's like the grossest car ever scored.

Speaker 4:          01:39:23       That was before escorts were escorts back then. They were prostitutes. They called after it. They were still escorts. They look done. Have you ever attempted to natural know things like that? Temple, the Tabernacle, a tempo it and ask what, did you ever have an escort? I don't know. I never got, I never got an escort Taurus's and sell a car. You for Ford is the only company that didn't take money from the government and his bail outs and then they're still doing great. Who paid them back or when something already just pay them fully back. No, it's not true. No, we did try to say that they paid them back fully, but there's apparently, there's a lot of funky malarkey that I don't understand it. I'm not a financial guy, but the way it's been explained to me, it's like, no, they're clearly taken away the idea that we have any say in it.

Speaker 4:          01:40:09       So it's like, all right, let's, let's actually find out so that we don't misinform people auto bail out, bail out payback, right? What your mouth is agape, it's done and you're about to murmur. I liked it. [inaudible] you know what the hell is Tom is a house like that and I can't hear it. Here's why. Here's the issue. But while we're still on the subject, because I did know that there was something wrong about this. In the Washington examiner, they have an argue. They have an article rather the truth behind Chrysler's fake auto bailout payback. And apparently there's a lot of fucking funny accounting of how they, yeah. American taxpayers have already spent more than 13 billion bailing out Chrysler. The Obama administration already forgave more than 4 billion of that debt. When the company

Speaker 2:          01:40:54       filed for bankruptcy. Tax payers are never going to get that money back, but how is Christ are going to pay off the rest of the 7.6 billion? They own the Treasury Department. The answer is the Obama administration's bailout agreement with Fiat gave the Italian car company in tremendous incremental call option that allows it to buy up to 16% of Chrysler stock at a reduced rate. But in order to exercise that option first it had a payback at least 3.5 billion of the loan to the Treasury Department. So fee it's, it's, it's all like that is renting them. Exactly. It's not, it's not like Chrysler became ballers and paid all the money back and I'm like, thanks. It worked. There's a, there's a lot of other shit going on behind the scenes. People are buying things and selling things. You should be, are we should fear. I would, I would love it if America made all the best shit.

Speaker 2:          01:41:45       You know? I mean, I would think it would be amazing if we could pull out of this and all of a sudden make fucking bad ass cars and shit. I would like to support that. I, you know, when we buy, if you buy a German car, you know that those people, they're not slave labors, you know. But if you, if you buy a car, like if they started selling cars that are made in China like Foxconn and starts making cars, that's a tricky situation of being. I would re rather pay more if I could afford it. Of course. Obviously we rather pay more if I knew that the people who made my car got a good wage, wouldn't you?

Speaker 3:          01:42:16       I, I've always bought Fords. I like for zoning. Got Ford Mustang next. I think that or a charger. I, I've, I've always bought Fords except Ford boy. Yeah, I know. It's a Chrysler. I known it's Chrysler is full of Shit. Did you hear what I just, it looks nice. They look dope. The charges

Speaker 2:          01:42:31       best shapes out there. They nailed it. They, they, they made a modern version of the 1970s in 1960s muscle car. They did it. They fucking nailed it. They nailed it with the Camaro to the new Camaro. Nailed it. I saw crazy looking red one with black stripes.

Speaker 3:          01:42:45       It's a yellow one the other day. It with driving one. Yeah. Yeah, yeah. They're great shit. I wouldn't buy yellow car though. I wouldn't buy that car. Yeah, there's something about a yellow car and it just, man, it's hard to prove you're not a douche bag orange man. I've got Nacho orange, at least all the Mexicans love me, but it's like creepy orange all the best at what you call it. The orange is what Ari cause it. Fiesta all is. It feels like a fiesta. It's like going getting a Doritos. It's like, I'm trying to think. Did they just had like an extra gallon of that paint? I think so. That's why it got it so cheap because it was that color, but now I want to, I want to murder that car.

Speaker 3:          01:43:22       That car was great. Brian, you have a great car. American car also. That's amazing. It's nice. It's about as nice as it gets except for the new Cadillacs. The new Cadillacs are just about the best American cars that have ever been built. Yeah, there's some new Cadillac CTSV and CTSV coop it you're you're in blade runner. The Romeos. None of those is nine of them, I'm sure. Okay. So this boyfriend through catalogs from, you're trying to relate to the euro's auto workers. Oh really? Did he really say that? It goes, in fact, I own an cars at my wife

Speaker 4:          01:43:51       drives a Cadillac. In fact, she drives two Cadillac's and you see all his, if I was going, God damn it, you stupid fast. What can you say one you'd dumb cunt. He also said this at the same thing. He goes, he goes, I love auto racing. I've always loved, obviously we've been a big fan. A lot of my friends are owners of why you're killing us. Hey, do you want to go racing? If you ever, uh, kind of two race cars, go around a track. Remember that? What's it called? Place? Did you go in that? What a called place? Oh, Atlanta and Atlanta to uh, yeah, argues with me when we did a, yeah, I went around the track. We, um, I uh, did some sort of a hosting thing for a mini Cooper versus Porsche challenge as a race that they had in a really close circuit.

Speaker 4:          01:44:35       So like the big engine of the Porsche didn't allow it to overtake the mini Cooper, which was speed. It was all just about agility and real usable speed. It's pretty fucking impressive that a mini Cooper was only like a couple of seconds behind a Porsche in this, this race around these cones. I love those guys too. They're like, yeah, they're like, are you guys going to win? And they're like, we'll see. And then they didn't, they didn't think they were going to win. They're like probably not. They didn't even, they just made a little party for their owners. Well they didn't even get the sport version mini Cooper, but not, they had a wagon wagon one that's actually really have a regular version apparently. Like they had like all the people from like the mini Cooper clubs and all that shit come down. And there's people that get fanatic about those cars, just like clubs and Shit there apparently the most fun to drive and had a barbecue.

Speaker 4:          01:45:18       They invited any mini Cooper owner to come out and you just get free barbecue. I got a chance to drive it a little bit, but it was only around this, you know the small course, but it's there. They're like real agile, a little cars. They're like, it's like a go cart. It's like you're so, it's so small and so light, you know? It's like there's something fun in that man. So what's this? I just got, I remember got just got so high, I was like, you were like, I got to work. So you do whatever you want it to. It just get obliterated in Atlanta. We got obliterated as fuck that day. Remember how hot it was? Sweltering Royce. The Atlanta gets that crazy funky. Huh? Wait, so when are you going to racing? I don't know. I have a friend who uh, I mean they're not, I don't want to like have a competition or anything like that.

Speaker 4:          01:45:57       Just go around quick check that box. You put chicken line too in Burbank. They have adult go kart, indoor adult go kart track. And I was thinking like that'd be pretty cool. Great. They can, you're doing that. I guess it got really fast. The owner of the, how fast do they go? I don't know. Whenever the ice house does it. Okay, let's do that. Yeah. You know there's a laser tag place up here too. They still have laser tag 12 year old kids. Look at what point we should do. All those things don't card. You should do all those bags. Shoot guns. I ain't fault. I have, I love shooting in Israel, which to do that. Let's go shoot guns. I shoot fish in a barrel, put fish up and then try to shoot fish like dead fish. Why don't you do that? So I used to be taught things at target.

Speaker 4:          01:46:36       You did pick a gross, the American oh Derek Carr. Guns into the air. Guns in the air. Just shoot him like pull and just throw a official like put them like on like a target. And then she tried to blow up with fish. Oh, throw him in the air and then try to shoot him out of the sky. No shooting with Sean Miller in Indianapolis. Yeah, it was so much fun. Yeah, it was great fun pull. And you just bought it. And when you see it explodes. Ah, yeah. It's like, I mean even when you play pool and you make it, you know, he makes fine ball and everyone hangs out that they have it. Like they like a pro like area, you know, everyone hangs out just like, just like in pool people would hang out or any place where he'll just chill a golf room.

