Speaker 1:          00:00:05       Three, two, one,

Speaker 4:          01:29:02       We're fruiting with danger here. We're only doing it a little bit, but that's the part everybody's watching, so they think, oh, if you want to become a really good, you have to flirt with danger every day. If that's what their workouts are. If you see George train throughout the year, you'd be like, hey, that wasn't so intense. That wasn't so intense. There's another really mellow practice. I remember when I was younger, I was training at the ground brothers, Jim and I would see Otis grant, you know, he's a world champion boxer. He says everybody knew him in Canada because he's a man and he was training really relaxed and I was like, dude, I'm training harder than him. But he's, that's his millionth workout. There was my 10th you know, he's doing in the long run, he's added way more years of training. So that's when I started to understand that the champion, the best guy, he's training for the long run. It's far more intelligent. He's getting far more workouts in than me that's burned out in the next day. I need a rest. Right? Yeah. So it's, it's consistency over intensity. Intensity entails you need to take a break because there's no way around it. So if you're a young person listening to this and you're got a coach that's trying to burn you out every day, the fuck do you do? I'm going to the gym and go, you know what? I was listening to frost the hobby the other day. And for us saying, you're a retard.

Speaker 4:          01:30:12       Here's my, here's my, uh, you know, when I roll with the guys, I think they feel when I grabbed them, I'm grabbing them gently and they realize it and I'll let them, like, I like guys pass my guard. Like I'll just go ahead and start second tool and I'll just get, they'll get the message that we're just kinda playing around. Right. And then later when we were going more intense, you know, they'll feel it, they'll feel the intensity. But I don't always roll heart. Like if you see me rolling, like I usually will roll with blue belts and pro ball swipe. Does there need to warm up? I need three, four rounds of warmup, right? I don't want to even have a tight shoulder or tight hamstring. I don't want anything type of course. So I warm up with them. Really good one. I'm really warm.

Speaker 4:          01:30:50       Then I go in at a wrestle, I like to go rest. I extend, okay, who wants to wrestle? Know what's cool because I'm really warm than I can wrestle. I could hit the ground well, but you're in a position where you can sort of determine and dictate what kind of exercises you do. Right. But if you were, the question was like if you were a young person and you're entering into an MMA gym and the instructor, those to be kind is a meathead, right? Which there's a lot of them out there. There is, yeah. What do you do? What do you do? A, you might have to take a few beatings as white belt, you might like, I mean, I grind my gears when I was younger, but as you get older and more skilled now you can take the VIP lane, you know, now's the time, you've got the skill and you've got the knowledge, but early on you have less miles on you, so it's, you'll survive more, more of a beating.

Speaker 4:          01:31:33       You ever see those? There's a lot of Jujitsu classes where they go through an extremely rigorous conditioning routine before they ever do any training. And I've always disagreed with that and I agree totally. Right. Yeah. I feel like show me one world champion that did it that way. Wow. I Dunno. Maybe. Maybe it's possible that they did. Who? I don't know. I don't know who did what. I've trained with a lot of the greatest Jujitsu guys in the world and they're all warm up a technique. Yeah, all of them. Do you think Ryan Hall gets up and does the burpees before practice? You think he goes in, he runs five miles and he does weights. I know that like a lot of the old school guys, they were, they were into that like a, isn't half Gracie famous for his, uh, those conditioning drills? They do.

Speaker 4:          01:32:18       I don't know, but he never went to like, uh, you know, I mean he, he was in a time and place where very few people knew Jujitsu. Right now we're in where the secret's out. Who are the top guys? What are they doing? Yeah. I feel like there's also a thing where people want to be really tired from workouts. They feel like they're getting a great workout in if you beat them down. Yeah. I agree with that. There's, there's, there's a debt, a disconnect. It was like, I want to feel paid, punish me. Yeah. You're your retarding growth though. You know like people don't like that word retard anymore but because you know they think you're talking about someone with a disease but the, the real term of being of retarding you are, you're slowing down growth and that's really what retarded action is. Like you're, you, you have an issue in that the way you're approaching things is uniquely damaging to your ultimate goal of progress.

Speaker 4:          01:33:14       And I agree. It's so common. If someone right now is listening, he is mine. It's blog is my better going to class and they know that they're going to happen to all these crazy burpees and all this crazy shit before class. It's so fucking comment. ICARUS, you flight to close to the sun. What happens to you? You get burned by this. His stay in the middle there in the middle. If you get to do those conditioning exercises kind of half asam halfass and a bit, yeah, you permission. That's why I like, I like to make conditioning after. Yeah. Because my body is warm and I don't need, cause the thing is look, when you do conditioning, before you weaken your stabilizers, the prime mover, the Ma, the muscles in your body that are prime movers have more interest than your stabilizers. So few weekend the stabilizers, your joint is less stable while you're rolling.

Speaker 4:          01:34:02       Yes. The element of fatigue can put your joints in danger. That's why I only do cause when you're, when you're, when you're doing exercises, you're in control. You're not in a live role with somebody trying to tug on your arm. Right. So I need maximum strength when somebody is trying to tug on my arm in case I'm in a bad position, I need to make sure that I have, my strength levels are there to protect my joints. Joint protect. Joint protection is huge. You need to make sure your joints are healthy. It's huge. What what, what kind of exercises do you do to make sure your joints are protected? Well I do the supple leopard, I do a lot of mobility work and I do low impact plyometrics, low impact. So, for instance, that's why I like the Med ball. Throwing the Med ball against the wall.

Speaker 4:          01:34:39       I like to do steps. You know like you have a block, like a 12 inch block and like to jump, like do steps over a back and forth. So you kind of jumped up in the air, but she never leave the ground because the block is also high. So you never get the negative contraction. You never get the impact of hitting the ground. Alec sprinting. I like club. Explain that. How do you not getting the negative? So let's say for instance there's, this is a block and this is my feet right here, right? So I'm like this, I'll jump like I saw, I'll jump. Okay, so you touched the block. I've touching the block so I'm never, when I, when I jumped off the ground, I'm landing on the block so I'm always, I'm stepping down, jumping up, stepping down, jumping up. I say, so I'm always exploding up but landing on a block softly because it's, it's when you jump up, it's the landing that kills your joints.

Speaker 4:          01:35:24       If I put up a a 50 inch box, Emma, you jump up the landings in be very soft. If I tell you jump over a hurdle now you're in midair and you're crushing down towards the ground and you land, you got to absorb that shock. But that's why I like like hill sprints. Hill sprints are great because your foot never leaves the ground even though you're exploding upwards that the ground is coming up with you. So it's a very soft landing. The soft landing is key. Yeah, no, that makes a lot of sense. That makes a lot of sense. But what about hitting bag then? It's the best. Cardio is the best. I do a lot of Dutch Joe for cardio. Dutch drills with Israel. Left Hook, cry, kick, right hand, left kick, three minutes, just bad bup, bup, bup, bup home. Somebody they do three punch combo to punch Combo and it finished with a kickboard double kick and I just spiked my heart rate that way.

Speaker 4:          01:36:09       I'm developing my skill, developing my cardio. I get very lean when I do that and uh, I feel great. I feel my energy levels are up and say it's better than doing bike or running personally cause I'm developing my skill and I'm also spiking my heart rate. A dage drill can be very intense on the heart rate. It's low impact and it's a plow metrics. Everything I need. Yeah. Do you, what? What wait heavy bag do you use? I use the fair text. The giant pole bag, they call it like a big, big giant bag of touches the ground. So when I kick it it doesn't move. Father's heavy as fuck. It's like a 300 pound bag, right? Yeah. Why do you like that one? Because when it kick it, the bag doesn't swing so I don't have to reset so I can keep that pace really high.

Speaker 4:          01:36:47       So I'm going pop, pop, pop, pop, pop, pop, pop, pop, pop, pop. I know you're hitting it full blast or you just saw them. As I get warmed up, I hit harder and harder til I'm full blast so I might start really relaxed, kicking low to the leg. Then as the work gets warmer and warmer and hotter and hotter, I'm sweating my start kicking to the head. Hmm. Everything is gradual warmup, you know? And when I've had enough, I stopped like I'm not gonna make myself sick because I'm working out tomorrow again right now. What about stretching? Stretching, I like, but I prefer mobility. So mobility is the element of stretching your muscle, but also creating motion. The joint has to be in a type of rotation in the route. Why? Because you're creating Sylvan synovial fluid to the joint. The joint is really more important to me than the muscle because the muscle rejuvenates itself.

Speaker 4:          01:37:30       The joint doesn't, it does let us lesser degree, so I got to always be oiling up the joints. This is very important to me. Very important. Now when you say like mobility, like what do you do like for your hamstrings and things like that? If you're trying to stretch them out and also do mobility. So let's say I stretch out my leg, I'll be just kind of bending at the hit in and out. I won't just leave it out there static. There has to be a type of motion. I said it's very important because when I'm wrestling or I'm doing Jiu Jitsu, my legs out there and I'm creating motion, I have to move. I'm not just putting it out there. Right. There's always a type of movement because when I stretch my leg out to stop you from passing the guard, I'm going to be moving my body at the same time.

Speaker 4:          01:38:06       So that's mobility. It's different. Some stretching, mobility. There is a stretch element and mobility, but it's stretching. There's no mobility element. Now what about yoga? I think yoga is good for relaxation and the range of motion. I think it's very good. I just don't personally have the time and energy for it because I'm always in the gym. So for me to find time for yoga, it's just a little bit difficult, but I think it does allow for a great range of motion and relaxation and centering. If you have the time in your schedule. It's good. I just personally with three kids and then my, everything that I do, I just, I'm in the gym already too much. Right, right, right. Yeah. I just wonder like for fighters, I mean I'm hearing more and more fighters incorporate yoga into the training sessions to just try to create more balance and, and also stability, joint stability in particular because you're holding these static positions for long periods of time valance and, and, and it's a brilliant art your core as well.

Speaker 4:          01:38:57       Yeah, it's a brilliant art. If you can have the time and energy to do it, it's great. Now what about nutrition? Nutrition is huge. What do you, how do you eat? Uh, right now I just finished Ramadan so I've been eating a lot of processed foods. I've had like Robin, Don's like the, with the time of the year where I gained a lot of weight because normally throughout the year I ate very little processed foods. I eat natural foods. But during Ramadan, because I was such a small window to eat, to fit my calories in and I'm very busy all year round, I'm always, I'm always have projects so we're not fights traveling. I eat processed foods when I eat processed foods out. Why process? Because there's more calories in them. You know, if I got, if I got to get my, if I'm going to go the whole day after no water, no food, I need to have eaten a certain amount of, of, of, of calories in the night.

Speaker 4:          01:39:41       So if I eat whole, if I eat a salad and then some fruits, um, I'm going to be, I'm going to be at zero byte, afternoon ride in a hot gym with a bunch of guys. We need to drill and work and I'm sweating in the gym just standing there and haven't even started yet. I'm sweating. I got to hold pads. I've got to wrestle this guy. This guy needs these positions like I'm, I'm working and at zero. So I need that, that, that density of foods that I get from, uh, um, uh, processed foods. But if I take a serious loss in energy and, and, and, and I get, I got to gain weight for sure. No doubt about it. Wow. Salsas foods is the worst for Ramadan, for the month in the moment you wake up until the sun goes down. You can't have any food, any water.

Speaker 4:          01:40:23       No. From the Sunrise Sunrise. So you wake up before sunrise, right? You will eat. Most people do that by the, by the middle, by midway of Ramadan. I stopped doing that because I just can't get up anymore. I just can't wake up. My buddy is a bit of a wreck. So butts from sunrise to sunset, you're not consuming anything. No food, no water. If you can have water, it will be easy. Like I don't people who do water fast, I've done waterfowl. It's quite easy. You have the energy, but when you cut the water, it's, it's a, it becomes a problem. Especially if you're in a hot gym and you just sweating standing there. Yeah, no, it's in the summer run nuns in the summer. It's very humid in Canada and it's hot, very hot. So I have to be very careful and that's why at night, even just to resist eating processed foods is too difficult.

Speaker 4:          01:41:07       You gotta eat. So do you have a specific calorie number that you try to hit? Uh, no. Not really. Honestly, no. I just kind of foods you're eating. When you say process, whatever my mom or wife is going to make and I'm going to eat like a pastor, I'm going to eat like a, I'm an eat bread, I'm going to eat, uh, you know, whatever, whatever. I'm Anita Dessert after I'm have a cheesecake, like I'm gonna eat all this stuff. I don't eat, I'm going to eat all this stuff. I'd never eat. Wow. I'll make myself an Omelet, you know, I just, I'll just, we'll just crush it at night. I crush it at night. I crush it at night, but I paid the price after, you know, after Ramadan, I gotta lose the weight. I got to get back in shape. I got to, you know, it's, I got, it gives a lot of people would think that if you're not eating all day, that you would lose weight.

Speaker 4:          01:41:45       Yeah. Most people do Ramadan, they lose weight. Like everybody, like I lost weight. All his is mine. And I'm like, Hey guys, I gained weight. Why? Because the thing is, I know what I'm doing the next day. It's going to be rough. You know, I'm not just working in an office. You know, I gotta, I gotta move, I gotta move my body. So I packed the calories in the night before I hydrate and then I go into the gym and I tried to make it like, no. I'm like, I tried to do my routine as usual. The hydrating part's got to be the most difficult. That's got to be exhausting. Yeah. It's stuff. Some fighters have actually gone through training camps while there are no, it'd be like, well, how much? Yeah, very dangerous in my opinion, and the risky while he won, he won. God bless him. He's that crazy. I have one of my fighters now. He was doing Ramadan. I was telling him off. I was like, listen, you can't book a fight that do Ramadan. It's one of the other, you guys do your Ramadan after the fight, but not during the camp. This is too risky. It's too dangerous.

Speaker 4:          01:42:39       He was literally sparked. I was like, dude, why you look so flat that he's like, I got to confess to you. I'm like, what is it? I'm doing Ramadan? I said, dude, you either to do Ramadan and cancel your fight or you book your fight. I used to Ramadan after the two is dangerous. It's not, the Ramadan is not about putting yourself in danger. Can you do Ramadan anytime you want? If it, if it interferes with your work, you can do it after when it's convenient. Okay, so you don't have to do it uniformly w when everyone else is doing no, because he has a fight booked. It's his career. That's how I put food on the table. So you have an exception here. Okay. Do you Ramadan after your fight? Like for instance, [inaudible] mirrors that big tech. He's doing his Ramadan after he just fought.

Speaker 4:          01:43:18       He's doing it afterwards. Why? Because during the cattle I was like, look, you're either doing Ramadan right and we're canceling the fight or you're going to take your, you know, you need to do your job and you do ramen. Then after, and he was like, okay, I understand that's the way it's done. You know, he looked fantastic. Did against the good jobs. I mean, it's just my mama's rather lamas is a, a very tough veteran. Ricardo has been around. He's fought the best of the best. He's, she's fought for the title and that was a really, really professional performance by Ricardo came to win. And also, I mean he had that creepy mustache to beck back ticks. Creepy mustache. Uh, I think he's young. He's exploring his looks, you know, experimenting with the creepy, creepy mustache. He's such a good kid though. Hello. It was a very nice guy, but I was just super impressed with the way he handled llamas because llamas is, he's, I mean, Lama says is well rounded as you're going to get these wrestlers get great striking.

Speaker 4:          01:44:12       Great submission skills are like pretty much does any scene so much that for him to win and wind down the stretch, like he was overwhelming. I'm deep into the sacrament and the third I was like, well this is a guy that's clearly hitting his stride and [inaudible] next level. Yeah, he's, he did a great job. Now when a guy like that it's coming off of a fight like the Darren Elkins fight, how do you, how do you build them back up after that fight? Well, you know what? I feel like he was trying to do too much and he wore himself out in Elkins is one of those guys where if you give them a window, the fights over, you know, he's, he's one of those, those guys who's dangerous, he knows what to do in the right and the particular situation, he's not going to panic.

Speaker 4:          01:44:50       And he found the right right moment to beat, uh, Mirsada but I think just mears that overworked himself and he didn't find pockets too. Cause the thing is you cannot exert yourself at a maximum pace forever. We've got to find pockets of recovery and get back to it. I felt like he just a, he overextended himself in the fight. Yeah. I feel like that was the case too. But it's, how do you know when to, I mean, how do you know when to push? The idea is that you want to break your opponent, right? So how do you know when you're breaking yourself? How do you know when your opponent has too much gas and you're not going to like a guy like Elkins is famous for his durability in his heart, so he's a, he's an interesting case. Yeah, I think, I think the master of that is George.

Speaker 4:          01:45:26       George recovers in the realm. We always talk about recovering in the round and never showing the guy at your maximum point. Like let's say we're fighting me and you and I see you back off because you're tired. You're huffing and puffing and you sir, I know you're breaking point now. I know that if I push this pace a little bit more, you're going to break. There's no more reserves. However, if you get to about 70% of your fatigue and then you start circling and I see you're circling, but I don't see you're fatigued, you're just doing that as a, as a, as a, as a decoy. You're playing mind games with me, but really you're recovering. You're playing mind games with me or circling your tying me up in ways you'd be, you know that I'm never going to go over 70% I'm never going to red line in a fight.

Speaker 4:          01:46:03       Only at the last bit of the fight am I going to red line because I have a reserve in case things go wrong. I have a reserve to explode out of a position that I might need, so the only times I'll red line is if I'm in trouble in a fight and a half to go all in because the fights can be over or it's the end of the fight. The guys who go all in and around one for me, eventually they will lose because some guy's going to weather that storm sidestep and he's going to, he's going to put the kill on you when you're, when you're in recovery mode or like Francis and Ghana on Steep Immuno Church. Right. Francis came out guns blazing in the first round. Blues Wad exactly in the second and the third. Exactly. Bate took over. When you go for the kill, you're risking losing the decision or losing afterwards.

Speaker 4:          01:46:43       If you don't get the kill, if you over extent, if you go all in, yeah. And there's no reserve, you better get that kill because if you don't, what's amazing is that when guys go all in in the first round, even if they're in great shape, sometimes they don't recover enough to complete the fight, right. If the guy they're fighting is skilled enough to not allow them that, yeah. You know, if you roll with a blue belt, you'll never get tired. He doesn't have the skill to make me work. Right. However, if I'm with a black belt and I get exhausted and now he's making me work, right, I may never recover. Right, right. Yeah. That's uh, it's, well, it's not just, it's also the way you go out. If you go out full clip in that first round, you, you have essentially sprinted yourself into a position where you're just so diminished.

Speaker 4:          01:47:28       There's so many fighters that are like that, right? Like Connor's kind of a good example. Connor is fantastic in the beginning of a fight, right. But man, he gets to them third, fourth, and fifth rounds and he takes it like the Nate Diaz fight the second fight. He becomes human. He turned and walked away from him. I mean it was very human needed that break so badly. When you see that, do you think that that is a case of putting, I don't want you to give away too much, cause you know George potentially wants to fight coming in with the red. Right. Do you think that that's a case of poor conditioning? Do you think that is a lack of experience in handling those moments because he's so used to overwhelming people and taking them out early? What do you think that is? I think it's partly genetic.

Speaker 4:          01:48:14       Really? Yes. Because you see, I call it the touch of death. You know he's got that left hand. It's the touch of death. Yeah. That touch of death comes at a cost. Okay. How do you have the touch of death? Where does power come from? Okay. Well, if you look up Michael Colgan or were talking about earlier, he has a, he has the criteria for power, but to the best of his knowledge, this is where he believes power comes from. Okay. So I can't teach Hussein bolt will be powerful. I can only make him faster. But where did that initial power come from? Number one on the list. Number one is where your muscle is attached to your bowl was genetic. So Tyson hits, he has a powerful left hook, not because his coach taught him how to hit a left hook. He could hit a left hook like that if you had a mediocre trainer.

Speaker 4:          01:48:53       It has to do with the leverage of his bolts. So for instance, uh, you know, if, I'm going to imagine how like a, like a really heavy poults weighs a hundred pounds and I want to stand it up, well, depending on where I grab it and then have more resistance or less resistance, if I grab it near the end, they have more leverage. So where your muscles attached to your bone is gonna is gonna dictate how much leverage you get out of it. Second most important element is the type of muscle fiber you have, the type. So if you have a fast twitch muscle fiber, you can hold this oxygen, but he can switch faster, hence the name. So if you're a slow twitch muscle fiber guy, you can metabolize more oxygen, but she can't twitches fast. So there's a give and take. Nikki is exactly. So you have a guy, Nick Diaz, who needs to knock you out with volume. You can knock you out with one shot. Let's look at Bj Penn. If Ronald, when he doesn't lock you out, likelihood of knock you out. Round two is less, right? Diaz is the opposite. The likelihood of him knocking you out around

Speaker 2:          01:49:48       three is higher than Ron one. Yeah, because of the cumulative at the attack. Yeah. Mcgregor look at his stats. It's all around one knockout run. One knock out Ron, Ron, Ron to knock out. He's fast twitch. High leverage lefthand. Yeah. If you take them into deep waters, his fast twitch muscle fibers cannot metabolize it. Been with me whether maybe where they're so smart. He let him work. He let McGregor work for three rounds and you're getting excited. Keep working, keep working, and when you have nothing left, I'm going to put you out. You know, he, there was such a brilliant strategy. It was, and it was so obvious how much more efficient he was. Exactly. No, and more relaxed. Connor had his moments early in the fight where he, he hit him with someone, an unorthodox punches and some, some weird movement. But after a while it was just, I found both of them had a brilliant performance cause when Mcgregor did to go in his world, oh crap.

Speaker 2:          01:50:36       It's brilliant. It was brilliant. Just crazy crazy that that had even happened. Really. Stop and think about it. It's almost like the world got a magic trick. It was unbelievable. I want George to fight Mayweather. I keep bothering you. Fight me with it. You fight it. He's like, it's crazy. I know it's crazy, but I bet may whether it would do it. That's what I'm saying. George might have to lose a shitload of weight. Yeah, they'll find a catch weight. Do you think Mayweather? His word, he's going to get concussed. He's fought all the top punches in the world. Right. He's just gonna have to worry about George's volume in reach, but he can handle himself and George can have the limb itself, but the whole world is going to tune into that one. You know what I'm saying? I like George is selling it like, yeah, do it, man.

Speaker 2:          01:51:12       Do it. But George doesn't want to fight. A smaller guy doesn't want to call out a smarter guy, so it's going to have to come from me. Whether it's going to have to file. There's another big money fight. Yep. But is it a bit as big a money fight? That's the thing. The real big money fight is in somehow or another McGregor convincing the world that he could beat him in the second fight. Like I know there were weather. Yes. That's a hard sell. It's a hard sell. We bought that one already. Yeah, we bought that one, George, to fight Mcgregor. There was the one thing of doing it in the octagon and doing it with small gloves and no kicks. I remember there was, there was some talk of that and people were like, well, where's this talk coming from? I don't know if it was legit or not.

Speaker 2:          01:51:50       I called Dana. Dana said, it's 100% bullshit, but I'm getting the state can enforce that. If Mcgregor wants to throw a kick, he'll throw a kick. Right. It has to be gentleman's rule. Do you remember when that happened with Tim Silvia and Ray Mercer? No. Tim Silvia fought Ray Mercer and they had originally been scheduled to fight a boxing match Edelman's rules, but the commission said they wouldn't sanction the fight because Tim Silvia doesn't have any pro boxing experience. Ray Mercer Olympic gold medal as former world champion and they decided to have an MMA fight, but they had a gentleman's agreement to not throw kicks. Tim Opens up with an inside leg kick. You ever seen a fight? They, I did this. I just forgot about the chick. It starts off and Tim Silvia immediately. Oh, this is go before this, go. Before this cause this is, that's the Kao. If you go before this, they open up and Tim kicks him right away and let ray see raid puts his hands down.

Speaker 2:          01:52:44       Your mother fucker. I can't believe this shit. Oh, that's why he didn't give a look. And then he hit some ways down. He's just share. Oh Zim, let me see that one more time. Oh boom. I mean come on son. And that's like a 50 year old ray Mercer at the tile. Wow. Ray. He, that's why he gave him that look. He was like, he couldn't believe it. He's like, I thought we weren't kicking man. So they have made a gentleman's agreement and Tim Silvia was like, yeah, whatever dude. But he paid for that. I mean he got starched. That was, that's, it's also the difference in skill level. You see a guy like ray Mercer who's seen all these patterns and a guy like Tim Silvia has just so used to MMA fighters striking. It's a different, different speed. Also. It is. How much does it help fighters to cross train in these different disciplines and how difficult is it to take those skills and then to put them into their overall MMA game?

Speaker 2:          01:53:44       I think it's beneficial if you do it to a certain degree because if you go too much less, he always spargel pro boxers. There's a distance. It's not realistic because in MMA you're further away from each other. Yeah, so when I get to that distance, the guy's going to grab me. However, because there's more punches per second. It's more of an intensive training. So if you can deal with that speed of training, then later when I put you in MMA zone, when it's slower a little bit. So there's that element. There's a balancing act as there's a boxing with a pro boxer, but then there's doing it too much that when you're sparring with MMA fighter, it's harder to hit. That may may fighter than it is for me to hit the boxer. Right, because we're in a different pattern were different worlds. I want to do just a bit of that.

Speaker 2:          01:54:21       Not Too much. Is there, are there any patterns that people pick up in boxing that become a real problem when you add in elbows? Yeah. Yeah. When you ducked down, some guys just start, okay, you throw up your hand. I'm going to duck down. Dude, you do that once with me. I'm throwing a left kick right after Moran. I'm throwing a shallow right hand and the left kicks coming upstairs and when you slip you're slipping right into the kick. Jon Jones. Daniel Cormier. Exactly. I mean that was a pattern that John had seen and they even talked about it beforehand with Dennis said, don't think you're going to hit me with that left high kick, which is kind of crazy when you see how it went down. Yeah. That's a weird thing when people just develop a sort of pattern that they just keep repeating over and over again and then it's instinctual.

Speaker 2:          01:55:02       You want to take it out now? Ooh, good luck. Good luck. Taken it out. This and that. That's one of the things that when you see people learning technique, one of the more difficult things is to relearn something once you learn it. One way, like with the kicking in particular when they get tired or when they get nervous, they revert back to their old way of kicking and you you see it. Especially if they learned it young. Yeah, it's hardwired. Yeah. How do you get a guy out of that? I haven't been very successful. Like for instance, if I take a guy who has been kicking taekwondo his entire life and then I tried to teach him a Thai kick, it's not that easy. It's really difficult. Yeah. That's why I believe when you're young you have to have a diversity. You have learn how to kick like a tie,

Speaker 4:          01:55:44       like a taekwondo guy, like a karate guy, like a kickboxer, the variety, and then you can go out there and you can morph your style. You can exchange from one style of kicking to another. However, if you've done 10 years of one way and you are hardwired that way, it's very difficult. Almost not worth it to we do it. Just let him kick the way he kicks real. Yeah. It's not worth it. Not Worth it. No, because you're going to treat him for him for so many hours. Then he's going to go in there. He's going to revert back. Like you said, when he's under the pressure and the stress is going to revert back to what he normally does when he's a little bit tired because it's more efficient for him. Mm. So you're asking him now to do something new. Is there any way to rewire a person's brain?

Speaker 4:          01:56:21       Not that I know of. Not, not in that. Not. Of course you can. You can change someone's behavior. Absolutely. But if it's hardwired from a young age, we're talking about it's a long term project. Do you have the amount of time you could do it? But it's a lot of time and energy and it's painful. It's painful to undo an old way. Yeah. It's a lot of energy. The guy will feel tired of the Gulf feel sluggish, like I'll feel uncomfortable because he's doing something inefficient. You see those patterns though where where you watch a guy fight and you go, man, why does he always do that? He's always throwing these wide looping punches like why can he throw a fish, smooth technical punches. He might've learned, I've, I've had that problem. They learned that wrong early on in the career. Then when they get to you, they're good enough to get to you.

Speaker 4:          01:57:05       They're good enough to, you know, come near the UFC another other. They want that next level and you're working with this new athlete who has so many inefficiencies. You've got to remove them one by one gently. If you try to re haul him, you just confused him and he just doesn't know what to do anymore. What do you want me to do coach? Like I'm totally lost. It's, it's like a, it's like a scientific experiment, right? You isolate one variable. If you change too many things, we don't know what caused what anymore and you're in it. You're in a chaotic, now you're now you're in a world of chaos. He doesn't know what works anymore. You don't know what's wrong. Anyway, w one thing at a time. We don't want to flood you and we don't want to bottleneck queue what we're taking. You go from one place to another, one step at a time gently and you have to ask yourself, what's the one thing I can help this guy with?

Speaker 4:          01:57:45       The one thing they had, they'll change the rest of the system. This is the most important thing. And let's do that one thing at a time. So when you see a guy and say, look, he's got a kill Christian background or something like that and you see he throws kicks but he keeps landing with the instep. You just let him keep doing it like that. Um, yeah. It depends how many years he has and how much time we have before the next fight because I believe it can work. It works. The reason why karate is still here is because it worked, right guys. One right. You know, it's exists. Friday's not, and it's not a bad spasm. It works. If you can make it work, I might teach a quality guys in boxing and then his karate will shine even more cause he could bust. Yeah, that does seem to be the problem is when, I mean, um, taekwondo guides in particular, they don't punch to the face. So when they get into sparring situations and they're first learning how to do it, and we saw that with Raymond Daniels early in his career as well, just have the hardest time with hands. Mm. So do you take a guy like that and just have them only box or,

Speaker 2:          01:58:42       I would make them bucks a lot and that'll open up his kicks even more. Definitely no doubt about it. Especially with his reach and his, his, uh, his distance, his foot work that he has. You can look, uh, he could do a lot more, I think. Do you write all this stuff down? Like your thoughts on these things? I know you do your youtube series and you have, but have you ever considered putting out a book on your ideas? I'm writing a book, but it's more fun. It's more of a philosophy book. Then next I have a background philosophy. Have a degree in philosophy. So I spend a lot of time just contemplating things. So I do a lot of fight philosophy stuff. I write it down, publish a book, not really interested in that to be honest with you. I'm more interested in going in philosophy, writing about philosophy, not so much MMA, like philosophy, uh, more about chew with reality, a paradigms, you know, how, how we see the world, you know, what is truth, what is reality, those kinds of things.

Speaker 2:          01:59:28       I know it sounds weird that's coming from an MMA coach, but I do a lot of philosophy on my own, in my own personal life. I don't think it's weird at all. I mean I think that what you do is essentially your taking fighters in preparing them for one of the most difficult challenges in all professional sports. And I don't think there's, I don't think there's a more difficult challenge. It's outside of war. Yeah, exactly. No. Or being a firefighter or a police officer where you actually putting your life in danger. I think. Yeah, combat sports or just, it's extremely difficult to do and to be able to do like what you've done with George and what George has done as well. I mean what you guys have done together, it's just an incredible accomplishment and especially him coming back after four years off and looking better than he ever looked in the past.

Speaker 2:          02:00:14       That was what was crazy when he came back and the fluidity of his combinations, the way he looked and the way he sunk that rear naked choke, that was a rare rear naked choke and MMA where the blade of the hand was on the back of the neck and it was just fully sunk in. You know that that you don't really see guys get the choke, but you're seeing that old school Ken shamrock style back on their attempt to this. I'll never talk to this. You put me on if the hand's is not behind [inaudible] you'd rather get put put out. It's funny, I was reading one of my students yesterday and I let him take him out. Like I was kind of toying with him and let him take my back and he was stronger than I thought. He was like he, I haven't wrestled with him in 10 years.

Speaker 2:          02:00:57       I just put out a youtube video of me and him. If you guys want to put it up, it would be funny, but this is, we were rolling off camera and I kind of let him take my back and I never give up my bag, but sometimes I know he's probably about, so I'll just kind of toying with him a little and he put a choke kid and I was like, okay, let's see if he can finish. I didn't think he could finish it. Then all of a sudden you've got in deeper and he didn't have the hand behind my head, so I was like, I'm not going to tap. No Way. I would have to this impossible. First of all, he should know better. Okay. If I let them tap me with this, he's gonna think he did it right. So I was like, no.

Speaker 2:          02:01:24       But I was like, eh. And then when he took a breath, I just took, I just took his hand out because I could reach your hand. Right. It's not tucked away behind it. And I got out. I'll never talked to this man. Never. So he's doing this. Yeah. His hand, he's like, here it has to be here. That MMA gloves or uh, no, no, flow. Fluor full. Really? Yeah. He's a good purple belt. He's tough guy. Very good shape. Strong. And the is not in the zoo. That was off camera, but I mean, I would never talk to this like even in practice because it's not on the choke is not on, right, right, right. Yeah. There's definitely a difference, but some guys have gotten it even in the UFC with just a gable grip. The guys, the guy who, the guy who was being choked.

Speaker 2:          02:02:04       Oh, with the Gable grip works, because I kind of grew, I kind of grab your hand. Hmm. I see what you're saying. Like if your hand is here and I can grab it, why would I choke? Why would I, why would I tap? I can hold your hand. I can grab onto it. Right, right, right. Yeah. It's funny that in the early days that was how everyone did a real nice, it was more chronic. It's more panic. You okay, oxygen is lower and you're topping, but you're not going to go out. People just didn't know any better. Exactly. That was okay to do. Right. It's not that that palm and the back of the head was okay to do. I don't know who figured out to do this. No problem behind the head is is okay. I'm not against that. It's when the hand is top of the head bride, it has to be unreachable.

