Speaker 1:          00:00:00       Do too.
Speaker 2:          01:09:40       So if you do the math, everybody I fought the battle had seven fights, man, South Pole, Robbie, Wonderboy, my uh, I say Wonderboy again, all go gas alum. Don't young Kim, all have been south pole and all difficult guys at South Park. And guess what? Everybody else in front of me, you saw Paul Rda, Robby was salt, Paul [inaudible] and South Paul. So you got, you got all these guys that are solid Paul. So it made sense for me that only that he mates fighting fun again, I wasn't having fun with it. He made it fun to learn. I felt like a kid again and you know, it was a great morality, Cim and you know, it was, I felt very specific to where I was doing. I felt like I wasn't doing any training, just pushing slash and flipping shit just to say I did it. Everything had a function and I felt better and I look better.

Speaker 2:          01:10:30       And you know, I did all this training. I was renting my fucking self into the ground, doing all this, you know, three, four day trainings and looking all crazy. And I got into the octagon and it never showed. People were like damn man, tiring, I don't got their muscles. You got all those Muslims, motherfucker might get tired. So I'm like damn, I'm doing all this extra work but it ain't showing an octagon. But then I started training with dude and then and they forced me to Tyron, trust us, you're doing too much. And it's not, if you're a sparring is affected because of your strength and conditioning, it's no longer a supplement is taking the primary and we're not in fucking crossfit in fighting. You're sparring is number one. Anything. It takes your aspiring to be the best. That's what we gotta do. So we've got to run more or do less than as conditioning. If we got to actually do none, just spar. If we gotta like there's been times I go in there and have a shitty sworn day and I said I'll see y'all in the morning. We doing this again, we run it back. Cause in the practice room you can run it back in real life you can't. So I take advantage of, you know, the playground. If you've been practicing. I think now I just love fighting again. I love training. I love competing. I Love Winnie. I love that minute. Well, you know you won.

Speaker 4:          01:11:43       Now how much time do you spend in Milwaukee? Do you just move your whole camp there with cardio? Most of the time

Speaker 2:          01:11:48       I had to spend some time in Florida because I'm Damian my, I'll be a complete idiot if I didn't take a part of the Brazilian jujitsu black belts at American top team. It really depends on a fight. I, I usually try to get at least four weeks. We Duke, the good thing about Duke, Duke doesn't have a huge ego and he knows what he does well, but he works well with other coaches. That's why him and um, Dean has been such a great dual, if I need to bring in another striking coach, so another training partner or somebody else, he opens up the door for that because at the end of the day, the goal is for me to be the champion, a state champion and reached my goal being the greatest welterweight of all time. So smart guy. If there was not for that, then it be a little bit difficult. And also Dan lamp, you gotta realize I've been in American top team since they won. Dan Lambert has never been in a blue about where I'm training at, where I'm going. I've always caught him and for him to give me the ability to go and get stuff from other coaches is also been very helpful.

Speaker 4:          01:12:44       No, he's another amazing guy, too. Valuable guy in MMA. You think about the amount of money that he spent on American top team before he made any money. I mean, that guy poured money into mixed martial arts. He boarded into it and created one of the greatest facilities on the planet earth for MMA, especially the new place. It's saying he's great too mean. But, uh, as a coach, what I really respect about Duke is not just the fact that he's got this incredible wealth of knowledge, but that he's so humble. He's so like down to earth and chill.

Speaker 2:          01:13:14       GSR are the people, the people that really just know it. They don't have to prove it. Days like that. Duke's like that. Um, Lammers like that. Some guys had overly want to show you and stuff. Those are the people that are kind of insecure or where they add as cautious striking coach you, I mean you shared was writing coach, she's all why you train with that guy? They like get so sensitive. I'm never seen it before.

Speaker 4:          01:13:32       Yeah. So I just, I just don't like to deal with it. Yeah, it's unfortunate. It's not my boxing coach like that too. Eric Brown for wild and I've been training with him since 2007 2008 so he's the same way. So now when you're out here, like sometimes you're home and when you're home, what kind of stuff do you do? Like if you're not injured, if you're not recovering from a surgery, like what, what stuff do you do at home and hang out with my kids. Go to football practice, go to the practice, take everybody to school, pick everybody up. Play video games. She went about like training. I don't train. You don't train it home sometimes. Not much. Really? Yeah. You don't do anything? I do. Shouldn't the condition it with my God dairy, Fairchild

Speaker 2:          01:14:12       and um, I got a, I got a up and coming, um, featherweight. There's really fast and good boxing so I play around with him a little bit. I might run, I might hit the bag, might do the versaclimber, but when this camp time, my mouth, when it's not camp time, I'm both family. That's interesting. So you don't, you're not constantly training? No. Wow. That's you. Do you feel like that used to, you used to watch change that because I stopped like MMA. Ah, okay. So now you feel like you were kind of burnt out but I never started watching. I'm always watching film. I'm always in my obviously working on Fox. I got a break everybody down. I wasn't burnt out. I just, I want to want to miss this shit. I want to want to get back in there. I want to hear somebody named, they fighting me and I want to get nervous a little bit and watch some film and see what they do well and then let's get this done.

Speaker 2:          01:15:01       Let's get this together. Let's write everything out. Let's map out the training camp, let's get our partners, let's do what we need to do and let's get after it. And that, that takes away the pressure from me right now with, with his injury. And the fact that three months in, you should be able to probably start training hard. What do you, when you look in to defend the belt again? You know, I can probably, I will probably fight, um, April will be kind of pushing it, but may June, July is use the card big July 4th car. I shut away today. That's a good one. Yeah, right. By the way, today, and that's probably like more [inaudible] Saint Pierre fighting main event, July, whatever the hell we can. July 4th weekend I used to be the international fight. Yeah, that's the bell would be, I mean, that's why I have the biggest chance to get a big fight.

Speaker 2:          01:15:47       That's what I want. If I was your manager saying that's what we got to do. So it was July, probably hanging in the man. It's no fight in between it. That's going to make sense for me to do. As George said, he's retired or he's not retired. What did they do? Just just gave up the belt. Right? George? I don't want to speak for George because I liked yours. I liked them too, so I don't want to speak for him. But George is just smart. He's, he, he plays the fact that he don't, oh, I don't really speak English that well. Mother fucking smart. He know what he done. There's been wasn't right fight. Okay. Think about it. Biz mean according to all the middle ways wasn't really the best middleweight they all, everybody wanted to fight Bisbing so if George is gonna go up fighting for another belt, another legendary move, fight a guy that does not have the punching power, maybe cannot take him down.

Speaker 2:          01:16:36       Maybe we can not stop to take down. And for once George probably had a power punch, a power advantage against Bisbee. So with that said, it made a lot of sense for him to do that. They also had a lot of history training together. That was a big part of it. Yeah. And George's eyes. He was very successful again, you know he was, he was kind of worried about the size though. Yeah. He came and he was like, hey, so how much do you think gives me way? I'm like, are you fucking serious? He was like really worried about that. There was talk about you fighting Bisbing at one time. I know you guys got with it. We got back like two or five right now. I'm good.

Speaker 4:          01:17:10       I'm good to find a middle way. I actually offered to fight George had middleweight and give up my belt at welterweight and just fight him. If I lose the fucking middleweight title, then I lost my belt and now I'm fucking Sam Sausage Cheddar, you know, I guess don't till the bottom of the bottom of the day, but when you make that kind of ballsy say, Hey, I'll fight him at little weight and I would give my building. It's that fight doesn't happen. At that point I kind of feel like somebody might not want to mind. Well, it's hard to say, right because the only fought once in four years and there's no timetable and his return and no thought whatsoever. There's a lot of weirdness in this sport right now. It's so much rests on January 20th so much restaurant in Gando versus steep at, because I think that fight is going to be gigantic for the sport.

Speaker 4:          01:17:58       It's going to be gigantic for the sport and then you know, I think Steve pay his use of overly working in the over, you know what I mean? He, he had the spot where he was like, man, when am I ever going get my shot? And they finally got it took, it took advantage of it and I was in a similar situation. I was like, when am I going to get my shot? Got It. Took advantage of it and Gyno has very scary. It's so scared. He know, knock you out regular. That's the thing. You will hit you and you fall out. He hit you and everybody, oh sh they wondering if you alive still and it's kind of like, like what he hit, he hit ovary. Oh my God. Do you see the mean when it was like the, like the Pez candy in his head, his head, his back of his head almost touch the spine.

Speaker 4:          01:18:35       That was an insane knock out. Yeah, he knocked him down. He's freaky in his speed. His power and his story's incredible. I mean you want to talk about a story that's like right out of a movie. Guy was homeless five years ago and now all of a sudden in two years of fighting, so appreciative and so happy, you know, fucking hands with like two times the size of my hand. You say you're shake his head before feels weird. Like you hook like you're shaking a loaf of bread. I'm like, Damn. I told his boxing coach, I'm like, man, I do not envy you man. You get punched in their body protected. I know that shit hurt. He said, no. He said, you can put it on. I said, no, I will not tell them no, no, not about that life. He is something special. The real world.

Speaker 4:          01:19:20       If I was Steve Bay, I was walking down, but he ain't going down. It's going to try. See if they got a good chin, but I wouldn't test it against him. No, don't tell him. I think he's going to try to close the distance and grabbed him and tried to drag. I think he should but I don't think he is. You don't think it's going to be able to? I think he wanted to show everybody. I stood up with Overeem. I sit over the um, um, jds. I stood over for ratio. I sit over all, all these guys. Totally different thing. Right? Nelson, I know, I know that wholly defined on his coaching staff. I don't know what they think and I think he should punch the take downs, take down on the ground and pound where his arms out and make, make Ingando fight him to stop getting takedown and see if you can take some steam off them hands.

Speaker 4:          01:19:57       That's what I think too. And I think that the clinic is going to be critical over him. Got The clinch on him but couldn't do anything with it. And Stevie was college wrestler Steve Pay. It's got good wrestling skills. You know, he's, he's known more as being an overall well rounded MMA fighter, but I think he's got to get that clinch. I just think standing in front of in Ghana is just, you're just, you're playing Russian roulette. One of those bullets is going to land in front of them and not even just in the, even if we do an appearance, I'm going to, hey, you too close to Miu Miu yo big ass over there. Ooh, Bingo. When he connects it's just, it's something different. So people always ask me that. Do you think they want in Gando to when do you think they are trying to set this up so he can win?

Speaker 4:          01:20:40       Do you think like as far as asset, he's an amazing story. If he was the champion it would be very marketable and I don't want, yeah, I mean I don't know a firefighter with the raspy voice. I don't think there's, I think if Steve Bay can turn Francis back, that's, that's very marketable to I think the UDP lands he does when he gets to the, he broke the record, right? Yeah. He will break the record, which is crazy, but defenses. I know that's how crazy the heavyweight division is and always has been. You know, all you, the most anyone has ever done is Kane. Kane's done two defenses. Right? Damn, that's crazy. Cane, right? Cain hold the, the, the office cane and pork. Kane Cain has so many injuries, man. It's just constantly injured. That poor guy is constantly getting surgery. Did he freaking my, I know my man over there, he's checking.

Speaker 4:          01:21:31       I thought she had a St Louis Hat. I used to like to get some, some stripes over there. Now that La la and it's from Ohio. Columbus, Columbus are cold as hell out there. Fuck out is, I was just out in Canton not too long ago. My son played in the hall of fame, who I know UFC champion has defended the belt more than twice heavyweight champion. So what does it say? Does it say, um, whether it's Cain, Cain, Cain Velasquez? Yeah. This is a while ago. Yeah. I think I'm, Steve Bay is the version that came with less injuries. Can't kicks a little bit more, but you know, just pressure Punchin um, endurance. Yeah. Yeah. Cause he plays the bass. He's definitely a beast. Look, this is going to be the toughest fight for sure. And in Ganas career, but what's, what's it mean if Steve Bay can win? It's amazing and it solidifies his position as the baddest man on the planet.

Speaker 4:          01:22:26       But there's something about in Ghana that is, it's uh, it's more, it's more enticing to people. It's also the fact that Steve pay has been in so many wars and his chin has been touched a lot of times. Yeah. So he has a great Chin but you don't want to keep testing it. So she gets to do nick and Ghana would awkward power. Yeah. The five round junior dos Santos fight was crazy long fight and he got knocked down who would go for a marine down. So it's a tough one. But the thing is like we, we know so little about in Gannon was ground game. We know so little about his, his ability to overcome adversity. Yeah. He's just been smashing people. Yeah, I agree. I said that. I said that out of the day. I think that Steve Hayes been in a tough fights. He's been knocked down and he's, he's on a five, five, five k I'll shrink as well, like, you know what I mean? And it's against tougher opponents in Ghana was knocked out. Well, the sport is so exciting right now, man. There's so much talent. Who's your favorite fighters going on? Tyron Woodley.

Speaker 4:          01:23:32       It wouldn't happen to be because I'm here. I don't have a favorite fighter. Max Holloway smashing. Right. And I love Max. I like his style too because his style is uh, he overwhelms you. He doesn't, he's not knocking anybody. I was one shot. He's just constantly overwhelming you with conditioning and intelligence and timing and distance and he could do everything. He could strike you, take you to the ground. He's got a great defense. Take taken submissions are outstanding and I liked that fight with him and Frankie Edgar. That's an interesting fight. I was just talking about this other day, but I'm, Frankie Edgar has fought similar, you know, cub Swanson or Yoyo Rodriguez. But Max isn't really fought anybody like, like Frankie before somebody has short and compact that knows how to get close quick, knows how to get out quick. He'll take it out. Frankly, don't give it here. He was taken out.

Speaker 4:          01:24:18       Um, who was at Charlie [inaudible]? He didn't give me hell how great he was on the ground. He was in his car punching and I think, um, that can present some problems. Yeah, absolutely. Just to go fight the good fight. Yeah. That's the March 3rd fight. And um, Max is a big, big favorite in that fight, which I thought was functioning tall too. He looks like he's in my weight. Yeah. He's tall. Confident in the Aldo fight, especially the second fight man. You see that confidence just oozing out of him. He's the champion. He's a beast. Yeah. I think 55 is an amazing way in class right now. We argue on Fox that they think they tried to get under my skin and say lightweight is the best divisional said, don't play with me. Well, two ways.

Speaker 4:          01:25:02       After a beep, yeah. Be was a beast. I haven't watched any of his fights. I watched him. I said I need to go back to my, um, my math. He fights like that every time. Yeah, he's a monster. You see the Michael Johnson fight, he's telling me to give up. I saw that clear. It must be jump, give up, smashing his wrestling and his, his, his ground and pound. It's just so ferocious. It's just on such another level. And when he gets ahold of guys, he's getting ahold of guys that are really good and just rag on him. Like what he did the Rda Gypsy that fine. Yeah, I saw, I haven't seen those fights. I got to go back and look. Ragdolled Rda. It's just beats the shit out of people. It gets you to the ground. I was a big fan after that. I'm like, man, he's something special dudes.

Speaker 4:          01:25:45       He's something special. And the fact that he did that to Barboza he wants to move up to 72 shit. No, he don't. Hey, metabolic meals shit out and sit in and see my man. He'll be by the pack. Um, nutrition. Is anybody out there? I'm picking up the tab cycle as down there. 55 I'm not trying to see, no, it could be right now. He's making 55 easy now though. So who knows? I think what I believe is going to happen is I think Connor's going to vacate. I think they're gonna strip him because Connor has got $100 million in the bank and I think he's having fun and talking shit and he's going to keep training and he's gonna make a big fight in the future. But I think Khabib versus Tony is the big fight and fuck. They might even do that one on Russia, but they do that.

Speaker 4:          01:26:30       What they're talking about doing big fight in Russia that, yeah, if that happens, that's a good fight. I mean, everybody's been waiting to see that fight. Fuck yeah, that's a good fun. It's like Tony Ferguson. Very Unorthodox. How many wins? He's got like nine or 10 in a row. Yeah. He has a the most ever in the lightweight division, and I think it's at 10 I think when he beat Kevin, it was at 10 Oh, who do you lose with? No, Michael Johnson. He loves to, boy, you gotta go way back. He lost him a long time. Maybe it was my first backhoe. I mean Tony. So Unorthodox and all the closer and against heave to Alcorn or at you for that fight was a close one. And he but man, yeah, he, he just um, nobody has told Tony at what he's doing is not who's Jamie? Tony. He's a, he lost a Jamie Tony earlier in his career. It was curled up. What does that from a national fine lines.

Speaker 5:          01:27:24       Interesting.

Speaker 4:          01:27:26       The Hyatt regency. Oh, Karen Davidian. That guy's a very good fucking submission artist.

Speaker 5:          01:27:33       Interesting. Yeah.

Speaker 4:          01:27:35       Well he ain't OLED nine. Tim have a good habits his then ah,

Speaker 5:          01:27:40       punch Cho Cho, Cho Cho choke.

Speaker 4:          01:27:44       Yup. And Ron and Ron and over guys to the Edson Barboza fight was fucking fantastic. That was a fantastic loaded if I too, I remember. Yeah. Well, and that's the danger about by Tony. It don't really matter if he's losing the fight the first, the first or second round. He keeps it together. Yeah. Yeah. He's in my end. The dos Anjos fight was amazing to beat the shit out of dos Sandro's that's it. I mean, he's a bad man. Tony Ferguson, you cannot sleep on Tony Ferguson. I used to fight is amazing. I used to be like, man, this dude striking don't look like it's something that should frighten me that much. But when it's coming so often it's so weird angles. And then he's going for shots and he's, he does the exact opposite of what you think you should do and grappling. And then he's in the position and then we'd get there.

Speaker 4:          01:28:29       Now he's got like five or six schools for that position. So he's like switching to here and there and there for, you know, y'all ass shot chucked out. Yeah, he's, he's, he's the real deal. That's a, that's an amazing fight. I love that fight. You know what I'm really interested in right now? I'm really insistent. TJ Dillashaw versus mighty mouse. There's so much talking about that. I don't know. I want to see it though. Someone's got challenged and I don't see 'em Garber and money mouth. Really? Yeah. I don't know why. It just looks, it looked on paper like I'm more interested in fight dom. Man, I disagree. I think it's more interesting to see TJ. Tj has got more

Speaker 3:          01:29:02       weapons like TJ does more stuff, throws more kicks. He's got more, I mean you saw it in the guard band fight. That's where he heard him. You heard him when the head

Speaker 2:          01:29:08       I just, I just like Cody's boxing in the pocket. In his counters. Yeah. Anybody that's going to deal with Dj sp kind of big Dj miss and not very many people who have been able to write. So my think tank, they both are going to be tough fights. I mean it's going to be tough for, Tj is going to be tough for Dillashaw mighty mouse. He just has very few holes. He's like pouring water is moving. Just keep going to saying he never stopped. I'm like, Damn Dude, I got to watch them drill. We've raised fight. Well I can do the same thing in the drill. He just did it right in a fight. Right? Dang. Now he's special.

Speaker 3:          01:29:40       Special. His, his ability and his ability to not get hit. He's, he's doing something

Speaker 2:          01:29:45       then that's, he always thinks in dementia. So like he was trying to take down Dotson, remember in Dotson, wanted them taken out and he said, forget it, I'm going to grab the leg and I'm a keep punching him in the face where elbowing him in head. And then finally he got to take now he just, if he thinks is smart, he's going to keep going. Excuse me. He's not going to get discouraged. You're gonna keep going for it. If he was going to get Tom who was a kid, um, Tim Elliot, they had them in those days. Chokes. I'm like, I was freaking out cause you know, Dj Mohammad, I'm like, man, is he about to loosen this kid? And he said, I'm good. He had me in her deep, like he just don't get ride over. Oh no

Speaker 3:          01:30:16       rattled. He's got the whole package. She's got mental toughness. He's intelligent. His skill levels on another level. I mean it's, his skill level is off the charts. He does everything.

Speaker 2:          01:30:26       He's a master at the shrine basics like that. That's, um, um, lift up return on bar, maybe one of the flashy name did you ever seen him do? But in general, if you think about it, he comes forward and he does great fast basics from this side. He sort of stands great pass Bates from that side, very traditional clinch, super active with it. Um, hard to take down, gets up to regular way. If he, he'd mount shoot, he believes like if of course teaches you or arm bar from the mouth and his mind, it's 100% chance it's gonna work. There's no way it can't work. So when you see him go do a regular arm bar on somebody and submit them like, you know, a whore or Gucci or John Moraga, he's like, Damn, how you hitting him with that one bar? Because he's just don't believe in the fact that doubt and his techniques. So no, it's a, it's an amazing time. Amazing time for the sport. And uh, I mean

Speaker 3:          01:31:17       it's amazing time. It's just an amazing time for martial arts, period. I mean, I think martial arts right now is at the highest level that it's ever been in the history of people fighting each other.

Speaker 2:          01:31:27       No, it's, it's a a siding moment as well because now you got so many different hopefuls. No, we got six or seven people that they just need one more economy. We just need one more. This person is just need one more. Then they jump off and it, you know, to become superstar because we, we need more stars right now. We got Connor, but when this kind of going to come back, I think Rhonda may do to WWE thing. Josh, she's done. I'm pretty sure I figure WLV thing is a, as a good look. I know she was at, at like dinner with triple h and m and our agent, uh, Slater. So I hope she does that man because people can say whatever they want. But Ronda Rousey was, she was that girl at one point. She was and she put us all on the map in a different way. It had the old lady did the 75 year old lady at the airport talking about MMA. So, Yup. She, she, she's a GG paid our, do you know, I think if she want to gracefully walk into a different realm, WWE film I seen, she's just produced some type of series that um, you know, we should support her on that.

Speaker 4:          01:32:26       I agree. I agree 100% and really don't want to see her fight again. I, if she wants to fight again, but what if I would, I would want to see is her move to a camp that could address the entire game of MMA in a much more comprehensive way and not tell her that she's great at something. If she's willing, I would want her to go to like Matt Hume or someone like that. But who, who is she actually fight? She's two. She's too big of a name to fight somebody who she's fighting fight someone who's coming up fight someone get a tune up fight. You had an actual, I mean, but I don't even think she wants to fight. I mean, I think at a certain point in time you have enough money in the bank, you have enough notoriety and fame and she's got a lot of aspirations outside of the sport.

Speaker 4:          01:33:08       She's married now. Who knows? She might want to start a family. You right, you right. Listen, all I want to see is George Saint Pierre versus was in July, July four I say because my big prediction for [inaudible] make it happen big. My big prediction for me is that I fight just any pair of my first fight back. I'd like to see, I showed us or I can hurt Katie. We'll pause. How do you sleep? I can't punch it. Hard to sleep. I mean George is, if you want to fight me, brother, this is the time and time Georgia get me George right now. Wake up money George. And what a fight that would be in terms of like, like just historical significance and how big it would be. I mean, he's coming off of the win of his career coming back four years off beat Bisbing choke them unconscious for the title. Vacates the title steps right in their fights. You at one 70. He's a, Gee, it'd be fun. And he would exit the sport and nobody would give him that much stuff from losing to me. Thanks for doing this, man. I appreciate it. I'm glad we finally got in here. So it did it. Uh, tell people, what's your Twitter handle? Check me out on Twitter. Two

Speaker 2:          01:34:16       Oh d. L. E. Y. Same thing on Instagram. And I'm, yeah, we out here

Speaker 4:          01:34:20       the champ, ladies and gentlemen. Thank you. All right.

Speaker 6:          01:34:29       Hmm.
