Speaker 1:          00:00:00       Mm,
Speaker 2:          01:27:16       Even the speaker. It's, I don't have the. I don't have the baggage. Right. And, and did you know, here's some interest. His finger aspect is a huge issue. I, when I ran for governor, I only raised $300,000. That's it. Yeah. I made more money doing the job than what I spent to get it. That's the, that's unprecedented. Yeah. That's why. That's why they don't want to talk about me. That's why they are. They want me gone. I've beaten them twice. While you're also an actual military veteran and you're also a man is actually held office before and you're actually not a career politician, but you've done the job and you have a very good insight on what it's all about. You're also a conspiracy theorist, which scares the shit out of him. Well, but let's remember, they did a huge study in England and found the conspiracy theorists are generally more intelligent.

Speaker 2:          01:28:08       Are you got to meet? Some of my friends know they're more intelligent monkey because. Because they don't accept things. They do their own personal studies before they bring up an opinion. Right. But then there's some flat earth people and chem trails and there's some wacky shit that gets thrown into the mix there too. Dinosaurs aren't real, but I'll tell you something as crazy as some of them sound. Sometimes after a few years go by, you start thinking, you know they might be right. What do you think about people in on the moon? I think we were there. Okay. Yeah, absolutely I do. Do you think any of the footage is fake? I like to not believe it is. I don't know. I've never studied it, I've never sat down and really stammered out. I was 18 years old. I just graduated, revise school would allegedly walked on the moon. That's the only. I was fucked. I far more concerned

Speaker 3:          01:29:02       at that time of Woodstock and uh, that, that also happened that year. The real issue with conspiracy theories is the absolute proven ones like Gulf of Tonkin, which got us into the Vietnam War that you were part of like a operation northwoods, which was signed by the Joint Chiefs of staff and vetoed by Kennedy where they had planned attacks on Guantanamo Bay. They were going to arm Cuban friendlies to attack one ton of obey blaming on the Cubans and let us go to war with Cuba. They were going to blow up a drone. Jetliner. They were fire jetliner, blow it up, blame it on Cuba. They were going to do all these different. After knowing all that, you know, are you all show out to include the murder of John Kennedy? Yeah. I don't buy. I don't either at all, at all. What they've told us. And let's bring in nine slash 11.

Speaker 3:          01:29:49       Well, the murder of John Kennedy to me is first of all, there's so many aspects of it that people like to conveniently ignore, like the magic bullet, not, not just the path, because bullets take crazy paths. I'm sure you know that bullets. I mean, you could shoot someone in the front and the boat will come out of their eyeballs. It does happen. Things ricochet off bone. Weird Shit happens, but a bullet does not go through bone and come out looking like that. Not only that, it can't be bigger than it originally was. Exactly. There's more particles inside the body that are missing from the bullet itself. Exactly. So it does show the bullet camp get bigger than what it originally was. That bullet went through Kennedy, shattered bones and connolly's body and came out looking for Stina. I've shot a lot of bullets. I know what happens when you hit animals with bullets.

Speaker 3:          01:30:34       When you hit bonds. I have these two copper bullets from an elk I shot and there are fucked up. Well, I'll. We recreated it. Unconcerned she theory. I couldn't make the shots and I'm an expert. Yeah, I mean you couldn't, the finger was hard. You couldn't work that bolt [inaudible] quick enough like they claim he got the shots off and like six seconds. Ridiculous. See the fastest I could do it without even aiming was seven point eight and that was not even taking a name. Well, I think if the gun was lubed up, well if you practice really well, I don't have a problem with someone being able to do something extraordinarily quickly. Carlos couldn't. The sniper, Carlos Health, they created the whole thing for him and he couldn't make the shots and he's the greatest sniper and history and even laughed about it and said, you're going to tell me Oswald could outshoot me.

Speaker 3:          01:31:26       Isn't it possible that he got lucky? Man? Isn't it possible that he got lucky shot? No. No. In. Why wouldn't you like an Oliver's movie? Why? If you want it, why didn't you take it when he's coming at ya? Well, he couldn't get into that position if it really was acting alone right there. Okay. I cars coming right at you before it makes the turn that way if you miss the next one is going to be closer. The weird thing is that they had to come up with the magic bullet theory to account for a bullet that hit the underpass and ricocheted off of the curb and hit a guy and because of that, that's

Speaker 4:          01:32:00       why they had to account for one bullet.

Speaker 2:          01:32:01       Oh, the damaged bodies. I interviewed Mr Newman and Mr Newman's was the physical person closest to the fatal headshot. He's the guy you see who covers his kids in all the movies. That's Mr Newman and I asked him this a few years ago. I was doing the show. I met him there and interviewed. I said, where did you think the bullet came from? He said, oh, it came from over my shoulder, which puts it right at the picket fence because he was right down there and he said it came from over his right shoulder and he. We had his FBI report there, write one page, and I said to Mr Newman. I said, well, Mr Newman when you stated at came over your shoulder, which put it at the grassy knoll. I said, how did the Warren Commission respond to this? You know what he said to me? He looked at me, said I was never called in front of the Warren Commission, and I went, you were the co, the closest living witness to the headshot and they never even brought you in to ask you a question. Nope. Why? Because they saw his initial report didn't fit with what they were going to put out, so they conveniently didn't call him in.

Speaker 4:          01:33:14       There's also two different accounts from the autopsy, the Bethesda Maryland version versus the Dallas version of the entrance wound on the neck, you know, they call it an entrance wound and that the Tesla Maryland said it was a tracheotomy. Ruined. I mean they, they changed it from a bullet hitting him in the front to a trake wound.

Speaker 2:          01:33:34       Well, what's his name also changed at Joe Ford? The back bullet. He moved it up. Yeah. Now how do you do those things? You know. And then the other interesting thing was Harold Weisberg wrote about it, news, great books Whitewash Harold. It took him 10 years to get the minutes of the Warren Commission. It came out that a Houston newspaper stated Oswaldo was a paid FBI informant, had his number and the whole thing. So the Warren Commission had to hold an emergency meeting and it took harold 10 years to get the minutes because they withheld them now you'd think they were meeting to discover and find out about this right. The whole minutes to the meeting had nothing to do with that. The minutes to the meeting dealt with completely. How do we cover this up? Now? The guy who is going to cover this up

Speaker 4:          01:34:24       pretty ridiculous. You know the guy who was the closest to play devil's advocate, when when any sort of a chaotic event happens, you're memory is usually fucked up because you're dealing with adrenaline, especially someone who's not used to being in sort of combat type situations. Human memory is one of the most faulty pieces of evidence you could ever get. People remember all kinds of shit that isn't real. And if the story started getting out that there was people shooting from behind the grassy knoll, it's entirely possible that someone can fabricate something in their own mind and not even be deceptive.

Speaker 2:          01:34:55       Maybe. Maybe, maybe. But if I would think

Speaker 3:          01:34:58       that if you were there and you heard the shot and you felt it go over your shoulder, I would think you, if you told me, been around. I think. I don't know Mr Newman. Yeah. I, I never quizzed him on that. But I thought he was. But there, there were other others too. Not just him. Right. But you have to. There's a lot of witnesses said that they had. In fact, there's a photo where you see smoke going across the plaza right from the grassy knoll in the air. Have you ever seen. Did you ever read a David Lifton's book? Best evidence to amazing book. That was the book that got me on the conspiracy theory theory trail, but there was an analysis done. The one you need to read is whitewashed by Harold Weisberg. I'll read it this weekend. Whitewash. I'm, I'm, you got me fired up again. There was a, um, a, a crazy analysis of all the witnesses of the Kennedy assassination and how many of them died.

Speaker 3:          01:35:51       Untimely. Death is fucking terrifying if you haven't seen that. Folks. Jamie, see if he could find that witnesses to the Kennedy assassination that died. Untimely deaths, I mean, but they did a statistical analysis of the odds of all these people getting murdered and just random random murders and fucking bizarre suicides. That's insane. Well, how about Dorothy Kilgallen, the greater Washington reporter. She went out and got an interview with Jack Ruby. She came out of the interview stating I'm going to break the Kennedy case wide open, got back to New York and they found her dead the next day. Woo. Dorothy Kilgallen, she's one of the most famous reporters in New York, and she got an interview with Jack Ruby and she came out of the interview and all she'd quote was, I'm going to break the Kennedy Case Wide Open. Yeah, I'm. And then. And then she was found dead within a week. What's interesting too is this idea that Lee Harvey Oswald either acted alone or the government assassinated Kennedy, Juno of Judith, very baker of.

Speaker 3:          01:36:59       Why do I know that name or she was Oswald's girlfriend. Okay. In New Orleans and she's written a book called Lee and me. Great Book where she talks She Lee was going to divorce his wife and her and judith. We're going to get together. That's what she says. Ah, I think that's what she said on record, but it. But it adds all these speakers. They weren't living together at that time. This is the, uh, all the different people that died. Untimely deaths. Yup. This is fucking crazy. It's all heart attack. A unknown. What w, what do we got here? Drug overdose. The one that's really the bad one is the guy who was in the tower there at the train thing. Suicide, suicide, suicide. They found, they found him dead. Minor accident, minor accident dead. One car crashed dead heart attack, heart attack. And these [inaudible] died quick. This is what's interesting.

Speaker 3:          01:37:54       They died. They all died within a very short amount of time. Gunshot wound to the head. Well, you know what, judith was involved in an Oswald. They were. They were at New Orleans attempting to create a fast moving cancer that Lee was supposed to deliver to Mexico City to try to kill Castro a fast moving cancer and what killed ruby a fast moving cancer. Yeah, I guess. And you know who's in charge of it all? That guy that's on all the New York or the New Orleans Saints football are. Who's the famous doctor? The clinic. That's who judy worked for. The cancer expert. Thank you. Give you cancer. No, they. They were attempting to create a fast moving cancer. And you think they give that to Jack Ruby? No. Yeah, because they were attempting to kill Castro with it. Now, do you think that Lee Harvey Oswald was involved? I think Lee Harvey Oswald was an undercover operative of our US intelligence agency.

Speaker 3:          01:38:53       Yes. You think he was involved in the assassination attempt? Maybe I or he was involved or thought he was stopping it because oswold loved Kennedy. The whole thing is just such a crazy. Liked Kennedy. He didn't dislike him. It's a crazy story. So why would he kill him and why would he use a weapon when you can get any weapon in Texas? Why would he use one that had a, a paper trail on it? What's interesting to me about this story too. Anyway though, enough of Kennedy and I just want one thing is that it shows how uncomfortable people are with embracing the possibility of corruption to the extent where they would kill the president. It, it shows me why Jesse Ventura at times is not popular. Why do you talk about yourself in the third person like Roy Jones? Uh, because he is a third person because he is a third person.

Speaker 3:          01:39:48       Jesse Ventura is not, you know what, who are you? That's my business. Oh, okay. You're superman, right? Yeah. Anyway. Uh, uh, no. What was her manner, Jessie? She calls me honey. You. Ah, that's sweet. After 41 years least she's not swearing at me. There you go. I've done something right. Anyway, you lost my train of. Sorry, I forgot where I was going anyway. I don't remember. Anyway, it doesn't matter. Um, do you partake in marijuana yourself? Only in Colorado, one in Colorado. What about California? Only in Colorado, but this right here, buddy. I'm, I might in California. This is liquid is a spray. Spray it under your tongue. This is liquid too, but it's not as powerful. This one put you on Pluto. You gotta. Be Very careful about this one. The uh, I made some mistakes. I only, I only uh, uh, partake where it's legal. It's legal here. No one ain't checking medical. I get you a doctor. He'll be here in five minutes. Well until you. Until you do that. I don't. I'm not legal. All the laws put online.

Speaker 2:          01:40:54       I can do it online. You can do it online now. You can do it online here. I just, I know how I could get it. You know how I could do it. How I'm a veteran. I get dreams. Can't sleep at night and we'll also do. You have had hip replacement, right? Yep. Yeah. Well there you go. That's, that's. I actually had the new technique. They'll called hip resurfacing. So what do they do there? It was new at the time in [inaudible] eight. I learned it from a neighbor and Mexico's a triathlete and you should all the triathletes get hip trouble. Get this. The differences. They still cut you and they still dislocate your hip, but they don't cut the femur. Oh, okay. Clean up the ball and socket. Cover them with carbon titanium, steel and puts you back together. Just like resurfacing the road. A new layer of asphalt.

Speaker 2:          01:41:39       So I, my, my femur bones completely intact. Oh, that's so much better. Way Better Way, way, way better. And so I, I actually now I do over a marathon a week on the elliptical machine. That's incredible. So it doesn't, you don't have any pain at all? No. In fact, a week ago I did 41 miles that week. That's amazing. No, no restricting of your movement. Nothing. Well, I'm 65. When I sit down in a chair, I tightened up and when I get up it's like a. You get and that feels good. And these, these are a really good tutorial for anomic chair. For me. It also was, I didn't learn until I got to Mexico with the physical therapist during my wrestling career. I had actually knocked my pelvis out of alignment. Oh Wow. And he said, that's what's giving you your back trouble. So he gave me a bunch of stretches to do where I got my pelvis back in alignment and between that, and I'll make a plug here.

Speaker 2:          01:42:35       Do you ever watch on TV? Those teeter hangers? Yeah, they're phenomenal. I'm in the back. Oh, I love them. They're a godsend. Yeah, I do it every day for 10 to 12 minutes. I hang upside down and I and I played golf. I haven't been back to the chiropractor in two years because of that. Yeah. They every day, every day at the end of my workout, I hang up and down like dracula or like a band, and you actually get so comfortable. You go into kind of a limbo. You know where you. You're almost a conscious thing. You're conscious, but you're not hanging upside down. Yeah. You're blacking out. Well, not blacking out. You're just so relaxed. Yeah, no, I get it all the time. Yeah. Oh, I see. I and I tell people this thing is a godsend. If he called me, I do ads for him. Well, it is a legitimate way to decompress your spa without machines.

Speaker 2:          01:43:31       It's healthy. You can. And people, uh, you know, I talked to a doctor wants to sit. Your muscles are holding you in place. You're not. I'm like, no, they're not. I relaxed my muscles. I know how to relax my muscles. I'm an athlete. I know. I know when my muscles are tense and when they're not like, you can absolutely get some relief and decompression in your spine. When I get full upside down, then I mentally go, okay, relax your feet, relax your ankles. I go through my whole body till I get all the way to the shoulders and the neck. I'm going to show you a have back there now though. Then when I hang, I'm totally relaxed and sometimes you actually feel yourself slip right back in and then you'd go, ah, I wanted to do. Yeah, yeah. I have one. It's like a harness it straps to adore and I pull on it, click, click, click, click, click.

Speaker 2:          01:44:18       And I'm like literally hanging by my neck. It's a spinal decompression device. So that's not one of them sexual things, man. Now, uh, I had a bulging disc in my neck and uh, I relieved it that way and so it made a huge, huge difference. Like I said, I, I, you know, I got the aches and pains of a 65 year old I'd have, I've had my hip done. I stopped running because my orthopedic surgeon says no one over 40 should because really the pounding my friends, 49, he just ran 200 miles still ultra marathon. The pounding that he can't do it, but he's going to pay the price, the pounding of his body, like, like this Dr Truesdale told me today with the technology they got, you can run without pounding, right with elliptical machines, machines. He said it's the pounding. It's not that you can't do it.

Speaker 2:          01:45:08       Anyone can do it and train for what he said the where, that that's going to cause on your body after age 40. And I have to agree, he's the predominant orthopedic surgeon of the Mayo Clinic. Well, you know, there's also another issue and it's the creation of the running shoe because the running shoe, having that big wedge and the heel, that's not a normal gait. The normal gait as you supposed to land on the ball of your feet. If you watch the little kids run, that's how they run, but when they created the running shoe, they allowed people to run and have all their weight come down on their heel and it acts as sort of like a little spring, but that's not normal. It's your body has a natural spring built into it. The design of the foot bar or you can do the natural way the seals do.

Speaker 2:          01:45:47       How do they do it? You're running the sand. That's great too. Yeah, that is the best way. Paula had gotten even worse when they take you in the soft sand dunes. Dune running is fucking amazing. I, uh, I, I. There was an old chief there. We used to call him superman. He was 41 years old when I was in the teams. Forty one and the softer the Sam, the faster he got. Oh, we used to call him the Campbell. That was his nickname. I one thing about chief, but we called them the camel because when we'd hit the soft sand running normally in our team, he was probably in the top six and running. When we'd hit the soft sand, he was up first or second. Why is that? I don't know. He could just run in the soft sand and it didn't slow him down to.

Speaker 2:          01:46:35       They have like big wide flipper feet or something. No, he was actually a little whiter, rebuilt guy. He also, he was able, we had this big rope. He could wear a pair of twin, 96 tanks for diving and he'd pull himself up to the top of this rope just using his hands. Ninety pounds? No, twin nineties. That's what is called there. How much do those weigh? I don't know, but they're heavy. They're heavy as hell. They're the old twin. 90 Scuba tanks there. Big Old metal tanks. They were and he used to go up that rope using just his hands. That's a strength or why rebuild? Not a big muscle guy. Just why rebuilt? We call, we called him superman. That was his nickname and the teams you lead pt every day you do pt. With him it was like in training unit, every set of pushups 50. Every time you do pushups with him is 50 50 a pop and you probably do at least 10 to 12 sets. That's great for tearing apart 600 pushups a day. Then you'll do a thousand flutter kicks. What's a flutter kick? Wham. You're back at your kyc. That sounds like a good time. That along with running up sand dunes at a party who's running sand dunes and the other thing in training they don't account for, but you have to Rodan to run. Every time you're moving and budge training, you have to be running.

Speaker 2:          01:48:06       You have to run to run, so you're when you'd run out on the beach, but you have to run to get there and then you have to run to get back. Those don't count when you do a four mile beach run, it only counts on the beach. It doesn't count the run to get there and the run to get back to run to the Chow Hall, the Rhonda and everywhere you. When you're in budge training from the time you start in the morning till they secure you, you have to be running anytime you're moving. Oh Jesus. But, but you do it as the airborne shuffle. That's kind of that shuffle run where you're, you know, you're, you're running, but you're not really running kind of jargon. Yeah. He just hustling. Yeah. They call it the airborne shuffle because that's should do a jump school. What led you to want to write this book, this marijuana want the experience I had with the seizures and that's what motivated me because I knew there's other people out there suffering.

Speaker 2:          01:48:59       Our government should not be standing in the way and stopping people from using a plant that could help them and it's time to end this ridiculous prohibition. My mother who lived through the Prohibition of alcohol told me before she died, she said, the war on drugs is identical to the Prohibition of alcohol. All you're doing is making criminals rich and powerful and it's also, there's an industry and keeping people in jail and as an industry, you catching people in, locking them up, check your rights, losing your rights, imprisoning people. And when you find out that there's prison guard unions that are lobbying to keep marijuana illegal so they have more work. It's terrible, it's horrible, it's horrible. And they don't think of it as horrible, but that's the perception. Got The dea who's out there making money off, keeping it illegal and you know what you do. They're doing it to fight for their jobs, but I've already got another position for them. But let's end the war on drugs. Let's take the dea and let's make the dea do put as much effort into sexual crimes.

Speaker 2:          01:50:05       Like what kind of sexual crimes? Molesting children. Uh, we just went through one in Minnesota, Jacob wetterling, where they finally caught his murderer, but he's not going to go to prison for murdering because he plea bargained what happened? You know, the famous Jacob wetterling case. You don't know where that could happen way back 20 some years ago where he was, him and his friends were going to the video store and a guy took him at gunpoint and you disappeared. The Minnesota Vikings wore his thing on their uniform and it was a whole national thing when Jacob wetterling was abducted while they just discovered his dead body a month ago. Oh, because they caught the guy who did it, but he wouldn't confess unless he got immunity, so they had to give him immunity and then he led them to the body so they could get closure over 20 some years ago.

Speaker 2:          01:50:59       So he got immunity to that. But is he getting prosecuted for something as getting prosecuted for child porn? That's it. Yup. Now I say you take the dea and you put them out catching child molesters and sexual predators. That would be a good job for them to do. It would be a good job for them to do, but I would rather take people that are molesting children as our smoking pot. Well, the problem, the problem might be they might have to investigate the Catholic church and that'd be off limits, wouldn't it? Well, how about that one? A good one. Here's a good one. I love good ones. My Club, the Mongols. We got busted for the Federal Rico laws, right? How come they don't apply the Federal Rico laws to the Catholic Church? It's a good call. Yeah, I'll come. They don't child molestations of felony. They covered it up. They lied about it.

Speaker 2:          01:51:55       They continue to do it. How come the church hasn't been investigated under the Federal Rico Laws and charged their questionnaire? The church. That's why. And you're not allowed to. Well, that's also why they hide them up in the Vatican because the Vatican is its own country. I don't know. I'm not into all that. I'm just saying that. How come the Rico laws don't apply to the child molestation that's gone on. That's a very good point. It's a very good point. And when the, when Pope Benedict resigned, that was, uh, one of the things that they were going after, they wanted to prosecute him for crimes against humanity because this guy was shielding child molesters. He killed a child molester that went on to rape 100 deaf kids. I mean, what in the fuck. And this guy targeted deaf children because they couldn't talk about it and now they, they stick them in the Vatican. And once you're in the Vatican, the Vatican is

Speaker 4:          01:52:46       protected. It's literally got its own situation where it's like a country. Yeah. Yeah. Well, I mean I still don't think there's as many people doing that as there are selling and buying drugs. So the dea

Speaker 2:          01:52:58       maybe not, but what has come some other is the worst effect. One hundred percent. I agree with you because I know people that were molested and never recovered from it. Their entire lives have been altered. Yeah. And it goes for generations because generally you find the molester was molested? Yeah, always. Yeah. You know, usually that usually that's the situation. So I would rather take our focus away from people doing consensual crime against themselves because addiction shouldn't be treated a criminally. It should be treated medically. I mean, you can be addicted. I always like to use this for an example. Imagine tomorrow if they took away coffee and caffeine. Oh yeah, we have riots on the street. There you go. And those are all addicts. People addicted to it. Hoodies. What are you trying to say, man? No, they're coffee. They're addicted to it. Well, they need to understand that. Then how dare them say you should take away a drug from someone else. Of course, when I. They have their fix. Yeah. How come theirs is legal?

Speaker 4:          01:54:08       I also don't think that we have to find jobs for people that are doing something that should be against the law. It should be against the law to arrest people for marijuana. You don't have to find jobs for people that are doing something that should be against the law. Arresting people for marijuana is a fucking crime. And I've said this time and time again, but if you lock someone in a cage because they smoke a plant, that makes them happy, you're a fucking criminal, you're a criminal, you're. You are doing a crime against human beings and freedom and that's what you're participating in. So the dea is doing is a crime. I don't think we have to find jobs for criminals. I think the only thing that's saving them from being labeled as a criminal is some shit that's written down on paper by a bunch of people that are profiting from keeping it in that same way.

Speaker 4:          01:54:50       It's a crime. It's all crime. Yep. And there's nothing. Zero, Zilch. When it comes to the. When you talking about the side effects or the negative effects of cannabis, there's nothing. Zero. There's no evidence. I agree. And if there was, they would parade it out there. And even if they did paraded out there, what we're finding time and time again, the most recent story that was in the New York Times about the sugar industry, paying off scientists to say that sugar is okay for you, but it's saturated fat, saturated fat. Which is so important that it's one of the main substrates for creating sex hormones. It's one of the most important parts of human diet that saturated fat is bad. And that's what's giving people heart attacks. Meanwhile, people getting fat as fuck from shower. I,

Speaker 2:          01:55:30       I love to talk about this, which came to light to me 10 years ago. Uh, I grew up in the fifties when they put fluoride in our water. Yeah. Wade. And they put it in there for our. Well, isn't that your parent's job to teach you how to brush your teeth and Gargle with Florida dated mouthwash? Is there any benefit? White Flora? Wait, why would you put a chemical in the water? Yeah, there's a benefit. I'll explain it. Who, who do you think was the first people to put fluoride in water but the Nazis? Yep. Now why they do that now? First of all, I'd questioned anything the Nazis did right away. I'd say, well, Gee, they don't have really people in mind do. They were really good at making engines. Well that they were, but uh, that. No, they did it because fluoride is the major ingredient of PROZAC.

Speaker 2:          01:56:21       So you think that played in the water. You're getting these daily dose, daily dose of PROZAC. Does. Why? Why? Why would the Nazis do it? What would be the only reason to. Not People Docile, but did they do it in a large scale fashion or they do it as an experiment because they did a lot of fucked up experiment. Well No, they put it in their water. Germany was the first country that put fluoride in the water under the Nazi rule. And did they picked it up for their teeth? I guess that was why they did it. I don't know, but that's what we sold our people. I remember. And here. Did you see the movie Fargo? Yes. Member of the town. Brainerd? Yes. Well, brainerd Minnesota. About 30 years ago. I remember it. They voted. They did not want fluoride in their water. They weren't going to put it in. Federal government came in and made them. And why do you think they did that? Is the fluoride industry paying them off? I don't know because they want to get rid of. Why would the federal government come into a city who their own water supply and forced them to put fluoride in the water.

Speaker 2:          01:57:32       Well, do you think they did it because the fluoride industry paid them off because they didn't want to lose profits? It doesn't make sense. Or did they not want an example that you can have water without fluoride? It's possible, but if they really wanted to protect people from Wednesday, go after sugar or is it like Vince Mcmahon? He fired me because I wouldn't relinquish my copyrighted name so he could exploit that. I owned it and I refused to give it up. The copywriter named Jesse, Jesse Ventura. I had it before I worked for them and I copyrighted it federally so that I would own it and I wouldn't release it to him. And that's what ended up getting me fired in the end where I had to leave the wwf because, uh, he, he had to control all of the marketing that was old school before wwe. Oh yeah. Oh yeah. I mean, I don't know why fluoride in the water. I've looked at it very peripheral, no reason for it really. They tell you it's for your teeth, but shouldn't you do that yourself? Will not. My thinking is if they really were concerned about people's teeth and people's health wouldn't look at all the

Speaker 3:          01:58:42       different kinds of sugar that we're consuming. All the corn syrup and people's Diet, all the sugar and that tell you the fluoride there for another reason then. So you think there's a large scale organized conspiracy to keep people docile by putting Florida and the water. I don't know if it's a large scale conspiracy or if it was just done and it's too difficult to unchange it. She wants government gets established doing something and it's done for decades. It's very hard to get them to change their position and is it in some ways a lot like the dea in that once fluoride is a business, is a business and selling fluoride, putting fluoride in the water. There's people that have jobs. They're doing that. They lobby to keep that in place. And what evidence is there? The floor has beneficial. Is there any evidence? I don't know.

Speaker 3:          01:59:33       You don't know, but if you know about this, why don't you look into that because I don't drink fluoridated water, so it doesn't affect Mexico, doesn't have Florida. You drink out of A. Well, yeah, and, and in all my home, she, I only learned this a decade ago, but ironically, all the homes I've lived in have been kind of rural and I've had my own. Well all your life pretty much other than when I grew up as a kid. Maybe that's why he still rebellious. He didn't get your dose of Flora. Exactly. That's why I asked questions and stuff. I haven't been. I haven't been on PROZAC aided. I'm not on the PROZAC. Well, it didn't work with me because I've drank a lot of fucking fluorided water constitutions are different than mine. I don't know, maybe I'm just better. They say it calcifies your pineal gland, but the people that say that, they all smell, they all smell like natural deodorant and feet.

Speaker 3:          02:00:24       When mother fuckers, like I said it, uh, you know, the brainerd tried to do it and the federal government came in and just slapped him down. It didn't matter, the people voted, didn't matter, nothing. Federal government came in and said, you will have fluoride in your water. What year was this thick? It was back in the eighties. I wonder if that would fly today because people today are so concerned with genetically modified foods and I think they'd still do it today because you still got it. Nobody's ever said nothing. Like, why don't we remove fluoride from the water?

Speaker 3:          02:00:58       Yeah, I don't. I don't know. I mean, nobody. Nobody brings it up. Yeah. I don't even know. Florida is beneficial in toothpaste. Uh, there's a lot of people that don't believe floor at should be in toothpaste. I think that with the cleaning of your teeth is really what gets the. The plan goes. Yeah. Who knows? But someone must have just a major ingredient of PROZAC. I'm going to go looking into that now. Dammit. Another rabbit hole. I got to whitewash. I got to go down on PROZAC. Rabbit hole. PROZAC. Fluoride, rabbit hole. Flora. Just flow. But when you think about it, why would they put it for your teeth? Your parents do that. They teach you how to brush your teeth and use mouthwash. Why would you put a chemical in the water? That's a good point. Why

Speaker 2:          02:01:40       would a chemical be introduced into clean drinking water? Well, not only that, there's a lot of people that don't even drink water from the faucet anymore. You know, a lot of people use the faucet water for bathing and cooking and they drink bottled water. Yeah, well that's another scam they pulled on the bottle. Yeah, completely. I did it. And conspiracy theory, we went up to Michigan. We're nationally is. Yeah, they, they take water. Well, the law says you cannot take water from the Great Lakes. Right? And the Great Lakes region is 20 percent of the fresh water of the world, so naturally goes up there and builds a million square foot, plant the things huge. It's bigger than our dome stadium. For the Vikings. They got this huge plant up there and all they do is they punch in at a tributary, so they're technically not taking it from the Great Lakes. They're taking it before it gets there.

Speaker 2:          02:02:31       The Great Lakes have now fallen there six inches lower than they used to be and I was taken to a stream that used to have white water rafting. It now does. It's dead water just because of Nestle. Yeah, they're sucking it all out of the ground before it can get to the Great Lakes and they're putting it in plastic bottles and selling it to you. More expensive than gas. It is bottled water costs more than gas and that fucking. Imagine if you've got a company and you sell a product that's free and you and you don't have to do nothing to it, but put it into a bottle and sell it for more than gas cars. They persuaded us. It was the only way to consume water. Like when I was a kid, you'd go to the schoolyard and play football all day on the way home. You'd run up to somebody whos you'd turn it on and everybody would drink out of the hose.

Speaker 2:          02:03:22       We didn't die. Nobody got sick. We survived. Yet all of a sudden here came. Bottled water had to be bottled and it was a whole thing they did on people. The only pure clear water you're going to get comes from bottle. Well at eight, they're pumping it out of the ground the same way as they pump anything else out of the ground. They're just putting it into a bottle and selling it to you for more than gasoline. Your friend is interrupting here. What would you like? I got to go. This is the reason why I don't let people in the studio, Jesse, but I, I know you have a hard out at 1:15. I'm your book. It's available now. Want to come out I think on the sixth and you're going to be at barnes and noble and Santa Monica tonight, tonight at 7:30 7:30. And people come meet you and explained to you why fluoride in the water.

Speaker 2:          02:04:13       They're going to go crazy now. They can do all that stuff and what we can talk and visit and uh, I'll weave a few stories in. And like every, the only thing I worry about every book signing I do, I get pleads from people on why I'm not running well. I'm bleeding, I'm bleeding. Look, somebody needs to run. That's not corrupted by the system as well. Think you're corrupted by the system. There's only me. Yeah. Well I think there's probably a few other people that are thinking right now, but they don't want this. I only raised 300,000 bucks to become the governor of Minnesota, but that's Minnesota. I mean, I think my dog might be able to win government. Not really because the devolution repub spent $12 million that year. Well they spent 12 million bucks. Your Jesse Ventura was famous or thousand. Yeah, but I had to go through the media of, of them a degrading me.

Speaker 2:          02:05:07       How could a wrestler be a governor? Right? How could, how could somebody from the private sector who's never come up through the corrupt system be expected to govern, but also don't you think it helps you have an awesome Minnesota accent? That's the building official. You definitely do. Oh, I don't do that. If my friend, Randall Carlson, Minnesota. You don't know it. My friend ran from Alabama. You don't have. You don't have an accent, Alabama. No. They have to know my friend Randall Carlson. Sounds exactly like you. And he's from Minnesota. Exactly. You said you have a very clear of Minnesota accent. Yeah, we have it and uh, you know, I'm born and raised there, but I don't know how to skate. You don't have a skate? I don't either. Good for you. I'm down. Well, I, I did it because I in the winter I swam. We have in common.

Speaker 2:          02:05:54       You and me. I was just like fanny packs. We both don't know how to skate. We both like pot. I was a swimmer. I could swim. Yeah. No, I did it though, but I mean all winter and summer I was competitive. Now my claim to fame, I actually swam in the same pool once with Mark Spitz. That's big for me because as a swimmer he was God the Var air right in the long game. Phelps, who I never thought could win another, a more medals than mark did know the guy who likes pot. Yeah, remember that he got shamed, they fought shame. Do you know what I woulda did? If I'd have been him and they did that to me, what would you have done? I would have immediately moved to Australia, applied for Australian citizenship, and I would have came back and beat the United States if they prosecuted me for the pot.

Speaker 2:          02:06:38       Yeah, but they weren't prosecuting. You thought about it. Did they really? Yeah, about prosecuting. Oh, it went onto. Oh, that's right. Wasn't it like South Carolina? I don't know, but uh, but all I know is a fight of been phelps. I would've moved to Australia. I'd applied for Australian citizenship and I would've come back and swam against the United States and say, stick that up your ass. That's very rude of, you know, at a renegade. No, it ain't. It's very rude of them. After winning those medals, don't you think he earned a joint? I do. I do. And you do as well? Yeah. They wouldn't have said nothing if he had guzzled a bottle of beer. I want to find out what the fuck. Narc Dunham. We should make that public. Whoever that shit had is, it took the picture of Phelps. Exactly. Exactly. Arrested him. Michael Phelps case. What people were arrested that had pot that gave him pot. Oh, Jesus Christ. Did you see that thing about the woman in in western Massachusetts or near Amherst?

