Speaker 1:          00:00:02       Good.
Speaker 2:          01:16:27       Your brother is a fucking serial killer. Your brother's a mass murderer or you know, you shouldn't be talking about what an eccentric character, you know, he wasn't like us, you know, he would win, win, win when the casinos and they comped him everywhere and it's real weird. his brother talking is like a guy who's crazy, who's trying to not seem crazy. That's what it's like. It's like a guy who's trying to pretend like, hey, I think just like you guys do. I mean, I'm perplexed that fucking apple does not fall far from the tree. When you got a dad that's a psycho like that, and he's raising kids like it's a. There's a high proBability that all those kids are fucking psychos to. This guy didn't do anything until he did this. That's another thing that's fucked up. It's not like this guy

Speaker 4:          01:17:10       had this history of violence. He had planned this out and apparently gone to several music festivals and taking hotel rooms overlooking the arena. Probably plot it out in his head when they found a note, people would. The notes say with the note was ballistic calculations. He was doinG ballistic calculations like drop a bullets, like you know you're shooting someone and you're, you know, you're at a certain distance, like some hunters have like a sheet of paper that they put on their rifle sight and the rifle site it'll say like at this in a hold here, you know, at 500 yards, turn, turn to seven or six or whatever, whatever they've calibrated as this guy had those calculations written down on a piece of paper while he was gunning people down out the window, straight up psycho. Just hard to believe that that's a real person and if you believe a people that are quote unquote experts in these sort of Mass killings and these psychological outbursts, they think that they come in clusters that like this happens and then someone decided that I want to be the next guy and then they do it somewhere else.

Speaker 7:          01:18:19       So think about that

Speaker 4:          01:18:23       or not. The day of case stuff didn't come out yet, right. That's supposed to dump. Or clInton trump. Trump is, I guess supporting it. He's gonna release it all. Of course they try to kill him. Pardon? The only thing they trying to kill trump. Do you think it's going to show anything? I don't know. I think someone's trying to kill trump though. Do you think if you had to guess. I just didn't anyone ever. Every president is probably always getting threatened, but not just like, do you think there's ever been a like a meeting where they got behind closed doors, like some shadow government type shit and they said, do we do this or what do, how do you want to do this? I'm gonna do this. What are we doing? We're gonna do this. This guy's talking about the c, the he, he. There was like a recent thing where he was blaming the fbI for something about Russia saying the fbi was involved in suppressing inflammation and everybody's like, do you understand that the president of the United States is questioning the integrity of the intelligence community?

Speaker 4:          01:19:18       Like how crazy that is. He doesn't trust them or whatever. Doesn't trust the three letter, but he loves to do that though. He loves to make everyone else seem untrustworthy. I mean that is his thing. His thing is about fake news, the failing New York times, fake news, cnn, they did fake news that like word exist two years ago and it's now like it's the, the. You can't go a day without fucking hearing. I do not remember the term fake news now. I remember right before clinton or trump became president. I remember talking to my mom about how horrible everything was and I remember going, the biggest problem I habits with this fake news, and that was before fake news was talked about on tv, but I was talking about fake news on facebook. I was saying like, my sister keeps on posting this bullshit's fake stuff that posting and I was getting mad at my sister. It's like fake news. I remember my mom lives at is a lot of fake news and then literally like up two months later everyone's talking about the fake news was kind of obvious though. That was like when they said that I killed a mountain lion outside the ice house.

Speaker 4:          01:20:23       That was like fake news. There was another one. There's someone said that I disarm somebody at the comedy store, a buddy of mine is a cop, actually sent me a text saying, hey, way to go. That's a tough situation to be in. I was like, what? He's like, you disarm somebody at the commerce to argue disarming nobody, but what the fuck you talking about?

Speaker 8:          01:20:40       I guess thinking that through what happened next I would guess or I would say is that people started manipulating those websites to not be parody or satire even, but they would make it look like a local news channel in some part of Pennsylvania, West Virginia and then make a really salacious clickbait story but have a bunch of google ads on there and I've seen those. Those got weaponized are apparentLy a little bit and I weapon. That's the word I would use because they were being turned into bots. Those kinds of nets. What spread the quote unquote like fake news of today

Speaker 4:          01:21:15       that's being spread all over. Well, I was reading a story thing was on dig about a russian troll farm like that. They have these businesses like these trOll farms are like their businesses. It's like this, like do you work at t mobile? No, I work at the troll farm. What a fun job. That is so great. Well you are one of the original trials dude. Pepsi spice. Oh yeah. We've brought it up many times. Russian troll farm. That weaponized facebook had american boots on the ground. Okay. That article makes me annoyed. Maya, you're annoying me. Weaponized is annoying me. Like how's it? What's. Why is that term? That's such a loaded term. Weaponized. Still go to it. Let's understand what she said. twitter, ceo cher'S tweets. Hold on a second. Is that jack? So I'm trying to get jack in here. I'll be honest about conversations. Twitter, ceo shared tweets from russian troll farm according a account claiming to be a black woman.

Speaker 4:          01:22:17       Oh, that's so good. Oh, that's so good. Rihanna collect. So humanitarian award year from award from harvard. She kicked off women's history month with a bang. Reads one of the tweets. Dorsey shared from crystal one johnson in march, 2016. That's hilarious. So this woman is tweeting all this shit pretending she's a black woman, but really it's. It's an account made by the russian internet research agency with links to the kremlin. That is wonderful. I know crystal. One johnson. Do you think they killed her account? Go to account. See if it's legit. I hope it's still there. Just to highlight it. CrYstal. one johnson, please, please be real. Please be real. Please be real. Tell me if you think it's real. Brian. Yes. Yes, yes. Let's see. Let's see. Go.

Speaker 4:          01:23:12       Oh, she's still up now. It's gone. It's gone. It's suspended. Dammit. God dammit. Jack. That was what she used to look like. I know that was somebody else's account. Hood to someone who saved it. Oh, that's her tweets. That's the account here. This is amazing. Like you look, she has a. Is a picture of a beautiful black girl laughing. You probably didn't learn this in school and then she has a pic. Says amelia bassano is the lady who wrote all of shakespeare's plays because she was black. They would not publish her work. She died in poverty because she never received a dime for work. Shakespeare was illiterate and could barely write his own name.

Speaker 4:          01:23:48       Why? Because it's funny. Positive black. Well, so people will share that look, go, go back up to that tweet. That doesn't show you how many people retweeted it. Does it? If it got deleted So I can. Oh, this is wonderful. It's wonderful. I mean that's like, so obviously not true. Like she's pretending that some black woman wrote all of shit. I mean, isn't that like. Wouldn't that be like the ultimate thing like the white man, the white male privilege of Shakespeare allowed him to steal? What is that? And fake was actually an african american is no way is that real. This is the real. And frank believed that. Then anna queesha, Frank Jackson, I think it's a joke. She was a jew fRom africa. The real land of the chosen people. All my god, that is amazing. but that's going to trick someone who doesn't use the internet a lot. You know, white washed, fake. No. She's like, she's pretending to Be a crazy radical feminists.

Speaker 8:          01:24:45       Someone else respondeD. This was a response to that tweet by some random. Yeah.

Speaker 4:          01:24:49       Oh, delirium. Swag. Oh, well that guy's probably rushing to how many people that you contact on a daily basis or actually just russian trolls. Half the internet. I feel like I'm right. Could be. Yeah, but they're. What they're doing is very clever though. Like it seems legit. It seems legit, right? Like that seems like a crazy person. like I've, I've seen many, many crazy radical black activists on twitter that say things that are, aren't nearly as ridiculous as that or are the more ridiculous than that's less ridiculous than what they say.

Speaker 8:          01:25:25       I mean, this is one. If it's part of the problem, I don't even know what's the right way to word the phrase it, but like this is going on all over the internet and different forms and variations and it's being used and not so like nefarious ways, but it's being used for potentially good. I don't know what the good would be, but someone is probably figured out how to use these bots.

Speaker 4:          01:25:44       Do you remember before retweeting was an option on twitter? People would write our t and then they would write what you said. Yeah. I used to enCourage people to write our tea and just make up a bunch of shit that I said and then I would go, this is outrageous. I never said this. How dare you? And people would just say the most ridiculous shit. Like I love the taste of cox and they would. And and you know, our ti, joe rogan just finally coming out. I was like, god damn it, but I just, I don't remember when I did this, but it was like the early days of twitter because I was like, this is. Got it. You could definitely do that. And then people would believe that you said a bunch of racist shit or a bunch of gay shit. We just opened that back up now.

Speaker 4:          01:26:26       Didn't you go crazy? I like it. This part of the, what I like about the internet is like, did you read or did you listen rather to the radiolab podcast on shilo lebouf now I didn't. It's fucking great. I sent it to jamie. It's fucking great. What is it called again? Twitter. Truth trolls, you have to find it because they took it down. How do you take it down? I just got enough. You had it already downloaded on your phone because you've are auto download radiolab podcast, so when I went to go find it, I had to go search for it. There was. I sent you that link. They had taken it down the next day or something because people thought that they were endorsing, endorsing that. Trolling. They should be endorsing it. It was awesome. Yeah. What the four chan guys did was fucking amazing. This is what they did.

Speaker 4:          01:27:10       Shilo lebouf, so I say his name, but move whatever that fucking crazy assholes name. He was doing some weird art piece where we stood around with a bunch of other people and so it was like he will not divide us. He will not divide us. They would all say that and then all these four chan people found out aBout it, so they showed up and started yelling at a bunch of fucking trump shit still alive right now. The camera's still do this. When all after that whole thing ended, they ended up selling this to another company or our people in. They're handling all of it now, so his name's not attached to any. Okay, so this. He will not divide us thing. Right? He would go to these places and say he will not divide us. He will not divide us. And people would show up and they would show up with like keka stand shirts on with pepe the frog.

Speaker 4:          01:27:56       They would wear make America great again. Hats on. And they weren't even necessarily trump supporters. They were just people trying to have fun. Right? They're trying to fuck with people. Right. So what they did was shiela above put up a flag in the middle of nowhere that said he will not divide us. And then had a live stream where you could go and look at the flag as it's waving in the breeze. Right? They found the fucking flag. They found out where it was. No way they found it was genius and it's all detailed in this radio lab. The fact they took it down is actually making me mad. Why would they? Because what these guys did was awesome. All right. First of all, it was brilliant. They found social media Posts that showed that people had met sheil above in some, as I say his name, the above, the above. They found out that they had met him in some weird place in Tennessee. So they triangulate where he would be. Right. So then what they did was they went around, they had one of their members go around with a car and beep the horn so they could hear the horn on the camera and once they heard the horn on camera, then they knew

Speaker 2:          01:29:02       he was there or then they knew that the fire was there. So Then they found out where it is by stars. They looked at the fucking stars and they figured out where the area is because when it's nighttime, you can see the stars on the live feed and you figured out what constellation it was. They went to the fucking flag, took it down, put a make America great again hat on, and a pepe the frog thing up there, and the guy walks up to the camera and goes, fuck shiela. Above, and that's the end of it. So great. The fact of radio lab took that down. That's depressing. Why did they do that? Then? Understanding what's happening here. Here's a. Here's how they did it. So like when he was moving around, they found the log cabin he was in and they're like, let's look for rental cabins that matched the wood pattern.

Speaker 2:          01:29:48       There are around 3000 rental caverns in lappin lapland. We just need to match the wood patterns. Easy enough. Then you just spend time doing it, but shit, your animals. I fucking love this. I don't understand why they were mad. Here's the others did it too, but. But this one, I understand. I don't understand why radio lab would take that down. Why don't you google that? Why did radio lab take down the twitter truth or trolls? Troll trolls, trolls. Whatever the fuck. It was so rare you listen to radio. I haven't ever listened to radio lab. What is it? It's an amazing podcast. It's like a news or it's one of my favorite podcasts. They have all kinds of crazy shit on the mean. They have stuff on all sorts of different inch. Oh, radio lab removes its truth trolls episode from podcast feed. This was.

Speaker 2:          01:30:36       I was trying to find the actual because it say why they posted the reason why this isn't second what, but it's saying that they removed it, right? That was someone reading the article. Obviously they removed it. Editorial radiolab is decided to take down this episode. Some listeners called us out saying that in telling the capture the flag story and the way that we did, we essentially condone some pretty despicable ideology and behavior. Oh, come on. To all the listeners who felt that way and everyone else, please know that we hear you and that we take these criticisms to heart. I feel awful that the things we said could be interpreted that way. That's on us. It was certainly not our intention and we apologize. Come on folks. You guys are missing the humor of this. These, these aren't despicable people. They are saying things that are ridiculous because it's funny, like there's a lot of people that say a lot of fucked up shit online.

Speaker 2:          01:31:36       Do they actually mean this stuff or are they saying it because they are anonymous and because it's fun to say fucked up things online that you're not supposed to say? I would say the latter. I don't. I think there's a bunch of people that are really legitimately fucked up online. There's a bunch of other people that think it's fun because they're stuck at some goddamn soul sucking job and some fucking cubicle somewhere and they have access to the internet and so they go on message boards and they fuck around and they troll this asshole shiela above is a dumb dumb, right? He's. He's a fucking plagiarist. I mean this guy has been busted for plagiarizing like giant chunks of other people's work. Right? Like what did he get busted for? Plagiarizing. He's, he's, he's in jail every couple of weeks for being an asshole and being drunk and silly fool.

Speaker 2:          01:32:22       I think that that gig, being a fucking movie star is insane. I think it's insanely pressure filled. It's way harder than what we do in terms of like dealing with all the people that like you and managing all the relationships and brief history of shiela above copying the work of others. Yeah. It's like a ton of shit. What does it say? He plagiarized and apology to alec baldwin in 2013, roughly quit. What would have been his first broadway show orphans due to creative differences. That is he couldn't get along with alec baldwin. According to reports, the decided the best way to explain his departure would be to tweet out a photo of his email apology to the cast and baldwin by name. Unfortunately, parts of the pros sample a man owns up dot, dot, dot, ellipsis. A man grasps his mistakes was ripped off verbatim from a 2009 esquire article titled.

Speaker 2:          01:33:16       What is a man? People including the articles author noticed. Hm? Barf. Yeah. That's not that bad, but it is plagiarized a bunch of shit. He plagiarize his directorial debut, his short film, howard can tour.com premiered in 2012 cannes film festival until it was posted online. December 16th, 2013. That viewers began to notice that the film is almost an exact adaptation of a graphic novel. That's what the one by daniel close, best known for ghost world, close told, budge buzzfeed, which bought much of this story to public light, brought much, much of the story to public light. The first ever heard of the film was the morning when someone sent me a link. I've never spoken or met mr leboeuf have never seen even one of his films that I can recall and I was shocked to say the least when I saw that he took the script and even many of the visUAls from a vEry personal story I did six or seven years ago and pass it off as his own work.

Speaker 2:          01:34:17       Yeah. Wow. I actually can't imagine what was going through his mind. He then apologize for plagiarism by plagiarizing a yahoo answers post from four years ago. God, hE says, copying is in particulArly creative work, being inspired by someone else's idea to produce something new and different is creative work. Uh huh. Well, that's not totally copying what he said fRom the, uh, whose answers, but it's pretty god damn clothes, whatever. He's obviously got mental issues and whether they're real or whether he's trolling or whether he, whether he's having a psychological meltdown because of all the pressure of being an

Speaker 4:          01:34:57       actor, there's a shitload of pressure and being in transformers, it's so gross. Some of them are great. Don't get me wrong. I've met a lot of cool actors a lot, but I would say 10 percent of them are useless. That's a, that's a big number. That's a big number. I would say three percent of comedians are useless. My being generous with the open microsoft. Microsoft professionals. Yeah. Three percent, three percent, maybe five, 30 percent of just loopy, but at the comedy store is even less like paid regulars at the comedy store. I would sAy it's less than one percent. That's totally different because when you're including all comedians near, you're talking about like the cruise ship comedians, the comedy store, comedian or I mean a comedy class. Comedians, blabbers, flappers, the whole establishment. Yeah. The whole, the whole broad spectrum of humans to tell jokes on stage.

Speaker 4:          01:35:57       I ran into a buddy of mine. He used to work on fear factor and uh, he's now doing standup in burlington, Vermont. he didn't start until he was in his forties. Wow. Yeah, I just said had a fucking dream. I've got a dream. I've got a dream. And he just decided to start doing standup comedy in his forties. Dean delray started at really young. Really? I think it is 38 or something like that. I want to say dean was in his forties as well because deans in his fifties now, I don't think he's been doing comedy for 10 years. No, he hasn't. started open mikes with him or like seven years ago. Man. He's pretty fucking funny now, man. I'll tell you what. Dean had a set the other night at the improv. He made me laugh hard. He had some funny jokes. I don't Want to say what the joke the bit about, but it was about people don't wear condoms.

Speaker 4:          01:36:41       It Was fucking really well written. he goes on stage more than anyone I know. He actually writes down each time he goes onstage, if he doesn't go up two or three times at night, he Freaks out like he has. He Doesn't dAte. He doesn't have any relationships. He just does stand up 100 percent. oh, what's that about his date? I don't know man. That seems like not a good time. That's he's. He, he. Every time I asked him about it, he's always just because I don't want it to interrupt my comedy. He's so focused on comedy. Was data comedian. Oh, it's probably a bad idea. It doesn't always go back and look at tom and christine and natasha. Zero is good one. She, she just fucking swings. Monkey bars from one comedian to relax. I think she's pregnant now. No way. Yeah, she was awesome. It was a joke. She was on the side. Phalen and choke. I don't think so. I think she actually is moshe kasher fruit fertile. Yeah. Yeah. He's got. He's got. He's got that. He's got that good juice. Juice. Juice. Juice. Yeah. He good did. That would be great. Parents. They're fucking smarter. Shit reveals the worst parts of being pregnant in 2017. Oh, she is pregnant. Wow. It's. Here's a nice little belly gun. That's interesting because she was kind of cranky last time I saw her at the comedy store.

Speaker 2:          01:37:56       That makes sense.

Speaker 3:          01:37:56       She didn't look pregnant though because you had so many things on it.

Speaker 2:          01:37:59       Yeah. Well, she's a. She's well dressed. She's. That's interesting there. If you had to pick like the funniest comedian couples, their top three. It's like a rich vos and bonding mcfarland right up there. I think I got to give the fucking title to the mommies. I give the title of the tom and christina. Absolutely. I think they're number one as far as funniest couple, but moshe and natasha right up there. They're both legit. Real top flight standups and they actually get along somehow. So the water champs, I don't know if tom and christina, they have a champion. They have like real competition with each other to see who's the water. Having a person at the personality champ content amongst themselves. Well, tom is in the throes of our yoga challenge and he's lost a shitload away. Christina was just ranting about it, like how great he looks.

Speaker 2:          01:38:53       He looks awesome, dude. He fucking guy. When we did that weight loss challenge, he was like, what was it like 40 something pounds and then just ran with it. Never let up. Never. Never went back to his old ways of eating and just stayed. Fit. Worked out constantly. Yeah, and he looks great. There was a picture of him the other day that somebody put up on instagram and I was like, jesus christ, like, look at him. He's skinny. He's got to go get all new pictures again because yeah, it doesn't look the same. Well that was bert was talking about that, like his mostly stories. Photo. He's got this big old moon face and now you look at it and he's a. He's all fucking thin and sexy. We to wrap this up, dude, I gotta I gotta abbreviate this one and get this out of here quicker than most

Speaker 3:          01:39:37       can I recommend a show for you, please. There's a show that I can't get enough. It's called good mythical morning. Have you ever watched this, jamie? Uh, so It's these two guys. And it's really interesting how they filmed it because it's, it's for all the kids love it and adults love it. And, and, uh, there these two guys and every day they do this show and it's only like maybe 15 minutes long, but everyday it's something diFferent. Like we're going to taste test 10 hamburgers anD we're going to figure out which one it is or we're going to see if, uh, we're, we're gonnA play this game where one, uh, one thing is a cow eyeballs. And the other thing is gummy cow eyeballs and whoever loses has to eat the cow eyeballs. And it's like they, they take parts of fear factor, they take parts of just like interesting things.

Speaker 3:          01:40:21       Like we're going to see a taste expired food from 40 years ago and they're constantly eating stuff every day. Like I'm gonna die. Uh, it'S really great. I highly recommend. It's called good mythical morning. They also have a podcast called a ear biscuits linker. The guy's name is pretty hot ones. I did a, a form of hot ones. It was a, one of his officers when the in between seasons like me and him went to the hottest, a chicken place in los angeles, chicken place in raise and it's nasty. It's, oh, it's the most amazing chicken every. Where's it at? Helen ray. When ray and ray's downtown raise. You should, that's the episode. Uh, but how enraged it's nashville hot chicken. And so they have like the hottest chicken, uh, and they also have chicken that's not on the menu. So we ate the three hottest chicken and one that's not on the menu.

Speaker 3:          01:41:15       Me and him wasn't it on the menu because it's too hot. You had to sign papers. Like it's, it's, you're not supposed to eat it. Like what happens? Well, you should watch the episode, but pretty much leave me with a cliffhanger. But after we did it, he said, shaun says that was hotter than anything we've ever done on hot ones. And me, he left immediately went to his hotel room, me and him. I went to my house a 45 minutes. I'm just crawling, like, laying there, like crying. I fall asleep. I wake up, I'm shooting blood like it's 24 hours of hell and be an incident like I wrote sean, like, are you in the same boat? And he's like, yeah, I'm dying to like, is it that bad? It was that bad. So if you go to hell and raise, I recommend getting into mild or medium hot, but do not get the hottest and don't ask for the hidden menu item hot because it's like horrible.

Speaker 3:          01:42:05       Unless you want to ruin your life. But then when it was over, did you feel good? Sort of like a near death experience? No, I felt like I was who listened? Who hallucinating? Hallucinating jesus christ. I mean I was eating paper towels at parts just because it's a comedy or it was too high. Do you try milk? No. Uh, we had ice cream afterwards that we should supposed to help, right? Yeah. Ice cream kind of helps. Uh, but getting the oil like that. My, my idea was get the oil out of my mouth because it was uh, my, my lips were getting. And what is the pepper that they use? Like carolina? Rhea was carolina rita ghost pepper. It had a bunch of them in there. A christ. So you ate like ghost peppers? Yeah. And I had all, if it's horrible dude, a chip now you can buy.

Speaker 3:          01:42:45       I think it's for 99. It's one chip that's supposedly the hottest chip you can eat. And it's got, I think it's made with like two or three of those ghost peppers or some shit like that. A chip one chip. What's wrong with people? One of the funniest episodes of good mythical morning is watch them eat the hottest pepper in the road. And you'll see what I'm talking about there. It's scott will be back tomorrow with the winner of the moab to 40 courtney doe. Walter, she ran 238 miles and she beat everybody by like almost a marathon length, right? Didn't she beat them? I think she was 20 plus miles ahead of the second place, dude. Wow. Can I promote a show real quick? Uh, November 8th and rabia indianapolis at mortise November 9th spot. Yeah, it's amazing. And then November 9th, I'll be at the funny bone hometown, uh, in columbus, Ohio. And November 10th I'll be another spurg at the new arcade theater that just opened up. so our full three block comedy shows and people where they get tickets for that [inaudible] dot tv. Powerful. Okay. We will be back tomorrow again, like I said, with courtney doe, walter. And then, uh, Adam Green tree. Oh, we got tom

Speaker 2:          01:43:52       delonge from blink one 82. The dude is like somehow or another communicating with aliens and he's doing some stuff with like spaceships and shit. I'm sure he'll tell us. And then the great matt flavor will be here on friday. We're kicking off the new studio with a bang. This is the official hark launch week. You fucks. We love you guys. thank you. Bye.
