Speaker 1:          00:00:08       Experience,
Speaker 3:          01:23:17       Would they have to cover the states in these stupid fucking windmills? No, no, no, no. And by the way, a lot of those places, our farmlands, right, which very, very sparsely populated, and you can actually do farming and wind at the same time. You have a wind tower in the middle of the feminine and you don't know that. We'll be fine. You probably wouldn't even notice if your corner or whatever it was came from where a wind farm was. But if you were having a fracking pad in the middle of a farm with all those toxic emissions, um, you'd probably be a little worried about what you were eating. So essentially they could shut down those fracking sites that are fucking up everything and then set up in those same places. Wind towers that would provide more energy. Um, not just more energy in the moment, but when you think about wind and solar, you're tapping a resource that is unlimited, unlimited, completely sustainable forever.

Speaker 3:          01:24:09       Forever is a really crazy word when you think about energy, because we always think about energy as finite oil, gas. It's got to run out. Your gas is going to run out in your tank. Think about wind. Yeah, it's, you're not going to tap the wind. You're not. And when you think about where the resources at the offshore off of the North Atlantic coast, you, um, uh, have an enormous wind resource in the North Atlantic. So setting off offshore wind, I mean, you could have a, all of the northeast powered by wind power, um, off of, uh, Long Island and they could be so far out that you would hardly even see them from the beach. Wow. That's a, that's a thing. That future don't think about. You think that's what it is. You think wind or solar and wind? Well, it's both. It's all of them. It's distributed generation, distributed generation of power.

Speaker 3:          01:24:56       So that we're not having, we're not dependent. I mean, look, you're going to have more superstorms. The places on the Rockaways waste, it's still had power were the ones that had solar. You know, you have these storms and all these things knock out the grid and then you have big blackouts all over the place. This is a bad system. You're losing, it's not efficient. It's not close to its vulnerable when we're talking about offshore wind. Absolutely. In fact, there's this study also by Mark Jacobson that suggests huge amounts of wind. Offshore wind turbines actually dampen hurricane winds. Um, they slow down the winds and they dampen the storm surge. So you are talking about building $30 billion wind walls in like a wind. Uh, I mean, sorry seawalls around a lot of major cities like New York, but you could build it as a wind farm instead. Um, and you actually make your money back.

Speaker 3:          01:25:47       Now it's an enormous amount of wind turbans, 70,000 wind turbines for something like this. And they would say that you would lessen the storm surge, for example, for a Katrina or sandy by 50% or more. Um, but when you consider the fact that Pennsylvania projections 200,000 to 600,000 gas wells, you know, 70,000 wind turbines sounded like quite so much anymore. But this is the future. We know that the future is going to be renewable energy. We know that that's the, that's the way it's going to go. Um, the question is, will we be able to prevent oil and gas right now from a next era of contamination and destruction? So it's just the momentum of the system that's in place. Yeah. The amount of money that's involved, the amount of influences from all [inaudible] and the amount of people that depend upon those industries for jobs.

Speaker 3:          01:26:36       And so slowly sort of transitioning out of that. Well, we have to, I mean there's, there's, there's simply, there's a moral issue and an environmental and health imperative to doing so. Um, David, if we do, it's, it's going to be really difficult to mitigate the damage that's already been done. For sure. That's true. And also, um, even if we do, we're still going to experience a great deal of climate change warming. Um, it's going to be very difficult to reverse a lot of those effects co carbon dioxide last hundreds of years in the atmosphere. So we're going to have trouble. It's going to be tough. And that's why we need resilient values that are different than every man, every woman for himself and every SUV for itself. That's why when this, when we're talking about fracking, we're talking about global warming. We're talking about a movement to try to change these things.

Speaker 3:          01:27:26       It can't simply be checked this box. Now I have wind power on good. We're in for some things that are going to be rough and they're going to require us. I mean, they're rough now. I mean, when you look at all the things that are happening, um, to greater pop proportion of our population in the United States, we're out in the world are suffering from illness or suffering from a disenfranchisement of one kind or another. We have to start to move in a direction where we're, um, you know, we're working together a bit more and there's some weird trends that we're seeing here in California that really freaked me out. Like the fact that we're in the worst drought of some point 1200 years, some fucking crazy number. They throw out 11 trillion gallons of water we would need to make up for the, um, the amount of drought we've had over the last three years, just three years.

Speaker 3:          01:28:12       Like that's weird man. And it makes you think like you're living in this place that doesn't have any water coming in. You've got to get all your water from somewhere else. It's a double whammy to, because you're, you're the Colorado River, which is supplying a lot of the south west is also dry getting, getting running out of water. Yeah. They're having droughts in Colorado as well. So you're, you're talking about things that are getting, you know, uh, worse. And if, if it look, if it was up to Coca Cola, they would just tell you every last drop. I mean, you know, and, but is that what we want? I think what we need to do is figure out a way to take the salt out of the ocean and that bitch is right. There seems like a lot of water. Like I, I don't know. But what I do know is that like without getting too strength, too far down the path, I think over and over again what we've seen work are social movements that are built on neighbors and community ties working together.

Speaker 3:          01:29:06       Do you know anything about desalination plants or any of that shit? I don't know. It seems like something that could be done right. I mean, I know it can be done. They've already heard that they built a car in Europe, the breads out salt water. Yes. Yes they have. Yeah. That was pretty fascinating. I want to, I want to, how dope would that be? Can go like, it's like a lotus or something. It's like as fast as fuck. It's beautiful too. So you know about, yeah. Yeah. Well, it's like these cars that they're coming out with, these electric cars are really amazing and fascinating. Like the Tesla, all the stuff that Elon Musk is putting out. He's got a new Tesla roadster that can go 400 miles now, which is the new limit. And that's pretty incredible. Yeah, they're really expensive. Yeah. They're very sense. And, and, and um, mark, uh, challenged.

Speaker 3:          01:29:48       Mark Rafflo challenged him to make one that's under $30,000, I think, and two in the next couple of years because that's the real barrier, right? I always charging, I have to stay it. Like when somebody gets up and like we do a lot of interactive, you know, whether it's speeches or public or screenings and Q and. A, there's always somebody who gets up and goes, well I have solar panels on my roof and I have a Tesla and I'm always like, and you're rich. Right? So these can't just be about individual solutions. I mean I love, I mean obviously you, Elon Musk is like way making amazing stuff and he's showing the world that is possible. At the same time, like these need to be affordable solutions for people. Well, right now, you know, what's the cheapest car you can get? Like an economy car, like a regular car. Like you can get a car for 20 grand, right?

Speaker 3:          01:30:38       Like really? Yeah, you can get a car for weight. But I mean a new never had a car. I've never bought a new car. I don't know. But if you bought a new car, I like playing. What's that? 13,000 probably for like a really, well, even if it's not shitty, just doesn't have anything in it. Just real base, very small car without not a lot of horsepower, skinny tires. I bought a Camry hybrid 2007 for 11,008 life. What do you know it was? Wait, what's wrong with that? What do you have? Just dry. It's boring. You know the, the, the beautiful thing about [inaudible], it's not boring at all. Camry hybrids. Not Boring at all. Who are you and almost scarfs from another planet and almost slid off the road lecture. Well, you know it's not going to split off the road. That's why it's not boring.

Speaker 3:          01:31:22       It doesn't handle well. No, it makes me exciting cause he want to know what you want to know. What's, what's not boring, but where you drive it. Where are you driving or are you driving it? Well, I mean you won't off roading. Your Camry hybrid. No, dude, when I tried to say it upset about, I don't know what you're saying, it's not boring, but you're not giving me any reasons why it's not boring. The car doesn't make it boring. What you doing with your life is what makes it boring or not. I'm sorry. That's total nonsense to say, my life is more exciting because I have exciting car. That's, no, no, I'm not the one that makes sense. Well that's what you do with your life matters. You don't need a car to have an exciting life. Very well what I'm saying at all. I'm saying you do know engineering automotive engineering is, to me, I'm a huge fan.

Speaker 3:          01:32:13       Pouring is watching and if it's not pouring on, the Camry is watching how much money you're not spending on gas because you can see how much gas mileage is you're getting on their little onboard computer, you know? No, I understand what you're saying in that term, but it's as far as like the kind of car it is, it's a boring car. It's got a sunroof. That's exciting too. And uh, you know, like I, I can put on in lots of like awesome music. Well, I mean those are good things for sure. What does that sound versus 12,800 wow. That's not a bad looking car either. 12,000 bucks, cheap car. I honestly, if you want my real opinion, I think all the cars are pouring right now. All cars are born. These cars are boring. Like I like me to call on the 70s yeah, those were cool.

Speaker 3:          01:33:00       Yeah. Oh for sure. You bought the sixties really? the 70s I started dealing with seventies in the 70s it became weird because the gas crisis, they started developing these really shitty shapes and really cheap cars and competing with Japan and the 60s I saw like a seventies continental on the street yesterday. It was mind boggling. Beautiful. 25 feet long, short seventies Cadillacs to those. I had a couple, I had a seven 92 79 t bird, uh, with, with uh, with uh, uh, tee tops that I drove. I drove all across America and in 1994 and 95 and man, I loved that car so much. It was the most like awkward. It never went above 65 miles an hour. Like whatever. It didn't matter. Like this was 1994 and it was removable glass roof, Bright Green for not, I called it the emerald city. It. Tee tops kind of went away, man.

Speaker 3:          01:33:50       He tops are awesome. They were big with like smokey and the bandit. Remember that. But I agree with you though to a degree because like I went, I met the people who worked for Toyota at the Environmental Media Association awards that the Prius was a sponsor of. And I said, I'm not ever going to buy a Prius until you make one with a sunroof. I was like exactly the same thing. I was like, why do you hate life wide? Why can't I wear the sun? Right. Cause it's like you're right there is this, this idea that they're boring. But if you've ever gotten behind the wheel of a Tesla Dude, oh I have. Yeah, there isn't real. The engineering's phenomenal. Yeah. You hit the accelerator and your head just, yeah, I guess the bat and it's like a rush. You can go zero to 60 in like two seconds. Something crazy like that. Well it's not quite that, but it's close. I mean it's a three something, three say no. And this is the new one. That's all wheel drive. I mean the, the, the, the engineering that they're coming out with with these things, there's a new company that I was just communicating with them, uh, online, uh, a couple of days ago that has some fucking crazy new sports car, uh, Renoco where Novo Murray Motors, it's kind of counterintuitive because it only

Speaker 5:          01:34:58       goes a hundred miles on a charge, but what they're doing is they're essentially creating like an electric viper. I mean, it's just this fucking ridiculous. His a hundred, a thousand foot pounds of Torque, which is unheard of. So kind of like Philly, what they're doing is just creating, like I, I'm, I'm huge fan of engineering. I'm a geek for technology. So when I see someone just say, okay, what can, what can be done now with everything we have, what is the best version of this we can make, you know? Yeah. It's not reasonable. It's not affordable for almost anybody. I can't afford one to half a million dollars. One of these fucking things. That's the car right there. Crazy. It's insane. But it's good looking too. Almost like a sixties. Yeah, it's beautiful. Aston Martin or something like that. It's beautiful, beautiful car. The shape is awesome, the spearmint, but a hundred miles. I mean, dude, fuck

Speaker 3:          01:35:50       driving. I drove. I've driven in every single state. The one contradiction here is that gasoline and movies are road movies. Like I am, I am, I love being out on the open road in a car. I will disappear for months. I mean, like, there's nothing more exciting to me now. I mean, I made gas and guessing at two in [inaudible] 92 Camry and 93 Camry and like slept by the side of the road and just, you know, I mean, New Mexico just pull off, just go to sleep under the stars like Wyoming next to the hoback river. Like on your way up to Yosemite. You know, these, this is the most amazing thing about America. I mean like America is those roads out in the west. And I just, I'm in love with it. Like I hate flying with a passion. I'm actually going to take the train back from here because I want to film it.

Speaker 3:          01:36:41       I want to figure out what it's like to take the train. Um, but you want to talk about infrastructure development, why don't we have high speed trains to take us from La to New York and Elan Musk ridiculous working on that. Right. And the the, but, but what I'm saying is that like, I just, you know, I think it's an amazing thing and it's definitely has to be worked out because you know, and that's what's going to take the transition because you buy a new car right now, it's going to last you 10. It's going to be on the road for 10 or 15 years.

Speaker 5:          01:37:06       There's another environmental impact that we're not thinking about when it comes to planes. The people that lived near airplanes there, they're showing all these studies now, the lung diseases and all sorts of health risks that people have to just live near airports because the burning of these fossil fuels, I can massive amounts, just jet engines burning off untold millions of gallons. Okay.

Speaker 3:          01:37:27       So fuels per year. And you know, the, the airline industry is, um, would be equivalent to a medium size, you know, country in terms of admissions. And I think you're meeting besides European country. I'm don't quote, well I just said it, but you know, it's, it's, it's a big sector of emissions and especially since you consider a lot of these flights are going over Alaska and going over the Poles, they're depositing their emissions there. So you actually have a greater amount of CO2 in the up in the polar ice cap where we actually need it to be colder because it's reflecting a lot of the, uh, of the Sun's light going back out into space because of the white ice sheets up there. So you want them to be, um, uh, go cold. Um, but basically up in the, in the polls you have more emissions because a lot of the flights are crossing over the top there cause they're going from the, you know, you know, I say see Europe, United States to Asia.

Speaker 3:          01:38:23       Those are going to be polar routes isn't one of the big concerns with these electric vehicles. The actual material of the batteries themselves. Like a lot of it is coming from story called conflict minerals. And you know, a lot of us coming from these places like the Congo or Afghanistan is a big source of lithium for Lithium Ion batteries really? Well. It's one of the huge discoveries that they had a few years back that there's more lithium in Afghanistan and like almost anywhere in the world. Yeah. It's trillions of dollars of lithium that they're going to pull out of the ground to make batteries with. And that's one of the reasons why they believe the United States had a vested interest in staying in Afghanistan. All sorts of, but there's a huge on the gas pipeline. Sure. A natural gas pipeline, which was what was being fought over during the Russian and Afghany the, the whole mujahideen situation.

Speaker 3:          01:39:18       But when you look at these batteries that are in these cars, they're really like kinda inefficient and issue. It's a big issue or no question. And that's why I'm saying like, again, the answer to these problems is trying to take some kind of collective responsibility when we go through our regular daily life. Um, we don't, you know, I mean like people say, oh, I recycle. And I think that's all fine. That's all good. That should be just like no brainer. But what we're talking about is trying to make these types of decisions where we know of the consequences and we have to be able to process them. But we do know that one of the big things that is, um, from, from the standpoint of all of these issues that you're bringing up, there is no question that oil and gas is at the top of the list, both in terms of climate change and global warming, but also in terms of these localized pollution effects which are getting less and less local, right?

Speaker 3:          01:40:07       Everyone's downstream from something. Um, but you're absolutely 100% right. Solar farm, solar panel manufacturing. When manufacturing extractive though all those industries don't get a pass just because their renewable energy, they have to be subject to very vigorous laws that control the damage that they do as well. Otherwise, you're going to repeat the cycle with a new industry. And in fact, if you don't actively oppose oil and gas, if you don't say we have to keep the oil in the ground. Okay, let's say you ban, uh, or you shut down all the coal fire power plant in the United States. If we don't, what we're going to do, if we don't stop it is export the coal and we're exporting tons of coal right now out of the United States where we're using, we want

Speaker 4:          01:40:54       to export the gas even if we don't use the gas here. So it's gotta be about keeping it in the ground. Um, there's another problem which is that if you create more energy, all of a sudden people go, oh, there's energy, it's great. I can just use lots of energy. So you end up building more of everything. So you might end up in a situation where energy becomes cheaper and then people use more of it. And we haven't actually made any progress. So it is a question of making those kinds of limitations on keeping the oil or coal and gas in the ground and live, not just multiplying it so that you end up using more.

Speaker 5:          01:41:27       And there's plenty of examples of countries that don't have any regulation on environments like look at what the fuck is going on in China. When you see these cities that are just toxic cities. There's cities in China where they have just gray skies from pollution and people wearing masks. Like was it,

Speaker 4:          01:41:44       and B we're going to be on, I'm going to go out there at some point in the next six months I think, but in, I haven't been there yet, but I cause that all coal a coal, um, they're starting to try to frack in China, but they don't have a lot of water. Um, you know, China, but China just made this enormous commitment, right? Like I said, 800 to a thousand gigawatts of renewable energy. Um, but yeah, in Beijing, it so bad that they broadcast, I think on televisions, the sunset in certain places they broadcast the sunset cause you can't see it. You can't say, I want to see that. I want to take it.

Speaker 5:          01:42:17       Well, there's the, I mean, I just think that there's examples, like we get to see this spectrum of, of, you know, places where it's like completely sustainable and beautiful and natural. I mean, you can go to the Colorado Rockies and see how beautiful and clean fresh the areas and they didn't go to Beijing and you could say, oh well people are capable of this too. You know, you can go to a place like boulder that doesn't let anybody build in the mountains. Like they have a very strict

Speaker 4:          01:42:41       go 10 miles away in weld county, which is frack to hell too. You know, so you have the first world in the third world and the third world in the first world. That's just the way it is. And what defines what defines, um, the poverty of those locations is, I think the health of their environment.

Speaker 5:          01:42:59       It's not, the scary thing too is that people are doing things that can they, the, the, the, the thing that freaks me out about fracking and the feeling like when I see the pros and the cons and I see the arguments for and against, the one thing that seems to be undeniable is that you can't clean it up. It's like it gets to the per, is it gets to a certain point where, you know,

Speaker 4:          01:43:20       we don't want to be in a place where, um, the entire plants on life support. And what I mean by that is you have to purify and treat every single drop of water that you found. You don't want to get there. No, we're not that far from there though. Um, but the truth is that, yeah, you, you're making a good point that a lot of these, it's the, I say at the end of gasoline to environmental victories are always temporary, but the loss is always seemed to be permanent. You can't restore, you know, some of these incredibly by, um, you know, biologically diverse areas by replanting with, you know, something else that there's, there's a bottom line to what nature has made that needs to at this point actually have rights and be precise, be preserved. Um, you know, and, uh, that's, that's a big part of all of this.

Speaker 4:          01:44:09       But I, I do I got to say that in the midst of all of this incredibly negative, difficult information, I'm very positive about it. I'm very, um, I have, I have, I, I'm not gonna say I'm optimistic because I don't really know, you know, but I do feel a real positive charge from being involved. And that's the thing, like, you feel better about being involved with this, right? When it first came to my backyard, I have to, I spent three weeks sleepless nights. Could not sleep, could not, it was terrified and never felt more alone. You know, th thinking like, oh my God, you know, cause when you live in a beautiful area like that, this environmentally, um, uh, pristine, you're always kind of waiting for the ax to fall. Know whether it's going to be like a mega casino or a Walmart or a oil and gas was too nice.

Speaker 4:          01:45:01       Someone's going to fuck it up. You know, cause yeah. Cause unlike a lot of other places, um, but you know, I never felt more alone. I mean nowadays, you know, like I mentioned, if you're involved in this, you can go anywhere and have friends. It's, it's a wonderful feeling to know that you're connected on that level. I mean, I've toured in addition to putting these films on Hbo, which is a massive exposure, a couple of million people each time we do that with the films. Um, we've toured grassroots too. I have toured to 300 cities around the world just to meet people and talk to them and give them answers. And that's an incredible, not answers but answer questions, have a discussion. That's an incredible experience. Um, being in life.

Speaker 5:          01:45:46       Yeah. I think it's cool that people are waking up and realizing that we're involved in this society that really hasn't been thought out that well in terms of a sustainability or the impact of the future. Like, I remember Fukushima when that happened. It was a huge wake up call for a lot of folks and they realize you can't shut off these plants when they go offline like that. When, when when the power gets disrupted and there's no ability to cool the rods, like everyone's fucked. Like that area is fucked eternally. I mean it will be fucked a hundred thousand years from now. It will be fucked for longer than there've been people. And then this is something that we just did.

Speaker 4:          01:46:27       I'm not a, I'm not an expert on that for sure.

Speaker 5:          01:46:29       Well the half life worry me, it's like a hundred thousand years. How many, how long has it been people in this form? Has it been in pointing out 200 years. A lot of the fracking chemicals don't biodegrade. So you're talking about putting things into the earth. We need to shoot it into the space. That's what we need to do. The aliens come back and kick our ass assholes litter in. Did

Speaker 3:          01:46:50       you guys do this? Launch this fucking shit in space and then we'll find out that the environmental cost of using the jets to launching the space accelerating global warming. It's, well, I mean I, yeah, I mean the the, the truth of the matter is though that these problems have answers and the and the, the problems boil down to being political problems, social problems. As much as they end up paying chemics chemistry problems and contamination problems, they are really about how skewed our system is right now and who's got the leavers of control of the end and what I, what I'm seeing start to happen, which is really remarkable is people starting to win. Well that's cool. Information information becomes undeniable in this day and age. This is this too much of it. It's just like it's too easy to just do research and see the studies.

Speaker 3:          01:47:47       It's too easy to look at the environmental impact that you could literally see where your own eyes and also to see where the influence is to see the system that's in place. Is this system in place because it's the best way to do it or is a system in place because people are already hugely influential and extracting massive amounts of money and then spreading that massive amounts of money to our quote unquote representatives through lobbyists and what have you. And then that's the hold up. Is that the hold up? I mean it seems like that's the whole whole, well that was the question of gas and parking now, which is that we saw this huge movement on fracking. Um, and then we saw and we had the most, uh, you know, in a way liberal progressive president we've had in a long, long time. Why wasn't there more action on this?

Speaker 3:          01:48:32       Why didn't we see change when all of a sudden, and that was the question. So gasoline to became this investigation into the government, um, and it wasn't about fracking contaminants in the water and fracking pollutants in the air. It was about these fracking dollars that were contaminating the political system. Um, and that was really the investigation. How does that happen? And what we found was really startling. And it's, we're DEF, definitely. I would say no, it's on my, my own film, but definitely worth watching that because this is all about a trilogy for me. You know, looking at first my kind of consciousness, opening up and understanding what was happening with fracking in the first movie about environmental issues. The second movie really about being gay, about government and about how government was treating the crisis and this last film, which is not a gas land film.

Speaker 3:          01:49:18       The last film of this sort of trilogy and my mind is about climate and it's about the whole ball of wax. It's about how are we going to deal with this climate crisis from the standpoint of, um, all of these systems in place. It seems like people are more aware of how fucked up our process is now than have ever been before. I think people kind of looked at democratic process when I was a kid. My parents were, you know, uh, my age. They, they, they didn't really have this awareness of the whole system that was in place. But what can that do sometimes that

Speaker 4:          01:49:48       can make you cynical and detached and apathetic. Um, the antidote to that is to get involved and then it makes you, um, it leads you down a pathway, which is more connected and, and I think ultimately more fulfilling.

Speaker 5:          01:50:05       Well, there's always going to be, you know, whenever there's a problem, any kind of a problem, there's going to be people that respond in different ways. Like some people respond to being overweight by saying, fuck, and I'm fat. I'm just going to keep eating cheeseburgers. And some people look at themselves and go, you know what? I just need to start doing something about this vehicle and this meat wagon. Then I'm traveling around this world and, and cleaning it up. And now it's a, it's that choice. It's like there's a lot of factors involved in national is the one that is less depressing when you're actually active.

Speaker 4:          01:50:36       And that's the point, right? Yeah. Aye. Aye. Aye. Aye. I'll quote mark Ruffalo again and saying, if you're depressed, you're not doing enough. Um, like if you, or something like that. I think that's true though, that if you're feeling afraid and isolated and um, and depressed and sad about these things, the antidote isn't Prozac. Um, or more therapy. Although, you know, those things might help you. The antidote is to get involved and to work with your fellow man and woman and your neighbors and your community to do something about this because we, you know, we can't, um, I mean this, this is from self experience. I mean like I get exhausted and I get downtrodden, I get upset, I get worried and I get freaked out. And then the antidote is always to go back out and talk to people, work with them, and then you feel like this charge, now I'm here. Um, and yeah, information helps. Um, and you know, we have these, I mean it was at this community in the Amazon of of of a thousand people, you know, four and a half hours down river from the nearest population center, which wasn't a big population center. Um, and they have solar powered Internet and uh, that's true. Hut.

Speaker 5:          01:51:58       Well yeah, watch porn. They weren't doing that. They weren't, there aren't there are, trust me when you're not there. Really interesting. I didn't think about that. Of course they are. There's no way around it. Human beings like watching naked human beings. There's just no way around that. The areas that you went to where the, uh, the crisis of um, the oil spills and the pipelines braking, is there any effort to clean that up?

Speaker 4:          01:52:22       I went with Amazon Watch. Um, they were our kind of guides. There's a, uh, amazing local affiliated organization called Alejan Sakana. Um, we were guided by, uh, these folks who are environmental monitors that are sort of self, um, uh, there, there, there, there, there's a system of indigenous environmental monitors that go out into the jungle and find these things and report

Speaker 3:          01:52:46       on them. Um, but I would say right now what we're going to try, and I haven't said any of this up yet, but when I'm going to try to do with the release of the new film, since there are actually a lot of organizations that kind of guide us through the process. There's occupy sandy, when we're looking at Hurricane Sandy, there's Amazon Washington, Allianz Arcada and these incredible environmental monitors and these indigenous parts of uh, of, of Peru and Ecuador. There's a foundation called empowered by light, which helps distribute solar panels in Zambia. So when the film actually comes out, we're going to connect our audience to a lot of those organizations that are doing that work to be a kind of funnel in the same way that we tried to be a funnel for the fracking movement. So if you went to Gaston and the movie.com and you put in your zip code, you could find the fracking organizations in your, in your local area or the national organizations working on fracking.

Speaker 3:          01:53:38       I think for the same, in the same way, we're going to try to connect people through the film to these organizations. But right now I haven't done enough of that work to kind of set up the mechanism. But when we do release this new film, which is currently entitled, um, there at the website, you'll definitely have links to Amazon wash and only answer Connor and empowered by light. And occupy sandy and some of the, uh, northern Colorado rebuilders who rebuilt each other's homes in the midst of the high park fire, the biggest fire. Um, in recent times, um, you know, where there is a solution, we're going to try to connect our audience. Right?

Speaker 5:          01:54:11       Have you been a, uh, able to, or invited to debate any of your detractors on any of these subjects? Because you're very informed. You, you have all the statistics you pull, obviously this has been a huge part of your life for many years now. I've done it on TV as much times. I mean, I don't want to suck, man. You get these three minute fucking abused, two heads on two different frames and one, you know, Fox News person who's buried. I have

Speaker 3:          01:54:37       no credibility. I won't debate people who have no credibility. So if you have some kind of charlatan who's like, you know, um, like trying to just make a name for himself, uh, to do this, I won't even do the one that tried to get, I want it to try to get in the room with t Boone Pickens, who is that? He's connatural star from the 60s, t Boone Pickens, t bone Burnett, I think. But t Boone Pickens is a guy who was promoting natural gas, who was in oil baron. Um, and he refused to talk to me in written debate. How weird. Um, yeah, totally flat teeth. And in fact t Boone Pickens mouth. Yeah. They flat out refused. Um, and, uh, I've tried, I want it to get people who are actually representative of the oil industry to talk to me about that, or, you know, uh, those, uh, government officials, I would do that.

Speaker 3:          01:55:31       Um, but what the oil and gas industry has done is create these, um, you know, PR firms. There's one called energy in depth, which is just a fracking, I mean, it was created by the super majors. It was created by Shell and BP with, uh, and Chesapeake with money, um, for their, uh, and I, I, you know, I, I've, I've done a few, um, against them. Early on, they invited me to Tulsa, Oklahoma, where they ganged up on me and I debated them. And, um, that would, that's online. There's a great one. When I was in Frostburg, Maryland, we're an oil and gas engineer. Uh, we did a debate and another one in Arkansas. They're, they're not, they don't get a lot of attention. Um, but they're fun though. They're fun to kind of destroy them. What are their, what are their arguments? What do they sell? Their arguments are that the, there are no environmental impacts that you can't prove them. I mean, they're, they say these things that are just utterly 100% false. And then you can say, well, the, here's this study and here's that study and here's one by scientists and here's one by your own industry. Um, so they lose every time. That's a debate.

Speaker 5:          01:56:42       But why do they have them then if they do, they know they're going to where they just so confident that they think they're just going to be able to smooth talk their way through the whole thing.

Speaker 3:          01:56:49       You'd have to ask them Fox News at all. Well, the ones on TV work very much like the way you just said. I mean, unfortunately in these types of scenarios, you know, it kind of gets a little egg heady and boring to explain

Speaker 5:          01:57:03       science, but that's the only way to really truly debate. But it's harder. It's hard to do that in soundbite, those fucking shows, man, when they have to be like, you know, someone said, all right, we're going to talk to Josh Fox from the movie Gasland and next to him is Satan and Satan is a money fucking coming out of his collar and money is, he just stuffed his jacket stuffed with money. And I mean it's, it's so hard to fucking you dealing with these three minute chunks and it's like, who talks over people? You do it over and over again. And that's been my experience. You know, Peter Schiff is economics guy, really, really interesting guy. And He's, um, uh, one of the few guys that he's a very controversial and he's always on these, uh, occupy Wall Street things and he doesn't believe in the market the way it's set up right now.

Speaker 5:          01:58:00       And he's, he's firmly, firmly believes that they should have allowed the banks to collapse because they were, they sucked and they weren't functioning properly. And in a free market you allow things to fail and then you rebuild and would have been better for everybody and that this bailout was very detrimental to our process. Anyway, I had him on the podcast and it's so interesting watching him talk because brilliant guy, but he's used to talking like really fast cause you have like seven minutes to bang this out. I'm like, dude, we got ours and we were cool so he could see like an hour in. Oh he like he settles back, we start drinking and we brought in some whiskey, settled. He be, it's that, that style that you become accustomed to when you do those debates of just rapid, oh sure. One

Speaker 3:          01:58:42       window on the left and one window of the right and you got seven minutes, seven minutes and everyone's trying to make their point. And it's a skill that you have to develop but you'd look and there's no way to learn it unless you keep doing it. Got to go to, so luck, luckily, you know, um, I've been able to learn that, you know, it's been Dick, look, if, if you ask me in 2010 would I still be doing this in 2014? There was no way I would say, yeah. I mean like, I mean, I don't know. Let's try it in 2008, that's when he started to start crossing something in 2008. But, you know, I mean, I'm a theater director and if at a playwright and a film maker, I'm looking at your fingernails. You obviously play guitar, Banjo, Banjo. But like the, the thing is that, that, um, you know, I'm used to moving from one project to the next, to the next to the next.

Speaker 3:          01:59:25       It's been an incredible sustained effort to work on this. But what's amazing about it is that it's constantly rewarding and fulfilling to do it. And that when you enter into this, um, moment of thinking about all these issues that we've been talking about, I think it really changes your brain and you can see, you know, there might be one main river of the work that you're doing, but there's thousands of tributaries that are going into that and they're fascinating and there's thousands of other subjects that you could use to branch off of this that are entered, you know, enough to really keep you occupied. And I love the act of interviewing people for a documentary. I love the act of, of meeting people that way. Um, there's something about it which I think is really amazing that you can meet on another level that way.

Speaker 3:          02:00:16       Cause you have your agenda shines through to people and if you really care about what you're doing, they recognize that you care. And all of a sudden it's not an interview anymore. It's a friendship. And Al Maysles, the great document documentary filmmaker who, um, who was in his eighties who made salesman and grey gardens and, and gimme shelter, he said to me, the whole process is a friendship. You get to know, and then everybody gets to know. So some of my best friends in the world at this point of the people who started off as subjects of my films, who we went to spend some time with them at their place in Wyoming or at their place in Zambia or at their place in, um, Pennsylvania or somewhere. And, and you become friends with them. Um, you know, and you, and you know, I get Christmas cards from them, like you have to catch up with them.

Speaker 3:          02:01:05       And you know, like John Fenton who's in the gas in both gas and one and two who was in pavilion, Wyoming, his case was the shot heard around the world where they, where EPA finally came in and said, Yup, fracking fluids have contaminated the water here. And it's because of fracking. Um, you know, he's one of my best friends on the planet right now. And I just, you know, like I, I don't know what my life would be like if I didn't have these people's friendship and their comradery and, you know, it's just like, what life is now. So it's um, yeah. And, and you know, we started to just talk this question was about soundbites. I think that's just a skill that you have to try to figure out. Um, you know, luckily, uh, you know, I feel comfortable doing that. Um, I think a lot of the time it's very taxing them.

Speaker 3:          02:01:51       Do you stay in touch with some of those folks that were having some pretty profound health consequences to fracking? Like that woman who was a really sick because of the filters that they were using to filter out their water, wasn't filtering out those specific toxins. John [inaudible] has lost all of his hair. He's lost his eyebrows. Whoa. He has constant ringing in his ears. Um, well he, we, he went up, he had two different forms of alopecia that, one of which can be caused by chemical exposure. Although the research on that is very, um, it gets better when he leaves town. So raises eyebrows back when he leaves town starting, I'm going to fucking move. Really Weird. Well, that's a big question, right? A lot of these people have moved or were forced to move and they're thinking about it the way, you know, way he deals with it.

