Speaker 1:          00:00:05       I'm tweeting and
Speaker 3:          01:14:12       was, it was crazy. And I was like, fuck, that happened to me. One second. I'm going to me. I was woken up. I got woken up fire in the middle of the night at the hotel. I was on Ambien. And, uh, I walked to Mcdonald's with Abraham Lincoln. We knew where, where was this? It was warm out. Maybe Florida. Wow. You got woken up from a fire in your hotel to how many times does that happen to you? I wish I could wait once. I mean once with me. Yeah. It was like, yeah, everybody was outside. They were talking, but I was like on drugs. You know? Brian was there. It was a, was Joe Diaz? Ari was already too? No, I think it was just, whoa. No, no. Sorry. I fell hard. Was there too? I know Jody, I suppose he was Dunkin. No, it wasn't done. It wasn't dark yet either way. It was definitely Joey and Brian and I think Aria, I think it was all right. And we were, we were all outside. We're like, this is crazy, man. They were waking up on the stairs like people were walking out of a blackout,

Speaker 7:          01:15:06       like the guys walking down the stairs, like what? What is happening? And the woman's like, we worked though. The hotel's on fire. I woke you up. I was like, grab the rails. What's going on? He kept, they had this look on his face like he didn't, he really didn't know how he got to that spot. And you look beyond that spot. Yeah. People have like crazy stories about being in the car on the highway and waking up and realize like, Holy Shit, what the fuck? They don't even know how they got there. They're just driving and it's totally legal data

Speaker 3:          01:15:36       talk to, we give it out like, like nothing.

Speaker 7:          01:15:39       And I know a bunch of people addicted to it. Yeah. I know several people addicted. It's not good. I was addicted to it. Yeah, I know. It got it takes two to full amp. Yes. Yes. Take Xanax.

Speaker 3:          01:15:51       Like that's not good for you. No, it's not real. It's not actual asleep.

Speaker 7:          01:15:56       He's a very functional guy. Like a coma. He's a civilian. He's a hardworking businessman. Yeah. But uh, he um, he, he fucking, here's a stressful job and he can't go to sleep. Just sometimes it takes to know what he's, he runs a business. It was very, very complicated business and he's a long hours. It takes work home with them and he can't sleep, so he pops. Ambiance do. Yeah. Well I think some people are just wrecked and they have so much shit going on and they just need to shut it down. Well, a lot of people had to like really readjust in this fucked up economy too. Yeah. There's all, I mean if you go and look at like real estate, uh, websites and like, I like to look at houses just fascinated by like, you know, what's going on inside? Like the construction of houses where it what?

Speaker 7:          01:16:39       Wow. That'd be cool to live there. What does it like to live and you know, over by the ocean, right? What are those houses look like inside? Um, it's amazing how many houses on these real estate sites are all foreclosures, foreclosure, foreclosure short. Some people lost their money. They couldn't pay for the house anymore. Losing their house. They lose their house. They have to move out and the bank owns it and they get nothing. Bank sells it. No, they don't get shit. You get, you get, you get out on your ass or you could have been paying for that house for 20 years. It doesn't matter. It's not yours anymore. I do miss a years worth of payments and now they're going take it from you and

Speaker 5:          01:17:10       living in reneged on your loans are always rented. And I don't have a car. Like I don't want the economy. I have not, I know people are fucked, but I've never had any money. So it's never, never really. Yeah, but it seems like really shitty. Like if you have a family and you're just like, what do you do? They said 40% of young adults between 18 and 34 living home,

Speaker 8:          01:17:34       man, I would almost want to go back. Is that right? Or are they really need is like nothing. Like if my mom lived here, I could almost live with my mom because I'm never really home serious. No, no, I'm not. I'm never home. But, uh, if she like, cause I use it just for sleeping and then I'll tell you what, there's nothing wrong with living with your mom. If your mom respects you as an adult and you love her and she's not a needy person and you can be around her and you know, you don't have to babysit or anyway like that. Yeah. My mom was a very easy going person. If my mother wanted to move in, I mean it would be no problem. I mean, I think we all have to kind of take care of her mom, but at some point don't, we're taking care of my mom. My mom took care of my mom. My mom could live with me. Yeah. So I think we're not going to have to do it. She's not like tell you what to do. Watch over your business mom. Like some people have moms that are like really like invasive start problems are alive. I have friends whose, who literally can't talk to their moms because their moms, we'll start drama in their lives. Yeah. And start picking them. The girlfriend or picking on the, yeah.

Speaker 5:          01:18:31       Yeah. And they don't know how to break that habit. They've been doing it their whole lives. But then you get old enough and you realize that, that that behavior's insane. Yeah.

Speaker 8:          01:18:38       You form patterns in your head based on certain ways of behaving that you've always followed in these grooves in the past and they can be totally shitty grooves. I personally, when I was younger, had a bunch of Shitty grooves that I had to get my own mind out of. Yeah. I had a bunch of like jealousy grooves, hater grooves, feeling sorry for myself. Grooves like a self defeating thoughts, grooves.

Speaker 5:          01:19:05       Totally normal. And as long as you're interested in, you know, making yourself better than

Speaker 8:          01:19:10       right. But you've got to recognize them and dump them in. That's what it is. And some people don't. And so they find themselves an old lady, you know, picking on their kids, you know? Yeah. I've seen it. It's gross.

Speaker 5:          01:19:20       Gross. It's, it's so awful. And just like trying to make them need you, like those mothers that light when their kids are sick. Oh my mom is like pretty, she's pretty cool. But definitely there were some bad patterns, but I can't even like really stay overnight in the same place as her. Wow. Yeah. Just, um, it just gets too intense. Uh, yeah. Just with like, like what kinds of neediness? Oh, really? Yeah. Like I need a ton of alone time. Like, cause I'm so used to being by myself, so it, it'll be like, mom, I need to like, just do this. Like I need to write this thing. And she'll be like, okay, okay, that's fine. And then she'll come over and she'll like put a chair in front of me and read a book, like in my direction and I'm like, yeah, that's crazy. Like, you know that, that's insane. Yeah, yeah, yeah, yeah. Some people

Speaker 3:          01:20:08       don't get that. No. Everybody's got their own needs when it comes to the time and space alone. Ah, I don't know how I would ever, I don't know how I would, I'm going to like ever live with somebody again. You can live with someone. You just have to make sure that you have your respected to that space. It would make you have to live in a place where you can, you know, have a little room away from them. You pitching like you'd just shut a door somewhere. Yes, I mean like are you in 10 so you're like throwing items around the house or anything like that or, no, I didn't know. I'm like, I want to be as drama free as possible. I'm not, I'm not needy. I'm like, how many domestic violence calls have you made in a wall, you know, domestic violence, whole silence holes is that you were saying glory holes, Brian in a whole like a plaster zero. How many have I caused? Probably a lot. So you've seen him before. So there, there's definitely some number of walls next to my head punched. Yeah. Wow. Really? You deserve, hold on. Stop yelling. You deserved it. Psycho you cause you're going through a breakup, right? No, no, just don't take it out on me

Speaker 5:          01:21:14       guy. When I was, um, in my early twenties, like when I was 19 to 21 that uh, he didn't hit me, but I got hurt by accident all the time. Yeah. We had one night where he, we were like 21, like drinking a lot, like drinking martinis before we would go out and it was like we were in love with each other. And so scared of losing each other and it was fucking wild and horrible. And One night he, um, we were out at a bar and I was like trying to make him jealous. I was like dancing with another guy. Uh, I'm 19, I'm wearing like a tube top. I'm like, life is amazing. And he comes over and yells at me and I spit on him. Uh, yeah. And I, so I spit on him and he like grabs me and throws me out of the bar and chases me all over.

Speaker 5:          01:22:02       Wound up like throwing me on the roof of a car. I ran into an apartment, uh, like just ran in like for help cause he was chasing me and these guys, it was like, they were obviously doing a bunch of illegal stuff like these, I think it was like some sort of a gang and uh, they were like, okay, just, they hit me and like their bathroom and then he came there and was making a scene. So the guys threw me out because they didn't want the cops to come and he wound up getting in a fist fight with them. End of the night. We're back at our apartment. We lived together in Santa Barbara. He starts breaking classes over his own head. And then I finally find a way to run out of the apartment. And he was chasing me with a knife, like American psycho chasing me around our apartment complex.

Speaker 5:          01:22:45       And I bang, Bang, Bang on the door. Finally someone opened and I go in this apartment and it was a guy, um, who's chopping up a woman. Like, I'm not kidding. He, I'd like seen this guy around our apartment. I walk in, he closes the door, I noticed it smells like shit, like feces. And I look over, his wife is in a hospital, she has no arms and legs and her mouth is cocked open. I'm not like, this is all totally true. I've never like told this. I haven't thought about this in years. But uh, and they call and I was like, then I was more scared in that house. But they called, they called the cops for me and uh, and yeah, and I got out and moved back to New York. Did you ever talk to that guy again? Yeah, we're back together and I'm just kidding.

Speaker 5:          01:23:28       Yeah. Yeah. We were, we were kids. We were horrible kids get a knife. He was chasing me. I don't, I don't know. He was, he was drunk and he was really afraid of losing me. Uh, I, I, I don't know what his plans were, but uh, yeah, we, we like I'm just gonna give you a second gash. You wanted a new hole. Um, but it was like after him, dating was weird because I was like confused by if a guy really liked me or not. Like I dated this really nice guy after him and I was just like, I was like, are you into this? And he's like, yeah, I'm told why. I was like, cause you've never like spit on me or threatened my coworkers. Like are you, is there any passion here? He's like a, what do you want from me? But yeah.

Speaker 5:          01:24:11       So the way I feel about it, that's all real. Yeah. Oh is your real feeling like that? Like when a guy doesn't do anything crazy or violent that he's not really you? No, that was just me at 22, like being really fucked up by this relationship. So that's why when someone's like really did feel that. Yeah, I felt, I really felt believed that because they weren't spitting on your warrant, violent towards your core. That whole next year I was confused. I didn't think that the guy I was dating really cared about me because of that. And the guy was dating. I mean he really liked did a number on me. Um, he would like rip the shower curtain down when I was in there and do a number two, he would rip the shower, I'd be like in the shower and he would like come in and rip it down and like, like point at me and laugh.

Speaker 5:          01:24:59       Um, like just crazy horrible shit. And I thought, I thought we were living with a crazy person. I know it was really bad and it was like, but I was in love with him, so it's like, no, I've done that. Yeah. Yeah. He had a cock on him. Wow. Yeah, probably I was 20 and he was, he just knew how to make it happen. I don't know what it was. It was, it was 10 years ago. No, no, there was no shitting and farting. Brian. I mean, but I understand when people like, I really don't judge anybody who gets in some awful relationship cause I've always been like a strong, like I don't keep my mouth shut. Chicks. So I think like you, like it could happen to anybody. Like you can be, you can fall in love with somebody who hurts you. Well, especially when you're 20 years old, you really, you're a child, you don't know anything. Right. But I've never been in a relationship with any sort of even meanness. I, I've never since then, I don't think I've even said anything to anyone in a relationship that I regret. Awesome. Yeah, I've learned chase of a knife. It was, it was really bad and he was really sick. I would feel

Speaker 3:          01:26:04       like he would like grab me and then I'd have a huge bruise and the next day I'd be like, oh, he's going to feel so bad about this. Like I would feel bad for him. Right. You know, never again. That guy's my holocaust. He didn't feel bad when he grabbed you when you left bruises. He would like, can you really convince me that it was my fault? It was really like, wow. Yeah, it was. I was a kid. How old was he? My Age. Wow. Yeah, he had a good PillCam.

Speaker 6:          01:26:26       Are you one of those girls? I bruise easy. Have you ever met one of those girls were like, like you could just pretty much like touch her and then the next day like you could just go like this.

Speaker 3:          01:26:34       Is that what you tell yourself Brian? You sound like maybe like maybe you're a contender.

Speaker 6:          01:26:39       No, no, no. I've actually dated somebody that like serious, like she could just go like, like let's just put her hand down too hard on a desk and she would get a bruise right here.

Speaker 3:          01:26:46       Fine. I get massages a lot and I know that's super unhealthy. I mean, she's like, it is some sort of of iron deficiency. You should drink more water and you should stop shaking her. No more math. No math, no more math. Yeah. I feel that our relationship with somebody where you guys brought out the fucking worst in each other. Oh yeah. Just toxic. Oh, sure. Absolutely. Yeah, I've had those. Yeah. Especially when you're young and you don't realize like what fighting in a relationship is. Yeah. You don't know what it is supposed to be yet. Yeah. And you, you know, you say shitty things to each other and you didn't realize like, oh, what the fuck am I doing? Take that shit back. I took me once to learn all of that stuff. I got every lesson in one dude. Right? Yeah. I got lucky that I never had anybody that crazy, but it's fascinating to watch people, you know when you, you get close to somebody, you don't know him very well, and then all of a sudden within like a month or two months, you're hanging out with him every day and you're like deepen their life.

Speaker 3:          01:27:38       Like when you remember when you're young and you first start meeting people, I mean, that's essentially what happens, right? You're like, throw yourself at point. You're like so codependent. You don't even know. You don't know how to regulate it, right? Like us. And then you get into there with wife and you go, Whoa, I'm dealing with fucking Hornets nest here. Like, yeah. What is all this craziness you got going on here? Yeah. Not No more now. Like I, I met a dude recently and I was like, you could try and get him to the music. Brian. Oh, you got some sexy piano player. You met, met a dude. I met a guy was the guy do, um, I don't mind comedian. He's a nine comedians. He fancies himself to be funny. Everybody does who? That's all good. No, no, no. But she too, but right away.

Speaker 10:         01:28:22       Really?

Speaker 3:          01:28:25       Okay, Brian, you're fired, Brian. You are really not bringing it to that. You're in a bad place. I'm not going to hold it against you. I support you. There's a person isn't a fucking sound manager country. Then we're fucked it up. Like you just got this equipment today and he's just pressing it thinks it's cute. What does this do? He's just pushing that retard angle. Hard and strong. So the guy is non-successful non comedian. Yeah. But what I'm saying is that probably not whoa, like he will. Yeah. Like everybody wants to be doing better than they're doing, but it's just like a general, I want to be doing better. Do you think he can be your creepy manager that steals money from you? No, I don't think he's got the intellect. No. That's what I'm searching for. You searching for a [inaudible] guys, guys, that's going to just take me for everything. No, I was just going to come along and be your manager. Everything. I need my bills behind your back and that is that what happens? Girls date guys, they become their managers. Why not? No, I just, what I'm saying is at 30 like meeting a guy now you just like, see, you're like a, you're like, oh, oh no, no, no, no. Like I, and I'm not even going to fuck you. Like I'm not, let's just stop this right here, but the strike one, right? Yeah.

Speaker 7:          01:29:36       I was in a party the other night and there was a dude who just just have these like Uber Douche vibes. Yeah.

Speaker 3:          01:29:43       Yeah. For no reason. Like, you know, you just look at a guy and you go, wait, what are you the worse? What's going on here? He goes, a bunch of people I didn't know, but uh, he had a thumb ring. That's all it take for me. Well, I have a wallet chain. I'm really glass houses. I'm throwing rocks. I don't think a wall chains. I bet it's nothing. It's no fun. It's pretty had a submarine and he was wearing leather flip flops and a pony tail. And when he talks, he was my manager

Speaker 7:          01:30:08       over exaggerate like the of the, the name of a country that's in Mozambique.

Speaker 3:          01:30:14       Uh, I just really like on a sec.

Speaker 7:          01:30:18       Then I found out that he was living off the alimony from a rich woman that he had married.

Speaker 3:          01:30:23       Yeah, you're like, it all adds up. It all adds up. Well this is hilarious.

Speaker 7:          01:30:27       It's amazing when you just see a guy's like a, like a male hustlers type character. And I saw him, I observed him, I watched him, I followed him around because I was fascinated by him cause he was fabulous. He went over to these mothers. And, uh, although all these mothers were hanging around and, you know, he's fairly decent looking guy and uh, you know, it just goes over and tries to talk really seriously. This is a wow, what a beautiful ensemble. What, uh, an amazing bouquet of flowers and sensitively put, they're just so beautiful. So many. Yeah.

Speaker 3:          01:30:57       Oh, well not this chick. A guy that was collecting alimony from a woman is not a man, not a man. And women should be doing it either. It seems awful. Uh, well, you know what? I disagree. If a man is taken care of a woman and she has kids, or if you told her she doesn't have to work, I'm rich, come with me. And then she's like, do you ever send money to get her shit back together again? I think everybody deserves, you know, I don't think anybody deserves to, to be fucked up and on skid row or what have you. If there's a way to avoid it where the other person could just be a decent and moral person. Right. Breakups are so bad for the most part. A lot of times people don't want to help. The other person and want them to be a fucking homeless person. They need the courts to kind of step in. Yeah. But that dude, but like that dude at the party, like I've had guys that like that do well. You know some guys that are a little bit famous and you see how they're, their shit would work on somebody else. Like, oh yeah, girls like when you pay attention, you, when you ask them questions and see something about

Speaker 5:          01:32:00       them, they're like, cause we can just project everything we've ever wanted on to the dude. So, but that, but like that whole game, like I wish that worked on me. He see it coming right

Speaker 8:          01:32:12       a mile away. No, you don't. You imagine no baffle. You'd be every day, especially out here. But the, the, the male hustler approach talking about cleanses. Who when he just returned from a detox cleanse, I was like, this guy isn't a goddamn movie. This is, this is like a Judd Apatow movie. And this guy is like the, the new age, you know, it's like Russell brand and like some, no, not even Russell brackets. Brussel vans. Always funny. No. But I mean like, well, why Douche bag? Yeah. But he plays a wild douche bag guys. And even wild, he's just a mile.

Speaker 5:          01:32:42       Does that guy like himself like, or does he, when he's alone in the bathroom, does he look in the mirror and you have to keep himself from sobbing? Yeah, I hope so. You can only hope that guy hates himself.

Speaker 8:          01:32:53       If, if anyone ever assaulted him on the street who would just quit, he would curl up in a ball. It's just, if you just had one thing to him, he's, if someone attacked him physically, he would fall apart. That's why like when those guys are in my audience. So this guy became my science project for the party, which I did. I was, I was thinking about, I'll start twittering about it. I tweeted about it while I was falling the sky. Yeah. And then, uh, I watched him talk to a young boy and that's where it's shit got really interesting because, uh, no, not, not like that. Like the kid was, I should say a teenager. The kid was about it probably like 18 watch for 20 minutes. And, uh, they were talking about things and you know, the, the guy was doing his sort of smoldering thing with them and you know, being wise and, and uh, the kid asked him, what do you do?

Speaker 5:          01:33:41       Okay.

Speaker 8:          01:33:41       And he didn't answer. He didn't answer. It doesn't do anything. He had like, um, like a little pause a, um, and it was really crazy. And then he, the kid asked him again like he tried to like change the subject or he tried to like add something yeah. To the past statement that he, you know, the, the previous sentence on the right to finish it as if the guy didn't ask him what he do. And then the kid asked again, what do you do? And then he had this sort of a stutter and we're working in developing property. Right. No, you know, I don't know what it is,

Speaker 5:          01:34:14       what the truth is. He's like, I am journaling and going to whole foods twice a day.

Speaker 8:          01:34:18       Well it was a, it was a fascinating dude because he was doing it again. He had gotten one rich woman to marry him and then he was there at the party with an older rich woman. Ah, that's fascinating. Yeah. Setting a woman. Fascinating. People are so sad. Well it's, you know, people need things in some, you know, some women don't need a us, a guy who some wild motherfucker was going to run away. You need some bitch ass. It needs you to pay the bills and pretending. Yeah.

Speaker 5:          01:34:43       Well there was like that, this whole article in the Atlantic magazine about how we used to think of it being like part of the black culture that um, that it would be like the dudes were either playboys, like if they're successful, like they can have lots of chicks or a deadbeat. Like you would have to kind of, as a woman who is successful, you have to like take on a deadbeat or cheese and it should, it's not, but it's not anymore. That's totally everybody. It's not just for one community. Like that's how it is now. Yeah. With, uh, with dudes because women are succeeding more and more and guys like there's like that plateau.

Speaker 7:          01:35:15       Well, there's certainly positions where the roles are reversed, where the woman's taken care of the man, especially older women and younger, better looking, man, that shit's like super common. Yeah. As long as a woman, it's like just like men and the young girls that are like a little bit lost and they take care of them and that, you know, they're older men with a lot of money that that shit's going on. Especially in this economy. There's, there's guys that are putting their ass up in the air.

Speaker 6:          01:35:39       Oh my God. The branded over hook me up. I can get you hooked up if you ever been to that website. Legs. Howard stern always talks about cougar life Europe, been to that website. It's a website with cougars. I just want to get down and fuck. And so you get all these girls that have been taken care of that just got out of a divorce. Now they're super rich. It's kind of interesting.

Speaker 7:          01:35:57       I find it hard to believe that those hot ones need a fucking website. I think those girls are getting Dick hurled at them everywhere they go. I just, yeah, I hard. I find it hard to believe that if they don't have friends, it's this summer.

Speaker 5:          01:36:10       What's the idea? What the site, is it like it's like a go to dinner or is it like just come over and fuck. Let's go out and eat how it is awesome drinks. They know bill in the house.

Speaker 7:          01:36:19       30 or 40 days of moisture.

Speaker 5:          01:36:22       I know want to use every day packs in fleet. Rest the life.

Speaker 7:          01:36:27       No permanent state of hibernation, and they gotta sneak lube in there, which is always embarrassing, you know, to imagine actually brought the bone. The girls. Got It. Okay. Sneaks. Looms sneak some lube in there. I'll be right back. I'm going to go to the bathroom. She goes to the bathroom and sneak some blue in their boxes. Done the boxes. Docs is done online. It's a sandbag. You're fucking a sandbag, right? The Mojave. You're fucking two slabs of beef jerky. That is so make them to about a beef jerky. Talking about my future right now. All Callisto you're, you're hands and cows can you inside of your vagina if you are like a hooker. I just insisted on fucking all day, every day. He really had a lot of money that you owed and you tag them all. Come on next. Next. Which is it possible to get a callus and you're posting? Okay.

Speaker 5:          01:37:10       Yeah. It's like skinning your knee. Yeah, maybe. I bet it would have to. If you let it heal a little bit, it would probably countless. Wow. But who has time? That's rough. Who has the time?

Speaker 7:          01:37:19       What do you think is the number the woman was fuck the most dudes ever. What did they do that work at once? Yeah. No, in her life. Oh Gosh. Different dudes.

Speaker 6:          01:37:28       It's gotta be a lot. We had a male porn star in a podcast recently and it was like, how much? How many people did you fuck last, uh, last year? And he was just like, I don't know a lot. I'm like, would you say over 200? He's like probably weighs over 300. And I'm like, what?

Speaker 7:          01:37:42       Well, he's singing about it. If he's a porn star, he's probably working how many days a week? Probably like four or five. Four or five days a week. And how many different girls you think you fucked?

Speaker 6:          01:37:51       I don't know. It usually like a lot of these movies you're doing like the whole movie, like one sitting

Speaker 8:          01:37:56       like four different scenes for different group one day. Yeah. Usually you have to that one day. Oh he probably, I don't think they come alive, but that's why the end. That's the most disappointing thing when you watched a porn and the guy's like, oh, that's what I'm trying to shake it. He chitty bang and the girl's like getting her spit bubbles on it to make it seem to me like as if it's bigger. I see what's going on there. That's nothing very small. An unimpressive load, sir. I don't know about other girls, but for me the size of the load is, does not matter doesn't it? You'd like all of it. Oh, wouldn't you be more excited if we got came like a whole shit load. Like wow, he's so excited. Like it was. It all is. And then instead of a guy like this, then yeah, I guess it's pretty good. I'll just drop a load here. Doesn't seem very enthusiastic. Not very complementary. I wouldn't, I don't think I would take it personally.

Speaker 8:          01:38:56       That excited about to cut you off for a week and see if we could pick up the volume soldier. Some girls were into that though. Yeah. Some girls like big loads. They find that Brian. Uh, yeah. I think that don't like the thick ones. You know, once in a while when you don't have a lot of water. You've been drinking a lot. It's so unhealthy dude. Really Thick Yogurt. Yeah, like it's like almost like lumpy, like mashed potato or cottage cheesy or something like that. Frozen yogurt loads. I love that. It's like great. It's funny that some girls actually do like loads. They like the swallow.

Speaker 8:          01:39:43       Some girls love it. It's like their favorite thing. Loads of their mouth. Yeah. The summer you've had a few coronas, you could use the salt. Is it good for your skin? Is that I look so young, Joe. That's why you guys say that. Yeah, I would think so. Probably do just as good a job. Is that shit real boy? Yeah. That's a legit, is it still around? Isn't that like supposed to keep women a young forever. I've got something better that you should try. We'll talk. I don't think so. Do you guys remember the Solo Flex woman? There was like a 50 year old. Do you remember that pitch was hot and she was like 50 and she's on cougar life now. You think she's still rocking it when you're 50 and like 2003 that's a long time ago man. Back then you were hot, but the wall is near. Not much you can do about that. You know God aging as a woman just seems like so often it's a mother fucker for everybody and that's going to, how old are you?

Speaker 3:          01:40:54       30 there's no getting around it either. Five more years. So you hit the wall. You think exercise is the only thing so nice. You can hold it off a little bit. If you stay in shape, hold it off a little bit. Run. I think that keeps people young. Sure. Yeah. But your knees are going to get jacked. You run on the concrete. Are you running on? No, I run either on the treadmill or a dirt. Well, that's thing. Yeah. I use my stuff. I roll on just to sleep in our children. Run on your toes, you know they say like those toe shoes. That's really the way to run. Yeah, but then I'll be a douche bag. Do you have those shoes? I have them, yeah. That's hilarious. I don't wear 'em except to work out. I wasn't going to work out. I, I'm going to kick the back. Sometimes if it's cold outside really are like little piglet, but Jim is in my garage and sometimes it's like if it's 40 degrees out, I'm working out at 40 degrees. It's hard to kick a leather bag with serious fitness. Dude. When I see people like running, I see people running around central park in those footies and I'm just right now. Is it helping you that much?

Speaker 2:          01:41:49       What it is is the, the way people run is an unnatural way. The way people run where you go heal and then down to your toes. Yeah. That's not how you run. If you were running out barefoot in the world, right, you were, you would run and you would use the natural design of your foot as a shock absorber. And that's what people do instead of drop down on your heel because you have a big pad there. Yeah. Because a shoe company has put an artificial pad in the back of your heel. They, they literally changed the way people run. Yeah. But don't we offer that before that people would have to run and do. The natural way to do is to land on the ball of your foot and you, if you look at the design of the foot, your foot bends and gives you land on the toe and the ball of the foot and then it gives and what these shoes and any, any barefoot like exercise program.

Speaker 2:          01:42:33       I lift weights barefoot and a I'll do, um, a lot of different things, different exercises, barefoot. And the idea behind it is that that is that that's a natural way for your body to carry stress and to move things around. And that if you run on the ball of your foot like that, it actually saves your body all the damage that a lot of people get from the pounding of a of knees. So that's why the tone wasn't the natural way. Not Be on concrete though. Yes, you're absolutely right. And that's just like a fucking concrete concretes, bad period for anybody, any way you run. It's just, it's hard. It doesn't give nice dirt. Like if you're on it like a nice dirt hill, you know when you hit that thing, it compacts a little compact. So there's a nice dirt hill near a house that I used to run until there was three fucking mountain lions signings in my neighborhood.

Speaker 3:          01:43:20       The routine now running this hill anymore. But uh, it was a nice steep dirt hill. And you could feel it give as you ran into her in the sand. No, no. Running in the sand is fantastic for you. Yeah. I mean, you've got to build your body up. I wouldn't recommend it to someone who's not shame. Oh, I loved running on the beach and then like barefoot. But then I heard like who told you there's anything wrong with that? Sand is great. No, I was going to say piece of advice. I'm going to probably go get those shoes running. The sand is hard. It's hard to run. I mean as long as you don't step on something. But if you know, if, if you know, if you step on something you're fuck broken bottles and shedding me if you trust the beach. But if you're a, if you're running barefoot in the sand, it's really good for you.

Speaker 3:          01:43:58       That's good. Yeah. So was running sand dunes. That's fucking up incredibly good for you. It's me. Insane is, I'm always in hotels of course. And in hotel gyms when people just come in to just check it out, don't you always see like couple of things they just like, they'll come down like that. It's like it, that's a gym. Like you can tell how, how nice the hotel is. You're going to know how nice the gym, like what do you, it's just, I don't know why. It just makes me so mad. Why you don't like being looked at why you're a oils. I love being. Look

Speaker 8:          01:44:24       that what it is. They just come in and they don't commit. They don't send, someone's going to flirt with me while we trained together. Yeah, yeah. That's it. You know? That's what cool thing about these mirrors there in the corners. You just look one way. Then even know if you're looking at that on the ceilings in here, what are you laughing appropriately at like an episode of friends, so he has to say, what is so funny? Oh my God, I forgot how funny friends was. Oh, it was more of my favorite. Shows me the worst dating coach. You'd be the worst of all time. Just creating scenarios are coming up with answers. Dudes have questions. You know Amy Schumer's at the gym, how am I going to make this happen? Yeah. By laughing loudly at France. Really, really loud. The girl would be the one who laughed really loudly and see. You're upset that the people come in where they just look because they're not going to play your game. You feel like this is another person. This is a new player, has entered the game. You know when you're at the gym and you're on your little lipstick go machine and you listen to you Donna Summers music, I'm picturing you with a purple iPod. Nano, the, no, not even a nano. What's the one? The clip on the clip while legwarmers dude, you have no shoes on because they haven't invented, choose yet.

Speaker 8:          01:45:59       Get upset. You look up and it's some people just looking at the gym, you fuckers

Speaker 3:          01:46:03       all wrong at the gym. You me all wrong. If the gene is your mindset when you go to the chat and what is the, what's the thought process? I listened to Biggie and odd future and um, am I listen a bad shit and I run like I'm angry. You're angry. And about when you're really pushing yourself. Do you think about the ex boyfriend with a knife running through the apartment complex? Did you said cause that's what I think about you. And then I stopped, I paused the treadmill so I can come and then I get that and I just pushed through. She is orgasm without even knowing it. Did you realize that a lot of women are admitting now that there was a study done? A lot of women are achieving orgasm during strenuous exercise. What? Yes. Very common. Yeah. What are they

Speaker 8:          01:46:50       doing? Let me know. I'll, I'll Google it here. Study shows.

Speaker 3:          01:46:54       Just put this little balls in there and I was so sick in the hospital. I haven't masturbated in like a week. Really? Yeah. I like forgot about it. That's how sick I was. I haven't thought about masturbate with another guy.

Speaker 8:          01:47:05       Like a real stupid fuck. Yeah. Um, I guess cause when you were together a long time, women athletes for women have orgasms at the gym study shows. Wow. Yeah, that's really true. What are they doing at the gym? Findings and their trainers findings add qualitative and quantitative data to a field that has been largely unstudied I'll field. Yes. What, what really makes the vaginal go pop pop, pop. That's my field, my field. I'm in the old gas of field of field as a, as a, as women's orgasms. Been a field, um, largely unstudied according to researcher Debbie. Oh, Debbie, you silly bitch. Debbie. Debbie always thinking about our club loves posting day. Debbie. Debbie probably has a flashlight and she's like licks it while she was sitting close to me. So awesome. This is my field. I'm doing research on my phone in the field.

Speaker 8:          01:47:56       You guys, you can't talk. Debbie, you're awesome. Thank you for your work. Co Director of the Center for Sexual Health Promotion at Indiana University. For instance, Alfred Kinsey and his colleagues first reported the phenomenon in 1953 saying about 5% of women they had interviewed mentioned orgasm linked to physical exercise. Wow, that's fucking awesome. For those five checks, what is the spring? The report of so called core orgasms named because of their seeming link. Two exercises for core abdominal muscles have circulated in the media for years according to the researchers. So apparently it's working your core. So the getting on the knees and tightening up the pussy. That shit's real. Yeah. Well you want to do is you get on your knees. Okay. And I don't want you to rock your ass back to your heels. Okay. Pull yourself up with your abs while you're squeezing your pussy.

Speaker 8:          01:48:44       Why don't I just rub my clit? What like why all the while the work, you do this while you're at work and no one even knows you do it while you're performing some exercise and you get some good solid try it. Right now it's a rockstar in the works of the women who had orgasms drain 45% said the first experience was linked to abdominal exercises, 45% 19 due to biking and spinning nine point to full dance floor masters. Robin likes to spin it. Yeah, I can see spinning 9.3 on a bicycle to climbing poles or ropes. Oh, my stomach is still out from all the saline solution. 7% reported a connection with weightlifting. What does the sailing solution, they had a pump in New York. The pumps?

Speaker 3:          01:49:26       Yeah. They put, they pump five big ivy bags in and so like I'm, I feel like okay now, but I still have all the Waterweight. Yeah.

Speaker 8:          01:49:34       Now when you were really sick, did you try to drink water or was it dehydration from throwing up?

Speaker 3:          01:49:39       I tried by threw it up. Wow. I threw up on somebody giving me x rays in the hospital. Yeah. Whoa. Yeah. It was bad. Wow. It was really, really bad. What's, so what did you call the place that gave you the a crab cake in Phoenix? Um, the, well, it was at my hotel, but their insurance is paying whatever, my insurance really, so they've admitted that it's their fault, two meals that day. And they were both at my hotel. Oh, there's no question. No. If, ands or buts. Yeah. Wow. I was there working. I'd done press all morning like they were, I didn't drink or anything like that. They're being cool about it. Yeah.

