Speaker 1:          00:00:00       Oh No, no, here we go. Good. Here we go. Three
Speaker 3:          01:20:45       and of this year. Yeah, I'm eight months sober. Something. Congratulations. Thank you. And I'm really good. Thank you. Thank you. So you look healthy. I'm happy man. That's like the skin every day. It's just been amazing when that happens. Conversation like I was angry. Remember long time, you know, I had like, no, it's not only alcoholism, you know, I think all alcoholics are codependent somewhat, you know, like it's just, it had been part of my whole apprenticeship not being sober for so many years. It was all under control and funny for a very, very long time. It was always a big part of my life. Drinking wine, eating food, um, until it wasn't. Then one day I was 45, my relationship with alcohol changed. I became dark. I became unhappy. I had success. I beautiful children. I was not happy. Uh, you know, I tried many different things. Nothing worked. I was intervention by people that I work with that are dear to me that I love very much. I guess that loved me. They're tired of watching me, you know, make bad decisions. And I just went to a great rehab called Chatsworth that

Speaker 3:          01:21:55       educated me. It always sitting in a classroom with a pad and paper for six hours a day learning about the disease called alcoholism, learning about a disease that 30 percent of the population has a, you know, and how and why I was an addict, you know, at first I was inadequate food then I, you're not a young age after a traumatic event. Then I was an addict about with beer. Then I was an addict with marijuana, like we know all drugs and then I was an addict with wine. A follow up, a couple more traumatic events in your mind, you know, horrendous apprenticeship and the stress of leadership in these restaurants. And, you know, one thing led to another and my relationship with alcohol became not positive with help. I understood through with education, I understood. And now everything's great. It's funny too because I cited it as, as, as an example, you know, I don't like to tell him, but maybe it's a little bit of mentoring, you know, I was the canary in the coal mine for Fred, you know, and I decided, I was like, fuck, you know, after Tony passed, I was like, you know, it was, I remember I was working in a new project doing tilings and it's like, oh, I heard the news in the morning. I went, I went tile all day

Speaker 6:          01:23:06       and then I couldn't wait to get home and have like two bottles of wine. And I was like, why? And we were the same about that. It didn't matter. Like what we love that appoint look for example, we loved mma read, we love going to the fights. We were so fortunate would go and see. We met the FERTITTA brothers. They discussed like we sat with them at dinner table, we met you, we met all those guys. David loves wine making all the winemakers. We met the best people in the field that we loved. Charmed life, not happy, not happy, like ungrateful fucking little bricks. Well, you know, I think part of the problem is that alcohol is a depressant. Correct. You just, you, you get down, it just

Speaker 3:          01:23:49       brings you down, it brings you down, it brings your energy level down. It bringing alcohol is a solvent and it destroys your soft brain tissue and I was taught that in Rehab. So when you drink acetone, I go, no. Well, if it was made by a lovely French vineyard with Barney Aroma, but do you. Do you miss anything about the flavor of wine with a meal or anything? Have you ever tried not to. I don't even know. I go to wine tastings. I was just that raw wine and less in Los Angeles. I went to taste all the natural wines. Beautiful natural wine festival and you can taste them still. I taste them. I don't swallow. I rinse my mouth out. I'm very much involved in natural wine and viticulture reading and all that stuff. That's got to be so weird to have a mouthful of delicious one.

Speaker 3:          01:24:39       Just spit it into a bucket. No, it's the same. Really. Yeah. It's like, because that's why did I drink wine? I'll factory the nose. The flavor. Understanding the winemaker, his philosophy, the geography of where the wine comes from, his work with, you know, with using organic and biodynamic viticulture. Not using sulfur, uh, just making this amazing organic beverage with very little intervention. Natural line without side effects. I don't have to swallow it because the drug is the same drug that it's in. That's in all the other ones that they can't change flavors. What's different? Yes. You know, and what I like is more of the story, the guy, the vineyard, the varietals, this, you know, would you eat at a fine restaurant and have a delicious steak and wine accompaniment and then just spit it into a bucket. I've done it. Goes to the bathroom.

Speaker 3:          01:25:32       I had to. I wasn't really worried. He shuts his mouth and he goes to the bathroom. I was worried. Mouth full of wine. Ryan Ryan grave, our friend from Elaina that worked with us for years, Ryan goes to a restaurant and acts for a bucket and he'll sit with other people in the wine business and they all drink wine and he tastes the wine and he has discussions about wine and he tastes it and spits it and you know, he's an alcoholic. Yeah, he's a recovered alcoholic three years, but he's a wine buyer and he's very much involved. Was My mentor when

Speaker 5:          01:26:03       I got out of Rehab because in Rehab they were telling me you may never be able to go back to the restaurant was a high risk of reoffending. Yeah. And I was like, I can't, like I go, I don't know anything else. Like I have no education. I've been in kitchens and some 17 way too late for med school and we don't do well in that. I really don't want to clean iceberg lettuce with the fruit and vegetable store and try to make a go of that. And you know, it's funny too, like even like dealcoholized beer, nonalcoholic beer, it's better than alcoholic beer. What are you talking about? Heineken? Zero, zero man. Chris. Really? Chris. Outstanding. Really? Heineken zero. Zero. Outstanding. It's really good. I just fine. Well I've only had like. Oh duals. No, that's good. Okay, so. So Heineken does it correctly.

Speaker 5:          01:26:52       The, the, the, the order of nonalcoholic beer. Okay. In my head is Heineken zero, zero Carlsberg, zero grolsch zero roll back to zero and then everything else is not good after they let me out to death because I'm also celiac. Right. And there's a Glutenburg they make in Montreal. That's no gluten and no alcohol. Now you can insert any joke you want. People are signing off the pies, but I thought these guys are going to talk about heroin. Fuck you. Neat. Meet though. Eat meat. Yes. I'm sure it was. I'm sure that's. This is um, that's fascinating though that you actually still tasted and still it's almost like if you're a heroin, a heroin addict just scratching the skin with the needle. We don't penetrate. I don't recommend that my, you know, my therapist and the people that Rehab do not recommend that I taste wine and spit it, but they don't.

Speaker 5:          01:27:51       But I have friends again. I know a lot of Somalis and even I, I know winemakers, some of the most famous wine makers in the world I've met in burgundy in a bed that are completely sober because they wanted to break this cycle of. My great grandfather was an alcoholic abusive person. My grandfather was an alcoholic, abusive person. My father was an alcoholic, abusive person and I didn't want to take over this thousand year old winery. The legacy of my family. I didn't want to work here and I'm sure like, you know what? All the Epi genetics stuff, if you don't drink when your kids are young and like they might be a thing where you can stop the passing of the gene, but you did sober October. How'd you do? Fine? Yeah. Well I did love it. I was the relapse sobriety wasn't. This was a very crazy sober October because we added this in St fitness challenge, so I was literally working out between three and a half to five and a half one day. Six and a half hours in a day. It was insane. One day I did five and a half hours. I did another hour at night, six and a half hours in the day it was was trying to kill each other to see who could get the most points. We have a fitness tracker. We wore a heart rate

Speaker 2:          01:29:02       monitor. I heard that the kitchen would score up the amount of points you would get if I won the belt right there. If you get a 70 percent of your max heart rate, you get three points per minute. This is how crazy it got. Seventy percent of your Max heart rate is three points per minute. Eighty percent and above your Max heart rate is four points per minute. One day I got a thousand points, so just think about that. Think about how many minutes you have to exercise at 80 percent of your max heart rate to get a thousand fucking points.

Speaker 6:          01:29:30       So you think sober help you with performance or recoup?

Speaker 2:          01:29:33       I think I was on drugs the entire time. This is what I think. I think I was on the endorphins that come from long range cardio. There's, there's, there's a what I was calling the don't. I don't give a fuck drug. There's you get this feeling when you do Qa, like everybody always talked about runner's high and I never really experienced it even though I'd worked out really hard my whole life. I'd never been into like long range cardio. I'd never done hours and hours of the same activity, just droning on either on a bike or running. I'd never really done that. I'd run hills for the most part and I'm sure it benefited me and it made me, made me relaxed. But is it a totally different level when you're doing it for three and a half hours, four hours a day? It's true survival mechanism that kicks in. It's that, but it's also, you feel wonderful. You, you have zero anxiety

Speaker 6:          01:30:23       and you're still benefiting from that?

Speaker 2:          01:30:26       No, no, no. That's what's interesting. Like I've been out of the house for a week now because of the fires, so we've been running around and the kids aren't in school so they're here hanging out with me and they, they, you know, we, we haven't had a chance to get our stuff together, so it's been very stressful. So I haven't really been working out much. I've only worked out once or twice this week, so I have more stress. I feel like a little bit more tense, a little bit more, take a deep breath, calm down. During October I had none of that. None of that. I felt great. I felt like I was like, if you could take how I feel and put it in a pill form and give it to people, everyone will be hooked on it because you feel fantastic and I never understood that. I would see these people running every day and I thought they were just exercise fanatics, like they just want to be leaner or they want to just keep maybe the test. Yeah, maybe that's what it was, but I think there are drug addicts, there are natural drug addicts, but in a very positive way. I shouldn't call it drug addicts, endorphin junkies. That's what they are.

Speaker 6:          01:31:27       Yeah. It makes sense to do that. You would. Every cycle in nature, it's like feast and famine. It's like running and resting. You know if you follow, if you're a hunter gatherer, you don't hunt every day. You know, you follow a cycle is still free for a month, you'll hunt, you'll drag back the meat, the meat, Tomi elite a lot, and then after the next month there's you'll be quiet, you'll eat less and then the next month. So there's very little exercise program out there that look at it like that. But if you were to look at it over year, maybe you'd see it.

Speaker 3:          01:32:00       Like I see no, October is more quiet. I'll do my month in October, November, we'll be quiet busy with other things after that. I'll go back to it in December. It's better for the soul too. You don't have this obsession looming over you that you have to do it tomorrow morning and night and like, you know,

Speaker 2:          01:32:16       well my take on it was a little bit different. My take on it is that everyone's anxiety levels and all the different stress and all the things we deal with. A lot of it is because your body has capabilities and you're not using even a small percentage of those capabilities. So it's always like, what are we doing? We're going, we're going to go. We're going to go, oh yeah, and we're in traffic. You're moving quickly so you're constantly aware of all these cars around you and there's all the stress and there's very little physical release that the body takes part in and for most people, I mean the the great percentage of our population lives a sedentary lifestyle. They sit in their cars until they get to the office, they sit in their office until they get home. They sit in front of the TV till they go to sleep.

Speaker 2:          01:32:53       This is a giant percentage of our population, whatever number the number is. Yeah, whatever. It's very normal and occasionally they work out and when they do, it's a struggle. When you force the body into rigorous exercise on a constant basis, your body's all the needs and have the capacity, the capabilities that it has. All those needs are satisfied. So what I found is incredibly low anxiety levels and I didn't think I had anxiety. I'm not an anxious person to the point where I thought about taking medication for anxiety, like I'm nervous or. But I didn't. I didn't know how anxiety free I could be until I did this exercise program for a month.

Speaker 3:          01:33:35       See, I found that in sobriety, the anxiety I was, I suffered. I suffered from anxiety our whole careers. Every day, 200, 300 people are coming for dinner at my, you know, it's always there. My scribbling is their staff. There's 300 people coming. It's never goes away. There's always people coming for dinner. It's throwing happy 400 people every night. But when I was drinking that would just keep the stress going. Now I'm fine. It's gone. There's this magic number and it kept on hearing and Rehab and he kept on hearing through therapy. Sixteen weeks, 16 weeks. And I was like, yeah, shut up. Fuck. It was this fucking guys I was telling you with your 16 weeks or 16 weeks, man, big watch. Sixteen weeks the morning. Sixteen weeks. That morning I woke up that morning and I have my phone set up to 16 weeks and I had this peace and this joy and this childhood innocence that I hadn't had in years on the day. Sixteen weeks. Not because I'd been premeditating into my head and I was looking forward to the 16 weeks. I didn't believe in it, but it was literally 16 weeks of sobriety that brought this. I was clear that during this club that had no problem. I'll be in half an hour.

Speaker 4:          01:34:58       Yeah, like as it should be free. Just don't work. The lights are out in the restaurant and five tables are unhappy. I'm coming down. Do you think

Speaker 2:          01:35:06       some of the anxiety was just your body responding to the fact that you were poisoning?

Speaker 4:          01:35:10       Correct. Think it's the psyche creating reasons for you to drink. Your mind is telling you you're stressed. I have a quick remedy for it. Why don't you try drinking that makes you feel this way? What's your go to? I'd be like, I could taste sometimes when I'd fall into stacks, full situations at the restaurant, three tables. I don't like a couple of criminal elements behaving badly at one table, you know, maybe I'm the board or of lacking respect to their waitress. I might have to get involved and I could almost taste chardonnay and delivery glads yeah, your brain's still plays a trick on brain was making me high before the high. I always like, why do I taste Chablis in my mouth? I think it's the same with sugar addiction too. You know where people eat sugar or lots of carbs, mostly carbs. Then you're like, oh man, I can't.

Speaker 4:          01:36:04       I have to go for three hours without eating. I have to bring something sweet with me because I'm going to get shaky and then you have. It's your. It's like you're feeding basically. I don't know if it's your gut biome that changes, but you're like feeding a monster inside of you. You're not feeding Fred or David, you're feeding something else. You know, like you're planning a weekend at the cottage or like the kids are going to be loud. I'm going to have to bring two more bottles of wine and have to make sure that the wine is cold and have to make sure we have that or like you have to have friends like that. I have to make sure you have like for granola bars because they have to eat all the time and you know that if you don't have breakfast you have like a quick coffee, you can go to like four or five in the afternoon and not shaking and getting cold and Sweaty, you know?

Speaker 2:          01:36:48       Well, depends. Especially if you have a good healthy diet. If your body's not like sugar, sugar dependent,

Speaker 4:          01:36:53       I think it's funny every time you know, sometimes we fall off the wagon and stuff not as pretty solid for a few years. I think that two weeks of drinking more water, having walks and not eating ice cream and fries and two weeks of home cooked meals and water cutting down on coffee because that dude will fuck with your anxiety, you know? Sure. We noticed that both of us, all of this, like so many diseases, is based simply on overconsumption just period over consumption of cigarettes, over consumption of alcohol, over consumption of sugar, over consumption of meat, carbs like restriction brings clarity.

Speaker 2:          01:37:33       December restriction diets are one of the best remedies for people with autoimmune diseases. Oh really? Yeah. Well, cut down almost everything out of your. One of the things that people are doing today that's very popular but keep talking about this unfortunately is the carnivore diet because Jordan Peterson made it very popular when he was on the podcast. It's really fascinating. There's a spike. If you look at the Google search results or carnivore, it's July

Speaker 5:          01:37:56       of 2018. He goes like this. He takes off because that's the day that Jordan was on the podcast, so he's in the podcast, you know, fucking whatever amount of millions of people listening to this in order and because of his ranting and raving about the positive benefits that he's experienced. So I got on the carnivore diet. People really got into it, so I got into it as well, like what is it about this? So I started consulting a lot of actual nutrition experts and scientists and what they believe is what's going on as calorie restriction. That because of the fact that you're only. Jordan is only eating steak with salt and drinking water, that is all he's consuming and he feels fantastic because it's a lean steak. Now real estate, yes, fatty. So then you can't do much because you have the fat. You're feeling full.

Speaker 5:          01:38:42       Yeah, yeah, yeah. That fat is important. Yeah. And because this is quite a few autoimmune issues that he had went away. He was having receding gums that went away. Uh, he uh, was having severe depression and anxiety and all these different issues that went away. You announced a tremendous amount of weight. His body leaned up and science. The scientists that have talked about, you know, this is a very new thing for people to embark on this and do it on a mass scale because quite a few people doing it. What they're attributing it to is the calorie restriction is that because of the fact that you're in, you really can't eat that much stake if you eat a steak, you know, it might be a thousand calories. Whereas if immediate, full, big fixed day closet galleries the stakes a lot at stake. Right? Yeah. But I mean he might be eating two of those in a day.

Speaker 5:          01:39:32       Whereas if you're eating French fries and soda, empty calories, you're getting shade here. Like way more than that. Like what do you think? Uh, an 18 ounce rib eye is if you had a guest calorically 11, 1800 and 800, 800 bands. If you have like the end of the rack in. Okay. So let's, let's just get crazy. Let's call it 700. It's probably like at 1700 calories a day because he's not putting cream in the coffee's not having a seven. That's the water went steak when I started eating. No gluten, right. It's fully diagnosed, right? I'm not making this up. I stopped, I stopped eating gluten. It gets flagged every day. What does that mean? Everybody gets crazy about the gluten go. He is like here it, I don't want to hear it. We don't want to like what I said, but what does it mean?

Speaker 5:          01:40:19       You don't eat gluten? Smoking cigarettes, like come on now. But what does it mean? No gluten. It means that you don't go to, you know, drive drew, you know, slip, right? There's no options out there in the fast food world. There's no. So I have to plan my day, so I like, I'll eat a piece of meat for breakfast with or eggs or whatever, and then I won't eat until like show up at work or at home later and eat. So it's with you've excluded that counts. Yes. It's not that this steak is so good for you, is that you're not eating

Speaker 2:          01:40:54       all this processed food anymore because you can't eat it anymore. That's what the scientists are saying. But the people that are pro meet, it's really fascinating because they're just as culty as the vegans are. The people that are the real pro carnivore diets, they want you to think that it's the meat that's healing and the meat that's helping them meet, that's making them lean that meat. Well, it's not hurting you. I mean it's, it's nutritious. I mean there's a lot of real nutrients and red meat and this is also a problem with a lot of studies that people have that a lot of vegans love to cite about heart attacks, strokes, cancer in relationship to meet these epidemiology studies that were. There essentially is they're saying, look, when you look at people that eat meat five days a week, these are the people that have higher instances of cancer, higher instances of diabetes, all these different things.

Speaker 2:          01:41:42       Where they're not taking into consideration is they're not just eating meat. They're usually eating a cheeseburger with fries and a soda and there's all this sugar. It's before dinner and all this bullshit that's that's involved with the meat. There's not any studies that show that people who eat a lot or a 12 ounce grass fed steak with a good plate of sauteed spinach and olive oil and garlic, that these people are getting cancer and I can't make a nutritional study or that's impossible. People fundamentally lie, so you cannot have people you cannot say like, this is coco fat and beef tenderloin. I'm going to give you a week portion. You'll go home. Then you come to report. We do blood tests. You get anecdotal evidence from people that talk about their own personal diet, but yeah, it's, it's, it's very difficult and it's also very ideologically based.

Speaker 2:          01:42:32       I mean, whether it's on one side with the vegans are the other side where the carnivore diet people, I find the same psychological characteristics in both groups. They want to convert people, they want to proselytize, they want people to think that their way is the right way and they, they are not honest about health issues that they're having. You should make like a, a conference on a deserted island, you know, and uh, Richmond's gas. So like a Bruce Lee movie and knew you invite the vegans on one side and you don't tell them you're also inviting the other, you know, and then both groups it just have like a, well both think the other group is going to drop dead at any second. Now the proof is in the pudding. If somebody is on your podcast to talk about eating meat, that he's alive and he's not dead.

Speaker 2:          01:43:14       So it works, you know, like white look any further. Well, who knows how long they're gonna last. Well, none of us are getting out of this alive now, that's for sure. When it comes to meat, do you guys prefer a grass fed beef or do you like a corn fed? Because I had this discussion with Tony and he was telling me that he actually likes corn fed beef. He's like, it's a fattier that there's two schools of thought and then there's two schools of what is quality beef, right. So one school say, yeah, quality beef is organic

Speaker 3:          01:43:52       animal pasture raised, eating grass flavors different. It's not as tender, but it is high quality beef. Okay. Then the other of course says, you know, a cow Usta, prime grow, corn fed, incredible marbling, ridiculous fat content. Restricted motion. I'd say a lesser quality beef. Okay. Then then the other, but they all start eating wise. They'll pastored at first eating wise, you know, gram per pound for pound. The corn fed steak will be more delicious. Okay. For some people. And then for some people, the other one will be, in my mind, the grass fed organic pasture beef with a different flavor. For me as a higher quality animal,

Speaker 4:          01:44:53       I. I prefer that taste correct. I feel it's a Richard taste. It's a denser, darker meat more than iron taste. Yeah. I just like it better and I do like a corn fed steak. I do, but in the general public, the steak eating public that come to restaurants and counter more grow corn fed beef that and the first judge of character to the quality of that meat is tendering. It's tenderness. It's marble. It's not tender. It's not tender. That's a reoccurring thing that we fight with every day. A job while the tender to see the 16 ounce fog walk tender. I know. I mean, what are they looking for? Are Your teeth work? But we get to take sent back. It'll be big

Speaker 3:          01:45:41       because

Speaker 4:          01:45:43       it's too tough. Yeah, exactly. It's not always usually go to the steakhouse and it's tender because you're bringing your serving a grass fed, grass fed, grass fed steak that's not as marbled as. It's not organic. Well, it's an. It's an animal that's healthy, but you can also have. It's an upgrade though. It's like the natural wine versus conventional wind fight. Right. Then we're having, you know. Yeah, but it's also. We're calling it binary now. It's like it's only corn or it's only grass. No, I think the solution is maybe a little bit of corn, a little bit of barley, but mostly grassfed, you know, a brief finish and like quality grains, why not? And then there's a whole other point I'd like to raise giant feedlot. I like to sell beef,

Speaker 3:          01:46:26       uh, in my restaurant that comes from very close to my restaurant,

Speaker 4:          01:46:32       you know? Yeah. When we opened joe beef at the beginning, when that first book, the first book was written,

Speaker 3:          01:46:37       a beef was a problem back then, you know, local beef was kind of difficult and you know, we were buying beef from larger wholesalers and we, if we didn't how to read the barcodes on the boxes, they would say it was Canadian beef, but it might not be safe. It might be north northern USA beef, but we didn't know because only a professional could read the Barcode. But they were saying it was Canadian. But one day I had a professional come into the restaurant and he said, no, actually this beef is. Yeah, from a company with investiture is in Canada, but this is from Western Australia and I said I don't want to serve anything in my restaurant from Western Australia that's super far removed from the menu or seek alternatives. Uh, but it's a business that's complex because there's past years in feed, lots slaughterhouse and packers.

Speaker 3:          01:47:37       Right. And it's not like we have lambs, get a baby lamb that come from the parents lamb and then they farm, they raised the lamb and they bring it to the slaughterhouse themselves and then we get a lamb. Beef is like, you can get it. It's like tracing bourbons, you know, it's like trading and brokerage and stuff and we're not, it's the most sketchy item on a restaurant menu. Like I know that I bought land from you and I know I bought rabbit from Beatrice and I know I got goat cheese from this family and all of the products in my restaurant. I know exactly the farm and the farmer beef is always dicey because beef always goes to the packer, be followers, goes to the distributor you fall to. And the general public only really eats two cuts of beef in restaurants, you know, three cuts, the tenderloin, the, the, the, the, what do you call it in English though? I'll throw a coat, you know the lines, right? That's what people lead. But in the hamburgers, beefs or not that, you know, there's two big humps and there's two big shoulders and there's a lot of braids.

Speaker 2:          01:48:43       So, you know, it's uh, it's difficult to see that documentary on steak. Yeah, we were. Yeah. You were in it, right? What did you think of that, their conclusions and what was the conclusion? Well, it just basically we're saying to Peter Luger's steakhouse in Brooklyn's a greatest stake in the world. The Usda prime corn fed for taste. Maybe it's good. It's good restaurant. Good story. Good history, great restaurants. There are just a few months ago. It's very good. Yeah. Very good. Yeah. But, um, but again, it's a subjective thing, right? The flavor in terms of like what you actually look for. And they as they were talking about like your customers saying they're accustomed to a certain type of meat. Like they were saying that their customers are accustomed to this, they're not interested in grass fed anything bad. I understand that, you know, they've been doing that for a long time and grading that beef that way and I don't think they should change ever. Not based on anything. Right. It's a great place where you get consistency. I mean, you go there, you get this fantastic steak. It's, I mean it's so old world too and you get in there that. I mean, how long has Peter Luger's been around for

Speaker 4:          01:49:49       God? Forever. Forever hundred. Twenty years or something insane like that. And they get the money. Shit like that. At my trial is very old steak restaurant. Moishe's is a famous restaurant in Montreal and they, you know, they do have their beef program and they should not change because there's new conversations happening. He knows what he's doing. Lenny lighter and he should do, you know, keep on doing that in a small restaurant. Let's say that fred marginal characters like Fred and I own, I always see it like it's not a those restaurants maybe or public places.

Speaker 4:          01:50:25       My restaurant is my restaurant, which I want to do what I want in. Right. It's not, it's not at the. I don't, we don't listen so much to the public, you know, I, I, I serve at my pleasure. Not the customer. The customer is always right. It's the customers often wrong and I'm always right because we can do salmon. I play the music, I want to serve the food we want to and I served the wines we want to and if you don't like it, you don't have to come. It's our, but it's this restaurant is for us.

Speaker 2:          01:50:53       That's one of the things that I learned from watching Bourdain's original show that no reservation show and that it changed my opinion on things because I didn't have a strong opinion on food before that. Other than that I really liked it. I didn't think of it as an art form and watching his show and seeing the passion of his, his appreciation for food and for the way it's the way it's grown and brought to the table and the production of it. And then ultimately the flavor of it and the taste. And, and his admiration for chefs and you guys as well, his, his advert, his admiration for it and his, his appreciation for the way everything's put together made me realize like, oh, this is an art form.

Speaker 4:          01:51:37       It's a craft. And, and you know, Tony did something. Tony was the most faithful, most like we were so lucky to be on that ship with him. You know, that he took us a board and you could see he had the same apprenticeship we did, you know, like suffering and like big bistro stroke kitchens and stuff. And you think about it, the guy, he didn't make the promise to himself that when he'd get rich and famous he was going to buy a big house and not talk to people. He helped every cook not walk out of the kitchen and get famous but get a voice, you know, television show. The work he did in private is not look like a dirty guy that makes the pasta in the back. You know, all of a sudden it's like, yeah, the manager in the suit and the owners.

Speaker 4:          01:52:22       But who's the guy in the back? He had appreciation for everybody and he had a real passion for the process and the marginal character is like, there's lots of commercial restaurants in the city of Montreal in any given city of that he went to. He was able to isolate, let's say, the marginal characters in every city that, you know, we're, you know, we're historically bound kind of Fred and I practice a weird faction of French cooking called cuisine bourgeoise and only kind of Tony and a handful of other guys couldn't look at what we do and go, oh, those fuckers, they're, they're up to that. No one. He goes, you guys are the only people, the last of the Mohicans that do this kind of food. I mean, no. Yeah, know we can't stop. We got to keep on with what a great guy to get it to. Yeah. Because nobody does, right. Nobody understands. Like, you know the rabbit hole where down Tony did the.

Speaker 2:          01:53:22       Yeah, he, he, he, he really did a deeply influenced my appreciation for food in the way I think about it. And again, treating it as an art form, which I just thought it was just delicious. I didn't think of it as like, oh, these guys are making temporary art. They're making art. You're going to, you're going to enjoy. Now you know you're, you're, you're, you can't put it on film. I mean you can, but you're not going to get it all. You're just gonna want to go out and experience it.

Speaker 4:          01:53:49       Yeah. Ultimately food is you can't we go and do like we were asked to do like demonstrations, you know, you can go on a big stage. It's 5,000 people to talk about food or make like little crackers with smoked salmon onstage. Food is not fit for a stage. No. Food is for a table for us to enjoy it with a fork and knife. We talk about it and go hunting. That's what food is. Paypal offers food shows all the time and it doesn't work. What's the concept? Well, you guys can be in a pickup truck and you go and visit your suppliers and maybe I have a bottle of wine with them after. I was like, dude, like we worked hard not to copy or fellow, you know, culinarians. Yeah. You look at TV producers are out there just like blatantly proposing the previous show to you again. Well that's one of the things

Speaker 2:          01:54:40       right after anthony died, there was some talk about,

Speaker 4:          01:54:44       oh

Speaker 2:          01:54:45       Hugh Ramsay doing some very similar show in the outcry against it was enormous. I mean he was just getting assaulted online. I mean it was crazy

Speaker 4:          01:54:55       that everybody that I was talking to our agents who represents us for our book and she was saying like, it was the same. All the big production companies are being paraded by people pitching who is going to be the next Tony, right. You know, I don't want to say that, but one of the character and you guys you could take over. Yeah, you could do it because you guys track, you know, the way it went in West Virginia and it wasn't like Republican or Democrat. Like he went to places. He's like, yeah sure I have my views, but let's break bread. You know. And I always said that like, all our countries are divided on issues, but they're nobody that overlaps them with a coherent vision. Everybody

Speaker 2:          01:55:43       loves each other when there's delicious food on the table that and guys like you with like a clear view and irrational and science based and evidence based view on things. And like Tony just have such a voice now in our countries that it's. I could see you doing a food show. I love food, but I don't, I'll never do a food show and I just can't imagine not because you ask questions. I like doing show. I mean I love having guys like you on and talking about food, but it takes a special type of person to want to travel 300 days a year, you know, and that's essentially what Tony was doing. And I think that has a massive toll. Um, it, it takes a massive toll on your body. It takes a massive toll on your psyche family everyday. It's not healthy. I know there's not enough Melatonin or like cbd or the lenses to help you with that.

Speaker 2:          01:56:43       I traveled more than enough already and I've cut my traveling way back. I'm down to only 10. UFC is a year now, and I do, you know, comedy around that and stand up comedy. But I, I consciously make the effort to travel much less because I just don't think it's good. I just don't think it's good for you. And um, and also that road life, you know, the, the drinking and all that other stuff that comes with it that accentuates all the problems that you have with, uh, with travel. And I think that's also one of the things that, um, was, was dragging tony down when he would talk about the sadness and the loneliness of being on the road. I can't help but from knowing him and partying with him, I can't help but the thought that a lot of that was probably accentuated by the alcohol consumption and you know, and you guys could speak to that now that you're, you're, you're clean and you're not experiencing the, those rugged hangovers every morning.

Speaker 2:          01:57:37       I always, always worried for Tony that way. Just so you know, the hotel, living planes, trains and automobiles constantly and it wasn't like for a year it was like, Hey, well years, sad life if the watch river monsters at 11 in the morning, burping Jamison and I'm referring to many occasions in our life where like you're traveling in a hotel room and you were in a beautiful place, but like just, you feel weird. Yeah, I've, I've taken steps to mitigate some of that. One of the big ones is I travel with friends. I'm bring really good comics to work with me on the road so that when I'm in these cities, I'm in these cities with friends and we just go. It's like they're family. So we go, we'll go eat together, we'll go work out together, you know, and try to keep the unhealthy shit to a minimum. Plus I'm more of a marijuana enthusiastic than I am a drinker. Anyway. It's legal and back now we stores in the entire country, Canada as well in America. They're connected as usual. We got a little bit the special treatment, you know, they're everywhere else in French. Then on top of yet you

Speaker 4:          01:58:42       can't grow, what do you call it, in cannabis? Cannabis. You can't grow, can't grow, and you have to only consume the government's going grow anyway. I'm not worried about that government. So you know what they did, right? Yeah. It's like a, you know, we have a monopoly liquor board, so we have like storage or commissioner commissioner. Now we have the cannabis commission. So what they did, it got legal and October 17th at midnight. The stores we're opening October 17th at 10 in the morning. The cops were giving tickets to people smoking weed during that little layover time because they knew that it was impossible. They bought it legally. So some people get ticketed for smoking. Illegal. We'd align it for legal weed. Oh God. What a bunch of asks. Hey, we just drank the Koolaid on that one. I think you know, but it's good. We'll put more money into Medicare. Well, I think

Speaker 2:          01:59:37       ultimately lead to relaxing of people's opinions and ideas about marijuana and what it is, but I also think that marijuana, just like alcohol can be used as a crutch and it could eventually overcome your life. I like it, but I like it. I like it. Uh, every now and again, you know, and one of the things that came out of last year, sober October was taking a whole month off of it, realizing that hey, I don't need it. I can, I can function fine without it, but it made me more apprehensive about regular use. Like instead of using it every day, I'll use it a day, a week or two days a week or something like that. And I, and I appreciate it more when it does happen, when, when I do get high with my friends on Friday night or something like that, it's like it means something like we're, we're, it's almost like a sacrament. Like we're experiencing a little moment together and just having fun.

Speaker 4:          02:00:27       That's the proof though. What you just said is the proof that you don't have addiction issues. You see, I couldn't be able to prove that I smoked marijuana responsibly once in my life that I drank alcohol once in my life that you know, that I did drugs responsibly, so I'm fascinated by brought some, some of our cooks that were here in la with us to a restaurant and we had a beautiful dinner and I ordered them a bottle of wine and they barely finished it and I didn't understand the first bottle of wine. I was like, what do you guys want more as I think I would've paid for nine and they had one and I was just sitting there. I told Fred, I go, I don't really. What is it like to be in that environment and watching people glass over, like see, see the drunk we use.

Speaker 4:          02:01:19       We say that all the time. We used to think that like everybody was drunk. It was smashed. No, there was only me was like the beer goggles in it with everybody realized now that like everybody at the restaurants generally like nine out of 10 times drink quite responsibly. Otherwise it'd be just accidents everywhere in violence everywhere you turn right? Yeah, and I realize a lot of the people that I'm friends with drink responsibly, they can have a glass of wine with lunch. Uh, me and fred opened a bottle of wine at lunch. We go til 10:30 until we couldn't it anymore. And then that was it. You know, we, we, we did last time we came to La, we did a hell's kitchen. Okay. We're judged for showing ostriches who's disgusting? Ostriches Burger before mutual fund rutgers as ostrich Burger. It's actually delicious. It's really bloody right.

