Speaker 1:          00:00:00       The joe rogan experience showing by day Joe Rogan podcast by nine.
Speaker 2:          01:26:47       I think you're totally right. But I think that there's some things that are acting in that way already. There's participate in your child's life, even if it's uncomfortable suit, man, what the fuck? Massive. No, they're sharing the message. I know, but what is that? If it's uncomfortable, even if it's an that's a billboard here, the middle of nowhere participating in your child's life, even if it's uncomfortable. Who though? Fuck sees that billboard and goes, you know what? I'm going to stop ignoring my kids doing math. I'm going to participate even if it's uncomfortable because I need my math. Well, fuck man. If that sign makes it happen for one fucking kid. Yeah, you're right. You're right. I would, I was saying there's a lot of recent research and study that that has happened, specifically

Speaker 3:          01:27:35       ptsd and in, in that realm that shows how memories and our experiences when we're young and older, how they truly are stored in our body and that there are techniques available now that truly can unlock and free those. And it's, it's, it's not psychology in the sense of just talk therapy or just figuring things out or analyzing. I think it's, it's, it's much more a body body based. So the idea is that if there is an experience that happens, the natural human ranges too, if it's overwhelming, right? You fight, you run or flight or you freeze. And it's the freezing that these people will argue that things literally get like locked and etched into your bodies, either yourselves or your musculature. Well, I dunno what, wherever it is, but that through processes of awareness and relaxation and, and being able to go into that, you really can open and release a lot of that.

Speaker 3:          01:28:40       So it's not an automatic hit a button defrag the entire thing. But there are things that people do that, that truly work in that way and in that direction. And it's not mainstream at all. You know, I think it will be one day and actually really think it will be. Um, but I think that there's proof now that things are more malleable, our memories are more malleable, are sort of set patterns, although they're very firm can be shifted. And I think there's a lot of hope in that. I think it's really cool. I, I don't, I don't feel like that's an accepted viewpoint at this point.

Speaker 4:          01:29:16       Well, I think it's being more and more accepted. I think people are understanding now more and more that there's a method that the human mind has sort of undergone in order to take these memories in the first place. And if there's a way to reexamine those initial ideas and form new ideas based on better data and a better understanding of how your actual, your mind works. Very few people know how their mind works. They just know that I get mad when this happens. Sure. This pisses me off. And you know what, one thing that's uh, a beautiful idea that has been going around is look at something when it happens and decide how to make that a positive for you and decide how to give that thing meaning because nothing truly has any meaning other than the meaning that you give it. And the meaning that I might have to something might be very different than you would have for the exact same experience.

Speaker 4:          01:30:19       And we don't even know who's right or wrong until you look at like where that path takes you. And I might look at it, go, you know what 10 toady was right. I should just let that brush off my shoulders. Look, he did and now he's doing great. Me. I'm still carrying around that one fucked up experience. Yeah. I mean there's people that are still repeating arguments that they had in the ninth grade while they're in their car. They're sitting there going, this motherfucker thinks you can get away with that off to cause us. Oh, go fucking foreign number. I know for sure tomorrow, girl. Ooh, yeah, yeah. There's a lot of, a lot of stuff that we carry around in our brains and we don't know why it's even there. It's just bouncing around and he got to do a cleanup, uh, de Frag.

Speaker 3:          01:30:59       Yeah. Well I think one of the best tools to begin that entire process is simple mindfulness practices, which are, so what that means is that when something fucked up happens and you're going to immediately have that knee jerk reaction, all it is is that you, you have, you keep it a little fucking space and you let it be there and then you can decide to freak out or do whatever you want.

Speaker 4:          01:31:20       Give it a lot of space. Give it a lot of space and think about it. Don't, don't let the momentum of every event run your life because you'll just be bouncing from one catastrophe to the next and mindfulness is like a term that gets really bandied about a lot lately, but I think the way you're describing it as she is very important like under examine these things.

Speaker 3:          01:31:43       Yeah, it is. It is. It, well, it's an overused terminance and a misunderstood term, but I think in, it's a very simple, practical way. It's just being able to just being aware of what's happening, you know,

Speaker 4:          01:31:55       and being in the moment, being in the moment. Don't live in the past. Thinking about the argument that you got in the ninth grade. Don't think about your future. Only think about this moment right now because this is what you have. Look, you and I are in this car driving down this godforsaken shit hole highway. We could get hit in the head with a fucking media before this podcast even makes it to the Internet. We don't know. We're assuming right now as we speak in the dimension of this is going to get out, but it might not. It might not.

Speaker 3:          01:32:22       I like what you said about you know, taking things as learning opportunities, you know in general that that just anything in life that happens to you, whether it's good or bad is an opportunity you can capitalize them. Just cause you can learn from it. You know

Speaker 4:          01:32:36       you can, it's just, it's hard to break free of the parents and you used to have, that's where I really advocate self help books, you know? Even though like a lot of people think self help books are bullshit. You know why their bullshit because most people don't really listen. They don't really know. They don't do anything to try to change the pattern of behavior that they're stuck in. They just read the book and you go, oh well they don't do anything. You've got to do something about it. But being inspired, you know, even sometimes a fucking really good movie can change your life because it, it'll make a little incremental change in a certain direction. And then over time, that could be a gigantic factor in determining your happiness or your unhappiness depending on like how you choose to behave and think.

Speaker 3:          01:33:24       Yeah, I think there's a big stigma to against self help. And then I think for guys especially, but probably for everybody that we just got to get over that shit, you know, it's got gotta be okay and I don't know because all of that self help spiritual type stuff that's, you know, made fun of and made fun of for good reasons. But, but there's some, there's some things in there that, that aren't all that right.

Speaker 4:          01:33:56       There's been just incredibly health Yonis patellas calling us, don't get no fuck you hang up on him. How's it going to, I was going to talk to him and say something silly, but we're, when a podcast, Yani, I hope you understand 60 miles outside of Reno, wherever the fuck we are. We're headed to the metropolis of Reno, Nevada. Andrew dice clay was here the day before we left, but the show day we're leaving. Yeah, I was, uh, I was going to call them and say hi, stop on it. But we had to drive five hours to the middle of nowhere. Um, so let's wrap this thing up was bring it on back home. But I think your life experiences and what you're trying to do is very knowable dude. And I think what you're trying to do and what you have done is very exceptional. And that's one of the reasons why I wanted to do this with you because this story is that you were telling me over this past weekend, the all the other times we've hung out together over the past few years since I met you in 2012.

Speaker 4:          01:35:04       Is that a copy hit the brakes with the cops, the fuzz baby instead of cop? Nope. Nope. It looks like, um, those stories are there. Powerful man. And I think, uh, it's, it's nice for people to know there's people like you out there. Thanks man. I appreciate that. So anything else you'd like to say to the world? Cause it's not, I used to say America than people in Europe got mad at me. I don't think so. No, that's it. And Dan dougherty has spoken. You fucks. So Dan is most likely going to start his own podcast someday. And I know people like, God damn it, Rogan, you're always trying to get people to start podcasts. It's not even my idea. You fucking assholes. It's dead until these idea. He wants to do a podcast. And I think if you did want it would be awesome. So hopefully, uh, you will do that and I'll have you on again when you're launching that and we'll let everybody know about that. Thanks man. Appreciate it. All right, my brother, thank you so much and thank you everybody for listening and, uh, that's it. We're done. See Ya. Bye. Bye. Wow.
