Speaker 1:          00:00:01       Joe rogan podcast all day, the Joe Rogan experience podcast all day.
Speaker 3:          01:22:24       So I believe that it probably is, you know, contributory, especially when the pathologist came out and said that there were no drugs and no medication, no alcohol, no medication in his blood, but of course they're not going to look at the hormone may loop to see if there was a deficiency. Low levels of testosterone leads to depression, and you can find a 70,000 articles in this chapter on neuropsychiatry and traumatic brain injury. There are 432,000 articles on growth, hormone deficiency and depression. There are 235,000 articles on thyroid. 70,000 on testosterone, a dah da has about 17,000. Estrogen has a large amount of progesterone. All have depression articles that have been written since 2000 2013, almost 850,000 articles. What? No. Instead just producing it. They're just publishing them to publish it and no one's reading them. So essentially what we're dealing with when it comes to happiness and avoiding depression is the entire body as a unit, as an individual unit has to be balanced.

Speaker 3:          01:23:31       Correct? You have to be healthy, you have to have the proper nutrients, you have to have rest and exercise, and you have to have your hormones in line. If they are not in line, you're going to deal with all sorts of issues, compensatory issues, depression, the all the buffers that caused you to lash out, to not lash out. All those are gone, correct? Yeah. This is a crazy thing to talk about. I'm starting to revenue, but it's just. It seems like there's a rush to get this information out here while these 40 soldiers of killing themselves a day and we're just talking about soldiers were not dealing with people in car accidents. People will kick box, you know, the people have played football that are all dealing with thiS. There's a lot going on here. There's more than enough going on and the resistance of the industry, my industry and the medical industry is what is perplexing on one part because we went through, you know, medical school and hopefully we all read the hippocratic oath and we're supposed to serve the betterment of humanity and trying to help fix them. And I don't think that's being done. I don't think it's really being focused on. I think unfortunately I believe that we're more pawns in a game of chess where pharmaceutical companies are dictating to the insurance companies. Insurance companies are dictating to both the patients and to the physicians on how to run medicine so that you walk into your office and you know you're no longer an individual, you're just a number on a card, but the pen will dial bill.

Speaker 7:          01:25:03       Yeah. The people getting this treatment are the rich 45 year old white guys who can afford it, who are all on testosterone, who are all finding some benefit to their, to their, to their body and mind,

Speaker 3:          01:25:18       but even that is not being done correctly. It doesn't sound like it's being done correctly at all. It's they're doing it as an entry point. I mean, I've been giving classes on andropause which is testosterone deficiency amount of pause, which is growth hormone deficiency and menopause and how to balance female hormones a little better since 2001 and a lot of docs are listened to it. A lot of docs went into the industry to make money and therefore they go to one class, one class for three days, like I just participated in and they walk out and they are the expert. I don't consider myself an expert on anything. I think I know a little bit and try not to get in trouble by keep on reading so I know a little bit more. and what I do is I go out and I share this information I'm at and uh, when I was in chicago at a, you know, teaching in medical school there and that's just my personality.

Speaker 3:          01:26:10       I read a lot and I find ways to deliver it so it's palatable and usable in a very relatively short period of time. But you have to change, you know, unfortunately since 2008, everything is financially oriented. So I've put my family life and the quality of my life partially on the line because I try to make it so that my office comes as close as possible to breaking even and my outside lecturing, whatever is what really I get my sound. You put in the wrong place, uh, to, uh, to, for, to be able to do it. And our pricing, I mean, the laboratory tests, uh, patients are paying a third of the average. I'm medical director of education for the laboratory in the lab has put a lot into what I do. They support what I do by matching the funds that I personally put into it so that people like matt and I have some patients who are not in the military, not in law enforcement and other areas of government government who are just great cases that I want to, you know, I want to see it work and it works and I can back this.

Speaker 3:          01:27:17       I know you do this because I know you very well and this is a real labor of love for you. This is a very important thing for you. This is not just lip service. This is something that you've. From the moment I met you, you've been very adamant about this and it's because of guys like matthew and this is one of the reasons why you wanted to bring matthew in here and you. You contacted me right after he started treating him and right after he started experiencing positive results and I could tell that this was something that was very important to you, which is why we brought mathieu in here to discuss this. Right. And I'll tell you, jason is in an arena where I've been trying diligently for the past three, four years to get some champion for what we're doing. Someone in the entertainment world to step in and to pick this up and to spread the word to spread, help spread the word, you know, I think without saying their names, some of the people in the industry that I, um, I see I work with could do it, but they don't want to be looked at as being out there on the fringe because I'm.

Speaker 3:          01:28:16       Even though I'm in core medicine, everything I do is called evidence based. Every single thing I do is An article and you know, I have a collection of 7,000, $400 articles that I've gone through in the past 10 years that address each area. And you know, colleagues says, you know, I'd like to see an article on testosterone and heart with that craziness that was going on. So I sent them my portfolio with, you know, 600 articles about heart and testosterone and all the benefits. So there are thousands of articles, benefit of testosterone in the heart, and you come up with these three bullshit articles that you know, try to taint the benefits that testosterone. And we had one of the, one of the top guys in harvard, dr abraham mergenthaler wrote the book testosterone for life that refutes testosterone causing cancer. He came to us in the beginning of the year to an organization called age management medical group and phenomenal dissertation on the bullshit of these articles showing that they show a three percent, they report a three percent increase in coronary artery disease, greater heart attack onto stastrom when the actual statistic showed a 30 percent improvement, but the way they picked and choosed everything.

Speaker 6:          01:29:23       But hOw, how is it the fringe? These guys don't want to be perceived as being on the fringe, but they're coming to you as patients. Well, it's, that's what I, you know, personal and public, right? It's about personal image and paulo, but how do you, how do you push this thing across the line so it's not fringe.

Speaker 3:          01:29:40       I've been on the phone with them frequently trying to get them if they don't want to stand up and be a participant, direct me to someone directly,

Speaker 6:          01:29:48       stuff like this. I think. Yeah. I think stuff like this, especially something like this where it's a long form, uninterrupted conversation, you could really get deep into the facts and the reality and your anecdotal experience. Controversy is not new to you. Yeah. Everything I do is controversial. I don't worry about it. What's the hottest controversy are in right now? I don't know if it's cage fighting, forcing people to eat animal. Dick's dirty jokes. I mean a pot advocacy. I mean I don't have a single thing that I do that doesn't have somebody hating me, so it's okay enough yet, but I've been through after everything I'm saying though. No, I think we're good at everything. I'm saying no. W, w, w regardless of whatever it is, whatever the subject is. This was what I truly believe. I don't have any other motivations, so I'm fine with the controversy and I think hormones have a stigma in this country because of barry ponds and fucking sammy sosa and all this crazy shit where everybody's like, oh, this fucking cheaters in baseball.

Speaker 6:          01:30:45       They ruined everything and sports and everyone is so concerned with what we hear about with cheating and steroids and athletic performance. That means you're missing out on a core essential aspect of being a human being. Being a man, especially the lack of testosterone directly related to depression, directly related to these. These people that start hitting age regardless of traumatic brain injury, they start getting older and they feel like fucking shit. They feel like shit and I've talked to a lot of them. They get on testosterone and all of a sudden their glow again. They have energy. They want to start doing things. There are active and someone I've talked to, guys who are on testosterone that don't like to talk about it because they're worried that someone's going to look at them first of all as being inferior because they need to add artificial testosterone to their system and that they might be a roid head. Now they might be a cheater and some like, what are you fucking playing? You're 55 years old, are you playing major league baseball beHind my back with life? You're life cheater. You're doing too good with these new. meanwhile you'll take aspirin if you have a fucking headache, you take ibuprofen, you'll take medication if you're sick, like why won't you take testosterone? Why won't you get your hormone levels change? I have a very good friend that won't do it because he's afraid of all these other things,

Speaker 7:          01:32:07       bro. You look like shit and you're tired all the time. Right? Like what are you worried about? But the, and the difference to me is like us being there and these guys who like I sat down with a guy two weeks ago, wrote a script about a metal for the first time. Lovely guy, like the sweetest, sweetest, nicest guy, loves the fish and all this and I'm like, so how is it like we really get down to basics. He's like, it's good man, it's good, but some days I just have to find a reason to go on living and you're just like, you understand at that point how different it is for these guys, how much more drastic it is, how much more important it is to reach out to these guys and, and

Speaker 6:          01:32:51       somebody's got to do it. Well, this is a subject is very near and dear to my heart, both because I know a lot of guys in the military from martial arts and just from life in general and I know a lot of guys have had head trauma from fighting and I've had a bunch of head trauma myself. So explains it. Yeah, I'm sure there's some bad shit going on. There must be. It doesn't make any sense, but it's a, it's a subject that's very near and dear to my heart. And once we started getting into it and we started discussing it, it was very confusing to me that it wasn't hearing this echoed in other places. And when sometimes when you hear things and you don't hear it echoed in other places, you say, well, maybe I'm talking to a crackpot. Maybe this guy's fucking crazy. It's just try to get everybody on the juice.

Speaker 6:          01:33:34       But when you look, when you research it and you find the, all the hypocrisy and the contradictions involved in the, the counteracting of it or the, uh, the people who are against it, you start realizing like, wow, this is not a rationally approach subject. This is a subject that for whatever reason is either the people who were talking about it or ignorant of it, they don't have personal experience in it. They don't have, they don't have a conversation with a guy like you that has spent decades working on this stuff. There's, this is not. This is not a really well understood subject for a lot of physicians.

Speaker 3:          01:34:16       They don't have pharmaceutical reps coming in and telling them that they need to replace testosterone for whatever reason. We're stArting to see it with an issue, right? The pharmaceutical reps coming into the offices. What? Which doesn't make any sense because there are what? The underarm deodorant to testosterone. There's the rub on deodorant, testosterone. It's a. It looks like an underarm deodorant thing to try to avoid contaminating your loved ones with excessive amount of testosterone cream. Put all of your body. We don't use any creams per se, except for fun issues. Well, don't take how dare you. Don't. The creams have also some sort of an absorption issue as well. Well, what happens is when you put a cream, a 10 percent or five percent gel or cream of testosterone and skin, the little hair follicles have an enzyme in it that converted from testosterone to dihydrotestosterone, which is the active form of testosterone that you want in the cell, not floating around in the blood to cause loss of hair.

Speaker 3:          01:35:13       At one point in my head, motherfucking loss, loss of hair, shrinkage of the testicles pointed me again. Plenty large was set over there at your monster over there. The werewolf and the world will and a enlargement of the prostate. Uh, you know, for women, enlargement of the clutter is not bad. It's an imbalance, an imbalance or lack of dht along with the too much dht instead of having free testosterone that you need to get into the brain. So we have, we're interacting with some other delivery technologies, uh, aside from injectable and topical, uh, that increases the amount of testosterone that gets into the brain and we see the major benefits in our tbi and, or a head trauma, neuro trauma patients where they do phenomenally well. So it seems that, well, it doesn't seem that there's a whole panel of things that have to be balanced out in order for you to have a said happy body.

Speaker 3:          01:36:17       You said at the beginning of a holistic approach, you need to have physical activity and nutrition and you have to have a balance of everything you take into your body. Whether or not it's A medication or a hormone or a mineral or vitamin. You sent me another thing. This is very important to talk about because I sent it to a buddy who was experiencing some depression that you sent me, something about propecia or [inaudible] or whatever, the finasteride finasteride and dressed drive direction that has been shown to cause depression in people and I have a buddy who got on that shit and he was experiencing some hair loss. Get on that shit and became really, really depressed. The reason being is that to stop when it gets into the brain, goes through a cascade of changes from testosterone to dihydrotestosterone 300 scenic diane, and then it stimulates a chemical called adenyl cyclase, which gives us our upgrade feeling.

Speaker 3:          01:37:10       And when you block the conversion of testosterone, dht, you lose all that stuff down the road. So you can have issues with anger, depression. We have a couple of people who were developed it within a short period of time, like 18 months on the finance finasteride and, uh, had to put them onto hcg little clomid and a little testosterone. Six months, they're back in line. They were depressed, they'd lost their libido. And it's because the effect of dht and testosterone, the brain, testosterone and growth hormone also work in an area of the brain for memory recall, and the ability to learn new things called the hippocampus also are panoramic vision and our panoramic memories. So you look at something panoramic or you have a sequence of, of, um, of memories that you can lose if you lose your testosterone in the perry campus area of the brain, it also kills your dick like pesticide.

Speaker 3:          01:38:05       Oh, dah di, that fucking that print finasteride stuff. Oh yeah. That's because dht is important. Testosterone's important dht in the brain. So when you use stuff that converts the dht in from the application on the skin, it gets into the blood but doesn't get into the brain. So you have to generate your dht in the brain, in the cells, not in the blood. And when I look at people who are on some of the topical products out there, you see free testosterone's good. Total testosterone is outrageously high. Dht is sky high. And they're wondering why their hair's falling out in handfuls. Almost their testicles are disappearing or else, you know. But they are straight strengths up strength from dhd, but it's this, this pill that makes your hair fall out. I mean that's like, that's one of those things like if someone could come up with a pill that makes you, that keeps your hair from falling out, boy, that's a, that's a very popular thing.

Speaker 3:          01:38:57       And then you look at the side effects. I was like, don't give it a pregnant woman. Your fucking kids going to be fucked up if she touches it. Like you can't even touch it if you're a pregnant woman. Like don't take something that a woman can't even touch when she's pregnant. And the reason is that they found that d, h, d helps to distinguish the brain's gender orientation, dht, dihydrotestosterone, gender orientation, so that you can have externally a, a, you know, a male body. But If female mentality woe and it's biochemical. so do you think that this is a maybe possibly related to transgender people that are there that say they were born a man physically but they brought born the wrong sex dht related? I think it's, that's it. It's not. I don't believe in the social, cultural reasons for it, you know, someone becoming a homosexual or lesbian is, you know, as a ptsd kind of response.

Speaker 3:          01:39:56       I use the data. A gal who was a lesbian who would just go out. No, it was my goal to fix her if she needed to be who she was, but she had been raped. I'm kidding. yeah, I know you were. She had been raped multiple times when she lived in this country. That's always conflicting over there in the east area. Okay. Now, okay. And uh, I don't know what you're saying, but middle east area and you know, that country that everyone's picking on because it's a warmonger income country and creates all the wars. Syria, Israel, Israel. So she was raped in Israel bite. Oh god. Some people there. And um, she feared men, she had a ptsd. Every time she got close with the guy, she would freak out and she didn't have it with women. And that was, you know, the pts. But I think, uh, you know, they say it's a choice.

Speaker 3:          01:40:45       Well, I don't think it's a choice in all the cases. I think in the transgender they were put into the wrong body. Their mindset was in the wrong body or their body was right. The mindset was treated with hormones that created the, the other gender, and they're fulfilling it by transgender surgery. You know, I worked in Thailand for the past, uh, four years going back to starting the project and was exposed to a lot of the transgender or the gender reassignment individuals relative to hormones. And um, there were people who were in the wrong body. I mean their physical expression in the opposite. Then sex they were born in was obviously the wrong body and they went through surgery to have things corrected for them.

Speaker 6:          01:41:31       And do you think this is related to these hormones in the wound?

Speaker 3:          01:41:35       I think it's hormones. It could be, you know, alcohol, cocaine, crack, meth, any kind of chemistry that is introduced to the woman's body during that very frightful period of time, the first seven weeks where everything starts developing and the change in hormones, whether or not it's externally introduced or internally manufactured because of things that they've been taken into their body like alcohol, which can alter chemistry or smoking weed that can cause an elevation. Esther dialed levels. And if you have elevation to dial dial levels in a, in a male, you can predispose them to be female brain, physiologically male, female in mental.

Speaker 6:          01:42:14       This is an issue that a lot of people get very emotional about when you're talking about transgender folks. And yes, and when you break it down to a chemical relationship and you break it down to this, what, what you're saying about the introduction of the certain chemicals in the womb, people resist this information.

Speaker 3:          01:42:33       Yes they do. They like to say that, you know, they're always female. Uh, they want to be female or male or male. Sorry, I just preference or female regardless. But um, yeah, it's a very heated, very emotional because you don't want to have that doubt that they were a male. You want to eliminate the fact that they were a male and that there are female, as you know, in, in mma. The situation that's going on,

Speaker 6:          01:43:02       the situation that I'm involved in, well I'm involved in it because I was one of many people that thought it was incorrect. There's a woman that was born a man. She was a man for 30 years and then had gender reassignment surgery two years later. It was fighting women in mma fights. Never fought as a man and he's fighting and beating the fuck out of these checks and not letting them know. The first two, at least that she used to be a man, which I thought was just completely incorrect. And I based it on my knowledge of martial arts, my knowledge of things like the size of hands and shoulders and the different relationship that the body parts of the hips, there's the, there's the structure of a male body is very different. And then if you take steroids, one of the things about steroids that's hugely problematic, people that cheated and then don't cheat anymore is that when you cheat, when you take steroids, and I'm not talking just about testosterone and talking to them like real radical steroids and a lot of people taken you enact permanent changes to your body, not just permanent changes, but permanent changes that improve the performance of your body forever.

Speaker 6:          01:44:12       You there, there's been many studies that have come out recently that people have taken steroids, you know, x amount of years ago and been off them for a long time, still have the benefits of taking those steroids. If you've taken 30 years of testosterone in a male frame, I'm a male frame which has different tendons, which has different, uh, different jaw structure which changes your ability to absorb punishment. Two years of estrogen therapy. How much of that is going to change that

Speaker 3:          01:44:43       externally? It'll change. Estrogen has a counteract some of the Benefits of testosterone. So the question is, is there also supplementation of testosterone at the same time, it taking estrogen or are they using gas testosterone to convert into estrogen as a means of getting their estrogen? You'd have to look at how they're being treated and you know, their personal selection of what cocktail of hormones that are taking. Usually what happens is [inaudible] acetate is a drug that's used to block the androgen receptors so that a woman can develop the or transgender woman can develop the softness and the femininity of her body. But if the individual, the transgender female as a female maintains a lot of the muscle striations and contours of a male, then they're probably not getting adequate amount of estrogen or they're supplementing with one form of another, of either testosterone or deco or nandrolone or a loan. Um, what androgen, a nfr some of the other dht like products. So it'd be interesting to find out what the chemistry, the bIochemistry is the individual, but you're right, muscle muscle response, time, absorption, hips, tendons, cartilage and joints, resilience, thickness of the bone. Men have more dense bones, more dense jaws than women. Um, mIndset. The aggression, there's a totally different direction. Imprinting, imprinting right from that 30 years. Men are different for a lot of ways. The way we analyze things,

Speaker 6:          01:46:24       so we're not fair, but when it comes to bone density, um, african american women have similar bone density to white men.

Speaker 3:          01:46:32       Correct. For whatever reason, my significant other is a dentist and would share with me over the past 30 some odd years about the difference between different racial groups and the african american have much thicker bones, much thicker bones comparable to a male or female to male, yes.

Speaker 6:          01:46:52       And astrogen. In taking estrogen post transition transition, estrogen allows the bone density to remain because estrogen, which is one of the issues in osteoporosis, is when women go through menopause, their body stops producing estrogen, so their bones lack density. So in giving a transgender male estrogen, it actually preserves bone density, so keeps them with a male.

Speaker 3:          01:47:18       That's correct. They don't lose it as long as they're making sure that not only vitamin d but extra dial testosterone growth hormone all help with bone density. In fact, a growth hormone works about point one point six percent increase in bone density in a year, so it raises the bone density. We have patients who are growth hormone deficient with thinning of the bones. We put them back on physiologic dosing of growth on, you see in six months to a year that bone density responds where in using some of the medication that are out there, which I won't name, you know, can take, I'm 23 years,

Speaker 6:          01:47:52       and bone density is also altered by weightlifting, correct?

Speaker 3:          01:47:57       Correct. The body responds through pulling. I mean people. The most common, abnormal, uh, example of that are either achilles tendon spurs or plantar fasciitis spurs from pulling a muscle or tendon on bone. It stimulates more bone to be made. So if you're stressing the bones is really what it is, you increase the density. So if you look at people who are sedentary, drink alcohol, blonde, blue eyed, male or female, you'll see scandinavian study. You'll see that their bone density is less than people who are dark skinned, dark haired, and physically active. These are things that helped maintain and promote denser bone.

Speaker 6:          01:48:37       What happens to tendon strength and things along those lines, because tendons play a vital role in striking in, in combat sports.

Speaker 3:          01:48:45       That's right. Uh, specifically about tendons I can't answer other than the muscle. IT improves the muscle in muscles are connected to tendons. Tendons are a inert kind of tissue. It's the muscle that pull on the tendon. So it's the muscle issue, but the muscles decreased with estrogen therapy. They can do decrease with estrogen therapy, but if they're also on something that puts back testosterone, you can generate a balance. So they get some softening, but they don't lose the muscle. And then estrogen, you'd have to look at the biochemistry of it to really answer it because if you're being strict on the process of total transgender transformation, you need to give them lots of estrogen in diminished the testosterone which competes with the estrogen. So if you want to be a dominant estrogen dominant to be a female estrogen dominant, then you have to wipe out the testosterone.

Speaker 6:          01:49:38       Well, this has been such a highly charged and emotional discussion and it becomes a transphobic or an anti transgender more than it becomes an argument of fairness involving a sport where the very goal is to use your body to hurt somebody else and if you have some sort of just natural physiological advantages over that person because you were born male, not because you're. I meAn this is a spectrum involving women. There's some women that are very feminine, very petite, and there's some women that are very thIck and very physically strong just naturally, but from the womb, you know, no added hormones, no added anything. So. but the idea is that that's mitigated by weight classes. The idea is that a 135 pound woman in 135 pound woman, you know, they're both 135 pounds. They're pre, whether they're, you know, there's variations, but pretty close, let's, let's have them compete against each other. But 135 pound man versus 135 pound woman. Very different. One hundred and 35 pound transitioning man to transgender woman. Still different than a biologic,

Speaker 3:          01:50:48       a woman, they would have undue disadvantage. The competitor, female natural born, digital born female, would have undue disadvantage against a transgender female from male to female. Genetically, you know, you're always going to be a male genetically, so it means that the biochemistry, when you put these things into it, the body wIll respond to preference male, unless you totally put in chemistry to, uh, to stop that. And that's that cypress.

Speaker 6:          01:51:20       But let's assume that they even do put the chemicals in to stop that. Would they still have significant advantages in any area?

Speaker 3:          01:51:27       Yes. For a timeframe they would. Until the optimal effects that you're looking for by giving estrogen for softening the musculature, take effect.

Speaker 6:          01:51:37       well, it's still, there's a 10 percent benefit that men have over women, like across the board and reaction time. Would that still be a factor if they had transitioned to a woman?

Speaker 3:          01:51:49       I really don't know. That answer

Speaker 6:          01:51:52       is. There probably hasn't been that many studies on this as well.

Speaker 3:          01:51:54       I think the biggest problem in this one case that you're talking about is that there's really no precedences, no wealth of documentation where they've actually looked at someone who goes from male to female and gets into some male sports within and not wrestling or grappling or mma or whatever the situation is. Or baseball was there. Someone recently went into transitional. Went into a sport

Speaker 6:          01:52:19       that cyclist. Yeah. Michelle, do more ask. Yeah. This, it's a fascinating story. She transitioned. She had sex reassignment surgery, became a woman, and started competIng in biking in, and in her first she, she entered a novice female class. Her first finish was two point five seconds faster than the winner of the professional female category. She went on to win the fall in 2002. She, uh, she was awarded a license to race in the women's category. Three weekS later, she entered her first race in the pro woman's class, finished third the following week. She plays first beating her compete competition by 10 seconds. And this is, you know, a novice, a person who's just just entering into this world of professional racing and she's just stomping these women a wave of protests and sued and petition was created and signed by female and a few male racers asking her to be dIsqualified because she had a race licensed.

Speaker 6:          01:53:18       The request was denied. So it became this huge controversy. Um, and you know, this is another example of someone who has an unfair physical advantage or is thought to have that tech chemically. Um, there's another problem with this is that there's a lot of confirmation bias about this and there's a lot of emotions. They're riding on this. And this person who we're talking about, the person in question has become essentially a poster boy for transgender rights and transgender acceptance. And I couldn't think of a worst possible example. It's one thing to say, hey, you know, this person wants their own personal freedom to be living their life. As a woman. Do you accept that? Absolutely. Change your name, change whatever, whatever you want, but when you're asking for that, right? But you're entering into combat sports with natural born females and literally beating the shit out of them. Boy, that gets really fucking tricky. That gets really tricky.

Speaker 3:          01:54:16       So what do you think the resolve will be? Have a separate organization that only deals with transgender. That's the best way. I mean, that's probably the best way to professional. I mean that's the. But if there's a point at which the body, the body provides homeostasis as a woman after doing all that testing. Isn't, isn't that measurable? It's measurable, but It's going to take a long time. They might be in their seventies by the time it takes. So it takes. Yeah, but the point is they're genetically there. Whatever you throw into their body, their body's going to respond to it as their original gender. so the testosterone that you're talking about, the problem that people have that I've talked to is if I start taking this thing, I'm going to have to take it the rest of my life. If you're deficient, I used to get this for the past 14 years.

Speaker 3:          01:55:09       You're a diabetic who needs insulin, right? What are you going to do? Rest of your life. Correct. Same thing with testosterone. Thyroid. I'm committed to my thyroid for the rest of my life because without it I gained weight. My thought processes are slowed down and now I race all the time. Brain wise it's. So you have to treat it like a, like a disorder, a disease. It's a deficiency syndrome. Efficiency. Yeah. To do, you know, I don't understand why, you know, my colleagues tend to isolate it just as you, you know, positioned it. If you're deficient, you replace your replace or replenish it. bringing it back to where the normal love. Liz, the other thing is we have developed a statistical models for at 20 years of age, you need this amount of hormone at 40 this mount which is less and at 60 this amount, what do we replace everything to one word, the healthiest between 25 and 35 and that's the premise of our practice and that's why we get the responses we do. We don't return a 70 year old to the average 70 year old level because they weren't getting any benefit in the past. So we bring them to a level that has the, the peak of it.

Speaker 2:          01:56:17       Do you have a seven year old wives coming in and go, let's do one stop fucking man. We fucking dose back. Jesus christ.

Speaker 3:          01:56:23       I had a. You brought it up, you brought it up. Ninety four year old guy comes in with a walker. Rice 94 year old guy comes in on a walker, was brought in by one guy that I talked about, keith and he'd been using the walker for about 17 years. Comes in, come in, and we put them on two hormones now in the past I would draw the blood, get results and then starting. But he had a classical syndrome called the frailty syndrome. He was holding onto the walker and shaking because he didn't have muscle tone to support his own body. That is classical, uh, fatigue syndrome. So I put them onto a middle of the road treatment protocol, low dose regiment, and waited for the labs, come back, told him to come back in six weeks, came back in six weeks and we started them, you know, reviewed the labs and he was on appropriate mount and drew blood again to monitor him. And we chit chatted a little bit. And as he started leaving the room, he turns to me and says, oh, by the way, Dr. Gordon, I probably should tell you, I finally had sex with my 60 year old girlfriend. And that tells you that at replacing the hormone, that psychologically you have to be psychologically attuned to want to have sex. You can't just have sex because the brain is, you know, not with you physiologically. everything that has to be working in physically, you have to have the moves.

Speaker 2:          01:57:44       Well, that's what he did to me. He's got some. The other thing is he

Speaker 3:          01:57:47       carried his walker in. He knew it, didn't walk on it. He carried it in under his arm. And I said to herman, I said to herman, uh, why are you carrying the walk? He says, well, I've used it for 17 years. I've had to continue using it. I said, did you use it today? He says, no, so we'll leave it home. He says, but I'm afraid I might fall.

Speaker 2:          01:58:06       He's committed to his walker. Like, you're committed to your thyroid. Absolutely. So, um, I think it's different. That's like if he needed, he didn't need the thyroid, he's still taking it with them. How about levitra or stylists or something like that? It does help your testosterone does allegedly allegedly know anything about it? So the answer is yes. You've had some 90 year old dudes. Fucking the shit out there. I shouldn't say it like that. Well, no. Um, what, what, um, if you ever had negative responses, people, you've put them on some of a hormone replacement protocol and that becomes issues. Absolutely. What are those?

Speaker 3:          01:58:44       Um, let's see, uh, a gentleman who was put onto 60 milligrams a week of testosterone and all they wanted to do is have sex with anything that walked. Uh, so we had a lower them down to 40 milligrams, three patients who had a panic attack because this process of testosterone in the brain going to this thing called adenyl cyclase. If it's the wrong person or too much relative to their body, they can get a panic attack, which I've had in three patients. You load those in, disappears. What is, what's causing the panic attack? It's a chemical called adenyl cyclase, which is like a stimulate in the brain, just, it just pushes you over the edge.

Speaker 2:          01:59:24       So is it that they have so much testosterone and then their body thinks, well, we must have, we must be in a dangerous area. Is that why we have. Okay,

Speaker 3:          01:59:32       it's relative. Hormones are relative. It's not absolute. You can't say 100 is what everybody uses. You know there are people who need 20 milligrams. I have one gal that the average production of a woman in a week is about 20 milligrams. She would use 20 milligrams a month and she meet her it by her libido. so average weekly dose she used every month because she was super sensItive to it. Women, when they get on testosterone, get super horny, they get assertive, which is great. They get allegedly, it was mostly living with them. The confidence, assertiveness a, they start feeling great. They absolutely feel better, a competitive and it's all degrees of. It's all acceptable degrees of and when you overtreat them then you get into, I want to be fucked now in our and in two hours and three hours in four hours and you know, you're using science from personal experience.

Speaker 3:          02:00:32       Absolutely not just a. I had to go back and take human sexuality classes so that I can feel comfortable saying the f word on your show. Really. Absolutely you to take. I took it years ago. It helped me with dealing with my own upbringing and my conservative conservative. When you grew up in a time with no internet man, the world's changed. Absolutely. working it out. Doctors dot dropping, f bombs left and right. And these days, oh you got a fucking broken leg kit and being from New York, you know, fuck is the what? And his first and idea is second and fuck his third. yeah, it's a common one. It's a common one, but there are better words in some of us. there are better words.

Speaker 2:          02:01:15       Again, this people have this response to the testosterone. They developed this anxiety issue, panic attack, panic attack, but what exactly is a panic attack like what's going on when you,

Speaker 3:          02:01:27       it's an explosive fear of the unknown where they think something bad's going to happen to them and they get hyperventilation and they get a fast pulse and from the hyperventilation they can actually pass out because they changed the ph of the blood. We had a guy in the ufc that was in the, um, in the locker room about the fight, had a panic attack and was hyperventilating and they actually pulled them from the fight, haven't breathed it into a brown paper bag or a plastic bag or put one of those black hoods over their head. Well, what does that do? What the lag. What it is is, uh, when you hyperventilate, you're blowing in, you're getting in too much oxygen and getting rid of your calcium and it falls out of solutions in calcium's, responsible for a neuro conductivity. So when you breathe in too much or giving you a hyper ventilate, you create a change in the acid balance, acid base and calcium is used to try and stabilize it.

Speaker 3:          02:02:20       So what happens is it falls out of solution. Calcium hydroxide. What does the black bag do? A, I was just being funny. Brown paper bag. I like plastic over brown paper. Brown paper makes too much crunching. Noise, cocaine. So the idea of a bag being that you're not getting all the oxygen from around where you're breathing in carbon dioxide, you need to bring back your blowing from hyperventilation. You blow out a lot of carbon dioxide which your body actually needs. You know, if you give someone pure oxygen, you can stop their breathing because the balance of breathing is between oxygen and carbon dioxide. The carbon dioxide is actually what stimulates you to breathe. What about those like oxygen bars, places? What's the actor's name who has such with age? A woody harrelson I think has a lot of the action bars. Yeah, they're great. Uh, you know, Michael Jackson used to sleep in a hyperbaric chamber.

Speaker 3:          02:03:15       He did, and that has higher oxygen concentration, so getting more oxygen, you know, in las vegas, you go to the airport, I was just there and they have all these oxygen bars there. So after you had been bombed out for three days, playing every night until two in the morning, we're never getting to bed. Oxygen can help you, uh, with some improvement in improving your focus. But don't they pump it into the casinos as well? Yes. The supposedly is what they said. I don't know what the true keeps you up. That's what I've heard too, but I don't know if that's true. We need to find. I don't know if they would ever fucking admit that you bring an oxygen meter in and if it's a 21 percent or higher, you know they are because it's, I think 19 percent in the natural world. The fucking tackle. You want them to oxygen. That's why they have all those cards tackle them. That's why they have the cameras up there to make sure you don't bring oxygen meters and the frisky for oxygen meter walk through the door. And the idea that the oxygen keeps you awake, is that what it is? Correct. WhaT he says is false. Snopes says it's false. how the fuck do they know?

Speaker 3:          02:04:20       It's just the gambling. Gambling is. Could you ask him, is it true that when you ask for a drink, when you're playing craps, they put a lot of alcohol in it, so it disinhibition so that you put more money down then you have. Well they definitely give you good free drinks when you're gambling. that was good.

Speaker 2:          02:04:38       That is a crazy fucking thing that they're allowed to do. Give you free drugs That lower your inhibitions and cause you to make irresponsible decisions while you're doing something that involves gambling and fucking crazy. But so they got oxygen there. I supported him 100 percent with it. I've done those. Um, those oxygen bars. I did one in vegas once we sat down and tried it and my friend eddie and I was like, you're feeling anything. He's like, did you get to sit in their flavored? Probably was going up my nose or sucking on it. I don't even remember. But I remember like given up after awhile, it's like, this isn't new, this is not enough. It's not like you have a shot and you're like, woo, like this is working. Maybe you awake. that was the problem. You had to be asleep to do it.

