Speaker 1:          00:00:25       Bob auditing, leaning. Dong, Dong Ding Dong. Ding, Ding Dong. Ding Dong. Ding Dong Ding Ding Dong

Speaker 4:          01:15:34       married. See if I can do a year, I'm at a year. If I could do two years, I want to make more money. Let's see if I can make three years. She made it about three years. That's not that fucking needle in there and just talking socking money and blood out of them and just vanished and change. It became a totally different person and hired lawyers who attacked them. No prenuptial of course. So she just raping and pillaging like a fucking monster. Just tore through his life. Like all of a sudden she pulls off her mask and she shows what happened. He robbed, he got robbed, she robbed him, she fucked him. She sucked his dick. She did it all for like three or four years and then she robbed him. She literally robbed him. She made millions and millions of dollars and he was, he's a really unattractive guy and he's small and he's got like little hands and he's not, he's nothing manly about it.

Speaker 4:          01:16:18       And this girl is like, she's like an Alpha, she's the Alpha female, she's got a hot body, you know, she's like in shape and young and the like and, and, and she came from, she will like other relationships where she was dating pro athletes and a bunch. So she had been like targeting people like for a while and she just went after this guy and robbed a man and that was a clear example of fucking over your head for this poor fuck. And he was just, he was just bonkers over just bonkers man. He took her everywhere on the road with them. Yeah, I helped letter designed the house. They built a house. I said, you got your asshole looked right just one time and you're fucking hope forever. Amen. If you're some little weasley dude with terrible genetics and you know, just, you know, just happened to be like really good at a certain area of music and you know, you start making, you know, you know people like cheer when they see you on stage and you know, this bitch just started racking up dollar signs in their head.

Speaker 4:          01:17:06       But the scary thing from all his friends was how it changed. Like overnight, like when she decided to sync the needle in, it was like, all right, game's over, game's over, game's over. It's all different. Yeah. And I'll look, I'm not attracted to you. I'm not into, I don't love you. And this poor fuck tried to bring her back. He tried, he didn't understand. He didn't get it. He is, something must be wrong. What did I do wrong? We can make it work out. I don't like you just got, she got crazy and angry. It's so pathetic. I really, I thought, I mean, this is the most pathetic I've ever seen. You just attacking him and abusing him and his poor fuck. Tried to keep her around, you know, just like, I'm not going to make this marriage hard. I'm not going to divorce her.

Speaker 4:          01:17:42       I just want you to be happy. Could I want to be happy to like just anger, just no love and just sock the money from him. Socked it. Yeah. I got the, I got the, you know, if we break up, you'll come walk crawling back to me. Yeah. I said again again, and you will, won't you if you will. I mean, if she be fucking Hook you, dude, I get it. They fucking hook you. If it's three o'clock in the morning and you're standing there like sort of halfway committed to masturbating while you're watching television, you know, you're like playing with your underwear while you're watching TV. Like should I beat off? You know that that foggy thing for most moment, don't know this, but most men, while we're watching TV alone, we're in a constant state of semi masturbation where your hand is always on your deck and you're always adjusting your balls or you're rubbing your deck just to see if Dick would get hard.

Speaker 4:          01:18:32       Right now I'm watching a documentary on killer whales. Let's see if my dick gets hard. That would be crazy. If my dictus guard hard right here while I'm watching these killer whales. The thumb comes out of your mouth and onto your, no, don't do that stuff, but if that was going on, I mean like you start off, you're born with your thumb in your mouth and then you grow older. It goes to your Dick. Okay. Anyway, if all this is going on and you're in your underwear watching TV three o'clock in the morning and you open up the door and she was there, you would go, come on in. Of course, you know mouth.

Speaker 4:          01:19:03       No, I wouldn't say that, but if she was, if she showed up in a fur coat, she opens a fur coat and she said, shut your mouth. If you don't, if you don't call me at three o'clock in the morning and I'll come over and slap you that I'll put a camera on it so I could have the most mediocre sex I've ever had. All right, sure. That's not true. No, it is true. You just got to get better at making noises. What's that about? What kind of, I guess you could say that or I can go through the, you know, no. Dot, dot dot, dot. Be Nice. But yeah, no, I'm just saying what you're saying. I don't know what you're saying, but you don't need to. I know what I'm saying. You don't want to do that. Yeah. Well, you know what, man?

Speaker 4:          01:19:41       A lot of people that moments of weakness when I cover headsets. Yeah. Moments of weakness, especially with my, even the ugly ones that are like jewelry with like four kids did. I liked when I was like 15 I was still like, all right, let's do it. I'm very calm, very little confidence in myself and my Dick is hard and make smart choices, especially if I was alone in my house and halfway masturbating were so mad at the true trick our first and think about it as legitimate advice. It works. This is legit advice. I used to be.

Speaker 2:          01:20:08       We used to say that me and my friend Jimmy to Telia when we lived together in Waltham, Massachusetts, we would go out to avoid making fucking big mistakes. We used to like actively say that and do it like, all right, remember you got to beat off first before you leave the house or you're fucking, you'll chase after bad dreams and I would fucking make sure I just, as a rule, you know, we'd live together. We had a stack of Pornos, most of them that I stole from my stepfather. I stop fucking cases of fucking VHS tapes of porn. I stole some of them bitches when you can kind of say shit. And he's a mine. Just turned 12 when I moved out or when I came back home that I felt terrible. Two's dad. Yeah, my Stepdad. That's so great. Oh my God. My playboys.

Speaker 2:          01:20:48       Always just make sure that you know, always gotta make sure you peed off first before you leave the house. One time I walked in on him PTEN off in the living room. So impaired or your dad? No, no, no, no. My friend Jimmy. Oh, not my stepdad. Did he jump out? No. No. He's laughing. He's laughing. He just stopped. He stopped. He grabbed turn sideways. I couldn't see his deck. And he was naked in the living room. Huh? Well, you fucking free. We lived a little bit [inaudible] apartment. Yeah. It was a tiny apartment. It was just the living room and two bedrooms. He went there. And you had two bedrooms. Well, you know the, the TV in his room. He didn't have a TV in his room at the time. It took me on a TV in the living room. That's what it was. Was He watching porn?

Speaker 2:          01:21:23       Do what you gotta do it? Yeah, he's watching. Oh, okay. So you had to be there. I'm like, what? There's gotta be a reason to do it there. I said every retired I went to a big, I think I went to a Gig and I was just home earlier than he thought. Yeah. That was the salad days. Back in the day was Waltham, Massachusetts. Right in front of Burger King. You have ever Ingram telling you about? Um, about when he walked in and his girlfriend and fucking his best friend. Whoa. He got home early from Chili's one day. Oh my God. Held him off early and he came home. I was like, whoa. Wow. That's fucking crazy. That's nuts man. I'm glad that never happened in the ad. It would not know how to, that's such a different trail. It's one thing if she's fucking some other dudes, he was letting me stay there. Like, he was like, all right, you can stay here while you're, and then shoes are crazy, man. Some pitches just can't help themselves when they're around a man to want to fuck them and it'll get real close and they don't mean to do it. But once their pussy gets wet and that got touches it and then his dick is hard, all of a sudden, oops.

Speaker 5:          01:22:15       It's in there. It's in there.

Speaker 2:          01:22:17       And the friends who's not thinking, you can't think clearly, man. Hard dicks or monsters. They are monsters hard. Dick's have minds of their own hard. What'd you think? Oh, sorry. Heart. Dick's. Yeah, it was like, what the fuck is that? That's my new baby. The most romantic emotional self help books called Heart Dick. Well, I'm trying to do is combine men and woman together. I mean amount of basically Dixon women at heart, you know, and together we're all happy. We need heart Dick. It's like, uh, like goop. Like the Gwyneth Paltrow website. I'll start a website called heart dick. It's probably already registered and there's probably some, some dork out there in Australia right now to slam my keyboards too late heart pig doc. I can see the graphic. The top would be the head and then we'll come down to Sioux balls and come under. Yeah, look like I like it. Yeah. That's cool. Or any designer there and make a heart deck

Speaker 4:          01:23:06       and you can make the bottom of like fades to pink and with a little hairs. Unless you're black, you can get a black version two. We're hard. Dick is a fucking big giant chimpanzee. Black balls. This, we have the biggest balls ever. Yeah. If I, if my balls were black, if I was a black car, I would want like chimps size balls to have over micro do a really good joke about when and he said, uh, you think I have small shoes? You think small shoes means Oh, it was a fucking puppet comic. A black guy with an old white guy puppet. That's who told the joke. But he goes, oh, I know what the girls are. They could, you must have, I must have a small dick cause my small shoes. Well you know who else had small shoes? Horses.

Speaker 4:          01:23:47       That is funny. That old man, Donny. That's very good because a horse shoe is only like as big as yeah. And those decks aren't that passive. That's, that's actually very funny man. Horses don't have such big balls. I don't know. It tastes the same. Duly grills have a little tiny ass balls. Really animated. No, it's true though. Actually going over this in the podcast before, but I'll do it just for the point of this. This particular discussion for people who don't want listen to every fucking episode or observe the um, the, the size of your balls is directly related to how many female sluts there are and your community. Why am I ball so much bigger? This is why you grew up with a horse, or at least my ancestors did horse for real. It's true when your body is producing sperm, a huge amount of their sperm, like a great percentage of it, our attack sperm that are there only around to kill other sperm.

Speaker 4:          01:24:42       So if a of a guy shoots a load in some chicken, then you come in and you get sloppy seconds, your lows will go and kill his loads. Wow. Yeah. That's why chimps have big balls because chimp girls or are whores like there's that bit that I used to do in my act about a chimpanzees. It's a true story about fucking, they did studies on Champs when they taught them that if they gave them, they taught them the value of money and they taught the chimps that they would give them coins and if they gave the coins back, they give him food. So they realize these coins represent food and they would do things to earn the coins and then they would get food from it. The first thing that champs did was give the coins, the female champs and fuck them. There was the first thing they did.

Speaker 4:          01:25:19       They went right up to him and they were like, look, I got this. This is for food. And the the female chimps would go, they would get their food, they would eat their food and they would just like stick their pussy out him in the mail chimp because they wanted to fuck anyway. Well, they wanted to fuck anyway and they would allow it like whenever the mail chimp wanted it right away, there would have to be him chasing her around the fucking cage all day. And then finally she says, okay, fine. That's what most of it is a human equivalent to the sympathy handjob. Exactly. You know, it's just like in, in the chimp world, the chimp pimps, you know, they can just kick back and relax and then they're more attractive because they're, they're not constantly chasing after it. The ones that are on needy, just like in real life, if you're all needy, chasing after grow over and over and over again, I'll, she's like, all right, fine, you could fuck me, but if you don't even hardly talk to her and all the other girls are talking to you.

Speaker 4:          01:26:03       And then she's like, why is he with them? I'm surprised at how often girls were when you were like, I don't really want to, you know, a girlfriend. They're like, well that's, that's what I want. And then how many of them like, all right, that's fine. We'll do it on your terms. Yeah. But how many of them do it and try to trick you? They're like, oh, I want a boyfriend either. Yeah. It was a few of those. They give you just because you're interested. They're lying to themselves to the reason why you can keep these non monogamous relationships. It's just because you're an exceptional person. Mr [inaudible] everyone, she's not dating you. She's going to be dating some boring motherfucker. Yeah, an accountant or something who works all day and is exhausted at night and I always get gout getting fucking hyper hypertension because he's fucking stressed at work cause he needs to be talking to his boss about some sort of a promotion and he feels like there's a glass ceiling and you know you're dealing with nonsense man. At least your fun. You'd take a check to a comedy show and she's like, look at this guy. He gets up on stage. It makes people laugh. Yeah. So you're allowed to pull off this. I don't want a girlfriend shit for a little way I'm a Dick because if you wake me up before noon, that's new. Let me sleep.

Speaker 2:          01:27:04       It's like we'll have no problem. I hate that. Why did they have to all wake up early? Why go wake up? Just go do it. Do they really? Oh Man. It's all see it. Not the girls. I did. Well, people with regular jobs to wake up early cause I used to it. That's true. Yeah. You gotta be careful with a girl has a regular job or girls that are like hyper ambitious. C'Mon, let's go hiking. A hate died. I've never went skydiving. I want to try skydiving and you're going to go with me, bitch. I am not dying on a fucking farm rooftop. I'm not gonna. That's not gonna be the last thing I see as I go through the fucking roof of the barn. They never go on vacations. We never go hiking. We never got to Santa Barbara. Santa Barbara is amazing this time of year. Come on, let's go. You weren't around. I would never even think of doing that.

Speaker 4:          01:27:46       Yeah. I mean there's some fun shit you can do, you know as a couple that you really can't do with your buddies. Like I guess you could go wine tasting or something. It might be a fun,

Speaker 2:          01:27:54       cool. Go for a drive. Great to black out and get drunk. It's well, it's cool to just do different things, man. And he hurting. You're hurting inside. You know, I went to Santa Barbara and that's what happening with, there was like five wineries on a row and he just like walked from each one. It's so expensive. Getting a hotel in Santa Barbara, we can only afford one night, which was like $350 a lot of wineries too. Oh yeah. It starts there and it was like $350 a night. So we've got this really nice or actually it was a pretty shitty, you know, room. Me and Katie and uh, we went to like five wineries and then that's when you walk to them? Yeah. You just walk a little winery. What, what they were, they were fronts where like, you know, like store presence, but you do wine tastings there and it was like, you know, down the street or whatever. But basically drive just to drink wine. Exactly. But not even seeing the grapes. Like I thought that was part of the charm. You pull over on the side here, next five miles, it'll be this place. Go to the grocery store, graft and grief and look at them. And named go get to the wine, go to

Speaker 4:          01:28:52       Maynard's grape vineyards. How cool is that? Maynard from tool [inaudible] vineyards. Yeah. He's a fascinating guy. My buddy, Dustin is a sound guy. You know, he does a travels and bands and shit and you know Dustin and Dustin said that he's a super cool guy. He just wants to train Jujitsu all the time. He's apparently really good at Jujitsu. Yeah. Maynard's uh, of phenomenal Jujitsu guys like uh, Hixon Gracie student and like he brings Dustin with them on the road cause Dustin can do Jujitsu with them as well, so and so they'll set up the sound and they have mats set up. All right, let's train. And then what he wants to train for an hour and a half and shit. Loves to roll. Go over techniques like really loves it.

Speaker 3:          01:29:27       Well that last night in the wiener though, it was, are, you know what I mean? When we were there that that night after we went to five wineries puking all night, like laying on floor, can't try to drag her into bed and she wouldn't go. So she slept in the toilet.

Speaker 4:          01:29:42       Wine is so awesome when it's good. You know, I never traveled like when I'm, I'm never traveling happier at like when I'm going through the wine menu, they'll want, when I'm with Lichtenberg Lichtenberger you can, you give that guy the wine menu. You don't even ask, you know, and say like, we get this, he just go, dude, you pick something cool. He knows exactly what to do. He'll bring his own wine cozy. Remember that wine crazy thing. He has not fucking around. I go over his house, Bro. He's got this giant in wine cellar. It's all temperature controlled. He's got all these bottles on the walls and he's got them all like segregated. These are from France. So these are California Cath, his hobby. Oh yeah, he's, well he's a master. I mean he really knows his shit. I went to his birthday and it was a wine tasting party.

Speaker 4:          01:30:24       I tried writing a bit about it and I started telling him on stage, but no one could relate. It was like so off the charts weird. So I'm there. Right. And you know, I, I enjoy wine. It's really good. But everyone else at the party is a wine connoisseur. And so we have this tasting menu with, they're bringing over these little tiny plates of food, like different hors d'oeuvres and stuff. And then they'll bring over a, a selection of wines to go with it. Often two or three different wines to go with it. And everyone will go over the selection and then they'll all talk about it. So I had a recorder with me and a recording. I wish I could find it because it was so ridiculous. It's like this one has a, a woody finish this. Yeah. It's like, okay. And the tannins and, and then this one is corked. And what someone would say, I think this one, it's cork and everyone else had joined. And I'd be like, this is my favorite one. The one that you're saying is bad. It's like my favorite one. Like how do we, I don't, I don't understand. Oh, I was all loose. I mean they have an educated palate and I'm like, why would you want your sense of taste to be that educated? Why would you want to be so goddamn specific about wine?

Speaker 3:          01:31:24       Well, well, what it is kind of cool about that is there, there's one I went to where the winery is next to, or like a rose garden or something. And so they were like, you can taste the roses in it because it's in the dirt. Oh, from Tony left a joint next to Tony. Tony Harris fluff had joint next to a box in a bag, in a sealed bag next to a box of um, uh, those dryer sheets and the joint tastes like, yeah, it tastes like dryer sheets. Oh my God. Do you exhale only? Yeah. So this is why is he threw a sheet zip lock bag. That's crazy.

Speaker 4:          01:32:00       That just wine though. A free said taste the roses and like you drink it and you just have this slight tit. It's kind of cool being right next to where the air would get into it. Wow. That's Kinda freaking, yeah. Wow. It's two Buck Chuck Berry. You ever drink two buck chuck? Delicious. What is that? Is it particles from the fucking rose? The sort of what? What is it? It's private just from over the years, you know, I've just, I don't do they really know. Is that like there's, these are science guesses, right? This is wineries talking about their product. It's the same thing as a joint. The touching thing too, I don't know what is it fair? But what, what happens in the air? It's like what's traveling over there? Smells, smell. That was a little tiny particles gets in at, that's why my friends say when you smell a Fart, it's little pieces of shit.

Speaker 4:          01:32:46       It is. No, no. That's why it's so offensive. Well that's one of the reasons why grilling over wood is so delicious. It gets it in the flavor. Gets it. That I have is I know how to cook a steak over mesquite. I always get mesquite hardwood. Like if you go to like a whole foods, they don't sell bearcats bearcats are all like, you know, if he bought like Kingsford all and that Shit, a lot of them, they're, they're jammed full of lighter fluid. You know, the way that the re, the best way to cook is you don't use, you don't use any lighter fluid. You just use paper and one of those cones, you know, they have those like, they're like a volcano. It looks like a chimney. That's it all up. So you pour all the coals in the chimney. At the bottom there's an area where you stuff paper.

Speaker 4:          01:33:25       So you light the paper on fire and the paper, the, the flames go up. He catches the mesquite wood, you lay it down and then, you know, once it gets to a certain temperature, when it's like really red, hot and steamy, then you sear it on each side for two and a half minutes and you finish it on the top and it just smells like the wood and the fucking meat is so delicious. You're used one of those chimney sweep logs. Uh, you know where you put it in and cleans your chimney out. Those, I guess it's a chimney out the fuck are you talking about? There's a log that clean. Yeah. You never know that. Oh, that guy that can't be good can, can imagine that just killing it. Killing birds. That's where all those birds are falling from. The fucking, somebody did one of those.

Speaker 4:          01:34:00       Right. How about this matter? I was just thinking about this, speaking of birds a fall from the sky because this, this, this really is kind of bizarre. You know, you know, when people think about the apocalypse, you know, people think about, you know, the end of days and shit like that. Stuff like that happen. This is the kind of shit they talk about, right? Biblical. Yeah. Yeah. Like dying fish and dying birds and all these things happening and every dog's following what is going on with the birds. They don't, while they're still good autopsies, but they're saying all kinds of crazy shit. Like some of them say that the, the birds like got scared by sound and slammed into, into a houses. Yes. Yesterday. Where's Chicago? They're lying for sure. But here's the thing. They, they're guessing and they're trying to come up with some sort of an answer cause I don't think they're really know.

Speaker 4:          01:34:40       You know, they're saying that these, these birds have a, uh, have their showing trauma on their body, of course, are shown the trauma. They fell from the fucking sky. Retard, like the idea that they ran into houses and that's how they died at stupid because there's not broken houses. I mean weren't all around. Yeah, exactly. And there's, there's no way they would all be like near the house if they're all slamming in the houses, they would all be right there up inhale eventually melted when it came down lower stacker hilltop. It could be it, that definitely can be or it could be some poisoned shit. Yeah. You know, we talked about that John Wheeler Guy, that guy that was assassinated, he was a chemical weapons expert and uh, you know, he was a chemical weapons expert under George Bush's father and he was involved somehow in other with the current administration, they found this guy tortured and murdered in a landfill.

Speaker 4:          01:35:24       And this was like right along the time that all this shit was going down, you know, with these birds falling from the sky and these hundred thousand fish turning up dead, you know, and massive fish kills. Sometimes that should happen. Sometimes you know, sometimes things go wrong or pollutants getting the water or you know what? If it's just government testing, it could be more, it could be them testing chemicals. Receiver theorist won. Yeah, well you know fucking the problem with conspiracy theories is some of this shit is really going on. The primary conspiracy theories is people want to come up with a theory for everything. A lot of their ideas are completely ridiculous and it they're hoping that these theories are right and I want the most sexy and ridiculous option to be real. Has there been any video of or witnesses showing of the birds falling like, hey, why are all these birds?

Speaker 4:          01:36:10       I do not think so. I don't think anybody, just some kind of graffiti prank that p kids or never even having them on over miles there you don't understand. These are like thousands of birds over miles, that very same species over and over again. Something happened. He's birds in the air and it was either they were poisoned or they're hit by hail. Hail is possibility. Some people saw fireworks, scared them and they slammed into things. But that doesn't make any dead birds is the next crop circle. We just don't know yet. But what I was saying is look at all the different shit that's going down. All these birds done, all these fish dying, all the water leaking of the oil leaking into the ocean, all the, uh, the, the, the floods that are going on right now in, in Australia. I mean, they're like, it's like the size of Europe is underwater in Australia.

Speaker 4:          01:36:50       I mean, it's incredible. And now the latest thing is the scientists are saying that there's a possibility of some gigantic superstorm that could hit Los Angeles or get to hit California. And that literally 25% of all the houses are going to be flooded in room. They don't know. They're trying to figure it out, but they're saying because of all the hot weather that, well, this is what it says con cal guess is that it will never happen. Yeah. Yeah. That's a good guess. But apparently it's happened. US Geological Survey. Uh, they, they've, they've, they've studied that the dates to 12, four, four 46, you know, when they'd done like core samples and the earth, uh, 1029, 14, 18, 16, oh five was the last time it happened. So it happens every few hundred years. They have these, you know, you know, it could be 800 years. They have these gigantic superstorms and what they're talking about, the superstorms raining for 40 days, dumping 10 feet of water and this is all possible and they're saying the storm would be goaded on by an atmospheric river that would move water at the same time rate as 50 Mississippi's discharging water into the Gulf of Mexico, into the clouds coming through us.

Speaker 4:          01:37:51       It just would be just a massive amount of water pouring notion. Let it go inland. Shit that we couldn't even wrap our head around there saying that literally it would be like, you know, it would be like the same category as a gigantic earthquake. I want a boat on a boat. I don't think a boat we'll help you do if you're way up here. But Dude, a boat is going to, the water's gonna come over the top, but smash on top of you and crush your head. I don't think a boat's going to help pour down. I Dunno. I mean, I'm [inaudible]. We talked to me. Obviously this never happened in recorded human history that we know of. You know, that we don't have any representations of what it was like, but I think that it's, I mean, if they're, they're really telling you that it's going to come in 40 days in dump 10 feet of water and that's insane.

Speaker 4:          01:38:35       The rate of 50 Mississippi rivers discharging water into the Gulf of Mexico, pouring down on the state. That's incredible. They're talking about 125 mile an hour winds, landslides. Think about all those guns. Goofy houses are all gone about, happens. All those Laurel Canyon houses that are on still early days of rain. Yeah, that's a wrap. Bitches. Like a few years ago, a bunch of them, too much rain. Right? And then like six houses fell down. Remember Malibu Laurel too. Mad mealtime, multibillion dollar houses at mill million. Excuse me. It looks seven, $8 million houses in Malibu. Just sinking big chunks of the hill. Broke off away from their pipes were sticking out, electricity sparks and shit. And then, I mean they had all this video of these things sliding down the hills like you do your, you can't make a house on the side of a fucking hill like that. That ain't cool. I know you want a nice view, but you're being ridiculous.

Speaker 4:          01:39:23       Like you just totally rolling the dice with Mother Nature. How fucking awesome is this? Whether it was 84 here in short, five fucking love. Twitter's from people in Calgary. Yesterday was 30 below with the windchill factor use or just got back from Chicago, said hadn't see daylight in four days. Yeah, it was snowing and overcast. Yeah, it gets gray and then you've got to take your jacket off here. Yeah. See seasonal affective disorder. That's a real shit. You know, you're, you're not happy when it's gray all the time. That's care. What you say about California still shit. This weather is good the most. The best thing about California is the sun and that's why they have those lights that you didn't even have this nightstand lights where it just gives you a simulation of the sun will do. That's why. That's why Colorado so fucking dope.

Speaker 4:          01:40:06       Colorado has sun 250 to 300 days a year, like they have very few overcast days, so even though it's cold, it's sunny. That's what we need, man. It's not the cold. It's so bad because when it's cold out yet sucks to drive. But you know what man, you put some fucking clothes on. You put a warm coat on gloves. When it's sunny out and it's cold, it's like, whoa, it's cold out here. But you're still smiling. You can go out with your friends and go snowboarding and shit and go fuck around. When it's Boston, Boston winters brow, they would just be like, God, when is it going to end? It's like you were being pissed on so you've been held down and pissed on it. You just have to deal with it. Okay. When are you gonna let me up. Still sucks dealing with snow in general though.

Speaker 4:          01:40:45       I hate fucking snow. I want to punch it smells bad. Ice is worse. Icy Rain is the worst. The worst is when it's like 31 degrees. That's scary shit cause it rains and it turns to ice the next morning and the rains on top three in the morning. It's so bad. When I was in high school, me and my buddy, uh, my sister's boyfriend sat on top of the garage and just watch these cars slamming, knew each other because our whole street was covered in ice and we lived on a hill. So we just sat, we drank beer and we sat on the roof and it was a show. We were just watching guys slide down and the cop cars to cop car came down slight. We told him he called the cops. Yeah, yeah, we'll be right there. You know, they came, they came. Dummies didn't listen.

Speaker 4:          01:41:23       Came Downhill. I tell him, you better go uphill because if you do, if you go downhill, you're not gonna be able to stop. Yeah, yeah, yeah. Fucking don't tell me what to do. Fucking queer attacking each other, but no one's ever learning and changing their behavior. Well, it's still dull. They're not introspective at all. Talk Shit on Boston, but still one of the best places to have fun. It's one of the best places to do shows. It's a fucking, it's a great town. I just don't want to live there anymore. I can't deal with the winters, but the people are fucking phenomenal. They're fun. There's like a certain energy that they have. There's a certain like they're like a zest for life. You know when you, when you, you have to fucking walk home in the cold and you have to deal with that kind of shit.

Speaker 4:          01:41:57       You deal with those kinds of, that kind of weather, if any, having donors go there. Yeah. It's not the best way to describe it. I imagine it as like the downstairs in titanic, people dancing and having a great old time, like a poverty thing. There's a lot of rich people in Boston. It's just that there's a certain amount of no nonsense in a place where it gets zero degrees for a month. You know? It's that wicked, but it's different than like Montreal. It's like, why is no one from Vermont, so like assholes? Who you, well, Vermont is like Super Hippie, liberal, grateful dead California to Ben and Jerry's ice cream. It's a beautiful state to man. God, I, I used to do gigs in Vermont. I would drive up to Burlington and just be driving and I would just be trying to think of how I can live here.

Speaker 4:          01:42:41       I'd be like 21 years old and I would be in my car going, is there a way that I could figure out how to live here? Because this is how I want to live, man. I want to live where there's like a river by my house and it's like green grass and there's woods and it's like it's healthy. When I, when I drive around La as like, all right, this is where I have to live, right? I'm in my car, I'm on this fucking monstrous freeway that's six lanes on each side and every one of those jams solid. No one can move. I don't want to live like that. You want to take a dirt road and pass somebody on the left? I want to beat, I want peace. I just went to bathrooms are tired of how my parents tried to send it to Vermont.

Speaker 4:          01:43:18       A camp, learning retards for learning disabilities. What was wrong with you? Learning disability? What kind of learning disabilities? Uh, underachieving, uh, son of a middle class family, but it's not read a really up, you don't have a learning disability. You were probably just bored, Huh? Um, yeah, they say that. But that's why I think we've learned that there was a psychological block, probably something like that where it wouldn't let you get into what you're doing. It's so hard when you have a troubled childhood to be good at school because you know, I had a troubled childhood and you just don't want to concentrate on what they're teaching you. You're, you're just trying to figure out the whole world around you and how to, how to navigate through it. Cool people and yeah, just trying figure out how to not get picked on and how to fucking get home without, you know, having no fear for your life.

Speaker 4:          01:43:55       Like, which, what your kids do I have to avoid, where do I have to go and all that shit. It's, they're very difficult to concentrate on us history. Like how was this? The shit ain't affecting me. You know? I just like watching TV. I was kind of lucky because I hung out with the Asian kid and I went thought he knew karate. So really trying to fuck his sister, his sister, just the Asian girl. It was an Asian girl that wasn't related. Yeah, they weren't two different families and different families. They try to hook up. No, I think they hated each other cause I think one was Japanese and moment or with Korean, Koreans and Japanese. The Japanese, because of all the robots do the rape and Nam King. There's a, there's a crazy documentary that I watched is very disturbing. Some of the sheets the Japanese did to the Chinese, like genocidal gave in Cardinia potholes in babies and fucked them.

Speaker 4:          01:44:40       Ah, yeah, like really dark, dark, dark shit or just they just didn't respect them as as people. No, they killed systematically tortured them and did all kinds of crazy shit man. It's a, it's a really, really disturbing documentary. It was a documented this. I have it. If you want to watch it we can watch it. It's not, um, it wasn't released like I had to buy it from some, some a library somewhere actually had like rented and then not bring it back to you. One of those things. Yeah, just pay the fine so that you can get it. I couldn't get it anywhere else and it's a really creepy and there's, there's a bunch of shit on it online. If you could read about it. I don't know the, it's like this is all like my friend Rupert who was a director of your factor.

Speaker 4:          01:45:16       He, he turned me onto this many, many years ago and I got into it back then and it was so disturbing that I forgot a lot of the particulars, so I'm not going to, you know, I can't quote it, but if you, if you're into genocide and into reading up about how fucking cruel people can pay, it's the genocide dude. I mean, a lot of people are into finding out how deep, how long walks in the park. They were talking about this a few weeks ago at, somebody found it in his own lawn and is a yard sale. They found a human skin lamp from the Holocaust and he sold it for 30 bucks is right, bought it, and then took it to his friend, get thousand dollars got tested there like it is humans can dish. It was so old, they couldn't tell what race it had come from. Wow. That's true.

Speaker 4:          01:45:55       The Holocaust. Holy Shit. Like this had been someone's skin and now it's adorning a lamp. Uh, it's crazy. The judge, that was not that long ago. No, there are people still alive. Yeah. A lot of them. Lot of people, you know, there was, I watched the documentary on the moon landing, Swanson, there was this guy who was a, uh, a consequent cost Treatian camp survivor, and he had his tattoos and he was talking about Wernher von Braun that Wernher von Braun ran a rocket factory in Brazil, or excuse me, in Berlin. What a lot of people don't realize that the guy was the head of NASA, Wernher von Braun was a serious Nazi because that guy was alive today. He would be the Simon Wiesenthal Center said they would prosecute him for crimes against humanity. He used to hang the five slowest Jews in front of his factory in Berlin. Anytime, you know, people are slow, hang them, hang them in front of everybody else.

Speaker 4:          01:46:42       So everybody would walk through and see what the fuck was going on. Look, look, these are these guys you used to work with. Now they're hanging in front of the fucking door, slow go to work. I mean, it's dark, dark, dark shit. And this guy with his tattoo from the Holocaust was talking about how he remembers very clearly seeing Wernher von Braun. They would come in with suits and they know I'll be working and they would come in and inspect the work and walk around people and he'd fucking hang people hanging right in front of people. You know? And this was a, there's a thing called operation paperclip. They were all brought over here. All the Nazi scientists. Yeah, that's what it's called. They were all brought over here to run NASA in the United States had like dog shit for a rocket program before Wernher von Braun came over.

Speaker 4:          01:47:20       He was a super genius. I feel like it's easy to like dehumanize that moment when you say like, oh, he used to hang people. But if you imagine it from the person's point of view, like you're just taking a ranch or something and someone grabs you and you're just screaming to like, please don't, don't. And they didn't put it around your neck. All right. And how many people do we know that are just lazy as fuck and would slack off and not, not made workers. Yeah, me too. You know? I mean until someone died and then I was like, all right, I'm going to need to get through this. You know, and then you know the of children and your children are being held captive to your whole family is being held captive. I mean, it's really, really scary to think that that was not that long ago and that while this is going on, it was so much more important for us to win the space race.

Speaker 4:          01:47:57       They were like, yeah, Wernher von Braun, Mr Nancy, come on over here. Get on over here buddy. Don't worry about all that other shit. You get over the and whatever, whatever, whatever, up race or race. No one's going to know. They're not going to know your Wernher von Braun from NASA. Don't sweat it, buddy. We're all good now. It's all groovy. That's like what your friend is like really douchey. Didn't like just look, just don't bring it up. Let's just go. Just leave this fucking guy though. Man. This documentary was so intense when he would chose Tattoo and he would talk about seeing Wernher von Braun and talk about, you know, the, you know, how they would hang people in the front of the factory. Like this shit is never leaving that guy's brain. You know, that guy was a slave for a while and here now he was living in Miami and you know, relaxing his entire retirement years away.

