Speaker 1:          00:00:09       Experience.

Speaker 4:          01:31:08       But I mean, closer to our interpretation of what that might look like. Well, if we considered the different diseases that exist in nature, the does the different parasites to takeover bodies, the different, I mean there are some incredible parasite host relationships in nature that are absolutely real. Yeah. You know, uh, back to another podcast I was listening to about this, the patient zero for for aids and well yeah that was radio lab. Yeah. I listen to that well and it made the leap from like a perfect storm. Well, the crazy thing is that it happened in the early 19 hundreds, right? It happened. They use the cut a hunter scenario, so at the hunter killed a chimp and the chimp had killed two different forms of monkey in each one of those monkeys had a different amine deficiency virus. That's right. And viruses combined

Speaker 3:          01:32:00       and made the jump to a person. Yup. They were basically required the both of them to be able to replicate in a fashion that was, that they were capable because the immune system is actually fairly sophisticated in both apes and us that we'll find, find these kinds of issues and wipe them out. But this combination of the two of them had all the necessary information to build this super virus. But, uh, I, when I was listening to that, I was like, man, any first of all, why the fuck are people killing and eating apes? That's a bad move. They've always been doing that. I know it's happened forever. No, but you say it's a bad mood, but when you're starving, wow, they'll kill and eat anything. Right. I Dunno if you're GE so that genetically similar consuming that tissue that's like, they think it's problematic.

Speaker 3:          01:32:51       Yeah, sure. But I mean, you know that chimps, regular consume monkeys, it's a huge part of their diet. They do. Well that's fucking crazy. It's so crazy. They prefer the organs. So they eat the organs first, which means they're eating the monkey, the alive, right? Like they grab the monkeys and they eat them organs first. There's a crazy fucking video of these chimps and they set up this very sophisticated hunting strategy where they have chimps that are like running forward that are like pushing these monkeys towards these other champions. And then they come in from the sides too. And the capture and the trees and they have this chimp grabbing, this monkey is called [inaudible] monkey and the monkey screw marine and the chimp is eating. I'm from the hips first, just chill alive and the monkey just screaming and the look in his face, it's so human like and so is the chimp.

Speaker 3:          01:33:43       It's really hard to watch. But that's the harsh reality of of the jungle. You know? There's just, and people live there too and they've always been shooting monkeys. Yeah, he's a new, listen, that radio lab, I know that there's a new virus that made a jump from a gorilla to a person, a guy who shot and killed a gorilla and has this, there's a new like patient zero that they were discussing. Like if you wanted to find a patient zero. There's a guy that's infected with an immune deficiency virus that came directly from a gorilla. Hmm. What does that tell us about us though? I not us. It's them. I know, but it really freaked me out when I first, when I first saw or heard about that. I remember vividly when I, when I first found out about chimps killing other chimps are killing other a monkey monkeys. Things that were really similar to them to, to eat for food, whatever, like that animal developed as a carnivore or a omnivore. Right? Chimps. Yeah. Like what, what, what is it, what, where, where along the lines did they start eating other animals? Just vegetate forever. Yeah. I mean probably with chimps probably from the moment they became, I mean, the

Speaker 2:          01:34:58       idea of being that animals, I think the current theory is there was climate change and that um, some form of primates experimented with different food sources. That's why some primates are still primary, primarily vegetarians, but the more intelligent ones were the ones that started experimentally. Yeah. Because they had to to for two reasons. It's, it's also one of the theories that is bandied about when they tried to figure out why human brains develop so quickly. Like the human brain size doubled over a period of 2 million years, which is apparently like the greatest mystery in the entire fossil record according to some biologist. And one of the things they attributed to might be the switch and diet or from a strictly prep, not just protein but resources. Because in changing from a strictly plant based diet, your digestive system had to work less hard because it wasn't processing as much cellulose and there was more, more resources available to think about how to get these monkeys in, eat them or how to get these bugs or how to find these rodents or whatever the fuck they were eating and killing.

Speaker 2:          01:36:07       And then also the more intelligent animals were more effective. So the more the animals that were more clever, they'd figured out how to use tools if figured out hunting strategies. Those are the ones that were more effective in eating meat. And it was sort of a combination like a perfect storm, like having less resources to deal with processing the cellulose and the plant fiber. And so you're the, the internal organs actually changed and altered over the period of time. And in having less resources necessary to digest this plant matter, the uh, animal had more resources to grow its brain. Wow. Yeah, I saw a lot of weird shit that's, it has to take place for many, many years to develop development and so on and so forth. But yeah, I just, I don't know for me when to see them in that kind of environment to see how savage they could become and to know that that's our closest relative.

Speaker 2:          01:37:00       Like when everybody ever, anybody talks about us sort of transcending our apelike past and becoming far more intelligent and not fucking killing each other anymore. You, you, if you look to your closest relative relative their violence, hell, that's true. But isn't there like a spectrum when you think about like, okay, there's the people that live in the jungle that eat bushmeat bushmeat being the, you know, they'll eat anything, they'll eat chimps. Gorillas is those people that are eating that bushmeat. But then there's also people here in America that are primarily vegetarian and they're concerned with their impact, their carbon footprint, and they're concerned with animal cruelty that, you know, they use only if they have, if they do eat meat, it's organically sourced the free range chickens for their eggs. It's like a more, more of a movement towards kindness then for sure than the monkeys and chimps that are living that hard scrabbled jungle.

Speaker 2:          01:37:57       Oh, there's no doubt that were gentler than that. And we're moving more towards it being gentle in general. So I mean that's, that's the spectrum, right? Isn't that the spectrum? The people that are in the jungle still, they're the ones that are still eating the monkeys. Right. Very few people go on hunting trips to go get monkeys, but that's but dope. But that shit's been a source of, uh, some of the world's most intense diseases. Sure. AIDS, Ebola, whatever, whatever it is. Also prions, they carry, if you eat chimp brains, they carry very similar prions to the prions that like you get from like mad cow disease. Yeah. So it's like, I dunno, aids where does it, they were able to find patient zero, but like where does it actually come from? You know what I mean? Almost like nature's way of making the most savage amongst us evolve because it kills them off force.

Speaker 2:          01:38:46       Forced evolution. You think about what AIDS is. I mean, people would say you aids is God punishing the Queens, right? Well, maybe not, but maybe it's nature's way of punishing people that eat similar animals to what they are. Yeah. And eating intelligent animals that are closely related to you in some strange way is how you develop those diseases. And one of the big ones is mad cow disease comes from people forcing fucking cows to eat them. How brains, humans in New Guinea especially, uh, uh, cannibals in New Guinea have been observed having the exact same symptoms. It's called Jacob's Creutzfeldt disease and it comes from being a fucking cannibal. Yeah. It's like nature's trying to get rid of the people so fucking stupid that they're eating people so crazy, so crazy that genetically speaking that those alterations can take place through particular activity. Yeah. You know, it's almost like it's set up, it's like nature set up for you to figure it out.

Speaker 2:          01:39:43       If you look at today, don't eat each other in in this day and age, what what we're dealing with in the age of information and the amount of resource that we have today is the highest level of information that's ever been available to human beings. As far as we, yes, 100% access to information that's ever been available and in this day and age, people are generally moving towards a kinder, gentler way of living life. Yes. You know, I'm a hunter and I take a lot of shit from some people that have these idealistic views of animals online, but I understand where they're coming from. My, my take on it is if you understood animals, you would understand that the death by a hunter is probably the cleanest, easiest, safe as death in any of these animals could go through and these animals are going to die no matter what.

Speaker 2:          01:40:32       You would also understand that the amount of protein that you can get from one deer or elk or one moose like that one animal dies and you could feed a family for a year. I mean, you shoot a moose, you could feed a family for a fucking year. That's real. I just shot a 900 pound Moose. I have 400 pounds of meat coming. That's 401 pounds at work. I was wanting to ask you that. So you shoot the Moose, there's the meat, like how does it, you can't obviously hop on an airplane when I'm having it shipped, I'm having, it's very expensive. It must be frozen the whole way. It has to be frozen. So it's an, and it's very difficult times. People just take some of it back and they lead to the, to the guide. Like I have a friend, my friend John is a guide up in Alberta and he eats meat, Moose meat all year round because people give it to him, but he also gives it to his neighbors.

Speaker 2:          01:41:23       He gives them, they never buy meat from the store. They eat everything that they shoot or their clients. Shoot. He's an outfitter. So he takes people to these hunting environments and you know, they have massive amounts of meat that come from these animals and the animals die like that. You know, you shoot an animal with a gun, boom. They follow up. They didn't even know people are there. Then all of a sudden they're dead. What does it take to take a moose down? Big Rifle? Yeah. Seven millimeter Remington, ultra mag. Boom. Where do you hit him? The lungs is the best double lung because you want to eat the heart. You don't want to waste any of the organs. The hearts are delicious. Yeah. Wow. You want to eat? I'll show you photos. You want to eat the heart. The heart is delicious. Delivers Trisha's to very nutritious.

Speaker 2:          01:42:04       She don't want to ruin any of the internal organs. Some people don't eat Oregon's. I like him. I think they're really good for you and they taste good, especially if you prepare them right. You always watch on those nature shows where like the lions will go for the Oregon's first. You're very nutritious. The liver, especially the liver dictates what wolf is. The alpha male. The alpha male gets to eat the liver first. Really? Yeah. Yeah. When? When wolves take out an animal is there was a guy who lived with wolves and he had this a weird fucking set up in this nature preserve where he was pretending to be the Alpha male. And one of the ways he showed dominance is he would have a kill that they would place and he would put a liver inside of it and he would pull the liver out and eat it in front of these wolves and he would let them eat.

Speaker 2:          01:42:45       That was how he established himself. And that's some gangster shit right there. Very gangster and very crazy because this guy wound up having to leave because he had to go and leave the preserve to help this local farmer who was getting his, his, his animals are getting killed by wolves. So he had a scare them off. So they set up all these speakers and put these wolf sounds and what they basically tried to do was pretend that a larger, much larger, much scarier pack had moved in. And so they push these other wolves off and he was gone for like a couple of months, I believe. Well when he came back, the wolves no longer accepted him as the Alpha, so he had to beg for his position in the pack and the wolves were snarling, Adam and the new alpha was going to kill him, and so this guy was in dire danger and he was whimpering and cowering and he had to completely bow down and submit to this animal that was previously allowing him to be the Alpha crazy. But this, this wolf in the absence of the Alpha, this wolf had taken over. That's that hierarchy, that social hierarchy that exists within a pack that's got to be, that's is that exclusive

Speaker 3:          01:43:52       to wolves. First of all, know exists in chimps exams as laws exists a lot of Alpha male and credit. Predatory animals, not even just predatory. I mean, gorillas aren't predatory at all. Gorillas, Vegetarians, right? Having a female fight each other. Yeah. When you look at a gorilla's teeth, those are for defense. Those are, those are for fighting, right? They don't eat anything but vegetables. How do they become the biggest crazy, what was that AP we're talking about on on some other pod condo. Ape Bondo. A, the Bili or Bondo ape. It's a, it's an enormous chimpanzee but not as big as the gorilla. No, not quite interesting, but really big nests on the ground like a gorilla. But there's very few photos, very few, uh, like videos of them. They have skulls though. They know it's a complete subspecies of that chimpanzee that actually has a crest on its forehead.

Speaker 3:          01:44:40       Like a gorilla does. Like a gorilla has like, you know, like almost like a Mohawk crest down the center of his head and the enormous biting muscles. Hmm. Yeah. That's interesting. When like you have the long term development of specific traits as an identifier. Like your body is reacting to the social environment in a physical way if give it given enough time. What kind of makes sense? If you think about the variety of humans? I mean they're finding, they're always finding new species of humans. Like they found this new human that lived in Russia is recently as 40,000 years ago. Complete subspecies. Like, you know, there's Neanderthal, there's homosapien and there's that. The hobbit person, they found the Flores. That fucking thing was alive 12,000 years ago. Wild 12,000 years ago, there was a three foot tall monkey person. Look at the variety, just if people that exist right now, just that you remember on a previous podcast you were talking about, uh, that MMA fighter, the transgender MMA fighter.

Speaker 3:          01:45:41       And then you also said like African American females have the same bone density as an untrained males, like a it Ma men who don't, if you lift weights, man who lift weights about a higher bone density, alright, then men who don't live weights, right? African American females have a very similar bone density to white males who don't lift weights. That's crazy. Crazy. And so then you would assume that African American males have even bonded us even thick and even higher bone density. Yeah. Yeah. Bringing up the, bringing up the question of like, because there's the argument in that particular case was that she has a strategic advantage, right? We're not just our physical city. There's mechanical advantage shores, the hip size of the hand, size of the jaw. The ability to absorb punishments different varies. But the also the argument can be made across the board. I mean there are some men that are way more feminine and if they transitioned to a transgender woman, they would be way closer to a biological woman. Then if say like Mark Hunt transition to being a female, I mean that's a tough, you know, take

Speaker 2:          01:46:50       Brock Lesnar and turn them into a transgender person like you gotta fucking tough sell. It's a very problematic when whenever you're dealing with changing nature and trying to balance things out. Yes. That's the argument against testosterone replacement therapy. Testosterone replacement therapy was erroneous Lee aloud and then they realize like, well, what the fuck are we doing? We're allowing guys, essentially it takes steroids. The idea being that some people were unfair, it was an unfair disadvantage because they didn't have as much testosterone so you allow them to take it. But then guys were taking like fucking alien levels of testosterone. I mean, they, they had one guy test at the average person has between 300 and 600 like for a really young healthy man, milligrams to Nanogram, whatever the fuck does, but whatever the, the, the, the measurement is, but this guy had 1,475 they, you know, and he was on the testosterone place and you're like, okay, you fuck, you know, like ruin it for everybody just ruined it for every, you're juicing, you're taking steroids.

Speaker 2:          01:47:51       And that's, you know, it's like some people have naturally high levels. Yeah. But there's also some people that have naturally low levels and the argument is some people are more athletically inclined and there's some people that are just, they're just whatever they do, they're going to have this ectomorphic like Pudgy, buttery. So for a long period of time, presumably fighters were fighting with testosterone. No problem. We'll, they wasn't even, it wasn't a thing that was restricted. Right. And adding it, it was always restrict. Totally. It was, yes. Always. Yes. Well before they were being tested. This is, this is primarily speculations, but based on a lot of evidence from fighters from first account firsthand accounts of guys who actually did this, a giant percentage of MMA fighters in the early days were on steroids. A giant percentage, like a huge percentage. 90 something crazy. Yeah. Okay. Let's say even if it's 60, that's crazy.

Speaker 2:          01:48:50       You know? Um, and then they started doing urine tests and urine tests are essentially an intelligence test. All you have to do is cycle off. By the time you weigh in on, you know, fight day and or after your fight and as long as you've cycled off, you have all the benefits of taking testosterone or whatever the fuck you're taking and none of it shows up in the urine test. Then, um, people get caught even during urine tests and they're like, oh, okay, well you fucking dummies. You have made us want to look deeper into this thing. And then they started doing random tests on people and then they started catching a lot of people. And then they said, okay, well we need to do is do really heavy duty comprehensive blood test. And that's what the UFC has started doing fairly recently. The problem is they're really expensive.

Speaker 2:          01:49:38       They're doing that to comply with what? Not with anything. No one's asking them to do it. They're doing it because they want to clean up the sport because the sport is a huge image issue. And also from a safety perspective, a person who is on testosterone, say if you and another guy who were of the same age or the same body type your same weight and you decide to fight, but you're, your opponent is taking all sorts of performance enhancing drugs, it's conceivably possible and very likely that he'll be able to hit you more than you'll be able to hit him. He'll have more endurance, he'll be able to do more damage to you. Not always. There's a lot of people that have been on steroids that have lost. So even though they had an unfair advantage, they didn't have the skill level of their opponents.

Speaker 2:          01:50:19       So they've lost. So here's a question for you then in in that scenario, what if both are on testosterone? Yeah. But then you're requiring people essentially to compete at a fair level, you're acquiring them to take something that's going to fuck up their endocrine system. Because if you take testosterone, you don't need it. If you're a person and like you know your, your ball gets shot off in the war, you know, and you know you're not producing it. I mean that was pretty specific. I don't know why I said that. Okay. You know, for whatever reason and you, um, you are allowed to take a hormone, that's one thing. But if you're a person like you who's young and healthy and you just choose to do it to give yourself an advantage and then you force your opponent to do it, to give him an advice, you know, he has to do it in order to keep up with you.

Speaker 2:          01:51:06       The issue is his body doesn't need like extra testosterone. He's adding it to it. So your body is confused. Even though it's a performance enhancing substance, your body is confused as to why the levels are so high. So your body stops producing natural endogenous testosterone. That becomes a problem. And that's how they got around these tests for the longest time because they said my client needs testosterone. Why look at his blood tests and the blood tests showed a very low level of testosterone would they didn't show is the reason why it was low is cause he was taking extra testosterone and it forces endocrine system to freak out and be consistent with the guy who's getting 1,475 is I go, we don't need to make fucking testosterone. We got plenty. Yeah. But see the argument being, obviously I've heard it mostly applied to baseball. It if it seems like baseball was the big issue, they had guys in the courtroom room, whatever it was.

Speaker 2:          01:52:00       And then there was this counter argument which, which was like, well don't you want to see home runs? See, but that's different in MMA. MMA is you're dealing with a sport that's primary objective is to damage your opponent. Right. And if you can give someone that lets them damaged their opponent better, more efficiently, you're essentially allowing them to create a crime. I mean this, that's been the argument by people who are clean. No athletes who don't take it like you're, you're, it's like assault. Like what you're doing is like you're hitting them more than you should be able to. You were cheating and cheating. You're causing damage to your opponent and you should be perhaps responsible for that damage that you caused to your opponent. Wow. Do you agree with that? Yeah, it's, it's a very good argument. So I mean, a logical argument, it's like many things in life.

Speaker 2:          01:52:48       Like the transgender argument, it's not a gray, it's not a black and white issue. Yeah. You know, I've always said that I'm in favor of men fighting women. If the woman wants a fight, a man, I'm going to fit. If I'm in favor of people riding bowls, I'm in favor of people. You know, you want to wrestle a bear. OOPS, I'm not stopping you. If you're a grown adult with a functional mind and you understand the risks and that you want to do whatever the fuck you want to do, you want to do it, you go right ahead. I don't have any problem with it, but there's a, you know, you're at a disadvantage. If a woman wants to fight a man, there's no doubt about it. She's at a physical disadvantage. Doesn't mean that a woman can't beat a man. It is possible. There's most certainly possible that a woman who's highly skilled could beat a man that's the same size as her, but it's also possible she get knocked the fuck out.

Speaker 2:          01:53:33       You know? That's possible too. And there was a woman named Lucy, a Riker who's a famous MMA fighter, or do you watch it to rather? What'd you watch it? I've watched everything, Dude. I can't say I wouldn't really, I watch everything you would watch. Let's say Rhonda Rousey fight a man. Yes, I would most certainly want killed and actual dude from the same weight class. I don't think she would fare well. But if she wanted to do it and it was going to be on television, I'll probably watch it. I'm going to be honest. Wow. Yeah. I mean it's, what am I going to do? I'm not watching it. I don't know. I'm just saying courage it. And she called me up and said, hey, what should I do? I'd say, don't do it. I agree with you that it would be a tough, a tough one for her.

Speaker 2:          01:54:13       Right. So because of that, I feel like I can already predict the outcome and I wouldn't want to see that. Maybe, maybe she arm bars a fuck that dude. Right. That's possible too. Right. But it's a dangerous, maybe we'll think about the early UFC like Royce Gracie, fuck chemo for instance. Kimo was far stronger, far larger, far more powerful. And his ability to deliver strikes and hoist was, but I always got him, he's fucking had a war. He duked it out. But his greater skill level prevailed. And that was the essence of what the UFC, what made the UFC so special. It was completely unfair. He had one, you know, quote unquote professional fighters to the word professional is a very loose term, something technique. I mean chemo most certainly eventually became a legit professional fighter, no doubt about it. But back in the day, he was a martial artist who is competing in the UFC.

Speaker 2:          01:55:04       He was like 200 fucking 60 pounds and hoists was one 75 I mean Kimo was jacked. I need just chat. He came in carrying a fucking giant wooden cross on his back. I mean the whole thing was craziness. So without a doubt he had physical advantages over hoists, but hoists his skill level allowed him to prevail. Right. So if that's legal, why wouldn't it be legal for Rhonda to fight a man who has her same weight? Well, I guess I guess there's a difference between legal. Obviously I don't think it should be illegal, but I guess I've just part personally I feel like I could fairly fairly accurately predict the, and then not want to see that outcome. It all depends on skill level. So like, let's take, let's take a, for instance, let's take a middle of the road MMA fighter fights at 155 pounds and make him fight Cain Velasquez.

Speaker 2:          01:55:56       He's going to get fucking steamrolled. But let's take Hixon Gracie when he was in his prime and make him fight a guy who's the same size as cane, but does know what the fuck he's doing. He did that before it, when Hickson was like 19. He fought this Guy Zulu, who's just enormous fucking super muscular dude that Hixon fought in Brazil and Hixon beat his ass twice. He got his back and strangle them. Right. He weathered the storm, had this fucking giant guy smashing them and jumping all over him, but he eventually used a skill level to defeat them. So it's skill level is relative. It's a huge issue in the contest. Yeah, yeah, yeah. Physical got to have the combination. Right. For sure. Right. I guess I just, it's, it's interesting because they put, I was looking at the, uh, what does it pound for pound thing and they put Ronda Rousey on the pound on the pound for pound thing.

Speaker 2:          01:56:47       What does she fight at? One 35 yes. Yeah. And so, you know, I don't know that sad. I guess that's what stood out to me. Like it doesn't even, I don't know. To me it didn't make sense. Well women's MMA, she's number one. Oh, I know. Hands Down for sure. But she was in the list with the dude. Yeah. Let's see. That's tricky. It's tricky. I mean it's very subjective. The pound for pound list is very subjective in my opinion. Is Mighty Mouse Johnson's the best? He fights at one 25 when I look at like technically what he's able to do. Right. I don't, I don't think there's anybody like him in MMA does everything perfect. But a lot of people don't think of him as number one because he fights it 125 pounds. He's a small guy and you know, they look at like John Jones who's also elite.

Speaker 2:          01:57:32       I mean so good. But he's two oh five so you think of John Jones being the number one guy because he's knocking guys out. Just submitting guys. But Demetrius is doing things perfectly. Like if you've scaled up Demetrius, oh my God, if you make Demetrius, if he can move the way he moves and he'd be 250 pounds. Yeah, it'd be the greatest fighter the world has ever known. Right. But some of it's relevant relative too, right? Because he, is he facing the same competition? No, he's not. And he's also not facing the same amount of dangerous. The amount of people that get knocked out in the flyweight division is relatively small in comparison to the night now, number of people that get knocked out in the heavyweight division holding onto a few extra brain cells, there's a point of diminishing returns and it comes to the ability to deliver power.

Speaker 2:          01:58:12       When you think about like what a 250 pound man can deliver and how much 250 pound man can take. Yes. As opposed to what 125 pound man can deliver and what 125 pound man can take. It's like at the heavyweight man, when guys land big shots, even the best guys go down. Even Cain, Cain got clipped by one punch by junior dos Santos and his legs went out and he went unconscious. Yeah, at least briefly. That's just the reality of heavyweight fights. It's one of the reasons why heavyweights are so exciting. That's cause they can end a fight with one punch and that can happen at two oh five and that can happen in one 78 it's even happened at one 25 I mean to meet Trish Johnson knocked out. Joseph Benevidez is one of the best in the world, period. In any way. Class with one punch.

Speaker 2:          01:58:55       He just caught him perfect and knocked him out. The whole, the whole knockout thing like it seems like there's, it seems like UFC has changed a lot. Right? In what way? Well I don't know. I feel like I watched a card the other night. I think it was the most finishes in the history of cards cause I was Sydney. Australia. Yeah. That happens. That happens some sometimes. I don't know. I don't have, the statistics are, are more finishes happening in general right now? Well, they're, they're rewarded for finishing, so people are encouraged to get performance of the night bonuses. Very financially beneficial to them. But you'll also have a card where every fight goes a decision. You know, you also have a card where every fight goes to submission, which is much rare but can happen. Yeah, I guess it's just hidden boilies yeah, I guess it's just like, it almost feels like a guy's career is tied into his ability to knock out maybe more so than being well rounded fighter.

Speaker 2:          01:59:49       Well, like guys who are exciting get, we'll get more fights than guys who may be more skilled. I don't know about all that. I mean it kind of, but ultimately the cream rises to the top, the best guy to hold the full package. The best guys. When, I mean, yeah, like say like say a guy like Rory Mcdonald who was on the podcast yesterday. Oh, role. Roy is not a guy who had chases a knockout, but he's knocked a bunch of guys out. But he's just super skilled and technical and he's undeniable. I mean, he's one of the top contenders and eventually he's going to get a shot at the, but I heard him on an MMA podcast and even he said that his most recent knockout was what he needed to cement the title shot. What was a big win too? He fought Terex Hafeni who's a former Strikeforce welterweight champion and destroyed him.

Speaker 2:          02:00:37       Beat his ass. So it was a definitive, exciting Vic. That's what I mean. That's what I mean is it's a, it's a better story. Travels farther. What sells, you know, it's a lot of it. And what sells. Like there's so many guys in that division, Matt Brown, Robbie Lawler, Hector Lombard, and these guys are fucking ferocious, has so many ferocious guys in that division. It's, you got to sell yourself. So you would say you climb the ladder faster if you're knocking guys out. Well, if you're exciting, but you could be submissions. You know, Damien Maia climbed the ladder fast by submitting people. It's, it really depends entirely on what the routed and it also like who you beat. You know, if she'd go in there and you beat a guy who's not that good, but you knock them out, that's not as impressive as if you go in there and you knock out Anderson Silva.

Speaker 2:          02:01:22       It's just that Mcgregor deserves the hype. Everybody deserves what they get. So yes, everybody deserves what they get. Whether or not he's the best in the world, that's to be determined, but he gets people excited. That's a big part of what the sport is about. When we were talking earlier about charisma and teachers, like teachers having the ability to be excited about the subject matter, and it makes people drawn to them well in MMA, the ability to get people excited about watching you fight is, it's an aspect of fighting. It's, it's, it's a, it's a variable and you know to say that Connor doesn't get, why do you let them talk then? How about we never left fighters talk, you know, how about we never do post fight interviews. You're obviously a part of the integrated package of you want to follow a guy, you want to know who he is.

Speaker 2:          02:02:08       And then there's some guys like John Jones is a perfect example. Jon Jones a spectacularly talented, but people don't like him for some reason. And I've speculated that some of it might be racism because he's this young cocky black guy. But there's a lot of people that disagree with me and they say no. Like they think he's fake. They think his personality sucks or they think that, you know, he does too many stupid shit, stupid things that are contrary to this Christian image that he's trying to sell. And there's a lot of variables. But the reality is Conor McGregor puts more asses in seats than the number one pound for pound fighter in the world. And that's fucking crazy. Yup. John Jones is being fucking everybody, man. He beat Ryan Bader. He put on my treated, the automic, cheated asleep. He beat a gust of sin and the fucking unbelievable war of attrition.

Speaker 2:          02:02:51       He, I mean, he's beating everybody. They put in front of me, submitted Vito Belfort. You can go on and on and on. His list of accomplishments have been spectacular. Conor knocked out Dustin Pour, Yay, that's his best fight. You know, knock on Diego Brandao could fighters, but they're not, there's not Josie, although he's not destroying Josie, although in the first round. So it's like what? What is it about here that if it moves too far in that direction that it becomes more of a show in less of a contest? No, because there's always a guy like Cain Velasquez. Cain Velasquez doesn't talk much. Beats everybody's ass. Right? That's how you beat your rate at a time. Yeah. If Conor Mcgregor, you know, wasn't skilled, he wouldn't be getting as much hype. Part of what is hyped about him is that he's the perfect combination of things. He's an intelligent trash talker who's also highly skilled and his results have been pretty God damn oppressive.

Speaker 2:          02:03:43       Whereas Cain Cain is huge just because he's awesome. I mean, do you even, I mean, no one can even recall one thing that he said that's been like captivating, but when he beats your ass for five rounds is fucking unbelievable storm of punches. And kicks and knees and take downs in this never ending gas tank. That's what makes Kayne special. What makes him special is his fucking skill level period. End of this cut. Same with Mark Hunt. No one's getting all fired up about hunts personality and interviews. You know me feels awkward on camera, but man, when he fucking launches a left hook and shatters dudes, jaws and sends him flying, that's what people get excited about works too. I guess it's just, I guess it's just interesting that how the whole social social media structure has in every facet increased is the importance of how of your public behavior.

Speaker 2:          02:04:37       Once like once upon a time athletes that was just not even something they had to consider. Right. You know, and now you're not just training at the gym, you're training with the PR person who's trying to help you get the most out of every tweet. What's also the difference between a person like who the person actually is and their public persona, right? That's eroded, right? You get to know who they really are. Like, if you've, if someone makes some like really offensive or really ignorant tweets and they put all like it, you go, oh well that guy has these thoughts. You know, like the guy from orange is the new black, what is his name? Jason Silva. Is that his name? The guy from, Oh Silverman. Silverman. Yeah. Like I read this article saying that he was ruining the show for them because his tweets are so stupid.

Speaker 2:          02:05:29       And uh, I was reading as to love that headline. They are really dumb. His tweets are don't. Wow. They really, they are really dumb. His tweets. But it's family. In what way? Like she says stupid shit. It's like wow, you can pull them up. But no, I just think the offending people very bright. Wow. They're, they're goofy. Alright. Ignorant kind of tweets. Okay. I mean maybe he's not, maybe it's just not put a lot of effort into it. You know, sometimes people tweet shit and they just write it down and expect it to be like scrutinized. And there's that possibility too, you know? Or maybe he's not aware of how goofy 142 they ask him to stop tweeting. I don't know. Oh, I know there was a guy in ESPN that actually there was a store that I tweeted the other day that he got suspended off Twitter because he was arguing about evolution, arguing for evolution with some other baseball player.

Speaker 2:          02:06:23       And Espn denied that that was the reason why he got removed. But what at little fuck else could it have been? He was arguing with his former athlete who was like nuts. No believes the earth. 10,000 years old, one of those motherfuckers. Right. And he got suspended. Like the fact that ESPN can suspend you from Twitter and ESPN says it has nothing to do with that. When you tell us what the fuck it out do it because none of the shit that he said is offensive. Right. He was talking with no swears, no insults. Talking about science and how important science was talking about transitionary fossils, talking about the reality of evolution. This is the evidence. And they suspended him from Twitter. So what else would cause them to suspend him from Twitter? What the fuck could you do outside of tweeting that would cause you to be suspended from Twitter?

Speaker 2:          02:07:14       And how the fuck does ESPN suspended guy from Twitter, not, not uh, a part of their marketing plan? Well, you know, they're saying that they own you, they own your thoughts, they own your ability to express yourself. Yes. Do you, there is a connection between the sports fan in religion though. How many thank God's coming out after a fighter wins or someone wins the super bowl or maybe, but this guy was pretty clear about who's wasn't saying that there was no god. Oh he wasn't saying he was, it wasn't anti religion, Bollywood pro sign those, those that disagree with the concept of evolution or whoever it was he was arguing with, that's still a large percentage of the public if that's really what they're going for. It obviously, I mean obviously you're not, yeah you are, but shabby God damn at Espn, right? He's just fucking Christ.

Speaker 2:          02:08:06       I mean that's just like how many times does it have to be explained over and over and over? How many biologists have to come on board? How many times does evolution have to be explained? I don't know that they need to believe it. I think that they're just more worried about satisfying the audience and audience. A segment of the audience that they might have walked out fuck ever. It's just so depressing that a sports network could actually have issue with a guy who's talking about, I agree with you and beyond that, it's his Twitter account. Exactly. Yeah, but it's not, oh, you if you, I mean it is, but if you work for ESPN is not your Twitter, you're their bitch. You're their bitch. And that's, that's a common thing they tweet for people that are on television shows. When I was doing a show, they asked me, they wanted to take over my social media.

Speaker 2:          02:08:53       They'll fuck adding. Yes they did. And I told him to go fuck themselves. Like, are you out of your fucking mind even asks you that. I won't say no. No, not a name, but like a company that I was working for, a network that I was working for that wanted to take over my, they wanted a tweet for me and I said, you can go fuck. You can't tweet for me if you, if you read a tweet is the only time the tweets not from me is when it's an auto upload, a youtube video where it says just uploaded, blah, blah, blah, blah, blah. That's not coming from my fingers on the keyboard, but it's coming directly from someone who works for me who's only tweeting something through a automatic top blue. There's a little checkbox that says, yes, tweak this. Yeah, exactly. And just to let everyone, the other videos are getting uploaded. It's not opinions, it's not facts. It's not interesting articles or stories that I find fascinating. It exposes though, it exposes the whole a deficiency of that traditional medium, how they can just sort of dangle it. You know what I mean? How compliance is such a huge part of it. Will you know what happened with Joan Rivers, right? Oh Shit. The endorsement after she was dead. Yes, it was an iPhone endorsement. That's crazy. Like what the fuck is daddy at all about? Very, very creepy. Disgusting. I saw that come up.

