Speaker 1:          00:00:00       We smoke weed,

Speaker 3:          01:37:56       There you go. Okay. There's her look at her face. Look at his. Okay. That is so bizarre. There's the reality. Oh jesus christ. Wow. What a difference. Wow. She's like in a fog. They're repeat. That mode of photographing people is so creepy. But I, like I said, I know a male comedian. he used that. Well, I don't know man. It'S all of it is weird. Like I need to kind of in your head, he needs to set up some rules. That's what I want to do. We need the rule book. We need the social media rule book. You definitely do. You kind of have it, you know, we, we kind of have it in a way where a personal qri there's a clear rule book. We look at that one outta here, but it's unwritten. It is undermining to write it down. Why, you know, and I know everybody knows that's true.

Speaker 3:          01:38:47       It is kind of, it is kind of fun that way, but I feel like we could, maybe we could maybe save the situation. We can saying no, you don't want to save it. You want to leave them to be able to still do that. Yeah, it's true. Do you want people to look like a fucking cartoon? Okay. Okay. Joe, how many, how many times can you, how many times do you take a selfie before you post it? Um, what's your maximum? But not that many men come joke. It was. The truth is, and I'm a 48 year old guy who's not that good. Look, there's not a whole lot I'm doing to make it look any better. I might look for the best like smile or like this one, this one looks best, taken a few, but it's me. Every one of them has this weird filter. Are we capping it at some point? Like, oh, you're going like fuck, I just took it. Someone you're trying to do, like maybe trying to get everything in the background. It's really dependent upon what you're trying to do, but it's never more than like a couple. You ever gone over 10? I don't believe so unless I was trying to achieve something very strange.

Speaker 3:          01:39:50       I love how everybody's like a fine art photographer. Now that we have phones. I mean, what else would I. How would I ever get to 10? I don't. I don't know. I don't know. I, I'm kind of joking around to be quite honest, but like I catch myself sometimes like what the fuck am I doing? I'm a grown ass man in this place here. Like what am I taking, you know, I kind of um, do you do duck lips ass out the arch? I might break the internet. Joe pussy out arch. it's a but then and then I think about it. I think put okay. If I catch myself fairly confident guy, you know, I'm happy with myself to a certain degree if I catch myself at 10 or whatever the number is. How many goddamn photos are these professional instagram girls taking before they pick one to post the very good point. Could it be 100? Some of them it's probably shocking numbers and then some of them what's really weird because they're taking these really like supposedly clandestine stein photos. But like who's taken the photo?

Speaker 2:          01:40:54       Like why do you, why you like looking off in the distance whimsically like, no one's around. It's a fucking guy right there with the camera. You lying bitch, what are we doing here? What are we selling? In the early days of instagram, one of the unwritten rules was only phone photos, like if it's, if it didn't come off your phone, you just broke the rules of instagram. Oh, I didn't know there was a rule. It's again, if I had joe, if I had the book, you would know it. It'll be on amazon.com. There'll be kickstarting it. Actually, that's crazy because that guy that sent me these wolf put pictures. Yeah. It should pull up his, uh, his instagram. So we could give this guy some. No, no, no. See. See, in his particular case, those obviously aren't phone photos and he and he has broken the rules.

Speaker 2:          01:41:38       But that rule went away a long time ago. Everybody did go because photos from real cameras look amazing. Yeah. But this. Okay. That's okay. I see what your point is. Yeah. Yeah. But why? Why would there be only photos from that? Because it's kind of like cheating, like insta, instagram. It should be like in the moment. Okay. Okay. And, and what you just described, like this model overlooking cabo or whatever it is, that's not instagram. I mean, it is, it is now, but in the early days it sure as hell wasn't so. Did people get upset when they saw like a professional photography in days? Yeah, yeah, for sure. They, they would, uh, amongst some of the tight knit groups on there, some of the bigger, a photo pages that emerged. It was kind of like, it was kinda like, hey, I had to, I built this business on the back of a stupid cell phone camera and then some person comes in with all these heavy duty equipment and kind of interrupts it and I don't know how much of it was just them being competitive and how much of it was them thinking, believing in the ethic of, of it being instant friend meg has an instagram page where it's all just polaroids.

Speaker 2:          01:42:46       A photo of polaroid photo of a polaroid. It's kind of cool. Yeah. That's all she does. Just take. Or maybe she scans them. I don't know if she scans them for the record. I'm not like, I'm not of the opinion is the cjm underscore photographer. His name is chris Montana and uh, he, he sent us these photos of this, uh, these wolves. See that wolf down there? That's one of the ones that he sent us. I mean, that is a fucking amazing photograph. Looking right at number wolf. Yeah. Yeah. He uh. Oh. It says he did. He got it. He's got a promo code right now. Promo code rogan. Um, so if you go to chris Montana, m o n t a n o j.r.com. Chris Montana jr. Com. And use the promo code rogan. You get 20 percent off your entire purchase. I guess he has these prints for sale, but let me pull it up so people could see it here. yeah, that's amazing stuff. I mean, I think anytime you look at a photograph, photograph, when you go, how did he get that shot? That's a good sign. So we're going to put these on the wall. I'm getting tired of looking at elvis. Wow. I'm going to decorate the back wall. The thing is,

Speaker 3:          01:43:52       it's made out of metal on metal. That's wild. You know, if I had one thing that I could look at forever, like if I had only one kind of art, it would absolutely be wildlife art. Like wildlife art to me is the most compelling. It's just something about, especially like predators, like eagles and wolves. Did you see that video was making the rounds of the eagle today? The cat. okay, fine. You can probably tweeted it then. I did it. It's funny when, when you come up, when I come on here, I'm like, every time I'm referencing something I'm like, did was posted that or was it somebody else? But yeah, that's, that's uh, it's weird how people have that kind of a, how they have that perception of like nature only applies to stuff that I don't recognize. Exactly. Know what I mean? Like you're not a part of it.

Speaker 3:          01:44:46       It's like eating a salmon is fine, but an eagle capturing a cat and feeding it to his chicks [inaudible] not good. And then he had to, I guess I was reading through the article there and they had to say like, oh, the cat was probably already dead and bullshit. Bullshit. They fucking scoop up cats all the time or why not? That's a lie. Yeah. Why not? We're weird. We have a hierarchy of animals and things like cats and dogs. Are they more favorable? That's why that yulin dog festival in China is so problematic. Dog eating. Yeah. Yeah. My brother ate dog. Yeah, he. Well, he was hit China here and there and he. He said that there was one point where they were at a restaurant that all he had was dog, so he was all they had. It was a dog. It was just dog restaurants like Kentucky fried chicken, but dogs, Kentucky fried dogs.

Speaker 3:          01:45:38       But anyway, I don't know. It just is problematic. I think it comes back maybe full circle to the whole. The way that we started this conversation just about people, whatever the convenient, didn't want to compartmentalize certain things. Like that's the way that's going to be and it's not a. Yeah, well it's a similar thing to what the coyotes and me seeing a wolf here and he's like, whoa. Right. You get this reset of like, holy shit. That's a natural. It feels small and you can probably even more so because you go out, you actually go out in the wilderness and whatnot, go hunting and whatnot. I mean, could you. It's a humbling experience. I assume it's very humbling. It's very psychedelic and people think that that sounds crazy like going out to kill an animal psychedelic, but what psychedelic about it is its boundary dissolving and that you enter into a truly wild world and there was these large animals that live in this wild world and you feel their world. There's no cell phone servIce out there. You're in the woods with the trees and the animals and you're a part of this natural environment for a very brief time and you know people like, well, what would you want to go there and kill those animals in this? There's all these weird arguments that you could have back and forth about this. These conversations you can have about whether or not it's okay to kill these animals. What

Speaker 5:          01:46:50       I've. I've made these conversations with myself, believe me, like before I started hunting for the first time, my thought was I am either going to go hunting and I'm going to never eat meat again. I'm going to become vegan or I'm going to be a hunter, and I decided to be a hunter and one of the reasons why I decided to be a hunter is I realized I don't like factory farming. I think it's fucked up. I think the way we get our food, I think we've made a huge mistake. It's a great decision, but a huge mistake at the same time in that we've all. We've decided to live in these gigantic urban areas in these urban areas that becomes our natural world and in that natural world, we don't see tigers. We don't see wolves, we don't see bears. We don't see these animals.

Speaker 5:          01:47:32       So our association with these animals is very unnatural. Our world consists of streets and cars and buildings and elevators, and that's our natural world. That's the natural world that we live in. When you go out into the woods and you, you see the actual natural world, the tooth thing and claw natural world, and you find mountain lions shit that has hair in it and you look around and you know, you see an elk at the top of a ridge and he's, you know, trying to fuck all these other cow elk and trying to fight all these bowls that are coming in. And I mean we last time was elk hunting. They had found a dead elk that had been killed by another elk is thousand pound animal that died because this other animal with fucking a tree grown out of it's head spirited in the side and killed it.

Speaker 5:          01:48:20       I mean, it's really wild to see like these things kill each other so they can fuck. And you're, you're out in that world. And when, when you do it makes everything seem, uh, the, the, the whole predator prey experience seems very intensified. Like your, your connection to your food is very intense. It's the whole thing is like. And also from a wildlife management standpoint, you kind of what we're talking about with lyme disease. The reason why they have lyme disease, because they have too many deer, they have too many deer, they have these ticks, these ticks get on these deer. They developed this disease and this, these ticks get onto people and it's because of an over abundance of dhea, the overpopulation, they can nip that shit in the bud if they could figure out how to dwindle down the population of deer. When you have too many animals, too many game animals, too many, too many wild animals, and the balance gets over run.

Speaker 5:          01:49:15       Whether it's too many wolves are too many bear or too many deer like wildlife biologists understand what the correct numbers are better to keep that harmony and you have two options. One option number one, hunters, they pay money. They go out there and the money from those tags is responsible for the protection of these wildlife areas, protection of habitat, or option number two, they hire snipers. They hire people to go out there and kill these animals and that's what they're doing in Zimbabwe. With lions, they, they're killing us. They're killing 200 lions rather this year because they have so many lions now because of the the what happened with the dentist or the dentist went over and shot. Cecil. The lion became this big thing. Well, they had control of their population. They had this sort of ecosystem balanced out and the hunter's got scared and hunter's got scared. They moved off. They don't. They don't go there anymore, and so now they have all these lines that are destroying this undulate population, so they made a wildlife biologist decision to go in there and killed 200 lions to lessen the impact on the undulates. It's all in north America. They do that with bears and they do that with mountain lions in most states. They figure out what is the healthy number or all these animals can coexist.

Speaker 2:          01:50:30       Yeah, well it's. I mean it's one thing to have an opinion on that matter and it's a different thing to actually have exposure and then maintain that opinion. Know what I mean? It's one thing to be on twitter, sitting on your couch watching tv, saying a couple words about how you think about the planet, the wilderness and so on. He say, but to maintain that perspective when you're actually in it. Yeah, I would. I would have to believe in speculate that that's a difficult thing to do. Well, there's a deep respect that comes in a deep love for an animal that is going to sustain you and feed you, and

Speaker 5:          01:51:06       the thing about it is these animals, they're not going to live forever if you don't do that. Their life is incredibly brutal, incredibly short, and what you're doing as a hunter, as you're going into that world and you're dipping your toes into it for a brief amount of time a week or whatever it takes to find an animal and the animal's going to feed you for months. And to me it's so much more. It's so much more ethical than buying it from a store. I mean that not even can't even be argued, but from a vegan perspective, like they don't want anything to die. They want everything to live forever, but it doesn't work that way because first of all, if you don't shoot animals, if you don't like, if, if you don't control bear populations, the berrigan and decimate the moose population, they're going to decimate the deer population.

Speaker 5:          01:51:47       They eat all the calves, they eat all the fonz. That's just what they do. That's what they've always done. Not only that, they go in, they eat each other. Bears are all cannibals. I mean there's a massive amount of cannibalism in in the bear world, the cubs. It's one of the first things that males do when they come out of hibernation, and if you don't control their populations, they will do that to every fucking thing that's out in the woods and the only thing that can control their population is another predator and the only predator for bears is people sit and that the people will go. What about people? People who are over populated, man, why don't you fucking shoot people, but why don't you kill yourself? How about I start with you? Sounds about right. You non human loving. Fuck yeah. I mean like life eats life and that is a weird reality.

Speaker 2:          01:52:30       There is a part of it though with the complicated part of it is that obviously everybody can't do that. Exactly. I mean, well that is true, but that doesn't mean that everybody can't survive on the amount of money that you make every year.

Speaker 5:          01:52:46       That doesn't mean you should give up that money because everybody can't make the amount of money that you make. Are you singling me out here for anybody? I mean, look, if you make more than $35,000 a year, you're in the top one percent of the world. We live in a very strange time. I just mean like I think. I think some people, people's perspectives are formed by in some ways their capabilities. If all they ever knew it was going to mcdonald's or whatever and it's just, it's a hard thing to break. It is a hard thing to break and it's a hard thing to recognize that it can't, you know? What will people say it's not sustainable for the entire population? Well, I'm not the entire population. Not only that, what we're doing is not sustainable for the entire population of the world. Actually, I don't know.

Speaker 5:          01:53:21       I'm kind of optimistic about it. I don't know if it's sustainable or not. Sustainable. Hunting's not. There's not enough animals. There's just not gotten pharma. Yeah, I mean if you wanted to eat the way people eat today, there has to be some sort of farming going on. If you want to eat it, the amount of meat and people find that problematic and that's for good reason. There's a way to do the farming part better. Maybe there's certainly as, but there's also problems with just eating vegetables just to your vegetables. First of all, to this place is massive amounts of wildlife. Second of all, when you buy grain, you're. You are responsible indirectly for the death of thousands of animals. There's just no way around it. Those combines are indiscriminate and they, they, they grind up deer fawns and rabbits and rats and mice and groundhogs and everything else.

Speaker 5:          01:54:06       Then on top of that, pesticides, you know, I mean if you, unless you're buying absolute organic where there's no pesticides used, your for sure going to be responsible for the death of millions of bucks. If you live in a house, you display. You know what I mean? Like everybody's fucking with animals and on top of that, there's some very real and compelling evidence that plants have a level of intelligence. We don't want to think of them as sentience because they can't communicate with us. They don't say anything to us like out on chop me down. It hurts, but they communicate with each other. There's something that plants do now. This is, this is a crazy thing that they found with giraffes, that the plants that giraffes eat, if they're downwind. So like if the giraffes are eating this plant and the wind from the plant, they're eating goes downwind and catches these other, these other plants, the plants will change the chemical composition of their leaves and become more bitter, making them less attractive to predation.

Speaker 5:          01:55:03       So they're communicating with each other like telepathic. I don't remember what planet was that does that, but they have proven that plants do calculations that plants are doing some sort of some kind of strange mathematics that they're communicating with each other. They know and other plants are being chopped down. There's some shit going on with life and we don't. We don't have the capability to understand dolphins. Okay. We don't know what they're saying. When dolphins communicate with each other, they have a complex language. They have dialects, they sound differently in different parts of the world. They recognize each other. They have a very bizarre way of communicating that we have not been able to decipher, but we recognize that that's going on because it's close enough to our own kind of communication that we say, oh, these things are smart and they're talking to each other.

Speaker 5:          01:55:52       Well, there's something going on with plants too, and this is a recent thing with a science behind it is starting to catch up. Whether it's emerging, whether they're doing these tasks and they're running these numbers and they go, look, they're not. They're not wooden in the sense that it's not like you're not talking about a rock like a plant. A living plant has some sort of awareness. There's something going on and different ones have more awareness, but in there's some sort of communication through the actual, the actual ecology of the ground. I mean, the ground itself is a living thing. Dirt itself is some sort of an organism, right? Mean it is a like a. Like a person is like a person is an ecosystem. We're responsible for the lives of untold trillions of bacteria that live inside of us. Right? Well, that's the same thing can be said of the dirt itself.

Speaker 5:          01:56:45       The dirt itself as some sort of a strange balanced ecosystem were worms and bacteria and all of these different funguses and all these different lifeforms all exist together and then the plant feeds off of those life forms and the plant in some respects relies on the death of biological things like mammals and rats and bugs. It relies on them for the very nutrients that it needs to make a plant in the first place. It's all very, very complex. All connected. It's all connected and to deny that your eating life some strange life form when you're having a salad is the height of convenience. There's nothing wrong with eating a salad, but I don't think there's anything wrong with eating and elk steak either. Life is consuming life and it's just more obvious when you shoot an animal and you're there when it died.

Speaker 2:          01:57:39       What about. What about when humans find a way to grow meat in a lab, it's going to be very interesting and they kind of. They're right there. It. I remember reading something about they had the. They had the meat ready to go, but they couldn't actually consume it because the governing body or whatever for for food and beverage or whoever the hell it is, said that it would be illegal to consume it for some reason. I can some probably some food lobby or something, but, but, but theoretically, right. We could find a way to manufacture all this shit. One hundred percent. Yeah, we can. Where there's going to be away and then what do we do? What do we do at wildlife? Then? It's a good question. Well here's a. Here's a better question, what do we do when we have robot fuck dolls and there's no, no need to date to what would happen.

Speaker 2:          01:58:26       I don't think we're, that. I don't. I think we're already there. We're pretty close because, I mean, it's not a robot fuck doll, but you have, you have porn already. Which many people, many people consider to be one of the sort of uh, uh, stone building blocks. That's where I was looking for building blocks of the web, like the reason that the web was adopted or vhs or dvds or whatever. Html five and it all goes the way of porn. Porn adopts that. Everything. Everything else follows the sort of fundamental needs that people have and so on. And so yeah, I mean you have to wonder how disconnected from other people we can, we can get as this stuff continues to improve. We were looking earlier at this, this hollow lens development kit. I was recently playing with the htc vive, which is, that's probably the vr headset to get right now and it's like, man, these experiences are getting, they're getting closer and you look at the camera that facebook just came out with, I don't know, it's like 60,000 bucks.

Speaker 2:          01:59:27       Facebook buying oculus has to be one of the creepiest things on the planet like to know that they see where that's going and that they were interested in that and what their sort of agenda and objectives are currently. Well, virtual communities, that's what's going to happen. We're all going to be able to sync up together and some virtual place and we'll all be like low calorie takers at that point. We're all going to look like asian supermodels, text. That's what we're going to be. You're going to go there and we're all going to sync up with each other and we're probably going to be able to fuck each other in some sort of a virtual environment. Yeah, it's like total recall, man, but the thing is it's actually tone that is going to be playing. Got a really, really, really nice guy. The thing is like the physiology part of it is only part part of the conversation does also the psychological part in that for the most part I feel like there's a trade off.

Speaker 2:          02:00:17       I feel like women in my life make me different than I would be if they weren't in my life. One hundred percent and in many ways I think they make me a more, a more, a more moderate person. Like about the way I think about a lot of things because you want to fuck and you want whatever, whatever, whatever the reasoning is the biological part pulls you in, but then there's a psychological aftermath of you now being a different person because of the. Because of the moves you made in the first place and then there's a compromise you have to figure out how much do you compromise? Like do you become some sort of henpeck bitch? Yes. Because we know a lot of guys that are bitches because they've given in to the aggression of their mate like they're made is the dominant one in the relationship.

Speaker 2:          02:00:58       You know, I have a relative like that. I have an uncle like that, he's got a wife, it just runs the ship and everybody just gets the fuck out of the way. So part part, part of me worries though that like in the absence of those interactions, what happens to the psyche of males and females now just kind of allowed to bathe in their own perspective over and over and over again and never have to make those adjustments and never have to make those compromises because historically that's. That hasn't really been a good sign. You send a bunch of guys into, into jail without any females or you send them off to war without any females. They become fucking savages, pretty god damn quickly. So is that what's going to happen is just it's the digital onslaught going to create some kind of hyper aggressive male.

Speaker 2:          02:01:45       It may do the opposite. Oh, it may do the opposite because all of your sexual needs will be satisfied so easily, so easily that you'll be satiated. So your, your need for sex is not going to be there anymore. So maybe your need for posturing and aggression won't be there anymore because the need for like for you to be preferable to the other men, you don't have to posture, you don't have to, you don't have to peacock. And if you could just put on your facebook virtual reality headset and go fuck the asian supermodel and another dimension like why would you be with you on that? But what about never having to compromise? That's a problem. See, because we talked before, but all these people that suck because they want to control everything about their lives because they don't want to interact with people. All got to be their way.

Speaker 2:          02:02:34       What the fuck is this lineup? What the fuck is this car in front of me? What the fuck? They said that they want to complain about everything. I want to sue this person over here and do this over there and in an environment where we take that a step further and now we never compromised for other people. When we do emerge, emerge from our headset world, what? What is our personality? It's a good question because like what? What does our personality based on most of our personality is based on the long running equation of your life, all the interactions you've ever had with other people and how they've reacted to you and how you've adjusted your personality accordingly. Yes, there's a cool this, this is reminding me of something. There's a cool a channel on youtube called smarter everyday. I don't know if you've ever, ever heard of.

Speaker 2:          02:03:15       Okay, it's a guy, he's a scientist and he does these, uh, he does these videos that sort of a, I don't know, a attack sort of everyday things that might seem obvious but then break them down a little bit and what he did a video about a bicycle. And what happened was this was a bicycle that was, had a, had a gear in the steering. So that left was now wright and wright was now left. Oh, I remember this. Maybe you've seen this before. And what he did was he took this bicycle around various talks that he was giving a different universities and stuff. And uh, and he made a bet to people in the audience, but you $100 that nobody in here can ride this bike. And of course every time he got somebody coming up going, I'm going, I can do it easily.

Speaker 2:          02:03:59       Whatever they get on the bike, they couldn't pedal it once, even even though they are completely aware of what change has been made to it. And so he spent six months before he could actually get down the street on his bike. That was reversed. And what he talks about in the video is about how he has the pathways that he had created in his mind for how to ride a bike. Right. Were, were very difficult to rewrite that. Once they're in there, they're in there. And so he did an experiment where he took his eight year old, I want to say, who had just recently learned how to ride a bike the right way, gave him the same bike. And in a couple of weeks he had it down the kid. The kid could write either bike, he could ride the reverse bike or the regular bike. And so he was building this kind of, um, um, perspective that like, but potentially when it comes to language, when it comes to learning, when it comes to everything, that the absence of those pathways for young people actually makes them more, uh, flexible. Yeah. A greater ability to change their way of thinking on a more frequent basis because he was looking big picture at it. And the funny thing is when he went back to go back to the regular bike,

Speaker 5:          02:05:09       he couldn't ride the regular bike. Hm. Wow. That doesn't make any. Maybe he's retarded.

Speaker 2:          02:05:16       If that's possible. I doubt it though. He's a really smart guy. I doubt it though. He talked to a bunch of. Might just be on gordon dated. I mean it's like I would like to see the bike. We're getting you the bike. I like to see the same thing with an athlete that they could figure it out. Well they might have a better understanding of how their body works. It's true. I don't think that. I don't know how critical the test was. I think he had, he had a number of test subjects

Speaker 5:          02:05:38       because I just feel like it's like a boat, you know, like when you're steering a boat, if you want to go right, you turn the rudder left. You know what I'm saying? Like if you have an outboard motor behind you and you want to go to the right, you have to go again.

Speaker 2:          02:05:51       Conceptually it makes complete sense. It's the fact that it's actually, there it is. Here it is. It's actually not the fact that you don't know how it's working. It's the fact that you are keep triggering back into that state of mind of riding a bike. When you're riding a bike, you're not thinking about riding a bike. You're just writing it. Yeah, you can watch it. Please send a bunch of people fail in in the actual video.

Speaker 5:          02:06:15       Well, it makes complete sense because pathways that you've developed are incredibly difficult to break and one of the things that when I was teaching martial arts I found was it's way easier to teach a person who has no martial arts experience whatsoever. Then a person who studied a different style where they might be using bad mechanics, so they developed bad mechanics and then they came to a really good school. It was incredibly difficult to break them of their bad habits. Whereas if I could get two people and one person was um, they save one person maybe even had a black belt in one style and one person was a white belt. I feel like if the black belt had bad technique and bad form and bad, bad mechanics, if I could watch the two of them progress over a few years, eventually the white belt would surpass the black belt and move forward and be able to reach their full potential where the black belt with bad mechanics, even though they might know how to fight good because they might know what they can do and even though what they're doing is not optimized with the most effective technique.

Speaker 5:          02:07:22       They know what, how it works and how it fits in the language of the community. Like I think fighting is kind of like a language. And even with like your shitty words and your bad grammar, you could still form a sentence and still talk and communicate with people that's similar to the articulation of a real polished technical martial artist versus a person with a very limited vocabulary with street knowledge, you know, you can, the person with the polish vocabulary will be able to express themselves more clearly and expressing yourself is what you're actually doing when you're fighting a really cool way to look at it. So the person who starts out with nothing is better off than the person who starts out with shit technique. Unless the person who starts out with shit technique is super open minded and has no ego and is willing or is it very good control of the ego and is willing to try to completely learn everything from scratch and not go into it saying, hey, I'm already blackballed. Already know my shit. Right? Yeah. Most people do. It's a,

Speaker 2:          02:08:19       it's an interesting topic. I think it applies across the board to be quite honest. Know I, um, I started working with a couple of people in, in my, uh, for my channel. I have an editor now, he's a guy who I've known for a long time, but he doesn't have a background in editing at all. He didn't have any kind of preconceived notions of what these videos should look like, but I, but I liked that when, when he came in because I was like, you know, I can kind of finesse this idea of how I want things to look and how I want them to be and he can kind of learn starting with this, these parameters, the ones that, you know, as opposed to somebody coming in who would have been like a professional in this space. And I think, um, that particular perspective is something that a lot of startups are doing as well when it comes to hiring new people is it's like, are you hiring a person and their skillset or are you hiring a personality? Are you hiring potential? And what is the difference in each of those decisions? Sure. If you hire a professional, it probably, you're gonna be able to snap your fingers and be and be achieving things immediately. But in the end is that person that's capable of flexing and floating along with the needs of that business over time.

Speaker 5:          02:09:27       That's good point. And also do they come into that business with a preconceived notion of what their future is going to be based on, like I'm going to move from here to there and then I'll get a corner office and then blah. And they have this idea already mapped out in front of them and then when things aren't that way, they may be disappointed or don't know how to react. Yeah. This is the equivalent of the bicycle pathway thing

Speaker 2:          02:09:48       mapped out in like a different scenario and. But it gets me thinking about myself too in the, in, in, in what are my pathways that I can't break in. Went in thinking about subject matter in looking at the way I behave because I feel like I feel like the not being able to ride the bike the other way is the perfect example of how we, how we treat a lot of things like our. I think our perspective should always be floating. We should always be able to, you know, in politics and stuff they're always done, but that guy, he flipped flopped. He used to say that. Now he says yes. Says,

Speaker 5:          02:10:21       well, isn't that normal? Isn't that life will flip flopping and politics is hilarious because it's the one part of life where you're supposed to have a preformed decision by the time you enter into public office and that never changes. Like you can't evolve. It's weird as a society

Speaker 2:          02:10:37       seems that we, we value for some reason a person who doesn't change their opinion when in reality it should be the other thing.

Speaker 5:          02:10:44       Well also some of these opinions, it's not like murder is bad, you know what I mean? I mean there are complex issues that were under a lot of consideration. Yes. You know, I mean especially when it comes to things about maybe the economy or things about what should and shouldn't be a crime and you know, and what, you know, is it actually a crime to make people prisoners? Is that more of a crime then then selling drugs? Like what is the crime here?

Speaker 2:          02:11:11       No, it should be dynamic and it always has been dynamic. That's the thing, but I don't know what it is exactly that holds it back. I also, I think it's a fine line because on the other side of it, if a person's bouncing around from day to day on how they feel about something, it can be a fucking nightmare as well. Well then they shouldn't be a leader mean that sort of even need in your life, in a relationship. It's like it's like there's this really this groove somewhere in the middle of like committing to certain things, but being open minded about others. It's like kind of a balance to it.

Speaker 5:          02:11:40       Isn't that the case with pretty much everything in life, that life really doesn't have a whole lot of real solid black and whites that there's a lot of room for consideration. There's a lot of. A lot of variables that you're managing on a daily basis. Definitely comes to many things in life. Definitely, and that's why a lot of things when you look at them to go, oh, well, okay, well there's a lot of ways to look at this and when someone wants to come at it from a real hard black or white perspective, that usually is either someone with a, like a deep agenda or someone who doesn't have a considered nuance perspective of the subject of hayes. One of them

Speaker 2:          02:12:14       most. It's one of the most frustrating things about like living a substantial part of my life on the internet is that, and I don't know if we talked about this previously or not, but it's like, it's this idea of everybody having kind of a, a, a microphone. Everybody being able to blast out there. They're kind of a perspective. Like, I don't like the comments section on youtube and my comments are not that bad. Okay? But I don't like the way it works. The idea that you could, you could create this video, put all this effort into it, uh, formulate a perspective and then everybody's going to scroll to the top comment and this dude put in what, 10 seconds a knee jerk reaction and he gets to occupied at real estate. I don't like it. I think there's a better way to do that. What is the better way? And then the person who published the thing has to have a little bit more control over kind of like in a forum traditionally how you could have moderators who had certain abilities that others didn't. You should be able to promote people in your community to be kind of the authority figures, just like everything else you have to manage in life when it comes to.

Speaker 5:          02:13:26       But doesn't that censorship? And a lot of ways. I mean, no, I don't think it seems to have the option. Have not have comments.

Speaker 2:          02:13:32       Okay. But that's not, that's not a good look. It's not a good look. You have comments turned off if you're a feminist. Yeah. Like if I come to your video and you have comments turned off, I'm like, oh, I get it. I get it. You're probably talking bullshit because you're not even willing to have the to have anybody saying anything here. Well, they can say it. They just cannot say right underneath your work. Yes. See, I wish I'm thinking it would be cool that if it was that way it would be cool and trust me whenever I engage in anything slightly more artistic or subjective online, I'm like, I'm thinking, man, it'd be cool to turn off the comments and let it just let it breathe a little bit. But at the same time I'm like, this is the format that has been what everyone's accepted and and, and, and expects now.

Speaker 2:          02:14:17       And so I feel like probably the healthier approach is this idea of tweaking it and what are the numbers like what percentage of people actually comment fucking dominate the goddamn perspective. That's the problem. And the ones with the shittiest points of view are the ones that are the loudest, loudest, most black and white. Just like the headline science we were talking about before. There's a reaction that you have to really negative aggressively shitty comment, yes, or I'm going to reply to that and now now there's a whole thread underneath of that guy single comment which then pushes it to the top because it's creating conversation and this is stuff that like on the highest level, the biggest businesses in the space. If you're google, if you're facebook or they're having board room meetings about this stuff, you hear about what clinton's doing. Know hillary clinton is spending $1,000,000 to combat forum trolls and people on reddit and twitter and social media.

Speaker 2:          02:15:16       Yeah. What with her own mercenaries, who was going to do it? They have a hundred people that are working for her that actively go out and correct people that are saying negative things about this fucking career criminal and might be the president United States day. I don't like that either. You know when I'm talking about maybe tweaking the comment system. Hell no to that, but look at this like, do you have a junior? It is bizarre. Yeah, it's creepy, man. This is the first time anyone has ever done this before. Done it opened the way that politicians have been able to use social media, paying online trolls to attack anyone disparages her pay. Who? Who's the guy who wrote that? Isn't that the guy that twitter guy who. Oh, cool. We're complaint is the white guy. That does be black. It's not easy. It definitely is. I don't know. I haven't fallen it. If you'd follow it, there's no evidence whatsoever. There's any african american in him at all. You'll get his brothers and his sister. They all look like him. His dad's white. The whole thing's a mess. His mom's white. Yeah. Don't ever pull up this guy's articles. There's a lot of other articles on it. That guy's a fucking fraud.

Speaker 2:          02:16:28       It's weird that that guys employed to. He's employed by like the daily news or something like that. Jesus christ like. Do you guys have google? Like what are you doing daily news? It's probably because you can promote the article and tweeted out. I assume he has a following I guess, and there's a lot of that going on that that is a lot of what's happening with with these newspapers too. They've. They've sort of fallen into a state realm to have to survive on that. Do you remember when they used to try to make you pay to subscribe? They, some do. New york times is still pay. Well you can still do that and articles and then you had to pay to continue beyond news papers. I mean those institutions and the most entitled group of people that still exists. Then maybe radio. I can't wait to be honest for every car on the planet to ship with android auto or, or apple car play because then it's a wrap android art.

Speaker 2:          02:17:23       But the problem is like I've seen a lot of cars that have google car play. I haven't had one of my cars. Okay, cool. But I don't, I don't recall ever seeing a car with android auto, but it's an android. At least 50 percent of the smartphone market. Oh yeah. Probably more. Um, maybe not in the us globally. It's more than 50. More than 50, but it because in emerging markets nobody can afford iphones. You know, you, you could tell me this, like the latest samsung, the galaxy s seven. Yeah. It's basically a wrap right there, a wash, you've got pros and cons, but they're both pretty goddamn camera. Yeah. Oh, 100 percent. I wouldn't have a problem recommending. Yeah. An s seven. Any of the nexus devices? Uh, what else? I mean, the one that I didn't really like that much. I haven't made a video about it.

