Speaker 1:          00:00:00       I got to high four, three, two, one.
Speaker 3:          01:22:29       She opens for me quite as her name Malmo is that. That was her nickname when I met her online. I know so many people based on their twitter name phase back in the day, well before that were a Icq. What does that. She. She's a, she's a, what does that fucking text Iq? I remember that Shit. I was, I was doing the dot comedy dot standup. Didn't find the ICQ, but uh, there's something freeing about being able to talk to someone. You don't know what the fuck they look like. They don't know what the fuck you look like. You can just chat with each other online. Something freeing about that. Yeah.

Speaker 2:          01:23:06       You know, you like, you get to know people just for the information.

Speaker 4:          01:23:10       I just know that you're annoying. It has nothing to do with your sexuality, your race, your religion. I just know you're annoying as a human being and you realized that I judged you for no other reason than you.

Speaker 2:          01:23:21       And some people will trickier, but some people, you meet them online and they turn out to be the exact same thing when you meet her in person and they're really cool.

Speaker 4:          01:23:31       I've met some of the funniest people, Funny Online, funny that when you meet them, biggest social retards that they can't have or can't make eye contact, can't deliver the law if they're on the keyboard. They're the funniest person. They just have no social skills. They can't present themselves. Right. This guy is funnier than me. Await in real life. No, he's not. He could never do what we do, but he could write from a in a dark room. This is chick

Speaker 2:          01:24:06       that is unbelievably hilarious on twitter and I found a recently. What is it? Nacho. Sarah. What is, what is? Yes, what is that, Jill? Sarah. But I think that's her twitter handle. Dude. She's fucking hilarious. Like I'll go to her like every two, three days. I'll just go and check her twitter page just to see what ridiculous shit she posts. She's really fucking funny and I'm like, are you a standup? Like. And she's like, well, I tried to wants, but you know, you know who I because are right. They're not. Joe. Sarah

Speaker 4:          01:24:39       said, this is the same problem I have with my, uh, twitter crush is Laura Duck. The one arm girl. Okay. Yeah. She, she made kind of national news, twitter at national news because she put on her tinder. She's an arms dealer. She had just lost her arm. Laura or Lauren Duck, a duck fan is the twitter account duck fans up there? Uh, and she, yeah, she, she got her arm lopped off by a train and she posts also. It's as somebody shit. But she also posts really funny shit. And I said, I wish when I come to San Diego that you had a set because you're hot, you have one arm, everything's already in your favor. You're already naturally funny.

Speaker 2:          01:25:29       Yeah. There's some fucking funny people on tour. There's some funny people that work at the post office. They just don't get a chance to like the idea that we have figured out a way to monetize. The way we look at things is so offensive. It's so fast. There's so many people in so many jobs, so they're just as funny as us. They or maybe way more like my friend Dave Dolan, rest in peace who is one of my bosses back when I was first starting doing standup, he was a private investigator. Funniest person I've ever met in my life right next to Joe eps. He's like right up there. He was.

Speaker 3:          01:26:03       He was a private investigator and I worked for him because he got caught in a Dui, needed a driver, so he put an ad in a for an assistant for a private investigator and I was looking for a day job while I was doing standup at nine. It was like perfect assistant for a private investigator, this God damn comic books and so I started working for this guy and he's this crazy Irish private investigator. Wild Man. I mean, he's a fucking wild man. He was so funny and he would just tell me stories about nutty, shitty did and crazy fucking girls. He knew and you know, just just. I would be in my car crying, laughing, waiting for this person to come. We'd be at like 5:00 in the morning parked like doing like surveillance on someone's house, like waiting for them to leave their house at 5:00 in the morning if someone's like doing like some sort of insecurity scam.

Speaker 3:          01:26:52       Mostly it was insurance and he would just. I would be crying and I was thinking I'm trying to be a comic. This guys five, six years older than me at least like maybe nine years older than me. I think I was 20 and was like 30. Is it an attorney? The attorney, he was an animal. I mean he was so fucking funny and I was like, I'll never be as funny as him. I just will never be as funny as him. Like this is depressing. I loved working for the guy and I worked for him for the entire six months that he needed to have no license after he got arrested for a Dui. Stayed friends and I love that guy. In the book I talk about Becker and Andy, like two guys that are way funnier than me and a fuck them. They never could put it together on stage.

Speaker 3:          01:27:37       I want to be as much as they say, they're trying to be like you. I'm trying to be like them. Right. You know those funny people, you know? Yeah. I want, I want to steal that essence because I know how to put it on stage. Never be naturally off the cuff as funny as the funniest people I've met, but I can do it on stage and you can't, so fuck you. Uh, that's ruthless. I can, I can boil down the organization. There's some sort of writer correspondent he should have. You should have a policy that sexual harassment is mandatory and everybody works inside the Doug Stan Hope. Information Collection Organization like anybody's trying to help you with the creation of your act idea gathering. What have you. It was an unspoken each other until now. No, it's kind of the thing and that's why we were talking about the no one's meet doing rock and roll bands. Like they're not pulling led Zeppelin's library off of itunes because they fucked, fucked a girl with a fish. But here's my. When you walk into the backstage area at a rock'n'roll concert, there's an unwritten rule. Yeah, the, the, the roadie tapped you on the shoulder for a reason and you know what the reason is I was made to feel uncomfortable. He pulled out his dick out of sweaty leather pants after the show underwear. No underwear. And then girls were bumps off

Speaker 2:          01:29:02       of it. No, they were gunners mostly because of the ball sweat a governors. I understand there's a difference between that and what happens with fucking Harvey Weinstein. That's a fucking rapist. Yes. One hundred percent. And here's the part, part of the problem is that what we were talking about earlier, that if you got in a car with seven women and they all fuck you, you're a hero, would have a gal gets in the car with seven. Jason Mamoa was that uh, the guy from the game of thrones, that fucking beautiful handsome man, that gigantic cancer man, he's so huge and so beautiful, like have seven of those were in a car and it was a gal and she was just like ravaged, ravaged, and she's some sort of a damage thing. We know those, we know those girls that celebrate that. No, no. We know the ones that are like, yeah, I fucked that guy.

Speaker 2:          01:29:51       I know a few. Yeah, for sure. That are just like, dudes. You shouldn't be like that for everybody. It's a suppression issue. It's the same reason why Catholics feel guilty. It's not a matter of why what's wrong or what's right. It's a matter of what you enjoy and what you don't enjoy it because other people are going to judge you for it and then you've got to get to the root of why these people judging it for a giant percentage of the men that judge women for their sexual activity. It's 100 percent out of jealousy, so 100 percent out of the idea that this woman would not want to do that with them and they cast a judgement on her and they decided that her needs are different than our than the demands needs, but the bottom line is all these things were established back when it was really difficult to have children and you had to protect your children and most of them are going to die and you were literally concerned about the population of your village.

Speaker 2:          01:30:35       Well, those instincts, they still exist, but the problem is that's not a concern anymore and then this fucking birth control and whatever, 19, 60, whatever. That chick came out. When did that come out? When the chick start being superheroes was a early seventies when roe versus Wade and control and all that. Yeah, it should be even, you know, there's, there's gotta be some sort of a way to make it even easier than all this has gotta be a way where you let the natural hormones will think what has happened is 60 and nailed it to nailed it. I think it did. Nineteen 60. I thought were going to make the argument for bringing back villages. Well, it's not a bad idea, man. Here's the thing. I think cities are amazing, but I don't think we're designed for it and I think we will be ready for it and a couple hundred years it's going to take some sort of an adaptation to the human psyche and the way we interact with each other, but I think it's totally doable if people like us can do it.

Speaker 2:          01:31:28       This is how I've always felt. If the entire world was the four of us in this room, we will be fine. Like what if we were the only people with what if we were immortal? We didn't have to worry about dying and it was just the four of us and it just a bunch of food and shit to do. Do you think we would have any problem at all? Yeah, we would miss the fact that we're in. He checks. That'd be kind of a bummer, but we would probably have a good time. We just had unlimited resources, Roman around, which we do. Yeah. Well, essentially the, the, the world like wildfire in Ventura spreads

Speaker 3:          01:32:00       across the world while this podcast goes on and on, and then we walk out and you're like, oh, fucking Zombie apocalypse without the zombies. The zombies kicking into that of ashes sent those on the grill. They showed us how to use it could press buttons and I'm going to have to drink stevia. I'll, I'll get irritated by that. Just do me a favor. Give them a little. No, no, no, I've, I've done it. You're racist. Just try it. I don't know if it's hot in here, but I'm actually sweating from the gears and I thought it's because Joe Rogan's bellowing so much. I'm bleeding out of my earphones. Sorry, but it's actually sweat. I'm sweating on your earphones and whoever sits here next. I hope he's OCD because. Are you a just leapt up. Fire it up. I'm trying to be too loud. No, no, no one was giving me shit.

Speaker 3:          01:32:51       I know. I just never know when you're being real. No, no. I am sweating from my earphones and I think that's gross that I'm sweating on your earphone so I had to say it. I don't give a fuck dude. I don't give a fuck about period blood. I don't give a fuck about sweat. That bothers me. I've never seen people do bother me because I am everything. I would assume that they find to be a problem. I'm filthy. I think you should eat meat with 30 hands. That's what I think. I think you should eat meat with dirty. If I know someone's OCD, I'm afraid to be around them. I'm comfortable. I have a friend who went to look at a house and they were looking at the house and as a nice house like wow, this house beautiful. And then they got to this one closet and the closet was filled with Purell, with hand sanitizer and they went, fuck this.

Speaker 3:          01:33:41       Like this house is haunted my friends. That dude, the fucking thing was filled. It was a closet. It was filled from the floor all the way to the top of pure route. They were like, you knew stern and ONA. I don't know if both. Oh, and a one of them at least they were all purell touching everything and if I get a cold and my, my guttural smoker's cough is enough that you're gonna not want me here. I cough off Mike. I try to, but I know he's going to hear it and go. Think about how many people you interact with and shake hands with. I think the more people you share your biome with, like Paul stamets, the mushroom guy, you know, he has some pretty famous mycologist who's on my podcast really recently. It's amazing stories, but one of the things that he said is like if you come in contact with someone, their biome interacts with your biome and you, there's a, some sort of a residual amount of DNA that you're taking into your own biome. Like, like if you meet somebody, you become part of them and some very bizarre way. I was like, what? He's like intro, introduce in like, you know, welcome to my home, and I was like, this is crazy. Welcome to my. He's a scientist so he's not like just bullshitting and he's not like some crazy dude who doesn't believe in birds.

Speaker 3:          01:35:06       Go on it. You told me something on a podcast years ago and it's one of those things that comes up late at night where I go, I want to call Rogan, but I'm not going to call you at 1130 at night. And what was the thing that you said? Listen, call me anytime you call me. You want to call me, call me please. I don't bother you. You can see. Do you see love to use a quote from you on the back of this book? No, no, I called people that if they said no, we're not friends. Anyway, Chris Rock said No. Well I don't know him. Anyway, he's a nice guy. I know he is. He wrote me a better quote. He then I would have. I would love to quote your book, man. Don't ever asked me. I mean don't ever worry about asking me. I don't want to put anyone on the spot.

Speaker 3:          01:35:51       I'll put me on the spot. I love you. You, you had one of my favorite people. If I have a top 20 people that survived and everybody dies, you're in like if there was like some sort of an apocalypse though, we'll work on it with a side. He gained like five of year free. So I got five of mind family, whoever need to know this still alive. You told me something about over the course of I think 20 years, the amount of uh, of cells. You're not even the same person you were seven years. Tell it with your smart way of saying it. I'm, by the way, this is like third hand smart way because I'm clearly a retard, but if you go back to like seven years ago and then today you literally don't have the same cells in most of your body. The only thing that doesn't regenerate as the neurons, the neurons do not regenerate, but every cell in your body is different than the cells in your body from seven years ago.

Speaker 3:          01:36:45       So what are your memories remain? And this is part of the problem. It's become you become a victim to the momentum of your past behavior and there's nothing you can do about it. So if you're Kevin Spacey, you decided six months ago, I am not grabbing any more dicks. I'm fucking done with this. I'm going to be a better person. Like you are attached the momentum of your past behavior. You know, no matter what, even if you're not even that guy anymore, like seven years later, you wake up, you wake up in the morning, shit, what did I grab? Grab some decks. Fuck,

Speaker 6:          01:37:19       why did I do that? Granted, God dammit. Oh, I was so drunk.

Speaker 3:          01:37:27       That's something you can do. You're stuck with that idea like we have, we have to get past that. We have to figure out a way. I think Pi, they have to take those electric things and fucking change your brain. Like she like shock therapy and then we'll let you ride when you don't account for growth and that. This is my huge thing. If I had a, uh, a charity that I was behind, if I was on dancing with the stars, which think is going to be in those negotiations were going on in. Remember, listen, don't you killed Doug Stanhope. I had a fucking Dina since pot seen before men. Uneasy. He wants to die by the innocence project. Let me, let me, let me get this point out. And then let's go back to dancing with Joe Innocence project. That's my thing. And uh, I don't, I've never been locked up when I was innocent.

Speaker 3:          01:38:24       It's just, it's my fear. And when you terrifying fear of the entire prison system, the justice system, the prison doesn't work whatsoever. And when you lock someone up at 18 years old for some shit you, you, you grow out of these things, like you're not accepting that as you age, you rethink things and you're, it's full. It's totally ineffective way to reform people as well. Most prisons, some prisons are trying to be more progressive with their scandinavia. Iceland, yes. Mostly outside of America. America has a real problem and one of the real problems is there's not all of it, but a certain amount of the press. Yes. For profit and these private prison systems. Anytime something's for profit, the system benefits from these laws being uniform or increasing in severity and like. So if you have like a way where people can profit. Like this was the issue that I had with marijuana.

Speaker 3:          01:39:24       Will you would find out that prison guard unions would be lobbying against marijuana for jobs. Yes. I'm like, police having done so well and what are we like our 45 now. Not Stepping on my new bits because that's all I have. That kind of stuff. But all of the things we're talking about. I was talking about Brian with Brian on the other day and we were talking about something and he was like, you know, I've been talking about this in my act and I'm like, of course you have because this is like what's really relevant today and I think that all of us have this weird thing like we don't want to step on each other's material and let of course you're going to see some of the same things that I'm seeing and I want to see your take on it as much as I want to see my take on it.

Speaker 3:          01:40:02       Oh, I'm just, I'm trying not to do punch line as key to the discourse and not go into bit. I have to. I know what you mean. Yeah, it's those bits are good, but you don't want to give them up yet. No, no, and honestly this one bit that goes with the entire rape thing. I have been missing just one ceiling chunk of this bit that's sometimes goes 25 minutes of too long and I just trying to get the point across and all this current climate as I keep calling it has me like that's what I was missing. Now I have specific examples of this guy versus this guy now it made the entire bit come together and now I'm off the road until March or like motherfucker. Now I actually want to go out and do more dates just because this a year and a half I think I've been working on this bucket and one stupid bit that happens.

Speaker 3:          01:41:02       You know Chris Rock said that he was working on that. I love black people. I hate niggers and remember that. Fuck you. Who says it? He wasn't white man doesn't. It was. It is in my estimation, one of the all time greatest, most significant standup comedy bits ever and when it hit, I remember I was just kind of starting out when that bit was like popular on that bit was like on cds and people would play it back and you'd see it on television. You'd be like, I was like, oh my God. It's like a perfect bit. Like he had it boiled down. The punch lines were so succinct. It was just Bam, Bam, Bam. And then I read that he had bombed with that pit for months and months before he figured out how to get it to work. I got hate mail from fan. It's not like agregious actually.

Speaker 3:          01:41:53       Well thought out. Hey, I saw you. I agree with most of what you say, but what you were saying, are you saying? And I'm like, no, that's not what I'm saying. That's what I'm trying to not say, but yeah, I'm having such a hard time alliterating this and everything that's happened in the last month or two has, oh now I can exactly point out what I'm saying. And I actually have reverse engineered it where I go, oh, I shouldn't be starting from where I was ending and then go the other way rather than apologizing and yeah. Yeah. Well it's been boarded out right when I get off the road fucking asshole. But you'll, it doesn't matter. It isn't an always kinda like fucking. It's, it keeps going like it's done in a new branch pops out of the tree and you're like, oh, this is what's going to bear fruit for.

Speaker 3:          01:42:44       I was doing these shitty gigs for fucking months and every night I hated going onstage and now I want to go onstage, but I don't have a Gig. Well, what I like, what I've found pretty recently, like within the last year, I mean is that that is all like some shit that I internalize and then if I can just like it express or, or respond to that, the least amount. Like all the weird shit. I know it exists. I have a weird set. It's too long. It's too this too that I don't like it. I know it exists. Don't, don't freak out, but, but understand what that is and then you know what that is. That's it didn't work. Now let's figure out how to fucking never let that happen again because there's a big difference with the swing between like the audience having a fucking amazing time or it was really good for 45 minutes that suck for 10 like shit.

Speaker 3:          01:43:32       There is no better learning experience that happens for decades than eating shit. Nothing will ever make you know, come back stronger than actually dying on your ass. But I'd rather be mediocre. But even mediocre like eating shit dude, I ain't shit after Jim Brewer in some weird suburb outside of the city in New York. I shit so hard. It changed my life. Probably not recently. No. It was like 93, maybe [inaudible] 93 and brewer and our just start now and I was fine. Like I really shouldn't have been headlining. There's no way I should have been headline. I had maybe 45 minutes that was mediocre at best and brewer and I had a great time all weekend. Friday two shows everything worked out great. But although if I'm being honest, I want to say that he had better sets, at least two of the three shows. At least two of the three shows he had better sets, but I had good sets. It wasn't embarrassing. And then the second show, Saturday night he made me eat a bus load of shit. I bombed like the one of the wars bombings ever of my career ever where it was like everything that came out of my mouth was a Dr. brick and he destroyed in front of me. I mean, destroyed the program. Like fucking crumbs. We're breaking up off of the fucking low hanging ceiling. You know that it was,

Speaker 4:          01:45:05       you know, those pipes. Actually I think I, that's I, I think I coined that. It was a like a brick. The words came out of my mouth like a brick through a funnel. It feels like you have a mouthful of dirt. The one I talked to the following and I where I can blame the middle. Act. Like sometimes they just don't like you. The middle I can take credit, but no, they just hated you. The one I couldn't follow for a week in Miami was Chris Porter, Chris Porter. Chris border. You know Chris Porter? Yeah. Fucking stoner. Fucking thin curly hair. He's very funny. But we're Miami Improv at the time. This was probably 2000 and it was a, an urban room black. Well No, no, because there was a lot of Cuban too. So, but yeah, maybe five white people that are scared.

Speaker 3:          01:46:06       Sammy Sosa, Cuban, 1993 or Sammy Sosa, Cuban, 2017.

Speaker 4:          01:46:11       Miami, Miami, Fort Lauderdale, dark. Not West Palm. My girls have lived first night I, I assumed I am getting fired. So I just go crazy. Took on. No, no, no. I went there throwing fucking empty cigarette packs at me on stage following Chris Porter who knew all the fucking recent hip hoppy things. He had all the current urban trends in Zack did he fucking destroyed and I'm up there like kind of knew with my anti authoritarian kind of point of view and fuck, vice cops have this fuck Nash. And he closed. It was right after. This'll probably dated when it, cause he was, it was when France wouldn't let us fly over their airspace. Yeah. If we say this point, that's the point. Being years later I got one of my best bits ever about nationalism out of that because he closed on fuck France if we had an to save their ass in two world wars.

Speaker 4:          01:47:15       And I turned that eventually in new one of my best bits ever because I would go up and I'd follow him going, yes, that's right. Chris bought there. That was the French coding you. Yeah. As Chris bought there, they're not. These are not door. Please help us. You. And it turned into that bid I did about nationalism. Where if we hadn't saved the French was at us, was at us guaranteeing routes in the trenches and Verdun was that you wouldn't be. I remember last night we were hammered. I don't remember saving the French. I remember we went through the drive through without a car. We did a lot of things, but we didn't save the French. You're talking about other people that did shit and you're taking credit for it. Nationalism does nothing but teach you how to take credit for other people's accomplishments. But the same can be said for rooting for the raiders, right?

Speaker 4:          01:48:09       Yeah, sure. Fucking warm boom. Right? Yeah. It's a very bizarre thing that we love to do and I think it's all connected to the. Why does home field advantage work? My fucking best idea. Affable so uncomfortable in that arena for all those other people. It's my best idea that no Billy Ball kind of people in the professional sports leagues are picking up on field a team of sociopath's because homefield advantage is one of the biggest things in sports. Home field advantage. If you feel the team of sociopath's that don't care about cheers or booze, yeah, there's no home field advantage anymore because these are psychopaths that don't care about cheers. They just want to win and kill. All right? That's not sustainable. You've got to shoot them after a couple of years, as soon as they start wearing diamonds in their watches, you got to shoot them in the locker room like what happened? What happened? How did he die?

Speaker 2:          01:49:02       Like W, W, w, Aaron Hernandez, that guy was a tinder. May Be eliminating the home team advantage for NBA players hating on it. The black man is tinder. I want you to consider the fact that a giant percentage of NBA players are people of color. You racist fucks. They're swooping into these white towns and banging all these white chicks and you got a problem tender home field advantage to make it easier for them. They don't have to go do work. They just. I'm sorry. I sorry, what? I say, come to the hotel instead of having to go into tinder. Tinder. Tinder. I'm sorry. I was just doing that for comedy.

Speaker 4:          01:49:39       Oh my God. If I was still a sexual being man as a sexual being, that's a Bernie Mac and

Speaker 3:          01:49:48       bad Santa Bernie Mac. Mac will be hilarious. Standup. You ever see Bernie Mac live? Mm. No. I saw Bernie Mac live at the comedy connection in Boston once and I was like, Holy Shit. He was. He was a powerful man. I mean his material was really funny, but shit, his delivery was like, like electric, like boom, boom. And His name of black comedian where you go. His material is great, but as deliveries under sold, um, don't say animals. Got a good delivery. Get this thing going on. He's my buddy Franklin Gi. Oh, Franklin at giant. The giant super low key with his delivery. Hilarious ideas and met him at the greenroom. Paul provenza wished that show is still on. Let's do the green room with Doug's hope. Well, podcasting is basically that. It is that as, but let's get on showtime for the fuck of it. Shit. So we can call her mom's show time.

Speaker 3:          01:50:54       Mommy and my mom's data. I forgot I said that right. I was. I was like, man, I feel guilty. Oh, it's stand up. Don't have to feel bad. I will call my grandma. My grandma's doing bro. Fucking Chad Shanky just came back from thanksgiving. He's like, uh, yeah. I had to go to my grandparents' house. Does he work for you? Does he know it's December fifth kind of fucking bullshit. Is this? Does that mean thanksgiving? Long time ago, motherfucker this work to be done? No. The point of the story was he was talking about being at Thanksgiving at his grandparent's house, who we revered and then how he brought his kid and his kids. Kids to globe, Arizona because he's not a family guy. Right. But then I started doing the math, like you have grandchildren and grandparents. That means the kids are going to meet their great, great grandparents.

Speaker 3:          01:51:47       Did you ever meet your great, great grandparents? Oh my. Almost all. My last grandparent died when I was 13 and both of my grandfathers were dead before I was born. My great, great grandfather on my. You were alive in the mud. Yeah. Yeah. Holy Shit. I barely remember though. Super Young. Really great parents. Great. Great grandparents are the people that built the stone that built this town before it was a town and this was all waste water. Well, my great, great grandfather decided to take his family from Italy to America in the 19. Well basically draw. That's right. Your mom's a Guinea better. Yeah, she's full on pop. Sorry. Yeah, she's full on Kenny. And uh, my father was half Italian, half Irish. The everybody was immigrants though from my mom's side. One hundred percent. My mother, my mother, her, her mother and her father, both from the old country. They see. We don't realize it because we're living in this weird fucking semi gentrified starbucks era of 2017. But just during my parents' time, people got on boats and they drifted from Europe across America and these shitty engines and they landed. I mean, it was like fucking decades after the titanic sank. These crazy fucks. They took the wildest chance ever. They floated across the Goddamn Atlantic Ocean to look for a better role in gut. Here on coach. Hey,

Speaker 6:          01:53:17       who from southwest? He was sitting right next to the toilet,

Speaker 3:          01:53:21       almost had a middle seat, but he finagled his way out of it to an aisle.

Speaker 6:          01:53:26       The boarding

Speaker 3:          01:53:29       group, a 15 through 30. I mean, this shit just happened. Our families all just got here. Even if you're third generation, that's fucking three generations. That ain't shit. It's nothing. Fourth-Generation fifth, shut the fuck Mark Burns who have been here since the 19 hundreds. Who Know that you just got here. Everybody just got here. I live in one of those towns where they, they, they love to say, Oh, I'm a native. Like, that makes you better because you never left and decided you wanted to be here as a functioning free thinking. Adult natives are the first people you discount was born hero. You just moved here. Well, yeah, because I was an adult and I decided I wanted to live here. You just didn't have the courage to leave and come back. Yeah. Sons of bitches fuck natives. It's not easy. It's not even that. Honestly, that was a native.

Speaker 3:          01:54:22       Not Native Americans. I know what you mean. They don't know where to go. They're drunk. The busy people don't know where to go. You don't have to go anywhere. Just make the place better. But the Vegas Vegas is one of those. Any city that is a only alive and thriving because of tourism, but then they take a stand because I was born here. Well, Vegas, Vegas, Hawaii, Hawaii does it with white people a little bit, but it'll knowing why they hate tourists, but if it wasn't for tourists, you're fucking farming pineapples. Are you finding farming pineapples? Are you selling crocs somewhere in a beach resort? Are you doing massage therapy? Are you doing chakra healing or are you farming pineapples? Because without tourists, you're farming pineapples and hoping Captain Cook's descendants come back and offer you some gifts, or you're eating fish that you just caught with a stick and you're trading money in the form of shells on a string. Right? That's okay too. Like why is bitcoin okay? But shells aren't good.

Speaker 3:          01:55:31       How come we can't treat you just paid me in shells to be here. Yeah, that's what I'm going to give you. Lumps of salt too. There were little lumps of salt and chocolate and the chocolate. Gold coins and ketogenic cookies and Stevia drinks. Stevia drinks. Okay. Over there. Let's do some ad copy. God dammit. What's up? Okay, I'm fine. Alright buddy. I want to ask you this headphones. Hang on. Joe Rogan was just in right before I shut off my phone. Giant. Now. Oh yeah, please order the book. You know what? Let's take a minute so people can go online and order. Doug Stan hope this is not fame. It's got awful stories that in the current climate, if the publisher read it right now, they'd go, we should probably pull this because. Yeah. So if you find it folks, everyone else is getting fired for what I'm celebrating, having done worse, copy it, copy it down and make sure these monsters out there.

Speaker 3:          01:56:32       Don't take it off the Internet. I have. I have the. You have the new beautiful space here. Thing. Endless yards and yards of space. The Wolf, you have the giant wolf out there. When you walk in the door there. Is that a Patrick Mcgee? Yes. Goes to ride. You know Chaley. Remember when I used to pit my tour manager against your red band, Greg. He's. Yeah, he's my guy. He loves. I love him. On Your podcast. He, him and his twin brother do that for a living. They have their own ghost ride productions, which is a huge hot. They make this shit. Patrick Mcgee that did your woolf works for Greg Chili's twin brother. That's a ghost ride productions if you want weird shit like that. Joe Rogan, I hope you're a loyal sponsor now. I've only ghost ride productions. They do all this shit. Shaylee does the. He does a haunted house at the in the front yard in Brisbane.

Speaker 3:          01:57:35       He does haunted front yard and he brings all this shit down. Every Halloween is so geeked up to do it. The only thing is maybe I want it to be one of these guys when I was a kid too. That was a huge star wars fan to the point where I wanted to be like a Rick Baker. I wanted to do that for a living. And uh, Pat Mcgee was on the podcast and we're both huge fans of an American in London. That's a biggie. That's right there. That right there. He was on the podcast a few years back and uh, I, I found the American Werewolf in London that, that a cop, what it is, is a, it's a replica of the thing that's in the movie and Pat sells it. You can order it online and he, um, he builds it, but it's like the real exact scales, like one and a half times the size, the real werewolf, the Werewolf, a smaller. My werewolves bigger. I just texted when we got here today, I texted a picture that, that to Chile and he goes, oh, that looks like a, a. I go, hey, how's this for Halloween? Two thousand 18 for is haunted Yardi, doesn't Bisbee, and he goes, that looks like a Patrick Mcgee. He's done work for my brother. I. Wow, if you called

Speaker 2:          01:58:42       that and Joe Rogan, you fucking amazing. He nailed it. I think I had to correct myself. I said it's a one and a half times larger. I don't think that's right. I think it's more like 40 percent larger or something. Now that I think about it, I think I'm confusing it with something else, but the the copy that he makes is definitely larger so he could work on the finer details. There's like blood on the teeth and the hairs. It's all yak hair around the head and it's all synthetic shit in the back, but that's, that's his work. But if you look at like the blood around the teeth do. Here's the thing, man. Fucking amazing. I get great pleasure every time I come to work and I look at that Werewolf. I fucking love it. I love it. I love looking at that thing. I love the fact that I'm a fucking grown up

Speaker 4:          01:59:24       be used for anymore. I smile all the time. Yeah, yeah. Well you were showing us some shit and you just smiled like, wow, that's so fucking rare smile. You used to be a lot angrier.

Speaker 2:          01:59:37       I like it. I got out of that. You know what it's like we were talking about before. It's like, what do you use in your energy on? Are you using your energy on being upset at things and being in this constant sort of like a momentum of being upset from the past that you never stop or do you figure out a way to like hit the brakes? I go, okay, why are we angry? What are we getting upset? Why don't we just take all that cave man Shit and just go smash some punching bag and then come back to reality and be like really relaxed about it, but do it purposely like have some sort of intent behind it to eliminate the demons and I figured out how to do that. Somewhere along the line.

Speaker 4:          02:00:15       Aging helps a lot, but it's not

Speaker 2:          02:00:19       just that it's not aging as far as like decay, it's aging as far as information. Right? Like I was talking about like if you were. If people figure out a way to make humans live to be like 900 years old, would it be fucked up if you had sex with 50 year old people like you fucking asshole. She doesn't even know any better. It's only 50. She's basically a baby.

Speaker 4:          02:00:40       Did you treat him like that until they're 50 and say you're not an adult. I know. I know. You're 12. You can have a baby right now. Nature has said you are ready to actually procreate, but we've legislated that you can't be an adult until you're 18, so for the next six years we're just going to treat you like a baby.

Speaker 2:          02:01:00       That's an unnecessary burden for the boy and the girl and the lack of

Speaker 4:          02:01:05       you're, you're, you're, you're telling them every feeling that you have naturally is wrong. We're not going to explain that to you, right? Because we want to give you a good childhood. You shouldn't have to deal with all these adult. Well, that's what their body's telling them, so you better be honest or all of a sudden your kids fucking a 38 year old producer. Well, it's also

Speaker 2:          02:01:29       problem with like looking at children as being different than a person and it's like, no, this is mine. I made them. You are not going to like boys Michael, you, you're going

Speaker 3:          02:01:40       to like girls because you're a boy and you're going to carry on the Harris' name. Okay. I'm would, I would have a kid just for the longterm practical joke of raising him gay, lesbian, Youtube and say I was just trying to. Who just had a kid and know he's trying to pitch them this. Brendan, Brendan Walsh like, just go and just act like you're raising your kid gay and you know when you get older to men, meet each other and just say this to a baby. I think you could easily in this is gonna sound fucked up. I think you can easily convince a young kid that like, sex with males is normal if everyone's doing it. No, no. The idea was you have to still sex shame the kid. It's only okay to be gay once you're married, after you're 18, but you're gay, so these are doing. You're married to a girl or a guy. The end game is the kid has to eventually, when he's 18, come out as straight to his parents and that's a problem. If you have really progressive parents are like, dude, we got Super Street creds for you being gay. You piece of shit. Do you think you can be straight but trends you think you're willing to go there?

Speaker 3:          02:03:03       They'll sit down at the table of Progressive Brownie points. We were really happy about you being gay, Michael and you being straight is frankly, it's a big bummer to our social system. It's like they're going to think, here's what we're going to work at the law firm, they're gonna think we shamed you out of being gay and that's simply not the case. We have. It's so easy gel where we can sit here with white privilege. Yeah, we have. We're not like Sam Cedar Comedy Privilege, which we have in droves, which is way more way better diamond elite status than just white privilege. We have comedy privilege. It's true. They're just kidding. No, we're not, but it says comic. Okay. If you're going to get comfy about it. I was just kidding. And then it's all golden. Well, years clearly kidding, because you're not saying it's specifically in a form where they trying to disseminate information.

Speaker 3:          02:03:59       He try to be funny as well. So you'll say extreme things that don't necessarily represent your actual viewpoint just because you want it to be more hilarious. If Sam Cedar were funny all the time, rather than that one tweet who'd be fine. Sorry Sam. Brightmore. Jesus. It's true. But we have the luxury of having a social circle that is very tolerant to the n word degree tolerant in a green. Wait a minute. You can't say nigger word degree. Oh, that was yesterday. I. It doesn't even make sense. It sounds like a gratuitous use of the N. No, I was saying that in a green room when it's just comics nigger, retard con, diked fucking everything flies. Yes, and when it doesn't, you get super upset. Like if someone says, ah, she's a con, and someone goes, hey man, really shouldn't feel upset. What you say, you're a cunt to a feminist comedian in the confines of a Green Room.

