Speaker 1:          00:00:01       Five, four, three, two.
Speaker 5:          01:19:19       goes on about that, but with the antibiotic for how long that long, but then she tried to continue the conversation after. It's obvious that her vibe haS changed. When I was in, she went from, hey, was that enough today to a very dry. Oh, so, oh, she continued the conversation. That's not good in this kind of drive. Weird, wet what she said, oh, so you're about to go on this tour with nas and lauryn hill, how do you approach the shows differently? But it's obvious that she just kind of asking them so that you, you. And so I was. So I didn't,

Speaker 3:          01:19:53       I answered it and then she pulls out her phone and she was like, oh my friends over there. And then, uh, she, uh, she, she like goes like this, him. And then I'll just said, all right, I'm outta here. I just walked off somewhere else. But then it was such a weird experience that the comedian in me was hoping she was doing some weird andy kaufman bit because that intense, it was just super weird because everybody was. EveryboDy else was really chill. I, I wasn't even having any network and discussions with people like that there and everybody else was really chill. I don't lIke talking to other people that did that really happen. And so I saw her later, like a couple of hours later I said was well you doing a bit. Was that again? And then she tried to play it like she will, but I could tell she was like, I had to check, you check me for what? And so, but she was really into collecting people. That's what she's really also, she was a interacted with me based on who else she's dealt with in her past versus just interacted with me as an individual. So she was just super salty and I was just so ironic that at this beautiful black festival, the only person beIng weird backstage is a white woman in her forties.

Speaker 4:          01:21:25       Taking that as a sign of disrespect. It was crazy and you must've felt like as soon as she said that like, oh, this, this definitely was the right move. Not to give you my number because you're fucking crazy.

Speaker 3:          01:21:35       Yeah. It was just more like I was wondering now then after I was like, it was mine because sometimes I give, I give random people my number out, have like random I've given, but I don't know what. I don't know. Maybe something that instinct, he knew it just gave it to her, but I've given people in my email before too, but it was just, it was just. Especially since I was super high, I was like,

Speaker 4:          01:21:59       well see the thing is for business though, email's the best way to contact people because you can 100 percent or you can email somebody at three in the morning. It's nothing. Well, yeah. Not only that you can like if you say, hey, we're trying to work out the logistics for this thing in february between February 2nd and fourth, tell us your availabilities so then you can sit in front of a computer and look at my calendar first. My birthday. Happy birthday. Thanks. Look at that shit and you can go, oh, okay, well here's what I've got and you could we. It's, it's clear. It's more having a conversation over the phone that I got to remember. I've got to write it down. Hold on. Let me get a piece of paper or let me dictate it into my phone. Like that's less effective. Especially. It was fucking bitch, but it's a crazy man. It's crazy people out there, man. I've, I've met men and women that do that. They want your number. Then if you don't want to give him your number, they get upset. Well, the reason why you're getting upset is the very reason why I don't want to get my number. I don't want as we live. Yeah. You too excited about getting my number. Someone's got excited about getting your number. You shouldn't give them your number. Yeah, she started name dropping and shit. Fuck that. As soon

Speaker 2:          01:23:06       as they start. Name dropping out a second time. I've done stuff. I'm putting on events for obama. Yes. Call obama right now. Wake him up. That's cool. That's really great. Did you did that? But donald pence for obama, dId obama give you his number? Crazy asshole like obama's given out. Hey, text me anytime. No matter what's going on with the 7 billion people in the world that I'm handling.

Speaker 3:          01:23:30       Yeah. Well maybe she's a troll and she knew that she was becoming a podcast story. Is she that I like to make people. Sometimes I like to make people more calculated than they are. That's like some illuminati shit that's like. I don't think so. I don't think so. I think she's just crazy lady. Just a weird show. Business lady, you know, just a crazy lady. Have you completely.

Speaker 2:          01:23:57       We moved past all the cosby shit or do you still take grief for that?

Speaker 3:          01:24:03       That grief? No, I've uh. Well now you're vindicated. I was sort of a grief. It was just where I would, uh, before to talk about it in situations I, they want to. And also it came out the joke, uh, and that video came out right before we were starting the rollout for my comedy central tv show. And we actually people on, we pushed back my announcement because they're looking opportunist. That news was that crazy that we pushed It back by. Maybe he pushed it back, the premier announced by a month or two because it was that and so, so even though I had my comedy central deal in place this since 2012, I had an all around comedy central deal is. So then when that came out and then I got my show with, well then my show was scheduled to go on the air.

Speaker 3:          01:25:05       It looked like, oh, he did the cosmic joke and then he got a tv show. It's like, no man, this is like my fourth development deal and this is finally to show that I got. Isn't that funny how things work here? But. So that was, that was the thing where instead of, uh, instead of just having this show that I was able to, it was this energy around it, you know, and 2005 july or early 2005. It was this energy around it where if I was going to do press around that time, they were definitely gonna. What year was it? This was 2015. Two years ago. Two thousand five. Sorry. Yeah, 2015, uh, and uh, that show in philly was October, 2014, so yeah, it just kind of really affected the energy around it and as far and, and my m one and an eagerness to do a lot of press just because I knew it was going to come up and I was just like, I was so uh, that was that.

Speaker 3:          01:26:12       I'm not saying that that's the reason my show's not on anymore at all. Excuse me, for people like your show sucks. that's why I like doing the show. I did, I did like aspects of it. I liked the activity part of it was always something to do, you know what I mean? If you like, if you, you face up to show you gotta write, you gotta edit, you got to get the writers to do stuff. You got to um, you know, deal with costumes and it's always a task to do. So. I like just the, that I know for that whatever, what, four months, three, four month period. I was never bored during that time doing. When I do movies, I'm hellebore yeah, I was like movie just because it's no use. Just sit arOund and you go say some stuff. It's like baseball. It's baseball.

Speaker 3:          01:27:06       It's absolutely baseball. If you talk about a 12 hour day that you spend on a movie, shoot is actually for me, 45 minutes, an hour of actual acting and shit and I mean with me maybe 10 minutes of actual acting because I'm not a good actor at all. I'm just saying words, but yeah, it's just shit. It's just mind numbingly boring. But the finished product, the finished product is, it's cool to see and it's dope to be a product, but we're doing it. The director has a lot to, you know, he's moving around and he got a lot of shit to do and so he might yet. But uh, yeah, doing that shit. It's boring. It's very boring. There's no other way to do it though. It seems like it's always that way. Uh, I think it depends on the budget of it. When they got money to burn, then they got time to burn also doing an indie movie, then they ain't going to keep it going.

Speaker 3:          01:28:05       Gonna keep that shit moving. But then yeah, if you're doing a at this one movie band of robbers that's on netflix and it was Just, you know, we were active. What is that? It's a uh, it's time sawyer and huckleberry finn, but in real, in real time, like in current time. Uh, yeah. So I did that and that was, it played a few scenes in that, but it was quick. It was no wasted days. You know, sometimes you go to a movie set. They were like, yeah, get here at 9:00 in the morning. You get there, go through the whole shit, get your hair, make up, get your clothes on and sit around and just sit for a full. I sat for four days full days and then do like, what was the, what the fuck was the plan? They want you there in case they get through a scene, we move onto the next one. Not even anything. When you were like, no, we're not gonna you not know. Do you good for the day? For the whole, for the whole day. Who planned this out

Speaker 2:          01:29:10       now when you were doing a tv show? How many months ago? You said it for like four months. Uh,

Speaker 3:          01:29:16       eight episodes. So it's two months of shooting and then a month or a couple months of pre. Pro? Yeah. And do you, you enjoyed it? I did enjoy. I Just, yeah, I enjoy it. I want to do a. I'll probably do something on tv next year again to a show once I get the idea right and figure out exactly.

Speaker 2:          01:29:34       You think you'd do comedy central comedy central needs to show a. They need something.

Speaker 3:          01:29:39       I do somewhere I'm going to. Do you know what the best choices. I had a good relationship over there still. Um, but we'll see. We'll see what it is.

Speaker 2:          01:29:48       It's so hard to do those things because you got to deal with so many other people. Get so many different cooks in the kitchen. Executives, all these different people hanging out.

Speaker 3:          01:29:58       Well part. I mean they will, they will pretty chill. They were, they would, it was, it will be weird aspects and just weird things that you think you care about this. It'll be a weird line, like why don't you give a shit about this line so much, but they'll let other shit go, but he'll sometimes give notes on something that a st pretty insignificant to me.

Speaker 2:          01:30:27       Yeah, I think a lot of times they just want to justify their existence. They want to justify their paycheck and have some sort of point of view. Even if it doesn't make any sense, they just want to add to it. Yeah, tweak it a little bit. That was my idea when I guess he took his hat off and made it a little nod. That was my idea. Yeah. conference calls is because everybody feels the need to chime in on the call. I've been on conference and I'm like, why am I

Speaker 3:          01:30:51       on this? This? I don't know if I've had a. I don't know if I had a conference call where it just felt really good.

Speaker 2:          01:30:58       F, like website. That was a good conference call. I'm glad I did that shit. Never had a conference call one time I canceled the show. I was supposed to do a, um, a comedy central standup special under the old regime and um, we had a conference call and they went, they had like a transcript of my set and they were going over the material and they're like, well, you definitely can't talk about this in you. You can'T say this. and you can say we got like five minutes into the conversation. I go, stop, stop, stop, stop, stop. I'm out. Go am I doing this? And they went, what? I go and I'm not doing this. I don't want to do this. Like there's no way I go, you guys are butcher and everythIng. I go, this is my ass. You know what my act is? You want to cut things out and change things and you like, there's no way this is not happening. Yeah. So thank you though. Appreciate it. And they did. They did. They were stunned. There was a, it was one of those stun conversations. Like what? I was like, yeah, I'm not doing this. Did they? Did they flip though? No, no, it was just a straight up. Well, I, yeah, I was like,

Speaker 4:          01:32:00       we'll go on somewhere else. I'm like, this is crazy. Because one of those conversations were there. It'd been, there were super resistant to controversial shit. This is a, this is what, a few years back. Like I wish I could remember late nineties. No, no, 2005 ish. Six ish. I winded up doing actually a series a. I'm a, I'm a special on netflix that went to showtime. That was 2005, so that's where I wound up doing it. but the conversation on the phone was just like, what they were going over the material. No. Okay. We're gonna have issue with this. You can't say that. He definitely can't say this. I'm sorry. This is just those doing those specials on tv. It's such a bad idea anyway because they're always all broken up.

Speaker 3:          01:32:44       Yeah, yeah. It's, yeah, it's especially for stories. I did my first two with comedy central and they were, they break up your store and you broke up a story. longest story and my second one, if I'm not mistaken, but they all netflix now and they're full, but yeah, they would. I mean they got a. That's how they paid me is that they fucking cell bodies pray. I got to take another piSs real quick. Too much water to drink. Four bottles of water. You might be the new water champ. I'm not going to sit outside to austin. It is 110. Yeah, it's crazy hot here too.

Speaker 4:          01:33:18       It's so hot that I went running and it was burning the bottom of my feet through those five finger shoes. You know? I wear those really thin trail running shoes. Those vibrams that everybody tells me he's gonna. Kill me. People hack like you're gonna die. If you were. Those things look way I tell people, I'm like, dude, you a class action lawsuit. Eastern studies are terrible for you bro. They're not. It's just your body is used to wearing a cast on your feet. Listen to everybody that's worried about those things. I swear If you just use those things and walk for awhile and then like where I'm a little bit and then eventually build up to running with them, you'll be fine, but you have to strengthen your feet. I'm neil brennan said he got plantar fasciitis from running on a treadmill. what those things on those vibram fivefIngers shoes.

Speaker 3:          01:34:09       Yeah. Those are the ones that really stick to your feet. Toe shoes.

Speaker 4:          01:34:14       Yeah. I run with those and they're better for your feet. It's like your. Your foot has to be strong because most of the time when you're running, you're running with running shoes on like have you seen the average pair of running shoes? They have a thick heel and what happened is nike. I think in the seventies whenever they came out with these things, they literally changed the way people run because people started running in, landing with their heel because that's where the big cushion is changed the gate, the natural human gate and to put way more pressure on your knees and people started developing all these issues because of that. The real way to run. It's supposed to. You're supposed to run on the forefoot like landing on the ball of the foot and let the natural structure of your foot decelerate your stride. That's what you're supposed to do, but most people's feet are not conditioned for that because we wear these thick ass sneakers everywhere and those things act as it's like wearing a cast everywhere.

Speaker 4:          01:35:05       That's how it's been described to me. So over the last four or five months I've been running with what they call minimal issues, so there's almost no cushioning. It all. It's very thin and I was saying that it's so hot out that it was running in these things and the bottom of my feet got hot from the just from running on the ground. The ground was so hot. It was it starting to melt or something. Today I could feel that I could feel the heat through the bottom of my feet was hurting. It is actually like burning the bottom of my foot, which by the way, people, if you have dogs, be super fucking careful. Your dogs outside because you're walking your dog on concrete. You could easily burn the shit out of your dog's paws.

Speaker 5:          01:35:41       Just the other day. I just had looked a little bit into it. Uh, the painting, different sections of a asphalt I guess here with, I don't know if it's like white.

Speaker 4:          01:35:50       Yeah. So It's a heat absorbing color instead of black asphalt. Black asphalt apparently just absorbs the heat and reflects the heat. Radiates it around. Yeah.

Speaker 5:          01:36:02       This is, was dropping like 10 to 15 degrees almost immediately. I was her here. You got 12 degrees just after one coat. YeaH, I've seen that. That's amazing. That's great. And all that as hard as I saw in one article, but it's like 120 degrees. It was getting some places like off sunset boulevard and la, like just in the middle of the day when it's like 85 outside, 90 degrees outside. Makes sense. Really, really extra hot. Yeah, it totally makes sense. Yeah. In all of la is asphalt basically to paint that shit stupid. Yeah. This would change maybe maybe a little bit on your feet. Oh yeah. But you run it on

Speaker 4:          01:36:34       running on dirt. So I'm running up hills, but uh, it was so hot. It was the first time it's ever like, burned the bottom of my feet. Like I could feel it. It was hot. I was like, jesus, I'm not a uh, I don't really jog, but I'm a good judge of form. Are you? I just like a running coach now know if I could coach, but I could just, I could definitely tell you when you're wrong because I see some people like to heavy footed, heavy footage, bad when most people are running on their heels. I see people running and I'm like, wow. It's crazy. When you look around to you look around how many people are wearing shoes with elevated heels? You're like, wow, that's kinda nuts. It's kind of not telling me people just got accustomed to wearing those kinds of sneakers and running

Speaker 5:          01:37:19       people are running basketball shoes or something too. That's lIke, you probably shouldn't be doing that.

Speaker 4:          01:37:23       I think you'd be better off with that. Then you are with running shoes. Just don't land that way. Just to land on your heel. If you went to the ball of your feet basketball shoes, I think she'd be fine, but what the fuck do I know? But you know, I'm running with some really. I run all knee with those. A five finger shoes now or with um, I wear these morels too. They're called vapor or something or like the real thin, too minimalist. Do people ever try to read it? But people probably still will attempt to stop you while you jog, right? Yeah. But I don't do, you can't.

Speaker 4:          01:37:57       That's so crazy. Like I'm in the middle. You're literally going to interrupt a workout. Looks like I've had people come up to me while I'm on the treadmill before, like, hey man, can I get you? I get a photo with you. like definitely not. Now people do it. If you can have a mouthful of food, you could be eating food. I was cutting food up for my daughter and this lady asked me for a picture. I was like, are you crazy? I'm feeding my kid. Like, this is just. People just don't give a fuck. They want to adorn their facebook with something that they saw on tv once. It's weird.

Speaker 5:          01:38:29       Not even printing it up. They don't care. Not even really pregnant usually.

Speaker 4:          01:38:34       Well, they don't even want it that much. It's just like they have a phone and like. It's like if you have a gun, you want to pull the trigger. YOu have a phone and you want to take a picture like how many people do you see at the 4th of July? Taking videos of fireworks. You are never going to watch that fucking video. Who the hell is going to watch a fireworks video like how sad is your life? Have to get where you all have anything better to do than be sitting there watching little lights go off on your foreign screen.

Speaker 5:          01:39:02       Hey man, airport layoffs are real dog. Is that what you do when you're sitting there? LaYover. You know the person that did it. You know when you like. Say you got to lay over in salt lake city. You delayed by five hours to go through your videos and delete all the fireworks once that's clean up. Yeah. You're eating up a lot of gigabytes. You are. When you look at it, you realize how much bullshit as you put shit in the cloud. Yeah. DO you do? I shouldn't know. I know even when I do it, but it's nothing too, too risque. There's a couple risks, but my face isn't in there. That's one thing that's just, you know, face. Would you, uh, I think I asked a friend this yesterday. What would you like, let's say amazon started a g-mail competitor. Would you just like, not just jump over, but like wouldn't it be a good thing maybe to just start fresh with all your email and be like, eh, what do I need that's 20 years old in my emr, 15 years old? Oh yeah, for sure. I don't want it. I want to see it.

Speaker 4:          01:40:06       Definitely. If I look at my email on a daily basis, nine out of 10 things, I get her bullshit. Nine out of 10, one out of 10 I need. and those people, I would just give my new email address anyway, like already did that pretty recently are just changed his email. I'm like, it's good. Move, uh, chAnge your phone. I changed my phone. That's a good move to having more than one phone is a good move to having a phone for people like that fucking lady at that thing was your number. Okay.

Speaker 5:          01:40:33       I don't know that number by heart.

Speaker 4:          01:40:39       I just remembered my number right now by heart and I'm about to change it again. Yeah. Yeah. Just I liked not knowing until I don't care as you know, what else I'd like to. I liked that my vision is going so I can't read things. So like when, uh, when I, if I get like an email or something like that, like I can go. What does it say? Uh, okay. I don't feel held to like read the whole. I don't feel compelled to put my reading glasses and go into depth. I just look at it too. Quick glance. Don't need to pay attention to this as some bullshit. Yeah. Think about some important things.

Speaker 3:          01:41:12       That's, that's a, that's like old man and flaky. See that shit. What's that fucking newspaper? Damn game on? yeah.

Speaker 4:          01:41:24       I don't give a fuck. I'm practicing not giving a fuck. I've always been good at it, but I'm like actively working on it harder and harder more now than ever.

Speaker 3:          01:41:33       It's tough, especially if you're in you're thinking about is tough nuts to not give a fuck, but also be very aware of thinking about the audit time where you have to you if you saying you don't give a fuck, you do give a fuck. [inaudible] you making the choice to be like, I don't give a fuck, but you still do give a fuck. You just like, I'm not going to react in a way as somebody who gives a fuck, but I give a fuck.

Speaker 4:          01:41:56       Yeah. Making a choice though. You know what it's like. It's like I'm pretending I don't give a fuck by saying I don't give a fuck. Yeah. I'm like putting that out there. I'm like making a conscious decision to not give a fuck, but in doing so I'm giving a fuck about not giving a fuck. Yes means you give a fuck.

Speaker 3:          01:42:12       You know who don't give a fuck who locksmiths wise that they don't get locksmith confidence stop. Why don't think of it? Because they can open any door. Because they can open any door and you called them about the laW. I mean, I guess they have to eyeball it and see what it is, but I call it like I've had. I wAs locked out of my In new yoRk and I'll say, uh, come through and tell them that I'll Be there iN five minutes. Once the price, I'll let you know when I'm there. Like, that's confidence, right? I'm gonna tell you when I'm there Because you need to get into your place. That's true. And yeah. And so I've, I've, uh, I've sent locksmiths away just as an actor, too much money, just as an act of aggression. Yeah. When he was like, it's this much. And I was like trying to talk him down and he wasn't having it and he was like, so and I was like, it's fine. It'S all good. And I just sat in my hallway foot. I think I went to the bar a couple of doors down just called another locksmith. How much did you save? Not worth that time. It was good for my spirit. Now

Speaker 4:          01:43:20       did you get a vibe off that dude? Like you sort of, you had a vibe off that lady didn't want to give her your number.

Speaker 3:          01:43:24       There's lIke a five. I just, I think it's just a, cause I've, I just see how quick they can do it and I'm like, I could do that in, you know, like they, they do it in maybe 20, 30 seconds sometimes and I'm like I can learn how to do it in the five minute version of that, how fast they do it and so it makes me, when I see how they do it and it pisses me off to know that he can just break in my shit at anytime and that he's just charging

Speaker 4:          01:43:52       me an arbitrary price because this market is kinda, you know, all over the place. Yeah. Well I guess they have a skill and should get paid for that. Absolutely. Right. So like what, do you remember how much money? It was a hundred 50, let's say a hundred 50. Oh, how to just give him the money. I don't. I'm probably. Yeah, but you like, like you, you, you gotta enjoyment out of saying no.

Speaker 5:          01:44:20       Yeah, because I think he, yeah, I think he's used to mfa would be like short and I'm like, you, well, you know what, you got this skill, you can break into people's houses and shit. I've seen people do this shit fast and I don't, I'm not having it live on a block. I didn't want a black widow, but I'm not in a suburban area. My block in, uh, in brooklyn and williamsburg, I got one of the most lit blocks in this shit to do. It's Just, yeah, it's like four bars just on my very block. Oh, I got time to kill. went down to my local and a play some skeeball hung out. Yeah. Well now how much did you offer to take off? I don't remember the specifics of the negotiation, but it was a very nominal amount. He bought me nothing. Yeah. And he wasn't really budget and shit. Yeah, it was Just, yeah,

Speaker 4:          01:45:08       insight into the mind of hannibal burress. That's how my dad was. Three apartments, rent them out with the airbnb, $700 watch. Big spend. No car, no car won't pay for a locksmith, will pay for a locksmith. Did pay for a lot, but not that one. Not that one. Yeah. How much do you think you saved on the second locksmith?

Speaker 5:          01:45:29       Macho man, but drake money and had some drinks at that bar. Twenty to 30 bucks.

Speaker 4:          01:45:36       Yeah. I kicked in my door once, didn't have my lock, did not my key. Will you with the family? It was just, you know, I was by myself when I was a was pre cell phone days. oh, okay. I thought front kick the shit out of that door and call the dude. yeah. It was like, what happened? I was like, yeah, I didn't have my key. I had to fix the door jam the whole day. That, that little metal thing, that. The thing that waS all bent and fucked up. It's amazing how easy it is to kick open the door. Like when you see those dudes banging their shoulder against the door. If you've got a solid front kick, there's no way that door survives. They just open you. Unless it's a pull for you door. If it's a pull forward toward here, fucked like you got to be able to kick through the door or you have a hard kick butt at a push open door. Super easy. They just open up,

Speaker 5:          01:46:27       you know, you said she was solo solo when you did it, but the, I just still have a locked image of your family with you while you pick up to the door. And the kids like,

Speaker 4:          01:46:39       well if they were crying, they were Crying. I would. I kicked open the door once on a set of news radio and we blamed on the band anthrax. Oh, it wasn't, it wasn't part of a scene. It was just, it was a door to the break room. We were drunk and uh, I was with uh, maura maura tierney and she was like, god, I'm fucking hungry. I want to get in that break room. And I'm like, I can get in that door. And she's like, how are you getting in the door? I go, I'd have to kick it open. She goes, you can kick open that door. I go, yeah. And she goes into it like, all right, here we go. Boom. I just kicked the shit out of that door and it bent the fucking all the shit that like works inside the door. Yeah. And then. But it was so worth it. Is this very shady though to blame it on? That band was wrong. They weren't. They were working on the set that week. They were on the episode with us

Speaker 5:          01:47:27       to this day. Is this an nbc universal? I think we're on sunset gower at the time, I think.

Speaker 4:          01:47:33       Yeah, I just stopped the whole net door. It was a big old metal door to. Did you use to add those guys? Sometimes you need to do some scenes drunk. No, no. This was after the episode. It had been done. So pixilated is that? Yeah, that's them on the derrick. Cool guys though. I hope a production didn't call them because we just were like, who? They were like, who fucked up the door. LIke who knows? And they're like probably that fucking band. Like hm.

Speaker 5:          01:47:59       Probably

Speaker 4:          01:48:00       I would guess it was that band fucked up a door for like $10 in potato chips.

Speaker 5:          01:48:07       Yeah. I was wondering what the, what the take was just not much. Just some chips, snack foods, whatever was available. Good in the moment. Oh, did this. To be able to do that? Feels amazing. Yeah. To be able to kick a door open. My buddy as our gave me this tip about, uh, like when he goes to the movies, he's ordered as a kid's ticket and because the people taking the tickets, they don't look really. They just look at the theater number and a movie. Right. And what I did it the first time it was two tickets, are you saving for bucks or whatever for some change. BuT it felt amazing. It felt like it felt like I'm in any heist, you know, it felt really good. It's like, yeah. It's like don't look, don't look. Yeah. The girl didn't want to do that shit.

Speaker 5:          01:48:59       She was like, why are you doing that? So you're with a girl, you can't do that with a girl. Yes. You can just show them who you are. This is me, I am unreasonably cheap. This is who I am seeing a moVie together, setting the stage two. So like when that prenup come, she understands she's not going to go. I can't believe you brought a prenup. Yeah. She was like, of course, you know me, I cheated them. Any theater to pretend to be a kid for four bucks. Exactly. But that four bucks that sending you, you know, since your brain into a great place, a lot of women really get upset by it. But cheapness, yo, I, uh, I was actually, I was out with this girl in and

Speaker 3:          01:49:47       we, uh, we went to this club, she was driving and we parked in this parking lot. It's like one of those situations where you park in a parking lot. It was a dentist office, but now somebody is charging for it. And so my Immediate question, like five bucks for the parking spot. Right. But my immediate question is, does he, is it, do they have a deal with this dentist office or do they just charge at night for people to park in his dentist off? Because you're not the dentist. Why can you come up? And I was telling him, I'm like, yo, I told her that I was going to say that before we got out the car. I was like, I'm gonna. I'm gonna. Ask him if he's a dentist. I'm not gone. And she was like, and then we'd get out. You're not the dentist. She was like, what the fuck is calling? She was upset that you actually did it. Yeah. And so I was really about, it'd be like, what? Like what's the chances of it getting told like I was really not because of the, I think the cheapest was a part of it, but it was genuinely I wanted to know the reality of the situation. Right. And did they explain to, you know, I just, she was getting upset and I just paid the $5.

Speaker 3:          01:50:56       She got real upset. Not upset, but enough where she wasn't. We didn't have the same sense of humor and a frugality, whereas she, we weren't on the same wavelength as far as that interaction. So she wasn't rolling with me. That trumps a lot of women crazy. Find out that you cheap. Yeah. It was supposed to be bold, like that's one thing that women like that I feel like when dudes make it rain, right. You throw in a bunch of money in the air, you don't give a fuck. There's something about that that like, it's exciting coming up out that strippers like that, but the average women won't like that. Right. That's true. It's, but it's a male move. Talk to make it rain as trip couples a total mail move. Right. It's a saying that you don't give a fuck about money. It's chuck it up in the air.

Speaker 3:          01:51:41       I mean, there's a lot behInd that. I haven't bought out in the strip club like that, but I think the most I've spent in the night in the strip club is maybe 800, something like that. Uh, Which in atlanta is. I spent two months In atlanta this summer. That's pretty low. You know, there's some guys that go and just have 10, 10 grants such and such. This rapper spent 20 grand in the strip club, which is, it's shocking and frightening to me. Uh, yeah. Lana is famous for that, right? Yeah. It's great. Strip clubs in atlanta. I was just there. I was there friday. I was at the tabernacle. Yeah. It's a fun time, man. City man. It's a city. It's a, it's a, it's a good night life. And, but yet the strip club where it says it's a spectacle, you know what I mean? So you just. I mean it's fun, but I went there a few times. Who's throwing money? Who's at a 21? Savage. It's 21 savage, young thug. They are on a stage. Maybe they did a song or something, but it's just

Speaker 5:          01:52:46       a throw money on everybody. See it says. But that is a thing like the flamboyance of not worrying at all about grinding to the point where you just throw it up in the air. Yeah, it was a boxing girl with that. mIght be, that might be king of diamonds. You don't want them. Me on paper. I said atlanta because atlanta up around. Uh, yeah. It's some of the strip clubs. They have girls boxing and king of diamonds in miami. I went there once on a monday. They have girls boxing. It's a huge strip club. I don't like my strip clubs used it over with, I like my strip clubs, kinda like dive bars, like a certain strip clubs. If you walk in and you throw up a couple hundred dollars, like you can kind of take over the energy of the place. Uh, like all the strippers and started coming to you and shit had a small point at a smaller place.

Speaker 5:          01:53:43       King of diamonds. That's where rIck ross hangs out like that. Yeah. Mayweather through something. Then I can see that chemo, diamonds and it has a basketball court. I think we talked about strip clubs last time we were here doing happened. Uh, when they have a basketball court in there. and a barber shop in the strip club. Yeah, a barbershop and a basketball court. Why they have a basketball court? Because sometimes before you want to just get your endorphins going before you throw out of money, I guess. Or maybe the strippers like to play basketball. I don't know. Weird. Interesting. But it's a. The music is great. That's a weird strip cup too because the girls were close. What's going on? I think this is the preamble. This is the youtube version. To get them warmed up. You want to go to vimeo? You can see the, uh, the real deal.

Speaker 4:          01:54:40       Oh, does vimeo show nudity? Yeah. No, it's interesting. What's the rules with twitter? Because I follow some porn stars. Yeah, they, they show full on fucking,

Speaker 5:          01:54:51       uh, I think that's it. You could do it. That's amazing. Sometimes I forget that I followed pornhub on twitter and then I'll be scrolling through and it's just a gift of some, just some part, but. Oh yeah. Well, it's a real

Speaker 4:          01:55:06       problem. If yOu leave your phone around, your kids grab it when they scroll through your feed, like, hey, throw, scroll through the home, feed

Speaker 5:          01:55:13       it. Got it. I mean they to see it somehow.

Speaker 4:          01:55:20       Just one of those animated gif files, 15 seconds of acid deck.

Speaker 5:          01:55:23       Woo.

Speaker 4:          01:55:25       It's amazing that they can have that on twitter with the millions and millions and millions of like, that doesn't bother them.

Speaker 5:          01:55:31       I mean there's worse things on twitter. president. What

Speaker 4:          01:55:36       did you see that, that woman, valerie, I don't know how you say her name is valerie plam or plume. Something like that. she's the cia operative that was outed by, I guess it was dick cheney, I think. Um, it was a big deal, like a because he had said something or husband had said some things that dick cheney out at her and it like compromised her position and compromise the mission she was working on. Anyway, she's working now on buying twitter to kick Donald Trump off. Valerie p l a m e n I do not know how to say no. She's crowdfunding to buy twitter to kickoff Donald Trump. She wants to buy twitter just so they could kick billion dollar goal. She made 85 grand so far by the law. I got news for you, honey. Twitter is not for sale for a billion dollars at twitter for a billion dollar. That's nice. Come back when you've got about $7 billion out of him. Valerie, give that money to houston. Fuck outta here. That'll make it. How much money do you think? Like how much moneY is twitter worth? Like if twitter was going to be for sale, it had to be for sale first. He would have to be lIke $15 billion. Right. Insane potential. But yeah,

Speaker 3:          01:56:46       this is the thing with twitter from the little bit that I know is that it in comparison to the other social medias, they've had travel. Monetize. Yeah. In, uh, in the same way. So like instagram is making money. Facebook obviously making money and his whole body up. Snapchat is doing what twitter hasn't figured out how to get real revenue, like people use twitter and, and are active on it and live tweet events. But as far as the money, it hasn't been. It's been lagging

Speaker 4:          01:57:21       in comparison. Do you understand that? It doesn't make sense to me. Like, like instagram has sponsored tweets with that saY, what are you putting up there? The market value of 15 point 7 billion for twitter a year ago. Yeah. So why is that? Chick thinks she can get it for a billion bucks. She's tripping. She's just trying to get attention, right? Yeah.

Speaker 3:          01:57:40       actually smoke. Well, you think it's just, that's just pure, just anger to come up with anger because anger at not just to have the initial weirdo wackadoodle not going to happen. I did, buT because I've had a lot of those didn't calm down. Yeah. So to go through somebody like fucking do a crowdfunding twitter that's so stupid. and then to actually like go onto the site and then write it up. Yeah, put your picture up there. Yeah. And then look at it proofread and go through all that shit and still be like, yeah, still crowdfund for twitter. Still be on board with the idea and post just,

Speaker 4:          01:58:26       it's so stupid because there's 350 million people in this country. if every single person what's mesh? She just wants to become the largest shareholder so she can make the decision. Oh. Which is why the fuck would anybody give her that money? You're giving her that money. like if you gave her 100 grand, how do you. Does she give you an accounting form of what she's doing with that 100 grand? That's so stupid. No one's going to die. I can't believe she got 85 grand. That's amazing in and of itself.

Speaker 3:          01:58:52       Well, the final number at the end, the end of that number is seven, which means somebody gave like $2 or one. Somebody gave a weird off. Now I don't have much, but good luck. yeah. Who's going to give more than five bucks? Let's look at it. Eight because sometimes they show the names of people that, that gave stuff and like what they, uh, what they said. And so let's just see victoria needs. Let's do this now. And what else? Uh, no. the way he tweets, like get this out of office and put them weight can cause damage. $5. Look at that

