Speaker 1:          00:00:06       Oh Shit.
Speaker 2:          01:07:06       Yeah. Then you talk about it and have video. No, I didn't. No, no, no, no, no. And I don't blame you for the video, by the way. It was just one of those, well, for a couple of years I couldn't even look at you. Why? I'll be honest with you. I didn't say anything. Can I just say that I tended to get this because we haven't talked about it. I just want to bring it up. Can I bring it on shore? Anything? Okay. There was a time about, I don't know when, but two of the years that I felt that there was animosity between me and your camp was because of the filter from me. Yes. I did. It really, for me, I felt, I felt that I honestly, I felt that, could I be, I love it. Yeah. Is that I felt that there was a weirdness because of the whole, the video that I had come out. No. And, and with Ari, you know Mimi already not getting along. Look when, when I called you, when there was the video that you made where men, Sia made you make seven. Yeah, I called you about it. I know. I told you. I go, dude, I'm not mad at you. Yeah, no it doesn't. But you will. Which was, which was the one biggest mistake I thought because if you read the feedback after that, oh my God, I get threats. Yeah. Well, you

Speaker 4:          01:08:15       know, I understood your point of view. Totally. I knew you from back in the day and I knew your relationship with him and I knew that you knew he was sick and you were trying to help him. I knew, I knew the whole story. It didn't bother me at all. And of people for people don't know. He just made this video saying that he never saw it, but can I play? Can I tell you how that came about? Okay. But let me tell these people. He made a video saying that he never saw Carlos stealing and material. And it was one of those videos where it looked like one of those terrorist videos where there's a fucking gun pointed to your head and that's been a knife under your neck.

Speaker 6:          01:08:45       Okay. Connect. Oh, so this is what happens. I'm in Canada, right? The video comes on, right. And then Mitzia calls me and I, I literally six months ago, I erased the message. I kept it for that long and that's why it was so, he was so angry. I can't even go. It's so great. Yeah, I erased it. Dammit. So then what happens is like I come back from Canada and I now it's the new season of mad. Right? And Lo and behold, mencias might've been Seattle got picked up. Right. And it's literally attached to that TV. I think the studios are right. So unlike, I had, and I hadn't seen Carlos since the video went out, right. So for a couple of days I'm like, I can, I know how to get around. I got to that, this out. Right. And I'll sneak around the back here. This is how I want to get that right.

Speaker 6:          01:09:39       Well, next thing you know, he grabbed one of his cousins pro, comes to Matt Davey, who's a friend of mine, brings me over the right. And then I had like six Mexicans just sit me down. Really Max, I don't know any of their Japanese, Guatemala. Um, and you know, Carlos was there, ned and he just goes, once he sitting in a throne, it was outside and he just goes, you, you got to do this for me. So I did it. You know what I mean? And then that happened. And then, you know what I mean? We're just part about the video though. What sucked is, is that you've made this video that didn't even seem like you are given new. The video you were talking about, like it almost seemed like whatever, I can't remember the actual words in it. It sounded like you were talking about a video that you hadn't seen, which was even weirder because I got, I got caught between, you know what I mean?

Speaker 6:          01:10:31       Two camps that I, you know, I mean I, I've always had a relationship with, right. I mean it, Joe and I have known each other for, so I have a camp don't mean people, human beings not camp. You know what I'm saying? Okay. And then, you know, men, Sia had a group me his group. Right. And I felt like I was in the middle and that, you know what I mean? I felt like at a time where I had to choose, I felt like I stayed on of it. You know? I mean for the most probably like I, for the longest time I wouldn't talk about it in radio or anything like that because people would bring it up. I'd go on tour and they were like, so, you know what I mean? And I'd be like, I don't want to talk about it. You know what I mean?

Speaker 6:          01:11:05       As far as just like the amount of interest generated by that, that's probably one of the most controversial videos. And like the history of comedy, he probably going to sound kind of crazy. It was insane. But you know, it also kind of crazy was you remember what the environment was like before anybody called them on that where everybody was on egg shells. You're constantly terrified of that guy walking in the room. Yeah, it was crazy. And the news becoming successful is becoming successful. And then just like I said, you know I, I just don't see that part. Let me say that. But how can you say that? Cause you do, you did because it starts to shit from you man. I mean I know you had issues with, okay. I know. Can I just say this though? All right. Here's what it is. Okay. Like we said before, okay.

Speaker 6:          01:11:46       That it is like, you know, one of those situations where the guy, when I was at an open miker right. Used to, he bought me a car, it was a used car but didn't have a car. Right. And then he took me on tour and Pauly shore like would rotate. Like one guy would take me. Why don't you know what I mean? Who was more fun to hang out with on the road? Obviously Paulie because he didn't make me cry. You know what I mean? I used to get pussy. You can't get pussy at him NCO show. Why not? Because they're, they're all married and have 19 kids, any domain and they're like, oh, any men CFN I, you know, I love you. But my point is, but my point is, is this, that, how did he make you cry? What? He would make me go to golf with him.

Speaker 6:          01:12:27       He like, he plays golf and I hate golf and I'd have to get early and carry, you know, bring the golf bag. You would have to bring them, I did it once or twice and I stopped going at, you know what I mean? And then tell you that one time. Oh No, no, no. One time he out. Let's move over that and then you carry bags. One time I had to show, we played Denver once and he made me sleep. I didn't give me a hotel room. This one he wasn't doing as well you like it was in the beginning and I had to sleep in Albert's closet, the fuck on, you know his brother clause on the road with them and you didn't even get a hold just as he wasn't selling out at the time. This is literally in 96 [inaudible] 95 you know what I mean?

Speaker 6:          01:13:03       But so you know, you, you know you, he is like, he was always like, you know a brother in a sense. You know what I mean? You, you know, regardless, you nurtured, you nurture me. Like I think that though. Did you cry? What made you cry? Just having to like get up and like, you know, there was a time where you have to sell merch and a, and as a young comic, you know what I mean? You don't know what to do. You want to make it, you don't get you what you appreciate the stage time. And it was just so, he makes you work for him and on top of just opening up for honest, a lot of guys do that shit dude. Really? I, cause I have openers now and I treat them with the utmost. Yeah, Pauline does all the time. You know what I mean?

Speaker 6:          01:13:43       Didn't Pauly you to work for free didn't Paul? Uh, I can't. That's another, I can't, I cannot do you had discussed that? No, because that's another, you know what I mean? It's what it, what it is. This okay is Mitzi is one thing. But Paulie, right. He specifically made me a regular, they're like, he made his mom passed me. Right. And so there is a specific relationship. No one on planet earth talks to me. Like Paul, he talks to me in what way? He talks to me like I'm literally his younger brother still. They, and I understand it cause you know, I've known her for so long, but in the rural, in the world, I'm almost 40. You know what I mean? I don't let anyone talk to me. The Way Paul, he talks to him, talks to you in a disrespectful way. It's just like d like he'll say did in me. Like he'll say stuff like that. You should be bigger than you are now. You know what I'm saying? The little bit. You Bitch. Yeah, but the thing is no, I don't say that. What happened with you and see you,

Speaker 5:          01:14:43       Eh, I have to go to the comedy store once in a while. I want to burden anybody. Know what I'm saying? Someone talking to you like that's not nice. Yeah, but Paul, it's all so you know, you know when I moved out like big brother though,

Speaker 6:          01:14:57       you know I moved, lived in his house. You know what I mean? You lived in his house. Well he charged me rent. But the thing is is that you don't any pop me on the road, so it's that he really bad. I'll be back

Speaker 5:          01:15:05       one second. Okay. Is that cool? Sure, go ahead. So Joe, there's going to get a story straight. Just going to go in there. No, I don't have my stories and if I sat about Pauline, no, no, no. I could tell. I'm just kidding. I'm just kidding. We're just walking around. Turn around. So Joe, I saw a movie last night. You, I know you already bought it. I guess it's not the way it's called. Enter the void and it is like somebody saw you talk about DMT and tried to write a script around it, around some kind of living in Tokyo. I mean, well maybe they just did it, Huh? Well No, they, it has a lot to do with DMT. You know what I'm saying? Maybe they did, but how they describe it in the movie sounds like they're reenacting you. It's, it's, you're going to fucking like the movie was made for you.

Speaker 5:          01:15:43       It's amazing. And then it gets really annoying. But like the first half of the movie, it's like, wow, this is fucking cool. But they show a DMT thing. What would that, what it feels like to be on DMT for the first half of the movie. And there gets parts where it sounds exactly like how you describe it. And then whoever directed the movie, which his name is, hold on one second. Uh, it's directed by Gaspar. Noe. He is brilliant. I said come out on DVD. That came out Tuesday. I just, uh, it's on Netflix, Netflix streaming HD too. But it is so amazing. If I ever make a movie, I want to make my movie look exactly like this guy is brilliant, but then it gets really annoying. And there's all these like what are going to know him? Well, one of the directors things is like, it does like the strobe light thing through it. It gets so bad that I feel like I'm getting hypnotized. I get this movie was made by Google or the government and it's like you'll, you'll see what I mean. Like you'll sit there and like, I'm going to have a seizure. I'm having a seizure. Wait, I'm being programmed to do something. All right, this, you know, it's know

Speaker 6:          01:16:44       an Olympic logo that they had a poll because it was giving people epileptic seizures. What was the Al Roker thing where Al Roker I listened to it on an opiate, Anthony, it was pretty fucking funny because a, opie and Anthony were shitting on Al Roker for good because Al Roker was making fun of epileptics. He said, so if you're still watching this, if you're not flopping around on the ground, you know, and so he starts making fun of it. And then the next day it comes back and says, I was only making fun the ad. I was

Speaker 4:          01:17:10       never making fun of epileptics. Right. Which is total bullshit. You see this though. It's amazing that there's not fucking five warnings on the DVD it before you even watch it cause it's so bad that it feels like you're being fucking brainwash for that dude that we had on the message board that how to whose wife was epileptic and she would watch certain avatars on on people's screens that flashing avatars. What was his name? Jim. Jim. He's a nice guy. I hung out with them. He was a Marilyn Manson's webmaster. Really fucking good dude. I hung with him and his wife and his wife has some weird condition where she, if she sees anything flashing strobing those little animated Gif files that flat toto, toto, toto, she would just tongue rolls back, eyes rolled back in, her head falls onto the ground. This movie would make her pregnant.

Speaker 4:          01:17:54       That's how bad it is. I mean it's fuck is it with people that certain things just make your brain shutoff like flashes and to understand that like if you see this, you'll feel sick to your stomach. When you see parts of this movie, you'll have to turn away and like look at the ground for like the movie could. The movie is the director. You'll fall in love with the director. The movie is so good at the beginning and interesting and just you'll never see anything like it. And the trips, the visuals of your stone when you see it, you might have a panic attack. I watched it in three d last night and I was like, I am tripping right now. I feel like I'm on acid right now. Then it just gets boring and confusing and don't tell me what would I want to watch it then if it is.

Speaker 4:          01:18:33       No, no. It's interesting. I mean it's still, I like it, but it just kind of fades off after it gets, it's really cool. And then it Kinda just kinda does. You and I don't always agree on movies. There's probably a few movies that we see. They're moving, they're reversible, irreversible, irreversible. Know what's that about? It's a movie that played backwards, right? And it's, it's, it's notorious because there's a five minute rape scene in it in a tunnel. Right. Which I swore to God, that most brutal thing I've ever seen in my life. It, and people online say it's the worst rape scene ever. You have to see it. [inaudible] it's a Japanese movie. No, it's termin or some shit like that. Nice. Yeah. They're fucked up. Human Centipede. Not into that. Not into watching people get raped. I watched food inc the other day. Great fucking disturbing man. I watched it on the way home from, uh, from West Palm Beach, Florida and uh, it's disturbing shit, dude.

Speaker 4:          01:19:20       When that, that lady started talking about her son dying and about her son got eco-line from Jack in the box burger and how he was suffering at the end. I had to shut it off. I'd even the seventies Jack in the box had a big controversy where not only one person died, but a bunch of people died. Right? Well, yeah, from their food to Food Inc is scary as fuck. You know? And I've had some people email me and tweet me saying that, well, it's not really that bad. This is propaganda. They're just trying to shock you. But how can they be trying to shock you if they're showing you reality, right? I mean, if, if what they're showing exists on any level, it's terrifying. When they show these cows that are kicked in manure and this one cow it, there was a plastic ring and there's, his stomach was exposed.

Speaker 4:          01:19:58       Yay, we're reaching into your stomach. I'm like, Whoa, what the fuck? And how about chickens? Man, if you, if you didn't know, I mean, look, if you like your cheeseburgers and you'd to go to Wendy's two o'clock in the morning, and I do too, man, don't watch this movie. It's going to fuck with your head. But this, um, these, these chickens, they give these chickens, steroids and antibiotics and all kinds of things and they fuck with their genetics somehow or another to get them to grow so ridiculously big and plump that they can't walk and he, they die all the time. They just fall down and die. Not Foster farms. Foot of like Chinese. Yeah. They have those commercials about how they plump them up and put salts and stuff like that. I mean, it just make them really fat with like salt and water and stuff and foster farms as hold.

Speaker 4:          01:20:38       Their whole advertising is based on that. So there are advertisers based on, they don't use hormones. Right. Okay. Well that's good to know, man. It's good to know. I mean, there's gotta be a humane way to make food. If it costs a couple bucks more, it's worth it mean, I don't know how much more it would cost to not have cows. Duh. I'm down with eating meat. Okay. Don't get me wrong. But, but the way that they're doing, the way they're producing meat for, for, you know, for fast food and for, it's just, it's fucking crazy. It's just, it's totally beyond being humane. It's beyond that. It's gotten to this factory consciousness less, you know, you know, like just feeling lists place where they're just stuffing all these animals and these small areas and getting as much bang for their buck as they can. And they may, they make this food, like they make an Ipod, like it's a factory system, right?

Speaker 4:          01:21:28       And if there's no love or care or, and it's just, let's make the product. That's what people make fun of Chinese all the time for the things that they eat. Like if you ever going to do a Chinese market, you can get anything butterfly wings or, you know what I mean? Or the shoulder of a mere cat or whatever. I mean, like really in anything. But the thing is, is that Americans eat way worse, right. With these collars, you know what I mean? Just tainted meat. Yeah. You know what I mean? People think that, well also, first of all, China has a billion people and it's self sustainable. China doesn't import food from anywhere else, so that's pretty crazy in and of itself. They're able to feed a billion people. When you feed a billion people like that, you gotta eat bugs. Okay. That's what's going to raise a restaurant and bank on some shirts.

Speaker 4:          01:22:07       Animal Dick. That's all they do and there's a six month waiting list to get on into this restaurant. Watts animal deck, Bangkok. How do you order that? I'd whisper. There was Anthony Bordain show the other day where they were serving animal dick soup. Apparently. It was really good. Yeah, it's supposed to get your bureau. Wow. Check this out. Yeah. That movie you brought up your first of all, whatever it's called, and I moved the, I was talking about same director. What are the fucking odds of that Shit, dude? Really? That is insane. That's insane. Wow. Yeah, it was a good movie. This director, I made the mistake of watching her, but you'll love every visit for reversal. That's crazy. But you'll stop at the five minute rape scene. You'll turn it off. Well, that was, I was saying, I was so sad when I was watching this woman cry.

Speaker 4:          01:22:47       Their son died from Jack in the box. I was like, you know, this is just bombing me the fuck out. I get it. I get it. I get the foods fucked up. The whole situation is fucked up. I don't, I don't really need to keep going here. It's just, it's like, what are you going to do though? That's the big question. You know, the problem with us is, you know, with everybody, as you're always doing something, you're busy, you're hungry, mean we're going to do, there's a supermarket, but you don't have to, especially on the road. Yeah. Especially, I mean that the waffle houses up and you're like, okay, I have to go there. You know, the road gets creepy. Yeah. As far as food choices go, I always bring vitamins with me and I try to eat as much salad and stuff went on the road as possible, but I don't understand how they don't have 24 hour restaurants in small towns.

Speaker 4:          01:23:24       All right. If everyone closes 11 it's like you can't eat anything. You'd have to go to the wall. I've been, I've been to Walmart, Walmart's at like three in the morning just getting like fruit, you know what I mean? And like just surviving. Yeah, food. Yeah. Yeah. If you go to small towns, there's no 24 hour food. Yeah. Yeah. That's a tricky thing. And, and you know, you're staying at the Holiday Inn, there's no room service. Yeah. Yeah. I've been to something we talked about a couple of weeks ago came true when we were talking about how people's jobs are getting taken away by robots and stuff like that. I was at El Pollo Loco yesterday, which is like a chicken Mexican chicken place and they had the order yourself kiosks out. But now where you sit there and menu screen, like Taco, a special instructions, no, a Burrito and then you pay for it, like kind of like a grocery store and then they just call out your name and give you your food.

Speaker 4:          01:24:11       So he cut out the person that cut off the cashier and it's actually nicer. It was so nice because a lot of times you order, but you don't even think like, yeah, I would like extra tomatoes on this, but I don't know how many times you've been in a fast food place and your talk. It's like who? There was a girl in the mad TV that have really funny sketch about that. There was a girl on mad TV. She's very pretty, and she had a very funny sketch about a girl who was a the counter how, but she was always loud. Bong Kooky. Yeah. You want one? Yeah. Angela, Angela Johnson. She's very funny. She's very funny. Yeah. That girl had a really funny Vietnamese and Nail Salon and a bit of like 10 million hits or something. She used to sell out on the road from that bit, which just killing it.

Speaker 4:          01:24:46       Yeah. And how many minutes does she have as an act? 22 minutes. 2030 minutes circle. I had heard that she was a middle and she was middling and crushing and filling places, and then the headliner would go on after him and half the people, at least devos doing that now. Really? Yeah, no, he's a, he was in New York. He hosted, but now he's closing, but he closes with 30, which is fine. Well, what he should do is host what God should do if they're not really bring a bunch of good comics on the road with you and host, you know, I watched Charlie Murphy, uh, develop an act from nowhere. You know, I've met Charlie two years into his, his journey, you know, and I watched him as he was trying to put together as act and Charlie went right to headlining man. And it was fucking hard. Fucking, you see that? The honorable hotline get booed. I'll get booed off stage. Yeah. Yeah. And it's that room. That room is so retarded. What room is that? What? Here's what I'm saying, crowds. So none of that's what I'm saying. Exactly what I didn't say that at all. So what did you say that was kind of rooms are walking around hard, difficult. We're taught it was the wrong word. Black crowds shock that Sundays, no, not crowds are failing. They're not rooting for you to get back on, on your feet. What I'm saying is, is that I go on, I go on the road, right. And I get black people to come to my show and they're, they're legitimate fans. Right.

Speaker 6:          01:26:04       And I love them dearly. That's not what I'm talking about. There's a cultural thing. You mean when you go to a certain areas like south Philly or whatever, right? And you do a shell and it's all black, right? Even in the lineup. Right. And you had to perform. It's the most difficult situation ever, right. For a guy like me. Well you know, it's a different kind of crowd. And I think the good thing about those crowds is that they don't let you be indulgent and they want your jokes to come quick. They want to come quick. Yeah. They don't, they don't want to wait around. Also tonal, right. Your, your co you can't be monotone. No, you got it. You know what I mean? Cause some excitement, attitude, tone, you know what I mean or whatever. You know what I mean? Cause now I'm like, I used to be more energetic.

Speaker 6:          01:26:48       Now I just kind of talking like this because it would be, no, not only that, it's no is because it's, it's pace. Right. You know, when I first started headlining, I wanted to do what I did as an opener, which is go out and Gung Ho, get them, you know what I mean? As a headliner and then 15 minutes in your or you're out. Right. You know what I mean? You just can't do that pace for 45 minutes. You got to, first of all, it's not fun for the audience either. You've got to create a show. That's what I'm saying. When you go to see a movie, it's not, you know, an opening gun scene. It lasts for 90 minutes and then the thing shuts off. You're like, what the fuck did I just watch? Yeah. So now I build, you know what I mean? Yeah.

Speaker 6:          01:27:25       But, and then you have peaks and valleys, but in black rooms it's an, you can't do that. Can't do that. Well, there's no peaking. You just keep hammering. I just feel like you have to be like earthquake and just hammered away. Well, he's hilarious. He's going to do it and would it, how long does earthquake do? 45 but he's at, he is, if he's like perfect, 45 sprinting uphill. Ah, shooting all the way. Yay. Throw your backpack back and throw them lie on your graph. Once you lose them, like you know white room, when you lose them, you get them to think to him, I'll get them back. Right. There's no getting black crowds.

Speaker 5:          01:27:57       Yeah. Wow. I want to try it. I want to try it black. You will die. I will die up there. You will get barbecue. I did. Most important thing with black rooms is economy of words as well. Short attention span. You've got to, you got to hammer home with bits. I did a, uh, my black version of my set once a flappers in Burbank and it actually killed, it was like, do you mean the black first? I like, I just do it more like he said, instead of like doing your jokes normal, they kind of be like, I went to the store the other day. I had to get a hat and my girlfriend, she's just starting out or whatever his name is. He is. Is he a zoo? A zoo as he an Zari? Yeah. It's kind of like his, his, uh, whatever his daughter is, you know, it's kind of like that, but it's just starting up. It worked though. That's what I'm saying. Here's Phantom, the laugh store. First of all, I don't even know what flappers is. Flappers in Burbank and he's a good club. Never been there. I may never play there. I heard it's good. It's really, it's really nine heard. It's nice. I knew you'd like it.

Speaker 6:          01:28:55       Yeah. I just, I, I know, I just don't do well in those kinds of things. What do you mean you don't do well? I don't do good in, um, Haha. Uh Ha ha. Caffeine. Yeah. Why not? Because I don't know what it is, is just because I think what it is is because it's free. Oh. The audiences not paying to go there and say what is that what I'm saying? What I'm saying though is, is that you're doing, it's a free set. No, that's not what I'm saying either. What I'm saying is that there's two types of audiences I feel. Okay. The one that's why I don't comp when I do well on the road, go on the road. Because of the fact that if you comp right date, there's a general feeling of like, you know what I mean? It's not a good show.

Speaker 6:          01:29:25       It's not a good show. Exactly. We know me, but when you have people pay, right? People are respectful. You don't have to have it as many hecklers. You know what I mean? And I'm fine. I don't care who comes, but the thing is is that ha ha right? They don't, not only do they not pay you, but you have to pay for your drinks that can I get a red ball? They go, it's three adult and whatever. I'm like, I'm playing it for free. You know what mean already there's a sign, there's a feeling of disrespect and I don't know what flappers is like, but I just don't like that. Disrespect is a real club. It's okay. It's nice. I know what you're talking about. You don't. You do some fringe clubs that are used to dealing with open micros and doing dishes. That's what it is.

Speaker 6:          01:30:02       A disrespect. Go and do a set there. They don't, they don't treat you different. Like, well, here's a paid seasons. I don't need a dude. I don't need much. All I need is this. Can I get a drink for free? Like a bottle of water? Okay. And in town, of course I'll do a millions free showers, you know what I mean? And um, to be respectful. Isn't it funny how places like that or just a little bit outside of the city and there are different worlds, you know, it's a different world, but it's different when you do north Hollywood. Do how, see races you've never seen before. Like is that an Aztec Indian, whatever you want to be like I think has died off or something.

Speaker 6:          01:30:37       Yeah. It's weird. Where's your favorite club to working on it? Seattle. Seattle. Comedy underground. Know what plays parlor. Live parlor. Live. If it does that. No. Part of the life is a new club there and it's attached to one of the Microsoft buildings. Yeah. And it's like if there's a, it's a nightlife. If they have pool hall and Dance Club Comedy Club in one, how big is the quantity club? Huge. It's like not huge, but 306 300 right. And it's one of those places where I sell out in Seattle. Yeah. It's like, it's a little outside of Seattle, but it's like 15 minutes from the city. Right. And it's called Beaumont. Okay. Okay. And literally it's clean like the, you know, the stage is nice. You know what I mean? The green room is clean, brand new couches, you know what I mean? It's a nice, nice environment.

Speaker 6:          01:31:25       You make a lot of money, you know what I mean? And, and the end, the key, the kids know where the people that are in the audience are nerdy. They make money. Right. And they just, they're just happy to be there. Here. I mean, it's weird how parts of the country or not hit by the economy and other ones. That's one of them. Yeah. When I was in West Palm, they were telling me that, no, we didn't really get hit by the car. I know it's crazy cause it's all the retirees and the old people with money and I mean I'm sure some people from west palm like fuck you, we got hit. But the club was like, they didn't really, they were really didn't suffer like Kansas City. I went and they suffered. It feels like there was a suffering. That's the kind of place like Iowa.

Speaker 6:          01:32:01       Yeah. Yeah. It's the whole thing. It's so strange because I don't understand the economy, so I'm always like, okay well I guess it's better now. It was a better now is it coming around? It's not, not like my parents for the last 35 years owned their own clothing store. They had owned business, you know, it was called at first it was called fashion gala. It's a little clothing store for fat ethnic women. Fashion girl. Yeah. Cache it. Cache Passion Gal fashion gala. Yeah. And so it's like cater to, it's like lane Bryant before ethnics. Okay. Okay. And they did fine over the last 30 years. As soon as the economy hit. I mean they went bankrupt, you know, mean I had to pay for their mortgage and they are destitute. Bam. It is tough. They live in Phoenix, you know, it's tough for them. It had a fire.

Speaker 6:          01:32:41       Their whole staff, now they work and they're in their seventies whoa. Where do they work? At the same place at the store. The date it's called changes now. And they, they, they, they do shifts. Like my mom will do the morning shift. My Dad will come in and there's a bottle of, there's literally a bottle of pis like up a chug of pis because they don't have any employees. Right. So my dad has a piss in a jug. Oh my God. Right. Because you can't leave, you can't leave the store and it doesn't have a bathroom there. No, it's in the mall. Right. So it is sad. But if he has the shit, he just holds it. What? Well, let's, it's a turtle head situation. Die. He could die. He should get a diaper. So everyone go to, what's it called again? What's the name changes. She got everyone going to change.

Speaker 6:          01:33:25       It's in Arizona. Would partners outside of the Chandler or something? Fuck Mason, something like that. Yeah. That's a scary thing. Being an old person, you know when your body is slowly starting to fade away and you're still laboring every day. And by the way, that takes years off your life. You know, getting up before you want to working, doing things you don't want to do all day. But I told my dad, I go, dad, you don't have to work. I will eat. How much do they need at what, 2,500 bucks. 3000 a month. Right. To get by. Right. Maybe even less. Right. I said, you know what? I said, you know with the unemployment and then social, social security, retire and I'll, I'll take that over. The rest does Virginia. My Dad said, well if that don't work I guy. Wow. Right. So I go, all right, keep working cause I don't want him to die.

Speaker 6:          01:34:07       You know? Good call. Yeah. But it's sad because he, he's, he's still got that ethnic, that Asian work ethic and man, that's good. They have to work. It's a trippy thing is fucking crazy, dude. Yeah. It's a very weird thing, man. The only people's mortality and parents, it's weird when you realize, especially your parents get to a certain point in time, you realize you probably have more information in your head about the way the world works in your parents do because your parents grew up in a totally different, totally different time and they weren't curious when they were young. Fucking, it's a strange, strange thing, man. It's, yeah. It's actually kind of sad. It is. And it's going to be you someday too. Maybe you think you'll have kids? No, never. No, no, no. You gonna get snipped. Go Doug. Stan hope style. No, no. Just hope. No, because I masturbate so much that what comes out. It's like advising drops. Yeah, and it's done. That's it. How many times a day you masturbating? I do now a couple of times

Speaker 4:          01:34:58       Missenden to lies once. Maybe. How often do you use the flashlight? I don't haven't used it in six months. Really? You just go use your hands as ted? Yeah. What's wrong with you? Why fleshlight feels better. Yep. It didn't have to heat the oil, an athletic cool. Then I had to put the batteries in the back. You know, speaking as sex. There's a fucking, there's a story in the news today and apparently it's a legit story. There's a man who's suing a Glaxo Smith Kline, the pharmaceutical company and he's alleging that there's a drug that they gave him to treat Parkinson's disease that turned him into a gay sex and gambling addict at one years old. The guy, it said, the 51 year olds lawyer says their client's behavior changed radically after his first administered a drug in 2003 for the illness, which causes tremors, blah, blah, blah.

Speaker 4:          01:35:47       The Ma, the man is a married father of two says he has attempted suicide three times, claims you became addicted to internet gambling, losing the family savings and stealing to feed his habit. He also became a compulsive gay sex addict and became exposing himself on the Internet and cross dressing this risky sexual behavior, the risky sexual encounters that led to him being raped. His lawyer said his behavior stopped when he stopped taking the drugs in 2005. By then he had been demoted in his defense ministry job is suffering from psychological trauma resulting from his addiction. So we just went on a, uh, gay sex gambling rampage. That's not what happened though. No, but listen, man, you're not right. You're just not true because I put this up on Twitter and a bunch of people who, uh, you know, neuropsychologists and a bunch of different people are qualified, started sending me like I got like six or seven tweets from people who either studying it in school or actually doctors in the field and they were saying that it's a, a dopamine agonist.

Speaker 4:          01:36:45       I think that's the word. And that, um, it, it does facilitate addiction and it can interrupt your, a natural patterns. And I agree with that. All right. But what I'm saying is that it does well if you have an addiction of exposing yourself and doing gay sex that's been hidden inside you for many years. So you think this was just out of the, out of the blue, what sound? I want to suck dick out of the blue. He's taken a crazy drunk. No, not out of the blue. Maybe it seemed more exciting to him. Maybe it never like regular sex. He's 51 years old, maybe regular sex just got so tired of getting laid. I mean, think about another 11 years for you. You're 40 years old, about another 11 years from now, you're like, God, I'm so tired of pussy is so boring. And then somebody gives you the drug.

Speaker 4:          01:37:30       You're like, why don't you go suck some cock? And you're like, why don't I suck some cock? I might have to dress up like a Carl. I've heard this phenomenon it when, when? When people are so jaded with sex, like rock stars or whatever or whatever that it, you know what I mean? They get so tired of it. It just turns into Dick. You know what I mean? Well, I don't know. I don't agree with that either. I think Dick was always in the, you know, in the pitcher. Yeah, but I think everybody's got their own little story about how the, I mean, there was a lot of bisexuality going on the seventies like according to many people, Mick Jagger and David Bowie and Lou Reed, all that. But I think a lot of that was like the, you know, probably one crafty gay dude talk to all these other things.

Speaker 4:          01:38:08       You know, it's just cool man. Yeah. And plus they're all doing acid and Shoreham anyone, their consciousness and you know, it is like one of those last taboos. It's like, okay, well let's stop and look into why is gay sex such a with this? Okay. If you're fucked up, like you're fading, you're on, you're drinking, you're almost in a blackout drunk in domain and you're with gave a boy and you're a big rock star and delay of David boy pulls out his penis. Right. It's like suck it, you know? I mean, I don't know. I would want to, you have to be blacked out drunk. When I was just saying was maybe they're experimenting with different ways of looking at the world. You know, maybe they're being an artist and being like a rockstar, being a creative person. There's a lot of people that are creative people that are willing to take weird chances and do weird things just to see what, I'm not saying there's anything wrong with it.

Speaker 4:          01:38:53       So what he's saying, you know, I mean I, you know, I have gave the people that represent, don't go there. Stop when I'm saying I'm not racist. I have black friends. Okay. Right. You're right. But what I'm saying is, is this I the I, I don't have anything I have no against, wasn't because of the pills. What I'm saying? It's just that, what's this guy's name? Ted. Ted Haggard. Tagger right. Just out of the blue. You know what I mean? He does. Man Ever said out of the blue that he, he said he was gay the whole time. He never said that. He's been doing three interviews recently where he says he was bisexual the whole time. Yeah. He said what his issue is. He said. That's what I'm saying though, but that's not what you're saying. You know what I'm saying? That okay, but this guy that never had any sexual encounters.

Speaker 4:          01:39:36       Yeah, that's what I would think that Bobby, what Bobby's saying is probably true too. Like he probably had it in the back of his head because of socialization. Right. He just, he just refuses to address it and I agree that that the pill did something to open his mind up. Maybe you're a man, but I feel like that, that, that instinct is, there it is. Okay. That is a possibility. Why would you want to decide one way or another without being that guy? Why would you even make a judgment call and like how the fuck could, you know what causes gotta to do gay sex? And once you go into his past and interview them and find out like have you ever been attracted to guys? Did you ever have a wrestling match? We got a boner. Unless you tell my why even, I mean, it is possible if, if attraction and all these different things are really neurochemical reactions that we have inside of our mind or inside of our brain, if we figure out a way to stimulate certain parts of the brain with look, I mean, think about what we can do as far as like antidepressants and all sorts of things that affect mood and neurochemistry.

Speaker 4:          01:40:33       What if they can give you something that makes you attracted to the opposite sex? What if they can give you something that you're gay and all of a sudden you like girls or give you something where you're, um, you're, you're, uh, you're heterosexual. They were trying to do that in Iraq. They were trying to come up with a bomb. The CIA was, they actually put research and development into this. A gay bomb. Uh, got Obama. They would detonate and it would be some sort of a chemical agent. It would go into the air and it would make all these soldiers become rabidly attracted to each other and they would lose morale there. Just start fucking, but I even think I'm the strongest of ecstasy. I never wanted to suck a dick. I mean acts to see, we're now talking about, I know, but like any drug with switch, that very specific, uh, affection, reaction, but it doesn't make you sexually attracted to someone.

