Speaker 1:          00:00:00       Struggle,

Speaker 4:          01:22:12       Acid, a show. I tell you what I'll do. We'll get. I will get on the jet and we'll go back to headquarters and meeting saying is bullshit. I'm joking around the what that stuff does is first of all, it kills all of your inhibitions are gone. All of your anxiety gone. All in, all of your insecurities gone and what you're left with is this over Saratonin. Over dopa means state. We just love everything. And everybody, if you could give that to enemy combatants, I guarantee you if you could talk to them, you would get shit out of them that they would never want to discuss.

Speaker 3:          01:22:48       Yeah, I think the people will buy it when I say it, but there are tremendous constraints on what can and can't be done. If people had gone through and actually read all those dog

Speaker 4:          01:22:59       memos that were released, me and buddy. There you go. That's what I'm talking about. The chemist coat on some fake glasses. So I look, look smarter than I am. Give me a stethoscope, maybe liking club Gary. Just show up. You take them out for a rave. High water pants, Italian shoes. Now you're talking sort of the seventies hustle. Yeah, just bring me in. I'm telling you. Just let me try it. Once I could fix a lot of shit, I'll put the idea forward. I'll see what they say. And then if you know the reason why they don't think it would work because they haven't done it yet. If you get anybody in the viewer, anybody in the ca or wherever who has done ecstasy, they would listen to this and they would not want to say they've done it. So it'd be a real issue.

Speaker 4:          01:23:42       But if you. I'm telling you, you give people two tabs of ecstasy and then start asking them questions. Plus also it would've been much happier facility. Oh yeah. Can you open the next day? Not the next day. Next Day is rough. He fucking. I remember the first time, well I only did it once, but the next day I did it. I quit. I was in a coffee shop trying to read a boxing magazine. I literally could not read. I was like, God, I can't even concentrate enough to read a full sentence. Like this is terrible. And it was just pretty much that day after. No, it's good to a couple of days. That night I went onstage and I was terrible. I went on stage that night in Dallas. If you went to that show back in 2001 or whatever it was. I'm sorry. If I was apologizing. Terrible show. Well, I just had no energy.

Speaker 4:          01:24:25       My brain was just like. I felt like my brain was a dry sponge. Like someone had just squeezed all the juice out of my brain. Yeah. See it says after effects, I just, you know, you're not worth it now, but there's ways out of that. There's a. just keep on it. No, there's nutrients that you take called five htp. Five htp actually converts. The serotonin in your brain is the building blocks for it, so what you do is while you're tripping, you're supposed to double down on five htp and it helps you as you come off of it, your serotonin jumps back up. Oh, not 100 percent though, but to a manageable state, who would. You do have to be a chemist though to do all that. Right. Just got to be discovered just by a couple of tabs at the club, you know, call it good, but if you're really smart, you actually take l, Tryptophan and five htp because El Tryptophan converts to five htp and you should also take adaptogens, like some b vitamins and different things as well.

Speaker 4:          01:25:18       That sense? What? Is that? What's in Turkey? Yes. Okay. Yeah, but you just have a Turkey club, nice Turkey club. While you're that apparently that's bullshit that crashed that people we say from Turkey that you know, it puts you to sleep. Apparently that's all just carbs. Oh yeah, that makes sense. Yeah. And massive amounts of mashed potatoes, stuffing. You just overeat and I can believe that. Yeah, yeah, yeah. Although I do love stuffing. Listen, bring this information back. I'm telling you, you have to bring it back. It's happening right now. It's happening right now. They're hearing us listening to the watch center. They don't know. It's only because they don't know Langley there taking notes right now. You know he. I am right. I'm telling you. I'm right. Just try it once. It doesn't hurt anybody. They're not going to die. You might

Speaker 2:          01:26:04       have to change some laws to to get that to happen. Last fucking nose ain't bring me in. There's no laws. No. I show up with a suitcase and a smile. Get you guys some UFC tickets. We'll buy it. We'll know. We'll get you a lab coat. Get Joe's special disguise. Just let me try it once. I guarantee just someone that some. Someone who's not totally despicable, like you just gotta like a little issue with this guy talking. It just changes your chemistry immediate. Just whittle. It will erase any inhibitions. You. That sounds all very mengele like does, but it doesn't hurt anybody. That's the thing. Yeah. Yeah. I think right now people are losing their minds because we got back on the. The interrogation thing, everybody thinks I thought that was over and done with. Oh, you on your side in the business. Yeah, just people in general.

Speaker 2:          01:26:54       I think everybody's just. People just got so tired of it. Tired of the war on terror. Nobody wants to talk. Oh, not that I want to talk about it, but that's what happens. You think where's the end where you know, and, and people just tired of it. I just want to move on. I don't want to think about it and something happens and people are reminded that it's still going on. There's still people out there that want to hurt you and yet we're all just so exhausted from it. Well, I think that's also. I mean, you could, you could make an analogy to some of the stupid lies that trump has told that tell so many lies that he just like, I can't even be bothered. This can't even be a scandal because there's just, there's so many of them. You just get overwhelmed by it to the point where you can't even.

Speaker 2:          01:27:34       He can't process it anymore. It's exhausting. It's exhausting. And, and the, the idea that it kind of works both ways, right? It works in the sense that the tweets and the bizarre statements and the things are exhausting. And then on the, you know, the other side that people that want to make all of that stuff, the death of the republic every day, it's the death of the republic that's exhausting. And you say who's, who's running the shop, who's keeping things moving forward? And I don't know, you know, I mean, we've got some good people in governments, really hardworking people for sure. Trying to do the right thing. And yet it's just a, I'm not, I'm not particularly confident right now. What do you think's the worst case scenario right now? So when you say you're not confident. Um, well I think we could have, we could see the market, you know, kind of stall at this point.

Speaker 2:          01:28:23       I mean, I think people have been amazed at how the market was resilient and not just resilient, but you know, a blasting upwards and showing apparently no concern for, you know, how disheveled the administration has been over the last several months has been on a steady increase since 2007 or so. No, the crash, right? Yeah. But since that, since the recovery of the long time, it took a long time to come back, but then. Yeah. Right. I mean it's not, it's not, but what I'm talking about is the time since the election, you know, the market's showed this ability to kind of ignore what was happening. Right. What was sort of the chaos that the media is reporting on and encouraged though by his remarks about business. You want to encourage tax cuts. Yeah, absolutely. Yeah. And the, and some of the deregulation which has, you know, okay, to be fair, you know, it's been a lot a fair amount of deregulation.

Speaker 2:          01:29:14       Tax cuts not so much. And so I think now that, you know, the market's starting to look at that and think maybe we do have an issue here. Maybe it's not, you know, oh, I'm going to work out the way we thought, so maybe that slows down. I don't think North Korea is going to be watching any missiles. They're not suicidal, right? I mean, they're not going to see. And Kim Jong Gun. What's the fuck's his name? The basketball player with those shit and his lips. Rodman Rodman said Rodman over there with a little Kim Yong. And that's what I'm sad I can do. That. Definitely does ecstasy. So that's that. Now that I could get behind, that's an operation we could, we could work on know because that's not targeting detainees and then have all those regulations we've got to worry about. But I think, you know, if Rodman, you know, willingly offers up ecstasy and Kim says, fine, then it's two consenting adults yet we don't even allow Rodman to go back over there anymore.

Speaker 2:          01:30:07       Right. Was. Yeah. I think that Americans aren't allowed to go back there and now, but now, right now I suspect, although if Robin wanted to, I'm sure he. Yeah. Yeah. That's our answer to everything sent Dennis. He was a hell of a ballplayer in his day. People Forget. People think Pacino. He's such an interesting cat, but people forget what a great basketball player he was. Yeah. He just sort of went crazy. Yeah. Yeah. Look at them. Remember this picture? Oh yeah. Bad as I want to be. Was that a bookie or something? Well, I mean you can't knock the guy for trying to be unique. Yeah, no, he's, he's unique. But he was again, he, he was a hell of a player. Oh, he definitely was mad. A good look. I haven't seen it one for. I got a jacket just like tropical jacket with all the palm trees and what he said he's wearing around his neck.

Speaker 2:          01:30:55       His had a fishing net or is that. It could be anything mad. It's like a silver Mr t thing. See, I could look at that and say I could never pull that off. I could never. I couldn't do that for Christmas. Yeah. Halloween, but not. Not for Christmas. Had Christmas and and besides it Christmas when the season arrives, I put on my, my handmade New York giants, a sweater from my daughter and I don't take it off until after the Christmas season as well. Yeah. Yeah. It's pretty manky by now. But yeah, that's a great way to do that because it's a giant. Oh, oh, sort of giants. One of those guys just cling to it to cling to the past. Glories maybe not in the government anymore. So. No, no. I might those days or even the possibility of those days just. I mean, unless maybe I get older and I just, you know, I want to see kids just slipped out of tab, you know, and see what happens. I told her to calm the fuck down. Yes. Yeah. There's only one way. Not told

Speaker 3:          01:31:59       my kids. Okay. If, if things get bad, if I start to, you know, I got blessed my, my mom's 98 and she's all there. She's great. My Dad passed away when he was 90. He was all there and uh, and so I've got a knock on wood. I'm hoping to make it a good long ways, but I've also seen folks deal with the problem of, you know, onset dementia and Alzheimer's, the problems that, that creates horrible things. I told my kids that I haven't told them, but I told the oldest one is just we'll that out to the back and you know, you guys all take turns shooting abby and whoever, whoever wins gets the house. So is that really what you told them? What? Yeah, the oldest one. I said, shoot you. He'll, he'll win my ways. It's pretty good shot. Yeah. But if then he'll go to jail.

Speaker 3:          01:32:43       You don't want that title. Ho sure. There's some law on the books that says it's okay to, you know. No, that's not true. You're right. Where do they have that? Assisted suicide is in California, California, and I think Oregon. You posted something about Idaho, about people that were going up there for the eclipse and I retweeted it. It was fucking hilarious from the sheriff's department, Lincoln County sheriffs that that guy knocked it out of the park because everybody was thinking the same thing. Everybody was like it because literally the hippies, I don't know, maybe they're not hippie, so I. that's not fair, but let's call them hippies. Yeah. They just, they'd pull their, their camper or their, you know, their, their Volkswagen van again, right out in the middle of a plant. That field of freshly planted field because it's not, not, not everything is fenced and gate it out there.

Speaker 3:          01:33:29       Right. There's a lot of space and you're like, come on. Or they'll, they'll, they'll take. Like I said, they'll take their prius up in the back roads, you know, it's not going to make it. The funny thing was about the dogs to dogs riding the back of the truck and occasionally some slow loaners took a tumble, but don't go to pet them. They will bite you. It's your truck. It's their truck. And you'll see that you'll see people, hey, they get upset because, you know, drive around with your, you know, your, your dog in the back of the truck. And B, they'll, they'll like walk up and why don't I write pettit new thing? Don't do that. Don't do it. You don't even know if he's a good dog, but he, that's his truck. The other thing about people haven't guns. It's yes. Everybody up here has a gun.

Speaker 3:          01:34:09       This is Idaho and the wildlife, the wildlife will kill you. I'll kill you. And it will hurt the whole time you're dying. Yeah. That sheriff, it was great post. We got great law enforcement or not. I just got stopped. I was uh, we were up in the mountains and I was racing to get to the airport on Sunday yesterday. And so I was coming through the canyon, um, and hidden back into boise from up in the mountains and it's doing well. I know what I was doing because the sheriff told me what I was doing. He stopped me. He said even [inaudible] 76 and this is a, this is a nasty ass canyon following the river, you know, for most of the way and you know, you should be doing about 35, 40, but I always just helmet, you know. And I was thinking I'm making good time here.

Speaker 3:          01:34:56       And the sheriff was out because he's trying to catch hippies and he stopped me and we had it, but they're just great. You know, that you, if you show them respect and implied, it's like a lot of places, right? It's not just idle, but the guy was like, you know what, I'm sorry what to gave you to, you know. But yeah. How's everything else? And you end up chatting, having a great time, having a conversation. You don't mind getting the ticket and you know, bob's your uncle. But anyway, we just white privilege of showing. Yeah. That's what's happening right there. Is that what's happening to a bunch of white privilege. Right. Tammy? That, you know what, that's probably, that's probably the case now. I feel bad and I'm, you know what I'm gonna do? I'm going to, I'm going to double what I sent in to the county. I'm going to pay twice the amount that I should. Well that's nice. Just so that I, I, I self flagellate. Yeah. It's not like it's a hobby. Most cops are great. I've always said that.

Speaker 4:          01:35:45       I think that cops will look, most people, most people you run into her fine, most people you run into a great, occasionally you run into an asshole and then you have a problem and then you run around going all people. We're all assholes. No, maybe one out of 100, you know. And I think with cops it's an insanely difficult job. Insanely stressful.

Speaker 3:          01:36:04       And you see that video, that one officer who was trying to get that fellow to stop and he was wearing, he was wearing a body camera and so he had, he had asked him to stop and he matched the description of a, I think of robbery and um, it's been on, it's been on video of quite a bit. And so the, the officer is trying to get him to stop trying to him to stop. He won't stop. He says I will tase you. And he's coming around. Right? So He's, the guy won't be take his hand out of his pocket. And that's what the officer sees that his hands in his pocket when he gets kind of starts, you know, pie in that chart. There are any kind of gets around and he sees the hand and he starts saying, take your hand out, take your hand and take in its body cameras running, and the guy pulls out a weapon and shoot him repeatedly and it's just, it's all there on kids. It's, it's a, it's a perfect example of how difficult that job can be. Right. And it's, it's astounding. So I know whether that video is available.

Speaker 4:          01:36:58       Yeah, it is available. I've seen it. Yeah, there's, there's a bunch of those. I mean, I've seen one of them where a guy pulls over this one man and uh, the guy was a Vietnam vet, gets out of his car, he's got a rifle, was yelling at him, get back to the car, put the rifle down, put the gun down, and the guy starts shooting them and he's shooting multiple rounds into the guy's car. And the guy started screaming. Then he goes around by the passenger's side and kills them. It's all like on camera and video, you have to realize this is a routine traffic stop, pulls them over for speeding or whatever it was. And this happens. And it can happen all the time and that's something that's on a cop's mind every time he pulls somebody over and you might think, hey, I'm a good person, I'm not doing anything. So I was going five miles an hour over the speed limit, you know, why is this guy got his hand on his gun? Why this guy freaking out? Well maybe watch that video now. Maybe he's thinking about his kids, maybe he's thinking about getting home to his family. Right,

Speaker 3:          01:37:46       exactly. And that's. And there's nothing to. And again, this idea that you can't say two things that some people might think, oh, that, that counteracts. Yeah, anytime there's a, you know, a case of police brutality, deal with it, we got to deal with hard course, but it's a terrible job. It's a difficult job and it's a dangerous job. And those, those two statements can coexist. Right? And there's so you can support the police and you can also support efforts to stop police brutality wherever it takes place and ensure that it doesn't. But you can also support the police and the difficult job they do and the efforts that they try to make them, you know, protect communities. So

Speaker 4:          01:38:25       yeah, the last thing you want to do is alienate them further. Mean that doesn't do anybody any good. You denine the idea or the possibility there are any good cops. Well that's fucking crazy, but it's a really convenient thing for people to say fuck the police because you don't get a lot of pushback. Especially when something happens. You don't get a lot of pushback. You look like, you know, you're some sort of a liberal hero. It's a very slippery slope. And the people that want no cops. Well, okay, well what about guns? What are we going to do now? You're going to just let criminals run everything. Yeah, no, no. The good people with their flowers are going to take over

Speaker 3:          01:38:57       shit. Shit breaks down really quickly, real quick and you know, spend a long time overseas and some pretty difficult environments and you see sort of the worst nature of people or you know, and, and you know, and again, I agree with it. I think vast majority of people are good, you know, they want to do good. They want to do the right thing, don't want conflict. Most people don't want conflict, right? And, and, but, but things can break down and people can do things that other folks that are trying to do the right thing couldn't even imagine. And uh, yeah. So anyway,

Speaker 4:          01:39:29       like shoot cops. Yeah. Yeah. I mean you have to think I would never shoot a cop wise's copy and so mean to me because he doesn't fucking know you. Right, right. You know, it doesn't know you. You're doing something wrong, he's pulling you over and you've got to comply and be polite and calm sir. And try to diffuse the situation and be as friendly and as polite as possible. Yeah.

Speaker 3:          01:39:47       And that's not. And again, that's, that's the same. You can give your kid, no matter who you are, you can give your kid that same advice. Look, the law enforcement has a difficult job and you know, so just, if you're stopped, just comply, comply. Nobody's ever. I mean, I, you just gotta you gotta be concise and smart about that. And I tell my kids out and I try to demonstrate by like when I stopped you and the sheriff came up and you know, my kids were in the car and I, I, I was polite and I was saying, and he got to the window and I said, I don't have any excuse. I was racing to get to the airport. I was speeding. I know it and I have no excuse. And that sets the tone immediately. And he understands right now it helps it. He looks in there and he sees a big dog and the kids and everything and that brings it down a little bit. There's no doubt about it. Um, and so other situations they might be more on edge because they don't know. They're not sure. And you know, so yes. Where there's problems, deal with it. We got to take care of it, but we can also acknowledge the fact that the police have a damn difficult job. Yeah,

Speaker 4:          01:40:51       and it doesn't mean that there horrible mistakes

Speaker 2:          01:40:54       and horrible cops and people that are under pressure to do terrible things. You know, mean there's some videos of people that compliance still get shot. It's, yeah. It's a terrible tragedy. No, absolutely. They make mistakes. They make mistakes or they had the wrong mindset or they're not trained properly and so their ptsd out and they're just not designed for that job in the first place. Right. I mean, it's very difficult to tell who's going to crack under pressure. The pressure of the day to day situation that a lot of cops find themselves in. Yeah. No, it's, it's, um, but the idea that you're right, the idea that you'd remove law enforcement and somehow we're all going to live in a peaceful community. Crazy anarchists driving me fucking nuts. Yeah. We don't need laws, man. Shut your fucking mouth and get rid of all the laws and universal basic income.

Speaker 2:          01:41:37       That's going to be a, what did we do out the guns? We've gathered them up and melt them down, not mine, Make Martin Luther King Jr statues everywhere. And we know we were talking before the podcast started about, um, what's, uh, what could possibly go wrong in Afghanistan and that trump was trump was going to make some sort of an announcement and you were talking about the idea of privatizing the, uh, the military over there and, you know, bringing in contractors, talking about it from the point of view that I don't agree with it. I. Yeah. Um, and I, you know, I, you know, in terms of disclosure, right, I mean, my company intelligence, we've got a security services group, um, and starting back in 2003, we started building up a fairly significant presence out in Iraq, right as, as private contractors providing support to the infrastructure operations that were going on out there.

Speaker 2:          01:42:32       And what's the benefit of having a private contractor for the military as opposed to like military force at that time. Most of our work was actually for the infrastructure companies, right? Because the military is not providing the support and they need the same level of security and they have the burden is building up some sort of a new business there. They would hire you guys to come in and. Exactly. And so that's an important effort because you know, they need the same level of security that a forward operating base or a military base or facility would need, you know, but the military is not going to allocate resources for a private company. So a lot of what the private contractors were doing was that. And then also private contractors, you know, getting contracts to provide additional security support or logistical support to uh, the military to military facilities where they can't, you know, they, they can't afford to allocate resources to perimeter security and to the degree that they would like.

Speaker 2:          01:43:21       So private contractors come in and help with that or providing support in the movement of dignitaries or whatever may be a point being is we're out there for, for quite some time in Iraq doing that. And we were there at the beginning of sort of this private contractor thing. Right? And people start becoming aware of it and we started working with groups including a Erik prince is a group we didn't work directly with them, but what I mean is the various groups that are out there doing these contracts and this work, you know, realizing that you needed to start to form an association or started to get some

Speaker 3:          01:43:52       sort of grip on how this thing would look. Right. So that there was some consistency amongst training and what were the regulations for, you know, uh, the various companies for, you know, weapons and everything else. It's complicated, but you know, long story short is, you know, we had upwards of 400 people I guess out there at a, at a point providing security and intelligence support. So I've got some experience in this and now what's happening with Afghanistan is that one of the options that's been being considered is, is handing over. We've got about an 8,400 troops out there right now doing mostly training missions, training operations and support for the Afghan troops. So the idea was, well, let's let the private contractor take that over. Let's, let's move that out. And let's not have the brave men and women of the US military engaged in Afghanistan ad Nauseum, you know, and this idea is being pushed to some degree by Erik Prince, you know, and he's said things like, well, you know, if, you know, if you want to keep having this conversation, you want to have the conversation 10 years from now, Friday the military keep doing it, you know, or we can be more, you know, somehow efficient.

Speaker 3:          01:44:58       And they explained that people who Eric Princes from Blackwater, blackwater and yeah, he came out of a, of a, a wealthy Michigan based family. Betsy devoss the cat or the education secretary is a sister in the current administration. And so he started water and you know, they uh, they, they became sort of the face of right because they, they, they did very well. It's a private contractor business. They got good contracts and that was good. They had some issues and some problems. A very controversial, very controversial. They sold the business, renamed it, then renamed it again, and Yada, Yada Yada. But the point being is that the idea that somehow you're going to prioritize this operation in Afghanistan expecting then I guess here's the thing, he, because he said, well, it'd be about $10,000,000,000 a year, which would be a savings on what we spend now. You give private contractors, uh, you know, a $10,000,000,000 trough to eat at.

Speaker 3:          01:45:46       You think they're going to end it anytime soon, there's no fucking way. So if we want this thing to just drag on ad Nauseum, fine, privatized it and put that profit motive up there and you think somehow it's not going to happen. And I can ever to say that as a private contractor in that had been involved in it. Well, I appreciate your honesty. Not I just, it's just, it's the wrong thing to do. And if not top of that, if I guess the, the, the overlying, the 30,000 foot view that I've got is that if it's important enough for us to be there, then that's a military function. That's, that's. Then we have to commit in a way that, you know, we're not right now, we've been in this sort of stalemate situation right over there and now we're somewhat surprised. Are people are surprised at the Taliban is resurgent, well, where the hell did they think they were going to go?

Speaker 3:          01:46:36       There's Taliban don't have any place to go there. So they're gonna wait us out. This was entirely predictable that some and what we're trying to sell them this pseudo federal democracy, you know? Then the Afghan people don't understand for the most part, I don't think, maybe I'm just too cynical, but they don't understand what the hell we've been trying to sell them for all these years. So this doesn't diminish all the pain and sacrifice and suffering of all people that have been out there and the lives that we've lost. It doesn't diminish it at all. What I'm saying is that we need to think about what's our, what's our end game, what's our objective? So if we're worried now about the Taliban resurging and Isis, you know, kind of coming back in, well fine, but let's, let's say this is our objective and to meet that objective, then we're going to need more troops on the ground and let's see how that plays out.

Speaker 3:          01:47:21       I don't think a lot of people are going to be happy about it. You don't necessarily do things to make people happy. If it's a national security interests. If we decide that that's in our national security interest, then yes, we need to commit and do it. But handing it over to a privatized, you know, force to me is, is uh, is, is just slightly left of insane. It doesn't make any sense. And you know, it's always easy for people to stand around and talk tough and say we just need more troops. You know? Well, I don't know that the objective is sufficiently clarified to say that we need more troops. I haven't heard. I don't care whether we improve the literacy rate of the Afghan people by another percentage point of if we build another road. I don't think that's in our national security interests and so I think we need to be a little bit more clear about why we're there, what we're hoping to accomplish.

Speaker 3:          01:48:07       At some point we wanted to be there so that we wouldn't use it as a playground for terrorists to then develop and plot and plan and attack the West again, so maybe the thing that will, what we should have done was go in there, kick the shit out of them that like we did in Tora Bora and elsewhere, explained to the remnants of the government. If you allow that to happen again, we're going to come back and we'll do this again and we're very good at that. We're very good at strategic operations and we could have done that and maybe that's the thing we need to do now. And then that government's been corrupt for a very long time. The Karzai government, Holy Shit. They were completely corrupt and yet we all rallied around cars. I as if he was because he dressed well. One of his brother was a heroin.

Speaker 3:          01:48:45       Yes. Yeah. It's awful. And you know, in the current government is, is it any better? Well, they're a little more clever at hiding their corruption, but it's still exists. And more importantly, the tribal society there, it doesn't really get this idea of, you know, a strong central government, you know, it kind of runs counter to thousands of years of, of self governance out there. But anyway, so that's, that's the thing. So what, what's he gonna say tonight? I don't have a clue, but I think he's, he does. He's got limited opera job. What's it going to take? We're going to cut and run. We're going to leave. That's one option. We're going to increase the number of US troops on the ground. That's one option is right there. It's a trump, 4,000

Speaker 4:          01:49:22       more troops to Afghanistan. Is that, is that good? Now here's the thing about when it comes to operations over there and what are, what the objectives are. One of the things that I've been hearing from people that are in the military that I know is they say they are happy that trump is supporting them and that trump has kind of essentially giving the reigns, the military saying, look, this is what you guys do. I'm not going to get in your way. In fact I'm going to support you, and there seemed to one of the few groups

Speaker 3:          01:49:48       that is fairly universally happy with his decisions in that regard and with the people that he's appointed. I think that's right. I think law enforcement as well, I think is it? Yeah. If you feel like you've got top cover, you know, then you know, that was one of the problems. I mean people talked about the art and we talked about it briefly about the idea of the sort of the narrative of sort of a battle between trump and the intel community where the community had a problem with the previous administration because they kept shifting the goal posts. They were going to criminally prosecute people in the agency for engaging in that interrogation program and rendition program that had been approved by the previous administration that you know, that creates some ill will, so the fact that you know, the military and, and to some degree, you know, others and certainly law enforcement of feel as if they've got this top cover from the current administration.

Speaker 3:          01:50:34       That is a good thing. And if you're, if you're willing to not politicize all of this and, and, and make every decision related to national security based on how you think it's gonna move the polls, then that's also a good thing. As long as you're getting good solid advice and you're consistent in your decision making process, all those things are good. Um, I don't know enough about trump to know how, you know, he makes those decisions, but he does have good of Madison's good pump peo is a good person. John Kelly, certainly. Great Guy. Mcmaster, all these people are solid people who in any other administration would, you know, people would be saying, yeah, that's great. You know, they're very highly regarded, but it's sort of, there's this cloud over because it's trump and people are still not sure how things play out in that administration, but if he does listen, I think yeah, that's a good thing.

Speaker 3:          01:51:25       But sending 4,000 more troops, that's not quite 50 percent on top of what we've currently got there. Um, what does that allow us to do? Well, some of those troops are going to have to be involved in security operations of the trainers. Some of those troops are going to have to be involved in, you know, logistical support, Intel collection support. So, you know, will it make us more effective in defeating and the short term some of the pushback from the Taliban and identifying and taking out more isis will. Sure. Okay. And then, and then what? I guess that's my question. What, what, what are we doing? What is our objective in Afghanistan today in 2017? What is the objective? I couldn't eloquently, not that I could add eloquently do shit, but I couldn't. I couldn't state what our end game is there. I think it's, I would suppose in a big picture, it's to create a stable society that will be a bulwark of some form of democracy. Have we ever done that thought? I mean, we ever had successfully been involved in nation building. We have, what did you think about, um, post World War II, but that was again at different times. I mean, so you can't compare it necessarily, you know, chronologically I, so when we've invaded places or when we've been a part of like, look what's going on in Libya, I mean

Speaker 2:          01:52:46       we, we supported that revolution and now it's a fucking complete disaster and a terrifying part of the world. Yeah. It's a real hot mess and nobody wants to talk about Libya and we didn't have a national security interest in Libya and yet we allow ourselves to get in there. Why did we do that? A lot of pressure from the French and the Italians who did, and I think we felt it was somehow. I don't know why, but maybe there was a feeling as if it would be easier, more containable somehow. But I mean, shit, there's more tribal history. More tribes in Libya than in Afghanistan. It's, you know, you had to get like 130 some odd tribes in Olympia. So another thing that I watched recently as a, as a country, so watch Qaddafi's death again recently and watched the whole capture of him and the whole thing.

Speaker 2:          01:53:37       It was just fascinating to watch his brutal evil murderer is dictator. All the sudden get caught by these common people. These rebels, you know, like, you know, outside of his palace and freaking out. And yeah, players all fucked up. And the weird thing is he was, he was our guy, he was a dictator. Renounced. He had gotten on board for the most part on sort of a counterterrorism program to provide assistance or support or at least not impede A. I'm not saying it was, yeah, it was a, it was a complete son of a bitch. But it's interesting isn't it? The dynamics involved. And so we decided that it was better to support the French and Italians and topple him. And now you know, it's, I mean, but that's always the case. You know, isn't always the case too that we have these dictators we problem up and then after a while, Jesus, this fucking guy, we've got to get them out of there.

Speaker 2:          01:54:30       Like so dumb. Yeah. Sort of same and Hussein lasted a long time in that position. When you think about the horrific nature of some of the shit that he did and his sons did. Oh yeah. Sons were completely monsters. Yeah. And that's a good point. I mean, you know, and, but you know, hey, how did it, how did his presence when they were at odds with Iran, you know, how did that help our overall sense of strategic foreign policy? So things happen and you don't, you know, it's, you don't get to pick and choose sometimes I guess maybe you do, but then it'd be, it'd be a kind of a strange world, but you got to deal with sometimes with the people that are out there and, and you know, um, so it's, I, I don't know, 4,000 more troops in Afghanistan. I, is that going to somehow solve a problem? It's going to, I suspect, kick the can down the road. Again. It's like Vietnam. What would you do? Where did the vehicle have to go? They had nowhere to go. It's a totally different situation though, isn't it? Because the Viet Cong really didn't have any threat to us. Well, what I mean is, is what did we think was gonna Happen? They were going to outweighed us. They were going to have glasses. They were going to say the suffering was nothing in their minds compared to what we were going through and how we were processing.

Speaker 3:          01:55:44       And so I guess that's what I mean. You can't. Yeah, everything is, is, is, uh, is relative, but I mean with this, um, what would you do? Well, I have, you were in the situation to call the shots. If someone said, hey, Mike Baker, what do we do about Afghanistan? Yeah. And you know what, I'm, it's, it's, it's, it, it. I'm not saying it's an easy by any means. It's a, it's above my pay grade, but b, I think I'm. Isis creates a different situation there. If we hadn't seen isis develop and start to impact to some degree things that are going on in Afghanistan, then I think we could be better off just saying, okay, we're gonna. Figure out a way to work with the Taliban. I mean the Taliban, I think at this stage of the game could be contained within Afghanistan without allowing their place to be used as a shelter for terrorism.

Speaker 3:          01:56:36       I say that now caveating saying now you've got isis and that's a different kettle of fish because they're at odds with each other. So what are we going to do? I ended up, you know, in some weird fashion supporting the Taliban and their efforts to, you know, stamp out isis. I don't know. It's a, it's a, it's real weird. Yeah. This is what we're talking. Thousands of years of history of failed efforts in Afghanistan. And do I think, do I have the Hubris to think that we somehow are going to solve this? No. So, you know, maybe maybe the answer is just find that point on the curve where you can support an existing government that you can hold your nose and live with. It's, you know, that it's corrupt and you know, but at least they're working in the counter terrorism realm, you know, and they're there supporting those sort of interests from our perspective.

Speaker 3:          01:57:26       And yet, you know, I don't think we're ever going to get to that point where we see a stable self supporting, you know, pseudo democratic nation exist there. I just don't think it's going to happen. So that's a hugely unsatisfying answer. But you know, maybe it's, maybe it's like pollution. You do little things, you know and hope that it helps. And maybe that's what we're doing here. You know, if you just start from the point of view of saying we're going to create a bulwark of democracy, you overwhelmed, it's never going to happen. So you don't do anything. You know, background. I, part of me just, I hate the idea of leaving, right? I mean, I think a lot of people do who are living, we're going to create a vacuum, right? Right. And, and quite frankly, that's typically what happens, you know, and particularly with isis president said they would see that and they would see an opportunity.

Speaker 3:          01:58:11       Now, you know, they, they're, they're at odds with the Taliban and the Taliban is pretty brutal. Um, could they handle it on their own, you know, meaning, could they destroy isis on their own? Who knows? Maybe, but it's a, it certainly complicates the situation. But now, especially if we just decide to switch somehow or another support isis now, that's never going to happen. Whenever. No, I mean, excuse me, the Taliban, their battle against Isis could see that. I could see elements of the Taliban saying, look, we just want to self govern. Right? Okay, we get it. But you're not going to

Speaker 4:          01:58:45       imagine a scenario where the United States would support the Taliban because they were at war with Isis. Taliban could soften their stance on some things. We reached some sort of common ground.

Speaker 3:          01:58:54       Well look, we're kind of on the same side with Iran against Isis right? And we're not supporting Iran in a way. We are in a sense that we're, we're trying to kill the same people. Right? So who would have thought that, you know, four or five years ago. So that's how nutty Isis says. Yeah, yeah, yeah. Everybody can agree. Everybody get a great. That's the one group that everybody can agree on. Um, but yeah, I don't know. It's interesting. So that's what the president's going to talk about this evening. 4,000 more troops. I, you know, he could have said we're gonna leave and the people that hate trump would be up in arms. You could say we're going to add 40,000 troops are going to be up in arms. You could say we're going to give it over to the private contractors. They'd be up in arms. It doesn't really matter. So there's going to be a lot of opposition to this regardless. Um, if there's a clear defined mission with an end game, fine. I just haven't heard. I don't know what that is. And maybe they, maybe they've said it and I just haven't seen it.

Speaker 4:          01:59:50       Well, it seems like the only way we're ever going to get peace and harmony in the world is if there's no fifth world, fourth world, third world or second world. Just one first world. Everybody has like suburban problems.

