Speaker 1:          00:00:04       Four, three, two, one.
Speaker 3:          01:19:01       You're making up the fact that I'm in the CIA. You're making up for the fact that the Hollywood insiders have given me information and tell me what to say. That's not true. You know, it's not true. You know me. I don't have time to be a CIA insider. I can't take on another job and between doing standup and podcasts and UFC commentator, running a family, I can't do it. I wouldn't do it. I'm not interested. I'd rather stop doing everything than work for any government organization. No one's ever approached me. No one's ever approached anybody I've ever heard of. I don't even know if that really happens. I don't know if that's a real thing. The thing is they always say is that the CIA would talk to the people in Hollywood and tell them what to say in terms of propaganda and maybe. I don't know.

Speaker 3:          01:19:48       I don't have any personal knowledge of it. I'm sure someone has decided that if they're going to make a movie about like zero dark 30, that they have to get some sort of approval and I'm sure that a lot of movies that are very inspirational that have to do with the military would be great for recruitment. So I'm sure there's some involvement. I'm sure there's also some patriots that work in show business that want to put out these movies about the government and about the military in a very positive way. That's probably the case in some instances too, but not everything's a fucking conspiracy and this is why it's stupid. It's stupid is some things are fucking conspiracy. And Alex Jones has talked about some things that were real conspiracies, that nine slash 11 documentary, the road to tyranny details the world trade organization protests where they sent in these agent provocateur tours that which are essentially soldiers.

Speaker 3:          01:20:43       They send in soldiers and military people dressed up in all black and cover their face and they smashed windows and tip over things and they take a peaceful protest and they turn it violent. So then the police can move in and shut down the protest. And then not only did they do that, but they made a no protest zone. And the United States of America, uh, no protest zone. Was it the United States of America? Wasn't Vancouver, was. It was Seattle, I think Seattle coover. No, I think at Seattle World Trade Organization protests template with the boots and they all have that shit, but Alex detailed this in detail and it was real when he makes things up. Like there was one recently, the David Pakman show had on about Alex talking about people eating babies pituitary glands and scattered vandalism of downtown Seattle. Yeah, seattle. So the enforce a no protest zone. That was in 2009 in 1999 rather.

Speaker 3:          01:21:39       Was It [inaudible] 99. December first 1999. The October 27. Two thousand nine was the article. Yeah, Alex did that. That was real. That was legit and it was very informative because I didn't know that that is how the government operates sometimes. Did you contact him the second time and go, what the fuck are often. I send them a text message, so this is why I won't talk to you. You say crazy stupid shit like this, but I don't hate the guy. He's, you know, he'll scream and yell and call me a demon. He's not a good place. You're not in a good place when you're defending against that. And what all these other conspiracies, like it's all fun and games until you're talking about people's kids getting murdered and then all of a sudden people are like, fuck you. And that's basically what happen with him.

Speaker 3:          01:22:22       If he was just ranting about government conspiracies or you know, who shot this guy or who's stealing money from here. Some of what he talks about is beneficial. But Alex is not. I don't think he's in a good place. I don't think he's in a good place mentally. And I don't. I don't think he's in a good place in terms of his situation with the law. Don't hate you. Alex Jones. If you listen to this, if I saw you, I'd still give you a hug. I'll still even do your fucking show when I come to Austin. I don't care. You can, we can come and hang out, but just stop making shit up. It's silly. And you know, I'm sorry if there's bad stuff between us. A more. Sorry of what you said about those kids. I'm sorry about everything. It's, it's unfortunate. It's all terrible now. Something like that. What's the road to redemption for someone like that because some. This is the thing about people is, and I think this is also what's going on with Alex. people need a road to redemption. Like if if someone fucks up horribly and does something terrible, should that be the end of them? This idea that we don't need them anymore, no matter who it is.

Speaker 3:          01:23:36       I mean what? What does a person have to do to grow and learn and for people just accept them again and lead them on to all platforms again. What, what? What does a person have to do? It's a real good question. I think it's

Speaker 4:          01:23:50       per person though. Like somebody like Alex just seems like he's getting worse and worse. Like this seems like what he did teach us. You mad at me because I haven't had them on that. He, I'm sure to you he asked you or if he was in town?

Speaker 3:          01:24:03       No, no. Do you not listening? I said I didn't want to have them on one. I was trying to figure out whether I would have him on, but when I watched the media matters video, it was very clear to me he wasn't being on. I asked him if he had said that it was fake and he said he questioned whether or not it was real, but then eventually he acknowledged that it was real, which he has done, but there was many times where he said it was fake. Not One, many times. It's absolutely fake. It was 100 percent fake. There's video of it. I didn't see the video before. We did our nine slash 11 podcast. I've seen it now and I still thought about having them on. I still thought about talking to them about it and talking to them about all this shit and what it's like.

Speaker 4:          01:24:44       I think it's. He plays a character. Honestly. I don't think so. I mean with the reptiles guys and people and the things that he says, none of it. Half of it's just like, what the fuck are you talking about?

Speaker 3:          01:24:54       I think he. He definitely goes, goes crazy with some things, but I don't think he's doing well, but he was talking about eating babies. Pituitary glands were found fondant. David Pakman video. David Pakman, who's a progressive, a commentator online. He, he was going, look, something's wrong with him. Like he's playing this video, like what he's talking about them breaking into

Speaker 4:          01:25:18       what is happening in the Alex Jones. Yeah. See if you can find the part on the video where Alex is talking. It's early on. It sounds like schizophrenia. It sounds like any episode of live pd or cops and people are talking like, I saw aliens upstairs in my house, you know, like the other guy, Owen Benjamin, look at him, see, play this place real quick.

Speaker 6:          01:25:37       It's all in plain view of these people. They're just putting it in our face. They want a system where we can't do anything to stop them. That's like Bill Maher, the name of his production company as a kid. Love, which is enabled slogan. Basically. They make jokes about having sex with kids all the time and she says it's okay to have sex with. You know, kids don't have section 35 year olds when they're 12, just incredibly evil, pathetic stuff of these solas demons like Bill Maher. But Josh was saying he had a theory, the only one walnut saw says USA. It's the pituitary gland because they confirm that Jimmy Chevelle and others would a torsional kids to death, but they couldn't get regular ones to kill. Her favorite thing was to grab a kid, run over with the car so they could say, oh, there's a police report. They are run our. But they would hurry to the morgue and they work with different, different government controlled morgues and eat the pituitary gland as quickly as possible, uh, and, and, and get high off of it. So yes.

Speaker 2:          01:26:41       Yeah. That's this. First of all, Bill Maher's done a fucking pedophile. This, this is crazy. This is like a weird rambling and this is not alex that I knew from 1998. So it's not, it's not the same guy. This is a guy who's not doing well. So my apology, um, as a human being to Alex Jones, if uh, you were hurt that I didn't have you back on the show if you were hurt that I occasionally poke fun at you. I have to. You're hilarious unfortunately. But, uh, I don't hate you. Don't wish you wish you badly. And uh, back in the day I enjoyed a lot of your stuff. People lose their way, you know, so I think that, um, it's a real bad feeling being stuck on the outside too when they all band together and kick you out and everybody kicks you out. Everybody, twitter and facebook and everybody and Youtube and twitter was the last one.

Speaker 2:          01:27:46       But uh, that was Jack Dorsey didn't even know why Alex Jones got kicked off twitter and people like, well, let them back in. Then like, yeah, but somebody knows somebody. Like, I don't think Jack Dorsey is really the guy who's looking at each individual person that gets banned. I just have a feeling that that stuff is compartmentalized. Right? I told you 100 percent, 7 million monthly active users. Right? But how many people are. I'm responsible for banning people and real high profile people though. I'm sure there's a whole, like maybe 12 people. They have to have a meeting. Then they, you know, maybe they talked to Jack, maybe they don't. Maybe they, they position who. Yeah, right. He, maybe he doesn't. We don't know. I'll ask that for sure. But maybe he didn't know when people got banned until he liked maybe got accompany memo. Maybe he wasn't involved in the course.

Speaker 2:          01:28:36       Maybe. I don't know. Maybe he's the one that called them up and said, get rid of this motherfucker that's possible too. Like, here's another one, right? Here's one that people had an issue with. And one thing you could say, okay. I'm like, uh, when Kathy Griffin held up the, the, the trump head, remember that? Um, did she do that on her own twitter account? Uh, yeah, she, yeah, she, well, she, a photo of it. When she posted, she posted on instagram or twitter. I think it was on both. I'm not 100 percent sure. Right. So that it's A. is it allowed? It's allowed because it's newsworthy because it's a celebrity and the celebrity is threatening a public figure who is also the most powerful person in the world. So it's. Okay. Did that, why that is. I think she posted it because it was an art piece that was kind of controversial.

Speaker 2:          01:29:29       Oh No, no. I know that. And that's what I'm saying. Why are saying why is it okay? Why is she still allowed to be on the platform? And Alex Jones case kicked off. That's a, it's an interesting question, right? Like, what do you need to do to get kicked off? Because that's not the only thing that Kathy's done. Um, recently she was one of the people that was calling for the name for that young boy who was, um, with that native American in front of his face beating the drum. She's crazy, irresponsible, you know, I'm sure she feels bad about it now in retrospect, especially if she's watched the video, but you got carried away and she thought, what we all thought when you saw the picture that smirking can't have a kid that got in the face, this beautiful indigenous man is singing his, his rain dance cry or whatever the fuck he's doing.

Speaker 2:          01:30:10       Yeah. That's not what it was though. We found out afterwards it was much more complicated. What is their song? What were they saying? Sounded cool. They should make a record. Yeah. Do you like that shit? That shit's cool to listen to. When you work out, if you could get like some, some legit native American chance like that puts you into a trance. Right? If you don't know what they're saying and you just go running and you listen to that. Took a little couple tokes. Go for. Go for a jog in the woods, listening to native American chance on your air ponds. That was an interesting video though because I mean I was a one 80 after just hearing the second side of the story, like 12 hours later people still were calling for that guy's head. Yeah. And people. I saw someone who said, um, what's his name?

Speaker 2:          01:30:56       Ron Perlman? No, who's the guy who was a hellboy? Ron Ron Perlman was like, motherfuckers telling me that I'm not seeing what I'm seeing. And she said something about some white prick or white motherfucker. I'm like, oh, okay. People try so hard. Like you, you are seeing what you're seeing. You're seeing what you're saying. Well, you're not seeing is a video that shows how it occurred. That's all it is, you know? So why is that? Okay? Right. Why is that okay? Why is it okay for some journalists to say horrible things about white people? Why is that okay? Why is that okay? It seems weird. What if it encourages violence against a innocent white person? Just one should be responsible. What if they say, why did you do that? Well, I read Blah, blah, blah as a tweet. And I was like, you know what, I am going to go out and punch a white person. Fuck that. I just found some white old lady and I beat her ass. Like if someone decides that you're not responsible for that or yeah, probably not. But you kind of feel

Speaker 3:          01:32:00       like you played a part in the way people look at things, especially people that are very easily influenced, you know? It's just also, it's gross. He reads something really racist against white people. You're like, that's gross. Like you think all, all people are like that. A whole group of people that don't have as much melanin. They're all shit. That's ridiculous. You're ridiculous person. I don't care if you're brown or black or yellow, you're ridiculous. That's silly because we have to decide.

Speaker 3:          01:32:28       It's got to decide like what the fuck we're doing. If we keep letting illogical behavior be normal, like breaking us off into fucking groups like that and thinking that you know, all men are great or all women are great or all gays are great and never all straight cisgendered men can go fuck themselves. All right, that's, that's silly talk. I don't care who you are, you're not allowed to do that, but we let people do that. If they're a part of a marginalized class, if someone's a part of a marginalized class, then you get to shit on everybody. In a weird way. You get to like reinforce racism. It's really. It's so fucking counterproductive too because if you do that then it just makes people just get defensive on the other side. They don't even want to even think or empathize with how you are.

Speaker 2:          01:33:16       What social media has really made. Everything annoying has made me think great too though. Both do twitter is like we're saying when someone says something dumb like trump will say something dumb sometimes and I'll just go there for the memes and I'll just read his post and it'll get me going in the morning. I'll get like 15 minutes of [inaudible]. Probably missed the story yesterday. Have you heard any of the 21 savage news? Oh, you got deported, right? Because everyone found out yesterday that he's apparently from the UK and so like the story. There's two stories that as part of the story, but memes of him being from the UK and the British rapper that's rosie from Atlanta really took over to the fact like Demi Lovato tweeted it and she got shit on and she's deleted her twitter now because of the response to that. Did you know who this guy was before?

Speaker 2:          01:34:03       No, but I'm 51 years old. Yes, man. Number one, like Oh shit. Number one, write record. And now like in the country. Really? But Jamie's on black twitter, twitter. But you're on black twitter. Sure, sure I'd be. I. Oh yeah. My father. A lot of them. I don't know any of these. Tech Nines and Sushi for fucked that. Takeshi. Six nine. He's fucked. Maybe. What do you mean? Maybe he's talking. He's still fucked. He's. He's fun. He's going to jail for a long time with a tattoo of six, nine on his face. He's going to jail. Who's going to have real problems? That ain't good. You read the list of charges. There's murder involved. Murder conspiracy of him supposedly calling a hit on someone. Oh Jesus Christ. Oh my God. Oh, he's fucked.

Speaker 3:          01:34:54       Even if he cooperates, if they put a hit on someone because he said it,

Speaker 2:          01:34:58       Jesus he'll hear, won't get like the death penalty, but now he'll be like life in prison or you know someone's fleshlight. Yeah. Heck yeah. It's a real problem. Soldier boys in jail too is. I mean it is. For what got arrested. Did he beat up his girl and his girl beat him up? No, no, that was a little bit while he's son of a bitch. You just shamed soulja boy for no reason. With your shitty pot. Adult memory, right? I know. It was a little bow. Wow. No, there was something else. Hold on. Yep. Is Accused of kidnapping a woman happy. I'm sorry. So you got the stories conflated. Kidnapping. Because even worse, he tied a girl to a, a, a chair using an extension cord and kept her for six or seven hours in his garage. Oh yeah. Oh, he's going to jail forever. Prom. What did he do that. But that's someone's daughter wouldn't do that for a jealousy. I think it said.

Speaker 4:          01:35:53       This is apparently according to celebrity news outlet. The woman whose name I will not say apparently was backing out of a driveway in her car, hit soldiers la home when she hit the curb or at his house when she hit the curb. From that point on, his assistant reportedly became upset and started fighting with her from there. Soldier allegedly stepped outside and tried to break up the fight. The woman says that he began punching and kicking her when she was on the ground and then tied her up for six hours.

Speaker 2:          01:36:21       God, Soulja boy. Well, at least Nintendo one wish that cooler heads will prevail, but that sounds like that sounds like a fucking disaster. Jesus Christ. You never hear about the spin doctors causing any problems. Right guys? She hit a curb. This all started. She heard it. She hit a curb with his car or something. She's curb one of his wheels. Wasn't enough information on there. I don't know. Yeah, she probably curbed one of his wheels. It was a nice car and she didn't know what the fuck she was doing. I can drive what a Dick tied her up and beat her up, allegedly, allegedly. Right, right, right. You got to always say that. Denied by this. Did you see that video, that old man putting the ice on the ground and then pretending he fell. Oh, that's. Yeah. Allegedly brilliant. Allegedly, allegedly. Allegedly. There's no allegedly lead for that.

Speaker 2:          01:37:13       It's amazing. It's amazing to watch because he didn't know there was a security camera there. Tried to collect. Yeah. There's a lot of people that do that, man. I've seen videos of people doing that at the mall. They'll like throw a drink down and then slide down on the drink. We had a guy do it once at a movie theater I worked at and we had it on video also and we just showed them the video and then he left and never heard anything about it, but he was bitching up a storm like he was hurt was me. This guy, this guy's hilarious. So he's walking. He looks around chuck some ice on the ground. A little bit of a nightstand. No big deal. I'm gonna go over here and la Di da Di da. I left this fall. Watch this. He looks around and make sure no one's looking. Oh. Even felt like a bitch. It's like holding is the most ridiculous look. That silly,

Speaker 3:          01:37:56       silly, silly man. The thing about those guys is like anybody that does that kind of shit, I think the cops, all they have to do is go, sure what's your social security number? And they look up all the shit that he's also done. Like you don't that even just a little bit of a scam.

Speaker 4:          01:38:13       That's a guy who's been scam and it's like in Russia and stuff or other countries where everyone's doing the insurance scams. And so to the point where everybody has to have dash cams on their car. Now there's a lot of that just triggered a story I heard over the weekend. There was a not, it's, I think this is a story happening in Houston where the cops broke into a house where they had heard that there was or they think they had a warrant. A report was that neighbors had called and black tar heroin sales or something like that at this house. So they broke in without knocking. It was like a no knock warrant. Uh, the guys like 57 in the house, here's someone break into his house, gets a shotgun, shoots one of the cops that killed him. His wife is like, what the fuck's going on? She goes to try to grab the other cops gun that had just fallen. She gets shot, two people are dead and they didn't find any heroine. Oh Geez. There's like some weed in there or something like that. And some people are like, they didn't have a history of doing much from what I read. That's why I thought of it because they look back with these guys. Do they have an arrest history or anything? And it wasn't anything that they had found, at least what I read about it.

Speaker 3:          01:39:18       Do you remember the one where there was a mayor outside of Washington DC and he, uh, they were using his house as an address and it was something with the mail delivery guy was running weed. And so the mail delivery guy would come by and uh, the package was addressed to him, but he would just keep the package because he knew that this was this guy's house. It was on his route and that way, you know, as the package came into mail would be his to deliver, but instead of delivering it he would hold onto it. So they break into the mayor's house? No. You know the whole shoot his fucking dogs shoon his dog and he had like one of my dog like Marshall. So like a super duper sweet dog, either yellow lab, which is real similar. I think it was a yellow, might've been golden retriever.

Speaker 3:          01:40:05       Either way they fucking shot at least one of his dogs. How did they not know that was the mayor's house you think that would be like on a list day, didn't Google shit or maybe they did. Maybe they thought fucking the mayors. A drug dealer. Maybe they really thought that, but that kind of shit is dark man. We just go shoot a golden retriever. Come on, you're not a pussy and I know you're going in there because you think that this is a real drug running operation because the cops just got bad information. Right? But you're not a pussy. You don't have to shoot a fucking labrador stop. You think that things going to bite you will when it does shoot it then. So I'm going to play you the fuck out of here. That's a weird power trip. Shit thing. Shoot all dogs know if. Look, if a guy's got a wolf and it's off the chain, it's running out you. Yeah, shoot it. You break in into some guy's house and then you shoot his fucking dog. What if you're wrong? Look, you are a lot. You cool with

Speaker 2:          01:40:53       shoot and someone's fucking dog in front of their kids. That's what happened to the mayor of this town. The fucking mayor. I bet the guy was a mail carrier. Just thought it was cute to use the mayor's address. Get all the weed delivered. Maybe you didn't. Maybe voted for his opponent. He thought it was safer to do it that way. Oh, did you get a tesla? Are you just driving around? Oh, God was telling me how. How do you like it? I had to get one. I told them, you live in Moscow. I would get one guy did my podcast. I almost solid. I'm a man of my word. Uh, it's a fucking spaceship. It's the weirdest thing I've ever driven in my life. It doesn't even make sense. It's not even. Not even. There's not a single car that I've ever driven that's even close to his fast.

Speaker 2:          01:41:40       Nothing like, my porsche is so slow. I have a gt three Rs. It has 518 horsepower. Waste 3000 pounds. It sounds like a dragon. And that Tesla would leave it in the dust. I mean, leave it in the dust like zero to 62 seconds quicker. It's fucking insane and out of a no. Ludicrous. Yeah, I did. I put it in chill mode for a little while, but you could drive chill with ludicrous mode. Always available. You don't have to keep switching back. And little mode is just crazy, like the fastest and it kills your battery. Well, it kills your battery quicker, but the thrust that you get is a roller coaster ride. It's insane. I mean, you can't believe how fast it is. It doesn't even. It literally doesn't make sense. It doesn't seem right. It seems like like it's punching its way through a wormhole use an alien technology.

Speaker 2:          01:42:32       Meanwhile I posted, it seems like something Bob was our snuck out of area 51. I get all these messages from people. <Unk> has been debunked. That's controlled opposition. That's a fake story. It's fake news bro. They got you with the Bob Story. Do you like all the tech in it? That's the same one. It's too much almost because it's this giant screen. Like I had a dim it where the fuck down because I was looking at it like you're so pretty, so pretty. It's so pretty. Dream car. It's very comfortable. How long? Super comfortable. Now do you have a supercharged station at your house yet or do you thing on the wall? At my house that I can plug it into a supercharger. It takes like eight hours. Eight hours or more. And how many miles, but I'm going to get one of those. I'm going to get one of those fast charger in the house because allegedly, and I mean allegedly 311 miles.

Speaker 2:          01:43:21       Do you have the fuel? But here's the problem. I drive like a mall wrong, so it's not going that far. Did you get, is there a few option for that model and like are you cool? I think there's a fuel add on that gives you an extra like, oh, that's an option. Like I thought you meant a fuel gasoline. Yeah, I know. What are you talking to? Some models will not tesla. Okay, good. Just making shit up bro. Some, some. Uh, I think it was car. It is extra for like one gallon of gas. So like

Speaker 4:          01:43:52       if you ever lose your battery. I have heard of that. Yeah. What was that? I thought Tesla had that. No,

Speaker 3:          01:43:57       no, no, no. There was like a Prius. Prius is our mixed. They're hybrids. Prius's use gasoline, but a very stingy amount of gasoline. They run partially on electric motors. So Do, uh, the Acura NSX. The ACURA NSX has two electric motors, but I think you don't ever charge it. I think the electric motors are powered by the gasoline engine and electricity in the car, if I remember right. That's supposed to be the motherfucker like the Acura Nsx is supposed to be the car that people are underlooked under looking for whatever reason, it just doesn't get the love that it deserves. And apparently the 2019 models even more insane.

Speaker 4:          01:44:39       I can't wait to the day where like your garage floor is like a wireless charging mat. You just pull right up into the mat or they would never would be because it's rubber. Well there I'm sure they're fine because like there's a, there's, there's like if you, if you take your phone and put it on a wireless charger, there's like a little room that if you don't have to touch it, like maybe that's the whole reason why you're safe from getting hit by lightning bro. Yeah, I like that. The rubber protects you from electricity. Parco a little thing comes down to the ground. Like that thing falls out while you're driving your car over. Or did they? If the streets like if somehow like if you were riding on the highway and if you want to fuel up that you can like fuel up using the road. Like pay like a fee or something.

Speaker 3:          01:45:19       Ideally it would be great if solar panels had gotten so powerful. They can charge it just with the sun, especially because southern California is always fucking sunny except for today, but it's a matter of time. The cars of the future. That's what it is. It really is. Look, I'm a giant fan of American muscle cars there. My all time favorite cars in terms of like to drive to hear the rumble of the engine and that I love them. I love them. Maybe I'm some crazy old dude from the fucking eighties that still loves 19 sixties muscle cars. Maybe. I don't care. I love him, but that fucking cars, that future, that Tesla is the future. Like when you drive it, you realize, Oh, other cars are stupid. Is that.

Speaker 4:          01:46:01       That's that new room. New Crazy rocket today. Shooting rockets out in his backyard. Is that his house? Is there anything that you don't like on the day or something that kind of bugs you that you wish was like, oh, I don't have. There's no door handles. No,

Speaker 3:          01:46:14       no, no. Nothing. You just got to figure it out. It just takes a little while to figure out what all different buttons do and how to, how to get things to happen, but it's really well thought out. It's a look. He's a legit genius, you know, and what he's doing is unprecedented and you know, this is gonna sound like I'm kissing his ass because I liked him because he did the podcast and then I became friends with them. Know he's important. The guys got ideas that are of a magnitude that dummies, like you and me are never going to come up with any of those ideas ever. If we lived a thousand lives, we would never figure out space x.

Speaker 2:          01:46:50       it's just not in our wheelhouse. We would never make a fucking electric car. We never make one of those things. Never make a. That Tesla roadster that's going to come out. That goes zero to 60 in one point nine seconds and looks like like a spaceship, like a, like a race car spaceship from the future. We're not doing that dude. We need people like that. Those guys are super important. This guy is a. he's like a a culture changer, like a legit culture changer. He got him to smoke weed. Jesus they want to do is the ad blocker bus to want. I'm looking forward to new Toyota supra. That's the new one. Looks Dope. So this is the a space x rocket. So what does it say at the top? It says, built a stainless steel rocket ship in Texas that looks like liquid silver and might launch in February.

Speaker 2:          01:47:41       Didn't what year? What Day is this article? January 11th. A couple weeks ago. Okay. It fell over and I know that they've been doing stuff more with it, but I just how cool it looks it looks like. But I mean it did now. It fell on the ground while I was standing there. Yeah. Yeah. It got blown over the wind. It looks like a drawing for a rocket from the 19 hundreds. I don't know if he did it on purpose, but it looks just like. It looks like a fucking movie. Like buck Rogers Rogers rocket. You're right. It looks dope though. Roger's do. Driving that car really feels like like the future. And did you get the best model or is that. Of course he did. But yeah, I got the model s p 100 ds. What it's called. I just paid off my car and might just sell it and get one of those.

Speaker 2:          01:48:31       So have a place to park it that has a little charge port. Yeah, I mean I have it in a power outlet. I think you'd probably convert it. Yeah, yeah, yeah. There's a couple of superchargers in Burbank. Yeah, there's one across the street, but it's always taken. I don't know what the. You know, what's weird man passing by gas stations and going, I'm never going to use it with this. I've never pull it in there unless I want a soda. Look at that thing. That's zero to 60 in one point nine seconds. And I'm telling you, man, that's not an unrealistic number. Six hundred 20 miles. Yes. Wait, when does this come out? A couple of years. It's going to be awhile. Uh, I'm going to get at 100 percent by your old one. This is such a dope car, man. It doesn't even make sense.

Speaker 2:          01:49:12       Why has it not have a side mirror? It's got no side mirrors as cameras. Fuck the rendering of it. Probably shut your mouth. God Damn side mirror you. Sons of bitches. I, I love my camera cameras on my car. I don't even use my side mirrors. It's so much better having that look at that thing. How much is that? 600. Twenty miles. I Dunno. Probably stupid. Expensive. Look how pretty it is. It's too pretty to be cheap. Got fucking sick. That thing looks. Look at it. I mean it's like the ultimate sports car like that looks like a. That easily could be a new nine slash 11. Like from that angle particularly. And then the roof comes off. Cameras Look at those game receipts right there. Well not only that, but. Well that's what racing seats. That's why they were racing seats first and then became gamers.

Speaker 2:          01:49:57       But the steering wheel's wonky steering wheels. Like a [inaudible], like a formula one car. See it? Oh, it's like square. Yeah. Yeah. It's like you grab it by the handles. Maybe they want to make sure that you don't do this kind of shit like you. This is so fast. You probably need to hold onto it in a different way. Dude, I'm telling you that the car that I. That I got beautiful. I've never experienced anything like that before. You don't think it's real. You don't think a car can do that? Doesn't make any sense. Why do you want her $45,000? Damn. Chop back chat. Oh my gosh, that's five plus the 5,000. Fifty thousand to 50. Yeah. It's probably gonna sell out in five seconds to pay it. Every. Every dickhead in Hollywood will have one. Look at me. I'm environmentally conscious, but still success look like I'm an open shirt to do.

Speaker 2:          01:50:49       Do, do, do, do, do. I went into a volt the other day as an uber. Now is amazed by that. Pretty sweet. I think that's a hybrid right now. It's all electric. Yeah. I mean it had like five different cameras and it was pretty sweet. Did he ask him how long the range is a he? Yeah. It wasn't as good as I think of. It's like 2:30, I think he said that's not bad though. If you drive it around Hollywood, you could probably get a whole night and you know if you're ubering. Audi just announced theirs yesterday with a super bowl commercial. Oh, it looks nasty. I've seen it. It looks for honesty. Yeah, it looks nasty. Like Jesse Jackson. Nastier bad nasties. Ms Dot Jackson and it looks like A. I think it's a different one. I'm thinking of the r eight they took kit that I get the look, that stupid girl.

Speaker 2:          01:51:32       It looks like a regular Audi's what it looks like, but a Audi. Google a audi electric sportscar. There's one that doesn't look bad. It looks like a stock standard suv. That looks pretty good. Second Mile on that thing. What's the mileage? The range. The range is everything on these fucking. Exactly. Because if it's anything below like 300 miles, 100 back up comparing it, it's comparing the amount of time you charge it and what it takes to charge to get certain things. Oh, the model. The final model. Excellent. He does 144 miles and 160 miles. That ain't good. It's on that trip. On that kind of charger or something like that. Dude, don't estimate. That ain't good after 30 minutes. It's only after 30 minutes. Oh, how much you get in 30 minutes? Well that's not. That's pretty good info. So you can get 160 miles where the charge in 30 minutes.

Speaker 2:          01:52:25       That's not bad. Faster. That's a long time though. If you've got to go somewhere. If you're in a rush, you can't just pull it and get gas, but you don't want the kind of power that would it take. I mean, you imagine how many dip shit. That's it. That's the. That's the Audi. Look at that thing Brian. Oh yeah. I like that. I like that better. No, that's, that's the one. So it's basically an Audi r eight, a next generation Audi r eight. Go to the one. That's what it looks like. That's a nasty looking car. So dope electric e-tron that says that says 2016 when they announced it back at the car shows and whatnot. It's just probably what they're calling. See Google, see if it actually is a real thing or is it still just a concept because a, they always like, there's a lot of those cars.

Speaker 2:          01:53:16       They'll disappoint shit out of you. Two hundred $79. Million Miles. Oh, it's. So it's a real thing. When is it available? Wonder when that's going on. Said Twenty, 22 right there. 20, 22. Yeah. So that's probably the same time the rose just coming out. But look how they get your Dick hard years in advance. She could have ordered it in 2015. So rude though. Oh Man. So rude to get your dick hard so far in advance. Yeah. You know, like if you're like, yeah, I'm going to be fucking super environmental but I'm going to show, but it would still be stunting. Wow. Do you see the new Volkswagen Dune buggy? That looks pretty fun. No. What is that? It's a cell. A Dune buggy. It was just announced. Uh, I'm not sure if when it's for sale or if it's for sale, but it looks pretty fun. It's a, it looks like a classic Dune Buggy, but they vote Volkswagen date and it has no roof, but it was like a little fun car and on the third see a picture of that and um, yeah. All right.

Speaker 2:          01:54:18       It's a new one. Yeah. So it looks kind of cool. Right? Whoa. You could drive that on the road. Yeah. So it's a road car, but is it still a Dune buggy? Twenty to 25 again, you sons of bitches. That looks fun. Well, they were supposed to announce the new Bronco. Everybody thought it was going to happen at the Detroit auto show, but it came and went, came and went with no bronco. That makes no sense that because it's actually on their website, like they were going to announce it soon as for sale. I thought, I don't think they said that they were gonna they probably don't have it down. You know, sometimes when they're working on these experimental vehicles they uh, they'll develop something but then they don't like certain aspects of it or then maybe they are aware of a competitors work that might come out with more horsepower.

Speaker 2:          01:55:07       So they have to, like for instance, like the, um, the gt $500 from Ford, uh, it was on its way out there. There we're going to put it out the new one, but they were saying that it has over 700 horsepower. That's a. They never say that. They always give you the exact specific number. They always say 750 horsepower is coming in 20, 20 there website. Okay. But did, they didn't show it at the. Not going to make a special day for that. That might be interested in going to be nasty. Look and see what it looks like. It looks cool as fuck, right? That's right. It's the Ford website doesn't have pictures of it because they haven't released it yet. Um, but uh, what was I just saying?

Speaker 2:          01:55:52       What was I just saying? I said we're talking about what before the Bronco, the Volkswagen Beetle bug. Oh, you were saying the Bronco. I don't remember. Jamie fucked me about how that's getting pushed back because you know, somebody who might like, this car's faster. Yeah, that's right. The shelby gt 500. They said it's only so it's over 700 horsepower. The reason why they said that is because dodge came out with the demon and then they came out with some other version of the hellcat. It's also an 800 horsepower, so if you come out with only 700 horsepower, it's hard because is ridiculous as that sounds. Some people gonna think you, but it's not the Zr one that's good. Seven 50 or it's not that this or that. So they. They haven't said exactly what the horsepower rating is because they're still trying to juice it up. That might be the case of the Bronco too.

Speaker 2:          01:56:49       They might be trying to fix things and choose things, but look how good that looks. Red with the black stripes. Good Lord. Love black seat. That cars are reckless person's car. That's the difference between that and like a tesla. What's exciting about that car? The way it looks, that is a ridiculous person's car. I can drive around every day. Your fucking madman. You probably a little tipsy. Sometimes you drive, you know you might smoke cigarettes, you definitely smoke cigars, you know, you probably order shots, right? That's a ridiculous person. So Fun ass fucking car. But yeah, Quito on weekends. Look at the. The transmission. Not only is it an automatic, it's a wheel. So you spend a drive like fuck you. First of all, give me a goddamn stick shift like an American. I want to stick shift with the fucking American flag as the boot of the stick shift. It's one of the last places on the planet. We could still get a goddamn stick shifts. Sports car and what it's for. Do they release the GT 500 with an automatic. How dare you? Don't talk to me about paddles both. You can shift it manually with the paddle.

