Speaker 1:          00:00:02       Uh,

Speaker 5:          02:00:33       Have you, do you know whether or not anybody's calling bullshit on that video? Well, look, I mean it's, yeah, they do bond. Exactly. But I'm not sure if you're seeing that or if it's one of the, you know, there's a, there's a company that was a, I think it's an Australia that uh, they create fake viral videos to get hits and they're a special effects company and they've, they're responsible for like a gang of amazing videos that have been online. One of them was this, a couple that shot a lion and then you, you see the lion, uh, another line there. They're standing over taking pictures. Yeah. This one special effects group made that and a bunch of other fake ones too, that a lot of people sent me and they said they were real and I retweeted them like, oh wow, that's crazy. You know, but meanwhile these people are just special effects artists.

Speaker 5:          02:01:16       Cool. The line one didn't get me, I was like, this is too perfectly framed. It's too good. It got me, didn't get me at all. Plus, I didn't like the way that the line, the way it was looking though. It was sitting there on the ground. It looked fake. The whole thing looked like it looked like a fake lie. But then there's one that came out today that I'm a reasonably sure is real. And this one I was telling you about before the show, but there's a bear in this guy's house and uh, he looks downstairs in my friend Shane Carwyn actually tweeted a picture. I've got a retweet it when I find it. He tweeted me a picture today of a fucking bear that broke into his friend's cabin and tore it apart. Tore the, uh, the frigerator open, ripped out everything on the floor, ripped out cabinets, just tore his fucking place bar.

Speaker 5:          02:01:58       And apparently his friend called Shane is like, ah, hey dude, did you uh, use my cabin or something? Cause I know Shane Collins is giant heavyweight UFC fighter. He's a former, uh, UFC interim heavyweight champion. He's a gorilla. And so his friend, like that's the first person he called. Imagine if someone tears through your house, Richard Fucker, refrigerated door off the wall, this foot plate waste like they eat someone just fucking hulked out in your kitchen. So they call Shane up for is hey dude, um, my cabin rip my refrigerator door off. And then there was another one. That's true as well. It's real where a bear got trapped in someone's car, somehow know that the bear opened the car door, which they've been known to do. If you leave it open, look at that. That's a bear trap in the back of that fucking Subaru poor guy.

Speaker 5:          02:02:44       I wonder how long and he's in there for, it's a good question. I think they were walking by and they found them. So what a bear does is they know, they figured out over time that they can open car doors. If they open up a car door, they watch someone open up a car door, I'll get another bear. And then there's food in there. That's it from then on there opening car doors. So while when I was in boulder, one of the people that lived in the town over from where I lived, got their car broken into and the bear ate the inside of their car. The bear, I mean literally ate their seats. Eight, their dashboard, Dan, the crazy sucks. So this bear is trapped in this guy's car. This is 100% legit. So you opens up the car door with his paws, climbs inside. And you know, like if a car is like at a kind of an angle, the door will close itself. Door closes itself. He's like, Whoa, just stuck in his car. Just mangling it. Look at it, look at the chair, torn apart. Probably shitting all over the dashboard.

Speaker 3:          02:03:44       I'm good. I'm right here. I wonder if their insurance coverage, I wonder if anybody's got a bow and Arrow coming to make some bare sausage son. Uh, you gotta let him out. I means that's fucked up. Shoot an animal inside a car. That's not fair. Chase. I'm joking around. Ladies and gentlemen. I would definitely let them out, but I'd be fucking pissed because this car is just shot. It's mangled. You can open up your trunk with a, uh, a key and with some people does that, what they did, did they open up the bag and let him out? What's happening here? How can the hatches open areas just ran off and he's running off. That was a pretty decent sized bear yet. What kind of damage did it do? Pretty peaceful man. Bears always seem like they run, they tend to run for sure. Right? Until they kill you. Yeah. You say, oh, it's peaceful. It's peaceful. Do you know more people get killed by black bears then by grizzlies? No. Did Not. It's

Speaker 5:          02:04:38       weird. Grizzlies a lot of times the key by accident like a, you stumble upon the mom and the cubs, right? Black bears apparently will actively seek people sometimes when they're really desperate. Oh my God, man. That is, fuck. There's a bear. My neighbor had suppose how's the past dean of bears are eating garbage and stuff or having a good old time and swimming pools and shit. You don't have to worry about them. You got to worry about, um, predatory bear. It's like there's a guy that I know steve or Hosa show meter. One of his friends took a guy out hunting for his very first time they were camping and a 500 pound predatory black bear climb. The 10 attacked him in the middle of the night and his friends shot the bear. The bullet went through the bear and shot his friend in the wrist so he got shot.

Speaker 5:          02:05:20       He got bit by a bear is first hunting trips cause arrest. Bullet shattered his wrist, went through the baron shatters wrist. That's tough man. Whenever you have those kinds of bad lucks land on top of each other, like the balloon accident where like not only do you fall to your death, but you're also on fire while you fall to your death. 17 people. Terrible fuck hot air balloons, dude. Fuck, fuck. Being in the sky with fire and cloth. Never. What about a hard breeze? What happens if this bitch gets hit by lightning? Huh? You ever fucking monkeys? I watched the video. That guy jumping out of the plane. Yes. Yes, I did. Insane. 10th insane. Insane. And by the way, he didn't even hit it in the middle. He hit the edge. I mean, I'm sure it's a huge fucking net, but not huge enough.

Speaker 5:          02:06:06       Like how you judging that correctly when you're coming down at who knows how fast he's coming down. He lays there for a second until like he's stunned or sad. A flip over before impact. She was practicing flipping over like he had otherwise his face is going to get shredded, right? He's got to land on his back. So this guy's going down and then right before he hits the bottom, he flips. So he's got to like guide himself with his own fucking arms and he hosted, he doesn't splatter. That's his gopro man. I mean, how is he possibly going to judge this? I mean, he has some sort of a, a like a wingspan thing going on, whereas his legs are spread. Now Watch this, she falls over, he turns over right before the end and, and lands in the net. What in the actual fuck. And everybody's applauding.

Speaker 12:         02:06:56       It's Bobby Collins and Whoopi Goldberg. They're, they're, they're both selling. Hey, almost doug. He's,

Speaker 5:          02:07:05       he's, he's, he's crying. Oh dude, it mom, this girl's got big tits. Come here. Take a look at these teds before. Hey, this guy will get his deck. Why they have these people? Look at this. We are here live on the scene. He didn't die. It's amazing. This is the first time ever a person did this and lived. We're so happy. We're so happy we could broadcast this on television. It's so important. Look at, yes

Speaker 2:          02:07:36       we do, dude. We did it. You crazy fuckers. All of you. Oh my God. Cause you know if that shit didn't work out, oh my God, the net broke and for the rest of your life, you have to remember that the what that looks like a just the explosion Godson, the, that sound that's going to make, when that thing hits the fucking tarmac, his wife's screaming or just a silent scream. Just everyone. Just Ptsd. You're going to have to go to a therapist to get that out of your head. You're going to wake up with the memory of that guy's body just exploding like a fucking watermelon in front of you. What if the pressure of the situation, the gravity of the situation, the, the adrenaline rush and the g force all combined made him stroke out like that Indian dude and he just never even bothered steering and went right into the crowd.

Speaker 2:          02:08:29       Oh Man. Like a human messel just took out kids and fucking grandma crushed a subaru scraps of bloody gatorade color jumpsuit landing on your kid. Imagine if you died because this guy hit the ground and his skull went flying through the air and hit you in the face and crush your head. You got your head crushed from his forehead. Or even worse, you don't die. You just get like amputated. No, you just have like neurological problems for the rest of your life. Like you like, you know, like someone is in a car accident and you go into a temporary when he come out you, you shit yourself for the rest of your life and people ask why? It's like a skydiver skull smashed into me. Terrible man. Fuck Dude. High impact. Avoid that. What high impact? High impact. Avoid that. Don't jump out of those planes into nuts.

Speaker 2:          02:09:24       Stop. Are they going to get fucking cte from net falling? Imagine if that becomes a new thing. What's what kind of cte, chronic traumatic, chronic traumatic encephalopathy and stuff. So brain damaged the football players get, I would imagine the jolt of going from space into a fucking net is considerable. Yeah, sure. Yeah, I would imagine that that has an impact on your fucking don't easy on your fucking body to fall out of a plane in anything. It's definitely not what you, by the way, man. Speaking of like fucked up like sports accidents and I know you get sick of talking about the UFC, but dude, that fucking clip of, what's his name? Cyborg. What's the guy's name? The guy that when I bought Santos is a bunch of cyborgs. There's a two male cyborgs and one female, so it makes sense. It's a cool word, but I was thinking man, that thing he did the knee kick flying knee kick smashed. The guys handled. Ever say knee kick. Don't ever say, what'd he say? It's a knee flying knee. You don't see a knee kick. Guys, listen to my voice. Do I sound like I know a lot about the USC, a little Moitai back in the, well, my

Speaker 4:          02:10:34       trainer taught me some. But anyway, the point is, is it possible, you know, k basketball people are getting better at basketball, right? Skateboarding people are getting better at skateboarding. Is it possible that in the UFC people are going to become so proficient at beating each other up that it, there will be more of this type of awful accident happening where people just learn how to be powerful enough to crush a person's skull where you just get better at it, man. Like if you look at like, and it's not a fair comparison because this Pa skateboard you, it requires a tool. But if you look at like early skateboarding videos to now and see how much it's evolved and you know, the UFC has the market pressure for these fighters to be the best ever because they become like world renowned fighters and they make a lot of money. So the pressure is there to evolve. If you look at UFC 100 years from now, isn't it possible that fighters are going to get so good that it is no longer safe to do the UFC because they're just going to be strong enough to break someone's skull open with their fucking fists or with their knees?

Speaker 5:          02:11:48       Well, let me answer that. First of all, it was a very unusual scenario where a guy was diving forward and the other guy was jumping forward with the name and they combined in a perfect collision. Right. It's very unusual to happen that way. It's happened before though. Um, it, it does happen. It can happen. But that was the most extreme version of ever seen in my life. And all my years of watching martial arts, watching martial arts training and martial arts, seeing fights, I don't know how many fights I've seen live, but it's gotta be more than a thousand. It's probably what, sure. It's probably like 1500 or something like that live. I've never seen it once. I only watched it once on TV. So, um, guys have definitely gotten their nose broken though. And they've definitely gotten their orbits broken. The orbit broken, orbital, orbital a bone is super common.

Speaker 5:          02:12:37       That's real common. That happens all the time. That happens like once a year. I mean in the, in that sense of calm and more, maybe even more than that. We don't hear about it. Maybe they're small fractures, but like Misha tate, the former women's bantamweight champion, she got her orbital bone broken in a fight. Um, Bob psats ha. He had Bob Sapp had his orbital bone broken in by cro cop. Uh, I can name a bunch of them were guys who have gotten their orbital broken. It's really common. So, uh, that's your face. You're getting your face broke. It, this is just a different version of it. And it was such an extreme impact. Michael Venom page, the guy who did it is a, a sport karate champion and a really dynamic guy. He's so fucking fast and his technique is so good. His timing is so good.

Speaker 5:          02:13:18       He's a lifelong martial artists who was competing as a point karate guy. And then he went from being a point karate guy to fighting and mma and he can hit guys in this crazy way, dives in and hits them and they can't him back. And when they were running at him, he counters them brilliantly. And that's what he did in this fight. Cyborg who's talented guy who has been around a long time, he's really experienced, he's fought in strikeforce. He fought in the UFC and the UFC. I feel like he did. I'm almost positive he did. Um, Google that though please. Cause I know he fought in strikeforce. He had an epic fight with Nick Diaz and strike force and Jordan Meehan and strike force epic epic fights. So he's a real veteran. And uh, to have this happen to him is even more impressive. It just shows you how good this page kid is.

Speaker 5:          02:14:02       But um, it's so unusual the way it happened. I've never seen it like that before where a guy just charged in and the other guy didn't hit, just hit him with the need put jumped at him. So you'd have to have Michael Venom pages, athleticism, technique, experience, lifelong martial artist. Perfect timing. And then also fight intelligence. Like he had the intelligence to choose that weapon. He has a full arsenal of techniques. He knew that that would be the most effective blow to land in that moment. So all his lifelong experience of competing as a martial artist led to that moment. So it was a perfect storm for cyborgs head. The wrong the wrong thing at the wrong time. And it can always happen just like Dale earnhardt junior or senior died in a car accident. It can happen like the, the, even the great ones can get really badly hurt.

Speaker 5:          02:14:51       But, but you could see it like, I mean, I'm sure you've seen it over those 1500 fights you've seen having, you seen an evolution in the fighting styles, but on both sides. The other thing is I've seen an evolution in people's defense too, but there's guys like mighty mouse who like barely get hit, right. You know, and he, and he's beating guys up, but occasionally you'll get a guy who is like an elite guy and another guy is an elite guy and always cancel each other out. People get mad, people get mad because it's not an of action cause they're both two smart and they kind of like canceling each other. That does happen. That happens in fights. So I just think that everybody is definitely getting better, but their defense is getting better as well. And it's just, it's a sport where it's so chaotic and anyone can win by knockout if they connect and everyone is so fast and everyone has so much technique that the best guys can knock out the best guys.

Speaker 5:          02:15:42       We saw it this weekend. Matt Brown, who is like one of the top UFC welterweight in the world, he's a fucking animal savage. One of my favorite fighters ever fought this kid named Jake ellenberger. Yeah. Jake ellenberger is a very talented guys, had ups and downs, but he's lost a bunch of fights recently to top level guys. And this was his last chance in the UFC. They gave him a last chance. They said, you know, they were gonna cut him and he said, just give me one more fight. And they said, okay, we're going to give you matt Brown who's a demon. And he's like, okay. So he went in and knocked out Matt Brown the first round, but it was crazy. It was a crazy chaos filled fight. He blasted him with a right hand and kicked him the body with a liver kick and put them away.

Speaker 5:          02:16:22       It was an madness fight. And even Matt Brown was even coming back after getting hit with the first big punch. But my point is, on any given night, one of these guys connect and they can knock out the other guy. They can both do it. Matt Brown easily could've knocked out ellenberger right? Easily could have connected sales. It's, it's possible for all these guys to knock each other out. So it's a nutty sport man. So they're definitely getting better at it, but they're all getting better. So it's harder to hit him clean and they're better at delivering shots. Well, if one person gets better, then everyone's going to adapt to come up with some defense for whatever. The thing is. That person's gotten better at, I guess. But he did learn the techniques, they learn the techniques and they understand when the, when they're coming. But if you had to predict, like if someone's, like, if you had to predict five years from now, what kind of, if you've seen a kind of evolution in that fighting styles, then you've, you've seen an something that maybe you can prognosticate in five years, what do you, what do you think it's going to look like?

Speaker 5:          02:17:26       How will it be different? How will the UFC change over time if mixed martial arts is an evolving sport? Well, we already know pretty much I would say there's always room for new stuff. It's always possible the new stuff comes out. But I would comfortably say we know at least 95% of all the striking options were pretty, pretty well versed in what a person can do with their bones. And I'm being real conservative. When I say 95% is probably closer to 99% but every now and then someone will do something crazy. Like this guy, uh, I don't know the name of the organization, but just knock some guy out with an ax kick the other day. And somebody sent it to me and I was like, Ooh, see if he could find that ax kick Kayo and mma. It's real recent. This is the first time I've seen that in a televised MMA bow.

Speaker 5:          02:18:11       But I saw it a gang and times and taekwondo tournament. And I, I, I've witnessed it firsthand with a very good friend of mine. He got knocked out horribly by an ax kick. So I know that accidents are real dangerous for guys good at them, but you have to have elite flexibility and speed and you have to know how to land it. And, uh, so that was a new one that up until this year, I don't think anybody knocked anybody out with one before. There was a guy named Adlon Ama golf who was fighting in strikeforce and he fought in the UFC for a little bit, but he got real religious and he decided to, to quit fighting. But I think he might've fuck somebody up with an ax kick wants he had, he had nasty, nasty kicks. But the point is that might've been the last of the Mohicans as far as like new techniques that you're going to see people do.

Speaker 5:          02:18:53       Pretty much everything. Round kicks, sidekicks, front kicks, we already seen all those. We already know they exist. So that's pretty much covered. But it's really getting, what people are getting better at is their ability to deliver those techniques in a fluid form that's imperceptive both for the person's trying to anticipate the movements. So like when someone is attacking you, what it's like is say if you were a really dumb guy and you were in a debate about Chris with Christopher hitchens about something that you really shouldn't have been debating for about, like you don't really don't know the subject very well when you're talking shit. And he just starts with

Speaker 3:          02:19:28       is he's clinking his whiskey glass around and touching it with his fingers and just demolish his you on on real time with Bill Maher. Right? Yeah. You know what I mean? Mean, like Christopher hitchens could do to any of it.

Speaker 4:          02:19:38       So fun to watch him do that. Too.

Speaker 3:          02:19:40       Terrifying because you would think, oh my God, what if it was me? What if I got up there and talk about the Iraq war? I, you know what the fuck I'm talking about me. He is buried me. Did you ever see when he buried most def? No, he hurried them. Most def was asking questions about al Qaeda and the Taliban. He didn't know the different in al Qaeda and the Taliban. I don't either. And uh, most def, um, was talking about it and Christopher Hitchens to society was annoying and just does distressed him. Just undressed him. Absolutely trust him downs at the word. How's like depression.

Speaker 4:          02:20:12       I would almost rather get dragged off by a tiger and have hitchins destroy me. Fuck him, Bill. You're so ruthless about become a monk. If that happened, I'd be like, well, I'm just going away. I'm going to find a little monastery and just shave my head and say goodbye to the universe.

Speaker 3:          02:20:30       Like there's some guys, they can destroy you, but you almost feel like a, they're letting you off the hook. Like Sam Harris. Sam Harris destroys people in a very calm way and he doesn't insult them. Right. But he does it very logically be lets you know that he thinks you're retarded. Right. He wouldn't use those words, but I do, but, but hitchins shows utter disdain for you while he's scoring on it.

Speaker 4:          02:20:53       Harris seems like there's that hope when, yeah, when, yeah, Hitchens is pissed. Harris, it feels more like, at least there's the hope that he's going to bring you to his side. There's something compassionate in it, but yeah. Hitchins is like, yeah, hitchens is like, well, you just, I might as well, you can be part of the genocide that I want to have happen to idiots of the world. And it's a really a really intense thing to watch, man. He must, he must've just constantly read. Like that guy must've just woken up in the morning and just started reading for hours. And it was definitely, yes,

Speaker 3:          02:21:30       definitely not just smart, but also well-read. Yeah. We all, we all know people that are very smart, but they don't read that much. Right. He was all the above smart, well read and did a lot of debating and had a lot of conversations with really smart people, which is a big part of it as well. And you know, and we're very lucky that we get to listen to those because that's kind of like having those conversations, not in the sense that you're saying the words, but being privy to a conversation with a guy like Hitchens, like you see sitting there and talking with Sam Harris or some a religious leader or something like that in the, the logical points that he makes, it's, they're, they're, they're very enriching in a way that a lot of times, like school isn't even, a lot of times your professor is a fucking incompetent cunt that got that job because he sucked the right decks and now he's got tenure.

Speaker 4:          02:22:15       Yeah. There's a lot of those shitty repressors man. Yeah. Yeah. Did a lot of those, there's a hitchens video. Did you see the one where he talks about what a monster Saddam Hussein wise and you see now and oh yeah, his genius. Yeah,

Speaker 5:          02:22:27       and he's right. You know, I, it was all my arm monster though. Saddam Hussein, he was our monster. Sure. Yeah. We, we helped that guy, but his sons are even scarier. They ever read some of the things that his sons did. I can't remember. I, his sons were like Ramsay Bolton from the game of thrones. But for real, they fed women to dogs. They would take a woman, they would take her from her bridal party, raper killer husband or throw her husband in jail raper and then feed her to their dogs. And they did this more than once. God Damn, man. Yeah. Well this is what we're talking about. We were talking about like North Korea, by the way. I don't know that this happened. I wasn't there. This is what I heard and this is what he could read it online. That's what everybody has said. It's pretty much agreed that he did it. But I think again, like I was criticizing you earlier, I totally could be completely wrong, but this guy, if they did do it, I'm pretty sure they did or something like it. They didn't do awesome stuff. That was not that long ago, man.

Speaker 4:          02:23:27       We did some awesome stuff. You know, like I bet it wasn't all feed and girls.

Speaker 5:          02:23:33       The dog was, I bet they were complete total sociopaths and psychopaths from the womb there. Dad was a murderer is dictator. He raised them and I bet he raised them to be fucking monsters. No, you're ready to romance book. Who did, how many sane jerk off to it?

Speaker 4:          02:23:48       I haven't read it yet. I think they're releasing it soon. Look at it and shit like there. He wrote like a real, a romantic piece of fiction. I mean, by the way, I'm not saying that Hussein or bolt or whatever the fuck is weird day Coosa Uday and Qusay work. But it is so fucking terrible when you realize that even the worst people still have something good about them did. They're isn't a complete monster out there. Well, there's definitely complete monsters. So happened for sure. I think that inside you don't think Ed gain, the guy used to make lampshades at a women's skin do serial killer. I think the monster is part of being human being is that no matter how fucking awful you are and no matter how terrible, now this could be completely naive and I'm sure there's exceptions, but mostly no matter how fucking off who you are, some little piece of you inside of you glimmering way down there underneath all the fucking violence and murder knows that you have the potential to be kind and it tortures you and I think that's inside every single person. You can feel it in you all the time, no matter how good or how bad you are. There's always that like you want to help. There's always something in there. Even fucking Dahmer, even the worst of the worst man, somewhere in there. There it's in. It's in every single person. It's what I think it's what we are. And the more separate you get from it,

Speaker 2:          02:25:24       the more you start doing, you know, he would get, it starts with like not putting your fucking shopping cart away at the grocery store. The problem was we're talking about people that aren't broken. They're there. There's people that through whatever reason, through nature or nurture, there's people that have fuses broken. Just like there's people that are born with leukemia, just like some people have cancer, just like some people have epilepsy, just like some people are born with disfigured arms. Some people's brains are fucking wired wrong from the jump. There's something wrong biologically with them. Okay, sure. Right. I mean, don't, wouldn't we assume? Yes, I would. I totally agree that there are people, he's fucking, brains aren't working, but I don't think we're just our brains. No, I mean, I don't think so either, but I, well that's what I'm saying. Like it's not an either or.

Speaker 2:          02:26:06       It's not a nature or nurture. It's probably all kinds of stuff going on, you know? I mean, I think some people are most likely born with defective minds. Right? We all agree with that. There was definitely people that have uh, challenged, uh, learning disabilities, all sorts of issues and a dyslexia. There's all sort of things that were absolutely aware of. Well there's got to be for sure some shit that would lead a person to not understand when they're causing other people harm or not care or, or like it, this is what I mean, is it sociopath? Right? See, I like to believe that because okay. And this is, you know, an infinite never ending argument. Some people believe humans are meat robots. Self awareness comes from the sum total of all these different processes running at once. And now we have this awareness of this south, whatever that may be.

Speaker 2:          02:26:58       Some people think that there is an infinite never ending undying pixel that is grow that a human has grown around [inaudible] and I think goes on forever. And that thing is I'm made of love or for lack of a better word, it is. Um, right. So the idea is, and I, I like to believe this idea, as crazy as it may sound, anyone can be redeemed. Redemption is possible for all humans living today. There is a way to stop your forward momentum and the direction of selfishness and start moving in the direction of being a little bit less of a fucking prick. I believe maybe people that have the inclination or they have the potential to be a psychopath if they were raised by kind and loving people would develop patterns of behavior that are consistent with civilization and with harmony and community. Like maybe what you get when you get a psychopath is the combination of really shitty upbringing, child abuse, all sorts of awful verbal and emotional shit that happens. People in physical shit that happens to people in the young and these traits. Yeah, and also maybe maybe some of those traits are triggered by genes expressing themselves and time of great duress. Yeah, which is one of the things that I was talking about that I forgot earlier. I started on it, but I never finished. It was talking about the

Speaker 5:          02:28:21       people that came over on these boats. They're their gut biome. If we're talking about someone who is on a boat for 60 days eating fucking beef jerky and they come over here with scurvy, they're desperate. They're fucking body's eating itself. I mean, literally their body's eating itself. Yeah, you're, you're, your bones are fucking weak. Your lack of vitamin C is causing you to get ill and then you land on this beach and you're in an insane desperation mode and you already a piece of shit. Her height, you're already a monster. He already some monster from Europe and you come over here with a fucking a free past to wreak havoc. These aren't even, people look to Brown then don't look anything like, all right, they get us gold. Hey, get that gold. How do I, how do you want me to get it? Any way you can get it.

Speaker 5:          02:29:10       Okay. I'm just cut that dude's arm off till he gives me gold. Right? I mean, what, this is all what we know happened, right? Yeah. When you're starving, I wonder if you really are a different person. Like when you hear about people like the, um, the people that came over on the, the pass in Colorado, the Donner party won a beat and each other, cause they fucking froze to death out there and they, they didn't know what to do and there was no foods. They just started hating each other. Like what? What is the switch that goes off like w who are you when that happened? So you even the same person, right? If you really are, if your personality consists of this ecosystem that we call your body, which we know for a fact has all sorts of different stuff that's going on. There's different stuff on your skin, there's different stuff in your body, there's all sorts of different bacteria that it coexists with you and even exist in a symbiotic way, right? Like you need all these things inside your body to consume the food. Like it's part of your digestive system, right? He Kolai is a natural part of the human digestive tract, right? It's all in there. What, what, what are you, when you're starving, are you, will you like some crazy wolf person? Like, what does a person like? I mean, what are they, how, how scary is someone when they're a day from starving to death and they have a knife?

Speaker 4:          02:30:27       Well, man, I mean this is the question of freewill versus no free. Well, you're saying if you get in a stressful situation, does some kind of mechanism of the swarms of organisms that make up yourself kick in where you no longer are capable of making decisions? I mean, do you even you, you absolutely. I it, I don't think it ever goes away. And I think that you always have this weird autonomy that the universal try to trick you into thinking isn't there and then suddenly you become a, um, now of course though, I think if you look at the, uh, judicial system, there is a form of murder where you don't, a temporary insanity is what they call it, right? Yeah. So, you know, there's like people who have lost

Speaker 10:         02:31:20       their fucking mind and stabbed someone to death, they prove that in court. And then in that case, you don't even go to jail. You've killed someone because you a temporarily fucking insane. But I don't know man. I think that mostly, mostly if you really watch yourself, you realize that you're, you're pretty much in control man. Like your, when I watch myself when I'm about to be an asshole, like if I'm about to do something cause I'm hangry as they call it, you're talking about the ultimate version of hangry, which is where your result to capitalism, hungry and tired, angry, hangry, hungry and angry. Hungry and angry. So like, uh, yeah, it's a good tired that's hired but, but that's higher than a shitty job but, but uh, so, but if you look at yourself even in that, when you're having like by a chemical shit going down and you're about to say something nasty to somebody usual or do something nasty, usually you're old, you're like, ah, I'm about to, um,

Speaker 3:          02:32:22       like do I give it into this horrible impulse? Yes. Do I just shit all just open my ass hole up and spray?

Speaker 10:         02:32:27       Yes. Yeah, yeah, I do. I do it. And then you do it, then you do it. You say, you know what, I'm going to fucking spray. And it's, it's just like coming to, it was just like coming, cause it's like when you're about to see if you want this thing, when you watch yourself about to have an orgasm, right? And you watch it build and build and build and build, and eventually it gets to a point where you're going to decide to come or you can't control. It may be and you're gonna fucking come, but you can watch it build and build and build. But then when you come, the orgasm is like a mild seizure of joy. Your body goes through these like, ah, there's a coal by though your entire body as a reaction, right? So in the same way, when you start getting angry, it's just like when you're fucking about to come, it's building and building and building.

Speaker 10:         02:33:14       And then you're like, you know what? I'm going to fucking tell this person how I really fucking feel to day. But you're angry and then woof, all this weird seizure shit happens. Stuff comes out of your mouth that you don't even mean. It's like half real half. Not Real. So, but you decide, you decide when to squeeze the trigger. It's not something that you don't have control of, at least mostly. And people who fool themselves into thinking that they don't have control, those are the ones who I think relegate themselves into the world of being some kind of machine, some kind of like victimy machine. I, right.

Speaker 3:          02:33:56       But you know, that's not really the free will argument. Right. You know, the full free provable argument, right? I know some freewill arguments. I get the most compelling one. That determinism one w what's compelling about it is that it doesn't exonerate you from your decisions, but what it does say is essentially to think that you are somehow another separate from the influence of

Speaker 5:          02:34:17       your life and that the influence of your life hasn't in some way influenced the way you decide to act and behave. And that a lot of those factors that led you influencing the way you act and behave, what led to you, uh, changing the way you act to behave are completely out of your control and I'm almost unavoidable in their impact and that these things shape you in some in measurable way that you'll never be completely autonomous from. You'll never be able to completely separate yourself from the influence of your genetics, of your life experiences of your neighborhood, of your mom or your dad or your upbringing, the Dell velop mental period where you may or may not have been ignored or abused or all those factors play a part in how you decide to behave and even how you decide to deal with how you decide to behave your own therapy. Like if you decided, hey man, I'm tired of jizzing all over people with my asshole. Every time I buy temperature boils up, at the end of the day I'm going to figure out how to not come home from a hard day's work at the factory and beat my wife. Like, even that is potentially determined by your past and not really, you having free will decide not to be a piece of shit.

Speaker 4:          02:35:28       Oh, okay. Right. So the, okay, so

Speaker 5:          02:35:32       not my theory, this is a, this is more of a shitty explanation of what some people have argued and Harris argued it on the podcast or I wouldn't say he's argued it. He, um, I would say that he explained it in a very interesting way. It's compelling and you have to think about it and take it into consideration when you use terms like free will.

Speaker 4:          02:35:53       Well, I would, I mean, so it gets down to this point of decision, right? So when I look at like a lot of the decisions that I make, uh, they're spontaneous and they're not, I'm not sitting around thinking like, how am I gonna turn my steering wheel at this moment as I'm on the interstate? What mild adjustments am I going to make? This is all just to kind of spontaneous thing that seems to be part of autopilot. And I know a lot of people are running on autopilot in most of what they do, but I still don't think that it, it, it negates free will. It's like a, you could think of your life as a boat and everyone's in a different shape boat and the boat's been shaped by experience. Genetics, gender. Oh, he's from my envision. What kind of boat them? What kind of vote of Mayan? Yeah. What kind of boat? My boat has to, has a fucking graying beard and one ball brother.

Speaker 4:          02:36:58       He's tried to picture a fishing boat or we in a cruise liner, like let's just say it's a fucking for a lot of people at ain't and cruise liner, right? For a lot of people. It's a raft that's built of different things that they've decided to grab out of the infinite world of phenomena and hammered together to some kind of vessel, which is their reality tunnel that they're living in and they're navigating this fucking raft. And so sure, some people, they might have a boat that is a little more cumbersome and a little more difficult to navigate through the neverending string of decisions that you have to make if you exist inside of time. But still you can, there's parts of that boat, I guarantee it, man. There's parts of your boat that you can revise. You might not be able to change at all.

Speaker 4:          02:37:46       You're probably not gonna be able to change your skin color. You're not going to be able to change your yet. People are certainly changing the gender of their fucking boats. You know, people are doing that right now. And I think is technology continues to advance. Uh, we're going to find that we're more like crispr. I think we're going to find we're more and more able to like actually change the structure of our boats according to our desire, but if you really analyze what's going on in your life, you will see that you are actively making decisions from moment to moment that are [inaudible] and who's making the decision? Well, I don't know. Well that's where it gets weird, right? If you want to say it's your gut biome, if you want to say it's the ind of a never ending series of decisions made by never an extreme of, wait a minute,

Speaker 5:          02:38:31       why does it have to be either or? Isn't it all these things? I mean that I think that's where the argument gets really weird because I think it's all these things. Yeah, it's life experiences and it's genetics and it's choices and it's consciousness and it's the willful expression of positive ideas and forcing them on your life and what is the motivation behind that? Is that your past? Is it what you've learned? Is it a fucking inspirational youtube video you watched this afternoon? Yeah. Who Cares? Whatever it is. It's a bunch of shit. It's a bunch of shit going on all over the place. And I think the idea of separating that is akin to the idea of separating us from all of the life that's on this planet. I think we've done a weird thing with houses and clothes and cars. We've done a weird thing where we're not touching the world anymore.

Speaker 5:          02:39:18       We're not touching it with our feet. We're not touching it with our skin. We're allergic to a bunch of shit. We can't get anything on us. We can't go anywhere near a certain animals. If they touch your skin, you get hives there. There's a bunch of stuff that we've done in separating ourselves from the natural world. It's left us really fucking confused, and I think one of those confusions lies in when we've created civilizations and cities, we've lost our contact, our physical contact. We don't have a physical contact. The physical contact in nature is all playing through the bottom of your boots. Uh, you're breathing it in. Still do occasionally touch it. Yeah. You occasionally brush up against a tree, but whatever influence these things have through each other and this insane network interwoven root systems and mycelium and fungus and rotting leaves and animals all around you and all that you, you get through a filter now, all that stuff you get through your car window, all that stuff you get through your clothes has share.

