Speaker 1:          00:00:03       Five four, three, two, one.

Speaker 4:          01:26:04       what trump is doing. What do you think his strategy is? Well, I think he is, he has now claimed ownership of this economy. He has put the trump brand on this stock market bubble. So when the market goes down, when the economy tanks back into recession, it's not Obama's recession, it's trump's. I mean, he's basically taken the bait. I think he's the fall guy. I think the Fed, everybody's going to blame it all on trump. Like, oh look, he inherited this great economy from Obama, which he didn't. And now look, it's a mess. So he should not be claiming credit, get for victories. He hasn't won. He should be setting us up for this collapse that is already coming. That is not because of him. He needs to clean up the mess. And it's not just Obama's mess, it's Bush's mess. Democrats and Republicans worked together to screw this economy up and the Federal Reserve was a big part of that.

Speaker 4:          01:26:52       And, and, and trump criticized the fed as a candidate. All of a sudden now, you know, he's just, he loves the fit. Wasn't there some sort of improvement in the stock market because people had confidence that he was going to enact these changes and he was, well, this is better for businesses. Yeah, I do think that that was able to add some air to the bubble, right? I think it was a big bubble. And then you know, when trump won, all of a sudden people start thinking, Hey, wait a minute, we're going to get tax cuts. We're going to get regulatory reform, we're going to get more economic growth. And so the market rallied on that. But I don't think that that's actually going to happen. I mean, look, they didn't repeal obamacare. That was a big part of the, the, the optimism. It doesn't look like we're going to get substantive tax reform the most.

Speaker 4:          01:27:35       We're going to get our tax cuts, so we're not going to get a real reform that's going to cause a lot more economic growth. We're just going to get bigger deficits. We're going to lower taxes, but we're not going to reduce government spending. And the real sad part is no one is talking about making government smaller. Everybody wants to talk about tax cuts. Okay, well taxes to support government. So if you want lower taxes, you need a smaller government. And I want both, right? I want lower taxes. But I'm not naive enough to think I can have big government with lower taxes because that just means bigger deficits and deficits are a worst way to pay for government and taxes. So if you decide that you want to have big government, then you better have high taxes to pay for it. And you know who's going to bear the brunt of that?

Speaker 4:          01:28:16       The middle class. So if the middleclass wants big government, they want lots of entitlements, then they're going to pay through the nose. But someone has to be honest and say, look, if you don't want high taxes, then we got to shrink government. But they're talking about making government bigger. Look, trump is talking about let's spend more money on infrastructure. Where's that money gonna come from? We're going to cut taxes and spend more money on infrastructure. You know, we're not going to make ourselves rich by spending money on infrastructure. Now, what happened with the Republicans that voted against obamacare and now vote against repealing Obama? Yeah, they're the same people. Like what? And what is wrong with trump's ideas? Well, for a stroke, those Republicans, again, are hypocrites. They only voted to repeal obamacare because they knew Obama would veto it, right? So it was easy to grandstand.

Speaker 4:          01:29:02       Oh yes, let's repeal it. And it was a good talking point to get elected, but the minute they got elected, they were too afraid to actually stand on that principle because they didn't want to tell somebody that you can't buy insurance when you're sick for the same prices when you're healthy. Right. Nobody wanted to take away that free lunch that had been served up by, by, by the Democrats. All the Republicans wanted to do is rebrand the free lunch. They wanted to continue to serve it, but take credit for it. Right. They wanted to make it trump care or ryan care. Right. I didn't even like this whole idea. Let's repeal and replace repeal. Don't replace with anything. Replace it with the free market. We don't want to get rid of obamacare and replace it with something that's almost the same. It's what was the idea of replacing it in the first place?

Speaker 4:          01:29:45       Because they were, there is, it's all politics. The benefit was they tried to keep the ban on preexisting conditions, which voters liked, but get rid of the taxes and mandates, which they didn't. But the two are intertwined. You can't have one without the other. So that people liked the ban on preexisting conditions because they want to know that they're covered. If they've, if they're going in there and they have cancer, they could still get covered. Right? But then no one's going to buy coverage if they don't need it. I mean, you just cannot use what happens to those people that do have cancer and all these different diseases. If we don't have universal socialist healthcare, how do we do this to the thing that happens once they have the, a lot of them have to buy the insurance before they get the cancer, when they're still healthy.

Speaker 4:          01:30:21       Right? I mean, I don't have cancer right now. Right. I may get it next year in two or three years. So I have health insurance now. Right. Right. So if I get cancer, I know I'm covered that that's you. You're a successful guy. But what about someone who's not even in this bad position? Like you don't have to be that successful to be able to afford in a free market to buy herself some coverage. The question is what do you do with the person who made the mistake of not buying insurance when they were healthy and now they get sick? And of course, once you're sick, you can't expect an insurance company to sell you a policy because the insurance company is trying to make money. They only sell policies to people who they don't think we're going to put in claims. So you can't go to an insurance company when you're already sick and say, sell me a policy.

Speaker 4:          01:31:04       What's in it for the insurance company? Nothing. So now you've got to figure out, well, how do you take care of that person? Well, first of all, the best thing is to make sure that person buys the insurance policy while he's still healthy. So that means you, you have, you don't have the ban against preexisting conditions and you allow insurance companies to sell inexpensive insurance that doesn't cover a sex change operation or drug abuse. You know, Dario, he's Transphobic Cape. If you just want to buy insurance that covers like cancer, right? And you're 20 or 30 years old, that's cheap. It's very inexpensive. It's all this other crap that they want to mandate that makes it so expensive. But if you get a search of a situation where for whatever reason somebody had no insurance and they have no money and now they get cancer, well that's what charities are for.

Speaker 4:          01:31:46       People donate money. Hospitals, if doctors didn't have to spend so much time on paperwork and filling out insurance forms, they would have more time to donate. I mean, years and years ago, doctors used to give a lot of their spare time and of course that was before they had the income tax. You know, when the doctors didn't have to pay income taxes and when the doctors didn't have to deal with insurance companies, they had a lot of free time to help a lot of poor people for free. And doctors like doing that. Doctors get a lot of satisfaction from helping people. That's one of the reason that so many people become doctors. It's a very rewarding occupation when you're a doctor. Yes, it is lucrative and you can make money. But doctors also enjoy helping people for free. The problem is they can't even afford to do it now because there's all their time is spent doing other stuff.

Speaker 4:          01:32:29       They're also saddled down by malpractice insurance and they also have extreme amounts of medical school debt that they have to handle. Yet they shouldn't. It shouldn't be that expensive to go to medical school. And it wouldn't be if it was a free market. And yes, if we had tort reform, if you couldn't sue, look, it's funny, you know I'm staying here in a, at a friend of mine's house, he lives in Beverly Hills. We went to high school together, but, and so he's in real estate. He owns a lot of property and one of his tenants is starbucks, right? Starbucks restaurant. And they just got sued and the person is suing him as well because he's the landlord. So this is the circumstance and this is, this is America. So a guy, and he's, I guess he's hard of hearing. He's not totally deaf, but he has, he just has a hearing problem.

Speaker 4:          01:33:12       And so he goes into the starbucks and the starbucks is playing music right there, you know, whatever. They have background music on and the starbucks. And so he asked the guy behind the counter, oh, by the way, I'm hard of hearing. Do you have this special device that I can wear while I'm in here so that while I'm in this restaurant, I can enjoy the same music as everybody else. And the guy said, well, no, we don't have that device. Well, he sued for $10,000 plus attorney's fees. And now he's suing my friend too, because he's the landlord of were where the starbucks restaurant is. But this is America. I mean, you walk, that's a hilarious lawsuit. You walk into a restaurant and you have a hearing problem, get yourself a hearing aid. Don't force the guy. But these are the regulations. These are the lawsuits.

Speaker 4:          01:33:54       The, the Americans with disabilities act is the most ridiculous. I mean, know I remember what I, you know, in California, this is a true story. I'm not making this up. You can google this. There was a strip club here in southern California and I guess their, their, their thing was they had a shower on the stage and so the stripper would strip in the shower so you can watch her, you know, with the water. And it was, there was a big pole, right? So it was, the shower was up in the air and you had to climb up the pole to get to the shower and then you do your strippers, you'd strip, well, the government made them shut that down. And it was because it was discriminatory against strippers in wheelchairs because there was no way for a stripper in a wheelchair to climb up the pole. Now, I've never even seen a stripper in a wheelchair. Not that I'd spent a lot of time in strip clubs, but, but this is, this is where we are as a society, right. There were saying you, you know, if a stripper can't go on that pole, then nobody can go on that pole. Right. Or if a stripper that's in a wheelchair can't go on the, yes. Right. Yeah. Not, you know, but, but, but all these laws and regs, it's all this. Everybody is suing everybody because the government creates all these

Speaker 2:          01:34:58       phony rights. I mean, just because I'm hard of hearing doesn't mean the whole world has to accommodate the fact that I'm hard to hear it. I mean sometimes people will say, look, let's say I happen to have a size 14 shoe. I have, I have a really big foot. Does that mean that every shoe store has, has to stock a size 14 just, no. I mean cause they know that barely anybody is going to have a size 14 so they don't want, but I go to the big and tall store because I know they're going to have a size 14 so you know, they're going to be certain businesses that are going to cater to people with handicaps. Like you know, you have all these hotels and motels that have to shut down their swimming pools because they can't afford the money to have a lift so that somebody in a wheelchair can go into that swimming pool.

Speaker 2:          01:35:38       Well, why does every single swimming pool in the country have to accommodate somebody in a wheelchair? Why can't people who have wheelchairs go on the Internet and find out which hope, which hotels are catering to that particular clientele and just go there. But when you force everybody to do it, they were doing miniature golf courses are shutting down because they can't figure out how to be accessible to people in wheelchairs, even if no one in the wheelchair has ever tried to play that course. And then they end up having to shut it down because they can't, you know, uh, you know, the whole, the whole thing. I used to go in, I used to go to this beach here in, uh, in, in, in Malibu and I was younger living here. And in order to get to the beach, you know, you had to walk down like a cliff.

Speaker 2:          01:36:17       It was like a dog beach, and I forget the name of it, but there was no stairs. You had to kind of walk down this cliff. But you know, in the very front there were like three or four handicap parking spaces that were never filled. They were always empty and a lot of people would have to park on pch cause the parking lot would get phil. But nobody would ever use the handicap spots because nobody who was handicapped could possibly get down to that beach yet they had to have those spots there anyway. It had to have those spots, but they didn't have to have some sort of a real access to cause. It's cause that's nature. Right? So it was a beach that no one, no one who is handicapped could ever go to. But yet they had to have all these, all these spots there.

Speaker 2:          01:36:50       Like you could take that to Yosemite and say like, Hey, if you want to climb this mountain, you have to have use of your arms. So we're going to have to figure out some sort of a handicapped access up to the top of this mountain and is otherwise it's unfair. But this is where all the government, the government thinks they're being charitable. It look, do I feel bad that people have handicaps, are poor of course, but that the solution is not the Americans disabilities act. And you know, there are a lot of employers now that won't hire people with handicaps because it's now so expensive. Whereas they would have done it before. You know, that's the whole thing about, you know, these antidiscrimination laws. Like, you know, you can't discriminate based on gender, based on sex, based on, uh, you know, uh, you know, uh, sexual identity and all these different things. Well, because of that, there's actually more discrimination. You know, there are actually employers now who aren't racist at all, but who will go out of their way not to hire minorities because they're afraid of getting sued, right? Oh, if I hire a, a black eye or if I hire a Hispanic or if I hire a homosexual, what if I fire that person because they're not doing a good job? They could sue me. They could say, well, you fired me because I'm gay. Doesn't mean about women in tech. I heard this argument

Speaker 3:          01:37:56       recently because I was reading some article written by Ellen Pao. She was that woman who, uh, had that big lawsuit, sexual discrimination lawsuit. She said some article about women in tech and someone was saying, well, see this, this is the reason why people don't want to hire women in the first place. But it isn't that sort of a slippery slope because if she really was being sexually discriminated against, well, they shouldn't really be able to do that in the first place. If he's saying is true that they create this hostile work environment for women, they shouldn't be able to necessarily just never hire women, just so they can remind here. Hostile. Right. Does that make sense?

Speaker 4:          01:38:32       Remember if you have a business, right, right. Because they always sue the business. They don't. So let's say one of my male employees harass us, one of my female employee, they don't say that one guy, the owner. Right? So this is how it works against him. So more profitable because the owner has all the money, right? Right. You know, so, so here's what happened. So I am an owner of a business and now some woman walks in and let's say she is particularly attractive. And I start thinking, okay, do I really want to have this potential lawsuit walking around my office? Do I really want, because maybe she really does get harassed, but I'm the one that's liable for that harassment. Right? And I can have all the policies I want, but you know, guys are horny. I mean, we know what we're like and you know, you, you dangled lump me in there, sir. All right. Well dairy, but I mean 10 pete employers don't want lawsuits. Right? And, and so the easier you make it to sue, the less likely you're going to get a job. So if employers are looking at, I want to hire the person who's least likely to sue me,

Speaker 3:          01:39:32       but isn't it conversely, the harder you make it to sue, the more likely people are going to get harassed?

Speaker 4:          01:39:37       No. I mean, if, if somebody has harassed and sue the person that harassed you, don't sue the person who happened to employ him. That might've had nothing to do with it. Right? So don't sue you,

Speaker 3:          01:39:47       the individual that causes whatever the issue is.

Speaker 4:          01:39:50       Yeah. I mean, it's gotta be a pro. It can't, you can't just say the employer and, but again, when you talk about something like discrimination, like see I'm Jewish, right? So maybe it's easier if I just talk about Jews versus something else. But, so let's say somebody doesn't want to hire me because I'm Jewish. I support their decision. They have a right not to like me and no one, no one has to like Jews. And I know not everybody does. And if somebody is an anti-semite, that's their right to be that, you know, if they want to fire me because I'm Jewish, they can do that. They don't want to hire me. You know, if somebody wants to have a restaurant and they want to put a sign that says no juice, that's there right now. I think anybody that eats there, I, you know, I think they got a problem because look, look, I'm not black.

Speaker 4:          01:40:32       If there was a restaurant that had a sign that said no blacks, there's no way I would eat there. Just out of principle of effects. I think if there's somebody that doesn't like Jews, the last thing they're going to do is put that sign out there because you know what? They want me to eat there. Even though they don't like me. They want my money. And they also don't want the blow back and they don't want the bad public. Can you imagine like people keep people say like, well, you know, if, if we don't have all these antidiscrimination laws, then restaurants aren't going to serve blacks. You name me one. Rhett, you find one restaurant in this country with the Internet that put out a sign. No blacks allowed. I mean, that'd be the end of that restaurant. Well, a lot of these laws were sort of established before the Internet was the powerful force centers today.

Speaker 4:          01:41:10       Right, right. But we can now see all a lot of the harm that these, these laws have done. Because you go back, you go back before all these antidiscrimination laws up, black teenage unemployment, let's say in the 30s was lower than white teenage unemployment lower. Now, do you think we have, we're more racist today than we were back then. No, we're not more racist or less racist, but it's all these laws that have backfired. All these, you know, uh, you know, antidiscrimination laws and you know, you have this whole industry like recently, right? You know, you have this big movement because we had the riots in Charlottesville because you know, they want to take down these statues, these confederate statues as if those confederate statues are the reason that we have poverty and unemployment and crime in African American communities. These statues have nothing to do with that and taking them down.

Speaker 4:          01:41:56       Is it going to change anything? But you've got these people in America that make a living off of poverty and off of race baiting that want to say, oh, the reason that you're poor, the reason that there's crime is because of racism and the racism is because of these statutes. So vote for me, give me money and I will help you write. You're a victim and I am your solution. And, and they, they act well, we'll just get rid of the statute because even if they get rid of the statues, nothing's going to change. Now they have to get rid of something else.

Speaker 3:          01:42:22       I think that the statute to her for a lot of people represents racism. Like if you see a Robert E. Lee statue and then you read about what Robert E. Lee did to his own personal slaves and oversaw some of the lashings and you know, in caught slaves that were trying to escape as a horrible account. I retweeted recently of some slave that was, uh, caught while I was trying to escape. Robert E. Lee, Robert E. Lee oversaw that beating him and lashing him.

Speaker 4:          01:42:48       Yeah, I mean, I don't know. I mean all of the various stories of, I know that Robert E. Lee was a very well respected guy, even in the north. I mean he was very, in fact, Lincoln wanted him to run the union army. I mean he turned it down because he couldn't because he was a good killer. No, well respected. Well, it was a good general, he was a war hero in these American Mexicans. Also a slave owner. Well, so a lot of people, so it was Thomas Jefferson, so it was George Washington. I mean, a lot of people go for Neri though, right? Of course. Look, if Thomas Jefferson were alive today, he would not own slaves, obviously. Right? But if you or I were born in the Annabella south, if I was born in Virginia in 1750 would I feel differently about slavery that I do today? There's a good chance that I would, I mean it was the culture slavery had been going on for thousands of years. It's not like we invented it, so it was horrific.

Speaker 3:          01:43:36       Good is that is to say, I think you're being very honest. I think you're being very pragmatic about the,

Speaker 4:          01:43:41       my point is that most people that even see a statue of Robert E. Lee don't even know who Robert E. Lee was. The average American doesn't even know who fought in the civil war, let alone who want it. I mean, thanks to American

Speaker 2:          01:43:52       schools, I don't think those statues, those statues have been there for looked. Martin Luther King never cared about those statues. He didn't march down and said, we've got to get rid of the statutes. Do you know in a lot of those statues are actually put up. They have, a lot of them were put up during the civil rights era. They were put up because people were fighting against all the racists and so pete, it was a reaction. Walls were put up. They, they, a lot of them were put up in a 90019101920 I mean the southsea spike, there's actually a spike in these civil war monuments going up and they're actually fairly cheap, cheaply made, you know, bronze statues that were cheaper to produce that were made during the civil rights era and direct protest to the civil rights era. Yeah. They made up these statues of guys that grows when they forget to represented slavery.

Speaker 2:          01:44:39       The people who were leading the anti civil rights movement were all the Democrats. Right. Even though lb a long time ago. Right, right. Well, this is dirt. This is when they passed it. When they, when they pass the civil rights act, 1964 it was only because of Republicans that had passed. If the Republicans had voted for it in the same proportion and Democrats, it would have been defeated. But that the part of the Civil Rights Act that I was against, right. And I obviously I was a little kid then, so I was, I was, I was born in 1963 so I'm just looking back at it, right? That all of the, the antidiscrimination laws that had to do with government and the state governments, because you had a lot of institutionalized racism down South by Democrats, right. And all that was bad. And the fact that we eradicated was good.

Speaker 2:          01:45:19       The part that was bad is the part that went into the private realm and said, if you are a private person, you can't discriminate because now all of a sudden the government is the thought police. Now all of a sudden, you know, every, every decision that everybody makes is being second guessed. You've opened up everybody to all sorts of lawsuits and you've gotten blow back where, you know, businesses are afraid to hire people not because they're racist or bigot, but because they don't, they fear a lawsuit. And so now you've increased the cost of employing, uh, people that are in these, in these specialized groups. So I think that that was a bad thing. And also I think legally, I don't think the government constitutionally has the right to tell me. I mean, everybody knows, like if somebody tried to tell me as a, in my private life, you know, you need, you know, you need to be an equal opportunity dater, right?

Speaker 2:          01:46:08       All the women that you, you, you, you know, you can't just date white women or seeing this argument. I mean, and, and also, you know, even as an employee, right? If I, let's say I'm Jewish, if I say, Hey, I want to work for another Jew. I just like working for Jews and I go and I apply for jobs and, and I, and I see, you know, I don't want to work for you. You're not Jewish. Oh, you know, so I can discriminate as a worker among, and I can quit. I can go to my employer and say, you know what? I'm tired of working for a Jew. I quit. Right? That's legal. You can't sue me for discriminating against you and going to work for my competitor. So look employers or are you don't lose your rights because you create a business. You don't lose your rights. I'm sorry, let me interrupt you here,

Speaker 3:          01:46:50       but don't you think there's a big difference between someone who makes a personal decision of where they want to work versus someone who has power over you? There's a big difference that she'd someone who chooses like I don't like working for this guy because a, I only like working for white people and you can decide to do that because it's your own personal choice to where to go that you're not, you're not holding any power over someone. These laws are created. They're antidiscrimination laws because you're discriminating against other people and you can keep other people from making a living.

Speaker 4:          01:47:16       Well, employment is all about discrimination, right? I'm trying to find the best person for the job. I can discriminate based on all sorts of factors,

Speaker 3:          01:47:23       right? That's a one way to look at it. Right? Discrimination, but you're being discerning more than a,

Speaker 4:          01:47:28       right. What you're saying, look, you're going to discriminate based on competence based on their background. Basically discrimination, discrimination of the word though it's still discriminating just means you're, you know, you're kind of picky, right, right, right. You're talking about discriminating based on a factor. Like you're being racist or sexist or homophobic being, being discriminating and racism are, are different things. Right? Cause you, you can discriminate based on race and not be a racist. Like let's say somebody decides, okay, I, I can, I can hire two candidates. One is white and one is black. And if they say, well, if I hire the white candidate, uh, I'm less likely to get sued if I have to terminate him because he's not doing a good job because he can't, he can't claim. So if I make that decision based on race, it's not because I'm a racist.

Speaker 4:          01:48:17       I'm trying to practically look at the numbers. I'm not necessarily would disagree. They would say that is a racist decision. Like you're assuming that black people would be more likely to sue you? Well they have that statistically, no, because you can't, you can't. If I fire somebody who's white, they can't say you fired me because I'm white. It's just never at, you can't do that. So obviously there are plenty of lawsuits for wrongful termination. I've had them myself where somebody says, you sued me because I'm black. Nobody is going to say you fuck you fire me. So it is, it is a, a statistic, a statistic that somebody can consider, but it doesn't mean that they're an actual

Speaker 3:          01:48:53       fantastic or more black people or black people or rather more likely to fire for sue for wrongful termination.

Speaker 4:          01:49:01       Black person is more likely to sue for a racially based determination. Then somebody who's white, you know, a women as a woman is more likely to sue because she was discriminated based on her sex. A man is not likely to say, you fired me because I'm a man, but you're going to get someone saying you fired me because I'm a woman because they're a member of the, you know, of a protected class. But if somebody makes a decision, that doesn't mean that you're, that you're, you know, anti women. If you're trying to make a rational decision, the racism is just believing that one race is inferior. Just not liking somebody because cost our member of particular, that's totally different.

Speaker 3:          01:49:37       Racial discrimination should be legal. If you're thinking about the future of your business and just hedging,

Speaker 4:          01:49:42       well, you know what? No, I don't care. I think it should be legal no matter what. I don't want to, Elac I think have a right

Speaker 2:          01:49:49       to be assholes. Yes. And, but the thing is though, if you're a businessman and you're, and you're making your hiring decisions based on the color of people's skin or their gender, and my competitors are making decisions based on competence, you're not going to survive. I mean, if you are going to turn down a better quality female worker and you're going to settle for somebody who can't do the job as well, because you want to hire a man that you know, you're not going to be a successful businessman. So I have my faith in the free market. That racism, there is a cost, right? When when you're a racist and you want to be a racist and business that costs you a lot of money. And I think, you know, but what happens is, you know, the government tries to take the cost away from racism.

Speaker 2:          01:50:30       You know, they, they, they, they tried it. They tried to substitute laws and regulations. I, I'd rather have the market punish the racist. Right. Let the market punish somebody who is hiring people that are not competent for the job, but he's hiring them for some ridiculous reason. Well, conversely, what did you think about the Google memo? Because one of the, one of the things about that memo was the, the gentleman that was fired, what does his name, James Damore. Yeah, that's his name. He was saying that Google was hiring people based on whether or not they are minorities and women regardless of their competence. Yeah. I mean we're discriminating on like discriminating against straight white males to pursue people that would give them the appearance of diversity. Well, they're doing that. Well, they're, I mean, they're trying to be more diverse and, and mainly the diversity that they're going for is they mop, they want to hire more women and also more minority.

Speaker 2:          01:51:23       So that, that too, but I think his argument or his paper was more focused on the gender, but what he was trying to do is point out that fact that fewer women are just in programming. I mean, they're not, they're not interested in that pursuit as much as men are. And so, you know, when, when you're, when you're hiring, right? When Google is hiring and they're trying to get the very best, you know, there's a much bigger pool of male applicants for those jobs. I mean, it's much more competitive. And so he's making the point that, look, you're just not going to get a lot of women in these jobs. And if you're going to just try to have more diversity, you're just going to sacrifice the quality. And you know, I'm sure that he's right. But the interesting thing is he gets fired for expressing that opinion.

Speaker 2:          01:52:01       And what's ironic is he suing? Well now look, I mean look personally see personally I think that Google should be able to, it's their company. I think that if they want to fire somebody, they should be able to do that. Now if he had a contract, so I don't know what kind of employment contract, if he's an at will employee, you know, I think they should be able to terminate them for whatever reason. Just like I think he should be able to quit. Well they were saying he was reinforcing negative gender stereotypes. That was the main reason they publicly stated that he was being fired. I think it, look, it shows you how you know how low that we fallen as a society that you know you're allowed to express your opinion as long as it's the politically correct opinion and Google is afraid of the blow back. And I could still look if they think it's going to hurt their profits if they think the way to make in America today

Speaker 4:          01:52:46       is to bow down on the altar of political correctness and just pretend that things that you know are true or not true. Uh, but you know, my principals are consistent, but I do think that they violate, they probably violated California labor law in the way they fired him. Uh, I don't like California labor law. I mean, I'm an employer here in California and I don't like it. And I would probably employ a lot more people here if they didn't have the labor law that they do. Uh, but I'm consistent in my view. So, but I, it, I think it's terrible that they had to fire him because if he had expressed the exact opposite position, it wouldn't have been a problem. Right. It's just because he is basically saying the truth. I mean, look, why is it that you have to pretend that men and women are exactly the same in all aspects of life?

Speaker 4:          01:53:32       That there's no difference in our evolutionary biology that men and women didn't necessarily evolve in different ways based on the roles that they played, you know, thousands of years ago or tens of thousands of years ago. And that there's, you know, there's something about maleness and again it's not like obviously there are exceptions to the rule, right? But in general the average man is going to be, you know, there's going to be certain way, think ways that the average man is going to be different than the average women. And if, and maybe men just for whatever reason go are going into program in computer science, in greater numbers and women. I mean that's just going to happen. That's just nature. You can't try to pretend that doesn't exist or a bad thing.

Speaker 3:          01:54:12       Mary Psychology, I mean this is, this is something that's been studied because looking at human beings and the choices they make based on their gender, based on their environment, based on there's a host of different factors to deny that it does seem. Yeah.

Speaker 4:          01:54:26       And, and again, no one's talking about, obviously there are going to be examples that don't fit that, that of course, but there's always outliers. But when we're looking at numbers in a, in a job, you're looking at the totality, the, you know, and so if there's only 10%, uh, women to say, well we need to make it 50, 50 because half the world is women is the,

Speaker 3:          01:54:49       that's like if the UFC said, listen, we need more women fighters so we're going to fire some of the men that are way better fighters and we're going to hire more women fighters to make a more diverse lineup even though there's way less women interested in fighting.

Speaker 4:          01:55:02       I'm sure. I'm sure that, cause obviously, I mean I, I'm, I'm amazed that they're even any women really don't want to be fighters. But I mean obviously there's going to be some, but the vast majority of women that I know, they might like watching other men fight, but the last thing they want to do is step in the ring because that's mostly a masculine thing, that type of violence. You know, most women that that doesn't mean there's no women that want to do that. Of course there's going to be women.

Speaker 3:          01:55:25       It's a good example cause they're outliers and when you're just looking at it without any discrimination, you just looking at the, this pursuit and trying to figure out which genders are more likely to enter this pursuit, whether it's being a lumberjack or a minor or whatever. I, you could say all the factors you want to look. Well, maybe they're worried about discrimination of other men on the job.

Speaker 2:          01:55:44       Maybe they're worried about being sexually harassed me with a word about this. Whatever those factors are, there's a lot more women that are interested in other pursuits, course nursing. But then, and then when the government comes in and just says, oh, well the numbers are this and now we have to fix this because this must be the result of discrimination. Yeah. When it's not, it's just the natural result of people acting freely, but it's also good people's response to that. They almost can't have a measured objective response. Like the woman who's the CEO of Youtube said that she was very hurt by that memo and that this guy was a massage. It's the credit memo. Meanwhile, she's the fucking CEO of Youtube. Like she is like an example of a woman that can succeed. It does succeed because she does have the personnel. And also, you know, I don't like this idea when you say, oh I'm, I was offended.

Speaker 2:          01:56:33       Right. It's like, hey, you know, you don't have a right not to be offended. I mean, look, you know, you have to be a little sensitive. You have to have a thicker skin. You know, people are gonna say things that you offend that, that are offensive to you. That doesn't mean they don't have a right to speak their mind. You know, people, I mean that's, you know, you a lot of people now all of a sudden freedom of speech just taken a back door to my, my sensibilities. I don't, I don't want to be, I don't want to be offended because she play out. It's a cheap way out to just say I'm offended. And then people have to sort of act, we ask and they have to figure out some sort of a way to, to, you know, calm down your, your, uh, offended personality or your, your whatever it is about what you've done.

Speaker 2:          01:57:12       Yeah. And you know, no one, as I said earlier, I mean, you don't have a right not to be offended, you know, and there's gonna be a lot of defensive people in the world and, and, and the, and the reason that you defend, uh, people that are being offensive is not because you're defending what they're saying. You're defending your right to be offensive to other people. Because look, there are a lot of people that said, we talked about the socialists. There can be a lot of socialists that are offended by the fact that I believe in the free market or people can be offended that I think people should have a right to be able to discriminate. Right. So, but so now if, if I'm not going to protect somebody else's right to free speech, then they could take away mine. Cause I don't want the government determining, you know, what's offensive and what's not.

Speaker 2:          01:57:50       I don't want the government saying this speech is protected in this speech, isn't it? Because the minute you go down that slippery slope, you know, the next thing you know, you know, all the libertarians are now fascist and none of us can speak. Right. And the, you, the government gets more and more power and they try to shut people up that want to criticize it. That's truly shrinking government and truly letting the marketplace of ideas decide what people do and don't do and which way they gravitate. Yeah. And as I said, I think the free market and competition will punish racist. I think their businesses will fail. I don't think they're going to succeed as well as people who are broader minded, who are looking beyond sex and looking beyond, uh, you know, race and just hiring, uh, based on ability and based on, you know, all those other characteristics that are, that are relevant to the job performance. And to the extent that there's going to be a disparity, if there's going to be certain

Speaker 4:          01:58:42       occupations that are mostly men at the certain occupations that are women, it's not because of discrimination. And in fact if you look at this nonsense about, you know, women are paid like seventies whatever's sense for every man, which obviously that's not true because that was true. I would only hire women and pay him 77 cents on the dollar. I mean, if you could actually hire women cheaper than men, I mean I'm out. Why would, why would I even know? Why would I ever hire a man? I would only hire women.

Speaker 3:          01:59:07       I've had this conversation many times with people that really believe that it really believe in the gender pay gap. There is no gender pay gap. I mean if you, isn't that an amazing statistic that the, even the president, like when Obama was president, he was saying that in a speech knowing it was disingenuous. Yeah, no appeals

Speaker 4:          01:59:25       to women to get their votes. But you know, if, if you, if you, if you basically a correct for all the jobs classes, right? So if you take a woman who's let's say 40 years old, never been married, man, 40 years old, never married, basically the same educational background and you study, you'll find that they pretty much make the same. Right? It's that when you look at the choices that the typical woman makes during her career and you know, even if it's the same occupation, let's say they're both lawyers and they both went to the same law school, even if they both get married, the chances are the woman, you know, took a back, took her law career and it became secondary to her children. She's, she, she worked fewer hours. She didn't travel as much. She got herself off that track and went on more of a mommy track because not, no.

Speaker 4:          02:00:17       Do all women do that? No. But more women are likely and, and, and they prefer that, right? They prefer so they don't, they don't work as much. They don't volunteer to travel as much. And it's because of the choices that they make along the way that they end up earning less money than their male counterpart. Not because somebody has just discriminating against them. Because there is a competitive market. I mean, if you are a woman that is working just as hard as a man and you're sacrificing everything for your career and you know you're going to, you're going to earn the same as the guy make us. It's a competitive market, especially for those higher skills. I mean, you just can't underpay people in the marketplace because somebody else will outbid you. But it's such a convenient talking point. It is. It's the lie of it's, it's the left.

Speaker 4:          02:01:01       It's how you get votes. Like, Hey, you're getting paid less because you're being victimized. You're being discriminated against. So vote for me and I'll fix that. I will force your employer to pay you money. And that's, you know, obviously, you know, there's that Willie Sutton was one of his famous quotes was, you know, why do you rob banks? Well, because that's where the money is, right? So the votes are with employees much more people have jobs then create jobs, right? So if you're trying to get the votes votes of the employee, that's better than getting votes of employers. So a lot of people get votes by promising to force their boss to give them something. You're going to get more vacations, you're going to get a more sick days, you're going to get and a half he's, he's going to have to do this. Well, all that, the employer doesn't give you anything.

Speaker 4:          02:01:44       So if he's going to give you more vacation is because he's going to pay you less than wages. I mean, it's all a trade off. I mean, when the government mandates certain benefits, all they're doing is taking your choice away to negotiate how you want to be compensated. Because ultimately the employer is not going to pay you more than you're worth. And if you say, well, you got to give this person, you know, these vacations, or you got, okay, well I gotta pay him less money so I can give them the vacations. It's all one big compensation package.
