Speaker 1:          00:00:03       Three. Two one. Yeah.

Speaker 2:          01:25:24       That's it. Smell. You could smell it and trust fund. That's a f. I'll tell you what, man. It's like all the handicaps you get in life when the biggest handicaps you get is a trust fund. There's something that happens to kids, at least secure. The ones that I've ever heard of, not just security, but a large income just given to them by their parents. I still have to work on it. Yes. You know, I read a statistic that it's like they're 400% more likely to die before they just 40 when they have that much money. Jesus, 4% 400% I know a couple people that have had one of those deals where they had one of those and did you like them? Now they fuss. They felt, I felt sad for them. No. I know. It felt like they were, they were. They weren't really done.

Speaker 2:          01:26:06       Like if you're an egg and you still got that gooey stuff on top, it's like it's not quite done. Rich kids are counting on inherence to pay for retirement will offer young people. Hold on. Where are you going? Well, if young people say they need money from relatives and friends to guarantee their golden years, stay gold. See that's just click baity system. Click Baity Shit. I just saw this article the other day. You guys just mentioned it as like 63% of them. Then the panel was 63% of affluent children between the ages of 18 and 22 say financial stability. Retirement would depend on inheriting money. You know, it's just, that's one of the things that Tim Kennedy said when he was on the podcast. He said, hard times make hard, man hard man. Make easy times, easy times. Make soft men and worst and Kennedy to preach.

Speaker 2:          01:26:53       What do you do? What do you do with your kids? Like my kids growing Marshall Armonica martial arts for the girls. You think going to be balls deep in martial arts? They're like in ninth grade. I, no, just to get, I think you, you got to get a certain amount of like actual hard work in, in your life or shorts going to do that for him. I think there's something to it, there's something to goal, uh, like valuing goals and, um, to working towards things and then being in difficult situations. We can help kids. Sports. Yes. Sports in general. Yes, for sure. I think all sports, but I think Marshall Marshall articular it's more personal. Like when someone's strangles you and somebody gets your back and then sinks that fucking body triangle on you and you're fighting off and then they get you and you have to tap.

Speaker 2:          01:27:35       That's very personal. You'll get humbled for sure. But most people don't deal with those kinds of things in life. I think the experience of dealing with those things in life is very valuable because you can relax more. They could relax more. You know, there's some people evidence. Yeah. Well, it's not just that you've experienced bad things, bad things in terms of like bad, uh, defeats losses, getting smooshed, having to tap. There's a lot of people that have never occur. Many times you have a role with the guy that never rowed before and the moment you start rolling with him, you get him on his back and they start hyperventilating, panicking. They panic because he never been there before. Professional football players, basketball players, I've rolled with them. They get down there like, oh shit, oh no. They realize they can't get up and then you start closing the gap on him.

Speaker 2:          01:28:17       Here's the problem with my only problem with Marshall active, if you're just going to go down that road is when you're in that Dojo where the fuck you're doing the martial arts, when they leave, they know that they're not. Many people have seen it, right? Like if you and I are rolling and we don't know each other, you tapped me out, I leave. They're not too many people see it the other, I see it when you're professional sports and we're playing basketball or football and the game's on the line and I get embarrassed cause I dropped the ball. Why? Whiffed and struck out in the entire audience sees it and I have to deal with that and then come back from it and be like, all right, I can deal with this man. I've, I'd fucking struck out. I play a game next week. Right. I got to go through class.

Speaker 2:          01:28:52       People are gonna make fun of me. I'll figure this out. To me that builds a little something different yet it's also teamwork. Right. That's a big part of life. Part of lives. Being able to work with other people. Yeah. Being able to perform under pressure but also facing that adversity and no one, cause if you tapped me out, Mike McMahon, when I go to school, no one knows that that's whatever. When I, when, when my class knows I threw an interception and like fuck shop threw that interception man. Monday. Everyone's like, dude, what happened? Like I know, I know. Wait Til Friday. We'll see. What happens Friday. Oh yeah. Um, Bill Buckner had to leave Boston. You have to go into like fucking, he had to go into hiding. The ball went between his legs. Everybody freaked out dude. I remember people walking around, dude, people were walking around the neighborhood while that was like try and find kicking the snow and angry.

Speaker 2:          01:29:39       They were just so angry. People were leaving their houses. It was like there was reports of it all over Boston that people just slant, they couldn't deal with it anymore because then they would just slammed the car, the the the front door rather and just walk out into the street be like, what the fuck? Just to tie out there smoking, looking at each other like how the fuck did he drop that ball? Dude, imagine you'd be that guy. Tragic. Look it. All of it is rough. I think sports are definitely great for, for kids, for anybody developing. Even for adults. I think they're good. I think competition is good. The problem with people is they, they, they, they get nervous about trying new things or doing things and I think one of the things that gets you over nerves is having done difficult chip before.

Speaker 2:          01:30:18       And one of the things about Jujitsu is that that's such a claustrophobic feeling. Like when you're, when you're locked up in a triangle and you're just trying to get like a hand in there to protect, you just just try and you're feeling the squeeze and you're like fuck, I might have to tap. And you try and you make your way out of it. That being able to do that in your life. Like knowing I've been in a bad spot before knowing I've been, someone's been on top of me before and I didn't think I'd get up. I think it's a very valuable thing for people to experience and I think it's a good thing for people to learn. Like, if you could start out as a white belt and just deal with that stuff that you get up until like blue belt and purple belt.

Speaker 2:          01:30:57       We start developing some skills and putting some tap sound up. If you can get through that man you can get through anything a guy can get to purple belt or a girl can get to black belt or brown belt. Those people, that man, that woman that can get that far, they can do a lot of shit. God Damn Bro. That a lot of people can't do for sure. For sure. For sure. I think giving your kids that opportunity is, is a a massive thing, you know and I know your kid's going to learn how to fight. How the fuck is [inaudible] you alright cause you know I watched a lot of fun so I came in the house whenever I want to get home today. Hope cause he sees all the fighters, boxers and UFC guys. They fight with their shirts off and I walk in, you just pop up, pop up pink shirt authors. I'll show you video of him hitting Mitts. I'm like, I don't know what to do. Get encourage him. Yeah. Time. The don't you tell him not, don't you don't have to fight son. He only does it kind of made good. Yeah. He only does it with me. Goddamn hit five. You're not getting hit in the head that he's toying dead. He's on the road rolling out. So, but like have you seen any Bravo's kid do martial arts to seen hunters?

Speaker 3:          01:32:00       I haven't. I'm going to focus on a teddy bear kind of just post. He's on a teddy bear doing like armbars teddy bear and he's a, you know Eddie does drills with his kid. He posts videos of drills he does with his kid. His kid has no learning the system. I think that's good. Fuck yeah, his kid's going to be an assassin. You know what kind of Jiu Jitsu Eddie Bravo's kids going to have? Pretty gnarly because he's around this kid all the time. Like Eddie is a diligent father. He loves that about dad. He [inaudible] get some mount this shit ghetto. That is hilarious. He takes the back look at that. He's like two and a half on this. That is hilarious. This kid is taking the back at two and a half. That is so funny. This is hilarious. The best teacher in the world. Of course.

Speaker 3:          01:32:43       Yeah. That's amazed on explains about it. And I think Ken or two, this is like his biggest pupil in terms of a Jujitsu. I mean obviously Ronda Rousey was his most famous pupil that aren't by that. Kids got that. Rhonda had an arm bar before she got there. She did exactly. But Brian or take as everything, he's got everything he can choke. You could take your back and you fight you off his back. Brian came in there and didn't know anything. Yeah, it was a tough gang member. Want to be? Well, I shouldn't say wannabe was a tough gang yet from the streets. Couldn't afford it. So a Henna took him under his wing. That's amazing. And now he's one of the, you know, he's number one. That's a middleweight in the world, not named Max Holloway. That's amazing. Yeah, it's a cool story. And are such a good instructor, man.

Speaker 3:          01:33:23       I love listening to him. Talking to, he's so enthusiastic as a contagious, you know, like videos online. She could sell anything. We're going to make watermelon juice guy. So I, Oh shit, this is what we can do it. You're like, okay, watermelon juice. I've, I've had a lot of coaches since I was a very young kid and I've never had anyone as far as like a better coach than Henoch grace. Wow. I know, man from the source, man. I mean, think about that. Yeah. But there's of those guys from the source, but they just, they're not, they're not Hanner and all those guys are great. But as far as like, as far as egos and just being like a cool, like you and hang out with Henry anywhere and he's like a great Todd's office. He knows a thing or two about everything. Like he's like, did you say surfing?

Speaker 3:          01:34:02       And he has a black belt in serve fruit. You know, sue, she opened up his own place. Now he has his own Jujitsu place. Yeah. They, they left his dad's place. They went right up the street. Now him and his, uh, here on Huron. Yeah. Oh, that's amazing. So they shut down that and it's right up the street still in Torrance. Very close. I'll have the facilities. Ridiculous. Is the old place still open? Hines got down. I'm not sure. I'm not, I don't know the details on that, but I, I know Hannah and Huron on doing their own thing on. They're killing it. That's awesome. Yeah, dude, it's very lucrative in southern California to think about how many Jujitsu schools, especially if you're, I mean Henna and here on top of the food chain, but as far as business mind to, that's what makes her so special.

Speaker 3:          01:34:42       His business. Mine is insane. Yeah. He started the Gracie University. That was all his concept is they're willing. He came up with that. Well, let's see. Oh, someone who lives in the middle of the country. That's a great thing. I mean, it's not as good as being instructed by Hammerstein, but if you live in the middle of the country and you don't have to other instruction, that's a great note in Wyoming or some shit, and you can go online and real place snowed in my will. I do snowed in. Oh, you know what I'm saying? Sounds like your town though. He's played does like a ski resort. I don't, Snowden noted. Noted. Oh yeah. We go to Snowden every year with the McGraw. I love snow. Did we fly Snowden? We fly together. Drink cocktails. It's amazing. No done. We're going to Snowden. I'm going to wear my far.

Speaker 3:          01:35:23       I don't care where my fire for Peta. It sounds like a legit place. Yeah, it does. Have you ever been in Wyoming? I've been to Wyoming, yeah. Do I just went to Idaho for the first time. I was just, Oh, you met the black rifle guys mast. Great. Got Great to see. They're all great. Yeah, they were awesome. Did you go hunting with him or no? No, no. Oh, well those mother fuckers humans, but yeah. Hey, that's not what I want to do. I'm just saying it's like, you know humans. You can hunt elk or, yeah. A lot of those guys who used to hunt humans become hunters. It helps them sort of cope with society. They also have, you know, they have a special skillset. Yeah. It was a little bit very good with the guns. Not even with just guns. A lot them get into bow hunting and a lot of them, a lot of that.

Speaker 3:          01:36:05       You and Matt would get along. Great Guy. Great Guy, right? Yeah. And the coffee's bad ass man. It's delicious shit. And I got my own Coffee Cup. I don't know. That's what I heard. Kid Black Rifle Coffee Brendan shop version. Were they calling it the big, big, big brown coffee? Smiling Bray about big brown blend. I like that too. With the Big Brown Coffee Co. I liked that too. Via Brown car rifle. Yeah. Nice. Your own grand. I know. Damn sign. I know. Ranching out here. Like a, what are those things? Entrepreneur. Yeah, I guess I got fucking boss, businessman type care. Dan. Fuck dog. Idaho is nice dude. They said the show is fucking great. It was really fun. It was a big ass place. Is Big theater down that side? Yeah. It's where the UFC is. U of C's there in July. What car does that? Um, that's junior Joe Santos versus dude, he's fighting that Russian lead character.

Speaker 3:          01:36:54       Who's he fighting that off yet? No, not Volkov new. That's the talking. Forgot about Volkov. I know. Darkest of dark horse. What's that? Even off, isn't he? Um, wasn't he the guy that was the belt or champion at one point in time? No, that's full cub bro. No, but I think he was first. So it goes, yeah. Black Golf, ignorant black glop. Ivana. Ivana of, yeah, black boy Yvonne off. I think he was, um, just Google him. I think he was, uh, he was either a world series of fighting champion. Might be that we're, I think you're right on world series. That's not built tours. Is it? Maybe world series of fighting. Let's see. Oh, he's world series. You're right. He's world series of fighting. Yeah. He's a tough mother fucker. That kinds of crazy story too. Um, he was stabbed and he almost died. See if he could find that story.

Speaker 3:          01:37:47       It's a, it's a crazy story. Got their mean Juhas no favors. He was stabbed I think more than once. I'm pretty sure this is the guy, but just to just Google his name and stab. Sure. You're not talking about Darren till no, no, no, no. Darrin tells, well he needs to be Marie as well. Everybody can stay. Yeah. A lot of people got stabbed like against that, but I think he got stabbed. Yeah, he got stabbed. The God. Yeah, I'm serious. Let me see. Bell Tours. You see, did find Bell Tor to Ivana reportedly stabbed in the heart clean to life support, right? Yes. This was like 2011 what year was this sweet memories of fighting champions. So good with shit that I shouldn't even know. Um, yeah, he got stabbed in the heart. So he fought for Bella tour and then he went over to world series and now he's in the UFC and his first fight is junior dos Santos.

Speaker 3:          01:38:39       Damn. No, that's not his first fight. No, I feel like he's fought already in the UFC. No Way. That's his first fight. Is it okay. My first fight for sure. I must be thinking about the world series of fighting. Yeah, that's his first flight. Cause he thought Josh Copeland World Series. He's a tough motherfucker. This guy though. Very tough. Tough. It depends what junior we get, you know? Right. And this is junior and that also had a Usada scare. Something happened with him, but then they let them off the hook. Right. I don't, we never hit right. That lets us, to me, that's the problem with you. Solid as they go, this guy flagged. But then if they get, you know, proven innocent, there's no big writeup. There's no big announcement. Like there should be a fucking, maybe didn't really proven innocent. Maybe it was, um, wasn't a diarrhetic or something like that.

Speaker 3:          01:39:21       Yeah, it was diuretic. Maybe didn't get proven innocent. I mean, what was the last time he fought? Maybe he just hasn't fucking grizzled. Steepbank yeah, that was steep. It was last fight. How long ago was that? May of last year. It was a good fight. So how much time do you get suspended? It depends what you're up, but six, 12 months, right? Depending what you took. Right. But if you're going to take a diuretic, is it the same as taking Jews like that? He took a steroid. You get longer, right? Yeah. Hm. It's all weird, man. It's almost, it's almost confusing. It's like what they say about the Tour de France tour. France knows how it's pronounced. It like Brian Cowen would appreciate that too. De France Tour de France, they say that it's healthier actually to do that with drugs. Those do without drugs. It's so brutal in your body then when they take, yeah, and we taking fighting's the same way, like it's so taxing on your body.

Speaker 3:          01:40:04       Yeah, that was my point. Yeah. I mean, I really do, but I didn't want to, I wouldn't want everybody to say they have to be on it, like everybody has to be on it. I wouldn't want me, that seems like maybe we shouldn't do it. If you have to do, and just Santos admits he's still scared of Usada. I won't say it doesn't bother me. Hmm. I wonder what the actual, he was flagged, but he was a proven innocent. That's insane because we don't, there's no huge announcement about it. See, that's dangerous. Right? Because if that, I mean, how long did he get sat out for a month? It said, and under. He hasn't fought since then. He wants to fight again right after c, but you're, you're guilty. It's like if a girl accuse you of sexual assault right off the bat, if that goes on Twitter, you're assumed guilty with these guys.

Speaker 3:          01:40:45       It's, oh, he's a drug user. But then I had no idea he was, yeah, I have no idea. I had no fucking clue. I know. I saw the announcement that making that final oh yeah. Always back. Who was he supposed to fight though? He was supposed to fight someone else and it got rescheduled, I believe. Am I wrong? Was Sing dollar? No. Is Francis Right? Oh, Jesus did. He's supposed to fight Francis. Oh, it was in September and fun. Oh my God. The one thing I wish the UFC would do better, even this isn't the UFC, but it be great if they did announce when a guy's vindicated, when he's good to go. Yes, I need a fucking celebration like this little birthday. So they're, they're good to go. The other thing is when guys retire, like so many guys retired, like let's do something for them.

Speaker 3:          01:41:23       Like guy like Rashad Evans, UFC hall of Famer. One of the best guys to ever do it. Great Dude. He put the UFC on the map. Let's do something which they do for them. I need fucking something or celebration of his career some. So it's just I need something, man. You just can't go. Yeah. Thanks for the Times. Here's a tweet. I just, I don't feel like that's right. Not for everyone, but for a guy like Rashad, we need something won the ultimate fighter. One of the light heavyweight title think of is rivalries with a fucking Jon Jones. Jon Jones, Quentin Rampage Jackson. He based being too tough. Fighters never fight like he's had some crazy times. Now. It's funny, man. Fighters, people think about you as, you know, your fights. You have late in your career. They forget that crazy fights that he had earlier in his career. Oh my God.

Speaker 3:          01:42:08       See, I think the ones that he was doing these paths, whatever, four or five, which were tough to watch, I don't think of her shot like that. Yeah. He's a different guy and there's something that happens to fighters or to human beings, uh, when they don't want to do it anymore. And I mean, I think it happens with every job, but if you don't want to do it anymore and you're a printer, it's not like if you don't want to do it anymore in your fighter. Correct. So if you don't want to do it in, you're a fighter and you kind of half asset and you're in there with a guy, you know, like Glover to sharer Cantonese Smith. I mean he's in there against dangerous guys that are trying to kill hungry lions. Yeah. It's just, it's a bad place to be. It's a bad place to be.

Speaker 3:          01:42:49       You, you gotta be all in, in this, but it's not a sad thing because, you know, like that ridiculous safety for, uh, the Seahawks retirement. Cause they had some neck issues. He tried, he tried to figure out he's a pro baller and he retired after eight years. I went, Damn, eight years. That's a good run, man. I like how long is were shot been fighting that the fucking run man. Dude, he won that season one. Season two as a heavyweight. The heavyweight. Yeah. Remember he fought bad. Brad, what was this bread? I am proud. I am so that's right. Right. And then remarried his fight after that with uh, Sean Sam Salmon. Dana. He goes, Dana was give them a stink cause the fight was boring and then just tack and fucking, we knocked out chuck Liddell. That was like the first and he did this to his heart.

Speaker 3:          01:43:30       Yep. I remember this time out with one punch dude. The special, when I think about Rashad, he was so special to me and my career because he was like in our camp and he was like, the guy when he won the belt, I marriage train with this one. The belt came back and it was the first time where like, he would speak truth to us because at the time I had a girlfriend, I was super in love with it. I didn't want to leave and go to training camp, all this stuff. And he's like, dude, how old are you? I told him, he's like, I'm telling you it's gonna be different, man. You got us make decisions now based off this and you just drop knowledge about the professional life of fighting. And I remember when he won the belt, he goes, uh, he was sitting down.

Speaker 3:          01:44:03       He came back like a week after training and I go, dude, fucking crazy. Or did you just feel like out of this world I feel the exact same. Nothing feels different. I feel the exact same. He goes, it's cool and you want this goal and your achieved and I have the belt and he goes back to work, man. He goes, I thought I'd feel completely different. He goes, you got to get better now. I gotta get better. He goes nuts. It's, I feel just like you do, man. It felt right before I won the belt. He fought Machida when the Cheetah was Machida. Machida were there too. There was a time for a couple of years where Machida was just put it on piece scares Gann UFC for awhile. He was such a weird guy to fight man, because he'd be like doing this. Yeah. He'd be doing all this weird movement and then he would blitz in on you.

Speaker 3:          01:44:47       Nobody knew what to do. Knock out power man. That in his last fight with v tour like good low, those uh, one of the best knockouts. So see pulled that up. Pull that Leo Machida Kaos Vito Belfort and now he's in Bellator belt. We're making some waves, son and saucy over in Beltour, right. Saucy. How saucy things going to get to whatever. Be Tours on thing. Proof, sleet type Sausa look like Ryan Gordon. Dude, how bad is it right here. Let see how he's almost too respectful. Oh, he knew me. This, he just, I mean he was out cold. I'd almost rather have you set up right. My knock. I know, right? Let's, Ooh shown like this is embarrassing. This makes it more embarrassing. Hands on. Yeah. And then now he's fucking, his eyes rolled back. Yeah. Damn. And then, and then I guess the UFC, I want to see that.

Speaker 3:          01:45:36       Wanted to work with them a little bit, but he just went to Belk toward cause he goes, you saw it as a way to strike, man, I'm out. That's what I'm talking about. Let's see. Can we see in real time or they only have it here? Look at this man. Look like, fix that. Boom. One more time. So what's interesting is like v tour always would talk about standing square. You know when I first started trading Carlson Gracie's in 1996 old school, it was before Vituro made his UFC debut. That's when I first started Jujitsu and feed tour was 19. The feed him, he was always talking about um oh, here it is in real time. Look high moves man. Liotta so sneaky. Look at that. That is phenomenal. Let me give me that one more time, son. In real time. He gets down on his knees. Leo Machida, the way he's moving here. So slacky I mean he didn't even see that comment. He's, he's looking at these crazy hand movements. I remember before this, he beat on a Andrews who's a big up and comer football player at Alabama. He beat him. Start v Toilet. Yep. I'm out. Yeah. Now he's at Bellin Story. You get Roy McDonald. Gigger. I'm saucy. There's some fun [inaudible] his brother over there to test the waters. Like tell me pee Pete.

Speaker 2:          01:46:50       How's it going bro? What kind of car? What kind of toast? And they get that Ryan Bader rematch. There's some cool fights. Yeah. Especially if they let them get saucy. I mean he and he's 40 years old. Do I think the other scary thing about Bella tours that dad's on days on days, that dead zone, where the fuck they're going to call it is given them, they gave them a nine figure deal. Who did you remember about this? Does zone deal? I don't know what you're saying. Does, oh hey z n what is that? It's their streaming service, so now they signed with them. So now Bella Tor, you remember how they had tape delays? Now you can stream it digitally for ff you get that now for five quality. I think you have to pay for it just like much. I Dunno, but you can stream it on your phone.

Speaker 2:          01:47:31       First ones can be free. Their first like welterweight big fight is going to be a free, everybody wins in Beltour deal with days into stream live events. So thinking about who they got right. Okay. The Guy Gay Guard who uh, they, his people just contacted me. I'm going to get gay garden saucy on the podcast. He's fighting Roy McDonald. So they got gay guard. They got Roy McDonald to absolute world class fighters. Absolute world class, top of the food chain. Maybe the best one, 85 and the best one seven in the world. Certainly in the argument, right then Shit, you know, grind baiters never looked better. Ryan Bader has never looked better. He might have to wait Terman right. Man, I'd ever beat Jon Jones, but he's never looked better. You know what I'm saying? Phenomenal. I mean, he looks fucking incredible and he knocked out King Mo. He could be heavily champion, could be heavy.

Speaker 2:          01:48:14       He's light heavyweight champion. Right? Who knows, man. Maybe him going up to heavyweight would be better for him. I mean, maybe it doesn't have to cut weight. Maybe you could fight more trimming, especially as an older, as an older guy in his thirties if he can beat Mitrione, that says a lot. Well, he's really gotten better and better and better. You never stop getting better. Then of course you got Paul Daily, one of the most exciting motherfuckers in any weight division who's got out nuclear missile for a left hand. Michael Van and page phenomenal. Who did Paul well, Paul [inaudible], his last fight with Fitch was brutal. Man, that doesn't fit. Fitch is going to Fitch. Okay, but why make that fight? That's what I'm saying. Why? Why do that? That's fine. What are we doing? How would you diminish, why would you diminish daily like in, in terms of what he was marketability after the Larkin fight, so he chaos Larkin who lark and I was felt like it was a dark horse at one 70 especially after he fucked up Neil, Maggie, Neil, Maggie.

Speaker 2:          01:49:04       I was like, dude, this guy is just, he's got a lot of weird skills, man. Larkens got a weird way of moving. He's got that oblique kick that he does to the body and he struggled in Bellatore came over there, you know, he's fine with Lima, Lima, the motherfuckers [inaudible] him. Lima beat them, but it was close to in a row and then he got chaos. Yeah. See Man, you and us ones last semester. You're in a slug fest with Paul Daley. Dude, that dude has got something crazy in his left hand. But you know, after doing Paul Daley and Michael Bennett Page, Paul Daley signs new Bella tore contract except Joe shillings call out. Oh, Jesus. Joe Schilling. Dan in MMA. Yes. Joe. Cylance shillings fighting MMA. Now Paul does not taking anybody down. They're going to stand. That's interesting. It feels kickboxing match. I'll be more excited. But do you think Paul Dale is gonna try to take them down after all the shit he talks about guys taking him down?

Speaker 2:          01:49:55       I don't think there's a chance in hell. Yeah. [inaudible] Joe Schilling fighting kickboxing, one of the best kickbox in the world. MMA tough for him. He wants to fight him and may now that's what he's doing. I'll watch it. Here's the problem that Joe's been having is they don't give them enough money and kickboxing, Bella toward kickboxing even. It's just not materialized cause he's not with Gloria anymore. Right. He's belter. Yeah, I know. But he was in Gloria or no? Yeah, he was in glory. And then he came over to Belle tore a couple of years ago and he's fought well. He said, I love you. I loved watching him. Fuck kickboxing for whatever reason, Bella tore kickboxing just does not have the appeal. Can you call it doesn't have the appeal. That's crazy to me, man. I do not understand. I do not understand. Really. I do not understand. I do.

Speaker 2:          01:50:37       Boxing is popular. How was kickboxing not pocket? I don't know. I, I've watched Bob time much rather watch southern kickboxing. Did you watch Rico Verhoeven's last fight? Sure did. Fucking, that was amazing. It was cool against, uh, I'm not stopping my plan, Ben Siddique you're not stopping. You're Friday night for it. I would if I didn't have shit to do. I know, but, but yeah, but have shit we've done. We've done glory fight companions. Halfly. Yeah, I did a glorified companion with Joe Schilling. And who else did it? I was in here. Well listen, you would've been here. True. I never miss fite campaigns. You're going to make fun of the things I love. Like I made fun of your soccer. I see. Where do we go? Full comment down on me. Full Circle, sir. I got to find something to eat. I love kickboxing. I enjoy kickbox and I think Gloria puts out the best product.

Speaker 2:          01:51:22       I think Gloria is phenomenal. I'm actually bummed out that lion fight is not on a access TV anymore. Yeah, they lost their deal with access TV. Well, if you've done fake plants for land fight, probably still be around. So did one. No, no, no. I think we only did Gloria Phi companion for glory. Bam. Joseph. That's right. Eve Edwards and Joe Schilling Son 2016 so I would have done it since then. She didn't have time, man. Okay. Just cause it's kickbox love it, but you would fucking down for, you know, but we only did one Bella tore to, we only done one belt tore ever. The hope was that it was a big belter. Yeah. Who was that? Who was fighting? It was all Kaos and submissions. It was amazing. An amazing card. No, Shane hasn't bought borough dare you shut down your mouth. Jamie. Jamie was like fucking to work. Dare you. Shamed car when she goes. Never fought Bella toys. No bench. You son of a bitch name came to my head shaved. I apologize. I'm thinking, who the fuck was, it was a big belt door. It was you. Me and Eddie did. It was phenomenal night. Was it fade or [inaudible] 98 but it's not. Who Was it? Fatal war fade or Frank Mir. Oh yeah. Bombs on bombs. On bombs. Yeah. Fade Frank Mir was chaos.

Speaker 3:          01:52:46       Yes. Good night. If you know Frank Mir. I really appreciate that guy. I appreciate the way he thinks and talks about fighting too and one of the things you said is like remember fade or a hip toss them, slammed him on his back and he said he just got up and just wanted to swing at him. His Ego got the best of them and that wasn't the plan. The plan wasn't just recklessly abandoned and gauge on them. Yeah, but he almost beat him. He almost beat him. He had them wobble. Well this is the thing I think fade or gets you into his groove. Like he did that with our live ski. He's done it with a lot of people. It gets you into his group with any in any cracks you would send them over. He's done it to Brett Rogers but I think that I was, I was curious to see how that fight was taking place because in the beginning frank was catching up.

Speaker 3:          01:53:26       He called rushed in, but frank also said ring routes is real. Like he's like, dude, I need the experience. Like I haven't felt that kind of like nerves and stuff going to fight in a long time. Like it's been a long layoff for me. He's like, yeah, as long as he been off two years, two years. He's like, I just need to get back in there. Yeah. What do you don't just they mine that's supposed to sign with them with belter. Scott Coker is on the phone with Barnett and they've worked together before. So you know that boy Barnett gets in there. Molly, Mario Batali's in the kitchen right now making some salt. He's chopping up some basal and some garlic. Fucking right. Let him for they're heavyweights. Get saucer. Let them get sauce on net saucy against Ryan Bader. Well, who do they have? They have bater.

Speaker 3:          01:54:08       They have just zoning. Uh, Chael Sonnen, um, Frank Mir. Remember when Frank Mann, when Josh Stop Frank Mir actually realize how good Josh's Josh the nightmare. It's a nightmare. I remember we beat the brakes off. Roy Nelson beat the shit out of him for five rounds, beat the shit up and showed some serious cardio. Serious cardio to do that for five rounds. Yeah. Josh is a nightmare for all those dudes. Oh, he's phenomenal. Yeah. He might be Bellator heavyweight champion. He could special if you let the man sleep in, you know what I'm saying? Kind of like went into, oh, just trust it. Don't hate on them. Just look at it. It's all yellow and it's all healthy. Older would just skills for days, leave him alone. Yeah. That's the problem. When those old dudes get ahold of that juice, they got all that year, those years and years of learning and experience and then all of a sudden the body starts moving like young man's body again.

Speaker 3:          01:54:56       That's why t r t v toward was so fascinating to, he might go over to bell too. I wouldn't be surprised if, well he might tell him with Ryan, but he might go to bill. But if he goes to that door for a detour is like, he's like, dude, you know, you guys touched a little bit. I don't, I only want that bell tours dies. It's too strict for me. I don't want that. Well, that was one of the things that, um, Rory, I'm not Rory, um, that uh, gay garden was Saucy, was talking about guys fighting him. Who was he? Who was he bringing up that he would need extra testing from? He was just talking about this gay guard was just talking about this. Like someone will five or 85 at 85. Who Was it? Machida. That's Rao. Machida. Yeah, that's right. Because he lost a decision to mature over in Bellator.

Speaker 3:          01:55:40       He wants extra drug testing for Leo to Machita. They rematch. I don't trust that guy said, whoa, bell tours are going. No problem man. The we checked. Yeah, we like sat on, it looks like pee tastes like p set up once. We did it twice. The auto confirm it's PPN tastes. We let them know six months in advance when he's going to be testing the heads up. He's getting tested a lot. Yeah. We post dated all must get samples. He has a full schedule. You want it to look, we have 12 urine samples. We took them all on the same day, but we've got them.

Speaker 3:          01:56:09       That's what they need to do, man. Even that's too strict for fucking be toward though. Hey, have you heard anything about Tony Ferguson? How's his knee doing? I don't know what is going on with her now. Eddie. Eddie Bravo just had shoulder surgery a couple of weeks ago. He just took his, um, I think actually a week ago just took the stitches out. Yes. Bad from an episode because I remember last time I saw him torn his story. He's like, he's going like this back. I'm good man. I'm good. And he's doing this well, it must not have been good. He must've done something to hurt it again and realize he just should go ahead and bite the bullet and get the surgery. I need to get them a sim styles or whatever the sem stills. I need them. Stem cells in the left team. Dagestan braking. If the negotiate negotiations of on the fight.

Speaker 3:          01:56:52       Okay, this is Russian. A translation team could be versus notorious MMA will not be achieved. Then next week UFC announces fight team could be versus Tony Ferguson, x t UFC two 29, October six. How can he come back that quick? Wait a minute. Wait a minute. Wait a minute. Phil. You know, real, I mean, MMA team Dagestan that doesn't work. Yeah, but wait a minute. Let me think of like when Tony go to Tony Ferguson's, uh, Instagram show, I'm like break dancing. Right? When did Tony Ferguson have a surgery? That was before Brooklyn. Before Brooklyn was what, how many months ago? Was that? Two months ago? Correct. There's no way. How's he do that to and from, from four months. I hear controversy. Khabib is happening. Yeah. Fucking happening this year. That's really, that's what you're here. That's what the, that's how the UFC gets him out of jail. I said this and I don't think they give up.

Speaker 3:          01:57:44       I mean, there were find out what's going to happen in, uh, in July, right into the, so there's go to these, uh, just go to the actual images. The, yeah, go back and then scroll down. Let me see that one right there. The words moving around or is the video, let me see that this is him recently. Hmm. That's fucking slow. Yeah. He's just controlled. I mean, Tony's an absolute freak, so when he's ready to go, he'll be ready to go. But it almost hurts him because he's such a freaking, he wants it so bad. He might not be ready. Right. And he might hurt himself, but he's gotta be with state of the art guys. Ma'Am. It's Tony Ferguson thing. Was that one up there with, so he's doing that one right there. No, right. You just had it. There you go. Look at this. So he's getting on his knees and crawling across mats. So this, this does not totally live very guy who's ready to fight though. It looks like he's just breaking down scar tissue. That'd be a little strength. Flexibility, motivation, creativity, increasing tremendously. Not 100% but close

