Speaker 1:          00:00:04       Five, three, two, one go.

Speaker 5:          01:28:19       And Charles over that dry mouth just sucked out big dark bags under his eyes after being in the fucking sauna for God knows how long and just kind of laid out on the wall. So Wednesday comes in, this is actually funny. Wednesday comes the middle of the day. Charles is coach. They drag them out of the fucking sauna and they're just sitting there. I took a full load, but I was going to tweet it like what not to do. And I was like, oh, that's fucking bad. Maybe I shouldn't do that. Maybe it should have, I don't know. Um, he comes over and he's like, hey guys, I have a proposition for you. And I think others fucker's not going to make weight. They want to catch weight. I have a proposition for you. Like, what's up? He's like, what? You're doing right now. This, this is not going to work.

Speaker 5:          01:28:55       He's like, you're not going to lose weight like this in the back. I have salt and I have alcohol and I wanted poured in the tub for you so that in 30 minutes you'll lose the same amount as you'll lose in three hours doing what you're doing right now. I'm thinking, are you fucking kidding me? Salt and alcohol and the water salt. And I'm assuming he means Epson salt and rubbing alcohol, which is a lot of athletes use. And I have the data on that and there's not a discernible difference and there's actually negative effects from doing that. You can touch on that in a, in a second. So I say to him, I'm like, now we're good. I mean, Nick's losing a pound every 15 minutes and we're replacing it the whole time because again, um, but the data head, and I track all my athletes.

Speaker 5:          01:29:37       I know Johnny Hendricks, you know, between 195 185 pounds, he lose 1.2 pounds of fluid every 15 minutes. I know Nick Lens loses a pound on the door. I'm gonna stop you right there. Sorry, I'm confused as fuck you. You make him lose weight and then you put it back on. Now what we're doing is we're just training the body to sweat, to sweat, to just have the water purifying. We're purifying, pushing out the toxins we're giving them. Is it distilled water? Is Water regular purified water ever drink distilled water. There's some sort of a theory behind that, right? Then you drink a lot of distilled water and it forces your body to release all of its electrolytes or something and they leeches your body of all these healthy minerals, electrolytes and such. The distilled water. We don't do that because we're trying to preserve health. Again, we're not trying to, you get them to lose 30 fucking pounds, speed up their metabolism through proper eating, proper meal size.

Speaker 5:          01:30:27       They eat small and often, usually it's written down for everybody in the fucking world to read. It's small and it's often, and it's meals that we've targeted based upon their physiology from the weeks beforehand, meals and ingredients that suit their body. Um, and they just eat consistently. We play with no carbohydrate, carbohydrate timing. We we play with, the protein ratio is we keep our fat levels really high. We keep carbohydrates in the diet all in fight week. You know, we keep sodium in the Diet for the most part, most to fight week. We elevate and then lower, but we never dropped completely. Um, and a lot of people, they just pull the carbs and they pull the salt and then they just fucking drink the distilled water. How do you get nick? He's ways in the week he shows up. He's one 64. He's got to get down to one 45.

Speaker 5:          01:31:08       One 46. Yep. How do you get him to lose that amount of weight in a week? We speed up as metabolism, which matters quite a bit. So he gets tenant one 64. So you change his diet the week of we change. Usually it's, it's 10 days out. What we do is 10 days out we increased sodium, but not a dramatic amount of what I tell the athletes is add more saltier foods, but not so much that it tastes bad. Just add more than you normally do. So let's say you're taking it the week beforehand, so 10 days out typically should be your hardest training session. Okay? Cause any more than 10 days out and now we're too close, close to the competition time. You might not be fully recovered and you're not going to perform at your best. So right about 10 days out, usually the Tuesday before the fight of the following week.

Speaker 5:          01:31:48       That should be the hardest day. And then everything else we start to pull way back light and medium workouts, much shorter intensities. It start to increase your sodium just a little bit so you can taste it, but it's nothing that you don't like. Never too much that it's not good and a little bit more to your water. And we add pink Himalayan Sea salt. Love the Onnit brand. Actually four, that's the one I use almost primarily to the water while they're training. Just add a little bit more. So we increased their sodium content just a little bit, and then usually depending on the athlete, Saturday or Sunday, sometimes even Monday morning, we pull that back. We don't add any more additional, we don't add additional salt. So we rise as sodium up. Then we pull it back down to normal levels, probably anywhere between one to 2000 milligrams depending on the athlete, depending on their lifestyle.

Speaker 5:          01:32:28       And we really focused on feeding them similar, uh, similar caloric content, but more often. So it's basically the same, you know, let's say 2000 calories a day, but instead of, you know, five to six meals, now we're eating, you know, eight to 10 smaller meals all day long. The metabolism speeds up. We're also focusing on more fiber, cleaning out their digestive track. A lot of times athletes will step on the scale with impacted food matters still sitting inside of them. Two, four, six pounds. Who knows? Is that a real, that's real. Absolutely. Four to six

Speaker 2:          01:32:57       pounds of, that's a lot of stakes apps. If you looked at six steaks, that lab six stakes down like six t boned, 16 ounce t bone steak. That's a lot of fucking weight

Speaker 5:          01:33:08       and the fluid that they have, that food absorbs as the notch in a person's bowels and there. But where's it all fit? I would estimate they say John Wayne had like 20 some odd paths. It's bullshit. We're not, it's not true. True or not, I don't know. But I estimate somewhere up to three pounds of impacted food matter, depending on when your last meals where or when you're high protein are harder to digest meal as well.

Speaker 2:          01:33:29       I had heard that. That's bullshit. The amount of like, it's like one of those common myths, the amount of impacted food the American average American male has in their gut when they die. We ever read that shit. There's like a Snopes thing on that. Hold on, I'm gonna pull that up. But please keep going.

Speaker 5:          01:33:45       So we speed up their metabolism, we increase their digest, increase their digestive efficiency, we make sure they are completely clean. And then what we focus on is the small sweats. We keep the body sweating. We allow them to be used to sweating, but we keep rehydrating them so it's easier for them to keep sweating. And these athletes sweat a shitload during this time. The only time is when we stop adding water is usually the night before the day before Wayne's or on Thursday we stopped somewhere. Mid Day Friday we pull the water out and then we'll use what I call the step method where it's a very simple way to not break the athlete, to keep them sweating properly. And the weight again comes off and it's all through hot tub, hot bath. It's never in the salon and my athletes. So we don't try and fight week. We ain't go in the fucking sauna. We don't put on plastics unless it's like that last minute. It's freezing outside. We need to pull off another few ounces on the way to the venue. Then we'll throw some plastics on. Um, and how much

Speaker 2:          01:34:42       actual dehydration is it like the though the day of when he wakes up on Friday morning, if it's a Saturday fight, what does Nick Lens,

Speaker 5:          01:34:50       nick cut three and a half pounds on the day of way in the cit. That's it. He woke up the day before 12 pounds over. We ate three meals that day. We, I think he drank almost a gallon of water that morning. And just by drinking the water so frequently it pushes the water out and then we cut. So he woke up. So one 46, I think he woke up around one 50. He woke up at one 58 the day before he floated, you know, two pounds off by the time we got to the tub later on that night he went to bed at one 50, so we lost about six pounds and that's usually half. And that's a good estimate. The day before we want to lose about half the night before you're going to float one to three pounds. Typically, you know, while you sleep. And then the next morning is usually two to four pounds.

Speaker 5:          01:35:32       So it's very small controlled, you know, elimination of wait and it's water weight and he's still eating. He's never not eating. He's still picking. He's not having these big meals. But we go from meals to, you know, kind of snack size to now it's handfuls just to keep as metabolism moving, keep his body processing the food, keep pulling the nutrients, keep his blood sugar stable, keep his brain on, keep his mood elevated so it doesn't feel like shit. Hmm. Uh, according to a Snopes, John Wayne did not have that much packed, impacted in his body, but Elvis apparently had a lot, but it's because he was taking drugs. He was impacted hack. They couldn't get it from the painkillers. Right. But I've heard that too. That's why I want him to look that up. Yeah. It's a, apparently, it's like almost, you would be in such incredible pain if you had that much food impacted in your bowels, which makes sense.

Speaker 5:          01:36:25       So if you were to eat, you know, how many pounds of food do you think the average person do it eats in a given day? 200 pound guy, you know, six pounds, eight pounds, maybe 10 pounds of food. You wake up at one 90, you go to bed at one 98 or so. There's fluid in there, but you've pissed and shit out some. Do you, um, account at all for biological variability like this, Nick Lance have a different Diet than say Tiago Alvin? Yes. Does he, how do you know, like what to do for each individual? So we stick with prince. The principles never change. And that's really the scientific base. The principles never change, but the individual application almost always does. And it changes with the same athlete from fight to fight because the athlete has never the same no matter what we're doing in this camp three months, six months from now.

Speaker 5:          01:37:11       It's a different athlete. It's a different physiology. It's a different training pattern. It's a different mood, it's a different lifestyle. And how, so give me an example. Like Tiago Alva. So with Tiago, what we did in the beginning, you know, he missed weight with John Fitch in 2010 I started working with him two days later, brought him down, fought Jon finch and your John Howard. And his weight issue was gone. So, and then he had some injuries. He had his knees fixed, he had his shoulders and arm fixed. He was on the shelf for two years, uh, 25 months actually. We came back and he fought in Orlando in April and the new and improved Tiago had been on the meal plan almost the entire time, was eating properly those 52 weeks out of the year. And he does his Sunday Fun Day and he has a little barbecue, but that's controlled and that's okay. We allow that to with the gray. But he would really follow the meal plan from about 12 weeks when the fight was offered.

Speaker 3:          01:37:55       He went on and he didn't break. He didn't go off. So when I got to him three weeks before the fight, and Tiago is one of the few athletes I actually traveled for for an extended period of time anymore. And I went and stayed with him and he was one 96 or one 98 three weeks before the fight jacked probably, you know, 8% 9% body fat slow and he's fucking looked awesome. Slowly but surely I tighten up his diet. You know, I tightened the wheels and the switches just a little bit. Really made sure he was getting enough food to fuel but not enough to spill over. And we were able to slowly bring his weight down to the lower. Nowadays if he's 8% body fat lowering his body weight. Yup. What do you, are you causing atrophy? Like what are you doing? To a degree we're trying to, with him we're trying to eliminate a little bit of muscle or reduce some of the muscle volume that he has and that's it's all water weight cause you can tell that he definitely looks slimmer.

Speaker 3:          01:38:45       And when he fought Seth Bazinsky, he looked great, he looked awesome, fought great. He had a great gas tank at me and he looked really good in that fight. But that was, I found it fascinating that he weighed so little a day before the fight. Yup. When he entered into the cage, what did he weigh? One 94. So how are you doing that? So pulling him down the same exact principle, different foods for Tiago than what lance eight Tiago is much more of a, um, uh, protein and fat metabolizer. Nick Lens is much more of a, of vegetable and produce metabolizer. Um, they perform better. All their analytics are much better when they have those types of foods and that just comes through experience working with these guys. So Tiago was more heavy. It was, you know, chicken and steak and eggs, Avocados, you know, different types of oils and seeds to really bring him down anytime he has, you know, the heavier carbs outside of the breakfast bowl, oats in such, Barry's first thing in the morning, he tends to blow it up and really hold on in that water.

Speaker 3:          01:39:39       So we slowly eliminate that and he said no pastas for him or things along those lines. I think we did pasta probably two weeks out where we do what's a refeed, you know, every, you know, uh, once a week we'll do a refit where we go really high carbohydrate, but we'll stage that with a lower carb carbohydrates either before or right after. Um, so we'll do the refit definitely once a week, sometimes twice a week depending on how close we are. And what's the benefits of a refeed? It's to refill the body of loss glycogen to make sure that usable energy is available. Um, and it's also a mood elevator cause a lot of times the athlete starts to get a little, you know, shitty if they're not getting more carbohydrates in the brain runs on carbohydrates also. So you can see the mood kind of deep decreased just a little bit.

Speaker 3:          01:40:22       And also performance, like working with Manny can Burean right now to drop him from 45 to one 35. Got Him on the first program, the initial program and it was just a little bit too low carbohydrate and he's like, ah, his mood was down just a little bit. He didn't feel that snap and practice. And we really just brought him up about a hundred extra carbohydrates per day and he fucking felt amazing. So it was really trying to find the line that is exactly what they need without spilling over. And once we got that, we got them feeling good for 10 days, we're able to stage it down just a little bit and he even better. So now we're slowly in in that last three week phase, the peaking phase. And he's, you know, now he's like 148 pounds yesterday, which his last fight for him to get under one 55 he felt like he was going to die. So now he's training at one 48 feels fucking amazing. Fully fed six plus meals a day, but everything's kind of perfectly controlled. Wow. So this product

Speaker 2:          01:41:14       called that you do, you make, you make a specific one for each fighter and you sort of work with them, same principles. What happened with Bj Penn because Bj Penn subset with you after his fight and you know, set a lot of shit in the press and just really wasn't happy with it. Yeah. He said his exact quote was without the ivy, you're nothing like he, he wanted to not use intravenous fluid retention. He didn't want to get an ivy to rehydrate. Yeah,

Speaker 3:          01:41:44       he, the Ivy was available and ready and the doctor was on call and he didn't want the IB and I didn't even want an ivy. He didn't say, well, no, that's not true. Days before he had said he'd never used one before. He was worried about how he would feel. He said he would play it by ear if he did feel like he needed one, but he didn't cut any weight and that's why I didn't disagree with him. Now he runs the show. He's the boss of the camp period at the end of story and that was very clear. He didn't want the ivy and I didn't disagree with him because he didn't cut it. Announce he was eating and drinking on Wayne Day, walking over to lance. This is not an athlete that was dehydrated. It was not an athlete that was suffering. It was an athlete that looked amazing, was bouncing around talking to everybody full of energy.

Speaker 3:          01:42:31       Did he need an IV? You know, I'm not a doctor, but he didn't want the doctor to come to administer it and I have to rely on the the athlete, you know, it's his body. It's his choice. He said he'd never used one before. He didn't want one. He felt great as what he had said. Perfect. Well here's shit a shit. Load a house full of food and fluid and everything that you need to consume, so enjoy it. Now that same fight card I worked with Ronda Rousey. Ronda Rousey didn't use an Ivi there and she cut over 10 pounds. She never ivs. She had never used one before, a little nervous to use it. Chose not to use it, didn't use it and went out there and look like Rhonda always looks because she's just never had it before. Now, if she had used one, maybe she would've looked even better or maybe it would have thrown her off her fight last 10 seconds.

Speaker 3:          01:43:19       I know when she fought me, she take her fight lasted into the third round and me, she's a very well conditioned athlete. One of the better conditions, female athletes in the game. And Rhonda looked amazing and that was a scrap, not, not at one point that Rhonda looked like she was at a loss and she had no ivs, no ivy in that fight. And how much did she cut? Now she cuts about 10 pounds. She gets in, she's fights at 35 usually she'll get down into the lower forties just that day before me. She's getting the fight week, usually between 48 and 50 and she does most of her training and the loaf. How did Bj, Hey, get

Speaker 2:          01:43:49       down to 145 pounds. Bj is a guy

Speaker 3:          01:43:52       who fought at one 70 because he didn't like making one 55 yeah. So all of a sudden we see Bj training getting ready and he looked so thin. And what did he do? He was back when we film the ultimate fighter, he was 162 pounds. He was in a low one sixties back then when and then they, they broke off communication with me. You know, after the ultimate fighter was over, I didn't hear from anybody from their team, their camp until the very end of May, which is just a few weeks before fight week and they were in a bit of crisis mode. Now I didn't get to Hawaii to first actually, you know, be a part of the camp and the team until June the ninth, which is less than a month before the fight. And when I got there, Bj had said he weighs, so wait, what do you weight champ? 157 pounds.

Speaker 3:          01:44:40       But I went out last night with Dominick Cruz and we had some pizza and I weighed one 57 today. And I'm thinking, fuck, why do you need me to be here? You know, the fucking, you know, dolce diet dude, if you're 157 pounds, I mean you're 10 pounds over what the weight class is after eating some bad shit, you're probably closer to 55 54 I'm assuming. So it was kind of, it was an anomaly. It was really an odd situation. Um, how did he lose the weight? You know, just eating a little more peace, paid more attention to his food as he got closer to the fight. Those last couple of weeks I was there, I didn't prepare any meals for them. I stayed in a completely different location. He stayed in one area. I stayed a few miles away in another area. It was a weird situation, was one of the oddest training camps I had ever been a part of.

Speaker 3:          01:45:26       And I was there for less than two weeks. Physically in Hawaiian, had very little influence unfortunately. And I made some very strong suggestions and I made, you know, very strong observations to members of the team of what I saw and what I am accustomed to and what I think would really benefit. What did you have issue with? Um, it was the training, you know, frequency and just the training frequency. Yeah. I don't believe it was enough. It wasn't training enough that for all the other athletes that I work with trained much more often. And it was Bj training once a day, but not quite every day. And the type of training was less. There was no, and then we'll, we'll just compare it to Frankie Edgar's team and I'll, Frankie Edgar has Mark Henry there who's a worldclass striking coach. He has Steve Rivera there who's one of the top wrestling coaches in the country and then he has a Carlisle NATO.

Speaker 3:          01:46:15       There is one of the top Brazilian Jiu Jitsu coaches, practitioners in the world. And then frank has got a shit load of UFC level guys that he's training with on a daily basis. And BJ had none of that. He had a coach who was a nice man who from my understanding has no experience in boxing or coaching. You know, professional athletes certainly don't have a worldclass UFC MMA level. There was no wrestling coach there and you know, the only, the top level Jujitsu guys, of course Bj who's very accoladed but his brothers were there and it didn't seem like they had any influence as far as technical proficiency or strategy or you know, game plan or training. And it was, you know, minimal. The only training camps there of, you know, training partners, their value where the two guys I brought in at the last minute, which was Nick Lands in Merseyside backtick now lens left very, you know, he got there and he left because he didn't want to be there. He didn't feel like it was going to be a good training environment for him. So he left early and then Massaad stayed. But Marsan, you know, a young, tough kid and Marcel was actually a great training partner for Bj and really tried to do his best to mimic what Frankie was going to do. So it was a tough situation. Is it one of those situations where

Speaker 2:          01:47:25       in all fairness, Bj, who's a great champion, who's a real MMA legend is almost too strong of a personality to be coached because he's been so successful and because he's been such a destroyer that points in his career that he has something in his head and who the fuck are you to tell Bj Penn what to do?

Speaker 3:          01:47:43       That could be, that could be. It was very, I, you know, I don't know why there was no coaches there that we're able to truly make influenced the suggestions that I made were, and I made them officially and they were accepted but not responded or reacted to. And it was just a matter of, you know, this is, that's the direction he's choosing to go and he's either going to win and look like a fucking genius or he's going to not win. And he's gonna make the odd makers look like a Jean.

Speaker 2:          01:48:11       In all fairness. There's other issues besides diet. There was also his upright boxing style that confused the shit out of a lot of people. No one, no one understood. He had this narrow stance and he stood completely straight up. It was very odd. And, uh, when he was asked about it, he said that it was very effective for them and training and that, uh, it had been, uh, they came up with it to somehow or another reserve energy. So by not lowering his body weight, body, meaning by not lowering his stance and pushing off of his legs more by standing up straight, he would extend less energy. It would be less difficult for him to do. I found that incredibly bizarre. And the last thing you should ever be thinking about if you're about to fight Frankie fucking Edgar is conserving energy. I mean, God damn you, you better be ready to go balls to the wall for five fucking rounds because Frankie is going to

Speaker 3:          01:49:12       Frankie's going to, yeah, when we were on the ultimate fighter setting, October, Frankie was training twice a day himself and then he was training twice with the athletes on the, the show. Frankie was seen in every gym in Las Vegas training with their best and top guys and he was surrounded by his coaches the entire time. I mean, that's who frank is and that's who I knew Bj was going to be competing against. Bj was at his best when he was at the, sorry to interrupt you, but was with the Marinovich has agreed, agreed. And Erna bitches and uh, Jason Parillo was working on his striking who was visiting Bisbing striking coach and they were able to really put together great performances sherk

Speaker 2:          01:49:48       and Diego and Joe Stevenson. And that was, that was prime be amazing. I don't know why that there was the dramatic shift in change and in training protocols and saw and style. It says he wants what he wanted to do I guess. And that speeds. He's the boss. It's so hard when you're a fan of a guy like that where you, you almost want to just be able to like get inside of his head and just, you know, man, if you had like a Matt Hume type coach, someone that you could completely listened to, someone that you trusted and respected enough to run your entire camp, this is the guy is going to tell you what your strength and conditioning protocol is. This is the guy who's going to tell you what, what kind of sparring you're going to do. This is the kind of, uh, just drilling you're going to do.

Speaker 2:          01:50:33       You're going to do all this stuff that this guy says, a guy like Bj Penn would almost be unstoppable. Absolutely. It's hard band. It's, it's, it's, it's really a fascinating sport in that this sport has evolved before our eyes. And we've seen the training like change and move and adjust. And it's one of the reasons why I brought up the idea of whether or not people have unreal expectations because of it performance enhancing drugs. Cause it's, it's, it's very confusing and a lot of ways people there, everyone's sort of imitating the successful behavior they see around them. You know, this guy uses ropes, he swings ropes around. I got to get some ropes. You know, this guy likes to fucking use a tire and a sledgehammer. Fuck, I need a tire. You know, it's everywhere. Yeah. I mean that's what we see. We see everyone sort of imitating what successful and what people have done successfully before them.

Speaker 2:          01:51:24       And then this guys like fate or they're confused the shit out of her body cause he's throwing rocks at fucking throwing punches with little hand weights. And that's basically all you ever see from them. Yeah. You know, it's, it's weird. It's a weird sport and that it's not like pro football where you know, you go back to the Jim Brown error and need change to today. You know, you've seen 50 years of evolution and it's all sort of culminated in the last couple of decades and you see science and nutrition and strength and conditioning protocols of all sort of adjusted. But with MMA it's not just running, it's not just moving left and moving right at the same time you're learning the thousand plus possibilities of any Jujitsu match your learning, the 500 plus possibilities of any combinations and kickboxing, you know, you're learning so many skills. The combination of wrestling and judo, the combination of Jujitsu, sambo catch wrestling and the combination of, I mean there's just so many variables. There's so much shit to learn on top of all the strength and conditioning. So it's not as simple as this guy needs to learn how to squat 500 pounds and fucking push that sled. Yeah, no, this is a lot of other shit you have to do too. And if you do too much of one and not enough of the other, you won't be at your best. It's this combination, the strength

Speaker 3:          01:52:46       and conditioning and of being, you know, a guy who understands all the variables of mixed martial arts as well. Absolutely. It's, it's almost like no one really knows how to do it yet. It's still young. I mean we're still evolving. You know, as a sport though, people have been fighting for years never like this and never at this level, never with so much on the line, you know, multimillions of dollars available now for the top dog. So there's a, as a race and that's obviously what brings in the PE, but it's also what's pushes athletes like Rhonda Rousey forward to constantly evolve and work on her striking more and find new ways to dye it and do strength and conditioning better and use her mental visualization approaches to really make sure she can be at the, you know, the top of that cresting wave. So she's not getting stuck behind that.

Speaker 3:          01:53:31       She's really at the forefront. And when athletes like that, it's a, it's a crazy time when it comes to these things. It really is a crazy time. And the thing about the performing in sands, the performance enhancing drugs, I mean they exist in all sports of course, but in MMA it's almost like there's not enough time in the day to do everything. There's so many different things that you have to be on top of that an athlete almost doesn't have the time or the physical resources, like their body can't do all the work that's required and that's where puritization comes in. That way you're able to segment what we're going to be working on for this three week phase and then we're going to work on something different but synergistic on the next three week phase and we're slowly going to be the best possible version of ourself at that time.

Speaker 3:          01:54:17       When we step into the octagon or step into the competition circle and then it all starts over again and we look to add more tools. One of the other things that Bj's camp said was that you kind of restricted the amount of food that he ate. The day of the fight is not true and there's a line, a lot of the things unfortunately that said we're factually incorrect and I chose not to comment. This is the first time I'm even commenting about it and I went on, I'd go to the on the underground everyday and a lot of the people in the underground seemed to have a pretty good take on what the reality of the situation was and I didn't feel the need to personally comment. And what I'm going to say is that there he had a house full of food. I personally brought over tons of amazing food that was available.

Speaker 3:          01:54:56       He was two minutes from a whole foods next that was right down the street from him. You know, there's his house had, you know, shit, 10 gallons of water in it and a gallon of coconut water and a full running faucet and there's sea salt everywhere. And you know, just, you know, a big, I brought up the huge vat of the power pasta with grass fed beef and all the organic, what is that? Power Pasta? It's, it's a brown rice pasta. So it's, it's a higher carbohydrate content food. And it was, I made two 16 ounce boxes of it, which would basically feed like a family of four really fucking big dudes or you know, the family of six or so, two pounds of grass fed ground beef was mixed up in there and just, and they'd like to peppers, two red peppers and two green and two red onions and you know, just really high quality nutrients and you know, a

Speaker 4:          01:55:44       full fucking smoothie, massive, you know, handful of Kale, handful of spinach, handful of Redgrave's, handful of blueberries, handful of strawberries. So you didn't, you don't restrict their calories at all. The day of the fight. I don't restrict anything. And again, I had very little influence, very little influence and that's, that's clear. I br I was more like a, I was a chef. I would bring some really delicious food and you know, some things would get eaten and some things wouldn't. It was nothing. I was saying don't eat this or don't do that. And everything was available. And who was saying that you had restricted as food? Because that was one of the big things that was going around and know a lot of it's just internet hearsay and somebody hears things and they create a thread. People in his camp wasn't it? It wasn't anybody in his camp.

Speaker 4:          01:56:24       It was people that seemed like people from his area or information was fed to them by somebody. And I'm not really going to speculate because it's not worth my time to comment and I don't want to turn it into anything bigger. I understand, but it just, it was factually completely false and incorrect. And I spoke with very, you know, high ranking members of his team and we've had, you know, this, the factual conversations, we're all in alignment as to exactly what happens, which is a really nice thing, but it's kind of the, the public conversation that just continues on and that's just not correct. So do you think that what happens is after fighter loses they, I mean, it's an interesting thing that happened with Travis Browne. Um, Travis bound to this intro interview and I really love Travis. I think he's an awesome guy. I think he's a great fighter, but he's also super honest, which I thought was really cool.

Speaker 4:          01:57:11       And he said that after he lost to Fabricio for doom, he said, he goes, I went through the whole process. I blamed myself. I blamed everybody around me. I blamed, you know, I took turns blaming people. He goes, I fucking cried. I did the whole deal. And then I figured out, all right, what do I need to work on? What do I need to change? What do I need to just, he's working with Edmond. Uh, Ron does a trainer on his striking and trying to tone things up and change some things and learn some new skills and learn some new variables that he could add to his fight game. But what I love about the fact that he was, he was honest about how after the fight there's this instinct to sort of blame, blame himself, blame others, rotate, you know, no, fuck it. It was everybody else's fault.

Speaker 4:          01:57:56       It wasn't me. And, um, after the BJ fight, I kept hearing all this shit about, you know, blaming Mike Dolce and like, man, how much fucking impact can a guy who's telling you what to eat have on how you fight? Because what I saw in that cage was a guy getting overwhelmed by a guy with a fucking incredible gas tank with a better strategy by the number two guy in the world who has two wins over him previously. So, you know, there's just bad matchups. Right? And that maybe that was one of it. Frank has been more active. He's was the number two guy in the world at the time. Bj was coming off of massive layoff. And we knew it was a very uphill battle. I was as shocked. I mean I was really hurt when I heard the first and I saw

Speaker 3:          01:58:42       the things being said and kind of the finger being pointed my way cause I know what happened and I know what my influence or lack of influence was and I will say I will go down with the fucking ship. Any athlete that knows me that I work with knows the type of person I am and I think I've built it, built a solid reputation within the industry and it was, it was just uncalled for. It was unfair and I kept my mouth shut because I try and be, I want it to be a professional and I didn't want to say anything because bt has got a lot of fans. I'm a fucking huge fan of the kit. I still am a huge fan of the kid and I understand because I have fought before, I've lost before and I've been hurt before and I've wanted to blame and I still couldn't blame.

Speaker 3:          01:59:18       But what does that going to get? And with my, you know, defend myself here for a second. I know what I did and I think I was probably one of the only bright positives with true world class experience that was around him. I didn't have to be a part of that campus cause he's isolated. He's on Hilo on very difficult. Ireland is very, very difficult when you're the most famous fucking person and you've got people showing up at your house, knocking on your door to get an autograph. Things. It was, it was, it was difficult. It was very hard situation. It was his people knocking on his door. Yeah. Trying to get an autograph. Yeah. I mean I feel bad for the guy that's, you know, luckily there's not that many people. After a couple hours you're done, you're done. But it was the old town anywhere he goes, people are honking the Horn Santa, he's a superstar specific.

Speaker 3:          02:00:07       I mean it here, he's a superstar there. He's just, you know, he's like the king over there. Right. And it was, it was hard for a lot of different reasons, but you know, for, to see the things said and basically the way that they were men, you know, we look, you look at the fight, you look at what happened that had nothing to do with food and had nothing to do with body weight. There's, you know, we posted a video of him two days before Wayne's, he woke up at one 48 fully fed, fully hydrated, saying it's the best. He fucking fell and his entire life. And then, you know,

Speaker 2:          02:00:34       I understand what you're saying. Um, I found it incredibly fascinating that you said the athletes don't work out at all the week of, and one of the reasons why is because I happened to be at, um, Uriah Faber's, uh, Jim this past weekend when TJ fought and when Danny Castillo fought. And when I got there, Danny Castillo was working out. Yeah. The day of the fight he was hitting mitts with Dwayne. Yeah. And, uh, you know, they put in like a good fucking 20 minute workout. I mean, he was hitting Mitts, man. I mean, he wasn't just, he wasn't going like 10% speed, like just moving his body around. He was working out. Yeah. Footwork drills, you know, combination. He looked great. Yeah. You know, and I was kind of shocked and I asked why and he said, well, when he rehydrated he felt a little bloated, but he always does that. He always gets in a workout. This was the Wayne's winning pretty rehydrated no, this, yeah, after weigh ins rehydrated than the day of the fight. He worked out the day of the fight.

Speaker 3:          02:01:34       And I do agree with something along those lines. They have to fight to get the fluids, every athletes

Speaker 4:          02:01:40       a little bit different. We do with that with Nick Lance and he's the one who gave me the fucking black eye on Friday before Charles canceled the fight. We put them through usually, you know, abbreviated three rounds just to get a moving and make him feel good again. Just we, I approach and a lot of the athletes I work with, we approach fight day like another fucking day. Okay. So hard sparring day. So, oh, I see what you're saying. So you treat it like as if he's just going to do some hard sparring that day. So when you have him work out to get the fluids moving as it were, what, what's the idea behind that? Is that like the, the rehydration process, the ivy and everything like that? You want everything moving through the body and make sure everything's working properly so there's no surprises. But we're not overworking the athlete.

Speaker 4:          02:02:24       We're warming them up and then we're just calling them right back down again, making them big. Part of it is also, it's building confidence because they go through the weight cut process and sometimes you feel a little shitty and you're like, fuck, do I still have it? I felt like shit. You know, Shit. Yesterday I felt like yesterday I got, he looked so big yesterday and get in there and they feel, you know, obviously nick is, weighs in at 46 and he was probably four to six closer to, you know, 65 the very next morning and felt like a fucking machine. And he left that room with a smile on his face. Like I'm gonna fucking kill this dude. What do you do when it comes to guys like heavyweights? I W most heavyweights, in my opinion, I'm not saying that they should cut weight, but they should all be fighting somewhere between 10 and 12% body fat.

Speaker 4:          02:03:05       The chubby heavy weights with the fat belly. That's a lazy athlete. Fatal fate or could have been better. I believe he could have been, God forbid he could have been better. What about cane? Cane looks a little fat. I know, but he's a monster. Could be. Look at Daniel Cormier. Yeah. These guys, just because you compete in an unlimited weight class or nearly unlimited weight class, it doesn't mean you can have an unlimited bodyweight. What's the proper body weight for performance? For most athletes, it's somewhere between eight to 12%. Is there a proper body weight for a heavyweight? As far as like when you get too heavy, you're dealing with gravity, you're dealing with mass that needs to have blood pump through it because isn't the one variable that's not very different in people the size of your actual heart that the heart tends to be similar in size.

Speaker 4:          02:03:52       Slight variables more similar in size. So like a guy like big foot Silva. Yup. Or Brock Lesnar's is a better example because bigfoot actually has gigantism is a real issue. But Brock Lesnar an enormous giant and then a guy like say Kris Carr Yasso who's fighting for the flyweight title. Their heart has probably way more similar in size in any other part of their body. I would agree with that. Maybe the cock, I dunno about that. I just throw that out there for some real, Chris has bigger problem. Maybe he's got a giant kids got balls tell you that, but I'm pumped. Um, tough guy, Chris Carr. Jasa interesting fight coming up. But my point being, is there a number where a heavyweight like shouldn't like some be a lot of people think the most effective way to somewhere around two 44 heavyweight. And I agree. I think they think that because that's what Cain is what Kevin Kane eating properly and he's the fucking dominant champion of the world.

