Speaker 1:          00:00:03       Three. Two. One. Okay.
Speaker 3:          01:17:44       Here's something that I noticed. This is something that's recent to that. Audiences now respond to what they think is supposed to be funny. Like real comedy fans, dug news radio, like people who dug comedy. I think Doug News radio people did comedy dig curb. Do we have other kinds of fans too? Yes, but I find that comedy fans really do get comedy, but everybody likes to say they like comedy or they watch comedy and they may not have any sense of humor. So I find there was a show, I'll give you an example, and this one was like the specific, and I don't care if I'm slamming it, it was the something in the girl and the apartment b or the bitch and something be, it was um, lead actress. Very talented. But I watched the show and the rhythms were, this is what comedy is.

Speaker 3:          01:18:41       It wasn't funny. It didn't have a natural vibe to it. It had no reason for me to keep watching it, but it was done in a style that other shows have done since where this is how comedy is done, this is the way we spend a line or do a situation and I don't know why, but it always involves a lot of that. That putting the, the the spin on the ball or what's the dancing in English? Yeah. It has a lot to do with it because even if you watch a lot of nickelodeon shows, her Disney shows, they tend to do that. They put the spin on it. It's never funny enough just to have, here's the thing about comedy TV, comedy. I think for the most part you're supposed to be enthralled with the situation, the situation. So the situation Lucy got into a situation.

Speaker 3:          01:19:34       Yes. And you laughed at Lucy dealing with the situation. I really, I bet in the entire time lucy ran on the rent on the air that there might've been 12 great jokes that she said in the situation. You're laughing on how she deals with the situation. Very good point. And you look at any great comedy and that's where this, it's Larry David dealing with a situation. Yes, it's, it's um, so, and by the way, one thing Larry and I are very proud about with curb your enthusiasm. If one of us says something funny to the other one, cause we improvise, we laugh. So these shows, you see people say these lines written by writers and then the audience laughs if it's on stage, but yet the actors don't laugh at one another. So on a lot of levels it's just not right. And then there are shows now that I've watched for maybe five minutes where Ma I cannot believe how they're, how terrible they are and yet they're successful.

Speaker 3:          01:20:34       Hugely successful, hugely successful. Don't get it. Yeah. When you guys do a show, you don't really have like a full script in terms of, no, we have a very tight outline. We have seven pages line. Larry has written the story and in that story maybe a half dozen things are like, he says this or she says that you have to move the story for story purposes. Not because it's a great joke. Right. And then I play it every time differently unless I'm told by the director or I'm one of the producers, we have a meeting of like we need to get this across. This is not coming across and I'll make an adjustment. But in general, I try and do it different. Every single tech that is so crazy and how many takes we do, well if it's Larry and I just us, he and I alone in the scene it we can, we can have a scene done in less than an hour, but if there's a bunch of other people, could be three hours.

Speaker 3:          01:21:28       Wow. And the idea is just like this is what needs to take place. We know we have to figure out how to get across the fact that the refrigerator's broken and we're going to have to go buy ice and who's going to buy the ice? I don't want to drive to buy the ice. Right. And then y'all just talking. It's more in depth than that. The story is really that. But yes, how we approach it. And sometimes that can change that. That's one of the reasons why the show is so good because it seems so organic when you guys are talking. It is, well that's what I get out of it. We don't rehearse. That's amazing. They are so, um, the Goldbergs we don't even do a lot of rehearsing, but I have to stick to the script. If I want to improvise on the Goldbergs, I have to let the producers know not to get permission to let them know this take, I'm going to do something different and I have to let my fellow actors know.

Speaker 3:          01:22:15       Ah, that's interesting. I don't, I still do adjust to go from two different styles. I W I don't know that it's difficult, but I find the curb your enthusiasm way, way more enjoyable. Oh, I'm sure. But I'm really proud the Goldbergs is the number one show on tv that families watch together. So I'm very proud of that and I get why people dig it. It's not my style, but when I watch it occasionally, I don't watch it very often. I get why people dig it. I'm not confused by the show. Right, right. You know what I mean? Like these other shows we're talking about, I'll be confused as to why they're successful, why they're on there. But other ones I watch, like I watch monitor family. I get why people dig it. Right, right, right. It makes total sense, you know? Um, so it's, it, it's

Speaker 2:          01:23:06       much more enjoyable during the curb thing. It's edgier and all that. But I still dig the Goldbergs and I also dig the crew and I dig the people I work with and I dig the writer. So it's a very positive, wonderful experience. And I'm lucky I'm on one of the most popular network comedies and among the most popular alternative comedy. How'd you get to be so lucky? What, by the way, I'm grateful. I keep on getting told in therapy. Don't say lucky so much. I says, why is he telling you that? Because grateful because I do have something to do with it, but not from an ego standpoint, but like I've worked hard. I've done this, I've done that. So I'm just incredibly grateful. You're lucky too. I think I'm lucky. Grateful. And by the way, what have I told you? I'm not kidding. That dude has taught me so much.

Speaker 2:          01:23:54       That might be the only thing I disagree with him on. Yeah, he doesn't know shit. No. Lucky is good. Now, Roger. Dot. Roger Dog Daltrey uh, always said be lucky. And it's the cause that means no matter how great you are, no matter how much you have to do with this or that, if you look at it, that you're lucky being hung. By the way, being humble is a big bullet. People, the combination of being competent and being humble, you can't beat the being aware that you know, you could be born in Ethiopia. You could have been, well Lorne, that funny in the middle of nowhere. Yeah, I, you know, could have been fun. I'm not big on ego. Ego. Ego screws me. And by the way, I was ignorant enough at one time to think I can eliminate my ego. You can't. You just got to recognize it when it pops up, recognize it and keep it under control and we'll just say, hey man, don't need Ya.

Speaker 2:          01:24:41       Thank you. You know, some not going to ask to do something. And as I'm thinking about it am my saying yes to this out of an ego move. You know, I've definitely done that before. Yeah. Yeah. I think that's, well one of the main reasons why exercise so much just to try to keep my body in balance in, in not in terms of like the way it looks, but so it doesn't get in the way. And I think that a lot of your body's in balance then that helps your mind. Oh yeah. And that helps your soul. Oh, for sure not. It's not a vanity thing man. That's, it is too. I definitely like looking good while, but it's also, but that, I think that's more of a uh, uh, respecting yourself. That's a, that's a self respecting to me. There's definitely that, but I think, um, how new actually, which is weird.

Speaker 2:          01:25:26       Why is it weird? Because that's not something that people, most people generally love. They hate going to the gym, but they go, you feel at your best when you're exercising. That is amazing. That is awesome. I wish I could have that for a week. Just let me broward for a week. Just, uh, I'd always rather nap then do anything. I don't mind stand up. I liked over napping, sex over napping. Uh, sometimes eating not as much anymore. It hasn't because it's not a big thing for me to more so I'd say sex and, and, and, and, and stand up and spending time with my boys that that takes precedence over at my boys are 18 to 22. I'm madly in love with them. And so, um, that takes precedence. I'd rather be with them than nab. Yeah. By the way, when they were little, when they were little taking a nap with them, I was in heaven.

Speaker 2:          01:26:20       Yeah. Cause I knew they were good. Yeah. And they'd be laying, laying against me. Goodnight nurse. Yeah. That's uh, the pleasure of having children. I don't know, like having these people that you love more than you could ever have imagined. Loving someone more than, by the way, that's the thing. Like when someone's having a kid, they're about to have a kid, whether it's a woman or man, I don't say to them, oh you know, because you can't explain it. It's truly a thing that you can't explain and you only sound like an idiot when you try going, well, here's what it is. No, you can't tell me and to be unique to me and it's so big, much bigger than I ever could have imagined. It's a different thing than you can ever imagine. Like you become a different person too. There's like a litter, the, there's a, an actual switch that seems to go off and the change of course, let me just say something cause you know people at, I know people were for whatever reason, that's, which doesn't go off and they still stay the most important person in their own lives.

Speaker 2:          01:27:21       That's where it's weird and it throws me and that's somebody I do not want to be friends with. No, it's so people that are bad, parents that don't like their kids. It's a unfollow area. Unfortunate thing. It's a big bowl of wrong. It's such a, it's so sad. Painful. I think there's certain, I mean I, there has to be levels of sociopath's, right? There's levels of it. I think there is, I mean that's just me. I don't know anything about that topic, but must be UCC pull people with sociopathic behavior and you just go, oh, okay, well it's also the business that we're in to the business solves them. Well for sure they want the ice to do a joke about it. That the problem with actors is that they have this big hole in their soul that they need to fill up with other people's attention.

Speaker 2:          01:28:07       And I would say not me, I'm different. That's how I am up here with a microphone. Right. Well by the way, comedians are completely different than then for the most part. Then actors. But you also know that to be a great actor, you can be dumb as a rock. Oh yeah. It's the only Ari's, it's the only art form. Excuse me. I had a little hiccup, something, something happened. It's the only art form and I know plenty of really intelligent actors, but I know some that are so talented. And if I could never have a conversation with them, I'd be thrilled. Oh, it'd be amazing because they're just so dumb. But when the time comes and they said they can become that person, they can, they can fall into that role and there's something, something wrong with them, what they could do it like Wayne Fetterman has a bit about it, you know about, unless you for just mentioning Wayne, Wayne Fetterman. I love him so much. A pilot with him way, way back in the day room. He's just, he's so funny. He's a rock man and known him since I'm 20 years old. I met when I first started doing comedy. Oh Wow. We're from, I'm from Chicago, but I started comedy. I had moved to Florida with my family, south Florida, and we're from the same little town in Florida called Plantation Florida outside of Fort Lauderdale. We did a pilot together 20 years ago, 1998 I think it was. I think that was his last one.

Speaker 2:          01:29:25       Might be right, but I love him so much. He had a bit that he was doing on stage once about actors and I grabbed him off stage. Dude, you put it, you said it like the way you said it, you said it the right cause it's like also he's free, right. Because you know he's, he doesn't have notoriety. He's not worried about running into these people that he talks shit about onstage so you can be free. And he was like, he was like, it's not normal to be able to cry on cue. It's like, yes, you can cry on cue. Yay. Cause you're fucking broken. Is something wrong with you? By the way, that's another change in the world of standup. The number of people who sew and this started from the comedy boom when people were getting set comes, actors saw this and they went, oh, if I do stand up, I'll be discovered.

Speaker 2:          01:30:14       Yes. And um, so that's brought a lot of people that aren't truly comedians to a comedy, which I can spot them. There was a dude, he gets bought bottom. Oh my God. Yes. There was a dude in the laugh factory who was actually funny and he was actually good. And he said, if I don't, uh, have a sitcom, I'm quitting. And by next year, and he didn't and he quit. Wow. I don't remember his name. Who could otherwise I'd tell you off there, I'll talk to you about it. Fortunately, no. So, but the point being is, is that if you're really a comedian, it is so part of your DNA. It is so part of who you know. But it was like, it's not who I am. No comedians. It's part of who we are on a deep, deep level. The Passion and caring the comedians truly have for comedy.

Speaker 2:          01:31:07       And that's why I look at other comedians as my brothers and sisters. So if you're dealing with ego, if you're dealing with a, you're an actor, you're trying to get famous. If you're dealing with the competition that I got no part of you, when you look at me and you go, Jeff Garlin has no choice but to be a comedian, then you're thinking on the same wavelength as me because I have no choice. I have to be a comedian. Yeah. Some people get very, very resentful of those actors. Like, why don't I get resentful of him and I, there's plenty of room and I remember some famous actors trying stand up, you know, in anyone would try it. And the eighties like, I remember, um, well she's uh, what's her name? She was Sean Young. Is that a no? Yeah, yeah, yeah. She was coming into the Improv and I remember she was doing standup was, but hers was full of Shit.

Speaker 2:          01:31:55       So I was like, I was the only one there who didn't help her. Everyone bent over backwards. But she wasn't sincere and she did it for five minutes, but they like being around a famous woman who is beautiful, you know, but the point being is that people forgot about it. Anyone can do whatever they want, but do me a favor, if you're going down that path, don't screw me with your negative shit. She's an interesting case. Um, I read a whole article about her and fame and her struggles with it and you know, you got people forget she was in the original blade runner. She was a phenomenal actress and so beautiful, stunning, stunning, but so good too. I mean, just so a probably was a very intelligent woman and there were flaws in her life and flaws and being an actress. And by the way, being in the public eye is not, especially now with social media, is the opposite of a walk in the park.

Speaker 2:          01:32:49       And you, I am not entitled to any privacy. I am not entitled to any alone moments when I'm walking in a park. I'm not. And that saves me to look at it that way. Yeah. That I'm not entitled to it. Because if I want to be alone, I'm going to stay in my living room. I'm going to sit in my back yard and look up at the trees and the breeze, man, oh, I can't see the breeze, but I can feel the breeze. But the point being is they're there. The world of any privacy for you in the public eye gone. Yeah. And you know when I'm at like a restaurant or the airport and the TMZ, people coming with their microphone, I don't say a word. Why help them sell that crap and then they turn off the mic and they know this at this point now and I'm very friendly.

Speaker 2:          01:33:33       How are you guys doing? What's going on? And I know some of them, but I don't have the right to walk through the airport without them in my face. That's part of the thing. The demand of a get out of those is you say something stupid and people get mad at you like, and any board, they only thing you get out of that is saying something stupid and people get mad at you. There's no winning, there's no time. What you're going to say something to Tmz and people are going to watch it and go, that was so damaged cycle possible. It's certainly possible. You can blow that out of time on long shot. That is such a long shot. Specifically tmz. Yeah, but bordain got a shitload of death threats when uh, he was at the airport and they said if you were going to cook dinner for a trump and Kim Jong own, what would you serve?

Speaker 2:          01:34:21       And he said, hemlock, you know, just a joke. He's a funny guy. He said something funny and uh, no, but see that's the thing. There's no winning. Yeah, there's no winning because by the way, he could say that at a dinner party. Right. You know what I mean? Yeah. And if someone's offended than their tool, right. You know, he could say that by the way, you could say that in a room full of 11 republicans. Yes. And they will laugh. Yeah, but you're opening yourself when you'd say that's right. So I don't say anything. You know, you can ask me comments about things that go on in the world and I know I'll have an answer that will not get me in trouble. That's the case

Speaker 3:          01:34:58       today with comedy, right? It's like you're opening yourself up to the world. You're not just opening yourself up on people. Over. When I went onstage was ever in fear of going down a path where I would say something that was wildly inappropriate, not, well, not inappropriate for the standpoint of taking a risk, but just because my sense of humor doesn't go the way to use certain words. Like I don't use that word. Not because I'm scared of anything. Um, but uh, so people who do that and do that, it's like, like Michael Richards. Michael Richard. Yeah, the pool. By the way, example, by the way, you know when he walked off stage, and I think it might've been Tom Papa who was standing in the corner, he went up to him and went a weird crowd having no idea that his life was over as he knew it.

Speaker 3:          01:35:50       Because by the way, I remember being furious because certain people that came down to them on the news like the next day or two where people who I had heard say worst things in their standup and they were talking shit, they were talking stuff. It's like when someone's swimming in a river of Shit, you don't throw shit on them. I agree. Let them swim in there. Shit, have a good time. You chose to get in the shit, you know, but I'm not going to throw shit. And that's loaded with shit how I felt with Roseanne, you know, and this Roseanne Buddy went down, you need to say anything else except she really needs some sort of help. And support. Not like, oh, she's a Nazi or she's a horrible person. No, no, no. She needs help. Yeah, she, and that's the whole thing. Why do I need to do art when Harvey Weinstein or any of these fuckers come out?

Speaker 3:          01:36:39       I don't have a twitter account because I also know just like Tmz, how long until I say something that pisses somebody off. Right. But there are people, and I'm not saying their names, I don't want to get into a thing who will come out and go, gentlemen, that's not the way to behave. Or you know what I mean? Like, but I really do. I need to say rape is bad. Do I need to say hauling a successful, accomplished black woman? Something bad is bad. No, you don't need my comment. All these people on twitter to think their comments necessary. Oh, I need to add into this. I need to be part of this dialogue. No. Well, it's virtue signaling. You know, it's letting everybody know the suicide and I'm on the right side. It's a bunch of crap. But it was a want people to assume that I making the right choice. I want people to assume because they're not going to hear what my choice. So there's a guy who was a journalist who is angry and he was saying that the lack of a blow back from other comedians about Louis C K that they weren't screening and how horrible this is speaks volumes. And I was like, [inaudible] don't know what you're talking about. That's what speaks volumes about this dude. He doesn't know what he's talking about, by the way. Shit, anyone disrespect a woman to mend my knowledge. Never. Should anyone be sexually forward in

Speaker 2:          01:37:56       a room and a woman in an inappropriate way? No. Do I need to say that she ever yell out and say this is wrong. No, this is, I'm telling you this is then, no, it's wrong. I know. I know. Five days of it coming out of him admitting that he did it right though. The whole thing was crazy. Like you know, this guy was accusing all these other communities of being pieces of shit because they are not wrong. They're not. You don't need my opinion designation of something. If someone's swimming in a river of shit, I do not need to throw shit in that river. It's like, what are your requirements as a person when something happens, if there's a mass shooting, do I need to stand up and say that that was a bad thing, right? No, no. It's obvious. That was a bad thing.

Speaker 2:          01:38:40       I don't, why do I need to comment on everything that happened? I need to come in and if that's the case, is there an action I can do to help write it or was it just commenting? Which does nothing. Nothing. Nothing. Oh, really? You're letting us know. That's what I'm saying. These certain individuals, and I'm thinking of two in particular who I know and like both of them. Can you do three of them? Are there three of them? Actually one, I don't know as well. No, but I'll tell you afterwards. I'm always in these situations. Say the obvious like, yeah, who wouldn't believe that? And I get furious. Especially, one of them's a great old friend of mine and it's just a comment every time and it's like, yeah, I have a friend that does the same thing. Uh, who's a an accomplished stand up and it's always, how do I word this without giving this guy away?

Speaker 2:          01:39:28       It's always about anything that has anything to do with women. And like he's always standing up for women. But meanwhile I knew I was kind of lives in hell. I know he lives in hell. Like his marriage, his shit, he like literally hides like he's, he's in hell, he's in hell. His wife's a monster. It's amazing. It's amazing though, by the way. Isn't that amazing though? It is. It's just like, they almost like, he's like holding like when the divorce comes like down the line, which is definitely an come, like at least [inaudible] guy. I will have a reverent conversations with my friends, drinking coffee, hanging out. Sometimes I'll even talk too loud in the coffee shop. Hey, it's tongue and cheek, but fun. But, but I will, I'm not, by the way, here's another one. You know the worst possible things you could ever hear.

Speaker 2:          01:40:15       Comedians at the funeral, comedian dies. What comedians are saying to one another. It is stuff that would be unforgiven unforgiven but it's just the way we deal with grief in those situations. It's also the inappropriate thing at that time is very funny to someone like you or I. Very, very fun. I was sitting right next to Dave Foley and we went to the emmy's and Phil Hartman had just been murdered and he was nominated for an emmy and he lost to this guy from frasier. And uh, Dave looks over at me. He goes, what the fuck's the guy I have to do to win? That's a great, and we were like crying, sad. We're drinking

Speaker 4:          01:40:54       and we're just so bummed out. It is death. Right? And then Dave says that, and then he says, it was like a total straight face. What the fuck's going to have to do to win?

Speaker 3:          01:41:03       That's really funny because in the moment it was just that. But we say the most inappropriate things in tragic moments to make each other laugh, to make Jews left. But I'm not going to say them on my twitter. No, I'm not going to say them to other people. By the way, anytime I've ever tried something sort of inside with someone not on the inside. In terms of comedy, it has been a disaster. Disaster every time. How about you? I'm talking to even privately like like with at a party or something or what about with your kids, parents, your kids, friends, parents. The way the, the biggest fights with my wife, I look back over the years are when we either went to the principal, we went to have the meeting, we went to the open house. Something I said I never left there unscathed. The only one that you couldn't get that mad at me for was I convinced our tour of a school that the building was haunted.

Speaker 3:          01:42:03       That was the only time where she went. That was kind of funny. But you freaked everybody out, including the school officials. So yeah, inappropriate. You're inappropriate, Jeff Garlin you're my big bowl of inappropriate half but, but, but it's sort of how we get through life. We meaning comedians and and, and the thing is we're wired alike. We are, we share, I'm not going to say DNA, but we share something where a brother and sister had worked together. So I remember coming off stage, this is like a classic one coming off stage of caroline's doing a benefit and they're not coming after waiting to go onstage. Cohen's Onstage, Colin Quinn and he's fucking eating it and I'm thinking, this crowd sucks. Fuck them, but I'm going to go do my best. It's a benefit. Some guy comes up to me and he says, I can't wait to go up.

Speaker 3:          01:42:54       I go, thanks. He goes, this guy again, I go, just know you're talking about my brother. My brother is standing up there doing that. You're not complimenting me if you're fucking with my brother. That's what I told them. Because it's the truth, right? We are together. We experienced something. But that's what I'm saying. There's a uniqueness and a specialist and not everybody is part of that. Everybody is an actor trying not, I mean a lot of people were actors. A lot people are any cause their ego, their singing voice, maybe it wasn't good enough. Like I'm just saying, it's like, and by the way, the people that I have problems with almost never are true comedians yet to where it's the brother, you know? And like we're really, when we're together, you know, it's almost never, it's always ego people. And it's always people that are doing it for the wrong reasons. And by the way, it's not me sitting in judgment. It's me getting what they give me. And by the way, I don't have conflicts with them. I let them, you know, that's something I learned a long time ago. That's ego to put my shit on them. Right, right. But I drive home feeling sad so I avoid doing, I've learned to not have conflicts. Took, took a while.

Speaker 4:          01:44:06       I would disagree with something. I'd be like, fuck you, but that fuck you doesn't get anywhere. It's like the same thing as like when something happens and you complained about it on twitter,

Speaker 3:          01:44:14       but I am not chasing Jane. Let's talk about change. Did you read about that girl from Sweden, from Sweden, maybe. Who got on the airplane with the guy who was both sent to Afghanistan. I did read that this morning. I have never been more, I think I was being deported and would sit down. She knew when he gets back he's going to die. He's going to be murdered. This guy, that was her attitude. What is the stuff, cause I only read the headline of it, the whole story. So she's on the plane specifically bought a ticket knowing that he's being deported. So she did it on purpose. She's an activist. She's an activist, but I don't know what she's done in the past. All I know is she refused to sit down and at a certain point there was a soccer team on the flight, stood up with her. There were other people who said we back you. But there were also a lot of pieces of shit. Shut down. You're making us late. So one's going to die and look at her putting herself on the line. And then she was, as she and the guy who was being deported, we're finally escorted off the plane because she did her research and her research told her that the captain can have them both taken off the plane and take off. Anyway,

Speaker 4:          01:45:23       so the, the story was that he was being deported because of ice. Is that what it was? See, I did, I only read the one either in the gym. So, but he, they were deporting him and then he was going to get sent back to Afghanistan where he was going to be killed. Yes. We live in a weird time when we come to start our story, I was reading about some woman who was devastated because her, um, her daughter in law was being deported and choose a trump supporter and her daughter in law was being, she's been in the United States, uh, her whole life and, uh, being deported and you know, just couldn't, couldn't believe it, couldn't, you know, came over here as an infant, that kind of thing that when you're an illegal alien that no one gives a fuck. Have you been here for 30 years? You only been alive for 32 they don't get it. You get sent back and that's, that's a disgrace. It really is a disgrace.

Speaker 3:          01:46:14       No, it's a horrible, it's a horrible thing. And you like, well, why don't you fucking to this young girl, young girl, but believing so strongly that she bought a ticket, got on the plane and then wouldn't sit down. But what happens now though? What if the guy's still gets sent back? Kill, but she's still, she should do. She had something. She did something and maybe he won't. You don't know. But that's more than just her putting on her twitter account. This is not right being deported. This is someone actually doing something, doing something that doesn't injure somebody else and it can inconvenience as people, but nothing more than that. What if you had a layover though? He had a big gig. What have I had? A layover? Yeah, it was a huge drama. I'm on her side. I know that from the gift. Yes. Sold out crowd.

Speaker 3:          01:47:02       No, I don't care. I'm filming a Netflix special. No. Are you going to film a special? I am next. Next spring. So when you do that or I'm done with the Goldbergs and curb, I'm going to do a Netflix special. So a year from now, essentially somewhere in the range in the summer, less than a year from now. So when you do that, will you change your approach where you have an outline like you do on curb and like roughly, um, know what you're going to talk about? I W I have stories and things I've been telling on stage that have been coming out of me, so I will tell all those, but I will, I'm doing, uh, three different locations here in La and three different shows. So you're going to film it here. I'm filming in here, three shows. I'm not doing a big theater.

Speaker 3:          01:47:47       I mean I, I played big theaters, but that doesn't help me for a special, that's just the typical, come out to the big applause. Do My schtick. Goodnight everybody. Right, right. No, I'm going to actually, uh, Tom, uh, um, Papa's going to actually direct this was his idea. Um, it's going to follow me around during the day and then how my day comes into my show that night. Beautiful. Yeah. So, but I'll have some prepared, but between three shows I should get enough and you know, hopefully it'll be an interesting thing. That's what I aspire to do. Make something worthwhile and interesting as opposed to billing my ego. I don't care. Can we do this again? Sometime my friend, I am honored. It's, it's too long and coming and I am, I'm thrilled to have been here. People ask me, I'm like, you know, I don't really know Joe.

Speaker 3:          01:48:36       I go put the first chance I get, which was the other night when I saw where it was like, oh, hey, can I do the thing I really want to? And you're like, yeah, sure. You know, it was, it was so simple. But people have said to me all the time, go on the show. And I'm like, yeah, I will. You know, but being busy like yourself, it's not like that opportune or I have a list called Joe, you know? Right. Yeah. So we did it. We did, it works. And I will again, anytime you want to do it. Yes, it works. It was an honor. This was great. I had a ball. I enjoyed it. Yeah. Thank you, man. Jeff Garlin Lazy Gentlemen. Thanks, brother. Thank you.
