Speaker 1:          00:00:04       That's fresh.

Speaker 4:          01:26:04       So I see him, I'll call him my, I'm like, oh. And they're like, come on Brennan. We gotta go. I'm like, let me just say what's up to this guy and my go Nate brow. How about that fight man, your next biggest fight in UFC history, brother. And he starts laughing. He's like, Oh hell no. How fucking stupid do you look now? And I'm like, I'm my calf ground like Wyatt, he's a cal stupid. Do you look talk in all this shit? I'm like, Whoa, what are you doing right now? What the hell are you doing right now? And he keeps talking and there you go Nate. He doesn't like that stupid. He one rounds against the best box of all time. And the Nate's like he didn't win rounds. He gave him one round. I'm like, all right man, either way. So he gave him, he one rounds though.

Speaker 4:          01:26:43       What are you, what are you doing? And he just keeps talking shit. And he starts like talking about my career and I'm like, what is going on right now? I go, Nate, who's mad at you? I went, Neat. I have no issues with you. You're pointing your gun at the wrong guy. What are you doing right now? You should be selling this fight against Conor, not me. I'm not the guy. I said, I'm in skinny jeans and Gucci boots for God's sake. What are you doing right now? You know what I'm saying? Right. And then like showtime was like, come on, let's go boys. I'm like, Jesus Christ man, keep gone. I was just embarrassed by the situation because he kept talking. He kept doing this and I, this is what, this is the part I left out. This is what triggered him. He was talking, I literally couldn't hear cause people were like, chocolates go cause they didn't want to, you know, a fight.

Speaker 4:          01:27:25       So I shop, let's go. And I, he keeps talking and I'm like, Nate, use your words. I can't understand a word you're saying. Use your words. Oh and he probably has it lists or whatever and they'll probably set them off. But I have, I have no issues with Nathan. So that's when it got ugly. Yeah. Then he kept talking shit and I was like, what are you going to do? What are we doing here? And he kept doing this. I'm like, well what the fuck is happening? I was so embarrassed because the show time guys like, oh my God, who is that guy? I'm like that. That's the guy who's supposed to fight Conor next. They've fought before and like, why does he want, what was wrong with him? What's wrong with him? I'm like, it's just, I was so embarrassed man. I'm like, oh, now I have no issues with them.

Speaker 4:          01:28:03       Do you think the car wants I fight? I do. You think that's a good money fight? I do. I think it's the only fight. I think, you know, I think it's the, the true winner cause at those, those fights at 70 or toss up one and one is whatever. Neither one should be fine at 70 at 55 of trilogy fight makes sense for the belt. It'd be the biggest paper you of all time. I think it's the only five that makes sense. You can't do, could be Tony and Kevin Lee. They're just not big enough stars to get contracts because it could be as it may the way. True. And he's, he's not ready to fight. He's just, you know, he's never done that. So how can you sell? Could be right now, like so let's say just in a perfect world you want to do could be versus Connor and you go on this world tour trying to build Khabib up. You've got to rush. You go over. Connor wants to fight him in Russia. Crazy. How do we know he's going to make weight and doesn't pull out? So it's out of the equation right now. He needs to come back, fight someone else. So to me, be easy to get his body sorted out and he's a finger assumption. Rockhold was saying that his liver shut down and I read in an interview, apologize. I didn't hear him say or read in an interview.

Speaker 2:          01:29:02       He said that his liver shutdown, uh, when he was cutting weight for the Michael Johnson fight. And then the next fight after that, he didn't make weight. His body shut down for the Ferguson fight and they cancel the fight. I'll tell you what though, I might to be flying in the conversation for me and went till he gets his shit together. I'm not even entertaining the idea of him fighting and it looks thick. I like Kevin League. He's bad motherfucker package. He's a bad author. But the thing is, he speaks well. He looks the part talks a lot of shit, but he's great. He dresses well. He has all the makings of your next superstar. Yeah. And he realizes now, especially in the Conor Mcgregor era, you've got to talk a lot of shit. Yeah. Floyd set of paths. Like you just can't win fights. You've got to sell yourself.

Speaker 2:          01:29:40       Listen, Kevin Lee is only, I think 25. He's young. 25 or 24. Yeah, find out he's 24, 25. Um, super young right now. Remember how brash Connor was when he first got to the UFC? Very similar. He's like 26, I believe. Okay. So He's 24. September 4th. He's almost 25. He'll be 25 in a couple of days. He's super talented. Looks better every time you see him. So he's essentially like somewhere around Conner's age. When Connor, he's like a year younger than of first burst on the scene. And Connor was nobody back then. Nobody knew who he was. We'd do. I had seen him on the Internet, uh, and from fights in England and I knew it was really talented. I actually went back and forth with them. What's between us, you have to say. So there's a few people who knew about him, but it was nothing like what you see now.

Speaker 2:          01:30:31       Nothing. Right? Kevin Lee down the road is at 155 pounder who talks a lot of shit. He's a bad motherfucker. Straight. He looks great. Speaks well, built like a brick. Shithouse speaks well speaks well. African American dress as well. Check, check, check, check, check. All the boxes checked and he can fucking fight. So what's the biggest thing that fight with Conor McGregor down the road? Ooh, you're gonna need, you need more time by here. You right down the road. This is my thing for Connor like, but he could do it. He go 100%. I'll tell him to me. Kevin leads your next big thing. However, Tevin leavers, uh, Tony Ferguson's a Taj site, so god good. Oh great fight until he was another one. Tony Ferguson down the road. 20 Ferguson can talk some shit to Tony Ferguson is very smooth. Tony Ferguson is very confident and she also a Weirdo. He's wearing his that weird vibe.

Speaker 2:          01:31:20       You get that weird vibe is so intense but like, yeah, I was like no classes, wing Chung and shit. He does all these weird moves where he's like get flowing on the ground rolling around. He does a lot of weird shit but his endurance is off the charts. He cuts a shit load of weight and does it like a professional again to set can capitalize on that and he wins by knockout. He also Wednesday side mission, very get the guys. He's beat two tough death for Kevin. It's a very tough test. Both have very good to me as far as like potential like superstardom. Those are the guys. Kevin Lee is that, that's the guy right now I think. Yeah, maybe. But if Tony Ferguson becomes the interim champion, it starts talking all kinds of crazy shit. His

Speaker 4:          01:32:00       star will rise, man, don't get me wrong. Does it demonstrate in rising and then be coming like a straight up superstar like a transcendent like Conor McGregor. Ronda Rousey's like there's a certain, there's a certain thing Canelo because he's not really charismatic and he only speaks Spanish. So with the Mexicans it collects just Mexicans. He twice and also like a trip, Mexico has sort of a built in boxing base through the king of boxing. You're in, you're Mexican, you're already basically, here you go, you're selling. No, you're good. Barely. Barely talks. He's not, he's not entertaining at all. The entertaining fighter maybe or Mexicans. He's all right. Fuck you saying no, he's from the same hometown is my girl. She's like, no, he's not to interview them. It's whatever. But Gunner Gennady Golovkin who's equally impressive, if not more impressive than Canelo. He's undefeated. He Merck's everybody, everybody. He's a goddamn murderous body puncher and you know, he can sound like like 150 papers, 150 200 Max.

Speaker 4:          01:32:53       He doesn't have the star quality and 50,000 page views for one of the very best boxers on the planet are, if not the best undefeated. How about 175,000 for Andre Ward? Crazy. 125 for the rematch. Crazy man. That's even crazy. It's nuts. I don't even think it was 170 I think we looked at it. I think we run 60 sets a real bomb on 67 and like one 25 or split again to become like a straight up household superstar. It takes more than just being this bad ass fighter and Anja looks after that. Everything Andre Ward is like, he's articulate, he's admirable. He seems like he's got a great control of his ego. He's smart. He's a great hitter. Comes from a rough background. That's a great stories, but at the same trainer since he was 12 yeah, he's never lost Olympic gold medalist. I wonder why he lost, there's something that he lost that cove left.

Speaker 4:          01:33:38       Yeah, right. He loves something about him that people just don't, I don't know what it is. I thought he lost to Kavala fight, but I thought it was close, but the second fight he fuck Koval I've up. That's what's important because that was a big, a big turnaround. How about Deontay wilder? Yeah. He's our American born heavyweight champion. He had come in right now with two pizzas and we'd be like, what's up bro? They know what stopped him out. No one knows who he is. Crazy. It is crazy. And he's supposed to fight or tease. I think that's the, the room is dangerous. I don't like that fight for him to our teas is a bad motherfucker. And then on, uh, at the Joshua was supposed to fight that a Russian fellow. Um, and then I think the winner of those two fight, I forget his name.

Speaker 4:          01:34:19       It's a tough fight for, uh, Joshua, we should win it, but a fricking wilder has a tough fight on and since, yeah, it's super tough. Fight that Ortiz's he's very good. He's a southpaw south Paul King, they call him King Kong. Yeah, he's a beast and I don't like that platform, but neither one of those, like Joshua was a big star looks, the part speaks well knockout artists at that great fight with Klitschko. So he kind of has that. But those other guys, there's just nothing in Joshua will be that way. It will be giant for the UK, especially if he defends the show a few times. Huge giant, giant, bigger and bigger with every fight he'll, he's got superstar status. He's great. He's super articulate, very reserved

Speaker 3:          01:34:57       in the UFC with Jon Jones out. He's really your only next superstar and he's a notch down from Connor. Like there's Connor Brock Lesnar Rhonda. They're here. Commons even above them. And then there's your second tissue start and he got Jon Jones. Jon Jones, it goes, becomes the number one fuck up of all time for sure. Hands down if he wasn't already. This is the biggest one that's consistent at beating the shit out of people, not to gone. Very consistent and consistent at fucking up. Now we can only hope and pray that somehow or another there's some mistake. How many times are we going to go over this? Yeah, you around saying like, dude, you're breaking our heart man. He's so God damn good. You watch that fight with Daniel Carme and you're like, Jesus Christ. He's so good. He's so good. But do we take the PDS and the account now?

Speaker 3:          01:35:44       Like, how do we know what real John Joe are we getting? Because the one we saw with the Osp one and it looked like shit and then as DC the best of all time now cause he's beat everybody including heavyweights, but lots of Jon Jones. But wait, Jon Jones was taken PDDs it's just a hot mess. It has a hot mass. Meanwhile owes the mayor's like fucking bring it. Opposed Amir's market. Those donors like fucking bring it with. That guy's got bricks for hands too. But let me tell you something, man. When I shook his hand after the fight, I was like, oh, okay. You know how some dudes you just shake their hand. You're like, oh I get it. He's got giant hands, dude bricks. They feel like bricks. I think you do that did puts hands on people. He fucks people up. See, I think you do.

Speaker 3:          01:36:23       Let's say John's out, right? Long story for years. Suspension out. I broke my heart. See it. Go to Japan just to the Gills and fuck all the whores you want. Do whatever you want. Oh right. I'm out. I'm over it. I'm mad at them. So then you have [inaudible] de Mer verse Guston to fight DC a hundred percent it's great. Fine, right? Very Fun. Fight. Fight Gustafson is so veteran. He's so good. It's guests. It's Gustafson. Coming off of that Glover fight, I almost want to see OSTP [inaudible] fight more people because this to former crazy, he just grabbed a hold of Janie. Malik clipped him with that left hook inside the clench. But that's all there is though, Jo. Like, hey, bring it on. Bring up to a five. Like you look at it like, oh my God, it's the other one left dinosaurs. Especially now that rumbles out and rumble was a stable mate.

Speaker 3:          01:37:05       Anyway, the word was that he was the guy that was farmed with brumble all the time. Oh really? Yeah. Yeah. And he was one of the few guys that was willing to spar with Ramos a monster. He's a bad motherfucker. No time. He's got the worst nickname involved. No time, no time. No time. No time owes to mirror what's the best nickname of all time. The Best Kukui is pretty God. Damn good. That's pretty bad ass. That's pretty good. What's Kevin Leaves a Detroit superstar. Yeah. That's fucking sick. And you're from Detroit. That's good name. Pretty sick. Oh, what? What was the conch shell? Crunk chank. Uh, what's the porno star two when he wasn't he Detroit superstar. What's Kevin leaves and they share the same nickname because that can't, that. That's fucking rude. Motown phenom. Kevin Lowe. Tom, eh? That's fucking, oh, that's murder's not bad. That's the best hard to market though.

Speaker 3:          01:37:58       Dare. Yeah. Daren Cruickshank. Is Detroit too bizarre to you? That's my favorite. Kevin Lee is Motown. Phenol hotel phenom. Sas. Right, too. That's pretty good. That's murder of this day and age. Harder market. Axe murders. The best. The natural. That's pretty good, man. The testing back then was not enough to substantiate these claims. I agree. I agree. That's murder. Just tough to sell the companies these days. The prodigies. Pretty God. Damn good. Well, Bj was as you best. Brilliant. Pretty God damn good. Yeah. The phenom when Vito was mark and people feign up who's the best right now? Bell. Elka. Kukui think Elle. Kukui. Yeah, I think so. So goddamned supernatural. Boogeyman. God, no heavyweights really have nicknames. Let's try to think of the heavyweights. Not really just Cain Velasquez, Steve Bay, but Elke, didn't he call himself? What's that Russian name? Sexy. I'm at. That was there it goes that that, but that nickname, people like he didn't use it. Koreans. Other people did. Uncle creepy. The Mexican is pretty God. Damn. These are old. Yeah. Acts wearing number five. How dare you Kimbo slice. Get the fuck out of here. That's his nickname. It's not like his, the natural. What's number one? That was the sexy, sexy, sexy Mama. He says, I see. That'd be sick.

Speaker 3:          01:39:18       Yeah. I have a girl fights with that sexy karate hottie is not a bad, that's not bad, dad. There's just no, there's nothing great stuff out there and Cyborg is not bad, but her husband's name is cyborg too, so it's like you can't double Cyborg gotta do some Cyborg or the guy that you went with a sideboard and Silverado brew in Brazil. Sideboards and silvers or like Joe's and bills here. You know what I'm saying? There's a bunch of Cyborgs, right? There's other cyborgs. I'm trying to think of other ones. There's one other guy that I know that call themselves Cyborg. It was a Jujitsu Guy, I think. Does anyone ever call you Joey? Never. Nah. Really know, but also I'm friends with Diaz and everybody calls him Joey until he's been Joey, but his name is Jose.

Speaker 3:          01:40:03       Really? Yeah. Joey's Diaz. His name is Jose Diaz. Oh, well yeah, but we've always called him Joey. Yeah, that makes sense. Yeah. You would call, well Jose Joe. He could. Yeah, you can for sure, but I think growing up everybody called him Joe. Do you have a nickname as a kid? No. No nickname. No, just straight up Joe. Yeah. I never really had a nickname. Nothing too. When I used to play pool pool halls or the place where everybody gets a nickname, there's, there's so many crazy nicknames people. A lot of times the nickname was like where you come from? Like white plains Charlie or Mount Vernon. Tommy. There was a lot of that. My nickname was Joe, the comedian. Real creative guys. It's so lame. I was Joe the comedian, but you're the funny guy in the pool. While they knew I was a professional comedian that would come and play pool those like ray the fireman? No, no, no. I was like 20. When I first started playing pool. It's right after I tore my

Speaker 2:          01:40:54       ACL, so I think I was 23. So like, Hey, it's Bob the ups driver. Yes. Real original theory. The fireman, goddammit. Yeah, white plains. Charlie was a big one. This is like crazy little semi homeless guys to come and play pool all the time. He was addicted gambler. So many guys I realized about gambling addicts when I played pool. I just did not know how many of them there were because I'd never been around them. I'd never been see like until I started playing pool, I didn't go places like, uh, like a night club type environment or like a, a place where a bunch of like CD people would hang out with, you know, pool halls or CD, like a lot of gambling and shit talking and people betting on things. I didn't grow up around that. My high school years was all taekwondo and then after that, yeah, it was all martial arts camp competition and then all of a sudden I'm around these complete degenerates, like I'd never been around them and I'm 23 which is good life lesson though.

Speaker 2:          01:41:54       It was interesting. I was a lot, there was a lot of people that are addicted to drugs. There was a lot of methadone people that would come during the day and they would just be like half out of it and they would play pool and they were terrible. No one just hustling for their money. The White House, when they would just play pool with each other, they would, but they would call him the Methadone eons and they would come in and play pool and you just bang balls were like, they couldn't concentrate Baldwin for real. They could not concentrate, you know shit. But it's funny because it's like what it was like was it were like a bunch of people that were under a spell. It would come in, they'd be just fine and they would play pool, but they were dull. They were like gray. People just pass. They're never, there was no vibrant color.

Speaker 2:          01:42:29       Correct. It goes on, but the crazy thing is though, there was a guy who was the best player I ever saw, one of the best players I ever saw, and he was a heroin addict and he would do heroin and he would do, he would go into the bathroom, he would shoot up and he would come out and he would sit down on up one of those bar stools. One was pool stools, you know that kind of elevated with a thing for your drink. He would sit there on this like this for a fucking half an hour and everybody knew what was going on here, that he had to do this. He just sit there like this, just highest shit so fucked up. And I never been around anybody who was on heroin either. I've only seen everybody intervention. They had explained it to me. My friend Johnny, who did a bunch of drugs would explain to me and he's like, just going back to do his shit.

Speaker 2:          01:43:13       I go, [inaudible] Shit does he do? He's going, he's going to fucking shoot up, couldn't go shoot up and he's going to come out and he's going to sit down for awhile and then you have shoots for while I was going to play cause they've just, that ass dude he would get up and he had no feet. He'd be like the guy who was playing this Guy George, the Greek George. Yeah George the Greek was a one of the local big time guys and he was a a wealthy guy. He was always gambling. He gamble high, you know he would say like crazy shit like it got the height of a mustard seed. You Cock sucker and raspy guy always smoking cigarettes. You could smoke cigarettes indoor back then everybody smart tire place filled with smoke and he was gambling against this guy and he had like some crazy because this guy was like literally a world class pool player and his fucking guy didn't miss a ball and he's like he shoots the fucking nerves off.

Speaker 2:          01:43:59       He goes into that bathroom and he shoots that shit and he shoots his fucking nerves. Off, he comes out of your cam is a ball. The realize man, he would just, he was so dead behind the eyes. Like you'd look at his eyes and they were black, like a durables, like a strike to short young sharks. He was just gone to or both eyes are black is for lack as foe. Dude. That's what he was lying. I'm telling you, it was the weirdest thing around him. Like he would look right through you. He didn't see you. He was just blinked. Grieved on heroin. He couldn't miss. Couldn't miss maybe want to do heroin. He's probably dead now though. Oh, he's dead. I know he's dead. Oh, 100%. I ran into him at a pool tournament when I first moved to La in 1994 and this guy tried to get me to drive him to Compton so he could cop.

Speaker 2:          01:44:39       He asked me to put him, he asked me to put him in the pool tournament. There's a pool tournament. Um, ad um, uh, God dammit. What's it called? Hard Times. Hard Times. Bill Years in Bellflower. It's one of the biggest pool halls in the world. Hard Times. It's like a world famous pool hall and it's in Bellflower, California. And a lot of big time gamblers and top level players used to play there all the time. And even came out of there like Keith McCready. It was like the guy from the color of money, he was the nemesis of Tom Cruise. Legitimately one of the best pool players in the world at the time. Came out of there. So this is a huge pool hall, like one of the biggest like pro level pool halls in the world. And I get there and I see this guy, they call them buffalo bill or water dog.

Speaker 2:          01:45:21       Those are his two nicknames. Squatter Doug, depending upon which part of the country and what time of the year. What are dogs? Cool. So I ran into him and a I, Mike, are you playing? What are you doing out here? And he was like, yeah, I just need to get somebody to put me in the tournament. I'll, so I'll put you in the tournament. Like it was like, I don't know, 20 bucks or something like that. He didn't even have 20 bucks. Need you to front of $20 post to get them in a tournament or whatever. I don't remember how much it costs. Might've been 50 bucks, whatever it was. I was like, I'll put you in hit or legit chance to win. Like he was a world class player. He's like, okay, better got to go to, got to go to Compton so I can cop.

Speaker 2:          01:45:51       And I was like, what? And he was like, you've got to drive me to calm down. I'm like, I'm not driving you to Compton so you could buy heroin because if they arrest you, they take your car. Like if I was here with the transaction, right. Oh they confiscate your car. Oh, I was like, you got to, I had a 1994 Toyota super bitch bitch. You crazy. Super Turbo. The cow with a big crazy stupid purple silver. I love the purple one. I was wanting to space it pro. My cars are almost all sower. I hear you. Damn, that's sick drive. That thing that Compton and he looked the ways we do to that, the first nice car ever had ever, you know, I was like uh, at the time, probably 27 ball in for the first time I live hell. And I'm like what should a Postmates that shit. I was like, I have a condo. I rent a condo right now. Motherfuckers not given all this up. I was like so excited. He's all sad. Oh yeah, super sad. Super Sad. Super is that, and he went out there and he lost two matches in a row, like barely paid attention. I put him in the tournament anyway, asked me to put them in any way

Speaker 3:          01:46:50       like, but $90 drugs man without heroin he could not play well. He was so itchy I think. I think those guys they'd get off of that stuff. A cold Turkey. Like if you have a your Jones and Ford, will you put them in a tournament with withdrawals? Fucked up. I don't know if it was even withdrawals, he'd probably gotten a lot earlier that day. He was just Jones. I don't think it was a full withdrawal one cause he seemed pretty, you know, I think when they get withdrawn, Olin does that a word. Withdrawal. Withdrawal. They start sweating and shit and the shape. It's like they have the seeker, like they have the flu. I tried going off coffee for a day and I got withdrawals. I get headaches. I was like sweating, clammy skin. I'm 100% addicted to caffeine. Me 200% I'm not mad at it though.

Speaker 3:          01:47:31       I love caffeine. I like life with caffeine. I like coffee. I like the ritual. I get up in the morning, I drink some coffee, I'll do a little reading. I do a little writing sometimes to take a giant shit. Then I worked in standard routine. Used to work out right away, but I found out that it's better if I let my brain warm up a little bit. Just get him a little foggy. Yeah, we got them on file. You have my coffee, take my kid for a walk and then I hit the gym. Sometimes I like to look at the news too, just to make sure the world's not fucking falling apart before I start my day. Yeah, I might. Yeah. It's just like to be in the know, you know I go to Google, I have this like Google news things set up on my phone so I'll hit that without looking at social media and said I don't get looking at my own stuff.

Speaker 3:          01:48:11       I just go and read stuff about like what's happened in the world. Everything. Okay, we're going to war with Korea. We're good Santa Right. Like to check off your shit happening. Some fire I need to know about to light fire season right now buddy. Dude, it's, it's rare. 180 degrees outside right now. It is fucking toast. I'm sweating in here. It's the same. I feel bad for my car dude. It's insane. It's so bad for my car. It's so hot. How hot it is outside. When I came to the door to unlock, to get in the air conditioning from our studio was billowing out and I could feel it on my hand. Why the fuck outside? It's crazy cause it's really the world's ending bro World. Satan's coming Houston is, we're living in Arizona now. It's so fucking hot. Is this like, is it going to keep getting worse?

Speaker 3:          01:48:53       Like at what point does it become uninhabitable de la yesterday, my, uh, like girls, dad was at the house and he just goes, Brennan, it's only gonna get worse. I'm like, God, I just, the heat, just the world. Everything. Is that true? That I disagree. It's better than ever. I disagree. There were like, I know things look rough right now, but if you, if you look for bad things, you're going to find bad things. Here's what I think is going to be to say, Jamie, whenever you see like a high temperature like today and we don't beat the record high, whatever that was, right? I always think about what the fuck was going on in 1927 when it was 172 bushes like fucking pussy and dude's just like shit. And more. If we get to wear three piece suits and hats, like an ass holes, imagine what George washing my days. They had those fucking wigs. Oh yeah. Powdered wigs. Yes. That would go into the courtroom

Speaker 2:          01:49:48       with a powdered wig on with no air conditioning. No AC. That stupid wig and the full get up. What is a powdered wig like? What does that mean? Do they put powder on the wig? What is a powder powder and white? Yeah. Why did they have powdered wigs like Google that? That's a crazy, like a crazy tradition. Who was, I gather. It looks tight, Bro. It's what are you wearing bro? In England? No. Do they wear them? They wear, I'm super obvious where like you can see their hair underneath. They put a little effort. The powder made, made, made them white or whatever color. Okay. In 18th century, men's wigs were powdered to give them their distinctive white or off white color. Women in the 18th century did not wear wigs but war. How'd he say that word? Co Fewer Co fure supplemented by artificial hair or hair from, oh, they had a week after 1790 English women seldom powdered their hair.

Speaker 2:          01:50:40       Why did people wear powdered wig? Click on that mental floss. You know, why the fuck would they do it and why did they, what does that Peru keys, powdered wigs called Peru keys were all the rage. Look at that fucking wig. They would wear the goofy, his wigs. They would like, uh, like 1970s rockers. How weird. Centuries powdered wigs called Peru keys were all the rage. The chic is that say how you say that chick is chic, right? Hairpiece cause I always hear chic, I don't really read it that often. She care piece would never ever become popular. However, if it hadn't been for a venereal disease, a pair of self conscious kings and poor hair hygiene. Wow. The [inaudible] story begins like many others with syphilis standard 1580, the STD had become the worst epidemic to strike Europe since the black death. Oh my God.

Speaker 2:          01:51:29       These people were all fucking each other to death according to William. William, how do you say that name? Close clouds. Uh, an infinite multitude of syphilis. Patients Clog London's hospitals and more filtered in each day without antibiotics. Victims faced the full brunt of the disease, open sores, nasty rashes, blindness, dementia, and patchy hair loss. Baldness swept the land. Whoa. He was still rocking these things at the time. Hair loss was a one way ticket to public embarrassment. Long hair was a trendy status symbol and a ball dome could stain any reputation because they knew you had syphilis. All my God. When Samuel Pepys brother acquired syphilis, the diarist, what does that word diarist he writes the areas for a living that said he does. Or is it generally in the dairy business? The first one. Well, we'll Google it after we read this. Okay. The diarist rope. If my brother lives, he will not be able to show his head, which will be a very great shame to me.

Speaker 2:          01:52:31       Wow. So this year was that big of a deal because we were bald. You were made fun of what they do back then. Well, yeah, that's true in the Bible. You know, God sent, sent some bears to kill some kids because they made fun of this dude for being bald. Those part of the dark shit. Hmm. So, uh, Louis the 14th hired 48 wig makers to save his image five years later. So this was Louis. The 14th was only 17 when his mop staff. Odd. Terrible genetic. Yeah. Not Good. Um, Louis Louise, cousin Charles. The second did the same thing when his hair started going to gray. Both men likely had syphilis. Courtiers courtiers hmm. I don't know what that word is. And other aristocrats immediately copied the two kings. Ah, interesting. They split it. Wigs in the style trickled down to the upper middleclass. Europe's newest fad was born.

Speaker 2:          01:53:28       The cost of wigs increased and perks became a scheme for flaunting wealth and everyday wig cost about 25 shillings a week pay. Wow. For Common Londoner. So a couple grant for this fucking wig. The bill for large elaborate Perutz ballooned to as high as 800 shillings. Whoa. The word big wig was coined to describe snobs who could afford big puffy Peru. Still use that. Wow. Poofy wig. That's crazy. When that was from the 17 hundreds when Lewis and Charles died, wig stayed around like some story. This is crazy. Proofs remained popular because they were so practical. They're so practical. That's why I say about wigs are so practical. He said, this is just the thing to do at the time. Head lice. Oh Wow. Headlights were everywhere and nitpicking was painful and time consuming wigs. However, curb the problem, lice stopped infesting people's hair, which had to be shaved for the proof to fit, so everybody's shaved their head and wore a wig.

Speaker 2:          01:54:36       I said, no home. They camped out on the wigs instead. Delousing a wig was much easier than delousing ahead of hair. You send the dirty here piece to a wig maker who had boiled the wig and remove the knit. That's where nitpicking came from. The term nitpicking came from picking the lies out of wigs, dropping some. Damn. This is just like when Callon does that segment of your show dropping knowledge. The first of all, you've got to rename that. You didn't make it. You got to rename that immediately. You cannot say dropping knowledge. We just can't. No. We should call it to call him up. We should call him up right now. Hey Brian. Hey Brian. We've been talking. We've been just no more drop. When it's wonderful that you're sharing these little tidbits of information, but to announce that they're going to be there in a segment and say we're going to drop knowledge now you know why your mats pops up out of the ground, like a fucking check in the box or you just regurgitate what hunter said. He's like, what's up? And I had to get drop knowledge. Do I have to do it? So listeners when if they don't like that to fast forward otherwise to just spring it on you. So it's Kinda like, you know, it's almost like an ad read. So if you dig it, cool. Here it comes. This is his or your,

Speaker 4:          01:55:44       cause I was getting to have the drop good drop knowledge on it was mine because he told them to start it off as a segment. No, no. I told them some of them are really funny writer or interesting or fun. Yeah, sometimes. Is it, is it a problem that you used to do it in every episode? Is that what it is? Yeah. So we'd be like in the middle of talking about wigs in by, you know, in France in 1940 and then it would go off on this thing and kind of derail the show. So I said that's interesting though. Like if he told you that, if he told you that, you'd be like, wow, that'd be great. No sprinkles in some stuff where people like that's not true, man. So true stuff. Oh, where's it, what's the not true stuff? You know, it just depends on that.

Speaker 4:          01:56:20       So interesting. Yeah, it just depends. So I figured, might as well just label it so fans know what's happening right now. I'm not a fan of segments in anything. Whenever he goes. Okay, now we're going to go to the, let's pretend you're a Mexican game fan. Well, not a fan of like a thing that people like do in the middle of a show. Well, I mean, well it's for ours. You know, we'll have our banter back and forth like we have, not for three hours because we don't do it every day, but we'll do it. You know, if he had the same person every single day, it's tough. Killed the three hours material. You and I could do a podcast every day for three hours, different animal Joe. That's a Dev. You're talking about you and just talk some shit, some professional podcasts or say I'm good at talking shit.

Speaker 4:          01:57:02       It's what we do. But are you saying cal is not, how dare you? That's what he's saying. What he's saying. I'm not saying that we're into the same things. You and I are under the same thing. It's couns into you know, but I'm in the same things. A lot of the same things that into I'm going down a weird road. You know what? Listen Bro, listen, tell the fascinating man. But what would the current events it gives us, Fred, you know I started current events calendar and keep up with current events like he wouldn't know. Um, whatever today's current event was like with pop culture. Like he has no idea with what's going on in the world because he's so into history. That's where Jamie comes. Exactly. Especially if it's like black Twitter. Yes, he is just on the ball. So I'm kinda like, yeah, so exact.

Speaker 4:          01:57:46       So the idea is like Jamie introduced you in a certain stuff like with sports, like counter CNN sends out, you know, whatever the fuck he does. So I'll be like, man, you didn't know. You know, people flashes Dick. He's like, I have no idea. Well he's into books and stuff, which is admirable, but that's why the show works is he's into his thing. I'm into my thing and cross pollinate, cross pollinate because Paul is he, how much is Brian into like MMA these days? Uh, I don't know, like the, and that's the, that's the one of the reasons why I started my own show because I'd be like, Hey, did you watch that fight we are covering? He'd be like, no, I didn't see it. Or you just see the highlights. And I'm like, dude, I'm getting balls deep into this. We kind of have to, if you're a fighter and the kid and you grow like this giant MMA population of like listeners. Yeah. But you know, for a reason, maybe he's busy or somebody who just see the fights. It's tough when, and that's how my show started. I'd be breaking down a fight, can pretty intricate into it and he'd go, so you know, just some beginners where I

Speaker 3:          01:58:42       couldn't really get into it. You don't get, they left. These motherfuckers know this Saturday is January 2nd, this Saturday, January there is a January. I did this because I'm thinking of who's fine. I'm sorry. I'm throwing triple tasking, podcasting thinking and going through a taxi. Um, no. Um, the Saturday, the second is UFC fight night. It's definitely true. Versus who is it to pull it up to have a mother fucking fight companion. That's the point, ladies and gentlemen. But um, we are not going to do a companion for Edmonton because I uh, that's why do they still have Jermaine Germane to me on there? She slide. The fight did shout she got injured. She about, yes. It's pulled out unspecified reasons by the, it's speculated that it's an injury. Speculate. It has to scale. Scale. Well Hashtag maybe cyborgs going to be attending. Yeah. Okay. Yes. From placement, late replacement for injured, Germane to randomly, uh, Talita. The Olivera has apparently agreed to step in on short notice. Who is she? Have you seen her fight before? I'll, let me see the rest of the cards. Yeah, let's go back to the card. All right, here we go. What's the full card here? Volkov uh, yeah. Yeah, he was very good too, man. He beat his last fight. He beat Roy Nelson to kind of a light card.

Speaker 3:          02:00:04       I'm just being honest. Feel like light would be an understatement. Yeah, I agree. Like Ooh, but wait a minute. Bev [inaudible] him off his fighting and then you also got, uh, uh, Calabar yeah. Um, click on that tie ties him off fight. He has, he's been out of the UFC for a while. He's in the UFC fight pass prelims. They go right there. Bam. Yeah. Philippe's Silva. I'm mayor back ties him off. Is a very good fighter. She's very good. That's, that's going to be an interesting fight. I don't know too much about Philippe Silva, but uh, this is Rotterdam, right? This is where this is taking place. That made a to be fun. It's Callen town I think so we got to get Eddie Bravo drunk and bring up the conspiracies.

