Speaker 1:          00:00:03       We're good.

Speaker 4:          01:24:35       A lot of times I just don't give a fuck about award show. So there it is. That's the truth. Yeah. That's the real truth. It's not even the award host. It's why the fuck are we doing this thing? And I would see Chris rock prepare for these award shows. I'm like, you're Chris rock. You couldn't pay me to come anywhere near one of those stupid fucking shows. If I was Chris rock, Chris rock walked out at the NAACP awards and did a Jessie Smollett, nobody else's going to give you a I. You laughing, look at you enjoying that shit's different. No other comic is going to give you that. That's true. What is the worst possible thing that could be said in this room full of black people that hold him and that she'll say crit and he fucking say there right to it. He went right to it.

Speaker 4:          01:25:20       I just don't think Kevin would have done it. No. Kevin would've done that. Kevin would've done that at the Oscars, but Eddie Murphy had done it. You see Eddie Murphy when he did that, when he got that everybody went after bill Cosby. It was just a quick little loose solid jet. But it was great. Yeah, it was great. What he's talking about. And then making them give him back his awards like Ooh, yeah. Um, wait. Does who come back from that? Oh, does Jesse Small that you can't, right? Yeah. You can come back from everywhere. Black people are the most forgiving genre of people. R Kelly still sells tickets now, right? No, no, no, no. He did come back hard though. That is amazing, Kelly. So tickets time, everybody saw the piss tape. He had supporters. That is a Raymond in Brooklyn. Yes.

Speaker 3:          01:26:05       Yeah. Black aunties. Deaf. Not be, but then, so if you're telling me justice, Molly can come back and telling a lie on the streets of Chicago and taking a look. Wicked Huizar Kelly, that's not as good as R Kelly. But Kiki, he can get cast in some Jesus movie and diction and it'll parallel and he'll be fine. Meaning that anything happened? The problem is that the people that could give him the redemption or some of the people who's trustee portrayed, right. That's the problem is that you started looking at the lead Daniels in the Tyler Perry's and you know, maybe the Ava DuVernay's and the people that are in that world of black cinema, they could get them back in to whatever this crossover mainstream world is. So it's about earning that trust again. But I think there's no, and I'm just saying from personal experience, you know, there's no group of people more forgiving than I think black entertainment. I don't think they're ever gonna forgive him for calling himself the gay Tupac. I don't think gay people would give them for that. And that's for gay people to decide. I'm a Tupac fans a different way. What the fuck?

Speaker 3:          01:27:04       Why the fuck did you just say, yeah, he's gone. But then you sit down on somebody's couch and you go, you, that was the old man, the new mean now. And then you come out with your wife, you do some selfies on Instagram kissing. Yeah, but he's not going to have a wife, boyfriend, husband. Okay, fine. Whatever it is, come out and be happy and normal in some level of attrition for what happened. He didn't have to like explain the whole thought process for putting on the hoax. Why he kept the news on his neck. Of course, talking to the cops while I was holding the subways. Yes, you got to get drug through the mud. Yeah. Come on out and get this dragging and then get back to work and nobody's going to care. Five, 10 years from now, nobody's going to care. Good actor.

Speaker 3:          01:27:46       I thought he was fine on empire. Empire. It wasn't my cup of tea after a couple of seasons, but I mean it was fun. Show was entertaining. Little acted I, I never looked at it and went, Oh my God, it's fucking, it's not like I'm looking at it like some self produce Netflix movie where I go, how the fuck did this get on online? He's still saying that he didn't do anything right. He's still saying that he actually got mugged. I haven't kept up with it. That's one of those stories where after he got clear at the first time, I quit clicking on links and then the city of Chicago started soon when the city of Chicago decided to Sue him for the cost of the investigators item done. Yeah. There's just certain shit I don't click on anymore and just as smelly stories, I just said, is he in a new movie out?

Speaker 3:          01:28:24       I don't want to read it. That's the only thing I need to know. Yeah, I get it. I think. I think, I honestly feel like there is a way, bang. Marv Albert was vice for people on the back where he's wearing a dress, so there's a way back in attainment. There's always a way back. This is a way back for what's his face from the fucking, what's his name? The Matt Lauer is there way back for that guy. Oh, I don't know about Dallas. That's why when I'm fucking around hone and justice Molay was lying on two Nigerians, the curb. That's Matt Lauer do. He just got labeled up. Fuckers up in the room. Can't be just hitting the child. That's the narrative. But apparently all those executives had that button. They all had that button to lock the door and use it to grab the ass. Did, did I try not to bring that up? Did I bet they did. I bet a lot of them are sweating it out right now. Um, they lock somebody in the room. Is there a way back from Matt Lauer? I don't know if it is a long road. The problem with Matt Lauer is I was talking about this last night or different, the small Lake, he knows he owned any of it.

Speaker 2:          01:29:32       Here's the problem. He doesn't do anything. He doesn't do anything that a regular person can't do. He just talks to people. He doesn't do anything. He doesn't sing. He doesn't tell jokes. He can't paint. So he's replacing, making motorcycles. Yeah. What do you do? That's so awesome. He doesn't do anything that everybody can't do. Everything he does, anyone can do. He's talking to people. That's all he does is like, hi, I'm Matt Lauer with good morning America. Whatever the fuck the show was today. So today's show, hello, how are you? He just talking and he's talking is bland and non spicy as possible. But in the, in the,

Speaker 3:          01:30:08       so you think he's, cause they replaced him. Was it a, was Carson Daly, was that kinda who they used for awhile and today? I don't know why I'm asking you. I know you don't wash this shit in the morning. I had Carson daily and my girl had this shit on. Daley had this one show that was on forever. Yeah. Last call. Like one o'clock in the morning that no one watched but it stayed on. Yeah. For years. They just started the morning show for a long time too. Yeah. Does like special interest pieces? Yeah. He's been in a mix. Oh, I didn't know. Yeah. Last call. You're making that up. No, no, they just turned it. Matter of fact, they just turned last call over to a new house. They gave it to a Lilly Singh. Mm. So there's, I don't know. I don't know. I don't know.

Speaker 3:          01:30:48       Cause here's the thing. For there to be a path back, there has to be, what is, what does redemption and ownership of whatever you've been accused of. Look like, right. Because if you're in, this goes back to the whole redemption conversation. Is it about your truth or is it about the truth of your accusers or is it about what society perceives you as right? Or the combination of those? Correct. Because if you don't believe, if you don't agree with what your accusers said to you, then you're already fucked because that's part of the redemption is respecting their truth. Even if it's not true to you and it's not what you believe happened and what went down when you hit the shot out like you did to the teacher. Correct? Similar. Correct. It's just, Hey, I'm sorry. Right now granted, I don't know if Matt Lauer would be saying that sincerely.

Speaker 3:          01:31:42       I was sitting like, look, what can I do to show attrition to move back? Because now even if you've had that with the, with your accusers, society at large still gets to decide cause the same way society decides who wears the crown, I get to decide who to take the crown from short. You you do about that. Right. So I mean that's in a fucked up way. That's the game. I hope I'll be saved up enough money. He saved him the money he made. He was making ungodly something. What? I fucking go spend your money. Just relax. Go spend your money. But that's, that's ego. But that's ego in feeling like I deserve to be [inaudible] took it and did it. Damn it. Diamond [inaudible] turn off fucking employment.

Speaker 4:          01:32:24       It's also, you get used to that gig of being that guy who was on TV. Hello. Good morning everyone. Welcome to the today show. Today we have Tom cruise. I'll never forget him and Tom cruise arguing over whether or not Brooke shields should take antidepressants. That's a real, that's a real clip. Oh, crazy. Yeah, they're, they're arguing over it and it's so strange. Him and Matt Lauer and Tom cruise and Tom cruise is telling Matt Lauer he's being glib. Who? Being glib. Matt, you're being glib. Cause ma ma, you know Tom cruise is like, he's a Scientologist and they don't, they don't believe in pharmaceutical drugs. They don't believe in antidepressants or psychiatry. There it is right there. There's the two of them arguing and Matt Lauer has got that. I'm thinking cause I'm holding a pen and pieces of paper war the world. That's early art. It was a big deal.

Speaker 4:          01:33:11       It's a big deal. It fucked a Tom Cruise's career for a long time as people like this guy's a fucking nut. Plus they talking about somebody else's business though. I, I'm talking about, he had talked about it publicly. He had talked about the mistake that she's making by taking, uh, antidepressants. Okay. Say, yeah, yes, that's it. Then I saw in the game, well the psychiatry, psychiatry is the enemy of Scientology. They have all these, um, they have a big science of psychiatry kills and it's like someone would like an electric fucking shock thing in their head going, ah, it's like in Hollywood. Like they're, they're on this crusade against SA against psychiatry. It's like a big part of what Scientology is. The thing that makes me laugh is that I don't see a lot of Southern Scientologists. I don't see a lot of Scientologists the big things in Clearwater. That's the number one headquarters. Clearwater, my sister lives down there. She lives real close to where the num, the headquarters is. It's fucking weird down there man. Everybody just, they're all walking like they got a secret.

Speaker 3:          01:34:14       Do you, do you think in this society, do you think Scientology will be the last religion created? Like when you really think about how recent Scientology is, it's like the 1940s or fifties somewhere. Not like, it's roughly the same age. Just like, I don't know. I can United airlines, Delta airlines, like it's not an old religion. We have videos of the guy who made it. Yeah. Yeah. Will that be the last religion that is like create it? No. Cause every other religion is like old school. You know, centuries and millennials old, but

Speaker 4:          01:34:47       no, there'll be new ones. The interesting thing is they're probably the last ones to get task tax exempt status because their tax exempt status is being questioned right now. Like there's people that very angry about it,

Speaker 2:          01:34:58       but they did it because they all started lawsuits against the IRS and they started thousands of lawsuits. The idea was that they were going to Sue the IRS into recognizing them as a legitimate religion and the way to do that was just overwhelm them with litigation and that's what they did, right? Yeah, they still do. That's what they did. They then they achieve tax exempt status a long time ago there. They're very, it's a very strange, have you ever read, I'm going clear, I saw the, this HBO thing, it's the doc is great. The book is even crazier because Lawrence Wright goes into depth with all these different people that were like, as they were realizing that it was horseshit. Like as they were getting like the, the ninth level of doom papers open up and it's handwritten nonsense by a retard like that. That guy who wrote it was a, he was self, he was like self-diagnosing all of his, his own personal ailments and dealing with them himself and then trying to like pass that off as like a way to live amongst all these people that were paying attention to him. But all of it started for him from himself diagnosing.

Speaker 3:          01:36:04       Is it? Is it natural for Scientologists and I'm only, I only know what I know from that doc and Leah remedying within lifetime shade. Is it natural to not be like the way a Christian is just openly Christian? Just, Hey, how you doing? The Lord loves you. I'm here to tell you about Jesus. I don't really feel like you get that from science. Like normally what I like and watching that doc, I didn't know the dude from Chicago PD used to be like the gritty.

Speaker 2:          01:36:29       Yeah, detective guy. Yeah.

Speaker 3:          01:36:32       Oh damn. I know you used to be a Scientologist, but you'd never find out that somebody was into that shit until after they're out of it

Speaker 2:          01:36:38       now. I think people keep it tucked. It's not like Mormons where they riding the bikes and you know what the fuck the deal is. Yeah. Now they keep it tucked in, but I think back in the day they used to talk about it as openly as Poe. They'd proselytize, they try to get you to join, but how like just calm. Just try and try to get people to come to these events, try to get people to come to these free workshops, all these different things on anxiety, different things on the mind. Dianetics that's what he did. Decided to write about Dianetics and it's like the science of cleaning your mind and avoiding all external influences that are negative and that are ruining your, your perspective. And

Speaker 3:          01:37:19       you said B commercials for that. And in the eighties and nineties

Speaker 2:          01:37:22       damn man, I bought it. I bought a Dionex book. I got on the list with the volcano exploding in the commercial. I remember I bought everything man. I bought Tony Robbins shit. I bought all kinds of, I bought book of five rings. I bought fucking art of war. I bought everything. I was just trying to figure out like what's the best, I was into psychology when I was young because I was fighting all the time and I was always scared. So it was trying to figure out this gotta be a way to like overcome these mental hurdles. Like does that was like for martial arts competition. The big thing was the fear and wasn't your physical ability wasn't as much of a hurdle as the fear, you know,

Speaker 4:          01:37:56       if the, the fear of competition was terrible. So I was like, it's good, but sometimes I feel confident and it'd be great and other times it'd be fucking terrified and like what got to figure out how to be consistent. So I started getting into all that kind of stuff and then when I came to LA, um, it's like in 94 I saw Dianetics commercials said fuck it, I'll order that. So I got this little wave, the questions you seek the answers to here it is. Can word said during an operation harm you later page one 82 is it possible to increase intelligence page one 22 I was like, Oh my God, ed. Yeah, look at that. Tauntaun ah, Dianetics bro. Be like a fucking volcano takeover. Yeah. I was like thinking that I was going to be able to figure out all my mental problems through this book.

Speaker 4:          01:38:42       And then I got on the list and like every week I got some new workshop to go to or this I just put it there. Just a male, female or male, just male. This is the 90s that's all they did was just mail you shit and, but Oh my God, I got, I wanted this. It wasn't until I moved and one of the reasons why when I moved, I didn't forward my mail. I contacted all the companies because of Dianetics. I'd get so much shit from them. Really? It was the fucking, that much shit. It was so much shit. It was like letter after letter, like the grocery store. Also, it started freaking me out that they knew where I was. Like it bothered me. It bothered me. Like it bothered me that I was on a list. I was on a list of someone who bought the book but didn't go to any classes and they knew where I was like maybe I could get them, maybe they would just knock on his door.

Speaker 4:          01:39:28       Hey, do you want to clean up your brain? Hey, come on, we've got the solution. Don't you want to be a volcano? That's scary bro. Yeah, that's scary. There's a lot of people get sucked into that man. I met quite a few people that were Scientologists. I was in the summer, the um, [inaudible] I call it the, you can do it, motivational stuff. And I remember in high school, um, I J ROTC commander w used to, he used to make us watch this guy think his name was Bob Malott. [inaudible] M O w a D Bob Malott if I'm not mistaken. He was a Vietnam vet and he like survive like a terrible white phosphorous grenade accident and suddenly like get fucked up real bad in Vietnam. But it was now doing motivational speaking and once a month we would watch videos of this dude. And like it just starts in a way, like if you get into one, you can kind of start getting in line with the next and the next.

Speaker 4:          01:40:17       And I think before you know it, that's when you're into Dianetics land before you've realized like you can find someone that's meaningful with a meaningful message. And then as you progress more and more, is that all right? I agree with less and less of each author that I'm starting to fuck with. And so it ended up Bob Malott and Dan like I think Dave Ramsey started foe financial shit. Yeah. Well when I was 21 and I was first starting to do comedy, that's when I was really devouring as much of it as possible cause I was trying to figure out like how to not be so lazy, how to be motivated, how to get shit done and how to, how to like find the correct path and think about things correctly.

Speaker 2:          01:40:55       And so I, that's when I really got into [inaudible]. Yeah, I would follow all those personal power. Like you had workshops that you would do like a little like notebooks and shit fill out and things to talk about and things to concentrate on. Like if you did do it, it would help you. But really what it's all about, it's just getting your shit together and moving. Just go do something like what you did by taking a job when you would show up at a gig and you'd be working there Tuesday through Sunday and then take a day job and work nine to five. That is more hustle and more hustle mindset than anything you're ever going to get out of an Anthony Robbins book. Like that is like just doing it. Just doing it makes you do more, like do more hardship, makes you do more hard shit.

Speaker 2:          01:41:37       Understand that you want it bad so you're willing to put in the work and do things you don't want to do. It's what makes you have that confidence that you know how to push through and the the, the mentality that I'm the type of do to get shit done. Like I'm gonna show, I'm not going to waste my day just sitting around a fucking hotel room. Now I'm gonna go to work, I'm going to work all day. I'm gonna drive five hours and keep that radio gig and then dry fires and spent 10 hours of the fucking 24 in a day in a goddamn car to do gigs forward. Focus just to do gigs. Keep that radio kid. Yeah. Those things are every, like I had a guy on yesterday, this guy Dan Crenshaw, he's a Congressman who's also a Navy seal. When we're talking about 'em mentality, I'm like, when you went through buds, is there, do they teach you how to think or do they show you by example?

Speaker 2:          01:42:22       They don't teach how to think. They just show you. They harden you through all that work and through all that work, do that insane hell week. All the shit that you have to do when you go on through buds training, the six months of breaking you down and building you back up, they teach you. You could do anything just by my making you do anything, so you will understand how you can pass your limits, what you thought your limits were, are no longer your limits. That's what I feel like is missing from a lot of people that are getting into motivational this motivational that they ain't doing shit. You got to go do something. That's the number one thing right? Is fucking action. Take action. Do you believe that people that aren't as successful as you think they should be are qualified to be motivational speakers?

Speaker 2:          01:43:07       No. No motorcycle. Yeah. Most people who are doing motivational speaking should stop. They should stop. You're just robbing people. You're not even motivated yourself. Like I want to see, I want to wake you up at three o'clock in the morning. I go, come on man. We're going running like, let me see. You want to see what you do when you're tired. Let me see how you push yourself. Come on man. Get up. Get up again tomorrow. Get up again tomorrow. Get up again tomorrow. The next day. Get up, get up, get up, get up, keep going. How long can you maintain a positive attitude? Where's all his teaching it teaching people you can't do shit yourself. They you need to show people that you could do it. The best motivational speakers to me are guys like David Goggins cause that, that guy that that's and that fucking, that coin right there.

Speaker 2:          01:43:48       That guy does it every day and he's got videos. He just did a a hundred mile race the other day. Put up the results on Instagram. You could see him showing up 22 hours after the race starts. He finishes a hundred miles. Like those type of people. Those are motor. If you ever, you ever seen Goggins is a Instagram page, but this is insane bro. He's a fucking animal. This motherfucker got abs on a coin. He's an animal. He's got the world record chin-ups in in 24 hours. He did some preposterous number of chin-ups. What's that? I believe he was beat recently. Somebody beat him. I think so. I have it. Yeah, we'll probably come back back. Yeah, but it's those types of people. Those are real motivational speakers cause they're actually doing something. There's a lot of people that are teaching you motivation. They don't have a business. They don't, they're not their businesses motivation. Like it's a weird business. It's like yeah, it's like teaching someone how to drive a race car. You never drove one.

Speaker 3:          01:44:44       But see that's why. And that goes back to the whole for me, the whole New York versus LA thing. In terms of comics, you just be around other the comics that are just doing, like when you see David tail, like you'll see David Taylor in February, you'll see them do 20 minutes, right? And then you'll see him in March, you'll see them do a totally different 20 and then you'll see them three months later and he's taken two pieces of the five minutes from those first 20 and put it with a new killer. Fucking 30 and I'll go, what happened to the 20 Oh yeah, that stuff wasn't tight enough. And it is, but this joke, this is it. And when he breaks down, why that joke that you love doesn't even fucking mattered to them because it was to get to this like that. You can't teach that. You can't explain it, but you can show it. And then I can go home and go, fuck, I need to write. I need to go back and look at my old shit and figure out a way.

Speaker 2:          01:45:33       David tells one of the rare guys that became an alcoholic, sobered up and got better, right? Like usually the guys who are drunk are fucking hilarious. And then they stopped drinking and they get boring. Yeah, he got the opposite. He became a way better comic titer and just punchlines. And

Speaker 3:          01:45:53       people say that about M and. M they say they don't. Once he sobered up

Speaker 2:          01:45:57       and what? Clean these better? No, that it was worse. Yeah. That's what usually happens. So it happens to everybody. It happened at Kinnison happened to bill Hicks. It happened to everybody. I never had on, not, not necessarily Hicks.

Speaker 3:          01:46:08       I've never had alcohol, a love alcoholic. I'll drink here and there. But I used to get pissed in my twenties when I would go on stage drunk or tipsy or whatever the fuck. And then after the show people would give the liquor credit for me being funny and it used to offend me. So that's why I stopped drinking.

Speaker 2:          01:46:25       Wow. Okay. Fuck. Gave credit to the list.

Speaker 3:          01:46:28       You're so funny. When you joined, this was funny. You should drink more or the, you know, on these road rooms, they'll sing you shots cause you're on stage with Jack. And they've associated that as part of the, so also you lose control of the audience. At least I do when I'm up there drinking because then this is a shot. Someone else sends a shot and now it's a fucking date. It's a rock. It's a pep rally. It started about, yeah, when

Speaker 4:          01:46:49       people are sending you shots, that's a disaster. That's a disaster because then everybody wants to send you a shot. But then what am I doing in my performance that made someone think it was cool to do that and that that would make this experience better for everybody. You're doing a Bert Kreischer, you turn it into a party, take your shirt off at the story, my style and hollering at each other to shut the fuck up so I can get this chisel shit out of my mouth. So I, uh, so it totally changed how I, you know, and also alcohol makes me sleepy and then it was too much driving in the 20s and stuff. So I can't be drowsy, hit it home. So I don't know. It was just never my thing. Yeah, it's a tricky one man. Because like one drink will loosen you up two drinks.

Speaker 4:          01:47:29       Ah, now again, a little silly. Three drinks. Now you're kind of drunk, you know when you could still do it. But is it as good as one drink? No it's not. But once you get one drink and you get happy, you want another drink, fuck off another one. And then next thing you know it, you're a little drunk and you're on stage. Like I'm at that age now. I can't remember what comic did a joke like this, but maybe a couple of them. But we're before you drink, you have to look at your schedule for the next day and a half to make sure you have the bounce back and recovery and all of that shit. Yeah. It's not just can I go out Friday? It's what am I doing Saturday and Sunday? Well, you're a goal-oriented guy. It seems like for goal oriented people, the alcohol is one of the biggest impediments.

Speaker 4:          01:48:10       You know, the craziest thing. And the only thing I've never been able to make proper time for in my career is exercise. Really? Yeah. Why not? I'm not good about exercise because they're a trainer. You've got money cause it's a that still, I don't have time. There's the time and so and my brain, it's while I'm at, when I'm going on, when I was still living in LA, I had a trainer and I got to New York and then it's must do this. Must write, must watch the video. If I exercise I will be too tired and then productivity will go down. And when I know deep down when I exercise, I'm more creative. The brain juices and shit work more. But it's the only thing that I've never been able to like properly regiment in my life. Well this is how you fix that force yourself.

Speaker 4:          01:48:50       Like we're in August. Okay. We have a what? Six more days? Seven more days of August, something like that. What is today? 10 more days. 10 more days. Say the 21st so we have 10 more days. August. Do you just say, at the end of this fucking month, I am going to have a trainer and I'm going to work out three days a week with that trainer, period. This is how we're going to do it. Write it down and then just get it done and force yourself for one month, for one month, for the month of September for that month. You have to work out three days a week and you write it down and then publicly stated so that you can't back out of it. Put it on Twitter or put it on Instagram. Take one of those shirtless pictures of my gut, just profile, show everyone and let them clown me.

Speaker 4:          01:49:30       But if you do that, you'll force yourself to do it. And next thing you know you've done it. You know like I have this dog that loves running and so I'm, I make sure that if I don't take him running, he's, he's always a pain in the ass. He's dropping the ball on the table, trying to get you to play. Like he's a very energetic. Yeah. So like that motherfucker makes me run five days a week, five days a week. I get up, I'm like, come on bro, let's go, let's go. He goes crazy. He starts running around in circles. He and then, and then we, we go hit the trails. Is this the dog that you saw? What was it? What was it? A snake or some shit you ran over while you were jogging one day. Like [inaudible] dog. Yeah. That was a different dog.

Speaker 4:          01:50:09       Yeah, that was crazy, man. I jumped over this log and as I was jumping over this long, I'm like, that's how rattlesnake it was. Fat dude. Like my forearm. I was like fuck one of the biggest snakes I've ever seen in terms of rattlesnakes. It was big like six feet long, big. That is a big fucking snake. And he was just laying flat out on the road. Like a stick. Just warming. Yeah. And the dogs went right over it. They didn't even notice it cause it was just completely flattened out. I was literally in the air over it before. I'm like, Oh my God. Yeah. That was a different one. Man. I've killed a bunch of rattlesnakes. Men always seeing those fuckers. There was one in my neighborhood real recently where there's a video of a Bobcat and a rattlesnake duking it out in the middle of the street, like telling them they fucking a mile from my house and man, it's crazy.

Speaker 4:          01:51:00       Freaking coyotes out here, man. There's a lot of weird wildlife out here. You know California's got weird wildlife. There's a lot of shit out there. A lot of Bobcats and mountain lines. What did we have down South? We just said squirrel. So that was the only little [inaudible] that shit. You guys have coyotes now. Kylie's are everywhere. They have coyotes in every fucking state. 50 States probably eating them. I fucking coyote saying, Oh yeah, for sure. People eat coyotes. There's someone eating a coyote right now. Right now. While we're someone listening to this right now. Jerky, not bad. I guarantee you one of your listeners knows a person that makes a coyote jerky. Probably. Yeah, I'd try that shit. My friend Steve Rinella, who's going to be here tomorrow, he cooked and ate a coyote on TV. They wanted to see what it tasted like. Oh look at this fucker on a trail near San Diego.

Speaker 4:          01:51:49       We could go the size of that chicken fucker. God damn, it's all curled up and ready to go to, we're two sprawled out as the society. Yeah. Well these motherfuckers are everywhere too and we need them by the way, cause that's why there's not as many rats and rabbits and shit. It's a whole beautiful ecosystem out there. Have you heard the number of rats they've found out or in LA recently? I just saw a story about it last night. It's disgustingly scary. All at the comedy store. 12 million over 12 million. They're all the comedies and if they hit all 12 there's about 1.5% of them that are, have this disgusting diseases. And instead, if it hits over 2% it starts spreading into people. Oh. Oh good times, bro. You got to move to the mountains. Yeah man. I moved some quotes, bro. Genetic code to simple that can freaking reproduce.

Speaker 4:          01:52:35       Yeah. Sisters and mom is that sisters and fathers and yeah, no problem. They have no problem fucking this. No mutation. Is that true? They don't. They have like a spreading problems. That's why they can really dreamless gestation can be pregnant again. Three months. Give me pregnant again. Did you ever see that? A documentary on Netflix, that rats documentary? No. Whoo. You ready for that one? That's a good one. Write that down. That one's going to freak you out because it details, they catch some of them and they just run some tests on them. And this is a in suburban Atlanta and they find all kinds of crazy fucking diseases and they have Manhattan, they show all these rat scrambling over garbage and into the sewer system and they show how smart they are, how they'll send the young rats to test out poison. And then the young rats will eat the poison and die and then the old rats like, okay, we get it.

Speaker 4:          01:53:27       And then they, they're smart Daptiv. Yeah man, they're, they're clever. I mean there are the most prevalent mammal in any city. You know, if you look at any like just sheer numbers and just we're going to do, that's a hustle hustler right there. There's more Brown rat in New York city than there are human beings. I think there's more bio mass of rats than there is bio mass of human beings. So that means the weight. Yeah, just the weight. The weight of check volume. That's true. I might've made that up, but the biomass of a, I mean just the sheer numbers, it's, there's not another other animal that you can think of that's like that. What's the remix

Speaker 5:          01:54:07       of anywhere between eight point 4,000,020 14 all the way up to 33.6 million rats in New York city. Cheesy.

Speaker 4:          01:54:16       That's more than there are people for sure. Yeah. Try 18 million. God, God, rats. The documentary's amazing man. They're vectors of diseases. They've always been, wasn't carrying diseases. What's the number of red? What's the red infestation looking like in countries where they eat rat stuff? Interests, disease. Fucking not a lot of countries eat rats. He knows the weirdest shit. You ever seen those temples in India where they feed the rats? The rats are everywhere. Dude. That'll give you the heebie. Jeebies. These people were drinking out of like bowls of milk that the rats drink out of. They like scoop it up. They, they have all these rats over like literally running [inaudible] or is it just this is your crib either rats, they feed them. Look at this. What do you got here? Jamie? Was this rat temple speed up ahead. So you could see what it's like when the, all the rats and the people interact.

Speaker 4:          01:55:09       Yeah. So they put out food for the rats and the rats. You could pick them up. I mean the rats, I have zero fear of people and in fact they're like, they get along with people. So this is like a temple that you visited in India and fucking rats are everywhere and everybody treats these rats with respect. Very coexisting. Yeah. So the reason why rats are scared of people, they recognize that people want to kill them because they carry diseases. But in India they just got a totally different vibe going on. So look like those pigeons are hanging around those rants in New York city. Rats, hunt pigeons. You ever see rats, killer pigeons and drag them away like, Whoa. Have you seen the video of the Pelican? That aided pigeon swallowed the whole boom. I saw a Pelican eat a duck, hold jock. Just pelicans and low key assholes, assholes, dinosaurs.

Speaker 4:          01:55:58       Look at these fucking rats, man. They're everywhere. That's where we're headed. Rats are pellets. We hit headed with fucking rats in New York. You think so? It's just gotta be normal. I mean, people are gonna try and stomp 'em out and poison and trap and all of that. But at some point you just gotta go high man have hit two. They're maintaining right now. All right, you can still go to a restaurant. You still go to the movies, still go shopping. It's all normal and there's millions of rants running underneath your feet under the ground. What's, what's the plan? What's de Blasio's plan? Yeah, for people. Definitely rats. Fucking plan. What kind of plan is you have to take care of his corrupt cops. Take care of his, uh, all the problems with the streets. Take care of all the crime. Take it. They know rat problems and plans, but they had like all these studies and EPA motherfuckers that mr money did they have, how much money is Blasio have like how much money they have to spend on things like rats.

Speaker 4:          01:56:55       They probably don't have any budget. It probably doesn't present as much of an ominous threat. This crime or bridges and you know tunnel shit and takes all you know, infrastructure probably it would have to be a pandemic disease, which as Jamie was saying can happen there. We have medieval diseases showing up here now that particularly in trash and shit in Hollywood or in downtown LA with all the homeless people. It's fucking crazy because people are literally just shitting on the street just shitting everywhere. The, the, the homeless situation in downtown LA scares me more than the rat situation. What's the numbers? Oh you need to send us a thousand have you ever driven through skid row? Yeah. Bananas, right? Yeah. Cause it's close to fashion row. This are you into fashion? No, but I was over there one day. There's thousands and thousands of people just living on the street.

Speaker 4:          01:57:50       Thousands, thousands. Like a, like a whole gigantic theater sells out and all the people pile out onto the street, but that's where they live. That's what it's like. It's like, like people go into the Verizon center, like 7,000 people you find in a few streets and they think the solution is some sort of hostels or something that they can start trying to do. Good luck. These people have accumulate, they've like, they've become accustomed, they've, that's their lifestyle. Like that's not what they want for sure, but they're accustomed to being homeless. Like they've acclimated to that world and they've lived in it, many of them for years and years and years and they go to places in shelters where they get food, they sleep out on the street. They have a whole community of people that are out in the street. They're all doing drugs and most of them are psychiatric patients. Half of this stuff, a lot of them ask the thing

Speaker 3:          01:58:42       that really fucks me up with the homeless population in this country, is it half of it? And then on some mental illness, shit, maybe some of them, their family just can't give them the care they need. But if they got the care they need, maybe they could be a little more level enough to at least be under a roof with the love when a somebody that can afford to, you know, yes. To take them in. Yeah,

Speaker 2:          01:59:01       no, no, I think you're absolutely right. And in the 1980s they, some of them have problems that are solvable. Yeah. Some of them, but some of them don't have anybody to help them get through the problem. Sure. I mean, and then things deteriorate, you know, they get worse and worse and worse. And as you get older, you lose hope and then you say, this is me, this is who I am now. Yeah.

Speaker 3:          01:59:19       There's, there's like, there's, there's like this weird thing with the homeless as well, where I feel like as a country, like we, we're quicker to help people in groups like it, like in a weird way, it still fucks me up and it's gonna come out wrong. But if there's a natural disaster, the amount of money we will pour into relief and support for particular area after the hurricane or the tornado or whatever, and that's fine. That same type of outpouring happened just once for the homeless coast to coast. It would change so much fucking shit, bro. Yes, but if people are fucked up in a group at once, then it doesn't, it doesn't resonate. Like when you see a single homeless person or the news just shows you the row of tents, you don't see the person crying with the rubble behind them and they've lost everything. It doesn't, for whatever reason, it doesn't connect the same.

Speaker 2:          02:00:15       No, you're absolutely right. We need, like if if something like Katrina happened or a giant earthquake, then we would realize we have to do something, but if there was no homeless people and then all of a sudden something terrible happened and there was 20,000 almost people wandering around downtown, we would immediately go, Oh, we've got to fix this simmering, slow sort of effect. It's similar and similar how much money we spent on other countries, right? How much money we spend on aid, how much money we spent, and we don't fix inner cities that have been impoverished since the fucking 18 hundreds we don't ever go in there and try to solve problems. We don't look at it. I've been saying this forever, like if you want a better country, the best way is to ensure there's less losers. And the best way to ensure there's less losers is give people more opportunities and fix places where you're, you have no chance.

Speaker 2:          02:01:06       I mean, how many people that grow up in, in neighborhoods where they have no chance get out. It's like it's a tiny, tiny fraction of people that wanted to become successful and happy. Most of them are trapped by the environment that they find themselves just by a random roll the dice, they wind up and they're in Detroit and they're in the worst neighborhood in Detroit, or they're in the South side of Chicago or they're in Baltimore or wherever the fuck it is, and then no one does anything to fix it. No one does anything to change it. But if there was no place like that and all of a sudden the disaster happened and then there was a place like, then there'd be an outpouring of contributions and people would want to do something to try to fix it.

