Speaker 1:          00:00:03       Three,

Speaker 4:          01:17:59       It'S like how many people that you know, that are a mess, that have fucked up lives ever. Pull it together ever. You know, ever so few, but so few people quit anything. I know a chick who used to prostitute herself and she was like the nicest girl in the world. I knew two girls that kinda like went to prostitution and they, you wouldn't think either these girls, but she was doing like craig little craigslist hooking and shit and um, she had, you know, it had like the molestation thing and all that fucked up stuff and she went to therapy and jay and I said, why don't you tell what your therapist say about it? And she's like, I don't tell them. I'm like, well, you need to tell your therapist that you were molested and all this stuff and work on that shit. And she did eventually and she's like married and I think she's had in her life is good.

Speaker 4:          01:18:46       It, she really is a product of like, it actually cleaned up that problem. people can do it, man. You can change it. Just you've got to be fucking goddamn committed staying on that track. You almost have to become addicted to changing, you know, you have to like get and it has to get ingrained in you so deeply after so long a time that it actually becomes your new way of thinking and you new behavior. I mean, if you just go back and look at yourself. I mean, if I had to be myself at 21, I mean, I couldn't imagine if I had my 21 year old brain today, I would be fucking insane out of nothing. I would never, I would have liked the house on fire with fucking to drive my cars over cliffs. I mean, I feel like last night what happened in my house, I had my 21 year old brand.

Speaker 4:          01:19:28       You guys hAd some nutty as podcast on. Fuck, I'm going to ask you. I'm afraid to go to my house. It's so you never finished what happened to you? Um, in the most recent pot thing where you send me a message? Yeah, yeah, yeah. I was in New Zealand and um, uh, I, I, I, I had smoked a few times. Our arch barker and I are really good friends. And when we're Australia we go to his house and we just, and he's another guy that's huge in Australia. Massive. He's in Australia. He's like, chris rock isn't America? Yes. Wow. Uh, like, like dane cook. Yeah. That massive. Like, like crazy sells every ticket he puts out. And I've heard of them in America. He's funny is, but it's cartoon

Speaker 2:          01:20:08       that we love our gcp fucking hilarious. And uh, it, it, it. And he was doing well in America. He's on flight of the conchords, you know, he's got a career here. Yeah. It's not that he's doing bad, but just superstar superstar there. And he loves it and it's a great place. He splits his time there. No, he's there now. Permanently. Permanently. Yeah. It's so crazy. He said fuck it. He bought this great house up in the middle of like, it's out there and he's got a farm and he just loves it now. You're a huge in Australia too, but you want to be over here more? Yeah, I'd much rather be here. Why is that? Just, you know, I've got family here and stuff and getting back the 15 hour flights. not easy. It's brutal. It is brutal to fucking crush you. The crusher spirit that I fly.

Speaker 2:          01:20:51       I've got, you have to throw it in three weeks. I'm going in. I'm done too. Are you going to be in, in town? Um, I leave sydney like the day you show up. Oh really? Shit dude. I could hook you up. What's, what's, what, what, what days? You're um, um, I got two shows because the first show sold out you at the end. And morgan? No, no I couldn't get in there. There was a band because the ufc, the what happens is the ufc books their stuff kinda like late in comparison to like stand up and concerts. Like if you go to a concert venue, most concert venues are booked six months to a year out. So for ufc it's not that far out. Like we're, we don't and we haven't announced yet. We got some shit announce right now. It's in april, but there's some still some stuff in marx's up in the air and the may stuffs up in the air and the june stuff is up in the air.

Speaker 2:          01:21:34       Some of them get confirmed and some of them are still up in the air. And the problem is sometimes I don't find out until like maybe the latest, the earliest is three months out, three months out. It's tough to get a gig because they're all, all the venues are booked friday and saturday nights. So it's saturday night and met rudy hill, wherever that is that he rooty hill rsl. Hey, I know it. I know supposedly in a funky, I think you, you must be, is a list promoting, uh, the same people that promoted the last time. So those are my guys. Yeah, they're great. Yeah. Same guys pack that place. Yeah, sort of the first one is already sold out in the second one. And by the way, if you want to go to mandalay bay this weekend, it's almost sold out friday night. Um, uh, at the mandalay bay theater and uh, there's gonna be a, it's going to be arusha fear and joe dhea, so it's going to be fucking crazy.

Speaker 2:          01:22:17       It's a big giant place, but I've been pimping the tickets for a long time so it's almost sold out. So, um, this is the place I'm doing it. SYdney as the rsl club. You ever, were you ever working on? Yeah, I think there's a good. Yeah, yeah, yeah. You're like, it's an rsl ourselves, like they're retired service league, which means it's like they're veterans clubs until it's like a vfw. Your plane. So how come you didn't tell me to get the fuck out of the neighborhood? You think you think you're like, fuck, I'm playing a vfw, be in that place. They'll have a big fucking, it must be pretty big. What's it? The capacity? I think it's like $800. So I have like the theater within there, like, but in every little town they have these rsls and it's where you go to drink cheap before you go out at night and they got poker machines club. Yeah. So what, but why are they tellIng me to get out of town? Because it's probably a. They sent us a shitty neighborhood.

Speaker 4:          01:23:06       Yeah. They're like, if you're going to party, don't party there. I get the fuck out of there. Get back into the city. Why is it creepy? It's just a fucking suburb. It's like playing like, you know, like if you were in clifton, clifton, New Jersey and you're not. and sometimes it's fun being in the suburbs. So sometimes it's fun being those weird fringe places. Well they've got, you know, they're, they're, they're rednecks are called bogans bogans slogan. So they're like, I'm crocodile dundee is that they're more like, um, they're guys that are In delight, nitro circus kind of shit. They'd call, they'd call them like circuit does that mean nitro circus? That mtv show with pat? Uh, travis pastrana have no idea the motorcycle motorcycle jumping and all that. So they're just like, fucking, you know, guys like to have fun and adventure seekers. A lot of guys in Australia fucking ride motorcycles and they drove units which are like pickup trucks.

Speaker 4:          01:23:54       I'll start as a goddamn manly country, yet extremely goddamn mentally. Was that about, was it the prison colony thing? I think it has a lot to do with that task to fucking beautiful place, man. Australia. So gorgeous. And, and I Saw like I saw down there and the surfers, they're just crush americans are really. Every dude there. You think he's a pro real, you'll just go to like some guy like, hey, you do you serve? And he'll be like, hey, I did a little and you want to go tomorrow? You'll go to the next day and be like, dude, you should be on tour. Like really fucking all amazing. Well they love the ufc. Mma and ufc sells out there in like 15 minutes time every, every single time we've been there. We've been there twice, but every single time it breaks, records sells out quicker than anything.

Speaker 4:          01:24:38       It's fucking nutty. And they love george sada apolis there. One guy that got a little, one famous australian guy. He's a fucking great dude. Yeah, he's a top contender right now in the ufc. Two nicest fucking guy in the world, but he's a perfect ozzy just so fucking savage. They have a, they have a real fucking like they call theM blokes, like a guy's a bloke and they're very blokey and women complain about it. Like in sydney, I always say that like, you can't even talk to a woman in a bar because the guys have fucked them over so badly. You go up to go and be like, hi. She was like, go fuck yourself can't. And You're like, whoa, what did I do? And it's not like you did. It's what the last 20 guys that dealt with her did. So the girls are on the defensive and uh, because the guy is just, it's all about your boys, but don't they have a different attitude towards sex and Australia?

Speaker 4:          01:25:21       The much more permissive? Much more. I would say there are a lot of much musculus everywhere. But America, that's one thing you don't realize about America. How, I mean obviously the middle east is worse unless you're a little boy, but in the, in the middle east, they love to fuck little boys. That's, that's an awesome time for them, but as far as like like european countries, we are so fucked up in comparison to them like our, our whole repression, all that shit that doesn't exist over there. They're like in Argentina and south America, the commercials, there's super life hurt. I've heard, I don't know how true this is. I read or it was in a. It was a statistic in jesus camp. Did you see that film? They said two thirds of americans born again. Christians know that's what it said in the beginning of that film. I don't think that's correct.

Speaker 4:          01:26:05       I think probably two thirds of the people that they talked to or evangelical, you know, finding the numbers of for $300, million people. that's so problematic. Not only that, you've got to add in mexicans, you know, because there's a lot of undocumented people in this country and who knows how many it is. I mean, I've heard millions and millions in California alone, so who knows how many it is nationwide, so knowing how many people are actually christians and evangelical evangelical christians or people who believe the earth is less than 10,000 years old. You know the numbers are. Who the fuck knows what they are? I've heard 51 percent believed the earth is less than 10,000 years old. Fifty one percent believe in a biblical version of the bible that's fucked up there. But which by the way, play that fucking clip. Yeah. god, we have to play this clip.

Speaker 4:          01:26:49       Bill O'reilly, man. Now, by the way, bill o'reilly went to fucking harvard. I also think he's a troll. I think he's playing a character. I think you might be wrong. Almost pause. Thank. He's, uh, he's very clever as to lIke the kind of shit that he supports in the way supports. It is so asinine that it's almost like he's trolling. It's almost like subtle parody. Yeah. Here's why I think that I used to do sports radio in New York city. I was on w new, which is the station, opie and anthony. Ron And all that, I was the morning show with this guy named sid rosenberg's sids. Sure. I know. Said rosenberg. I do a show in miami all the time. Sports expert. I knew fucking nothing. It waS supposed to be like love lines where he was the expert and I was the comedian and sid wanted me to be an expert in sports and I don't give a shit about, you know, what fucking guy stats.

Speaker 4:          01:27:35       So did he ask you to like learn the stats? No, but there was constant conflict between the two of us because you worked there for six months and I was like, I'm getting the fuck out of here. So he was telling you, hey, read the sports book, read it. You'd be like, did you watch the game last night? And like, no. And he's like, why not? I'm like, I didn't fucking want to fucking be funny. I'll be funny. And he's like, but you got to be funny about sports. I'm like, no, I don't. I just have to be funnY. So man, that always bugs me when I listen to sports radio. And they were like, and how bout mchenry with the play in the night? Does he think that dad's gonna get his contract extension but don't bump. But it made me fucking like crazy because I realized the only way you're going to get ratings and be interesting is I had to basically take on a character and I would sit there and criticize these athletes and these coaches that I didn't even watch the fuck below to that.

Speaker 4:          01:28:24       By the way, I wouldn't even watch the game. And I'd be like, jim fossil, he's a fucking pussy. Did you see what he did? Just say fuck, I wouldn't say that, but I'd be like, can you put. I said pussy. I'd go, he's a pussy, he's a pussy. And the next thing you know, you know, all his fans are called, I'm going to kick your roads, man. How could you say that? How could it. And I would just try to incite people to create radio. And I watch fucking bill o'reilly and I'm like, he's doing the same shit. There's no possible way he might be. He, you know, I definitely think he's playing towards his market. He has a market and he's concocted this, this gigantic conglomeration of retards and old people

Speaker 2:          01:29:02       that think that he makes sense, but this is one of the most troll like things that he's ever said. BrIan, check this out. It's talking about the moon is on bill o'reilly dot com. Could find on youtube backstage conversation backstage with bill o'reilly,

Speaker 11:         01:29:19       david, beverly hills, Florida, or what do you mean when you refer to the ties? When you asked about the existence of god? Science explains the tides. The moon's gravity pulls on the ocean. Okay, I had pneumonia then. How'd you get there? look, you pinheads who attacked me for this? You guys are just desperate. Had sImone get there. I just wanted to get there. I get there. Can you explain that to me? How come we have that and maurice doesn't happen. Venus doesn't happen. How come mars has two moons by now? How'd I get here? How did that little amoeba get here? Cool out there. How to do it? Come on. You have order in this universe. You have an order in the universe. Tide comes in, tide goes out. Okay. Yeah, the moon does it fine, and the moon get there. Who put it there? It just happened. Okay. If we have existence, if we have life on earth, how come they don't have it on the other plants? We just lucky some media and do this. Come on. you know, I see this stuff. It's desperate times. It takes more faith to not believe and just think that this was all luck. EverY oldest human body, the intricacies of it and everything else, all luck.

Speaker 11:         01:30:34       Then It does it to believe in a deity.

Speaker 2:          01:30:37       Is there a positive I want you to do right now? Two things I want you to do. One, I want you to go look up a bill o'reilly, a scandalous voicemails because he left a bunch of voicemails on his assistance. His assistant's fallen about a rubbing her down with a loofa sponge and fucking all kinds of creepy shit. He wound up payIng her off, don't you? Don't you think that bill o'reilly's the kind of guy that really needs to get really high? Yeah, and then he might go, holy shit back. I take back almost everything I've ever said. She, yeah, for sure he would because he would allow hIm a different perception that he probably has never entered into if he does believe that shit, but it's, I don't know if he does or doesn't. I think he does and this is why I think he does.

Speaker 2:          01:31:24       I think he does because he's got a tremendous ego and I think, you know, he's one of those guys that he's, he's saying something all the time. I don't think you would say something all the time unless he believed it, you know, this, this whole thing. I think, you know, I think he's definitely preaching to the choir and I definitely think he's, you know, trying to fit a, fit a mold and, and trying to appease his constituents, all the people that listen to his show. But I think there's, it can't be contrary to what he really believes because he's got too big of an ego for him to be on tv talking about it all the time. Eventually he'd implode. He wouldn't be able to deal with that. If you really did have a, an intelligent

Speaker 12:         01:32:00       argument that was contrary to what we've saying, I don't think you would be saying it on the air. I just think his ego's too big. I don't think he's that genius. He's not. He's not andy kaufman and he's not some brilliant trickster that's fucking fooling the world. I think these guYs, they start playing a character and then they sort of like dice clay it. They become the character. Yeah. Whatever one dice clay onto the dice. Clay used to be andrew silverstein, by the way. We're goIng to try to get dice on the podcast too. I'm not hating. I love dies down a great talk with dice. Ella. Date diocese. Kid is doing comedy. Dices kid is 20 and diocese so proud and his kid is fucking killing. It's kids like learning. Yeah, and it's fucking great. what's his name? What's he go by? What's his name was max.

Speaker 12:         01:32:38       Max. Max clay. No, I don't think goodby silverstein. Anyway, he'd seen his name around dice used to be a andrew silverstein and then he would. The dice man was like this character that he would do on stage along with a bunch of other characters. He would do like stallone and he would do deniro. He would do like all these characters, like all these impressions and the dice man was one of his characters. Well, the dIce man just became his main character that became his thing. He done on stage and then it became him offstage. You know, and I think that happens to guys like Glenn Beck. I think what happens is they start out with this character and they start out and then they get all these people. Thank you, Mr. Beck. You make me so happy. And what you said about jesus is so important to me and my family and what you say about our troops so important to me and our family and he, this guy's soaking in this love and he's putting out a book every three days.

Speaker 12:         01:33:25       This motherfucker and all of them are about what's wrong with the left and what's wrong with society and what's wrong with being godless and what's wrong with this. And sarah palin's the only hope for our country, and then they start fucking believe in it, man, because the human ego, when you're the type of person that's really selling something and pitching something and getting all this adulation for it, if you're an egomaniac, which most people get into the public eye are, you know, most people that get into a position where like a guy like that where they have a, an opinion show where they're onstage every day talking to people and broadcasting to millions. They get all this love and fan mail. It's very difficult to be objective about that. You know, it's very difficult to like, you know, have a real honest way of looking at the way you start looking at it the way they want you to look out.

Speaker 12:         01:34:06       Because this is where the love's coming from. You know, and then you start back turned into a fucking mormon. Okay? As an adult, as an adult, who by the way is obviously, look, you can say he's crazy and I do, but that has got a high iq. There's no question in my mind. I guarantee you, if you sat that guy down, he's won 20 Plus iq, you know, he's a smart guy. There's no way you could do that. Free ball mormonIsm, he's fucked up. No, he's not. Look, the, the intelligence and balance are two totally different things. I've met some brilliant people. I'm one of the, I don't want to say his name, a guy who used to design my website so fucking brilliant, but completely insane and totally imbalanced. I know a bunch of people like that, that are really, really brilliant people, but I mean mathematically brilliant, you know, structurally brilliant, brilliant.

Speaker 12:         01:34:53       The way they can break down a complex, uh, orders in all, in their own life is just chaos. And you're saying becky is brilliant. Yes. I think he's absolutely brilliant. Brilliant. And being a cunt, he's what he's doing is I think he's a brilliant manipulation. Yeah, brilliant manipulation, brilliant at acting, brilliant at playing apart, brilliant at becoming the perfect version of this guide thAt all these retards need. Because I don't, I don't think it takes intelligence to be a manipulator. What he's doing takes intelligence. He's free balling every day. He's got like a big screen and is breaking things down and some of it makes sense. It's like 20 or 30 percent of it. I go, god dammit. I agree with glen beck. This is ridiculous. But I think that those guys, when they get to that position where the extraordinary amount of success that they achieve in one certain area meet glenn beck's houses for sale in Connecticut and I looked at that shit online.

Speaker 12:         01:35:44       There's a fucking giant and it's probably only for sale because he got a bigger one. You know, you've got a bigger crazier when that guy selling. Literally every time I go to the bookstore there's a new Glenn Beck book and nobody makes me feel lazier than glenn bUck because I've been writing this god damn book for a year and I can't ha Glenn Beck putS out one every 15 days. It's fucking insane, you know. But these guys, I really truly believe as a person who's been affected by fame and had been affected like my war. If I had to look at my own behavior and analyze it and then you know, that's one of the reasons why I really got into psychedelics and the, the isolation tank is because I felt like there was an overwhelming influence that that fame and the pursuit of fame has on a person, especially in hollywood where you're, you're trying to make things happen where you can lose yourself in this quest and I take it happens to a lot of people.

Speaker 12:         01:36:29       So I wanted to kind of analyze it in myself and, and it took a long time for me to get ahold of it from like fear factor on. There was like a long time in there where I was like, this is a crazy thing here. Like how do you make sure that what you're doing is really what you want to be doing? How do you, how do you, how do you know that you know what you're doing is not what you think people would like to hear from you or what you think is gonna you're gonna say and do to get more work and to get more people to like you. I mean, I've had conversatIons with really successful people. They say, you know, I can't do that because I'm this and that and my image is that and this and like, okay, you're, you're not even doing you, you're pretending to be something else just so that you can get more of the positive reaction that you've gotten. That permeates into your real life,

Speaker 8:          01:37:10       but what if, what if that's like, like I'm the kind of person I vacillate. Often I'll, I'll look at one thing and then all have a different opinion maybe a year later on how I felt about it and been in the seat and as a, as a performer, as a comedian, my ax constantly changing. Sometimes I can't do bits that I used to do because I've changed as a person. I don't feel that way and I can't deliver them with truth and I'm like, that would suck to fucking be locked into accounts. We're off air Says we're off the air use drink keeps on fucking up, but it's on here. It says we're on here, so it's going off and on and it's choppy for people, but I can't get on right now. It's on you see it. Yeah, it's on. You see online. Where do you see online? We have 13, 17 viewers. It's broadcasting.

Speaker 5:          01:37:56       It's recording. See if you can see it on a. On a browser. All right. Anyways, who cares? We're talking about use you, you know.

Speaker 2:          01:38:03       Well, I'm just my. I accidentally unclicked it and I can't get back to. Sorry, go ahead.

Speaker 5:          01:38:07       So people lIke that, the ability to like change while you're and to get locked into that character would be terrifying for me. I'm a control freak and if that's where your income and I don't have the, you know, I'm lucky enough that I don't have like a life and kids. But imagine if you got into that where then you've got a house and mortgages and schools and you've, you've bought into this character and all of a sudden you've changed as a character and you're like, fuck, I'm not that guy anymore. I don't feel that way. I've changed my way of thinking, but fuck, I gotta I gotta still do that because people do change. People either become more conservatIve as they get older or you know, start to realize shit, you know, I've become more liberal as I get older. Yeah,

Speaker 2:          01:38:46       yeah. Well, I think as you become more intelligent, you know, you realize that there's a lot more. There's a lot more to things than people think. Now. Everybody likes to think it's black and white. I have a lot of conservative now, a lot of them about gun control, about, uh, about taxes, about a lot of different things. But I also have a lot of liberal points of view to, you know, especially when it comes to things like gay marriage and, you know, and that to me is one of the most frustrating things when I see people get upset about gay marriage, you know, as if it's somehow another fucking effects. You have two guys who obviously want to be gay. No one's got a gun to their head. No one's saying, if you're not gay, I'm fucking killing your family. You know? No one's doing that. They're just,

Speaker 5:          01:39:22       I find the people that are afraid of life, bro. This shit is offline, man. It's on everyday. I can take it on. You know, I, it's, it's having pro ustream. Ustream has some problems, man, when there's like you're trying to get on it, you have to refresh it a few times, whatever. It's on those, so don't worry about it. That's crazy. I, I walked out of the. Actually it was when I worked with you down in tampa or I was doing the, the early and then you did like friday night and you came in tampa improv. I came out like my first night, it was like a wednesday or something and they're these guys out in the street holding up signs and it was like almost like that church from Nebraska or wherever. Those crazy fuckers that protest funerals is that. And they were holding up signs, god hates fags and blah blah blah.

Speaker 5:          01:40:05       And I just walked out. So the audiences out there with me and I thought I'm just going to fuck with these people. And I went up to this kid and I'm like, how old are you? And he's like, I'm 16 years old. I'm like, you're 16 and you're to go to an arcade. Go try to get laid. Go fucking have a life the fuck's wrong with you. Don't listen to your parents. They're assholes. And I'm making everybody laugh. Just making fun of this kid. But then I started, some older guy starts yelling at me and I go, dude, stop. You want to caulk in your ass so badly. Was the old guy your here right now because you hate yourself. I'm like, you want to make it easy? Just go suck a cock. It's going to change your whole life. You're out here, you're doing this shit because you're a homo and you just don't want to admit it. And I'm like, leave them the fuck alone. And go join them. That's your deep down. You know you're gay. And he's like, you're the devil. You're the devil.

Speaker 4:          01:40:54       You're here to. And I'm like, no, I'm here to help you. Dude. Go fucking suck a cock. It's going to change your life. I'm not joking. The next night I walk out, it's the atheists holding up signs going. You know, there is no god and god is bad and god created, you know, there's death and bob and I go up to them and I go, you're just fucking bad. Just fucking shut up and go fucking have a beer somewhere. You're. Why are you out of here with a. You've got your own religion of atheism. Like, I get it. I get your belief. You know, I don't believe in any kind of fucking order, anything. I don't know what I believe, but go away. Fucking stop your religion of people want to believe anything. Whether it's they want to believe in republicans. They want to believe in god.

Speaker 4:          01:41:39       They want to believe in. No god. I've had arguments with acs where it's so ridiculous. You know, like they're, they're saying scientists. Science disproves the existence of god. Like, no, it doesn't scientists and disprove anything. What what science does is it shows it's. Well, first of all, it's statistics and things that can be measured. You know, how can you measure what happens in the afterlife? That's nonsense. How can you measure what happened with the birth of the universe is and how do you mean? How do we not know that there's something that's far more comp? I mean, I'm not saying that there's a guy in the clouds with a harp, but what I am saying is it after smoking dmt seven times and doing mushrooms, all the times I've done and all the times in the isolation tank, I've seen shit way crazier than a dude with a harp and the clouds.

Speaker 4:          01:42:19       Okay. And I've seen it many, many, many times. I, I think that the idea that you can tell me what does and doesn't exist is fucking ridiculous. I cannot believe people actually try to do that. And I'm like, how do we know that we're here right now? Or that were, you know, there could be something so complex. I always tell people when they go, what's your belief on god? I go, when my dog looks at my computer, my mac book, she can't comprehend the operating system she has. No. She does not have the capability. And I believe that as humans, that's how we are with the universe. We don't have the fucking capability, we might be the most intelligent species, but we're not intelligent enough to understand something that's doesn't mean anything. It's like being the baddest worm. This worm is so smart. He knows how to get around this pebble, you know, it's really, it's ridiculous.

Speaker 4:          01:43:09       The idea that we can figure it out. I mean, this is complete and total stoner talk, but the idea that we can figure out the fucking universe, you know. Did you find the bill o'reilly? I'm the stuff now. It's not on there. What's not a video, bro? So on a video, it's an audio. Well, I think they just transcribed it. I saw it on a Washington post and stuff, but it just kind of talked about it. Did they have the transcriptions though? Hey, I want to change the subject for said, did you Bobby Leon here yesterday did to get naked for you. Fuck it. It got on our podcasts and we could not get him to keep his clothes on. He was just fucking rubbing his dick on everything and wow. So fucking much more sedate and what you guys fed them over there? Uh, I think he was, you know, I can, have you ever told your story

Speaker 5:          01:43:52       that you did at the storyteller a anywhere else other than that show? That was the first time I ever told him you should talk with, uh, the whole, uh, the whole time we use that urban, all of the black show. You want to tell that story? I'm not afraid. I mean, it's not, it's not racist on my part with apps not just took a chance. Yeah. I, I went to a suny, it was called suny farmingdale. It was a state university of New York in farmingdale, long island. And uh, my manager at the time, I think I'd only been doing comedy maybe three years, three or four at the most. I was in New York city and my manager at the time, jason steinburge. Do you know jason? Yes. Jason. And I'm only telling you his name because I want to burn them on this. Jason at the time had mostly black comics and all it's comics were like def jam didn't doing really well.

Speaker 5:          01:44:39       And so like some great great comics he had, he represented a lot of really good guys. Tony woods, greer barnes, all these guys were doing really well time and we're big in that. Like so he was always booking these events for like black shows and I get a c, I'm begging for work because I don't have any work at the time. And I hear him, I'm in his office, I hear him go, oh, oh yeah, so you need a comment yet yet? And it's not a def jam show, right? Ensure. Yeah. Okay. I think I got the 500 bucks and I'm like 500 bucks. Fuck, that's the most I've ever gotten paid for a gig. And I was like, I want this fucking gig. And he goes, all right, you're going to have to. Suny farmingdale train takes you right out there. It'll be like $10 train ride.

Speaker 5:          01:45:21       He's like, it's your, you're the intermission of an auction. And I'm like, what? He's like, yeah, it's traditionally, this is like an urban room, but it's just this auction. It's going to be like alumni and stuff. And I'm like, all right. I will, I go out there on the way out. Tony woods. Do you know tony? Tony and I are sharing and somebody who's really good friend of mine, he's going, dog, don't fucking go dog. They beat up Ralph Harris. They beat him up on stage and I'm like, what? He's like, they're gonna kill you guys. Sam the hog don't go, so why don't you listen is 500 bucks. I go, no, but it's an auction. It's different. I'm in the intermission. It's an alumni thing. So I go, I get there. I see the line of people waiting to go in and it's not just an urban show.

Speaker 5:          01:46:02       This is fucking like urban. Tony told me, he goes, dude bro. He goes there, their caribbean, black, caribbean, black are the guys that they killed me because I'm american black. He's like, they're gonna fuck you up. And I'm like, no, no, no. He's like, trust me. So I see the line of guys going in. Everybody's gone on fubu, you know, like jerseys and timberlands. Every single dude in the crowd, baggy jeans by the way of fubu stands for, for us, by us. And unlike funches, you know, kinda like separatist as it is and it's pretty funny when joey diaz whereas that. Yeah, sure. So I go, this is how long ago this was, I go to the payphone and r and r I page jason steinburge, and he calls me on the payphone and I go, jason, I'm fucking outta here. I'm outta here. And he goes, you're fine, you're fine.

Speaker 5:          01:46:51       It would just be funny. I'm like, no, this doesn't look good. He goes, no, you're gonna be fine. So I go into the auditorium. Security goes, well, what are you doing? I go, I'm the comedian. Security goes, fuck, you're the comedian. I quit because I'm outta here about here because he knows what's going to happen. The security guys saw you as a black guy. That was. Yeah. And he said, he just says, fuck, this was serious. It was serious. They call this gig the little apollo. Oh my god. And so I'm like, fuck. So I go back to the phone. I called jason again. I go, jason, I'm leaving, I'm leaving. I'm just not doing it. I'm going to die. He's like, eddie, you're funny. He's like, just get up there and do what you do. And I'm like, so I, I'm so nervous, you know, when you're so new there's no chance of you doing well and awkward.

Speaker 5:          01:47:36       So I go down and the, the mc goes, uh, what do you, what do you want to come out to? And I never come out to music before. I'm like, what do you mean you got any led zepplin free bird, you know, like fuck, like a puff the magic dragon. I don't fucking know what. And they've got a dj on the side and I'm like, fuck. And come out too. Well I don't follow any rap music. Right? All at the. Especially at that time I came from a place called fox chapel and I would come out to fuck the police. I didn't know what that. And at the time I think knight rider is a good one. I had the shitty nightrider joke about how kid was gay. It was a gay car because they like l or ellen at the time was like coming out and I go, she's not the first gay character kit from nightrider was gay and uh, it made me.

Speaker 5:          01:48:28       He's like, michael, michael, I'm going to pick you up in a minute. And uh, so I was like, I'll do the kitchen and I'll come out to the knight rider like rap song by the way. Get our kelly the zoo, get that, pull that shit up. I know. We'll just, we'll edit it out later. Do you need, we need this, just trust me. Just pull it up on the side. So I go backstage and what they're doing is they're auctioning off dates with students from the school, so girls or guys like a guy will come out and heal and all the dudes are backstage lifting, doing foot pumping up, doing pushups and they've got dumbbells. So they're, they're getting swole and they're putting baby oil all over their bottles and taking their shirts off. And they're black as tar. Yeah. And they are no one ever making them black.

Speaker 5:          01:49:14       Everyone's ignoring me. Like what the fuck are you doing back here? And I swear to god I grabbed one of the bottles of rum that they're drinking and I just start chugging rum because I'm like, this is. I'm terrified so I shouldn't. I just start scrolling down this rum and there. I saw one chick there, the one white chicken. I'm like, she's really fucking hot. So they're auction dates with the guys and the girls. The guys will come out, they'll just like flex and everybody will bid and then the girls will come out and do like a strip tease act. They'll bring a guy, I'll put them in a chair and grind on them and do like a lap dance or whipped cream and do all this shit, you know? And they'll go crazy, but they're bidding. They get dinner at puff daddy's restaurant. P diddy had a restaurant in New York.

Speaker 5:          01:49:57       They had dinner at his place. They get a limo ride to New York and a broadway show. If they win the date and they're bidding. And I swear to god, dates are going for like $7 and watch five sold. Who could, you know know, and I'm looking at the hot fucking white chick going, I want a bit, we'll backstage this and she has to go out on a date with a guy. Hey, the guys just discussed it. Well, this is where it gets creepy. So the finale, I'm going to be the intermission. Then the finales is black stripper and she comes up to me and she said, hey, you're the comedian. I'm like, yeah, she's like, my name's heaven. And I'm like, hey heaven. And so we start talking. She goes, you're going to stick around and bid on me. And I'm like, and she thinks I'm like this professional, you know, rich comedian and I'm going to be able to bid a lot of money.

Speaker 5:          01:50:46       And because you told her that, I don't know, I'm like, I can't think about her. She starts talking to me. I just want to get a little taste. I actually said to her, get away from me because I was so scared because all the guys were checking her out and I'm like, I just don't want any problems here. So you thought you were going to get problems because you were talking to the bikes in front of black, kind of given you the mad dog look. So I'm just like, I'm just going to fuck. So has anybody said anything to any guys? No one was just white fear. They forget. Total has been negative to you. Got it. You got to understand, I grew up in a place where there was like my high school probably had like one black guy and you know, his last name was huxtable and uh, we, we, I ran track all through college and I was a sprinter, but I was separate, like I didn't hang out.

Speaker 5:          01:51:25       I hung out with my white friends and I wasn't. So when I moved to New York and I started to become friends with all the black comics, it was like a total new world for me. But this was like putting me in. I was out of my comfort zone. So what's your opening line? My opening line, I, I miss my cue to go out and they're yelling for me. Oh god. And I've rewritten all my jokes. You know, when you do that, I read and I go as not good. I'm not confident in this. And I like stumble almost trip on the stage and they're already. The emc had been go where my dogs at and goes, ooh. And they're running to the front of the stage when he does it and all putting their hands up in the air and I come out and I go, hey, uh oh, what happened before I came out?

Speaker 5:          01:52:08       They auction off the white chick, right? The bidding goes up to like $350 and every black chicken, the place is about to fucking rush the stage stabber. And I'm like, there's going to be a ride in here and the black church, southern white guy. So I'm going down with her. So black girl saying there, they're pissed off. They're screaming and they're going to get a here. And so caner mission happens. They call me out and I think my opening line, I think I said something about they're going to be a riot when they did it on the, when they were bidding on the white chick. And I go, you know, I was like, and I get a little, I get a little bit of a laugh and there was some creepy dude that was like an older dude who was bidding. I made a black guy though.

Speaker 5:          01:52:53       I said it's like a pedophile. And they kind of laughed at that and then I said, you guys, what are you doing with auctions? Didn't you learn your lesson with auction years ago? And I think it's kind of funny and I think like I'm going to get a laugh. Like, like kind of like, oh he's an insult comic and I hear like a womb and all of a sudden another who and I wasn't quick enough to keep going and I just said he paused, I paused and then you let them just started building. It was like a wave of booing to started to like get this mother fucker off the stage and people start throwing shit. And I swear to god, I hear it, get that fucking wait, get your white motherfucker ass off the stage before I kick your white motherfuckers. And I'm like standing there and I'm, I'm kind of like in this, like all of a sudden I get hit in the head with a cup, a crumpled up coke cup and he pisses me off and I go, who the fuck through that?

