Speaker 1:          00:00:48       Right now, here we go.
Speaker 6:          01:15:54       trying to look good at all. I just try to just do my job. What's important is not me. What's important is these, uh, these guys fucking throwing their bones at each other in the octagon. It's not me.

Speaker 2:          01:16:09       What kind of we did we smoke before the show? Well, Mr. federal agent. That's one of the funniest things that I like when someone will ask a stupid question and someone will go like, laziest homo ever laziest pedo ever lasers. Dea Age. Never. And it's become like a standard was like, I don't know who was the first one to do it, but I've seen it many forums. I don't know where it started from, but so many people do that now. Someone will ask a dumb question and someone will China, you know, China with that. I think it's really funny, like whenever people ask like drug questions, like, hey man from Tallahassee, where can I get dmt? And some of them, right? Laziest dea agent. It's become a part of it. Would you say that's the lexicon? How would you say to them?

Speaker 6:          01:16:51       Yeah.

Speaker 2:          01:16:56       What else? Brian? Me. Your questions, uh,

Speaker 3:          01:17:02       kind of weed. You smoke before a show man, you wouldn't smoke. Kind of weedy. The kind of comes from. That's

Speaker 2:          01:17:10       a funny thing that was talking about marijuana supporting these Mexican drug cartels. What are you talking about, Steve? But the part that I buy, I bought this guys growing right over there. You can go to his house. I'll show you the fuck he talking about. He's not al Qaeda and he's not a Mexican drug lord. And he's right down the street. He's a nice guy and he's got plants. He'll sell you water zone. We put fertilizer and she does a great job.

Speaker 3:          01:17:34       The fuck man. And it's great. There's a website called web tracker.com. We met this guys in San Francisco, but each store has a uh, own forum and so like, uh, you find which stores near Your House and then you go to. This has like a little website just for that store and everyday they'll say we've got train wreck and we, this is our specials, you know, and stuff like that. And it's great. People Review it. Oh, it's incredible.

Speaker 2:          01:17:59       Amazing that. So at this point it's so free here in California that it literally is like pot is legal. It's just,

Speaker 3:          01:18:07       it's very close. Right? Like what's in between, like, like what's,

Speaker 2:          01:18:10       well they've passed one step of a multistep process to making it illegal for responsible use for adults over. You know, I'll probably be over 18 or 21. I mean it should be over 18 I think. I think that's reasonable. You know like alcohol I think. I think alcohol should be 18 with supervision, meaning like, you know, it should be okay for like your dad gives you a beer when you're 18 years old, you know, or you come with your dad to a place where his buddy has a bar and you know, just going to call him a boy beers number that'll be here before, you know, slowly introduce them into the world and make it like it's no big deal. You've got to learn how to hold your liquor. Okay. I understand. And from your fucking father, you know what I'm saying? Like as a young man, I let him take away all of the mystique of what alcohol really is.

Speaker 2:          01:18:53       And that should be the same thing with the real problem with any thing that affects your mind is that we don't have enough people out there that are explaining to people how to manage that shit. And with alcoholics, at least they have alcoholics anonymous and you know, they can help guide you back on the right track. But you know, there's no, no people out there that are telling you, you know, like explaining to you how to incorporate. We'd successfully in your life for the maximum benefits, you know, I mean shit, maybe we should write a book about that because it's a fucking good idea because what really we need in this country, and it sounds like all spiritual, crazy Voodoo, but we need Sharmane and what a shaman is in like in the Amazon rainforest of the guys would make the IOWASCA. It's a dude who's been there, done that.

Speaker 2:          01:19:35       He's done it a thousand times. She knows what to expect. He knows what's gonna happen. He's not scared of it. He enjoys and welcomes the experience. He could talk you through it. You don't have to freak the fuck out. This guy is going to help you, he's going to sing songs, going to comfort you, they're going to play the drums and you're going to get to talk to dead people. I mean, that's what it is. It's a showman and we need a shaman for marijuana and we really could use a shotgun for alcohol to this. She would be someone who culturally explained to the group. I mean, there should be like expressed as an ethic through the entire human community that it's wrong to be drunk and obnoxious and be a fucking douche bag and ruined other people's good time and that should be something we all agree upon.

Speaker 2:          01:20:14       Shouldn't be something funny like, Oh, maybe I told him he got drunk and rip the girl shirt. That should be horrifying to everyone involved. We should. All that is is the reason why we don't address that is we have this crazy way of looking at drugs. We look at drugs like [inaudible] and they're all bad. They're all under this. Same is one gigantic carpet of everything's bad for you, so it's not necessarily bad for you. It's only bad for some people. It's good for some people. The experience is benefit you then make your life more interesting.

Speaker 3:          01:20:45       Should Sharman be driving while giving advice? Do you have to promise me if you get 18 year old and then that person just got their license two years ago, they don't. Not to fucking drive, you know, drive reckless. Yeah.

Speaker 2:          01:20:56       It drive too fast and then they're not good at it. That was me. I was terrible driver. So lucky and I have a dwi. Yeah, yeah, yeah. Do you ever get one? No. Never got one. Yeah. I never drove that drunk, but I probably could have like, you know, the legal limit is like

Speaker 3:          01:21:13       I try to do one day or an hour pretty much. It's one bear. Yeah. Have you had one beer and you get pulled over 20 minutes later? I bet you could probably get nailed. Maybe if you say borderline

Speaker 2:          01:21:22       for a half an hour. The second beer. Right. That's crazy. But with a lot of people, that's good man. You really should. They really shouldn't be driving anthony from opie and Anthony has a really interesting point. It's like, what if I'm good but I drive drunk, but that's not a good point. If you kill a kid, you know, slammed into a family.

Speaker 3:          01:21:39       Well I would say I'm better than average driving drunk, but you know, there's no test for that. You know, unfortunately they came to sit you down and go, okay, you got to play fucking pole position for an hour and skills. That's thing about marijuana.

Speaker 2:          01:21:53       If people are just more cautious when they're it, you know, people think that marijuana affects your, your reaction. It doesn't, it really doesn't. I smoked marijuana and I do Jujitsu all the time. So does Eddie Bravo. So like a bunch of different, like really high level Brazilian Jiu Jitsu guys, I forget about me. I know guys that are like world championship, black belts that love to get high and then go do Jujitsu. Like it makes them connected to the movements better. It's makes you, it's your very coordinated when you're high, but it's more like we were talking about earlier with like being paranoid. Paranoia is like too much information. You don't know how to manage it. It's not that it's a bad thing, it's a, you're just getting too much info. You're not keeping up with it. That's where it all comes from.

Speaker 3:          01:22:34       Dan, check this out. His cousin was going to jail, but after having the t, two Duis, but the policeman that arrested him died and so now you know, there's no proof or whatever. That's crazy luck

Speaker 2:          01:22:53       for everybody. But the cop. Yeah. Joe, you're going to be on celebrity rehab the next few years. Oh, totally. Have you watched that show? Yes. I watched one episode because Stan hope was mocking. Dr Drew. I said, I let me check this

Speaker 6:          01:23:05       out. It's like, wow, what a train wreck. I mean, it's crazy. It's fun to watch. I'm not addicted. Is there anything that I could stop? I don't have a problem with anything right now. I used to have, you know, my real problem has never been drugs. My real problem is games. I have a serious addiction to video games and to pool pool I think is a little bit more meditation because it's like a lot of handoff coordination and you have to steady your nerves and it's all, you know, controlling the ball. But I get obsessed with games. I got what I get when I play. I used to play quake and I used to play no bullshit eight hours a day at least every day I was online. I loved it and I've, I'm avoiding that on purpose. So if I had like a PR thing that I needed to kick at any point in my life, it was never drugs and drugs weren't ruining my life, but video games were kind of running my life.

Speaker 6:          01:23:52       Not ruining it, but they were. It was becoming an, an obsession. The problem is I enjoy the fuck out of it. Quake is so goddamn fun. You know, we're gonna try to create a capsule. You never. What's that? You're trying to quit caffeine. Yeah, I've quit. Caffeine should. It's hard. It is hard. Or, you know, when I realized that I needed to quit, I was writing a blog a day, you know, that one time before a film my special, I wrote a blog every day. So I was up every night really late because that's when I write my best shit. So every night I was drinking coffee at like 10:00 and I was, I mean, this kind of coffee too. I don't fuck around. I use a French press, you know, it's like I grind my own coffee, you know, you get a bird grinder and I give these beans only from these Kona beans from Hawaii and my favorite. This coffee will fuck your world up. This shit is strong and I will take it at like 10:00 at night. And Man I couldn't get to bed until five, 6:00 in the morning. And then when they finally did crash I felt like shit the next day and I did it a bunch of days in a row that I tried to stop and we're going to stop. I got these serious headaches but dull, like pressing headaches. Like it didn't even feel like coffee could fix him. It felt like I just

Speaker 4:          01:25:00       like a short circuit. My brain

Speaker 6:          01:25:03       fuck is calling me podcast.

Speaker 4:          01:25:07       Perfect.

Speaker 6:          01:25:18       My apologies. Ladies and gentlemen, don't you feel less energy at doing exercising after you smoke weed? No, I'm the opposite. I've, especially if it's a good sativa, people that are outside of California, most of what you're getting is called indigo and indigo is a very different kind of marijuana. Then Sativa. There's two types. There's Endeca, which is like relaxed couch. We'd like, oh dude, just go and chill. You know what I'm saying? That's Oji Kush weed. That's the way that makes you want to eat and fuck up your diet man diet, you know, but sativa is, I want to watch a documentary. Sativa is, you know, you want to watch the cosmos and see Carl Sagan on TV and cross seg and by the way, small pot every day. That was the shit. And the crossing was a huge

Speaker 2:          01:26:04       activist and advocate of marijuana and enhancing perceptions with bx. This guy. Shit, I understand that you and Brian had a little falling out. Okay. Let's just be nice though. There's no need to get crazy.

Speaker 3:          01:26:20       People are so emo. Yeah. There's a lot of email people. The mark. Aiden, I wonder which God has got the Mark Gaydon now a lot of people have the markets. Mark. No, I heard it's not. Sounds like a goddamn questions. This guy says I grow two strains. Sativa.

Speaker 2:          01:26:37       You're right. Joe. First of all, don't ever say your and spell it like that. You argue why? Oh, you. He didn't spell. You are, which is the gayest way ever. What are you a little girl texting your. I hate that. Why? Oh, you. And it's not an art. There's an apostrophe and, and there's an Ra. It's short for you are. It's not short for something. I own you motherfucker.

Speaker 3:          01:26:57       Have you been playing quake live at all? I fucked that up all the time. Now everybody, you were your mistake. You're writing. Especially if you can type fairly quickly. You just things come on. Fuck that. So I was thinking about getting a regular phone, a skinny like razor phone on verizon network and then getting the IPAD. So like if I'm like out my car, pull up my ipad, have a better internet but have a solid phone.

Speaker 5:          01:27:24       Hm,

Speaker 2:          01:27:26       go. So you're going to go back. Go back. I think just as well. But what if someone sends you a picture? A video on your phone? Some asshole. I can't believe this. Check this out.

Speaker 3:          01:27:34       Did that now? Yeah. You know, why did they go with 18 and t? Well you don't have to, you know, here's the thing. No one's thinking of this. They have those modifiers now. So you just have your mind, a verizon network and now you have horizon anywhere you go, you know? Really? Yeah. They have these boxes that connect and then broadcast wireless. It's called, if I remember I showed you, they're about this big. So if you have a little case, like a statue that you have your ipad in, just have that, throw that in there, turn it on and you have verizon. Wherever you go to this motherfucker just hacking the system bitches. And that's another thing that's going to be big man. Persons are going to have to come back because of this thing. You know you're a big advocate of the marriage. I actually bought a domain name and I told her I was addicted to domain names. I bought IPAD sling. So if you know anyone that's like, oh shit, you know anyone that makes versus just my laptop. No, I don't know anybody that makes purses. Guys don't wear

Speaker 2:          01:28:34       man, man. Man, man. Pouch those, those men bags, they look like a fucking purse to me. Fanny pack looks like a manly choice. Family Pact doesn't though. The Chin. All your stuff is right there. So one wants something just unzipped and he gave it to him. Right.

Speaker 3:          01:28:50       See I liked my little man purse that looks because it's made for guns. So it looks like a gun. Satua base will fit the IPAD so it doesn't look natural. It looks like it was for jewelry. No makeup. I haven't reviewed that. Stick in and mirrors. Yeah, but you like, like you got to go do the Disney family asked fucking fanny pack. I like fanny packs are wearing all the time. She didn't have a company and then you can also sell ice or ipad slang. I don't want to sell them Ipad, sling and not buying the I pad, but I, if I didn't have a kindle, I would see what you're saying and. But wait, if you want to buy a portable DVD player for the car or something, we're like, you want a good one though? It was like, don't you pay a little extra if you could download the movies while you're in the car?

Speaker 3:          01:29:39       Okay. First of all, how dope would it be if you had a screen in your car and stopped? No. You can do that. You could make that screen in your car and install it as a screen. Yeah, you could totally do. That was thing that on the way over, imagine that gps. That might be the greatest thing ever and it's got to see how many inches is that? It's nine point seven inches across. So thin. They could just sit, fit it right in your car and you feel your dashboard fitted for it. Whoa. You know what's really funny is a lot of people are bashing it. That's not widescreen. Well alright there's going to be the bar on the top and the bottom. So they wanted a white skin. So what do you mean? They wanted us to. They wanted them to chop off the top and bottom or make it bigger. If you make it bigger than that thing would be this big but widescreen. So it's like a letterbox thing. When you watch a video you see a little black stripe

Speaker 6:          01:30:23       but that's what they had to do. That's what did to people don't get widescreen. It'll kill it. It definitely is better to have something that you can read books and watch movies on if you look at it that way. But the way I am video games still's not that appealing to me because I already have a laptop and if I'm going to spend time like what is it going to give me? The. The laptop's not going to. I can watch movies on the laptop. I'm, which will be done. That. What else can I do? I get online on that. I get on my laptop better. So what am I doing with it? The applications really and why?

Speaker 3:          01:30:54       No, all right. It's the size of a book, so what they're saying is that what if you use it like you have a razor phone in your pocket, you go into the comedy club and you have this little thing the size of a little notepad. It's in a little leather pouch. Him keep that bitch in your pocket. You're going to pretend that you going to carry this thing around with you everywhere. Well, no, you throw it in the car. It's like a. It looks like a little book. It's a little book, you know, so you throw it in the car so that you could use it when you're out, when you're out. You if you have it in the like Steve Jobs, people are going to bring interesting to restaurants and instead of texting they're going to be sitting there moving books, doing little g emails, checking their calendars. Steve Jobs, you bashed. I think people are Basset and freaking out about it because there's a couple of things that it doesn't do or doesn't do flash and stuff, but that's another reason. Have jobs just fucking this up. I think on the market people are going to go crazy for it.

Speaker 6:          01:31:43       Analogy. Alright, let's read some questions from these people gears of war. Fuck you have. That game was awesome. That's another game. I'm scared of that game. I don't want to get locked in that world of playing that Shit online everyday to fun, man. We got a chance to see that early on. We got a chance. We were in North Carolina and I met cliff. He be from epic games and he got us in and we gotta look at the models of. Gives a war way before it was released. It was fucking crazy. The new stuff. They're working on these new entities to do so insane. Like he, he showed us a demo, some of the stuff and the guys at ID software did to Tim Wilson and Todd Hollingshead and John Carmack and those guys. Those guys are super cool. They, they let us come and check out all the new stuff they're doing. That's my favorite all time games quick. But like I said, I'm scared.

Speaker 3:          01:32:35       Did you know that there is a, uh, they did a report on a browser, crashes on computers and I think it was 85 percent of all browser crashes were because of Flash. Whoa, that's a big number.

Speaker 3:          01:32:51       Whoa. 80 five. Because other than flashed you got javascript. He got a couple of things, but 85 percent of that's crazy. Like how has that allowed people to say people are freaking out about something. It's a plugin, you know, html five point. Oh, is about to come out which will make flash pretty much unnecessary. How's it make less on this? Well see the problem is they started using flash back in the day because that was an easy way to take video, put it on the Internet so anyone can watch it because people's Internet connections kind of sucked and you know, and it was in one format. What html? Five point. Oh days. It's pretty much make, I think it's h, two point six for like the video. We'll just play in the browser, kind of like our gift works, you know, like animated Gif will work no matter what because it's made in the coating of the browser. So this will make videos and stuff like that. Just be in the, in the coding and just work right now. So guess who's who gets, who's making our editing, the html l point, five point zero coding. This is kind of interesting. A guy that works at Google and the guy that works at Apple,

Speaker 6:          01:33:58       so you have long had this theory that um, that there's a battle going on between a apple and flash. And you think that one of the reasons why apple has such a hard time working with flash and make it shitty on purpose so that people move away from flash.

Speaker 3:          01:34:12       Well, I think that's a good good theory definitely. But the big thing is, is that like no one in silicon valley works together like Amazon and apple and they're all not working together as a team. They're all like having to fight and do. And you know, like the opposite of what this person's doing. Like, like if a flash releases a new plugin that works with firefox and or whatever it but doesn't work for safari, they're trying to work for safari. Safari changes something and then it fucks all their shit up. You know, it's constantly like that with everything in silicon valley because they don't work together. They work together. Just thing is going to go understand seeing conspiracy behind. If I'm sensing flashes getting pushed out for some reason. Mostly because of the security reasons. It's very open a, you can get hacked and security with flash and stuff like that. Uh, and I think it's getting pushed out, especially when html five point. Oh, comes out, which is probably coming soon.

Speaker 6:          01:35:08       Hey she. Five point. Oh, can't do with flash does buddy. And it's proprietary CODEC. It's what? This is what this guy says. Filbert double o seven.

Speaker 3:          01:35:17       Yeah. Yeah. Go, go google search tml. Five point zero. Go look at wikipedia or whatever, you know, even explain it in there. It's pretty much known that once html five point, oh, comes out. That flashed for the most part, it's going to

Speaker 6:          01:35:31       be hurting. Okay. Well, the gauntlet has been thrown down. A challenge has been made.

Speaker 3:          01:35:39       Youtube has already switched over to all their videos to five point. Oh, what is this guy's asking? What? So as Vimeo, vimeo.com, I believe, just switched over to a to five point. Oh, ready? Meaning that's why Youtube now works on your iphone.

Speaker 6:          01:35:52       Hold on a second. This guy's asking the question. What's with the sensoring on this social message board? Does. What does the sensor is like? If you try to twitter or something and you swear or on this, would it change it a maybe? Is that why that guy wrote that fucking like that. Oh, maybe. I don't know. Is that true folks? You can't swear on this.

Speaker 3:          01:36:10       It's probably a setting. If there is.

Speaker 6:          01:36:13       Oh it has to be a setting. Please tell him that setting

Speaker 6:          01:36:18       that is, you know, people don't think that's a big deal. Like I always make a big deal out of the fact that, you know, censorship, certain words, you know, and people say, what's the big deal? You know, why? Why do you have to be rude? Why can't you just not say those particular words or in your own certain people or in certain situations like that's a way of controlling us. It's nonsense. It makes no sense whatsoever, and words don't mean anything other than intention. What's important is that you are expressing your intention. You're expressing what you're. What you're thinking, that the idea of magic words is it's poison to the language. It's terrible to have words that you can't use around certain people and you can't use. When you broadcast them, you'd be fined hundreds of thousands of dollars. That is a just a gigantic distraction that's complete total mind control.

Speaker 6:          01:37:03       It's a technique that they're using to try to control the population. There's no other way around it. There's why outs is censorship, is what it offends people. Why isn't offend people? You don't have to listen to it. The government's going after it. Why they're going after they're going after it because some people are very offended by it. Whether it's religious people or you know, really conservative people, but why? Why the offended by it? It's, it's nonsense. It's a fucking huge distraction. It's just a word. Whether you say I fucked her or I had sex with her, you can't say I fucked her. Like, is that really hurting someone's feelings? So. So what happened, uh, on the, you know, the night that you proposed to your wife? Well, I fucked her. You know what I mean? It's not a bad. Well, it's actually, they're the same thing. You're saying the same thing. Like it's not offending me if you say you fucked her, you know, if you say I that fucking hurt, I'm not going to get. Why would I be upset? What kind of a Douche bag gets if you stub

Speaker 3:          01:37:56       your toe and you go, oh, that fucking hurt. Who gets them out that who the fuck is wrong to say that's it's a trick.

Speaker 3:          01:38:05       Yeah. But if we didn't do that, then words wouldn't be as powerful as they are now. It would be just as powerful. Do you? You're like, Eh, whatever. I heard fuck you five times a day. You hear it was like so exotic word that nobody used, like still has a good amount of zing to. It is the only one you know other than racial epitaphs. There has to be a way to turn off the sensoring thing, right? I don't know. Lazy job. Is there a way to turn it off? The social stream appears to be censored because why would they sensor data, but yet I could say fuck, fuck bag right now and it's even worse. It's how you say it in this man says what? I let my kids curse. Fuck yeah. It's just words. Goddammit. People are so weird. Wow. You really are censored. I don't see a single swear. No one can swear. Now everyone has to ride that thing. I think it's twitter. It's not twitter. It's nuts. It must be ustream. Yeah, it's totally username, but it might be just a second. You could say anything on twitter.

Speaker 6:          01:39:05       Okay, well that dude who I was talking earlier with, t h cit and we're giving you a hard time with the way you wrote something. I completely apologize Sir. I was of line. I did not know that you actually couldn't write the word fuck and you had to write all that other nonsense. My apologies.

Speaker 3:          01:39:23       All right, so it does not look like you can turn it off or at least no one's saying anything. Teach that to a kid and have him repeat it in school. I don't know what this question was about, sir.

Speaker 6:          01:39:35       Okay. Well thank you. Uh, Austin Curtis Austin. See Curtis, because if it wasn't for you we wouldn't even have known that it is censored.

Speaker 3:          01:39:45       This guy says the Bible is just rubbish English people such cool things to say rubbish. I mean that sounds fucking some gay things that they say take a leak,

Speaker 6:          01:39:55       but you know what my favorite is proper. You know, like if something like, oh that's a proper sports car.

Speaker 3:          01:40:00       Yeah. Proper. That's like that. I like when they say that there's something that sounds dope about that. Now that's a proper cell phone. No, you just see it on the telly and telly. Telly doesn't.

Speaker 6:          01:40:14       I like England on man. I enjoyed over there doing comedy with. It's fun. Yeah, they're fucking cool. You know, it's like our comedy translates directly to them. Shake their comedy. Doesn't translate the same, you know, like their standups don't translate as some of them make it over here. I mean obviously I'm a Sacha Baron Cohen who in my opinion is one of the funniest guys of all time, but he's not really established. Oh my. He's like crazy prankster. Hilarious guy. Yeah.

Speaker 3:          01:40:41       You see somebody was fucking a chicken on a subway yesterday and somebody recorded on video just like, you know how it saw sat in those. Oh, that's one of the signs of the apocalypse. Yes it is. I think it's on d listed.com. It hard.

Speaker 6:          01:40:54       How did it get hard? Oh, you can say kind of you space it out. This guy wrote word spaced it out. You clever bastard. Just like Battlestar Galactica. They just start changing the words. There'll be forking and I like that was the craziest thing ever on Battlestar Galactica. What the frack frack. Like you could really say that. I mean, so it just shows you how dumb it is that we still have magic words that you can't say.

Speaker 6:          01:41:23       Yeah. People having sex with chickens is freaky. Have you seen chicken? Pork? Egg Hall is supposed to feel real good. It's weird that like some animals, like sheep are supposed to have like a perfect feeling. Vagina. It's supposed to be just like a real one. Yeah. She supposedly. Yeah. This is weird. I know right now is what Jesus is. Tau Pet sheeps and shit. This dude is putting this advisee. The dirty banana says, my brother in law's a Brit. I liked when he says proper flucht like when describing trash. That's totally how they would say it might. I was proper fucked. Wow. That's a cool fucking thing to say. That's. And you have to say that, but that's something you have to say with an English accent and say like, yeah, it was. I was out there. We were getting drugging. We got to fucking join God and listen. I was proper fucked people. Go what?

Speaker 6:          01:42:21       I was proper fucked. Yeah, and the way they say so much better. They say constantly fucking cunt. With a fucking cunt. Cunt is not as strong over there as it is over here because they say it all the time. It's like they're way more liberal with. They use the word cut checks a around all the time who hung out with fucking counting. Cigarette counting is a great word when cons. Not good enough. It's counting, you know, it's like takes deeper. It's like you're so, so bored with St John. You said con so often. The n England, the end of it. That's all. That's all hard. You Roll fucking cutting cigarette. You know. You say that man, that someone's used to car. I need a smoke a fag. We need a stoner president that would get things done. Supposedly there's a picture of Obama smoking a joint. Yeah, but I don't know if it's a joint count.

Speaker 6:          01:43:10       Cigarettes, no way to tell. He's definitely smoked weed before, but man, I don't think there's any way he can be doing it now. First of all. Yeah. We do need a president that sees other ways of looking at things. That's what we need. Whether a president's a yoga master does it, you know, all naturally or whether our presence of stoner or whether our presidents. A guy likes to go into the jungle and take Iowasca with the Shaman. We need someone who has a leader's way of seeing the world, someone who sees it outside of this crazy, predetermined pattern that we're on right now. You know, I mean, I wrote this article about it's on my blog about the large hadron collider and how crazy it is that like at a certain point in time, science got to this weird point and I'm not trashing it in any way because I'm fascinated by technology. I'm just making an observation that when we first started inventing things, it was to improve the quality of our life. You know, we invented spheres so that we didn't have to chase after the animals and vitamin with our teeth. We invented things. We never rented houses, so we're surviving to the rank, but at a certain point in time it got completely

Speaker 6:          01:44:16       past that. And now even though we have all sorts of things to deal with with the human race, like poverty and what's going on in Haiti and Liberia, the vice guide to Liberia, if you haven't seen that document, God damn these fucking dudes went to Liberia, which is this crazy nation in Africa that has like rampant cannibalism. Like people are constantly killing each other and eat each other. They're selling human meet on the street. And this, I mean, this one dude talked about he was a warlord. They called him general button naked and this fucking crazy guy would kill babies and talks about it. How he would kill innocent children from the, uh, opposing tribe or whoever the fuck they were at war with, cut out their heart and they would all eat the heart and would strengthen them for battle and make them vulnerable to bullets.

Speaker 6:          01:45:01       He ate a lot of people. And this guy talks openly about eating people about what you eat. If you're hungry for hunger, you eat like the soft part, like the stomach and the inside of the thigh because it's tender, mean. He's talking about like what you eat. What part of a person you're talking about a return, this guy in who was eating street food, like you bought some chicken skewers or something and it was human meat and he can tell because he's eating it so many times. So he explained to the police, this guy's like serving human food and you have him arrested and now the guy's like a crazy a evangelist. And he like, he like preaches and fellows. He's killed thousands of people as the name of that documentary. The vice guy to live barrier. Yeah. Texts that are twitter that a lot of people are asking me, Jesus Christ, I got gotta took that.

Speaker 6:          01:45:44       One of the craziest fucking things I've ever seen. You know what's weird is that Obama's still struggles with his cigarette addiction. You know, he's always talking about that. How he just started back up and stuff, right? I'm going to post one of eight have posted up on twitter right now. There's, you, you got to have to find them. You know, if you just, it's the, the site is very clunky. The vice guide site, these guys that put the site together, it's um, they, they didn't do such a great job putting the site together, but the, but the footage is incredible, you know, I mean, what they're doing is just amazing. The stuff they're, they're getting deep into this. Like Liberia is like literally like a scene in a horror movie. Like it's like a lot. They went to a brothel in Liberia and it's just like saw. I mean, it literally is. It's hostile. It's insane and it's real and it's happening right now. I'm posting it up on twitter right now. This is the first one. This is part one,

Speaker 6:          01:46:47       but it's you, you, you mean it really will change. The apocalypse is here. It just hasn't had America. It's here. It's in Mexico. It's in Liberia, it's in Haiti right now. It's all over the fucking world. There's big crazy shit is happening all over. The world is not happening in America yet. You look at how Liberia is, that's going to change the way you look at everything. And the fact that this could go on today in 2010 and not even have it be like a subject like that that makes the 5:00 news, you know, that it's more important to find out some new girl that tiger woods fucked. You know what I mean? Really? There's people in Liberia, they're eating people on a regular basis. It's, it's, it's fucking crazy. Once you watch it's gonna. If they show up, they show a guy with the human heart. They show a kid, a young kid talking about, oh, that's the good meat. That's the good beat. The person pd talking about eating your enemies. Whoa. What the fuck man?

Speaker 3:          01:47:44       It's pretty heavy shit.

Speaker 6:          01:47:50       Mother fuckers at your home phone on vibrate. Right? What happened?

Speaker 6:          01:48:04       I Apologize, Ladies and gentlemen. My bad came. I was going to ask you something to me. Well, you know what? You see me everyday, motherfucker. Let's get some questions from these folks know me well. I've been trying to ask you questions from these questions. Okay, let's go for some. But in Africa when I was going to ask, it's a fine line, ladies, gentlemen, between letting the rant come out, letting the ramble and I want to answer your questions, but you know, every now and then I got something a rant comes and I think for entertainment purposes it's best to roll with it. We got to stand hope lately I have not seen paranormal activity but I want to style. But a while I started talking to him was probably a couple of months ago. He was telling me he was going to come to la. We're going to try to schedule a crackle.

Speaker 3:          01:48:47       The show that never goes anywhere. We have to do that soon man. Let's get cracking. Sign. Seriously. Crackle show. Not Tell people we can't tell you what it is here.

Speaker 6:          01:48:59       Do you watch the Pakistan gun market on thing? On Vice TV? No. I only thing I've seen on vice tv right now is that Liberia thing. But that fucking do what those guys are doing is incredible. And I've heard this all their videos are incredible. Vice Guide to Liberia and again I posted, I just posted it on twitter, but if you just go to vbs.tv, that's their website and they have so much different shit there. It's incredible. These guys have giant cast iron balls. I mean this dude drove to this fucking town in Liberia that's like this shanty town where there's no electricity. There's no. There's a piss and shit in the streets and this dude and a truck. They drove in there and people started yelling, give us money, give us our money. Like it's crazy. They could have been hacked apart, alive. I mean literally it's like a scene in the Goddamn horror movie. Oh my God. Why? The girl says from the video of champion monkeys, because you need to know, need to know. Goddammit. I need to know where that hair came from. Things. My cats here. Hopefully sneaky bitch tastes like her hair. I've had her hair in my mouth. Um, questions. I didn't put up a website thing here on the message board and usually to do. Maybe someone could. Someone's asked questions in the message board,

Speaker 6:          01:50:28       get Bravo Indian drunk on eastern. No, because this is my house. The bronto does not. He's not allowed to drink at my house. When you have babies, that's the first thing you want to cut out as Eddie being drunk in your house. The sharp corners and knives. Worried about Eddie being drunk and you're out.

Speaker 3:          01:50:50       Just brought this girl sleeps in the baby room with a honey coming over. I got this honeycomb and over can sleep in the crib to he dropped.

Speaker 6:          01:51:02       Okay. What's the big deal? I have a family man. That's hilarious.

Speaker 5:          01:51:10       Bom, Bom. Mm. Okay.

Speaker 6:          01:51:18       Answer a few more questions and we're going to leave soon because we've been doing this for two hours and that's how we're going to keep doing it in the future. What we've got to get all. We got a bunch of one that we're going to figure out today how to get up on itunes. We record just the audio portion of it.

Speaker 3:          01:51:33       Any News on your website?

Speaker 6:          01:51:35       I got a crazy website designer who knows what he's doing. He's working on some crazy shit when it comes out. It's going to be dubbed though, so I'll leave it for now, but in the meanwhile, Brian may build a bridge. He may build a website to bridge us between this website in the future website because he's getting, he's chomping at the bit. So what's your, um, what is your review page? Is it a, what is your zero? My space is at a. let's find Jesus.

Speaker 3:          01:52:01       Yeah, they're all on red band dot Com. Or if you just want to check out the video part of it because I have a written review and the regular video review, but if you go to youtube backslash, let's find Jesus.

Speaker 6:          01:52:13       Okay. But then go to Red Ben Dot Com. Red Ban r a r e D, b a n.com. Seriously, if you ever want the best review of the droid I've ever seen as his review, he breaks down.

Speaker 3:          01:52:25       I was talking about this today with customer service. Like technology hasn't helped us in any way. Trying to like when you're on the phone going no, d like dog B, like boy, there's nothing that has been. Has been invented to distinguished d's and B's.

Speaker 6:          01:52:40       Yeah. Yeah. You have to say a Beta Alpha P as in penis. You always use

Speaker 3:          01:52:46       words, ideas as Dick. I do. I do. This guy was getting really annoying and I was trying to sign up for my, uh, my serious, so I kept using swear words in Shit, Diaz and Dick and it was like, okay, okay. Okay. I think it was like he was annoying me, so I was like, no, he was annoying me. That's hilarious. It was just being so unhelpful. Like what I was talking to him. I'm like, listen man, I've been a customer for a long time, like, been awkward with me. So, uh, I was holding off for them verizon iphone since that didn't come. Should I go with the pre or what should I do? Yeah, I fucked us. We thought that we were going to get the uh, Wednesday announcement.

Speaker 6:          01:53:24       Yeah, it was gonna be a new, um, I'm going to check a look at the pre because like I said, I like this for the phone, but it's, it's pretty much a, you know,

