Speaker 1:          00:00:00       To to, to, to do.
Speaker 4:          01:12:59       All I could think of us. So with that, what would I do for a living? What's my. What's my revenue stream at that point? But when I complain about, yeah, what do you think about what's going on right now in Israel? Well, that's pretty significant, but it's no explain to people what's happening. Well, I mean at the 30,000 foot level of sort of, not to have to start from a different direction, but it's a 30,000 foot level. We, uh, we've lost a, a significant amount of leverage in the Middle East. So as an example, when previous secretary Kerry from President Obama's administration talked about, uh, going to a conference to talk about peace in Syria. It's a joke. It's ridiculous. We don't have any influence in there where they were not the player out there anymore. We're not, because again, this idea that we're going to step off the world stage a little bit as we did that over the past several years, uh, Iran in particular has realized more influence, more leverage in that region than they've had in modern times.

Speaker 4:          01:13:56       And they're ecstatic. They're, they can't believe their good fortune. Um, and you know, I'm not just beating on that whole ridiculous a nuclear agreement that we ended up signing, which if secretary Kerry was telling the truth and saying that it was all based on verification, we're kind of fucked because I'm here to tell you we don't have really good verification on their programs. We and we haven't had it for a long time, so we rely on the Israelis to a great deal on some of our couple of our other allies out there who have better human source intelligence. Uh, but if it was down to us, you know, we'd be flying a little bit blind because it's up to, it's a tough, tough target. Um, so anyway, uh, point being, as the Iranians saw an opening over the past few years, uh, to do what they wanted to do for a long time and now they have, um, a increasingly tight relationship with Iraq of all places.

Speaker 4:          01:14:51       The Russians saw the same thing that the Iranian saw in the Middle East and, and, and, and we'll get to Israel in second, but Israel is just kind of sitting there, right? Like Fort Apache. The Bronx, so Israel is sitting there, you know, we, they are questioning whether we've got the same sort of commitment to them over the past few years. Russia sees the same thing, the Iranian see, so Russia goes in and they start doing what? Well, they start, they've, they've signed weapons agreements, arms agreements with a rock of all places, right? Iraq rock. They're selling hardware, uh, to the Iraqis after everything we were doing and all the blood and, and, and, and so, um, and then they, they've done the same thing with, with Egypt. They've signed weapons agreements, significant weapons agreements with Egypt. They haven't had a relationship with Egypt since the, since the Nassar days going all the way back.

Speaker 4:          01:15:34       And increasingly, you know, obviously the Russians, you know, they were never ever going to give up on, on what they had in Syria. They've got a, they've got one port for their Black Sea Fleet. That's it. And it's in Syria. They're not going to the idea that we were going to work together. This is one of those fallacies again where you think, well, maybe, you know, our interests are aligned as far as fighting isis. No, they're fucking not that they, they are not at all. And so the idea that somehow we were going to, you know, work, you know, and that Russia had the same sort of agenda of Russia was never, never gonna let Assad go unless they had a rock solid replacement who was on their team. So they've created this alliance. A Turkey in the meantime is kind of slid in there as well with that st packed again because we kind of stepped off the stage and people were curious and when people are not curious, but people confused, where does America stand, where are we, what are our commitments?

Speaker 4:          01:16:28       And when we don't say it out loud where we don't prove it, then they start looking elsewhere. So Germany and Turkey start creating an alliance, uh, uh, the UK and China, you know, create economic alliances. Um, you know, France and Russia working together and again in counter terrorism, you start getting these weird alliances that have been built up over now the past recent few years and then we're surprised that somehow the European Union is kind of coming apart a little bit at the fabric. Um, and so anyway, but the point being is then Israel sitting there, fort Apache, the bronx, the Bronx, um, obviously Netanyahu and President Obama, not exactly the tightest of relationships and you know, they, they don't have a lot of options. It's not like they could look around and say, well, we'll align ourselves with somebody else to protect our, what is obviously an existential threat for them.

Speaker 4:          01:17:22       Um, they don't have a lot of options. It's pretty much us. And so that kind of creates the environment that we currently existed. Now obviously there's a feeling that there's a bit of a sea change and that the US has recommitting itself to, to Israel, to its alliance. Look, it's the only democracy, legitimate democracy out there. And, you know, um, again, like with any alliance, we should always be able to question and everything, but we should understand that we've got to make these things as tight so that there's no visible daylight between us and our, our key allies that others because they're always looking for that day light that others could play off of and, and, and look to take advantage of. So that's a, that's a 30,000 foot look at, um, at the region. It's very disconcerting. There are six going on, seven failed states in the Middle East right now.

Speaker 4:          01:18:11       And every one of those poses in a sense of threat to Israel because what are they, the Libya, Iraq, Afghanistan, Yemen, Somalia has obviously done. And when you say by failed states for, for the uninitiated, what you mean is they essentially don't have a real government. There's no real government. Yeah, there's no, there's no sense of control. We're talking about millions of people, which, oh yeah, yeah, yeah, absolutely. Absolutely. And I mean, Libya, it doesn't get much in the press, um, because the previous administration had no interest in talking about it because they had pushed for, for the regime change in Libya. And um, that was, that was a disaster we had again, let's re. Yeah, I don't want to re litigate Iraq or Afghanistan or anything else. Frankly, I think it was a drastic mistake, but it goes back to what you were saying earlier in revenue.

Speaker 4:          01:19:02       Sorry, what you were saying earlier was that these, this idea that we shouldn't be involved in policing the world. The real problem with that is when you pull back, you create this vacuum. When you remove leaders, as brutal as they are, you create a vacuum. Yeah. You know, when it was horrible, Saddam Hussein is, there was, it was almost better for those people when that guy was in power then having what's going on right now, which is essentially. I mean it's, it sounds horrible to say so horrible to say something like that. But in the same with Libya, same with Libya. Absolutely. And the funny, not funny, it's terrible. Say that that way. But the strange thing about Libya was Gaddafi was working on our behalf in the world of counter terrorism for several years leading up to his being removed, the only folks that, that were involved in that exercise, that really had national interests in Libya where the French and the Italians and they somehow convinced the previous administration to get involved and that it was a good idea.

Speaker 4:          01:19:56       Um, and now I mean like Libya has got what, a hundred and 30 some odd tribes. It's even worse than a rock concert in sense of sort of a fractured tribal environment. And uh, it's, it's, uh, it's, it's a disaster. So what I mean by each failed stake potentially poses a threat to Israel is that what you get is you get the sucking a sound as, as all the air leaves the country. And uh, it becomes chaos. And Chaos is where a group like the Islamic state or al Qaeda or vocal Harambe, that's where the extremists make their money. That's where they make their hay. So they're, they gravitate to places like that. It's, it's, it's guaranteed. And you know, so I don't know how, I'm just way above my pay grade when you talk about, well, what does president trump do now with the Middle East? Well, he, he met with Madison, he met with a bunch of folks over the Pentagon today and one of the things he said is, you know, uh, we're going to take action and destroy Islamic state.

Speaker 4:          01:20:54       Well, good luck with that. You know, that's one of those things where it's a nice sound bite, but nobody should actually think that if we somehow rid Iraq and Syria, the Islamic state, that we've solved the problem and creating another vacuum. Yeah. And then someone else would come in and fill it. Yeah. I mean, how do you take a place like that and turn it into a democracy? That's the real question, right? Yeah. I don't think you'd do it too much. Deeply ingrained behavior. Yeah. Let me think about what it took for our, for our nation, right? I think, and we kind of want to every. We got short attention span, so we just want everything to happen in an accelerated fashion. We had to leave. We're going to have all democracy in Iraq or something. They, Afghans still don't have a clue what we were trying to sell them.

Speaker 4:          01:21:33       They don't have a fucking clue. And a guy that worked for me when I started the business of business, been up and running for about a year and I had, I had a Russian, uh, working on staff, a very interesting cat was a former, a gru, military intelligence, and it had been a tank driver and he had been out in Afghanistan during the Soviet occupation, uh, was still carrying some, some shrapnel around for that. And when we went into Tora Bora, he, uh, I remember he came up to me, it was visibly shaken and he said that was brilliant, really brilliant, but don't stay sister, like cockroaches, step on them over here and they come up over here and you fucking step on it. And he was really literally, you can tell this guy just was, you know, he was, he was starting to go off and he was absolutely correct.

Speaker 4:          01:22:17       We should have gone in there and did our tactical mission, which were very, very good at. And then left, but we were feeling the pangs of guilt from having left previously after we had that operation to get the Soviets out of there. And by the way, you know, I, I'm one of those who are happy to admit that maybe if you sell shoulder fired weapons systems to, you know, a bunch of folks in Afghanistan at some point it's going to have to be a bad idea. So you have to go back and buy him back. Yeah, that was a piece of work. But Anyway, point being is we should have left at that point. But we were feeling guilty about having left before and the idea was like, Oh, if we just stayed than al Qaeda wouldn't have found a home base in Afghanistan. And who knows what we might've prevented and the honest to God's truth as they able to found a home base someplace else. And we would have just been sitting

Speaker 2:          01:23:05       in Afghanistan for another 25 years. Right. The leading up to now. So anyway. Um, I think that's one of the most frustrating things about international conflict when, when people start thinking about it, especially people like me that have nothing to do with it. You look on the outside and you go, how does this ever get resolved? How does this ever get fit? Does it ever get fixed? I mean, is it even possible? I don't think. I mean, it's not going to end. I mean, when I say it, I guess I'm referring to Muslim extremism, jihadism, whatever you wanna call it. Um, now it's not in our lifetime. No, not in our lifetimes. And it's got to be on several levels. So I'm not saying, you know, you know, there's that old saying you can't kill your way out of it, but you know, it doesn't mean you can't make a good faith effort and that, but at the same time, but you have to work at, on other levels, right? You have to do, it's a meme right there. We can, we just remove that as well as my spoiler on the house of cards.

Speaker 2:          01:24:01       Who would have imagined that shows up 20 years old, I would've thought you'd seen, goddammit. I just started a couple of months ago. I'm only on season two anyway with the uh, the. Yeah, so the, the um, I forget where I was going with that weed killing your way out. Oh yeah. But you have to work on other levels too. So you've got to fill. Yeah, yeah, of course. You got to work with community. So like we got to. It's a huge lift and the local and the state and the federal authorities here in the US are actually spending a lot of time trying to build some level of communication and trust with the Muslim communities here in this country because at the end of the day, uh, if you just want to talk about somebody popping off and doing something horrible here in our country, again, the old concept of the lone wolf attack, whatever you want to call it, um, your real only chance of identifying that individual because they're not coming up on comms and they're not, you know, it's not on the radar already.

Speaker 2:          01:24:54       They're not associating unless they do. Maybe they do, but usually they're not associating with known targets and so your best bet is a mom or dad or a brother or sister picking up the phone and saying, I'm worried about, uh, you know, whomever, and I think that's probably more likely to happen now after San Bernardino when that San Bernardino attack and there was a lot of people that knew those folks were really into guns and St Louis a bunch of crazy shit, but they just wouldn't let me just get outta here and nothing's going to happen from this. Let me just leave these fucking ruins alone. And then they wound up, you know, because I also don't want to beat your folks, although, you know, a wonderful new word. Now I'm a fit. They also use to people who have left Islam, which is hilarious. Really high end. Hirsi Ali, they call her Islamophobe. Yeah. I didn't know she had female genital mutilation when she was a baby. They cut her clitoris off. She's lived under that oppressive regime. She risked her life to get outta there should we risked her life to come to the United States and they still call her and Islamophobia for anyone that said, I mean, this is like, it's fashionable. Anyone says anything critical about Islam by becoming an Islamophobia or a bigot, you're a bigot. And then it's like, yeah, you're. Yeah. Somehow it's

Speaker 3:          01:26:04       A. Yeah. I'm not even sure how we got to that point. But um, well it's the left, you know, people go, I mean, it's just like the far left gets nutty. The far right gets nutty, far reaches of any ideologies. They all, you know, they, they're blinded, you're blinded by their beliefs and they are supported by other people who were equally blinded. And you're, you're right on the far edges is where the zealots tend to reside for either side. And so the friend fringe. Yeah, I think we just came up with that. I think we can develop that theory really have been around for a while. Yeah. Yeah. You're learning a lot of new stuff here folks. Um, but it's when you, when you talk, when you have this, you know, you have a, a, just a massive amount of experience when it comes to foreign relations and when you're talking about the almost like hopelessness of creating peace on earth, you know, like that, that concept has always been. Everyone's always wanted peace on earth. We all want, right? But when you talk about the Middle East and he talk about a hopeless that is, and then you go back to like the fucking Carter administration, you go back previous to that. I mean it seems like it's always been a mess.

Speaker 4:          01:27:09       Yeah. No. And it's, you know, when you look at, when you look at the relations that these countries have amongst themselves, it's pretty fucked up. And then you think about, you know, our relationship, our efforts with them and that's a whole different level. But there's, there's a, I don't want to say it's, it's never possible that's too pessimistic, but from a pragmatic point of view, I think we just have to be realistic in our foreign policy and we have to do what we can to create allies to do, do our best, always acting in our own best interest and just get away from this concept that we're somehow, it's a community of nations all working together for the good of the world. Um, some groups do, like I said, you can have your allies and that's a great thing and we should always look to promote that.

Speaker 4:          01:27:56       And uh, but you know, ultimately I think we're the only nation sometimes it seems that apologizes when we act in our own best interest, we almost feel like it's unseemly or it's not the right thing to do, or Jesus or whatever. That's bullshit. Every other nation out there, including our allies at closeouts, they look at it first and foremost, how does this benefit me? How does this benefit our country? And if you just assume that's a principle in dealing in foreign policy, and then you also assume that another principle is that nothing is unconnected, you know, everything's, you know, nothing happens in a bubble. Then with those two things as guiding principles, you gotta start to creating a foreign policy that makes some sense, you know, and is beneficial. Again, the, you know, the, the, the difficulty is in, at what point do you exert your influence? At what point do you decide to be the police person, you know, but

Speaker 3:          01:28:46       it's not just evidence placement. The good man I conversation about Bradley team. You've met Chelsea if you turned it around, but don't you think that that's evidence of the fact that, oh, it's because of the fact that we are essentially the premier superpower in the world. And there's. Everyone else is a very distant second. So it's Kinda like where the big boss we kind of have to go, well, you know, we probably shouldn't be doing that. And yeah,

Speaker 4:          01:29:10       it is tough because you, again, I agree with those people to say we can't be policing everywhere. You're talking about China and it's a good industry. It's a. When you say were the lone superpower, you know, some people would say, well, what about China? And uh oh, it just said it. Like president trump does China. Then part of China's problem is, well they've got several, but one is that their economy, you. This idea that somehow they were going to rise to the top of the heap in the world because of their economy I think has always been flawed. There's a lot of. We spend a lot of. My company spends a fair amount of time looking at Chinese companies on behalf of financial institutions and others from outside of China. There's a lot of smoke and mirrors, a lot of bad paper. They're floating around.

Speaker 4:          01:29:51       They've got some problems, really shaky problems in their infrastructure and their economy and tied to that as a problem that if they can't manage the slow down if they can and if they can't manage and it's not good for us either, so we have to hope that they do. But if they can't manage a slowdown and part of that is in their economy and part of that is, is managing or putting a damper on people's expectations, you know, they've kind of gotten away for some time now with people thinking, I'm rising up, I'm coming up out of the poverty class, I'm getting up to the middleclass. I can be real close. Well, there's only so far in that economy, they're going to go and they've hit that ceiling basically. So they've got it. There's a lot of discontent in a sense and a lot of, a lot of problems that they're, they're trying right now to mask. I don't know whether they're gonna be able to do it, but we should all hope that, that they're somewhat successful. Since again, nothing happens in a bubble and we're connected. So if they have significant problems, so you can be issues. But um, and so I've never been, you know, when people say, well, what about trying to try and sort of a rising superpower along with us? Well, yeah, militarily, I mean it, you know, but we're still way ahead. We're still well ahead.

Speaker 3:          01:30:55       They're doing it like a mutually assured destruction ahead thing. I mean, we were all fucked if we go to war. I mean if we really have a world war that involves nuclear weapons, the whole planet. Fuck yeah. Yeah. Except for right. Come on up. So it's kind of weird though that it's like, that mean we are the big super power as long as none of these people like are ran or Pakistan or anybody who has nuclear weapons, as long as they don't launch anything, as soon as they launched everything, we're all fucked. So we gotta kind of keep everybody from launching everything.

Speaker 4:          01:31:26       Well, and that's really what, where the crisis is. The crisis isn't with us and Russia going to war us in China going to war, is that the crisis is, is, is a smaller a nation with a nuclear weapons. I'm losing it's shit for doing something stupid or some of those materials falling into the wrong hands. Those two scenarios are still the ones that are most worrisome. When you look at a country like, uh, I hate to say this, you look at a country like Pakistan that I was just going to bring them up. I mean if Pakistan didn't have nuclear weapons, we would not

Speaker 2:          01:32:00       really be all that interested in Pakistan, a sketchy place. And you know, Shane Smith was telling me about Jane Smith, the head of vice was telling me, but what does that one city in Pakistan that he was talking about that he said is essentially the most dangerous spot on earth. He's like, there are so many murders created in the city. Then you can [inaudible] you was, he told them. I think that's exactly what it was. It was just saying it's an insanely dangerous murderous place. Yeah. Yeah. It's, it's, it's A. Although there are parts of Pakistan that have beautiful. Yeah. And parts of Elo hell are probably nice to a nice spot outside of the lava side for the lava. Um, but it's. Yeah. So I think it's those, it's those places like Pakistan that really have Iran. They continue their march. This idea that somehow that at agreement stop them from developing that, you know, even though even the previous administration couldn't keep that, you know, she'll up any.

Speaker 2:          01:32:54       Are you worried about Iran? Yeah. Oh yeah, absolutely. Absolutely. In the sense that, um, again they're continuing their, they're testing their ballistic systems. They're obviously, I think they're still continuing spinning centrifuges and we don't know about it. They've got a lot of hot women though. They. Yeah. Well there is at so that. Yeah, it was hot Persian broads to come over here. Man. Persians. Yeah. There's some other bodies like the, they, they make them good. Yeah. Well, stout genetics. Yeah. It's uh, it, it is. Yeah, it is. It's, it's how do, how do you account for that? You're a dangerous nuclear power, but you've got these really hot women so we have put the two of them together and make something happen. Yeah, no. There was something like Bill Clinton make it happen. There was something that was going on. We're a. trump was really like openly criticized for saying that he wants to put America first.

Speaker 2:          01:33:47       You know, I thought that was so strange and people were saying it like it was one of the most horrible things a president has ever said ever. I got so confused by that. I'm like, isn't that what every country says all over the world? So you want them to put America second somewhere in the top five? Yeah. Yeah. Sixth. Is that like really being a altruistic, like what does that mean by someone being upset that he wants to put America first? I mean, if, if there's bad treaties, if there's bad agreements, if there's, if there's anything that doesn't favor us or our economy or our safety, why wouldn't you want them to put America first? That's really weird. Here's where I think we are with that. Maybe I'm completely wrong on this theory, but if Donald Trump was any other ethnicity been saying, America first would not be construed as racist. I think people, I think the far left construes it is racist because he's a white guy, right? So everything through race, they view everything through race. As far as I'm concerned. You think of Obama said that they would think he's being conciliatory to the ride and you know, that he's like trying to drum up paper patriotism or say look at he's trying to fire up the economy. It's all about jobs. I just don't think it would be, you know,

Speaker 4:          01:34:58       I just don't think it would have the same impact. And I think if Hillary Clinton said it, I think she would get a pass, but I think you're right there. So you know, some crazy shit about Russia that we should be able to respond militarily to the cyber attacks. I was like, you really can't say shit like that. And apparently what was sad was that they had said to the Russian people they were in contact with, look, this is all just rhetoric to worry about it, but yeah, that's what I was reading. I don't know if that's really how it goes down. No, it's, it's, it's pretty crazy shit when you start trying to imagine what's that line where another nation engages in some sort of cyber shenanigans and we're gonna respond militarily. The Pentagon is still trying to figure that out. One guy has been working on this for some time, it's don't try and draw this her, so they haven't done it either.

Speaker 4:          01:35:45       But the idea of what are your protocols for, for a cybersecurity, for cyber attacks, cyber warfare, uh, they're still trying to figure that out because it's so freaking difficult. But think about in this particular instance, what we're talking about is not really cyber warfare. It's someone getting a hold of some emails. So you read my emails, I'm going to launch a bomb at you. It would have to be, I'm hoping, I would think threshold will be higher than that, but it taking down infrastructure, but if you want to look at it from a simplistic point of view, I mean, that's really what they're saying. Yeah, yeah. Yeah. And, and that's where you're right, the rhetorics got and you can't do that. You can engage in that sort of conversation or you know, uh, that's why I would like to think that the new president would have, you know, or start to have more.

Speaker 4:          01:36:28       And I think it may be happening more discipline and sort of the messaging because you got to, you can't, you can't say shit out there anymore. Well, that was driving me crazy because I would tell that to my friends who were Hillary supporters and they, you know, they would try to ignore it. I go, how can you ignore that? That is a fucking crazy statement if you have my email, so I'm going to launch the military at you. But it, there's still confusion. Even if you think about there was a cyber attack by a nation state, a against our electrical grid, for instance, took down the, the. There's only three grids in this country, east West in Texas. So they took down the east grid. Think of anything. Now, if it's a serious and coordinated in a sophisticated attack, you may be down for three, four, five, six weeks, seven weeks could be longer because we don't manufacture a lot of that, that gear for the system anymore.

Speaker 4:          01:37:15       Here in this country we're in, we're putting lipstick on a pig for the most of the patchwork quilt of the, of the power grid. And so it's a, it's a fairly frail thing anyway, but if they take that down, then you think to yourself, well, how do we respond to, we do the same to the, the, the attacking nation that engaged in that. Do we respond militarily? And that's where the, you know, again, the Pentagon, it's been sitting there trying to figure out how, what do we do, what are the protocols, what are the responses, what's the, what line do we need to see before we. So, you know, this is a, it's a whole different world and this is something to really pay attention to it. Because going forward when talk about, well, you know, maybe something happens and you get people starting to launch nukes. Yeah, maybe again, you get some crazy as a leader of a small nation that decides to do something or they get overrun and you know, it falls into bad hands, whatever. But more likely than not, what's going to happen is something that spins out of Control in cyberspace. And because we either, you know, we overreact or we under react and then we were playing catch, I dunno.

Speaker 3:          01:38:23       Yeah. Just a constant game of arbitration and coordinated communication and trying to soothe things out, keep things from getting too crazy,

Speaker 4:          01:38:34       which is why, again, I sometimes make fun of diplomacy, but diplomacy is very, very important. So you've got to have those communication channels open all the time. People have to be talking, you know, the, you know, Intel services talk to each other all the time. Even when you know two countries or even when us in another country going at it in the media, you know, or we're really, yeah, the Intel services tend to be at working together, keeping that line of communication because they know it's pretty serious shit. You got to do that and things can get sideways really, really fast out there. And so, you know, you got to hope that the, you know, the conversations continue and we've got good people. I look at the new administration sort of second and third tier folks, you know, were crap actually gets done, you know, not the cabinet level or anything but the down second, third tier.

Speaker 4:          01:39:16       And they brought in some, some good pragmatic people. They've got some smart folks. They understand. I think the way the world works, they're measured in their response. Now, does any of that matter? You know, because the president is, you know, can be, you know, Tommy Lewis County. Yeah. He's his own guy and all he's gonna make his own decision or if you're like, who knows, I, you know, I, you know this, this caught everybody by surprise. So didn't really. No one saw it coming. Maybe there were a handful of people. I think there were four, four people in the entire country. Uh, but yeah, I mean, anybody else who said, yeah, I knew this was going to happen. They're just blowing smoke up your ass. I don't think there were very small number of people. I guess that actually saw it. This was developing and what's going to happen now. I had friends that jumped on the trump train early, really early back in when you thought, wow, you're what you're doing what? Um, but I think, you know, did they see something or were they just looking for a campaign they could ride? I don't know. You know, that is part of the problem. Right, right, right. Yeah, yeah. Everybody's looking for a job in, in, in, in, in a sense.

Speaker 3:          01:40:15       Well, there's also, I don't know if you've noticed this online, but there's a bunch of weird sort of now now very obvious right wing guys, but people that were just sort of a online commentators or they would have a blog or a little of this or that, and then when it kind of became a movement, this trump thing became a movement. All of their stuff got really pro trump and they started using words like cock column, People Cox and like and fallen into this, this, these camps where you're just seeing these tribal sort of behavior patterns play out.

Speaker 4:          01:40:52       Yeah, yeah. No, absolutely.

Speaker 2:          01:40:54       And some of that is because you know, you again, you've got people that are thinking, okay, look, this could actually happen. Would like a job. I'd like to be on the winning side. I like to jump on the team. I'd like to be one of the people considered as an ally instead of an enemy. And I find that that's the way the game works. I guess our though it's bizarre to watch. Yeah, I mean, I, I, uh,

Speaker 4:          01:41:15       early on I signed onto a national security letter with some other folks, basically said that, you know, we didn't believe that a Donald Trump, now president trump, uh, was the right candidate for, from a national security perspective. Right. And, um, uh, you know, I took some heat for that, um, but some of those folks are now looking for jobs in the administration and I think, I don't get it, what did you. But I will say this much, I once, you know, once the person wins, and this is maybe where, you know, I, I have a hard time understanding some of the angst that's out there. Once the president gets in, you've got a duty to, you know, work and make the country, you know, go forward and work. And so I've got no problem supporting the administration in the sense that I want them to do well.

Speaker 4:          01:42:04       And I don't think there's anything in Congress with that and in the sense that I, yeah, it wasn't my candidate, you know, I'm fine, but now that he's in, I want this place to do well and so I want this administration to do well. I'm, I'm glad that they've got good people coming in. Um, but you know, I still say there's gonna be things and he's going to do that. I'm going to say, yeah, it's great, good, excellent. And there's going to be things he doesn't know. What the hell is that? And I, you know, if you can't be in that position and you've always got to be all onboard or all against, I don't see how people live

Speaker 2:          01:42:36       that way and that's ridiculous. It's ridiculous. Do you think it's possible that he could pull this off and he could be a good president and he could listen to the advice of the people that actually know how the world works and stay off twitter? I don't think it's possible to stay off twitter. I don't think it's, it's like that old scorpion right on the back of the tweets with sad anymore. Sad. He can't say that anymore. It's got to stop that. I can't just say sad. I don't think that shit's going to end. But could you surprise people? Could good things happen as a result of a change in administrations? Uh, could the economy, you know, it gets see a bump. Could we? Yeah, sure. Of course. I hope it happens. I really do hope it happens. I'm really whole. P really does commit to rebuilding the infrastructure, you know, that's what I think could get a lot of great jobs and would do a lot of good for us. Yeah, I know, I agree. A hundred percent. Yeah. Roads, bridges, pipes, water pipes. Um, I think that there's,

Speaker 4:          01:43:28       and I, if he goes in that direction, if we see that now again, you got people questioning that, you know, sort of the spending. Um, so, you know, the jury's out on and um, you know, what they do with taxes, it seems like they're going to go in a decent direction on the, on the taxes. But yeah, I, I think it could. I think it could surprise people because I think what are missing is they see chaos. I see a lot of chaos, but you could also argue it's, it's actually a beneficial thing to have a lot of people talking at you, taking a light because they do seem willing to listen to a lot of different people. Right? At least early stage. I realized I could change or maybe you know, and I don't wanna make too much of it, but they do seem like there's a lot of different voices that are being dragged in and saying, what do you think about this?

Speaker 4:          01:44:13       What do you think about that? Now he's going to make his own decision, but we get lost. We don't see those things happen. You know, it's like the discussions that they've already started about how do we re, uh, align the Intel community so that it's more efficient, more effective. That's a good conversation to have. But we don't see that because people get lost in the tweets and they get lost in, you know, the various headline of the day, the cult of personality. And there is. And there is, to be fair, there's a media out there that wants him to fail as soon as possible. I mean they were just hoping that he wants to think that is because he's criticizing them because he's openly going into the war with them. Sure. I guess that's it. And also, you know what I mean. Let's be fair. This is not, I'm not saying anything that people are going to be shocked by, but you know, that this was not.

Speaker 4:          01:44:53       Their candidate never would be the e stands for everything they don't like. It's a very, you know, a part of the media is very insular obviously. Again, this is all stuff that people know so it's no surprise, but there's a large portion of the media out there that really wants him to fail and they're actively working towards that end. So again, you could go back to the previous administration and say, well look what Fox News was there. They were always questioning president, you know, that was one voice, you know, fine. And some talk radio. But Eh, you know, I don't know. So I think, I think there's a good chance, a good chance there's a chance that the president could turn out to be a lot better. Uh, there's probably a good chance it'll turn out to be better than people thought. Um, and you know, I, you would like to think that everybody would want that to happen, you know, who sits around and hopes it.

Speaker 4:          01:45:41       Obviously. Again, there were people on the right that wanted Obama to fail. Okay. I, that course again, but it's what we're talking about before when you said, you know, sort of the zealots on each side, I don't understand that mentality. So it's around. I says, I hope this guy fucks up really because you're living here, right? So, and this is your country and you got kids and you just want to say, I told you so. Yeah, yeah, yeah. They want the other side to fuck up. They want the other team, but you know, that's the problem is they're looking at as the other team instead of looking at as one big team. Once it gets in. I mean, we're supposed to be all on the same side. Once a guy gets in, you might criticize his movements, you might criticize his decisions, but ultimately you should want him to do well because it will be good for the entire country and you can disagree on policy is fine, but you know, if you disagree then find, get out there and do something constructive about it.

Speaker 4:          01:46:28       Right. I mean a donate or oh, you know, working uh, some sort of volunteer position or you know, canvass your neighborhood. Do you know the political thing? I mean people made a lot of fun of the tea party, but look, the tea party did what you're supposed to do in a democratic society. They organized, they know politics, they worked, they canvassed, they got representatives elected and, and you know, they pushed their agenda in a proper manner. So fuck it. Maybe there, maybe the far left or get over. It's butthurt and they'll actually start doing that shit. But yeah,

Speaker 3:          01:47:00       hopefully, hopefully it just leads to more discussion, more debate, more communication and more people having a better understanding of how the system works. I think if one thing that we can look forward to with trump is that he's so transparent and if something pisses him off, he's immediately going to talk about it, that we're going to get to see more and understand more about it, how it works behind the scenes.

Speaker 4:          01:47:22       Yeah. Yeah. No, I think that's right. And I think that's one of those things that people look at and you know, unless they hate them, they look at that as a positive and they think, you know what, I'm Api that he's out there tweeting [inaudible] I want them to bypass the media and tell me what's going on and all that sort of thing. And so, and I think he genuinely believes that that was a big a part of why he got elected. So he's not going to change that shit. Why would or. Yeah.

Speaker 3:          01:47:46       So love it. Get crazy when look, everybody looks at someone who's in power, whether they're the president or whatever it is. They look at them as being some irreproachable. Some, some person have like much higher moral cloth and value and an intellect and we see him. He's clearly not right, right. You know, it gets mad with he such shit. Not Rosie O'donnell. He goes after people and you go, this guy's like, he's nuts.

Speaker 4:          01:48:11       No, that's right. And that's what. And that drives the media crazy. It drives, it drives the academics and others on the that have typically occupied the far left, fragile, crazy cause he does look, you know, prime minister. Yeah. I've got a very progressive liberal friends who, you know, that's the first thing they say is such an idiot. He's, he's so stupid. And he appeals to all the stupid people out there. And I said, you know what, you know, how do you think you ended up with president trump by spending eight years telling people how stupid they are. Right. And, and, and, and minimizing their importance and making fun of them. Yeah. So, you know, there you go. Congratulations. It's

Speaker 3:          01:48:48       definitely a part of it. I mean, he played off of that really brilliantly. He's a very smart persuader in that regard. You know, Scott Adams, who is the creator of Dilbert, who predicted this whole thing a long time in advance and took a big hit for it, told me it cost them millions of dollars. People boycotting him, hating him, and by the way, he doesn't even vote because he's not voting for trump. He says, I don't want to have a dog in the war. He was like, I don't want to have a dog in the fight. He goes, I feel like it's. I can be objective about it if I don't talk about it or if I don't vote. So he's not voting. He didn't vote for trump. He didn't vote for anybody, and he said, what he thinks is that trump is an excellent persuader. He's like, he's, he's. His powers of persuasion are amazing. Yeah. And he goes into the way he understands how to manipulate the press and say outrageous things. So they talk about him constantly. So he gets free press. I mean, what he did in that sense, Scott was totally right and he was like, Scott was looking at it completely objective. Lee, he's not a trump supporter and many people accused them of being so, and that's why he got took so much heat about. He's like, he's going

Speaker 2:          01:49:48       to be president, and they're like, you're a piece of shit, and they hated him because of it. It's really fascinating because when you get to know Scott, you realize he's a brilliant guy, but he's unafraid to discuss what he actually believes will take place regardless of whether or not people think that's what they want or what am I smart. I mean it's. I didn't know that about them to really enter the podcast I had with him as a really entertaining. If you ever want to listen to. Yeah, no, definitely. Definitely. That's really interesting. I'm like everybody else. I got a few of his cartoons clipped out and stuck up on my cubicle online. I don't have a cubicle. Probably Office bunker in a basement so she could rollerblade in. Dick Cheney was a in the bunker. Yeah. Where's the. Where's the bunker? I can't, I can't.

