Speaker 1:          00:00:00       Doom, doom, dum, dum, dum, three, two, one.
Speaker 5:          01:16:52       So dmt. Normally when you eat it, your body produces something in your digestive digestive track called mano aiming oxidate the blocks it, right? Yeah. And so what iowasca is dmt from one plant and an mao inhibitor for another plant and combine it together and they create an orally active dmt because otherwise you'd just be tripping every time you eat a salad like you, you, you get some wheat grass juice, you chip your balls off, but your body keeps that from happening. But the purpose of that dmt and what it does in human neurochemistry is not really understood that well, but what they do know now, because of rick strassman and the work of the cottonwood research foundation, which is a foundation that's dedicated to exploring these subjects. They've found that in live rats, rats or mice, I forget which one, that they've proven that their pineal gland is producing dimethyltryptamine, which is what they've always.

Speaker 5:          01:17:47       It's always been anecdotal evidence, so now they know that it's not just produced by the liver and the lungs, but it's also produced by this little gland and this little gland. They think during near death experiences and during heavy rem sleep, it's producing dmt. How much they don't really know because they would have to get in there and they'd have to somehow or another figure out a way to measure it while you were alive. They haven't figured out how to do that yet because it's in the center of your head. They'd have to drill and tap it and who knows how the fuck they could do that with today's technology, but maybe someday in the future they'll be able to figure that out. No, I mean I'm fascinated by it ever since listening to you talk about it and then watching your documentary on dmt, the spirit molecule molecule, and it was all based on strassman's work.

Speaker 5:          01:18:30       Yeah. So I mean it's, it's crazy. And then I tried it one time and it was, it was, it was unlike anything for the 10 minutes I've ever experienced in my entire life. Um, and so it was, you know, after that I've obviously read all this stuff. Try to, you know, what's interesting is I think no one will probably ever know until you do it or no, I just mean like there's something, there's a phenomenon happening. we as humans can't possibly understand, will never understand in our lifetime. Well, you know, there's two different ways of looking at it. Yeah. One is that it's a human neurochemistry and that there's a chemical that is just producing these crazy visuals and it's just all the meaning attached to is just your own. And then the other way of looking at it is it's some sort of a chemical gateway into the afterlife life and that what you're seeing is like the souls of these people that have lived before and all the people that have ever lived like a sea of souls and I don't know what, who's right or who's wrong, but it's impossible to describe like describe it as just like you're just throwing words around.

Speaker 5:          01:19:31       It doesn't. It doesn't work, you know, and it's produced by your own body. that's the weirdest thing. Like everybody has it. Like terence mckenna used to joke about it. He said everybody's holding. It's a schedule one compound, but everybody tests positive for it. Like it's, it's a, it's illegal but illegal. One hundred percent. How do they, how do they decide what it's going to be illegal if it's, you know, if it's a plant based problem that is the problem. Just plants that all contain it are all illegal. They're all, they are all legal and then it's illegal, but it's in all these legal plants, but it's in thousands of plants. That's part of the problem. It's like you can have a san pedro cactus and keep it in your house and everybody's like, what's that like? Oh, it's pretty cactus. Yeah. But it's also, there's drugs in that fucking cactus.

Speaker 5:          01:20:20       I meAn that's where mescalin comes from. Comes from that trip your balls off from a fucking cactus. That's crazy. Yeah. I mean when the pod rituals, that's from a cactus san pedro cactus is this in the same thing as pay and so I think, see if you can google that. Jamie pay. I believe that pod and masculine or slang or something. Is it? Yeah. Masculine is occurs naturally in the pod. Cactus. Yeah. So you could have that cactus in your house and you're basically a drug dealer, but meanwhile you're not. You're a little old lady. You enjoy succulents, you know, like go out of town for a week and come back and it's fine. Yeah. So that's a really cool looking cactus that people keep in their yard all the time in la. Like one of the things in la because of the drought that we have for so many years until this year, which is awesome.

Speaker 5:          01:21:11       Everything looks like New Zealand out there now. It is nice, but people would have these uh, hardscapes in their yards where they have just have rocks and succulents and cactus. So there's a lot of people that have those cactuses, that cactus. You could go meet jesus with that cactus. Have you done it? No. No, no dumb pot. Yeah. That seems a, it seems like a pRetty cool long time though, right? It's one of the longer ones I think. I think it's a few hours, but so as iowasca haven't done that either. I've only done the dmt. Dmt is like a shorter, more potent form of it, but I've done it several times over the course of an evening where it's like, been like a couple hour experience. Do you feel like it's obviously, you know, people who have done it, they know it's just, it's not something that you're doing recreationally, it's something that's like, okay, you do this this one time, it's or, or, you know, a couple of times.

Speaker 5:          01:22:03       It's not like you're out going to the club. Oh no. You know what I mean? It's a very spiritual sort of thing. You do that word spiritual is so beaten down. It's oNe of those words that I don't even like to use because it's, you know what I mean? It's like so many people, like I'm not religious, but I'm spiritual. It almost seems like, you know what I mean? It seems like they get a spiritual gangster shit. I'm about to throw away as soon as I get home. Joe rogan says not cool. Well, it's not that. It's not cool. It's just, it's kind of been cooptive by nonsense. Sure. You know, and not even nonsense intentionally. I mean, people say that they, like, they'll say things and they don't mean anything. It's not that they're lying or they're being deceptive. It's just that it's such a problematic word.

Speaker 5:          01:22:43       No. Yeah. What I, what I mean, I guess I can say better is, is uh, it's, it's a experience that is something that's very powerful. It's very brief. Yeah, it's profound and, and you, you want to sort of do it and, and talk about it and have a collective sort of discussion about it. And it's also, there's also a real problem with perception, especially amongst people that haven't experienced psychedelic drugs that when you say the word drug or each day psychedelic compounds, maybe because when you say the word drug, people automatically have in their head, oh, you're a weak person. You're trying to hide from reality. You know that you're trying to shield your sale. You're just trying to get high and just lay around. I only want to be here, man. Couldn't be further from the truth. It's like one of the most self exploratory opening and deeply disturbing and it's profound and powerful effects.

Speaker 5:          01:23:38       It's very shocking and you leave it once. It's over you. You're a different person, man. Now that you just, now that you know that that's a real possibility, you're going to be a different person. Yeah. Maybe I was maybe won't, I mean it mean it depends on where you're coming into it and then what kind of defense mechanisms you have, what kind of an ego you have, whether or not you can just realize like now that you've seen this, you know that life will never be the same again. You're always going to know that that's a possibility that you can smoke this crystal powder that is extracted from plants and when you smoke it, you're transported to a world of love and understanding and geometric patterns of infinite description to the point where like you can't even describe. You don't. You don't even know what you're looking at while you're looking at it.

Speaker 5:          01:24:28       It's just so beyond like lifts the veil on what we think is reality. Yeah, and it might be heaven, it might be the afterlife. It really might be. It might be. There might be a reason why people think that heaven is filled with ultimate love because people have had near death experiences and they've come back with these stories and during those near death experiences, it's entirely possible not just speculative, not just like. It might absolutely be that your brain is producing this dimethyltryptamine that had already produced in high doses and that's what it's there for. We don't know for sure, but you've done it. Yup. Yeah. A lot of people have done it now by more people than ever. It's crazy in history for sure. For sure. More people listening to this now have experienced dmt than probably at any time in human history

Speaker 4:          01:25:16       and it. Yeah. I tell people when they ask, you know, if you haven't done it, you should do it because it's, it's mind opening. You know, you go, well, okay. You realize that you. It's humbling. I think to, you know, there's a lot we don't understand what's happening and then we may never understand and, and to be so closed minded to think we know one path or the other, what's the right thing or the wrong thing. It's just really arrogant.

Speaker 5:          01:25:39       It's very ego shattering, it's very ego shattering and it also, once you know that that's possible, that's like, how is that possible? How Is it possible that you're just 30 seconds away from that at any time? And uh, it was crazy. Wow. Yeah. Can experience that. No, no, I can't. I get drug tested at work. He drinks miller light though. Why don't think it's even. That wouldn't even come up on a drug is a plant based. Right? I meAn, that wouldn't come up in your test. Positive for it always says you have it in your system. Okay, let's do it. Whereas back home, just kidding. We've got to go into a vault and michael get mad at us. Why he was mad that you're talking about smoking pot all the time. Really one couple of days ago for real. What was he mad at that I don't know.

Speaker 5:          01:26:23       Silly. Why would anybody mad at that? Awesome. Settle down, mike. He talks about drinking beer all the time. Mike's always drunk, like they did this whole thing where he's talking about being in vegas and you know, he was uh, talking to gsp. Gsp is like, you know, drunk. He goes, of course I'm drunk. I'm in vegas because I just got here. I was drinking last night. He doesn't put up all the time that he's drinking beer. Did you see this jamie gsp, gsp? Uh, no. Bisbing about go. You're talking about gsp? No. No. Bisping was drunk. Okay. And he and gsp called them out on it. Like you said, like you smelled like alcohol. He's like, yeah, I was drinking all night. The fuck's wrong with you. I'm in vegas. Well, why would bisbing be upset that I talk about beer? Or I talk about pot when he's always talking about beer.

Speaker 5:          01:27:07       That's silly. Maybe that's not true. What'd you sure. Jamie, you find that james is going to find it. Hit his talking about you and just make fun of me. You and diaz. Nick diaz. That's probably trying to get a fight with nick diaz. That's probably what it is. Maybe england for a fight. I figured you would've seen it though. I love michael. I think he's a bad motherfucker. Yeah, that guy is tough as shit, man. Can't even see out of one eye. I know. Got one of the top fucked up. They filled it. They did an operation on it and then filled it up with oil so that, um, it doesn't. The retina doesn't rupture again when, uh, so he's fighting gsp. When is that? Do we know when they do not have a date but trying to figure it out. But bisping has said that if gsp can't make it by july, he'll find somebody else. So he might fight michael bisping blast joe rogan and nick diaz for positively promoting cannabis told ya.

Speaker 5:          01:28:01       But that might not be real. Like, you know, by saying blasts, you'd have to hear like what he actually said. I can't tell what it's from. It's all click bait nowadays. She might've just seen that. It might have literally an oh, he's probably hanging out with joe rogan. See that? Uh, that 60 minutes on a. I know there's words that you think fake news or whatever. You see the 60 minutes on it? Hashtag. Oh yeah. I mean, you know that word sort of popular now because I think, I don't know if some people have said it in popular, but it's, it's uh, it's amazing now. All the people profiting on it. It really showcases. You should check out the 60 minutes. Do you remember the, you saved me from a bear attack. There was, there was a ha. I got attacked by a bear. Joe shot the bear and there's a whole article that was all it was. I got one that said I killed a mountain line with my belt. That's right. I had a house in pasadena. Yeah.

Speaker 4:          01:29:02       Do you do what, what do you, what do you think about that, that you think that it's, it's, uh, I mean all that stuff is pretty. Do you think there should be controls over it? Like just outside of being, you know, the fcc, being able to like sue people, whatever. That never really happens. IT feels like. Do you think that it should.

Speaker 5:          01:29:20       I don't know, like things like the onion, it's like when do you draw the line? Because the onion, it's hilarious, so they'll make a like a subtle parody of something and make it completely preposterous and then pull up a good example of an onion headline was like the onion. Do you don't know what the onion is? The onion is a famous parody, new site where they make stories that just. If you're smart, you read it and you go what the bear somebody who is making an parody on it. Yeah, yeah. In a way. Yeah. Yeah. And most of them are pretty humorous, but occasionally people will tweet me with like an onion store and like, can you fucking believe this shit man, it's good now to control. And then you read it and go dummy, this is a, this is comedy writing. People don't have common sense.

Speaker 5:          01:30:07       So that's a problem with that quickbase stuff as they believe it because they can't read it and be like, ah, that's probably whatever. It's just like they believe everything. Yeah. But I mean isn't that the case with like cults in the moonies and scientology and like there's a lot of nonsense that people believe in. It's not hard to get people to believe in shit. Sure. That's a good question. Like what do we do about it? Do you leave it up to common sense, which isn't very common today, or do you do step in rookie justice gore such. How do you say his name assigned to supreme court. Overnight shift a joke. See, because he's a new supreme court guy and they're giving them the shitty gig. See, that's not real, but if somebody read that, they were like, this is bullshit. These fucking liberals. They're just because she's a conservative. They're putting it on the night shift. Night shift man tries using pink six pound bowling ball to great amusement. That's not really to see like. It's like what they do. They write these articles that are comedy.

Speaker 4:          01:31:03       They fake their poses news, which is a little. I think it's different because right. If you have. If your fiction and you're posing as as real news, it's like, where do you were? You knoW, obviously like there's no more journalistic integrity. It feels. It feels like there are some. It just feels like there's a, you know, it's just an ad. You, how do you know? How did you know? You read the news? You're misinformed. You don't read it, you're misinformed. You're not informed. He was like, well, you know, what do you do? So have you been the topic of something? Oh, I mean, yeah, there's. I mean, there's been fake stuff about me. Sure. My setting, my dad saying, I believe half of what you see and then what you hear, you know, I always laugh because probably some silly thing. My friends will come to me and say, hey, do you really know I didn't do that? And there's a ton of fake stuff out there. THere's a ton of fixed. I'm sure there's a ton stuff about you. Oh yeah,

Speaker 5:          01:32:00       yeah. I just won recently by disarmed a guide, the comedy store. Some guy had a gun and I disarmed him. My buddy of mine was a cop, said, hey man, congratulations on the job. Do like, what? Good job. What did I do? You save. you save people's lives, but you can ruin someone's life, you know, in a second, in some way. Say the wrong word, some, you know, someone says he got throw is allegedly or something. Sure. Allegedly raped somebody or something, you know, they ruined some poor guy's life. Uh, you know, reputation just out the out the window. Well, that's what they've always been able to do with those supermarket tabloids say, allegedly from a source. A source tells us that campaigns likes to be careful here. Exactly what I'm saying.

Speaker 5:          01:32:44       You don't have to do much more than that and you kind of cover your ass and you say, I have to protect my sources of first amendment. Right. And yes, it's a weird time and it's a weird time because essentially the boundaries to publication have been dissolved. It used to be that you had to work for the New York times or the Washington post or a newspaper, whatever. Now just all you need is a blog or a facebook page and your breaking news, you know, and just scott eastwood admits to, you know, wearing women's clothes while you're hunting for deer. Larry, larry, david, larry, david. I wear women's underwear.

Speaker 5:          01:33:19       One of the best line. That was strange. It is definitely, you're right. It's definitely strange, but I mean, but who's to decide? I mean, I know tHey're trying to work on some ways to figure it out. I know facebook is working on some different ways to block fake news, but who's to decide what's fake and what's real and who's to decide where it becomes parody. When is it funny? Like when is it the onion, when it's pretty subtle and when is it just some guy making up a story about you? Me saving you from a bear attack when it's weird. I know I'm ronald sweater. Yeah. No, I'm really. I'm really concerned. Yeah, y'all. Yeah, like asleep. Okay. But uh, it's a weird sign of the times. The times are weird. We have weird times and this, the ability to communicate where anybody can do anything at any time and not everybody could find out about it.

Speaker 5:          01:34:08       Like you could write something on your twitter page, just publish it and then it gets to the right amount of people and then they share it and then all of a sudden a million people have seen it inside of an hour. And I know it's crazy, but it's good to get, I mean we've used that for our benefit. That's what you do all the time. But I do have a voice. I mean it's, this made you have a vo or me have a voice, you know, you've always had one, but make me have one. And so it's, it's an amazing time to. Well even my voice is a way different now like having a podcast and that's much, much in a lot of ways the same thing because it's just, I mean this is a pretty lean operation. Obviously. Just a surprise, just a computer, you know, a jamie to figure it out and then we talk and then upload it.

Speaker 5:          01:34:57       And that's it. Yep. Is that. There's not a whole lot of steps and yet this will probably get 5 million downloads, you know, maybe even more. So. It's weird. Yeah, it's weird in that sense that it can reach so many different people. And then it's, there's, there's no corporation behind it, there's no Washington post. So we could just sit here and just make up a bunch of fake shit and just be really adamant that this really happened and they were going to leave it. And how could, could someone stop you from doing that? I don't know if theY could, you know, as long as you're not slandering anybody and you're not getting sued. So I did want. So what's your prediction if, uh, if bisbing and gsp fight very interesting fight because bisping's been a, uh, a battler a warrior for a long time. He's been very active and he's, he's very, he's a very likable, Well honed machine right now.

Speaker 5:          01:35:46       Whereas gsps been out of the loop for a solid three years. No competition at all. However, he's been training the entire time. So gsp is not a guy who sits around and gets fat and it gets nothing done. No, he's constantly training. But then again, he stopped because he was having memory issues and head injury. Yeah. I mean he got hit. He had 800 plus times over the course of his ufc career, hendricks fight. He got hit in the head about 10,000 times. It seemed like he was a mess after that fight. It's just been a mess. After a few fights, know carlos condit had kicked him and knocked him down. I mean, he's got some wars. Matt serra knocked him out, you know, it's weird. It feels like gsp. He's been the champion, but it doesn't feel like he's doesn't have that champion respect for whatever reason.

Speaker 5:          01:36:38       Well, it's because his last fight with hendrix was super close. We've been controversial. I did the fight companion. No, not to that fight. I was there for that fight. Hendrick's not hendrick's last fight. I'm talking about gsps last fight. Oh, I was talking about [inaudible] being no. And, and henderson fight that one. Henderson, that's when eddie bravo went full tower seven and he got super drunk. Was worried the illuminati it was going to come and get us. Um, but. And I said knockouts, we're better than submissions I think. Well a lot of people like it. But gsps last fight with johny hendricks who's super close, super close fight and gsp retired with the belt. Yeah. I thought, I thought he lost that fight. Just, I mean a lot of people to a lot of people did. Yeah. Either way. It wasn't like this big victory. It's not like the way he beat down bj penn and stopped him and if he said then I'm going to retire.

Speaker 5:          01:37:34       I had a great time. Thank you very much. Everybody would blood. Yeah, we love you george. But instead it was a close fight and people are like, no man, I don't know if he got the belt. Maybe maybe show went out with a loss there. Who knows that, but don't you think brisbane doesn't have that championship type respect? He does not right noW. And the reason he does not because he defended against henderson wasn't really ranked that high and he really shouldn't have got a title shot, but it was a rematch, one of the most epic knockouts ever because henderson flatlined him and punched him in the head while he was down and flew through the air. And that's henderson's logo. Now henderson's logo is literally a silhouette of his body flying through the air, ready to drop a punch down on bisping's unconscious body.

Speaker 5:          01:38:16       Yeah. So, and then who else has the defendant then defended it? Um, after he did that, he, um, the faCt that, you know, he's fighting gsp, that's the next fight. So he defended it against henderson and then the next title defense is going to be against gsp. He didn't have one before henderson. No, no, no, no. He won the title by beating luke rockhold. Luke. Yeah. He defended it against dan hendersOn. Yeah. I was going to fight gsp piece. So the, I, the thought is how is this guy getting to fights that aren't right, luke? You mean when you look at number one contender rockhold yoel romero, who's the number one contender who was fucking terrifying. He shoUld get the shot. Yes. Yo. Well should get the shot. Yes. Yeah. If you look at it in terms of who's the most viable contender, who's the guy that you would think would be the most threatening guy? Who's the guy that might be the uncrowned champion? You got to go with yoel romero. It feels like ufc is. Um, I think they're trying to find their way, their footing a little bit with no. Rhonda and conner. No, so they're just going after that big. What can we sell a bunch of paper reviews for gsps a big name. What?

Speaker 4:          01:39:25       No, no, no, go. Please go. No, I was just gonna ask to what's happening with connor and that whole fight with

Speaker 5:          01:39:33       no, it has not been worked out yet so it's not definitive, but it's so much money involved that they think they're going to make it happen

Speaker 4:          01:39:39       and that's. And that's the ufc has got to come to an agreement agreement or what did he get in trouble with doc though? Connor didn't convert for, for I don't know, not saying something and coming out and saying something a while ago or get fined or something.

Speaker 5:          01:39:53       He got fIned for the, for the throwing the water bottle. Monster energy thing. Yeah. They find them 150 grand and they dropped it down. I think they dropped it to like $35,000. He said he'd never fight in vegas again after that and so and they're like, hey, you rely on your because there's going to go to New York. It's debacle. Did the big factors. Another factor is also that the ufc was purchased by wme, that's an entertainment comedy, entertainment companies going to try to put on the biggest show they could put on, and that's not necessarily like the number one ranked contender fighting for the title. I think that it's an entertainment. I understand it's business, I understand, but it is also, there's, it's extremely important that you honor the hierarchy of champion and top challenge or I think that's critical that you work your way up.

Speaker 5:          01:40:46       I mean, you pay your dues, you work your way up, you. It's ranked on ability. Yeah. So they're trying to manufacture big fights instead of letting big fights killed themselves. Evolve. Yeah. Bill, big fights evolve when you let a guy like yoel romero fight and he wins a beats. Chris weidman by knockout, and then if you fight michael bisping, michael bisping, michael bisping bto el ramiro, michael bisping becomes a superstar, you know, and it's a tough fight. It's a real tough. If yo el ramiro beats michael bisping, first of all, he looks like a goddamn superhero. so that's easy to sell. You know, you look at his highlight reel of smashing people to the fucking moon. He's a freak. He's one of the greatest wrestlers it's ever competed. You know, he, he medaled in every single international competition he entered. He beat cael sanderson's when the greatest wrestlers of all time.

Speaker 5:          01:41:35       He beat him twice. He's just a freak of freaks. Do you know yellow ramiro's to jamie? Pull up a picture of yoel romero because he doesn't even look real. No, he doesn't. He's like, one of those guys were like, what is that? That's a person. Is that a real person or a cgi person? Just so jacked. Who did he? Oh, he beat a beat. Everybody. No, no, no, but in thAt last one with the flying knee, chris weidman. oh my god. flat lined them because it seems like that whole fight, he wasn't really doing much to get the fuck out. That's a real person. But he did this fun. This fight against, uh, chris weidman was sorta like hanging in the balance and then he did some flying. Hit him in the side of the head. Where did that come from? Pull up that video that you all ramiro kaos my chris weidman.

Speaker 5:          01:42:27       Yeah. Yeah. There's an animated gif that. oh, here we go. Go to the video. It's fucking insane. Like, look, even how he. He fucking flies when he landed this. Look how he turns around already. Atlanta punches. Here it goes. Watch this. Boom. How recent was this fan? A couple of months ago. I was in Australia. I don't think I saw down there. He's just a freak and it cut the biggest gash in the side of his head. Yeah. See if you get a clear video of it. Superman fly from like another angle, but he's just a. Yeah, a freak of nature and science. That's, that's, that's cape. He's capable of. That was the second. But like the amount of force behind that is just flying through the air and that's like so irregular to. It's kinda like the way like chuck with dell used to hit like real irregular, like a flying knee to of well he's just so.

Speaker 5:          01:43:24       He's so explosive. So his ability to close the distance is stunning. Sometimes people aren't prepared for it because he's such an athlete, but in that fight it didn't feel like he had been doing much. You know what I mean? I feel like he was just kinda like, god, what is he going to like get off? It was a close fight for sure. And then all of a sudden, just out of nowhere. Yeah. So whether or not, I mean if, whether or not michael bisping can beat him, like who knows? But he's got to give them a chance. Oh, I know he does. He's going to give you all a chance. Yeah. So it seems, I don't know. It doesn't seem that life isn't fair. Who cares? but it doesn't seem fair that it's gsp. Well, the thing is, is it a sport or is it entertainment?

Speaker 5:          01:44:06       I mean you just trying to put on a spectacle or is it a sport? It's a sport. If you're going to have the world series people play this guy to play that guy and then it gets to the world series. And here's the world series folks, and this is, we've had all this whole season we've been building to this moment and this is the hierarchy and it's still huge now if it's just to show you the three of them in there, put your oil in there too. With gsp and michael bisping. I was saying all three. I was saying that they should have because you're dealing with a guy in gsp has been out for a long time. Yeah. Having fight nick diaz, he's been out for a long time to. Neither one of them is ranked. They'll both those guys before, right? Yeah. I have a rematch.

Speaker 5:          01:44:44       Yeah. That's the fight. That would get a ton. A ton of paper. People would let people love diaz. They love him. I don't think people even know how much people love them. I don't even know if the ufc knows how big of a star nick and nate are. Yeah, yeah, yeah. Sacramento, California. But bisping would like, oh, fucking smoking pot check. Like fucking promoting use guys like do crazy insane cardio. Like bisping's kinda saying cardio. The diaz brothers have cardio. Yeah. Nick has swam back from alcatraz five. Whoa. Five times. I said twice once and he corrected me online. He said five now race ever. They compete in triathlons all the time. Yeah.

Speaker 4:          01:45:29       You know, my, you know, my dad actually, uh, he was in a plane crash, uh, in his early twenties and it was off san francisco and he to swim a couple miles in that water will survive. Yeah. Holy shit. He crashed into the water. Yeah. Yeah. Most people don't know that it's, it's, it's pretty crazy heat. And, and I'm going to, I'm going to butcher the details, but uh, just, you know, from growing up.

Speaker 5:          01:45:53       exactly. Um, but what happened

Speaker 4:          01:45:55       was he was in the army and uh, it was right around the time the korean war was starting and he was, they were flying, they were doing a routine flight or something and they had to crash land in the ocean and it was getting night. And I believed, I believed the pilot died and I could be wrong on that. The pilot died, but his other guy he was with survived. So him and him and this other guy, they were swimming to shore and they got split up because it was getting dark at night and so then now they're swimming alone and anyone who knows, you know san francisco is.

Speaker 5:          01:46:35       Yeah, definitely. Jaws. Water dumped him, dum, dum, dum, dum. That's where they breed. Yeah. Early. Yeah. Great. Whites breed in northern California. There's like a nesting ground up there. Yeah. Fuck on now. Or you want to crash a plane? They're not where you want to swim from five times either

Speaker 4:          01:46:50       in your underwear. I know, that's crazy. I guess I've heard of that race, but yeah, that's crazy. You've done that? Yeah. Wow. So you're down at a swim two miles. Yeah, something like that. It could have been more. I mean fuck, but it was a long for a couple hundred yards. Yes, it means it. I started looking for a log to hang onto, I think. I think your dad has property in Oregon or a house or something, does he? Not? That I know of. We've got a ranch up in northern California, is at a ranch for a long time. I've been, uh, east of, uh, east of redding. Oh, okay. It's in a vr. No, bernie is and that sort of area up there. And then like lake shasta sort area and I think, I think we have a big saw mill right where I live. Weyerhaeuser. I think he, this could be wrong.

Speaker 4:          01:47:42       I think he worked there. Your dad worked at the warehouse or saw mill? Uh, I don't know. I mean, look, there's a lot of. I've heard, I've heard crazy thing I've heard crazier. Let's see if this is crazy. Maybe as on dmt. How often do you get to hang out with them? Uh, well I've been busy a lot. You know, I was gone for six months in Australia and China and then before that I was working on fast and then before that it was on a movie. Uh, not as much as I'd like, but he is turning 87 this year and uh, that's, I'm taking some time off to really feel like that's an important point in time in my life to try to be around him. Yeah. Ed seven, now that's old just happens all the sudden. You're 87. That's almost 90. I didn't know. It doesn't feel like clint eastwood would be almost 90. Yeah, I know. I would've thought 70. It's a strange. Wow. He's because he was told he had you when he was like in his fifties damn son. Yeah. Just getting shit done. No, he's. Well, I got it. I have a sister. I have a sister who's 19. She just turned 20 no next. Wow. He was getting it done even in their sixties. Yeah. Slaying it.

Speaker 4:          01:49:00       Ooh, I get it. Yeah. Yeah. So he was married to that girl who was a newscaster or something. Right. And then they did a reality show. Well she did a reality show. Yeah, he wasn't, he wasn't. He didn't do it at all. No. He was in no episodes at all yet. She might have gotten them into it. I wasn't forced to episode. Yeah, I remember that was going on. I was like, huh, this one, I ain't going to work now. That wasn't his. It wasn't his thing. Was he married to the. Who was the woman in sondra locke? Every which way. But yeah, never, never married. Oh, they weren't. Okay. She sued the shit out of him though. When he broke up with her, there was like a crazy store that he was like blocking her film projects. She was trying to claim that and he was like, what a. Yeah,

Speaker 5:          01:49:48       I don't think he has time to deal with that. Those kind of. Well she had gotten some sort of a deal when they broke up to do like some film projects. It was like part of like the, you know, separation deal. And uh, she was claiming that he was somehow or another blocking them if I remember the story correctly. Well, I've been like a woman's going to get that. He did. He worked at the pulp mill. Oh wow. Boy. But that's what you're reading this wikipedia. Yeah, he did it. Me be my. I'll ask him. I'll ask real bro. It's on the internet. It's got to be real. I think he did. Look, I don't know if you know about wikipedia, but this is why I know it's real because anyone can enter in information and edit it. Right. That's crazy. So it's so, so 100 percent solid.

Speaker 5:          01:50:35       So solid. Why would anybody put something that wasn't true? If I think wikipedia is still says Brian Collins, my brother really? Who somebody might have changed it, but I left it there for ever. Yeah, well he could. He's as jacked as you. He was almost dragged as me. Clothes. He was flexing close call flex light. Crazy. Silly goose. That guy's the best to go hunting with [inaudible] for five days. Like we were like the last time we went it was just nothing but jokes. Just constant laughter. He's because he's like, he's the best at a captive audience. Like if you're stuck in the car, he's going to make us. He's the guy that make make a scene. oh, well he's just funny man. He's a. He's like, just, I'm not funny that way the way he is. He's like a, just a natural showman wound. Silly person.

Speaker 5:          01:51:26       Always silly. And the first time I took him to Montana we went hunting with rinella. Like it was just, it was six days of gut busting howling. Laughter does. Does. Steve seems more like dry though. It's funny. Does. He was funny guy too. HE's got a couple of pops in them, funny dude, but collin had this character called the ravine comer and he couldn't. They wouldn't put it anywhere. They wouldn't release the footage, but they filmed it. It was him who was doing this character of a guy who finds every time he sees ravine ravinia has to come, so he runs towards it counts like pulling his pants down and he's screaming that he's shooting loads into this ravine. I mean, I'm not doing it any justice because he's like way over the top. It's like, oh fuck. Like he would just, whenever you'd see like sort of a valley who would have to pretend he was jerking off into it. I'm telling you, it seems so ridiculous, but you know, you're, you're, I think everybody's done that before you're talking into a ravine. Oh yeah, of course. But when you're little, you know, you get up at 5:30 in the morning, it's dark out, you're freezing. He's the guy. He's just mAking everybody laugh. Yeah, that's what he, that's what he mentioned. There was something weird about that, like in the woods and you're waking up super early or going surfing super early,

Speaker 4:          01:52:46       you're sort of delirious and yeah, and you're like, what the fuck are we doing? Why are we putting ourselves through this shit? and then you know, you, you obviously do your activity or whatever it is and you're happy you did it, but it's a, it's, it's a weird delirium. Our,

Speaker 5:          01:52:59       there's also some weird thoughts that go through your mind when you're sleep deprived that don't ordinarily go through your mind. So one of the reasons, like some writers on purpose, we'll wait until like really late at night until they write. Like the writers that wrote for news radio, those sitcoms to be on, they would wait until like two or three in the morning before they started writing. They would just stay up and get silly and joke around those who simply

Speaker 4:          01:53:20       creative. It can be someone that's usually when I make a post that I wake up in the morning anD read and be like, oh, why did I say that? I did that the other day. I was in New York. I was sat at a bar and we were, we were, you know, we were all celebrating sort of, we were fast and furious stuff and uh, I wake up in the morning and there's me screaming, you know, singing tina turner at the top of my lungs as long what's love got to do it. Oh no. Oh my god. who is out of context. It's a story. It was so not part of any of the story, you know, it was just. Yeah. Yeah.

Speaker 5:          01:53:57       Drive in fast and furious. Yeah. Do you drive, did you drive for real or did they.

Speaker 4:          01:54:01       I was at work. We don't, we don't, we don't, we don't do a lot of the heavy lifting. The heavy lifting is done by a professional stunt guys. It's a, yeah, it's a big liability first off, you know, and in those stents or I mean they do an incredible job of keeping everything in camera, uh, or at least a lot of it, you know, it's, they can't do, have cars flying over some marines and camera and stuff, but they do a really good job of, of utilizing the stunt drivers talents and keeping a lot of stuff. You drive at all. Is it ever you driving? Yeah. You have to like pull up to a thing then, you know, do a couple of lines or seeing or something. But you're not doing, you're not doing the

Speaker 5:          01:54:38       gone sideways around a corner. Yeah. You know what always drives me nuts with those movies, they crushed these awesome cars. They take these awesome classic cars and smash him like, nah, you know, 700 or something were destroyed and then making this 700 cars. What in the fuck man, it's like the dukes of hazard, like one of the biggest bummers about the dukes of hazard is watching these old chargers slam nose first into the ground and then pretending that things. Okay.

Speaker 4:          01:55:06       Yeah, yeah, yeah. There are some of that jumping out or drive it off the snow mountain or something. Yeah, there's some stuff still still cars, but you know, that's funny because you said 700 cars were ruined. I shot an iphone in slow motion one time and people were saying how wasteful I was. I'm like, have you ever seen a movie? Do not kick. That's wasteful of what gigabytes? No, I know. So tHe phone I wasted. Somebody could use that phone. Don't you know, you remember the first shot and I shot. I was just shooting. I shot with an arrow. Yeah, yeah. Oh, an airfoil. Wasted a phone shot. Some here. We shot some in that back studio for unbox therapy. Set up some iphones because they had, they came out with some new glass that was back when a 90 pound factor to blew right through that thing that people were like, that's so wasteful.

