Speaker 1:          00:00:00       Yoga

Speaker 6:          01:49:48       dude, I just saw a leopard and they send you a fucking photo and you're like, Holy Shit, that's flying through the sky. And yet the best way we can figure out who's in control of the nuclear weapons is to have a popularity contest. No word for crazy. Where the craziest thing, God, it's not, we're like, we're in like this wave of like being evolved and not being involved at the same time, like technologically spectacularly evolved to the point where we can bend matter and create nuclear weapons and fly robots to Mars and take pictures and send it back to us. Like the shit that we can do is off the charts when it comes to like technology and our ability to manipulate the world around us and create giant buildings and structures and airplanes and bridges and shit. But the, the monkey interaction thing is still not very good.

Speaker 6:          01:50:39       So we still have war. We still have places where we send people over with metal tanks and guns and shoot people and protect people from the other people that are shooting people and get involved in all these fucking crazy things are physical interactions as as organisms are just still in this barbaric stage. We're still in this one tribe going after another tribe stage from 20,000 years ago, 30,000 years ago. It's like the same programming, but now this programming can fly jets filled with missiles and shoot them out of the sky and sneak up on you underwater in a metal tube, a summary and it shoots fucking nuclear with missiles and shit underwater. I mean, we're in the weirdest flux. We're in this weird sort of unbalanced period in the evolution of the human organism cause we can do so much and then put Donald's in charge, man about fucking everything.

Speaker 6:          01:51:33       We're mad about men who decide they're women who want to use the girls' room. We're mad about everything. We're about, about religion. We're mad about rights and gender and everything. Everything. We're mad, everyone's mad. Fuck rose have bar. Everyone's mad. Everyone is so mad. And while all this is all this weird personal interaction shit is happening, that's distracting the fuck out of us. The more it ramps up the, the better. Ai gets our foot artificial intelligence because it gets just keep working on it and keep getting better and better. We're going to be in like a full on rock fight when AI goes live, it's like, it's like we're, we're falling into this whole like if this was a trap, if I was artificial intelligence and I knew how to be like, well as what we'll do, we'll just go back in time and set people up and make them make us, we'll just plant this idea in their heads and just like an aquatic worm makes a caterpillar or one of those grasshoppers rather jump into a pool and drowned itself so that it could swim out of its brain.

Speaker 6:          01:52:35       You ever seen one of those things happen just like that? Ai's doing that with us. They give us Shiny Samsung Galaxy note nine look at how big the whole pottery is and he takes photos of your face and knows your face. You can tell your face. Yeah. Face ID and fingerprints. And before you know it, listen, we've found the best way to get a signal to talk to people doing that. You just stick it in your ass. It's a little pellet. We're gonna put a little robot Dick in our ass, a little pepper. The appellate. If you could just hold in your ass, it's smooth. Do you barely know what's in there? But it connects with your, your ass is open. It's not like the rest of your skin and y'all got to keep it in your mouth, right? Well, to asses the way to go cause it's like open.

Speaker 6:          01:53:15       You know, it's not like you don't have to go through the dermis and so that just just connects with you and you can fucking see augmented reality. But the little tiny robot dick, it's about that big. You barely feel it. It's like a BB. Uh, that's what's going to happen, dude, fucking prior. Right? Do these things are growing now our anti-aging shit too. Who knows how crazy that's going to get. I think what the weirdest thing is, not the anti aging. I think we're going to run into biological limitations. I think the weirdest shit is gene editing. Fuck yeah, let's just solve this. Took a turn for the stoner gene editing scares the shit out of me. Was that unexplained on the, explain that new necklace, Netflix show, gene editing and how, how, how did he, that Shit's going to get wild, wild country. I only watched the first episode, but I was like, Holy Shit, I see where this is going to follow show baby.

Speaker 6:          01:54:07       Fuck everyone. The man. As far as that out, and I'm like, it takes a turn, but I'm sure he still had good intentions. I think trying to build the community, I'm just passionate and this is, again, this is the thing, it's the fucking human interaction part is the part that we can't get right. It's real weird. If you look at all the different kinds of interactions that we managed to successfully navigate and people have obviously have problems in business and there's lawsuits in business and there's people that get fired and there's all sorts of problems with people doing business. But overall they get a lot of things done right? Like business keeps improving. Things keep getting better. We barely improved with how we treat each other, like the way human beings treat each other. We barely get better at that and we do react to things better.

Speaker 6:          01:54:57       Like if we're mad at someone for doing something, that's where we would like more clear with like agregious violations of our code. Right? Like racism. Like this Roseanne thing was a big one, right? Everybody was like, no fucking way. We're not tolerating that. Fuck her. And the ABC's like Yo fuck it. We're pulling the plug on the show. It's like, like immediate reactions. So it's like what I, what I'm co, I don't think it was right. I think she's got a lot of problems and she's taken a shit load of pills and she's all fucked up and I know she's not racist. At least she tells me that. But what I do know is that racism is horrible and people just don't want to tolerate it anymore. And that's what the good thing is. The good thing is like this, right? There's overwhelming response from people that they're not tolerating racism anymore. You can't

Speaker 4:          01:55:43       do that anymore. We won't tolerate it. And this is fairly new man. I mean w with the civil rights marches, that was in the 60s right? I mean think about what was going on in the 50s and the forties and fed that shit. That was not that long ago in terms of like how long there's been people. So we're dealing with this radical change in this regard, but very little change in like our kindness to each other. That's why did start the American mushroom day or not the American, the worldwide are you should fear has a holiday that he created called true fest. Yeah. It's several days are, doesn't fuck around. Got a real job since he was the doorman at the comedy store. He operates on its own schedule. That's, that's what it's going to take for something like that worldwide to change. It'll certainly help cause shrimp fest festival certainly out she's room to help.

Speaker 4:          01:56:40       I'm promoting that, but I feel like I'm, part of it is because we're scared. I legitimately feel like we're scared. And I think when someone like Trump is in office, we're more scared because we realize how easy it is for, uh, you know, I hate to use a term regular person cause he's definitely not a regular person. He's very successful and very famous and everybody knew who he was, but regular person turns that we don't, that's not how it politician acts like that. This is like some crazy show man. And when a crazy show man becomes the leader of the thing, whether or not he's doing good is, I'm not even arguing politically whether he's doing good or bad or the economy's up because of him, I don't know. But it's just how he behaves. It's who he is like that that freaks people out.

Speaker 4:          01:57:23       And that makes people more on edge and so they're more angry and they're, they're, they're, they're more looking to call people out on things and they're more looking to stomp out racism. I get it. And making other people would think if someone like Sam Harris was a precedent or something and he was talking about a national mushroom day, are talking about that stuff, how bad people would freak out. Seriously, they would freak. Or are they just people that disagree with Sam too? You know, there's a ton of re very, very smart people that disagree with Sam. You know, and it's really interesting to see those disagreements cause when really high level intellects debate each other about things or disagree on things and you get to see not just their ideas play out and how their ideas work against the other person's ideas. You get to see that.

Speaker 4:          01:58:08       But you also get to see like thinking and, and, and, and communicating at a super high level, right? They're intellectuals are trying to outsmart each other so that they're debating about the existence of God or whatever the fuck it is. When you get really smart people who disagree on Shit. Very fascinating. It's like one of the more interesting things to watch. So like a lot of ways, high level Jujitsu, you know, and a lot of ways you're watching like Oh, okay. And those guys, a lot of them get into g like is in a Jujitsu, is he? Yeah. I think that's one of the reasons why he's into it. It's cause he's kind of doing Jujitsu when he's, when he's doing these debates. Yeah. Damn man, I want my little brother to do it so bad he won't, won't try it. Wow. It's probably hard.

Speaker 4:          01:58:54       His brothers of fucking MMA star and he's like, yeah, I know, but alone shit bro. He could, it could be as passionate. They get me to have a passionate and I'm like, dude, you could try to get through and you know the people first smart people. I think it's the support. I'm like, dude, you could be so good at Jujitsu and love it. It is very smart. There's a lot of super smart. Eddie always calls him his nerd assassins. Super Smart dudes that are really good at Jujitsu. Scary. Good. I think like getting a black belt from someone goods, one of the hardest degrees out there to get in any college or anything physically. The thing about college is if you put in the work and you're smart enough, it's possible. I mean, you can do it. I mean, it's a possible achievement. A lot of people have done it.

Speaker 4:          01:59:39       A lot of people do it every year, but to really get a black belt bull, you gotta get, you gotta get better. Like you got it. You have to get back, you gotta get strong, you're going to get choked a lot. And how were you built or you built normal like a small, if you're small, you're extra super fucked. Right? How's your ego? Yeah. How's your ego? Can you learn? Do you know how to tap? Because if you don't tap, you're going to get hurt. Like almost every significant injury I ever got doing Jujitsu, other than like one fucked up knee was, which was just a weird passing the guard thing. My, my ACL popped. But almost every other one was from not happening. Yeah, just just decide you're not going to tap. I'm going to try to get out of this. I'm gonna try it.

Speaker 4:          02:00:24       And someone's got unit Doris or something like that and your shit's all fucking cracked over and then for the next week, ah, you get that tightness in the middle of your back. Like why didn't I just tap? I should have just tapped. John Crouch always told me, he's like, dude, you're just so tough when you get submissions. People can't tap you out, but I want you to just focus on not getting there. So when you get there, just tap right away. Just focus on not getting there. It's very smart because you know what, you're always going to be tough. And there's a certain, I mean you need to know a certain amount of high level defense. Like how can you, how long can you survive in a certain spot if you actually have to survive. But in training you're not really surviving. Right? You're just, you should just tap sometimes.

Speaker 4:          02:01:01       Oh yeah. Especially with Nishit and arm shit and you know, you pop something and then it's fucked for six months. That's where we're going to be focused on a lot with Sean is a lot of legs and heal hooks and the bars, the lower half of the body who you guys are working with that on a Gusto Mendez to Keanio yeah. Yeah, super high level. It's fun. They hit, they have competition roles. It's like all the black belt, like what are the six, seven, six, seven black belts and we do a 10 minute rounds. Usually Tim go back. It's fun. That leg lock game is hitting an extremely high level right now in Jiu Jitsu and now trickling into MMA. You know Dylan Dannis like

Speaker 5:          02:01:40       the way he looked in Beltour I think slowly in MMA it's going to be tough because a lot of spots you're getting punched and then one punch solid punch in the right spot changes their game. It puts a little fear in their mind. So then for sure, but if those guys can you get good enough to strike, to become a threat, like a guy like Gary Tonin, whoo. That's scary. That's a scary dude. It really is very scary man. Cause he gets a hold of that leg. Urine [inaudible] bowls, sons and steps ahead. That Donna, her death squad man, Donna, hers are real wizard man. So when we get him a hat with stars on it, a little moons and stars, he's a wizard zone who studied philosophy like that and this is a type of person like that. It's fucking pretty cool. Yeah. And that's shit that he wrote should read that thing that he wrote about routine.

Speaker 5:          02:02:25       It's really interesting. It's a lot of really cool, smart shit. Check it out for sure. His Instagram was filled with cool, smart shit. Yeah, that's awesome. He's got a DVD series out now, a leg lock series. He shot it and he didn't like it all. So he reshot it. This Reshad at him. Yeah. Damn. That's pretty cool. Yeah, it's going to be, it's going to be funny to see how far those leg luck game. We'll go and him and maybe before we evolve more and then find the counter to that. It's like, well, what's interesting to me is that this is essentially all out of a conversation that he had with Dean lister. You know, and it's become a meme now. It's really funny. There's a photo of a girl lying in bed and she's like, he's probably thinking about another woman and the guy.

Speaker 5:          02:03:08       I said, yeah, why would you ignore 50% of the day? We bought it, and I love how John Danaher said it too. He says, why would you, why would you, why would you ignore 50% of the human body? And we're like, wow, it makes you uncomfortable around. He's super smart. That's awesome. You know? He's like, if you're a blue belt and he wrote with a black belt, you always feel a little weird around them. That's how I feel. Random intellectually, not just physically, but they like, oh, okay. Can you tell me what it is? I'm not arguing with you, man. She said, John, take a puff of this. Does he get hired on? I don't know, man. Probably doesn't have to. Probably can do it to his own brain. I'll just put myself in a perfect position. You wonder if someone like Elon Musk gets high? I would hope so.

Speaker 5:          02:03:59       Holy Shit. Fuck that guy is on another level. It's aren't they building those tunnels already under la or they build, oh man, they got their building that he's got a boring company. They're gonna bore holes through La and reinforce them and you're going to go through on sleds. I think they're all like getting done right now. Dude. I do not want to be in one of those things and hear the rumble of the earth and see the ocean. Russia as tsunami hits the tsunami hits while you're in one of those pipes. I wonder if it got out of that and your butt's coming from the middle of the ocean. Just good. Paul's back and thousands of fucking miles of the earth had been torn apart. That shit's happened to gang at times. Seriously. I never knew that shit has happened many times where the cowboy, what happened in Fukushima has happened a ton of times.

Speaker 5:          02:05:00       We're just, we don't live long. So these things, they'd seem like they're forever, but it's based on our lifespan. Our lifespan is so weird cause it's, it's really short. You know, and it seems like it's not because you're in the middle of it, but if you look at it objectively, you're not. No one makes it out alive and it doesn't take that long for your body to give up. So by the time you start figuring things out and getting your shit together, you're already old falling apart. And all the while we're dealing with a planet whose time is, is almost infinite, right. For in, in terms of like what we can understand. So all these things that we know have happened, even if we study supervolcanoes and tsunamis and cataclysmic earthquakes and solar flares, even when we study all those things, man, we don't think they're real.

Speaker 5:          02:05:50       They're like, yeah, yeah, but it's, you know, it's Guatemala. It's only happened in Guatemala. Yeah, it's Hawaii. But Hey, they knew they're on an island. We can't control this thing when he houses because we don't think very good because we don't realize that we, this might not be here in a year, there might come a giant wave that hits those fucking houses are perched. And Santa Monica perched over the water and Malibu and shit. But what are you doing? How are you still confident that water's not going to move? Ah, cause it hasn't moved in 30 years. That's a second. No, in the life of the earth. 30 years is a second. Yup.

Speaker 5:          02:06:30       You put your house on the edge of an alien world that moves back and forth and there's one contractor who made that decision. It'll hold up. Well these guys just decide, right? I want to, I want to wake up in the morning cause I'm a winner and I want to do my coffee and I want to do my coke and I want to look out the window and see the fucking Ojai money money by then. Yeah. Super amped up. Aderall dude's trying to run the world staring at that water. It looks great. Fuck yeah. Can I ask how can I have water? Everyone's looking at them like they got it figured out. What? Oh my God. Luxury home teeters on collapsing off cliff. So that cliff gave up in the house is still there in Texas actually. Oh is it really? Oh, is that Austin Fort Worth? Oh Damn. Look at that one right above it. Yo. You've got to fix that. Whoever the contractor is, you get into, oh, are you sure Jamie is real? I was thinking, oh my God, that's what Cooper looks fake as fuck. Who would trust that fucking shitty idea of a house hanging off the edge of a cliff? Whoa. Look at that thing. That's

Speaker 4:          02:07:35       beautiful. Is that real futuristic shit that looks fake her than this one? This one might be real. Oh Wow. He parks his car on top of that. What have you heard or know the night here?

Speaker 7:          02:07:51       They're like, oh my God, we gotta get the fuck off the house, honey. We're drawing down. Wait, wait. I can't find my phone. Let Ricky grab his iPad. He'll

Speaker 4:          02:08:04       look at you running off in the distance, holding the baby under your arm and you fucking see the house fall off the side of the cliff. Polo. Boom. It is real. It's real Australia. Oh my God. People are crazy. You couldn't smoke. I get too paranoid. Australians don't give a fuck. They don't give a fuck. Oh, is that an Australia? Those are, those are exceptional humans. It's sweet. I'm a big fan of the Australians. Might be fake. Might be fake. Really. Right. I found an article that looked like it said it was real and then I just looking for more and it says it my, like Google said fake after it. Oh, well, sorry. You know, it's funny, uh, switching subjects, but like seeing people that are married, husbands that are married to their wife, just going through the, the classic role of get married and you got your wife and you don't talk to her and go to the boys series explained.

Speaker 4:          02:08:50       Yeah. That's a good one. Did you watch that at all? Explained? No. Who's doing that one? I'm not sure who's doing that one, but it talks about all that stuff. Like how, um, monogamy with creative. Yeah. How males aren't made for monogamy. They're just not all humans are built more for a, I explained. Yeah. Well that's probably based on my friend, Dr Chris Ryan's book, which is sex at dawn, which is what, is that what it's based on? Yeah. Yeah. It mentions in him. Oh, he's in. He's, yeah. Yeah. He's a big proponent of that idea, which is very, it makes a lot of sense. If you look at the way chimps behave, right? We were the cousins of chimps, chimps. Fuck everybody. Everybody fucks everybody. So the idea is like, how did we get to a place where everybody stopped fucking everybody in? Somewhere along the line in evolution, it's shifted.

Speaker 4:          02:09:37       Whether it's the cultural evolution. Yeah, there's a lot of theories, man. There's a lot of theories. Check. Terence Mckenna had some weird ideas about it. His theories were all drug based. He all, he felt there was a mushroom thing. He felt like a climate change caused people to move from a mushroom culture to an alcohol culture. And that the, the death of the ego and the expanded consciousness and the community, uh, feelings that you would get from communal mushroom trips, all were replaced by Drunkin assholeishness and, and chaos. And you, he really breaks it. He broke it down. He's not alive anymore, but when he was alive, he broke it down pretty eloquently. And you know, it's not something I'm smart enough to know if he's right or if he's wrong, but it's a very compelling argument that people, because we know that they used to definitely do a lot of mushrooms.

Speaker 4:          02:10:25       They knew, we know the Vikings did a lot of mushrooms. We knew that. We know that there's a bunch of ancient art pieces that show mushrooms and even people that were under the spell of the mushroom, like a person, like a really old one, Jack Hara was showing all the bs. Jack Hara was his great. We'd activist, uh, who, uh, wrote a book called the emperor has no clothes and saw a book about him being a Goldwater Republican and finding marijuana and then becoming like this marijuana advocate and be in a hero for marijuana. And he was in the middle of writing a book. Um, and part of the book was about mushrooms and Mushrooms in the history of Christianity. And he had all this ancient artwork that was all had mushroom iconography, like mushroom images in it. And he was like, the shit was everywhere. He unfortunately had a stroke and then wound up dying.

Speaker 4:          02:11:15       He was a great man and in the world of uh, marijuana, he's certainly hero risky, risked his neck like way, way early on and you know, stood by his beliefs and can talk, cut a lot of shit for his book, but also got a lot of love for how he stood for, you know, a guy opening up as mine and changing his, mind me, he was a staunch Republican. They started smoking pot and became this crazy pot advocate and his next thing was about mushrooms. Man, how awesome is that? And there's some immune, there's a lot of stuff out there that you can read. The, it was a lot of good articles online where people have shown there's ancient images of Adam and Eve from a fresco and France from like a long fucking time ago. See if he could see that mush, Adam and Eve mushroom fresco, just like you were saying, John, you're like, how do we know?

Speaker 4:          02:12:05       Like some of that Bible wasn't people writing stories on mushrooms. Oh yeah, sure. Well, there's a lot of people that believe it's entirely possible that that's the case. There was actually a recent scholar from Jerusalem that, thanks, you see, this is the image that's Adam and eve and look at those mushrooms and not even mushrooms. Iowasca for those Bible stories. It's like, holy fuck. Who knows? I mean, who knows when they figured out Iowasca right, and who, who got ahold of it? We know that they had it in South America thousands of years ago. We don't, we don't know how many thousands though. Apparently. It's really hard to figure out. But look at that image. 13th Century Fresco depicting an Adam and eve and the tree of knowledge. That tree appears to be modeled after an ama to miscarry a mushroom. Oh, whoa. This is the tree of knowledge.

Speaker 4:          02:12:47       I mean, dude, this is from the 12 hundreds right? So this is, this is closer to the bone than the original story than we are now in terms of is, I don't know, I think there's something on the ballot in California to legalize it. God, I hope they do. Even if they just do it for therapy. Seriously. Yeah. Just there's a lot of these old old pictures that have mushrooms in with a religious icons. It's real weird, man. Like think of this Jesus with mushrooms and his feet. There's a bunch of crazy, there's a bunch of these really old weird picking it, but the thing is like what is it evidence of? Is it evidence that mushrooms were involved in the creation of Christianity? Possibly, but it's also evidence that artists do.

Speaker 6:          02:13:32       Yeah. For Real, man. You're a fucking guy. He's a paid her back then. Maybe you're doing mushrooms all the time and you want to put the mushrooms in everything. We don't really know what I mean. Especially if he's doing mushrooms and nobody else even knows what they are. He's like, listen, this is one of the, but I gotta I gotta think that everybody knew about him back then and they probably shared them with people that they cared about. Because if you lived in a world with, just think of it this way, you lived in a world with no media. You have no books, you have no science. You have stories, you have a crude language. You write things down, you draw things. There's no TV shows, there's no cars, there's no nothing. There's no history of history of talking about shit. You wouldn't you think if you found mushrooms, if your life suck that much ass like this is the world you're living in his barbarian's everywhere and you'd get fucking step on a thorn and you get poisoned in your body and you die because no one has antibiotics.

Speaker 6:          02:14:30       You get an infection from a cut, you're dead. I mean this is, this is how people existed back then. Do you think if they found mushrooms that they, they wouldn't cherish them like that? Someone would somehow under the demonize them for real. Seriously. If they had nothing else, why would they demonize mushrooms? They demonized it after they figured it out. After they figured out like, hey, like they probably went big gaps without having it. That's the theory. They probably don't like big gaps where mushrooms weren't apart of culture anymore and then people tried to reintroduce them, but culture had already gone in this weird sort of violent champ. Alcohol, amphetamines way. Damn, damn, fuck, fuck. Oh yeah. It's not like we're making something up. Like this is some Alice in wonderland book where there's some medicine that says drink me and if we drank we are going to go on this journey.

Speaker 6:          02:15:18       Yeah. That's just a book. Mushrooms are real and they're everywhere. Yeah. I mean there's parts of the country they just fucking grow and constantly it's Praysee w when you talk about people that were living in it back in that day and how tough it was, you wonder if they had dislike as much happiness as we have if there are more positive thinking or what? I don't know what I mean. Like it's a good question because they didn't know any better. They might have had a more, it's like this guy that wrote this book, Jesse Itzler this, this book is in front of you living with a seal. He also wrote a book, uh, living with monks and he was, he was just here and he just, uh, was talking about it was really fucking interesting shit man. Damn, I bet. Really interesting shit. Yeah. But one of the things he was telling me was like, how happy these guys are. They're just meditate all day. They just do their job. They train dogs and they meditate all day. That's crazy. It was like they're all really happy and he was like, how many people do you think in the real world are really happy? I'm like, I don't know. And he said, 60 something percent. Would you say 67 67% or how they got a happy or unhappy? Unhappy. Yeah. 67% are unhappy. Oh, I'm sure. Fuck duty. Even that, I'm like, whoa. Really? Like there's what? 33% people happy. That's more than I expected. She truly, that are truly happy,

Speaker 5:          02:16:30       truly happy doing what they want every day. Yeah. There's not, that's hard. God, I'm so, yeah, you lucky or super, super lucky. Anybody out there that's listening, it's doing what they want. Whether you're making furniture or painting pictures or singing songs, what are the fuck you're doing? If that's what you really want to do and you're happy. Yeah. You gotta pay it back. And even if you're not making a fortune, no, you listen. If you're getting by and doing what you like, it's so much better than being rich, doing what you hate because your time is what's so valuable when you know if you have a job and you hate it, but it gives you a lot of money and you say, well, I'm going to get out of it eventually. The problem is that time that you need to do that job at eight hours, that's a giant chunk of your day, but a lot of people don't have passions too.

Speaker 5:          02:17:16       What would they be doing? Those was eight hours a day. A lot of people don't even know. They look like my dad gets off work and goes to work. He's like, what is he doing? You know, what do you want to get good at? What do you, what are you passion about? What do you want to do? And it's easier for like this newer day and age to look on the Internet and learn things on the Internet and see people on the Internet doing. I'd be like, oh, they're doing it. I'm not doing it in our parents' generation. They didn't have that. Everyone did it and they had no, it was rare. You're super lucky if you find a passion that you, gosh, at a young age and back then everybody was scared, right? So they would always tell people don't, don't do that. Don't take any risks, play it safe.

Speaker 5:          02:17:52       Get that good job. You know, they're given benefits. You'll get your degree, play it safe, you know? Well if you have a degree then you'll have to, you'll definitely have a backup plan. You know, you want to have a safety net. Everyone back then was, their parents had been in the fucking depression. Man. Even when I had grown up, people are kind of telling me like, no, you're going to fight for like, what are you gonna do for work? How many 50 year olds do you know that? Like you want to see and be like, man, I want my life. Like there's like someone like you or Paul check like you got, it seems like at your age that's pretty rare. People fall apart and what they want the ride is it's, you know, everybody can, you know, if you've watched one of those mechanical bulls, it was Wa watch when people do start ramping it up the beginning everybody can hang on everybody hang on.

Speaker 5:          02:18:38       But as life gets more and more complicated to get older and older, your body starts failing. You got to stay on your exercise program or you feel yourself to tea where you're rating. Like you've realized like how long can I keep this up? How long can I keep this going? You know? And and also people who have been doing what they don't want to do for 20 years now waiting to retire 25 years. Yup. To me, my number one for sure, the most fortunate thing is the people that I'm friends with. And then I love my family and people I'm close to though. I'm close to a bunch of really positive people that have similar mindsets to yours about eating healthy and taking care of yourself at that for sure. Also about being nice. That's salt, that's real important. Being around a bunch of people that are cool to each other and then to doing what I want to do. Cause I didn't do what I

Speaker 4:          02:19:28       want to do and I've looked, I don't want to anybody to cry for me that I was on fear factor. It's not like it was a bad job. I would've taken it again in a heartbeat if I was in the same situation. It was great. You know, it's, it offered me money, a lot of money to do a show that wasn't anything I wanted to do. Like it wasn't a sitcom, it wasn't doing standup comedy. It was this weird thing, but it was a great job. Like I'm not, I'm not hating on it, but it doesn't feel the same way. Even though I'm very thankful that I got that job. It doesn't feel the same way as it would if I was say doing a podcast or doing standup or just doing whatever I want to do. We're not off to what I have to.

Speaker 4:          02:20:02       I don't have to do something just because it's my job. Instead, I do it because I actually like to do it. You don't have to watch your p's and q's all the time cause you're in the corporate world and be watching yourself. Man. I mean, I fuck up all the time. I say stupid things all the time. If people are like, why'd you say that? Am I because I'm free ball and I'm say things off the top of my head for hours at a time or a case. Yeah. Occasionally I'll say something stupid. I take a swing and a miss. Yeah. Yeah. But, uh, ultimately it's, you know, I'm, I'm going to try to police myself as best as I can, but it's just so much better than having to piece somebody. It gives you a chance to get better at your own shit. You know, whatever you're doing, if you can work for yourself or figure out a way to do the thing that you really want to do, it gives you a chance to get better at the thing that interests you. The thing that's fascinating. Yeah. Mean

Speaker 2:          02:20:50       to you. Yeah, it's pretty sweet. It's super lucky. When I was, when I first moved to Arizona, I had, I didn't have to work, I'd like sponsored local sponsors back in Montana. Um, um, this thing bar the one, give them a shout out this thing. Uh, Elliot Smith and Jones labs construction. Yeah. Their lunch. That just for a small town companies that work and I, I was able to put all of my time into learning how to eat healthy, learning how to use my brain and training. Like I got to use all my time for that. I was so lucky for that. And, and it's not, it's huge for young fighters, you know, getting a cool business and what's to put their logo on your shorts or something like that. That's where we benefited from coming from a small town. We racked up a lot of experience.

Speaker 2:          02:21:34       Like in Phoenix there's amateur fighters that they can't get fights for the life of them. We could fight every weekend if we wanted to. So we got a lot of re reading experience and got comfortable in there. Yeah, there's a crazy Midwest circuit, right? Like, that's why Jeremy Horn has over a hundred fights and Travis Fulton was, he have like 200 plus fights. Crazy like that, but a lot of those dudes, you mean you could literally fight constantly all the time? Yup. I fought three weekends in a row once I remember that. That's nuts. But don't you get super loose when you do that? You get like used to it. Yeah. The experience is different, right? It feels normal. Oh yeah, for sure. I remember going into like bigger fights and people would kind of thing to get anything there. I was like, I don't think I will. I just don't get like before if I don't feel nervous, I'm, how do you feel?

Speaker 2:          02:22:17       I feel calm. I feel like I feel like I'm just calm, just ready for, I'm just waiting for, I feel like I'm really the now and I'm just waiting for to get there. I'm just, what are you thinking about? I'm, I feel calm. I don't know. It's just super confident. I know. Like I, in my head, I'm going in there, I'm going to knock this dude out. Whether I do or don't. That's what I'm, that's what every, every fight I get into. I'm going in there thinking I'm gonna knock this dude out every fight. And I truly feel that, I believe that in myself. And it all comes from how prepared you are. He's always doing every single thing, not like, I'm going to be lazy today. Every sing he has to do, and that's the reason he feels so fucking prepared and can focus on her techniques and can focus on that instead of focus on, oh, am I going to gas or did I train hard enough or fuck all that nonsense shit. Yeah.

Speaker 6:          02:23:07       Yeah. I was listening to someone talk about that the other day that wish I could remember who was having this conversation. It might've been my friend John Dudley, but he was talking about how when people aren't prepared for things that it gives you like another layer of insecurity on top of the insecurity of doing something that's difficult in the first place. So if you know that you're not like, maybe you're good at it but you're just lazy and you didn't really practice and then you're going to go and try and do something, but you know these other people are practice much harder than you have. That layer is even if you're a talented person that's like that has an effect on your actions and if you've done everything you can do, you've dotted all your i's and crossed all your t's. If you've done that, you'll have a different level of confidence.

Speaker 6:          02:23:54       You might still lose, right? It's a crazy way to make live in the chips fall where they may, but at least you'll know that you gave 100% now if you lose and you didn't give 100% you definitely still have. You always have that in the back of your head as like a fallback. Hey, I know I didn't really give 100% but you could say, well, well, I'm going to get my shit together now, but the problem is you've already gone through the experience of not giving 100% which is very precarious because it could be a confidence destroyer could fuck your head up for the rest of your life. It could change who you are because it's very difficult for people to overcome the past like ideas that they have about themselves from a year ago or five years ago. That is not you and you.

Speaker 6:          02:24:35       You have to, especially in something as critical as like fight skills and learning, learning how to become confident again. That's not you. That was you. Then your better now embrace the fact that you're better. Don't dwell on bad moments where you got flattened or you're fucked up or you did something stupid or you got caught in an arm bar, whatever the fuck it is, those things they can get in your head and you can decide you're that person or you can decide, no, I've passed that now I'm way better because of that. I'm thankful that happened because that taught me as super valuable lesson and without that humiliation and that defeat or that misstep or you know, whatever that error was, I would know who I really am right now. Yeah. It's like classic sports psychology stuff and you can't just read it one to be like, okay, I get that.

Speaker 6:          02:25:24       You got to fucking just wrap it in your head wrapped around your head. And I think, I truly think in a fist fight. The number one thing is confidence. And I know that confidence comes from training and also helps to have that fucking rumble. Johnson power sun, that might also be a rumble Johnson, Cory, you rely on people, you rely on it too much. And that's why I don't necessarily think he relied on the too much, but I really think about rumble is rumble was better than he was, um, enthusiastic about fighting. He was a better fight. Like he said it, he was a phenomenal knockout artists. I mean, rumble put it to people, you know, a spooky way. He would cry when he knocked out, glow over to shower and to share that one upper cut. Boom. You've watched that precision and the power that guy generated.

Speaker 6:          02:26:12       Damn. He was scary. Damn. He was scared, but when bill said, when he retired, he said, hey man. He goes, I'm just good at this. He goes, I'm not a fighter. He was, I'm an athlete. He goes, I'm just good at this. I don't want to do this anymore. I could do a lot of other things. It was like good for you and your fucking at the top of your game. Everyone's scared of you and you're like, man, I'm good at those. I mean like it, I'm going into the weed business. Fuck yeah. Yeah. I mean rumble is a, he's a special person, but that kind of thing that he has, he's got that one touch gift. I mean for sure. Technique for sure. Years of training for sure. Smart knows how to execute and close the distance. There's a lot of excellent variables on his side, but there's one thing that he possesses that most human beings are never going to get.

Speaker 6:          02:26:56       No matter how they try. They're not going to get that power. He's got that weird power. There's a few people that just have their, they got that weird power man, that fat fast twitch muscle that gases out quick or the slow twitch muscle like Nick Diaz that can push and press the whole time. It's like, see Ryan and that always gas up quick though. Here's the thing he did in some fights, but if you watch the Phil Davis fight, he never gassed out for a second. That fight. People forget who like fucking filled Davis is good. He's real good and Womble put it to him. Phil Davis was in survival mode and the other guy about that survival mode son, they'll gave it. Yeah man, he wasn't, there was no wrestling to be done in that fight. There's defense back to the feet, keep ducking, keep ducking because missiles are coming your way.

