Speaker 1:          00:00:02       Sure.

Speaker 5:          01:48:10       And, and to me, I'm like, I'm a social libertarian. I always call myself a social libertarian. I believe that drugs should be decriminalized. I think that, um, you know, obviously this stage and be really involved in litigating who isn't getting married. I think if you want to have a polygamous relationship and everyone's cool with that, that's fine. All of that kind of stuff. A prostitution should be legal. I think all of that is true. But from a governmental standpoint, I think that the government has a place, um, I think that the government can do positive things that only the government can do. Um, and so I, I'm, I'm also a protectionist and stuff. So I also don't, I also don't believe in a lot of libertarian mantra. A lot of people call me a libertarian, but I, I don't, I don't, I haven't called myself that in a long time. What makes you lean towards conservatism? A conservatism to me is simply, um, uh, the idea that government shouldn't be involved where it doesn't need to be involved if there is no justification for it. So, so if someone

Speaker 4:          01:49:01       to you, they wouldn't think conservative. You've got an earring, you got tattoos and a young guy. You're not a hipster. I wouldn't say a hipster, but your millennial less. Yeah,

Speaker 5:          01:49:12       I am. It was funny, I was listening to some guy talking about me, I want of his political shows and he's like, and he presents his hip and I'm like, I know what number. Yeah, I present this hip anytime. That's not a bad idea too. But, but the, uh, I was like, I've never, no one's ever called me hit before, but yeah, I didn't even a thing anymore. Hipster, hipster. Yeah. I don't want this. Your hip, I guess. I mean, I guess I don't, I don't even really understand exactly know a hipster when you see one, but I still can't really tell you what it, what it means. You can see some of them, man, for sure. You see them coming. Yeah. But the big, you know, sometimes the big ads glasses and the crazy out of a teaches on, uh, but I, I consider myself a conservative simply.

Speaker 5:          01:49:47       I believe that the government is too big. Um, I think that the government doesn't need to be involved in everything that's involved in. Um, and I think that the idea of conservatism is simply inconsistent. Um, I think the conservative position on, on the web, a women's right to choose is pro choice. I don't think it's prolife I think that the conservative, because it means that the government's not telling you what to do, just as if it just, as the government doesn't have the right to have confiscatory taxes, just like the government doesn't have the right to take your guns. The government doesn't have the right to tell you. You can't marry a man if you're a man and the government doesn't have a right to tell you, um, you know, all, you know, that you can't have an abortion. So the true classic sense of conservative ideals versus what we see today where it's sort of a mixture of conservative philosophy, but the religious influence, right?

Speaker 5:          01:50:29       There's a tremendous amount of religious influence because, well, from the Reagan days, right? When, when Reagan sort of courted the religious, right? Yeah, it actually started with like even even Nixon and it's the southern strategy and all those kinds of things. And the idea that, um, that, you know, the map has changed like we in, in American politics until really the civil war parties were coming and going constantly like that parties where, you know, the federalist in anti-federalists by the Times James Madison had James Monroe or president, those are really antiquated terms. Those were only five presidents in between Madison and you know, or Montereau and Washington. So, you know, we had this churn, the know nothings free soil, all these kinds of things. And suddenly the Democrats come out during antebellum America. Republicanism begins in 18, 56 and you have this idea of these parties that just exists still to this day and simply morph constantly into these different things.

Speaker 5:          01:51:22       Making me wonder why we don't just have new parties constantly. But to your point, the reason that conservatism and liberalism aren't, these aren't in these neat buckets anymore is because they're tied to these parties and they have to constantly justify themselves. The Republicans under ulysses s grant and Teddy Roosevelt were the original progressives. They were the ones that wanted land to be set aside for national parks. They were the ones that freed obviously the slaves, you know, not so much Teddy Roosevelt as much as the ulysses s grant and all of these kinds of things and suddenly everything changes and then suddenly everything changes again and so on and so forth. And so none of these words have any definitions anymore, which is why I didn't identify with republicanism anymore because I was like, I consider myself a moderate conservative. But what's conservative about evangelicalism, what's conservative, um, about, uh, even even ideas like free trade and stuff like that, like the idea of just having these, these open markets that destroy your, your ability to manufacture things that drive wages down, that do all these kinds of things.

Speaker 5:          01:52:13       Nothing conservative about that at all, you know? And, and so to me I was like, I just had to find my own way forward. So I just consider myself independent, you know? And, and, and I feel like I'm consistent in what I say because I think you can match them all up and I don't think there's any consistency in saying you can't marry this man. Uh, but don't take my gun. You can't have this polygamous relationship, um, you know, but uh, we should have prayer in school. It's like, it doesn't, these things will make sense to me, you know, like the, you have to be consistent. Well, the religious things always seemed to me to be compromised as to get the support

Speaker 4:          01:52:45       of the religious right. It seems like they moved towards those directions because it sort of reinforces the power that they have behind them because they're the only candidates that are willing to do that. Right. Whereas the left is not willing to. They're, they're not willing to go down that religious road in the sense of a woman's right to choose and the sense of a lot of things that they get liberals to support them. It would be antithetical. They would lose that support. But do you think that a guy like having a guy like trump in office that one of the good things about having a guy that's obviously fairly unhinged and ridiculous is that we need to reconsider like what it is to be a president and this idea that this guy could get into this position by just sort of calling everybody and doing a lot of make America great again speeches and saying a lot of crazy shit about we're going to build that wall 10 feet higher and all that. The other nutty rhetoric that went on during the campaign and then seeing him in office and seeing who knows if he's going to get out of these four years without going to jail.

Speaker 5:          01:53:48       Right. I mean, I don't know. I mean I, I, I think that there is, I think you can glean positive and obviously negative things out of trump's administration so far. Right? What do you glean positive? I think what's positive is what we were talking about earlier, that the system works that like nothing has broken, broken down at all. In fact, like we've seen from the circuit courts all the way to the Supreme Court and with Congress that there actually are, these are legitimately viable and independent bodies and the and the checks and balance system. Right? And this is why I think it's so deeply offensive to, to, to, you know, in a way it'd be like, well, fascism alive in America and, and I'm like, it's not, it's not what fascism would've looked like from a governmental standpoint is trump's coming in, suspending the supreme court dismissing Congress and trying all these crazy things that would have happened.

Speaker 5:          01:54:31       And that's what fascism looks like. What fascism does it look like? Is you passing a travel ban and the supreme court saying no, and then you're trying to pass it again. And then the circuit courts say, no, you know, and that's not what fascism, that's what republicanism, small r republicanism looks like. And so I think we can glean positive things out of this that people got mad at me after the election because I was like, the world's not ending. I actually tweeted it that night. People were losing their minds. I'm like, it's gonna, be fine. People are super emotional. They were, but understand what we've survived. We understand when we've had elections, like what has happened, right? We had an election in 18, 60, and really, and even in 18, 56 and 1952 when things started to really start to fall apart and we had one in 18, 64 during the civil war, we had an election in 1932 during the depression.

Speaker 5:          01:55:15       We had an election in 1944 when we were fighting the Nazis and the Japanese at the same time. We can survive this way. We didn't. No one came in and said like, we don't need an election now or on toward. Things were happening. We still went through the rigors of our system every four years. Everything stood up. Everything was fine and that the suggestion that Donald Trump is going to be the guy that the, the confederates didn't do it, the Nazis didn't do it. The Japanese didn't do it. Nothing to Donald Trump's going to be the one that destroys the American republic. It's absurd. And so I and I, I take,

Speaker 3:          01:55:44       I take that as a positive, but what I take is a negative is it? We're just wasting time. It's just time wasted. It's good theater. It's entertaining, but it's not funny because nothing, they've not gotten anything done. And I want tax cuts. I think that's great. I, I want some reasonable things happening that the congress can pass with trump the sign, but I think these are just wasted four years, you know? And so that's not funny at all. It's just, it's, it's making the problems worse. Lot of wheel spinning. Exactly. We have deep problems, $20,000,000,000,000 in debt, a massive deficit. Uh, we're spending $600, billion on our military, $600,000,000,000 on our military. It's nuts. It's insane. We have to start asking ourselves questions of geopolitics. Do we need to be in Japan anymore? Do we need to have these bases and Poland? Do we need to, you know, we have a lot of weight, but we, we can't get past this buffoon that's our president in order to start asking ourselves the questions.

Speaker 3:          01:56:34       So we just have to punt until a normal person's in there again and I think we'll get a normal pr. I think he'll survive his turn, but I think, I don't think he'll run again. I'm, I'm of the mind that he won't run again. Specifically specifically already ran for reelection. He's already filed. Well he, yeah, he's filing it. He's raising money. But I specific, I think that one's Kellyanne Conway and these other people that are engineered the election for them to begin with after the midterms, which I think are going to be interesting. I think the midterms actually benefit in some ways the Republicans because of the map in the Senate. But I think that when it becomes clear that he can not. When you were thinking you were going again? I, I don't. So it's interesting because I'm friends with. I'm good friends. I went to college with this girl who's a lobbyist in Washington.

Speaker 3:          01:57:10       She is a Democrat and she's pretty well connected and I had dinner with her a couple weeks ago and she was like, not only will trump running and he'll win and, and this was when everything was going on and all this and I'm like, I just don't see him subjecting himself to the possibility of losing. He won once, you know, and it reminds me of 2004 when Bush won again, but he also won the popular vote, you know, he'd be carry and it kinda legitimize himself. I think that trump is gonna risk further illegitimized himself by subjecting himself to, you know, not only a primary which is going to happen, which is the death knell for an incumbent. Think Gerald, Gerald Ford, Jimmy Carter, how that went for them when they were primary because they were so unpopular. And then he goes in and there's going to be the dumb.

Speaker 3:          01:57:49       If the Democrats are smart, they put someone up that's really good. Um, and uh, but, and I also think there's gonna be an independent candidate that's gonna screw everything up as well. So I think he has a very, very high likelihood of running again and I think he could absolutely could win again. Do you think you'll win the primary? Because I'm not even sure he would get through the primary. I don't know. I mean it all depends on what happens over the next three years. Obviously I'm in no way shape or form a political expert, but I think that we got a lot of dummies in this country and all we need is momentum. All you need is one event, some big thing to happen where Donald Trump solves a problem. Do you remember how happy people were with George Bush directly after World War war? More war after September 11th, after September 11th and he made a bunch of speeches and set a bunch of things and his approval rating shot 90 percent or something like that shot up and people were very excited and they were like, this is. This

Speaker 4:          01:58:42       is the reason why we need sort of a good old boy president, just because when push comes to shove, they know how to get the men in uniform behind it and just take care of this problem with military might and make America great again and all that kind of horseshit. If something like that happens with trump and trump, you remember he had that one speech. Jamie can give me another one of these things. Please let me handle that one speech where I'm everybody's like, oh, that was. That was presidential. Like he had won presidential speech. He spoke in front of Congress and everyone was clapping and he said a bunch of things like all you need. All he needs is one event, something that happens where he steps up and manages it with a reasonable vocabulary and and does things that people approve of especially some sort of a catastrophic situation or any sort of a military situation. If we have to deal with North Korea, if we have to deal with something where there's a real legitimate concerns, thanks pat. If that happens and he manages it, people get scared and they don't want change. I think if that happens, it's entirely likely if we have to deal with some sort of a catastrophe, some sort of a tragedy, some sort of an attack or an event, and Donald trump manages it well, it's entirely likely that he could be president. Sure.

Speaker 5:          02:00:01       There could be a. There could be a moment like that. I wouldn't throw. I mean I went through anything past him specifically because I and many other people were so wrong about his ability to win to begin with. I thought I just didn't. I thought he would do, but I kept saying he's going to do better and get more votes than people thought, but I didn't think he had a prayer of winning, but there are certain things you can look at where it's like, well, it's. It's about 50,000 votes along three states that he even wanted all the vote was suppressed priest and I'm not saying he was at. It was actively suppress. People just weren't enthusiastic about this, so people weren't out there to vote. Now people see the consequences of not voting. Um, I don't think that. I don't think that it's like the.

Speaker 5:          02:00:34       I guess what I'm saying is that the prognostication that like this is the end of the world, right? Like that Donald trump being president, that we've had terrible presence, you know, like we've had really bad presidents. He's the worst. Yeah, in some sense he's, I'll say that he's the most incompetent. We've had some. We've had some presidents that were just in shitty situations that they couldn't manage long time ago. Yeah, I would say hoover's probably the last one. And then Puke James Buchanan. Obviously it's an awful precedent. The in, in 18, 57, the state starts to secede when he was president, so, and he couldn't do anything about it. Um, so we've had to really die or serious situations under presidents that were not, that were in over their heads, but there also is no footage of them. There's no film. You have to really go back and read history to understand the

Speaker 4:          02:01:15       sequences of their actions where we're seeing all this play out in real time. We're seeing the poverty of his vocabulary, the way he communicates in the press, the way he pats himself on the back. Like the other day, he said he has one of the great memories of all time and like he says, things that are just preposterous.

Speaker 5:          02:01:31       The one about him being an Ivy Lee. I went to an Ivy League school. I'm an intelligent mind. I don't. I'm one of the guys that says like, I don't think he's dumb at all. I don't. I don't think he's stupid. I just think

Speaker 4:          02:01:40       in over his head. I don't ever see him in the nineties. Talk about running for president. You ever see that video footage? I think it was on Charlie rose or something like that. Starting an 88. He started talking about it either. Yeah, all the way there. And when you go back and listen to that, like first of all did something happen to his brain. Like why is he so clunky now? Like wire his sentence is so poorly formed and speech pattern. So shitty. Now maybe that's what you gotta wonder about. Like old dudes. They get to a certain age. Especially guys like him who don't exercise, don't eat well, yes, KFC bucket and it's got a big fat gut and just like how well or is neurons firing, you know, he's, he's see if we can find that video of him back from you. Got It. Like, watch this, listen to this.

Speaker 8:          02:02:25       I think that if you had to do it again, I'm not sure you could. I went through a period of two years that was truly tough. Well, you know, you have parents and you have people that adore you and you have people that for 15 years nothing went wrong and then all of a sudden the world seems to be coming to an end. I mean it just seems to become. And it's just a, it was just sort of an incredible experience for me. This is him. Good, humbled. Talking about going bankrupt. I'd like to hear him talking about running for president. My father wouldn't have been in mission to bail me out, but he certainly helped and you know, morally and as the whole interview with my mother was great. I have a sister, she's very just listen to listen to a speech pattern, never knew as to loyalty whether or not should be there or wouldn't be there and she was there in spades, other people with them.

Speaker 8:          02:03:19       But you know, the, the incredible thing is you can't really tell. You can't really tell who's going to be there, who's not. Um, I would have bet my life on certain people. I would have said a politically speaking that somebody that, you know, Andrew Stein would have been there and it wasn't. I would have said that other people, what he wasn't there in terms of for 15 years I supported Andrew Stein, supported them. I never asked him for a thing when I needed a vote. One Riverside South until the very end when everybody else was on board. Andrew was not there and I was, I was really surprised at that. Now ultimately he was there, but it shouldn't have been so difficult. It really shouldn't have been. Here comes, one of the things they say about you is that their ticks within you, a vindictiveness about that and you're not gonna forget that. And part of the trump style, at some point you're going to try to get Stein back. Well, I don't think I'm going to try and get stuff back. I'm just disappointed. I'm disappointed in other people and I'm not disappointed in some the.

Speaker 4:          02:04:20       Okay. Then people point is he seems like a much more reasonable person cogent like, yeah, maybe he's going to maybe see a little. See now I have no idea. Also, I think, and this is something I've been really, I'm battling, not battling but bouncing around in my head a lot lately, is that I think this, this hate of him, the, the constant insults, the attacks on him, the constant. I mean he blogs people on twitter all the time because people. And now people are suing him to say that he can't block them on twitter anymore. We're being very petulant about that stuff. But this, all of this like the center live satires of um, all the, all the shit that they do is ramping up his mania. And it's, it's actually bad for all of us, you know, and that you don't get someone to change by going, hey, fucking change. You know, you're a piece of shit. Like that doesn't make people change. It makes people aware that you hate them and it depending entirely upon their personality, whether or not they're reflective or introspective, how they, how they react to that. He seems to react to it by, by like doubling down and by getting more aggressively defensive and more self aggrandizing and more self congratulatory, you know, he seems to get more trump. Yeah. You know, it's almost like he's the hulk like you ever received. When they shoot, the hockey gets bigger.

Speaker 5:          02:05:43       Right? Right. Yeah. Yeah. He definitely, he doesn't deal with. He's in a situation where someone needs to lower their rifles. Right. And point. And after he was elected, I thought for sure that smart people are in his, in his transition team and he's not surrounded by dumb people. He surrounded by inexperienced political operatives, but he's not surrounded by dumb people that someone at some point what it said like we can now get down to the act of governing and I'm of the mind that if he just started acting more normal, if you stopped tweeting so much, if he just spoke at a more normal in a more normal way, did normal things. People would have forgotten a lot of what happened during the campaign and he would have been in much better shape to get legislative goals through and stuff like that. But he, he can't help himself. Like he, he, and that's why I think like this destructive. I don't, I just don't know that the American people are going to want this again. Like I think that I think that he has a base of 30, 35 percent that will be there, but isn't that what Obama had? It is lowest for approval ratings. Yeah. And the second term I think he was down down to that

Speaker 4:          02:06:44       I can think is lowest approval ratings were, were higher than trump's lowest, but he's in the neighborhood.

Speaker 5:          02:06:51       Yeah. I, I'm, I'm not even saying [inaudible] approval ratings are fickle. You can do all sorts of shifts to manipulate those numbers and, and trump would, you know, interestingly and rightfully maybe say like, look at the economy, it's doing great. Look at the stock market. It's doing great. I think we're economy was on the sort of deceptive, right? Because the economy was on an upward trend, right? And again, it's caught

Speaker 4:          02:07:09       that wave right there is a real belief by business people that Donald trump is going to make things easier for them because of his nature. The Fuck Jamie, what happened? Motherfuckers with their ads, um, that we, we have this sense that the business people think that he's going to alleviate restrictions. He's going to make things easier because you had to open up doors and he's going to do that. Some people would think are very unpopular. Like one of the things he's done is he made it so you can bring back lion trophies now again from Africa. So if people want to go to Africa and shoot lions, you could bring them over, which is bizarre. It doesn't make any what? What is a digital? No other president. What does this. Trump's approval rating is bad day one 97 of his presidency, 5:30 pegged. That is 37 percent. No other president in history of modern polling had an approval rate. So dismal on day one. One 97. According to 5:38 tracker, a former president Gerald Ford came close to matching trump, but could a have boasted and approval rate of nearly two point five percent points higher.

Speaker 5:          02:08:18       It wouldn't be super surprised. And Have Obama Fall into that high thirties, low forties and his second term because that's when they don't care anymore. Yeah. Um, and that's when they really start to take initiative and do certain things. So I was approved. I didn't see it below like 47 percent. Obama. Yeah. He must have been a with. Oh, is this, this approval is a little different than a approval or disapproval. That's true, yeah. Okay. There's a disapproval rating. Disapprove, or do you approve it? You can be neutral on that. Right. So if like there's a disapproval rating of 50 percent, it doesn't mean is that approval rating of fifth year? Correct. Right. Okay. I think, you know, it's funny because I think with, with there are certain things that I think people don't understand that are unpopular, that do need to be done specifically for businesses.

Speaker 5:          02:09:01       I own a business, I've owned two of them. You have run your own business, it seems like with all of your adventures as well and it's very hard and, and a lot of people look at, I'm just from an administrative paperwork standpoint, taxes, all those kinds of things. It's, it's awful. And I think a lot of people pointed business big and small and they look at them as like these ways you can kind of like get blood out of a stone and take it and extract as much money out of them as possible and all these kinds of things. A lot of people are not sympathetic to it because no offense, they have no idea what they're talking about. And I've been watching the west wing again, which I love. I love that show. I never watched it. Oh, it's fantastic. You probably love it.

Speaker 5:          02:09:32       You should, you should check it out. So it's just a great show. And one of the things they say in there is that the major difference we are, people call us a democracy, but we're not a democracy. We're a public and the idea is that you send, you vote for people that go make decisions on your behalf and sometimes those decisions are going to be unpopular, but some people do know better than others. And so there are certain things, I don't necessarily judge a move based only on popularity because what does, what does society at large know about running a business? Nothing. So you have to ask people that understand what it is to run a business and how you can make that easier. So we can't judge things based on that. Only my major concern with him though is that he's so unpopular even in his own party and even specifically with the House that because they are constantly up for reelection that you know, it, they haven't had one legislative like when uh, in, in, in the entire time he's been president does not have all the positions fully staffed as well.

Speaker 5:          02:10:22       Yeah. There, there are things and that's not uncommon either that sometimes things go for years without being staffed or whatever. I think part of the problem is so crazy. Like how the fuck do you take office without all the pieces in place because they, I who knows the conspiracy theories run deep on this one, but I don't think he thought he was going to win and I'm not even sure he wanted to win. And I, and, and I don't think that they had a real transition like a. I Read Hillary Clinton's book, what happened, which is an interesting book. You read the whole thing? Yep. You okay? Yeah, I'm okay. I'm okay. What is this? What happened? Because I'd be interested in high part of the time. Yeah. Out laying in the bed, in the bathtub reading. Um, but uh, as I said the you'd have to be high to read but I wanted to perspective, right?

Speaker 5:          02:11:01       Like I think it's interesting and, and well there's a lot of things in there but one of the things she was talking about was that she had, they were fully prepared for their transition. So you're, you're dealing, which is not surprised. She was actually talking about in October she started taking regular meetings because they assumed that she was gonna win about how she was going to stack things and the decisions they were going to make in the first 100 days. And I think you just have something that's like over the top bravado. Right. And on the other end, ironically for someone with so much bravado, you have someone that just was totally not prepared to win because I don't think anyone inside except for maybe Kellyanne Conway was telling think that's the case. Or do you think it was just concentrating entirely on winning and then figure it out once it gets in there?

Speaker 5:          02:11:37       Maybe, but you're, you should. I mean, it could be anything we, the definitive book on this has not been written yet unfortunately. And actually mark Halperin who was writing that book and now he's, he's finished with that. You realized that he has such a limited understanding of what even his powers are and what you like. What was the guy he spoke to? We said I had a conversation with the president of the US Virgin Islands. Like, Hey, you're the president of the US Virgin Islands. Yeah, he makes, he makes them stupid. He makes some stupid mistakes. He, he doesn't. I mean I remember. Yeah, that was there some moments like that where I'm like, you're funny, you're funny, but, but unfortunately the situation doesn't call for being funny, but it's not, it's not humorous humorous situation. And I feel like specifically with, um, in terms of governance, I think he just like, I remember the debates where he didn't know what the nuclear triad was, which is like the fuck.

Speaker 5:          02:12:26       You not know what the nuclear triad is and where he speaking around issues that are, are somewhat basic, right? That someone that's running for president, you know, and when you multiply that by not being a candidate, but by being the man in the office and then being inundated by the realities of the office, he was just ill prepared for it and he, part of the reason he wanted because he was an outsider and part of being an outsider is alienating everyone around you. That is an insider. So he has no one, very few people that are willing to work for him that are capable. Which is why I think that, um, you know, there's this idea, I don't know if you've read about it, there's this idea that there's basically a soft coup going on in the American government right now. Have you talked about, have you heard about this at all? That general Maddis who's secretary of defense and then General Kelly who is the chief of staff, are basically running things and that we. And it's kind of a scary idea because military coups, or even if they're soft, they're not constitutional, but that people take kind of solace in this because they're like, well, people that are men of honor are kind of making sure nothing crazy happens. And I'm like, well, again, this is such a waste of time. We want something soft. Cool. Or is that just he

Speaker 3:          02:13:32       has given over the reins to the military for the first time ever because most of the time the president is in charge and the military has to come to the president for direction and for guidance and for approval. Whereas Donald Trump has kind of said, look, you people know what to do better than anybody. Do what you gotta do. It could be that. I mean, yeah, it could be voluntary, but it's still its own sort of cool because that's not what you're supposed to do. It's not what you're supposed to do. Now I trust the military, the American. I'm better than him. That's absolutely loves. I was going to say was that typically a military coup in history is a super negative connotation than rejections. Libyans, whatever the case might be, it always turns out bad, but we have a honor, like an honor driven military, I think in the United States above all others that will take care of things and handed over if necessary, but, but the interesting thing that people have been writing and talking about is like what happens if he does?

Speaker 3:          02:14:21       If you want something crazy done and they just don't do it. We've never. We've never had a situation like that. Like what if, what if you know what, what, what's going on in, on the Korean Peninsula, for instance, very dangerous situation, very dangerous situation. What if he goes to escalate and they're like, we're not doing that. Right. That's actually the first time that we know in recorded history where, where the military is not responding to the, to the civilian government. So there's, it opens all these hypothetical interesting things to think about. Things that we haven't come to that haven't come to pass yet. Yeah. I mean, he hasn't requested anything completely bizarre yet, but he said some completely bizarre shit about, you know, he needs essentially violated the United Nations code or how you communicate with other governments. Right. I mean he said he threatened them. What was the, what?

Speaker 3:          02:15:08       The terrible, horrible things. Fire and fury. Fire and fury, which is funny. It's, it's a, it's A. Well, a lot of people didn't glean out of that was that he was clearly watching truman, Harry Truman videos. Harry Truman said this pretty much the same thing before he dropped a nuclear bomb on Japan and there's videos of it where he was like a rain of fury, the likes of which the world has never seen or something like that. He says, and I'm like, well, what? You've been someone who's been tripping truman quotes in the area because this sounds awfully familiar to me. It wasn't watching TV, but uh, to me it's like we, it's especially precarious because yes, a nuclear armed North Korea is not ideal, but there's no. If you read any foreign policy papers or any, any, anything other think tanks, there's no good solution out of this and for him to be so flippant about it when you're actually assured destruction is the one policy that's kept everyone safe for a very long time.

Speaker 3:          02:15:55       The idea that we will destroy you if you do anything else and for strike capabilities and all that kind of stuff. The fact that he's playing with that balance has major geopolitical consequences in Asia, which in turn can bring the Russians and obviously the Chinese situation, comic book sensibility to it that you know, you go and drop some nukes on North Korea and everything saw problem solved. That's no, you just started a gigantic chain of events that could lead to a bomb of blowing off in a major American city or more. Yeah, I mean at the very least you're talking even if you. Even if you disabled North Korea's nuclear capabilities, we don't really understand how their icbm is work. I was reading something today where they actually had a major collapse of their nuclear site of 200 people dead, like tunnels, collapse and stuff like that.

Speaker 3:          02:16:40       Like they're actually blowing up so many bombs that they're actually weakening their own structures and stuff like that. Um, you have this situation where at the very least, even if you disabled everything and they couldn't retaliate, retaliate, soul is 35 miles away from the border. You're going to talk about tens of thousands of people probably dead in a few minutes. And then you're getting us involved in. There's a refugee crisis on the northwest border of North Korea that's funneling in the China. China gets involved. Russia also shares borders and has insurance interests in, in Asia and East Asia. This isn't something that a man who doesn't understand things needs to be trifling with, you know, and uh, it's, you know, I would love nothing more than to have North Korea taken down a peg. Like, yeah, but think he communicates with the military. I mean, first of all, how does he have the time to do everything he's doing because he doesn't. I mean, I'll answer it

Speaker 4:          02:17:28       before I even asked her. He does. No, no human has the time to be the president. It's one of the problems with being president. I mean what you were talking about earlier, how you have businesses and you run things and how complicated and difficult it is and those things are not. No nothing compared to being the president of thing and he's got to deal with the economic situation. He's got to deal with the military. He's got to deal with immigration. He's trying to build a fucking wall to Mexico. He's trying to bring jobs back to America and he's playing golf 150 times. Oh, he's played golf 72 times. Cost the taxpayer. Seventy 6 million, 236,000, $13 at least. What is this website? Trump golf count God. Seventy two visits to golf clubs since inauguration, which confirmed golfing on at least 33 visits.

Speaker 3:          02:18:16       God Damn car frequently asked questions for answers to frequently asked questions and our complete data table for the list of trump's outings. He's hilarious. No, it's. I mean, it's the most complicated and all encompassing jobs imaginable and he's out golfing. Yeah, he's, I mean, once you got to have rest and relaxation, I don't begrudge you that, but I wonder like again, because of the alienation that went on through the primaries and into the campaign, when you have people that are simply not willing to work for you, that are very capable. Um, what do you do? I don't know. I think that's why nothing's happening. That's why when they had the healthcare thing, you know, kind of crop up at early in the, in the administration, they weren't prepared. When they don't have it, they still have not really released all the details of their tax plan. It's like, what are you guys like?

Speaker 3:          02:18:58       Nothing has really happened. It's just that I'm telling you, Joe, that's the major thing that's a bummer to me is it's just wasted time. It's just wasted time. We do not have time and again, I don't think anybody has enough time to actually be the president, but I wonder like what conversations he's having with the military and what, how those decisions get made. I don't really understand the process enough to know, like say if North Korea does something stupid, what, what, what are the decisions and who, who brings those decisions to the president who brings us suggestions, who lays out the possibilities and how does that go? So I think from what I understand, the way it works is that there's a situation room in the White House that joint chiefs of Staff and the national security advisor meet there to discuss things. A president comes in when they're ready to, to present them with things.

Speaker 3:          02:19:43       They present him based on the branch that's dealing with it, what's happening and then they give him, you know, what are reasonable responses or you know, wait and see kind of things or whatever. And I think that's how it goes down. And then he tells, you know, the joint chiefs to, to act on his, on his direction. That's a great name for a room to the situation room with Wolf Blitzer. Your Situation Room? Yeah. How has he called him his own show? That situation? I don't know. He got away. He's getting away with it. The fucking rude. I know he's getting away with a wolf. Blitzer is an interesting character and a lot of these guys on cable news or are interesting people to me, especially now so. Well, because they're the, the, there's always been partisans. We were talking about William F Buckley and corporate al before. Right. But there's no pretenses now about anything like, like no matter who you're watching, I don't, I couldn't even tell you what a person who doesn't have an ideal and open ideological bent anymore and had had some sort of, um, some sort of, it's kind of like a means to an end for them to get their information out there the way they want it.

Speaker 3:          02:20:40       There's no like Walter cronkite's anymore. No completely objective journalist, which I would love. I would love that, but I don't try. I don't really. That's why I don't really trust anything the media says anymore. It's not only trump, it's just like there's always an agenda. Yeah. There's no one who's delivering it all with a straight face. Everyone has an editorial bent to it and that's fine, but I wish that it when the only place that you can really go to get straight up news now or the wires, it's kind of like a little lonely, you know, go to ap and Reuters and then that's pretty much it. What about the Internet? Is Anybody doing a good job of disseminating objective news on the Internet? I don't think so. Not that anyone that I've seen, I think there's an opening for that. If someone could figure it out.

Speaker 3:          02:21:17       There is, but I don't. The thing is, is that the sad thing is I don't know if there's even an audience for it, you know, like I think that people like you and I that might want a more objective stance to make up your own. You know, I remember I used to watch BBC World News on pbs in college because it was like this very outsider kind of like, you know, 40,000 foot view of what was going on and I feel like we don't even really have that anymore and I feel like there's the reason that those people don't exist is because there is no, there's no money there. Yeah. It seems like the big monies in preaching to the choir. Absolutely. And that's, that's why with what I was trying to do is like, uh, I get, I take a lot of honor that I get fired from every angle, which means that I'm doing something right.

Speaker 3:          02:21:52       It's not like only the left wing people that don't like me. It's not only the people that don't like me, it's like everybody has some problem with me, which makes me feel like maybe I'm somewhere in the middle, but I haven't, I haven't, I don't have. I don't know if I have an agenda. I guess I do, but I have a point of view. The news to me is the most fascinating, well the news networks because CNN seems almost like it's just, they're weighted down by rules and restrictions in a certain sense where it's Fox News. He got Hannity who's just fucking completely unhinged. You had bill o'reilly. He's trying to fuck everything that moves. I mean, didn't that guy have like nine different

Speaker 2:          02:22:26       sexual harassment lawsuits that he settled? One of them for 35, $35,000,000. What the fuck did he do? I can't imagine how much money he really has from his books and stuff. If he can even fork that much money over because I was him. Right. That was even Fox. I don't think. I don't even think it was highly files. $5, million dollar defamation. Suit over harassment claims. Trying to get back. Go back to that. Let me read the text underneath it please. Former Fox News host, Bill O'reilly on Friday, filed a defamation suit against former New Jersey state legislator, Michael Panter. Following a facebook post on Tuesday in which panter detailed, alleged sexual harassment by O'reilly against an unnamed ex partner of panthers. Huh? Wow. Painters claims based on the conversations with his ex and incidents he said that he witnessed. We're chilling. Panter says that his then girlfriend's enclosed career was largely dependent on staying on a Riley's good graces, uh, and that'll riley repeatedly asked her out and made sexually charged late night phone calls to her.

Speaker 2:          02:23:30       That's his move. He calls you up and says fucked up shit on the phone. What a freak. It's crazy, man. He must've been like, sort of the Harvey Weinstein sort of thing. Like he must have been doing that forever. That was his thing. He would call chicks up. Yeah. What are you wearing? I was about to call Reagan. Got Him on speed dial. It's from watching me jerk off. It's, it's, it's totally bizarre. Like the power of money. It gives you some sort of presumed Valle against. Thinks he does, but it's also the Fox News thing. It's so sexually charged, like I have a whole bit about the way the men and the women dress on Fox News because those women dress like they're going out on a hot date and they're talking about like important issues. Right? Yeah. That little dresses and there always seem to be sitting at the edges of the table so you can see their legs, right?
