Speaker 1:          00:00:00       Yes.
Speaker 2:          01:26:04       go wrong sensibility with that person. It could be like, you know what, this was nice meeting you guys. Absolutely. Walk out. You guys as comics. Definitely have an aversion to the crickets though. Yeah man. For sure. I feel better if that wasn't an option. Yeah, take that off. If you've taken a shit today or not. I just do it. I know I've had to shit for a couple of hours but I can always sitting on it. So it helped find that shitting. That should be your twitter. So let me tell you guys some. I have some new shitting updates of all of our, of our. So I was taking metamucil, which is a, as you know, you know what metamucil? Yes. Yep. And so I ran into the metamucil and I started taking costco a generic why? Because it was there. What does it matter? Well, hold on your conclusions because since I started taking these generics, super turned on right now.

Speaker 2:          01:27:12       You are cute. I talked to you about shit or the common ground. What happened with this generic? Amazing, amazing, perfect little nuggets. I'm talking like strong. When do you take what time of day? Usually I'll take two with every meal. Every meal. Where you're supposed to take like 20 in a day. You know why it says take five five times a day. I swear to you. I agree. It's insane. Amount of horse. I'm just a guy trying to have some clean shifts. What about Coca Cola Cola? That sounds. I think it was colon. No, it's a stool softener. You take it after you give birth to start the engine again. Oh, I mean that's not you. You're taking too many capsules a day. That's a lot of fiber. All my shit's. Look fucking fantastic. Photos of them. How's the wiping when I should like that? It's like an hour.

Speaker 2:          01:28:08       Did you get a lead? You have a good washlet? No, not yet. Gotten to that yet, but I do want to. I want to total it up. It's on our list. We were doing like a gate and yeah, we've got a lot of blind not to see. I got to get some privacy, man. I know I need. I do, but I am actually curious when you have the baby, tell me what I have is you have the baby and then you take the baby home and then you're just at home with the baby. Like baby number two, baby number two. So this both times we've lived pretty close to the hospital. You not more than a 10 minute drive. Really 12 on the drive home. This time I pulled over just to double check because I was like, all right. He was strangled by the seatbelt was so small in that car, driving from that

Speaker 3:          01:29:02       with Baden and I'm like, so wait, I'm starting to panic. Gosh, yeah, yeah. They're like this. That's the case. You have an accident or anything? Oh yeah. You pack them in there and at the first kid,

Speaker 2:          01:29:14       the first kid we didn't even know how to buckle a kid into the car. We to ask the nurse to come out and help us in the hospital. I'm like, hi. You know, like can you take that baby home and you're sleep deprived already because you've been giving. You gave birth 24, 48 hours before and now you've got this being. And we did shifts. It's so terrifying. I remember we were watching a star wars movie.

Speaker 3:          01:29:37       Yeah. And we, uh, it was like six days later and we were 15 minutes into the movie, we would walk. Then you'd think I'm gonna wash it and you've watched like a minute you're like, oh my God, you just. And then you'd wake up because the baby woke up and then, you know, it'd be like 3:30 and she'd be like, go to bed. I'd go to bed and she'd be on the ground. Were you guys just like off during that time? It was kind of great because it was December.

Speaker 2:          01:30:01       Yeah, near December 14th. I came to Ellis. So it was right before the holidays. So it was. It was your birthday you though. It was a nice number. Twelve is mine, but cool. Yeah, but you're going to have a summer baby, which is kind of even better because you're not in the cold and flu season. They read you the don't take the baby end of the mall. It's gonna catch this airborne diseases and that's nice because in the summer the days are longer so it's. That's true. It's going to be easier for you guys. We're going to take like two weeks off for sure. I think it will take longer. I just hope so. No, no. I'm just going to come in and do the podcast or something. I don't know. Is that enough?

Speaker 3:          01:30:33       You take as much time as you want. I'm for you. I'm wondering. Well, I'm gonna run in and I think it'd be fun to talk to everybody about what's going on. It's not a big commitment. Got some. I got some ideas for you, but I'm so I'm very excited to spending like just that family time. It's great. You'll never get that again. You know, especially first baby, is that the scariest moment? Like when did that first baby you just bring it home. You're like, I'm terrified of that. Like, seriously.

Speaker 2:          01:30:59       Well here's what you can do to help. If you have a mom who you want to have around you. Some people don't, I didn't it. So if you don't have a parent or some maternal figure that can walk you through it, hire someone if you can afford it. If you can't afford it, hire someone. Hire a Doula. Somebody who can help you through your pregnancy and delivery and bu there just to take care of you and that baby and your family. Because we were lucky we had a girl come and cook for us a little and help us out, you know? Um, yeah, it's kind of, you need them all. We didn't have any family. I mean my mom plants too.

Speaker 3:          01:31:35       Visit. But you know, for a couple of weeks when would you give birth? And my mom lives here. Yeah, there is that, that thing is like the first 90 days. That's, that's best. The Harris, you know, they, yeah. That's what you want to get through it. Just know that after the first 90 days it gets a lot easier and they turn into babies and you start to see personality you have. And you were telling me about the car ride home. You didn't finish that. Did you know just

Speaker 10:         01:32:00       that? I was, I started. I was like, is he all right? And she was like, yeah, he's fine. I was like, I dunno. And she was like, do you want to pull over? I go, yeah, I want to pull over, pull over. So I pulled over and I just, I mean it was like one of those like ocd kind of things where you're like, did I, did I lock the door? And I locked the door. Like it was like that. I just, you know, I was like, yeah, he's all right. I just had to double check even though, you know. Yeah, yeah.

Speaker 4:          01:32:24       Pull over real quick. Yeah, sure. That's a thing. So you spend the night in the hospital for a day or two.

Speaker 2:          01:32:30       So it depends on the delivery. Do you have an easy peasy, you know, whatever delivery, delivery, delivery it comes out if a blaster your vehicle and uh, and it, and there's no complications. You can be out of the hospital within like 48 hours. Right? If you have a c section, they might keep you there from like three to five days from what I understand. Wow. So it's a lot. They monitor you because they want to make sure, you know, there's no internal bleeding or problems with you and the baby. It just depends on how easy it is. Pretty incredible how one would just used to fucking die. Oh yeah. It's terrifying. Oh, and then what happened was women used to deliver before the discovery of soap and washing your hands between delivery. Women would die on the birthing table because physicians didn't know to wash their hands going in there. Do you mind if I finger you? Yeah. Yeah. It's crazy. I can't imagine. I like him.

Speaker 4:          01:33:24       Like now having a baby. We don't, we don't assume that it's risky. Gender or, or life threatening. Yeah, gender. Right. We'd always done it that way. Don't ever assume a gender are you? I haven't. I had an idea for a funny youtube video and I'm going to. I don't think I'm going to do it, but I'm going to tell you guys the idea. We were going to do it. You know how people do these, uh, gender reveals the balloons and pink and the blue. So when we found out the gender, I was going to do a video on our youtube channel and the balloons pop and it's white and I look at the camera. Go. How dare you expect me to, to assume that gender my baby. Shame on. I liked it. I thought it'd be vetoed. No, I can't. Should I start like that? Funny. I feel like it's really now. I thought it had been such a great two minute. Little cute little one. How dare you, how dare you sick. You're the pro. You're everything wrong.

Speaker 2:          01:34:16       Well, now are you the kind of people that you're gonna wait until you have it to know the gender or do you want to know? I always wanted to

Speaker 10:         01:34:23       the thing too, because you see couples in the, in the, uh, in the hospital posing with the baby, I always fantasize that in the room, next door was like a black family and that I was allowed that they would let me

Speaker 2:          01:34:40       close, but be like, really disappointed dude. Definitely somebody else. Let me tell you, I had a lactation consultant, that's another thing. And they come around and make sure you're eating well and squeeze and squeeze those tits. Slap. Okay.

Speaker 3:          01:34:59       And she told me that she goes today at a pretty crazy day. I go, what happened? She goes, the baby came out and it wasn't the same color as both the parents. Absolutely. Absolutely. And so they did that. Yeah. They did a paternity test for that in our children. They look like you. The older boy looks just like you say you ask for paternity. Yeah. When I was, I was like, this guy looks just like you don't see any me in this system. Since David fucked up things in the world though, a woman like raises someone else's dudes child. We imagine being like actively less. The thing is like for that lady, possibly she was actively probably, let's say, trying to get pregnant. I was like, oh, I'll just hop on one other dixie. What happens there too? That has been cheating like that. I guess it's got to happen both ways, but she had to know that there was a chance that was gonna be a black baby. She's like, please God, please don't tell you that. No, no, no. The doctor is like, you've got a black baby during delivery. I'm sure. It's like everyone's like, oh, right, and they're like cheered, and then they're like, oh, why is it so quiet?

Speaker 3:          01:36:18       But all the little things, like when we had the first ultrasound that doctors like we can do screening or with new invasive testing or we put a needle and we squeezed and I was like, Whoa, Whoa, whoa, don't do blood. No, they can do it. It's amazing. What he said is this. I was like, well, why would I want to do that? The screening is 95 percent certain and then I guess the invasive testing is 90. Is it certain? I'll take the. Yeah, but there's even, it's expensive, but there's, there's blood tests now that the screening is unbelief. They could do it within 10 days. I wouldn't, I give, given that option. Was it like ridiculous? It's called Tara. That's what we had. I think you're on 12 weeks or 14 weeks. They do, they take like 15 vials of blood can tell you everything, man.

Speaker 3:          01:37:10       I'm to color their pubes are going to be in this basement, will have red pubes aboard. Oh, that was another fun one. If you have like a fun doctor where you can ask, uh, you know, I'm like, so what happens? Because they go through, you know, oh, your test came back and there's no genetic markers for anything that you would worry about. And I'm like, so how often do people flush? And he's like, well, you know, happens sometimes it's for something like really serious, like we'll tell them this is like a major genetic defect because like sometimes it'll be like not a health threat will be like, you know, I don't know, like an extra finger yet. There'll be like, just abort it. And he's like, are you sure? They're like, yeah, yeah, yeah. They're like, Nah, it's too weird. He tells me. That's crazy.

Speaker 3:          01:38:03       That is. So the thing is he's got a big ear lobe. They're like, why don't you flush that out? That we'll start over, don't want. Oh my God. That's how some people are color the eyes. Brown Brown. Like my shit. Like when I Shit actually what's working the most likely have blue eyed babies because Eli has blue eyes and my dad has blue eyes. That doesn't that mean 75 percent. I don't know. I forget how that shit works. I'm alerted in 10th grade because the pool is recessive, but it's so dominant because the brown always wins out. But there's a. You know what? If she has blue, blue, blue, blue, blue, and her line, then that becomes dominant. I'm assuming your dad didn't have blue eyes. He had like Hazel Brown, Hazel. I know that blue light angels have blue eyes. And I know that blue angels, blue angels had fluid like a tough biker gang eyes.

Speaker 3:          01:39:05       You guys want to rob this place? Let me see your eyes. Your doctor. You trust your doctor and stuff. Um, and I don't know. It's like a new dog there. He seemed cool, some cool, but I don't have a background with him. Kaiser. Okay. He seemed nice though. He got, he had a nice little joke. He was like, uh, I've been doing this for 12 years and you could trust me when I say it. You are pregnant. Oh Jesus Christ. Well, if you don't like him, definitely now's the time to judge because he's going to be with you at one of the craziest moments of your life. But if you don't, who does the delivery part? Your ob really generally. But there is a possibility that your ob would not be an extensible, but most likely they'll know what they're doing. Yeah, I figure but he will have the, a front row seat to the front row seat.

Speaker 3:          01:40:09       Did you don't see that deal? What the everything. I mean the like the act, the badge blessed when the grenade went off and watching that exact moment. But like I watched that thing, you know, I watched the air pump into it and I watched it swell, like air pumping because when you start, when the baby starts coming out right there, you see pressure forming down there and then you see after a while you just see hair coming out. It's the scalp, like the babies and then you see it push through a little more. Feel that there's pressure there. It's like a giant balloon is going like up and then. So I'm like this about to pop. I don't want to see the pop was

Speaker 2:          01:40:54       there. No, not really, but there is a lot of moments where it finally clears and like all the fluid. And so let me, let me pay you your by her side, like fire head and then you would like peek, like how does it feel like. So if a, her head's here. Yeah, there's one leg. This, this mic arm is her leg. I'm holding the leg here and I got her foot here in this elbow and leaning back with it. You can take a peek. Yeah. So you go like that and you're like, oh shit, everything's good. You don't feel it. If you have an epidural, it doesn't matter. Whatever you do, don't look at my face. And then the doctor, he said, we can like handfuls of Lube and he's like losing the baby up. No, he's, he's lubing the rim, like these luminous. And he goes and he's like, oh my goodness.

Speaker 2:          01:41:46       I felt like he would push it around the baby's hat making, try to get the hell out so that. And also just like stretching it cut my badge because it was just so snotty. And so I have so many questions. What do you remember from that? Remember that I got to get some of this to put it. He took out a bunch of great. Tom had like this whole deal and there's a lot going on that you don't remember. Do you remember? Just like lots of pushing. I remember everything. You're not out of it. You're not mentally out of it with the epidural. You're just physically, physically you're late. Can't move your legs and stuff. So they put your legs in stirrups when go time now remember everything you just pushed. You pushed and lots. Well they, they like to wait until you're at the right at the head.

Speaker 2:          01:42:36       Right? You know, right at the very end. Yeah. And you just, you push like you're shitting. I'm constipated or it's like a good shit just keeps coming out. That's interesting. No it, yeah, it feels like a shit that won't come out and then all of a sudden like you feel the head like he's talking about that moment where the hair and then all of a sudden like you feel that pop like that. I've had shifts like that and then the shoulders and once, once they turn it and the shoulders come out of you, it just goes boom. The baby like shoes out of you and you literally just like in a ball in a ball and, and all that shit comes out like you said. But it's crazy because you feel everything come out of you in that second year. Like, like it's so jarring. It's unlike anything. It's not like taking a shit because it's literally like your insights are coming out of you and he wants and it's not painful. I don't mean to scare you. It's not painful. It's just, it's unlike anything else. Listen, I went back for a second so it can't be that the baby came.

Speaker 2:          01:43:35       Oh my God. You're like, yeah, you'll get emotional for sure. Why? I mean, because you're like my life, so why do you even care? And then, and then. So I was gonna say cut your. So they kept the name of that premium of the premium it has showed. Is there a fun? Is that what it showed? Is the skin between the vag called? What's it called when they called? It showed. It showed ectomy. So how was the, how has it healed if you get a to be Calamari? It's actually. So here's the deal. The first one, the first one I had, it didn't heal great because she stitched it up kind of funkily. So it healed. It hurt the scar hurt for a long time, but the second time around I told to my doctor about it and then he sewed it up perfectly and now I don't even know what was it you said to the doctor because I want, I want, I want to or want to know that I can ask for it to get.

Speaker 2:          01:44:33       Make sure you stitched up right? What did you say to the document? I said whoever the fuck did it the first time I fucked it up. Say That to tender. Whatever. Fuck. Whoever you want. You want to ask if he. I don't know, because you might not need an a Pz atomy. You might be. You might tear a little bit. If you do badge, he might need a csection. Who knows? Ask Him if he does a PCI enemies and how has the stitching world say what if he's like, I'm going to have done them. I'm not the best, but we'll do it. He wants someone talked to women that if you can, that have gone to him or ask women. Yeah. That have delivered with. Yeah. Well you just get recommended like, yeah, but you're with Kaiser. Kaiser Shit. I mean he seems. He seems nice.

Speaker 2:          01:45:21       He's a young guy, which I like. He's not like an old fucking guy. Yeah, he's probably like 40. He's Asian. I realized that of course. That's interesting. So he was going to be actually doing the switch to him then he's gonna yeah, I think so. He'll pop in at the last hour and be like, alright yeah, that's. Oh, and by the way, the doctor doesn't come in until the very end. So you'll be like pushing and you're like, where the fuck is he? And he's in the hallway or her and they'll call her and there's that one nurse. What are the color? Who's like in charge of the whole thing is, is there a name for it? Oh, I don't know, but there's always a nurse with a lot of personality. For some reason we had them twice. There's someone who's like shecky greene and they find out you're a comedian. It's fucking over. And Tom and I are not shucky Shucky ducky all the time. Especially when you're having a child. Definitely if they ask you what you guys do like I'm going to count and I, oh, I always usually just say something like video production regardless because I don't ever want to know what you should do, but what do I do? And then just pull up your youtube account. Check this out right here for production. Hashtag Hashtag. Do you guys like it?

Speaker 2:          01:46:36       It's weird. I avoid it. It's also like in the delivery room, it's like, it's the worst time also, you know, if you're going like, this is to me, this isn't like the loose left moment in someone's life

Speaker 3:          01:46:50       and they start working their personality into you and I do that thing where I just ignore. I feel them trying to be acknowledged and I'm just like, yeah, I'm not going to acknowledge you. So I just, I mean it bothers me, you know, I mean, you, you gotta do what you got it. Yeah. Yeah. I ignored her and, and in hindsight I should've been like someone get fucking shecky greene out of my delivery room. I should've just demanded it, but I didn't want to be able to. How did they find out? You guys are comedians. They fucking someone'll tell someone will someone will have one nurse at the station will be like, that's from the thing and then tell all the nurses and the nurses are like, oh, we got ourselves a little celebrity here, Huh? People I think, which is what we're looking for when we don't think people would ever guess some entertainer or a comedian because I think I'm really very introverted out in the.

Speaker 3:          01:47:41       It might not guess, but all you gotta do is have the guy wheeling the meal to somebody's room walked by and that's what you think. Well, they go that and people are like, who the fuck? What does that mean? Right. But then he'll, he'll be like, you don't understand, and then have you not seen vape. Fucking it'll go from there. All of a sudden they'll be like, we were watching your guys' videos last night. Are you dilated? And you know which one I didn't like hearing criticism. You'll be like, thank you. I look for. That's what I wanted right now. I look for criticism everywhere. I can get it. Yeah. Yeah. Oh, take a tour of the hospital before you give birth, like do it in your second trimester when you're not huge and modeling so you know what to do when you know the go time and early register, early registration, then your pants.

Speaker 3:          01:48:31       What does that mean? That means like when you actually, you can go in, you can register at the hospital for like, you don't have all your information. Here's your name, address, this is your insurance, everything, and then there'll be low. That maternity. Then when you come in you go like, we already registered. They're like, oh yeah, take her up. Arrive. And they're like, fill out everything. Six. When we came in I was in labor the first kid and they're like, sit down, fill out paperwork, does she want to do it? And I was like, fuck no, like I'm having contractions right now. Fill out. They'll like not let people down the hall, you know, he's all yours. Wow. Okay. That's a hot tip. Yeah. Well I'm excited. I, I, seriously, I'm amazed and I'll tell you too, it's kind of weird because there's life before children, BC and you're like, I can't, I don't even remember what the fuck we did before we had kids right at this point. No, all that free time. Does it give you a life for me? If feel purposeful? Of course you have to be a total fucking psycho to not think that I talked to somebody who was like that who I was like, nothing's different, right? Like he was like, I go with your life was meaningless bullshit before. He's like, no, it wasn't like, Oh yes it was. And he was like, why would you say that you have a fucking one year old. You don't understand what

Speaker 10:         01:49:47       I'm saying. Like I wasn't meaning it all. Yeah. He was like, don't be one of those. I was like, dude, you, you now are responsible for someone's life you're talking about. Yeah.

Speaker 2:          01:50:01       I just remembered the guy who is telling us to not have kids to a and Oh my God. Oh my God, what a psycho. This guy, we went to Sweden. We don't know him personally, but he was like, they're a friend of a friend. How long have you guys fucked? He's like away from his family traveling all the time. He's like, don't have kids, but at any rate I was like, okay, whatever. I don't care about you. I didn't take it seriously in a conversation. You'll never have like, I've never heard anyone be like I have a. because like honestly I don't really like them. Wait, Burke told you this. It was great. Well, I will say if you enjoy having a dog and I know that a dog and a child is not the same kind of similar. Similar why I'm so excited because shredder, like I have so much love for him and like I see him as a person.

Speaker 2:          01:50:52       He's like the heart and that's, that's why I'm so excited. What else? We also weren't thinking like what was my life before I read it now it's all about all you want to walk in all day and that's why I just love. I've been thinking so much about what it is to be apparent. It's so weird. It's really such an important kind of rite of passage as a person, right, because you have to think about who you are as a person, that who you want this person to be, what kind of person do you want to be for them,

Speaker 10:         01:51:19       and the other thing on top of everything you're saying is you do have those moments where you really start thinking about your parents in a different capacity because you're like, oh, they did all this shit. And then you realize like, oh, I think you got a lot of forgiveness because you go like, they were just trying to get you this chair, you know, and they, whatever they messed up, they didn't try to mess it up.

Speaker 2:          01:51:39       Yeah. Well you realize how shitty your parents were saying. Well, yeah, but I mean they really dropped the ball here. I mean, that can happen too if they really. But it is really amazing how much of a life change it seems. That will be the biggest thing is I think that sense of responsibility of caring for another human being. It's transformative. I can tell you until I, at least until I went through it, I didn't feel like a real adult until you're your everyday you wake up and because you're alive. That little dudes, those two dudes were alive, you know, and there's levels to this shit. He don't say shit. Oh,

Speaker 10:         01:52:20       dog is like, you know, there's like getting a job. Do you remember like when you, I don't know what if you, when you remember getting like a retirement account, you have a retirement account. It feels like an adult thing. Buying a house is like the big thing. You feel like an adult, but nothing ever feels as big as being like I have a kid who I'm responsible for everything. That is the most adult move ever. For sure. Why is it human nature is so fucked up

Speaker 2:          01:52:46       because you're supposed to have a kid at like 16, 17, 18, and then if I had a kid at that age I would fucking ruin that kid's life. But now I feel like we're in a good place in our thirties, early thirties, but in nature that's kind of like a death wish. Delicate at that age you're going to happen

Speaker 4:          01:53:03       kid in what? In college and you'll be fifth. I always through the college math. What you you're like, oh, I'll be I kid. Well I'll be, I'll be, I'll be 49.

Speaker 2:          01:53:14       That's, that's pretty good. I'll be under 50 when they started college. That's crazy. That's good. Right? We're going to be like with canes. Well how do you get them when one starts to college? So I was 38 when I had ellis. Right? Or 39 when it's already seven year difference with either or eight year. You're 30 right? Or you'll be 31. Yeah. And now I'm 42. I was yeah, I just turned 42 when I had Julian second baby. So I'm old ass Mama. No, but you, I feel like. I do think that you guys are going to be, are much better parents in a way when you older and you're more secure, you've been around, you have so much more to offer your kid. Yeah, that's true. People losing like younger parents, not really getting like, dude, if you lose your shit on that kid right now, that's not really the way to parent. They soak everything because you're so triggered up and you don't, you don't know. You don't have that experience of life to be like, oh, this is just a trigger. This is a childhood thing. This is a thing. This isn't about him. This is about what happened back here. You know, it's a lot of your past and your present and everything merges.

Speaker 2:          01:54:27       Well. I had been thinking a lot about that stuff since I started therapy because it's all about like your family and asked and big time and I stuff I never thought about before. But, but you seem happier. I think you've. Do you feel better or a little more relief? Or has it started yet?

Speaker 4:          01:54:44       Um, well I've been doing. I've been doing as much as I can kind of have to deal with the depression. I started taking antidepressants about. I haven't said that publicly because that's kind of waiting to see. I do. I did want to talk about it publicly because I think it's important for people to know what it is because I had such a huge misconception of what it is, but I think I've been on it for like two months now and it definitely helps a lot. That's great. Like it's great. It's great that you made a decision to do that and that it's working well. I kinda hit a wall where I was like, uh, anything other than this. I was putting off it for so long ago, but then I was just like, you know, anything other than whatever this is now and, but actually it's not, it's really, it's really quite subtle. The first two weeks is really tough because you've, you feel it and it's confusing and you don't know what you're. And

Speaker 2:          01:55:44       you feel the side effects a lot. You can have a headache and you cannot sleep well. And you. My thing was I was feeling like foggy in my brain. That was super frustrating. Just like the first couple of weeks on the medication, starting the meds and then what it kind of just evens out. Yeah. And then I started to feel, are you okay? Are you on a time crunch? You guys got to bounce and go somewhere soon. It's been a good time. It's been such a fantastic. It's like a real great moment to bring. Thank you. I was really. Actually, this has been a long. That's where will see we could. It wasn't this. We could have kept talking for over. Yeah, we definitely could have, but you guys are mommies and daddies as I'm, I'm really happy, man. That, that you're feeling better and that has worked well for you.

Speaker 2:          01:56:35       I'm still, I'm still miserable. Okay. I'm still depressed, but I'll say this. And I said it's an the other day. The difference now is that there's a light at the end of the tunnel. That's great. That's all it needs to be. I feel like there's hope and I can see a way out of it and don't be one of these fucking guys that goes like, no, I'm done taking it like a um, no, don't be that guy. Well and was saying is I'm taking that. I'm exercising and I'm doing therapy. Right. That's like all the things that they say are good and you're tracking it every day. Yeah. I don't know if that helps, but I'm pretty sure they tell you to jack off a lot. Well, to say to that, reaching out for help is key. Yes. Prognosis. That's you're already the champion. You're doing what you should be joining.

Speaker 2:          01:57:21       Yeah, it feels awesome. Yeah, it's been good. Let me Brag for Tina for a second. She did her special eight months pregnant. You were super pregnant and all the promos and stuff. It's amazing. I was there. I remember seeing the Promo video and they just have you like in a black Jack Table. I feel like it's because you couldn't really walk Ragnar now that you killed it and it's really great. It's a really great special. Everybody fucking degenerate before you guys leave because I know you are in a hurry. I just want to urge everybody watching who ha everyone has netflix. We have no excuse to go on over there tonight. Today, this weekend put on the Git, generates the Gen Z, right? There's six parts. Your number six, so watch six. God bless everyone else, but watch six credit lines are all great, but Nika Sanders, sanders, Lisa trigger Brad Williams, who's been a guest on your mom's house and big Jay Oakerson and myself. So it's a killer. It's so much fun in Vegas and downtown Vegas, the seediest of all places. I'm eight months pregnant. I had a door fall on me a second. Sorry. The collapse. Oh Wow. There crazy. It was crazy. So yes, it's great. It's great.

Speaker 3:          01:58:42       A, what is it? A week from Friday? My, uh, I'm in a movie called the instant family. Yeah. So cool. That's great man. We, we saw it together, went to a screening together. It starts Mark Walberg, Rose Byrne. It's like a big family comedy, but it's really. Well, but it's November 16th, November 16th. I cannot wait to. Yeah, very, very. This is your first feature. Absolutely. Yeah. That's exciting. It was very excited. It was very fun thing and it's like a major movie. It's not just like a piece of shit. Do you have a lot of screentime in it? I probably have like, I don't know, somewhere between seven and 10 seats. You know, it's like a supporting character. I mean there's 50 scenes in the movie I can think in a lot of. I would love to see you and more role that. It was fun. I thought I even in the trailer I was like, I love this.

Speaker 3:          01:59:35       I had a good time doing it and I had A. I mean I'm with like all stars man, like really real Wahlberg Wahlberg, who's a huge movie star at Roseburg, this amazing actress. But then like all the supporting cast, like Margo Martindale from the Americans and sneaky Pete and Julie Haggerty. It's like, it's really good act. That's awesome. I can't wait to watch it. I'm super excited and of course guys, if you want to watch these two on tour, which you should want to snap, get on over to Christina p online.com. Just announced the tour ride or die tour, right or die. My dudes online.com. And of course Thompson [inaudible] dot com slash tour. Your l is a little hard to say on the tour page. It's like for you, I, I wanted to say your tour Europe, but it's like toward dash two or of a strange check. I'm going to yell at someone, but anyway you'll find it a Christina p online.com and Tom Score Dot com tour. Loved these two. We love you guys and of course your mom's house podcast guys, which is available everywhere, chloride out, which is one of the premier podcast. If you want to see these two were on it on an episode, watch that episode when we definitely have the podcast. Obviously more, but let's do it. Let's put a dinner on the book soon. I was just starting to get their period therapeutic use of hanging out with you guys. I know we have to do this again. Maybe you come back to our dump.

Speaker 3:          02:01:14       Hashtag got a good time with Jaret. Kayla, you're in. I love the. I can't believe this guy understands social media. Had a good time here. I had a really good time. All right. Thank you everybody for watching. Have a blessed week and a blessed weekend. We appreciate you. We love you so much and a special thank you to this excellent dudes Netflix, get the F on it and put on degenerates

Speaker 4:          02:01:40       this weekend. Thank you so much. We shall see you next Friday at our usual time. Uh, thanks for watching.
