Speaker 1:          00:00:05       Welcome.
Speaker 5:          01:20:59       I was like, in line on instagram stories is going to trade for this. I was like not me. And then I ran it and I just jogged the whole way. At 22 miles my calves seized up. My Quad sees dot. Oh Mike and the woman in front of me, Shit, her pants and I was like, oh, I saw her and she was like a an executive. She'll be like, and it was like a bandaid went down one leg up one cheek and everyone started falling off like zombies. I was like, Oh, this is why you train. And then I finished it. And so then, and so then men's health came to me and they were like, uh, you can find the trailer if you want to watch a trailer. That's all my instagram. You can see the trailer of this men's health came to me.

Speaker 5:          01:21:36       And they're like, they're like very candidly, they're inspirational people online like dinner, like, like, like cameron hanes and David Goggins and, and Jocko will nick and, and Peter Attia, all these guys who were like ultra marathon swimmers, navy seals, a ultra marathon runners. You know, these, these guys were just amazing individuals and they are inspiring to me. I'm inspired by every single one of them. I watched them and I listen to them and I go, I think they're sayings when I don't want to do stuff. And they're like, but I think a lot of people see those and go, well, I'll never be able to do that. And then they go and then we see you do it and you're like, uh, accessible to the average guy. So men's health is like, we want to follow you do another marathon. I'm like, I'm never doing another marathon as well.

Speaker 5:          01:22:17       I'm done. That was the dumbest thing I ever did. And they're like, what do you want to do? I was like, I've always wanted to do a triathlon. And they're like, well get your triathlon coach, we'll get you a nutritionist. Which everything you prepared. Well Kinda, I rode my bike once. I bought a really nice bike by road at once. Make sure I knew how to work the gears. Uh, I ran on treadmills. I didn't really run in the open road too much, but I know and then I just, and then I did the swim. I slowly, thing I did was swimming, but I didn't even spend that much because like, I mean technically because I, my marathon, my triathlon coach saw me swim once. He was like, you're a swimmer, you'll be fine. You are looking at lead athlete. Can someone please isolate that audio to me from my phone?

Speaker 5:          01:22:56       I swear to God, Dude came up to Penn Center. I've run a marathon at traffic and a half marathon and a spartan race, and even less formal than, Oh, this guy, oh, this guy's a fucking psycho. I don't know what he's, he's just a pathological liar. Oh No, I don't want to even believe it. It's all on instagram. Oh, I did it. I know. I've seen it. Here's what's crazy is that, that unbelievable part of me was like, partly so to finish the triathlon story, there were, they were, um, they were like, my triathlon coach was like, all right, we're ballparking it like diabetes. Like if you can, if you can do the triathlon and an hour, 45 minutes. He was like, that's why I think your goal should be doing an hour and 45. But then I got out there and I got competitive and almost died.

Speaker 5:          01:23:38       I got into the swim and I was like in fourth place. And I'm like, I'm like, yeah. And I'm like, what are, these guys are idiots. And then I, and then all of a sudden this Chinese guy jumped on my back and sunk me and I breathed in water and then everyone started climbing over and over top. He's like a fucking mosh pit instead of freaking out a hundred feet of water, 400 yards from the shore. And I'm just like, I get it up on my back and we're like this for like 200 yards of the shit. They're just selling the zone there. It's a competition. And this is there something at stake? It was trying to get you out of the way yet? No. Yeah. Basically you're in their way and they just climb all over you. Is it, is there a prize? No prize and no problem.

Speaker 5:          01:24:16       Competitive. Just come up how to live love for the game. Yeah. And so I finished, I got out of the water and like eight, 10 minutes, I think, eight minutes. Um, I don't know because I didn't stop my watch at the right moment. I stopped the watch. Smoked after your near drowning experience did, but then I got my shit together. Trust me. There was a moment where almost waved the lifeguard, like I know that serious, they're all right there. And you could just be like, just do you hold onto your board for like a while, like just talk. Just give me the sign. They were, if there were kids, there were children's just sitting on a board, you have to be rescued by some child on a, and I was like, that's not happening. So I got on my back and I back peddled like back, swam for a second, and then I flipped over, finished the swim in like 10 minutes, eight minutes, 10 minutes, got on the bike.

Speaker 5:          01:24:56       And I was like, Oh, I'm smoking dudes. But then I go to the uphill and they all just pass me. I was like gassed out from home hall now uphill by a Frizz lock up hill dude. And I, and I'm so impressed I can in the triathlon in an hour 21 instead of an hour 45. And they were like, what? Anyway, here's fuck. Are you an athlete? You're an athletic guy. I'm an athletic guy. Okay, baseball. Um, but here's the thing, that position Catcher, left field, third base, monster hitter power of it. I bet. What was about a third but not like, I mean I guess I was bigger than everyone else usually, but yeah, no, I mean got recruited to go to college and then went to Florida state to walk on up. Okay. And then, uh, went to one practice and was like, this is not for me.

Speaker 5:          01:25:42       Look, catch bullpens. I walked, I'm not even joking. I walked off that field out the left field fence, went straight over to my dorm Sally Hall Room one 11, went in Chile. Really? Paul piece of Chandler pair of, we're all in the room just getting high. We used to this thing called time traveling where we'd blackout all the windows, play pink floyd and lay on the ground, smoke weed and just time travel. And I was like, I'm done baseball. I think I'm at a party professionally and listen to pink floyd. Just that welcome to the moon. And, but here's the thing that I believe, right? Casey Neistat, a very interesting guy. Very polarizing. Sometimes as a fan he can be polarizing. I know you worked with them and you're friends with them, but like, yeah, I'm a fan of his for years now. Um, he said something that just stuck with me, like stuck so heavy with me.

Speaker 5:          01:26:35       He was, someone was asking him about snapchat and he goes, I do snapchat the way I do everything. Tell a story, tell a story. Just to have a beginning, middle, and an end. And I went and I didn't understand snapchat at the time and I was like, oh, okay. So when instagram stories came out and that was more accessible for me and my fan base, I think I went, what I'll do is I'll find ways to tell a story. So I'll do a half marathon, I'll do a spartan race, I'll do a triathlon or do a marathon, I'll go to Paris, I'll go to eh, I've taken on tour, I'm doing a theater tour, come follow my story and then have a beginning, middle and end, like you find me and I, that is how I use instagram stories. And so someone like a triathlon, I find that fun.

Speaker 5:          01:27:16       I mean, my interaction was like through the roof that day. And then people are like, I'm going in and like going into American Airlines to check in for my flight and the girl, the lady checking me and is like, hey, how was it traveler? And you're like, oh, it's just like, hi, I love your stories. So I think that is how I use instagram. And then I use the feed part for like that one big promo I shoot or you know, so, but, but so I'm going to, I'm going to Paris next week just on a lark because I was like fuck it. A lark, just like a global venture. Yeah. Cause I was like, oh, we've got a special to promote and lark and I have, it's just like pen. Yeah. On a whim. Santana spon spontaneous idea. I had a weekend off and I was like, and I was like, I was like, I'm going to probably be doing press.

Speaker 5:          01:28:01       And I was like in New York. And then part of me is like, you know what, I'll just go to Paris. That you're feeling adventurous. Yeah, no. And I'll put it on my stories and then people can follow me in Paris and eat my way through Paris and drink my way into the night and then find out where I stay and the, you know, I was like, fuck it. Why not? You know? It's like, wait, what happened? I asked this weekend where you guys go in Santa Cruz, Santa Cruz. It's my favorite place. We lived there together for a year. Real love that place now. Do you guys turn off your professional life when you go do, oh, really? Last time we were there we were shooting in blog and it's like, yeah, it's always kind of like you're half basically with that. That's why I stopped doing the mind is occupied with like when's that good shot coming?

Speaker 5:          01:28:44       That's why Casey, I, it's I, it's what I think about Casey Neistat is like when he stopped doing his blog, I was like, thank God, because he seems like he has a really cool life, but I know that he's not getting to taste it because when he's getting into a helicopter, he's also thinking of as an exterior shot is his entry shot. Yes. Drone shot. He's got all these Shari angles. Yeah. I mean that we've gone through that and that's why we pretty much stopped making videos on our main channel and really, I mean we don't, we haven't posted there in a long time and we just kind of one day we're like, we can't sustain this anymore. It's too hard. My daughter, you'll hear my daughter say stuff like, everything doesn't need to go on Instagram, dad. And you're just like, yeah, but you, well, it's a, it's about your relationship with it.

Speaker 5:          01:29:30       If it doesn't bother you, if you're excited and it's fun for you, that's then that's wholesome and good. But for, for, for us, and I'm sure for Casey to where it's like it feels bad and you're aware that it feels bad and you don't want to be doing it and you're anxious and you're stressed all the time. That's when it's bad. But if you enjoy it, then God bless. I love, I loved when you guys did that like a kosher or was it called when you switch? Switch proper was called flip flop. When you guys do both to something for each other's channel. Oh, colab, Colab, colab. Whoa, wait, we did that.

Speaker 5:          01:30:06       That was fun. But like part of me was like, I wish someone else had a camera. I wanted to see that points that you did. I want to see what you guys didn't show. You know what I mean? Like again, fascinating part for me. That's what I love about podcasts. It's like, yeah, you put your arm or down and you just share sometimes. So if you don't like from wiping, you know, because those videos are so edited from two hours, you could go down to 10 minutes. That's of course every time. Yeah. And that's the current, and that's why I love doing the show live too, because it's like no take backs dude. It's all out there dude. It makes you hold you accountable. Here's what I also love about the podcast, and I've said this a number of times, is that if you're watching this and listening and you hear something you're offended by, this is an extension of social media share what offends you with the person creating it and explain to them why and help change their mind as opposed to like tattle tailing.

Speaker 5:          01:31:01       Like I've said, some fucked up stuff on my podcast, legit across the board and my friends lawyers be like, Bro, that that was like one hour, 33 seconds, 20 to check what you got to really think that it's, I know that everyone's laughing in the room but it's not funny and you're like, oh, okay. So I mean I've, I dude, I was at the beginning of podcasting when you could go out and say shit and ruin friendships, they ain't even know you were doing it. You were just like, like what? Like how would that happen? I mean there's this guy, there's this comedian, oh, say his name because I don't want to like put them on blast, but he kind of like took a story from me. And what does that mean? Like, like, uh, I, he was telling a story and he was, when he was telling the story, he was saying that it happened to me and he was telling him on stage who's thing it having a bird habitat.

Speaker 5:          01:31:51       And then one day Tom [inaudible], we were all three friends. Tom called me and he's like, hey man. And just so you know, he's saying it happened to him. No. And he never really talked to me about that and he just started doing it and thinking, and you guys were close friends? We were pretty close. But that's pretty taboo at right. I mean it was really taboo and I tried to have a conversation with them and it was that a bit you want to do use actually, no, that's what's problematic about it. But the problem was I didn't, I almost really didn't want the bid out there because it was, it's a great story, but it's, part of me was like, you know what, the person that's involved in the story, they may not remember that it happened to me. They definitely don't know it didn't happen to you.

Speaker 5:          01:32:28       But then when it comes back to me, he's going to be like, what? And I'm going to look like an asshole. So I'd rather, and if I decide to do, decide to tell it, I want to tell it on my timeline, I want to be the one to be able to tell it. I want to meet the guy that had happened with and say again and go, hey man, this story happened and this, and it's a great story. I won't tell you the story, but I'd like to tell it on stage. I need your blessing. That's how I go about it. But this other guy just started saying it happened to him and then, and then I went on Joe's podcasts and was like, and Joe just asked me about it and this is like, this is probably like seven years ago, eight years. Whoa.

Speaker 5:          01:33:00       And I just was like, I just told him like the way we're talking right now. And he's like, and I was unaware of how many people were listening and all of a sudden, and then it started a huge fight between me and the guy. And then the guy just was like, fuck you, you're not my friend. And I was like, it was just really confusing. And I haven't spoken to the Chi since Dan. Yeah, yeah, yeah. So, so that, but the, I did that a couple people, I would just get drunk on a podcast and be honest. That's the killer I used to get. I used to drink and I pretty much stopped just because it's like when you're live, you want to make sure that you're saying what you mean. Yeah. But I see I'm drunk so much that I'm pretty bad cop. I'm of, I'm a flip tables.

Speaker 5:          01:33:44       When I'm driving. I remember that may have been the last time I drank for real. No, no, there were a couple, a couple in between. I, I'm, I'm pretty cool being drunk and I, and still biting my tongue. If I, if I know it's going to hurt somebody, but if it's about me or like my thoughts, I'll just share them. And if I, if they're messed up then I'll either defend them or go, yeah, you're right. I'm wrong. I'm totally wrong. I fucked it up, you know, but I drink a lot. What did the guy say? What, how did he, how did he come to terms with having stuff stole your bet? He said, the last thing he said to me was, um, you are a garbage human being piece of shit and you have no friends and you'll realize in a year that you'll have that I was the only friend you ever had and you have no friends and uh, he's like, lose my number.

Speaker 5:          01:34:34       I don't ever want to speak to you again. You're dead to me. And I was like, and by the way, I like it. It was so confusing at the time because I thought, I thought we were okay. Like I thought we were going to figure this out, you know, like I thought we could figure all of this out and everyone was going to be fine and he just said that. And at that point it was brother, it was Christmas eve and like, and and I, and I went on a hike up to the mountains with my daughters and to the Hollywood sign and I got up there and I thought, I'm putting so much energy in trying to fix this when the guy doesn't want to fix it. And to be honest with you, I go in and clear, conscious, I didn't do anything wrong.

Speaker 5:          01:35:14       And I was like, I didn't do anything wrong. And I was like, I've got to let this go. This is Christmas Eve. And I let it go that day. And I said, my wife said to me, let it go right now. Never. Don't talk to the about this for there. There used to be, I'll tell you, there's a funny word we used to use to about not talking about it. And she's like, let it go now and just let it go. And you can't be friends with him. He never talked to him again. Just he's out of your life. That's what it is. That's what he wants. That's what you want. That's what you need. Then do it. And I did just haven't spoken to him and that's good advice. That's why it's hard to let go. People go out of your life. It's a breakup with a friend and be like, hey man, we're not having fun anymore. And cause to a dude, it sounds so weird. I've broken up with dudes before. My Buddy Eddie and I broken up three times. I broken up with guys before. Well then that one, you know, I guess, I don't know, was there a big breakup? I don't say it on the air. Did I have a big male breakup that I don't remember.

Speaker 5:          01:36:15       My Buddy Eddie and ally really interested. We've broken up a number of times and then he's also broken up with my buddy Chris and S. And so I remember one time going into Atlanta and being like, Hey Chris, we should all hang out. And he's like, oh, Eddie and I are on a break right now. Say That was like, you don't think you guys could just get together for a weekend. So we all hang out. It's like, I don't know, maybe I'll see if we can get back together, but I am intrigued and I don't want to bring it up. I'm just asking you this. I'm intrigued by that. Did he ever come to terms with like, he unders? He's like, yes, that was your story. And I stole it. Yes. He's, I think he's definitely come to terms with it. Did he ever apologize me? Like, I shouldn't have done that, but you shouldn't have done that.

Speaker 5:          01:36:53       We'd never spoken since. I, we've, we've, we at at a time had shared a manager and we end a friend, uh, and that manager tried to negotiate a, like, almost like, uh, uh, getting back together. But I had said, you know, when that thing went down, I was like, I can't, I don't, I'm done. I'm done, done. And then I grew into like a different man, that guy I am today. And I don't think I could ever go back to the guy that he knew. Like she, I don't know if that would even work, but I've seen him on twitter and instagram. So every now and then and he seems like he's doing, I'll say, all I'll say is, and I don't know, but it seems like he's doing very well and he seems like he's very happy. I feel like he's gone through a lot, but I feel like he's found peace in his life.

Speaker 5:          01:37:33       Like I saw him on a sincere, I went flipped through his instagram the other day and I was like, dude, I'm like, I'm almost happy for him. Like he seems like he's in so much of a better place than I ever knew him to be. And so, and by the way, it's, I was going to ask, did it affect his career? Does a, I think a little bit, I think a little bit. Uh, but I think, I think that was just part of it. I think some other stuff with him where he like, I think just life got chaotic form for a second and he was joe focused on everything else that he didn't have time to focus on his career and then, but he's doing fine. I mean he's, you know, he's, he's working, everyone's working. Yeah. Yeah. I've, I've definitely said and done shit on this podcast that has haunted me onto me dude.

Speaker 5:          01:38:17       When, when, when we did, I mean, this is real, like not, I mean, I'll tell, I don't care. I'll tell it fucking anything. Anyone. The biggest mistake, the biggest mistake I ever made in my life, like, and, and I, and it wasn't a mistake. It wasn't a mistake. It was the right thing to do. But when we did the podcast where me Orient, tom decided to do sober October, they asked me how much I drank and I sat there for a second and I thought I was, I remember where I was sitting. I remember how I felt. I remember where I looked because they were sitting in a certain way and I looked to Tom who I knew would be the most empathetic and I thought, I thought if you lie, you're always going to be lying. Just tell the truth. And I told him how many double Tito's and soda is I have in a day.

Speaker 5:          01:38:59       And I look to Tom Knowing Joe wasn't gonna like the answer, he wasn't gonna like the answer. And Tom looked at me like, oh, what is that? What is it like on a night? Like you go, you got to bring one on stage, you have another one. And then a couple more after that. And then like I, whenever the answer, I don't even know what the answer was anymore. I don't even know what that right. But it was like, it was a lot. It was a lot. Yeah. And I remember Tom just looking at me like, oh body. He was like, he was like [inaudible] energy changed and he was like, wait, hold on, hold on, hold on. And I went in bed that night. I got in bed that night and I was like, Bro, you should have never shown them the man behind the curtain. Like I was like, why would you ever be honest since that day have did, was that, did you know that people were gonna react that way?

Speaker 5:          01:39:51       Like I didn't. Did you think that was somewhat normal amount to be drinking a day? It just, it just got there. He just got, there weren't any scale backs. And so when we did sober October, right, I didn't drink for a month and then I went on a tear in November obviously. But then what happened is I started getting rid of my specials. I shot it in February and then I was like the biggest, this is going to sound so fucking silly. The biggest thing I learned in, uh, in after sober October was that I can go to sleep sober. Like I don't need to like put myself to sleep. I could just go lay in a bed and go, this will happen. Here we go, here we go. You had this every night. I had to have a drink. I'd have a drink to go to bed.

Speaker 5:          01:40:28       I liked that it was the way I wrapped up my night. All right guys, let's have dinner. Only one open a bottle of wine. Sure. A bottle of wine. Split a bottle of wine. She, she'd have a glass. I'd rip finish the rest and then I make a cocktail, sit down, watch TV and make another cocktail. She'd go to bed. One more cocktail. Fucking cigar. No one hit her outside. Like just, and it was every, it was every night. And then do you ever concerned that your were growing in addiction? No, I was way past that. Like her wasn't worried about the idea. I was like, I was like, we are where we are. This is what I do for a living. This is why I'm a fly. I party. But then you quit cold Turkey for a whole month yet. Well yeah and everyone was like, you're going to have a stroke.

Speaker 5:          01:41:02       And I was like, what? And then I was like at eight dangerous, if you're addicted now alcohol, I wasn't addicted. Apparently the sound man alive if you do it, but you got to do it. I mean I'm not, look, I'm not a doctor. I've seen documentaries of of alcohol addicts. It's a special kind of like these guys drink whole bottles. It's very different than that. Once again, I'm not a doctor so anyone listening do not listen to what I'm telling you just because it worked for me. Do not. You have a freak body that you run triathlons and drink drinks a day. Shit, what happened is, and so we did sober October and then all of a sudden you're like a successful shoot ice. You don't have no idea.

Speaker 5:          01:41:39       You have an incredible body you adore and you achieve despite your efforts to just destroy your own body. But yeah, I didn't, I didn't, I just quit drinking and then there was no, like I felt no withdrawals. I felt no really bounce back. I just was like, oh your blood. And like I felt no need to drink. I just was like, I was like animals. Like DNA. It was a cool, and then when I started drinking, I only started because we were in no new orleans. And um, I was with Ari and he's like, let's get fucking drunk. And where I was like, cool, and we've got a buzz gun and not drank a little bit. But then in November I got the offer, or like end of October I got the offer for Netflix and I was like, okay, now I got to get to work.

Speaker 5:          01:42:22       And so I just scaled back my drinking to like, you know, if I wanted to party I could party, but I had to focus on the special right. Didn't drink leading up to this special, did the special and the La Marathon was around the corner. It didn't drink going into that and then, and then like partied, you know, but then was like, oh, triathlons coming up. Not Drinking. Like I'm not drinking right now, but, but, but that's what's scary is I don't like want to tell people like, I'm not drinking. Like that's not me. I drink if I want to drink. Like if I wanted to drink tonight, I'm taking a car service down to Irvine and taking it back. And in my head I'm like, all right, should I drink tonight because I don't have to drive. I was like, I got two shows. I wouldn't mind a cocktail on like a late show when I start the machine story.

Speaker 5:          01:43:02       And then I was like, maybe I'll text my friend and see if we go for a bike ride a moment. If we go for a bike ride, I won't drink. But I'm definitely drinking Saturday night because like we're taking a party bus down to Irvine. All our friends were on it and I'm going to, I'm going to party on that. I'm going to party back. We're doing a screening of my special Ed. My friend's house got a big screening room. I go and party is that day. And then I was like, I'm doing own Monday so I won't, Marty like I'll probably scale back early Sunday night. But um, but I got on a red eye to New York. I'm partying basically your whole week.

Speaker 5:          01:43:31       But yeah, I just look at what I can break and I go, all right, we got to know something good. I wish, I wish I could go ahead. Oh, I wish I enjoyed drinking. I really do enjoy, we'd either you see people smoking and they seem to enjoy it so much and when I smoke, all that happens to me. They say it happy, hungry, sleepy. That's all happens. What happens to me is fucking paranoid, depressed, gluttonous, obsessive, obsessive, panic attack. He Oh miserable too. And then people will be like, you want him? We're best friends. We talk together. And when you say no, it's like such a disappointment. It's like I don't want to blaze my best friend. Right. Would it be great if they had fake weed where you could just hit it low, gritty, anything. But you had that moment of connection. Like I like, I like like a nice one hitter of stuff that I've greenlit.

Speaker 5:          01:44:30       Like where I go to my own dispensary and I go, here's what I'm looking for. I like that. But only like one hit. And then what I do now, I'm probably more of is I'll take, I'll have a drink and then I'll take a one hitter and then I'm good. Like I can relate to one. Oh, you mix and mash. Just one hit of weed. Yeah. That is what I enjoyed the most. When I'm drawing, it takes the edge off. You see, I can't go because I to not go just wheat. That is my head. You can just get high and go. That's why I don't get it. I don't get it. And the only reason it's tolerable is because you're just, you're so drunk that you can't even eat edibles in my man cave one time. But I, there were little goldfish, right. So I'm sitting there, I'm hanging out and drinking, and I was like, fuck it.

Speaker 5:          01:45:15       I'm not, I'm, I'm, I'm in that buzzed. I was like, I got these edibles. You know what? I'm going to watch a cool movie. And I eat the out of bulls, barely shrinking. I'm like, they're gonna put me to sleep. And all of a sudden I feel my butthole melt into the couch. And I'm like, okay, something's going on. Call my sisters. I go, hey, how many of those goldfish should I have had? They're like one and I go, I the handful. Oh, buckle up big boy. You're in for a ride. And I just where I was like, I was like, whiskey, you got to beat him. And I just thought, oh, I wish. I wish I could do that. Oh, not good. I laid, I ended up in bed not forgetting how to breathe, how to breathe.

Speaker 4:          01:45:57       That's a story. I was like, two weeks. We do this on her road or do we have to think it through?

Speaker 5:          01:46:10       Yeah, the joy of smoking weed. I don't want to chase. I wished that I had something to unwind. I feel like I don't buy any hobbies. Like I don't enjoy drugs. Does that what being depressed is? That's what I wonder if stuff I say I don't enjoy anything. Am I depressed? And the answer is probably yes. Dude. Yes. Idiot. You've been depressed. See, it's different. See worked. Dot. We're back. By the way. This is Super Meta, but we're battling with something. Our parents never had to battle. Our parents never got to follow their dreams. So when they had a job at an insurance company or my dad was a lawyer, he then got off work. It was like, I hate that and I'm going to do what I love. I only do what I love. So like, so like I'm like, I had, my therapist was like, you need a hobby. I said, I have a hobby at shooting of log. And he goes, that's not a hobby. So we'll know editing videos as a hobby goes, no, I go writing jokes. He's like, that's not a hobby. Right? I was like, I'm like making like writing scripts. He's like, no. Switching, nothing work related. Yeah. And so I took up leather working, making leather wallets and stuff, and then in the middle of doing it, I'm like, I could sell these at my show.

Speaker 2:          01:47:16       Yeah. You can never escape. I can't escape it. It's like, you know, when I had a desk job for five years before we read successful here and Israel. Yeah. Five fucking years marketing and like, um, I had the week, the workweek suck. I fucking hated every second of it. When you those weekends on this night homes, you see them closing my eyes because I'm cherishing it so much worse. The lists, the lists, dude,

Speaker 5:          01:47:41       I said to someone, and this is by the way, this is hashtag first world problems. I said this, no one, I would love to have a job where I built fences and then I read my work there and they're like, I bet you would love to build fences, come home and be like, who wants to go swimming? But everyone was like, dad's, oh. And I didn't pull out instagram and be like, we're getting in the pool. I got two shows in Irvine and I think it's like 30 days left the late show. Like I would love to do that. But then you go that guy building fences and he's like, dude, I've got a podcast. It's a pie. It's a passion project. It's my hobby. And you're like, oh, that's my job.

Speaker 2:          01:48:19       I remember what I remember is those great weekends but, but what I forget so easily is sitting eight hours soullessly and feeling the minutes of your life take away down the drain. You're finite energy, your creative energy, the essence of who you are going down to train every fucking minute. That's what I feel like on movie sets. It's awful.

Speaker 5:          01:48:49       It's really worth remembering. I just sit there and I go, I am wasting fucking, I'm not even good at this. Why I'm here. They want me to bring something original. I'm just going to do it. I know what it felt like. Dude. I cannot, like, I wouldn't mind doing a multicam or it's like burt walks in and they're like, and they're like dad's home and you hear the whole studio logs. Right. But I couldn't, I couldn't, I don't think I could.

Speaker 2:          01:49:17       You have long days on set cause I've never been on set. Like to that degree you just sit there like you just sit there,

Speaker 5:          01:49:24       there. I mean, I guess like if you're someone creative like Dave Chappelle, you probably write a script, but like you multitask. I can multitask. I guess I don't multitask. I just browse twitter and I'm like, I'm like twitter.

Speaker 2:          01:49:38       Okay.

Speaker 5:          01:49:38       Because my eyes like I get when I had literally sit by the lake

Speaker 2:          01:49:44       cause I fucking hate that I do that. Like I'll wake up at eight and get out of bed at 10 and I'm

Speaker 3:          01:49:48       like what is wrong with you are sick, broke an hour. I gave the other day my wife, cause you did that for an hour and the worst part is like after 10 minutes you've seen everything. Everything. And by the way, I would love to switch phones and see what your discovery page looks like because mine is like, no, no, I don't think you have boats and guys hitting golf balls. Well here let me show you here. Let's go discover. I just have a trends for you. Oh John Mccain. You don't see a John Mccain? No, I see 200,000 tweets. I see a woman on a motorcycle on them. Bobber wait, are you on instagram or twitter? Instagram. Instagram's weird, man. They they, they get weird on that. Fairly based on what kind of embarrassed to show you. I didn't want anything with a cop getting this is a cop getting hit by a car.

Speaker 3:          01:50:39       I watch a lot of um, meat, like I'm obsessed with these Turkish chefs. They like cook crazy meat and like barbecue shit. I'm really into barbecuing and cooking and there's like all these Turkish and meet guys. Dude, I have golfers all over my page. I don't even really golf. Like I, I'm a, I mean I can golf, I golf, but like I'm not going for, like I said to someone of was like, I said, well when we were talking about doing pro over the special, I was like, I'm going to do a golf video. And they're like, why? I go, I don't know. They seem to be all over the place. Looking at cough is so popular right now. Coats, I get a lot of boats, like just dudes in boats. I got the shoe. The faster then challenge as to then, yeah, like it's, it's, I think it's just a black instagram doing it, but they go, man, all these motherfuckers be like, it's a shot of the ground like this.

Speaker 3:          01:51:32       Or like this is the ground, this is the phone. The phone's on the ground. You don't see the person's face. You see their foot stepping the shot and then they start tying their shoes like mantel. He's these motherfucking saying they'd be faster than me. They ain't nobody faster than me. And they're tying their shoe and as soon as their shoes tied to like I'm fat and they take off running away from the camera paired one challenge type in running. John, I'm not in the packet running telegram here. Let me know. I'm all over black instagram. That's my, I think I might just be black and white. What does it fall running challenge? I have not. I'm damn, is this, um, it'd be woke for not knowing this. Oh, this is from 2016. No, there's, they're brand new. I think it's running. Running man challenge. Nope. Hold on. Let me see if I can pull. Said, running challenge. Instagram. This is niche, man. You're in deep on this shit. I met Jesus and Miro through, um, black twitter. Is that another APP that the APP? No, this is the rich running challenge challenge. They're all running challenge. All right, well I hear, Oh, what? You know what? Let me go on instagram itself. Look to Kashi. Six nine. Did one of them hang on.

Speaker 2:          01:52:46       Oh, I think the Kashi six nine might have started it. Oh fuck. I don't know how to Bro. I, I don't know how to watch it so everyone can see it and you ain't got damn. So they'll make me back. So back in the day,

Speaker 5:          01:53:01       back in the day, this is a mirror. We're all about black twitter. Right? And I love black twitter. Like it was my favorite and they'd have like a, the one that I got involved with was a va gifts for the hood Hashtag Valentine's Day gets for hood. And it was all I found. I mean like I'm not, I'm not saying I'm progressive, I'm just a regular dude. But like I found it to be a tad bit like almost a little racist because they were just, it was like the worst things about the hood and they were saying that's what you should get your girl for Valentine's Day. They're like, how about a mattress out by it? I behind the hood cause you can jump on it. Like I was like, Huh. And then they're like get her a click clack, you know, she needs, once you got seven getting another baby.

Speaker 5:          01:53:41       Like those were all the things. And I was like, and so then as a joke I went on and I wrote va gets or the hood and I was like anything, dungeons and dragons son and this guy, these guys were like, no man, the same for you. And I was like, what? Well and they're like, we don't play dungeons and dragons. Like they thought I was being serious and I was like, okay, okay. In the same Hashtag I'm applying to all of them. And I'm like, okay, I'm sorry. I go, how about a class pen? And do are like, no bro, we don't, we don't fuck with Class II pens and they're like a, and that was like everyone was coming at me and then I was like, all right, how about abolish champagne but sprayed all over like a Ho and they're like, that's more like it. And he got, we got some running challenge.

Speaker 2:          01:54:23       Yeah, we got it. Here we go. Could you do that under your profile? Come on. I got to tell you. Windows has been fucking me for so long with this Internet explorer shit like you know, nobody wants to use this shit. I have adblock installed. I'm doing a live show for a reason. I don't want pop ups when I'm doing a live show. I have sponsors for Christ's sake. There's like good money for those sponsorships and now I've got curiosity stream plus sprint getting free advertisement. I don't think so. It's what he did it just go away. I closed it and I got to open it on chrome on a separate menu. But I feel like I've changed it so many times to preference chrome instead of Internet explorer. I was at the airport the day trust, she's 69 got jumped. Like if you got into a fight at the, he had an album, you got to figure this out on video. It was driving me crazy fast. Whoa. What's going on? It's way let me actually,

Speaker 5:          01:55:30       I don't want to blink. I guess he did this video and then people are now copying that video started running. Started as to Kashi six.

Speaker 2:          01:55:38       So he's goofing around. He's a funny guy. He's trolling hate when people

Speaker 5:          01:55:44       like underestimate me. Like how fast I am a for one video, that was one video. Like I'm fast. They're saying slower, some shit and fastest fuck Yo. I hate when who's or uh, yeah, he's got six, nine tall, tattooed all over him. That's dedication man. Yeah, making it work. There's only one way to do it this way. I swung, got beat. He got beat up at the airport and then got beat up by, I mean yeah, he got beat up but and then I was in line behind them and security. Oh I was there. I pulled up a, I guess some crips bloods. He was gang related and no bloods, maybe I can see this before bloods. Mm hmm. Um, he, uh, I have a joke inside my head. I call it, he should've called himself sickle cell. He's got beef with

Speaker 3:          01:56:42       blood. It's really, really good. Really good. I was great. You got some people

Speaker 5:          01:56:54       blood and so they were at the airport and they followed him to the airport I guess. And then they got out and they started talking trash. And then two guys fought his whole posse. And I don't know if he got beat up. I can't remember if he got beat up, but they didn't win. And so, uh, it, it sounds like they were outmatched well his posse had like six dudes with them and know the bullets was to look them out and they didn't get, they didn't lose. I'll just say that. And so then the cops come and I'm checking, I'm curb checking a bag and I'm watching all of this and then like the end tmzs there and I'm like, tmz comes back and I'm like, who is he? And he's like, Takashi six nine. So then I go to the clear thing and I go, hey, who's the wrapper?

