Speaker 1:          00:00:00       Some bus, seventh, 19, 41, a date which will live in infamy. Perfect.

Speaker 4:          01:34:09       The Belgians have a heroic moment where the king of Belgium, you know, and, and the major officials all get together and basically all agree that they're not going to stand down. The attitude they seem to have is we're screwed either way. We might as well go out of this gloriously and they decide to mobilize their tiny little army and fight and at the same time issue the calls to the other guarantors of their neutrality saying, um, you know, and they waited until the moment the Germans, by the way, stepped in. Everybody's worried that somebody's going to pull a fast one and try to feel like that the French are worried the Germans are going to try to fake them into going into Belgium first because they think the Germans are coming in and then the Germans can say, we weren't the first people to violate Belgium.

Speaker 4:          01:34:49       Everybody wants to stay on the good side in terms of war, responsibility. The French are so worried about falling into a trap like that. They pulled unprecedented move of all time and on the eve of war, pulled their military forces six miles back from the border. Remember, that's not just forward positioning. Those are troops who picked the spots that they were in because they're important strategic spots, important passes and river crossings and other things that have been built up with fortifications for years and the French government is so freaked out about possibly being blamed for starting this and the Germans not being blamed for starting this, that they pull their forces back. The French generals are not pleased about this, but the move is intended to also make sure that the British people and the peace faction in Britain have no excuse to say, well, French violated Belgian neutrality first, or shots were fired by the French first, so the Germans are positioned into this thing where they have a time limit on this deal.

Speaker 4:          01:35:46       They can't sit around and wait around. Belgium has to be violated for the plan to work. They can't get the French or the British to violate Belgium. First. They tell the Belgians, you know, to let them through the Belgian say no, and on August third, Germany declares war on France and Belgium. Now think about that folks. A week ago, Europe was peaceful. Now it's on the slide to general war. Within another week, the entire continent is going to be flaming out at each other. I mean, that's crazy to go from total peace to total war in less than two weeks. Hg Wells writing a year or two after the conflict ends. So He's right in the middle of the moment. He even says, you can't quite, you know, you can't write about it now without the passions and the feelings, you know, totally screwing up your impression of things, but he does talk about how weird the mood was because all this was happening so fast and he was talking about the British public because that's where he lived and how there was almost this disconnect between the fact that the entire world has changed, but it's happening so fast we haven't changed with it yet, and he writes, quote, all Europe still remembers the strange atmosphere of those eventful sunny August days.

Speaker 4:          01:37:04       The end of the armed piece for nearly half a century, the western world had been tranquil and it seemed safe. Only a few middle aged and ageing people in France had had any practical experience of warfare. The newspapers spoke of a world catastrophe, but that conveyed very little meaning to those for whom the world. It always seems secure, who were indeed almost incapable of thinking of it as anything otherwise then secure in Britain particularly for some weeks, the peace time routine continued in a slightly dazed fashion. It wasn't like a man still walking about the world, unaware that he has contracted a fatal disease which will alter every routine and habit in his life. People went on with their summer holidays, shops, reassured their customers with the announcement business as usual. There was much talk and excitement when the newspapers came, but it was the talk and excitement of spectators have no vivid

Speaker 2:          01:37:56       sense of participation in the catastrophe that was presently to involve them all and quote.

Speaker 2:          01:38:03       It's easy to understand too, why the British public really weren't ready for this. In fact, none of the British were really ready for this. They hadn't been mentally prepped for the idea that this was coming for all sorts of political reasons. The British government couldn't declare itself outright and sort of draw a line in the sand and tell the Germans, listen, if you invade Belgium, it's on no ifs, ands, or buts. The British prime minister didn't have that power for all he knew the piece faction in his government would topple is government. If a statement like that were made and both the French and the Germans for a very long time before this conflict breaks out, but especially in the fevered, you know, last month are trying to get some sort of word from Great Britain, what the policy is, what are you going to do at the last minute? The French are sure the British are going to abandon them. The French foreign minister will sit down and discuss it at one point and say they're going to desert us and when someone in the British media asked him, what are you doing? He says, I'm going to wait to see if Britain still has any honor.

Speaker 2:          01:39:02       The British are waiting for something to happen in Belgium and somewhere the Belgians, they don't want to do anything until their actual neutrality is violated. So they wait until the Germans arrived when the advance cavalry patrols and actually some guys on bicycles believed or non pedal into Belgium and give notices to the locals that we're sorry that we have to do this and uh, everything will be fine. Just don't cause any trouble. Don't blow up any bridges. Don't sabotage any railways, don't destroy any tunnels, anything we might need to get from here to there, leave all that in place or those will be considered hostile acts. As soon as it becomes apparent that Germans are on Belgian soil, the king of Belgium basically orders that all those things be done and then he contacts the other guarantors of Belgian neutrality and says, the Germans are here.

Speaker 2:          01:39:51       We need your help. That's when the British draw up the official sort of ultimatum, which people have criticized them for. I mean they say if you don't only give him that ultimatum before the Germans had gone into Belgium, they might've had more options once they're in Belgium for them to get out of Belgium because the British told them to was really like a tail between their legs kind of situation. And this has happened in history many times in other situations where people have said, if you had just said what you were going to do before the enemy did what they did might've been a different outcome. In this case, once the Germans are in Belgium, the British ambassador to Germany, a guy named Sir Edward Goshen, delivers the British ultimatum to Germany and he delivers it into the hands of the German minister, a guy named Godly Vanya Ego, and the German chancellor, a guiding theobold bond.

Speaker 2:          01:40:40       Beckman Halweg and Gosha knew that this was a historic meeting and he wrote down what happened and he said the Germans, when they received this ultimatum from him, freaked out. You wrote that the meeting was fraught with menace quote. I found the chancellor very agitated. His excellence. He at once began a harangue, which lasted for about 20 minutes. He said that the step taken by the British government was terrible to a degree just for a word neutrality, a word which in war time it's so often been disregarded just for a scrap of paper. Great Britain was going to make war on a kindred nation who desired nothing better than to be friends with her. All his efforts in that direction had been rendered useless by this last terrible step, and the policy to which as I knew he had devoted himself since is a session to office, had tumbled down like a house of cards.

Speaker 2:          01:41:32       What we had done was unthinkable in the minds of the Germans. It was like striking a man from behind while he was fighting for his life against two assailants. He yelled Great Britain responsible for all the terrible events that might happen. I protested strongly against that statement and said that in the same way that he inherited don Diego wished me to understand that for strategical reasons, it was a matter of life and death to Germany to advance through Belgium and violate the ladders neutrality, so I would wish them to understand that it was so to speak, a matter of life and death for the honor of Great Britain, that she should keep her Solomon engagements to do our utmost, to defend Belgium's neutrality if attacked, that solemn compact simply had to be kept or what confidence could anyone have in engagements given by Great Britain in the future.

Speaker 2:          01:42:16       The chancellor said, but at what price will that compact have been kept? As the British government thought of that and quote, and this is an interesting key point because I've often wondered if you could take the principals who were the decision makers in this conflict into the future and show them some history books and show them what had happened, even the winners. Do you think they would've found a way to avert what ended up happening because it was more horrible than any of them envisioned? The German field marshal in charge of the military affairs at this time. Von Moltke famously said that this was the struggle that would decide the course of history for the next hundred years and he was absolutely right. Maybe more, but had he known that this would mean that Germany would be on the losing end of two World Wars in the 20th century. What do you think he would have done?

Speaker 2:          01:43:11       I mean, look at the situation now and imagine Germany without having lost those two world wars and how different they might be today. There are German historians who consider this role of the iron dice as going to war here is often referred to as one of the great, irresponsible gambles in all German history, and maybe the key element in the whole affair was Britain's decision to involve itself in the conflict because one can make a very good case that if Britain stands aside, Germany wins this war that's about to start. Instead, they have perhaps the greatest overall superpower in the early 20th century world lining up on the other side,

Speaker 2:          01:43:59       and to be truthful, the Germans weren't really afraid of the British army. I mean, that's a small colonial force that by German standards is relatively insignificant or so they think. I mean bismarck had famously said when an advisor had warned him that if you go to war with Britain, they could use that wonderful naval power to land their entire army on our coastline. And Bismark famously said, if they do that, I shall have them arrested. Meaning he just send the police force out to corral the British army. That's how worried they were about this tiny little force that their army dwarfed, but they were keenly aware that Britain had the greatest navy by far in the world. They were the greatest financial power in the world. They controlled a huge chunk of the world. Britain and France together owned about 70 percent of the world at this time period when you talk about all their colonies and everything else, and that's all stuff that they can draw on to fight the war. What's more that wonderful navy have Great Britain's can shut down German shipping, you know, in a moment at a stroke of a pen, Britain's foreign secretary Sir Edward Gray on August third, 19, 14 when tensions have reached a knife edge fever pitched moment. We'll look out the window and see the lamp. Lighters of London lighting the lamps for the evening as was customary at the time, and he turned to someone else at the window and famously said, the lamps are going out all over Europe. We shall not see them lit again in our lifetime.

Speaker 2:          01:45:34       The Germans are given the famous ultimatum and it's set to expire at midnight on August fourth German time, which is 11:00 PM British time. Lloyd George, one of the ministers says that they were sitting around a table just before the stroke of 11 watching the clock tick away and he said that his big bands chime start shiming for the 11:00 hour signifying that the deadline is about to expire. He says, every ring of the bell sounded like doom, doom, doom, and then when it expires, Britain declares war on Germany

Speaker 2:          01:46:15       and it's worth asking at this point what the people who adjust, you know, entered upon this course of action thought was going to happen when Lloyd George, here's the chimes of big bend sounding and things. They sound like doom. What does Lloyd George mean when he says doom? I mean this is a conflict of the sort that Europe had not had for 100 years and a lot of changed in 100 years. This is like a jump off of a cliff in the dark for Europe and no one knows how long the drop is going to be and they've been exposed to a lot of thinking

Speaker 4:          01:46:50       out there by guys like Norman Angle we mentioned earlier who were saying no one's going to jump. Jumping would be suicidal, everybody die. The golden goose would be killed. Globalization will be destroyed. No one will do it, and now they had just done it. What did people think that meant? Well, as we said earlier, the first world war has so much written about it that you can share. We pick from this or that source and create any sort of impression you want. What it really looks like though, if you sum up, you know, I've read a bunch of stuff on this and and to me what it looks like is that there was a small view amongst some people that understood the reality and they turn out to be the Cassandra's in the story. The, the ones who actually prophesies accurately what's going to happen. Most of these people didn't have a clue.

Speaker 4:          01:47:35       I think Lloyd George, when he hears Big Ben Sounding Doom, is worried about Britain's financial sector and he had every reason to be by the way, because a few days before when Austria, Hungary declares war on Serbia, the markets around the world, you know, go crazy, and in London, the financial capital of the world, Lloyd George is hearing from all the bankers and all the investors and all these people that this is a crisis. It will destroy Britain fiscally, which sounds like the worst thing in the world until you fast forward the time machine for years and see what's really going to happen, where you would have paid good money to only have the financial system collapsed. Here's the thing though, there were people who turned out to be right about how momentous this leap off this cliff and how long the drop was going to be, who turned out to be right and we're kind of hoping for it.

Speaker 4:          01:48:24       I mean, take for example, the guy who along with Karl Marx helped create modern communism. Friedrich Engels who in 18, 87 wrote about this coming conflict and how terrible it was going to be, and of course you know in his mind hoping for an overthrow of all the existing regimes to be replaced by communism. That was sort of the silver lining in this coming armageddon. Engels wrote quote, I see a world war of never before seen extension and intensity. If the system of mutual outbidding in armament carried to the extreme, finally bears it's natural fruits, eight to 10 million soldiers will slaughter each other and strip you're a bear as no swarm of locusts has ever done before. The devastations of the 30 years' war, condensed into three or four years and spread all over the continent. Famine, epidemics, General Barbara, realization of armies and masses provoked by sheer desperation, utter chaos in our trade industry and commerce ending in general bankruptcy collapse of the old states in their traditional wisdom in such a way that the crowns role in the gutter by the dozens and there'll be nobody to pick them up.

Speaker 4:          01:49:34       Absolute impossibility to foresee how all this will end and who will be the victors in that struggle. Only one result, absolutely certain general exhaustion and the creation of circumstances for the final victory of the working and quote, so there's your silver lining. If you happen to be a communist revolutionary and you want to see the overthrow of governments and in one sense angles will get what he wants, at least in one country, but he's not the only person that precedes this. Some of the best military minds of the time. See it too. We've told you about the field marshal in charge of Germany's war effort, the man known as von Moltke, but he is a pale shadow of his uncle, the man known as the elder von Moltke, who commanded Prussian forces in the Franco Prussian war of 1878 slash 71 by this time period. He's retired and he's on the speaking circuit in 1906. He speaks to the German legislature and he warns them what a modern war is going to be like.

Speaker 4:          01:50:34       The age of cabinet war is behind us. All we have now is people's war. Gentlemen, if the war that has been hanging over our heads now for more than 10 years, like the sword of Damocles, if this war breaks out, then its duration and its end will be unforeseeable, the greatest powers of Europe armed as never before, we'll be going into battle with each other, not one of them can be crushed so completely in one or two campaigns that it will admit defeat, that it will be compelled to conclude piece under hard terms and that it will not come back even if it is a year later to renew the struggle. Gentlemen, it may be a wharf seven years or 30 years duration and woe to him who sets Europe a light, who first puts the fuse to the powder keg and quote, this long drop in the dark is going to set up the first.

Speaker 4:          01:51:24       If you want to use the boxing analogy again, the first heavyweight championship fight the world has seen since Napoleon stay 100 years before. In the interim, you've had a lot of, you know, one sided conflicts. You know a champion like Muhammad Ali or Mike Tyson fighting a person you've never heard of, or you'll have something like the wars between the United States and Spain over Cuba and the Philippines, which is a rising soon to be first class power against a declining soon to be third class power or these great colonial conflicts. We're a nation like Britain will go in and crush the dervishes or the Zulus with the occasional setback of course, and they will use machine guns against these natives. Armed with spears, one of these machine guns, really a gatling gun was called the maximum gun and there was a famous colonial era poem that said, whatever happens, we have got the maximum gun and they have not in this upcoming war.

Speaker 4:          01:52:22       Both sides will have the maximum gun. In fact, much more deadly modern versions of the maxim gun that we call machine guns today. No one had ever seen a war where both sides had machine guns. The Franco Prussian war saw the French trying to use these gatling guns, these early machine guns as best they could, but no one really had any clue what to do with them. That had all changed by 1914. We were seeing most professional armies perhaps that the world had ever seen and certainly the largest that the world had ever seen, getting ready to clash in a conflict that was going to be like jumping off a cliff in the dark. Nobody could foresee the end of this. One thing was for sure the army for Germany that is about to enter Belgium is probably the greatest army that the world had seen up until that time,

Speaker 4:          01:53:14       and I say that with everyone knowing what a big fan I am of the Mongol, a military science and history and their armies and they're wonderful, but they get respect. People understand how incredibly dominant the Mongols were. The army of Germany during this time period, the Kaiser, right? This is like the Rodney Dangerfield of armies. They don't get any respect, and yet they are maybe. I mean, you create your top 10 list of the greatest armies throughout all history, and I put the Kaiser Right Carme on there. I'm not sure I put the German army from the Second World War on there and yet part of the reason we don't know more about that first World War German armies because the Second World War German army, like so many things in that second conflict overshadow it in many ways. The Wehrmacht in the Second World War is flashier than the first World War German army, you know, once again, to get to the box and character Richard's the Wehrmacht is a big heavy hitter knockout artist and they go around and it's just boom, it's over in one round sometimes and you stand up and it's thrilling and incredible, but you know, once someone hits them back or or beats them up a little, it's a different game and once you start wearing them down, now you can continue to wear them down because they're not strong.

Speaker 4:          01:54:25       Fundamentally at the core, they have a great punch, but they rest sort of on an uneven foundation. That was really where the strength of the first World War army was. It may not have been as flashy with those giant knockouts and all that, but they had a better chin and they were, you know, they rested on from foundations. It was a fantastic army and no one remembers it today, and what's funny is once again, it just becomes another thing that I'd off Hitler was wrong about when he wrote, quote, thousands of years may pass, but never will it be possible to speak of heroism without mentioning the German army in the world war. Then from the veil of the past, the iron front of the gray steel helmet will emerge unwavering and unflinching and immortal monument as long as there are Germans alive. They will remember that these men were sons of their nation. And to quote,

Speaker 4:          01:55:22       it's a fantastic army and part of what makes it so great is this natural efficiency that was almost stereotypically German, is applied to military science during a time period where military science really does become science. It's become the age of the bean counters and efficiency experts when it comes to putting an army in the field. That's what the Napoleonic era creates, where you get this first part of the war machine, the ability to create these mass armies. Now imagine a guy like Alexander the great who I love to mention all the time, but you can imagine Julius Caesar to guys who probably never commanded more than 80,000 people ever and who staffs, you know we're capable and they could deal with it and they were very efficient logistically and everything for their time period, but they were dealing with 80,000 men in this era. You're dealing with 12 to 15 times that amount.

Speaker 4:          01:56:18       What would alexander the great had done trying to, you know, control one and a half million men. It's an exercise in higher math to try to do that. And when you hear about how the Germans had prepared minute Lee for this day, that for so long had been called the day dare tog this attack into Belgium into overwhelm friends and everything. You get an idea of how much actual bean counting and planning is involved now in order to maintain these armies. That would have been impossible 150 years before because this capability didn't exist. It's, it's a function of modern civilization and the era of the 20th century. Now you get an idea of size. You have to think about the division, which is the basic unit that these militaries kinda operate with. It goes back to Napoleonic times. Divisions are still used of course in military is today, and if you want to think about 15,000 men in a division as a kind of a rough size, it actually fluctuates in different militaries and whatnot, but just think 15,000 men, a $15,000 million division is probably more troops than either the normans or the saxons had at the battle of hastings, the pivotal 10, 66 panel that decided the fate of Britain at the time, England at the time.

Speaker 4:          01:57:29       So each division, this is equivalent to a rather nice sized early medieval army. The German army at the beginning of the war has more than 80 of these. Imagine trying to control 80 norman armies and it's not just about getting each division where it needs to go. It's about sinking what they do together. When you start organizing divisions and two cores and cores into armies, then these armies have to support each other. They have to travel on different roads and then converge at certain points and you have to think of the incredible math that's involved in these march columns and it's hard to get your mind around, but these units are so large and these roads so narrow that when the head of the column starts walking, they've gone like 29 miles before the end of the column can start walking. Trying to plan to have food ready for these guys when they stopped marching and I mean it's the logistics of this is incredible and it's the main reason why you couldn't do this, you know, ages and ages ago.

Speaker 4:          01:58:24       You just couldn't support it. In addition to all these armies are fabulously trained. The Germans are incredibly trained in terms of having even they're reservists on the practice fields in Germany doing live fire exercises. Preparing for this day. This is what Barbara Tuchman writes about, you know, it starts with mobilization and you get an idea of how planned every step is. In the German army quote, once the mobilization button was pushed, the whole vast machinery for calling up, equipping and transporting, 2 million men began turning automatically. Reservists went to their designated Depos, were issued uniforms, equipment and arms formed into companies and companies into battalions were joined by cavalry, cyclists, artillery, medical units, cook wagons, blacksmith wagons, even postal wagons moved according to prepared railway timetables to concentration points near the frontier where they would be formed into divisions, divisions, into cores and cores into armies, ready to advance and fight.

Speaker 4:          01:59:26       One Army Corps alone, she writes out of the total of 40 in the German forces, required a hundred and 70 railway cars for officers, 965 for infantry, 2,960 for cavalry. Nineteen hundred and 15 for artillery and supply wagons. Six thousand and 10 in all grouped in 140 trains and an equal number. Again for their supplies. From the moment the order was given, she writes, everything was to move at fixed times according to a schedule precise down to the number of train axles that would pass over a given bridge within a given time. And to quote, when you realize how my noodly planned and how you know, punctual, this whole thing must be in order to function. You can see why delays of even a few hours. We'll throw your whole timetable off. You know, right before this whole conflict breaks out, and I mentioned it earlier, the Kaiser will turn to von Moltke and he's panicking at the last minute.

Speaker 4:          02:00:25       The Great Supreme Warrior leaders, not so tough when it all looks like it's coming down. Unfortunately for him or fortunately for him, the staff that works under him are tough as nails. Again, another thing is German army, this period brought to the table, which to be honest, the second one did most of the time too. It's fantastic leadership and the Kaiser at one point thinks the war was Britain's off and he says, great, we can turn the armies around, you know, just send them to Russia instead of worrying about France and England at all, and von Moltke has to stop him and say, you do not improvise the deployment of millions. I think the exact line was the deployment of millions cannot be improvised, but you get the point. This was a, an efficient plan to deploy the largest number of people that had ever been sent in a single area for a single purpose.

Speaker 4:          02:01:11       Probably in all human history. You think about Napoleon's greatest outrageous gamble, right? To invade Russia, utilizing an army composed of many, many, many different European peoples. You know, he had to scrape Germany and every place else to get enough people to send into Russia with something that was called the grand army. You know, in the early 18 hundreds, and it was this crazy endeavor sent maybe 750,000 men into the Germans were going to invade Belgium with more than twice that in and outflanking maneuver. That's not even the army. That's holding the front, that's just a big wide swinging gate that's going to smash on top of the head of France. How do you control that many people? How do you even get them from one place to another? We kind of seem to think in our head that they can just march across, you know, mountain sides and country lanes and through fields and pastures and sometimes they do, but most of the time they get to places the same way most of us do.

Speaker 4:          02:02:11       They utilize the road system. Think about what the road system in Belgium, tiny little, mostly rural Belgium is going to be like with this massive greatest sized army probably ever put together trying to march through it all in a short period of time. There were witnesses, of course, to this actually happening. One of the fun ones to read for me is Richard Harding Davis because Davis is one of those guys. He's an American. He also, you know, he's basically the war correspondent, uh, one of the main ones of his era and he wrote about the deployment of American forces in Cuba. You know, at the turn of the century and all this kind of stuff and he's, he's really a Rah Rah America Kinda guy. You know, Americans the best at everything and, and that sort of feeling. But he was there in Belgium as the German army comes through and you can, I mean, I'm going to read you this extensively because you can hear in his writing, his jaw is on the floor and here's someone who doesn't think anybody does anything better than America and he's getting a lesson in what the best army in the world looks like.

Speaker 4:          02:03:19       And remember this kind of force at this kind of level and potency hasn't been on display in anyone's living memory. You're getting a view of a nation at war like you in Napoleonic times, but marched and equipped and organized and supported by a modern 20th century state. This was while you were beginning to see a tiny little glimmer of what the leap in the dark was going to entail. It was going to entail fighting armies like this one. Richard Harding Davis writes, quote, the entrance of the German army into Brussels has lost the human quality. It was lost as soon as the three soldiers who led the army bicycled into the boulevard, do resent and ask the wage of the ged ignored when they passed the human note past with them what came after them, and 24 hours later, it's still coming, is not men marching, but a force of nature like a tidal wave, an avalanche, or a river flooding it's banks at this minute.

Speaker 4:          02:04:17       It is rolling through Brussels as the swollen waters of the valleys swept through Johnstown at the site of the first few regiments of the enemy. He writes, we were thrilled with interest. After three hours, they had passed in one unbroken steel gray column. We were bored, but when hour after hour passed and there was no, no breathing time, no open spaces in the ranks. The thing became uncanny, inhuman. You returned to watch it, fascinated. It held the mystery and menace of fog rolling towards you across the sea and quote. He then goes on to describe the uniforms, which are pretty much the same color. The Second World War German uniforms are felled Grau, I guess is the proper way to pronounce it, but basically it's just a gray, but during this time period, most nations had only relatively recently gone away from Gadi, colorful clothing, you know, bright red scarlet for British troops has only recently given away to khaki and the French army still war stuff that looked like they belong in Napoleon's army, right?

Speaker 4:          02:05:20       They're going to wear red pants and blue jackets and they're going to carry savers and their calvary is going to have breast plates and horse hair helmets. I mean, it's Kooky stuff. Most militaries are moving away from that. The German's use of gray harting thinks is the most fantastic use of camouflage she's ever seen. The British Khaki is often compared to a coronary that's gotten. Dusty Davis goes on and on about how the minute these German soldiers get 100 yards from you, you can't see him anymore. He says he was watching some German cavalry would ride by and he could see the horses, but he couldn't see the guys on them because they just sort of blend with the fog and the mist and the twilight and the early morning hours in that color. If he goes on and on about how great that is and how scientific it is, he goes on quote yesterday, Major Gen Vaughan, Zeratsky, the German military governor of Brussels, assured burger master Max, that the German army would not occupy the city but would pass through it.

Speaker 4:          02:06:17       It is still passing. I have followed in campaigns six armies, but accepting not even our own, the Japanese or the British. I have not seen one so thoroughly equipped. I'm not speaking of the fighting qualities of any army, only have the equipment in organization. The German army moved into this city as smoothly and as compactly as the Empire State Express, there were no halts, no open places, no stragglers. This army he writes, has been on active service for three weeks and so far there is not apparently a chin strap or a horseshoe missing. It came in with the smoke pouring from cookstoves on wheels and in an hour had set up post office wagons from which Mountain Messengers galloped along the line of columns distributing letters and at which soldiers posted picture postcards. The infantry he writes, came in files of five to 100 men to each company, the lancers in columns of four with not a pendant missing the quick firing.

Speaker 4:          02:07:14       Guns and field pieces were one hour at a time in passing each gun. It's ammunition wagon taking 20 seconds in which to pass the men of the infantry saying, father land my father land between each line of song. They took three steps. At times 2000 men were singing together and absolute rhythm and beat. When the melody gave way, the silence was broken only by the stamp of iron shod boots, and then again the song rose. When the singing ceased, the bands played marches. They were followed by the rumble of siege guns, the creaking of wheels and have chains clanking against the cobblestones and the sharp bell like voices of the Bugles for seven hours. The army passed in such solid columns that not once might have taxi cab or trolley car passed through the city like a river of steel. It flowed gray and ghostlike. Then as dusk came in, as thousands of horses hooves and thousands of iron boots continued to tramp forward, they struck tiny sparks from the cobblestones, but the horses and men who beat out the sparks were invisible. At midnight, pack wagons and siege guns were still passing. At seven this morning, I was awakened by the tramp of men in bands playing jauntily. Whether they marched all night or not, I do not know, but now for 26 hours, the gray army has rumbled by with the mystery of fog and the purchase of a steam roller.

Speaker 4:          02:08:35       And to quote that was a long quote, but that's. That's the German army of the Kaiser, right on campaign, the German army and the Second World War is that country's best attempt to recreate that. No, I've always believed that the very ferocity in the scariness of this Kaiser Rack, German army worked against it at the beginning of the war in a way that heard it throughout the entire history of the war and I think long afterwards helped establish this German reputation as sort of the bad guys because this army was so intimidating, so scary. Everything from the precision drill to the equipment to how well organized they were to the logistics, to the leadership, to the intimidating elements built into it. I mean they had a wonderful a unit called the death's head has SARS, which goes back to, you know the Napoleonic wars earlier actually and they were the old fashioned Hassan for helmet. This is in 1914 folks. This isn't an 18 tend the for helmet of the CSRS and on the helmet is a skull.

Speaker 4:          02:09:46       Reminds you a little bit of the SS forces in the Second World War, but it shows you that all of this predated. You know, what the Nazis did. The Nazi's were just updating a lot of classic German traditions and in a lot of cases perverting them and sustaining them with blackness and everything, but to deaths had his. Ours are famous and intimidating as they're meant to be, but then you take that really nasty for Roche's, intimidating army that looks like it could take on anyone in the world and the first time you see him in action they're taking on, God bless them. The Belgians, a tiny little neutral nation that's less than 100 years old and has never fought a war in fact is so small and it's surrounded by great powers that they rationally figured out a long time ago. It doesn't matter how much effort they put into defense, they can't win. You know, the Belgians totally unprepared for warfare lose only a little bit faster than the Belgians obsessively prepared for warfare. They put their trust in these international agreements they had with people who are going to guarantee their security, which is how this whole thing is happening anyway. Right?

Speaker 4:          02:10:51       But they did build some defenses maybe as a sign that, you know, we can't kill you, but we could hurt you and the defenses are really cool because it's really right in that period in human history. We're fortifications, forts reach, sort of their high watermark. I mean we still build for today, but it's nothing like it was what pretty much from the beginning of your human history until. Well about the time we're talking about here because then you could base an entire defense strategy on Ford's. Nowadays we have these special positions where your guard them with a fort, but if anybody decides they're going to start launching missiles and bombs and I'm. It doesn't matter for us. Don't hold up. That's something we learn very soon in this story. But in the 18 eighties when these Belgian forts are built, this is the period where it looks like modern tech is going to make these things like space age.

Speaker 4:          02:11:42       That's something out of Star Wars, one of those planetary defenses. And they build these wonderful subterranean forts. Barbara Tuchman said like castles, sunk underground. And what they'll do is, you know, I'm reminded of the old, a Godzilla films and the monster zero films where you'd have some planet and it would have a gun that would just rise up from the planet surface shoot and then go back down under ground. And that's what happened in these boards. And I have to remind myself how cool that is. This is like steam punk stuff because when they're building these forts for Belgium, it's the same time that the United States and Mexico are trying to corral Geronimo and a bunch of Apaches in the American southwest while that's going on. The Belgians are building underground forts.

Speaker 4:          02:12:25       And you can see some of the stuff on video. If you look at the Maginot line, which comes a generation after this obviously, but it's the same kind of thing where, you know, if you look at it from above ground, you can barely tell there's a fort there when in fact underground, you know, massive concrete and you know, little railroads underneath moving guns and ammunition around it. It's, it's cool stuff. And the way the Belgian designer, who was one of the best in the world, built this system, he took advantage of the natural river and the slight rise in the hill and everything in there. And he built six big forts with six small fortune in between and they all cover each other's fields of fire with their guns. So you know what for a can reach with their guns, fort be can reach with, there's two.

Speaker 4:          02:13:03       So they overlap. So there's never a place in the distance anyway where the guns can't reach the enemy. And in between these sports, the Belgians have it so that they're going to put guys in trenches. So between every Ford are people, they're supported by the guns. It's this wonderful system. And then you throw more troops out, you know, 500 yards, 100 yards ahead to keep enemy artillery away. And you have this system where maybe you can't win a war against someone like the Germans, which you give them a bloody nose and maybe say, see you, you really don't want to do this. Um, the Germans aren't sure about that. And when they come into Belgium, they're kind of thinking the Belgian armies either just going to stand aside, like I said earlier, or maybe you know, few shots up in the air. We protected our honor.

Speaker 4:          02:13:46       Now we're going to stand aside. And the first sign that the Germans are wrong about this is that the bridges are blown up when they get to them, the tunnels are blown up, the railroads are blown up that Madden's the Germans because they're on this tight schedule, right? So now they have to deal with at least transportation nightmares on this road system that was already going to be clogged terribly. I mean there's your first nightmare. And then the Germans tried to cross some of these rivers on the frontier in pontoons and the Belgian start shooting at them. So the Germans put into action a group that they have designed specifically to take these forts. And this is the part of the story. You have to understand where we are. When war was declared, you have like 72 hours where everybody's trying to get their heads around this idea.

Speaker 4:          02:14:31       And at the same time they flipped all these switches for mobilization. The doomsday device I called it where they're calling up all these forces and everybody, you know, we don't have enough stuff here and everybody's scrambling in what they assume is a race to the front lines, which they don't want to lose. Remember what if they gave a warrant? Only one side came. Meanwhile though, while everybody is concentrating, it's called their forces. The Germans have like 30,000 guys that were set up in advance to go out basically in the pregame of the first World War, I guess you could say and take out these forts if they have to because these forts are blocking the roads. You cannot get to that Belgian road system that you need to get from Germany to France if you don't take the forts around a place like leanne or named Laura.

Speaker 4:          02:15:15       And so 30,000 men had been training for years for just this job. Like I said earlier, the day was called der Tog the day this has been planned for for a long time. And the Germans have essentially a special unit of 30,000 guys whose job it is to take out these sports. If the Belgians don't stand aside and surrender them, the Belgians don't stand aside and surrender them. And in fact the Belgians are going to teach the first great lesson of the war, about what's changed since the last time. Great powers faced off how much the killing power that machine's afforded mankind on the battlefield. How much that had changed the age old equation of war machines had been taken over for a long time, becoming more and more important. This is the war where they take over completely and man supremacy on the battlefield, even though they're the ones who run the machines, will always be now you know, secondary compared to the killing power and mechanization that can be brought to bear by modern societies. The technology was devastating when used against tribal peoples and nations that couldn't compete militarily. The Belgians are going to show what a tiny little army of chocolate soldiers is. What the Germans thought they were going to face. What a tiny little army of chocolate soldiers can do to the greatest army in the world because of the

Speaker 4:          02:16:44       deadliness of the weapons at hand,
