Speaker 1:          00:00:01       Let's do it for
Speaker 4:          01:15:27       Yeah. Same here. Crazy for people that weren't around here. They don't know how crazy it was. But the sky was filled with smoke everywhere you looked with smoke. I mean all of La was filled with smoke. It was, I've never, we were. We stayed in Beverly Hills at the Waldorf and you look out the balcony window and it's just fucking gray. Just smoke everywhere. I've never seen fires like that before. Never in my life

Speaker 3:          01:15:51       neither. And I always see we're on high alert. Do you not see it? Like my kids are at school over in Malibu or really close to there and I always see high alert but nothing's ever really happened. You know, there's been small fires, but that was horrific. That was just, it looked like Hiroshima in our neighborhood. Like you know, airplanes flying really low, dropping fire retardant and it was, it was crazy.

Speaker 4:          01:16:15       Bill burr flies helicopters. He's got his helicopter license and we took a flight around Malibu around point dume and you go over there and you see these massive estates just burnt to the ground. These gorgeous houses with the perfect view on the bluff overlooking the ocean. Gone huge lots, you know, $20,000,000 houses gone just burnt to the ground and there's so many of them. And then like one house standing there, one house out of just random.

Speaker 3:          01:16:44       That's how it was in our neighborhood to house caught fire, but nothing near it. Caught fire hose. It's weird.

Speaker 4:          01:16:49       Yeah. Some shit. We'll fly through the air land on someone's house and if you have like pine needles or something on your roof or a flammable roof, just catches, catches on fire. Was it a campfire that started taking part? It's called Campfire. Oh, I don't think it was a campfire. That was the name of the fire. I don't think. I don't. I don't know what the fuck the cause of that fire was. Jamie CV. You find that out. Do you know what it is? They've been trying to blame or blame has been put on like different utility companies and whatnot. And they're, they're not taking the blame or they can prove that it wasn't them and wow, it's been being passed around. I don't know that anybody knows yet what I've been looking at. You know, it's fucking crazy though, man. When, uh, I was in boulder, there was a giant fire that broke out that was a fireman accidentally started a fire.

Speaker 4:          01:17:36       Yeah. He had a fire pit in his backyard and some fucking embers blew out of his fire pit and started a giant fire and just burn massive amounts of wild forest. It's just gone. Damn. A fireman. I imagine he must, must've felt like shit. It mean anybody start. I mean, just couldn't fucking imagine if it was your fault that one of these things get started. Oh yeah. The guilt. I would. I wouldn't be sleeping for weeks. Decrease territory is northern California. Northern California got it way where we got it bad down here, worse than I've ever seen. But they get it way worse in northern California, Northern California. They lost a shitload of people died on the highway. That's what I see burned to death in their cars. You see those photos? Yeah. Fuck man. Yeah. A lot of this is because of, you mean there's a lot of issues, right? There's the dry, um, you know, the fact that dry climate, the fact that climate change is happening, but also the fact that there is no small fires like although those dead trees are supposed to get knocked down by small fires like controlled fires and those, that doesn't really happen anymore. We don't want small fires that can possibly get out of hand. And so you have these forests that are oftentimes filled with dead trees right next to live trees and a lot of dead trees all over the place.

Speaker 3:          01:19:02       Wow. So they're supposed to do, that's like maintenance burning like the small gallons

Speaker 4:          01:19:06       before. There's May mean some people advocate doing it for maintenance, but in nature that's like a natural thing. Like the lightning would hit light something shit on fire and the live trees would probably survive and a lot of the dead ones would burn to the ground and we'd actually regenerate the forest. Yeah. Yeah. I mean the crazy thing is like you look how fucking lush and green it looks out here now, but you would never imagine that just a few months ago this was a raging inferno. It actually is good for the ground, you know, and all that

Speaker 3:          01:19:37       still smells like fire too right now. Prices. Yeah. Every time it rains it's starting to get a little bit better. But does it freak you out when you see fire now because of your accident? Yeah, it took a little while for us to have pyro again. Oh you never. It was like we just got back together and like this really, really like killer, like photographer had this idea to do this photo shoot and they wanted us holding like the watchman call it the thing like the flares accent. He got me to hold it for a second and I was like, oh bro, I can't do this wrong photo shoot. Like I'm sorry, you know, I know you have this vision, but that's an insensitive vision. Yeah. And I. Yeah, yeah, right. That would have been a little bit more fitting but. And then and now we do pyro stuff on, on stage and production.

Speaker 3:          01:20:27       It doesn't really bug me but I'm very cautious around the house. Like with my daughter, she has like a straight iron plugged in or for my son, whatever lights a candle. Like I'm so crazy about it, which are a little weird. So I have to ask you this, Tom. Talk about Ufos all the time. Well you know, he's not in the band. No, I know, but I always do that. He always did. We used to get loaded and just look out the bus window and I used to do it with him as like, I don't know, it's kind of a bonding experience. It's like if you wanted to show me bow and arrows, whatever were on tour together, I sit there and like, you know, check it out. So with Tom, that was his thing, like fucking let's get high and look for Ufo. So he would just sit there and like stare out the bus window, look at Ufo or like he would even go as far as when we're on tour, like let's go and fucking look for bigfoot.

Speaker 3:          01:21:21       But whatever it was, you know, and he would assemble a crew and they would go do it. Oh my God, I never got me on one of those trips because that was just to fairy tale for me. But um, but I, you know, I'd do that. And he was always, it's really not something he just got into from the day I fucking met him when he was obsessed with Ufo and aliens and was always very passionate about it to the point where like I didn't know enough to, to have any kind of, I guess like opinion on it. I was just very open and, and you know, just took it all in, but nothing has changed. He's still, the other day I talked to him, he's like, I'm on the way to the fucking White House Bro. And I don't ask any questions I like, as you should be, you know, whatever. Let's fucking go get a great response. Yeah. Good luck with that.

Speaker 4:          01:22:13       Wow, that's crazy. Yeah, he was a trip man. Having a conversation with him was very strange because I'm, a part of me was like skype putting me on like what is happening is dead ass just seemed like it. And we would look at these videos that were so clearly horseshit and he would be like amazing. Right? And they're like, what? Like you think that that's an actual Ufo? Like that is the fakest fucking video. I've ever seen in my life, but he didn't see that at all, but yeah, in his mind he was seeing a real alien spaceship.

Speaker 3:          01:22:44       Even on tour. I'd be like, walk in my room and be like, what are you doing? I'm like, oh, check this thing out. I just made up whatever, playing drums. He'd be like, dude, fucking whatever. George Bush just did you know, he needs just coming at me with some like politics. He's been watching CNN or, or like he's just, he's always been obsessed with it, so he's obsessed with all sorts of like hidden things, so not just Ufo

Speaker 4:          01:23:06       but big foot too.

Speaker 3:          01:23:07       Conspiracy theories, politics, everything. Very, very passionate about all those things. Conspiracy theories and politics. It's interesting how those things

Speaker 4:          01:23:17       go together because people are always wondering like, who the fuck is running things? What's really going on? What's happening behind the scenes? Who's pulling the strings? What is it all really mean? You know? Ah, but the UFO thing, it's like, boy, boy, you gotta. I mean, I absolutely believe there could be intelligent life out there, but I haven't seen a fucking single thing that makes me think that anybody's got a picture

Speaker 3:          01:23:47       video. Yeah. I feel like it could, it could be real. I believe, but I'm not, I can't fucking. I'm not dedicating my life to search for it, you know, and I give it to a man to like honestly to walk away from your fucking very successful band to go do that shit. Like I have nothing but respect for his passion, but it's like I couldn't do that. That's insane. Yeah. It's like that just, it really shows like he's, you know, he's very, very passionate about it. It will be saved up some money. Yeah, me too.

Speaker 4:          01:24:21       You know, a survivor. Survivorman Les Stroud. Nah, he's a, you ever see that show? A fucking great show. He would. Survivor man would go out into the woods with a limited amount of things. He would say like, okay, I've got this bucket, I've got a fucking pocket knife and I got a ball, a ball of yarn and I'm going to survive out here for seven days. And in and he films the whole thing and he'd be filming himself like eating frogs and catching a squirrel and finding edible plants and just living out in the forest and oftentimes going days and days without food. And then he would have like a point where he'd get rescued seven days in, there would be a spot where they would meet him. Um, he had an experience when he was in Alaska a long time ago where he was camping and he said he heard footsteps, like big heavy footsteps. And you heard some sound that sounded like a gorilla, like something like that. And then it ran off. And to this day he's convinced that that was a big foot. And so now he has survivor man bigfoot. And he goes out into the woods and just looks for evidence of sasquatch.

Speaker 3:          01:25:32       Well, he should. He needs to. He needs, they hit up. Tom. Tom pull up, he'll go with. And he would love that. I'm sure he would. Fuck.

Speaker 4:          01:25:40       He's trying to get me to go with them. I'm like, good luck. I did. I did it one time. I went hunting for big foot for a television show I did for Scifi. I called Joe Rogan questions, everything we went looking for bigfoot and the more I talk to these big foot folks that Maura was convinced, none of these motherfuckers have ever seen big flood. There was one lady that I talked to, one lady who just did not seem like a liar and she was telling me that she saw something in the woods and it was standing up and it was tall, like seven, eight feet tall, and she's like, why is there a gorilla in the woods? And then she's like, oh my God, that's pig foot. And he said, and it was the Pacific northwest outside of Washington state or in Washington state outside of Seattle, and the woods are so dense up there that if anything goes 10, 20 feet, it's gone.

Speaker 4:          01:26:28       The problem with that is that there's black bears up there in black bear, sometimes standing up on two feet. They do it all the time and if you saw a blackfoot, especially a black bear rather, especially from a distance, you would think it was a big gorilla. It was standing up on two feet, which they do do, especially when they're trying to see something. They'll stand up and they'll even walk. This is a lot of videos of them walking on two feet and just never seen it. That's crazy. I could see a big 400 percent. So I think, I don't think that lady is

Speaker 2:          01:26:56       liar. I just, uh, don't. She might look, it might be real. There might be a few of them left.

Speaker 4:          01:27:02       There definitely was a thing called gigantic [inaudible] that lived in Asia and the thought is that it came across the bering land bridge the same time that native Americans came across from Asia and that they came across and because they lived in Asia and this, this gigantic Pythius I think lived as recently I think as 100,000 years ago. I think the most recent fossils they have of it, which is human beings were alive back then. And this thing was a six or an eight to 10 foot tall bipedal hominid. So it was a huge, huge apelike creature. So check this out. This is a

Speaker 2:          01:27:40       look at this bear. So the craziest shit ever. Bears walking on two legs. Look at him. Wow. Like if you saw that, like totally like, oh my God, it's a fucking pig foot. Especially if you believe the hype and do your search for big foot out there. Yes. Yeah. Or if you're on shrooms yet, right? I mean if you're walking, if you're high on mushrooms, you're like, oh my God, look at that thing. He's like, hey, how you doing? Oh, he's got to hurt. Right foot. That's what that is. You see his right foot or something wrong with his right foot sometimes. Yeah. It looks like he's missing his front. Paws says sometimes bears will fight with each other. One barrel. Bite the bear's foot off. Or he could have gotten shot or it could have broke it off on something. Yeah. That's crazy. Yeah.

Speaker 2:          01:28:27       He's missing a foot. So he's. He's walking around out Taylor gorilla. But everybody else. I was like, when I'm talking to them, they're like living in make believe world. Here's another one. Walking around. Look at him. Wow. That is weird man. Those are big ass bears. Big Ass bear Hillen. On two feet, I mean they look like fucking people, man. I think that is a big reason why they're feeding them. That is so crazy. Where is that? That doesn't seem like America. South Korea is South Korea. Wow. Oh the. So that's one of those wildlife parks where the animals are all. And you're in a car. Yeah, that's like fake wildlife. I mean wildlife, but not really wild. Have you ever see that video where the lady was in China and they were in one of those parks and she got in a fight with her boyfriend.

Speaker 2:          01:29:16       So she got out of the car and she got killed by a tiger. No, she actually, she didn't get killed. Her mom got killed. She's more fucked up because her mom came out to rescue her. She got snatched by the tiger and then her mom watch this shit. This is crazy. On another video of it, she's like, fuck you. I'm fucking walk in. And they're like, hey listen, bitch, get back in the fucking car. There's tigers out here. And she's like, no, no, no, fuck you and fuck him and fuck you. And the tiger. Just grabs her, snatches her out. So the guy runs out and then the mom runs out and apparently the mom got killed. Two. Here comes the mom. That lady wound up dying. Wow. Yeah. And there was a park ranger like shit. Yeah. When you get snatched up by a 600 pound cat, she about that fucking dude in Colorado today.

Speaker 2:          01:30:00       He killed a mountain lion with his bare hands. He smothered to death, jacked him while he was jogging. He was running on the trails. The mountain lion grabbed him from behind. You getting a struggle with is 80 pound cat and wound up suffocating it. I guess fucking bad ass jog or just I want to know the fuck bar is net. Fuck you. Fuck. It would have to be like Derrick Lewis or someone you know like. So I can't picture anyone else being able to do that. Maybe is a Jujitsu guy. We see him. I've seen him when my kids were really young in Calabasas where I live, I saw one like just pacing back and forth and my back fence. Jesus, they're out here man. They're out here. And then we see coyotes and deer all the time. But mountain lions, that's next level. Scary. Yeah.

Speaker 2:          01:30:48       A friend of mine just sent me a message this morning when I was. When I posted that thing on instagram about that guy that killed it and he said he was running on this fire road and he realized he like, felt weird and looked over and 20 feet away from him was a big cat right above him on this Ridge, 20 feet. So that's basically us to that wall. Big Cat just look at and he said he waved his arms to look bigger and think just walked away like a. I carry a knife when I run, I carry a fucking half phase blades has got to like a loop. You could stick your thumb into it so it stays in your hand and people are like, why are you running with a knife? What the fuck he doing? Like you don't need it until you do. And when you do you want to have it. Didn't someone get attacked by a coyote and hidden hills? Like running to the story about that. But I mean, I ran in my neighborhood before and it to coyotes ran right past me and they usually don't mess with like humans, you know. Well we had a problem with them killing chickens because chickens in my yard, I've lost a bunch of chickens to. Coyotes were. They were, they were on top of the chicken

Speaker 4:          01:32:00       coop, poem tiles off of it. They're creepy little fuckers man, but they're little, you know, these are like 35, 45 pounds. They're not very big, but they're creepy and some about their little wolves and they're looking at you and they're trying to figure out a way like what can they eat, what can't the. They're out there scraping, scraping and grinding. They're sneaky. Like

Speaker 3:          01:32:19       sure. Like I saw one of my friends, a dear friend of mine, lost both of his dogs to coyotes and he had, I think he had like surveillance of it and one is in the yard and he's playing dead. And then his dogs approach what they think is dead. And then basically like his home, he comes out of nowhere and attacks and a both. And the one that's playing dead attacks and both of his dogs were a rap. How big dogs? Small. I mean there were smaller dogs, but now he has like big German shepherds and he's, you know, he's kind of like got bigger dogs now. But it was really sad, man. It is a very tactical, like very, very crazy.

Speaker 4:          01:32:58       Yeah. They, they figure out some way to work and cooperate together without communicating. It's very interesting. Like if it wasn't so sad that they're killing someone's pat, it's, it's really kind of fascinating that they're so smart that they would play dead. There was a guy that used to work at this pet store that I go to and he also worked in a veterinary center, a medical place, and a pit bull came in. Big One of those big Jack pitbulls just covered and cuts, cuts all over its body. And uh, the owner was, they asked the owner like, what the fuck happened? He goes, I don't know. He goes, I came home and he's covered in cots. I really have no idea what happened to them. So they stitched the dog up like hundreds of stitches all over the dog's body. Then he takes a walk outside of his house and he follows his dog's blood and he goes up into the hills near his house and he finds nine dead coyotes.

Speaker 4:          01:33:50       Wow. That pit pole was apparently tear and he said it looked like Vietnam. It looked like a fucking like saving private Ryan just ripped apart coyotes. Nine of them. This motherfucker just went mall and they must have been so bummed out to like this dog. Yeah, there's nine of us. We're good. We're good. We got this guy here and then you see this fucking fire hydrant head. Just that doesn't feel pain. They've engineered those things. Like there's some pit bulls. This pit bull. If you go on Instagram, I think it's. I am the hulk. That's the name of the. It's a 200 pound pit bull. Like they've gotten them to 200 pounds. Now. It's the most preposterous thing you've ever seen your life it looks like. Like, like Brock Lesnar, if it was a pit bull, it's like it doesn't even make any sense. You look at it like a pit bull used to be like a 35 pound dog. These to be small. Look at that thing. Yeah. Are. Imagine if a coyote saw that. Fuck. Yeah, those bull Max. This is fucking scary too. Oh

Speaker 2:          01:34:59       yeah. I had a master if he passed away recently. I was 13 years old. We had to put him down and it was really sad. He was. He was a great dog. Mastiffs are so sweet. Like look at the size of that fucking dog, man. Fuck. Just go to just crazy 200 pound pit bull. It's just so crazy that they make them that big now. Like 100 pound pit bull used to be a bit. I had a 90 pound one. It was a big dog and it was like wow, that's a big pit bull. And like as a big pit bull, this dogs 110 pounds bigger. Maybe it doesn't even make any sense.

Speaker 2:          01:35:40       So fucking tank. Yeah, but that. That's one of my favorite coyote death, death stories. This guy going up into the hills and find all these dead coyote just laying in a pile. They try to ambush them. When they would do, they try to get one to come out and try to get chased and then the one would run and then the other ones would jump it. There's like a gang straight up. That's crazy that they think like that though. The fact that they have actually have strategies, they're savages, you know? Well that's the downside of living in the suburbs, you know, the upside is you get a nice yard and he'd get a little view and yeah. I love getting away from the city or like, you know, it's like studio or just chaos, whatever. Just going home and being home. Yeah, me too. Nice.

Speaker 2:          01:36:25       Do you ever keep, do you keep a place up in big bear anywhere? I don't go up there. I don't really like traveling really? Nah, after my accident I fucking hate traveling. Like I'll go on tour but I won't even look at an itinerary before I go on tour. I just Kinda like just tell me where to go. I'll be up. I'll be where I need to be, but yeah, like I don't want to and I don't fly, you know, I haven't flown since my accident. So. Wow. So all your touring you do is by bus, by bus and then I'll take the Queen Mary two to Europe. But do you take a boat to Europe? Yeah. Manager of your boat. Sunk. Know on a fucking float, Raf going mother fucker. Yeah, trust me. But you know what? I'd rather be on the fucking raft then fucking plummeting into the ocean at 100 miles per hour or whatever.

Speaker 2:          01:37:12       Yeah. I feel you. I'm to like take Guna for like quick getaways, like you know, just chill out with the family. So if you guys have a Gig in New York City, you have to start your journey five days early. Yeah. Wow. But it's cool. The kids and I get to see a lot of stuff we don't normally see. Yeah. But I got to really think about it like, like that fucking fire festival if they had booked us on and I was like, I'm so glad because I would have had to drive five or six days, you know, to uh, Florida to Fort Lauderdale, then get in a boat and then get over to the bomb as. So thank God man. Because I was, I was literally on my way there. Wow. So when you do that, do you actually drive yourself or do you have someone drive? You know, I'd be white knuckling driving the tour bus if you driven a fucking scary man while you driving like this.

Speaker 2:          01:38:01       I've done it like wow. Like when I was 19 or 20, when I was on a tour, the driver let me drive and it was the scariest fucking thing. I was like, take the fucking wheel man. This is so like a white knuckling, like just being in control, being responsible over that big of a bus. And all of my homeys are all your friends are sleeping in it. Oh. So it's like, oh gosh man, I give it bus drivers or that's a hard fucking job and a drive for, you know, I think we usually do eight to 10 hour days a day bus. It's a long time. It is a long time. So it's quite a drive. But in, you know, they have to stay awake and maintain their focus and I don't know about you but when I see those white lines to something about that, it's not good for me.

Speaker 2:          01:38:46       I start non. Yeah. It's like hypnotizing. It is hypnotized. You can do like two or three hours and I'm cool. I don't exactly know. San Diego is about as far as I want to drive. Yeah. They're built different and I know fuck, you know, they say it's way more dangerous to be on the road in a bus or on a car than being in a plane. But um, I don't know, one day I always say like, my kids want to fly one day, maybe I'll be down. But the thought of me leaving to go play some show or do something cool and something happening while they're at home like fucks me up. So I don't really do it. I know what you mean. I can only imagine. I mean, I don't think anybody's ever going to be able to understand what you've gone through with that kind of an ordeal.

Speaker 2:          01:39:29       That plane crash where your friends died and the pilots are dead and you managed to get out alive but almost lost your foot and burned half your body plus. Yeah. No fuck man. It's crippling. But I try not to let it be too much of a handicap for traveling, but seemed like you seem like you got to work around. You figured it out. Yeah. But Australia can go fuck itself. Oh, I wish I could go. I said I love Australia. I love Japan. I love Japan. Do you guys go there for UFC fights? Yeah. Have been fucking love it. They did the UFC in Tokyo once. It was great. I honestly wanted to move there. Really? Yeah. I loved it so much. David Lee Roth moved there for a while. Yeah, he, he moved there to take sword fighting classes. Fuck yeah. Moved down with his dog, got an apartment.

Speaker 2:          01:40:14       He is the. Have you ever talked to him? Now? He is one of the trippiest fucking God. I just got a message really recently that he wanted to talk to me and so they gave me a phone number for him. I sent him a text message and never heard back. So like I might have to call them like, I don't know, I don't want to miss it out. So if Dave, if you're listening. I tried twice but he said he wanted to get ahold of me for something and they gave him a number. They gave me a number to get ahold of him, but he's one of the more interesting people I've ever talked to in my life. Worked as an emt for a while when he, he'd just gotten out of Van Halen. Really? Yes, like an actual emt, like helping people like in New York and people be like, what are you fucking David Lee Roth?

Speaker 2:          01:40:52       And be like, Hey, we're getting in the ambulance, like tv, keep it together. They like strapped to a Gurney when there had accidents and shit and fucking date. You imagine you get in a car accident and fucking David Lee Roth is going to help you. You're like, what? What am I? I'm asked to be dead. This isn't real life magic. Fucking David Lee Roth. So that's fine. But that's legendary. I love that. I love. He's a trip. Yeah, that'd be a great interview. Move to Japan with his dog. Just just hung out. There I go. What are you doing? He's like taking Kendo lessons. It's taking sword fighting lessons from a Japanese master. Whoa. So everyday be take, taking fucking Kendo sick. He's uh, he's the real deal, man. He's a real deal. Like a real eccentric but a really friendly, really interesting guy. Yeah. Well that's awesome. Yeah.

Speaker 2:          01:41:43       I love when someone is like that, you know, like your friend that hasn't taught for 22 years. I love shit like that. You don't hear about that? No. Or someone that'll stopping and van Halen to go fuck with sorts. Aliens. Yeah. It goes, fucks with all. Do to think they're really bringing him to the Pentagon and shit like that. I don't know because he said that like, I have no clue and I had watched a little bit of your podcast where you were like, you sent me a text message, can you, you know, but I feel like he's made himself readily available to do that shit. You know, like, I don't know. It's a, it's I, I sit and scratch my head and go. I don't know. I don't know either. I just fucking. He's such a talented talented due to manny's like such a good songwriter.

Speaker 2:          01:42:35       Yeah. He. Well, he certainly is certainly a very talented guy. It's just so interesting that that's his main point of focus. Yeah. I would think that if, if aliens were real, trump would've told us. I really do believe that. Yeah. That guy is, he's such a fucking loose cannon. He became the president. Like maybe they hid it from him or his fucking chaotic is shit is right now. It was some, I don't know, something would slip. You know, I, yeah. I would think that if they told him, if they brought him a dose of two things, I would want to know who killed JFK. Those are two things I'd want to know if I became the president and our aliens. Real. What do you got? Motherfucker? What are you going? I go to the top generals. I bet. Look, I'm going to defer to you guys.

Speaker 2:          01:43:14       I'm not a military expert. Okay. I mean, I don't want war, but uh, I want you guys to have support. I got full respect. Tell me about the elite. What do you got? What's it trump orders? Establishment of space for. He did that. That's right. The space fourth, but that's because there's actually a military strategy because they're concerned that as technology improves, Russians are going to be in space and we're going to be in space or war. Fight off the aliens. Right? Like will Smith Type Shit? Yeah. Look at him. Yeah. Mike pence is behind them going. Jesus was going to say almost.

Speaker 2:          01:43:51       Yeah. I don't know man. But if I became president and I never will, but if I did, those are the two things that I'd want to know who killed jfk and where the fucking aliens. Do you think they know? Do you think they know anything more than regular people? Because you've got to feel like they come in every four years. Someone would open their mouth. Somebody knows. Somebody knows he's an alien. He's not going to rat on his friends. Right. If you drive that car, I'll give you the cake. Just take it for a tour or just take it for a spin out of here. I will. That fucking tests will make you believe in aliens. It doesn't even make sense. It does not make sense. I feel like I'm driving a computer when I'm in a tesla. It's like every car other than that seems stupid.

Speaker 2:          01:44:35       So the first one you've had. Yes. You're just completely in love with it. Sold. Sold. I drove one. There was a rental car company that was sponsoring the podcast and it was like a, like uber for rental cars. They would drop off a rental car and they would. Do you remember the name of that company? I don't know if they're around anymore. Anyway, I said, yeah, I want to try a tesla, and I drove it. I was like, this is kind of interesting, but this was years ago, like maybe five years ago. Was that four years ago? Five years ago it wasn't as impressive, but now I got the model s p 100 d, this is what he told me to get. So I said, all right, I'll get it. I drove that thing. The moment I drove it, the very first, the first couple of feet, like what is happening here?

Speaker 2:          01:45:22       Like why is this going so fast? It doesn't make sense. It's effortless. Effortless. Like every other car on the road has to accelerate. It's like, man man, this shit. He just, it's instantaneously going 60 miles an hour. I mean, it just feels like it's, it's happening in like blink, blink, 60. Yeah. And fucking smooth and just. You can't hear anything. I don't hear anything. It handles great. It's quiet, it's shit. It's comfortable. Yeah. I'm fucked because dude, I'm a gear head. I'm like, you, I know you saw that blazer. Yeah. Do. That's dope. Yeah. I tried building like my icon version of a blazer. You know, who built that for you? Uh, his name was del Moe. He was over here in the valley so he did the ls swap and then I had another buddy of mine painted and then I've just kind of like ground up like suspension.

Speaker 2:          01:46:12       But I feel like I should have replaced the chassis and done everything like that if I wanted it to be like a true icon, but it's a bad fucking truck look and truck. There it is. That's so sick. It's so, you know, icons done some blazers. Yeah, I saw when they did afterwards. Oh, so you have, it's a full convertible. No hard top God damn. That looks good dude. Yeah, I put a soft top on it, like a bikini top, but summertime I just take it all off but I have roll a roll cage too. Sick. I love it. I love the lowered ones too, like the slanted ones if so. Nice.

Speaker 2:          01:46:46       That's so nasty, man. Is that the color you have? Like a matte, it's such a cool matt like charcoal, Mercedes Gray. God, that looks good. Yeah, it almost pops wheelies. It's so fucking strong is so much horsepower. Which engine they put in there? An ls three. Oh, okay. What is, how many horsepower is that? I think I'm at like 700. So ridiculous. So ridiculous. But besides that, you know, I had like, I had like 16 old schools. I've actually, so you're really actually fell out of love with them. It's kind of weird or I think I've spent like my time with them and I'm ready to like separate from them and move on and maybe like get other stuff or like, I don't know, I feel like it was a moment in time though. I was like Kinda like Hoodrich in a sense where I'm putting all my money into cars.

Speaker 2:          01:47:29       Like before I ever bought a house I had like four caddies, you know, and I was living in like a two story house, a two bedroom house with a bunch of friends. But um, to that old red one behind you is dope. What is that? I still have that 53 chevy truck. Oh, that looks cool. Icon. Does some of those two. You ever see the master masters? So he's got one for sale right now. I saw it. Yeah. Somebody, uh, had one built and then just never drove it. And he's selling it is nasty dude. I go over there and window shop all that. Have you met him? Johnson were cool. He's very cool. He drove me there. This mass. That one's available right now. Look at that fucking thing. He drove me in one of those and was like hitting corners at 70. Like I fucking, I almost lost my breath.

Speaker 2:          01:48:13       I was like, this motherfucker is crazy, but they really do perform their fucking cars. Even my bronco even though it's so high, so high off the ground, you would think that thing handles like shit and handles really good for, for something like that. Is it like stock how it comes from icon? Like that same height or did you do anything to Istock? Yeah, he just does them all that way. And uh, I was originally going to get an f made from him and I went there and I saw the Bronco and person with that matte silver and I was like, Holy Shit. Did I go scrap the fucking F J we need to get this going. So did you, did you do the whole build out like you how? How long did it take? Well it was on w you're on a waiting list for a long time.

Speaker 2:          01:48:55       And then I think the build took close to a year. It's like close to a year. Patient get me too far. But the key is like have it in the thing, just forget about it because then time goes by. Do you drive it a lot? All the time. I dropped to the comedy store like two or three nights a week, but since I got the Tesla I'm telling you man, it really ruined me. It's ruined me. I'm a gearhead yeah. Like old school. Cause I have a 65 corvette with an ls. [inaudible] supercharged drive that all the time side pipe, silver shape. I love it. But it seems so dumb. It seems so don wants to drive a tesla. Wow. It's effortless, dude. It just goes shit. It's like you're on fast forward. I need to check it out. Everybody else is living in the past.

Speaker 2:          01:49:38       Yeah. Like maybe last year I used to have a, um, the wraith like the Rolls Royce. That's a sick car. Bad car? Yeah. Do you have the ceiling with all the lights? Looks like space. It was so sick. But my buddy, my buddy John said, hey, let's swap cars at wherever we were driving. So I did. And I was, I was, I was really impressed. It was, it fucking, it was really, really fast. Which one did he have? Did he have the 100 day? I imagine it's the one before the one you're talking about because it was a couple of years ago. Those were fast. Yeah. But it was still impressive. You know, those were fast. They're still fast, but this one is fucking stupid. Yeah. It doesn't make sense. It's like you, it's like you're defying what you think a thing can do and it has that big fucking screen where it has all your information. Yeah, yeah. They're dope. He's a. he's definitely a legend man. Elon Musk. He's not as blow torch to like, he's fucking.

Speaker 2:          01:50:34       He lit that fucking thing up in the hallway out here. No. Yeah, I thought I was going to burn the building. I haven't even lit mine. I'm so afraid of my sons. Of course. Animal. I don't want him to know how to turn it on. Yeah. Yeah. He gave it to me. Put the fucking fuel in it and everything. I was learning. All right, thanks. Crazy. Like comes bearing gifts. How many people give you a blowgun blow torch? Torch con. Which called. It's not a blow torch, right? No. What does he call it? It's not a. it's not a bullet or not a blow torch. Is that what it's called? That believe so. Yeah. Yeah. Whatever it is, there's a crazy picture online that we put up of him shooting that fucking thing out in the hallway and you're like, you can't tell them no. You know, like no one tells them no, he's got security around them and all these fucking, all these mercenaries with guns. No one saying, hey, he rose hard, dude, he's the Elon Musk. It's worth billions. However, where it goes. I mean he's. He's got to have security everywhere. Guys come before him and case everything out. Yeah, look at him.

Speaker 2:          01:51:38       What did I conic photo with the Freak party sign above his head. It's almost like we planned it and Steven Tyler, that Steven Tyler's mugshot and the background crazy man he takes from your guys' interview to where he's just like fucking stone. Be Honest. So great. I don't think he got stoned. I don't think he really inhaled. He took like a tiny puff. I think he puffed it like a cigar smokes. We didn't inhale. He drinks. We drank. That's what was interesting about that. The blowback or the backlash is that we drank for two hours before we even busted out the weed, but the weed was like, what are they doing? God takes one hit of weed. What are they doing? And then it went crazy and stock plummeted six percent, but it went back up to nine percent smoke before you drink. Right. I think you get really fucked up if you don't smoke a lot and you smoke after you've been drinking. Really? It's a wrap. Yeah. Oh yeah. I don't know. He never seen it. I don't think it affected him. He was like, well, he's so. His brain is wired so different.

Speaker 4:          01:52:46       You know what his brain is like. It's like you ever see like, okay, no disrespect to Pete Holmes, but you know Pete Holmes, the comedian, like look at his body and then look at Usain bolt's. That's how I feel like, like the way if they had a race, that's how I feel like with my brain in the room with Elan's brain, I was like, well, these are barely the same thing. Keep up man. Like you. You've had some crazy guests that are talking about atoms and fucking the universe and whatever else, and you're always like, you. You keep up with everybody. It's an illusion to memorize things. Yeah. I don't know what the fuck I'm talking about. They know. They understand the actual concepts. You know? I might be able to repeat things that I've learned in red, but I don't know what the fuck I'm really talking about.

Speaker 4:          01:53:28       They know what the fuck they're like, you know what I'm saying? It's like if someone never did Jujitsu before and they want to talk about choking someone out a triangle and I hear them say and I'm like, okay, Yay. That's how you do it. That's how you do it. But they don't really know how to do it. You know what I'm saying? But then if you're talking to hoists Gracie, he tells you how to choke someone out with a triangle like this. Motherfucker did it. He knows how to do it. He does it all the time. It's a different conversation, you know? So that's the difference. Like me, I'm like a spectator talking to these geniuses, but I just trying to pull information out of them. I'm just trying to get them to talk, you know, I just try to know a little bit about what they're talking about.

