Speaker 1:          00:00:03       Three, two, one
Speaker 2:          01:26:10       This. It's really such a shame because this is such a fantastic fight. I mean, there's so much drama involved already. Just having John Jones returning, having Alexander Gustafson looking absolutely sensational in his last fight with glover to sharer all the trash talk and hype and intensity in the fact that this is really other than DC versus John. This is the fight that people want to see in the light heavyweight division. And look, nobody is saying, and I'm certainly not saying that John didn't do anything wrong, he obviously did. John has two times now tested positive for prohibited substance says. However, in both occasions, arbitrators have determine that it was not done intentionally. So anyone who says it all, John's getting off light on this, he's been suspended for almost two and a half years, for lack with a lack of evidence of any intentional use are cheating. You know how much money he's probably lost in those two and a half years?

Speaker 2:          01:27:09       How many tens of millions of dollars doesn't reputation anybody who says that he got off Scot free on this. I would argue the otherwise he was felled to the strictest of liability standards out there. Some of the top of their game money earning potential like him. This is also an incredible amount of stress and, and absolutely it's on him. He feels and he hears what people are saying about them and that's, that's got to be very difficult also again coming off of this massive suspension. So he's coming off of the suspension, which was huge bay, very public, very worldwide, right after the cocaine, the car accident, the, the previous, the, the Dick Pills that had the, the stuff. And I mean this is so many things. And then to have this happen literally the week of and have the fight moved to California. I mean, and I get the skepticism that's out there again, without delving into this, I've spent hours and hours and these experts have spent their careers looking into that.

Speaker 2:          01:28:04       That's really what's required to get a comprehension and understanding of it. Um, another thing, another argument, John's being treated specially because he's John, but we had another athlete that this somewhat identical thing happened too, but nowhere near at the level of John. So a kid by the name of grant Dawson. So Grant Dawson last summer was in the date and white contender series had an awesome fight. Dana's like you got a contract kid, uh, we get them into the Usada program there. Would you solder quote program requires you to disclose everything you've used going back 12 months or one year. The idea being, look, even though you weren't under the program, if you used, you know, oral Terenna ball eight or nine months ago, there could still be an advantage that you beginning, you know, we're not going to necessarily suspend you because you weren't subject to the program then, but we're not going to let you fight or right away you can have to be in the program for a certain amount of time testing clean.

Speaker 2:          01:29:02       So he didn't, he didn't disclose it. He was using anything. His first test, he tests positive for m three metabolite low levels. He goes to arbitration, argues, testifies under oath. I've never heard of this substance. I've never taken it. I would never cheat. Here are all the Suttons I was using. I can't find it. The arbitrator, heres the hearing you saw to goes to them and says, hold on a second, we're looking into this matter. Talking to baseball, whatever you saw it, it comes out that hey, we can't prove that this didn't enter his substance a year before that disclosure required him to disclose what he was using. So he was basically led off and an eligible, so John's not the only person in the UFC that this has happened to, not, not withstanding other professional sports leagues, other Olympics, it's happened to other athletes. He's not the only one.

Speaker 3:          01:29:56       So I think what's important for people, I get the skepticism, but I think it's very important that people don't accuse someone of something that they didn't do. And I want you, if you're listening to this, I want you to imagine if you're John Jones and you trying to get your shit together and you didn't do anything new, he didn't do anything different. We've got to have a path of redemption for people. You got, you have to, and if John, as you're saying, and all these tests conclude, if he didn't do anything, folks, you got to stop saying he's cheating. You get you got, he's not cheating if he's not cheating. And if it's showing that these are these longterm residual metabolites that are an incredibly small dosage, it's, there's a real cheaters out there and John's fucked up. He has fucked up and you were all right to be upset at him when he fucked up.

Speaker 3:          01:30:49       This is not as Lisa's my conclusion after talking to you and, and, and I've, I've talked to some independent scientists that were skeptical about some of the aspects of it, but they're also, they're skeptical because they're not up to date perhaps on the differences in this, this pulsing effect or the fact that this is something that is relatively, there's not a lot of, a lot of documentation on this mean this is, this is something that's relatively new in terms of our ability to understand Pika grams. Our ability to understand this pulsing affect all these different v these variables that you have to take into account when it comes to this. People love to call cheat, they love to and it's good. It's good that the people were out there keeping people honest. But I think you got to, we got to look at this the right way and I think the right way is what you're, the way you're laying it out here. I don't see any holes.

Speaker 2:          01:31:41       So you know, a couple things in the future that people can look forward to. Look, we want, and John was to fight in Nevada again and Nevada has basically said, look, I think we understand this his shoe, but we need to have this hearing. There will be a public hearing on this. My understanding is early quarter one, so look, you know, don't take word for it. Wait until

Speaker 3:          01:32:00       January. I'm sure they'll call some of these experts to testify, introduced some of these documents to the public record longer even than this conversation. Yes. My, that would be my guess. Yeah. Um, so yeah, I mean that's, that's to come, the whole thing is such a disaster for everybody else on the card for Amanda Nunez and Cris Cyborg and for all the people on the undercard. I mean it's just to have them to move all the way to California when I'm happy about though is that the fight is still happening. I'm very happy the fight is still happening. I am, and again, I have to take an objective look about is this fair as it relates to how our policy and what the rules are. And you know, when you have, you know, one of the experts in the world, Dr. Daniel Wagner of this myrtle laboratory issue, an absolute statement like there is no evidence the Dh cmt has been readministered and that based on these low levels, he does not retaining a performance enhancing benefit.

Speaker 3:          01:32:58       How out of fairness and implementing the program do you prevent this fight from happening? You can't do that. It would be categorically unfair. Um, moving forward from here, what changes and what do we do to stop something like this from happening? Well, again, I think the increased volume of testing is going to help. I think being able to specifically direct our athletes to approve line of supplements will help. Um, but you know, hey, we can dawn and I can message the hell out of these things. But you know, it, it, it, it takes the athletes and their camps to listen to what we're saying. So I mean if anything good comes out of this, hopefully it's a warning to those other hours, others out there about hair, how careful you need to be. So to, just to wrap this up so people understand if you, if you want to put a button on this, there's no evidence whatsoever of any microdosing.

Speaker 3:          01:33:51       So this is one of the concerns people were worried about microdosing no evidence whatsoever of microdosing wouldn't be a substance. You were generally microdose you do the endogenous substances, not exotic genus is also no evidence of the short term and medium term. Medium. A medium term. Yup. Metabolites that were recognized by her chank off. Does that any say his name again? I think it is. Why don't I Gregory Gregory. It's not even Gregory [inaudible] that's the only test we have no parent compound ever found as well. These are these the only tests we have that show these longterm short term and medium term metabolites. These, the short term in the medium term ones that would be indicative of him taking it recently don't exist at any point in time during these tests. Correct. So this is most likely something that is inside of his body that is an incredibly small levels. And is it safe to say that the detection levels, that the detection methods are far superior today than they were a year ago, two years ago, three years ago,

Speaker 2:          01:34:58       increase by thousands of percentage points in sensitivity? I mean again, and how recently over the last five years and how recently have they, if they improve from today versus a year ago? Yeah, I believe so. Again, you know, when I heard about the one pika gram detection of the m three metabolite, you know, that was something that happened this year. I'm not aware of that ever being that low of a number in any time in the past. So I think, you know, literally week by week, month by one month as we're going here, that level of sensitivity is increasing and off essentially no possible performance enhancing benefits from these incredibly low levels. That's what the experts are telling me. Look, and again, I'm, I'm not the expert. I don't want to profess that I am, but what, what do I have to go to? I need to go to those experts that have made careers out of studying these substances and the benefits.

Speaker 2:          01:35:51       And they were all universally telling me that there's no performance enhancing benefit, full compliance by Jon Jones in terms of being there for Usada at every single task. Uh, notifying his whereabouts, doing everything by the book. In terms of what the UFC requires and what you saw to require. Yeah, so our program has a three strike policy. So basically, you know, if you miss a test for an unexplained reason three times, then it could be a violation. John's never had one whereabouts strike. He's always been available when you saw it as tried to test them. And again, especially recency. Recently one of the most tested athletes in the UFC. Wasn't there one test in the past where you sought a showed up at the gym and there was some sort of speculation that John was hiding under the ring pre Usada that that was pre Usada before I got here.

Speaker 2:          01:36:38       I've, I've heard about that at all. The details. I don't know whether it's true or not. I think it was a Nevada state athletic commission test. My recollection's. Right. But it wasn't, he sought a test. Okay. So there's no reason in terms of how you're looking at this particular case that this fight should not take place or that John should be sanctioned to any further. There isn't and look, it's, it's the least compelling argument, but I think you know, you have to look at it. You have to look at the common sense approach to this. A guy who went through a year and a half almost suspension to vary, I would categorize as embarrassing public hearings in California along arbitration hearing before Mclaren. All this science is rooted out about how long this stuff stays in your system. Longterm metabolites for months, maybe years you're going to choose to use oral Terenna ball still after going through all of that leading up to a fight. I don't buy that. See, I don't think, I think I agree with what you're saying, but in terms of people fucking up, there are no bounds on human stupidity and in terms of people's ability to do impulsive things that are irrational, that wind up sabotaging their career is almost more of an indication that people are willing to do than not. There's,

Speaker 3:          01:37:56       it's very, it's low, you're less likely. And this is in terms of, especially in particular [inaudible] fighters, fighters are ridiculously impulsive. It's one of the things that categorizes and it's a characteristic of the, the type of human being that gets involved in that line of work in the first place. They're wild motherfuckers. They're crazy. They do crazy shit. And I just, I don't, I don't buy that. That would be new level crazy. And look again, I categorize as a new level, crazy guy, least compelling argument. I agree. At least compelling, but I think we'd be remiss if we didn't at least consider that. Uh, I, okay, I see your point. I don't buy it that, that, that part I don't buy. I buy all the science and I'm a big John Jones Fan. I mean, you can call me a John Jones suck up all day long. I think he's one of the greatest of all time and I think it's not over for him.

Speaker 3:          01:38:42       I think he still could reach, I don't even think he's at his peak. I think he's still got time to be the greatest of all time. If he hasn't already achieved that. But I think that he's also, he's a wild man. You know, it's one of the reasons why he's so great. It's one of the reasons why you opened up the fight with Shogun at 22 years old with a flying knee. And he's a wild motherfucker. That's who he is. And it's one of many reasons besides his talent that he's so God damn good. I know the lows of the lows. He's gone through these last two years. You really can't leave how low those lines. And so again, look, I don't disagree with you that that's not out of the area of consideration, but man, I, I just don't, I don't get anybody. It could be by reckless.

Speaker 3:          01:39:26       I hope you're right. Um, I also worry that fighters often in times, and I'm not accusing John of doing this, but oftentimes surround themselves with morons and these morons give them poor advice. And these morons think that they have ways to skirt systems and get around the rules and they have people that, you know, throw a bunch of fancy words their way and they want to believe. And this happens all the time. This happens all the time with fighters in regards to financial management and advice that they get with that. Uh, I mean I've seen like world class fighters do ridiculous shit in terms of strength and conditioning because some asshole with a good vocabulary talks him into some nonsense. This is just one of the things that happens with fighters and oftentimes they can be around someone who gives him poor advice in terms of what they can and cannot get away with when it comes to supplementation and when it comes to steroid use.

Speaker 3:          01:40:21       Yeah, absolutely. And I see that that all over the place. In John's case, however, to give credit where credit's due, you know, his team after the initial positive with a dick pills was very interactive with me and Donna and you know, checking supplements, Hey, what line should we go to show they, you know, to give them credit. They definitely showed a increase exercise of care when it came to supplementation with John. Well, that's great to hear. And I really hope this is a thing of the past, and I hope this is the last time we ever have to talk about John in this term and that moving forward, we just talk about in terms of his performances

Speaker 2:          01:40:54       and his, his fights, and you know, what he's already achieved. So any youngest UFC champion of all time, uh, anything else? Yeah, so I was going to bring this up at the beginning, but the golden snitch, that's Presevo, that's Brendan Shop's name. He gave it to you. So taking on a life of its own, and I think, I think you know the last time we talked about Donna asking Alexa, who, let me see, we'll see what Siri says. Hold on a sec. Let's see what Siri says. Well, I've never tried this. Hold on a second. Who is the Golden Snitch? He's some inflammation. Wow. Oh yeah. Quite niche. It's something in Harry Potter, which I did last time on. And I mentioned it was in, I think, my wikipedia profile. It had me as Aka the golden snitch. Hey Siri, who is the golden snitch?

Speaker 2:          01:41:54       Wow. Siri. Siri keeps going with quad itch. So someone took it down from yeah, yeah, yeah. I do that. Well I think we talked about, you're like, Eh, I dunno. They just did it. Um, so I think I told you about us backup already. Coworkers call me. Yes. My family calls me. They call you. The goldens friends called me. I was at the MMA awards last year and some Yahoo had a few pops back in me is screaming in between presentations, the golden snitches. I'm slinking down in my chair, my girlfriend and I, we got damn the golden stitch. It's backup already popped up. Beautiful. Just fucking when they do that, just put your hands up in the air shake q one. So you know, definitely should make a shirt during shows. All sit pretty close to the cage. Go out in between a fight into the bathroom and it's not Joe Rogan level half the damn arena standing up.

Speaker 2:          01:42:47       Excited to see you walking in and out of the fight or walk. But two or three people in that walk when I go backstage to check on each side of the golden snitch. And so give them wreck. You know Steve Reed, you know, so you've read our bald security, that bad ass looking guy on stage. He'll come back stage just mate, they're calling me the snitch out there, man. I think I'm you. That poor God pays for it. Um, we were in a scary guy, dude. He's a great dude. That guy is at the top of his game. Insecurity. Just background is unbelievable. I saw him one time in Las Vegas during a fight. He was sitting on the floor. Something's happened in the fight. The crowd goes fucking bananas and everybody stands up on the floor. Steve stands up and just motions sit down and the entire fucking section sat down.

Speaker 2:          01:43:35       200 plus people. I'm like, dude, if you can, without even having to touch somebody, just stand up by your presence alone and control something like that. I mean, the best I've ever seen, he's legit as it gets. So are you going to do anything to market this? Well, that's getting to my story. It's not marketing, but let me finish the story here. So I'm in Chicago this year. I think there was a paper review. You were there, right? Yes. So something happened and I was late getting to the arena and they had cut off kind of the loading dock. I couldn't get to it. So I had my oldest daughter with me. And so we're having to walk through where all the crowds walking in and you know, dudes, all of Golden Snitch, hey, can we get a picture golden snitch? My daughter's like, what the fuck is going on?

Speaker 2:          01:44:18       How old is your daughter? So she's 22 so two days ago, Christmas morning, I'm opening up presence. So I get the presidents from my daughters, the three of them, and my middle daughter's very artistic. And so they create these cool sculpted beer mugs and there's four of them. One of them's like Bald Guy Brewing Novitsky something and one of them says golden snitch brewing company. So it's cool looking thing. And she, she drew me a black and white kind of rendition of all four, which I'm gonna hang up really cool. So then my girlfriend's there. So she hands me the box and she's been telling me all along, she goes, I got you the best fucking present ever in the history of presence. I'm like, the hell is this? So I open up the box. Oh my gosh, she's got this series of tee shirts and I think, what size are you? Large. Large. There we go. Nancy, you, since you created it, you literally and figuratively have to wear it. Now this is outrageous. So that picture, there's some,

Speaker 4:          01:45:22       oh,

Speaker 2:          01:45:25       say who you go baby ladies and gentlemen, circle close. Look at that. So I posted a boot on this or something. Man That's pretty sure can came from Moscow. I think I can say this. Hopefully they'll let me back in, but it's out in front of KGB or FSP headquarters to that building in the background is kgb. F has now known as FSB. Oh Wow. So yeah. So I posted a picture of, she got me like 20 shirts. I put them on, not private instagram, facebook, everybody in the world's like, take my money man. Where can I get one wearing wearing the weigh ins tomorrow. Alright, you guys created it. You've got to own it now. I got one for shop too that you can feel that on the shops mad at you. Is He? Yeah, he's, he called you the golden wrap now I'll change. I thought maybe you got him in here. He's informed. Misinformed. He thinks first of all that you were an employee of you saw it. Oh, there you go. And that now you're an employee of the UFC. Uh, he's misinformed about that and I think he, he likes to call skeptical. He skeptical hippo. I am skeptical as well, but I, one thing that I've learned from doing this podcast over the years is that there's no fucking way there's, it's an, it's impossible to know everything. It is impossible

Speaker 3:          01:46:51       and you have to rely on the expertise of the people who have spent a lifetime studying these things. It's very important. Here's another thing. There's no way these people could be lying about this and it wouldn't

Speaker 2:          01:47:05       massively damaged their career going forward. It'd be done. Someone would find out, someone would get to them, the other scientists without them. There would be studies done, there would be papers done, the Internet would find out about it. Everybody would know. There's no way it's, it's pretty unprecedented in writing with the lack of these studies. They were Chenko one being the my sanding even right. How'd he say it? The check. Yeah. It's pretty unprecedented that they would put these absolutes in writing. Um, you know, with his law, you know, I think they looked at it very hard and detailed and obviously they weren't quick and turning it around. And we would have loved this decision to be made a lot earlier so we could have rooted and vetted it out with Nevada. But they did indeed sign their names to these pretty absolute statements and what, what else can the UFC and I do, um, when these experts are putting those absolutes out there and I get the people go, oh, whoops, could you actually do,

Speaker 3:          01:47:59       you got to understand folks, this would be career suicide. This is, this is the, this is cutting edge science we're talking about. There's too many people that would have a vested interest in calling bullshit. It's, it's not something they don't fuck around when it comes to these things that people that are at the, the front of the line, when it comes to catching people on these things and the science that they're important, they're, they're, they're, they're involved with. It's, this is not, you get, you can't like gas on the outside with no education. It's just not wise. And this is what I keep seeing over and over again is people that have some knowledge, a little bit of knowledge, and they're, they're pretending that they are, they have a phd in this shit

Speaker 2:          01:48:44       go. I mean, for those that want to, you know, do more detective work, go read Mclaren's written decision on John's July, 2018 July, 2018 tests. Go read the rich hank off study on the DH CMT and the metabolites and go read the recent clomiphene. Um, study where it shows is chlorinated substance. It's pulsing, it goes away, comes back higher than before. It goes away, comes back, lower, goes away, comes back higher. Crazy stuff. Okay. Um, we good when, when can someone get one of these? She only made about 15 of them for me, man. You got to sell these. You have to sell these. Maybe do something for, maybe do something for charity or something. Jamie. Dot. Yeah. Someone needs to stop. We can talk, but then it's not exclusive. You want to have the exclusive shirt when nobody else can get on line and not into that man. All right, Jeff. Thank you very much. The clarifying please folks, please have an open mind. Please. I know you want to call it bullshit. There's times there's times call bullshit, but there's times

Speaker 3:          01:49:48       to recognize that this is a complicated issue and that we've laid it out as I'm, I'm pretty convinced. Appreciate it Joe. And I'm dumb, so you might be smarter than me. All. Bye everybody. Yeah.
