Speaker 1:          00:00:07       Bikes with them.
Speaker 3:          01:05:17       English history majors. And I said like, basically this is effectively useless and you should, you know, unless you're majoring in a hard science, you should think about going elsewhere. Like, well, your whole book is about Western civilized philosophy look, right? We don't learn any of that crap. Go to college anymore. Well, that's the reason I wrote the book is because none of these people learn any of this stuff. Nobody's ever heard of. A client is when you go like when's the last time they taught Aquinas at a, at a major university other than in sort of religious studies classes. They don't even mandate western Civ anymore at these classes nor I mean like the stuff should be imbibed with your mother's milk. I mean they should be, they should be part of just the generalized educational curriculum.

Speaker 2:          01:05:52       If we want to go down in the conspiracy road a little bit. Is that part of it too is that if you really wanted to keep indoctrinating people with lefty ideas and socialist ideas and big government ideas and all of those things in collectivist ideas, we'll give them free college and then just teach them those ideas for four years and then you've really whacked them at the knees before they,

Speaker 3:          01:06:10       I mean I think there is

Speaker 2:          01:06:12       there. To me it would make sense. Bernie say go, everyone's getting free college and what are we going to do to you at college? Teach you postmodern.

Speaker 3:          01:06:19       I think. I think it's less conspiratorial than that, but I do think that there are a bunch of people on the left who certainly are not upset about the fact that colleges are dominated by the left and who are very angry every time somebody tries to break that domination. I mean, this is why I get banned from colleges speaking about stuff like this. So it's, you know, again, it's, it's a pretty hardy policy. How do you,

Speaker 2:          01:06:36       how do you take the ideas between Jerusalem and Athens and how do you then just beat the easy ideas of the day? Because that's, to me, that is where we're at. So now we're just at a place, a easy answer. Everyone that I disagree with is a racist, bigot. Homophobe I know how to do everything. Everyone before me was evil. All of those things, let's change everything. The current laws in electoral college and everything else. Let's do all of those things because we're so good and everyone else so stupid. Well, how do you actually beat that? I mean, that's what

Speaker 3:          01:07:04       right, trying to do, right? I mean, I think that the first thing to do is to, is to, you know, get people involved in reeducating themselves. And I think you're taking tremendous hunger for that. Obviously. I mean this is a book on Western philosophy and in the first two weeks we sold well over a hundred thousand copies. It's a book on Western philosophy, right? And that is not exactly pop reading. I mean that's not right. It's not happy dappy do kind of stuff. So it's ignored and told people how to clean their room. And so 5 million exactly. It. That's exactly right. That's exactly right. I mean like there's a market for, for hard stuff right now because people are looking for something that means something and we haven't created a much better world with, with the Twitter woke police out there. I don't think that people are feeling happy or secure because of all that.

Speaker 2:          01:07:43       So do you think it's fundamentally a crisis of meaning? That's really what I took away from your book yesterday and I really, I was thinking about it over the weekend. It's like nut. We listen, you know, we fight on Twitter all day long. We all siphon off into our own little places and now between fake news and everything else, it's like nobody really knows in the secular world lit. Yeah. Nobody really knew has this, and this is the sadness of liberalism right now. For me, it's like maybe liberalism didn't give enough through a secular lens and PR and I think maybe you'd argue that's because he got disconnected from, uh, from Jerusalem.

Speaker 3:          01:08:16       Uh, people not bet that we're in a crisis. We're in a crisis of belief. I think they are crisis of reality. Here's what, here's night real argument with sort of the secular version of the enlightenment, the French German version of the enlightenment, which is that by disconnecting the connection to Judeo Christian values, the idea was that we were going to untether ourselves to be able to fly to the stars, but can make our own meaning. And I think people suck in making their own meaning. Frankly. I think that generally when people make their own meaning, they tend to fall into hedonism or nihilism. I think that there are, some people can do it, right? Yeah, for sure. Some people can do it, some people can do it. Some people can live with this. I mean I think that Sam, it seems like a fulfilled guy. Michael Shermer is a fulfilled guy, right?

Speaker 3:          01:08:55       I think there are, there are people who can, who can live with this and make their own meaning, but for the vast majority of people, the answer is absolutely not. You cannot make your own meaning because if you make your own meaning you tend toward either selfishness or meaninglessness. You need to be told that your life has value and that you're in control of your own life and there needs to be rooted, rooted philosophy to support that. And that begins with teaching these very simple stories. I mean I it fundamentally, I think that religious education begins with the stuff that is harder to believe because that's the most simplest to understand. Its hardest to believe in, simplest to understand, right? The stories in genesis are the hardest to believe on their face, but they're also the simplest to understand like you get from the idea of Adam and eve, that you are not the creator of your own meeting, right?

Speaker 3:          01:09:36       That, that the knowledge of good and evil, your knowledge of good and evil is not the same as God's knowledge of good and evil. And that by attempting to create your own meaning, it's a, you're actually egotistically sending against God. That's, that's the message for the Adam and Eve story or the Canine and Cain and Abel story, which is that ceaseless jealousy and a belief in your incapacity to take control of your life that that result in violence and cruelty, right? That's the basic issue of can enable which has god says to Cain, you know, Tim Shell, you can do this. And then kids like, nope, I'm going call my brother. And that's it. And you see that down and it's an aspect of human nature. You teach these very simple stories to people, David versus Goliath, right? All of this can be the big guy right here, right there.

Speaker 3:          01:10:14       There are plenty of great stories that, that embed fundamental values. Cause this is how you teach kids. Everybody teaches kids secular and religious. You teach kids stories. Like when I read in my daughter at night, I'm not reading her from, from Sam's book, she wouldn't understand it, right? Or I'm not going to read her enlightenment now or, or how the mind works by pinker like, Oh, you have to start with certain fundamental values that the fundamental values are generally rooted in story. This is where Jordan is totally correct and those are deeply embedded in the human psyche. And so there's an immediate resonance to a lot of the biblical stories, which is why the Bible has staying in selling power. Uh, and then you use those stories in coordination with reason to expand those stories outward and to develop. Right. But you have to always stay tethered.

Speaker 3:          01:10:55       I mean it's, you can lengthen the chain, but at a certain point the chain breaks and then then you're off and running and then you got a problem that the point that I'm making here is that I think the West has, has undercut its own allegiance to fundamental principle and they thought that this would allow the rise of reason to dominate and what it's instead allowed for is in the worst cases, some really horrible things. And in the best cases, yes, it continuation material prosperity, but also in a crisis of purpose and meaning that's happening to people where they're looking around, okay, okay, I'm a, I'm a ball of meat wandering through the universe, purposeless. I don't have free will. I don't have the capacity to, to control my own life. What am I supposed to do now? So I think basically what you're saying is you think it could work for awhile that Athens alone could work for a certain amount of, as long as it's living off the fumes of the Judaeo Christian ethic.

Speaker 3:          01:11:41       And this is the point that I made to Sam when we debated in San Francisco was I said, Sam, why is it that we hold the same values? Because we do, we have on a fundamental level, we have basically the same value. So why? And he said, well, I've studied this and I've studied this. I've studied eastern philosophy. This is where I get my value. So that's great, but why are ours the same? Right? Because I haven't studied any of those things. So why are those the same? And I don't think it's because I've studied deeply in the Bible in Sam hasn't. I think it's because we both grew up on the fumes of this culture, right? I mean we grew up 10 miles from each other in Los Angeles. That seems to me a better kind of historical explanation of why we believe fundamentally the same things.

Speaker 3:          01:12:12       Then that he studied one philosophy and I studied another philosophy. So do you think we're in the fumes stage now? Yeah, I think the theme is running out. I think that Jerusalem, the Jerusalem fumes, and I think that as the Jerusalem fumes run out, so do the soda, the great hopes that were behind the reason based enlightenment. Meaning that one of the points that I make is that the, the enlightenment makes fundamental assumptions that are unsustainable on the grounds of the enlightenment, meaning the enlightenment argue the secular enlightenment and that non American Anglo Enlightenment makes the argument that basically we are Spinosa this stone where bald meet wandering through the universe. No, we'll have our own no free will. I mean Sam wrote an entire book about there not being free. Well, um, and that we don't have the capacity to choose. And when Sam talks about reason, as I asked him before, like, so according to evolutionary biology reason is just a beneficial firing of the neurons.

Speaker 3:          01:13:02       But you make a moral argument in favor of reason. So my question is on what basis, what if there was a more evolutionarily beneficial firing of the neurons? Say genocide, genocide. This is Hitler's rationale. Effectively just apply Darwinism to the social sphere and we can effectively wipe out everybody who we don't like. And that will better humanity by getting rid of the weaklings and they can move on. I have also correct, Dan has had, Thanos is on board with this by the way. Dennis has an infinity songwriters and you just create more resources anyway. Um, if you met a genie with the first thing you wish for more wishes, but in any case, the, the fundamentals of the enlightenment, which are reason freewill, the capacity to make your own decisions are actually robbed by scientific materials. And if you're a scientific materialist, I don't know how you sustain the bay.

Speaker 3:          01:13:48       Like Sam says he believes in objective truth. I agree with Sam. There's objective truth. It's fascinating. Jordan doesn't believe in objective truth in the same way, right? Jordan believes in a sort of Charles Pierce, Charles Purse, um, pragmatism with regard to truth. That truth is whatever works. And so there's certain things that have been proved to work in those are true, which is attractively useful for evolutionary biology. Sam believes and objective truth. Like there's an truth out there to be discovered. There are things that are true and there are things that are false. I totally agree with him. You believe that, but not for the same. Well, I don't know. Well, as I asked him, I don't know what his reason is. Meaning Sam says that stuff, and I don't mean to rip on somebody, but I mean, I talk about all this in the book and I'm sure he can write a really cogent response cause he has a bright guy.

Speaker 3:          01:14:26       And I really like his stuff. I hate doing this when he's not here. Yeah, no, I know. You know, we should do it when Sam's here so we can discuss it, but it, but the, the fundamental point that I make is if you are going to argue in favor of reason, if you're gonna argue in favor of will, if you're going to argue in favor of all of these things, you need to make some fundamental assumptions that are simply not objective. Truth. W evolutionary biology doesn't speak to objective truth and speaks to what is useful to a species that allows it to survive and thrive. But it doesn't speak to what's true if the species didn't exist with two plus two equals four be true. Sam would say yes. And I would say, why? Because the species doesn't exist to use it. So what, what does that even mean? There's the Judeo Christian ethics and this is where Greek teleology in Judeo Christian ethics made, you know, the Greeks, Aristotle, Plato, they believed there was such a thing as an objective truth. They believed that there was such a thing as a universe that a cosmos that is understandable, they believed in the idea of free will, that you could make a difference in a cosmos

Speaker 2:          01:15:23       leaving in it, you would say is just not enough. Right, right. Just believing in the, in the rational mind is still not enough.

Speaker 3:          01:15:31       Right. And the, and when they do get as a type of belief, right. And I think that they attempt to, they, they attempt to prove back to, you know, the unmoved mover. And that's a good starting point. This is why Aquinas is so reliant on Aristotelian theology at the same thing is true for my monities. They both, uh, like the, the, the greatest, I think, attempt historically to merge the religious philosophy of Judeo Christianity and the, and the Greek philosophy of Aristotle and Plato is simultaneously done in the Islamic world and the Christian world and the Judaic world actually, uh, it's done by Alpha Robbie in the, in the Islamic world and it's done by my monities and the Judaic world. And it's done by, by Aquinas in the, in the Christian world. And it's an attempt to merge. But in the merger you, you sort of lose the tension that's necessary I think because when you completely merge than it, then you end up in the same place as the, as the theocrat, which is okay, so natural law and theology are exactly the same. So let's just follow the theology. My bottom bothering with this reasoning it out thing. There is no reason to do that. I think the tension exists for a reason.

Speaker 2:          01:16:29       So then getting us back. Then how do we get out of this thing, this, this polarization that we seem to be in? Which I do think, I think you got it right here is the tension between these two cities right now. So how do we break this? Because we're all sort of caught in it and I've also been thinking about something that we've talked about a bunch before that we're running out of communal spaces or communal events to have anything left to bring us together. Nobody really watches the nightly news anymore. We're after game of Thrones goes off after this. Yeah. We're basically out of time

Speaker 3:          01:16:59       and, and we're, and we're stuck with it and we're still with cultural events, not actual meaning based event.

Speaker 2:          01:17:04       Right. We don't have a go into the, we don't have a moon landing coming up. You know, we're really running short on,

Speaker 3:          01:17:10       I mean July 4th parade are controversial.

Speaker 2:          01:17:12       Yeah. Now when you upgrade to it, yeah. You're parading genocide or something. I mean it's all nuns. It's, but as this tension ramps up, the fact that we're now have no spaces to let the vents off. That seems to me to be the biggest thing. Yeah,

Speaker 3:          01:17:27       I totally agree. And this is not just, you know, people in the right thing. There's people on the left are recognizing this and Robert Putnam's, a sociologist at Harvard, he writes with the scraper called bowling alone and in it he talks about the, the sort of meme diversity is our strength. And he says, yeah, I used to believe this. Diversity is our strength stuff. And then I looked at the social science and what I found is that as ethnic diversity in a place increases, the only two things that increase our protest marches and television watching. Unless unless there's a common purpose, there's a common purpose, then diversity is your strength. So in other words, if you go to a church and you'll get the church, a bunch of diverse faces, people have different experiences, but they're all there to have a common purpose, worship God and take care of each other.

Speaker 3:          01:18:01       Then diversity is great. All the experiences, you can tell each other about it. You have the same goal. That's all fantastic. He said the same thing about the army. You go to the army and you see an incredibly diverse group of people. I mean, we know, we both know a lot of people who serve in the military and the, the amount of cross racial friendship in the military is amazing, right? For people who just grew up in a secular society and where it's like, yeah, I have my black friend and but that's not true in the military and the military and people legitimately bond across races because they're forced into proximity where they are like sports, nobody cares. Corrected sports is another great example, right? They have the same common goal. Well, so the question becomes for our society, what is our common goal? And it seems like that common goal is receding because some of the fundamental things I think that we are all supposed to agree on, right?

Speaker 3:          01:18:43       The free speech democracy, the use of freewill, the use of responsibility, even things as fundamental as that are dissipating in, in response to people saying, you know what? All this is a lie. The only way to attain power and protection for my group is returned to tribalism, which is intersectionality on the one hand and, and white supremacy on the other. Uh, or we are going to get rid of, of all of this stuff in the name of the collective because the individual no longer matters like the, I talk in the, in the book about this could a fourfold matrix for human happiness that we all exist as human beings on a couple of levels as members of uh, as individuals and then as members of community and we are all these things, right? I mean people will say the communist will say you're just a member of the community basically.

Speaker 3:          01:19:26       And then libertarians will say you're only in individual. And the truth is neither of those things. You are a member of a community and you're an individual and they are simultaneous and inextricable. And so you need to, so the human happiness in individual exists when you have the following, four things in, in a society can exist when you have the following four things, individual, individual purpose. So you get up in the morning, you're on a desert island, what do you do today or you nihilistic. Do you have something to do? What makes, what gives you meaning? Communal purpose meaning what can we all get together to do and what's our goal together as America? Are we here to spread liberty? Are we here to preserve liberty? Are we here to create economic equality? What is our goal as a community and how do we not quash individual purpose in that there has to be a balance, right?

Speaker 3:          01:20:09       Cause if communal purpose is too strong, you quashed the individual and then there's individual capacity. You have to feel like you as a person are in control of your own life, capable of forging forth into the kind of adventure and wilderness which is the American mentality and you have to have a communal capacity, a system that allows me to, as an individual thrive while allowing us as a community to mobilize when need be. If you have these four things, then you can be a happy individual and you can be have a happy society. Now, the way I think this is the best balance in terms of government is that government is weak enough not to attack you as an individual, but is strong enough to mobilize when we really need to mobilize to protect those individual rights and to protect the, the system at large.

Speaker 3:          01:20:47       That's, that's where I think the founders got it. Exactly right. It's why I think that I rely to a very heavy extent on the social fabric as opposed to the government to create a fake social fabric. I think the left relies on the government to create a sense of community. I don't feel a sense of community in government. I don't care about the people in government. I don't think they care about me. Uh, I think that the people who care about me or in my family and my community, I think the broader, the more broadly we share values, the more I care about people in the broader community. Um, but there's a sense on the left that the way that we created social fabric is by having a very powerful government. In 2012 was at the DNC when they flashed on the overhead screen that the government is the only thing that we all, the only the government is the only thing we all share.

Speaker 3:          01:21:25       And I thought to myself, well that's a big budget lash that on this. Yay. I was like 1984 right. It was very, it was, it was really late. I saw it. I was like, I can't believe that this is a thing that's up on the screen. The only thing we all share really like that's, that's where we were all participating together. Cause it seems to me that we all, we all share in a bunch of different things and the fewer things we engage in, the more we're going to need to rebuild that capacity from outside in. I don't like outside in.

Speaker 2:          01:21:47       So what do we do then about the nationwide or navy? It's not even nationwide. It's worldwide now. I mean the things that we're after this last year of being on tour, the same things that we're talking about here all the time within an American context or happening in virtually every western society at some level. So what do we do to rebuild some of those, those common public spaces? Like what? What is it we should be doing?

Speaker 3:          01:22:08       So I think that the help, so there, there are a couple things. One, the government really needs to stop tearing down religious institutions because historically speaking, religious institutions have been the bulwark of of the social networks that most people rely on. And we living in big cities don't tend to rely on it as much, but out in the sticks, people really rely on this stuff

Speaker 2:          01:22:26       push for, for my atheist viewers and my left is shores that may remain or the progressive's. Can you give them one more push on why they should fear that?

Speaker 3:          01:22:34       Okay. You shouldn't fear that because so long as there is not government compulsion from religious people in religious communities towards others, the fact that people are belonging to churches is a wonderful thing. They're supporting each other. They're giving charity do each other. They're there making sure that you don't have to pay for them. They're the ones who are making sure that there is a social fabric people can rely upon. You want less opioid overdoses. You want, you want less people who are unemployed and unemployable. You want less people who are following and falling into deaths of despair. They need a social fabric. You're not creating it and don't pretend y'all are. You're sitting in the city far away from these people and when you rip on their church, when you suggest that their church is the obstacle, you're taking away. The one connection to social fabric that people have.

Speaker 3:          01:23:09       Tim Carney has a new book called alienated America in which he looks at various communities when he finds is that it's not even an economic thing. People on the left and the right populous are like, well, we can fix all this with the economy economics. We just put some tariffs here but put some subsidies here. We grant universal basic income that's going to fill this gap for these people. The question is not lack of benefits, their unemployment benefits, and there's welfare and food stamps. There's plenty of benefits available for a lot of people. That's not the question. The question is where do you find connection with other human beings? And while you can sit in a place where you feel like you have connection, and especially if you're a college graduate, who's watching this show in a big city, you do have an Ersatz social connection.

Speaker 3:          01:23:43       I look at different kinds of their senses and write a different kind of social connection with people you went to college with and people you hang out with that doesn't exist in huge swaths of the country and the for the first place people go to get connection is their church. When those churches disappear, the communities die and then people there are left without even the motivation to move. So that's one thing that then secular. But again, this is not restricted to religious people like me in court saying this there. Robert Putnam is a secular guy. He says, you get rid of the church, you've got a real problem on your hands. There are plenty of sociologists who are looking at the death of churches and saying, what's going to fill this gap?

Speaker 2:          01:24:16       Well, I see it now. I mean, I don't come from that default position necessarily, but I do see it now. I mean, after being with Jordan on this, toward the, when he would talk about the importance of the stories, a religion, I could see people there. There's, it's not a coincidence that people could start thinking about these stories, the messages in these stories. And then suddenly there were thousands of people that I was meeting that were, they stopped doing drugs and they stopped drinking and right amends with their children. Or, I mean, every day I saw this, right?

Speaker 3:          01:24:46       This is it. Right? And this is, I can't be a coincidence. And this is the other element of, of that, that we really need to reinstall Kate. And that is that the smart people don't have all the solutions. But the one thing that you can do is solve your own problems. And this is, this is a mindset thing. So notice that everything that I'm saying has nothing to do with governmental compulsion. It's the opposite. I want the government out of everything because I don't think the compulsion is going to fix any of those. The the biggest thing that needs to change is people need to re embrace the spirit of adventure in their own lives. And this is something that I really believe that this is the thing that makes Jordan most popular, is that this is what Jordan says, life is a struggle. Life is chaotic.

Speaker 3:          01:25:19       Life is difficult. Go and forge forth in spite of those things. And this is what makes you a man, right? This is what makes you, uh, a woman. This is what makes you a person worthy of having freedom. I think that's true. I think it's fundamentally a religious message in nature and it's certainly an inspirational one. And we have a society where basically said to people, no, you know what? You've got a problem. I can solve it for you. The smart people will solve it for you. We'll solve it through. Ubi will solve it through tariffs, will solve it through, through going after China and Mexico. You never going to have to leave your hometown. It was, I had this conversation with Tucker Carlson and Tucker's really interesting dude, and we were talking about specifically his sort of anti-tech takes. So He's, he's very concerned about self driving trucks, destroying millions of jobs.

Speaker 3:          01:25:59       I'm a little bit more sanguine about that. I don't think it's going to happen overnight. I think that you need drivers behind the wheels. But in any case he was, there's one point during the conversation where Tucker said something to the effect of, yeah, so you're going to say to a bunch of people who are living in the town where their grandparents are buried that they need to pick up and move. And what I'm saying is they should be able to stay there and have jobs. And I said, right, like this is the, you said you, you want them to leave the town where their, where their parents are and where their grandparents died. And I said, right, or biblically speaking, leave the land of your fathers and go to a land that you know, not right. I mean, this is the spirit of the individual forging.

Speaker 3:          01:26:33       Fourth is what made the country fantastic. One statistic that is just utterly astonishing is that in an era where we have this rising underclass of folks who have sort of been left behind, we have less mobility in the United States than any time in modern American history. People are leaving home less often than they didn't. People are saying, well, it's because they're living with their parents. Fine. Why aren't they moving where the jobs are? I mean, this was literally what every one of our parents did, right? I mean, I don't know where your parents grew up. My parents grew up in Chicago and they moved to Boston and they moved to La, Brooklyn. Right, exactly. Like everyone in California's original story was that no one was born in California. Right? Like very like I was born in La. I'm one of the only people I knew who was born in La, right? This is, and that, that sort of movement, this, this hunger to go out there and adventure and take control of your own life. That needs to be reincarnated and that comes, we have to try it against.

Speaker 2:          01:27:23       Did you move him on that at all? Because I know that I'm on Tucker tonight. Yay. I went on all the time and I have these discussions with him and um, uh, did you move him on that?

Speaker 3:          01:27:31       I'm not sure. I,

Speaker 2:          01:27:33       I don't really think so. Right. I mean, this is the fact that you don't care about your feelings. Think what he's saying there. It does feel right. Like if your whole family, if your family lived in a town mining town for 100 years, it doesn't feel right. I mean, this is what I would say about the baker and the, and the gay wedding cake. It's like, it doesn't feel right that you can't get the kid there, but that doesn't mean that the government should fix the problem or can fix it.

Speaker 3:          01:27:55       Right. And this is, and again, I think that there's a mentality shift that's happened. I think it's true of immigration too. I think it has real policy ramifications. This idea that you were born in America, therefore you're owed a bunch of stuff. And I just don't think that that's, frankly, I don't think it's a good perspective. I think on a religious level to not a religious perspective, and my perspective is that you're effectively owed nothing, right? You're old, you're owed the adventure, you're owed the freedom to be able to do what it is that you want to do. And then the reason you need the social fabric is to help the people who can't do it without the the hand up. And it's funny you talk to people who live in religious communities and because they've had the social fabric, they instinctively feel like the government has filled a lot of the social fabric in a lot of big cities.

Speaker 3:          01:28:33       But you talk to people who live in religious communities and everyone has a story that's like this where it's like there was somebody in the community who's struggling. So the rabbi got together a bunch of people and they give them some money and like I knew where the money came from and he went out and he made a plan and he fixed it. And, and that was the way that things got fixed. Now is that going to fill every single gap? No. I mean you do need local government. Sometimes to fill these gaps. Local is better than national because you have more sympathy with people who live close to you and you see the impact of the problem where you live. But the, the idea you need a social fabric,

Speaker 4:          01:29:02       it, it's why I don't consider myself libertarian even though I'm libertarian on social, on government policy. Because I think the mistake that some libertarians make is to suggest that libertarianism applies on a social level to limited government in and of itself is enough to keep everything going. Right. And I don't think that's, I don't think that's correct. I mean I think that rights and duties are two sides of the same coin. And as Washington suggested that, you know, you need a moral people to sustain liberty. So this is a bit of a non sequitur sort of. Well maybe not. Um, so do you think this is why the left is going so bananas with the Jews at the moment that there's some connection there because Jews did get up and when, I mean, when you want me to slugging that conversation, we're talking, I was thinking that's the end of the fiddler on the roof.

Speaker 4:          01:29:47       Right? They don't want to leave when a buy to a Lazar Wolf. They don't want to leave. I'm going to Chicago. You're going wherever. But it's like we have to go now. We have to forge something new. And Jews have kind of been doing that forever. And that is the antithesis of what the left is offering now. So I think there is truth to that and I don't think it's restricted to Jews. I think that you've seen the intersectional hierarchy changed radically based on which minority groups are perceived to be more successful. So what you see is the, is the left suggesting that Asians are no longer minorities in the United States can't get into heart rate. You can't get into Harvard. You're not, you're not truly on the intersectional scale because you're, and now they're doing it with gay folks. Right. Gave Asians everything when they came here.

Speaker 4:          01:30:26       Exactly. The Asians and Indians just get everything. They were just, you know, work in these hard jobs and, and wrote a little hot dog stands at seven 11 it's just because that was, you know why not. Exactly. Exactly. And then you worked hard and you see this as happening on the fringe left already with, with gay folks. Right. So the idea that you saw that article at slate where they did this with boot with Buddha judge, where they were like, well it's intersectional enough cause he grew up white and he grew up privileged and he went to good schools. But also he's gay. So he's a little intersection. He's not like intersectional to suppress [inaudible] rectus accounts as a gay guy. Legitimately. Did he come in as a gay guy? I think was, that was sort of the headline was like he's not fully like, I don't understand.

Speaker 4:          01:31:03       Well he's married to a man. So last I checked. Yeah. I mean like, well first of all, I'm not even sure what they're going for their, except for he doesn't rate high enough on the, in the, uh, oppression scale. Well, the craziest one of those that I ever saw was a couple of years ago, I think it was, it was either out magazine or advocate. I can't remember which one, when they said that Peter Teal is no longer gay because his politics don't line up with gate. So what would really make you gay? The physical part? No, no, that doesn't fact. It doesn't matter. What matters is how we feel. And you're going to have, by the way, they'll come after Camilla Harris on the same grounds. Her, her born parents is Jamaican. One parent is Indian. I mean, that's, that's not traditional. Grew up in the inner city. I mean, her, her dad, I think it was a professor at Stanford or something like they'll, they'll come for, for anybody who doesn't like, we'll, we'll pretend intersectionality applies until it no longer apply. Does that make you very hopeful then? Because I think we're seeing minority groups crack. We're seeing Asians go, whoa, whoa, Whoa, we don't want to be on the reverse side of Jews are finally

Speaker 2:          01:32:00       going, wait, we don't have to vote 80% democrat black people. I mean, just the fact that now reparations is becoming, uh, virtually every Democratic candidates are talking about reparations to me, regardless. I know you have a little bit of a love hate thing with Canada's Owens, but it's like she did. And just like Hannah said, no, no, no, no. I don't need this. Like, but I mean, you guys, you guys go at it and that, that's fine. Uh, I think more, it's like, I just sit here and sometimes she doesn't baby. I was with them. They were a couple of days ago. She likes you. I meant more that you don't, you just don't agree on everything. That's correct. Yeah. Point being, when I see all these Democrats suddenly going, oh, we should have a commission to figure out reparations. It's like, Whoa, they, Candice really must've done something here within the black community because now all they're going is all we got left is cash.

Speaker 3:          01:32:43       Well, I think that they're, you know, I, I hope that that's true. You know, I, I don't know the data bear it out, but I certainly hope that there is that cracking that that is taking place. But the left has a couple of very powerful forces in one of them is as we discussed, the attempt to make it uncomfortable, to have different thoughts or to engage with people who have different thoughts that you are no longer welcome in the circle of the, of the woke. If you have a conversation with somebody on theirs, I mean legitimately have a conversation or watch a video. I mean there was a story that was out of anything was Michigan state two weeks ago where a student at Michigan State College fix reported. This was watching one of my videos on youtube and the roommate made and it made a rights violation complaint to the administration at Michigan State for the student watching my video.

Speaker 3:          01:33:32       And the administration was like, fine, we'll move you. I mean like, yeah, like W it's come to the point where if you mentioned names like people who legitimately don't know anything about you don't know anything about cannabis, don't know anything about me. You don't know anything about Jordan. They'll make claims about people they legitimately cannot back up cause they never engaged with their content. But the very fact that they haven't engaged with the content, is there a credibility on speaking on the content? Because if they ever engaged on the content, then they wouldn't believe all these things but they don't engage and therefore they are good. Lack of engagement is good. Right? It's not that you engaged in, now you're better because you've had a better conversation if you didn't engage or better. So those are the, the in, that's the countervailing intimidation factor that's, that's taking place in that I think is still quite powerful.

Speaker 3:          01:34:10       It's why every single democratic hands in it. I mean it really is incredibly powerful. Every single democratic candidate effectively skipped Apac this year. Yeah. Because Ilhan Omar has impact and because folks on the end, because folks on the hard left hate Israel and, and that has impact and then they all showed up for Al Sharpton who's legitimately one of the worst people in modern American politics, like in modern American history speed or he, he ran a Jessie Smollett a hoax and accused and actual human being of committing a rape against a black girl who was not raped. He accused even Ponas of raping a black girl and then scrawling racial slurs on her body in shit. And he is, it was not, it was all false. Yeah. And he, he was, he called Jews, diamond merchants. He, he suggested white interloper is we're taking over Freddy's fashion Martin there and then somebody wouldn't burn

Speaker 4:          01:34:58       down the place. Like he's the worst guy I'll sharpen. And every Democrat showed up at the national action network because to be welcome means to be in the club like we don't, here's the thing about those of us in the Idw, people think that we have a club. It's not a club, it's just people who like to talk about things and anybody is welcome to the club, which is why you see like these weird videos where people who we've never talked to her had conversations with our suddenly quote unquote members of the IDW. Like we talk with each other and there's like a core group. I think of us who every so often like really every so often go out and get drinks or have dinner. But that's like, that's not a, that's not the same thing as this. You're unwelcome in the club if you don't, if you don't do acts, like that's, that's not a weird thing that if the, if this way, if the Idw, let's say whatever it is at the moment, you're right.

Speaker 4:          01:35:38       It's not a co, we're not walking around with a card. We don't have a clubhouse. But like if this collection, and then of course it's way wider than just us, but if this middle collection, which seemingly, it's pretty small and it's kind of getting smaller because it's, it's just getting tougher to have centrist opinions. Right. And also this thing doesn't hold. Yeah. I mean that's right after and when you can see and you can see out viciously left is trying to carve it apart by, what they'll do is they'll come after me and then they'll ask you for comment or they'll come after Sam and then they'll ask me for comment or they'll come after Jordan and they'll go after it. But that's why I think it's important. I know, you know, people attack me. Oh he's always, he's always shitting on the left. But it's like this is the perfect example of what's going on here on the right.

Speaker 4:          01:36:16       Does anyone on the right relentlessly, viciously and dishonestly attack the Weinstein brothers or, or, or, or Sam even or anyone that's on the left. They don't, I mean they agree to disagree. If you read that really is as simple as that. I mean it's amazing. If you read the comments on the, I take Yang as an example cause it just happened. But if you read the comments on the Sunday special that I did with Yang, there is nothing like, legitimately, I never read the comments, but I was curious. There is nothing but appreciation that Yang would even come on the show. That's the entire thing. It's like, oh look, a cordial conversation between people who disagree. That's so nice. Like how pathetic is it that that is considered like the big win here? There was, there wasn't a single comment about like, Oh Shapiro destroyed gang there cause that wasn't the purpose of it.

Speaker 4:          01:36:53       Everybody got what it was supposed to be. It's a conversation and that's great. Did he move you on anything like a UBI situation? Let me, I'd read this book. I had read his book and I, and I didn't find it utterly convincing on a ubi. I think that as I've said before, when it comes to ubi, if we reached the point of absolute crisis where nothing else like it, let's put it this way, ubi as a negative income tax in lieu of all of the welfare systems we currently have, I would sign onto it in a heartbeat, right? The idea of we get rid of, we get rid of real repeal and replace, right? If your appeal, all the welfare programs and you replace it with a single check that is signed then, but I think the promises of Upr a little bit too big for his Britches.

Speaker 4:          01:37:31       So people are saying, well it'll solve the opioid epidemic or it'll solve the, as I say in the book, I think it's a crisis of meaning not a crisis of money. And so I don't think that's going to solve it. Uh, if the idea is that people are going to be liberated, as Andrew says in his book to go and do art and volunteering and charity, I don't see any evidence of that. The part, I don't write that, that's the part where I was like, um, no, even even if you could get me on the robots are replacing all our regular job. So let's say you could get me on that. And the other part is just that it takes away something about fundamental human nature about what you're talking about before about the individual going out there and getting theirs. Right. You would just end up having this class of people that would be given just enough.

