Speaker 1:          00:00:01       No.
Speaker 3:          01:04:40       Exactly. Exactly. And that's, and that's the, I think the only smart thing, the repair, he said in his presidential campaign in 2012 and you said you wanted to make Washington dc insignificant in your life. I was like, yeah, that sounds great to me. Yeah. Because I said or anything else. Yeah, exactly. I said, I set it up. I say this on college campuses all the time on college campuses. Kids are constantly thinking, oh, there's so many obstacles to what I want to do. And you see in politics now, trump keeps saying there's an obstacle to what you want to do, and I'm the left. Hillary says there's an obstacle and I'll knock down all obstacles. We're all gonna knock down all the obstacles and they erect new obstacles, right? Yeah. And it's in, what I've always said is nobody gives a crap about you. Like no one cares about you.

Speaker 3:          01:05:12       No one sitting around going, Dave Ruben, I got to stop that guy. How do I stop Dave rule? But there's a couple of people there. There are, there are a few people. That's true. But as a, as a general matter, if you weren't even in politics, if you're just a guy, right? Nobody would be sitting around going, how do I stop Dave Rubin for becoming a successful accountant right now? Nobody is doing that. And except that the government does do that actually. And so if we could apply that same sentiment to the government like nobody, it's none. It's nobody's business. What you do with your life, leave me alone. Solve your own problems, right? Those, those few sentences in conjunction would solve a lot of, would solve a lot of problems, right? Solve your own problems. Get the government out of your life. Nobody cares about you except like you and your family and your friends, right?

Speaker 3:          01:05:51       Know nobody's actively plotting against you. I know that we all live in our own little movie and we did. We all live in our movie where they're a great villains and you're the great hero and we're all like this. Every human being is like this, which is why movies are successful, but in reality, how many people in a lifetime actually have active enemies who are acquiring, attempting to thwart their every move? You know how many people just have like the jerk of a boss? He's bothering them. Although oddly in our space now for public people, the idea of the enemies is growing. Oh yes. Yeah. I get it. For the regular person. You know, it would be nice to think that now you say regular, we don't mean like less than we just people, not politics. Exactly. I think people that are probably doing much, much more for the world, but we are but, but the idea that you stake out a position now publicly and you immediately have enemies.

Speaker 3:          01:06:36       I mean I see all the time now things will be written about me that I know were absolutely not true. And they'll call me your far right winger and they'll all of these things, what I've said about this or that and they misquote me or any of this or like partial quote and it's like I could spend the rest of my life fighting this stuff or I can ignore it. And I usually try to ignore it because I got to live somewhere. And again, it's because of these topics have become so intense because there is so much control over how these things go. And also when one, when the government's very small, everyone on the eye, everyone on the inside is a little bit fascist. But I mean by that is everybody wants to be the king, right? It's just you don't want anybody else to be the king.

Speaker 3:          01:07:13       You want to be the king, right? You'll be the good king. You'll be the one person in human history has been an excellent, excellent king who is always generous with power and decent with everybody. You're going to be too narrow, storm, boring. You're just gonna go around breaking chains and everything's going to be spectacular and that, and so as politics, when politics was small, that didn't matter because the best thing you could hope for to be your own, you know, your, your fiefdom was your house, your fiefdom, you're homeless, your kingdom, your fiefdom was your family, right? It was. Those are the people you were, those were your subjects and those were your citizens, right? Those were the people. You took care of a, and now government is so big that you actually have a shot at being king. And when people think they have a shot at being king or at least getting into position a person who is going to be the king for them, then you're an obstacle to their utopia, right?

Speaker 3:          01:07:56       It trump, if trump is utopia and I'm not voting for him, I'm an obstacle to their, you'd hope you have hillary is utopia and she's going to be the great, the great chain breaker and I'm standing in her way, then I'm an obstacle to utopia, right? Everybody either becomes, as I've said before, a tool or an obstacle to utopia. If you think that utopia is realizable on a political level, if you don't think that you're a fool, like one of the things that, one of the things that I've, uh, I think there are certain areas where it just in life you become more mature as you get older a little bit and you see more of this. And one is that when you're, when you're 18 or 19 or 20, your utopian, you think, how do I solve this problem and this problem won't be a problem ever again.

Speaker 3:          01:08:30       And then you read more history and you deal in politics more, and you realize there's never a problem that actually goes away. All the problems come back. And it's just a question of, can you push the ball a little bit this way? Can you push it a little, a little bit this way in favor of human liberty. Can you push? Can you, can you push the looming disaster a little bit further down the road? Right? Is that it? And, and when you do that, you become, you become a problem for people who want utopia. Because Utopia requires a lot of people to be willing to sacrifice their present for a future that doesn't exist. Uh, and that's, that's a scary thing. I think everybody's a little bit Utopian now. And that's, that's everyone's feeling that on both sides, right? Because you could argue that the trump people are feeling it.

Speaker 3:          01:09:04       He's gonna bring all the jobs back to Ohio. All of them are coming back, right? He's going to make sure that we never have a terrorist attack on American soil again, and he's going to do it with his magic wand. Right? And he's going to do it by not trusting the CIA or the FBI, but still we'll get it done somehow. We should pause there for a second because what, what are you making that we were just for one minute. I have no idea what to do. So, so yes, I think Russia hacked the DNC. Uh, do I think that it exposed things that were, you see the evidence, right? Okay. So was legit, right? Yeah. I mean, the Democrats are basically acknowledged that the contents of it were real. They weren't making things up. So I think Russia was behind the hacks. And so I think that shaped the election.

Speaker 3:          01:09:41       Not really. I think Hillary would have lost anyway. And the, I did a piece a few minutes ago about this where I think that there's some evidence to that effect. One is that hillary is unfavorable ratings. In January of this year, before any of the wikileaks stuff happened, her favorable ratings were, I think it was 43% favorable. Uh, sorry, it's 38% favorable, 56% unfavorable. November 4th through seventh. Right before the election, she was at 43% favorable, 56% unfavorable, so she did not move at all. Right. There was no point where she built, she was consistently unpopular all the way across. It wasn't wiki leaks made are unpopular. The big thing that hurt her in the last couple of weeks was the comey thing was the FBI director saying he was reopening the investigation and that had nothing to do with Wiki leaks that had to do with Anthony Weiner's computer. So it wasn't the wikileaks that actually shifted things, right?

Speaker 3:          01:10:26       It was. It was. It was a lot of other things, but it wasn't the wikileaks per se that that said, again, this is a case of shoe on the other foot. If the Russians had hacked the RNC and trump loses by 80,000 votes in three states, right. Are we crying black or, or be up in arms. Oh, right, right, right. Exactly. Would we, and would we be, you know, we have people on the right would be crying bloody murder. It'd be the end of the world. Again, the hypocrisy on both sides is pretty astonishing. I'm the on the left going, although those evil, evil, evil Russians, they're so evil. I hate the Russians. In 2012 Obama was openly saying caught on microphone. I want flexibility. I can give flexibility to Russia if they helped me out in this election cycle, no problem. That's fine. Months of when Romney said they're our biggest geopolitical foe and everyone mocked him.

Speaker 3:          01:11:07       Right. And and also within months of hint of, of Obama backing off the red line in Syria and within two years of him backing off of the Ukraine stuff, right? And so they didn't care about Russia for years ago, but now they care deeply about the threat of Russian on the right. The same people going, Russia's our major geopolitical foe in 20 [inaudible]. I don't see the problem with gluten. Well why? Why can't we be friends with Putin who, how's this? How's this a problem? And say, my goodness. I mean if, if your, if your belief switch that fast, I'm going to go with you really had not a lot of core. So to me because I can't really figure out what the actual truth is. I don't think anyone really knows that. We haven't seen the right out of the question is do you believe the CIA and the FBI or do you believe self motivated people on both sides?

Speaker 3:          01:11:43       Although right now it sounds like the CIA and FBI aren't even in complete agreement on what happened. They both do agree that the, that the Russian sources were behind the attacks, they just don't agree on what the motive was. Right, right. So the FBI says it was to undermine the election integrity and the CIA says that it was to get trump elected. Yeah. Given trump's position stated positions on Putin, which were incredibly warm throughout the campaign, I don't find the CIA's claim implausible, but again, their motives doesn't, don't matter. Bottom line is did they shift the election? There is no evidence they did. So the reason I guess I'm a little more skeptical is that if, let's say we really knew it was true at some, that this was true technic, wouldn't that basically be an act of war at this point? If, if Obama knew right now, if the FBI or CIA came to him that this actually happened, they were in cahoots with trump or whatever it is, you would be an act.

Speaker 3:          01:12:31       I mean either way down sanctions or some sort of military, I mean that would, that would be a true undermining of our democracy at the highest levels. So the fact that we're not talking about that, not that I want to be a war with Russia, I would be completely again against. Right. But the fact that it's not getting to that level shows me that this seems like more of a game or political showmanship then something that's real. It also demonstrates a massive increase in partisanship. And the reason I say that is because go back to 1972 and Richard Nixon is bugging the Watergate Hotel and an attempt to get information about mcgovern. Right. And he's swamps mcgovern. It's pretty clear that he didn't need to bug the hotel in order to get the information. Matt mcgovern to swamp them make up the winds like two states. So, and then he's impeached by row Republicans.

Speaker 3:          01:13:13       Republicans are getting, and he's not technically he retires, but he's about to be impeached by Republicans. Or Republicans are going to impeach him for that. Now you have a foreign power doing what Nixon did write the exact same thing and they bugged the DNC, right? They, that's the, that the allegation and nobody on the right cares and nobody on the right care. It's like, it's, I don't think that has to do with, you know, people aren't taking this seriously. I think that one of the questions is just, all right, how happy are you that they did it and when the question is and, and so I think that there are a lot of people on the right guy. Well, it's good they did it. I don't mind that they did it. I mean, after all hillary had it coming, that's like that. So didn't mcgovern kind of in the sense that the government was awful, but that doesn't really change the activity.

Speaker 3:          01:13:50       Well, isn't the other piece of this that if this all happened, doesn't it show ineptitude at the highest levels of our current government? I mean this, not that Obama in self would be making decisions related to this, but you'd have to fire almost everyone at every security service. And then at the DNC, right, everybody was responsible for the, for the security of the DNC. Yeah. But it has been government agencies apparently there, there's some hacking of government agencies has been going on for a while and the word cyber war with, with China and we have been for a long time. Um, yes. I mean the government, as I've said, socks at virtually everything and the solution seems to be more government from both sides. Now the year of small government is over and the, the, the idea that the government is going to shrink in any margin in any measurable way, I think is, is fallacy.

Speaker 2:          01:14:34       So on the history repeats itself for a long game idea. There is opportunity here, right? Because let it get big so that people will ultimately see that it does not work. And then, and then the era of small government may be can come or do you think is right and get to a tipping point where you just can't come back.

Speaker 3:          01:14:49       Yeah, I mean I, I do think that you get to a tipping point, but it sounded tipping point where you can't come back. It's a tipping point where we actually hit disaster right here, the Greek tipping point where at a certain point you must hit the austerity button because otherwise your country is absolutely bankrupt and then you get riots in the streets. And so the question is how, how ugly are things when reality sets in? Because the reality is you can't keep affording to pay for all of this stuff. Eventually one of two things happens either wise up or you go bankrupt like California's about to do when things get really ugly. So it's, so the question is which one we head toward and the fact that a lot of the gains of sort of the Buckley, Reagan conservative small government era had been put behind us in favor of this bigger government nationalist populism.

Speaker 3:          01:15:28       That's not a good sign that we're moving in in the wising up direction. It's actually a sign that we're moving in the opposite and that word that we're kind of now, okay, fine. The government's peg, we except the government's big. What can the government do for me today? Yeah. Um, and that's, that's a, that's a problem. This is why like people were very intense during the campaign. Conservatives saying, Mike Pence, trump selects him. Isn't that great? They're very enthusiastic about the pens. Peck. And I was like, yeah, Mike Pence seems good. And then you've got my pencil now going around to rallies with Donald Trump is free markets here saying that he's okay with tariffs and saying the free market fails when it's tried and from going every time, every time. And it's like, Whoa, whoa, Whoa, whoa. Hold on. That's very sick coming from trump. Okay. That trump's been saying that stick the whole time.

Speaker 3:          01:16:09       But like pence rally good. At what point until we, as I say, we're not going to see, you know, really where the Republican party lies until the first conflict between trump and the republicans. Like, are there enough republicans who are going to stand up against him? I don't think so either. And I think the trump has building machine outside government in order to take down the ones who do. Right. He's, he, he has Kellyanne Conway building this uh, this apparently this machine, it's going to seek to push his message outside government and maybe primary people who, who don't grant him the leeway. So

Speaker 2:          01:16:40       such a sad state of affairs because it's like we've never needed a strong independent fourth the state more than this. That's right here. That functions properly now and it's exactly what we don't have.

Speaker 3:          01:16:50       Yeah. Well this is a, I've been saying this now for several months and I was thinking during the Obama era too, is that it was clear that the country is ready for a demagogic fashion efficient stick leader. Cause they just want something done. Right. That's the fascist. Like people, the Word Fascism always brings to mind Nazis and Jack boots and all this stuff. But the truth is that most kind of, most dictatorial governments don't start off that way. Most of them start off with, we have a breakdown in the political system. We need somebody to do something right now. Right now there are too many pressing problems. Get somebody in there to fix it right now. And if you look back at history, most dictatorial governments don't start with the ultimately bad dictator. They start with a couple of educators who actually are not quite as bad, right?

Speaker 3:          01:17:29       If you look at it like Germany, 1930, 1932 you're looking at at people who actually aren't that bad, right? You're looking at it bruning and you're looking at it on paper and you're looking at a bunch of people who, uh, who are I hurt people who are like basically not terrible, awful human beings, but the centralize all the power here and then the next person who sweeps in is the bad guy, right? So whether you think that Obama was a bad guy, whether you think trump is the bad guy, once you bring all the power to one place, once you've created the, once you forged the ring of power, then it's only a matter of time before the bad guy gets ahold of the ring of power. Unless you destroy the ring of power. Because you'll have a bunch of people who are seduced by the ring of power.

Speaker 3:          01:18:05       But eventually somebody bad we'll get ahold of eventually he'll bring a power will make its way back to sal Ron. So you may think that trump isn't the guy who's the threat, which is fine. Maybe he isn't. You know, I assume that he isn't because I don't really see that we necessarily is. Maybe you think Obama wasn't the guy. Maybe you think that Obama wasn't the true threat to American democracy and liberalism, but once you've got this much power in one place, somebody will be, somebody will be elected at some point who just says, screw all of the norms. Things have to get done. The trains have to run on time. Right? It's not only

Speaker 2:          01:18:33       that, it may not be the guy you like, it could be someone heard, it could be somebody. Really. That metaphor was pretty good, but can you get that into a star wars thing? Is that possible? Can you get that into some?

Speaker 3:          01:18:42       Well, I mean, there were no real good way to destroy the dark side of the force, right? Yeah. So in, in it's, it's not quite as, it's not quite as good, but everybody is, everybody has to do so well. Like when you're a kid, everybody wants to be darth Vader, right? Yeah. When you're a kid, nobody wants to be Luke skywalker. Everybody wants to be darth Vader, darth vader. As much cooler, you can strangle people, but his mind, right? I mean, like he can relate to it. It's much cooler. There's only one problem, which is that you also have to build this enormous staffs starting below planets. So eventually the powers, right. I'm in. Come on. Alderaan screw those guys. Lauren. Screw those guys. All right, one more for you. Shapiro.

Speaker 2:          01:19:15       Uh, because I get this tweeted at me a lot. People say, Dave, you should run for president in 2020, but on the second part of the ticket, Shapiro

Speaker 3:          01:19:25       number wine, you'd show people that bridges can be built, blah, blah, blah. Would you ever go into politics? I'm not in California. Uh, and, and given the way that our current politics is going, it seems like only celebrities can be elected. So, um, well you'll have that part down. I mean, you have your following. That's, yeah, but it's, you don't have to be, it would have to be a lot larger following than that. Right on that necessarily. It's, uh, it's something that, that I could see doing at some point. Um, yeah, 2020 is a little soon. Uh, it's a, it's a, but yeah, I'm, I'm not averse to the idea of, of running for office at some point, but it depends on whether you can do more good outside of government. You're inside government, especially when you want to destroy the instrument itself. Uh, so is it not just read the entirety of the government to destroy a lot of the power of it? Uh, and

Speaker 2:          01:20:11       so it sorta could never in a way you'd suffer from. Although I know you don't. I'm telling the truth with a little bit with Rand Paul and a lot of stuff. Um, you'd suffer, you'd suffer [inaudible] policy by the way. I agree with a lot of what Ram I'll ask. Right. But, but I know in foreign policy and some other things, but you would suffer from the same thing that he suffered from, which is I'm the out, I'm trying to make this thing smaller. You're even if you're all conservatives, you're still trying to make it bigger for the party. Can't really rally around you cause it, it doesn't really fit the way people think. Yeah. I mean I think that

Speaker 3:          01:20:38       to benefit from backlash politics, you have to have, as you say, there could come a point where government is so big that people are actually willing to hear a message of solve your own problems. Screw the government. These people have, have destroyed lives and power centralizing in one place is not the answer. Um, but you know, people will have to be convinced of that because until then everybody has the everybody on the inside, once that ring, everybody inside, once the, the dark side of the force. And so, uh, my job right now is the same as yours, which is tell people the Truth and hope that they awakened to the fact that your life is in your hands. Um, and if it's not in your hands, then we need to, we need to change the system so that it is in your hands and people aren't taking things away from you or promising you things because the promise is just another way to take something away from you. Sometimes it's your, your actual, uh, your, your actual self control and self esteem. Uh, somebody makes a promise to give you something and they're taking something away from you too. Nothing is, nothing is free. So if you want to be totally self sufficient, then we need an actual place that that allows self sufficiency.

Speaker 2:          01:21:39       Nothing's free. I thought if you, if someone gives you something, it's free. You mean that someone else is paying for that? It's right. It turns out, yeah, I see. I have to do it. It's that inability to understand that may be screwing all of us. Yeah. Guilty liberal. Exactly. Exactly. All right, well it was a pleasure talking to you. It was great. Great to be here. And our, uh, your office is not that far from my new student. Yeah, that's true. So I suspect we'll be doing a lot more of these crossovers. I think we could, you know, 2020. I just, I really, I just could never be president. I could be vice president. Well, it's a, it's a cush job. I mean like, yeah,

Speaker 3:          01:22:10       he just sit there and you go to like a nice house and

Speaker 2:          01:22:13       I've yet to meet Joe Biden. Yeah, I'd be very good at that. I just, I feel like you'd be much better in terms of the big anyway, uh, for more on Ben Shapiro, follow him on twitter at Ben Shapiro. I tried not to send him Nazi memes if you could. Uh, but again, if you do, if you do all frame them, put him on my wall, you know, really just take pleasure in them and enjoy them. Yeah. And I know he won't ban you, so there you go. That's true. All right.
