Speaker 1:          00:00:04       No.
Speaker 2:          01:12:25       It's hard to live one life on this earth, right? Like live in one life is hard. What does Jordan talk about all that life is suffering, man. You got to figure out some way to pilfer some, some pleasure out of it. Being on an adventure that, that gives that is rewarding to you and meaningful and all of those things. I think I've been able to do that. But like imagine trying to live two lives and this is what people who are closeted half to do and, and people, people are closeted for all sorts of reasons. I would say conservatives now are more closeted than gay people in a lot of ways because everywhere I go, I meet people that are just basic decent conservatives who might be prolife are pro gun, who are afraid to tell anybody what their political views are. Now you know what it's like to be in the closet.

Speaker 2:          01:13:02       The closet isn't just, the closet is just, there's just room for one there and it's just you and your thoughts. And that is a lonely place. But it's hard to live life as one person. Now. Imagine trying to live life as to people all the time. It's not fun and, and uh, yeah, it's not good. It's not good. I hope that, I hope that had some value. Um, shout outs to Benjamin, Beverly and Patricia and mugs to fill up and to Thor. Speaking of Thor, you know, I've been on planes like I don't know how many freaking plane rides I've taken, um, in the last year. Um, but I've watched, um, Avengers infinity war like 10 times and I like it better every time. Like it really is just spectacular. I can't wait until the next one. So this is for you. Four and a. All right, where are we?

Speaker 2:          01:13:47       Where are we? Um, uh, we'll be sure to send you monthly via paypal until your new platform comes out. Keep fighting the good fight. Thank you very much. Happy new year, Dave and everyone, how do we solve the whole problem when it starts with the payment processors? It's like we need our own payment processor. Yeah. Again, so we've hit this a couple of times, but maybe there will be a payment processor or maybe there is one out there where maybe I have a phone call with one of them tomorrow, uh, with, with, uh, with the ability to stand up to the mob. Or maybe they'd have some outside the box thinking, uh, solutions to some of these things. So we shall see. Um, let's see. Um, thanks Dave. For so many hours of great content leading me to Peterson Rogan will the Weinstein brothers and so many other interesting people.

Speaker 2:          01:14:30       Thank you for giving us hope for the next generation of freedom to think it's scary raising my children in this generation. Keep fighting. Well, thank you for that. And you know, one of the things that I, when I go to colleges that I talk to students about night, I just spoke at, um, turning point USA did their student action summit, which was great. Peterson spoke there at Greg Gutfeld and, and, uh, Candice Owens, Charlie Kirk, uh, Kyle could Shubie was actually like a Reuben report reunion basically. Um, but one of the things that I always say to these kids, it's like if you think that you're kind of not saying what you think right now, if you think that your silenced and your teachers are teaching nonsense and all these things, if you don't stand up now, do you think it's going to be any better in three years?

Speaker 2:          01:15:10       Do you think it's gonna get any better magically in four years? The people that want to take away your rights, that want to silence you, they have no problem doing it. Now, I'm not saying be as awful as them be a little better than them. It's not that hard. They're pretty awful. Be a little better than them. But if you, what would it be like for your kids if you're 18 right now you're in college, right? You're a freshman in college. You're getting indoctrinated with this leftist craziness, right? And this intersection of lunacy and all of this stuff. It's like, do you think that if you don't fight it when you're young, you're 18 you've got, you know, a chip on your shoulder and you've got energy and enthusiasm and you're ready to take on life. It's like if you don't do it, then you're not going to suddenly be 27 and you're going to be married and have car payments and a mortgage and a dog and a blah, blah, blah, and your back's gonna hurt and a whole bunch of other stuff and be like, and now I'm going to take on the world.

Speaker 2:          01:15:57       Actually, you'll never do it. So, so do it now before it's too late. I would say that to somebody that doesn't agree to me. Um, okay. Uh, all right. You know what? Let's not, let's throw to a wide shot for a second, just so people can see how many mugs I'm surrounded by here. We've got a lot of mugs, people, there's a whole bunch of them on the left side of me too. We've got mugs being signed every which way. So if you guys want to jump in on a Mug, I'm guessing we probably have around 50 left, maybe of the stash. I'm going to have room in my closet again. I can't believe it. Uh, it's Dave ruben.com/donate and uh, and you'll get a, you'll get a mug and we're going to send you a tee shirt. I've got a couple on sidelines down here and I'm giving shout outs to anyone that jumps on $5 and above.

Speaker 2:          01:16:36       So there you go. I'm Dave, I'm a huge fan of yours in Collin. Moriarity uh, your show first introduced me to him. I hope you and Collin can find a way to do more interviews together even though you'll no longer be on patron. I Love Collin. Uh, you know, one of the beauties of this show is that I've, you've watched me in real time become friends with some of my best friends now. You know what I mean? Like, obviously Jordan and I and, and you know, Sam and his wife just came over for dinner the other night and Collin and I become best of friends and people goes in, has become an incredibly close friend and guide, sad and, and a whole. And Eric has become like an older brother to me and I love Brett and the whole crew. It's like these things have happened in real time in front of you.

Speaker 2:          01:17:16       It's really cool. It actually, one of the things that I love doing about this most, it's like not only do I get to learn from these people every week, like I really, I, I sit here and listen. It's why I don't sit and stare at notes and go, I got to ask you this and I gotta get you with that. And that whole thing. It's like if you could sit in a room with somebody and just be a, you can learn and if you can learn, uh, I think it can be a better person. So I'm a, I'm a better person, not a perfect person. Got It. Got Plenty to work on. A shout out to Paul. Thank you, my friend. Um, let's see. I'm excited to see what bubbles up in the near future to fill acilitate the Max effective transfer of complex slash tricky ideas.

Speaker 2:          01:17:55       Each additional platform is a new opportunity to work out the kinks. Yeah, you're, you're actually totally right. You know, one of the interesting things here is, and I said this right at the beginning, it's like Jordan and I are working on this thing. There are a zillion people that work want to work on a zillion different things. There are people that are saying, you got to go crypto right now there are people saying you've got to, you know, that's a two year plan. There are people saying that the payment processors won't be a problem as long as you're sort of decentralized a patriot in my view that they're just going to nip us off slowly. That way nobody knows what the answer to any of this is, but again, this is why. How cool is it that there is a problem like think about this is what's so cool about being a human and being alive in a free society, right?

Speaker 2:          01:18:35       It's like there is a problem. You guys see a problem, you watching this right now you see that there's a problem. I happen to be one guy talking about that problem, but you might be able to solve it and maybe what you do, the amount of people that have reached out to us, it's like, guess what? We do read our emails. Sometimes people reach out to Jordan and he forwards me something. He says, what do you think about this? Or I forward it to Eric and I go, this might seem like something. So we're all trying to figure it out. Doesn't mean that there's a, you know, everyone is like I saw when I announced that I was leaving patron, I saw a couple verified people on Twitter go after me. Like, oh you see, well if you, if you really wanted to fight free speech, you wouldn't just get off Patriot and you'd get off Twitter.

Speaker 2:          01:19:09       You get off Facebook, you get off youtube and it's like, you know what? Everyone can sit there and complain about everything and bitch and Moan about how everyone's not perfect, but sometimes, sometimes some people stand up and do something. I think that's what we're doing here. I really do. All right. Shout outs to Jonas, to Ian, to Amanda. Oh, to Amanda Lee. Amanda Lee, who I just sent you a note. Uh, your brother reached out over the holidays. I'm sorry I didn't get it to you before Christmas. Uh, but you are a student at Ucla and you just completed the El sets. Congratulations. There you go. Um, okay. Uh, Holy Shit. There's a lot going on here. We, the people are super proud of what you're doing. Have you reached out to get Matt Christiansen on the show? He's welcome to come on. I don't know that I've reached out to him specifically.

Speaker 2:          01:19:53       I'd like to do it in studio. He's in like Montana or something. But yeah, if he's watching what Matt, we'll make it happen. Um, support from Australia where the world has also gone bat shit crazy. Hoping to see Jordan Peterson here in February. My government already banned Gavin from entering the country. Uh, we've got about about 10 stops in Australia. They sold out crazily quickly. So then we're supposed to be going after Australia. We go to New Zealand. I actually can't go to New Zealand. Unfortunately. I would love to go to New Zealand. It's like how many chances does someone get to go to New Zealand? But my family, uh, my folks and my, uh, brother and sister and spouses and kids and everything, we do one week of vacation a year together and that happens to be then, so I'm leaving Australia, uh, so I'm missing, I'm, I'll be at all to show is up until the 16th in Sydney.

Speaker 2:          01:20:39       Then I'm going to miss like two or three shows. Jordan goes to New Zealand and then from there, uh, he's then going back to Australia. But it doesn't make sense for me to fly all the way back across the world, uh, to do that. Although I've done some crazy flying things. You know, the craziest thing that I did on the whole tour so far was I left, uh, the UK on a Friday night or on a Friday afternoon to get back to Los Angeles to go to, uh, to my good friend. And former Ruben report gets Bob Saget and his beautiful wife Kelly Rizzo to go to their wedding in Santa Monica. So I got in that morning after like a 10 hour flight from the UK or however long that flight is, a went to the wedding, had a great time, was slow dancing by the way, next to Billy crystal and his wife.

Speaker 2:          01:21:22       And I think our butts Kinda touched. Um, and then, uh, then had the wedding and then immediately the next day flew all the way back to Amsterdam, which was completely bananas, but it was like you gotta you gotta do what you gotta do. A shadow to Maryland, to Aaron, to Robert, to Shawn and to Emilio. Thank you guys. Appreciate it. Dave rubin.com/donate guys, you guys truly are the lifeblood of this show. Look, I don't want to Belabor the point, but I've got several networks that want me to join them. Um, we could do all sorts of things where I start doing live reads and more live ads and all that stuff. I like doing it the way we've done it. And if we can just, if we can, uh, to quote a Blanche Dubois or Blanche Devereaux as the case may be, at least in my world, uh, I've always depended on the kindness of strangers.

Speaker 2:          01:22:07       You know what I mean? Like you guys, if you guys keep funding this thing, we'll keep doing it this exact same way and we'll keep figuring out other ways to, to grow and expand. Oh, and by the way, one of the things that, um, that I'm planning on doing, so, you know, we had this great partnership with learn liberty, which is a classical liberal, a nonprofit. And we worked with them for about two years. They gave us some, some of my favorite episodes. They gave us with, um, Georgetown professor, uh, Randy Barnett, who talked about the foot vote. That was one of the episodes that really changed my views on small government and we, Steve Davies and Deirdre mccloskey and Shawn Hopwood and, and they sponsored our episode with Phil de Franco just because they liked them. They'd never even met the guy, but they, they thought they'd sponsor that episode.

Speaker 2:          01:22:48       So we worked with them for about two years. They wanted to sign on for another year and I just kinda want it to go in another direction. So we actually do have a new nonprofit that I've done some stuff with, but I may as well just tell you, we're going to be doing a little bit more with, uh, with the iron ran institute. Uh, they, I've done some live events with them, obviously. I've had, you're on Brooklyn here who's been, uh, who's a great guy, who's been very influential for me. Um, and we're going to be doing some sponsored shows with them and get them in there because they, because this is a beautiful thing, they actually believe in the ideas of objectivism. So we're going to do a couple of shows where it's objectivism verse and you'll be able to see people sort of tangle and spar over ideas and they're putting their money where their mouth is. So that's actually a pretty cool. All right.

Speaker 5:          01:23:28       MMM.

Speaker 2:          01:23:30       Hey Dave, is there someone who you have come across that thinks like Thomas soul or who, who are or who you think could become the next time? It's all, well, I don't think there'll ever be another time. His soul. Is there anyone? I mean I'm sure there's some people out there. Um, well I would say at some level, although he's probably a little more left than Thomas. I would say Coleman Hughes is, is sort of on the way in, in a certain respect. Uh, and Coleman I've had on here who's a, who's a great guy and really bright. Um, I don't know, could there ever be another time to probably not. Probably not. Shout outs to Gareth, to John, to Jeff, to Jason to Albin and to Timothy. And then what I do with my marker, we got a couple mugs come in, Troy and Nathan, you guys are getting mugs signed right there.

Speaker 2:          01:24:19       Troy. There you go. That's your Mug, Nathan. It's coming. Okay. Dave ruben.com/donate guys, I really do appreciate it. And by the way, you know, we're not going to, if you look at how many times we did like serious, like fundraising over these last couple of years, we did it. I tried to do it maybe once or twice a year and not even that. I don't intend on doing this type of thing all the time. Uh, it's just at this brief moment where, you know, the other thing that's funny is that, so we were at, as I said, around 30 grand a month for most of the last year on Patrion. Then the than the Sargon thing happened. We went down to like, you know, 25 or something. Then I started really talking about it a couple of weeks ago with Jordan. We went down another 10. Uh, then I had made this announcement. Now we're down to like, we're down to like 14.

Speaker 2:          01:25:02       Let's say on there, even despite the fact that I have announced to the patrons I'm leaving, but there's 14 grand just sitting there because a lot of times people sign up and then never think of it again. I'm going to close the account either way, so it's like they're going to be a lot of people who may be just signed up and that aren't that active in all of this or maybe don't pay attention to Twitter or whatever. And it's like, that's why we have to do some of these things where we talk about these things and do these livestreams and do videos and the rest of it. A shout out to Heidi and madness. That is a great name. Magnus, you are getting a mug.

Speaker 5:          01:25:33       Okay.

Speaker 2:          01:25:33       Right there. I'm going to write your name on it because Magnus is an all star name. Magnus.

Speaker 5:          01:25:39       Okay,

Speaker 2:          01:25:40       you're getting a Mug, brother. There you go. All right. Let's see.

Speaker 5:          01:25:44       MMM.

Speaker 2:          01:25:46       Paying for freedom. How much for a Mug, Dave? ruby.com/donate if you sign up for 50 bucks a monthly, we're going to send you a mug right now and I'm going to sign it for you. Um, you said speaking in Montana at the University of Wyoming, uh, as a graduate of both Montana State Bozeman and university of Wyoming Laramie. I forgive you for the mix up. Keep up the battle. Dave. I've got a lot on my mind lately. It was university of Wyoming at Laramie. That's where it was. Uh, and that was, that was fun. I actually went out with some of the, uh, the students there from turning point after we had a good time except in like bottle of ketchup exploded on me, which actually did happen. Um, let's see. To determine someone's true convictions look no further than the personal sacrifices they've made to uphold them.

Speaker 2:          01:26:30       Love you Dave, and keep up the great work, Tim. Thank you. Well, thank you Tim. I appreciate that. Um, these attacks are not new. The banks had been strangling gun manufacturers and sellers for years. Are you interested in speaking out on other rights? Well, that would be interesting. Just to find out a little bit more about that. I've, I've heard that, I've heard that from people that work in the adult film business that they've said they have all sorts of problems with payment processors and things like that. Again, this is where I would say that generally if, if I was running things and I don't want to run things, but I would say if you're following the laws of the country and Americans case, the state that you live in, that, that everything basically should be allowed. If you're breaking those laws, then we have a different problem.

Speaker 2:          01:27:13       Um, but yeah, that's where I would fall out on that. Um, what are your thoughts on Bitcoin? Do you think it could replace normal currency? So first off, we are accepting bitcoin now. Uh, we're also accepting bitcoin cash. We're looking into light coin in theory, him and a couple of the others. But our bitcoin address is at [inaudible] dot com slash donate. I have a lot to learn on crypto. Trust me, I'm trying to learn. I have a whole bunch of calls tomorrow talking to crypto people on all sorts of different fronts. Um, look, because it's on the blockchain and it's not centralized, um, there is a power to this type of currency that I think will, will be more important as we move forward. There's still all sorts of problems related to how quickly you can do transactions and is it really, is it, is it, uh, is it, uh, uh, money the way caches where you can quickly do transfers or is it more of like a gold standard sort of thing?

Speaker 2:          01:28:05       Um, I got a ton to learn so I don't even want to speak out of school here, but I, but I promise you that I'm, I'm learning as fast as I can. Um, okay. Um, are the donations through Patrion or other that you receive tax? Yeah, they are. I have to report everything and we just, I just did my year in taxes with my accountants. It was not pretty. You want to become a, you want to become a libertarian pretty quick start paying taxes. Um, hey Dave just transferred from Patrion to your platform monthly. Thank you very much. Same with Jordan B. Peterson. Do you know if bill whittle would love to see you talk with them? Yeah, it had bill a little on bout a year ago. Uh, check it out. Just put his name in slash Ruben report and Rubin report in the, uh, and the thing there.

Speaker 2:          01:28:46       All right. We are about an hour and a half in. Holy Cow. I had been talking for a long time. Um, let's, let's throw it in the wide shot because I'm surrounded by mugs. There's a whole bunch of mugs you can't even see over there. Um, and remember, you can get the t shirt, the Rubin report, tee shirt at 25, and we'll send these things out to you pretty quick. We'll try to get all these out within a, within a day or two. My guys are gonna kill me for saying that. Um, but we will do the best we can on that, uh, to get these out to you. And yes, these will never be printed. And where am I looking over here? These will never be printed again because these were the shirts that we were given out to our patrons. So we had about 200 of them or so left.

Speaker 2:          01:29:19       And, uh, we're clearing out stock here at the Rubin report today. Uh, let's see, um, uh, exciting to witness the birth of a cultural paradigm where people have different ideas unite under the ages of good faith and reason. Discussion. Let's make history one dark conversation at a time. Let's do it. Let's roll. Um, what is your opinion on Brazilian Prime Minister? Uh, Baldassar both Sarner row, uh, regarding, oops, there's a lot of things moving here. Deforestation of the rainforest. Ps, I'm a Christian. I bake you a cake though. Uh, you know, I don't know enough about him. Um, but it sounds like he really hates Marxism and he's, and he's really pushing Brazil to become more of a world leader and that he actually is for capitalism and he's trying to get some of the SJW stuff out of the schools. I just saw a tweet by him a day or two ago.

Speaker 2:          01:30:14       So on that front and as again, I don't know a ton about him. That all sounds good to me. Um, and as a, as a Christian, I appreciate your offer to bake me a cake. Um, that, that would be very a nice view. Thank you very much. Um, let's see, uh, shout outs to mill high to William, to Trenton, to Daniel, to Juanita, to Henrik, to Greg, to Sam to Alexis and to Andrew. Thank you guys very much. Men. You got look, you know, I said before that when we originally went on Patrion the night before, I was like, I don't know, did I just destroy my career that I just cause, uh, my partner and my friends to, to not have jobs anymore and the whole thing. And uh, you know, look, I knew this time coming through because we have a couple of different revenue sources.

Speaker 2:          01:31:00       So, so fan funding is the bulk of it. As I said, patron has been about 60 to 70% of our rev. Uh, there is youtube red. But the problem with building a business around youtube rev is it goes like this. You just never know when it's going to go up and down. It's also seasonal where it gets better in like November and December before the holidays and then January, February are pretty bad. And with the monetization and all that, uh, we also do audio. A podcast reads, that's one way we do it. Uh, and as I said, there would be plenty of opportunities if I right now want it to start doing ads just this way, just on youtube like this, we could make a shit ton of money. I mean far more than I was making on Patrion. I just don't know that that's the route that I want to go.

Speaker 2:          01:31:38       I don't begrudge anyone for doing it. You know, it's funny when when Shapiro does it, it's become part of his shtick. It's actually kind of fun when he does it. I just, I just like doing it this way. Also be for the purposes of the conversation, and this is not a knock on anybody, but for the purposes of the conversation, when I sit in this room and they closed that door, we go straight through. We do not edit for content. I sit there, I look at that person, uh, I stare at them in the eyes and we, and we go for it. Right. And I don't know that I would want to be stopping to read ads in the middle of that. Again, that's not smirking anybody the way anyone has to do anything. It's just what I've become accustomed to in the more that, uh, the more that you guys allow me to do that.

Speaker 2:          01:32:15       I think the, the better work that I could do a shout outs to Christian and to Stefan. Thank you guys. Um, okay. Here we go. Um, Dave, I love your content as well as the IDW as a whole. I just wanted to make sure you're subscribed to Pewdie Pie. Please confirm. I am subscribed to Pewdie Pie. I don't know if it's actually through the Ruben report youtube channel. Uh, but it through. I have another one that I am subscribed to the Cutie Pie. He's funny, he's funny. He did this really funny video. He actually mentioned me in a video about the whole patrion thing, uh, maybe a week or two ago. But he just does these Holly, he opens this video like, and it's like this mock sort of cartoony CNN and he's like, hi, I'm Gloria Borger. And it's like, what? He's just, the guy is just funny.

Speaker 2:          01:32:56       I like them. Um, let's see. Thanks for what you do. You should interview retiring a representative Trey Gowdy about free speech and regards to national security and censorship there in, I would be happy to do that. Let's see if we can reach out to him. Good idea. Uh, have Neil Ferguson back on to discuss what's going on with credit processors from a historical perspective? What a great idea. I got to tell you, one of the interviews, I knew that, that Neil was a, was a, uh, a brilliant historian and was outspoken and all that, but I did not fully expect him to be the absolute power house that he was. He, he flew in, he like walked, he had just landed. He walks any like pound some water. He sits down and he just goes, and we did, I think about an hour and 20 minutes and we could have done much more, but he had to jump back on the plane.

Speaker 2:          01:33:41       Uh, but he's a brilliant, brilliant guy. He's, his wife by the way, is Ion Hirsi Ali. And He, when he talks about her, the interview, it's like, you know, some people who could talk about their wife or their husband and they're just like saying something nice and it just meeting us. But the, the way that he talks about that woman, it's like, wow, that is, that is what love really is. Um, will you work with software engineers to create solutions with freedom as a core value? Yeah. This is what people are reaching out to us. As I said, I'm not making this up. Well, I got Google engineers reaching out to me. I got people at Facebook reaching out to me. We're going to try to figure this all out. Um, it's a lot to chew off. Uh, Shawn m a shout out Leonard a shout out and Sean Wwa for a Mug.

Speaker 2:          01:34:22       All right. I got five more mugs right there and a bunch over there. Let's get rid of all these mugs people. There we go. Another mug. Go. Kay. Um, let's see, um, much of the talk between you and your colleagues highlights the issues around radical leftist indoctrination at universities. Are there still reasons to pursue an education at these institutions in the current climate? Ah, this is such a tough question and I get this a lot because I speak at colleges. Look, there are a million reasons to go to college. I think that that are, aren't necessarily the academic reasons. Let's, let's just put academia side for a second. There are social reasons. Meeting people from different walks of life, meeting people from different parts of the country or different parts of the world. Living in a dorm, living in, you know, when you move off campus maybe, and you live in a small house with some friends, like learning how to socialize with other people, not under your parents' roof, but not under the roof of a where you're gonna live with, say your spouse one day or something like that.

Speaker 2:          01:35:18       So there's all sorts of social reasons. Learning, learning Tata hang out and have fun and maybe smoke a joint and have a beer and what and whatever else that you're going to do to help become a person that is all what part of what the college experience is like. Now, if the academic side of it is just indoctrination than man, it's tough. I would say the most important thing you can do is as a parent is um, try to steer I suppose your, your children to schools that are going to be respectful of ideas that are going to be respectful of defending free speech. University of Chicago is doing a great job of this. Um, there are schools that are still doing this by the way. I spoke down in Clemson. They've got a great, um, a program down there about capitalism and free markets that I thought they're doing a nice job in Jordan and I spoke to a small group of students there and then then did a big talk.

Speaker 2:          01:36:06       Um, there's all sorts of schools that are doing interesting and he's Chapman University here, uh, outside of Santa Barbara where I'm Michael Shermer teachers I think is doing a nice job defending free speech. But yeah, if you're going to just send them, if you're gonna send them to Berkeley to just be indoctrinated and then now that's problem. But that being said, I've, I've given talks to the Berkeley College Republicans, um, and they're there and they're fighting for what they believe in. So hopefully you've given your child enough of, uh, of, uh, understanding of what the world is or the basic bones of how to go about life, that they're not going to go to the school, forget everything you taught and then just come out a Zombie on the other side. But that's tough. And, um, as someone who's not a parent, it's a little bit hard for me to say that with full Gusto or something.

Speaker 2:          01:36:47       A shout outs to Michael, to Angie, to Blake, to Ashley, to Tony to call in to Jerry and a Mug for Robin. All right, Robin, that's yours, Robin. There you go. All right. Um, what are some books that changed your life? Love the show and everything that you're doing. Thanks Dave. Um, I like this question. So first of all, every book that we have, we could go to the wide shot for a sec. Every book that's on our set right now, including some books that you can't see over there, these are all former Ruben report guests. So there's any mutual Steven Pinker, uh, you're on Brooklyn is teal. There's Ferguson, Kelly Carlin Sagat. Um, David from Sam Harris is over there. Douglas Murray, I mean Thomas Soul, Scott Adams Ababa. Um, so that's, sorry, I've read most of these books. You know, the first, the first year of the show, at least maybe the first two years of the show, I read every book of every guest that we had on and, and then suddenly my schedule got so crazy.

Speaker 2:          01:37:41       It was impossible to do. I also found sometimes in certain interviews if I knew a little bit less about the specific topic of the booklet, say I can ask better questions because I didn't, I wasn't sort of subconsciously leading in a certain way. I was actually going in the most open way. So when I had Jordan on even, um, I think 12 rules was right. I mean the Jordan, I knew each other pretty well, but there's certainly before the tour, um, I think either either 12 rules had just come out or was just about to come out. I had not read the book and we went through the rules and it's like, now I know, I know the rules inside and out, and he, and he does these awesome, really Dan, they're truly incredible talks about them all the time. Um, so, but okay. But as two books that I would recommend, um, the, the book that I would recommend more than anything else because it affected me in such a deeply profound way, is a billions and billions by Carl Sagan.

Speaker 2:          01:38:35       It's Carl Sagan. Uh, it's his last book. He actually died before he finished it. So then his wife Andrew and who's [inaudible], who's also a professor at Cornell, she finished it for him. Um, Carl Sagan, if most of you know who Carl Sagan is, um, he, but he wrote Cosmos and he did the TV show cosmos and he used to go on the old Johnny Carson tonight show in the, the joke that Johnny Carson would say, Johnny Carson would always mock him and say, you say billions and billions, except it turns out that he actually never said that phrase. That's why he named the book millions of billions. Anyway, it's just a great book about, about the way humans react to each other, how important science and belief are in a whole bunch of other things. So yes, I would check that out if I were you. A shout out to Marshall. Thank you my friend.

Speaker 2:          01:39:17       Um, let's see. Um, do you think the next election we'll see more people move towards the middle with their votes are further away from moderation also. You're my fave, Dave. All right, I appreciate that. Um, well I tweeted out yesterday like a six tweet thread about sort of what my predictions are for, for the year. I look, I think that the left unfortunately at all the markers over the last couple of years where they could have done a little self reflection and said that we shouldn't be in tight entity politics. We shouldn't judge people as groups. We should look at the individual more things that used to be liberal principles, right? Um, we shouldn't look for the government to solve everything. Jfk Liberal Democrat JFK is not what the country can do for you as well you can do for the country. That's the reverse of what they say. Now that imagine if Bernie started saying that they would not be happy with Bernie.

Speaker 2:          01:40:08       Um, so I think that the left we're going to see like a truly bananas left that is going to get worse and worse and worse. What I and the meeting is going to keep feeding it and giving it all the energy. That's the worst part. What I think will will happen subtly is what's been happening suddenly, which is there is a really interesting group of say, moderate conservatives and Libertarians and some Trumpers and some disaffected liberals who are coming together with pretty moderate stance is now, who is the leader of that? Like I don't think, I don't think ultimately that Trump is the leader of that, even though by no means do I have Trump derangement syndrome and I think he's done a lot of good things on, on policy funds and forget Twitter for a second. Um,

Speaker 2:          01:40:56       so I think that will continue to be built that, that group, but it wa but it's about where will it get its energy from ultimately who will be the leader of it and what is it like? Is it a more moderate Republican? Is Ben Shapiro gonna run for President? I mean, who knows? Could it be Nikki Haley? I mean, I'd probably vote for Nikki Haley and that would really flip identity politics on its head right now. You've got a brown woman, Republican. Well, what are they going to do with that? So yeah, it's really, it's interesting stuff. I, my hope is that people who returned to moderation, we don't want to look back when in 20 years from now and go, man, 2018 2019 those were the good old days because now we're in the middle of a civil war, over Twitter fights. You know what I mean? It's like we still got a pretty damn good here.

Speaker 2:          01:41:35       Right for you may think that all hells that's so horrible were so mean to each other. It's never been worse. You know, read some of the things that, that Thomas Jefferson, who I love, we'd say about his political opponents or that they would say about him. It's like there were crazy, crazy things being said. Um, uh, and attacking each other and all that. So it's like, it may feel crazy right now, but also this is where every now and again, get offline and go talk to real people and they're actually pretty decent. Um, shout out to James, Ron and Collin. All right guys, we've got 15 minutes left. Dave rubin.com/donate. I got a couple mugs left. You will get an autograph mug. Got a lot of graph right here. We'll get you the exclusive Ruben report, Reuben select tee shirts that will never be printed again because it was our patrion a t shirt.

Speaker 2:          01:42:20       We are leaving Patriot on January 15th. Um, I thank you guys for being surrounded by mugs and support and love and all of those things. I'm just doing what I, what I think I should do. Who here we go. Thank you Andrea. I appreciate it. Uh, Ruben, you and the rest of the IDW or the best, keep up the good work and never apologize to the leftist for anything they are truly lost in. They're in desperate need of reasonable voices like yours. I'll bake you a cake. Thank you. Um, you know, it's funny too, it's like if you listen to what the media will say, it's like, look, I went to this turning point thing, the student action summit at the end of December that I mentioned and as I said, Prager was there and Gutfeld and Charlie Kirk and Candace and Jordan and a and a whole bunch of other people brand them.

Speaker 2:          01:43:04       Tatum, Brandon, Tatum, a whole other people holler bunch. And um, I met when I had, when I got there to get backstage. Um, I dunno if I walked in the wrong entrance or whatever, but I had to walk through like a crowd of hundreds of people and everyone's coming up to me and they take selfies and I'm sign and stuff and all this stuff. And it's like these are great people from every walk of life. They're every color. And I met gay people and straight people and I met Orthodox Jews wearing Yamakas and I met brown Muslims and I met all of these different people. And guess what? They're all conservatives. They're all decent. They're all human. They're open to ideas. I went on stage, I gave a talk about the differences that I have with conservatives. I'm pro choice. I know some of them are not thrilled with gay marriage, a series of other things.

Speaker 2:          01:43:46       I'm, I'm, I'm uh, against the death penalty. Um, and they still, they still love it. I got a great ovation afterwards. It's like these are not the intolerant people, but that's the way it's always going to be framed. Which also brings me quickly to something on the media that I wanted to address, which is you may have seen the New York Times article from about 10 days ago. I'm on the patrion situation and the entire article is nonsense. It's, it's, it's almost completely made up. It's written by a New York Times journalist by the name of Nellie Bowles. She's the one who did the article on Jordan and enforced monogamy from, from uh, you know, about a year ago now. And she framed the whole thing ridiculously. She refers to me as a libertarian podcast or which I don't care about being called a libertarian. That's fine. But it's like, you're only saying that because you know, in the minds of your ultra left readers that when you say libertarian, that somehow means bad person.

Speaker 2:          01:44:35       Like if you were being an honest reporter and not someone colorizing something, you would say Dave Rubin, who refers to himself as a classical liberal, but what would ever put that aside? It doesn't even matter. The quote she gets from Jacqueline Hart who's the head of trust and safety at Patrion is basically in effect that Karl Sargon to buckeyed said these words meaning the n word on the platform and you're not allowed to do it on the platform except he never said those words on the platform. So the whole, that's the most important quote of the whole article that sets up everything about why people are leaving and everything else. Now then I tweeted at her and I and many other people did and they got hundreds and thousands of retweets saying the quote that she gave you, that is the backbone of the article is a lie. And it's like there's no correction at her. New York Times doesn't give a shit. So it's like we are watching fake news crumble and I say freaking let them crumble. All right. How do you really feel about that Dave? Uh, shout out to Scott and Jay is getting a mug. All right, Jay, let's do it. Here we go.

Speaker 6:          01:45:32       Okay.

Speaker 2:          01:45:34       All right. That's fine. Signature right there. That might be my best one of the day. You are in luck, Jay. I'm okay.

Speaker 6:          01:45:43       Ciao.

Speaker 2:          01:45:44       Do you think you'll face legal challenges no matter what platform or payment system you adopt? I mean, I certainly hope not. I'm not doing anything illegal. Um, I don't intend on doing anything illegal. We're all, all of us are just trying all, I can't say all of it. What I can tell you that most of the people that are, I'm talking to about these things from the Weinstein brothers to Jordan and everybody else, it's like we want to have, we want to be able to be on platforms where the information is not being manipulated, where people are getting, with what they're subscribed to, where if you send a tweet out that it's not going to be shadow band, that you can make an honest dime, et Cetera, et cetera. We're not trying to revolutionize the world. Nobody wants to fight Google. Did you think that seems fun?

Speaker 2:          01:46:22       Biting Google that's bite mastercard, like, you know, I, I'd rather play video games and go play basketball and take a walk with my dog. You know what I mean? It's like, that's just true. So it's like, do I think we're gonna face legal challenge everywhere? I mean, this is all part of, I suppose, growing a business and we're going to have to think through all of these things, but that's why these are not, I know people want the silver bullet right now. They want the magic answer right now. Just be patient, be patient. And that's why, as I said a couple of times now, it's like we're going to get off Patrion for now. We're gonna move everybody over to our website that eliminates the middleman. We may have to deal with the payment processor issue at some point, but hopefully we'll be able to fold that into whatever else we're doing.

